Orthogroup	Mus_musculus	Microcebus_murinus
OG0012579	sp|Q80ZE3|SIG10_MOUSE	tr|A0A8B7HSN3|A0A8B7HSN3_MICMU
OG0012580	sp|Q8VEM8|MPCP_MOUSE	tr|A0A8B7HXX2|A0A8B7HXX2_MICMU
OG0012581	sp|Q9EPW0|INP4A_MOUSE	tr|A0A8B7HYS6|A0A8B7HYS6_MICMU
OG0012582	sp|D3Z4S3|PTRD1_MOUSE	tr|A0A8B7HZ77|A0A8B7HZ77_MICMU
OG0012583	sp|Q80W54|FACE1_MOUSE	tr|A0A8C5UJW7|A0A8C5UJW7_MICMU
OG0012584	sp|Q9DA97|SEP14_MOUSE	tr|A0A8C5UKU5|A0A8C5UKU5_MICMU
OG0012585	sp|Q64689|SIA8C_MOUSE	tr|A0A8C5UND2|A0A8C5UND2_MICMU
OG0012586	sp|Q9D9P8|LCFC1_MOUSE	tr|A0A8C5UTP4|A0A8C5UTP4_MICMU
OG0012587	sp|Q61817|CREB3_MOUSE	tr|A0A8C5UU08|A0A8C5UU08_MICMU
OG0012588	sp|Q99MD9|NASP_MOUSE	tr|A0A8C5UUN5|A0A8C5UUN5_MICMU
OG0012589	sp|P81069|GABP2_MOUSE	tr|A0A8C5UWN0|A0A8C5UWN0_MICMU
OG0012590	sp|Q9Z1Y9|IOD2_MOUSE	tr|A0A8C5UXI8|A0A8C5UXI8_MICMU
OG0012591	sp|Q8R0K9|E2F4_MOUSE	tr|A0A8C5UXU2|A0A8C5UXU2_MICMU
OG0012592	sp|A4FUP9|GL1D1_MOUSE	tr|A0A8C5UY93|A0A8C5UY93_MICMU
OG0012593	sp|Q62130|PTN14_MOUSE	tr|A0A8C5UYE9|A0A8C5UYE9_MICMU
OG0012594	sp|Q9QYR6|MAP1A_MOUSE	tr|A0A8C5UYU9|A0A8C5UYU9_MICMU
OG0012595	sp|Q925N2|SFXN2_MOUSE	tr|A0A8C5UZH5|A0A8C5UZH5_MICMU
OG0012596	sp|Q61704|ITIH3_MOUSE	tr|A0A8C5V0L4|A0A8C5V0L4_MICMU
OG0012597	sp|Q8BFZ2|PLPR1_MOUSE	tr|A0A8C5V2N1|A0A8C5V2N1_MICMU
OG0012598	sp|Q99J09|MEP50_MOUSE	tr|A0A8C5V3F6|A0A8C5V3F6_MICMU
OG0012599	sp|Q9R187|EDAR_MOUSE	tr|A0A8C5V8E0|A0A8C5V8E0_MICMU
OG0012600	sp|P62077|TIM8B_MOUSE	tr|A0A8C5VGH8|A0A8C5VGH8_MICMU
OG0012601	sp|Q9D1J1|NECP2_MOUSE	tr|A0A8C5VH33|A0A8C5VH33_MICMU
OG0012602	sp|Q80XM9|S66A2_MOUSE	tr|A0A8C5VH70|A0A8C5VH70_MICMU
OG0012603	sp|Q8R1H8|BATF2_MOUSE	tr|A0A8C5VMG7|A0A8C5VMG7_MICMU
OG0012604	sp|Q497J1|TM86B_MOUSE	tr|A0A8C5VMX7|A0A8C5VMX7_MICMU
OG0012605	sp|F2YMG0|PRS56_MOUSE	tr|A0A8C5VNV7|A0A8C5VNV7_MICMU
OG0012606	sp|Q64448|CXA3_MOUSE	tr|A0A8C5VQB3|A0A8C5VQB3_MICMU
OG0012607	sp|Q6PHZ8|KCIP4_MOUSE	tr|A0A8C5VSV5|A0A8C5VSV5_MICMU
OG0012608	sp|Q7TN33|CELF6_MOUSE	tr|A0A8C5VSX9|A0A8C5VSX9_MICMU
OG0012609	sp|Q99J83|ATG5_MOUSE	tr|A0A8C5VT00|A0A8C5VT00_MICMU
OG0012610	sp|O88410|CXCR3_MOUSE	tr|A0A8C5VTW0|A0A8C5VTW0_MICMU
OG0012611	sp|Q02780|NFIA_MOUSE	tr|A0A8C5VV72|A0A8C5VV72_MICMU
OG0012612	sp|Q9JMB0|GKAP1_MOUSE	tr|A0A8C5VVY1|A0A8C5VVY1_MICMU
OG0012613	sp|P15530|CD79B_MOUSE	tr|A0A8C5VYI5|A0A8C5VYI5_MICMU
OG0012614	sp|Q9QXV3|ING1_MOUSE	tr|A0A8C5VZ02|A0A8C5VZ02_MICMU
OG0012615	sp|Q8CI33|C19L1_MOUSE	tr|A0A8C5W0A4|A0A8C5W0A4_MICMU
OG0012616	sp|Q9D6G9|CKLF5_MOUSE	tr|A0A8C5W4Q6|A0A8C5W4Q6_MICMU
OG0012617	sp|Q8BGQ6|EFC14_MOUSE	tr|A0A8C5W8T1|A0A8C5W8T1_MICMU
OG0012618	sp|A2A3V1|AK17B_MOUSE	tr|A0A8C5W9Q4|A0A8C5W9Q4_MICMU
OG0012619	sp|Q91VE6|MK67I_MOUSE	tr|A0A8C5XGE0|A0A8C5XGE0_MICMU
OG0012620	sp|P57716|NICA_MOUSE	tr|A0A8C5XLR0|A0A8C5XLR0_MICMU
OG0012621	sp|Q8BHN9|CLBA1_MOUSE	tr|A0A8C5XM26|A0A8C5XM26_MICMU
OG0012622	sp|Q8VCR9|OCEL1_MOUSE	tr|A0A8C5YEE0|A0A8C5YEE0_MICMU
OG0012623	sp|Q9DCF9|SSRG_MOUSE	tr|A0A8C5YGE6|A0A8C5YGE6_MICMU
OG0012624	sp|Q9EPT5|SO2A1_MOUSE	tr|A0A8C5YI85|A0A8C5YI85_MICMU
OG0012625	sp|P06240|LCK_MOUSE	tr|A0A8C6EGB0|A0A8C6EGB0_MICMU
OG0012626	sp|Q9DBX1|RGCC_MOUSE	tr|A0A8C6EL07|A0A8C6EL07_MICMU
OG0012627	sp|Q60948|MAD4_MOUSE	tr|A0A8B7EF60|A0A8B7EF60_MICMU
OG0012628	sp|Q8C3W1|CA198_MOUSE	tr|A0A8B7EIY6|A0A8B7EIY6_MICMU
OG0012629	sp|Q8R3C0|MCMBP_MOUSE	tr|A0A8B7EIZ0|A0A8B7EIZ0_MICMU
OG0012630	sp|Q9R1P0|PSA4_MOUSE	tr|A0A8B7EJL2|A0A8B7EJL2_MICMU
OG0012631	sp|Q9D826|SOX_MOUSE	tr|A0A8B7EMS2|A0A8B7EMS2_MICMU
OG0012632	tr|G3X9X1|G3X9X1_MOUSE	tr|A0A8B7EP31|A0A8B7EP31_MICMU
OG0012633	sp|O70250|PGAM2_MOUSE	tr|A0A8B7EPQ6|A0A8B7EPQ6_MICMU
OG0012634	sp|Q9DBS4|ACOXL_MOUSE	tr|A0A8B7EST9|A0A8B7EST9_MICMU
OG0012635	sp|Q60935|NAR1_MOUSE	tr|A0A8B7EYH3|A0A8B7EYH3_MICMU
OG0012636	sp|Q3UMG5|LRCH2_MOUSE	tr|A0A8B7FA55|A0A8B7FA55_MICMU
OG0012637	sp|P53798|FDFT_MOUSE	tr|A0A8B7FIM1|A0A8B7FIM1_MICMU
OG0012638	sp|Q9DC48|PRP17_MOUSE	tr|A0A8B7FKK8|A0A8B7FKK8_MICMU
OG0012639	sp|Q810F8|TBX10_MOUSE	tr|A0A8B7FUF9|A0A8B7FUF9_MICMU
OG0012640	sp|Q8CI85|CAH12_MOUSE	tr|A0A8B7FYL3|A0A8B7FYL3_MICMU
OG0012641	sp|B2RVL6|ZCH24_MOUSE	tr|A0A8B7G6J6|A0A8B7G6J6_MICMU
OG0012642	sp|Q8BM75|ARI5B_MOUSE	tr|A0A8B7G7Z6|A0A8B7G7Z6_MICMU
OG0012643	sp|O70480|VAMP4_MOUSE	tr|A0A8B7GDQ8|A0A8B7GDQ8_MICMU
OG0012644	sp|Q924I3|ACKR4_MOUSE	tr|A0A8B7GIB9|A0A8B7GIB9_MICMU
OG0012645	sp|P99026|PSB4_MOUSE	tr|A0A8B7GJE9|A0A8B7GJE9_MICMU
OG0012646	sp|Q0VAV2|EXPH5_MOUSE	tr|A0A8B7GZU1|A0A8B7GZU1_MICMU
OG0012647	sp|Q3U4H6|HEXD_MOUSE	tr|A0A8B7H832|A0A8B7H832_MICMU
OG0012648	sp|Q5KU39|VPS41_MOUSE	tr|A0A8B7H8S7|A0A8B7H8S7_MICMU
OG0012649	sp|P82347|SGCD_MOUSE	tr|A0A8B7HKW2|A0A8B7HKW2_MICMU
OG0012650	sp|Q3UUY6|PROM2_MOUSE	tr|A0A8B7HW30|A0A8B7HW30_MICMU
OG0012651	sp|Q9CPX9|APC11_MOUSE	tr|A0A8B7I2G1|A0A8B7I2G1_MICMU
OG0012652	sp|P36371|TAP2_MOUSE	tr|A0A8B7IAJ3|A0A8B7IAJ3_MICMU
OG0012653	sp|P47741|TNR4_MOUSE	tr|A0A8B7WNZ6|A0A8B7WNZ6_MICMU
OG0012654	sp|P58467|SETD4_MOUSE	tr|A0A8B7WY45|A0A8B7WY45_MICMU
OG0012655	sp|Q9Z1P6|NDUA7_MOUSE	tr|A0A8C5UNP2|A0A8C5UNP2_MICMU
OG0012656	sp|Q3UU41|SCIMP_MOUSE	tr|A0A8C5UR54|A0A8C5UR54_MICMU
OG0012657	sp|O89114|DNJB5_MOUSE	tr|A0A8C5URC3|A0A8C5URC3_MICMU
OG0012658	sp|Q9D6Y9|GLGB_MOUSE	tr|A0A8C5US77|A0A8C5US77_MICMU
OG0012659	sp|Q9D9U9|CFA45_MOUSE	tr|A0A8C5UUR4|A0A8C5UUR4_MICMU
OG0012660	sp|P59384|ATS15_MOUSE	tr|A0A8C5UUY0|A0A8C5UUY0_MICMU
OG0012661	sp|Q8VE91|RETR1_MOUSE	tr|A0A8C5UWP9|A0A8C5UWP9_MICMU
OG0012662	sp|Q80VK6|ARH38_MOUSE	tr|A0A8C5UWY8|A0A8C5UWY8_MICMU
OG0012663	sp|Q61333|TNAP2_MOUSE	tr|A0A8C5UWZ3|A0A8C5UWZ3_MICMU
OG0012664	sp|Q0VGT2|GLI2_MOUSE	tr|A0A8C5UX83|A0A8C5UX83_MICMU
OG0012665	sp|P59644|PI5PA_MOUSE	tr|A0A8C5V1Q9|A0A8C5V1Q9_MICMU
OG0012666	sp|O54990|PROM1_MOUSE	tr|A0A8C5V4V2|A0A8C5V4V2_MICMU
OG0012667	sp|P20152|VIME_MOUSE	tr|A0A8C5V5H3|A0A8C5V5H3_MICMU
OG0012668	sp|Q9JJC6|RIPL1_MOUSE	tr|A0A8C5V9Y6|A0A8C5V9Y6_MICMU
OG0012669	sp|Q9JLJ1|SELK_MOUSE	tr|A0A8C5VAP2|A0A8C5VAP2_MICMU
OG0012670	sp|Q68FG3|SPT2_MOUSE	tr|A0A8C5VAT7|A0A8C5VAT7_MICMU
OG0012671	sp|Q3U0P5|ENTP6_MOUSE	tr|A0A8C5VHW3|A0A8C5VHW3_MICMU
OG0012672	sp|O55100|SNG1_MOUSE	tr|A0A8C5VWZ2|A0A8C5VWZ2_MICMU
OG0012673	sp|Q80VM8|PNM8A_MOUSE	tr|A0A8C5XCS0|A0A8C5XCS0_MICMU
OG0012674	sp|Q61200|NXPH1_MOUSE	tr|A0A8C5XI05|A0A8C5XI05_MICMU
OG0012675	sp|Q9CYS6|CB072_MOUSE	tr|A0A8C5XKR2|A0A8C5XKR2_MICMU
OG0012676	sp|Q3USY0|S38AB_MOUSE	tr|A0A8C5XRC3|A0A8C5XRC3_MICMU
OG0012677	sp|Q6NXK2|ZN532_MOUSE	tr|A0A8C5XUF1|A0A8C5XUF1_MICMU
OG0012678	sp|Q60843|KLF2_MOUSE	tr|A0A8C5XVR6|A0A8C5XVR6_MICMU
OG0012679	sp|Q3UHI4|TMED8_MOUSE	tr|A0A8C5XVS5|A0A8C5XVS5_MICMU
OG0012680	sp|Q60584|FBXW2_MOUSE	tr|A0A8C5XW32|A0A8C5XW32_MICMU
OG0012681	sp|Q3V3Q7|PACS2_MOUSE	tr|A0A8C5XWC7|A0A8C5XWC7_MICMU
OG0012682	sp|Q9D1B8|DCD2C_MOUSE	tr|A0A8C5XWX7|A0A8C5XWX7_MICMU
OG0012683	sp|P12246|SAMP_MOUSE	tr|A0A8C5XZS3|A0A8C5XZS3_MICMU
OG0012684	sp|A6H6Q4|TKTI1_MOUSE	tr|A0A8C5Y0Z6|A0A8C5Y0Z6_MICMU
OG0012685	sp|Q5UW37|CXL17_MOUSE	tr|A0A8C5Y3C7|A0A8C5Y3C7_MICMU
OG0012686	tr|A0A1B0GSM6|A0A1B0GSM6_MOUSE	tr|A0A8C5Y6S2|A0A8C5Y6S2_MICMU
OG0012687	sp|Q3TMV7|PYRD1_MOUSE	tr|A0A8C5Y9Q2|A0A8C5Y9Q2_MICMU
OG0012688	sp|A0A1B0GQX3|CTXD2_MOUSE	tr|A0A8C5Y9R1|A0A8C5Y9R1_MICMU
OG0012689	sp|Q9JI78|NGLY1_MOUSE	tr|A0A8C5YF88|A0A8C5YF88_MICMU
OG0012690	sp|Q9WVL5|MORC1_MOUSE	tr|A0A8C5YG89|A0A8C5YG89_MICMU
OG0012691	sp|Q8R3Q6|MIX23_MOUSE	tr|A0A8C5YG93|A0A8C5YG93_MICMU
OG0012692	tr|D3YZB0|D3YZB0_MOUSE	tr|A0A8C6EI47|A0A8C6EI47_MICMU
OG0012693	sp|P34928|APOC1_MOUSE	tr|A0A8C6EK13|A0A8C6EK13_MICMU
OG0012694	sp|Q0P5X1|LRIQ1_MOUSE	tr|A0A8B7EN83|A0A8B7EN83_MICMU
OG0012695	sp|P57016|LAD1_MOUSE	tr|A0A8B7EX43|A0A8B7EX43_MICMU
OG0012696	sp|Q640M6|GDPD5_MOUSE	tr|A0A8B7EY59|A0A8B7EY59_MICMU
OG0012697	sp|P56695|WFS1_MOUSE	tr|A0A8B7F5Y3|A0A8B7F5Y3_MICMU
OG0012698	sp|Q9JKV7|EXTL1_MOUSE	tr|A0A8B7FDI5|A0A8B7FDI5_MICMU
OG0012699	sp|Q60756|TCF15_MOUSE	tr|A0A8B7FPY8|A0A8B7FPY8_MICMU
OG0012700	sp|Q61595|KTN1_MOUSE	tr|A0A8B7FWM7|A0A8B7FWM7_MICMU
OG0012701	sp|Q9CR61|NDUB7_MOUSE	tr|A0A8B7FWT5|A0A8B7FWT5_MICMU
OG0012702	sp|P62918|RL8_MOUSE	tr|A0A8B7G0J9|A0A8B7G0J9_MICMU
OG0012703	sp|Q9WU28|PFD5_MOUSE	tr|A0A8B7G9A7|A0A8B7G9A7_MICMU
OG0012704	sp|B2RXM4|NTM1B_MOUSE	tr|A0A8B7G9D2|A0A8B7G9D2_MICMU
OG0012705	sp|Q9JHJ3|GLMP_MOUSE	tr|A0A8B7GKF2|A0A8B7GKF2_MICMU
OG0012706	sp|Q9Z1L3|DEDD_MOUSE	tr|A0A8B7GMG2|A0A8B7GMG2_MICMU
OG0012707	sp|P22646|CD3E_MOUSE	tr|A0A8B7GZE0|A0A8B7GZE0_MICMU
OG0012708	sp|Q8BXA5|CLP1L_MOUSE	tr|A0A8B7H0J2|A0A8B7H0J2_MICMU
OG0012709	sp|Q3UZ45|MCIN_MOUSE	tr|A0A8B7H4A1|A0A8B7H4A1_MICMU
OG0012710	sp|Q6ZPJ3|UBE2O_MOUSE	tr|A0A8B7HBZ5|A0A8B7HBZ5_MICMU
OG0012711	sp|Q3U5F4|YRDC_MOUSE	tr|A0A8B7HEH3|A0A8B7HEH3_MICMU
OG0012712	sp|Q9ESG4|CLTRN_MOUSE	tr|A0A8B7HSL8|A0A8B7HSL8_MICMU
OG0012713	sp|Q6AZB0|BOC_MOUSE	tr|A0A8B7HXP2|A0A8B7HXP2_MICMU
OG0012714	tr|B1ATY8|B1ATY8_MOUSE	tr|A0A8B7I5F8|A0A8B7I5F8_MICMU
OG0012715	sp|P35564|CALX_MOUSE	tr|A0A8B7I6R0|A0A8B7I6R0_MICMU
OG0012716	sp|P20352|TF_MOUSE	tr|A0A8B7I9F5|A0A8B7I9F5_MICMU
OG0012717	sp|Q8BG32|PSD11_MOUSE	tr|A0A8B7WPK0|A0A8B7WPK0_MICMU
OG0012718	sp|Q8VDP2|STEEP_MOUSE	tr|A0A8C5ULU1|A0A8C5ULU1_MICMU
OG0012719	sp|Q9WUP4|PORED_MOUSE	tr|A0A8C5UN98|A0A8C5UN98_MICMU
OG0012720	sp|Q8VHC5|CABP4_MOUSE	tr|A0A8C5UNS9|A0A8C5UNS9_MICMU
OG0012721	sp|Q62141|SIN3B_MOUSE	tr|A0A8C5UNV4|A0A8C5UNV4_MICMU
OG0012722	sp|Q9WVH9|FBLN5_MOUSE	tr|A0A8C5UQV2|A0A8C5UQV2_MICMU
OG0012723	sp|P52194|CLGN_MOUSE	tr|A0A8C5UT29|A0A8C5UT29_MICMU
OG0012724	sp|A2AVR2|MROH7_MOUSE	tr|A0A8C5UUF3|A0A8C5UUF3_MICMU
OG0012725	sp|Q62189|SNRPA_MOUSE	tr|A0A8C5UVS4|A0A8C5UVS4_MICMU
OG0012726	sp|Q8CDP0|CBPC3_MOUSE	tr|A0A8C5V1W5|A0A8C5V1W5_MICMU
OG0012727	sp|Q3UXZ6|FA81A_MOUSE	tr|A0A8C5V294|A0A8C5V294_MICMU
OG0012728	sp|Q64519|SDC3_MOUSE	tr|A0A8C5V677|A0A8C5V677_MICMU
OG0012729	sp|Q80UK8|INT2_MOUSE	tr|A0A8C5VCR5|A0A8C5VCR5_MICMU
OG0012730	sp|Q3UIW5|RNF10_MOUSE	tr|A0A8C5VD13|A0A8C5VD13_MICMU
OG0012731	sp|Q640N2|AR13B_MOUSE	tr|A0A8C5VD30|A0A8C5VD30_MICMU
OG0012732	sp|Q99N84|RT18B_MOUSE	tr|A0A8C5VFQ3|A0A8C5VFQ3_MICMU
OG0012733	sp|P62746|RHOB_MOUSE	tr|A0A8C5VIP7|A0A8C5VIP7_MICMU
OG0012734	sp|A0A338P6K9|QSER1_MOUSE	tr|A0A8C5VL76|A0A8C5VL76_MICMU
OG0012735	sp|B2RR83|YTDC2_MOUSE	tr|A0A8C5VL85|A0A8C5VL85_MICMU
OG0012736	sp|Q9CR34|CE052_MOUSE	tr|A0A8C5VQF7|A0A8C5VQF7_MICMU
OG0012737	sp|Q62393|TPD52_MOUSE	tr|A0A8C5VUB9|A0A8C5VUB9_MICMU
OG0012738	sp|O08807|PRDX4_MOUSE	tr|A0A8C5VWH7|A0A8C5VWH7_MICMU
OG0012739	sp|Q80ZM8|CRLS1_MOUSE	tr|A0A8C5VYC6|A0A8C5VYC6_MICMU
OG0012740	sp|Q8CEQ0|CDKL1_MOUSE	tr|A0A8C5VYH3|A0A8C5VYH3_MICMU
OG0012741	sp|Q9JIA1|LGI1_MOUSE	tr|A0A8C5W0S0|A0A8C5W0S0_MICMU
OG0012742	sp|Q9Z0S9|PRAF1_MOUSE	tr|A0A8C5W3S5|A0A8C5W3S5_MICMU
OG0012743	sp|Q3U487|HECD3_MOUSE	tr|A0A8C5W9D0|A0A8C5W9D0_MICMU
OG0012744	tr|A0A1Y7VMD6|A0A1Y7VMD6_MOUSE	tr|A0A8C5XBN8|A0A8C5XBN8_MICMU
OG0012745	sp|O08997|ATOX1_MOUSE	tr|A0A8C5XD61|A0A8C5XD61_MICMU
OG0012746	sp|Q62160|GDIR3_MOUSE	tr|A0A8C5XDA5|A0A8C5XDA5_MICMU
OG0012747	sp|Q9D611|OCSTP_MOUSE	tr|A0A8C5XDC7|A0A8C5XDC7_MICMU
OG0012748	sp|J3QPZ5|CFA73_MOUSE	tr|A0A8C5XDT5|A0A8C5XDT5_MICMU
OG0012749	sp|Q61084|M3K3_MOUSE	tr|A0A8C5XHW1|A0A8C5XHW1_MICMU
OG0012750	sp|Q8BXQ8|FA53C_MOUSE	tr|A0A8C5XIG9|A0A8C5XIG9_MICMU
OG0012751	sp|Q3HNM7|INSC_MOUSE	tr|A0A8C5XPD0|A0A8C5XPD0_MICMU
OG0012752	sp|Q8CD92|TTC27_MOUSE	tr|A0A8C5XT10|A0A8C5XT10_MICMU
OG0012753	sp|Q8K124|PKHO2_MOUSE	tr|A0A8C5XVH6|A0A8C5XVH6_MICMU
OG0012754	sp|Q8K1L0|CREB5_MOUSE	tr|A0A8C5YAT9|A0A8C5YAT9_MICMU
OG0012755	sp|Q6P6J9|TXD15_MOUSE	tr|A0A8C5YF90|A0A8C5YF90_MICMU
OG0012756	sp|P47937|NK3R_MOUSE	tr|A0A8C5YGA9|A0A8C5YGA9_MICMU
OG0012757	sp|Q8CIF4|BTD_MOUSE	tr|A0A8C5YH88|A0A8C5YH88_MICMU
OG0012758	sp|Q9ES07|S15A2_MOUSE	tr|A0A8C5YHM3|A0A8C5YHM3_MICMU
OG0012759	tr|G3UYY4|G3UYY4_MOUSE	tr|A0A8C6EGI9|A0A8C6EGI9_MICMU
OG0012760	sp|Q8C0Q4|NEK11_MOUSE	tr|A0A8C6ELD8|A0A8C6ELD8_MICMU
OG0012761	sp|Q9CWB7|YD286_MOUSE	tr|A0A8B7E9T2|A0A8B7E9T2_MICMU
OG0012762	sp|Q9JK97|KCNQ4_MOUSE	tr|A0A8B7EAK5|A0A8B7EAK5_MICMU
OG0012763	sp|P40226|TPO_MOUSE	tr|A0A8B7ED77|A0A8B7ED77_MICMU
OG0012764	tr|E9PWG6|E9PWG6_MOUSE	tr|A0A8B7EF97|A0A8B7EF97_MICMU
OG0012765	sp|Q9CY16|RT28_MOUSE	tr|A0A8B7EKY6|A0A8B7EKY6_MICMU
OG0012766	sp|P32443|MEOX2_MOUSE	tr|A0A8B7EQT7|A0A8B7EQT7_MICMU
OG0012767	sp|P09581|CSF1R_MOUSE	tr|A0A8B7ERV8|A0A8B7ERV8_MICMU
OG0012768	sp|Q91X49|MALL_MOUSE	tr|A0A8B7ET05|A0A8B7ET05_MICMU
OG0012769	sp|E9Q956|MCMD2_MOUSE	tr|A0A8B7EXM0|A0A8B7EXM0_MICMU
OG0012770	sp|Q3U0D9|HACE1_MOUSE	tr|A0A8B7FJF6|A0A8B7FJF6_MICMU
OG0012771	sp|Q9JLJ4|ELOV2_MOUSE	tr|A0A8B7FKF3|A0A8B7FKF3_MICMU
OG0012772	sp|A1L3C1|GAR5A_MOUSE	tr|A0A8B7FLZ1|A0A8B7FLZ1_MICMU
OG0012773	sp|P16054|KPCE_MOUSE	tr|A0A8B7FRZ7|A0A8B7FRZ7_MICMU
OG0012774	sp|Q6NS60|FBX41_MOUSE	tr|A0A8B7FSJ3|A0A8B7FSJ3_MICMU
OG0012775	sp|Q9CQ62|DECR_MOUSE	tr|A0A8B7G8K0|A0A8B7G8K0_MICMU
OG0012776	tr|D3YZZ5|D3YZZ5_MOUSE	tr|A0A8B7G9K6|A0A8B7G9K6_MICMU
OG0012777	sp|Q8VE47|UBA5_MOUSE	tr|A0A8B7GI10|A0A8B7GI10_MICMU
OG0012778	sp|Q66JY6|ARG39_MOUSE	tr|A0A8B7GQI5|A0A8B7GQI5_MICMU
OG0012779	sp|Q8BGN8|SYNPR_MOUSE	tr|A0A8B7GQP9|A0A8B7GQP9_MICMU
OG0012780	sp|Q9JMF7|DOPP1_MOUSE	tr|A0A8B7GVX0|A0A8B7GVX0_MICMU
OG0012781	sp|Q2WF71|LRFN1_MOUSE	tr|A0A8B7H1R8|A0A8B7H1R8_MICMU
OG0012782	sp|Q91YH5|ATLA3_MOUSE	tr|A0A8B7H9E2|A0A8B7H9E2_MICMU
OG0012783	sp|Q9EPK5|WWTR1_MOUSE	tr|A0A8B7HMF7|A0A8B7HMF7_MICMU
OG0012784	tr|H7BX78|H7BX78_MOUSE	tr|A0A8B7I2N8|A0A8B7I2N8_MICMU
OG0012785	sp|Q8R1G2|CMBL_MOUSE	tr|A0A8B7I8L1|A0A8B7I8L1_MICMU
OG0012786	sp|Q3KQP7|SPO16_MOUSE	tr|A0A8B7I983|A0A8B7I983_MICMU
OG0012787	sp|Q8VE37|RCC1_MOUSE	tr|A0A8B7WLF1|A0A8B7WLF1_MICMU
OG0012788	sp|P49138|MAPK2_MOUSE	tr|A0A8B7WWX4|A0A8B7WWX4_MICMU
OG0012789	sp|O70552|BTG4_MOUSE	tr|A0A8C5ULI8|A0A8C5ULI8_MICMU
OG0012790	sp|Q9D0L8|MCES_MOUSE	tr|A0A8C5ULU0|A0A8C5ULU0_MICMU
OG0012791	sp|Q8K2C7|OS9_MOUSE	tr|A0A8C5UPS7|A0A8C5UPS7_MICMU
OG0012792	sp|Q9CPZ1|CC198_MOUSE	tr|A0A8C5UQX5|A0A8C5UQX5_MICMU
OG0012793	sp|Q8K1L6|CP074_MOUSE	tr|A0A8C5UWP8|A0A8C5UWP8_MICMU
OG0012794	sp|Q9D706|RPAP3_MOUSE	tr|A0A8C5UXA3|A0A8C5UXA3_MICMU
OG0012795	sp|P59096|STAR6_MOUSE	tr|A0A8C5UZJ7|A0A8C5UZJ7_MICMU
OG0012796	sp|A2ARK0|FA83C_MOUSE	tr|A0A8C5V1M0|A0A8C5V1M0_MICMU
OG0012797	sp|Q99KI0|ACON_MOUSE	tr|A0A8C5V4U3|A0A8C5V4U3_MICMU
OG0012798	sp|P70310|NTR2_MOUSE	tr|A0A8C5V8I9|A0A8C5V8I9_MICMU
OG0012799	sp|Q8K358|PIGU_MOUSE	tr|A0A8C5VEX1|A0A8C5VEX1_MICMU
OG0012800	tr|Q5SUE3|Q5SUE3_MOUSE	tr|A0A8C5VIX1|A0A8C5VIX1_MICMU
OG0012801	sp|Q60696|PMEL_MOUSE	tr|A0A8C5VJX1|A0A8C5VJX1_MICMU
OG0012802	sp|Q7TQK1|INT7_MOUSE	tr|A0A8C5VLZ8|A0A8C5VLZ8_MICMU
OG0012803	sp|P53811|PIPNB_MOUSE	tr|A0A8C5VNP0|A0A8C5VNP0_MICMU
OG0012804	sp|Q921D9|GRHL1_MOUSE	tr|A0A8C5VPE7|A0A8C5VPE7_MICMU
OG0012805	sp|Q8C1E7|TACAN_MOUSE	tr|A0A8C5VPY2|A0A8C5VPY2_MICMU
OG0012806	sp|Q8C0Y0|PP4R4_MOUSE	tr|A0A8C5VRJ2|A0A8C5VRJ2_MICMU
OG0012807	sp|Q91WG8|GLCNE_MOUSE	tr|A0A8C5VZC4|A0A8C5VZC4_MICMU
OG0012808	sp|Q8VBZ3|CLPT1_MOUSE	tr|A0A8C5W142|A0A8C5W142_MICMU
OG0012809	sp|O35205|GRAK_MOUSE	tr|A0A8C5W3Z8|A0A8C5W3Z8_MICMU
OG0012810	tr|A0A1W2P6U8|A0A1W2P6U8_MOUSE	tr|A0A8C5W8U7|A0A8C5W8U7_MICMU
OG0012811	sp|Q80YA8|CRUM2_MOUSE	tr|A0A8C5XAT5|A0A8C5XAT5_MICMU
OG0012812	tr|D3YUE4|D3YUE4_MOUSE	tr|A0A8C5XBC3|A0A8C5XBC3_MICMU
OG0012813	sp|Q9CPX5|PLAT5_MOUSE	tr|A0A8C5XBU1|A0A8C5XBU1_MICMU
OG0012814	sp|A2ARM1|PATL2_MOUSE	tr|A0A8C5XC09|A0A8C5XC09_MICMU
OG0012815	sp|Q6ZWR6|SYNE1_MOUSE	tr|A0A8C5XCL5|A0A8C5XCL5_MICMU
OG0012816	sp|Q8R4S0|PP14C_MOUSE	tr|A0A8C5XFB6|A0A8C5XFB6_MICMU
OG0012817	sp|P83741|WNK1_MOUSE	tr|A0A8C5XIC4|A0A8C5XIC4_MICMU
OG0012818	sp|Q8BWF0|SSDH_MOUSE	tr|A0A8C5XIF0|A0A8C5XIF0_MICMU
OG0012819	sp|Q9CQ29|RN151_MOUSE	tr|A0A8C5XIR9|A0A8C5XIR9_MICMU
OG0012820	sp|P26369|U2AF2_MOUSE	tr|A0A8C5XQ35|A0A8C5XQ35_MICMU
OG0012821	sp|Q8BMY7|ISK2_MOUSE	tr|A0A8C5XTD6|A0A8C5XTD6_MICMU
OG0012822	sp|Q91WQ9|CALL4_MOUSE	tr|A0A8C5XTP2|A0A8C5XTP2_MICMU
OG0012823	sp|Q99M87|DNJA3_MOUSE	tr|A0A8C5XZK2|A0A8C5XZK2_MICMU
