Orthogroup	Mus_musculus	Molossus_molossus
OG0012703	sp|Q3UHF3|MIER3_MOUSE	tr|A0A7J8J0S2|A0A7J8J0S2_MOLMO
OG0012704	sp|P83503|NYX_MOUSE	tr|A0A7J8J7M6|A0A7J8J7M6_MOLMO
OG0012705	sp|Q8CHX6|MBTP2_MOUSE	tr|A0A7J8J8W3|A0A7J8J8W3_MOLMO
OG0012706	sp|O08691|ARGI2_MOUSE	tr|A0A7J8JRQ2|A0A7J8JRQ2_MOLMO
OG0012707	sp|P23772|GATA3_MOUSE	tr|A0A7J8JTK4|A0A7J8JTK4_MOLMO
OG0012708	sp|Q9D2Q2|TRM44_MOUSE	tr|A0A7J8K2E9|A0A7J8K2E9_MOLMO
OG0012709	sp|Q5IRJ6|ZNT9_MOUSE	tr|A0A7J8K2W8|A0A7J8K2W8_MOLMO
OG0012710	sp|Q91VJ2|CAVN3_MOUSE	tr|A0A7J8B7E4|A0A7J8B7E4_MOLMO
OG0012711	sp|Q8CHP0|ZC3H3_MOUSE	tr|A0A7J8BBS9|A0A7J8BBS9_MOLMO
OG0012713	sp|Q91WE9|TAFA5_MOUSE	tr|A0A7J8BJL7|A0A7J8BJL7_MOLMO
OG0012714	sp|Q9R078|AAKB1_MOUSE	tr|A0A7J8BZA2|A0A7J8BZA2_MOLMO
OG0012715	sp|Q9D8Z2|TRIA1_MOUSE	tr|A0A7J8C0E8|A0A7J8C0E8_MOLMO
OG0012716	sp|Q9JJS6|BCDO1_MOUSE	tr|A0A7J8C5N2|A0A7J8C5N2_MOLMO
OG0012717	sp|Q3UZ57|AXDN1_MOUSE	tr|A0A7J8CPF5|A0A7J8CPF5_MOLMO
OG0012718	sp|Q5SW19|CLU_MOUSE	tr|A0A7J8CWU3|A0A7J8CWU3_MOLMO
OG0012719	sp|Q8R2Y8|PTH2_MOUSE	tr|A0A7J8D1D1|A0A7J8D1D1_MOLMO
OG0012720	sp|P70441|NHRF1_MOUSE	tr|A0A7J8D2Q0|A0A7J8D2Q0_MOLMO
OG0012721	sp|O08989|RASM_MOUSE	tr|A0A7J8DCF5|A0A7J8DCF5_MOLMO
OG0012722	tr|E9PZ11|E9PZ11_MOUSE	tr|A0A7J8DE88|A0A7J8DE88_MOLMO
OG0012723	sp|Q9CV60|MLN_MOUSE	tr|A0A7J8DQR5|A0A7J8DQR5_MOLMO
OG0012724	sp|P13609|SRGN_MOUSE	tr|A0A7J8DRE2|A0A7J8DRE2_MOLMO
OG0012725	sp|P83940|ELOC_MOUSE	tr|A0A7J8DSQ3|A0A7J8DSQ3_MOLMO
OG0012726	sp|Q8BQU7|TMM74_MOUSE	tr|A0A7J8DUN2|A0A7J8DUN2_MOLMO
OG0012727	sp|Q80ZX8|SPAG1_MOUSE	tr|A0A7J8DV13|A0A7J8DV13_MOLMO
OG0012728	sp|Q69Z99|ZN512_MOUSE	tr|A0A7J8E528|A0A7J8E528_MOLMO
OG0012729	sp|Q9QXT5|EGFL7_MOUSE	tr|A0A7J8EDD2|A0A7J8EDD2_MOLMO
OG0012730	sp|P61793|LPAR1_MOUSE	tr|A0A7J8EEF5|A0A7J8EEF5_MOLMO
OG0012731	sp|Q8CE23|OX26_MOUSE	tr|A0A7J8EFL6|A0A7J8EFL6_MOLMO
OG0012732	sp|Q9D4H1|EXOC2_MOUSE	tr|A0A7J8F7L7|A0A7J8F7L7_MOLMO
OG0012733	sp|O35685|NUDC_MOUSE	tr|A0A7J8FA98|A0A7J8FA98_MOLMO
OG0012734	sp|Q4FK66|PR38A_MOUSE	tr|A0A7J8FAV8|A0A7J8FAV8_MOLMO
OG0012735	sp|A2AUY4|BAZ2B_MOUSE	tr|A0A7J8FQH0|A0A7J8FQH0_MOLMO
OG0012736	sp|Q8BW56|GTDC1_MOUSE	tr|A0A7J8FR53|A0A7J8FR53_MOLMO
OG0012737	sp|Q9JK81|MYG1_MOUSE	tr|A0A7J8FVE5|A0A7J8FVE5_MOLMO
OG0012738	tr|D3Z0M9|D3Z0M9_MOUSE	tr|A0A7J8FWG5|A0A7J8FWG5_MOLMO
OG0012739	sp|Q9CQ39|MED21_MOUSE	tr|A0A7J8FZI6|A0A7J8FZI6_MOLMO
OG0012740	sp|P97369|NCF4_MOUSE	tr|A0A7J8G0J4|A0A7J8G0J4_MOLMO
OG0012741	sp|Q6IRT3|PARI_MOUSE	tr|A0A7J8G0K9|A0A7J8G0K9_MOLMO
OG0012742	sp|Q9DB41|GHC2_MOUSE	tr|A0A7J8G1A6|A0A7J8G1A6_MOLMO
OG0012743	sp|Q3UMZ3|PLPP5_MOUSE	tr|A0A7J8GLB6|A0A7J8GLB6_MOLMO
OG0012744	sp|Q9D902|T2EB_MOUSE	tr|A0A7J8GLC0|A0A7J8GLC0_MOLMO
OG0012745	sp|Q9CZE3|RAB32_MOUSE	tr|A0A7J8GSF6|A0A7J8GSF6_MOLMO
OG0012746	sp|Q9WTW4|TFEC_MOUSE	tr|A0A7J8HDS8|A0A7J8HDS8_MOLMO
OG0012747	sp|Q9CWV1|MCM8_MOUSE	tr|A0A7J8HHQ4|A0A7J8HHQ4_MOLMO
OG0012748	sp|Q80ZS3|RT26_MOUSE	tr|A0A7J8HHU3|A0A7J8HHU3_MOLMO
OG0012749	sp|Q80SY4|MIB1_MOUSE	tr|A0A7J8HI77|A0A7J8HI77_MOLMO
OG0012750	sp|Q9Z1B3|PLCB1_MOUSE	tr|A0A7J8HIK5|A0A7J8HIK5_MOLMO
OG0012751	sp|Q8C015|PAK5_MOUSE	tr|A0A7J8HIT7|A0A7J8HIT7_MOLMO
OG0012752	sp|Q9JMA1|UBP14_MOUSE	tr|A0A7J8HKM3|A0A7J8HKM3_MOLMO
OG0012753	sp|Q8VHD6|GTR10_MOUSE	tr|A0A7J8HLC1|A0A7J8HLC1_MOLMO
OG0012754	sp|Q9DBU6|RSRC1_MOUSE	tr|A0A7J8I1E7|A0A7J8I1E7_MOLMO
OG0012755	sp|Q80XJ2|RN168_MOUSE	tr|A0A7J8I2C2|A0A7J8I2C2_MOLMO
OG0012756	sp|Q60774|TM45A_MOUSE	tr|A0A7J8I322|A0A7J8I322_MOLMO
OG0012757	sp|O54984|GET3_MOUSE	tr|A0A7J8I4M9|A0A7J8I4M9_MOLMO
OG0012758	sp|Q9WV69|DEMA_MOUSE	tr|A0A7J8I555|A0A7J8I555_MOLMO
OG0012759	sp|Q03526|ITK_MOUSE	tr|A0A7J8I7B3|A0A7J8I7B3_MOLMO
OG0012760	sp|Q7TN16|HHIP_MOUSE	tr|A0A7J8I7Y9|A0A7J8I7Y9_MOLMO
OG0012761	sp|Q8CH09|SUGP2_MOUSE	tr|A0A7J8IC99|A0A7J8IC99_MOLMO
OG0012762	sp|P56388|CART_MOUSE	tr|A0A7J8IWE2|A0A7J8IWE2_MOLMO
OG0012763	sp|Q923Z0|GPC5B_MOUSE	tr|A0A7J8IZB4|A0A7J8IZB4_MOLMO
OG0012764	sp|Q9CQZ7|RPC10_MOUSE	tr|A0A7J8J2L7|A0A7J8J2L7_MOLMO
OG0012765	sp|Q8K402|TBX22_MOUSE	tr|A0A7J8J8B6|A0A7J8J8B6_MOLMO
OG0012766	sp|Q91V09|WDR13_MOUSE	tr|A0A7J8J9K4|A0A7J8J9K4_MOLMO
OG0012767	sp|Q3ULB5|PAK6_MOUSE	tr|A0A7J8JQS4|A0A7J8JQS4_MOLMO
OG0012768	sp|Q9JJ93|CN119_MOUSE	tr|A0A7J8JRW7|A0A7J8JRW7_MOLMO
OG0012769	sp|Q3UR78|CD048_MOUSE	tr|A0A7J8JT10|A0A7J8JT10_MOLMO
OG0012770	sp|Q8C828|KBTBD_MOUSE	tr|A0A7J8JWK1|A0A7J8JWK1_MOLMO
OG0012771	sp|Q9WVS8|MK07_MOUSE	tr|A0A7J8BJC1|A0A7J8BJC1_MOLMO
OG0012772	sp|P58749|TM6S1_MOUSE	tr|A0A7J8BMJ0|A0A7J8BMJ0_MOLMO
OG0012773	sp|Q6PGF7|EXOC8_MOUSE	tr|A0A7J8BMQ1|A0A7J8BMQ1_MOLMO
OG0012774	tr|E9Q2E4|E9Q2E4_MOUSE	tr|A0A7J8BXT5|A0A7J8BXT5_MOLMO
OG0012775	sp|Q91Y74|SIA4C_MOUSE	tr|A0A7J8C025|A0A7J8C025_MOLMO
OG0012776	sp|Q17ST2|KCNA7_MOUSE	tr|A0A7J8C820|A0A7J8C820_MOLMO
OG0012777	sp|Q8VCB2|MED25_MOUSE	tr|A0A7J8C9E8|A0A7J8C9E8_MOLMO
OG0012778	sp|Q7TSH2|KPBB_MOUSE	tr|A0A7J8CA25|A0A7J8CA25_MOLMO
OG0012779	sp|Q8BNN1|SPA2L_MOUSE	tr|A0A7J8CB60|A0A7J8CB60_MOLMO
OG0012780	sp|Q9QZZ6|DERM_MOUSE	tr|A0A7J8CQK3|A0A7J8CQK3_MOLMO
OG0012781	sp|Q9D8G5|REG4_MOUSE	tr|A0A7J8CTA8|A0A7J8CTA8_MOLMO
OG0012782	sp|Q9D024|CCD47_MOUSE	tr|A0A7J8CWG2|A0A7J8CWG2_MOLMO
OG0012783	sp|A2A5X4|KR291_MOUSE	tr|A0A7J8CYS3|A0A7J8CYS3_MOLMO
OG0012784	tr|E9PX79|E9PX79_MOUSE	tr|A0A7J8CZF8|A0A7J8CZF8_MOLMO
OG0012785	sp|Q5SV80|MYO19_MOUSE	tr|A0A7J8D0F3|A0A7J8D0F3_MOLMO
OG0012786	sp|Q80U70|SUZ12_MOUSE	tr|A0A7J8D282|A0A7J8D282_MOLMO
OG0012787	sp|D3Z291|CAHM1_MOUSE	tr|A0A7J8DMX0|A0A7J8DMX0_MOLMO
OG0012788	sp|Q6P0X2|ZN511_MOUSE	tr|A0A7J8DS25|A0A7J8DS25_MOLMO
OG0012789	sp|Q9WV72|ASB3_MOUSE	tr|A0A7J8E0Z2|A0A7J8E0Z2_MOLMO
OG0012790	sp|P70365|NCOA1_MOUSE	tr|A0A7J8E480|A0A7J8E480_MOLMO
OG0012791	sp|P50481|LHX3_MOUSE	tr|A0A7J8EE01|A0A7J8EE01_MOLMO
OG0012792	sp|Q3URQ0|TEX10_MOUSE	tr|A0A7J8EH15|A0A7J8EH15_MOLMO
OG0012793	sp|Q5BLK4|TUT7_MOUSE	tr|A0A7J8EHL9|A0A7J8EHL9_MOLMO
OG0012794	sp|Q8K2Q0|COMD9_MOUSE	tr|A0A7J8EPG6|A0A7J8EPG6_MOLMO
OG0012795	sp|Q8BG79|C19L2_MOUSE	tr|A0A7J8EPP6|A0A7J8EPP6_MOLMO
OG0012796	sp|A2AR95|LRAD3_MOUSE	tr|A0A7J8EQS3|A0A7J8EQS3_MOLMO
OG0012797	sp|Q10738|MMP7_MOUSE	tr|A0A7J8ET16|A0A7J8ET16_MOLMO
OG0012798	sp|Q9CYV5|TM135_MOUSE	tr|A0A7J8EV95|A0A7J8EV95_MOLMO
OG0012799	sp|Q8BY87|UBP47_MOUSE	tr|A0A7J8EVS1|A0A7J8EVS1_MOLMO
OG0012800	sp|Q07643|CO9A2_MOUSE	tr|A0A7J8F6Y4|A0A7J8F6Y4_MOLMO
OG0012801	sp|Q66T02|PKHG5_MOUSE	tr|A0A7J8FAZ3|A0A7J8FAZ3_MOLMO
OG0012802	sp|Q8C729|F126B_MOUSE	tr|A0A7J8FRC5|A0A7J8FRC5_MOLMO
OG0012803	sp|Q9WVS0|ICOS_MOUSE	tr|A0A7J8FRE5|A0A7J8FRE5_MOLMO
OG0012804	sp|Q149M0|CL12B_MOUSE	tr|A0A7J8FWE2|A0A7J8FWE2_MOLMO
OG0012805	sp|Q8K2C7|OS9_MOUSE	tr|A0A7J8G0D9|A0A7J8G0D9_MOLMO
OG0012806	sp|Q6P6J0|ADAT2_MOUSE	tr|A0A7J8GMY9|A0A7J8GMY9_MOLMO
OG0012807	tr|A2ANY6|A2ANY6_MOUSE	tr|A0A7J8GR34|A0A7J8GR34_MOLMO
OG0012808	sp|P59235|NUP43_MOUSE	tr|A0A7J8GSM8|A0A7J8GSM8_MOLMO
OG0012809	sp|Q99NH8|TREM2_MOUSE	tr|A0A7J8GU15|A0A7J8GU15_MOLMO
OG0012810	sp|Q0VDQ9|FEZF1_MOUSE	tr|A0A7J8HAX8|A0A7J8HAX8_MOLMO
OG0012811	sp|Q8CGA4|MTURN_MOUSE	tr|A0A7J8HCT6|A0A7J8HCT6_MOLMO
OG0012812	sp|B2RU40|PRRT4_MOUSE	tr|A0A7J8HE15|A0A7J8HE15_MOLMO
OG0012813	sp|Q9Z0G4|CCN5_MOUSE	tr|A0A7J8HFI4|A0A7J8HFI4_MOLMO
OG0012814	sp|P48299|EDN3_MOUSE	tr|A0A7J8HHN9|A0A7J8HHN9_MOLMO
OG0012815	sp|Q9JK83|PAR6B_MOUSE	tr|A0A7J8HJD3|A0A7J8HJD3_MOLMO
OG0012816	sp|E9QAU8|RN165_MOUSE	tr|A0A7J8HKD5|A0A7J8HKD5_MOLMO
OG0012817	sp|Q9R1X5|MRP5_MOUSE	tr|A0A7J8HYN7|A0A7J8HYN7_MOLMO
OG0012818	sp|O88551|CLD1_MOUSE	tr|A0A7J8HZL2|A0A7J8HZL2_MOLMO
OG0012819	sp|Q9JHC9|ELF2_MOUSE	tr|A0A7J8I5H2|A0A7J8I5H2_MOLMO
OG0012820	sp|Q9DCU6|RM04_MOUSE	tr|A0A7J8I9A8|A0A7J8I9A8_MOLMO
OG0012821	sp|Q7TMW6|CIAO3_MOUSE	tr|A0A7J8IYS1|A0A7J8IYS1_MOLMO
OG0012822	sp|Q6DIB5|MEG10_MOUSE	tr|A0A7J8J115|A0A7J8J115_MOLMO
OG0012823	sp|Q3UPH7|ARH40_MOUSE	tr|A0A7J8JQH7|A0A7J8JQH7_MOLMO
OG0012824	sp|Q9CR41|HYPK_MOUSE	tr|A0A7J8JW75|A0A7J8JW75_MOLMO
OG0012825	sp|Q14AW5|NSUN7_MOUSE	tr|A0A7J8JXT0|A0A7J8JXT0_MOLMO
OG0012826	sp|Q80Z38|SHAN2_MOUSE	tr|A0A7J8BJ95|A0A7J8BJ95_MOLMO
OG0012827	sp|Q9DCK3|TSN4_MOUSE	tr|A0A7J8BJD0|A0A7J8BJD0_MOLMO
OG0012828	sp|P35505|FAAA_MOUSE	tr|A0A7J8BK04|A0A7J8BK04_MOLMO
OG0012829	sp|P98203|ARVC_MOUSE	tr|A0A7J8BX63|A0A7J8BX63_MOLMO
OG0012830	sp|Q8BSF4|PISD_MOUSE	tr|A0A7J8BZ78|A0A7J8BZ78_MOLMO
OG0012831	sp|Q9CYH5|GFOD2_MOUSE	tr|A0A7J8C7H6|A0A7J8C7H6_MOLMO
OG0012832	sp|Q3U4N7|IGFR1_MOUSE	tr|A0A7J8C7Z0|A0A7J8C7Z0_MOLMO
OG0012833	sp|Q9DA16|IZUM2_MOUSE	tr|A0A7J8C804|A0A7J8C804_MOLMO
OG0012834	sp|Q8BLY3|LRFN3_MOUSE	tr|A0A7J8C980|A0A7J8C980_MOLMO
OG0012835	sp|Q3UZ01|RNPC3_MOUSE	tr|A0A7J8CTE7|A0A7J8CTE7_MOLMO
OG0012836	sp|Q8BRE0|RD3_MOUSE	tr|A0A7J8CTU2|A0A7J8CTU2_MOLMO
OG0012837	sp|Q9JJX7|TYDP2_MOUSE	tr|A0A7J8CUW8|A0A7J8CUW8_MOLMO
OG0012838	sp|Q62470|ITA3_MOUSE	tr|A0A7J8CYI0|A0A7J8CYI0_MOLMO
OG0012839	sp|O08609|MLX_MOUSE	tr|A0A7J8D002|A0A7J8D002_MOLMO
OG0012840	sp|Q7TSK2|SEZ6_MOUSE	tr|A0A7J8D1W3|A0A7J8D1W3_MOLMO
OG0012841	sp|Q9D4B2|ODAD4_MOUSE	tr|A0A7J8D391|A0A7J8D391_MOLMO
OG0012842	sp|Q9R1K7|TBD_MOUSE	tr|A0A7J8D3F4|A0A7J8D3F4_MOLMO
OG0012843	sp|Q810K9|GXLT2_MOUSE	tr|A0A7J8DB79|A0A7J8DB79_MOLMO
OG0012844	sp|Q8R0F3|SUMF1_MOUSE	tr|A0A7J8DDU2|A0A7J8DDU2_MOLMO
OG0012845	sp|Q9D7H4|AVPI1_MOUSE	tr|A0A7J8DN17|A0A7J8DN17_MOLMO
OG0012846	sp|Q8K4S1|PLCE1_MOUSE	tr|A0A7J8DQM6|A0A7J8DQM6_MOLMO
OG0012847	sp|Q65Z40|WAPL_MOUSE	tr|A0A7J8DRW3|A0A7J8DRW3_MOLMO
OG0012848	sp|Q9DAI6|F135B_MOUSE	tr|A0A7J8DTD3|A0A7J8DTD3_MOLMO
OG0012849	sp|Q9CQG1|CHAC2_MOUSE	tr|A0A7J8E128|A0A7J8E128_MOLMO
OG0012850	sp|P09926|SURF2_MOUSE	tr|A0A7J8EGK5|A0A7J8EGK5_MOLMO
OG0012851	sp|Q80U28|MADD_MOUSE	tr|A0A7J8ERY2|A0A7J8ERY2_MOLMO
OG0012852	sp|P31362|PO2F3_MOUSE	tr|A0A7J8ETI0|A0A7J8ETI0_MOLMO
OG0012853	sp|Q8R105|VP37C_MOUSE	tr|A0A7J8EVU0|A0A7J8EVU0_MOLMO
OG0012854	sp|Q9CWL2|CASZ1_MOUSE	tr|A0A7J8F6F3|A0A7J8F6F3_MOLMO
OG0012855	sp|Q9D6I7|DIK1A_MOUSE	tr|A0A7J8F7U1|A0A7J8F7U1_MOLMO
OG0012856	sp|Q9EQK7|ICMT_MOUSE	tr|A0A7J8F8C0|A0A7J8F8C0_MOLMO
OG0012857	sp|P0C1V4|TMCO2_MOUSE	tr|A0A7J8FDC6|A0A7J8FDC6_MOLMO
OG0012858	sp|Q6PEB4|OSGL1_MOUSE	tr|A0A7J8FSW3|A0A7J8FSW3_MOLMO
OG0012859	tr|E9Q0S6|E9Q0S6_MOUSE	tr|A0A7J8FV76|A0A7J8FV76_MOLMO
OG0012860	sp|Q8BHN7|CL029_MOUSE	tr|A0A7J8FVU9|A0A7J8FVU9_MOLMO
OG0012861	sp|Q504P2|CL12A_MOUSE	tr|A0A7J8FWW9|A0A7J8FWW9_MOLMO
OG0012862	tr|E9PY43|E9PY43_MOUSE	tr|A0A7J8GJK2|A0A7J8GJK2_MOLMO
OG0012863	sp|Q80ZV0|RNH2B_MOUSE	tr|A0A7J8GLG4|A0A7J8GLG4_MOLMO
OG0012864	tr|B2RWG3|B2RWG3_MOUSE	tr|A0A7J8GMJ4|A0A7J8GMJ4_MOLMO
OG0012865	tr|D3Z623|D3Z623_MOUSE	tr|A0A7J8GQC9|A0A7J8GQC9_MOLMO
OG0012866	sp|Q3U213|SRAC1_MOUSE	tr|A0A7J8GT00|A0A7J8GT00_MOLMO
OG0012867	sp|Q9ET43|CLD12_MOUSE	tr|A0A7J8HAQ1|A0A7J8HAQ1_MOLMO
OG0012868	sp|P08505|IL6_MOUSE	tr|A0A7J8HBI6|A0A7J8HBI6_MOLMO
OG0012869	tr|H3BJD6|H3BJD6_MOUSE	tr|A0A7J8HEN6|A0A7J8HEN6_MOLMO
OG0012870	sp|Q99LR1|ABD12_MOUSE	tr|A0A7J8HET6|A0A7J8HET6_MOLMO
OG0012871	sp|Q9Z1J3|NFS1_MOUSE	tr|A0A7J8HJ56|A0A7J8HJ56_MOLMO
OG0012872	sp|Q6NWW9|FND3B_MOUSE	tr|A0A7J8HYY8|A0A7J8HYY8_MOLMO
OG0012873	sp|Q61467|ZIC4_MOUSE	tr|A0A7J8I3W9|A0A7J8I3W9_MOLMO
OG0012874	sp|B9EJR8|DAAF5_MOUSE	tr|A0A7J8I5W4|A0A7J8I5W4_MOLMO
OG0012875	sp|Q8K0E8|FIBB_MOUSE	tr|A0A7J8I6W2|A0A7J8I6W2_MOLMO
OG0012876	sp|P28741|KIF3A_MOUSE	tr|A0A7J8I7C1|A0A7J8I7C1_MOLMO
OG0012877	sp|Q5DTY9|KCD16_MOUSE	tr|A0A7J8I917|A0A7J8I917_MOLMO
OG0012878	sp|P62843|RS15_MOUSE	tr|A0A7J8IBC7|A0A7J8IBC7_MOLMO
OG0012879	sp|Q91VC4|PLVAP_MOUSE	tr|A0A7J8IBH5|A0A7J8IBH5_MOLMO
OG0012880	sp|Q9D2Y9|ELOV7_MOUSE	tr|A0A7J8IXI0|A0A7J8IXI0_MOLMO
OG0012881	tr|A0A140LI11|A0A140LI11_MOUSE	tr|A0A7J8J474|A0A7J8J474_MOLMO
OG0012882	sp|Q99JB6|FOXP3_MOUSE	tr|A0A7J8J5D3|A0A7J8J5D3_MOLMO
OG0012883	sp|A2ABV5|MED14_MOUSE	tr|A0A7J8J6W8|A0A7J8J6W8_MOLMO
OG0012884	sp|Q5DTT1|NEXMI_MOUSE	tr|A0A7J8J708|A0A7J8J708_MOLMO
OG0012885	tr|G3X8Z7|G3X8Z7_MOUSE	tr|A0A7J8JRN1|A0A7J8JRN1_MOLMO
OG0012886	sp|Q8BGB7|ENOPH_MOUSE	tr|A0A7J8JUW9|A0A7J8JUW9_MOLMO
OG0012887	sp|Q8BH93|MISSL_MOUSE	tr|A0A7J8JX34|A0A7J8JX34_MOLMO
OG0012888	sp|Q60948|MAD4_MOUSE	tr|A0A7J8JXG4|A0A7J8JXG4_MOLMO
OG0012889	sp|Q9DCU0|PAQR5_MOUSE	tr|A0A7J8JYA1|A0A7J8JYA1_MOLMO
OG0012890	sp|Q8BMW7|NIPA3_MOUSE	tr|A0A7J8JYL7|A0A7J8JYL7_MOLMO
OG0012891	sp|Q9JJQ0|PIGB_MOUSE	tr|A0A7J8JZX2|A0A7J8JZX2_MOLMO
OG0012892	sp|Q80X56|TRI69_MOUSE	tr|A0A7J8K3F8|A0A7J8K3F8_MOLMO
OG0012893	sp|P51141|DVL1_MOUSE	tr|A0A7J8B827|A0A7J8B827_MOLMO
OG0012894	sp|D6MZJ6|NSMA5_MOUSE	tr|A0A7J8BAY3|A0A7J8BAY3_MOLMO
OG0012895	sp|Q3U0J8|TBD2B_MOUSE	tr|A0A7J8BM24|A0A7J8BM24_MOLMO
OG0012896	sp|Q8VBT2|SDHL_MOUSE	tr|A0A7J8BZN4|A0A7J8BZN4_MOLMO
OG0012897	sp|Q9QUJ0|HCST_MOUSE	tr|A0A7J8C7N4|A0A7J8C7N4_MOLMO
OG0012898	sp|Q7TNG8|LDHD_MOUSE	tr|A0A7J8C880|A0A7J8C880_MOLMO
OG0012899	sp|Q8K2F8|LS14A_MOUSE	tr|A0A7J8C976|A0A7J8C976_MOLMO
OG0012900	sp|P14131|RS16_MOUSE	tr|A0A7J8CAQ5|A0A7J8CAQ5_MOLMO
OG0012901	sp|A2AED3|FNDC7_MOUSE	tr|A0A7J8CQN4|A0A7J8CQN4_MOLMO
OG0012902	sp|P97431|IRF6_MOUSE	tr|A0A7J8CR55|A0A7J8CR55_MOLMO
OG0012903	sp|Q9CZB0|C560_MOUSE	tr|A0A7J8CTN7|A0A7J8CTN7_MOLMO
OG0012904	sp|Q9JLH8|TMOD4_MOUSE	tr|A0A7J8CUP7|A0A7J8CUP7_MOLMO
OG0012905	sp|Q9CYI0|NJMU_MOUSE	tr|A0A7J8CWH6|A0A7J8CWH6_MOLMO
OG0012906	sp|Q68EF8|RPGFL_MOUSE	tr|A0A7J8D1R7|A0A7J8D1R7_MOLMO
OG0012907	sp|Q6NVD9|BFSP2_MOUSE	tr|A0A7J8DA23|A0A7J8DA23_MOLMO
OG0012908	sp|Q8C6A8|BHE22_MOUSE	tr|A0A7J8DSB1|A0A7J8DSB1_MOLMO
OG0012909	sp|Q8C739|F110B_MOUSE	tr|A0A7J8DT26|A0A7J8DT26_MOLMO
OG0012910	sp|Q9Z123|SEM4F_MOUSE	tr|A0A7J8E4S4|A0A7J8E4S4_MOLMO
OG0012911	sp|Q91XL3|UXS1_MOUSE	tr|A0A7J8E5H0|A0A7J8E5H0_MOLMO
OG0012912	sp|Q9JHS9|CWC15_MOUSE	tr|A0A7J8EPX8|A0A7J8EPX8_MOLMO
OG0012913	sp|G3UW99|TEX54_MOUSE	tr|A0A7J8EV03|A0A7J8EV03_MOLMO
OG0012914	sp|Q8BW49|TTC12_MOUSE	tr|A0A7J8EVI4|A0A7J8EVI4_MOLMO
OG0012915	sp|Q3UVL4|VPS51_MOUSE	tr|A0A7J8EWL7|A0A7J8EWL7_MOLMO
OG0012916	sp|Q99LH1|NOG2_MOUSE	tr|A0A7J8F914|A0A7J8F914_MOLMO
OG0012917	sp|Q8BM54|MYLIP_MOUSE	tr|A0A7J8FA00|A0A7J8FA00_MOLMO
OG0012918	sp|Q07243|MTF1_MOUSE	tr|A0A7J8FAB7|A0A7J8FAB7_MOLMO
OG0012919	sp|Q5F204|MDH1B_MOUSE	tr|A0A7J8FT32|A0A7J8FT32_MOLMO
OG0012920	sp|Q9Z2H6|CLC4D_MOUSE	tr|A0A7J8FWL8|A0A7J8FWL8_MOLMO
OG0012921	sp|Q8BHL4|RAI3_MOUSE	tr|A0A7J8FXX1|A0A7J8FXX1_MOLMO
OG0012922	sp|P10629|HXC6_MOUSE	tr|A0A7J8FYQ7|A0A7J8FYQ7_MOLMO
OG0012923	sp|Q60664|IRAG2_MOUSE	tr|A0A7J8FZ91|A0A7J8FZ91_MOLMO
OG0012924	sp|P22858|PTHR_MOUSE	tr|A0A7J8G1R8|A0A7J8G1R8_MOLMO
OG0012925	sp|Q8BZA9|TIGAR_MOUSE	tr|A0A7J8G270|A0A7J8G270_MOLMO
OG0012926	sp|Q3UV71|TMTC1_MOUSE	tr|A0A7J8G2K3|A0A7J8G2K3_MOLMO
OG0012927	sp|O35659|GLP1R_MOUSE	tr|A0A7J8GQS1|A0A7J8GQS1_MOLMO
OG0012928	sp|Q9R210|TFEB_MOUSE	tr|A0A7J8GTV6|A0A7J8GTV6_MOLMO
OG0012929	sp|P28028|BRAF_MOUSE	tr|A0A7J8H9E9|A0A7J8H9E9_MOLMO
OG0012930	sp|Q9CWW7|CXXC1_MOUSE	tr|A0A7J8HGM9|A0A7J8HGM9_MOLMO
OG0012931	tr|A0A338P6S8|A0A338P6S8_MOUSE	tr|A0A7J8HYG4|A0A7J8HYG4_MOLMO
OG0012932	sp|Q9JL18|BACE2_MOUSE	tr|A0A7J8HYQ9|A0A7J8HYQ9_MOLMO
OG0012933	sp|Q8C6G1|CF410_MOUSE	tr|A0A7J8HZ53|A0A7J8HZ53_MOLMO
OG0012934	sp|Q62351|TFR1_MOUSE	tr|A0A7J8I2Y7|A0A7J8I2Y7_MOLMO
OG0012935	sp|Q8BH31|MFSD8_MOUSE	tr|A0A7J8I926|A0A7J8I926_MOLMO
OG0012936	sp|Q9CYQ5|HPIP_MOUSE	tr|A0A7J8IY84|A0A7J8IY84_MOLMO
OG0012937	sp|Q8R2Q4|RRF2M_MOUSE	tr|A0A7J8IYQ1|A0A7J8IYQ1_MOLMO
OG0012938	sp|Q9DB30|PHKG2_MOUSE	tr|A0A7J8J260|A0A7J8J260_MOLMO
OG0012939	sp|Q9Z0Z3|SKP2_MOUSE	tr|A0A7J8J2V4|A0A7J8J2V4_MOLMO
OG0012940	sp|Q9JID9|SH2B2_MOUSE	tr|A0A7J8J373|A0A7J8J373_MOLMO
OG0012941	sp|Q9D8T0|FAM3A_MOUSE	tr|A0A7J8J683|A0A7J8J683_MOLMO
OG0012942	sp|Q9ESL8|FGF16_MOUSE	tr|A0A7J8J6H6|A0A7J8J6H6_MOLMO
OG0012943	sp|O88522|NEMO_MOUSE	tr|A0A7J8J802|A0A7J8J802_MOLMO
OG0012944	sp|Q8R2R3|AAGAB_MOUSE	tr|A0A7J8JQ98|A0A7J8JQ98_MOLMO
OG0012945	sp|Q810Q5|NMES1_MOUSE	tr|A0A7J8JQY6|A0A7J8JQY6_MOLMO
