Orthogroup	Mus_musculus	Panthera_leo
OG0013820	sp|P70278|STRA8_MOUSE	tr|A0A8C8Y5E8|A0A8C8Y5E8_PANLE
OG0013821	sp|Q07105|GDF9_MOUSE	tr|A0A8C9CXD1|A0A8C9CXD1_PANLE
OG0013822	sp|Q08331|CALB2_MOUSE	tr|A0A8C8XHX9|A0A8C8XHX9_PANLE
OG0013823	sp|Q08879|FBLN1_MOUSE	tr|A0A8C8Y006|A0A8C8Y006_PANLE
OG0013824	sp|Q3KQJ0|TMM69_MOUSE	tr|A0A8C8WYV4|A0A8C8WYV4_PANLE
OG0013825	tr|Q3TAQ9|Q3TAQ9_MOUSE	tr|A0A8C8XZH2|A0A8C8XZH2_PANLE
OG0013826	sp|Q3THJ3|EIF1A_MOUSE	tr|A0A8C8WZA3|A0A8C8WZA3_PANLE
OG0013827	sp|Q3U5C8|ARHGG_MOUSE	tr|A0A8C9D492|A0A8C9D492_PANLE
OG0013828	sp|Q3U898|CSN9_MOUSE	tr|A0A8C8XZF2|A0A8C8XZF2_PANLE
OG0013829	sp|Q3UHD6|SNX27_MOUSE	tr|A0A8C8WZB8|A0A8C8WZB8_PANLE
OG0013830	sp|Q3UIK4|MET14_MOUSE	tr|A0A8C8XKE5|A0A8C8XKE5_PANLE
OG0013831	sp|Q4V9W2|SR1IP_MOUSE	tr|A0A8C8WSE9|A0A8C8WSE9_PANLE
OG0013832	sp|Q501P1|FBLN7_MOUSE	tr|A0A8C8W9B1|A0A8C8W9B1_PANLE
OG0013833	sp|Q60837|I12R1_MOUSE	tr|A0A8C9D0K9|A0A8C9D0K9_PANLE
OG0013834	sp|Q61458|CCNH_MOUSE	tr|A0A8C8XCZ9|A0A8C8XCZ9_PANLE
OG0013835	sp|Q61738|ITA7_MOUSE	tr|A0A8C8WUX3|A0A8C8WUX3_PANLE
OG0013836	sp|Q69ZS7|HBS1L_MOUSE	tr|A0A8C8XBB5|A0A8C8XBB5_PANLE
OG0013837	sp|Q6P073|UB2J2_MOUSE	tr|A0A8C8XW62|A0A8C8XW62_PANLE
OG0013838	sp|Q6ZPI0|JADE1_MOUSE	tr|A0A8C8X122|A0A8C8X122_PANLE
OG0013839	sp|Q7M6Z0|R4RL2_MOUSE	tr|A0A8C8X5J2|A0A8C8X5J2_PANLE
OG0013840	sp|Q8BG09|T184B_MOUSE	tr|A0A8C8WLA2|A0A8C8WLA2_PANLE
OG0013841	sp|Q8BGB2|TTC7A_MOUSE	tr|A0A8C9D0L2|A0A8C9D0L2_PANLE
OG0013842	sp|Q8BGX4|OFCC1_MOUSE	tr|A0A8C8XH01|A0A8C8XH01_PANLE
OG0013843	sp|Q8BHH9|T179A_MOUSE	tr|A0A8C8WWI7|A0A8C8WWI7_PANLE
OG0013844	sp|Q8BM85|TBCK_MOUSE	tr|A0A8C8X3L4|A0A8C8X3L4_PANLE
OG0013845	sp|Q8BWU3|F131A_MOUSE	tr|A0A8C8X6P4|A0A8C8X6P4_PANLE
OG0013846	sp|Q8C525|M21D2_MOUSE	tr|A0A8C8Y0W7|A0A8C8Y0W7_PANLE
OG0013847	sp|Q8CAK3|SHFL_MOUSE	tr|A0A8C9CZL2|A0A8C9CZL2_PANLE
OG0013848	sp|Q8CH25|SLTM_MOUSE	tr|A0A8C8Y5K4|A0A8C8Y5K4_PANLE
OG0013849	sp|Q8CID0|CSR2B_MOUSE	tr|A0A8C8WEA1|A0A8C8WEA1_PANLE
OG0013850	sp|Q8JZP9|GA2L1_MOUSE	tr|A0A8C8X8V5|A0A8C8X8V5_PANLE
OG0013851	sp|Q8K4F6|NSUN5_MOUSE	tr|A0A8C8YED3|A0A8C8YED3_PANLE
OG0013852	sp|Q8R2Y3|DOLK_MOUSE	tr|A0A8C8XMJ8|A0A8C8XMJ8_PANLE
OG0013853	sp|Q8VH31|RFPLA_MOUSE	tr|A0A8C8XQK9|A0A8C8XQK9_PANLE
OG0013854	sp|Q8VI84|NOC3L_MOUSE	tr|A0A8C8X7A3|A0A8C8X7A3_PANLE
OG0013855	sp|Q91VU0|FAM3C_MOUSE	tr|A0A8C8WP51|A0A8C8WP51_PANLE
OG0013856	sp|Q99LN9|DOHH_MOUSE	tr|A0A8C8XHY1|A0A8C8XHY1_PANLE
OG0013857	sp|Q99M03|RWD2B_MOUSE	tr|A0A8C9D138|A0A8C9D138_PANLE
OG0013858	sp|Q99MZ3|MLXPL_MOUSE	tr|A0A8C8YB73|A0A8C8YB73_PANLE
OG0013859	sp|Q9CQ89|CUTA_MOUSE	tr|A0A8C8X8F5|A0A8C8X8F5_PANLE
OG0013860	sp|Q9CQY9|NDUC1_MOUSE	tr|A0A8C8X164|A0A8C8X164_PANLE
OG0013861	sp|Q9CXB2|SOAT_MOUSE	tr|A0A8C8WYF2|A0A8C8WYF2_PANLE
OG0013862	sp|Q9CZT4|RPC5_MOUSE	tr|A0A8C8Y4K1|A0A8C8Y4K1_PANLE
OG0013863	sp|Q9D0D4|DIM1_MOUSE	tr|A0A8C8WUL4|A0A8C8WUL4_PANLE
OG0013864	sp|Q9D701|UPK3L_MOUSE	tr|A0A8C8XDL5|A0A8C8XDL5_PANLE
OG0013865	sp|Q9D9Q0|LRC69_MOUSE	tr|A0A8C8WEM3|A0A8C8WEM3_PANLE
OG0013866	sp|Q9WTR5|CAD13_MOUSE	tr|A0A8C9DBK5|A0A8C9DBK5_PANLE
OG0013867	sp|Q9Z180|SETBP_MOUSE	tr|A0A8C8Y1A9|A0A8C8Y1A9_PANLE
OG0013868	tr|A0A087WP46|A0A087WP46_MOUSE	tr|A0A8C8XRV1|A0A8C8XRV1_PANLE
OG0013869	tr|A0A286YCX6|A0A286YCX6_MOUSE	tr|A0A8C8YE76|A0A8C8YE76_PANLE
OG0013870	sp|B2RVL6|ZCH24_MOUSE	tr|A0A8C8X417|A0A8C8X417_PANLE
OG0013871	tr|B2RWG3|B2RWG3_MOUSE	tr|A0A8C8XKD7|A0A8C8XKD7_PANLE
OG0013872	tr|E9QA15|E9QA15_MOUSE	tr|A0A8C8Y5L6|A0A8C8Y5L6_PANLE
OG0013873	sp|F8VQN3|GPR31_MOUSE	tr|A0A8C8WQ43|A0A8C8WQ43_PANLE
OG0013874	sp|G5E869|ZN142_MOUSE	tr|A0A8C8Y4G6|A0A8C8Y4G6_PANLE
OG0013875	tr|G5E893|G5E893_MOUSE	tr|A0A8C8X7D9|A0A8C8X7D9_PANLE
OG0013876	tr|J3QNT8|J3QNT8_MOUSE	tr|A0A8C8WHC4|A0A8C8WHC4_PANLE
OG0013877	sp|O88737|BSN_MOUSE	tr|A0A8C8XUU2|A0A8C8XUU2_PANLE
OG0013878	sp|P08505|IL6_MOUSE	tr|A0A8C8WUD6|A0A8C8WUD6_PANLE
OG0013879	sp|P12815|PDCD6_MOUSE	tr|A0A8C8WI05|A0A8C8WI05_PANLE
OG0013880	sp|P16283|B3A3_MOUSE	tr|A0A8C8XAR5|A0A8C8XAR5_PANLE
OG0013881	sp|P25206|MCM3_MOUSE	tr|A0A8C8WIE7|A0A8C8WIE7_PANLE
OG0013882	sp|P42227|STAT3_MOUSE	tr|A0A8C8WYC8|A0A8C8WYC8_PANLE
OG0013883	sp|P42866|OPRM_MOUSE	tr|A0A8C8WGH3|A0A8C8WGH3_PANLE
OG0013884	sp|P43345|TLX1_MOUSE	tr|A0A8C8WQA1|A0A8C8WQA1_PANLE
OG0013885	sp|P46061|RAGP1_MOUSE	tr|A0A8C8XA97|A0A8C8XA97_PANLE
OG0013886	sp|P58466|CTDS1_MOUSE	tr|A0A8C8Y825|A0A8C8Y825_PANLE
OG0013887	sp|P63082|VATL_MOUSE	tr|A0A8C8YDB2|A0A8C8YDB2_PANLE
OG0013888	sp|Q2UY11|COSA1_MOUSE	tr|A0A8C9DAF7|A0A8C9DAF7_PANLE
OG0013889	sp|Q3TQB2|FXRD1_MOUSE	tr|A0A8C8X2V4|A0A8C8X2V4_PANLE
OG0013890	sp|Q3TYV2|HHLA1_MOUSE	tr|A0A8C9CYV8|A0A8C9CYV8_PANLE
OG0013891	sp|Q3U3Q1|ULK3_MOUSE	tr|A0A8C8WH54|A0A8C8WH54_PANLE
OG0013892	sp|Q3U4G0|CDIN1_MOUSE	tr|A0A8C8WG24|A0A8C8WG24_PANLE
OG0013893	sp|Q3V089|RBM44_MOUSE	tr|A0A8C9DBA7|A0A8C9DBA7_PANLE
OG0013894	sp|Q5RJI4|PKDCC_MOUSE	tr|A0A8C8Y7D6|A0A8C8Y7D6_PANLE
OG0013895	sp|Q5SPL2|PHF12_MOUSE	tr|A0A8C8X026|A0A8C8X026_PANLE
OG0013896	sp|Q5SSM3|RHG44_MOUSE	tr|A0A8C8YAT4|A0A8C8YAT4_PANLE
OG0013897	sp|Q7TPS5|C2CD5_MOUSE	tr|A0A8C8XE26|A0A8C8XE26_PANLE
OG0013898	sp|Q7TQA7|TA2R3_MOUSE	tr|A0A8C9D2N2|A0A8C9D2N2_PANLE
OG0013899	sp|Q7TT16|IPMK_MOUSE	tr|A0A8C8Y5G8|A0A8C8Y5G8_PANLE
OG0013900	sp|Q80VM7|ANR24_MOUSE	tr|A0A8C9DC01|A0A8C9DC01_PANLE
OG0013901	sp|Q80XQ2|TBCD5_MOUSE	tr|A0A8C8X578|A0A8C8X578_PANLE
OG0013902	sp|Q8BH01|TMCO3_MOUSE	tr|A0A8C9CZP2|A0A8C9CZP2_PANLE
OG0013903	sp|Q8BID8|FXL14_MOUSE	tr|A0A8C8X572|A0A8C8X572_PANLE
OG0013904	sp|Q8BJ34|MARF1_MOUSE	tr|A0A8C8XEF1|A0A8C8XEF1_PANLE
OG0013905	sp|Q8BU27|PPM1M_MOUSE	tr|A0A8C8WC42|A0A8C8WC42_PANLE
OG0013906	sp|Q8BZ20|PAR12_MOUSE	tr|A0A8C8WTT0|A0A8C8WTT0_PANLE
OG0013907	sp|Q8CEE6|PASK_MOUSE	tr|A0A8C8XGA7|A0A8C8XGA7_PANLE
OG0013908	sp|Q8CF60|ZN263_MOUSE	tr|A0A8C8YF70|A0A8C8YF70_PANLE
OG0013909	sp|Q8CIH9|PUR1_MOUSE	tr|A0A8C9D0P0|A0A8C9D0P0_PANLE
OG0013910	sp|Q8CJ61|CKLF4_MOUSE	tr|A0A8C8XEV1|A0A8C8XEV1_PANLE
OG0013911	sp|Q8VFT4|OL734_MOUSE	tr|A0A8C8WMB6|A0A8C8WMB6_PANLE
OG0013912	sp|Q91VU7|PUS7_MOUSE	tr|A0A8C8WWC3|A0A8C8WWC3_PANLE
OG0013913	sp|Q9D1I2|CAR19_MOUSE	tr|A0A8C9D9P6|A0A8C9D9P6_PANLE
OG0013914	sp|Q9D478|ODF2L_MOUSE	tr|A0A8C8X4U5|A0A8C8X4U5_PANLE
OG0013915	sp|Q9D665|D42E1_MOUSE	tr|A0A8C8Y510|A0A8C8Y510_PANLE
OG0013916	sp|Q9D824|FIP1_MOUSE	tr|A0A8C9D010|A0A8C9D010_PANLE
OG0013917	sp|Q9DCS1|T176A_MOUSE	tr|A0A8C8WEN3|A0A8C8WEN3_PANLE
OG0013918	sp|Q9ER00|STX12_MOUSE	tr|A0A8C8X099|A0A8C8X099_PANLE
OG0013919	sp|Q9ES89|EXTL2_MOUSE	tr|A0A8C8XJ41|A0A8C8XJ41_PANLE
OG0013920	sp|Q9ET26|RN114_MOUSE	tr|A0A8C9CZC3|A0A8C9CZC3_PANLE
OG0013921	sp|Q9JHH2|TSN32_MOUSE	tr|A0A8C8XPV4|A0A8C8XPV4_PANLE
OG0013922	sp|Q9JID9|SH2B2_MOUSE	tr|A0A8C8XCD6|A0A8C8XCD6_PANLE
OG0013923	sp|Q9JK88|SPI2_MOUSE	tr|A0A8C8XWB1|A0A8C8XWB1_PANLE
OG0013924	sp|Q9QUK3|CLN8_MOUSE	tr|A0A8C9DBJ5|A0A8C9DBJ5_PANLE
OG0013925	sp|Q9R112|SQOR_MOUSE	tr|A0A8C9D1H9|A0A8C9D1H9_PANLE
OG0013926	sp|Q9Z0L1|S1PR4_MOUSE	tr|A0A8C8XMQ7|A0A8C8XMQ7_PANLE
OG0013927	tr|A0A286YD83|A0A286YD83_MOUSE	tr|A0A8C9D681|A0A8C9D681_PANLE
OG0013928	sp|A2AE42|C56D1_MOUSE	tr|A0A8C8WZ60|A0A8C8WZ60_PANLE
OG0013929	tr|B1ASA5|B1ASA5_MOUSE	tr|A0A8C8WPB0|A0A8C8WPB0_PANLE
OG0013930	sp|B9EJI9|T229A_MOUSE	tr|A0A8C9D2D5|A0A8C9D2D5_PANLE
OG0013931	tr|E9PUN7|E9PUN7_MOUSE	tr|A0A8C8Y038|A0A8C8Y038_PANLE
OG0013932	tr|F8VPN4|F8VPN4_MOUSE	tr|A0A8C8XPX1|A0A8C8XPX1_PANLE
OG0013933	tr|M0QWB7|M0QWB7_MOUSE	tr|A0A8C9D8M7|A0A8C9D8M7_PANLE
OG0013934	sp|O55070|DNSL3_MOUSE	tr|A0A8C8X1F7|A0A8C8X1F7_PANLE
OG0013935	sp|O70302|CIDEA_MOUSE	tr|A0A8C8Y636|A0A8C8Y636_PANLE
OG0013936	sp|O88904|HIPK1_MOUSE	tr|A0A8C8XSP2|A0A8C8XSP2_PANLE
OG0013937	sp|P0DW87|ZTRF1_MOUSE	tr|A0A8C9DCD6|A0A8C9DCD6_PANLE
OG0013938	sp|P19091|ANDR_MOUSE	tr|A0A8C8YFU6|A0A8C8YFU6_PANLE
OG0013939	sp|P22005|PENK_MOUSE	tr|A0A8C8W988|A0A8C8W988_PANLE
OG0013940	sp|P33622|APOC3_MOUSE	tr|A0A8C8XUZ7|A0A8C8XUZ7_PANLE
OG0013941	sp|P35293|RAB18_MOUSE	tr|A0A8C8YF02|A0A8C8YF02_PANLE
OG0013942	sp|P40753|ANFB_MOUSE	tr|A0A8C9D2E1|A0A8C9D2E1_PANLE
OG0013943	sp|P43247|MSH2_MOUSE	tr|A0A8C8WL29|A0A8C8WL29_PANLE
OG0013944	sp|P46662|MERL_MOUSE	tr|A0A8C8XAN4|A0A8C8XAN4_PANLE
OG0013945	sp|P48545|KCNJ5_MOUSE	tr|A0A8C8XAD3|A0A8C8XAD3_PANLE
OG0013946	sp|P49891|ST1E1_MOUSE	tr|A0A8C9D519|A0A8C9D519_PANLE
OG0013947	sp|P51450|RORG_MOUSE	tr|A0A8C8X5P2|A0A8C8X5P2_PANLE
OG0013948	sp|P58459|ATS10_MOUSE	tr|A0A8C8WA48|A0A8C8WA48_PANLE
OG0013949	sp|P61208|ARL4C_MOUSE	tr|A0A8C8XE09|A0A8C8XE09_PANLE
OG0013950	sp|P97481|EPAS1_MOUSE	tr|A0A8C8WLP7|A0A8C8WLP7_PANLE
OG0013951	sp|Q05A56|HYAL4_MOUSE	tr|A0A8C8WWZ6|A0A8C8WWZ6_PANLE
OG0013952	sp|Q32P12|HROB_MOUSE	tr|A0A8C9D606|A0A8C9D606_PANLE
OG0013953	sp|Q3U182|CRTC2_MOUSE	tr|A0A8C8X2C5|A0A8C8X2C5_PANLE
OG0013954	sp|Q3U4I7|PYRD2_MOUSE	tr|A0A8C8WYN5|A0A8C8WYN5_PANLE
OG0013955	sp|Q3UEG6|AGT2_MOUSE	tr|A0A8C8XRT4|A0A8C8XRT4_PANLE
OG0013956	sp|Q3UR85|MYRF_MOUSE	tr|A0A8C8WWD8|A0A8C8WWD8_PANLE
OG0013957	sp|Q5ND04|HSF5_MOUSE	tr|A0A8C8XFI3|A0A8C8XFI3_PANLE
OG0013958	sp|Q5UAK0|MIER1_MOUSE	tr|A0A8C8XC52|A0A8C8XC52_PANLE
OG0013959	sp|Q61176|ARGI1_MOUSE	tr|A0A8C8YC75|A0A8C8YC75_PANLE
OG0013960	sp|Q64442|DHSO_MOUSE	tr|A0A8C8XFB4|A0A8C8XFB4_PANLE
OG0013961	sp|Q6ZWM4|LSM8_MOUSE	tr|A0A8C9D0Y9|A0A8C9D0Y9_PANLE
OG0013962	sp|Q80TN5|ZDH17_MOUSE	tr|A0A8C8WFJ0|A0A8C8WFJ0_PANLE
OG0013963	sp|Q80UP5|AN13A_MOUSE	tr|A0A8C8Y850|A0A8C8Y850_PANLE
OG0013964	sp|Q80X41|VRK1_MOUSE	tr|A0A8C8YAT6|A0A8C8YAT6_PANLE
OG0013965	sp|Q8BFZ1|TECRL_MOUSE	tr|A0A8C9D3Q9|A0A8C9D3Q9_PANLE
OG0013966	sp|Q8BIG7|CMTD1_MOUSE	tr|A0A8C8XNP0|A0A8C8XNP0_PANLE
OG0013967	sp|Q8BPG6|SUMF2_MOUSE	tr|A0A8C8XKI6|A0A8C8XKI6_PANLE
OG0013968	tr|Q8BVY4|Q8BVY4_MOUSE	tr|A0A8C8WCW5|A0A8C8WCW5_PANLE
OG0013969	sp|Q8C1A3|MTRR_MOUSE	tr|A0A8C8X9T8|A0A8C8X9T8_PANLE
OG0013970	sp|Q8C522|ENDD1_MOUSE	tr|A0A8C9D9K1|A0A8C9D9K1_PANLE
OG0013971	sp|Q8C5S7|REC8_MOUSE	tr|A0A8C8XUV0|A0A8C8XUV0_PANLE
OG0013972	sp|Q8C5V5|WDR27_MOUSE	tr|A0A8C8WQS0|A0A8C8WQS0_PANLE
OG0013973	tr|Q8CFU0|Q8CFU0_MOUSE	tr|A0A8C8WX19|A0A8C8WX19_PANLE
OG0013974	sp|Q8CIG8|ANM5_MOUSE	tr|A0A8C8X823|A0A8C8X823_PANLE
OG0013975	sp|Q8K1K4|CENPI_MOUSE	tr|A0A8C8XXU0|A0A8C8XXU0_PANLE
OG0013976	sp|Q8K480|MFRP_MOUSE	tr|A0A8C8WSD0|A0A8C8WSD0_PANLE
OG0013977	sp|Q8R0F5|RBMX2_MOUSE	tr|A0A8C8XGT8|A0A8C8XGT8_PANLE
OG0013978	sp|Q8R2K7|SNPC5_MOUSE	tr|A0A8C8X0M3|A0A8C8X0M3_PANLE
OG0013979	sp|Q91V12|BACH_MOUSE	tr|A0A8C8WXP3|A0A8C8WXP3_PANLE
OG0013980	sp|Q91W45|PAI2B_MOUSE	tr|A0A8C9D553|A0A8C9D553_PANLE
OG0013981	sp|Q920G9|GMCL1_MOUSE	tr|A0A8C9D647|A0A8C9D647_PANLE
OG0013982	sp|Q99KW9|TIP_MOUSE	tr|A0A8C8XDK6|A0A8C8XDK6_PANLE
OG0013983	sp|Q9CPU0|LGUL_MOUSE	tr|A0A8C9CWT3|A0A8C9CWT3_PANLE
OG0013984	sp|Q9CR33|MANS1_MOUSE	tr|A0A8C8WE67|A0A8C8WE67_PANLE
OG0013985	sp|Q9CZ04|CSN7A_MOUSE	tr|A0A8C8WHA1|A0A8C8WHA1_PANLE
OG0013986	sp|Q9CZ92|CENPP_MOUSE	tr|A0A8C8XS33|A0A8C8XS33_PANLE
OG0013987	sp|Q9D051|ODPB_MOUSE	tr|A0A8C8X2I1|A0A8C8X2I1_PANLE
OG0013988	sp|Q9D2L1|ARSK_MOUSE	tr|A0A8C8X3V0|A0A8C8X3V0_PANLE
OG0013989	sp|Q9D6X6|PRS23_MOUSE	tr|A0A8C8XTV3|A0A8C8XTV3_PANLE
OG0013990	sp|Q9D8I1|MZB1_MOUSE	tr|A0A8C8WHT7|A0A8C8WHT7_PANLE
OG0013991	sp|Q9JL89|NINJ2_MOUSE	tr|A0A8C8XAU9|A0A8C8XAU9_PANLE
OG0013992	sp|Q9QXT1|DAPP1_MOUSE	tr|A0A8C8XIR3|A0A8C8XIR3_PANLE
OG0013993	sp|Q9Z0H1|WDR46_MOUSE	tr|A0A8C9D446|A0A8C9D446_PANLE
OG0013994	tr|A2A472|A2A472_MOUSE	tr|A0A8C8WMD1|A0A8C8WMD1_PANLE
OG0013995	tr|A2A9K7|A2A9K7_MOUSE	tr|A0A8C8X9E5|A0A8C8X9E5_PANLE
OG0013996	sp|A2AED3|FNDC7_MOUSE	tr|A0A8C8X432|A0A8C8X432_PANLE
OG0013997	sp|A3KGF9|CCD9B_MOUSE	tr|A0A8C8WBD9|A0A8C8WBD9_PANLE
OG0013998	tr|A6PWY0|A6PWY0_MOUSE	tr|A0A8C8Y3T4|A0A8C8Y3T4_PANLE
OG0013999	tr|B3GLJ5|B3GLJ5_MOUSE	tr|A0A8C8Y475|A0A8C8Y475_PANLE
OG0014000	tr|D3Z6A3|D3Z6A3_MOUSE	tr|A0A8C8WK40|A0A8C8WK40_PANLE
OG0014001	tr|F8VPP8|F8VPP8_MOUSE	tr|A0A8C8XGH5|A0A8C8XGH5_PANLE
OG0014002	sp|G5E8F4|FPGT_MOUSE	tr|A0A8C8X1V8|A0A8C8X1V8_PANLE
OG0014003	sp|O35739|KLF9_MOUSE	tr|A0A8C8XHR5|A0A8C8XHR5_PANLE
OG0014004	sp|O88856|TPST2_MOUSE	tr|A0A8C8XJ66|A0A8C8XJ66_PANLE
OG0014005	sp|O89091|KLF10_MOUSE	tr|A0A8C8X3R7|A0A8C8X3R7_PANLE
OG0014006	sp|P08775|RPB1_MOUSE	tr|A0A8C8YCS9|A0A8C8YCS9_PANLE
OG0014007	sp|P15209|NTRK2_MOUSE	tr|A0A8C8XEC3|A0A8C8XEC3_PANLE
OG0014008	sp|P25119|TNR1B_MOUSE	tr|A0A8C9D258|A0A8C9D258_PANLE
OG0014009	sp|P28798|GRN_MOUSE	tr|A0A8C9D6J1|A0A8C9D6J1_PANLE
OG0014010	sp|P54254|ATX1_MOUSE	tr|A0A8C8XTU5|A0A8C8XTU5_PANLE
OG0014011	sp|P70182|PI51A_MOUSE	tr|A0A8C8YCK3|A0A8C8YCK3_PANLE
OG0014012	sp|P97390|VPS45_MOUSE	tr|A0A8C8XVI7|A0A8C8XVI7_PANLE
OG0014013	sp|P97463|NRTN_MOUSE	tr|A0A8C8WV53|A0A8C8WV53_PANLE
OG0014014	sp|P97783|AF1Q_MOUSE	tr|A0A8C8Y9X8|A0A8C8Y9X8_PANLE
OG0014015	sp|Q00196|PO2F2_MOUSE	tr|A0A8C9D3F8|A0A8C9D3F8_PANLE
OG0014016	sp|Q04519|ASM_MOUSE	tr|A0A8C8WP87|A0A8C8WP87_PANLE
OG0014017	sp|Q06507|ATF4_MOUSE	tr|A0A8C8WQ25|A0A8C8WQ25_PANLE
OG0014018	sp|Q0VG18|SIM24_MOUSE	tr|A0A8C8XR35|A0A8C8XR35_PANLE
OG0014019	sp|Q3U0J8|TBD2B_MOUSE	tr|A0A8C8XXY9|A0A8C8XXY9_PANLE
OG0014020	sp|Q3UDP0|WDR41_MOUSE	tr|A0A8C8WC17|A0A8C8WC17_PANLE
OG0014021	sp|Q3UIU2|NDUB6_MOUSE	tr|A0A8C8XW41|A0A8C8XW41_PANLE
OG0014022	sp|Q3UPL0|SC31A_MOUSE	tr|A0A8C8XD76|A0A8C8XD76_PANLE
OG0014023	sp|Q3UY90|GAK1A_MOUSE	tr|A0A8C8XX25|A0A8C8XX25_PANLE
OG0014024	sp|Q499D0|FOXN3_MOUSE	tr|A0A8C9D789|A0A8C9D789_PANLE
OG0014025	sp|Q5HZG9|ZN488_MOUSE	tr|A0A8C8XHP2|A0A8C8XHP2_PANLE
OG0014026	tr|Q5NCD0|Q5NCD0_MOUSE	tr|A0A8C8WU49|A0A8C8WU49_PANLE
OG0014027	sp|Q61016|GBG7_MOUSE	tr|A0A8C8WUI3|A0A8C8WUI3_PANLE
OG0014028	sp|Q61092|LAMC2_MOUSE	tr|A0A8C8Y8F8|A0A8C8Y8F8_PANLE
OG0014029	sp|Q61121|GPR19_MOUSE	tr|A0A8C8WDZ8|A0A8C8WDZ8_PANLE
OG0014030	sp|Q61578|ADRO_MOUSE	tr|A0A8C8XX97|A0A8C8XX97_PANLE
OG0014031	sp|Q61937|NPM_MOUSE	tr|A0A8C9D648|A0A8C9D648_PANLE
OG0014032	sp|Q6TCG8|PAQR3_MOUSE	tr|A0A8C8XJZ6|A0A8C8XJZ6_PANLE
OG0014033	tr|Q7TNL9|Q7TNL9_MOUSE	tr|A0A8C8X8V0|A0A8C8X8V0_PANLE
OG0014034	sp|Q80UF7|TCAM1_MOUSE	tr|A0A8C8WSN9|A0A8C8WSN9_PANLE
OG0014035	sp|Q80W15|IBPL1_MOUSE	tr|A0A8C8X4P8|A0A8C8X4P8_PANLE
OG0014036	sp|Q8BGH4|REEP1_MOUSE	tr|A0A8C8WDM8|A0A8C8WDM8_PANLE
OG0014037	sp|Q8BLX4|FUCT1_MOUSE	tr|A0A8C8X2R8|A0A8C8X2R8_PANLE
OG0014038	sp|Q8BRV5|K1671_MOUSE	tr|A0A8C8XYZ9|A0A8C8XYZ9_PANLE
OG0014039	sp|Q8BU33|HACL2_MOUSE	tr|A0A8C8W9F5|A0A8C8W9F5_PANLE
OG0014040	sp|Q8BW49|TTC12_MOUSE	tr|A0A8C8XSY9|A0A8C8XSY9_PANLE
OG0014041	sp|Q8BX07|CTDS2_MOUSE	tr|A0A8C9D3N1|A0A8C9D3N1_PANLE
OG0014042	sp|Q8BXR9|OSBL6_MOUSE	tr|A0A8C8Y602|A0A8C8Y602_PANLE
OG0014043	sp|Q8BZB3|TM266_MOUSE	tr|A0A8C8Y3H5|A0A8C8Y3H5_PANLE
OG0014044	sp|Q8C0L9|GPCP1_MOUSE	tr|A0A8C8WC34|A0A8C8WC34_PANLE
OG0014045	sp|Q8C627|F221B_MOUSE	tr|A0A8C8XGV0|A0A8C8XGV0_PANLE
OG0014046	sp|Q8CGY8|OGT1_MOUSE	tr|A0A8C8Y954|A0A8C8Y954_PANLE
OG0014047	sp|Q8R404|MIC13_MOUSE	tr|A0A8C8WXU6|A0A8C8WXU6_PANLE
OG0014048	sp|Q99020|ROAA_MOUSE	tr|A0A8C8WAR6|A0A8C8WAR6_PANLE
OG0014049	sp|Q99LM9|TADA1_MOUSE	tr|A0A8C8X5K3|A0A8C8X5K3_PANLE
OG0014050	sp|Q99ML2|TNK1_MOUSE	tr|A0A8C8YE13|A0A8C8YE13_PANLE
OG0014051	sp|Q9CPW2|FDX2_MOUSE	tr|A0A8C8WK01|A0A8C8WK01_PANLE
OG0014052	sp|Q9D2C7|BI1_MOUSE	tr|A0A8C8XKE1|A0A8C8XKE1_PANLE
OG0014053	sp|Q9D5W8|TEX47_MOUSE	tr|A0A8C8Y2J0|A0A8C8Y2J0_PANLE
OG0014054	sp|Q9R0L9|MUC24_MOUSE	tr|A0A8C8WEK3|A0A8C8WEK3_PANLE
OG0014055	sp|Q9WV95|PHLA3_MOUSE	tr|A0A8C9D9T5|A0A8C9D9T5_PANLE
OG0014056	tr|A0A1B0GSF9|A0A1B0GSF9_MOUSE	tr|A0A8C8WST2|A0A8C8WST2_PANLE
OG0014057	tr|A0A571BDQ7|A0A571BDQ7_MOUSE	tr|A0A8C8WJN3|A0A8C8WJN3_PANLE
OG0014058	sp|A2AHG0|LZTS3_MOUSE	tr|A0A8C8WGY7|A0A8C8WGY7_PANLE
OG0014059	sp|A2RSY1|KANL3_MOUSE	tr|A0A8C8X7Y4|A0A8C8X7Y4_PANLE
OG0014060	sp|B3GLJ3|PATE3_MOUSE	tr|A0A8C8Y3I9|A0A8C8Y3I9_PANLE
OG0014061	sp|D3YU81|RFX8_MOUSE	tr|A0A8C9D7W2|A0A8C9D7W2_PANLE
OG0014062	sp|E9PV87|TALD3_MOUSE	tr|A0A8C8WQZ2|A0A8C8WQZ2_PANLE
OG0014063	sp|O35316|SC6A6_MOUSE	tr|A0A8C8WJQ4|A0A8C8WJQ4_PANLE
OG0014064	sp|O35646|CAN6_MOUSE	tr|A0A8C8XJ38|A0A8C8XJ38_PANLE
OG0014065	sp|O88413|TULP3_MOUSE	tr|A0A8C9D689|A0A8C9D689_PANLE
