Orthogroup	Mus_musculus	Callithrix_jacchus
OG0000018	sp|Q80W31|ZN569_MOUSE	tr|F6TAQ7|F6TAQ7_CALJA
OG0000018	tr|Q6NXM6|Q6NXM6_MOUSE	tr|A0A5F4W8X6|A0A5F4W8X6_CALJA
OG0000018	tr|Q640N4|Q640N4_MOUSE	tr|A0A5F4WKE8|A0A5F4WKE8_CALJA, tr|A0A5F4VUN0|A0A5F4VUN0_CALJA, tr|A0A2R8PKR1|A0A2R8PKR1_CALJA
OG0000018	sp|Q8BQC8|RBAK_MOUSE	tr|A0A2R8MU23|A0A2R8MU23_CALJA
OG0000018	sp|Q7TSI0|ZNF12_MOUSE	tr|F6V1G9|F6V1G9_CALJA
OG0000018	tr|A2A4U6|A2A4U6_MOUSE	tr|A0A5F4WLF7|A0A5F4WLF7_CALJA
OG0000018	sp|B2RXC5|ZN382_MOUSE	tr|F7I7S4|F7I7S4_CALJA, tr|F7IEV0|F7IEV0_CALJA
OG0000018	tr|Q8BIS1|Q8BIS1_MOUSE	tr|A0A8I4A024|A0A8I4A024_CALJA, tr|A0A5K1UHF7|A0A5K1UHF7_CALJA, tr|F7H3J2|F7H3J2_CALJA
OG0000018	sp|Q80V23|ZNF32_MOUSE	tr|F7IFG1|F7IFG1_CALJA, tr|A0A8I3W8X4|A0A8I3W8X4_CALJA, tr|A0A8I3X5H3|A0A8I3X5H3_CALJA, tr|F7A343|F7A343_CALJA, tr|U3BQH2|U3BQH2_CALJA, tr|A0A5F4W7S3|A0A5F4W7S3_CALJA, tr|A0A5F4WGX0|A0A5F4WGX0_CALJA
OG0000018	sp|E9PYI1|ZN568_MOUSE	tr|A0A5F4WL96|A0A5F4WL96_CALJA
OG0000022	sp|Q60886|OL147_MOUSE, tr|E9PVZ7|E9PVZ7_MOUSE, tr|Q8VF62|Q8VF62_MOUSE, sp|Q60882|OL145_MOUSE, tr|Q7TRE5|Q7TRE5_MOUSE, tr|Q7TRE6|Q7TRE6_MOUSE, tr|Q7TRE4|Q7TRE4_MOUSE, tr|Q9EQA6|Q9EQA6_MOUSE, tr|Q7TRD9|Q7TRD9_MOUSE, tr|Q7TRD1|Q7TRD1_MOUSE, tr|Q8VG90|Q8VG90_MOUSE, tr|Q8VF63|Q8VF63_MOUSE, tr|Q8VF64|Q8VF64_MOUSE, tr|Q7TRE0|Q7TRE0_MOUSE, tr|Q7TRE1|Q7TRE1_MOUSE, tr|L7N1Y6|L7N1Y6_MOUSE, tr|Q9EQA5|Q9EQA5_MOUSE, tr|Q8VG50|Q8VG50_MOUSE, tr|Q7TRB9|Q7TRB9_MOUSE, tr|E9Q413|E9Q413_MOUSE, tr|E9PW59|E9PW59_MOUSE, tr|A0A1L1SSS5|A0A1L1SSS5_MOUSE, tr|Q8VG76|Q8VG76_MOUSE, tr|Q7TRC0|Q7TRC0_MOUSE, tr|Q7TRC7|Q7TRC7_MOUSE, tr|A0A140T8K0|A0A140T8K0_MOUSE, tr|E9Q716|E9Q716_MOUSE, tr|K7N5P3|K7N5P3_MOUSE, tr|Q7TRC9|Q7TRC9_MOUSE, tr|Q8VG53|Q8VG53_MOUSE, tr|Q7TRC3|Q7TRC3_MOUSE, tr|E9Q6Z7|E9Q6Z7_MOUSE, tr|L7N1X5|L7N1X5_MOUSE, tr|E9Q843|E9Q843_MOUSE, tr|E9PV37|E9PV37_MOUSE, tr|K7N678|K7N678_MOUSE, tr|L7N1Z5|L7N1Z5_MOUSE, tr|E9Q891|E9Q891_MOUSE, tr|A0A1L1SRZ8|A0A1L1SRZ8_MOUSE, tr|Q7TRD6|Q7TRD6_MOUSE, tr|Q9EQB2|Q9EQB2_MOUSE, sp|P34985|OL143_MOUSE, tr|L7N210|L7N210_MOUSE	tr|F7I4I8|F7I4I8_CALJA
OG0000027	tr|A0A1B0GSS6|A0A1B0GSS6_MOUSE	tr|F6WI38|F6WI38_CALJA
OG0000027	tr|Q8VCI1|Q8VCI1_MOUSE	tr|F7IJM9|F7IJM9_CALJA
OG0000027	tr|A0A087WRR7|A0A087WRR7_MOUSE	tr|F6PYM6|F6PYM6_CALJA
OG0000027	sp|Q6P9Y7|ZFP82_MOUSE	tr|A0A8I3W5G7|A0A8I3W5G7_CALJA
OG0000027	sp|Q60585|ZFP30_MOUSE	tr|A0A5F4W339|A0A5F4W339_CALJA
OG0000027	sp|P10755|ZFP14_MOUSE	tr|U3ECY4|U3ECY4_CALJA, tr|A0A8J8YIK2|A0A8J8YIK2_CALJA, tr|F7HIU0|F7HIU0_CALJA, tr|A0A8I3WIZ1|A0A8I3WIZ1_CALJA
OG0000027	tr|Q5U406|Q5U406_MOUSE	tr|F6VY49|F6VY49_CALJA
OG0000027	sp|Q3V080|ZN583_MOUSE	tr|F7IIM1|F7IIM1_CALJA, tr|A0A2R8PHQ2|A0A2R8PHQ2_CALJA, tr|A0A5F4W5Y5|A0A5F4W5Y5_CALJA
OG0000028	tr|A0A0B4J1I2|A0A0B4J1I2_MOUSE, tr|A0A075B5L2|A0A075B5L2_MOUSE, tr|A0A075B5M4|A0A075B5M4_MOUSE, tr|A0A075B5L6|A0A075B5L6_MOUSE, tr|A0A075B677|A0A075B677_MOUSE, tr|A0N8I8|A0N8I8_MOUSE, sp|P01680|KV4A1_MOUSE, tr|A0A075B5M3|A0A075B5M3_MOUSE, tr|A0A0A6YYE5|A0A0A6YYE5_MOUSE, tr|A0A075B5L8|A0A075B5L8_MOUSE, tr|A0A0B4J1I3|A0A0B4J1I3_MOUSE, tr|A0A0B4J1J0|A0A0B4J1J0_MOUSE, tr|A0A075B5L7|A0A075B5L7_MOUSE, tr|A0A0B4J1I7|A0A0B4J1I7_MOUSE, tr|A0A0B4J1I4|A0A0B4J1I4_MOUSE, tr|A0A0B4J1I8|A0A0B4J1I8_MOUSE, tr|A0A0B4J1I5|A0A0B4J1I5_MOUSE, tr|A0A0B4J1I6|A0A0B4J1I6_MOUSE, tr|A0A075B5L3|A0A075B5L3_MOUSE, tr|A0A0A6YYE7|A0A0A6YYE7_MOUSE, tr|L7N239|L7N239_MOUSE, tr|A0A075B5M1|A0A075B5M1_MOUSE, tr|J3QNZ9|J3QNZ9_MOUSE, tr|A0A075B5M2|A0A075B5M2_MOUSE, tr|J3QMZ0|J3QMZ0_MOUSE, sp|P04945|KV6AB_MOUSE, sp|P04941|KV6A7_MOUSE, sp|P04943|KV6A9_MOUSE, sp|P01679|KV6A5_MOUSE, sp|P01677|KV6A3_MOUSE, sp|P01676|KV6A2_MOUSE, sp|P01678|KV6A4_MOUSE, tr|A0A075B5L5|A0A075B5L5_MOUSE, sp|P01675|KV6A1_MOUSE, sp|P04944|KV6AA_MOUSE, sp|P04940|KV6A6_MOUSE	tr|A0A5F4W0J4|A0A5F4W0J4_CALJA
OG0000030	tr|Q9DAX3|Q9DAX3_MOUSE	tr|A0A8I4A5M7|A0A8I4A5M7_CALJA, tr|A0A8I3XBW8|A0A8I3XBW8_CALJA, tr|A0A5F4W6D7|A0A5F4W6D7_CALJA, tr|A0A8I3WKF2|A0A8I3WKF2_CALJA, tr|A0A8I3ZYN6|A0A8I3ZYN6_CALJA, tr|A0A8I3WMA5|A0A8I3WMA5_CALJA, tr|A0A8I3WXW1|A0A8I3WXW1_CALJA, tr|A0A8I3WUI3|A0A8I3WUI3_CALJA, tr|A0A8I3W1Q2|A0A8I3W1Q2_CALJA, tr|A0A8I3W7W0|A0A8I3W7W0_CALJA, tr|A0A8I3WW11|A0A8I3WW11_CALJA, tr|A0A8I3W567|A0A8I3W567_CALJA, tr|A0A5F4WI13|A0A5F4WI13_CALJA, tr|A0A8I3WGV5|A0A8I3WGV5_CALJA, tr|A0A8I3WT93|A0A8I3WT93_CALJA, tr|A0A8I3WEP4|A0A8I3WEP4_CALJA, tr|A0A8I3W5Y6|A0A8I3W5Y6_CALJA, tr|A0A5F4W556|A0A5F4W556_CALJA, tr|A0A5F4WAU6|A0A5F4WAU6_CALJA, tr|A0A8I3WL29|A0A8I3WL29_CALJA, tr|A0A5F4WKT7|A0A5F4WKT7_CALJA, tr|A0A8I3W4X0|A0A8I3W4X0_CALJA, tr|A0A8I3VV14|A0A8I3VV14_CALJA, tr|A0A8I3WAH3|A0A8I3WAH3_CALJA, tr|A0A8I3ZZT6|A0A8I3ZZT6_CALJA, tr|A0A8I3ZZZ7|A0A8I3ZZZ7_CALJA, tr|A0A8I3WIW4|A0A8I3WIW4_CALJA, tr|A0A8I3W648|A0A8I3W648_CALJA, tr|A0A5F4W7R7|A0A5F4W7R7_CALJA, tr|A0A8I3VW30|A0A8I3VW30_CALJA, tr|A0A8I3W6K1|A0A8I3W6K1_CALJA, tr|A0A5F4W8T7|A0A5F4W8T7_CALJA, tr|A0A8I3WEM6|A0A8I3WEM6_CALJA, tr|A0A8I3WH41|A0A8I3WH41_CALJA, tr|A0A8I3W8G8|A0A8I3W8G8_CALJA
OG0000031	tr|Q8VGN6|Q8VGN6_MOUSE	tr|F7I162|F7I162_CALJA, tr|F6WQI5|F6WQI5_CALJA
OG0000031	tr|Q8VGP0|Q8VGP0_MOUSE, tr|Q8VF98|Q8VF98_MOUSE, tr|Q7TR10|Q7TR10_MOUSE, tr|Q8VGN4|Q8VGN4_MOUSE, tr|Q8VGN2|Q8VGN2_MOUSE, tr|Q8VFB0|Q8VFB0_MOUSE, tr|Q8VG63|Q8VG63_MOUSE, tr|Q8VGN0|Q8VGN0_MOUSE, tr|A2AV10|A2AV10_MOUSE, tr|Q7TQZ8|Q7TQZ8_MOUSE, tr|Q8VGN9|Q8VGN9_MOUSE, tr|Q7TQZ9|Q7TQZ9_MOUSE, tr|Q8VEX7|Q8VEX7_MOUSE, tr|Q7TR09|Q7TR09_MOUSE, tr|Q7TR08|Q7TR08_MOUSE, tr|A2ATG2|A2ATG2_MOUSE, tr|A3KGY3|A3KGY3_MOUSE, tr|A2ATG3|A2ATG3_MOUSE, tr|A3KGY4|A3KGY4_MOUSE, tr|A0A1L1SU13|A0A1L1SU13_MOUSE, tr|L7MU53|L7MU53_MOUSE, tr|F7BL62|F7BL62_MOUSE, tr|Q8VGM9|Q8VGM9_MOUSE, tr|Q8VGM5|Q8VGM5_MOUSE, tr|Q7TR01|Q7TR01_MOUSE, tr|Q7TR02|Q7TR02_MOUSE, tr|Q7TR04|Q7TR04_MOUSE, tr|Q8VGG1|Q8VGG1_MOUSE, tr|L7MU54|L7MU54_MOUSE, tr|Q7TR05|Q7TR05_MOUSE, tr|A2AUA4|A2AUA4_MOUSE, tr|Q8VEZ1|Q8VEZ1_MOUSE	tr|A0A5F4VT08|A0A5F4VT08_CALJA
OG0000035	tr|A0A075B5S1|A0A075B5S1_MOUSE	tr|A0A8I3ZYR2|A0A8I3ZYR2_CALJA, tr|A0A8I3X4B3|A0A8I3X4B3_CALJA
OG0000035	tr|A0A075B5U0|A0A075B5U0_MOUSE, tr|A0A0B4J1M0|A0A0B4J1M0_MOUSE, tr|A0A0B4J1N0|A0A0B4J1N0_MOUSE	tr|A0A8I3WH53|A0A8I3WH53_CALJA, tr|A0A8I3WZW2|A0A8I3WZW2_CALJA, tr|A0A8I4A493|A0A8I4A493_CALJA, tr|A0A8I3W0I2|A0A8I3W0I2_CALJA, tr|A0A8I3WW18|A0A8I3WW18_CALJA, tr|A0A8I3W1Q9|A0A8I3W1Q9_CALJA, tr|A0A8I3WDS7|A0A8I3WDS7_CALJA, tr|A0A8I3W9Y2|A0A8I3W9Y2_CALJA, tr|A0A8I3X075|A0A8I3X075_CALJA, tr|A0A8I4A117|A0A8I4A117_CALJA, tr|A0A8I3WI75|A0A8I3WI75_CALJA, tr|A0A2R8P6J2|A0A2R8P6J2_CALJA, tr|A0A8I3WEJ9|A0A8I3WEJ9_CALJA, tr|H9KXW1|H9KXW1_CALJA, tr|A0A8I3WRK2|A0A8I3WRK2_CALJA, tr|A0A8I3WRX1|A0A8I3WRX1_CALJA, tr|A0A8I4A4D2|A0A8I4A4D2_CALJA, tr|A0A5F4VTG4|A0A5F4VTG4_CALJA, tr|A0A8I3W4X2|A0A8I3W4X2_CALJA, tr|A0A8I3WW21|A0A8I3WW21_CALJA, tr|A0A8I3WWU9|A0A8I3WWU9_CALJA, tr|A0A8I4A0W5|A0A8I4A0W5_CALJA, tr|A0A5F4VVW0|A0A5F4VVW0_CALJA, tr|A0A8I3ZZ81|A0A8I3ZZ81_CALJA, tr|A0A8I3WZD0|A0A8I3WZD0_CALJA, tr|A0A8I4A4V8|A0A8I4A4V8_CALJA, tr|A0A8I3WVH2|A0A8I3WVH2_CALJA, tr|A0A8I3W8D8|A0A8I3W8D8_CALJA, tr|A0A8I3W174|A0A8I3W174_CALJA
OG0000036	tr|Q7TRM9|Q7TRM9_MOUSE, tr|Q7TRN0|Q7TRN0_MOUSE, tr|W4VSP0|W4VSP0_MOUSE, tr|Q8VEY1|Q8VEY1_MOUSE, tr|Q5CZY0|Q5CZY0_MOUSE, tr|Q7TRJ5|Q7TRJ5_MOUSE, tr|Q7TRJ6|Q7TRJ6_MOUSE, tr|Q8VFQ2|Q8VFQ2_MOUSE, tr|Q8VFE2|Q8VFE2_MOUSE, tr|E9PVJ7|E9PVJ7_MOUSE, tr|K7N727|K7N727_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE, tr|L7MTT1|L7MTT1_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|A2AVC7|A2AVC7_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|A2ATA0|A2ATA0_MOUSE, tr|A2AT86|A2AT86_MOUSE, tr|A0A1L1SRZ5|A0A1L1SRZ5_MOUSE, tr|A0A1L1STN9|A0A1L1STN9_MOUSE, tr|A2AT85|A2AT85_MOUSE, tr|Q8VGT9|Q8VGT9_MOUSE, tr|Q7TR53|Q7TR53_MOUSE, tr|Q7TR54|Q7TR54_MOUSE, tr|Q7TQV1|Q7TQV1_MOUSE, tr|A0A140T8J7|A0A140T8J7_MOUSE, tr|Q7TQW3|Q7TQW3_MOUSE, tr|Q7TQW4|Q7TQW4_MOUSE, tr|A2AHM8|A2AHM8_MOUSE, tr|Q8VFE3|Q8VFE3_MOUSE	tr|A0A8I3WYA6|A0A8I3WYA6_CALJA
OG0000040	tr|A0A140T8Q0|A0A140T8Q0_MOUSE, tr|A0A140T8Q4|A0A140T8Q4_MOUSE, tr|A0A140T8P0|A0A140T8P0_MOUSE, tr|A0A075B5P1|A0A075B5P1_MOUSE, tr|A0A075B5P0|A0A075B5P0_MOUSE, tr|A0A140T8P4|A0A140T8P4_MOUSE, sp|P01658|KV3A6_MOUSE, sp|P01660|KV3A8_MOUSE, tr|A0A075B5N9|A0A075B5N9_MOUSE, sp|P01674|KV3AM_MOUSE, sp|P01673|KV3AL_MOUSE, sp|P01671|KV3AJ_MOUSE, sp|P01670|KV3AI_MOUSE, sp|P01672|KV3AK_MOUSE, sp|P01657|KV3A5_MOUSE, sp|P01654|KV3A1_MOUSE, sp|P01656|KV3A3_MOUSE, sp|P03977|KV3A4_MOUSE, sp|P01655|KV3A2_MOUSE, sp|P01667|KV3AF_MOUSE, sp|P01669|KV3AH_MOUSE, sp|P01668|KV3AG_MOUSE, sp|P01665|KV3AD_MOUSE, sp|P01666|KV3AE_MOUSE, sp|P01664|KV3AC_MOUSE, sp|P01662|KV3AA_MOUSE, sp|P01663|KV3AB_MOUSE, sp|P01659|KV3A7_MOUSE, sp|P01661|KV3A9_MOUSE, tr|A0A075B5N8|A0A075B5N8_MOUSE, tr|A0A140T8M6|A0A140T8M6_MOUSE	tr|A0A8I3WNU6|A0A8I3WNU6_CALJA
OG0000041	sp|Q8VG13|OL507_MOUSE, sp|Q8VEW6|OL510_MOUSE, tr|Q7TRU6|Q7TRU6_MOUSE, sp|Q8VG03|OL482_MOUSE, sp|Q8VFD3|OL484_MOUSE, sp|Q8VF12|OL495_MOUSE, sp|Q8VEW2|OL498_MOUSE, sp|Q8VFD1|OL492_MOUSE, sp|Q8VEW5|OL493_MOUSE, sp|Q8VG07|OL494_MOUSE, sp|Q8VG08|OL497_MOUSE, sp|Q8VG05|OL483_MOUSE, tr|A0A140LJF5|A0A140LJF5_MOUSE, tr|Q7TRU9|Q7TRU9_MOUSE, sp|Q8VFD0|OL486_MOUSE, sp|Q8VG02|OL488_MOUSE, sp|Q8VFD2|OL490_MOUSE, sp|Q8VF65|OL470_MOUSE, sp|Q8VF66|OL469_MOUSE, sp|Q8VG09|OL502_MOUSE, sp|Q8VG04|OL478_MOUSE, sp|Q8VG42|OL508_MOUSE, sp|Q8VEZ0|OL480_MOUSE, tr|L7N455|L7N455_MOUSE, sp|Q8VGI5|OL481_MOUSE, sp|Q8VG06|OL491_MOUSE, sp|Q8VGI6|OL477_MOUSE, sp|Q8VGI4|OL476_MOUSE, sp|Q8VFC9|OL474_MOUSE, sp|Q8VG44|OL473_MOUSE, sp|Q8VG43|OL472_MOUSE	tr|F7AZE9|F7AZE9_CALJA
OG0000042	tr|Q8VGG9|Q8VGG9_MOUSE, tr|Q8VGH0|Q8VGH0_MOUSE, tr|Q8VGH1|Q8VGH1_MOUSE, tr|B9EHG2|B9EHG2_MOUSE, tr|A0A1W2P740|A0A1W2P740_MOUSE, tr|Q8VGB9|Q8VGB9_MOUSE, tr|Q7TRY0|Q7TRY0_MOUSE, tr|Q8VFP5|Q8VFP5_MOUSE, tr|Q7TRK4|Q7TRK4_MOUSE, tr|Q8VFA1|Q8VFA1_MOUSE, tr|Q8VFE1|Q8VFE1_MOUSE, tr|Q8VFD9|Q8VFD9_MOUSE, tr|Q8VFE4|Q8VFE4_MOUSE, tr|B1ARL3|B1ARL3_MOUSE, tr|Q7TRX0|Q7TRX0_MOUSE, tr|Q7TQU7|Q7TQU7_MOUSE, tr|Q7TRX1|Q7TRX1_MOUSE, tr|Q7TRX2|Q7TRX2_MOUSE, tr|A0A0N4SUP0|A0A0N4SUP0_MOUSE, tr|Q8VFE6|Q8VFE6_MOUSE, tr|Q7TRW7|Q7TRW7_MOUSE, tr|B2RT33|B2RT33_MOUSE, tr|Q920Z0|Q920Z0_MOUSE, tr|Q920Y8|Q920Y8_MOUSE, tr|A0A2I3BRW3|A0A2I3BRW3_MOUSE, tr|A0A2I3BQG5|A0A2I3BQG5_MOUSE, tr|A0A2I3BRX0|A0A2I3BRX0_MOUSE, tr|Q8VG96|Q8VG96_MOUSE, tr|Q7TRY5|Q7TRY5_MOUSE, tr|Q8VFP3|Q8VFP3_MOUSE, tr|Q8VF16|Q8VF16_MOUSE	tr|F6X167|F6X167_CALJA
OG0000045	tr|A0A286YE47|A0A286YE47_MOUSE, tr|A0A1L1SVB5|A0A1L1SVB5_MOUSE, tr|A0A288CFY5|A0A288CFY5_MOUSE	tr|A0A5F4WM62|A0A5F4WM62_CALJA
OG0000045	tr|Q7TRM6|Q7TRM6_MOUSE	tr|A0A5F4W8S6|A0A5F4W8S6_CALJA
OG0000045	tr|F8VQB9|F8VQB9_MOUSE, tr|E9Q8M3|E9Q8M3_MOUSE, tr|E9PZU2|E9PZU2_MOUSE, tr|K7N5X7|K7N5X7_MOUSE, tr|A2RTN7|A2RTN7_MOUSE, tr|E9Q8X3|E9Q8X3_MOUSE, tr|Q05A45|Q05A45_MOUSE, tr|Q8VET4|Q8VET4_MOUSE	tr|F7G5L9|F7G5L9_CALJA
OG0000046	tr|Q8VFN5|Q8VFN5_MOUSE, tr|Q9EQ96|Q9EQ96_MOUSE, tr|Q9EQB7|Q9EQB7_MOUSE, tr|Q9EQ97|Q9EQ97_MOUSE, tr|Q8VFD7|Q8VFD7_MOUSE, tr|Q9EQ93|Q9EQ93_MOUSE, tr|Q8VFN3|Q8VFN3_MOUSE, tr|Q8VFN4|Q8VFN4_MOUSE, tr|Q9EQA2|Q9EQA2_MOUSE, tr|Q8VG89|Q8VG89_MOUSE, tr|Q7TRA6|Q7TRA6_MOUSE, tr|Q7TRA7|Q7TRA7_MOUSE, sp|Q60895|OL150_MOUSE, tr|Q8VF78|Q8VF78_MOUSE, tr|Q9EQ92|Q9EQ92_MOUSE, tr|Q9EQ94|Q9EQ94_MOUSE, tr|Q9EQB6|Q9EQB6_MOUSE, tr|Q9EQ95|Q9EQ95_MOUSE, sp|P34983|O1537_MOUSE, tr|Q9EQ91|Q9EQ91_MOUSE, tr|Q9EQ90|Q9EQ90_MOUSE, tr|Q9EQB5|Q9EQB5_MOUSE, tr|Q9EQB8|Q9EQB8_MOUSE, tr|Q9EQB4|Q9EQB4_MOUSE, tr|Q8VG16|Q8VG16_MOUSE, sp|Q60884|OL146_MOUSE, tr|J3KMV2|J3KMV2_MOUSE	tr|A0A5F4W0G6|A0A5F4W0G6_CALJA
OG0000048	tr|E9Q459|E9Q459_MOUSE	tr|F7F0Q2|F7F0Q2_CALJA, tr|A0A2R8MXV4|A0A2R8MXV4_CALJA, tr|A0A8I3X1L3|A0A8I3X1L3_CALJA, tr|A0A8I4A1A1|A0A8I4A1A1_CALJA, tr|A0A2R8PLF9|A0A2R8PLF9_CALJA, tr|H9KXD3|H9KXD3_CALJA, tr|F7HY00|F7HY00_CALJA, tr|A0A5F4WA92|A0A5F4WA92_CALJA, tr|F7GUC4|F7GUC4_CALJA, tr|A0A5F4VUN3|A0A5F4VUN3_CALJA, tr|F6SSR4|F6SSR4_CALJA, tr|F6TQB0|F6TQB0_CALJA, tr|A0A2R8M6U3|A0A2R8M6U3_CALJA, tr|A0A5F4WKE4|A0A5F4WKE4_CALJA, tr|A0A8I4A5H9|A0A8I4A5H9_CALJA, tr|A0A8I3WL80|A0A8I3WL80_CALJA, tr|A0A8I3W9Q7|A0A8I3W9Q7_CALJA, tr|A0A5F4W3V7|A0A5F4W3V7_CALJA, tr|A0A5F4VZ81|A0A5F4VZ81_CALJA, tr|A0A8I3X1Z3|A0A8I3X1Z3_CALJA, tr|H9KVQ2|H9KVQ2_CALJA, tr|A0A5F4W2F1|A0A5F4W2F1_CALJA, tr|F7I4P9|F7I4P9_CALJA, tr|F7ED14|F7ED14_CALJA, tr|F6US15|F6US15_CALJA, tr|A0A5F4WAJ1|A0A5F4WAJ1_CALJA
OG0000049	sp|Q9D7D2|SPA9_MOUSE	tr|F7I4X4|F7I4X4_CALJA
OG0000049	sp|Q8CIE0|SPA11_MOUSE	tr|F7I7B1|F7I7B1_CALJA
OG0000049	sp|P22599|A1AT2_MOUSE, sp|Q00896|A1AT3_MOUSE, sp|P07758|A1AT1_MOUSE, sp|Q00898|A1AT5_MOUSE, sp|Q00897|A1AT4_MOUSE	tr|A0A5F4WK65|A0A5F4WK65_CALJA
OG0000049	sp|Q9DCQ7|A1AT6_MOUSE	tr|F7IEC3|F7IEC3_CALJA
OG0000049	sp|P07759|SPA3K_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P29621|SPA3C_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q8BYY9|SPA3B_MOUSE, sp|Q6P4P1|SPA3A_MOUSE, sp|Q91WP6|SPA3N_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, sp|Q80X76|SPA3F_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|P70458|IPSP_MOUSE	tr|A0A8I3WW94|A0A8I3WW94_CALJA
OG0000051	tr|Q9EPG6|Q9EPG6_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|K7N684|K7N684_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE, tr|A0A2I3BRI6|A0A2I3BRI6_MOUSE, tr|E9PZS7|E9PZS7_MOUSE, tr|A2ASV3|A2ASV3_MOUSE, tr|Q8VG49|Q8VG49_MOUSE, tr|E9Q725|E9Q725_MOUSE, tr|Q9EP55|Q9EP55_MOUSE, tr|Q920Z2|Q920Z2_MOUSE, tr|K7N662|K7N662_MOUSE, tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE, tr|A0A140T8J9|A0A140T8J9_MOUSE	tr|A0A5F4VTI3|A0A5F4VTI3_CALJA
OG0000058	tr|A2AVX9|A2AVX9_MOUSE, tr|A2AVY0|A2AVY0_MOUSE, tr|Q8VGC7|Q8VGC7_MOUSE, tr|L7MU59|L7MU59_MOUSE, tr|Q7TR76|Q7TR76_MOUSE, tr|A2ARZ0|A2ARZ0_MOUSE, tr|Q8VGS2|Q8VGS2_MOUSE, tr|A0A1L1SRK6|A0A1L1SRK6_MOUSE, tr|Q7TR64|Q7TR64_MOUSE, tr|A0A1L1SUC9|A0A1L1SUC9_MOUSE, tr|A0A1L1STZ9|A0A1L1STZ9_MOUSE, tr|Q7TR67|Q7TR67_MOUSE, tr|Q8VGA6|Q8VGA6_MOUSE, tr|Q8VGS0|Q8VGS0_MOUSE, tr|Q7TR63|Q7TR63_MOUSE, tr|Q8VGS7|Q8VGS7_MOUSE, tr|A2AK62|A2AK62_MOUSE, tr|Q7TR72|Q7TR72_MOUSE, tr|Q7TR74|Q7TR74_MOUSE, tr|Q7TR70|Q7TR70_MOUSE, tr|A0A1L1SR98|A0A1L1SR98_MOUSE, tr|A2AK60|A2AK60_MOUSE, tr|Q8VF52|Q8VF52_MOUSE	tr|A0A8I3W8N5|A0A8I3W8N5_CALJA
OG0000059	sp|Q64523|H2A2C_MOUSE	tr|U3DRY5|U3DRY5_CALJA
OG0000059	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A8I3WH23|A0A8I3WH23_CALJA
OG0000059	sp|Q8BFU2|H2A3_MOUSE	tr|F7INI1|F7INI1_CALJA
OG0000059	sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE3|H2A1D_MOUSE	tr|A0A2R8N908|A0A2R8N908_CALJA
OG0000059	sp|C0HKE6|H2A1I_MOUSE	tr|A0A8I3WCU8|A0A8I3WCU8_CALJA
OG0000060	sp|Q80YP6|ZIK1_MOUSE	tr|F7GYU7|F7GYU7_CALJA, tr|A0A5F4VQQ2|A0A5F4VQQ2_CALJA, tr|A0A8I3WKA9|A0A8I3WKA9_CALJA, tr|U3DM35|U3DM35_CALJA, tr|F7CNP8|F7CNP8_CALJA, tr|F6PZX6|F6PZX6_CALJA, tr|F7H427|F7H427_CALJA, tr|U3E5H7|U3E5H7_CALJA, tr|A0A2R8MC66|A0A2R8MC66_CALJA, tr|F7GNI5|F7GNI5_CALJA, tr|A0A2R8MI84|A0A2R8MI84_CALJA, tr|F6QBE0|F6QBE0_CALJA, tr|A0A8I3WJ99|A0A8I3WJ99_CALJA, tr|F6QKG2|F6QKG2_CALJA, tr|F7D3F3|F7D3F3_CALJA, tr|F7H3V5|F7H3V5_CALJA, tr|F7H9A8|F7H9A8_CALJA, tr|A0A8I3WI85|A0A8I3WI85_CALJA, tr|F7EWJ9|F7EWJ9_CALJA, tr|F7H9A2|F7H9A2_CALJA, tr|A0A8I3X425|A0A8I3X425_CALJA, tr|A0A2R8MA00|A0A2R8MA00_CALJA
