Orthogroup	Mus_musculus	Ursus_americanus
OG0011455	sp|Q07563|COHA1_MOUSE	tr|A0A452QD28|A0A452QD28_URSAM
OG0011456	sp|Q0VBN2|DSEL_MOUSE	tr|A0A452QET7|A0A452QET7_URSAM
OG0011457	sp|Q14CH1|MOCOS_MOUSE	tr|A0A452RFZ5|A0A452RFZ5_URSAM
OG0011458	sp|Q3U0S6|RAIN_MOUSE	tr|A0A452R3T8|A0A452R3T8_URSAM
OG0011459	tr|Q3UU43|Q3UU43_MOUSE	tr|A0A452SB04|A0A452SB04_URSAM
OG0011460	sp|Q3UYR4|ESPNL_MOUSE	tr|A0A452RB73|A0A452RB73_URSAM
OG0011461	sp|Q60870|REEP5_MOUSE	tr|A0A452Q7E1|A0A452Q7E1_URSAM
OG0011462	sp|Q68FE9|TSH2_MOUSE	tr|A0A452SR33|A0A452SR33_URSAM
OG0011463	sp|Q6NXW6|RAD17_MOUSE	tr|A0A452QPI9|A0A452QPI9_URSAM
OG0011464	tr|Q6PGF5|Q6PGF5_MOUSE	tr|A0A452SFR2|A0A452SFR2_URSAM
OG0011465	sp|Q7TQN9|GP142_MOUSE	tr|A0A452Q938|A0A452Q938_URSAM
OG0011466	sp|Q80WV3|CHST2_MOUSE	tr|A0A452SWG3|A0A452SWG3_URSAM
OG0011467	sp|Q80Y61|BI2L2_MOUSE	tr|A0A452S3G9|A0A452S3G9_URSAM
OG0011468	sp|Q8BG50|TM169_MOUSE	tr|A0A452QGZ5|A0A452QGZ5_URSAM
OG0011469	sp|Q8BI72|CARF_MOUSE	tr|A0A452RPP6|A0A452RPP6_URSAM
OG0011470	sp|Q8BMI4|GEN_MOUSE	tr|A0A452QC89|A0A452QC89_URSAM
OG0011471	sp|Q8BNL5|KCTD6_MOUSE	tr|A0A452SSF1|A0A452SSF1_URSAM
OG0011472	sp|Q8C3M9|CB080_MOUSE	tr|A0A452R077|A0A452R077_URSAM
OG0011473	sp|Q8QZV6|F161A_MOUSE	tr|A0A452RT79|A0A452RT79_URSAM
OG0011474	sp|Q8VC82|RHBL1_MOUSE	tr|A0A452RB99|A0A452RB99_URSAM
OG0011475	sp|Q8VE65|TAF12_MOUSE	tr|A0A452QY34|A0A452QY34_URSAM
OG0011476	sp|Q91VL8|TE2IP_MOUSE	tr|A0A452RSH9|A0A452RSH9_URSAM
OG0011477	sp|Q91X72|HEMO_MOUSE	tr|A0A452SJY2|A0A452SJY2_URSAM
OG0011478	sp|Q922Q2|RIOK1_MOUSE	tr|A0A452QGJ6|A0A452QGJ6_URSAM
OG0011479	sp|Q99KR8|FUCO2_MOUSE	tr|A0A452QXP6|A0A452QXP6_URSAM
OG0011480	sp|Q99N48|SYTL3_MOUSE	tr|A0A452SAV8|A0A452SAV8_URSAM
OG0011481	sp|Q9CQC4|TM216_MOUSE	tr|A0A452RTD5|A0A452RTD5_URSAM
OG0011482	sp|Q9CQG3|ZMY19_MOUSE	tr|A0A452RC16|A0A452RC16_URSAM
OG0011483	sp|Q9CQT1|MTNA_MOUSE	tr|A0A452RK94|A0A452RK94_URSAM
OG0011484	sp|Q9CQW1|YKT6_MOUSE	tr|A0A452QJD5|A0A452QJD5_URSAM
OG0011485	sp|Q9CYC5|DSN1_MOUSE	tr|A0A452QUI2|A0A452QUI2_URSAM
OG0011486	sp|Q9D159|MRAP_MOUSE	tr|A0A452R9S7|A0A452R9S7_URSAM
OG0011487	sp|Q9D738|ASB12_MOUSE	tr|A0A452RS86|A0A452RS86_URSAM
OG0011488	sp|Q9D9X6|ZSWM2_MOUSE	tr|A0A452SDM4|A0A452SDM4_URSAM
OG0011489	sp|Q9EPC5|RET7_MOUSE	tr|A0A452RQZ4|A0A452RQZ4_URSAM
OG0011490	sp|Q9EPW2|KLF15_MOUSE	tr|A0A452S091|A0A452S091_URSAM
OG0011491	sp|Q9QW08|PHOS_MOUSE	tr|A0A452RK26|A0A452RK26_URSAM
OG0011492	sp|Q9R020|ZRAB2_MOUSE	tr|A0A452SCK1|A0A452SCK1_URSAM
OG0011493	sp|A2AU37|RD21L_MOUSE	tr|A0A452QQ27|A0A452QQ27_URSAM
OG0011494	sp|B8ZXI1|QTRT2_MOUSE	tr|A0A452RVU5|A0A452RVU5_URSAM
OG0011495	tr|E9Q7L1|E9Q7L1_MOUSE	tr|A0A452RJ27|A0A452RJ27_URSAM
OG0011496	tr|E9Q8X5|E9Q8X5_MOUSE	tr|A0A452QMA2|A0A452QMA2_URSAM
OG0011497	tr|F6QRE9|F6QRE9_MOUSE	tr|A0A452R584|A0A452R584_URSAM
OG0011498	sp|O35245|PKD2_MOUSE	tr|A0A452SBE6|A0A452SBE6_URSAM
OG0011499	sp|O88978|DAA11_MOUSE	tr|A0A452RIP3|A0A452RIP3_URSAM
OG0011500	sp|P17439|GBA1_MOUSE	tr|A0A452S3A7|A0A452S3A7_URSAM
OG0011501	sp|P21765|GPX5_MOUSE	tr|A0A452RA07|A0A452RA07_URSAM
OG0011502	sp|P31266|SUH_MOUSE	tr|A0A452RNU7|A0A452RNU7_URSAM
OG0011503	sp|P40224|SDF1_MOUSE	tr|A0A452REV3|A0A452REV3_URSAM
OG0011504	sp|P48377|RFX1_MOUSE	tr|A0A452QSL0|A0A452QSL0_URSAM
OG0011505	sp|P70172|NTCP2_MOUSE	tr|A0A452RP31|A0A452RP31_URSAM
OG0011506	sp|Q02788|CO6A2_MOUSE	tr|A0A452S1N4|A0A452S1N4_URSAM
OG0011507	sp|Q14DH7|ACSS3_MOUSE	tr|A0A452QE20|A0A452QE20_URSAM
OG0011508	sp|Q3UP38|EFC4B_MOUSE	tr|A0A452S6Y1|A0A452S6Y1_URSAM
OG0011509	sp|Q3UXL4|KIZ_MOUSE	tr|A0A452SI87|A0A452SI87_URSAM
OG0011510	sp|Q5BL07|PEX1_MOUSE	tr|A0A452QNW7|A0A452QNW7_URSAM
OG0011511	sp|Q5ND34|WDR81_MOUSE	tr|A0A452RL09|A0A452RL09_URSAM
OG0011512	sp|Q6PGC1|DHX29_MOUSE	tr|A0A452SCM5|A0A452SCM5_URSAM
OG0011513	sp|Q80UF9|OTOP3_MOUSE	tr|A0A452R3L9|A0A452R3L9_URSAM
OG0011514	tr|Q80V76|Q80V76_MOUSE	tr|A0A452RGK8|A0A452RGK8_URSAM
OG0011515	sp|Q80VM8|PNM8A_MOUSE	tr|A0A452QHE6|A0A452QHE6_URSAM
OG0011516	tr|Q8BFX2|Q8BFX2_MOUSE	tr|A0A452R6Q9|A0A452R6Q9_URSAM
OG0011517	sp|Q8BKA3|SRRM4_MOUSE	tr|A0A452RET6|A0A452RET6_URSAM
OG0011518	sp|Q8BM47|PKHM3_MOUSE	tr|A0A452R0E1|A0A452R0E1_URSAM
OG0011519	sp|Q8BWB6|STEA2_MOUSE	tr|A0A452QPC0|A0A452QPC0_URSAM
OG0011520	sp|Q8BYB9|PGLT1_MOUSE	tr|A0A452SN49|A0A452SN49_URSAM
OG0011521	sp|Q8K396|MND1_MOUSE	tr|A0A452RRW2|A0A452RRW2_URSAM
OG0011522	sp|Q8R2S1|RPKL1_MOUSE	tr|A0A452RE99|A0A452RE99_URSAM
OG0011523	sp|Q8R4P9|MRP7_MOUSE	tr|A0A452SLR7|A0A452SLR7_URSAM
OG0011524	sp|Q9CPX7|RT16_MOUSE	tr|A0A452QKQ6|A0A452QKQ6_URSAM
OG0011525	sp|Q9CQP0|RM33_MOUSE	tr|A0A452QZI1|A0A452QZI1_URSAM
OG0011526	sp|Q9CT10|RANB3_MOUSE	tr|A0A452SAX1|A0A452SAX1_URSAM
OG0011527	sp|Q9CX60|LBH_MOUSE	tr|A0A452QP88|A0A452QP88_URSAM
OG0011528	sp|Q9CZT5|VASN_MOUSE	tr|A0A452QMB4|A0A452QMB4_URSAM
OG0011529	sp|Q9D0C4|TRM5_MOUSE	tr|A0A452SD50|A0A452SD50_URSAM
OG0011530	sp|Q9D2Q8|S10AE_MOUSE	tr|A0A452QG94|A0A452QG94_URSAM
OG0011531	sp|Q9D3J8|AMTN_MOUSE	tr|A0A452S2A6|A0A452S2A6_URSAM
OG0011532	sp|Q9D6M3|GHC1_MOUSE	tr|A0A452S8Z0|A0A452S8Z0_URSAM
OG0011533	sp|Q9D8V0|HM13_MOUSE	tr|A0A452SDT3|A0A452SDT3_URSAM
OG0011534	sp|Q9JHE7|TSSC4_MOUSE	tr|A0A452SG18|A0A452SG18_URSAM
OG0011535	sp|Q9JHH6|CBPB2_MOUSE	tr|A0A452RPA4|A0A452RPA4_URSAM
OG0011536	sp|Q9JI59|JAM2_MOUSE	tr|A0A452QNJ7|A0A452QNJ7_URSAM
OG0011537	sp|Q9JLK7|CABP1_MOUSE	tr|A0A452RGI8|A0A452RGI8_URSAM
OG0011538	sp|Q9WV98|TIM9_MOUSE	tr|A0A452QVD6|A0A452QVD6_URSAM
OG0011539	sp|Q9Z0S9|PRAF1_MOUSE	tr|A0A452SF38|A0A452SF38_URSAM
OG0011540	sp|A2AKG8|FOCAD_MOUSE	tr|A0A452QZN3|A0A452QZN3_URSAM
OG0011541	sp|A2AKM2|HACD4_MOUSE	tr|A0A452QZW3|A0A452QZW3_URSAM
OG0011542	sp|A3KMN5|LARGN_MOUSE	tr|A0A452R344|A0A452R344_URSAM
OG0011543	sp|B2RU40|PRRT4_MOUSE	tr|A0A452QS72|A0A452QS72_URSAM
OG0011544	tr|E9Q550|E9Q550_MOUSE	tr|A0A452STA1|A0A452STA1_URSAM
OG0011545	sp|O08762|NETR_MOUSE	tr|A0A452ST31|A0A452ST31_URSAM
OG0011546	sp|O08934|UNC4_MOUSE	tr|A0A452QHU1|A0A452QHU1_URSAM
OG0011547	sp|O35075|VP26C_MOUSE	tr|A0A452RYQ1|A0A452RYQ1_URSAM
OG0011548	sp|O70251|EF1B_MOUSE	tr|A0A452SPT8|A0A452SPT8_URSAM
OG0011549	sp|O88573|AFF1_MOUSE	tr|A0A452QC38|A0A452QC38_URSAM
OG0011550	sp|P16294|FA9_MOUSE	tr|A0A452QY74|A0A452QY74_URSAM
OG0011551	sp|P21841|PSPC_MOUSE	tr|A0A452QD91|A0A452QD91_URSAM
OG0011552	sp|P50247|SAHH_MOUSE	tr|A0A452QRL7|A0A452QRL7_URSAM
OG0011553	sp|P50462|CSRP3_MOUSE	tr|A0A452QPF9|A0A452QPF9_URSAM
OG0011554	sp|P70429|EVL_MOUSE	tr|A0A452R165|A0A452R165_URSAM
OG0011555	sp|P97436|NKX31_MOUSE	tr|A0A452QIK3|A0A452QIK3_URSAM
OG0011556	sp|Q04646|ATNG_MOUSE	tr|A0A452QGD3|A0A452QGD3_URSAM
OG0011557	sp|Q07646|MEST_MOUSE	tr|A0A452QAE8|A0A452QAE8_URSAM
OG0011558	sp|Q3TAS6|EMC10_MOUSE	tr|A0A452RFS6|A0A452RFS6_URSAM
OG0011559	sp|Q3U308|CTU2_MOUSE	tr|A0A452S1I1|A0A452S1I1_URSAM
OG0011560	sp|Q3U487|HECD3_MOUSE	tr|A0A452RPX4|A0A452RPX4_URSAM
OG0011561	sp|Q3UZD5|PRDM6_MOUSE	tr|A0A452STT7|A0A452STT7_URSAM
OG0011562	sp|Q5DRQ8|FCRLB_MOUSE	tr|A0A452QED7|A0A452QED7_URSAM
OG0011563	sp|Q5F293|ZBTB4_MOUSE	tr|A0A452RIC2|A0A452RIC2_URSAM
OG0011564	sp|Q61140|BCAR1_MOUSE	tr|A0A452RSJ6|A0A452RSJ6_URSAM
OG0011565	sp|Q6NSQ7|LTV1_MOUSE	tr|A0A452SSV2|A0A452SSV2_URSAM
OG0011566	sp|Q6PGF3|MED16_MOUSE	tr|A0A452QML6|A0A452QML6_URSAM
OG0011567	tr|Q6UAH0|Q6UAH0_MOUSE	tr|A0A452S5E0|A0A452S5E0_URSAM
OG0011568	sp|Q7TQP2|GP135_MOUSE	tr|A0A452QKM4|A0A452QKM4_URSAM
OG0011569	sp|Q810N6|ANR45_MOUSE	tr|A0A452RZI6|A0A452RZI6_URSAM
OG0011570	sp|Q811F1|ZBT41_MOUSE	tr|A0A452RW87|A0A452RW87_URSAM
OG0011571	sp|Q8BG19|TMTC4_MOUSE	tr|A0A452RYB6|A0A452RYB6_URSAM
OG0011572	sp|Q8C006|TRI35_MOUSE	tr|A0A452SPM7|A0A452SPM7_URSAM
OG0011573	sp|Q8C1B1|CAMP2_MOUSE	tr|A0A452RKU3|A0A452RKU3_URSAM
OG0011574	sp|Q8K2W9|CN093_MOUSE	tr|A0A452QXB3|A0A452QXB3_URSAM
OG0011575	sp|Q8K443|RGS13_MOUSE	tr|A0A452RDN5|A0A452RDN5_URSAM
OG0011576	sp|Q8R138|TM119_MOUSE	tr|A0A452SFA6|A0A452SFA6_URSAM
OG0011577	sp|Q91VC9|GHITM_MOUSE	tr|A0A452QRP5|A0A452QRP5_URSAM
OG0011578	sp|Q91VT1|NSE2_MOUSE	tr|A0A452RVE6|A0A452RVE6_URSAM
OG0011579	sp|Q91W34|RUSF1_MOUSE	tr|A0A452RFN3|A0A452RFN3_URSAM
OG0011580	sp|Q920D7|SG3A1_MOUSE	tr|A0A452QIV0|A0A452QIV0_URSAM
OG0011581	sp|Q921N6|DDX27_MOUSE	tr|A0A452SLP3|A0A452SLP3_URSAM
OG0011582	sp|Q99PM9|UCK2_MOUSE	tr|A0A452REK5|A0A452REK5_URSAM
OG0011583	sp|Q9CQE8|RTRAF_MOUSE	tr|A0A452SPQ4|A0A452SPQ4_URSAM
OG0011584	sp|Q9CR55|CP087_MOUSE	tr|A0A452QZD1|A0A452QZD1_URSAM
OG0011585	sp|Q9CR83|RBM18_MOUSE	tr|A0A452RH23|A0A452RH23_URSAM
OG0011586	sp|Q9D172|GAL3A_MOUSE	tr|A0A452RZF3|A0A452RZF3_URSAM
OG0011587	sp|Q9D404|OXSM_MOUSE	tr|A0A452R483|A0A452R483_URSAM
OG0011588	sp|Q9D850|TMM68_MOUSE	tr|A0A452SUC4|A0A452SUC4_URSAM
OG0011589	sp|Q9DC71|RT15_MOUSE	tr|A0A452S2D7|A0A452S2D7_URSAM
OG0011590	sp|Q9DCS2|MTL26_MOUSE	tr|A0A452S019|A0A452S019_URSAM
OG0011591	sp|Q9DD03|RAB13_MOUSE	tr|A0A452SH85|A0A452SH85_URSAM
OG0011592	sp|Q9ES03|TBX20_MOUSE	tr|A0A452S173|A0A452S173_URSAM
OG0011593	sp|Q9JJF2|SPAG4_MOUSE	tr|A0A452QVA7|A0A452QVA7_URSAM
OG0011594	sp|Q9QY42|GPR37_MOUSE	tr|A0A452R4E9|A0A452R4E9_URSAM
OG0011595	sp|Q9WTM4|NF2L3_MOUSE	tr|A0A452SM26|A0A452SM26_URSAM
OG0011596	sp|Q9WUH1|TM115_MOUSE	tr|A0A452SWL8|A0A452SWL8_URSAM
OG0011597	sp|Q9WV74|ASB1_MOUSE	tr|A0A452R4H9|A0A452R4H9_URSAM
OG0011598	sp|Q9WVM3|APC7_MOUSE	tr|A0A452R5J8|A0A452R5J8_URSAM
OG0011599	tr|B2KF50|B2KF50_MOUSE	tr|A0A452RG49|A0A452RG49_URSAM
OG0011600	tr|E9Q238|E9Q238_MOUSE	tr|A0A452S7W2|A0A452S7W2_URSAM
OG0011601	sp|O08842|GFRA2_MOUSE	tr|A0A452R4P6|A0A452R4P6_URSAM
OG0011602	sp|O35536|TFPI2_MOUSE	tr|A0A452QA71|A0A452QA71_URSAM
OG0011603	sp|O35648|CETN3_MOUSE	tr|A0A452QT38|A0A452QT38_URSAM
OG0011604	sp|O54918|B2L11_MOUSE	tr|A0A452SBG5|A0A452SBG5_URSAM
OG0011605	sp|O55091|IMPCT_MOUSE	tr|A0A452R8R1|A0A452R8R1_URSAM
OG0011606	sp|P41149|MC5R_MOUSE	tr|A0A452QDM1|A0A452QDM1_URSAM
OG0011607	sp|P42586|NKX22_MOUSE	tr|A0A452SJ29|A0A452SJ29_URSAM
OG0011608	sp|P49070|CAMLG_MOUSE	tr|A0A452RSQ6|A0A452RSQ6_URSAM
OG0011609	sp|P59999|ARPC4_MOUSE	tr|A0A452R6F0|A0A452R6F0_URSAM
OG0011610	sp|Q07133|H1T_MOUSE	tr|A0A452RNM7|A0A452RNM7_URSAM
OG0011611	sp|Q3UNH4|GRIN1_MOUSE	tr|A0A452S8R7|A0A452S8R7_URSAM
OG0011612	sp|Q3UQU0|BRD9_MOUSE	tr|A0A452RJ39|A0A452RJ39_URSAM
OG0011613	sp|Q5DTT2|PSD1_MOUSE	tr|A0A452QAG1|A0A452QAG1_URSAM
OG0011614	sp|Q5NBU8|XAF1_MOUSE	tr|A0A452S885|A0A452S885_URSAM
OG0011615	sp|Q5SWY8|SC5AA_MOUSE	tr|A0A452R914|A0A452R914_URSAM
OG0011616	sp|Q62082|MYL10_MOUSE	tr|A0A452SRD3|A0A452SRD3_URSAM
OG0011617	sp|Q6PDZ2|TAF1C_MOUSE	tr|A0A452QLA9|A0A452QLA9_URSAM
OG0011618	sp|Q76LS9|MINY1_MOUSE	tr|A0A452STL9|A0A452STL9_URSAM
OG0011619	sp|Q78IS1|TMED3_MOUSE	tr|A0A452R0R0|A0A452R0R0_URSAM
OG0011620	sp|Q80ZN9|CX6B2_MOUSE	tr|A0A452RSX7|A0A452RSX7_URSAM
OG0011621	sp|Q8BFQ9|KLH42_MOUSE	tr|A0A452SJF2|A0A452SJF2_URSAM
OG0011622	sp|Q8BHZ5|CYREN_MOUSE	tr|A0A452SV24|A0A452SV24_URSAM
OG0011623	sp|Q8BIW1|PRUN1_MOUSE	tr|A0A452STP5|A0A452STP5_URSAM
OG0011624	sp|Q8BRH4|KMT2C_MOUSE	tr|A0A452S3N6|A0A452S3N6_URSAM
OG0011625	sp|Q8BVY0|RL1D1_MOUSE	tr|A0A452QJB3|A0A452QJB3_URSAM
OG0011626	sp|Q8BYC4|GPR20_MOUSE	tr|A0A452RRI8|A0A452RRI8_URSAM
OG0011627	sp|Q8C1W1|VASH1_MOUSE	tr|A0A452R8H2|A0A452R8H2_URSAM
OG0011628	sp|Q8C4X7|MNARL_MOUSE	tr|A0A452SME2|A0A452SME2_URSAM
OG0011629	sp|Q8C6E0|CFA36_MOUSE	tr|A0A452RWM6|A0A452RWM6_URSAM
OG0011630	sp|Q8CCM6|TIM21_MOUSE	tr|A0A452SR39|A0A452SR39_URSAM
OG0011631	sp|Q8CD26|S35E1_MOUSE	tr|A0A452RRL0|A0A452RRL0_URSAM
OG0011632	sp|Q8CG64|FKRP_MOUSE	tr|A0A452R4H3|A0A452R4H3_URSAM
OG0011633	sp|Q8CH19|CS2IP_MOUSE	tr|A0A452REB9|A0A452REB9_URSAM
OG0011634	sp|Q8CJ00|NOXA1_MOUSE	tr|A0A452RI45|A0A452RI45_URSAM
OG0011635	sp|Q8K136|SCNM1_MOUSE	tr|A0A452ST08|A0A452ST08_URSAM
OG0011636	sp|Q8K2R5|ZN668_MOUSE	tr|A0A452QXX6|A0A452QXX6_URSAM
OG0011637	sp|Q8K4R9|DLGP5_MOUSE	tr|A0A452RK13|A0A452RK13_URSAM
OG0011638	sp|Q99J85|NPTXR_MOUSE	tr|A0A452SHP1|A0A452SHP1_URSAM
OG0011639	sp|Q9CQ79|TXND9_MOUSE	tr|A0A452RKR6|A0A452RKR6_URSAM
OG0011640	sp|Q9CQQ0|SMIM8_MOUSE	tr|A0A452RD45|A0A452RD45_URSAM
OG0011641	sp|Q9CWY4|GEMI7_MOUSE	tr|A0A452SPU9|A0A452SPU9_URSAM
OG0011642	sp|Q9D2H9|DAAF1_MOUSE	tr|A0A452QLD2|A0A452QLD2_URSAM
OG0011643	sp|Q9DAA7|CA100_MOUSE	tr|A0A452R5Y5|A0A452R5Y5_URSAM
OG0011644	sp|Q9JJ11|TACC3_MOUSE	tr|A0A452RC66|A0A452RC66_URSAM
OG0011645	sp|Q9WV06|ANKR2_MOUSE	tr|A0A452R2W8|A0A452R2W8_URSAM
OG0011646	sp|A6X8Z5|RHG31_MOUSE	tr|A0A452SN00|A0A452SN00_URSAM
OG0011647	sp|B7ZCC9|AGRG4_MOUSE	tr|A0A452QD13|A0A452QD13_URSAM
OG0011648	sp|B9EJX3|VAFNB_MOUSE	tr|A0A452S5Z9|A0A452S5Z9_URSAM
OG0011649	tr|G3UWC3|G3UWC3_MOUSE	tr|A0A452SM90|A0A452SM90_URSAM
OG0011650	sp|O55040|NMUR1_MOUSE	tr|A0A452QBI7|A0A452QBI7_URSAM
OG0011651	sp|O55240|RDH5_MOUSE	tr|A0A452RHV6|A0A452RHV6_URSAM
OG0011652	sp|P00860|DCOR_MOUSE	tr|A0A452RD00|A0A452RD00_URSAM
OG0011653	sp|P0DMC4|ELA_MOUSE	tr|A0A452SW27|A0A452SW27_URSAM
OG0011654	sp|P20108|PRDX3_MOUSE	tr|A0A452R0F7|A0A452R0F7_URSAM
OG0011655	sp|P28231|CXB3_MOUSE	tr|A0A452RZW9|A0A452RZW9_URSAM
OG0011656	sp|P56375|ACYP2_MOUSE	tr|A0A452S4Z4|A0A452S4Z4_URSAM
OG0011657	sp|P84104|SRSF3_MOUSE	tr|A0A452RU64|A0A452RU64_URSAM
OG0011658	sp|P97297|ADML_MOUSE	tr|A0A452S5X9|A0A452S5X9_URSAM
OG0011659	sp|Q3UR97|SNX21_MOUSE	tr|A0A452R2Y2|A0A452R2Y2_URSAM
OG0011660	sp|Q3USH1|INSY2_MOUSE	tr|A0A452R210|A0A452R210_URSAM
OG0011661	sp|Q505D7|OPA3_MOUSE	tr|A0A452S276|A0A452S276_URSAM
OG0011662	sp|Q5SXI5|ZN496_MOUSE	tr|A0A452QI54|A0A452QI54_URSAM
OG0011663	sp|Q61133|GSTT2_MOUSE	tr|A0A452R4R8|A0A452R4R8_URSAM
OG0011664	sp|Q69ZQ2|ISY1_MOUSE	tr|A0A452RXB9|A0A452RXB9_URSAM
OG0011665	sp|Q6DIB5|MEG10_MOUSE	tr|A0A452QX89|A0A452QX89_URSAM
OG0011666	sp|Q6P5D3|DHX57_MOUSE	tr|A0A452SJV9|A0A452SJV9_URSAM
OG0011667	sp|Q6ZQA6|IGSF3_MOUSE	tr|A0A452QTR3|A0A452QTR3_URSAM
OG0011668	sp|Q78T81|F102A_MOUSE	tr|A0A452RNP5|A0A452RNP5_URSAM
OG0011669	sp|Q7TSG5|SH321_MOUSE	tr|A0A452RL51|A0A452RL51_URSAM
OG0011670	sp|Q8BHH2|RAB9B_MOUSE	tr|A0A452RVL3|A0A452RVL3_URSAM
OG0011671	sp|Q8BVM7|FACC1_MOUSE	tr|A0A452QR76|A0A452QR76_URSAM
OG0011672	sp|Q8BWZ3|NAA25_MOUSE	tr|A0A452QZM3|A0A452QZM3_URSAM
OG0011673	sp|Q8BY46|ZN574_MOUSE	tr|A0A452SF06|A0A452SF06_URSAM
OG0011674	sp|Q8BY87|UBP47_MOUSE	tr|A0A452QPE8|A0A452QPE8_URSAM
OG0011675	sp|Q8C033|ARHGA_MOUSE	tr|A0A452SKU4|A0A452SKU4_URSAM
OG0011676	sp|Q8C0F9|PRS35_MOUSE	tr|A0A452R6J2|A0A452R6J2_URSAM
OG0011677	sp|Q8CFF0|PAR11_MOUSE	tr|A0A452QNB4|A0A452QNB4_URSAM
OG0011678	sp|Q8K3J5|ZN131_MOUSE	tr|A0A452RYL1|A0A452RYL1_URSAM
OG0011679	sp|Q8QZR7|PDK1L_MOUSE	tr|A0A452SET3|A0A452SET3_URSAM
OG0011680	sp|Q8R016|BLMH_MOUSE	tr|A0A452RZN5|A0A452RZN5_URSAM
OG0011681	sp|Q8R139|S29A4_MOUSE	tr|A0A452RFV5|A0A452RFV5_URSAM
OG0011682	sp|Q8R368|DAAF4_MOUSE	tr|A0A452QLK9|A0A452QLK9_URSAM
OG0011683	sp|Q8R4V1|NFAM1_MOUSE	tr|A0A452RXN3|A0A452RXN3_URSAM
OG0011684	sp|Q8VDS4|RPR1A_MOUSE	tr|A0A452RQ99|A0A452RQ99_URSAM
OG0011685	sp|Q8VE37|RCC1_MOUSE	tr|A0A452QXY0|A0A452QXY0_URSAM
OG0011686	sp|Q8VHD6|GTR10_MOUSE	tr|A0A452S711|A0A452S711_URSAM
OG0011687	sp|Q91ZT8|ASB9_MOUSE	tr|A0A452SE46|A0A452SE46_URSAM
OG0011688	sp|Q921E2|RAB31_MOUSE	tr|A0A452Q8V3|A0A452Q8V3_URSAM
OG0011689	sp|Q99J36|THUM1_MOUSE	tr|A0A452QMQ8|A0A452QMQ8_URSAM
OG0011690	sp|Q99J99|THTM_MOUSE	tr|A0A452R2F1|A0A452R2F1_URSAM
OG0011691	sp|Q99LC8|EI2BA_MOUSE	tr|A0A452RAV9|A0A452RAV9_URSAM
OG0011692	sp|Q9CQH0|PDZ1I_MOUSE	tr|A0A452SNG0|A0A452SNG0_URSAM
OG0011693	sp|Q9CQT2|RBM7_MOUSE	tr|A0A452RY06|A0A452RY06_URSAM
OG0011694	sp|Q9CQY6|UQCC2_MOUSE	tr|A0A452QKE0|A0A452QKE0_URSAM
OG0011695	sp|Q9CR88|RT14_MOUSE	tr|A0A452RXY6|A0A452RXY6_URSAM
OG0011696	tr|Q9D140|Q9D140_MOUSE	tr|A0A452S8N1|A0A452S8N1_URSAM
OG0011697	sp|Q9D279|MISP_MOUSE	tr|A0A452RWS0|A0A452RWS0_URSAM
OG0011698	sp|Q9D706|RPAP3_MOUSE	tr|A0A452SS67|A0A452SS67_URSAM
OG0011699	sp|Q9DBN4|P33MX_MOUSE	tr|A0A452QKN5|A0A452QKN5_URSAM
OG0011700	sp|Q9DCV6|DELE1_MOUSE	tr|A0A452SH28|A0A452SH28_URSAM
OG0011701	sp|Q9EPR5|SORC2_MOUSE	tr|A0A452RGV0|A0A452RGV0_URSAM
OG0011702	sp|Q9QUI6|ACKR1_MOUSE	tr|A0A452SQQ4|A0A452SQQ4_URSAM
OG0011703	sp|Q9QZ49|UBXN8_MOUSE	tr|A0A452S672|A0A452S672_URSAM
OG0011704	sp|Q9Z1P7|KANK3_MOUSE	tr|A0A452S9I2|A0A452S9I2_URSAM
OG0011705	sp|B1AZ99|OTUD3_MOUSE	tr|A0A452R3L4|A0A452R3L4_URSAM
OG0011706	sp|E9Q7G0|NUMA1_MOUSE	tr|A0A452STC5|A0A452STC5_URSAM
OG0011707	sp|O70176|PACA_MOUSE	tr|A0A452RNM0|A0A452RNM0_URSAM
OG0011708	sp|O88338|CAD16_MOUSE	tr|A0A452QQG7|A0A452QQG7_URSAM
OG0011709	sp|O88495|MTR1L_MOUSE	tr|A0A452QF37|A0A452QF37_URSAM
OG0011710	sp|P09240|CCKN_MOUSE	tr|A0A452QRT4|A0A452QRT4_URSAM
OG0011711	sp|P09581|CSF1R_MOUSE	tr|A0A452SIC6|A0A452SIC6_URSAM
OG0011712	sp|P22091|TAL1_MOUSE	tr|A0A452QXC0|A0A452QXC0_URSAM
OG0011713	sp|P35564|CALX_MOUSE	tr|A0A452RA65|A0A452RA65_URSAM
OG0011714	sp|P37040|NCPR_MOUSE	tr|A0A452RBD3|A0A452RBD3_URSAM
OG0011715	sp|P43006|EAA2_MOUSE	tr|A0A452S6X9|A0A452S6X9_URSAM
OG0011716	sp|P56376|ACYP1_MOUSE	tr|A0A452RE45|A0A452RE45_URSAM
OG0011717	sp|P70396|DLX5_MOUSE	tr|A0A452SBB8|A0A452SBB8_URSAM
OG0011718	sp|Q07104|GDF3_MOUSE	tr|A0A452R7V0|A0A452R7V0_URSAM
OG0011719	sp|Q1A3B0|CERS3_MOUSE	tr|A0A452RPX6|A0A452RPX6_URSAM
OG0011720	sp|Q3T9Z9|ZUP1_MOUSE	tr|A0A452RB22|A0A452RB22_URSAM
