Orthogroup	Mus_musculus	Neotoma_lepida
OG0000008	tr|A2RTN7|A2RTN7_MOUSE, tr|E9Q8X3|E9Q8X3_MOUSE, tr|Q05A45|Q05A45_MOUSE, tr|Q8VET4|Q8VET4_MOUSE, tr|E9Q8M3|E9Q8M3_MOUSE, tr|F8VQB9|F8VQB9_MOUSE, tr|K7N5X7|K7N5X7_MOUSE, tr|E9PZU2|E9PZU2_MOUSE, tr|Q7TRM6|Q7TRM6_MOUSE, tr|Q8VGE8|Q8VGE8_MOUSE, tr|Q8VGE6|Q8VGE6_MOUSE, tr|Q8VGE5|Q8VGE5_MOUSE, tr|Q8VF48|Q8VF48_MOUSE, tr|Q7TQX8|Q7TQX8_MOUSE, tr|Q8VGE9|Q8VGE9_MOUSE, tr|Q7TQX5|Q7TQX5_MOUSE, tr|Q8VGE7|Q8VGE7_MOUSE, tr|Q8VF41|Q8VF41_MOUSE, tr|Q7TQY4|Q7TQY4_MOUSE, tr|Q7TQY1|Q7TQY1_MOUSE, tr|Q8VGG8|Q8VGG8_MOUSE, tr|Q7TQY2|Q7TQY2_MOUSE, tr|Q7TQY5|Q7TQY5_MOUSE, tr|Q7TQY6|Q7TQY6_MOUSE	tr|A0A1A6HTN7|A0A1A6HTN7_NEOLE
OG0000008	tr|A0A286YE47|A0A286YE47_MOUSE, tr|A0A1L1SVB5|A0A1L1SVB5_MOUSE, tr|A0A288CFY5|A0A288CFY5_MOUSE	tr|A0A1A6GCQ0|A0A1A6GCQ0_NEOLE
OG0000009	sp|P25444|RS2_MOUSE	tr|A0A1A6G4D6|A0A1A6G4D6_NEOLE, tr|A0A1A6H7M4|A0A1A6H7M4_NEOLE, tr|A0A1A6HMM3|A0A1A6HMM3_NEOLE, tr|A0A1A6GZE9|A0A1A6GZE9_NEOLE, tr|A0A1A6H6K0|A0A1A6H6K0_NEOLE, tr|A0A1A6GSF5|A0A1A6GSF5_NEOLE, tr|A0A1A6H078|A0A1A6H078_NEOLE, tr|A0A1A6HZ42|A0A1A6HZ42_NEOLE, tr|A0A1A6FVV1|A0A1A6FVV1_NEOLE, tr|A0A1A6H6Z7|A0A1A6H6Z7_NEOLE, tr|A0A1A6GHS1|A0A1A6GHS1_NEOLE, tr|A0A1A6HUC5|A0A1A6HUC5_NEOLE, tr|A0A1A6GZ38|A0A1A6GZ38_NEOLE, tr|A0A1A6GYX3|A0A1A6GYX3_NEOLE, tr|A0A1A6FSR5|A0A1A6FSR5_NEOLE, tr|A0A1A6GR97|A0A1A6GR97_NEOLE, tr|A0A1A6H3J5|A0A1A6H3J5_NEOLE, tr|A0A1A6H307|A0A1A6H307_NEOLE, tr|A0A1A6HNL7|A0A1A6HNL7_NEOLE, tr|A0A1A6H690|A0A1A6H690_NEOLE, tr|A0A1A6HQV3|A0A1A6HQV3_NEOLE, tr|A0A1A6HHY2|A0A1A6HHY2_NEOLE, tr|A0A1A6HRY9|A0A1A6HRY9_NEOLE, tr|A0A1A6GTZ0|A0A1A6GTZ0_NEOLE, tr|A0A1A6HQG7|A0A1A6HQG7_NEOLE, tr|A0A1A6H3H8|A0A1A6H3H8_NEOLE, tr|A0A1A6HK03|A0A1A6HK03_NEOLE, tr|A0A1A6HJM8|A0A1A6HJM8_NEOLE, tr|A0A1A6H1R9|A0A1A6H1R9_NEOLE, tr|A0A1A6HYN4|A0A1A6HYN4_NEOLE, tr|A0A1A6G1D7|A0A1A6G1D7_NEOLE, tr|A0A1A6GRH3|A0A1A6GRH3_NEOLE, tr|A0A1A6H1P6|A0A1A6H1P6_NEOLE, tr|A0A1A6GFB8|A0A1A6GFB8_NEOLE, tr|A0A1A6HLC3|A0A1A6HLC3_NEOLE, tr|A0A1A6H7T2|A0A1A6H7T2_NEOLE, tr|A0A1A6HLT3|A0A1A6HLT3_NEOLE, tr|A0A1A6FYI7|A0A1A6FYI7_NEOLE, tr|A0A1A6HGS0|A0A1A6HGS0_NEOLE, tr|A0A1A6H3W5|A0A1A6H3W5_NEOLE, tr|A0A1A6FU67|A0A1A6FU67_NEOLE, tr|A0A1A6HMP8|A0A1A6HMP8_NEOLE, tr|A0A1A6HJ56|A0A1A6HJ56_NEOLE, tr|A0A1A6HSK2|A0A1A6HSK2_NEOLE, tr|A0A1A6GSP5|A0A1A6GSP5_NEOLE, tr|A0A1A6GJJ7|A0A1A6GJJ7_NEOLE, tr|A0A1A6HZL8|A0A1A6HZL8_NEOLE, tr|A0A1A6GWK7|A0A1A6GWK7_NEOLE
OG0000011	tr|Q7TRF8|Q7TRF8_MOUSE	tr|A0A1A6FZ92|A0A1A6FZ92_NEOLE
OG0000011	tr|Q8VFF1|Q8VFF1_MOUSE, tr|Q8VFF2|Q8VFF2_MOUSE, tr|Q8VGX1|Q8VGX1_MOUSE, tr|Q8VFJ5|Q8VFJ5_MOUSE, tr|Q8VFJ3|Q8VFJ3_MOUSE, tr|Q8VFJ4|Q8VFJ4_MOUSE, tr|A0A1D5RMH6|A0A1D5RMH6_MOUSE, tr|Q8VET8|Q8VET8_MOUSE, tr|Q8VFF4|Q8VFF4_MOUSE, tr|Q8VFM8|Q8VFM8_MOUSE, tr|Q7TRG7|Q7TRG7_MOUSE, tr|Q7TRG0|Q7TRG0_MOUSE, tr|Q7TRG4|Q7TRG4_MOUSE, tr|Q8VFF6|Q8VFF6_MOUSE, tr|Q7TRG2|Q7TRG2_MOUSE, tr|A0A2I3BPT4|A0A2I3BPT4_MOUSE, tr|Q8VGG6|Q8VGG6_MOUSE, tr|Q7TRG8|Q7TRG8_MOUSE, tr|Q7TRG9|Q7TRG9_MOUSE, sp|Q7TRF3|OL867_MOUSE, tr|Q8VEY9|Q8VEY9_MOUSE, tr|E9PVX1|E9PVX1_MOUSE, tr|Q8VGG4|Q8VGG4_MOUSE, tr|Q7TRF0|Q7TRF0_MOUSE, tr|Q8VFJ1|Q8VFJ1_MOUSE, tr|Q7TRF5|Q7TRF5_MOUSE, tr|Q7TRF6|Q7TRF6_MOUSE, tr|A0A1L1SUS1|A0A1L1SUS1_MOUSE, tr|Q8VFF7|Q8VFF7_MOUSE, sp|Q0VAX9|OLF18_MOUSE, tr|E9PX82|E9PX82_MOUSE, tr|A0A2I3BRV7|A0A2I3BRV7_MOUSE, tr|E9PVW2|E9PVW2_MOUSE, tr|Q8VFI7|Q8VFI7_MOUSE, tr|Q8VFI8|Q8VFI8_MOUSE, tr|Q7TQU9|Q7TQU9_MOUSE, sp|Q60892|OLF8_MOUSE, tr|E9Q5G9|E9Q5G9_MOUSE, tr|Q8VGU8|Q8VGU8_MOUSE, tr|Q8VGX5|Q8VGX5_MOUSE, tr|Q8VGU6|Q8VGU6_MOUSE, tr|Q8VGU7|Q8VGU7_MOUSE, sp|Q9JHB2|OLF19_MOUSE, tr|Q7TQU8|Q7TQU8_MOUSE, tr|Q8VGB8|Q8VGB8_MOUSE	tr|A0A1A6H4N9|A0A1A6H4N9_NEOLE
OG0000012	tr|Q8BWE1|Q8BWE1_MOUSE	tr|A0A1A6G0Y6|A0A1A6G0Y6_NEOLE, tr|A0A1A6I084|A0A1A6I084_NEOLE
OG0000012	sp|Q8C0N0|SMKZ_MOUSE	tr|A0A1A6HC48|A0A1A6HC48_NEOLE, tr|A0A1A6H6B1|A0A1A6H6B1_NEOLE, tr|A0A1A6HET8|A0A1A6HET8_NEOLE, tr|A0A1A6GIF2|A0A1A6GIF2_NEOLE, tr|A0A1A6FT80|A0A1A6FT80_NEOLE, tr|A0A1A6HW83|A0A1A6HW83_NEOLE, tr|A0A1A6FSW9|A0A1A6FSW9_NEOLE, tr|A0A1A6GVL4|A0A1A6GVL4_NEOLE, tr|A0A1A6HRC6|A0A1A6HRC6_NEOLE, tr|A0A1A6HUD4|A0A1A6HUD4_NEOLE, tr|A0A1A6HVI3|A0A1A6HVI3_NEOLE, tr|A0A1A6HDW8|A0A1A6HDW8_NEOLE, tr|A0A1A6FZ79|A0A1A6FZ79_NEOLE
OG0000012	sp|Q8C0V7|SMKW_MOUSE	tr|A0A1A6GG87|A0A1A6GG87_NEOLE, tr|A0A1A6GUR7|A0A1A6GUR7_NEOLE, tr|A0A1A6GWC0|A0A1A6GWC0_NEOLE
OG0000013	tr|Q8VGP1|Q8VGP1_MOUSE, tr|Q8VGM7|Q8VGM7_MOUSE, tr|Q8VGM6|Q8VGM6_MOUSE, tr|A0A1L1SQJ6|A0A1L1SQJ6_MOUSE, tr|Q7TQZ6|Q7TQZ6_MOUSE, tr|Q8VFB1|Q8VFB1_MOUSE, tr|Q8VGM3|Q8VGM3_MOUSE, tr|Q7TQZ2|Q7TQZ2_MOUSE, tr|A0A1L1SSZ5|A0A1L1SSZ5_MOUSE, tr|A2AT78|A2AT78_MOUSE, tr|Q7TQZ3|Q7TQZ3_MOUSE, tr|L7MU51|L7MU51_MOUSE, tr|A2AUA2|A2AUA2_MOUSE, tr|Q8VF91|Q8VF91_MOUSE, tr|Q8VG73|Q8VG73_MOUSE, tr|Q8VG59|Q8VG59_MOUSE, tr|Q8VGM8|Q8VGM8_MOUSE, tr|A2AVK5|A2AVK5_MOUSE, tr|A0A2I3BQA3|A0A2I3BQA3_MOUSE, tr|F6XP16|F6XP16_MOUSE, tr|Q7TR16|Q7TR16_MOUSE, tr|Q8VGF5|Q8VGF5_MOUSE, tr|A2ATJ7|A2ATJ7_MOUSE, tr|A2ATJ9|A2ATJ9_MOUSE, tr|Q8VF94|Q8VF94_MOUSE, tr|Q3SXJ3|Q3SXJ3_MOUSE, tr|Q8VG21|Q8VG21_MOUSE, tr|A2AV11|A2AV11_MOUSE, tr|Q8VG58|Q8VG58_MOUSE, tr|Q8VEZ1|Q8VEZ1_MOUSE, tr|A2AUA4|A2AUA4_MOUSE, tr|Q9R0K2|Q9R0K2_MOUSE, sp|Q60878|OL140_MOUSE, tr|Q7TQZ8|Q7TQZ8_MOUSE, tr|A2AV10|A2AV10_MOUSE, tr|Q8VGN0|Q8VGN0_MOUSE, tr|Q8VGN4|Q8VGN4_MOUSE, tr|Q8VG63|Q8VG63_MOUSE, tr|Q8VFB0|Q8VFB0_MOUSE, tr|Q8VGN2|Q8VGN2_MOUSE, tr|Q8VGN9|Q8VGN9_MOUSE, tr|Q8VGN6|Q8VGN6_MOUSE, tr|Q8VGP0|Q8VGP0_MOUSE, tr|Q7TR10|Q7TR10_MOUSE, tr|Q8VF98|Q8VF98_MOUSE	tr|A0A1A6FZA4|A0A1A6FZA4_NEOLE
OG0000015	sp|Q8C0I1|ADAS_MOUSE	tr|A0A1A6HL37|A0A1A6HL37_NEOLE
OG0000015	sp|Q9Z1S8|GAB2_MOUSE	tr|A0A1A6H2A9|A0A1A6H2A9_NEOLE, tr|A0A1A6GEG2|A0A1A6GEG2_NEOLE, tr|A0A1A6FUS3|A0A1A6FUS3_NEOLE, tr|A0A1A6GBV0|A0A1A6GBV0_NEOLE, tr|A0A1A6HMV7|A0A1A6HMV7_NEOLE, tr|A0A1A6FVS9|A0A1A6FVS9_NEOLE, tr|A0A1A6GBM8|A0A1A6GBM8_NEOLE, tr|A0A1A6H4A0|A0A1A6H4A0_NEOLE, tr|A0A1A6GPR9|A0A1A6GPR9_NEOLE, tr|A0A1A6GNM1|A0A1A6GNM1_NEOLE, tr|A0A1A6H694|A0A1A6H694_NEOLE, tr|A0A1A6GM49|A0A1A6GM49_NEOLE, tr|A0A1A6H528|A0A1A6H528_NEOLE, tr|A0A1A6H7G7|A0A1A6H7G7_NEOLE, tr|A0A1A6HYQ4|A0A1A6HYQ4_NEOLE, tr|A0A1A6GWZ4|A0A1A6GWZ4_NEOLE, tr|A0A1A6HJA8|A0A1A6HJA8_NEOLE, tr|A0A1A6GW34|A0A1A6GW34_NEOLE, tr|A0A1A6H4N4|A0A1A6H4N4_NEOLE, tr|A0A1A6HYQ8|A0A1A6HYQ8_NEOLE, tr|A0A1A6HYY0|A0A1A6HYY0_NEOLE, tr|A0A1A6HY02|A0A1A6HY02_NEOLE, tr|A0A1A6H7S6|A0A1A6H7S6_NEOLE, tr|A0A1A6GP15|A0A1A6GP15_NEOLE, tr|A0A1A6H8Y7|A0A1A6H8Y7_NEOLE, tr|A0A1A6H7X9|A0A1A6H7X9_NEOLE, tr|A0A1A6HUH5|A0A1A6HUH5_NEOLE, tr|A0A1A6H029|A0A1A6H029_NEOLE, tr|A0A1A6G076|A0A1A6G076_NEOLE, tr|A0A1A6GZJ3|A0A1A6GZJ3_NEOLE, tr|A0A1A6FUS7|A0A1A6FUS7_NEOLE, tr|A0A1A6GVJ4|A0A1A6GVJ4_NEOLE, tr|A0A1A6GQC2|A0A1A6GQC2_NEOLE, tr|A0A1A6H0H8|A0A1A6H0H8_NEOLE, tr|A0A1A6FTF7|A0A1A6FTF7_NEOLE, tr|A0A1A6FZL9|A0A1A6FZL9_NEOLE, tr|A0A1A6GCX4|A0A1A6GCX4_NEOLE, tr|A0A1A6GCP8|A0A1A6GCP8_NEOLE, tr|A0A1A6H3A3|A0A1A6H3A3_NEOLE, tr|A0A1A6H408|A0A1A6H408_NEOLE
OG0000021	tr|K7N775|K7N775_MOUSE, tr|H3BKW5|H3BKW5_MOUSE, tr|K7N778|K7N778_MOUSE, tr|K7N688|K7N688_MOUSE, tr|Q8R2D8|Q8R2D8_MOUSE, tr|E9Q8T0|E9Q8T0_MOUSE, tr|Q8R2C7|Q8R2C7_MOUSE, tr|Q8R2C8|Q8R2C8_MOUSE, tr|Q8R2C9|Q8R2C9_MOUSE, tr|Q8R2C6|Q8R2C6_MOUSE, tr|Q8R2C2|Q8R2C2_MOUSE, tr|A2RST7|A2RST7_MOUSE, tr|W4VSP8|W4VSP8_MOUSE, tr|Q9EQ41|Q9EQ41_MOUSE, tr|G5E8G1|G5E8G1_MOUSE, tr|H3BJ46|H3BJ46_MOUSE, tr|G5E8I3|G5E8I3_MOUSE, tr|H3BLP0|H3BLP0_MOUSE, tr|Q8R2D2|Q8R2D2_MOUSE, tr|Q8R2D0|Q8R2D0_MOUSE, tr|Q8R2D1|Q8R2D1_MOUSE, tr|Q14C10|Q14C10_MOUSE, tr|Q8R2D3|Q8R2D3_MOUSE, tr|Q3SXA2|Q3SXA2_MOUSE, tr|Q8R2D4|Q8R2D4_MOUSE, tr|B2RQT2|B2RQT2_MOUSE, tr|Q8R2D9|Q8R2D9_MOUSE, tr|Q8R2D6|Q8R2D6_MOUSE, tr|Q8R2D7|Q8R2D7_MOUSE, tr|G3XA52|G3XA52_MOUSE, tr|Q8R2E2|Q8R2E2_MOUSE, tr|Q8R2E0|Q8R2E0_MOUSE, tr|G3UWE6|G3UWE6_MOUSE, tr|Q8R2E1|Q8R2E1_MOUSE, tr|Q8R2E3|Q8R2E3_MOUSE, tr|Q8R2E4|Q8R2E4_MOUSE	tr|A0A1A6H1M8|A0A1A6H1M8_NEOLE
OG0000022	tr|Q91Y09|Q91Y09_MOUSE	tr|A0A1A6HCW3|A0A1A6HCW3_NEOLE
OG0000022	tr|Q91XW9|Q91XW9_MOUSE, tr|Q91XX0|Q91XX0_MOUSE, tr|Q91XX1|Q91XX1_MOUSE, tr|Q91XY9|Q91XY9_MOUSE, tr|Q91XX9|Q91XX9_MOUSE, tr|Q91XY0|Q91XY0_MOUSE, tr|Q91XY2|Q91XY2_MOUSE, tr|Q6DD96|Q6DD96_MOUSE, tr|Q91XY5|Q91XY5_MOUSE, tr|Q91XY6|Q91XY6_MOUSE, tr|Q91XZ0|Q91XZ0_MOUSE, tr|Q91XY3|Q91XY3_MOUSE, tr|Q91XY7|Q91XY7_MOUSE, tr|Q91XY8|Q91XY8_MOUSE, sp|Q91XY4|PCDG4_MOUSE, tr|Q91XX7|Q91XX7_MOUSE, tr|Q91XX8|Q91XX8_MOUSE, tr|Q91XX4|Q91XX4_MOUSE, tr|Q91XX3|Q91XX3_MOUSE, tr|Q91XX6|Q91XX6_MOUSE, tr|Q91XX5|Q91XX5_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|Q91Y13|PCDA7_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, sp|Q91Y11|PCDA9_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y10|Q91Y10_MOUSE	tr|A0A1A6HEQ2|A0A1A6HEQ2_NEOLE
OG0000024	tr|A0A140T8P5|A0A140T8P5_MOUSE	tr|A0A1A6GLC1|A0A1A6GLC1_NEOLE, tr|A0A1A6GJS5|A0A1A6GJS5_NEOLE, tr|A0A1A6GKX4|A0A1A6GKX4_NEOLE, tr|A0A1A6GMF5|A0A1A6GMF5_NEOLE, tr|A0A1A6H4D0|A0A1A6H4D0_NEOLE, tr|A0A1A6FUB9|A0A1A6FUB9_NEOLE, tr|A0A1A6HPC5|A0A1A6HPC5_NEOLE, tr|A0A1A6FST9|A0A1A6FST9_NEOLE, tr|A0A1A6HQ26|A0A1A6HQ26_NEOLE, tr|A0A1A6GZ40|A0A1A6GZ40_NEOLE, tr|A0A1A6GVJ5|A0A1A6GVJ5_NEOLE, tr|A0A1A6HPD0|A0A1A6HPD0_NEOLE, tr|A0A1A6HME3|A0A1A6HME3_NEOLE, tr|A0A1A6HQV1|A0A1A6HQV1_NEOLE, tr|A0A1A6HNS8|A0A1A6HNS8_NEOLE, tr|A0A1A6FTW1|A0A1A6FTW1_NEOLE, tr|A0A1A6GKW9|A0A1A6GKW9_NEOLE, tr|A0A1A6FV73|A0A1A6FV73_NEOLE, tr|A0A1A6HWT2|A0A1A6HWT2_NEOLE, tr|A0A1A6GLC6|A0A1A6GLC6_NEOLE, tr|A0A1A6GJY5|A0A1A6GJY5_NEOLE, tr|A0A1A6GME9|A0A1A6GME9_NEOLE, tr|A0A1A6GZI0|A0A1A6GZI0_NEOLE, tr|A0A1A6HVC1|A0A1A6HVC1_NEOLE, tr|A0A1A6GTZ8|A0A1A6GTZ8_NEOLE, tr|A0A1A6GJS1|A0A1A6GJS1_NEOLE, tr|A0A1A6HPB6|A0A1A6HPB6_NEOLE, tr|A0A1A6HVH9|A0A1A6HVH9_NEOLE, tr|A0A1A6GEJ7|A0A1A6GEJ7_NEOLE, tr|A0A1A6GUA7|A0A1A6GUA7_NEOLE, tr|A0A1A6HBH3|A0A1A6HBH3_NEOLE, tr|A0A1A6GNH3|A0A1A6GNH3_NEOLE, tr|A0A1A6HW96|A0A1A6HW96_NEOLE, tr|A0A1A6GZW1|A0A1A6GZW1_NEOLE, tr|A0A1A6GEA6|A0A1A6GEA6_NEOLE
OG0000025	sp|P01896|HA1Z_MOUSE	tr|A0A1A6GD23|A0A1A6GD23_NEOLE, tr|A0A1A6H7L9|A0A1A6H7L9_NEOLE, tr|A0A1A6HNX9|A0A1A6HNX9_NEOLE, tr|A0A1A6HAE5|A0A1A6HAE5_NEOLE, tr|A0A1A6GCQ5|A0A1A6GCQ5_NEOLE, tr|A0A1A6H9Q6|A0A1A6H9Q6_NEOLE, tr|A0A1A6GDS0|A0A1A6GDS0_NEOLE, tr|A0A1A6H4T9|A0A1A6H4T9_NEOLE, tr|A0A1A6H8F8|A0A1A6H8F8_NEOLE, tr|A0A1A6GDS4|A0A1A6GDS4_NEOLE, tr|A0A1A6H591|A0A1A6H591_NEOLE, tr|A0A1A6HBP1|A0A1A6HBP1_NEOLE, tr|A0A1A6HCQ4|A0A1A6HCQ4_NEOLE, tr|A0A1A6G1H7|A0A1A6G1H7_NEOLE, tr|A0A1A6GS46|A0A1A6GS46_NEOLE, tr|A0A1A6HNA3|A0A1A6HNA3_NEOLE, tr|A0A1A6G0I2|A0A1A6G0I2_NEOLE, tr|A0A1A6G0K4|A0A1A6G0K4_NEOLE, tr|A0A1A6HMR7|A0A1A6HMR7_NEOLE, tr|A0A1A6FSZ8|A0A1A6FSZ8_NEOLE, tr|A0A1A6HWG3|A0A1A6HWG3_NEOLE, tr|A0A1A6FVD1|A0A1A6FVD1_NEOLE, tr|A0A1A6G1I2|A0A1A6G1I2_NEOLE, tr|A0A1A6H0G0|A0A1A6H0G0_NEOLE, tr|A0A1A6HHY4|A0A1A6HHY4_NEOLE, tr|A0A1A6G0I7|A0A1A6G0I7_NEOLE, tr|A0A1A6H4H8|A0A1A6H4H8_NEOLE, tr|A0A1A6GDH9|A0A1A6GDH9_NEOLE, tr|A0A1A6G0P3|A0A1A6G0P3_NEOLE, tr|A0A1A6HAE8|A0A1A6HAE8_NEOLE, tr|A0A1A6GVM2|A0A1A6GVM2_NEOLE, tr|A0A1A6G2W0|A0A1A6G2W0_NEOLE, tr|A0A1A6H1Q4|A0A1A6H1Q4_NEOLE, tr|A0A1A6HD55|A0A1A6HD55_NEOLE, tr|A0A1A6H045|A0A1A6H045_NEOLE
OG0000026	tr|A0A075B5K0|A0A075B5K0_MOUSE	tr|A0A1A6GCX3|A0A1A6GCX3_NEOLE
OG0000026	tr|A0A075B5M8|A0A075B5M8_MOUSE	tr|A0A1A6HP33|A0A1A6HP33_NEOLE, tr|A0A1A6HNN5|A0A1A6HNN5_NEOLE, tr|A0A1A6G4K9|A0A1A6G4K9_NEOLE, tr|A0A1A6H0H0|A0A1A6H0H0_NEOLE, tr|A0A1A6H2P5|A0A1A6H2P5_NEOLE, tr|A0A1A6HPZ1|A0A1A6HPZ1_NEOLE, tr|A0A1A6HN70|A0A1A6HN70_NEOLE, tr|A0A1A6GV82|A0A1A6GV82_NEOLE, tr|A0A1A6HNZ4|A0A1A6HNZ4_NEOLE, tr|A0A1A6GT40|A0A1A6GT40_NEOLE, tr|A0A1A6GE03|A0A1A6GE03_NEOLE, tr|A0A1A6GU32|A0A1A6GU32_NEOLE, tr|A0A1A6HQQ5|A0A1A6HQQ5_NEOLE, tr|A0A1A6GWW2|A0A1A6GWW2_NEOLE, tr|A0A1A6H4R0|A0A1A6H4R0_NEOLE, tr|A0A1A6HP88|A0A1A6HP88_NEOLE, tr|A0A1A6HBQ7|A0A1A6HBQ7_NEOLE, tr|A0A1A6H0U9|A0A1A6H0U9_NEOLE, tr|A0A1A6HP74|A0A1A6HP74_NEOLE, tr|A0A1A6GNL6|A0A1A6GNL6_NEOLE, tr|A0A1A6HPW9|A0A1A6HPW9_NEOLE, tr|A0A1A6GYI2|A0A1A6GYI2_NEOLE, tr|A0A1A6GBZ2|A0A1A6GBZ2_NEOLE, tr|A0A1A6H235|A0A1A6H235_NEOLE, tr|A0A1A6GN51|A0A1A6GN51_NEOLE, tr|A0A1A6FSP5|A0A1A6FSP5_NEOLE, tr|A0A1A6G0U5|A0A1A6G0U5_NEOLE, tr|A0A1A6HHA3|A0A1A6HHA3_NEOLE, tr|A0A1A6FYK8|A0A1A6FYK8_NEOLE, tr|A0A1A6GQU7|A0A1A6GQU7_NEOLE, tr|A0A1A6HUT7|A0A1A6HUT7_NEOLE, tr|A0A1A6H7D2|A0A1A6H7D2_NEOLE
OG0000028	sp|Q8VGS3|O1019_MOUSE, tr|Q7TR55|Q7TR55_MOUSE, tr|Q8VFQ7|Q8VFQ7_MOUSE, tr|Q7TR40|Q7TR40_MOUSE, tr|Q0VBI4|Q0VBI4_MOUSE, tr|Q7TR39|Q7TR39_MOUSE, tr|Q7TR42|Q7TR42_MOUSE, tr|Q8VFQ9|Q8VFQ9_MOUSE, tr|A2AVC0|A2AVC0_MOUSE, tr|Q7TR34|Q7TR34_MOUSE, tr|Q8VG97|Q8VG97_MOUSE, tr|Q8VFQ8|Q8VFQ8_MOUSE, tr|Q7TR48|Q7TR48_MOUSE, tr|Q7TR45|Q7TR45_MOUSE, tr|Q8VEU8|Q8VEU8_MOUSE, tr|Q7TR43|Q7TR43_MOUSE, tr|Q7TR44|Q7TR44_MOUSE, tr|Q7TR47|Q7TR47_MOUSE, sp|Q8VFK7|O1020_MOUSE, tr|Q8VET1|Q8VET1_MOUSE, tr|Q7TRK1|Q7TRK1_MOUSE, tr|A2RT31|A2RT31_MOUSE, tr|L7MU57|L7MU57_MOUSE, tr|A2AVT0|A2AVT0_MOUSE, tr|A2BHP7|A2BHP7_MOUSE, tr|G3X9L8|G3X9L8_MOUSE, sp|Q8VGR8|O1052_MOUSE, tr|Q7TR57|Q7TR57_MOUSE, tr|A2AT96|A2AT96_MOUSE, tr|Q7TS20|Q7TS20_MOUSE, tr|Q8VG38|Q8VG38_MOUSE, tr|A2AVB8|A2AVB8_MOUSE	tr|A0A1A6GPX8|A0A1A6GPX8_NEOLE
OG0000031	sp|A2A9R3|MAGB4_MOUSE	tr|A0A1A6GJL9|A0A1A6GJL9_NEOLE, tr|A0A1A6H6D7|A0A1A6H6D7_NEOLE
OG0000031	tr|A2AHM1|A2AHM1_MOUSE	tr|A0A1A6H512|A0A1A6H512_NEOLE, tr|A0A1A6H489|A0A1A6H489_NEOLE, tr|A0A1A6GIG6|A0A1A6GIG6_NEOLE, tr|A0A1A6H9J7|A0A1A6H9J7_NEOLE, tr|A0A1A6GB02|A0A1A6GB02_NEOLE, tr|A0A1A6GEA5|A0A1A6GEA5_NEOLE, tr|A0A1A6GC30|A0A1A6GC30_NEOLE, tr|A0A1A6H7V8|A0A1A6H7V8_NEOLE, tr|A0A1A6GEY8|A0A1A6GEY8_NEOLE, tr|A0A1A6HVB3|A0A1A6HVB3_NEOLE, tr|A0A1A6FUS4|A0A1A6FUS4_NEOLE, tr|A0A1A6GZ39|A0A1A6GZ39_NEOLE, tr|A0A1A6HRP5|A0A1A6HRP5_NEOLE, tr|A0A1A6FYA7|A0A1A6FYA7_NEOLE, tr|A0A1A6HU17|A0A1A6HU17_NEOLE, tr|A0A1A6HAU9|A0A1A6HAU9_NEOLE, tr|A0A1A6HWT1|A0A1A6HWT1_NEOLE, tr|A0A1A6GD98|A0A1A6GD98_NEOLE, tr|A0A1A6H1J4|A0A1A6H1J4_NEOLE, tr|A0A1A6FTP0|A0A1A6FTP0_NEOLE, tr|A0A1A6HDR6|A0A1A6HDR6_NEOLE, tr|A0A1A6GRZ0|A0A1A6GRZ0_NEOLE, tr|A0A1A6H9N6|A0A1A6H9N6_NEOLE, tr|A0A1A6FWM7|A0A1A6FWM7_NEOLE, tr|A0A1A6GT91|A0A1A6GT91_NEOLE, tr|A0A1A6H7P1|A0A1A6H7P1_NEOLE, tr|A0A1A6H6U2|A0A1A6H6U2_NEOLE, tr|A0A1A6H755|A0A1A6H755_NEOLE
