Orthogroup	Mus_musculus	Jaculus_jaculus
OG0009695	sp|Q6A009|LTN1_MOUSE	tr|A0A8C5KES8|A0A8C5KES8_JACJA
OG0009696	sp|Q61835|FXYD3_MOUSE	tr|A0A8C5KHF8|A0A8C5KHF8_JACJA
OG0009697	sp|P37889|FBLN2_MOUSE	tr|A0A8C5KIR4|A0A8C5KIR4_JACJA
OG0009698	sp|Q8BM85|TBCK_MOUSE	tr|A0A8C5KJH8|A0A8C5KJH8_JACJA
OG0009699	sp|Q9DB75|CDIP1_MOUSE	tr|A0A8C5KKI3|A0A8C5KKI3_JACJA
OG0009700	sp|Q8R459|IL1FA_MOUSE	tr|A0A8C5KKR9|A0A8C5KKR9_JACJA
OG0009701	sp|Q0VBV7|CE126_MOUSE	tr|A0A8C5KN59|A0A8C5KN59_JACJA
OG0009702	sp|Q5RJI4|PKDCC_MOUSE	tr|A0A8C5KNY8|A0A8C5KNY8_JACJA
OG0009703	sp|Q8VCH7|RDH10_MOUSE	tr|A0A8C5KPR8|A0A8C5KPR8_JACJA
OG0009704	sp|Q91WD5|NDUS2_MOUSE	tr|A0A8C5KPZ1|A0A8C5KPZ1_JACJA
OG0009705	sp|Q52KB6|C2CD3_MOUSE	tr|A0A8C5KQU8|A0A8C5KQU8_JACJA
OG0009706	sp|Q8JZP9|GA2L1_MOUSE	tr|A0A8C5KRQ4|A0A8C5KRQ4_JACJA
OG0009707	sp|Q61464|ZN638_MOUSE	tr|A0A8C5KSL9|A0A8C5KSL9_JACJA
OG0009708	tr|E9PWW9|E9PWW9_MOUSE	tr|A0A8C5KSQ5|A0A8C5KSQ5_JACJA
OG0009709	sp|Q3TZX8|NOL9_MOUSE	tr|A0A8C5KU06|A0A8C5KU06_JACJA
OG0009710	sp|Q8BP47|SYNC_MOUSE	tr|A0A8C5KXQ5|A0A8C5KXQ5_JACJA
OG0009711	sp|P04918|SAA3_MOUSE	tr|A0A8C5KXT5|A0A8C5KXT5_JACJA
OG0009712	sp|Q9D0N7|CAF1B_MOUSE	tr|A0A8C5KY45|A0A8C5KY45_JACJA
OG0009713	sp|Q9Z1P8|ANGL4_MOUSE	tr|A0A8C5KYM3|A0A8C5KYM3_JACJA
OG0009714	sp|Q6ZPR5|NSMA3_MOUSE	tr|A0A8C5L4D5|A0A8C5L4D5_JACJA
OG0009715	sp|Q9D3F7|DDIT4_MOUSE	tr|A0A8C5L607|A0A8C5L607_JACJA
OG0009716	sp|Q9D4Q1|RIBC2_MOUSE	tr|A0A8C5L723|A0A8C5L723_JACJA
OG0009717	sp|Q925N2|SFXN2_MOUSE	tr|A0A8C5L8I5|A0A8C5L8I5_JACJA
OG0009718	sp|Q03347|RUNX1_MOUSE	tr|A0A8C5L8L7|A0A8C5L8L7_JACJA
OG0009719	sp|A2A825|CPLN2_MOUSE	tr|A0A8C5L8Y5|A0A8C5L8Y5_JACJA
OG0009720	sp|O35245|PKD2_MOUSE	tr|A0A8C5LFT6|A0A8C5LFT6_JACJA
OG0009721	sp|Q8VCY8|PLPR2_MOUSE	tr|A0A8C5NUU3|A0A8C5NUU3_JACJA
OG0009722	sp|Q9DAM1|LRC34_MOUSE	tr|A0A8C5NV01|A0A8C5NV01_JACJA
OG0009723	sp|Q6ZWM4|LSM8_MOUSE	tr|A0A8C5NVX6|A0A8C5NVX6_JACJA
OG0009724	sp|Q6PDZ2|TAF1C_MOUSE	tr|A0A8C5NX64|A0A8C5NX64_JACJA
OG0009725	sp|Q9R257|HEBP1_MOUSE	tr|A0A8C5P040|A0A8C5P040_JACJA
OG0009726	sp|Q7TPD2|F185A_MOUSE	tr|A0A8C5P1L9|A0A8C5P1L9_JACJA
OG0009727	sp|Q9Z2A9|GGT5_MOUSE	tr|A0A8C5P1X7|A0A8C5P1X7_JACJA
OG0009728	sp|Q9Z0Z7|KLF5_MOUSE	tr|A0A8C5P2K3|A0A8C5P2K3_JACJA
OG0009729	sp|Q99PN3|TRI26_MOUSE	tr|A0A8C5P3S4|A0A8C5P3S4_JACJA
OG0009730	sp|Q99P31|HPBP1_MOUSE	tr|A0A8C5P3S9|A0A8C5P3S9_JACJA
OG0009731	sp|Q9CYH2|PXL2A_MOUSE	tr|A0A8C5P455|A0A8C5P455_JACJA
OG0009732	sp|B9EJ86|OSBL8_MOUSE	tr|A0A8C5P5N7|A0A8C5P5N7_JACJA
OG0009733	sp|O70591|PFD2_MOUSE	tr|A0A8C5JUH8|A0A8C5JUH8_JACJA
OG0009734	tr|Q99M20|Q99M20_MOUSE	tr|A0A8C5JUM1|A0A8C5JUM1_JACJA
OG0009735	sp|P99028|QCR6_MOUSE	tr|A0A8C5JWC2|A0A8C5JWC2_JACJA
OG0009736	sp|Q6P5E8|DGKQ_MOUSE	tr|A0A8C5JWW2|A0A8C5JWW2_JACJA
OG0009737	sp|Q3UC65|RSRP1_MOUSE	tr|A0A8C5JX00|A0A8C5JX00_JACJA
OG0009738	sp|P97864|CASP7_MOUSE	tr|A0A8C5JZL5|A0A8C5JZL5_JACJA
OG0009739	sp|Q3UYR4|ESPNL_MOUSE	tr|A0A8C5K1J1|A0A8C5K1J1_JACJA
OG0009740	sp|Q11204|SIA4B_MOUSE	tr|A0A8C5K3Q6|A0A8C5K3Q6_JACJA
OG0009741	sp|Q8BIK6|TMPS7_MOUSE	tr|A0A8C5KAI8|A0A8C5KAI8_JACJA
OG0009742	sp|Q922T2|MFAP3_MOUSE	tr|A0A8C5KC88|A0A8C5KC88_JACJA
OG0009743	sp|Q9DBD5|PELP1_MOUSE	tr|A0A8C5KEL6|A0A8C5KEL6_JACJA
OG0009744	tr|L7N244|L7N244_MOUSE	tr|A0A8C5KEQ7|A0A8C5KEQ7_JACJA
OG0009745	sp|O35304|VACHT_MOUSE	tr|A0A8C5KF74|A0A8C5KF74_JACJA
OG0009746	sp|Q07243|MTF1_MOUSE	tr|A0A8C5KFM3|A0A8C5KFM3_JACJA
OG0009747	sp|P70689|CXB6_MOUSE	tr|A0A8C5KGS5|A0A8C5KGS5_JACJA
OG0009748	sp|Q9ESS2|FGF22_MOUSE	tr|A0A8C5KHJ8|A0A8C5KHJ8_JACJA
OG0009749	sp|Q8C042|ENO4_MOUSE	tr|A0A8C5KID1|A0A8C5KID1_JACJA
OG0009750	sp|Q9JHS4|CLPX_MOUSE	tr|A0A8C5KJJ1|A0A8C5KJJ1_JACJA
OG0009751	sp|Q8VDV3|R3GEF_MOUSE	tr|A0A8C5KJP1|A0A8C5KJP1_JACJA
OG0009752	tr|Q91XX0|Q91XX0_MOUSE	tr|A0A8C5KJP4|A0A8C5KJP4_JACJA
OG0009753	sp|Q9WTK7|STK11_MOUSE	tr|A0A8C5KKS3|A0A8C5KKS3_JACJA
OG0009754	sp|Q8R3B7|BRD8_MOUSE	tr|A0A8C5KM03|A0A8C5KM03_JACJA
OG0009755	sp|Q14C59|TM11B_MOUSE	tr|A0A8C5KMD6|A0A8C5KMD6_JACJA
OG0009756	sp|O88741|GDAP1_MOUSE	tr|A0A8C5KNQ9|A0A8C5KNQ9_JACJA
OG0009757	sp|Q99L45|IF2B_MOUSE	tr|A0A8C5KP29|A0A8C5KP29_JACJA
OG0009758	sp|O35457|CCRL2_MOUSE	tr|A0A8C5KRD6|A0A8C5KRD6_JACJA
OG0009759	sp|E9Q4J9|AGRF2_MOUSE	tr|A0A8C5KUT1|A0A8C5KUT1_JACJA
OG0009760	sp|O88587|COMT_MOUSE	tr|A0A8C5KW31|A0A8C5KW31_JACJA
OG0009761	sp|Q9R1V4|ADA11_MOUSE	tr|A0A8C5KX52|A0A8C5KX52_JACJA
OG0009762	sp|Q8BX10|PGAM5_MOUSE	tr|A0A8C5KXW6|A0A8C5KXW6_JACJA
OG0009763	sp|Q9D0I6|WSDU1_MOUSE	tr|A0A8C5KY34|A0A8C5KY34_JACJA
OG0009764	sp|Q9Z129|RECQ1_MOUSE	tr|A0A8C5KYY9|A0A8C5KYY9_JACJA
OG0009766	sp|Q8VI47|MRP2_MOUSE	tr|A0A8C5L1D2|A0A8C5L1D2_JACJA
OG0009767	sp|Q3TLR7|DTL_MOUSE	tr|A0A8C5L1P6|A0A8C5L1P6_JACJA
OG0009768	sp|Q99JY1|TIRAP_MOUSE	tr|A0A8C5L1X5|A0A8C5L1X5_JACJA
OG0009769	tr|Q9D4E9|Q9D4E9_MOUSE	tr|A0A8C5L2N7|A0A8C5L2N7_JACJA
OG0009770	sp|O08789|MNT_MOUSE	tr|A0A8C5L4B0|A0A8C5L4B0_JACJA
OG0009771	sp|Q6PIJ4|NFRKB_MOUSE	tr|A0A8C5L5A3|A0A8C5L5A3_JACJA
OG0009772	sp|Q8CDA1|SAC2_MOUSE	tr|A0A8C5L5H5|A0A8C5L5H5_JACJA
OG0009773	sp|Q4JK59|TET2_MOUSE	tr|A0A8C5L5T2|A0A8C5L5T2_JACJA
OG0009774	sp|P97467|AMD_MOUSE	tr|A0A8C5L6P8|A0A8C5L6P8_JACJA
OG0009775	sp|Q91X88|PMGT1_MOUSE	tr|A0A8C5L765|A0A8C5L765_JACJA
OG0009776	sp|Q8BUN9|NCKX2_MOUSE	tr|A0A8C5L7Q6|A0A8C5L7Q6_JACJA
OG0009777	sp|Q8R1I2|GRP_MOUSE	tr|A0A8C5L8E8|A0A8C5L8E8_JACJA
OG0009778	sp|Q91W86|VPS11_MOUSE	tr|A0A8C5LBF9|A0A8C5LBF9_JACJA
OG0009779	sp|P54731|FAF1_MOUSE	tr|A0A8C5LDT7|A0A8C5LDT7_JACJA
OG0009780	sp|Q5DTZ0|NYNRI_MOUSE	tr|A0A8C5LEC9|A0A8C5LEC9_JACJA
OG0009781	sp|B2RQC6|PYR1_MOUSE	tr|A0A8C5LET3|A0A8C5LET3_JACJA
OG0009782	sp|Q99KS2|NGRN_MOUSE	tr|A0A8C5LFD1|A0A8C5LFD1_JACJA
OG0009783	sp|Q6ZPY2|SMG5_MOUSE	tr|A0A8C5LGS3|A0A8C5LGS3_JACJA
OG0009784	sp|Q0QWG9|GRD2I_MOUSE	tr|A0A8C5LJM7|A0A8C5LJM7_JACJA
OG0009785	sp|Q66JX5|CEP43_MOUSE	tr|A0A8C5LMW8|A0A8C5LMW8_JACJA
OG0009786	sp|Q8K2Y3|EVA1B_MOUSE	tr|A0A8C5NUC1|A0A8C5NUC1_JACJA
OG0009787	sp|Q8VDK3|ELF5_MOUSE	tr|A0A8C5NUV3|A0A8C5NUV3_JACJA
OG0009788	sp|Q8BWG9|CRCM1_MOUSE	tr|A0A8C5NVB7|A0A8C5NVB7_JACJA
OG0009789	sp|Q9QY96|CASR_MOUSE	tr|A0A8C5NW36|A0A8C5NW36_JACJA
OG0009790	sp|Q91XU0|WRIP1_MOUSE	tr|A0A8C5NXF9|A0A8C5NXF9_JACJA
OG0009791	sp|Q64213|SF01_MOUSE	tr|A0A8C5NXR4|A0A8C5NXR4_JACJA
OG0009792	sp|Q7TMY8|HUWE1_MOUSE	tr|A0A8C5P0R5|A0A8C5P0R5_JACJA
OG0009793	sp|Q3V0L5|LRC43_MOUSE	tr|A0A8C5P137|A0A8C5P137_JACJA
OG0009794	sp|Q8BLH7|HIRP3_MOUSE	tr|A0A8C5P1H8|A0A8C5P1H8_JACJA
OG0009795	sp|Q3URQ0|TEX10_MOUSE	tr|A0A8C5P1N9|A0A8C5P1N9_JACJA
OG0009796	sp|Q9ESJ0|XPO4_MOUSE	tr|A0A8C5P2P4|A0A8C5P2P4_JACJA
OG0009797	sp|Q9CZM9|KCMB2_MOUSE	tr|A0A8C5P443|A0A8C5P443_JACJA
OG0009798	sp|Q9Z186|G6PC2_MOUSE	tr|A0A8C5P4G4|A0A8C5P4G4_JACJA
OG0009799	sp|Q9CQ79|TXND9_MOUSE	tr|A0A8C5P4J5|A0A8C5P4J5_JACJA
OG0009800	sp|Q69ZK6|JHD2C_MOUSE	tr|A0A8C5P523|A0A8C5P523_JACJA
OG0009801	sp|Q61122|NAB1_MOUSE	tr|A0A8C5JWX4|A0A8C5JWX4_JACJA
OG0009802	sp|Q91ZP3|LPIN1_MOUSE	tr|A0A8C5JXT2|A0A8C5JXT2_JACJA
OG0009803	sp|Q9WUG6|INSL5_MOUSE	tr|A0A8C5JYT6|A0A8C5JYT6_JACJA
OG0009804	sp|Q8K3P1|P2RX2_MOUSE	tr|A0A8C5K042|A0A8C5K042_JACJA
OG0009805	sp|Q9R109|OAZ3_MOUSE	tr|A0A8C5K098|A0A8C5K098_JACJA
OG0009806	sp|Q8BZK4|S35F4_MOUSE	tr|A0A8C5K1C0|A0A8C5K1C0_JACJA
OG0009807	sp|Q91YE5|BAZ2A_MOUSE	tr|A0A8C5K3P3|A0A8C5K3P3_JACJA
OG0009808	sp|O09051|GUC2B_MOUSE	tr|A0A8C5K7P5|A0A8C5K7P5_JACJA
OG0009809	sp|Q99LF1|AKIR1_MOUSE	tr|A0A8C5K7Z0|A0A8C5K7Z0_JACJA
OG0009810	sp|P33609|DPOLA_MOUSE	tr|A0A8C5K8R1|A0A8C5K8R1_JACJA
OG0009811	sp|P82343|RENBP_MOUSE	tr|A0A8C5K9D9|A0A8C5K9D9_JACJA
OG0009812	sp|O70194|EIF3D_MOUSE	tr|A0A8C5K9T1|A0A8C5K9T1_JACJA
OG0009813	sp|Q8R143|PTTG_MOUSE	tr|A0A8C5K9T7|A0A8C5K9T7_JACJA
OG0009814	sp|P12658|CALB1_MOUSE	tr|A0A8C5K9Z8|A0A8C5K9Z8_JACJA
OG0009815	sp|Q3UY23|FDXA1_MOUSE	tr|A0A8C5KBR7|A0A8C5KBR7_JACJA
OG0009816	sp|Q64691|CAN3_MOUSE	tr|A0A8C5KC14|A0A8C5KC14_JACJA
OG0009817	sp|Q3TDQ1|STT3B_MOUSE	tr|A0A8C5KDA4|A0A8C5KDA4_JACJA
OG0009818	sp|Q8BR26|IFM10_MOUSE	tr|A0A8C5KDD5|A0A8C5KDD5_JACJA
OG0009819	sp|Q9D2D9|KLD8B_MOUSE	tr|A0A8C5KE98|A0A8C5KE98_JACJA
OG0009820	sp|Q9CQ76|NEPN_MOUSE	tr|A0A8C5KEB4|A0A8C5KEB4_JACJA
OG0009821	sp|Q8VHG2|AMOT_MOUSE	tr|A0A8C5KEC6|A0A8C5KEC6_JACJA
OG0009822	sp|P56931|E2F2_MOUSE	tr|A0A8C5KEH0|A0A8C5KEH0_JACJA
OG0009823	sp|Q8VE49|DOXA1_MOUSE	tr|A0A8C5KFY9|A0A8C5KFY9_JACJA
OG0009824	sp|Q9JIY0|PKHO1_MOUSE	tr|A0A8C5KHI9|A0A8C5KHI9_JACJA
OG0009825	sp|E9Q9R3|FIMP_MOUSE	tr|A0A8C5KJR1|A0A8C5KJR1_JACJA
OG0009826	sp|Q80U87|UBP8_MOUSE	tr|A0A8C5KK14|A0A8C5KK14_JACJA
OG0009827	sp|Q9D2Y6|FBX25_MOUSE	tr|A0A8C5KLA2|A0A8C5KLA2_JACJA
OG0009828	sp|Q60805|MERTK_MOUSE	tr|A0A8C5KM75|A0A8C5KM75_JACJA
OG0009829	sp|Q8BTE6|WFD21_MOUSE	tr|A0A8C5KMR1|A0A8C5KMR1_JACJA
OG0009830	sp|Q8R2V5|ADAP2_MOUSE	tr|A0A8C5KNL6|A0A8C5KNL6_JACJA
OG0009831	tr|E9Q271|E9Q271_MOUSE	tr|A0A8C5KNZ7|A0A8C5KNZ7_JACJA
OG0009832	sp|Q8BTZ4|APC5_MOUSE	tr|A0A8C5KQU7|A0A8C5KQU7_JACJA
OG0009833	tr|Q8VDV7|Q8VDV7_MOUSE	tr|A0A8C5KRR8|A0A8C5KRR8_JACJA
OG0009834	sp|Q3U8K7|KMT5B_MOUSE	tr|A0A8C5KSP6|A0A8C5KSP6_JACJA
OG0009835	tr|E9PXF0|E9PXF0_MOUSE	tr|A0A8C5KUD2|A0A8C5KUD2_JACJA
OG0009836	sp|Q6NSR8|PEPL1_MOUSE	tr|A0A8C5KXB0|A0A8C5KXB0_JACJA
OG0009837	sp|Q3U2E2|ZMYM5_MOUSE	tr|A0A8C5KXZ6|A0A8C5KXZ6_JACJA
OG0009838	tr|A0A1Y7VMP7|A0A1Y7VMP7_MOUSE	tr|A0A8C5KYI0|A0A8C5KYI0_JACJA
OG0009839	sp|E9PVA8|GCN1_MOUSE	tr|A0A8C5L1N1|A0A8C5L1N1_JACJA
OG0009840	sp|Q499M4|TIGD5_MOUSE	tr|A0A8C5L2E1|A0A8C5L2E1_JACJA
OG0009841	sp|P51656|DHB1_MOUSE	tr|A0A8C5L5I1|A0A8C5L5I1_JACJA
OG0009842	sp|Q9ERV1|MKRN2_MOUSE	tr|A0A8C5L5W4|A0A8C5L5W4_JACJA
OG0009843	sp|O35710|NOCT_MOUSE	tr|A0A8C5L6Q0|A0A8C5L6Q0_JACJA
OG0009844	sp|Q99N87|RT05_MOUSE	tr|A0A8C5L9U0|A0A8C5L9U0_JACJA
OG0009845	sp|P31315|GSX1_MOUSE	tr|A0A8C5LAA3|A0A8C5LAA3_JACJA
OG0009846	sp|O70166|STMN3_MOUSE	tr|A0A8C5LD10|A0A8C5LD10_JACJA
OG0009847	sp|Q91WE9|TAFA5_MOUSE	tr|A0A8C5LF19|A0A8C5LF19_JACJA
OG0009848	sp|Q9QYK5|H6ST1_MOUSE	tr|A0A8C5LFI2|A0A8C5LFI2_JACJA
OG0009849	sp|P50207|HXC13_MOUSE	tr|A0A8C5LFI8|A0A8C5LFI8_JACJA
OG0009850	sp|Q924W6|TRI66_MOUSE	tr|A0A8C5LFU6|A0A8C5LFU6_JACJA
OG0009851	sp|Q8QZY9|SF3B4_MOUSE	tr|A0A8C5LFW7|A0A8C5LFW7_JACJA
OG0009852	sp|O09112|DUS8_MOUSE	tr|A0A8C5LIA5|A0A8C5LIA5_JACJA
OG0009853	sp|Q9D7B7|GPX8_MOUSE	tr|A0A8C5LID5|A0A8C5LID5_JACJA
OG0009854	sp|Q9JMF7|DOPP1_MOUSE	tr|A0A8C5LIG7|A0A8C5LIG7_JACJA
OG0009855	sp|Q9CQX2|CYB5B_MOUSE	tr|A0A8C5LKG9|A0A8C5LKG9_JACJA
OG0009856	sp|Q8BYA0|TBCD_MOUSE	tr|A0A8C5LKJ6|A0A8C5LKJ6_JACJA
OG0009857	sp|Q8C437|PEX5R_MOUSE	tr|A0A8C5NUA4|A0A8C5NUA4_JACJA
OG0009858	tr|Q6DFZ1|Q6DFZ1_MOUSE	tr|A0A8C5NWP8|A0A8C5NWP8_JACJA
OG0009859	sp|P28776|I23O1_MOUSE	tr|A0A8C5NXS3|A0A8C5NXS3_JACJA
OG0009860	sp|Q8VIK3|H18_MOUSE	tr|A0A8C5NZQ5|A0A8C5NZQ5_JACJA
OG0009861	sp|Q9ESW4|AGK_MOUSE	tr|A0A8C5P168|A0A8C5P168_JACJA
OG0009862	sp|Q9QYE3|BC11A_MOUSE	tr|A0A8C5P1X4|A0A8C5P1X4_JACJA
OG0009863	sp|O08543|EFNA5_MOUSE	tr|A0A8C5P4W0|A0A8C5P4W0_JACJA
OG0009864	sp|Q9WV52|PLEK2_MOUSE	tr|A0A8C5P5A6|A0A8C5P5A6_JACJA
OG0009865	sp|Q6P9Q6|FKB15_MOUSE	tr|A0A8C5P5L9|A0A8C5P5L9_JACJA
OG0009866	sp|Q9CQA6|CHCH1_MOUSE	tr|A0A8C5JVI3|A0A8C5JVI3_JACJA
OG0009867	sp|P48543|KCNJ9_MOUSE	tr|A0A8C5JWP9|A0A8C5JWP9_JACJA
OG0009868	sp|Q9ES17|IL21_MOUSE	tr|A0A8C5JY80|A0A8C5JY80_JACJA
OG0009869	sp|Q9R0P3|ESTD_MOUSE	tr|A0A8C5JZN6|A0A8C5JZN6_JACJA
OG0009870	sp|Q924M7|MPI_MOUSE	tr|A0A8C5K1C4|A0A8C5K1C4_JACJA
OG0009871	sp|Q80YT5|SPT20_MOUSE	tr|A0A8C5K3M1|A0A8C5K3M1_JACJA
OG0009872	sp|Q3UVL4|VPS51_MOUSE	tr|A0A8C5K3T1|A0A8C5K3T1_JACJA
OG0009873	sp|Q9ERR7|SEP15_MOUSE	tr|A0A8C5K3Y0|A0A8C5K3Y0_JACJA
OG0009874	sp|Q9CY66|GAR1_MOUSE	tr|A0A8C5K5D2|A0A8C5K5D2_JACJA
OG0009875	sp|P62774|MTPN_MOUSE	tr|A0A8C5K5Q5|A0A8C5K5Q5_JACJA
OG0009876	sp|Q80VC6|TSAP1_MOUSE	tr|A0A8C5K634|A0A8C5K634_JACJA
OG0009877	sp|Q9Z0S6|CLD10_MOUSE	tr|A0A8C5K8A7|A0A8C5K8A7_JACJA
OG0009878	sp|P51569|AGAL_MOUSE	tr|A0A8C5K9P6|A0A8C5K9P6_JACJA
OG0009879	sp|Q8VEL9|REM2_MOUSE	tr|A0A8C5KBL0|A0A8C5KBL0_JACJA
OG0009880	sp|Q8BMG7|RBGPR_MOUSE	tr|A0A8C5KC48|A0A8C5KC48_JACJA
OG0009881	sp|A6PWD2|FHAD1_MOUSE	tr|A0A8C5KC66|A0A8C5KC66_JACJA
OG0009882	sp|Q924I3|ACKR4_MOUSE	tr|A0A8C5KD79|A0A8C5KD79_JACJA
OG0009883	sp|P51912|AAAT_MOUSE	tr|A0A8C5KDC0|A0A8C5KDC0_JACJA
OG0009884	sp|Q6GQU6|LIGO3_MOUSE	tr|A0A8C5KGA7|A0A8C5KGA7_JACJA
OG0009885	sp|Q02284|5HT1F_MOUSE	tr|A0A8C5KHT1|A0A8C5KHT1_JACJA
OG0009886	sp|F8VPN2|TEX15_MOUSE	tr|A0A8C5KK15|A0A8C5KK15_JACJA
OG0009887	sp|Q60875|ARHG2_MOUSE	tr|A0A8C5KP74|A0A8C5KP74_JACJA
OG0009888	sp|Q5U3K5|RABL6_MOUSE	tr|A0A8C5KPC2|A0A8C5KPC2_JACJA
OG0009889	sp|Q60870|REEP5_MOUSE	tr|A0A8C5KS34|A0A8C5KS34_JACJA
OG0009890	sp|Q24JP3|F178B_MOUSE	tr|A0A8C5KSL5|A0A8C5KSL5_JACJA
OG0009891	sp|Q8C1Q4|METRN_MOUSE	tr|A0A8C5KSW5|A0A8C5KSW5_JACJA
OG0009892	sp|Q60648|SAP3_MOUSE	tr|A0A8C5KTG0|A0A8C5KTG0_JACJA
OG0009893	sp|Q9QY23|PKP3_MOUSE	tr|A0A8C5KUP7|A0A8C5KUP7_JACJA
OG0009894	sp|Q9D3R5|F187A_MOUSE	tr|A0A8C5KV36|A0A8C5KV36_JACJA
OG0009895	sp|Q9DBZ1|IKIP_MOUSE	tr|A0A8C5KWA2|A0A8C5KWA2_JACJA
OG0009896	sp|Q8BGX4|OFCC1_MOUSE	tr|A0A8C5KWP1|A0A8C5KWP1_JACJA
OG0009897	sp|Q8R4X1|ACER1_MOUSE	tr|A0A8C5KXA6|A0A8C5KXA6_JACJA
OG0009898	tr|E9PY16|E9PY16_MOUSE	tr|A0A8C5KYC9|A0A8C5KYC9_JACJA
OG0009899	sp|Q812A3|ANR23_MOUSE	tr|A0A8C5KZW5|A0A8C5KZW5_JACJA
OG0009900	sp|Q91ZJ0|MUS81_MOUSE	tr|A0A8C5L327|A0A8C5L327_JACJA
OG0009901	sp|P12242|UCP1_MOUSE	tr|A0A8C5L3B3|A0A8C5L3B3_JACJA
OG0009902	sp|Q571K4|TAB3_MOUSE	tr|A0A8C5L3X7|A0A8C5L3X7_JACJA
OG0009903	tr|A0A140LIX9|A0A140LIX9_MOUSE	tr|A0A8C5L457|A0A8C5L457_JACJA
OG0009904	sp|Q8JZY2|COMDA_MOUSE	tr|A0A8C5L4Y1|A0A8C5L4Y1_JACJA
OG0009905	sp|Q6NZM9|HDAC4_MOUSE	tr|A0A8C5L584|A0A8C5L584_JACJA
OG0009906	sp|Q64287|IRF4_MOUSE	tr|A0A8C5L6N7|A0A8C5L6N7_JACJA
OG0009907	sp|P97376|FRG1_MOUSE	tr|A0A8C5L756|A0A8C5L756_JACJA
OG0009908	sp|Q9R0D8|WDR54_MOUSE	tr|A0A8C5L8I8|A0A8C5L8I8_JACJA
OG0009909	sp|Q9CZ83|RM55_MOUSE	tr|A0A8C5L8X6|A0A8C5L8X6_JACJA
OG0009910	sp|P09813|APOA2_MOUSE	tr|A0A8C5L9F5|A0A8C5L9F5_JACJA
OG0009911	tr|D3YTP3|D3YTP3_MOUSE	tr|A0A8C5LBB4|A0A8C5LBB4_JACJA
OG0009912	sp|P24526|MYP2_MOUSE	tr|A0A8C5LBV2|A0A8C5LBV2_JACJA
OG0009913	sp|Q80ZJ8|EFC4A_MOUSE	tr|A0A8C5LC14|A0A8C5LC14_JACJA
OG0009914	sp|Q9QZ08|NAGK_MOUSE	tr|A0A8C5LEE5|A0A8C5LEE5_JACJA
OG0009915	sp|Q64285|CEL_MOUSE	tr|A0A8C5LEF1|A0A8C5LEF1_JACJA
OG0009916	sp|Q9JIY5|HTRA2_MOUSE	tr|A0A8C5LGF7|A0A8C5LGF7_JACJA
OG0009917	sp|Q8K327|CHAP1_MOUSE	tr|A0A8C5LGZ9|A0A8C5LGZ9_JACJA
OG0009918	sp|Q99P21|MUTYH_MOUSE	tr|A0A8C5LHK1|A0A8C5LHK1_JACJA
OG0009919	sp|G5E861|SCLT1_MOUSE	tr|A0A8C5LIN7|A0A8C5LIN7_JACJA
OG0009920	sp|P28741|KIF3A_MOUSE	tr|A0A8C5LKS3|A0A8C5LKS3_JACJA
OG0009921	sp|Q925F4|RNF37_MOUSE	tr|A0A8C5NVA6|A0A8C5NVA6_JACJA
OG0009922	sp|Q3UUI3|THEM4_MOUSE	tr|A0A8C5NWQ8|A0A8C5NWQ8_JACJA
OG0009923	sp|Q8BJL1|FBX30_MOUSE	tr|A0A8C5NXT2|A0A8C5NXT2_JACJA
OG0009924	sp|Q8BPP0|ZN436_MOUSE	tr|A0A8C5NZJ8|A0A8C5NZJ8_JACJA
OG0009925	sp|Q9QWV4|MLF1_MOUSE	tr|A0A8C5P0Z0|A0A8C5P0Z0_JACJA
OG0009926	sp|Q8C0P7|ZN451_MOUSE	tr|A0A8C5P106|A0A8C5P106_JACJA
OG0009927	sp|Q8BH05|ZN750_MOUSE	tr|A0A8C5P1K6|A0A8C5P1K6_JACJA
OG0009928	sp|Q499D0|FOXN3_MOUSE	tr|A0A8C5P2J3|A0A8C5P2J3_JACJA
OG0009929	sp|Q505G8|ZN827_MOUSE	tr|A0A8C5P2J6|A0A8C5P2J6_JACJA
OG0009930	tr|Q8CEI3|Q8CEI3_MOUSE	tr|A0A8C5P487|A0A8C5P487_JACJA
OG0009931	sp|P37172|ACVR1_MOUSE	tr|A0A8C5P4F8|A0A8C5P4F8_JACJA
OG0009932	sp|Q91WF7|FIG4_MOUSE	tr|A0A8C5P5E5|A0A8C5P5E5_JACJA
OG0009933	sp|P03899|NU3M_MOUSE	tr|Q710S8|Q710S8_JACJA
OG0009934	sp|Q99JS0|NCMAP_MOUSE	tr|A0A8C5JSK2|A0A8C5JSK2_JACJA
OG0009935	sp|O35655|PPE1_MOUSE	tr|A0A8C5JTQ6|A0A8C5JTQ6_JACJA
OG0009936	sp|Q9D7V1|SH24A_MOUSE	tr|A0A8C5JVA0|A0A8C5JVA0_JACJA
OG0009937	sp|Q6NVG5|MREG_MOUSE	tr|A0A8C5JWM5|A0A8C5JWM5_JACJA
OG0009938	sp|Q8C963|CC159_MOUSE	tr|A0A8C5JX82|A0A8C5JX82_JACJA
OG0009939	sp|Q91YR7|PRP6_MOUSE	tr|A0A8C5JXD4|A0A8C5JXD4_JACJA
OG0009940	sp|Q62401|CCL12_MOUSE	tr|A0A8C5JZL0|A0A8C5JZL0_JACJA
