Orthogroup	Mus_musculus	Myotis_myotis
OG0000020	tr|E9QAH2|E9QAH2_MOUSE	tr|A0A7J7YHK3|A0A7J7YHK3_MYOMY, tr|A0A7J7USI5|A0A7J7USI5_MYOMY, tr|A0A7J7US56|A0A7J7US56_MYOMY, tr|A0A7J7TVD6|A0A7J7TVD6_MYOMY, tr|A0A7J8A3T6|A0A7J8A3T6_MYOMY, tr|A0A7J7ZAG1|A0A7J7ZAG1_MYOMY, tr|A0A7J7ZB14|A0A7J7ZB14_MYOMY, tr|A0A7J7R9S6|A0A7J7R9S6_MYOMY, tr|A0A7J7S3R3|A0A7J7S3R3_MYOMY, tr|A0A7J7R4S9|A0A7J7R4S9_MYOMY, tr|A0A7J7QT46|A0A7J7QT46_MYOMY, tr|A0A7J7Y3E3|A0A7J7Y3E3_MYOMY, tr|A0A7J7QUB0|A0A7J7QUB0_MYOMY, tr|A0A7J7YHJ3|A0A7J7YHJ3_MYOMY, tr|A0A7J7YH70|A0A7J7YH70_MYOMY, tr|A0A7J7YG95|A0A7J7YG95_MYOMY, tr|A0A7J7XLT9|A0A7J7XLT9_MYOMY, tr|A0A7J7RFU0|A0A7J7RFU0_MYOMY, tr|A0A7J7RG95|A0A7J7RG95_MYOMY, tr|A0A7J7RGB4|A0A7J7RGB4_MYOMY, tr|A0A7J7RFW4|A0A7J7RFW4_MYOMY, tr|A0A7J7RGE0|A0A7J7RGE0_MYOMY, tr|A0A7J7RFT3|A0A7J7RFT3_MYOMY, tr|A0A7J7RGD0|A0A7J7RGD0_MYOMY, tr|A0A7J7RFR9|A0A7J7RFR9_MYOMY, tr|A0A7J7RFV5|A0A7J7RFV5_MYOMY, tr|A0A7J7RG85|A0A7J7RG85_MYOMY, tr|A0A7J7R4U7|A0A7J7R4U7_MYOMY, tr|A0A7J7RGC5|A0A7J7RGC5_MYOMY, tr|A0A7J7R518|A0A7J7R518_MYOMY, tr|A0A7J7R531|A0A7J7R531_MYOMY
OG0000021	sp|P17534|DFAR2_MOUSE, sp|P50715|DFA31_MOUSE, sp|Q64263|DAR10_MOUSE, sp|P50716|DAR12_MOUSE, tr|Q5ERI8|Q5ERI8_MOUSE, tr|Q5ERJ0|Q5ERJ0_MOUSE, sp|P17533|DFA29_MOUSE, tr|Q9D848|Q9D848_MOUSE, tr|D3YX03|D3YX03_MOUSE, sp|P50705|DEFA7_MOUSE, sp|Q64016|DFA17_MOUSE, sp|P50706|DEFA8_MOUSE, sp|P50712|DFA14_MOUSE, sp|Q5G866|DFA23_MOUSE, sp|Q5G864|DFA25_MOUSE, tr|D3Z1V9|D3Z1V9_MOUSE, tr|F2Z403|F2Z403_MOUSE, sp|Q5G865|DFA24_MOUSE, tr|E9QPZ2|E9QPZ2_MOUSE, sp|P50704|DEFA6_MOUSE, sp|P11477|DEFA1_MOUSE, sp|P50709|DFA11_MOUSE, sp|P50714|DFA16_MOUSE, sp|P50708|DFA10_MOUSE, sp|P28310|DEFA3_MOUSE, sp|P28309|DEFA2_MOUSE, sp|P50711|DFA13_MOUSE, sp|P50707|DEFA9_MOUSE, sp|P50713|DFA15_MOUSE, sp|Q3L180|DFA26_MOUSE, tr|L7N231|L7N231_MOUSE, tr|E9QLQ1|E9QLQ1_MOUSE, tr|D3Z0J0|D3Z0J0_MOUSE, tr|D3YX02|D3YX02_MOUSE, sp|P28312|DEFA5_MOUSE, tr|K9J724|K9J724_MOUSE, sp|Q8C1P2|DFA21_MOUSE, sp|Q8C1N8|DFA22_MOUSE, sp|P28311|DEFA4_MOUSE, sp|Q45VN2|DFA20_MOUSE	tr|A0A7J7R282|A0A7J7R282_MYOMY
OG0000026	sp|Q9ESX4|ZCC17_MOUSE	tr|A0A7J8A3I3|A0A7J8A3I3_MYOMY, tr|A0A7J7QTP8|A0A7J7QTP8_MYOMY, tr|A0A7J7RSL4|A0A7J7RSL4_MYOMY, tr|A0A7J7ZY91|A0A7J7ZY91_MYOMY, tr|A0A7J7WHS6|A0A7J7WHS6_MYOMY, tr|A0A7J7Y019|A0A7J7Y019_MYOMY, tr|A0A7J7Y001|A0A7J7Y001_MYOMY, tr|A0A7J7Z5B5|A0A7J7Z5B5_MYOMY, tr|A0A7J7ZXH6|A0A7J7ZXH6_MYOMY, tr|A0A7J8AHQ0|A0A7J8AHQ0_MYOMY, tr|A0A7J7U5E5|A0A7J7U5E5_MYOMY, tr|A0A7J7U5D9|A0A7J7U5D9_MYOMY, tr|A0A7J7XH85|A0A7J7XH85_MYOMY, tr|A0A7J7Y0N0|A0A7J7Y0N0_MYOMY, tr|A0A7J7RVE6|A0A7J7RVE6_MYOMY, tr|A0A7J7ZYE8|A0A7J7ZYE8_MYOMY, tr|A0A7J7SCG9|A0A7J7SCG9_MYOMY, tr|A0A7J7RUQ3|A0A7J7RUQ3_MYOMY, tr|A0A7J7VYZ4|A0A7J7VYZ4_MYOMY, tr|A0A7J7TII5|A0A7J7TII5_MYOMY, tr|A0A7J7TIB7|A0A7J7TIB7_MYOMY, tr|A0A7J7QVI6|A0A7J7QVI6_MYOMY, tr|A0A7J7R7F8|A0A7J7R7F8_MYOMY, tr|A0A7J7XHE1|A0A7J7XHE1_MYOMY, tr|A0A7J7TTT1|A0A7J7TTT1_MYOMY, tr|A0A7J7ZYT2|A0A7J7ZYT2_MYOMY, tr|A0A7J7XHY3|A0A7J7XHY3_MYOMY, tr|A0A7J7SC99|A0A7J7SC99_MYOMY, tr|A0A7J7U5C7|A0A7J7U5C7_MYOMY, tr|A0A7J7WW63|A0A7J7WW63_MYOMY, tr|A0A7J7XH18|A0A7J7XH18_MYOMY, tr|A0A7J7XI15|A0A7J7XI15_MYOMY, tr|A0A7J7RUS5|A0A7J7RUS5_MYOMY, tr|A0A7J7SCD3|A0A7J7SCD3_MYOMY, tr|A0A7J7SC58|A0A7J7SC58_MYOMY, tr|A0A7J8AMZ3|A0A7J8AMZ3_MYOMY, tr|A0A7J7XH19|A0A7J7XH19_MYOMY, tr|A0A7J7QT55|A0A7J7QT55_MYOMY
OG0000033	tr|Q7TRM9|Q7TRM9_MOUSE, tr|Q7TRN0|Q7TRN0_MOUSE, tr|Q920G5|Q920G5_MOUSE, tr|Q7TQV1|Q7TQV1_MOUSE, tr|Q7TRJ6|Q7TRJ6_MOUSE, tr|Q8VFQ2|Q8VFQ2_MOUSE, tr|Q8VEY1|Q8VEY1_MOUSE, tr|W4VSP0|W4VSP0_MOUSE, tr|Q7TRJ5|Q7TRJ5_MOUSE, tr|Q5CZY0|Q5CZY0_MOUSE, tr|E9PVJ7|E9PVJ7_MOUSE, tr|K7N727|K7N727_MOUSE, tr|Q8VFE2|Q8VFE2_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE, tr|L7MTT1|L7MTT1_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|A2AVC7|A2AVC7_MOUSE, tr|A2ATA0|A2ATA0_MOUSE, tr|A2AT86|A2AT86_MOUSE, tr|Q8VGT9|Q8VGT9_MOUSE, tr|A2AT85|A2AT85_MOUSE, tr|A0A1L1STN9|A0A1L1STN9_MOUSE, tr|A0A1L1SRZ5|A0A1L1SRZ5_MOUSE, tr|Q7TR54|Q7TR54_MOUSE, tr|Q7TR53|Q7TR53_MOUSE, tr|A0A140T8J7|A0A140T8J7_MOUSE, tr|Q8VF34|Q8VF34_MOUSE, tr|Q8VFE3|Q8VFE3_MOUSE, tr|A2AHM8|A2AHM8_MOUSE, tr|Q7TQW4|Q7TQW4_MOUSE, tr|Q7TQW3|Q7TQW3_MOUSE	tr|A0A7J7VJB2|A0A7J7VJB2_MYOMY
OG0000039	tr|A2AV13|A2AV13_MOUSE, tr|A0A1L1STD5|A0A1L1STD5_MOUSE	tr|A0A7J7VJA1|A0A7J7VJA1_MYOMY
OG0000039	tr|Q8VGP3|Q8VGP3_MOUSE, tr|Q8VGN8|Q8VGN8_MOUSE, sp|Q60881|OL142_MOUSE, tr|Q8VG62|Q8VG62_MOUSE, tr|Q7TQZ0|Q7TQZ0_MOUSE, tr|A2ATW2|A2ATW2_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|Q8VG58|Q8VG58_MOUSE, tr|A2AV11|A2AV11_MOUSE, tr|Q7TQZ8|Q7TQZ8_MOUSE, tr|Q8VGN0|Q8VGN0_MOUSE, tr|A2AV10|A2AV10_MOUSE, tr|Q8VF98|Q8VF98_MOUSE, tr|Q7TR10|Q7TR10_MOUSE, tr|Q8VGP0|Q8VGP0_MOUSE, tr|Q8VGN6|Q8VGN6_MOUSE, tr|Q8VEZ1|Q8VEZ1_MOUSE, tr|A2AUA4|A2AUA4_MOUSE, tr|Q8VGN4|Q8VGN4_MOUSE, tr|Q8VGN9|Q8VGN9_MOUSE, tr|Q8VGN2|Q8VGN2_MOUSE, tr|Q8VFB0|Q8VFB0_MOUSE, tr|Q8VG63|Q8VG63_MOUSE, sp|Q60878|OL140_MOUSE, tr|Q9R0K2|Q9R0K2_MOUSE	tr|A0A7J7VJP5|A0A7J7VJP5_MYOMY
OG0000042	sp|Q99NI3|GT2D2_MOUSE	tr|A0A7J7WHM1|A0A7J7WHM1_MYOMY, tr|A0A7J7RT63|A0A7J7RT63_MYOMY, tr|A0A7J8ALF7|A0A7J8ALF7_MYOMY, tr|A0A7J7RFV2|A0A7J7RFV2_MYOMY, tr|A0A7J7RSK3|A0A7J7RSK3_MYOMY, tr|A0A7J7ZX77|A0A7J7ZX77_MYOMY, tr|A0A7J7T625|A0A7J7T625_MYOMY, tr|A0A7J7RFM9|A0A7J7RFM9_MYOMY, tr|A0A7J7ZWR7|A0A7J7ZWR7_MYOMY, tr|A0A7J8AJK8|A0A7J8AJK8_MYOMY, tr|A0A7J7Z416|A0A7J7Z416_MYOMY, tr|A0A7J7SBM6|A0A7J7SBM6_MYOMY, tr|A0A7J7Z432|A0A7J7Z432_MYOMY, tr|A0A7J7XZM9|A0A7J7XZM9_MYOMY, tr|A0A7J7ZX63|A0A7J7ZX63_MYOMY, tr|A0A7J8AM53|A0A7J8AM53_MYOMY, tr|A0A7J7YDN9|A0A7J7YDN9_MYOMY, tr|A0A7J7U5L3|A0A7J7U5L3_MYOMY, tr|A0A7J8ALW9|A0A7J8ALW9_MYOMY, tr|A0A7J7Z535|A0A7J7Z535_MYOMY, tr|A0A7J8ANG4|A0A7J8ANG4_MYOMY, tr|A0A7J7R4M9|A0A7J7R4M9_MYOMY, tr|A0A7J8AMM0|A0A7J8AMM0_MYOMY, tr|A0A7J7YE67|A0A7J7YE67_MYOMY, tr|A0A7J7YDN0|A0A7J7YDN0_MYOMY, tr|A0A7J7YDT9|A0A7J7YDT9_MYOMY, tr|A0A7J7T5S1|A0A7J7T5S1_MYOMY, tr|A0A7J7YDY2|A0A7J7YDY2_MYOMY
OG0000045	sp|P06879|PRL_MOUSE, tr|Q78Y73|Q78Y73_MOUSE, sp|P09586|PR3B1_MOUSE, tr|A0A0M6L0J6|A0A0M6L0J6_MOUSE, tr|F6R3P9|F6R3P9_MOUSE, sp|P18121|PR3D1_MOUSE, sp|P06880|SOMA_MOUSE, sp|Q9QUN5|PR3C1_MOUSE, sp|O35257|PR6A1_MOUSE, tr|O54832|O54832_MOUSE, tr|Q9DAV8|Q9DAV8_MOUSE, sp|Q9DAS4|PR8A8_MOUSE, sp|Q9DAY2|PR8A6_MOUSE, sp|Q9CQ58|PR8A9_MOUSE, sp|P04769|PR7D1_MOUSE, sp|Q9CRB5|PR7C1_MOUSE, sp|Q8CGZ9|PR7B1_MOUSE, sp|O54830|PR7A1_MOUSE, sp|O54831|PR7A2_MOUSE, sp|Q9JLV9|PR2C5_MOUSE, sp|P04095|PR2C2_MOUSE, sp|P04768|PR2C3_MOUSE, tr|Q5SVL9|Q5SVL9_MOUSE, sp|Q9JHK0|PR2A1_MOUSE, sp|Q9DAZ2|PR2B1_MOUSE, sp|O35256|PR4A1_MOUSE, sp|Q9JII2|PR5A1_MOUSE	tr|A0A7J8A111|A0A7J8A111_MYOMY
OG0000047	tr|Q5GLZ0|Q5GLZ0_MOUSE, tr|Q148B1|Q148B1_MOUSE, sp|Q91W64|CP270_MOUSE, tr|E9PXC3|E9PXC3_MOUSE, tr|Q569X9|Q569X9_MOUSE, sp|P56657|CP240_MOUSE, tr|K7N6C2|K7N6C2_MOUSE, sp|Q91X77|CY250_MOUSE, sp|P56654|CP237_MOUSE, sp|Q6XVG2|CP254_MOUSE, sp|Q64458|CP2CT_MOUSE, sp|P56655|CP238_MOUSE, sp|P56656|CP239_MOUSE, sp|Q9D816|CP255_MOUSE, tr|E9PWV0|E9PWV0_MOUSE, sp|P33267|CP2F2_MOUSE, tr|Q9WV19|Q9WV19_MOUSE, sp|P56593|CP2AC_MOUSE, tr|B2RXZ2|B2RXZ2_MOUSE, sp|P15392|CP2A4_MOUSE, sp|P20852|CP2A5_MOUSE, tr|E9Q593|E9Q593_MOUSE, sp|P12791|CP2BA_MOUSE, tr|A6H6J2|A6H6J2_MOUSE, sp|P12790|CP2B9_MOUSE, sp|O55071|CP2BJ_MOUSE	tr|A0A7J7SAU6|A0A7J7SAU6_MYOMY
OG0000048	tr|A0A075B5N7|A0A075B5N7_MOUSE, sp|P84750|KVM5_MOUSE, tr|A0A140T8P1|A0A140T8P1_MOUSE, tr|A0A0B4J1J1|A0A0B4J1J1_MOUSE, tr|A0A0B4J1J2|A0A0B4J1J2_MOUSE, sp|P01642|KV5A9_MOUSE, tr|A0A140T8M5|A0A140T8M5_MOUSE, tr|A0A140T8N5|A0A140T8N5_MOUSE, sp|P01633|KV5A1_MOUSE, tr|A0A140T8N7|A0A140T8N7_MOUSE, sp|P01634|KV5A2_MOUSE, tr|A0A140T8P2|A0A140T8P2_MOUSE, tr|A0A075B5N2|A0A075B5N2_MOUSE, tr|A0A140T8N9|A0A140T8N9_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE, sp|P01632|KV1A1_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, tr|A0A075B5N4|A0A075B5N4_MOUSE, tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A075B5N6|A0A075B5N6_MOUSE, tr|A0A0G2JGT0|A0A0G2JGT0_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE	tr|A0A7J7ZXX0|A0A7J7ZXX0_MYOMY
OG0000055	sp|Q8CIE0|SPA11_MOUSE	tr|A0A7J7QTK0|A0A7J7QTK0_MYOMY
OG0000055	tr|D3Z660|D3Z660_MOUSE, sp|Q9DCQ7|A1AT6_MOUSE, sp|P07758|A1AT1_MOUSE, sp|Q00896|A1AT3_MOUSE, sp|Q00897|A1AT4_MOUSE, sp|P22599|A1AT2_MOUSE, sp|Q00898|A1AT5_MOUSE	tr|A0A7J7QTL4|A0A7J7QTL4_MYOMY, tr|A0A7J7QTI6|A0A7J7QTI6_MYOMY
OG0000055	tr|D3Z450|D3Z450_MOUSE, sp|Q80X76|SPA3F_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, sp|Q6P4P1|SPA3A_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q8BYY9|SPA3B_MOUSE, sp|Q91WP6|SPA3N_MOUSE, sp|P07759|SPA3K_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P29621|SPA3C_MOUSE, sp|P70458|IPSP_MOUSE	tr|A0A7J7QTW3|A0A7J7QTW3_MYOMY
OG0000056	sp|P30554|MAS_MOUSE	tr|A0A7J7WW36|A0A7J7WW36_MYOMY
OG0000056	sp|Q99MT8|MRGRH_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q8CIP3|MRGX1_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91WW4|MRGA2_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW5|MRGA1_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, sp|Q91ZB8|MRGRD_MOUSE	tr|A0A7J7VIU2|A0A7J7VIU2_MYOMY
OG0000062	sp|P23953|EST1C_MOUSE, tr|D3Z5G7|D3Z5G7_MOUSE, tr|D3Z298|D3Z298_MOUSE, sp|Q91WU0|EST1F_MOUSE, sp|Q64176|EST1E_MOUSE, sp|Q8VCT4|EST1D_MOUSE, sp|Q8VCC2|EST1_MOUSE, tr|E9PYP1|E9PYP1_MOUSE	tr|A0A7J7SA95|A0A7J7SA95_MYOMY
OG0000062	sp|Q8R0W5|EST4A_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE, tr|E9PV38|E9PV38_MOUSE, sp|Q8QZR3|EST2A_MOUSE, sp|Q8BK48|EST2E_MOUSE, tr|Q08ED5|Q08ED5_MOUSE, tr|F6Z9B9|F6Z9B9_MOUSE, sp|Q63880|EST3A_MOUSE, sp|Q8VCU1|EST3B_MOUSE, sp|Q6AW46|EST5A_MOUSE	tr|A0A7J7SAJ7|A0A7J7SAJ7_MYOMY
OG0000067	tr|Q8VEX7|Q8VEX7_MOUSE, tr|Q7TQZ9|Q7TQZ9_MOUSE, tr|Q7TR09|Q7TR09_MOUSE, tr|Q7TR08|Q7TR08_MOUSE, tr|A2ATG2|A2ATG2_MOUSE, tr|A2ATG3|A2ATG3_MOUSE, tr|A3KGY3|A3KGY3_MOUSE, tr|A3KGY4|A3KGY4_MOUSE, tr|A0A1L1SU13|A0A1L1SU13_MOUSE, tr|L7MU53|L7MU53_MOUSE, tr|F7BL62|F7BL62_MOUSE, tr|Q7TR01|Q7TR01_MOUSE, tr|Q8VGM5|Q8VGM5_MOUSE, tr|Q8VGM9|Q8VGM9_MOUSE, tr|Q7TR02|Q7TR02_MOUSE, tr|L7MU54|L7MU54_MOUSE, tr|Q7TR05|Q7TR05_MOUSE, tr|Q8VGG1|Q8VGG1_MOUSE, tr|Q7TR04|Q7TR04_MOUSE	tr|A0A7J7VJW6|A0A7J7VJW6_MYOMY
OG0000068	sp|O08800|SPB8_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|Q80UK5|Q80UK5_MOUSE, tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|O08806|O08806_MOUSE, tr|Q8BMT0|Q8BMT0_MOUSE, tr|O08797|O08797_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE, tr|I7HJI5|I7HJI5_MOUSE, tr|W4VSP4|W4VSP4_MOUSE, tr|O08804|O08804_MOUSE, sp|Q60854|SPB6_MOUSE, tr|Q3UWK8|Q3UWK8_MOUSE, tr|I7HJI3|I7HJI3_MOUSE, sp|Q8CDC0|SPB13_MOUSE, tr|Q6UKZ0|Q6UKZ0_MOUSE, tr|G3X9V8|G3X9V8_MOUSE, tr|A2RSF9|A2RSF9_MOUSE, tr|Q9D1Q5|Q9D1Q5_MOUSE	tr|A0A7J7W0F6|A0A7J7W0F6_MYOMY
OG0000072	sp|Q62413|EPHA6_MOUSE	tr|A0A7J7ZV76|A0A7J7ZV76_MYOMY
OG0000072	sp|O09127|EPHA8_MOUSE	tr|A0A7J7ZVR3|A0A7J7ZVR3_MYOMY
OG0000072	sp|Q60629|EPHA5_MOUSE	tr|A0A7J8AK56|A0A7J8AK56_MYOMY
OG0000072	sp|P29319|EPHA3_MOUSE	tr|A0A7J7ZUJ0|A0A7J7ZUJ0_MYOMY
OG0000072	sp|Q61772|EPHA7_MOUSE	tr|A0A7J7WV11|A0A7J7WV11_MYOMY
OG0000072	sp|Q03137|EPHA4_MOUSE	tr|A0A7J7WGI0|A0A7J7WGI0_MYOMY
OG0000072	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A7J7UBY7|A0A7J7UBY7_MYOMY
OG0000072	sp|P54763|EPHB2_MOUSE	tr|A0A7J7ZUG6|A0A7J7ZUG6_MYOMY
OG0000072	sp|P54754|EPHB3_MOUSE	tr|A0A7J7ZUJ8|A0A7J7ZUJ8_MYOMY
OG0000072	sp|P54761|EPHB4_MOUSE	tr|A0A7J7XZM0|A0A7J7XZM0_MYOMY
OG0000076	sp|Q66T02|PKHG5_MOUSE	tr|A0A7J8A0R4|A0A7J8A0R4_MYOMY, tr|A0A7J7YDY5|A0A7J7YDY5_MYOMY, tr|A0A7J7YE98|A0A7J7YE98_MYOMY, tr|A0A7J7Z510|A0A7J7Z510_MYOMY, tr|A0A7J7ZXG5|A0A7J7ZXG5_MYOMY, tr|A0A7J7YDW0|A0A7J7YDW0_MYOMY, tr|A0A7J8A0D3|A0A7J8A0D3_MYOMY, tr|A0A7J7W035|A0A7J7W035_MYOMY, tr|A0A7J7RDH3|A0A7J7RDH3_MYOMY, tr|A0A7J7ZYD2|A0A7J7ZYD2_MYOMY, tr|A0A7J7ZXR6|A0A7J7ZXR6_MYOMY, tr|A0A7J7V3Z0|A0A7J7V3Z0_MYOMY, tr|A0A7J7YDU6|A0A7J7YDU6_MYOMY, tr|A0A7J7YEP9|A0A7J7YEP9_MYOMY, tr|A0A7J7YDQ9|A0A7J7YDQ9_MYOMY, tr|A0A7J7Z0I8|A0A7J7Z0I8_MYOMY, tr|A0A7J7YE92|A0A7J7YE92_MYOMY, tr|A0A7J7VZC1|A0A7J7VZC1_MYOMY
OG0000081	tr|Q7TS38|Q7TS38_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|L7N205|L7N205_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, sp|Q8VEX5|OL186_MOUSE, tr|Q7TS43|Q7TS43_MOUSE, tr|L7N1Z8|L7N1Z8_MOUSE, tr|E9PYP4|E9PYP4_MOUSE, sp|Q8VEX6|OL187_MOUSE, sp|Q8VFB9|OL183_MOUSE	tr|A0A7J8A0J8|A0A7J8A0J8_MYOMY
OG0000082	tr|Q7TQU7|Q7TQU7_MOUSE	tr|A0A7J7RBX1|A0A7J7RBX1_MYOMY, tr|A0A7J7XIM4|A0A7J7XIM4_MYOMY, tr|A0A7J7RBP3|A0A7J7RBP3_MYOMY, tr|A0A7J7R9R7|A0A7J7R9R7_MYOMY, tr|A0A7J7R9W2|A0A7J7R9W2_MYOMY, tr|A0A7J7XIU4|A0A7J7XIU4_MYOMY, tr|A0A7J7XJR5|A0A7J7XJR5_MYOMY, tr|A0A7J7XJ94|A0A7J7XJ94_MYOMY, tr|A0A7J7XIM6|A0A7J7XIM6_MYOMY, tr|A0A7J7XIR6|A0A7J7XIR6_MYOMY, tr|A0A7J7XIS2|A0A7J7XIS2_MYOMY, tr|A0A7J7XIV3|A0A7J7XIV3_MYOMY, tr|A0A7J7XIN1|A0A7J7XIN1_MYOMY, tr|A0A7J7XIX0|A0A7J7XIX0_MYOMY, tr|A0A7J7XIU3|A0A7J7XIU3_MYOMY, tr|A0A7J7XIP3|A0A7J7XIP3_MYOMY, tr|A0A7J7XJW5|A0A7J7XJW5_MYOMY
OG0000083	sp|Q3V3Q7|PACS2_MOUSE	tr|A0A7J7R1C5|A0A7J7R1C5_MYOMY
OG0000083	sp|Q8K212|PACS1_MOUSE	tr|A0A7J7T779|A0A7J7T779_MYOMY, tr|A0A7J7T825|A0A7J7T825_MYOMY, tr|A0A7J7T788|A0A7J7T788_MYOMY, tr|A0A7J7Z7M6|A0A7J7Z7M6_MYOMY, tr|A0A7J7T759|A0A7J7T759_MYOMY, tr|A0A7J7Z7E5|A0A7J7Z7E5_MYOMY, tr|A0A7J7T656|A0A7J7T656_MYOMY, tr|A0A7J7T6Q4|A0A7J7T6Q4_MYOMY, tr|A0A7J7Z4I8|A0A7J7Z4I8_MYOMY, tr|A0A7J7Z4V5|A0A7J7Z4V5_MYOMY, tr|A0A7J7SRJ7|A0A7J7SRJ7_MYOMY, tr|A0A7J7T708|A0A7J7T708_MYOMY, tr|A0A7J7T6Y6|A0A7J7T6Y6_MYOMY, tr|A0A7J7QSI0|A0A7J7QSI0_MYOMY, tr|A0A7J7VK14|A0A7J7VK14_MYOMY
OG0000084	sp|Q9CPT4|MYDGF_MOUSE	tr|A0A7J7VI58|A0A7J7VI58_MYOMY, tr|A0A7J7T696|A0A7J7T696_MYOMY, tr|A0A7J7RFL9|A0A7J7RFL9_MYOMY, tr|A0A7J7ZXP9|A0A7J7ZXP9_MYOMY, tr|A0A7J7WHI6|A0A7J7WHI6_MYOMY, tr|A0A7J7QSM8|A0A7J7QSM8_MYOMY, tr|A0A7J7T6J3|A0A7J7T6J3_MYOMY, tr|A0A7J7XHM9|A0A7J7XHM9_MYOMY, tr|A0A7J7V3W5|A0A7J7V3W5_MYOMY, tr|A0A7J7T6S3|A0A7J7T6S3_MYOMY, tr|A0A7J7RSE2|A0A7J7RSE2_MYOMY, tr|A0A7J7XIH3|A0A7J7XIH3_MYOMY, tr|A0A7J7TTR0|A0A7J7TTR0_MYOMY, tr|A0A7J7ZXA2|A0A7J7ZXA2_MYOMY, tr|A0A7J7Z5P9|A0A7J7Z5P9_MYOMY, tr|A0A7J7VYI4|A0A7J7VYI4_MYOMY, tr|A0A7J7ZY92|A0A7J7ZY92_MYOMY
OG0000085	sp|Q8VGS3|O1019_MOUSE	tr|A0A7J7VJP7|A0A7J7VJP7_MYOMY
OG0000085	sp|Q8VGR9|O1044_MOUSE	tr|A0A7J7VJS4|A0A7J7VJS4_MYOMY, tr|A0A7J7VJJ3|A0A7J7VJJ3_MYOMY
OG0000085	tr|Q8VFL0|Q8VFL0_MOUSE	tr|A0A7J7VJ25|A0A7J7VJ25_MYOMY, tr|A0A7J7VJC9|A0A7J7VJC9_MYOMY
OG0000087	tr|Q7M766|Q7M766_MOUSE, tr|A2RSG8|A2RSG8_MOUSE, tr|Q6IMH6|Q6IMH6_MOUSE, sp|Q9R158|AD26A_MOUSE, sp|Q9JI76|ADA21_MOUSE, tr|B2RSY5|B2RSY5_MOUSE, tr|Q6IMH7|Q6IMH7_MOUSE, tr|B2RUD9|B2RUD9_MOUSE, tr|Q8CGQ2|Q8CGQ2_MOUSE, sp|Q8R534|ADM1B_MOUSE, sp|Q60813|ADM1A_MOUSE, sp|Q811Q4|ADA29_MOUSE, sp|Q9R159|ADA25_MOUSE, tr|Q7M762|Q7M762_MOUSE, tr|Q7M763|Q7M763_MOUSE, sp|Q9R160|ADA24_MOUSE	tr|A0A7J7XDA5|A0A7J7XDA5_MYOMY
