Orthogroup	Mus_musculus	Homo_sapiens
OG0011378	sp|Q8BGH4|REEP1_MOUSE	sp|Q9H902|REEP1_HUMAN
OG0011379	sp|Q9EQ14|IL23A_MOUSE	sp|Q9NPF7|IL23A_HUMAN
OG0011380	sp|Q8VCD5|MED17_MOUSE	sp|Q9NVC6|MED17_HUMAN
OG0011381	sp|P59024|FKB14_MOUSE	sp|Q9NWM8|FKB14_HUMAN
OG0011382	sp|Q99P21|MUTYH_MOUSE	sp|Q9UIF7|MUTYH_HUMAN
OG0011383	sp|Q8BM92|CADH7_MOUSE	sp|Q9ULB5|CADH7_HUMAN
OG0011384	sp|Q9R099|TBL2_MOUSE	sp|Q9Y4P3|TBL2_HUMAN
OG0011385	sp|Q8BFX3|KCTD3_MOUSE	sp|Q9Y597|KCTD3_HUMAN
OG0011386	sp|Q9JJW0|PXMP4_MOUSE	sp|Q9Y6I8|PXMP4_HUMAN
OG0011387	sp|Q5RJG7|ISPD_MOUSE	sp|A4D126|ISPD_HUMAN
OG0011388	sp|Q8K0R6|GLTD2_MOUSE	sp|A6NH11|GLTD2_HUMAN
OG0011389	sp|D3YXS5|KIF28_MOUSE	sp|B7ZC32|KIF28_HUMAN
OG0011390	sp|O08760|OGG1_MOUSE	sp|O15527|OGG1_HUMAN
OG0011391	sp|Q80X44|ZBT24_MOUSE	sp|O43167|ZBT24_HUMAN
OG0011392	sp|Q9CRT8|XPOT_MOUSE	sp|O43592|XPOT_HUMAN
OG0011393	sp|Q9CQY9|NDUC1_MOUSE	sp|O43677|NDUC1_HUMAN
OG0011394	sp|O08547|SC22B_MOUSE	sp|O75396|SC22B_HUMAN
OG0011395	sp|O08608|OAZ2_MOUSE	sp|O95190|OAZ2_HUMAN
OG0011396	sp|Q64445|COX8A_MOUSE	sp|P10176|COX8A_HUMAN
OG0011397	sp|P31041|CD28_MOUSE	sp|P10747|CD28_HUMAN
OG0011398	sp|P21841|PSPC_MOUSE	sp|P11686|PSPC_HUMAN
OG0011399	tr|E9Q6D8|E9Q6D8_MOUSE	sp|P13671|CO6_HUMAN
OG0011400	sp|P17919|HXB1_MOUSE	sp|P14653|HXB1_HUMAN
OG0011401	sp|P09632|HXB8_MOUSE	sp|P17481|HXB8_HUMAN
OG0011402	sp|Q99L45|IF2B_MOUSE	sp|P20042|IF2B_HUMAN
OG0011403	sp|Q07079|IBP5_MOUSE	sp|P24593|IBP5_HUMAN
OG0011404	sp|P31310|HXA10_MOUSE	sp|P31260|HXA10_HUMAN
OG0011405	sp|Q8C196|CPSM_MOUSE	sp|P31327|CPSM_HUMAN
OG0011406	sp|P32304|5HT7R_MOUSE	sp|P34969|5HT7R_HUMAN
OG0011407	sp|P24452|CAPG_MOUSE	sp|P40121|CAPG_HUMAN
OG0011408	sp|Q8BM72|HSP13_MOUSE	sp|P48723|HSP13_HUMAN
OG0011409	sp|Q9JJV1|CRBA2_MOUSE	sp|P53672|CRBA2_HUMAN
OG0011410	sp|P61027|RAB10_MOUSE	sp|P61026|RAB10_HUMAN
OG0011411	sp|Q9JL35|HMGN5_MOUSE	sp|P82970|HMGN5_HUMAN
OG0011412	sp|Q9DBT5|AMPD2_MOUSE	sp|Q01433|AMPD2_HUMAN
OG0011413	sp|P55200|KMT2A_MOUSE	sp|Q03164|KMT2A_HUMAN
OG0011414	sp|Q08189|TGM3_MOUSE	sp|Q08188|TGM3_HUMAN
OG0011415	sp|Q08509|EPS8_MOUSE	sp|Q12929|EPS8_HUMAN
OG0011416	sp|Q64387|PNOC_MOUSE	sp|Q13519|PNOC_HUMAN
OG0011417	sp|Q9DCV6|DELE1_MOUSE	sp|Q14154|DELE1_HUMAN
OG0011418	sp|Q61553|FSCN1_MOUSE	sp|Q16658|FSCN1_HUMAN
OG0011419	sp|Q69ZJ7|RIC1_MOUSE	sp|Q4ADV7|RIC1_HUMAN
OG0011420	sp|Q6IMB1|RSLBA_MOUSE	sp|Q6T310|RSLBA_HUMAN
OG0011421	sp|B5TVM2|ILDR2_MOUSE	sp|Q71H61|ILDR2_HUMAN
OG0011422	sp|Q8BHW6|SPT21_MOUSE	sp|Q7Z572|SPT21_HUMAN
OG0011423	sp|Q7TPG8|TAFA1_MOUSE	sp|Q7Z5A9|TAFA1_HUMAN
OG0011424	sp|Q8BUK6|HOOK3_MOUSE	sp|Q86VS8|HOOK3_HUMAN
OG0011425	sp|Q8BGC9|CREG2_MOUSE	sp|Q8IUH2|CREG2_HUMAN
OG0011426	sp|Q8BZ00|SL9A9_MOUSE	sp|Q8IVB4|SL9A9_HUMAN
OG0011427	sp|Q9D4K7|CC105_MOUSE	sp|Q8IYK2|CC105_HUMAN
OG0011428	sp|Q8BWY7|S39AB_MOUSE	sp|Q8N1S5|S39AB_HUMAN
OG0011429	sp|Q9DA77|TEX29_MOUSE	sp|Q8N6K0|TEX29_HUMAN
OG0011430	sp|Q6P9R1|DDX51_MOUSE	sp|Q8N8A6|DDX51_HUMAN
OG0011431	tr|G3X9M9|G3X9M9_MOUSE	sp|Q8NCL8|TM116_HUMAN
OG0011432	sp|Q8BG28|B3GL2_MOUSE	sp|Q8NCR0|B3GL2_HUMAN
OG0011433	sp|Q3URK3|TET1_MOUSE	sp|Q8NFU7|TET1_HUMAN
OG0011434	sp|Q5SS91|SUN3_MOUSE	sp|Q8TAQ9|SUN3_HUMAN
OG0011435	sp|Q8JZS7|HMGC2_MOUSE	sp|Q8TB92|HMGC2_HUMAN
OG0011436	sp|Q8BGZ2|F168A_MOUSE	sp|Q92567|F168A_HUMAN
OG0011437	sp|Q99J87|DHX58_MOUSE	sp|Q96C10|DHX58_HUMAN
OG0011438	tr|E9Q8X5|E9Q8X5_MOUSE	sp|Q96DT7|ZBT10_HUMAN
OG0011439	sp|Q8CD26|S35E1_MOUSE	sp|Q96K37|S35E1_HUMAN
OG0011440	sp|Q8BMC1|VATG3_MOUSE	sp|Q96LB4|VATG3_HUMAN
OG0011441	sp|Q5SWK7|RN145_MOUSE	sp|Q96MT1|RN145_HUMAN
OG0011442	sp|A6H611|MIPEP_MOUSE	sp|Q99797|MIPEP_HUMAN
OG0011443	sp|Q9Z2G9|HTAI2_MOUSE	sp|Q9BUP3|HTAI2_HUMAN
OG0011444	sp|Q9D0E5|EFC11_MOUSE	sp|Q9BUY7|EFC11_HUMAN
OG0011445	sp|Q924X7|STK33_MOUSE	sp|Q9BYT3|STK33_HUMAN
OG0011446	sp|Q9ERV1|MKRN2_MOUSE	sp|Q9H000|MKRN2_HUMAN
OG0011447	sp|Q9WVM1|RGAP1_MOUSE	sp|Q9H0H5|RGAP1_HUMAN
OG0011448	sp|Q80UN9|MOD5_MOUSE	sp|Q9H3H1|MOD5_HUMAN
OG0011449	sp|Q99KS2|NGRN_MOUSE	sp|Q9NPE2|NGRN_HUMAN
OG0011450	sp|E9Q5Z5|FANCF_MOUSE	sp|Q9NPI8|FANCF_HUMAN
OG0011451	sp|Q9JIS3|SMCO4_MOUSE	sp|Q9NRQ5|SMCO4_HUMAN
OG0011452	sp|Q6PI62|GP173_MOUSE	sp|Q9NS66|GP173_HUMAN
OG0011453	sp|Q99NB1|ACS2L_MOUSE	sp|Q9NUB1|ACS2L_HUMAN
OG0011454	sp|Q9CYC3|TM39A_MOUSE	sp|Q9NV64|TM39A_HUMAN
OG0011455	sp|Q9JKF7|RM39_MOUSE	sp|Q9NYK5|RM39_HUMAN
OG0011456	sp|Q9CQJ5|PRR13_MOUSE	sp|Q9NZ81|PRR13_HUMAN
OG0011457	sp|P0C5E4|PTPRQ_MOUSE	sp|Q9UMZ3|PTPRQ_HUMAN
OG0011458	sp|Q9QZH3|PPIE_MOUSE	sp|Q9UNP9|PPIE_HUMAN
OG0011459	sp|Q9QY23|PKP3_MOUSE	sp|Q9Y446|PKP3_HUMAN
OG0011460	sp|Q5F2C3|MEIKN_MOUSE	sp|A0A087WXM9|MEIKN_HUMAN
OG0011461	sp|Q9CX25|CJ143_MOUSE	sp|A0A1B0GUT2|CJ143_HUMAN
OG0011462	tr|A0A1D5RLC8|A0A1D5RLC8_MOUSE	sp|A0A1B0GUY1|MRCOL_HUMAN
OG0011463	tr|A0A1L1SR87|A0A1L1SR87_MOUSE	sp|A0A286YFK9|SIM38_HUMAN
OG0011464	tr|Q8VBZ2|Q8VBZ2_MOUSE	tr|A0A494C1I1|A0A494C1I1_HUMAN
OG0011465	sp|Q8C0R9|LRRD1_MOUSE	sp|A4D1F6|LRRD1_HUMAN
OG0011466	sp|Q6PAC4|PCARE_MOUSE	sp|A6NGG8|PCARE_HUMAN
OG0011467	sp|Q8C9X1|SNTAN_MOUSE	sp|A6NMZ2|SNTAN_HUMAN
OG0011468	sp|Q99MT2|MSH4_MOUSE	sp|O15457|MSH4_HUMAN
OG0011469	sp|Q99J31|OPHN1_MOUSE	sp|O60890|OPHN1_HUMAN
OG0011470	sp|O88676|MMP23_MOUSE	sp|O75900|MMP23_HUMAN
OG0011471	sp|Q7TPY9|LDOC1_MOUSE	sp|O95751|LDOC1_HUMAN
OG0011472	sp|Q9Z1Q4|LY66C_MOUSE	sp|O95867|LY66C_HUMAN
OG0011473	sp|P11725|OTC_MOUSE	sp|P00480|OTC_HUMAN
OG0011474	tr|B2RS76|B2RS76_MOUSE	sp|P15086|CBPB1_HUMAN
OG0011475	sp|Q08481|PECA1_MOUSE	sp|P16284|PECA1_HUMAN
OG0011476	sp|O88935|SYN1_MOUSE	sp|P17600|SYN1_HUMAN
OG0011477	sp|P56475|GBRR1_MOUSE	sp|P24046|GBRR1_HUMAN
OG0011478	sp|Q9Z2U1|PSA5_MOUSE	sp|P28066|PSA5_HUMAN
OG0011479	sp|Q9WU22|PTN4_MOUSE	sp|P29074|PTN4_HUMAN
OG0011480	sp|P43352|RAD52_MOUSE	sp|P43351|RAD52_HUMAN
OG0011481	sp|P48168|GLRB_MOUSE	sp|P48167|GLRB_HUMAN
OG0011482	sp|P51557|STAR_MOUSE	sp|P49675|STAR_HUMAN
OG0011483	sp|P62830|RL23_MOUSE	sp|P62829|RL23_HUMAN
OG0011484	sp|Q99MA9|NKX61_MOUSE	sp|P78426|NKX61_HUMAN
OG0011485	sp|P58064|RT06_MOUSE	sp|P82932|RT06_HUMAN
OG0011486	sp|P21183|IL5RA_MOUSE	sp|Q01344|IL5RA_HUMAN
OG0011487	sp|P41133|ID3_MOUSE	sp|Q02535|ID3_HUMAN
OG0011488	sp|Q9JJG5|SRTD2_MOUSE	sp|Q14140|SRTD2_HUMAN
OG0011489	sp|Q5ND28|SREC_MOUSE	sp|Q14162|SREC_HUMAN
OG0011490	sp|Q8BJY1|PSMD5_MOUSE	sp|Q16401|PSMD5_HUMAN
OG0011491	sp|Q8BIR2|ASTE1_MOUSE	sp|Q2TB18|ASTE1_HUMAN
OG0011492	sp|Q9CQ22|LTOR1_MOUSE	sp|Q6IAA8|LTOR1_HUMAN
OG0011493	sp|Q9D361|SNR48_MOUSE	sp|Q6IEG0|SNR48_HUMAN
OG0011494	sp|Q8BGA8|ACSM5_MOUSE	sp|Q6NUN0|ACSM5_HUMAN
OG0011495	sp|Q8BG80|FBX46_MOUSE	sp|Q6PJ61|FBX46_HUMAN
OG0011496	sp|Q6XUX1|DUSTY_MOUSE	sp|Q6XUX3|DUSTY_HUMAN
OG0011497	sp|Q8VI63|MOB2_MOUSE	sp|Q70IA6|MOB2_HUMAN
OG0011498	sp|Q91WN2|T150A_MOUSE	sp|Q86TG1|T150A_HUMAN
OG0011499	sp|Q6PFX6|CAD24_MOUSE	sp|Q86UP0|CAD24_HUMAN
OG0011500	sp|Q7M729|SCN4B_MOUSE	sp|Q8IWT1|SCN4B_HUMAN
OG0011501	tr|G3X9X1|G3X9X1_MOUSE	sp|Q8IY47|KBTB2_HUMAN
OG0011502	sp|Q9CW46|RAVR1_MOUSE	sp|Q8IY67|RAVR1_HUMAN
OG0011503	sp|Q6KAQ7|ZZZ3_MOUSE	sp|Q8IYH5|ZZZ3_HUMAN
OG0011504	tr|Q8VH17|Q8VH17_MOUSE	sp|Q8NGK1|O51G1_HUMAN
OG0011505	sp|Q1HCM0|FGFP3_MOUSE	sp|Q8TAT2|FGFP3_HUMAN
OG0011506	sp|Q9D7D7|CLD23_MOUSE	sp|Q96B33|CLD23_HUMAN
OG0011507	sp|Q8BIS8|CC126_MOUSE	sp|Q96EE4|CC126_HUMAN
OG0011508	sp|P60487|PLPP_MOUSE	sp|Q96GD0|PLPP_HUMAN
OG0011509	tr|Q3TIX6|Q3TIX6_MOUSE	sp|Q96I24|FUBP3_HUMAN
OG0011510	sp|Q6DIB5|MEG10_MOUSE	sp|Q96KG7|MEG10_HUMAN
OG0011511	sp|Q6P1G6|F167A_MOUSE	sp|Q96KS9|F167A_HUMAN
OG0011512	sp|Q5I043|UBP28_MOUSE	sp|Q96RU2|UBP28_HUMAN
OG0011513	sp|Q6PG95|CRML_MOUSE	sp|Q96RY5|CRML_HUMAN
OG0011514	sp|Q9JHB3|TIMP4_MOUSE	sp|Q99727|TIMP4_HUMAN
OG0011515	sp|Q9JJC9|HERP2_MOUSE	sp|Q9BSE4|HERP2_HUMAN
OG0011516	sp|Q9QY73|TMM59_MOUSE	sp|Q9BXS4|TMM59_HUMAN
OG0011517	sp|Q9DB75|CDIP1_MOUSE	sp|Q9H305|CDIP1_HUMAN
OG0011518	sp|Q9ER38|TOR3A_MOUSE	sp|Q9H497|TOR3A_HUMAN
OG0011519	sp|A2ANU3|SYNG1_MOUSE	sp|Q9H7V2|SYNG1_HUMAN
OG0011520	tr|A0A286YCV9|A0A286YCV9_MOUSE	sp|Q9NQT8|KI13B_HUMAN
OG0011521	sp|Q9CWU6|UQCC1_MOUSE	sp|Q9NVA1|UQCC1_HUMAN
OG0011522	sp|Q9CR40|KLH28_MOUSE	sp|Q9NXS3|KLH28_HUMAN
OG0011523	sp|Q7TSL0|IFNK_MOUSE	sp|Q9P0W0|IFNK_HUMAN
OG0011524	sp|Q499E5|STOX2_MOUSE	sp|Q9P2F5|STOX2_HUMAN
OG0011525	sp|Q5FWI3|CEIP2_MOUSE	sp|Q9UHN6|CEIP2_HUMAN
OG0011526	sp|Q9CQ45|NENF_MOUSE	sp|Q9UMX5|NENF_HUMAN
OG0011527	sp|P60122|RUVB1_MOUSE	sp|Q9Y265|RUVB1_HUMAN
OG0011528	sp|Q9CW07|PP13G_MOUSE	sp|B7ZBB8|PP13G_HUMAN
OG0011529	sp|Q8BXA1|GOLI4_MOUSE	sp|O00461|GOLI4_HUMAN
OG0011530	sp|Q9Z1X9|CDC45_MOUSE	sp|O75419|CDC45_HUMAN
OG0011531	sp|Q921G6|LRCH4_MOUSE	sp|O75427|LRCH4_HUMAN
OG0011532	sp|Q91VS8|FARP2_MOUSE	sp|O94887|FARP2_HUMAN
OG0011533	sp|Q9JLY7|DUS14_MOUSE	sp|O95147|DUS14_HUMAN
OG0011534	sp|Q62520|ZIC2_MOUSE	sp|O95409|ZIC2_HUMAN
OG0011535	sp|Q06194|FA8_MOUSE	sp|P00451|FA8_HUMAN
OG0011536	sp|P00683|RNAS1_MOUSE	sp|P07998|RNAS1_HUMAN
OG0011537	sp|P11103|PARP1_MOUSE	sp|P09874|PARP1_HUMAN
OG0011538	sp|Q8BMF4|ODP2_MOUSE	sp|P10515|ODP2_HUMAN
OG0011539	sp|P25085|IL1RA_MOUSE	sp|P18510|IL1RA_HUMAN
OG0011540	sp|P47212|GALA_MOUSE	sp|P22466|GALA_HUMAN
OG0011541	sp|Q02853|MMP11_MOUSE	sp|P24347|MMP11_HUMAN
OG0011542	sp|Q03265|ATPA_MOUSE	sp|P25705|ATPA_HUMAN
OG0011543	sp|P35601|RFC1_MOUSE	sp|P35251|RFC1_HUMAN
OG0011544	sp|P43404|ZAP70_MOUSE	sp|P43403|ZAP70_HUMAN
OG0011545	sp|Q9WU39|SCNNG_MOUSE	sp|P51170|SCNNG_HUMAN
OG0011546	sp|P56212|ARP19_MOUSE	sp|P56211|ARP19_HUMAN
OG0011547	sp|Q04735|CDK16_MOUSE	sp|Q00536|CDK16_HUMAN
OG0011548	sp|O70479|BACD2_MOUSE	sp|Q13829|BACD2_HUMAN
OG0011549	sp|Q9DCC8|TOM20_MOUSE	sp|Q15388|TOM20_HUMAN
OG0011550	sp|Q8K4R9|DLGP5_MOUSE	sp|Q15398|DLGP5_HUMAN
OG0011551	sp|O08734|BAK_MOUSE	sp|Q16611|BAK_HUMAN
OG0011552	sp|Q8VD04|GRAP1_MOUSE	sp|Q4V328|GRAP1_HUMAN
OG0011553	sp|O70503|DHB12_MOUSE	sp|Q53GQ0|DHB12_HUMAN
OG0011554	sp|Q8R0W5|EST4A_MOUSE	sp|Q5XG92|EST4A_HUMAN
OG0011555	sp|O09113|OTP_MOUSE	sp|Q5XKR4|OTP_HUMAN
OG0011556	sp|Q9CWR1|WDR73_MOUSE	sp|Q6P4I2|WDR73_HUMAN
OG0011557	sp|Q6IS41|S2547_MOUSE	sp|Q6Q0C1|S2547_HUMAN
OG0011558	sp|Q76EC5|CHST9_MOUSE	sp|Q7L1S5|CHST9_HUMAN
OG0011559	sp|Q8BQB4|FJX1_MOUSE	sp|Q86VR8|FJX1_HUMAN
OG0011560	sp|Q6DFV1|CNDG2_MOUSE	sp|Q86XI2|CNDG2_HUMAN
OG0011561	sp|Q99JP0|M4K3_MOUSE	sp|Q8IVH8|M4K3_HUMAN
OG0011562	sp|Q9D772|F219A_MOUSE	sp|Q8IW50|F219A_HUMAN
OG0011563	sp|Q9D8U7|DTWD1_MOUSE	sp|Q8N5C7|DTWD1_HUMAN
OG0011564	sp|Q9D6E4|TTC9B_MOUSE	sp|Q8N6N2|TTC9B_HUMAN
OG0011565	sp|Q63ZW7|INADL_MOUSE	sp|Q8NI35|INADL_HUMAN
OG0011566	sp|Q3UXZ6|FA81A_MOUSE	sp|Q8TBF8|FA81A_HUMAN
OG0011567	sp|Q8CBB9|RSAD2_MOUSE	sp|Q8WXG1|RSAD2_HUMAN
OG0011568	sp|P59055|CSRN3_MOUSE	sp|Q8WYN3|CSRN3_HUMAN
OG0011569	sp|Q9D753|EXOS8_MOUSE	sp|Q96B26|EXOS8_HUMAN
OG0011570	sp|Q8K0W9|DPH3_MOUSE	sp|Q96FX2|DPH3_HUMAN
OG0011571	sp|Q80WB5|NTAQ1_MOUSE	sp|Q96HA8|NTAQ1_HUMAN
OG0011572	sp|Q6P6M5|PX11C_MOUSE	sp|Q96HA9|PX11C_HUMAN
OG0011573	sp|Q9JLJ0|LITAF_MOUSE	sp|Q99732|LITAF_HUMAN
OG0011574	sp|Q9EQF6|DPYL5_MOUSE	sp|Q9BPU6|DPYL5_HUMAN
OG0011575	sp|Q7TPV4|MBB1A_MOUSE	sp|Q9BQG0|MBB1A_HUMAN
OG0011576	sp|Q8QZT4|CRUM3_MOUSE	sp|Q9BUF7|CRUM3_HUMAN
OG0011577	sp|Q8VDM6|HNRL1_MOUSE	sp|Q9BUJ2|HNRL1_HUMAN
OG0011578	sp|Q8BL48|UNK_MOUSE	sp|Q9C0B0|UNK_HUMAN
OG0011579	sp|Q8C0T0|XKR8_MOUSE	sp|Q9H6D3|XKR8_HUMAN
OG0011580	sp|Q9DA48|SACA1_MOUSE	sp|Q9HBV2|SACA1_HUMAN
OG0011581	sp|Q5Y5T2|ZDH18_MOUSE	sp|Q9NUE0|ZDH18_HUMAN
OG0011582	sp|Q7TQC7|GPTC2_MOUSE	sp|Q9NW75|GPTC2_HUMAN
OG0011583	sp|Q8VIB5|BARH2_MOUSE	sp|Q9NY43|BARH2_HUMAN
OG0011584	sp|Q8C5L3|CNOT2_MOUSE	sp|Q9NZN8|CNOT2_HUMAN
OG0011585	sp|Q91W45|PAI2B_MOUSE	sp|Q9ULR5|PAI2B_HUMAN
OG0011586	sp|Q6P4S6|SIK3_MOUSE	sp|Q9Y2K2|SIK3_HUMAN
OG0011587	sp|Q9CYY7|PLD3B_MOUSE	sp|Q9Y3B1|PLD3B_HUMAN
OG0011588	sp|A2BE28|LAS1L_MOUSE	sp|Q9Y4W2|LAS1L_HUMAN
OG0011589	sp|Q9Z1K5|ARI1_MOUSE	sp|Q9Y4X5|ARI1_HUMAN
OG0011590	sp|Q9CWT3|SNX10_MOUSE	sp|Q9Y5X0|SNX10_HUMAN
OG0011591	tr|B2RX70|B2RX70_MOUSE	sp|A4D0V7|CPED1_HUMAN
OG0011592	sp|Q9DA21|SMCO2_MOUSE	sp|A6NFE2|SMCO2_HUMAN
OG0011593	sp|Q6PGE4|ZF316_MOUSE	sp|A6NFI3|ZN316_HUMAN
OG0011594	tr|B2RXA8|B2RXA8_MOUSE	sp|A8MPY1|GBRR3_HUMAN
OG0011595	sp|Q9WU84|CCS_MOUSE	sp|O14618|CCS_HUMAN
OG0011596	sp|O35701|MATN3_MOUSE	sp|O15232|MATN3_HUMAN
OG0011597	sp|Q91ZG2|MPPD1_MOUSE	sp|O15442|MPPD1_HUMAN
OG0011598	sp|Q9ESL8|FGF16_MOUSE	sp|O43320|FGF16_HUMAN
OG0011599	sp|Q61625|GRID2_MOUSE	sp|O43424|GRID2_HUMAN
OG0011600	sp|Q9Z2Z6|MCAT_MOUSE	sp|O43772|MCAT_HUMAN
OG0011601	tr|Q7TQU7|Q7TQU7_MOUSE	sp|O60431|OR1I1_HUMAN
OG0011602	sp|Q9JLF7|TLR5_MOUSE	sp|O60602|TLR5_HUMAN
OG0011603	sp|O88939|ZBT7A_MOUSE	sp|O95365|ZBT7A_HUMAN
OG0011604	sp|P00405|COX2_MOUSE	sp|P00403|COX2_HUMAN
OG0011605	sp|Q00724|RET4_MOUSE	sp|P02753|RET4_HUMAN
OG0011606	tr|A0A0B4J1K4|A0A0B4J1K4_MOUSE	sp|P04437|TVA29_HUMAN
OG0011607	tr|J3QNP2|J3QNP2_MOUSE	sp|P0DKX4|SIM18_HUMAN
OG0011608	sp|Q03145|EPHA2_MOUSE	sp|P29317|EPHA2_HUMAN
OG0011609	sp|Q60720|CY561_MOUSE	sp|P49447|CY561_HUMAN
OG0011610	sp|Q9WVR4|FXR2_MOUSE	sp|P51116|FXR2_HUMAN
OG0011611	sp|P60322|NANO2_MOUSE	sp|P60321|NANO2_HUMAN
OG0011612	sp|P60041|SMS_MOUSE	sp|P61278|SMS_HUMAN
OG0011613	sp|P98156|VLDLR_MOUSE	sp|P98155|VLDLR_HUMAN
OG0011614	tr|Q8CFX3|Q8CFX3_MOUSE	sp|Q08174|PCDH1_HUMAN
OG0011615	sp|Q8C2E7|WASC5_MOUSE	sp|Q12768|WASC5_HUMAN
OG0011616	sp|Q62356|FSTL1_MOUSE	sp|Q12841|FSTL1_HUMAN
OG0011617	sp|Q8K1I3|SPP24_MOUSE	sp|Q13103|SPP24_HUMAN
OG0011618	sp|Q61026|NCOA2_MOUSE	sp|Q15596|NCOA2_HUMAN
OG0011619	sp|Q8C8N3|VWC2_MOUSE	sp|Q2TAL6|VWC2_HUMAN
OG0011620	sp|Q9CRW3|CB076_MOUSE	sp|Q3KRA6|CB076_HUMAN
OG0011621	sp|Q8BYH8|CHD9_MOUSE	sp|Q3L8U1|CHD9_HUMAN
OG0011622	sp|Q3UHK3|GREB1_MOUSE	sp|Q4ZG55|GREB1_HUMAN
OG0011623	sp|Q3TEA8|HP1B3_MOUSE	sp|Q5SSJ5|HP1B3_HUMAN
OG0011624	sp|Q6PDX6|RN220_MOUSE	sp|Q5VTB9|RN220_HUMAN
OG0011625	sp|Q505B8|SYCE2_MOUSE	sp|Q6PIF2|SYCE2_HUMAN
OG0011626	sp|P0C6A1|GTR7_MOUSE	sp|Q6PXP3|GTR7_HUMAN
OG0011627	sp|Q68ED7|CRTC1_MOUSE	sp|Q6UUV9|CRTC1_HUMAN
OG0011628	sp|Q9D2L1|ARSK_MOUSE	sp|Q6UWY0|ARSK_HUMAN
OG0011629	sp|P08043|ZFP2_MOUSE	sp|Q6ZN57|ZFP2_HUMAN
OG0011630	sp|Q9DBZ9|SYDE1_MOUSE	sp|Q6ZW31|SYDE1_HUMAN
OG0011631	sp|O88545|CSN6_MOUSE	sp|Q7L5N1|CSN6_HUMAN
OG0011632	sp|Q3URE9|LIGO2_MOUSE	sp|Q7L985|LIGO2_HUMAN
OG0011633	sp|Q7TPV2|DZIP3_MOUSE	sp|Q86Y13|DZIP3_HUMAN
OG0011634	sp|Q3V3Z3|AGRG5_MOUSE	sp|Q8IZF4|AGRG5_HUMAN
OG0011635	sp|E5FYH1|TOPZ1_MOUSE	sp|Q8N9V7|TOPZ1_HUMAN
OG0011636	sp|Q5NC32|MOT11_MOUSE	sp|Q8NCK7|MOT11_HUMAN
OG0011637	sp|Q8K2I9|FBH1_MOUSE	sp|Q8NFZ0|FBH1_HUMAN
OG0011638	sp|P38585|TTL_MOUSE	sp|Q8NG68|TTL_HUMAN
OG0011639	sp|Q8BHC4|DCAKD_MOUSE	sp|Q8WVC6|DCAKD_HUMAN
OG0011640	sp|P58269|DPF3_MOUSE	sp|Q92784|DPF3_HUMAN
OG0011641	sp|Q8BH83|ANKR9_MOUSE	sp|Q96BM1|ANKR9_HUMAN
OG0011642	sp|Q60943|I17RA_MOUSE	sp|Q96F46|I17RA_HUMAN
OG0011643	sp|Q7TSD4|TBATA_MOUSE	sp|Q96M53|TBATA_HUMAN
OG0011644	sp|O35740|CITE2_MOUSE	sp|Q99967|CITE2_HUMAN
OG0011645	sp|Q920M7|SYT17_MOUSE	sp|Q9BSW7|SYT17_HUMAN
OG0011646	sp|Q99PV5|BHE41_MOUSE	sp|Q9C0J9|BHE41_HUMAN
OG0011647	sp|Q8VCR9|OCEL1_MOUSE	sp|Q9H607|OCEL1_HUMAN
OG0011648	sp|Q91WB7|UBTD1_MOUSE	sp|Q9HAC8|UBTD1_HUMAN
OG0011649	sp|Q9CXW3|CYBP_MOUSE	sp|Q9HB71|CYBP_HUMAN
OG0011650	sp|Q8K3Z0|NOD2_MOUSE	sp|Q9HC29|NOD2_HUMAN
OG0011651	sp|Q9D7N9|APMAP_MOUSE	sp|Q9HDC9|APMAP_HUMAN
OG0011652	sp|Q8CFW1|ANO2_MOUSE	sp|Q9NQ90|ANO2_HUMAN
OG0011653	sp|Q9CRB2|NHP2_MOUSE	sp|Q9NX24|NHP2_HUMAN
OG0011654	sp|F8VPZ9|BICRA_MOUSE	sp|Q9NZM4|BICRA_HUMAN
OG0011655	sp|Q9Z2V5|HDAC6_MOUSE	sp|Q9UBN7|HDAC6_HUMAN
OG0011656	sp|Q6TYB5|FEZ2_MOUSE	sp|Q9UHY8|FEZ2_HUMAN
OG0011657	sp|O35174|KCNS2_MOUSE	sp|Q9ULS6|KCNS2_HUMAN
OG0011658	sp|Q7TS55|TNF18_MOUSE	sp|Q9UNG2|TNF18_HUMAN
OG0011659	sp|E9Q286|ICE1_MOUSE	sp|Q9Y2F5|ICE1_HUMAN
OG0011660	sp|Q60738|ZNT1_MOUSE	sp|Q9Y6M5|ZNT1_HUMAN
OG0011661	sp|Q9D757|DAPL1_MOUSE	sp|A0PJW8|DAPL1_HUMAN
OG0011662	sp|Q9R0P4|SMAP_MOUSE	sp|O00193|SMAP_HUMAN
OG0011663	sp|O35075|VP26C_MOUSE	sp|O14972|VP26C_HUMAN
OG0011664	sp|Q9CPU9|COPT2_MOUSE	sp|O15432|COPT2_HUMAN
OG0011665	sp|Q9CQZ6|NDUB3_MOUSE	sp|O43676|NDUB3_HUMAN
OG0011666	sp|A2BDP1|NALF2_MOUSE	sp|O75949|NALF2_HUMAN
OG0011667	sp|P70424|ERBB2_MOUSE	sp|P04626|ERBB2_HUMAN
OG0011668	sp|Q8C963|CC159_MOUSE	sp|P0C7I6|CC159_HUMAN
