Orthogroup	Mus_musculus	Delphinapterus_leucas
OG0010384	sp|Q9JM93|AR6P4_MOUSE	tr|A0A2Y9Q7Y8|A0A2Y9Q7Y8_DELLE
OG0010385	sp|Q91ZS8|RED1_MOUSE	tr|A0A2Y9Q9Q7|A0A2Y9Q9Q7_DELLE
OG0010386	sp|Q8K396|MND1_MOUSE	tr|A0A2Y9QCS8|A0A2Y9QCS8_DELLE
OG0010387	sp|Q9CQU3|RER1_MOUSE	tr|A0A2Y9QFM9|A0A2Y9QFM9_DELLE
OG0010388	sp|Q5HZI9|S2551_MOUSE	tr|A0A2Y9QKH3|A0A2Y9QKH3_DELLE
OG0010389	sp|Q9JJI6|PIGO_MOUSE	tr|A0A2Y9QKX9|A0A2Y9QKX9_DELLE
OG0010390	sp|Q9JJU9|CRBB3_MOUSE	tr|A0A2Y9LA59|A0A2Y9LA59_DELLE
OG0010391	sp|Q99MQ3|PINK1_MOUSE	tr|A0A2Y9LDP3|A0A2Y9LDP3_DELLE
OG0010392	sp|P97490|ADCY8_MOUSE	tr|A0A2Y9LJR9|A0A2Y9LJR9_DELLE
OG0010393	sp|Q8R100|CAHM5_MOUSE	tr|A0A2Y9LLS7|A0A2Y9LLS7_DELLE
OG0010394	sp|Q8BG30|NELFA_MOUSE	tr|A0A2Y9LMC4|A0A2Y9LMC4_DELLE
OG0010395	sp|Q75NR7|RECQ4_MOUSE	tr|A0A2Y9LMT5|A0A2Y9LMT5_DELLE
OG0010396	tr|Q9CY99|Q9CY99_MOUSE	tr|A0A2Y9LN63|A0A2Y9LN63_DELLE
OG0010397	sp|O54951|SEM6B_MOUSE	tr|A0A2Y9LTJ0|A0A2Y9LTJ0_DELLE
OG0010398	sp|Q9QXW0|FBXL6_MOUSE	tr|A0A2Y9LVQ7|A0A2Y9LVQ7_DELLE
OG0010399	sp|Q61493|REV3L_MOUSE	tr|A0A2Y9LYD4|A0A2Y9LYD4_DELLE
OG0010400	sp|Q8R370|USBP1_MOUSE	tr|A0A2Y9LZT0|A0A2Y9LZT0_DELLE
OG0010401	sp|P80318|TCPG_MOUSE	tr|A0A2Y9M0F3|A0A2Y9M0F3_DELLE
OG0010402	sp|Q9Z0U9|S1PR3_MOUSE	tr|A0A2Y9M3W0|A0A2Y9M3W0_DELLE
OG0010403	sp|Q60614|AA2BR_MOUSE	tr|A0A2Y9M4I5|A0A2Y9M4I5_DELLE
OG0010404	sp|Q3UH93|PLXD1_MOUSE	tr|A0A2Y9M8E1|A0A2Y9M8E1_DELLE
OG0010405	sp|Q45KJ6|LN28B_MOUSE	tr|A0A2Y9MGQ5|A0A2Y9MGQ5_DELLE
OG0010406	sp|Q7TPC1|CDSN_MOUSE	tr|A0A2Y9MIE8|A0A2Y9MIE8_DELLE
OG0010407	sp|Q62417|SRBS1_MOUSE	tr|A0A2Y9MRL4|A0A2Y9MRL4_DELLE
OG0010408	sp|Q8CB65|NEMP2_MOUSE	tr|A0A2Y9MVC6|A0A2Y9MVC6_DELLE
OG0010409	sp|Q8C3K5|TMM72_MOUSE	tr|A0A2Y9MWE0|A0A2Y9MWE0_DELLE
OG0010410	sp|Q91VK4|ITM2C_MOUSE	tr|A0A2Y9N2Z3|A0A2Y9N2Z3_DELLE
OG0010411	sp|Q8BGK9|CC018_MOUSE	tr|A0A2Y9N3E2|A0A2Y9N3E2_DELLE
OG0010412	sp|Q8BPA8|DPCD_MOUSE	tr|A0A2Y9N654|A0A2Y9N654_DELLE
OG0010413	sp|Q8VI67|SP7_MOUSE	tr|A0A2Y9N8J6|A0A2Y9N8J6_DELLE
OG0010414	sp|Q8QZV2|SHSA2_MOUSE	tr|A0A2Y9NBC1|A0A2Y9NBC1_DELLE
OG0010415	sp|P97376|FRG1_MOUSE	tr|A0A2Y9NBZ1|A0A2Y9NBZ1_DELLE
OG0010416	sp|P81122|IRS2_MOUSE	tr|A0A2Y9NC55|A0A2Y9NC55_DELLE
OG0010417	sp|P10629|HXC6_MOUSE	tr|A0A2Y9NEN6|A0A2Y9NEN6_DELLE
OG0010418	sp|Q60665|SKIL_MOUSE	tr|A0A2Y9NFX2|A0A2Y9NFX2_DELLE
OG0010419	tr|J3QPM6|J3QPM6_MOUSE	tr|A0A2Y9NFY5|A0A2Y9NFY5_DELLE
OG0010420	sp|Q80UN9|MOD5_MOUSE	tr|A0A2Y9NI20|A0A2Y9NI20_DELLE
OG0010421	sp|Q91X88|PMGT1_MOUSE	tr|A0A2Y9NIQ2|A0A2Y9NIQ2_DELLE
OG0010422	sp|Q9Z1N7|ARI3B_MOUSE	tr|A0A2Y9NKU0|A0A2Y9NKU0_DELLE
OG0010423	sp|P36371|TAP2_MOUSE	tr|A0A2Y9NQ49|A0A2Y9NQ49_DELLE
OG0010424	sp|Q8BYL4|SYYM_MOUSE	tr|A0A2Y9NQN7|A0A2Y9NQN7_DELLE
OG0010425	sp|Q6P6P7|PARP6_MOUSE	tr|A0A2Y9NRW3|A0A2Y9NRW3_DELLE
OG0010426	sp|Q8BJF9|CHM2B_MOUSE	tr|A0A2Y9NT07|A0A2Y9NT07_DELLE
OG0010427	sp|Q80U56|AVL9_MOUSE	tr|A0A2Y9NWP6|A0A2Y9NWP6_DELLE
OG0010428	sp|Q8C726|BTBD9_MOUSE	tr|A0A2Y9NX67|A0A2Y9NX67_DELLE
OG0010429	sp|Q9EPT5|SO2A1_MOUSE	tr|A0A2Y9NZ43|A0A2Y9NZ43_DELLE
OG0010430	sp|P43117|PF2R_MOUSE	tr|A0A2Y9P376|A0A2Y9P376_DELLE
OG0010431	sp|Q8BHB0|NOD1_MOUSE	tr|A0A2Y9P3R1|A0A2Y9P3R1_DELLE
OG0010432	sp|Q80VM4|ZN579_MOUSE	tr|A0A2Y9P664|A0A2Y9P664_DELLE
OG0010433	sp|Q8BMQ8|MON1B_MOUSE	tr|A0A2Y9P681|A0A2Y9P681_DELLE
OG0010434	sp|Q569E7|ZN697_MOUSE	tr|A0A2Y9P8I5|A0A2Y9P8I5_DELLE
OG0010435	tr|Q8K0E4|Q8K0E4_MOUSE	tr|A0A2Y9PBA9|A0A2Y9PBA9_DELLE
OG0010436	sp|Q9EQN3|T22D4_MOUSE	tr|A0A2Y9PC79|A0A2Y9PC79_DELLE
OG0010437	sp|Q80VR2|ELL3_MOUSE	tr|A0A2Y9PCE9|A0A2Y9PCE9_DELLE
OG0010438	sp|P08046|EGR1_MOUSE	tr|A0A2Y9PCH3|A0A2Y9PCH3_DELLE
OG0010439	sp|Q9DCB1|HMGN3_MOUSE	tr|A0A2Y9PGI0|A0A2Y9PGI0_DELLE
OG0010440	sp|Q8K2M0|RM38_MOUSE	tr|A0A2Y9PPN0|A0A2Y9PPN0_DELLE
OG0010441	sp|Q7TN58|TMC8_MOUSE	tr|A0A2Y9PQP0|A0A2Y9PQP0_DELLE
OG0010442	sp|Q62559|IFT52_MOUSE	tr|A0A2Y9PXI4|A0A2Y9PXI4_DELLE
OG0010443	sp|Q922P9|GLYR1_MOUSE	tr|A0A2Y9PYF4|A0A2Y9PYF4_DELLE
OG0010444	sp|Q8CDG5|CRERF_MOUSE	tr|A0A2Y9Q055|A0A2Y9Q055_DELLE
OG0010445	sp|Q8CI12|SMTL2_MOUSE	tr|A0A2Y9Q2G5|A0A2Y9Q2G5_DELLE
OG0010446	sp|Q62192|CD180_MOUSE	tr|A0A2Y9Q362|A0A2Y9Q362_DELLE
OG0010447	sp|P97474|PITX2_MOUSE	tr|A0A2Y9Q3D3|A0A2Y9Q3D3_DELLE
OG0010448	sp|Q8C6G1|CF410_MOUSE	tr|A0A2Y9Q4J3|A0A2Y9Q4J3_DELLE
OG0010449	sp|Q3UR70|TGFA1_MOUSE	tr|A0A2Y9Q6S0|A0A2Y9Q6S0_DELLE
OG0010450	sp|P59481|LMA2L_MOUSE	tr|A0A2Y9Q7D6|A0A2Y9Q7D6_DELLE
OG0010451	sp|Q80U40|RIMB2_MOUSE	tr|A0A2Y9Q8G6|A0A2Y9Q8G6_DELLE
OG0010452	sp|Q8CJ40|CROCC_MOUSE	tr|A0A2Y9Q9F2|A0A2Y9Q9F2_DELLE
OG0010453	sp|A2APA5|FA209_MOUSE	tr|A0A2Y9QCR5|A0A2Y9QCR5_DELLE
OG0010454	sp|Q6NXN1|SZRD1_MOUSE	tr|A0A2Y9QF19|A0A2Y9QF19_DELLE
OG0010455	sp|Q99JZ7|ERRFI_MOUSE	tr|A0A2Y9QFN7|A0A2Y9QFN7_DELLE
OG0010456	tr|A0A140LIP2|A0A140LIP2_MOUSE	tr|A0A7F8K1L2|A0A7F8K1L2_DELLE
OG0010457	tr|D3Z5T8|D3Z5T8_MOUSE	tr|A0A7F8K5L4|A0A7F8K5L4_DELLE
OG0010458	sp|Q6EBV9|ATG9B_MOUSE	tr|A0A7F8K7B1|A0A7F8K7B1_DELLE
OG0010459	sp|Q80ZC9|PS1C2_MOUSE	tr|A0A7F8K7J5|A0A7F8K7J5_DELLE
OG0010460	sp|A2AJN7|S4A11_MOUSE	tr|A0A7F8K7L3|A0A7F8K7L3_DELLE
OG0010461	sp|Q9QUK3|CLN8_MOUSE	tr|A0A7F8KF02|A0A7F8KF02_DELLE
OG0010462	sp|Q3UY34|CSTOS_MOUSE	tr|A0A2Y9LH99|A0A2Y9LH99_DELLE
OG0010463	sp|Q9CY18|SNX7_MOUSE	tr|A0A2Y9LHA0|A0A2Y9LHA0_DELLE
OG0010464	sp|Q8R238|SDSL_MOUSE	tr|A0A2Y9LHT1|A0A2Y9LHT1_DELLE
OG0010465	sp|Q8CF98|COL10_MOUSE	tr|A0A2Y9LNP4|A0A2Y9LNP4_DELLE
OG0010466	sp|Q8CHC4|SYNJ1_MOUSE	tr|A0A2Y9LNV1|A0A2Y9LNV1_DELLE
OG0010467	sp|O55237|CD70_MOUSE	tr|A0A2Y9LUE1|A0A2Y9LUE1_DELLE
OG0010468	sp|Q9CYC3|TM39A_MOUSE	tr|A0A2Y9LZR5|A0A2Y9LZR5_DELLE
OG0010469	sp|P60867|RS20_MOUSE	tr|A0A2Y9LZZ7|A0A2Y9LZZ7_DELLE
OG0010470	sp|P11983|TCPA_MOUSE	tr|A0A2Y9M2L2|A0A2Y9M2L2_DELLE
OG0010471	sp|O88824|JTB_MOUSE	tr|A0A2Y9M300|A0A2Y9M300_DELLE
OG0010472	sp|Q9D7B6|ACAD8_MOUSE	tr|A0A2Y9M3R5|A0A2Y9M3R5_DELLE
OG0010473	sp|Q9JI08|BIN3_MOUSE	tr|A0A2Y9M8W3|A0A2Y9M8W3_DELLE
OG0010474	sp|Q91YU3|MSD4_MOUSE	tr|A0A2Y9MAY3|A0A2Y9MAY3_DELLE
OG0010475	tr|Q8VGZ7|Q8VGZ7_MOUSE	tr|A0A2Y9MD72|A0A2Y9MD72_DELLE
OG0010476	sp|Q91ZZ3|SYUB_MOUSE	tr|A0A2Y9ME35|A0A2Y9ME35_DELLE
OG0010477	tr|G3UVV3|G3UVV3_MOUSE	tr|A0A2Y9MEG5|A0A2Y9MEG5_DELLE
OG0010478	sp|Q9D131|CK001_MOUSE	tr|A0A2Y9MJF8|A0A2Y9MJF8_DELLE
OG0010479	sp|B2RQE8|RHG42_MOUSE	tr|A0A2Y9MKU9|A0A2Y9MKU9_DELLE
OG0010480	sp|Q6IRU5|CLCB_MOUSE	tr|A0A2Y9MLX1|A0A2Y9MLX1_DELLE
OG0010481	tr|E9Q0S6|E9Q0S6_MOUSE	tr|A0A2Y9MMY7|A0A2Y9MMY7_DELLE
OG0010482	sp|Q6PEB6|PHOCN_MOUSE	tr|A0A2Y9MQ11|A0A2Y9MQ11_DELLE
OG0010483	tr|A2AF28|A2AF28_MOUSE	tr|A0A2Y9MQX4|A0A2Y9MQX4_DELLE
OG0010484	sp|Q6ZQK5|ACAP2_MOUSE	tr|A0A2Y9MS81|A0A2Y9MS81_DELLE
OG0010485	sp|Q9JMJ2|FBXW4_MOUSE	tr|A0A2Y9MUR9|A0A2Y9MUR9_DELLE
OG0010486	sp|Q91XQ5|CHSTF_MOUSE	tr|A0A2Y9MYS4|A0A2Y9MYS4_DELLE
OG0010487	sp|Q04999|INHBB_MOUSE	tr|A0A2Y9MZ85|A0A2Y9MZ85_DELLE
OG0010488	sp|P32043|HXC5_MOUSE	tr|A0A2Y9N0K2|A0A2Y9N0K2_DELLE
OG0010489	sp|Q7TQK0|CCNT2_MOUSE	tr|A0A2Y9N1M2|A0A2Y9N1M2_DELLE
OG0010490	sp|O88737|BSN_MOUSE	tr|A0A2Y9N297|A0A2Y9N297_DELLE
OG0010491	sp|Q8K1S2|UNC5D_MOUSE	tr|A0A2Y9N658|A0A2Y9N658_DELLE
OG0010492	sp|P62700|YPEL5_MOUSE	tr|A0A2Y9N6H3|A0A2Y9N6H3_DELLE
OG0010493	sp|A2AVR2|MROH7_MOUSE	tr|A0A2Y9N8X2|A0A2Y9N8X2_DELLE
OG0010494	sp|Q68EF6|BEGIN_MOUSE	tr|A0A2Y9NAB6|A0A2Y9NAB6_DELLE
OG0010495	sp|Q61074|PPM1G_MOUSE	tr|A0A2Y9NEM0|A0A2Y9NEM0_DELLE
OG0010496	sp|Q3UU94|MANS4_MOUSE	tr|A0A2Y9NF45|A0A2Y9NF45_DELLE
OG0010497	sp|Q9CQA5|MED4_MOUSE	tr|A0A2Y9NGC9|A0A2Y9NGC9_DELLE
OG0010498	tr|Q2TA50|Q2TA50_MOUSE	tr|A0A2Y9NIM9|A0A2Y9NIM9_DELLE
OG0010499	sp|Q5FWI3|CEIP2_MOUSE	tr|A0A2Y9NIW4|A0A2Y9NIW4_DELLE
OG0010500	sp|O88838|SPSB2_MOUSE	tr|A0A2Y9NJU4|A0A2Y9NJU4_DELLE
OG0010501	sp|Q3UWM4|KDM7A_MOUSE	tr|A0A2Y9NK72|A0A2Y9NK72_DELLE
OG0010502	sp|Q8K015|CENPO_MOUSE	tr|A0A2Y9NL51|A0A2Y9NL51_DELLE
OG0010503	sp|P97873|LOXL1_MOUSE	tr|A0A2Y9NX40|A0A2Y9NX40_DELLE
OG0010504	sp|P23611|IRF8_MOUSE	tr|A0A2Y9NXE1|A0A2Y9NXE1_DELLE
OG0010505	sp|P16332|MUTA_MOUSE	tr|A0A2Y9NXY3|A0A2Y9NXY3_DELLE
OG0010506	sp|Q8K4L3|SVIL_MOUSE	tr|A0A2Y9NZ64|A0A2Y9NZ64_DELLE
OG0010507	sp|Q9WUK6|ZBT18_MOUSE	tr|A0A2Y9NZB5|A0A2Y9NZB5_DELLE
OG0010508	sp|Q9JHS4|CLPX_MOUSE	tr|A0A2Y9P049|A0A2Y9P049_DELLE
OG0010509	sp|Q7TSQ8|PDPR_MOUSE	tr|A0A2Y9P0V7|A0A2Y9P0V7_DELLE
OG0010510	sp|Q03391|NMDE4_MOUSE	tr|A0A2Y9P1I8|A0A2Y9P1I8_DELLE
OG0010511	sp|Q8VEB6|RNZ1_MOUSE	tr|A0A2Y9P1U7|A0A2Y9P1U7_DELLE
OG0010512	sp|P08226|APOE_MOUSE	tr|A0A2Y9P221|A0A2Y9P221_DELLE
OG0010513	sp|Q99LI2|CLCC1_MOUSE	tr|A0A2Y9P3R6|A0A2Y9P3R6_DELLE
OG0010514	sp|Q80ZK0|RT10_MOUSE	tr|A0A2Y9P608|A0A2Y9P608_DELLE
OG0010515	sp|P12265|BGLR_MOUSE	tr|A0A2Y9PA85|A0A2Y9PA85_DELLE
OG0010516	sp|O35680|RT12_MOUSE	tr|A0A2Y9PDT6|A0A2Y9PDT6_DELLE
OG0010517	sp|Q9JHX3|IL21R_MOUSE	tr|A0A2Y9PE51|A0A2Y9PE51_DELLE
OG0010518	sp|Q3UTZ3|TPC14_MOUSE	tr|A0A2Y9PE58|A0A2Y9PE58_DELLE
OG0010519	sp|Q08AU9|CQ058_MOUSE	tr|A0A2Y9PI17|A0A2Y9PI17_DELLE
OG0010520	sp|P20067|ID1_MOUSE	tr|A0A2Y9PP74|A0A2Y9PP74_DELLE
OG0010521	sp|Q80XI6|M3K11_MOUSE	tr|A0A2Y9PV17|A0A2Y9PV17_DELLE
OG0010522	sp|Q91WE1|SNX15_MOUSE	tr|A0A2Y9PV75|A0A2Y9PV75_DELLE
OG0010523	sp|Q91YQ1|RAB7L_MOUSE	tr|A0A2Y9PVV9|A0A2Y9PVV9_DELLE
OG0010524	sp|Q4ACU6|SHAN3_MOUSE	tr|A0A2Y9Q3Z4|A0A2Y9Q3Z4_DELLE
OG0010525	sp|Q9Z0T6|PKDRE_MOUSE	tr|A0A2Y9Q563|A0A2Y9Q563_DELLE
OG0010526	sp|Q9CPS7|PNO1_MOUSE	tr|A0A2Y9Q618|A0A2Y9Q618_DELLE
OG0010527	sp|Q8BTC1|BWNIN_MOUSE	tr|A0A2Y9Q905|A0A2Y9Q905_DELLE
OG0010528	sp|Q640P4|GL8D2_MOUSE	tr|A0A2Y9Q9H7|A0A2Y9Q9H7_DELLE
OG0010529	sp|Q3UDE2|TTL12_MOUSE	tr|A0A2Y9QAF7|A0A2Y9QAF7_DELLE
OG0010530	sp|O35696|SIA8B_MOUSE	tr|A0A2Y9QAI4|A0A2Y9QAI4_DELLE
OG0010531	sp|Q9QUK0|CDKL2_MOUSE	tr|A0A2Y9QIK1|A0A2Y9QIK1_DELLE
OG0010532	sp|Q6YGZ1|HPSE_MOUSE	tr|A0A2Y9QIL2|A0A2Y9QIL2_DELLE
OG0010533	sp|Q8BYA0|TBCD_MOUSE	tr|A0A7F8K5A0|A0A7F8K5A0_DELLE
OG0010534	sp|P43021|NODAL_MOUSE	tr|A0A7F8K611|A0A7F8K611_DELLE
OG0010535	sp|Q9D565|WDR64_MOUSE	tr|A0A7F8K837|A0A7F8K837_DELLE
OG0010536	sp|P24288|BCAT1_MOUSE	tr|A0A7F8K887|A0A7F8K887_DELLE
OG0010537	sp|Q8VBT1|TXLNB_MOUSE	tr|A0A7F8K8T9|A0A7F8K8T9_DELLE
OG0010538	sp|Q8BX46|SKOR1_MOUSE	tr|A0A7F8KD14|A0A7F8KD14_DELLE
OG0010539	sp|P58501|PAXB1_MOUSE	tr|A0A2Y9LFT8|A0A2Y9LFT8_DELLE
OG0010540	sp|Q9JHG6|RCAN1_MOUSE	tr|A0A2Y9LG13|A0A2Y9LG13_DELLE
OG0010541	sp|Q91ZM8|CABP7_MOUSE	tr|A0A2Y9LHR2|A0A2Y9LHR2_DELLE
OG0010542	sp|Q925F3|R144A_MOUSE	tr|A0A2Y9LJK8|A0A2Y9LJK8_DELLE
OG0010543	sp|Q8BYH8|CHD9_MOUSE	tr|A0A2Y9LN54|A0A2Y9LN54_DELLE
OG0010544	sp|P56388|CART_MOUSE	tr|A0A2Y9LP74|A0A2Y9LP74_DELLE
OG0010545	sp|Q9CQ20|M1IP1_MOUSE	tr|A0A2Y9LQU3|A0A2Y9LQU3_DELLE
OG0010546	sp|Q8BVT6|PP2D1_MOUSE	tr|A0A2Y9LTI8|A0A2Y9LTI8_DELLE
OG0010547	sp|Q8BLB7|LMBL3_MOUSE	tr|A0A2Y9LTX9|A0A2Y9LTX9_DELLE
OG0010548	sp|Q3UN54|PAT14_MOUSE	tr|A0A2Y9M3C0|A0A2Y9M3C0_DELLE
OG0010549	sp|Q61818|RAI1_MOUSE	tr|A0A2Y9M3H0|A0A2Y9M3H0_DELLE
OG0010550	sp|Q32M26|CK087_MOUSE	tr|A0A2Y9M6G6|A0A2Y9M6G6_DELLE
OG0010551	sp|P35492|HUTH_MOUSE	tr|A0A2Y9M7G6|A0A2Y9M7G6_DELLE
OG0010552	sp|Q9CPQ8|ATP5L_MOUSE	tr|A0A2Y9MBS6|A0A2Y9MBS6_DELLE
OG0010553	sp|Q9DB73|NB5R1_MOUSE	tr|A0A2Y9MFB8|A0A2Y9MFB8_DELLE
OG0010554	sp|P51450|RORG_MOUSE	tr|A0A2Y9MFZ1|A0A2Y9MFZ1_DELLE
OG0010555	tr|A0A0A6YY83|A0A0A6YY83_MOUSE	tr|A0A2Y9MIP9|A0A2Y9MIP9_DELLE
OG0010556	sp|Q9D9X6|ZSWM2_MOUSE	tr|A0A2Y9MPU1|A0A2Y9MPU1_DELLE
OG0010557	sp|Q6NZN1|PPRC1_MOUSE	tr|A0A2Y9MQP5|A0A2Y9MQP5_DELLE
OG0010558	sp|P48999|LOX5_MOUSE	tr|A0A2Y9MS39|A0A2Y9MS39_DELLE
OG0010559	sp|Q61839|ANFC_MOUSE	tr|A0A2Y9MSW0|A0A2Y9MSW0_DELLE
OG0010560	sp|Q8R2R6|MTG1_MOUSE	tr|A0A2Y9MSZ7|A0A2Y9MSZ7_DELLE
OG0010561	sp|Q6ZWX6|IF2A_MOUSE	tr|A0A2Y9MUD5|A0A2Y9MUD5_DELLE
OG0010562	sp|P59328|WDHD1_MOUSE	tr|A0A2Y9MUX9|A0A2Y9MUX9_DELLE
OG0010563	sp|O70325|GPX4_MOUSE	tr|A0A2Y9MW77|A0A2Y9MW77_DELLE
OG0010564	sp|Q8CHW4|EI2BE_MOUSE	tr|A0A2Y9MXN5|A0A2Y9MXN5_DELLE
OG0010565	tr|F2Z3U3|F2Z3U3_MOUSE	tr|A0A2Y9N1M1|A0A2Y9N1M1_DELLE
OG0010566	sp|D3Z4S3|PTRD1_MOUSE	tr|A0A2Y9N6X2|A0A2Y9N6X2_DELLE
OG0010567	sp|Q5XPI3|RN123_MOUSE	tr|A0A2Y9N6Y9|A0A2Y9N6Y9_DELLE
OG0010568	sp|Q8K4S1|PLCE1_MOUSE	tr|A0A2Y9N6Z0|A0A2Y9N6Z0_DELLE
OG0010569	sp|P98156|VLDLR_MOUSE	tr|A0A2Y9N8K4|A0A2Y9N8K4_DELLE
OG0010570	sp|Q78WH7|CK2N2_MOUSE	tr|A0A2Y9NB73|A0A2Y9NB73_DELLE
OG0010571	sp|Q8VDR7|TGDS_MOUSE	tr|A0A2Y9NCJ2|A0A2Y9NCJ2_DELLE
OG0010572	sp|Q91ZP6|NFIP2_MOUSE	tr|A0A2Y9NCK8|A0A2Y9NCK8_DELLE
OG0010573	sp|Q9CR95|NECP1_MOUSE	tr|A0A2Y9NGN1|A0A2Y9NGN1_DELLE
OG0010574	sp|Q63ZW7|INADL_MOUSE	tr|A0A2Y9NJH0|A0A2Y9NJH0_DELLE
OG0010575	tr|Q3UU43|Q3UU43_MOUSE	tr|A0A2Y9NJY6|A0A2Y9NJY6_DELLE
OG0010576	sp|Q9CR13|FMC1_MOUSE	tr|A0A2Y9NKX0|A0A2Y9NKX0_DELLE
OG0010577	sp|Q69ZC8|GPAM1_MOUSE	tr|A0A2Y9NMN3|A0A2Y9NMN3_DELLE
OG0010578	sp|Q8BHW9|SLNL1_MOUSE	tr|A0A2Y9NMZ2|A0A2Y9NMZ2_DELLE
OG0010579	sp|Q91YT8|CSCL1_MOUSE	tr|A0A2Y9NQ59|A0A2Y9NQ59_DELLE
OG0010580	sp|Q6PB75|PAPD7_MOUSE	tr|A0A2Y9NVV1|A0A2Y9NVV1_DELLE
OG0010581	sp|Q9QYI6|DNJB9_MOUSE	tr|A0A2Y9NXX2|A0A2Y9NXX2_DELLE
OG0010582	sp|Q9CPV9|P2Y12_MOUSE	tr|A0A2Y9NZS7|A0A2Y9NZS7_DELLE
OG0010583	sp|Q504N2|S22AF_MOUSE	tr|A0A2Y9P0F8|A0A2Y9P0F8_DELLE
OG0010584	sp|O08811|ERCC2_MOUSE	tr|A0A2Y9P1Y9|A0A2Y9P1Y9_DELLE
OG0010585	sp|Q8BMU0|ZNF76_MOUSE	tr|A0A2Y9P5F9|A0A2Y9P5F9_DELLE
OG0010586	sp|P61953|GBG11_MOUSE	tr|A0A2Y9P6U4|A0A2Y9P6U4_DELLE
OG0010587	sp|Q9CXW2|RT22_MOUSE	tr|A0A2Y9P7U0|A0A2Y9P7U0_DELLE
OG0010588	sp|Q8CHY3|DYM_MOUSE	tr|A0A2Y9PA84|A0A2Y9PA84_DELLE
OG0010589	sp|Q8BHL3|TB10B_MOUSE	tr|A0A2Y9PFE1|A0A2Y9PFE1_DELLE
OG0010590	sp|Q01098|NMDE3_MOUSE	tr|A0A2Y9PHX5|A0A2Y9PHX5_DELLE
OG0010591	sp|P39749|FEN1_MOUSE	tr|A0A2Y9PKQ1|A0A2Y9PKQ1_DELLE
OG0010592	sp|Q8CDL9|CCD87_MOUSE	tr|A0A2Y9PQT5|A0A2Y9PQT5_DELLE
OG0010593	sp|Q3V2A7|QRIC2_MOUSE	tr|A0A2Y9PQT7|A0A2Y9PQT7_DELLE
OG0010594	sp|Q5GH64|XKR7_MOUSE	tr|A0A2Y9PS82|A0A2Y9PS82_DELLE
OG0010595	sp|E9Q7F2|RN169_MOUSE	tr|A0A2Y9PVJ4|A0A2Y9PVJ4_DELLE
OG0010596	sp|Q8VI56|LRP4_MOUSE	tr|A0A2Y9PWR5|A0A2Y9PWR5_DELLE
OG0010597	sp|Q921X6|RPC6_MOUSE	tr|A0A2Y9PXR8|A0A2Y9PXR8_DELLE
OG0010598	sp|P62267|RS23_MOUSE	tr|A0A2Y9Q134|A0A2Y9Q134_DELLE
OG0010599	sp|Q3UYG8|MACD2_MOUSE	tr|A0A2Y9Q3B0|A0A2Y9Q3B0_DELLE
OG0010600	sp|O88986|KBL_MOUSE	tr|A0A2Y9Q559|A0A2Y9Q559_DELLE
OG0010601	sp|P34914|HYES_MOUSE	tr|A0A2Y9Q567|A0A2Y9Q567_DELLE
OG0010602	sp|Q60929|MEF2A_MOUSE	tr|A0A2Y9QAK1|A0A2Y9QAK1_DELLE
OG0010603	tr|E9Q3M9|E9Q3M9_MOUSE	tr|A0A2Y9QHK8|A0A2Y9QHK8_DELLE
OG0010604	sp|Q3UYV9|NCBP1_MOUSE	tr|A0A2Y9QK59|A0A2Y9QK59_DELLE
OG0010605	sp|Q8BVW3|TRI14_MOUSE	tr|A0A2Y9QKC6|A0A2Y9QKC6_DELLE
OG0010606	sp|Q9EPX2|PPN_MOUSE	tr|A0A7F8K500|A0A7F8K500_DELLE
OG0010607	sp|Q9WVA8|NPFF_MOUSE	tr|A0A7F8KF75|A0A7F8KF75_DELLE
OG0010608	sp|Q9JJV0|CRBA4_MOUSE	tr|A0A7F8KFC9|A0A7F8KFC9_DELLE
OG0010609	sp|Q6PE87|CF206_MOUSE	tr|A0A2Y9LE59|A0A2Y9LE59_DELLE
OG0010610	sp|Q811T9|DISC1_MOUSE	tr|A0A2Y9LH58|A0A2Y9LH58_DELLE
OG0010611	sp|P70310|NTR2_MOUSE	tr|A0A2Y9LJR6|A0A2Y9LJR6_DELLE
OG0010612	sp|Q9QZS2|RNF4_MOUSE	tr|A0A2Y9LLB7|A0A2Y9LLB7_DELLE
OG0010613	sp|Q3UL97|MCAF2_MOUSE	tr|A0A2Y9LLG4|A0A2Y9LLG4_DELLE
OG0010614	sp|Q810B8|SLIK4_MOUSE	tr|A0A2Y9LMP3|A0A2Y9LMP3_DELLE
OG0010615	sp|P58659|EVA1C_MOUSE	tr|A0A2Y9LNA7|A0A2Y9LNA7_DELLE
OG0010616	tr|E9Q7P1|E9Q7P1_MOUSE	tr|A0A2Y9LNG8|A0A2Y9LNG8_DELLE
OG0010617	sp|Q3UMF9|FAXC_MOUSE	tr|A0A2Y9LP58|A0A2Y9LP58_DELLE
OG0010618	sp|Q7TN79|AKA7G_MOUSE	tr|A0A2Y9LSH8|A0A2Y9LSH8_DELLE
OG0010619	sp|P62340|TBPL1_MOUSE	tr|A0A2Y9LTU4|A0A2Y9LTU4_DELLE
OG0010620	sp|A2TJV2|PALM3_MOUSE	tr|A0A2Y9LXU8|A0A2Y9LXU8_DELLE
OG0010621	sp|Q8QZR4|OAF_MOUSE	tr|A0A2Y9M1T9|A0A2Y9M1T9_DELLE
