Orthogroup	Mus_musculus	Monodon_monoceros
OG0000016	tr|A0A5F8MPF7|A0A5F8MPF7_MOUSE	tr|A0A4U1FAR6|A0A4U1FAR6_MONMO
OG0000016	tr|Q8R2A7|Q8R2A7_MOUSE, tr|A0A3B2W3R4|A0A3B2W3R4_MOUSE, tr|Q8R2A8|Q8R2A8_MOUSE, tr|Q8R2A9|Q8R2A9_MOUSE, tr|A2RTT5|A2RTT5_MOUSE, tr|Q8R2A5|Q8R2A5_MOUSE, tr|Q8R2A3|Q8R2A3_MOUSE, tr|Q8R2A2|Q8R2A2_MOUSE, tr|E9PWK2|E9PWK2_MOUSE, tr|Q8K4I0|Q8K4I0_MOUSE, tr|G5E8C1|G5E8C1_MOUSE, tr|E9Q0V3|E9Q0V3_MOUSE, tr|Q8VIC1|Q8VIC1_MOUSE, tr|Q8R299|Q8R299_MOUSE, tr|E9Q2N4|E9Q2N4_MOUSE, tr|Q8VIC0|Q8VIC0_MOUSE, tr|Q8R296|Q8R296_MOUSE, tr|Q8R294|Q8R294_MOUSE, tr|Q05A06|Q05A06_MOUSE, tr|Q8R298|Q8R298_MOUSE, tr|A0A494B9T5|A0A494B9T5_MOUSE	tr|A0A4U1FW81|A0A4U1FW81_MONMO
OG0000020	tr|Q9QWU6|Q9QWU6_MOUSE	tr|A0A4U1FAP1|A0A4U1FAP1_MONMO
OG0000020	tr|F6VB59|F6VB59_MOUSE, tr|Q8VF33|Q8VF33_MOUSE, tr|Q8VGH5|Q8VGH5_MOUSE, sp|Q60889|OLF5_MOUSE, tr|Q8VGH6|Q8VGH6_MOUSE	tr|A0A4U1EVD8|A0A4U1EVD8_MONMO
OG0000020	tr|Q7TRV9|Q7TRV9_MOUSE, tr|E9Q8M2|E9Q8M2_MOUSE, tr|Q8VFT6|Q8VFT6_MOUSE, tr|Q7TRL9|Q7TRL9_MOUSE, tr|E9PXH6|E9PXH6_MOUSE, tr|E9Q438|E9Q438_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|E9Q840|E9Q840_MOUSE, tr|Q7TRW1|Q7TRW1_MOUSE, tr|E9Q5F1|E9Q5F1_MOUSE, tr|E9Q7E7|E9Q7E7_MOUSE, tr|E9Q0Q2|E9Q0Q2_MOUSE, tr|E9Q0M4|E9Q0M4_MOUSE, tr|E9Q4G0|E9Q4G0_MOUSE	tr|A0A4U1FF86|A0A4U1FF86_MONMO
OG0000020	tr|Q8VFP0|Q8VFP0_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE	tr|A0A4U1EI97|A0A4U1EI97_MONMO
OG0000022	tr|Q7TQS8|Q7TQS8_MOUSE, sp|Q8VGD6|OLF56_MOUSE, tr|Q8VFA2|Q8VFA2_MOUSE, tr|Q8VF87|Q8VF87_MOUSE, tr|Q8VET2|Q8VET2_MOUSE, tr|Q7TRZ7|Q7TRZ7_MOUSE, tr|Q8VFG7|Q8VFG7_MOUSE, tr|Q8VGD7|Q8VGD7_MOUSE, tr|M9MMJ7|M9MMJ7_MOUSE, tr|Q5NCD3|Q5NCD3_MOUSE, tr|Q8VGD9|Q8VGD9_MOUSE, tr|Q5NC44|Q5NC44_MOUSE, tr|Q5NCD2|Q5NCD2_MOUSE, tr|M9MMK4|M9MMK4_MOUSE, tr|Q8VF37|Q8VF37_MOUSE, tr|E9Q3K2|E9Q3K2_MOUSE, tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE, tr|Q8VGL6|Q8VGL6_MOUSE, tr|G5E8J1|G5E8J1_MOUSE, tr|Q7TS53|Q7TS53_MOUSE, tr|Q8VF05|Q8VF05_MOUSE, tr|Q8VGX2|Q8VGX2_MOUSE, tr|Q8VGJ5|Q8VGJ5_MOUSE, tr|Q7TRZ4|Q7TRZ4_MOUSE, tr|L7MTY4|L7MTY4_MOUSE, tr|Q5NCD7|Q5NCD7_MOUSE, tr|A0A0N4SVP2|A0A0N4SVP2_MOUSE, tr|Q5NC45|Q5NC45_MOUSE, tr|Q8VGD8|Q8VGD8_MOUSE, tr|Q7TRY2|Q7TRY2_MOUSE, tr|E9Q4J3|E9Q4J3_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VF89|Q8VF89_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE	tr|A0A4U1EIN4|A0A4U1EIN4_MONMO
OG0000023	sp|Q8VFX2|O1444_MOUSE, tr|A0A1L1SSD5|A0A1L1SSD5_MOUSE, tr|Q8VFW2|Q8VFW2_MOUSE, tr|Q8VFX0|Q8VFX0_MOUSE, tr|Q8VFV9|Q8VFV9_MOUSE, tr|Q8VFW3|Q8VFW3_MOUSE, tr|Q7TQR3|Q7TQR3_MOUSE, tr|Q8VFW4|Q8VFW4_MOUSE, tr|Q8VEV7|Q8VEV7_MOUSE, tr|Q0VEV7|Q0VEV7_MOUSE, tr|Q8VFW8|Q8VFW8_MOUSE, tr|Q8VFX3|Q8VFX3_MOUSE, tr|Q8VFX4|Q8VFX4_MOUSE, tr|Q8VFW1|Q8VFW1_MOUSE, tr|Q8VFW5|Q8VFW5_MOUSE, tr|Q7TQR2|Q7TQR2_MOUSE, tr|Q8VFK3|Q8VFK3_MOUSE, tr|Q8VFX5|Q8VFX5_MOUSE, tr|Q8VFW9|Q8VFW9_MOUSE, tr|Q8VFX1|Q8VFX1_MOUSE, tr|Q8VF75|Q8VF75_MOUSE, tr|Q8VF73|Q8VF73_MOUSE, tr|Q8VF74|Q8VF74_MOUSE, tr|Q7TRA2|Q7TRA2_MOUSE, tr|Q7TRA1|Q7TRA1_MOUSE, tr|Q8VGC6|Q8VGC6_MOUSE, tr|A2AVA9|A2AVA9_MOUSE, tr|Q8VFM1|Q8VFM1_MOUSE, tr|Q8VG37|Q8VG37_MOUSE, tr|A0A1L1SUP2|A0A1L1SUP2_MOUSE, tr|Q7TS13|Q7TS13_MOUSE, tr|Q8VF60|Q8VF60_MOUSE, tr|Q8VFQ5|Q8VFQ5_MOUSE, tr|Q8VEU6|Q8VEU6_MOUSE, tr|Q8VFQ6|Q8VFQ6_MOUSE, tr|A0A140LIR8|A0A140LIR8_MOUSE, tr|Q7TQQ7|Q7TQQ7_MOUSE, tr|Q8VEV6|Q8VEV6_MOUSE, tr|Q7TQQ9|Q7TQQ9_MOUSE, tr|Q7TQQ8|Q7TQQ8_MOUSE, tr|F6QVZ8|F6QVZ8_MOUSE, tr|Q8VEV8|Q8VEV8_MOUSE, tr|Q8VF19|Q8VF19_MOUSE	tr|A0A4U1F9B0|A0A4U1F9B0_MONMO
OG0000025	tr|Q920G5|Q920G5_MOUSE, tr|Q7TRN0|Q7TRN0_MOUSE, tr|Q7TRM9|Q7TRM9_MOUSE, tr|Q8VFZ6|Q8VFZ6_MOUSE, tr|Q8VFZ4|Q8VFZ4_MOUSE, tr|K7N645|K7N645_MOUSE, tr|Q8VFZ5|Q8VFZ5_MOUSE, tr|Q8VEW1|Q8VEW1_MOUSE, tr|Q7TRU4|Q7TRU4_MOUSE, tr|Q7TQV1|Q7TQV1_MOUSE, sp|Q60885|OLF9_MOUSE, tr|Q8VGC1|Q8VGC1_MOUSE, tr|Q8VGJ1|Q8VGJ1_MOUSE, tr|Q7TQW3|Q7TQW3_MOUSE, tr|Q7TQW4|Q7TQW4_MOUSE, tr|Q8VFE3|Q8VFE3_MOUSE, tr|A2AHM8|A2AHM8_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE, tr|L7MTT1|L7MTT1_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|A2AVC7|A2AVC7_MOUSE, tr|Q8VGT9|Q8VGT9_MOUSE, tr|A2AT85|A2AT85_MOUSE, tr|A0A1L1STN9|A0A1L1STN9_MOUSE, tr|A0A1L1SRZ5|A0A1L1SRZ5_MOUSE, tr|Q7TR54|Q7TR54_MOUSE, tr|Q7TR53|Q7TR53_MOUSE, tr|A2AT86|A2AT86_MOUSE, tr|A2ATA0|A2ATA0_MOUSE, tr|Q8VFE2|Q8VFE2_MOUSE, tr|E9PVJ7|E9PVJ7_MOUSE, tr|K7N727|K7N727_MOUSE, tr|Q8VFQ2|Q8VFQ2_MOUSE, tr|Q7TRJ6|Q7TRJ6_MOUSE, tr|Q8VEY1|Q8VEY1_MOUSE, tr|W4VSP0|W4VSP0_MOUSE, tr|Q5CZY0|Q5CZY0_MOUSE, tr|Q7TRJ5|Q7TRJ5_MOUSE	tr|A0A4U1FCV1|A0A4U1FCV1_MONMO
OG0000027	sp|O88569|ROA2_MOUSE	tr|A0A4U1EX15|A0A4U1EX15_MONMO
OG0000027	sp|P49312|ROA1_MOUSE	tr|A0A4U1FCU4|A0A4U1FCU4_MONMO, tr|A0A4U1FS07|A0A4U1FS07_MONMO, tr|A0A4U1FEA7|A0A4U1FEA7_MONMO, tr|A0A4U1F8H6|A0A4U1F8H6_MONMO, tr|A0A4U1EMV1|A0A4U1EMV1_MONMO, tr|A0A4U1FR31|A0A4U1FR31_MONMO, tr|A0A4U1EXR7|A0A4U1EXR7_MONMO, tr|A0A4U1EEG4|A0A4U1EEG4_MONMO, tr|A0A4U1EBD0|A0A4U1EBD0_MONMO, tr|A0A4U1EUW4|A0A4U1EUW4_MONMO, tr|A0A4U1FZV8|A0A4U1FZV8_MONMO, tr|A0A4U1FTM2|A0A4U1FTM2_MONMO, tr|A0A4V5P9K4|A0A4V5P9K4_MONMO, tr|A0A4U1EY25|A0A4U1EY25_MONMO, tr|A0A4U1FK76|A0A4U1FK76_MONMO, tr|A0A4U1F8K6|A0A4U1F8K6_MONMO, tr|A0A4U1ESK3|A0A4U1ESK3_MONMO, tr|A0A4U1F271|A0A4U1F271_MONMO
OG0000027	sp|Q8BG05|ROA3_MOUSE	tr|A0A4U1ETH6|A0A4U1ETH6_MONMO, tr|A0A4V5P9I0|A0A4V5P9I0_MONMO, tr|A0A4U1FCG9|A0A4U1FCG9_MONMO, tr|A0A4U1FG08|A0A4U1FG08_MONMO, tr|A0A4U1FR36|A0A4U1FR36_MONMO, tr|A0A4U1FMX9|A0A4U1FMX9_MONMO, tr|A0A4U1ECX9|A0A4U1ECX9_MONMO, tr|A0A4U1EDK5|A0A4U1EDK5_MONMO, tr|A0A4U1ET84|A0A4U1ET84_MONMO, tr|A0A4U1EY13|A0A4U1EY13_MONMO, tr|A0A4U1F634|A0A4U1F634_MONMO, tr|A0A4U1FFK4|A0A4U1FFK4_MONMO, tr|A0A4U1FIK1|A0A4U1FIK1_MONMO
OG0000034	tr|A2ALW2|A2ALW2_MOUSE	tr|A0A4U1F6Y6|A0A4U1F6Y6_MONMO
OG0000034	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A4V5P7Y0|A0A4V5P7Y0_MONMO
OG0000034	tr|Q8BSL0|Q8BSL0_MOUSE	tr|A0A4U1ELX6|A0A4U1ELX6_MONMO, tr|A0A4U1EHY3|A0A4U1EHY3_MONMO, tr|A0A4U1EJ43|A0A4U1EJ43_MONMO
OG0000034	sp|Q91VN1|ZNF24_MOUSE	tr|A0A4U1EN62|A0A4U1EN62_MONMO, tr|A0A4U1FD97|A0A4U1FD97_MONMO
OG0000034	sp|Q07231|ZSC21_MOUSE	tr|A0A4U1EZU5|A0A4U1EZU5_MONMO, tr|A0A4U1FFW0|A0A4U1FFW0_MONMO
OG0000034	tr|Q7TNK4|Q7TNK4_MOUSE	tr|A0A4U1FD18|A0A4U1FD18_MONMO, tr|A0A4U1FD29|A0A4U1FD29_MONMO
OG0000034	sp|Q8BGS3|ZKSC1_MOUSE	tr|A0A4U1FMU4|A0A4U1FMU4_MONMO, tr|A0A4U1EIN0|A0A4U1EIN0_MONMO
OG0000036	tr|F8VQG4|F8VQG4_MOUSE, sp|P01896|HA1Z_MOUSE, tr|Q9CWF0|Q9CWF0_MOUSE	tr|A0A4U1FGG9|A0A4U1FGG9_MONMO
OG0000036	tr|O19441|O19441_MOUSE, tr|Q4KN81|Q4KN81_MOUSE, sp|P01898|HA10_MOUSE, sp|P14430|HA18_MOUSE, tr|P79568|P79568_MOUSE, sp|P14429|HA17_MOUSE, tr|Q8HWB2|Q8HWB2_MOUSE, tr|V9GXR0|V9GXR0_MOUSE, sp|P14431|HA19_MOUSE, tr|G3UXE9|G3UXE9_MOUSE, sp|P01897|HA1L_MOUSE, sp|P14427|HA14_MOUSE, sp|P01901|HA1B_MOUSE, tr|A7VMS2|A7VMS2_MOUSE, tr|Q0WXH6|Q0WXH6_MOUSE, tr|Q31093|Q31093_MOUSE, tr|F6T1I5|F6T1I5_MOUSE, tr|Q31615|Q31615_MOUSE, sp|P06339|HA15_MOUSE, sp|P14432|HA1T_MOUSE, tr|Q6W9L1|Q6W9L1_MOUSE, tr|A7VMS3|A7VMS3_MOUSE, tr|F6U8V3|F6U8V3_MOUSE, tr|F7CXU4|F7CXU4_MOUSE, tr|O19442|O19442_MOUSE, tr|Q85ZW8|Q85ZW8_MOUSE, tr|Q85ZW5|Q85ZW5_MOUSE, tr|Q85ZW9|Q85ZW9_MOUSE, tr|O19443|O19443_MOUSE, tr|Q85ZW6|Q85ZW6_MOUSE, tr|Q85ZW7|Q85ZW7_MOUSE	tr|A0A4U1EFM6|A0A4U1EFM6_MONMO
OG0000040	sp|Q8VGI5|OL481_MOUSE	tr|A0A4U1FAT8|A0A4U1FAT8_MONMO
OG0000040	sp|Q8VG04|OL478_MOUSE, sp|Q8VG09|OL502_MOUSE, tr|Q7TRU6|Q7TRU6_MOUSE, sp|Q8VF66|OL469_MOUSE, sp|Q8VF65|OL470_MOUSE, sp|Q8VEW6|OL510_MOUSE, sp|Q8VG13|OL507_MOUSE, sp|Q8VG07|OL494_MOUSE, sp|Q8VG08|OL497_MOUSE, sp|Q8VG05|OL483_MOUSE, tr|Q7TRU9|Q7TRU9_MOUSE, sp|Q8VFD0|OL486_MOUSE, tr|A0A140LJF5|A0A140LJF5_MOUSE, sp|Q8VG02|OL488_MOUSE, sp|Q8VFD2|OL490_MOUSE, sp|Q8VFD1|OL492_MOUSE, sp|Q8VEW5|OL493_MOUSE, sp|Q8VG03|OL482_MOUSE, sp|Q8VFD3|OL484_MOUSE, sp|Q8VF12|OL495_MOUSE, sp|Q8VEW2|OL498_MOUSE	tr|A0A4U1FAN2|A0A4U1FAN2_MONMO
OG0000040	tr|Q7TR58|Q7TR58_MOUSE	tr|A0A4U1FAK2|A0A4U1FAK2_MONMO
OG0000041	sp|P03893|NU2M_MOUSE	tr|A0A4U1FLV6|A0A4U1FLV6_MONMO
OG0000041	sp|P03911|NU4M_MOUSE	tr|A0A4U1FCP7|A0A4U1FCP7_MONMO, tr|A0A4V5P8J2|A0A4V5P8J2_MONMO, tr|A0A4U1EVX4|A0A4U1EVX4_MONMO, tr|A0A4U1FIW1|A0A4U1FIW1_MONMO, tr|A0A4U1FLU9|A0A4U1FLU9_MONMO
OG0000041	sp|P03921|NU5M_MOUSE	tr|A0A4U1FBH3|A0A4U1FBH3_MONMO, tr|A0A4U1EQL5|A0A4U1EQL5_MONMO, tr|A0A4U1FIQ1|A0A4U1FIQ1_MONMO, tr|A0A4U1FVL9|A0A4U1FVL9_MONMO, tr|A0A4U1FK98|A0A4U1FK98_MONMO, tr|A0A4U1FA92|A0A4U1FA92_MONMO, tr|A0A4U1EBJ0|A0A4U1EBJ0_MONMO, tr|A0A4V5P854|A0A4V5P854_MONMO
OG0000041	sp|P00848|ATP6_MOUSE	tr|A0A4U1FDD7|A0A4U1FDD7_MONMO, tr|A0A4U1FSB8|A0A4U1FSB8_MONMO, tr|A0A4U1FCC4|A0A4U1FCC4_MONMO
OG0000041	sp|P00416|COX3_MOUSE	tr|A0A4U1FLV5|A0A4U1FLV5_MONMO, tr|A0A4U1F9P4|A0A4U1F9P4_MONMO, tr|A0A4U1ETC1|A0A4U1ETC1_MONMO, tr|A0A4U1EYR9|A0A4U1EYR9_MONMO, tr|A0A4V5PA13|A0A4V5PA13_MONMO, tr|A0A4U1ELC4|A0A4U1ELC4_MONMO, tr|A0A4U1EVS8|A0A4U1EVS8_MONMO, tr|A0A4U1EEP9|A0A4U1EEP9_MONMO, tr|A0A4U1FB69|A0A4U1FB69_MONMO, tr|A0A4U1EUZ8|A0A4U1EUZ8_MONMO, tr|A0A4U1EYB7|A0A4U1EYB7_MONMO
OG0000044	sp|Q7TQQ0|O1509_MOUSE, tr|Q9R0K4|Q9R0K4_MOUSE, tr|Q0VEP0|Q0VEP0_MOUSE, tr|Q7TRM4|Q7TRM4_MOUSE, tr|Q9EQ86|Q9EQ86_MOUSE, sp|Q60888|OL149_MOUSE, tr|Q9EQ87|Q9EQ87_MOUSE, sp|Q60887|OL148_MOUSE, tr|Q9EQ84|Q9EQ84_MOUSE, tr|Q8VET5|Q8VET5_MOUSE, tr|Q7TRA9|Q7TRA9_MOUSE, sp|Q8VEY3|OL958_MOUSE, tr|Q8VG91|Q8VG91_MOUSE, tr|Q8VF15|Q8VF15_MOUSE, tr|Q8VEU2|Q8VEU2_MOUSE, tr|L7N457|L7N457_MOUSE, tr|Q8VF72|Q8VF72_MOUSE, tr|E9PWU0|E9PWU0_MOUSE, tr|E9PZZ6|E9PZZ6_MOUSE, tr|Q8VGB3|Q8VGB3_MOUSE, tr|Q8VH08|Q8VH08_MOUSE, tr|E9Q985|E9Q985_MOUSE, tr|Q8VH10|Q8VH10_MOUSE, tr|A2RT31|A2RT31_MOUSE, tr|Q8VG96|Q8VG96_MOUSE, tr|B2RT33|B2RT33_MOUSE, tr|Q920Z0|Q920Z0_MOUSE, tr|Q920Y8|Q920Y8_MOUSE, tr|A0A2I3BRW3|A0A2I3BRW3_MOUSE, tr|A0A2I3BRX0|A0A2I3BRX0_MOUSE, tr|A0A2I3BQG5|A0A2I3BQG5_MOUSE	tr|A0A4V5P6S2|A0A4V5P6S2_MONMO
OG0000045	sp|P27661|H2AX_MOUSE	tr|A0A4U1F1S7|A0A4U1F1S7_MONMO
OG0000045	sp|Q64522|H2A2B_MOUSE	tr|A0A4V5P8A0|A0A4V5P8A0_MONMO
OG0000045	sp|Q64523|H2A2C_MOUSE	tr|A0A4U1F1J2|A0A4U1F1J2_MONMO
OG0000045	sp|Q8R1M2|H2AJ_MOUSE	tr|A0A4U1EYC6|A0A4U1EYC6_MONMO
OG0000045	sp|Q8BFU2|H2A3_MOUSE	tr|A0A4U1EN64|A0A4U1EN64_MONMO
OG0000045	sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE3|H2A1D_MOUSE	tr|A0A4U1EI78|A0A4U1EI78_MONMO
OG0000047	tr|A0A087WRR7|A0A087WRR7_MOUSE	tr|A0A4U1F9S5|A0A4U1F9S5_MONMO
OG0000047	tr|Q8VCI1|Q8VCI1_MOUSE	tr|A0A4U1F8Q6|A0A4U1F8Q6_MONMO
OG0000047	sp|Q60585|ZFP30_MOUSE	tr|A0A4U1EYR1|A0A4U1EYR1_MONMO
OG0000047	sp|Q6P9Y7|ZFP82_MOUSE	tr|A0A4U1F910|A0A4U1F910_MONMO
OG0000048	sp|E9PYI1|ZN568_MOUSE	tr|A0A4U1F8U1|A0A4U1F8U1_MONMO
OG0000048	tr|E9PX85|E9PX85_MOUSE, tr|Q91W94|Q91W94_MOUSE, tr|B8JJX8|B8JJX8_MOUSE, tr|Q4QQP3|Q4QQP3_MOUSE, tr|Q80VN4|Q80VN4_MOUSE, tr|Q7M6X3|Q7M6X3_MOUSE, tr|Q8BIN6|Q8BIN6_MOUSE, tr|L7N1X4|L7N1X4_MOUSE, sp|Q6P5C7|ZN728_MOUSE, tr|E9PXJ4|E9PXJ4_MOUSE, tr|Q7TPL6|Q7TPL6_MOUSE, tr|Q8K2A4|Q8K2A4_MOUSE, tr|Q0VFY0|Q0VFY0_MOUSE, tr|E9Q1L8|E9Q1L8_MOUSE, tr|Q7M6X5|Q7M6X5_MOUSE, sp|P16372|ZFP58_MOUSE, tr|Q7M6X2|Q7M6X2_MOUSE, tr|Q8BX23|Q8BX23_MOUSE, tr|Q7M6X9|Q7M6X9_MOUSE, tr|Q7M6Y1|Q7M6Y1_MOUSE, tr|Q7M6Y0|Q7M6Y0_MOUSE, tr|B2RUK9|B2RUK9_MOUSE, tr|Q8BZ17|Q8BZ17_MOUSE	tr|A0A4U1F8R1|A0A4U1F8R1_MONMO, tr|A0A4U1FVR9|A0A4U1FVR9_MONMO, tr|A0A4U1EH56|A0A4U1EH56_MONMO
OG0000049	sp|Q8K0Y2|KT33A_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q61765|K1H1_MOUSE	tr|A0A4U1FHU0|A0A4U1FHU0_MONMO
OG0000049	sp|Q9D646|KRT34_MOUSE, sp|Q6IFX3|K1C40_MOUSE, sp|Q6IFX4|K1C39_MOUSE, sp|Q62168|K1H2_MOUSE, sp|Q497I4|KRT35_MOUSE, sp|B1AQ75|KRT36_MOUSE, sp|Q9QWL7|K1C17_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q9Z2K1|K1C16_MOUSE, sp|Q6IFX2|K1C42_MOUSE, sp|P19001|K1C19_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q99PS0|K1C23_MOUSE, sp|Q9D312|K1C20_MOUSE, sp|Q6RHW0|K1C9_MOUSE, sp|Q64291|K1C12_MOUSE, sp|P02535|K1C10_MOUSE, sp|A1L317|K1C24_MOUSE, sp|A6BLY7|K1C28_MOUSE, sp|Q9Z320|K1C27_MOUSE, sp|Q8VCW2|K1C25_MOUSE, sp|Q3TRJ4|K1C26_MOUSE	tr|A0A4U1FK81|A0A4U1FK81_MONMO
OG0000050	tr|A0A0B4J1J2|A0A0B4J1J2_MOUSE, tr|A0A0B4J1J1|A0A0B4J1J1_MOUSE, tr|A0A140T8N4|A0A140T8N4_MOUSE, sp|P01642|KV5A9_MOUSE, tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A075B5N6|A0A075B5N6_MOUSE, tr|A0A0G2JGT0|A0A0G2JGT0_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, tr|A0A075B5N4|A0A075B5N4_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE, tr|A0A140T8P2|A0A140T8P2_MOUSE, tr|A0A075B5N2|A0A075B5N2_MOUSE, sp|P01634|KV5A2_MOUSE, sp|P01632|KV1A1_MOUSE, tr|A0A140T8N9|A0A140T8N9_MOUSE, tr|A0A140T8M5|A0A140T8M5_MOUSE, sp|P84750|KVM5_MOUSE, tr|A0A075B5N7|A0A075B5N7_MOUSE, tr|A0A140T8P1|A0A140T8P1_MOUSE, tr|A0A140T8N5|A0A140T8N5_MOUSE, tr|A0A140T8N7|A0A140T8N7_MOUSE, sp|P01633|KV5A1_MOUSE	tr|A0A4U1EIQ2|A0A4U1EIQ2_MONMO
OG0000054	tr|E9Q1Y9|E9Q1Y9_MOUSE, sp|Q9ERE2|KRT81_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q6IMF0|KRT87_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, sp|Q99M74|KRT82_MOUSE, sp|Q99M73|KRT84_MOUSE, sp|Q9DCV7|K2C7_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE, sp|Q9R0H5|K2C71_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|P04104|K2C1_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|P07744|K2C4_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, tr|Q6IFZ8|Q6IFZ8_MOUSE, sp|Q9Z331|K2C6B_MOUSE, sp|P50446|K2C6A_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE	tr|A0A4U1FR29|A0A4U1FR29_MONMO
OG0000057	sp|P09528|FRIH_MOUSE	tr|A0A4U1EF96|A0A4U1EF96_MONMO, tr|A0A4U1FP65|A0A4U1FP65_MONMO, tr|A0A4U1FSI6|A0A4U1FSI6_MONMO, tr|A0A4U1EYZ8|A0A4U1EYZ8_MONMO, tr|A0A4U1FB59|A0A4U1FB59_MONMO, tr|A0A4U1EY19|A0A4U1EY19_MONMO
OG0000057	sp|Q9D5H4|FTMT_MOUSE	tr|A0A4U1FCC9|A0A4U1FCC9_MONMO
OG0000057	tr|Q3UWK9|Q3UWK9_MOUSE	tr|A0A4U1FTX5|A0A4U1FTX5_MONMO, tr|A0A4U1ERP5|A0A4U1ERP5_MONMO
OG0000057	tr|A2BFE8|A2BFE8_MOUSE	tr|A0A4U1ECJ3|A0A4U1ECJ3_MONMO, tr|A0A4U1EK55|A0A4U1EK55_MONMO, tr|A0A4U1ED76|A0A4U1ED76_MONMO, tr|A0A4U1EBH9|A0A4U1EBH9_MONMO, tr|A0A4U1EQ20|A0A4U1EQ20_MONMO, tr|A0A4U1EDC9|A0A4U1EDC9_MONMO
