Orthogroup	Mus_musculus	Colobus_angolensis_palliatus
OG0014010	sp|Q8K0S0|PHYIP_MOUSE	tr|A0A2K5HH05|A0A2K5HH05_COLAP
OG0014011	sp|Q9CZX0|ELP3_MOUSE	tr|A0A2K5HQM7|A0A2K5HQM7_COLAP
OG0014012	sp|Q8BJM5|ZNT6_MOUSE	tr|A0A2K5HR16|A0A2K5HR16_COLAP
OG0014013	sp|Q0VDQ9|FEZF1_MOUSE	tr|A0A2K5HSE1|A0A2K5HSE1_COLAP
OG0014014	sp|O89019|INVS_MOUSE	tr|A0A2K5HVN0|A0A2K5HVN0_COLAP
OG0014015	sp|Q9CPW3|RM54_MOUSE	tr|A0A2K5HX10|A0A2K5HX10_COLAP
OG0014016	sp|Q8R4H7|NAGS_MOUSE	tr|A0A2K5I4B8|A0A2K5I4B8_COLAP
OG0014017	sp|Q9DBI0|TMPS6_MOUSE	tr|A0A2K5I608|A0A2K5I608_COLAP
OG0014018	sp|Q9DCZ4|MIC26_MOUSE	tr|A0A2K5IA32|A0A2K5IA32_COLAP
OG0014019	sp|Q6VV64|KCNKI_MOUSE	tr|A0A2K5IFL5|A0A2K5IFL5_COLAP
OG0014020	sp|Q91YQ5|RPN1_MOUSE	tr|A0A2K5IKC3|A0A2K5IKC3_COLAP
OG0014021	sp|Q8BLR9|HIF1N_MOUSE	tr|A0A2K5IL80|A0A2K5IL80_COLAP
OG0014022	sp|Q8VCM3|ZFY21_MOUSE	tr|A0A2K5IP90|A0A2K5IP90_COLAP
OG0014023	sp|Q3U898|CSN9_MOUSE	tr|A0A2K5IPX6|A0A2K5IPX6_COLAP
OG0014024	sp|O35348|COLQ_MOUSE	tr|A0A2K5IR26|A0A2K5IR26_COLAP
OG0014025	tr|A0A494BA31|A0A494BA31_MOUSE	tr|A0A2K5ISN4|A0A2K5ISN4_COLAP
OG0014026	sp|Q9DCV4|RMD1_MOUSE	tr|A0A2K5ISR2|A0A2K5ISR2_COLAP
OG0014027	sp|O54931|AKAP2_MOUSE	tr|A0A2K5IW41|A0A2K5IW41_COLAP
OG0014028	sp|Q9CTN8|LHPL3_MOUSE	tr|A0A2K5IX13|A0A2K5IX13_COLAP
OG0014029	sp|Q8CDK2|CBPC2_MOUSE	tr|A0A2K5IXF9|A0A2K5IXF9_COLAP
OG0014030	sp|P43346|DCK_MOUSE	tr|A0A2K5J0C0|A0A2K5J0C0_COLAP
OG0014031	sp|Q14AX6|CDK12_MOUSE	tr|A0A2K5J2T4|A0A2K5J2T4_COLAP
OG0014032	sp|P97464|EXT1_MOUSE	tr|A0A2K5J6U0|A0A2K5J6U0_COLAP
OG0014033	sp|Q8BGN6|TMG4_MOUSE	tr|A0A2K5J770|A0A2K5J770_COLAP
OG0014034	sp|Q7TN02|MED26_MOUSE	tr|A0A2K5J944|A0A2K5J944_COLAP
OG0014035	sp|Q9D5T7|HORM1_MOUSE	tr|A0A2K5J983|A0A2K5J983_COLAP
OG0014036	sp|Q80VV3|4EBP3_MOUSE	tr|A0A2K5J9K7|A0A2K5J9K7_COLAP
OG0014037	sp|O55233|CER1_MOUSE	tr|A0A2K5JBB4|A0A2K5JBB4_COLAP
OG0014038	sp|Q8BGR9|UBCP1_MOUSE	tr|A0A2K5JBF2|A0A2K5JBF2_COLAP
OG0014039	sp|O55127|CP26A_MOUSE	tr|A0A2K5JCH5|A0A2K5JCH5_COLAP
OG0014040	tr|A0A6I8MWX0|A0A6I8MWX0_MOUSE	tr|A0A2K5JFS7|A0A2K5JFS7_COLAP
OG0014041	sp|Q9CQG1|CHAC2_MOUSE	tr|A0A2K5JH24|A0A2K5JH24_COLAP
OG0014042	sp|Q8BMC4|NOP9_MOUSE	tr|A0A2K5JJC3|A0A2K5JJC3_COLAP
OG0014043	sp|P09103|PDIA1_MOUSE	tr|A0A2K5JLN1|A0A2K5JLN1_COLAP
OG0014044	sp|Q8BHW2|OSCP1_MOUSE	tr|A0A2K5JNF2|A0A2K5JNF2_COLAP
OG0014045	sp|P07309|TTHY_MOUSE	tr|A0A2K5JQQ5|A0A2K5JQQ5_COLAP
OG0014046	sp|Q9WVQ1|MAGI2_MOUSE	tr|A0A2K5JTL1|A0A2K5JTL1_COLAP
OG0014047	sp|Q9QZ39|SIA7A_MOUSE	tr|A0A2K5JUB7|A0A2K5JUB7_COLAP
OG0014048	sp|Q8BZH0|S39AD_MOUSE	tr|A0A2K5JWX3|A0A2K5JWX3_COLAP
OG0014049	sp|P97333|NRP1_MOUSE	tr|A0A2K5K1Q8|A0A2K5K1Q8_COLAP
OG0014050	sp|Q99JF8|PSIP1_MOUSE	tr|A0A2K5K2E6|A0A2K5K2E6_COLAP
OG0014051	sp|Q80SV1|LHPL1_MOUSE	tr|A0A2K5K2M4|A0A2K5K2M4_COLAP
OG0014052	sp|Q3MI99|CCBE1_MOUSE	tr|A0A2K5K362|A0A2K5K362_COLAP
OG0014053	sp|P51150|RAB7A_MOUSE	tr|A0A2K5K4L2|A0A2K5K4L2_COLAP
OG0014054	sp|Q8R124|KLH36_MOUSE	tr|A0A2K5K604|A0A2K5K604_COLAP
OG0014055	sp|Q3TY60|F131B_MOUSE	tr|A0A2K5K8K3|A0A2K5K8K3_COLAP
OG0014056	sp|Q62318|TIF1B_MOUSE	tr|A0A2K5KAT9|A0A2K5KAT9_COLAP
OG0014057	sp|P13379|CD5_MOUSE	tr|A0A2K5KEJ7|A0A2K5KEJ7_COLAP
OG0014058	sp|Q8VC30|TKFC_MOUSE	tr|A0A2K5KEP8|A0A2K5KEP8_COLAP
OG0014059	sp|Q61387|COX7R_MOUSE	tr|A0A2K5KFQ9|A0A2K5KFQ9_COLAP
OG0014060	sp|Q64429|CP1B1_MOUSE	tr|A0A2K5KFR5|A0A2K5KFR5_COLAP
OG0014061	sp|Q8R0X7|SGPL1_MOUSE	tr|A0A2K5KFX4|A0A2K5KFX4_COLAP
OG0014062	sp|P16043|SLIB_MOUSE	tr|A0A2K5KG88|A0A2K5KG88_COLAP
OG0014063	sp|Q8BR37|NHLC1_MOUSE	tr|A0A2K5H7B5|A0A2K5H7B5_COLAP
OG0014064	sp|O35245|PKD2_MOUSE	tr|A0A2K5HAY7|A0A2K5HAY7_COLAP
OG0014065	sp|O55057|PDE6D_MOUSE	tr|A0A2K5HBX0|A0A2K5HBX0_COLAP
OG0014066	sp|Q11136|PEPD_MOUSE	tr|A0A2K5HCF8|A0A2K5HCF8_COLAP
OG0014067	sp|Q9WUJ8|ORC6_MOUSE	tr|A0A2K5HH90|A0A2K5HH90_COLAP
OG0014068	sp|Q8R115|TMM82_MOUSE	tr|A0A2K5HNB4|A0A2K5HNB4_COLAP
OG0014069	sp|Q9CQN4|SOSD1_MOUSE	tr|A0A2K5HQ74|A0A2K5HQ74_COLAP
OG0014070	sp|Q61599|GDIR2_MOUSE	tr|A0A2K5HR40|A0A2K5HR40_COLAP
OG0014071	tr|Q7TSV0|Q7TSV0_MOUSE	tr|A0A2K5HU34|A0A2K5HU34_COLAP
OG0014072	sp|Q9CX66|NOPC1_MOUSE	tr|A0A2K5HUV2|A0A2K5HUV2_COLAP
OG0014073	sp|Q6PB97|FXL19_MOUSE	tr|A0A2K5HVT6|A0A2K5HVT6_COLAP
OG0014074	sp|O35400|ST2B1_MOUSE	tr|A0A2K5HWB8|A0A2K5HWB8_COLAP
OG0014075	sp|Q8BVP6|LYPD4_MOUSE	tr|A0A2K5I6M4|A0A2K5I6M4_COLAP
OG0014076	sp|P23780|BGAL_MOUSE	tr|A0A2K5I812|A0A2K5I812_COLAP
OG0014077	sp|Q80YF6|UPK3B_MOUSE	tr|A0A2K5IBJ9|A0A2K5IBJ9_COLAP
OG0014078	sp|Q922R1|PHAF1_MOUSE	tr|A0A2K5IGV6|A0A2K5IGV6_COLAP
OG0014079	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A2K5IJ92|A0A2K5IJ92_COLAP
OG0014080	sp|Q9DCQ3|GOT1A_MOUSE	tr|A0A2K5IJN7|A0A2K5IJN7_COLAP
OG0014081	sp|Q91WD7|KI18A_MOUSE	tr|A0A2K5IK54|A0A2K5IK54_COLAP
OG0014082	sp|Q80VM8|PNM8A_MOUSE	tr|A0A2K5IN35|A0A2K5IN35_COLAP
OG0014083	sp|Q8VDK1|NIT1_MOUSE	tr|A0A2K5IN36|A0A2K5IN36_COLAP
OG0014084	sp|O70578|CCG1_MOUSE	tr|A0A2K5IPZ1|A0A2K5IPZ1_COLAP
OG0014085	sp|Q9EP72|EMC7_MOUSE	tr|A0A2K5IQX3|A0A2K5IQX3_COLAP
OG0014086	sp|Q3TQF0|FBX31_MOUSE	tr|A0A2K5IS12|A0A2K5IS12_COLAP
OG0014087	sp|Q8C267|SETB2_MOUSE	tr|A0A2K5IUA8|A0A2K5IUA8_COLAP
OG0014088	sp|P27090|TGFB2_MOUSE	tr|A0A2K5IW34|A0A2K5IW34_COLAP
OG0014089	sp|Q8BNX7|NRAC_MOUSE	tr|A0A2K5J054|A0A2K5J054_COLAP
OG0014090	sp|Q6A078|CE290_MOUSE	tr|A0A2K5J160|A0A2K5J160_COLAP
OG0014091	sp|Q8C0I1|ADAS_MOUSE	tr|A0A2K5J2W6|A0A2K5J2W6_COLAP
OG0014092	sp|Q5DTX6|JCAD_MOUSE	tr|A0A2K5J3G1|A0A2K5J3G1_COLAP
OG0014093	tr|A0A1B0GT72|A0A1B0GT72_MOUSE	tr|A0A2K5J706|A0A2K5J706_COLAP
OG0014094	sp|P13707|GPDA_MOUSE	tr|A0A2K5J9M7|A0A2K5J9M7_COLAP
OG0014095	sp|F6VAN0|ATF6A_MOUSE	tr|A0A2K5J9Q9|A0A2K5J9Q9_COLAP
OG0014096	sp|Q7TSA6|PRSR3_MOUSE	tr|A0A2K5JBF3|A0A2K5JBF3_COLAP
OG0014097	sp|Q5FW53|MBPHL_MOUSE	tr|A0A2K5JFP2|A0A2K5JFP2_COLAP
OG0014098	sp|Q99JB6|FOXP3_MOUSE	tr|A0A2K5JG34|A0A2K5JG34_COLAP
OG0014099	sp|Q9D7J9|ECHD3_MOUSE	tr|A0A2K5JIG4|A0A2K5JIG4_COLAP
OG0014100	sp|P59672|ANS1A_MOUSE	tr|A0A2K5JK45|A0A2K5JK45_COLAP
OG0014101	sp|Q8BXA5|CLP1L_MOUSE	tr|A0A2K5JN58|A0A2K5JN58_COLAP
OG0014102	sp|Q8CIX8|LGSN_MOUSE	tr|A0A2K5JNX2|A0A2K5JNX2_COLAP
OG0014103	sp|Q7TS74|CKP2L_MOUSE	tr|A0A2K5JPD2|A0A2K5JPD2_COLAP
OG0014104	sp|Q7TME2|SPAG5_MOUSE	tr|A0A2K5JRR0|A0A2K5JRR0_COLAP
OG0014105	sp|B2RWJ3|TM240_MOUSE	tr|A0A2K5JSU4|A0A2K5JSU4_COLAP
OG0014106	sp|Q8K0J2|B3GN7_MOUSE	tr|A0A2K5JZ18|A0A2K5JZ18_COLAP
OG0014107	sp|P56959|FUS_MOUSE	tr|A0A2K5K1V9|A0A2K5K1V9_COLAP
OG0014108	sp|P15806|TFE2_MOUSE	tr|A0A2K5K416|A0A2K5K416_COLAP
OG0014109	sp|Q8BP31|RN122_MOUSE	tr|A0A2K5K4G0|A0A2K5K4G0_COLAP
OG0014110	sp|O88803|LECT2_MOUSE	tr|A0A2K5K4Z2|A0A2K5K4Z2_COLAP
OG0014111	sp|Q8CH40|NUDT6_MOUSE	tr|A0A2K5K587|A0A2K5K587_COLAP
OG0014112	sp|A2AKM2|HACD4_MOUSE	tr|A0A2K5K7I7|A0A2K5K7I7_COLAP
OG0014113	sp|P43687|HMX2_MOUSE	tr|A0A2K5K8C2|A0A2K5K8C2_COLAP
OG0014114	sp|Q6P560|ZN182_MOUSE	tr|A0A2K5KFG9|A0A2K5KFG9_COLAP
OG0014115	sp|Q3V384|AFG1L_MOUSE	tr|A0A2K5H7L7|A0A2K5H7L7_COLAP
OG0014116	sp|O35594|IFT81_MOUSE	tr|A0A2K5H7S4|A0A2K5H7S4_COLAP
OG0014117	sp|Q61496|DDX4_MOUSE	tr|A0A2K5H9E6|A0A2K5H9E6_COLAP
OG0014118	sp|Q8K2M3|SRR1L_MOUSE	tr|A0A2K5H9X2|A0A2K5H9X2_COLAP
OG0014119	sp|P43252|PI2R_MOUSE	tr|A0A2K5HCN0|A0A2K5HCN0_COLAP
OG0014120	sp|Q8BG26|RUSC1_MOUSE	tr|A0A2K5HDW1|A0A2K5HDW1_COLAP
OG0014121	sp|Q8BQX5|TMCO6_MOUSE	tr|A0A2K5HGL4|A0A2K5HGL4_COLAP
OG0014122	sp|Q8BGY6|B3GN5_MOUSE	tr|A0A2K5HH85|A0A2K5HH85_COLAP
OG0014123	sp|Q8BKX1|BAIP2_MOUSE	tr|A0A2K5HKY1|A0A2K5HKY1_COLAP
OG0014124	sp|Q8BH47|SC22A_MOUSE	tr|A0A2K5HLQ8|A0A2K5HLQ8_COLAP
OG0014125	sp|Q5RJH6|SMG7_MOUSE	tr|A0A2K5HLS1|A0A2K5HLS1_COLAP
OG0014126	sp|Q3UHR0|BAHC1_MOUSE	tr|A0A2K5HPM8|A0A2K5HPM8_COLAP
OG0014127	sp|Q9D1Z3|ACKMT_MOUSE	tr|A0A2K5HQ44|A0A2K5HQ44_COLAP
OG0014128	sp|Q9CR14|FANCL_MOUSE	tr|A0A2K5HQU5|A0A2K5HQU5_COLAP
OG0014129	sp|P52734|FGD1_MOUSE	tr|A0A2K5HR98|A0A2K5HR98_COLAP
OG0014130	sp|Q9EQ15|GNB1L_MOUSE	tr|A0A2K5HRZ7|A0A2K5HRZ7_COLAP
OG0014131	sp|P06537|GCR_MOUSE	tr|A0A2K5HTM2|A0A2K5HTM2_COLAP
OG0014132	sp|Q9D1X9|TM50B_MOUSE	tr|A0A2K5HTQ9|A0A2K5HTQ9_COLAP
OG0014133	sp|Q8BWT1|THIM_MOUSE	tr|A0A2K5HW70|A0A2K5HW70_COLAP
OG0014134	sp|O35646|CAN6_MOUSE	tr|A0A2K5HYU5|A0A2K5HYU5_COLAP
OG0014135	sp|Q9CYK1|SYWM_MOUSE	tr|A0A2K5I009|A0A2K5I009_COLAP
OG0014136	sp|Q8CGV9|TSH3_MOUSE	tr|A0A2K5I0S3|A0A2K5I0S3_COLAP
OG0014137	sp|Q149B8|PERM1_MOUSE	tr|A0A2K5I161|A0A2K5I161_COLAP
OG0014138	sp|P48356|LEPR_MOUSE	tr|A0A2K5I2R3|A0A2K5I2R3_COLAP
OG0014139	sp|P09022|HXA1_MOUSE	tr|A0A2K5I5D2|A0A2K5I5D2_COLAP
OG0014140	sp|Q9EPU0|RENT1_MOUSE	tr|A0A2K5I8X7|A0A2K5I8X7_COLAP
OG0014141	sp|Q91VE3|KLK7_MOUSE	tr|A0A2K5I920|A0A2K5I920_COLAP
OG0014142	tr|B2RT41|B2RT41_MOUSE	tr|A0A2K5IAP2|A0A2K5IAP2_COLAP
OG0014143	sp|Q91VP7|TM101_MOUSE	tr|A0A2K5IBJ4|A0A2K5IBJ4_COLAP
OG0014144	sp|P11985|DYLT2_MOUSE	tr|A0A2K5ICD2|A0A2K5ICD2_COLAP
OG0014145	sp|O35284|BATF_MOUSE	tr|A0A2K5ICU6|A0A2K5ICU6_COLAP
OG0014146	sp|Q923M0|PP16A_MOUSE	tr|A0A2K5IDE2|A0A2K5IDE2_COLAP
OG0014147	sp|Q99J87|DHX58_MOUSE	tr|A0A2K5IFE6|A0A2K5IFE6_COLAP
OG0014148	sp|P09027|HXD3_MOUSE	tr|A0A2K5ILJ7|A0A2K5ILJ7_COLAP
OG0014149	sp|Q8K120|NFAC4_MOUSE	tr|A0A2K5IN20|A0A2K5IN20_COLAP
OG0014150	sp|Q9Z1Z2|STRAP_MOUSE	tr|A0A2K5INN9|A0A2K5INN9_COLAP
OG0014151	sp|Q8BI08|MAL2_MOUSE	tr|A0A2K5IPB3|A0A2K5IPB3_COLAP
OG0014152	sp|Q32M00|CRBL2_MOUSE	tr|A0A2K5IPU7|A0A2K5IPU7_COLAP
OG0014153	sp|Q91WS2|NLRP6_MOUSE	tr|A0A2K5IRM0|A0A2K5IRM0_COLAP
OG0014154	sp|P62340|TBPL1_MOUSE	tr|A0A2K5IVR3|A0A2K5IVR3_COLAP
OG0014155	sp|Q8CFS6|KCNV2_MOUSE	tr|A0A2K5IYF1|A0A2K5IYF1_COLAP
OG0014156	sp|Q6ZPJ0|TEX2_MOUSE	tr|A0A2K5IYP6|A0A2K5IYP6_COLAP
OG0014157	sp|P26049|GBRA3_MOUSE	tr|A0A2K5IZL3|A0A2K5IZL3_COLAP
OG0014158	sp|Q8K1A6|C2D1A_MOUSE	tr|A0A2K5J3Q9|A0A2K5J3Q9_COLAP
OG0014159	sp|Q0VDT2|ZN367_MOUSE	tr|A0A2K5J8R2|A0A2K5J8R2_COLAP
OG0014160	sp|Q762D5|S35D2_MOUSE	tr|A0A2K5J8S6|A0A2K5J8S6_COLAP
OG0014161	sp|Q9CQE7|ERGI3_MOUSE	tr|A0A2K5JCD0|A0A2K5JCD0_COLAP
OG0014162	sp|Q8K182|CO8A_MOUSE	tr|A0A2K5JCT4|A0A2K5JCT4_COLAP
OG0014163	sp|Q5DRQ8|FCRLB_MOUSE	tr|A0A2K5JF04|A0A2K5JF04_COLAP
OG0014164	sp|Q8JZZ6|AMERL_MOUSE	tr|A0A2K5JGD7|A0A2K5JGD7_COLAP
OG0014165	sp|Q64310|SURF4_MOUSE	tr|A0A2K5JGU7|A0A2K5JGU7_COLAP
OG0014166	sp|Q01965|LY9_MOUSE	tr|A0A2K5JTP4|A0A2K5JTP4_COLAP
OG0014167	sp|Q80ZJ7|SNX32_MOUSE	tr|A0A2K5JW93|A0A2K5JW93_COLAP
OG0014168	sp|Q9D753|EXOS8_MOUSE	tr|A0A2K5JWE8|A0A2K5JWE8_COLAP
OG0014169	sp|Q71KT5|ERG24_MOUSE	tr|A0A2K5JZC1|A0A2K5JZC1_COLAP
OG0014170	sp|Q3UMC0|SPAT5_MOUSE	tr|A0A2K5K0P8|A0A2K5K0P8_COLAP
OG0014171	tr|G3X9N5|G3X9N5_MOUSE	tr|A0A2K5K444|A0A2K5K444_COLAP
OG0014172	sp|Q8R066|C1QT4_MOUSE	tr|A0A2K5K8X3|A0A2K5K8X3_COLAP
OG0014173	sp|Q3TYA6|MPP8_MOUSE	tr|A0A2K5K9Z4|A0A2K5K9Z4_COLAP
OG0014174	sp|Q3V0G7|GARL3_MOUSE	tr|A0A2K5KDN5|A0A2K5KDN5_COLAP
OG0014175	sp|Q8CAI1|CC142_MOUSE	tr|A0A2K5KDZ2|A0A2K5KDZ2_COLAP
OG0014176	sp|O54782|MA2B2_MOUSE	tr|A0A2K5KE36|A0A2K5KE36_COLAP
OG0014177	sp|Q9JLC8|SACS_MOUSE	tr|A0A2K5KES3|A0A2K5KES3_COLAP
OG0014178	sp|Q08EC4|CASS4_MOUSE	tr|A0A2K5H723|A0A2K5H723_COLAP
OG0014179	tr|D3YUU6|D3YUU6_MOUSE	tr|A0A2K5H8P1|A0A2K5H8P1_COLAP
OG0014180	sp|Q8K368|FANCI_MOUSE	tr|A0A2K5HAU2|A0A2K5HAU2_COLAP
OG0014181	sp|Q9WVJ5|CRBB1_MOUSE	tr|A0A2K5HC30|A0A2K5HC30_COLAP
OG0014182	sp|Q8VCE4|CI040_MOUSE	tr|A0A2K5HER9|A0A2K5HER9_COLAP
OG0014183	sp|Q9JK45|KCNQ5_MOUSE	tr|A0A2K5HFW5|A0A2K5HFW5_COLAP
OG0014184	sp|Q60867|NDF1_MOUSE	tr|A0A2K5HG65|A0A2K5HG65_COLAP
OG0014185	sp|P61215|CAH10_MOUSE	tr|A0A2K5HMK6|A0A2K5HMK6_COLAP
OG0014186	sp|B1AUF7|P3URF_MOUSE	tr|A0A2K5HRL7|A0A2K5HRL7_COLAP
OG0014187	sp|Q8CCK0|H2AW_MOUSE	tr|A0A2K5HTB1|A0A2K5HTB1_COLAP
OG0014188	sp|Q5NCS9|MID49_MOUSE	tr|A0A2K5HVE9|A0A2K5HVE9_COLAP
OG0014189	sp|Q60591|NFAC2_MOUSE	tr|A0A2K5HW30|A0A2K5HW30_COLAP
OG0014190	sp|Q3THK7|GUAA_MOUSE	tr|A0A2K5HWH9|A0A2K5HWH9_COLAP
OG0014191	sp|Q8BTV1|TUSC3_MOUSE	tr|A0A2K5HXZ7|A0A2K5HXZ7_COLAP
OG0014192	sp|Q6PAM0|AAKB2_MOUSE	tr|A0A2K5HYR7|A0A2K5HYR7_COLAP
OG0014193	sp|Q8R3C1|CB042_MOUSE	tr|A0A2K5HZ17|A0A2K5HZ17_COLAP
OG0014194	sp|Q9Z2A5|ATE1_MOUSE	tr|A0A2K5I2C7|A0A2K5I2C7_COLAP
OG0014195	sp|Q99LJ0|CT2NL_MOUSE	tr|A0A2K5I464|A0A2K5I464_COLAP
OG0014196	sp|Q3V188|ENDOU_MOUSE	tr|A0A2K5I5W3|A0A2K5I5W3_COLAP
OG0014197	sp|D3YX43|VSI10_MOUSE	tr|A0A2K5I9J7|A0A2K5I9J7_COLAP
OG0014198	sp|Q6PAJ1|BCR_MOUSE	tr|A0A2K5ICE6|A0A2K5ICE6_COLAP
OG0014199	sp|Q8BKI2|TNR6B_MOUSE	tr|A0A2K5IEC6|A0A2K5IEC6_COLAP
OG0014200	sp|Q8CBY0|GATC_MOUSE	tr|A0A2K5IFA2|A0A2K5IFA2_COLAP
OG0014201	sp|Q9D8T2|GSDMD_MOUSE	tr|A0A2K5IFI3|A0A2K5IFI3_COLAP
OG0014202	sp|Q8CEC5|KBRS1_MOUSE	tr|A0A2K5IIJ4|A0A2K5IIJ4_COLAP
OG0014203	tr|G3X8U3|G3X8U3_MOUSE	tr|A0A2K5ILN9|A0A2K5ILN9_COLAP
OG0014204	sp|Q9D0D5|T2EA_MOUSE	tr|A0A2K5IND3|A0A2K5IND3_COLAP
OG0014205	sp|Q9QZN3|FBX8_MOUSE	tr|A0A2K5INE2|A0A2K5INE2_COLAP
OG0014206	sp|Q69ZA1|CDK13_MOUSE	tr|A0A2K5IQG8|A0A2K5IQG8_COLAP
OG0014207	sp|Q8VII8|MCR_MOUSE	tr|A0A2K5IQP9|A0A2K5IQP9_COLAP
OG0014208	sp|P54751|SIA4A_MOUSE	tr|A0A2K5IQT2|A0A2K5IQT2_COLAP
OG0014209	sp|O88327|CTNL1_MOUSE	tr|A0A2K5IRB8|A0A2K5IRB8_COLAP
OG0014210	sp|Q99PI8|RTN4R_MOUSE	tr|A0A2K5ITK2|A0A2K5ITK2_COLAP
OG0014211	sp|Q9R117|TYK2_MOUSE	tr|A0A2K5IU17|A0A2K5IU17_COLAP
OG0014212	sp|Q5U419|MFSD3_MOUSE	tr|A0A2K5IUP8|A0A2K5IUP8_COLAP
OG0014213	sp|P0CL69|ZN703_MOUSE	tr|A0A2K5IY08|A0A2K5IY08_COLAP
OG0014214	sp|Q2TBA3|MALT1_MOUSE	tr|A0A2K5IY74|A0A2K5IY74_COLAP
OG0014215	sp|Q3TB92|MILR1_MOUSE	tr|A0A2K5J377|A0A2K5J377_COLAP
OG0014216	tr|Q9Z1A1|Q9Z1A1_MOUSE	tr|A0A2K5J3B1|A0A2K5J3B1_COLAP
OG0014217	sp|P35293|RAB18_MOUSE	tr|A0A2K5J506|A0A2K5J506_COLAP
OG0014218	sp|Q8R007|NECT4_MOUSE	tr|A0A2K5J5M9|A0A2K5J5M9_COLAP
OG0014219	tr|Q8CDT5|Q8CDT5_MOUSE	tr|A0A2K5J6A6|A0A2K5J6A6_COLAP
OG0014220	sp|P33680|GUC2A_MOUSE	tr|A0A2K5J6F2|A0A2K5J6F2_COLAP
OG0014221	sp|Q8R4W6|PCOC2_MOUSE	tr|A0A2K5J7V6|A0A2K5J7V6_COLAP
OG0014222	sp|Q8CAK1|CAF17_MOUSE	tr|A0A2K5J8I9|A0A2K5J8I9_COLAP
OG0014223	sp|Q9DAJ4|WDR83_MOUSE	tr|A0A2K5J9H2|A0A2K5J9H2_COLAP
OG0014224	sp|P97435|ENTK_MOUSE	tr|A0A2K5JBZ9|A0A2K5JBZ9_COLAP
OG0014225	sp|Q8BFZ2|PLPR1_MOUSE	tr|A0A2K5JEK7|A0A2K5JEK7_COLAP
OG0014226	sp|Q8C5U4|SPEM2_MOUSE	tr|A0A2K5JFM8|A0A2K5JFM8_COLAP
OG0014227	sp|Q60991|CP7B1_MOUSE	tr|A0A2K5JFQ3|A0A2K5JFQ3_COLAP
OG0014228	sp|Q9D7B7|GPX8_MOUSE	tr|A0A2K5JHD2|A0A2K5JHD2_COLAP
OG0014229	sp|Q99PG0|AAAD_MOUSE	tr|A0A2K5JJS0|A0A2K5JJS0_COLAP
OG0014230	sp|Q9CWT3|SNX10_MOUSE	tr|A0A2K5JJY8|A0A2K5JJY8_COLAP
OG0014231	sp|Q8BMF8|GLDN_MOUSE	tr|A0A2K5JKK5|A0A2K5JKK5_COLAP
OG0014232	sp|Q8BM88|CATO_MOUSE	tr|A0A2K5JKR5|A0A2K5JKR5_COLAP
OG0014233	sp|B1AT66|MOT7_MOUSE	tr|A0A2K5JRK6|A0A2K5JRK6_COLAP
OG0014234	sp|Q0ZLH2|PJVK_MOUSE	tr|A0A2K5JSP0|A0A2K5JSP0_COLAP
OG0014235	sp|Q99KW3|TARA_MOUSE	tr|A0A2K5JSR3|A0A2K5JSR3_COLAP
OG0014236	sp|P41272|CD27_MOUSE	tr|A0A2K5JW25|A0A2K5JW25_COLAP
OG0014237	sp|Q8C6G1|CF410_MOUSE	tr|A0A2K5JXR5|A0A2K5JXR5_COLAP
OG0014238	sp|Q9JJ66|CDC20_MOUSE	tr|A0A2K5JZC4|A0A2K5JZC4_COLAP
OG0014239	sp|Q5RJG1|NOL10_MOUSE	tr|A0A2K5K2U4|A0A2K5K2U4_COLAP
OG0014240	sp|Q8VC10|OSGI1_MOUSE	tr|A0A2K5K519|A0A2K5K519_COLAP
OG0014241	sp|Q91VU0|FAM3C_MOUSE	tr|A0A2K5K591|A0A2K5K591_COLAP
OG0014242	sp|Q3UJC8|CE034_MOUSE	tr|A0A2K5K732|A0A2K5K732_COLAP
OG0014243	sp|P51655|GPC4_MOUSE	tr|A0A2K5K740|A0A2K5K740_COLAP
OG0014244	sp|Q61595|KTN1_MOUSE	tr|A0A2K5K791|A0A2K5K791_COLAP
OG0014245	sp|Q3TV70|NR2CA_MOUSE	tr|A0A2K5HEV2|A0A2K5HEV2_COLAP
OG0014246	sp|Q9ERU3|ZNF22_MOUSE	tr|A0A2K5HKC3|A0A2K5HKC3_COLAP
OG0014247	sp|Q9D7T1|REP15_MOUSE	tr|A0A2K5HMQ7|A0A2K5HMQ7_COLAP
OG0014248	sp|A2A8Z1|OSBL9_MOUSE	tr|A0A2K5HNZ8|A0A2K5HNZ8_COLAP
OG0014249	sp|Q10470|MGAT3_MOUSE	tr|A0A2K5HR89|A0A2K5HR89_COLAP
OG0014250	sp|Q8K459|PXT1_MOUSE	tr|A0A2K5HS69|A0A2K5HS69_COLAP
OG0014251	sp|Q505H4|VWC2L_MOUSE	tr|A0A2K5HS83|A0A2K5HS83_COLAP
OG0014252	sp|O70433|FHL2_MOUSE	tr|A0A2K5HTW2|A0A2K5HTW2_COLAP
OG0014253	sp|Q99LM2|CK5P3_MOUSE	tr|A0A2K5HUZ6|A0A2K5HUZ6_COLAP
OG0014254	sp|Q9EPR2|PG12A_MOUSE	tr|A0A2K5HVR3|A0A2K5HVR3_COLAP
OG0014255	sp|Q8VI93|OAS3_MOUSE	tr|A0A2K5HWN2|A0A2K5HWN2_COLAP
OG0014256	sp|P21614|VTDB_MOUSE	tr|A0A2K5I337|A0A2K5I337_COLAP
