Orthogroup	Mus_musculus	Rattus_norvegicus
OG0015744	sp|Q8BYG0|TTC24_MOUSE	tr|F1LUG6|F1LUG6_RAT
OG0015745	sp|Q8BZJ8|CH034_MOUSE	tr|D3ZPH6|D3ZPH6_RAT
OG0015746	sp|Q8C156|CND2_MOUSE	tr|D4A8M7|D4A8M7_RAT
OG0015747	sp|Q8JZV9|DHRS6_MOUSE	sp|D4A1J4|DHRS6_RAT
OG0015748	sp|Q8K0S0|PHYIP_MOUSE	sp|Q568Z9|PHYIP_RAT
OG0015749	sp|Q8K3U4|DFB36_MOUSE	tr|F7EMF7|F7EMF7_RAT
OG0015750	sp|Q8K467|TMIE_MOUSE	tr|D4AE26|D4AE26_RAT
OG0015751	sp|Q8R090|VMAT1_MOUSE	sp|Q01818|VMAT1_RAT
OG0015752	sp|Q91XB0|TREX1_MOUSE	tr|Q5BK16|Q5BK16_RAT
OG0015753	sp|Q91XQ5|CHSTF_MOUSE	sp|Q8CHI9|CHSTF_RAT
OG0015754	sp|Q99MV5|M10L1_MOUSE	tr|D3ZH42|D3ZH42_RAT
OG0015755	sp|Q99PE9|ARL4D_MOUSE	tr|B2RZ70|B2RZ70_RAT
OG0015756	sp|Q9CYG7|TOM34_MOUSE	sp|Q3KRD5|TOM34_RAT
OG0015757	sp|Q9CZA5|ZCH12_MOUSE	sp|Q5HZA3|ZCH12_RAT
OG0015758	sp|Q9D1I5|MCEE_MOUSE	tr|A0A8I5YC26|A0A8I5YC26_RAT
OG0015759	sp|Q9D1T5|PRR15_MOUSE	tr|F7EPF1|F7EPF1_RAT
OG0015760	sp|Q9D2E9|TM190_MOUSE	tr|A0A8I6AED8|A0A8I6AED8_RAT
OG0015761	sp|Q9D5Z5|MSS51_MOUSE	sp|D3ZKV9|MSS51_RAT
OG0015762	sp|Q9D937|CK098_MOUSE	tr|D4AAM1|D4AAM1_RAT
OG0015763	sp|Q9DAD6|PROF3_MOUSE	sp|M0RCP6|PROF3_RAT
OG0015764	sp|Q9EQB9|ZN287_MOUSE	tr|D4A516|D4A516_RAT
OG0015765	sp|Q9ER97|NGB_MOUSE	sp|Q99JA8|NGB_RAT
OG0015766	sp|Q9JHI7|EXOS9_MOUSE	sp|Q4QR75|EXOS9_RAT
OG0015767	sp|Q9JK37|MYOZ1_MOUSE	tr|A0A0G2JZ11|A0A0G2JZ11_RAT
OG0015768	sp|Q9JKB3|YBOX3_MOUSE	sp|Q62764|YBOX3_RAT
OG0015769	sp|Q9JMJ2|FBXW4_MOUSE	tr|D4A2V7|D4A2V7_RAT
OG0015770	sp|Q9QXJ4|ARL10_MOUSE	tr|A0A8I6AS90|A0A8I6AS90_RAT
OG0015771	sp|Q9QZL6|UBP21_MOUSE	sp|B2GUX4|UBP21_RAT
OG0015772	sp|Q9R0G7|ZEB2_MOUSE	tr|E9PTC3|E9PTC3_RAT
OG0015773	sp|Q9Z0K7|SLUR1_MOUSE	tr|D4A7L8|D4A7L8_RAT
OG0015774	sp|Q9Z0Y2|PA21B_MOUSE	sp|P04055|PA21B_RAT
OG0015775	tr|A0A1L1SU27|A0A1L1SU27_MOUSE	tr|D3ZQ60|D3ZQ60_RAT
OG0015776	tr|A0A1Y7VMD6|A0A1Y7VMD6_MOUSE	sp|A0JPI9|LR74A_RAT
OG0015777	tr|B2RX82|B2RX82_MOUSE	sp|Q9JLB5|ACH10_RAT
OG0015778	sp|E2JF22|PIEZ1_MOUSE	sp|Q0KL00|PIEZ1_RAT
OG0015779	tr|E9Q554|E9Q554_MOUSE	tr|D3ZZ77|D3ZZ77_RAT
OG0015780	sp|G3X9J0|SI1L3_MOUSE	tr|F1LYG2|F1LYG2_RAT
OG0015781	sp|O08576|RUN3A_MOUSE	tr|F1LRZ9|F1LRZ9_RAT
OG0015782	sp|O88809|DCX_MOUSE	sp|Q9ESI7|DCX_RAT
OG0015783	sp|P00405|COX2_MOUSE	sp|P00406|COX2_RAT
OG0015784	sp|P01887|B2MG_MOUSE	sp|P07151|B2MG_RAT
OG0015785	sp|P05977|MYL1_MOUSE	sp|P02600|MYL1_RAT
OG0015786	sp|P09586|PR3B1_MOUSE	sp|P09321|PR3B1_RAT
OG0015787	sp|P35363|5HT2A_MOUSE	sp|P14842|5HT2A_RAT
OG0015788	sp|P35492|HUTH_MOUSE	sp|P21213|HUTH_RAT
OG0015789	sp|P47809|MP2K4_MOUSE	tr|S4VP54|S4VP54_RAT
OG0015790	sp|P59268|ZDHC9_MOUSE	tr|F7F533|F7F533_RAT
OG0015791	sp|Q0P678|ZCH18_MOUSE	sp|Q6TQE1|ZCH18_RAT
OG0015792	sp|Q0PD08|RAB42_MOUSE	tr|A0A8I6A0V2|A0A8I6A0V2_RAT
OG0015793	sp|Q3U0P5|ENTP6_MOUSE	sp|Q9ER31|ENTP6_RAT
OG0015794	sp|Q3U3F9|GP160_MOUSE	sp|Q66H29|GP160_RAT
OG0015795	sp|Q3UBX0|TM109_MOUSE	sp|Q6AYQ4|TM109_RAT
OG0015796	sp|Q3UGP8|AG10B_MOUSE	sp|O88788|AG10B_RAT
OG0015797	sp|Q3UNB8|TM253_MOUSE	tr|D4ACQ1|D4ACQ1_RAT
OG0015798	sp|Q3V0C1|ZMAT1_MOUSE	tr|D3ZGI1|D3ZGI1_RAT
OG0015799	sp|Q3V1H9|SAMD5_MOUSE	tr|A0A8I6ABZ6|A0A8I6ABZ6_RAT
OG0015800	sp|Q499M4|TIGD5_MOUSE	sp|B1WC39|TIGD5_RAT
OG0015801	tr|Q4ZGD8|Q4ZGD8_MOUSE	tr|A0A8I6AKZ6|A0A8I6AKZ6_RAT
OG0015802	sp|Q5BKS4|ERI2_MOUSE	tr|D4A625|D4A625_RAT
OG0015803	sp|Q5XK03|SERC4_MOUSE	sp|A8WCG0|SERC4_RAT
OG0015804	sp|Q61115|PTC1_MOUSE	tr|Q6UY90|Q6UY90_RAT
OG0015805	sp|Q673U1|HS3S2_MOUSE	sp|Q80W66|HS3S2_RAT
OG0015806	sp|Q6NXK7|DPP10_MOUSE	sp|Q6Q629|DPP10_RAT
OG0015807	sp|Q6P1B3|PIANP_MOUSE	sp|Q5U2P6|PIANP_RAT
OG0015808	sp|Q6P1G6|F167A_MOUSE	tr|D3ZQX1|D3ZQX1_RAT
OG0015809	sp|Q6P8I4|PCNP_MOUSE	sp|Q7TP40|PCNP_RAT
OG0015810	sp|Q6P8Y0|CF161_MOUSE	tr|F7FGD9|F7FGD9_RAT
OG0015811	sp|Q6P9Q6|FKB15_MOUSE	tr|A0A8I6A7U0|A0A8I6A7U0_RAT
OG0015812	sp|Q6UQ17|AT8B3_MOUSE	tr|D3ZE62|D3ZE62_RAT
OG0015813	sp|Q80X72|LRC15_MOUSE	sp|Q8R5M3|LRC15_RAT
OG0015814	sp|Q8BGG0|ZNT8_MOUSE	sp|P0CE46|ZNT8_RAT
OG0015815	tr|Q8BGS5|Q8BGS5_MOUSE	tr|D4ADL6|D4ADL6_RAT
OG0015816	sp|Q8BVT6|PP2D1_MOUSE	tr|D3ZZT7|D3ZZT7_RAT
OG0015817	sp|Q8C0P7|ZN451_MOUSE	tr|G3V7N7|G3V7N7_RAT
OG0015818	sp|Q8C6I2|SDHF2_MOUSE	sp|Q5RJQ7|SDHF2_RAT
OG0015819	sp|Q8CFC2|MYT1_MOUSE	tr|A0A8I6GF57|A0A8I6GF57_RAT
OG0015820	sp|Q8K2X8|TF2H5_MOUSE	tr|D3ZEI7|D3ZEI7_RAT
OG0015821	sp|Q8K4B4|IL23R_MOUSE	tr|F1LX96|F1LX96_RAT
OG0015822	sp|Q8K4P1|NPB_MOUSE	sp|Q8K4P2|NPB_RAT
OG0015823	sp|Q8R2R6|MTG1_MOUSE	tr|E9PTB3|E9PTB3_RAT
OG0015824	sp|Q8R2Z3|S26A7_MOUSE	tr|A0A1W2Q610|A0A1W2Q610_RAT
OG0015825	sp|Q8VBV3|EXOS2_MOUSE	tr|D3ZBP3|D3ZBP3_RAT
OG0015826	sp|Q8VCD5|MED17_MOUSE	tr|D4ABU0|D4ABU0_RAT
OG0015827	sp|Q91W39|NCOA5_MOUSE	tr|A0A8I6AVA1|A0A8I6AVA1_RAT
OG0015828	sp|Q91W53|GOGA7_MOUSE	sp|Q6AYQ1|GOGA7_RAT
OG0015829	sp|Q91WL8|WWOX_MOUSE	tr|A0A8I6AEI3|A0A8I6AEI3_RAT
OG0015830	sp|Q91XV3|BASP1_MOUSE	sp|Q05175|BASP1_RAT
OG0015831	tr|Q91Y82|Q91Y82_MOUSE	tr|O54854|O54854_RAT
OG0015832	sp|Q920A9|FCRLA_MOUSE	sp|Q3B8P2|FCRLA_RAT
OG0015833	sp|Q925T6|GRIP1_MOUSE	sp|P97879|GRIP1_RAT
OG0015834	sp|Q99LH9|3BP5L_MOUSE	tr|B2GUX8|B2GUX8_RAT
OG0015835	tr|Q9CQH1|Q9CQH1_MOUSE	tr|A0A8I6AKS7|A0A8I6AKS7_RAT
OG0015836	tr|Q9CR05|Q9CR05_MOUSE	tr|D4A0V1|D4A0V1_RAT
OG0015837	sp|Q9CY21|BUD23_MOUSE	tr|B1H275|B1H275_RAT
OG0015838	sp|Q9D0P5|PYGO1_MOUSE	tr|A0A8I6AA06|A0A8I6AA06_RAT
OG0015839	sp|Q9D232|SPNS3_MOUSE	tr|A0A8I5ZPL7|A0A8I5ZPL7_RAT
OG0015840	sp|Q9D7M1|GID8_MOUSE	tr|Q6YDN8|Q6YDN8_RAT
OG0015841	sp|Q9DBT3|CCD97_MOUSE	tr|D4A4L2|D4A4L2_RAT
OG0015842	sp|Q9JHB4|WDR31_MOUSE	tr|A0A8I6A3G8|A0A8I6A3G8_RAT
OG0015843	sp|Q9JHK0|PR2A1_MOUSE	sp|Q9JII3|PR2A1_RAT
OG0015844	sp|Q9JM61|THSD1_MOUSE	tr|D3ZW62|D3ZW62_RAT
OG0015845	sp|Q9JMI7|TX101_MOUSE	sp|Q924B5|TX101_RAT
OG0015846	sp|Q9QXA5|LSM4_MOUSE	tr|A0A8I6APJ0|A0A8I6APJ0_RAT
OG0015847	sp|Q9QXZ9|OPN4_MOUSE	sp|Q8R456|OPN4_RAT
OG0015848	sp|Q9R1V7|ADA23_MOUSE	tr|A0A8I6A4T9|A0A8I6A4T9_RAT
OG0015849	sp|Q9WUL6|M3K14_MOUSE	tr|D3ZTD1|D3ZTD1_RAT
OG0015850	sp|A6H6Q4|TKTI1_MOUSE	tr|D4A8Z4|D4A8Z4_RAT
OG0015851	tr|B7ZWJ5|B7ZWJ5_MOUSE	tr|A0A0G2JYF6|A0A0G2JYF6_RAT
OG0015852	tr|D3YXJ5|D3YXJ5_MOUSE	tr|D3ZV96|D3ZV96_RAT
OG0015853	sp|D3Z5T1|CCD78_MOUSE	tr|F7ELZ7|F7ELZ7_RAT
OG0015854	tr|D3Z5V4|D3Z5V4_MOUSE	tr|A0A0G2JV50|A0A0G2JV50_RAT
OG0015855	sp|E9Q7X6|HEG1_MOUSE	tr|A0A8I6AEF2|A0A8I6AEF2_RAT
OG0015856	sp|E9Q9W7|PDZD7_MOUSE	tr|D4AAZ9|D4AAZ9_RAT
OG0015857	sp|O08691|ARGI2_MOUSE	sp|O08701|ARGI2_RAT
OG0015858	sp|O55233|CER1_MOUSE	tr|B0BN87|B0BN87_RAT
OG0015859	sp|O88200|CLC11_MOUSE	sp|O88201|CLC11_RAT
OG0015860	sp|P26369|U2AF2_MOUSE	tr|A0A8I6A9Y1|A0A8I6A9Y1_RAT
OG0015861	sp|P35290|RAB24_MOUSE	tr|A0A096MKB0|A0A096MKB0_RAT
OG0015862	sp|P50172|DHI1_MOUSE	sp|P16232|DHI1_RAT
OG0015863	sp|P52792|HXK4_MOUSE	sp|P17712|HXK4_RAT
OG0015864	sp|P53808|PPCT_MOUSE	sp|P53809|PPCT_RAT
OG0015865	sp|P97478|COQ7_MOUSE	sp|Q63619|COQ7_RAT
OG0015866	sp|Q01097|NMDE2_MOUSE	sp|Q00960|NMDE2_RAT
OG0015867	sp|Q04207|TF65_MOUSE	tr|A0A8I5ZMV7|A0A8I5ZMV7_RAT
OG0015868	sp|Q0VAY3|F187B_MOUSE	tr|M0RAW1|M0RAW1_RAT
OG0015869	sp|Q14AI0|DCC1_MOUSE	tr|D4ACA3|D4ACA3_RAT
OG0015870	sp|Q1HCM0|FGFP3_MOUSE	tr|D3ZVI0|D3ZVI0_RAT
OG0015871	sp|Q3TLP5|ECHD2_MOUSE	tr|D3ZIL6|D3ZIL6_RAT
OG0015872	sp|Q3TYS2|CYBC1_MOUSE	sp|Q6AYA6|CYBC1_RAT
OG0015873	sp|Q3UGP9|LRC58_MOUSE	tr|D3ZWP8|D3ZWP8_RAT
OG0015874	sp|Q3UVK0|ERMP1_MOUSE	sp|Q6UPR8|ERMP1_RAT
OG0015875	sp|Q60769|TNAP3_MOUSE	tr|A0A8I6AL23|A0A8I6AL23_RAT
OG0015876	sp|Q61488|DHH_MOUSE	tr|G3V7Y0|G3V7Y0_RAT
OG0015877	sp|Q61666|HIRA_MOUSE	tr|M0R756|M0R756_RAT
OG0015878	sp|Q641K5|NUAK1_MOUSE	tr|D3ZQN8|D3ZQN8_RAT
OG0015879	sp|Q64302|T4S1_MOUSE	tr|A0A8I5ZZ30|A0A8I5ZZ30_RAT
OG0015880	sp|Q64434|PTK6_MOUSE	tr|D3ZDS3|D3ZDS3_RAT
OG0015881	sp|Q69ZC8|GPAM1_MOUSE	sp|Q4V893|GPAM1_RAT
OG0015882	sp|Q6A037|N4BP1_MOUSE	tr|D3ZT79|D3ZT79_RAT
OG0015883	sp|Q6P1Y1|RTL3_MOUSE	tr|D3ZH95|D3ZH95_RAT
OG0015884	sp|Q6P6L0|FIL1L_MOUSE	tr|D4A900|D4A900_RAT
OG0015885	sp|Q6PEE2|CTIF_MOUSE	tr|A0A8I6AIM0|A0A8I6AIM0_RAT
OG0015886	sp|Q80VK6|ARH38_MOUSE	tr|D4AD85|D4AD85_RAT
OG0015887	sp|Q80ZS3|RT26_MOUSE	sp|Q9EPJ3|RT26_RAT
OG0015888	sp|Q8BGT8|PHIPL_MOUSE	sp|Q6AYN4|PHIPL_RAT
OG0015889	sp|Q8BH88|DEP1B_MOUSE	tr|D4AA32|D4AA32_RAT
OG0015890	tr|Q8BHX0|Q8BHX0_MOUSE	tr|D3ZYH9|D3ZYH9_RAT
OG0015891	sp|Q8BI17|SH2D7_MOUSE	tr|A0A8I5ZSU9|A0A8I5ZSU9_RAT
OG0015892	sp|Q8BW41|PMGT2_MOUSE	sp|Q5NDF0|PMGT2_RAT
OG0015893	sp|Q8C3Q9|CASP9_MOUSE	tr|Q9JHK1|Q9JHK1_RAT
OG0015894	tr|Q8C689|Q8C689_MOUSE	tr|A0A8I6GH34|A0A8I6GH34_RAT
OG0015895	sp|Q8CEC6|PPWD1_MOUSE	tr|D3ZVP6|D3ZVP6_RAT
OG0015896	sp|Q8CGN8|SPRR4_MOUSE	tr|D3ZJ05|D3ZJ05_RAT
OG0015897	sp|Q8CHS8|VP37A_MOUSE	tr|Q4V794|Q4V794_RAT
OG0015898	sp|Q8R1Y2|MERB1_MOUSE	sp|Q5FVJ5|MERB1_RAT
OG0015899	sp|Q8R4U1|MYPOP_MOUSE	tr|D4AB13|D4AB13_RAT
OG0015900	sp|Q8R4W6|PCOC2_MOUSE	tr|M0RD26|M0RD26_RAT
OG0015901	sp|Q8VBX0|ASB13_MOUSE	tr|D3ZEJ6|D3ZEJ6_RAT
OG0015902	sp|Q91VW3|SH3L3_MOUSE	sp|B2RZ27|SH3L3_RAT
OG0015903	sp|Q91XS1|MTMR4_MOUSE	tr|A0A8I6AFY1|A0A8I6AFY1_RAT
OG0015904	sp|Q91ZA3|PCCA_MOUSE	sp|P14882|PCCA_RAT
OG0015905	sp|Q922M7|ASHWN_MOUSE	sp|Q5RJT0|ASHWN_RAT
OG0015906	sp|Q99L60|VATC2_MOUSE	sp|Q6AYE4|VATC2_RAT
OG0015907	sp|Q9CQD8|VA0E1_MOUSE	sp|Q794C0|VA0E1_RAT
OG0015908	sp|Q9CZ91|SRFB1_MOUSE	sp|Q66H19|SRFB1_RAT
OG0015909	sp|Q9D0I6|WSDU1_MOUSE	sp|Q5FVN8|WSDU1_RAT
OG0015910	sp|Q9D2H2|KAD7_MOUSE	tr|A0A0G2K524|A0A0G2K524_RAT
OG0015911	sp|Q9D2J4|VSIG1_MOUSE	sp|Q4KLY3|VSIG1_RAT
OG0015912	sp|Q9D387|LAMP5_MOUSE	sp|Q5PPI4|LAMP5_RAT
OG0015913	sp|Q9D4B1|SMS2_MOUSE	sp|Q4JM44|SMS2_RAT
OG0015914	sp|Q9D9U9|CFA45_MOUSE	tr|A0A8I6G4T0|A0A8I6G4T0_RAT
OG0015915	sp|Q9DBM1|GPTC1_MOUSE	tr|F1LU70|F1LU70_RAT
OG0015916	sp|Q9EPC1|PARVA_MOUSE	sp|Q9HB97|PARVA_RAT
OG0015917	sp|Q9ET66|PI16_MOUSE	tr|A0A1W2Q642|A0A1W2Q642_RAT
OG0015918	sp|Q9JHI0|MMP19_MOUSE	tr|C0M4B0|C0M4B0_RAT
OG0015919	sp|Q9JJR8|TMM9B_MOUSE	tr|D3ZW49|D3ZW49_RAT
OG0015920	sp|Q9JLG8|CAN15_MOUSE	tr|A0A0G2KAS0|A0A0G2KAS0_RAT
OG0015921	sp|Q9QYJ0|DNJA2_MOUSE	sp|O35824|DNJA2_RAT
OG0015922	sp|Q9Z176|P2R3D_MOUSE	tr|B1WBU2|B1WBU2_RAT
OG0015923	tr|A2AVK5|A2AVK5_MOUSE	tr|A0A8I5ZQ18|A0A8I5ZQ18_RAT
OG0015924	sp|A2BDX4|KCNG1_MOUSE	sp|D4AD53|KCNG1_RAT
OG0015925	tr|D3YVJ1|D3YVJ1_MOUSE	tr|D3ZHR1|D3ZHR1_RAT
OG0015926	sp|D3Z690|IZUM4_MOUSE	tr|A0A8I5ZSN1|A0A8I5ZSN1_RAT
OG0015927	tr|D3Z7A8|D3Z7A8_MOUSE	tr|D3ZTT3|D3ZTT3_RAT
OG0015928	tr|G3X964|G3X964_MOUSE	tr|D3ZKP7|D3ZKP7_RAT
OG0015929	sp|O35474|EDIL3_MOUSE	tr|F1M6P8|F1M6P8_RAT
OG0015930	sp|O35626|RASD1_MOUSE	sp|Q9JKF8|RASD1_RAT
OG0015931	sp|O88721|V2R_MOUSE	sp|Q00788|V2R_RAT
OG0015932	sp|P00015|CYC2_MOUSE	sp|P10715|CYC2_RAT
OG0015933	sp|P00416|COX3_MOUSE	sp|P05505|COX3_RAT
OG0015934	sp|P07147|TYRP1_MOUSE	tr|D3ZH71|D3ZH71_RAT
OG0015935	sp|P10761|ZP3_MOUSE	sp|P97708|ZP3_RAT
OG0015936	sp|P50540|MXI1_MOUSE	sp|O09015|MXI1_RAT
OG0015937	sp|P51174|ACADL_MOUSE	sp|P15650|ACADL_RAT
OG0015938	sp|P62071|RRAS2_MOUSE	tr|Q5BJU0|Q5BJU0_RAT
OG0015939	sp|P68433|H31_MOUSE	sp|Q6LED0|H31_RAT
OG0015940	sp|P81117|NUCB2_MOUSE	sp|Q9JI85|NUCB2_RAT
OG0015941	sp|P97391|PA2G5_MOUSE	sp|P51433|PA2G5_RAT
OG0015942	sp|Q05793|PGBM_MOUSE	tr|A0A8I6A2S5|A0A8I6A2S5_RAT
OG0015943	sp|Q0P5Y3|TPPP2_MOUSE	tr|D3ZCE7|D3ZCE7_RAT
OG0015944	sp|Q14DL0|UBQLN_MOUSE	sp|Q5XIP4|UBQLN_RAT
OG0015945	sp|Q3TNA1|XYLB_MOUSE	sp|Q3MIF4|XYLB_RAT
OG0015946	sp|Q3UHH8|GXLT1_MOUSE	sp|Q6GX83|GXLT1_RAT
OG0015947	sp|Q3UHL1|CAMKV_MOUSE	sp|Q63092|CAMKV_RAT
OG0015948	sp|Q62296|TEAD4_MOUSE	tr|A0A8I6AIX9|A0A8I6AIX9_RAT
OG0015949	sp|Q62393|TPD52_MOUSE	tr|A0A0G2K865|A0A0G2K865_RAT
OG0015950	sp|Q6IRU2|TPM4_MOUSE	sp|P09495|TPM4_RAT
OG0015951	tr|Q7TRB9|Q7TRB9_MOUSE	tr|D3ZV69|D3ZV69_RAT
OG0015952	sp|Q80V91|DTX3_MOUSE	tr|A0A0G2JYQ5|A0A0G2JYQ5_RAT
OG0015953	sp|Q80VR3|ST1C1_MOUSE	sp|P50237|ST1C1_RAT
OG0015954	sp|Q8BGQ6|EFC14_MOUSE	tr|A0A8I5ZLM3|A0A8I5ZLM3_RAT
OG0015955	tr|Q8BGR1|Q8BGR1_MOUSE	tr|F7EX58|F7EX58_RAT
OG0015956	sp|Q8BLH5|TSP50_MOUSE	tr|D4A1L9|D4A1L9_RAT
OG0015957	sp|Q8BMC4|NOP9_MOUSE	tr|D3ZKI9|D3ZKI9_RAT
OG0015958	sp|Q8BQZ4|RLGPB_MOUSE	sp|P86410|RLGPB_RAT
OG0015959	tr|Q8C634|Q8C634_MOUSE	tr|D3ZGX2|D3ZGX2_RAT
OG0015960	sp|Q8C850|SCAR3_MOUSE	tr|A0A8I5ZWL2|A0A8I5ZWL2_RAT
OG0015961	sp|Q8K0D2|HABP2_MOUSE	sp|Q6L711|HABP2_RAT
OG0015962	sp|Q8R3V6|CUED1_MOUSE	tr|Q5PQP8|Q5PQP8_RAT
OG0015963	sp|Q8R4U0|STAB2_MOUSE	sp|Q8CFM6|STAB2_RAT
OG0015964	sp|Q8VEF1|ASTRA_MOUSE	sp|Q3KR56|ASTRA_RAT
OG0015965	sp|Q8VHV1|BAALC_MOUSE	sp|Q920K5|BAALC_RAT
OG0015966	sp|Q91X56|S1PR5_MOUSE	sp|Q9JKM5|S1PR5_RAT
OG0015967	sp|Q91XB7|YIF1A_MOUSE	tr|B0BMV4|B0BMV4_RAT
OG0015968	sp|Q921G8|GCP2_MOUSE	tr|B2RYP8|B2RYP8_RAT
OG0015969	sp|Q99LQ1|MBIP1_MOUSE	tr|F1LRS1|F1LRS1_RAT
OG0015970	sp|Q99MQ4|ASPN_MOUSE	tr|M0R5F1|M0R5F1_RAT
OG0015971	sp|Q99PG4|RGS18_MOUSE	sp|Q4L0E8|RGS18_RAT
OG0015972	sp|Q9CQX2|CYB5B_MOUSE	sp|P04166|CYB5B_RAT
OG0015973	sp|Q9CR26|VTA1_MOUSE	tr|A0A8I6A5Y0|A0A8I6A5Y0_RAT
OG0015974	sp|Q9CRY7|GDPD1_MOUSE	sp|Q0VGK4|GDPD1_RAT
OG0015975	sp|Q9CWD0|GTSFL_MOUSE	tr|A0A8I6A438|A0A8I6A438_RAT
OG0015976	sp|Q9D6H2|IFT25_MOUSE	tr|A0A0G2K664|A0A0G2K664_RAT
OG0015977	sp|Q9DAU9|ZN654_MOUSE	tr|D3ZMK5|D3ZMK5_RAT
OG0015978	sp|Q9DB85|RRP8_MOUSE	sp|Q5U4F0|RRP8_RAT
OG0015979	sp|Q9JHW2|NIT2_MOUSE	sp|Q497B0|NIT2_RAT
OG0015980	sp|Q9JIM1|S29A1_MOUSE	sp|O54698|S29A1_RAT
OG0015981	sp|Q9JLI6|SCLY_MOUSE	sp|Q68FT9|SCLY_RAT
OG0015982	sp|Q9JMB0|GKAP1_MOUSE	sp|Q5XIG5|GKAP1_RAT
OG0015983	sp|Q9QYK5|H6ST1_MOUSE	tr|D4A6E6|D4A6E6_RAT
OG0015984	sp|Q9WTX4|NRG4_MOUSE	tr|F1M0L6|F1M0L6_RAT
OG0015985	sp|Q9Z2R6|U119A_MOUSE	sp|Q62885|U119A_RAT
OG0015986	tr|A0A0B4J1F6|A0A0B4J1F6_MOUSE	tr|D3ZEZ6|D3ZEZ6_RAT
OG0015987	tr|A0A1W2P6U8|A0A1W2P6U8_MOUSE	tr|M0RBE7|M0RBE7_RAT
OG0015988	tr|A0A1W2P7T4|A0A1W2P7T4_MOUSE	tr|D3ZCL1|D3ZCL1_RAT
OG0015989	sp|A2A6Q5|CDC27_MOUSE	sp|Q4V8A2|CDC27_RAT
OG0015990	sp|A2A995|FYB2_MOUSE	tr|A0A8I6A116|A0A8I6A116_RAT
OG0015991	sp|A2ALV5|SHOC1_MOUSE	tr|A0A0G2JZW6|A0A0G2JZW6_RAT
OG0015992	sp|A7E1Z1|TM215_MOUSE	tr|D3ZI94|D3ZI94_RAT
OG0015993	tr|B1AUS6|B1AUS6_MOUSE	tr|D3ZTW5|D3ZTW5_RAT
OG0015994	tr|E9PY37|E9PY37_MOUSE	tr|A0A0G2JV68|A0A0G2JV68_RAT
OG0015995	tr|E9QAF4|E9QAF4_MOUSE	tr|A0A0G2KB72|A0A0G2KB72_RAT
OG0015996	tr|J3QNB7|J3QNB7_MOUSE	tr|M0RC29|M0RC29_RAT
OG0015997	sp|O08582|GTPB1_MOUSE	sp|D2XV59|GTPB1_RAT
OG0015998	sp|O35595|PTC2_MOUSE	tr|M0RA51|M0RA51_RAT
OG0015999	sp|O70468|MYPC3_MOUSE	sp|P56741|MYPC_RAT
OG0016000	sp|P09084|PAX1_MOUSE	tr|A0A8I6GM82|A0A8I6GM82_RAT
OG0016001	sp|P13020|GELS_MOUSE	sp|Q68FP1|GELS_RAT
OG0016002	sp|P27808|MGAT1_MOUSE	sp|Q09325|MGAT1_RAT
OG0016003	sp|P35802|GPM6A_MOUSE	sp|Q812E9|GPM6A_RAT
OG0016004	sp|P41731|CD63_MOUSE	sp|P28648|CD63_RAT
OG0016005	sp|P58069|RASA2_MOUSE	sp|Q63713|RASA2_RAT
OG0016006	sp|P61588|RND3_MOUSE	sp|Q6SA80|RND3_RAT
OG0016007	sp|P62322|LSM5_MOUSE	tr|D3ZD76|D3ZD76_RAT
OG0016008	sp|P70406|UCP2_MOUSE	sp|P56500|UCP2_RAT
OG0016009	sp|P97467|AMD_MOUSE	sp|P14925|AMD_RAT
OG0016010	sp|Q01339|APOH_MOUSE	sp|P26644|APOH_RAT
OG0016011	sp|Q07079|IBP5_MOUSE	sp|P24594|IBP5_RAT
OG0016012	sp|Q32M08|DUS4L_MOUSE	tr|D4A0T1|D4A0T1_RAT
OG0016013	sp|Q3KQP7|SPO16_MOUSE	tr|A0A0G2K7H7|A0A0G2K7H7_RAT
OG0016014	sp|Q3TCJ1|ABRX2_MOUSE	tr|D4A415|D4A415_RAT
OG0016015	tr|Q3U5A2|Q3U5A2_MOUSE	tr|A0A8I6GLS1|A0A8I6GLS1_RAT
OG0016016	sp|Q3UGY8|BIG3_MOUSE	tr|D3ZF86|D3ZF86_RAT
OG0016017	sp|Q3US17|ZNF48_MOUSE	tr|D3ZY01|D3ZY01_RAT
OG0016018	sp|Q4KL14|TPC3L_MOUSE	tr|D3ZEX3|D3ZEX3_RAT
OG0016019	sp|Q5SSW2|PSME4_MOUSE	tr|A0A0G2KAX0|A0A0G2KAX0_RAT
OG0016020	sp|Q60519|SEM5B_MOUSE	tr|A0A8I6AGW5|A0A8I6AGW5_RAT
OG0016021	sp|Q61771|KIF3B_MOUSE	tr|D3ZI07|D3ZI07_RAT
OG0016022	sp|Q62226|SHH_MOUSE	sp|Q63673|SHH_RAT
OG0016023	sp|Q6GQT5|T151A_MOUSE	tr|M0RAG0|M0RAG0_RAT
OG0016024	sp|Q6PEB4|OSGL1_MOUSE	sp|Q4V7F3|OSGL1_RAT
OG0016025	sp|Q7TNV1|TLC3B_MOUSE	tr|A0A8I5ZTW5|A0A8I5ZTW5_RAT
OG0016026	sp|Q80YF6|UPK3B_MOUSE	tr|D3ZKW6|D3ZKW6_RAT
OG0016027	sp|Q8BIG4|FBX28_MOUSE	tr|B2RZ28|B2RZ28_RAT
