Orthogroup	Mus_musculus	Tupaia_chinensis
OG0000007	sp|P63158|HMGB1_MOUSE	tr|L8Y8M3|L8Y8M3_TUPCH, tr|L9L421|L9L421_TUPCH, tr|L9KMJ4|L9KMJ4_TUPCH, tr|L9KGT7|L9KGT7_TUPCH, tr|L9JD99|L9JD99_TUPCH, tr|L9KGS4|L9KGS4_TUPCH, tr|L9KWP3|L9KWP3_TUPCH, tr|L8YGR8|L8YGR8_TUPCH, tr|L9JA72|L9JA72_TUPCH, tr|L9K3R4|L9K3R4_TUPCH, tr|L9JFS4|L9JFS4_TUPCH, tr|L9JWH9|L9JWH9_TUPCH, tr|L9L4H1|L9L4H1_TUPCH, tr|L9L5T6|L9L5T6_TUPCH, tr|L8Y6A5|L8Y6A5_TUPCH, tr|L8Y7G2|L8Y7G2_TUPCH, tr|L8Y8H3|L8Y8H3_TUPCH, tr|L9JFU6|L9JFU6_TUPCH, tr|L9K822|L9K822_TUPCH, tr|L9L135|L9L135_TUPCH, tr|L9L0G7|L9L0G7_TUPCH, tr|L9L798|L9L798_TUPCH, tr|L8YEX9|L8YEX9_TUPCH, tr|L8YI87|L8YI87_TUPCH, tr|L9KKT6|L9KKT6_TUPCH, tr|L9L4Y7|L9L4Y7_TUPCH
OG0000007	tr|Q8VCI1|Q8VCI1_MOUSE	tr|L8Y8F5|L8Y8F5_TUPCH
OG0000007	sp|Q6SP97|ENKUR_MOUSE	tr|L8Y7X8|L8Y7X8_TUPCH
OG0000007	sp|Q8BVA4|LMOD1_MOUSE	tr|L9JDL1|L9JDL1_TUPCH, tr|L9JBD6|L9JBD6_TUPCH
OG0000009	sp|P10126|EF1A1_MOUSE	tr|L9KS99|L9KS99_TUPCH, tr|L9KK24|L9KK24_TUPCH, tr|L9JKT3|L9JKT3_TUPCH, tr|L9LD62|L9LD62_TUPCH, tr|L9KDL2|L9KDL2_TUPCH, tr|L9JFI0|L9JFI0_TUPCH, tr|L9L7L7|L9L7L7_TUPCH, tr|L9JHB0|L9JHB0_TUPCH, tr|L9KZ19|L9KZ19_TUPCH, tr|L9KHK1|L9KHK1_TUPCH, tr|L9JQH4|L9JQH4_TUPCH, tr|L9J9R7|L9J9R7_TUPCH, tr|L9KWU7|L9KWU7_TUPCH, tr|L9JBV8|L9JBV8_TUPCH, tr|L9K3S7|L9K3S7_TUPCH, tr|L9KNX2|L9KNX2_TUPCH, tr|L9KG63|L9KG63_TUPCH, tr|L9KRK9|L9KRK9_TUPCH, tr|L9JHS9|L9JHS9_TUPCH, tr|L9KXA9|L9KXA9_TUPCH, tr|L9JJQ7|L9JJQ7_TUPCH, tr|L9KGJ3|L9KGJ3_TUPCH, tr|L9LBI2|L9LBI2_TUPCH, tr|L8Y748|L8Y748_TUPCH, tr|L9K6X0|L9K6X0_TUPCH, tr|L9L491|L9L491_TUPCH, tr|L9JF34|L9JF34_TUPCH, tr|L8Y6C4|L8Y6C4_TUPCH, tr|L8YD29|L8YD29_TUPCH, tr|L9KXC6|L9KXC6_TUPCH, tr|L9KAA5|L9KAA5_TUPCH, tr|L9L498|L9L498_TUPCH
OG0000009	sp|P62631|EF1A2_MOUSE	tr|L8Y334|L8Y334_TUPCH, tr|L8Y4G7|L8Y4G7_TUPCH, tr|L9JSE8|L9JSE8_TUPCH, tr|L9L1W6|L9L1W6_TUPCH, tr|L9L795|L9L795_TUPCH, tr|L9KMA1|L9KMA1_TUPCH, tr|L9JI00|L9JI00_TUPCH, tr|L9JD21|L9JD21_TUPCH, tr|L9KMI8|L9KMI8_TUPCH, tr|L9KF02|L9KF02_TUPCH, tr|L9JJ87|L9JJ87_TUPCH, tr|L9JIA1|L9JIA1_TUPCH, tr|L9KKA9|L9KKA9_TUPCH, tr|L9L2P7|L9L2P7_TUPCH, tr|L9K7E4|L9K7E4_TUPCH, tr|L9K6K5|L9K6K5_TUPCH, tr|L9KIH2|L9KIH2_TUPCH, tr|L9JEY4|L9JEY4_TUPCH, tr|L9L0T1|L9L0T1_TUPCH, tr|L9JB57|L9JB57_TUPCH, tr|L9KWG4|L9KWG4_TUPCH, tr|L9KG45|L9KG45_TUPCH, tr|L9L9G1|L9L9G1_TUPCH, tr|L9KNW0|L9KNW0_TUPCH, tr|L9K080|L9K080_TUPCH, tr|L9JD89|L9JD89_TUPCH
OG0000011	sp|G3X9G7|ZN809_MOUSE	tr|L9KLZ9|L9KLZ9_TUPCH, tr|L9L1Z3|L9L1Z3_TUPCH, tr|L8Y0V6|L8Y0V6_TUPCH, tr|L8Y4S5|L8Y4S5_TUPCH, tr|L8YDM3|L8YDM3_TUPCH, tr|L9KSJ1|L9KSJ1_TUPCH, tr|L8YDD6|L8YDD6_TUPCH, tr|L9KQH3|L9KQH3_TUPCH, tr|L8YAZ4|L8YAZ4_TUPCH, tr|L9KJR6|L9KJR6_TUPCH, tr|L9KRG4|L9KRG4_TUPCH, tr|L8Y4V4|L8Y4V4_TUPCH, tr|L8YAE4|L8YAE4_TUPCH
OG0000011	sp|Q7TSI0|ZNF12_MOUSE	tr|L9L4E3|L9L4E3_TUPCH
OG0000011	sp|Q8BQC8|RBAK_MOUSE	tr|L9L5C0|L9L5C0_TUPCH
OG0000011	tr|E9QAH2|E9QAH2_MOUSE	tr|L9L888|L9L888_TUPCH, tr|L9L0Q3|L9L0Q3_TUPCH
OG0000011	tr|Q7TSV0|Q7TSV0_MOUSE	tr|L8Y5D4|L8Y5D4_TUPCH
OG0000011	sp|Q571J5|Z354C_MOUSE	tr|L9JBJ7|L9JBJ7_TUPCH, tr|L9KUX4|L9KUX4_TUPCH, tr|L9L0G8|L9L0G8_TUPCH
OG0000011	tr|E9PYF7|E9PYF7_MOUSE	tr|L9KVG4|L9KVG4_TUPCH, tr|L8YBZ7|L8YBZ7_TUPCH, tr|L8Y960|L8Y960_TUPCH, tr|L9KJB5|L9KJB5_TUPCH
OG0000012	sp|P97351|RS3A_MOUSE	tr|L9JE97|L9JE97_TUPCH, tr|L9KYD6|L9KYD6_TUPCH, tr|L9KZQ2|L9KZQ2_TUPCH, tr|L9KK34|L9KK34_TUPCH, tr|L9LAB6|L9LAB6_TUPCH, tr|L9JAB2|L9JAB2_TUPCH, tr|L9L812|L9L812_TUPCH, tr|L9L5T0|L9L5T0_TUPCH, tr|L9L7C1|L9L7C1_TUPCH, tr|L9KSX1|L9KSX1_TUPCH, tr|L9JY22|L9JY22_TUPCH, tr|L9JFL6|L9JFL6_TUPCH, tr|L9KRJ4|L9KRJ4_TUPCH, tr|L9JEC5|L9JEC5_TUPCH, tr|L9KX44|L9KX44_TUPCH, tr|L9KMT4|L9KMT4_TUPCH, tr|L9KIP8|L9KIP8_TUPCH, tr|L9JAD9|L9JAD9_TUPCH, tr|L9LCP7|L9LCP7_TUPCH, tr|L9L4Q5|L9L4Q5_TUPCH, tr|L9KFV7|L9KFV7_TUPCH, tr|L9KT91|L9KT91_TUPCH, tr|L9L723|L9L723_TUPCH, tr|L9KJE9|L9KJE9_TUPCH, tr|L9JN72|L9JN72_TUPCH, tr|L9JAH8|L9JAH8_TUPCH, tr|L9KN91|L9KN91_TUPCH, tr|L9LCB7|L9LCB7_TUPCH, tr|L9KNK4|L9KNK4_TUPCH, tr|L9KGR8|L9KGR8_TUPCH, tr|L9KI91|L9KI91_TUPCH, tr|L9LBV0|L9LBV0_TUPCH, tr|L9L7X8|L9L7X8_TUPCH, tr|L9L2D6|L9L2D6_TUPCH, tr|L9L1E2|L9L1E2_TUPCH, tr|L9KHW0|L9KHW0_TUPCH, tr|L9JCR3|L9JCR3_TUPCH, tr|L9K7M6|L9K7M6_TUPCH, tr|L9LF99|L9LF99_TUPCH, tr|L9JN67|L9JN67_TUPCH, tr|L9JID8|L9JID8_TUPCH, tr|L9KD48|L9KD48_TUPCH, tr|L9L4L0|L9L4L0_TUPCH, tr|L9JC08|L9JC08_TUPCH, tr|L9L5N9|L9L5N9_TUPCH, tr|L9KWX4|L9KWX4_TUPCH, tr|L8Y8P4|L8Y8P4_TUPCH, tr|L9LD38|L9LD38_TUPCH, tr|L8Y478|L8Y478_TUPCH, tr|L9KJA5|L9KJA5_TUPCH, tr|L9JIQ3|L9JIQ3_TUPCH, tr|L9L1K0|L9L1K0_TUPCH, tr|L9KXI5|L9KXI5_TUPCH, tr|L9L5H0|L9L5H0_TUPCH
OG0000013	tr|F7D043|F7D043_MOUSE	tr|L9J9T7|L9J9T7_TUPCH
OG0000013	tr|A0A1W2P7G7|A0A1W2P7G7_MOUSE	tr|L8YGT0|L8YGT0_TUPCH, tr|L9KWC6|L9KWC6_TUPCH, tr|L9JF03|L9JF03_TUPCH
OG0000013	tr|E9Q4R5|E9Q4R5_MOUSE	tr|L8YGT8|L8YGT8_TUPCH, tr|L9KXA5|L9KXA5_TUPCH, tr|L8Y6F6|L8Y6F6_TUPCH
OG0000026	sp|Q99MX7|T121B_MOUSE	tr|L9JDS6|L9JDS6_TUPCH
OG0000026	sp|P47962|RL5_MOUSE	tr|L9LCZ3|L9LCZ3_TUPCH, tr|L9KTG9|L9KTG9_TUPCH, tr|L9KSC5|L9KSC5_TUPCH, tr|L9L4H6|L9L4H6_TUPCH, tr|L9K0K4|L9K0K4_TUPCH, tr|L9KZ79|L9KZ79_TUPCH, tr|L9KFV9|L9KFV9_TUPCH, tr|L9JIA6|L9JIA6_TUPCH, tr|L9KVX3|L9KVX3_TUPCH, tr|L9L8D6|L9L8D6_TUPCH, tr|L9JQ95|L9JQ95_TUPCH, tr|L9L0V9|L9L0V9_TUPCH, tr|L9KYL1|L9KYL1_TUPCH, tr|L9JBN9|L9JBN9_TUPCH, tr|L9L6I9|L9L6I9_TUPCH, tr|L9JLY6|L9JLY6_TUPCH, tr|L9KSF9|L9KSF9_TUPCH, tr|L9KW00|L9KW00_TUPCH, tr|L9KW56|L9KW56_TUPCH, tr|L9JFW9|L9JFW9_TUPCH, tr|L9L6E9|L9L6E9_TUPCH, tr|L9KLA4|L9KLA4_TUPCH, tr|L9KZY9|L9KZY9_TUPCH, tr|L9L476|L9L476_TUPCH, tr|L9KLT5|L9KLT5_TUPCH, tr|L9KGG6|L9KGG6_TUPCH, tr|L9KQC7|L9KQC7_TUPCH, tr|L9KKS6|L9KKS6_TUPCH, tr|L9KWW8|L9KWW8_TUPCH, tr|L9K2D7|L9K2D7_TUPCH, tr|L9KXA4|L9KXA4_TUPCH, tr|L9L6G9|L9L6G9_TUPCH, tr|L9KXY7|L9KXY7_TUPCH, tr|L9KIX8|L9KIX8_TUPCH, tr|L9LD36|L9LD36_TUPCH, tr|L9LC31|L9LC31_TUPCH
OG0000027	tr|A0A0B4J1I2|A0A0B4J1I2_MOUSE, tr|A0A0B4J1I6|A0A0B4J1I6_MOUSE, tr|A0A0B4J1I5|A0A0B4J1I5_MOUSE, sp|P04941|KV6A7_MOUSE, sp|P04943|KV6A9_MOUSE, sp|P04944|KV6AA_MOUSE, sp|P01679|KV6A5_MOUSE, sp|P01677|KV6A3_MOUSE, sp|P01678|KV6A4_MOUSE, sp|P01675|KV6A1_MOUSE, tr|A0A075B5L5|A0A075B5L5_MOUSE, sp|P01676|KV6A2_MOUSE, sp|P04940|KV6A6_MOUSE, sp|P04945|KV6AB_MOUSE, tr|J3QMZ0|J3QMZ0_MOUSE, tr|A0A075B5M2|A0A075B5M2_MOUSE, tr|A0A075B5M1|A0A075B5M1_MOUSE, tr|J3QNZ9|J3QNZ9_MOUSE, tr|L7N239|L7N239_MOUSE, tr|A0A0A6YYE7|A0A0A6YYE7_MOUSE, tr|A0A075B5L3|A0A075B5L3_MOUSE, tr|A0A0B4J1I7|A0A0B4J1I7_MOUSE, tr|A0A0B4J1I4|A0A0B4J1I4_MOUSE, tr|A0A0B4J1I8|A0A0B4J1I8_MOUSE, tr|A0A075B5L7|A0A075B5L7_MOUSE, tr|A0A0B4J1J0|A0A0B4J1J0_MOUSE, tr|A0A0B4J1I3|A0A0B4J1I3_MOUSE, tr|A0A0A6YYE5|A0A0A6YYE5_MOUSE, tr|A0A075B5L8|A0A075B5L8_MOUSE, tr|A0A075B5M4|A0A075B5M4_MOUSE, tr|A0A075B5M3|A0A075B5M3_MOUSE, tr|A0A075B5L6|A0A075B5L6_MOUSE, tr|A0A075B677|A0A075B677_MOUSE, tr|A0N8I8|A0N8I8_MOUSE, sp|P01680|KV4A1_MOUSE, tr|A0A075B5L2|A0A075B5L2_MOUSE	tr|L9JMC3|L9JMC3_TUPCH
OG0000031	tr|Q8VEV1|Q8VEV1_MOUSE	tr|L9JB98|L9JB98_TUPCH, tr|L9JB10|L9JB10_TUPCH, tr|L9JAC8|L9JAC8_TUPCH
OG0000031	tr|Q8VES9|Q8VES9_MOUSE	tr|L9JAJ9|L9JAJ9_TUPCH
OG0000031	sp|P34984|OLF13_MOUSE	tr|L9LCT2|L9LCT2_TUPCH
OG0000031	tr|Q8VGP6|Q8VGP6_MOUSE	tr|L9JAD2|L9JAD2_TUPCH
OG0000031	tr|Q8VEV0|Q8VEV0_MOUSE	tr|L9JEZ1|L9JEZ1_TUPCH, tr|L9JB15|L9JB15_TUPCH, tr|L9JBA3|L9JBA3_TUPCH
OG0000033	tr|A0A075B6D6|A0A075B6D6_MOUSE, tr|A0A075B6D2|A0A075B6D2_MOUSE, tr|A0A075B5Z9|A0A075B5Z9_MOUSE, tr|A0A075B5Z8|A0A075B5Z8_MOUSE, tr|A0A075B6D3|A0A075B6D3_MOUSE, tr|A0A075B6D0|A0A075B6D0_MOUSE, tr|A0A075B6A6|A0A075B6A6_MOUSE, tr|A0A075B6B0|A0A075B6B0_MOUSE, tr|A0A075B639|A0A075B639_MOUSE, tr|A0A075B603|A0A075B603_MOUSE, tr|A0A075B623|A0A075B623_MOUSE, tr|A0A075B621|A0A075B621_MOUSE, tr|A0A075B6B9|A0A075B6B9_MOUSE, tr|A0A075B6D4|A0A075B6D4_MOUSE, tr|A0A075B648|A0A075B648_MOUSE, tr|A0A075B6A4|A0A075B6A4_MOUSE, sp|P06323|TVA3_MOUSE, tr|A0N8N6|A0N8N6_MOUSE, tr|A0A075B626|A0A075B626_MOUSE, tr|A0A075B643|A0A075B643_MOUSE, tr|A0A075B605|A0A075B605_MOUSE, tr|A0A075B6A9|A0A075B6A9_MOUSE, tr|A0A075B695|A0A075B695_MOUSE, tr|A0A0B4J1K2|A0A0B4J1K2_MOUSE, tr|A0A075B647|A0A075B647_MOUSE, sp|P01738|TVA1_MOUSE, tr|A0A075B631|A0A075B631_MOUSE, tr|A0A075B685|A0A075B685_MOUSE, tr|A0A075B699|A0A075B699_MOUSE, tr|A0A075B601|A0A075B601_MOUSE, tr|A0A087WQ87|A0A087WQ87_MOUSE, tr|A0A0G2JDX5|A0A0G2JDX5_MOUSE	tr|L8YCZ4|L8YCZ4_TUPCH
OG0000034	sp|P09405|NUCL_MOUSE	tr|L9L5H1|L9L5H1_TUPCH, tr|L8Y393|L8Y393_TUPCH, tr|L9KX61|L9KX61_TUPCH, tr|L9KYD2|L9KYD2_TUPCH, tr|L9L2V8|L9L2V8_TUPCH, tr|L9KHU7|L9KHU7_TUPCH, tr|L9KWP5|L9KWP5_TUPCH, tr|L8YAT3|L8YAT3_TUPCH, tr|L9L8B2|L9L8B2_TUPCH, tr|L9L595|L9L595_TUPCH, tr|L9KL26|L9KL26_TUPCH, tr|L9L2X3|L9L2X3_TUPCH, tr|L9KK10|L9KK10_TUPCH, tr|L9KMG9|L9KMG9_TUPCH, tr|L9KQ89|L9KQ89_TUPCH, tr|L9L243|L9L243_TUPCH, tr|L9KLX1|L9KLX1_TUPCH, tr|L9KG66|L9KG66_TUPCH, tr|L9L7F0|L9L7F0_TUPCH, tr|L9KMV8|L9KMV8_TUPCH, tr|L9LA69|L9LA69_TUPCH, tr|L9KUW7|L9KUW7_TUPCH, tr|L9LC65|L9LC65_TUPCH, tr|L9KLB5|L9KLB5_TUPCH, tr|L9KH96|L9KH96_TUPCH, tr|L9L7C2|L9L7C2_TUPCH, tr|L8Y077|L8Y077_TUPCH, tr|L9KJN2|L9KJN2_TUPCH, tr|L9JAH9|L9JAH9_TUPCH, tr|L9L248|L9L248_TUPCH, tr|L9JH56|L9JH56_TUPCH, tr|L9L5A5|L9L5A5_TUPCH
OG0000037	tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE, sp|P16858|G3P_MOUSE, tr|S4R1W1|S4R1W1_MOUSE	tr|L9KZL5|L9KZL5_TUPCH, tr|L9KMQ4|L9KMQ4_TUPCH, tr|L9L7S9|L9L7S9_TUPCH, tr|L9KU63|L9KU63_TUPCH, tr|L9JVN2|L9JVN2_TUPCH, tr|L9LCD7|L9LCD7_TUPCH, tr|L9KQB1|L9KQB1_TUPCH, tr|L9KYT6|L9KYT6_TUPCH, tr|L9L4T2|L9L4T2_TUPCH, tr|L9JJ74|L9JJ74_TUPCH, tr|L8Y3Y8|L8Y3Y8_TUPCH, tr|L9KJ99|L9KJ99_TUPCH, tr|L9KXZ5|L9KXZ5_TUPCH, tr|L9LFE7|L9LFE7_TUPCH, tr|L9L801|L9L801_TUPCH, tr|L9KP17|L9KP17_TUPCH, tr|L9L4W6|L9L4W6_TUPCH, tr|L9KR88|L9KR88_TUPCH, tr|L9KNZ8|L9KNZ8_TUPCH, tr|L9LGH2|L9LGH2_TUPCH, tr|L9JCX5|L9JCX5_TUPCH, tr|L9KQJ3|L9KQJ3_TUPCH, tr|L9L037|L9L037_TUPCH, tr|L9JFD5|L9JFD5_TUPCH, tr|L9JF51|L9JF51_TUPCH, tr|L9L6B7|L9L6B7_TUPCH, tr|L9JGC3|L9JGC3_TUPCH
OG0000038	tr|Q8VGD8|Q8VGD8_MOUSE	tr|L9KVI9|L9KVI9_TUPCH
OG0000038	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|L8Y7E2|L8Y7E2_TUPCH, tr|L8YCS0|L8YCS0_TUPCH
OG0000038	tr|E9Q3K2|E9Q3K2_MOUSE, tr|Q8VF37|Q8VF37_MOUSE	tr|L8YAQ0|L8YAQ0_TUPCH
OG0000038	sp|Q9JK39|BTNLA_MOUSE	tr|L9L1U2|L9L1U2_TUPCH
OG0000038	tr|Q5NC45|Q5NC45_MOUSE	tr|L9KVW7|L9KVW7_TUPCH, tr|L9KVJ6|L9KVJ6_TUPCH, tr|L9KWG6|L9KWG6_TUPCH, tr|L9KVW2|L9KVW2_TUPCH, tr|L9KV63|L9KV63_TUPCH
OG0000041	tr|Q7TRA6|Q7TRA6_MOUSE, tr|Q8VG89|Q8VG89_MOUSE, tr|Q8VFN4|Q8VFN4_MOUSE, tr|Q9EQA2|Q9EQA2_MOUSE, tr|Q8VFN3|Q8VFN3_MOUSE, tr|Q7TRA7|Q7TRA7_MOUSE, sp|Q60895|OL150_MOUSE, tr|Q8VF78|Q8VF78_MOUSE, tr|Q8VFD7|Q8VFD7_MOUSE, tr|Q9EQ97|Q9EQ97_MOUSE, tr|Q9EQ93|Q9EQ93_MOUSE, tr|Q9EQB7|Q9EQB7_MOUSE, tr|Q9EQB4|Q9EQB4_MOUSE, tr|Q9EQ94|Q9EQ94_MOUSE, tr|Q9EQB6|Q9EQB6_MOUSE, tr|Q9EQ92|Q9EQ92_MOUSE, tr|Q9EQ95|Q9EQ95_MOUSE, tr|Q9EQ91|Q9EQ91_MOUSE, tr|Q9EQ90|Q9EQ90_MOUSE, sp|P34983|O1537_MOUSE, tr|Q9EQB5|Q9EQB5_MOUSE, tr|Q9EQB8|Q9EQB8_MOUSE, tr|Q8VG16|Q8VG16_MOUSE, tr|J3KMV2|J3KMV2_MOUSE, sp|Q60884|OL146_MOUSE, tr|Q9EQ96|Q9EQ96_MOUSE, tr|Q8VFN5|Q8VFN5_MOUSE	tr|L9L7Y1|L9L7Y1_TUPCH
OG0000042	sp|P06879|PRL_MOUSE, sp|Q9QUN5|PR3C1_MOUSE, tr|Q78Y73|Q78Y73_MOUSE, tr|F6R3P9|F6R3P9_MOUSE, tr|A0A0M6L0J6|A0A0M6L0J6_MOUSE, sp|P18121|PR3D1_MOUSE, sp|P09586|PR3B1_MOUSE, tr|O54832|O54832_MOUSE, tr|Q9DAV8|Q9DAV8_MOUSE, sp|Q9DAY2|PR8A6_MOUSE, sp|Q9DAS4|PR8A8_MOUSE, sp|Q9CQ58|PR8A9_MOUSE, sp|Q8CGZ9|PR7B1_MOUSE, sp|Q9CRB5|PR7C1_MOUSE, sp|P04769|PR7D1_MOUSE, sp|O54831|PR7A2_MOUSE, sp|O54830|PR7A1_MOUSE, sp|O35257|PR6A1_MOUSE, sp|Q9JII2|PR5A1_MOUSE, sp|O35256|PR4A1_MOUSE, sp|Q9DAZ2|PR2B1_MOUSE, sp|P04095|PR2C2_MOUSE, sp|P04768|PR2C3_MOUSE, sp|Q9JLV9|PR2C5_MOUSE, tr|Q5SVL9|Q5SVL9_MOUSE, sp|Q9JHK0|PR2A1_MOUSE	tr|L9L0M1|L9L0M1_TUPCH
OG0000043	sp|Q6NXH9|K2C73_MOUSE	tr|L9L8L3|L9L8L3_TUPCH
OG0000043	sp|Q6IME9|K2C72_MOUSE	tr|L9L912|L9L912_TUPCH
OG0000043	sp|Q6IFZ6|K2C1B_MOUSE	tr|L9L981|L9L981_TUPCH
OG0000043	sp|Q9DCV7|K2C7_MOUSE	tr|L8YFN4|L8YFN4_TUPCH
OG0000043	tr|E9Q1Z0|E9Q1Z0_MOUSE	tr|L8YFP1|L8YFP1_TUPCH
OG0000043	sp|Q3UV17|K22O_MOUSE	tr|L9L906|L9L906_TUPCH, tr|L9L8K9|L9L8K9_TUPCH, tr|L9LCJ3|L9LCJ3_TUPCH, tr|L9LCI8|L9LCI8_TUPCH, tr|L9L974|L9L974_TUPCH
OG0000043	sp|Q9R0H5|K2C71_MOUSE	tr|L9LCJ9|L9LCJ9_TUPCH, tr|L9L988|L9L988_TUPCH
OG0000044	sp|P31809|CEAM1_MOUSE, sp|Q925P2|CEAM2_MOUSE, tr|Q78T27|Q78T27_MOUSE, sp|A0A0B4J1L0|CEA15_MOUSE, tr|Q78Y72|Q78Y72_MOUSE, tr|Q9DAT7|Q9DAT7_MOUSE, tr|Q9D0Z8|Q9D0Z8_MOUSE, tr|Q3UKP4|Q3UKP4_MOUSE, sp|Q61400|CEAMA_MOUSE, tr|E9Q9B4|E9Q9B4_MOUSE, tr|Q9DAV5|Q9DAV5_MOUSE, tr|Q9D2U0|Q9D2U0_MOUSE, tr|Q497W2|Q497W2_MOUSE, tr|Q497W1|Q497W1_MOUSE, sp|Q810J1|PSG22_MOUSE, tr|Q4KL31|Q4KL31_MOUSE, tr|Q4KL65|Q4KL65_MOUSE, tr|Q4KL66|Q4KL66_MOUSE, tr|B2RSG7|B2RSG7_MOUSE, tr|Q62056|Q62056_MOUSE, tr|Q8K0U8|Q8K0U8_MOUSE, tr|Q3URN6|Q3URN6_MOUSE, tr|E9Q6J4|E9Q6J4_MOUSE, sp|Q3UKK2|CEAM5_MOUSE, tr|A0A3Q4EGJ1|A0A3Q4EGJ1_MOUSE	tr|L9L7I2|L9L7I2_TUPCH
OG0000045	sp|O88569|ROA2_MOUSE	tr|L9KSN5|L9KSN5_TUPCH, tr|L9L2E4|L9L2E4_TUPCH
OG0000045	sp|P49312|ROA1_MOUSE	tr|L8YAH4|L8YAH4_TUPCH, tr|L8Y3V4|L8Y3V4_TUPCH, tr|L8Y136|L8Y136_TUPCH, tr|L9L4Y3|L9L4Y3_TUPCH, tr|L9KDE9|L9KDE9_TUPCH, tr|L9L8T2|L9L8T2_TUPCH, tr|L8YB41|L8YB41_TUPCH, tr|L8Y7W0|L8Y7W0_TUPCH, tr|L9JCP8|L9JCP8_TUPCH, tr|L9KJ15|L9KJ15_TUPCH, tr|L9KKX7|L9KKX7_TUPCH, tr|L9KLY1|L9KLY1_TUPCH, tr|L9KNQ5|L9KNQ5_TUPCH, tr|L9JT48|L9JT48_TUPCH, tr|L9L8R4|L9L8R4_TUPCH, tr|L9L743|L9L743_TUPCH, tr|L9L8Z0|L9L8Z0_TUPCH, tr|L9L0Z7|L9L0Z7_TUPCH, tr|L9KU33|L9KU33_TUPCH, tr|L8Y9E7|L8Y9E7_TUPCH, tr|L8Y483|L8Y483_TUPCH, tr|L8Y631|L8Y631_TUPCH
OG0000049	sp|Q9D267|LCN9_MOUSE	tr|L8YDU2|L8YDU2_TUPCH
OG0000049	tr|A2BHR2|A2BHR2_MOUSE, tr|A0A1B0GSM6|A0A1B0GSM6_MOUSE, sp|P11590|MUP4_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P11591|MUP5_MOUSE, sp|P04939|MUP3_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|Q5FW60|MUP20_MOUSE, sp|B5X0G2|MUP17_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|L7N222|L7N222_MOUSE, sp|P02762|MUP6_MOUSE, sp|P11588|MUP1_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|P11589|MUP2_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|P04938|MUP11_MOUSE, sp|A2BIM8|MUP18_MOUSE	tr|L9L6I0|L9L6I0_TUPCH
OG0000050	sp|Q61696|HS71A_MOUSE, sp|P17879|HS71B_MOUSE	tr|L9KGR2|L9KGR2_TUPCH
OG0000050	sp|P16627|HS71L_MOUSE	tr|L9KL52|L9KL52_TUPCH
OG0000050	sp|P17156|HSP72_MOUSE	tr|L9L765|L9L765_TUPCH
OG0000050	sp|P63017|HSP7C_MOUSE	tr|L9KJ36|L9KJ36_TUPCH, tr|L9KX33|L9KX33_TUPCH, tr|L9K2F1|L9K2F1_TUPCH, tr|L9LCE8|L9LCE8_TUPCH, tr|L9JCV8|L9JCV8_TUPCH, tr|L9KZG6|L9KZG6_TUPCH, tr|L9KH99|L9KH99_TUPCH, tr|L9LC24|L9LC24_TUPCH, tr|L9KTJ0|L9KTJ0_TUPCH, tr|L9L0H6|L9L0H6_TUPCH, tr|L9KXJ8|L9KXJ8_TUPCH, tr|L9K6G8|L9K6G8_TUPCH, tr|L9L504|L9L504_TUPCH, tr|L9KT34|L9KT34_TUPCH
OG0000052	tr|Q8VGA0|Q8VGA0_MOUSE	tr|L9KP96|L9KP96_TUPCH, tr|L9KNR1|L9KNR1_TUPCH, tr|L9KP47|L9KP47_TUPCH, tr|L9KTR6|L9KTR6_TUPCH
OG0000052	tr|Q9QZ22|Q9QZ22_MOUSE	tr|L9L480|L9L480_TUPCH
OG0000052	tr|Q8VGA9|Q8VGA9_MOUSE	tr|L9L4J3|L9L4J3_TUPCH
OG0000052	tr|Q9QZ20|Q9QZ20_MOUSE	tr|L9L839|L9L839_TUPCH
OG0000055	sp|Q8BQR7|MAGBI_MOUSE	tr|L9JCI3|L9JCI3_TUPCH
