Orthogroup	Mus_musculus	Prolemur_simus
OG0012615	sp|Q8R0I4|TM2D2_MOUSE	tr|A0A8C8YC32|A0A8C8YC32_PROSS
OG0012616	sp|Q8VC51|TCAB1_MOUSE	tr|A0A8C9DQ68|A0A8C9DQ68_PROSS
OG0012617	sp|Q91WC7|NPAL2_MOUSE	tr|A0A8C8ZCX6|A0A8C8ZCX6_PROSS
OG0012618	sp|Q91YE6|IPO9_MOUSE	tr|A0A8C8Y9I6|A0A8C8Y9I6_PROSS
OG0012619	sp|Q91YP1|BN3D2_MOUSE	tr|A0A8C9A013|A0A8C9A013_PROSS
OG0012620	sp|Q99PM3|TF2AA_MOUSE	tr|A0A8C8YUW9|A0A8C8YUW9_PROSS
OG0012621	sp|Q9CVB6|ARPC2_MOUSE	tr|A0A8C9B323|A0A8C9B323_PROSS
OG0012622	sp|Q9D024|CCD47_MOUSE	tr|A0A8C9DKV5|A0A8C9DKV5_PROSS
OG0012623	sp|Q9D061|ACBD6_MOUSE	tr|A0A8C8Z585|A0A8C8Z585_PROSS
OG0012624	sp|Q9D0N7|CAF1B_MOUSE	tr|A0A8C8ZG92|A0A8C8ZG92_PROSS
OG0012625	sp|Q9D4K5|F166A_MOUSE	tr|A0A8C8YSB3|A0A8C8YSB3_PROSS
OG0012626	tr|Q9D548|Q9D548_MOUSE	tr|A0A8C8ZIF4|A0A8C8ZIF4_PROSS
OG0012627	sp|Q9D9W0|SPC1L_MOUSE	tr|A0A8C9AT91|A0A8C9AT91_PROSS
OG0012628	sp|Q9ERU9|RBP2_MOUSE	tr|A0A8C9DTY2|A0A8C9DTY2_PROSS
OG0012629	sp|Q9JJR5|AKIP1_MOUSE	tr|A0A8C9AJG1|A0A8C9AJG1_PROSS
OG0012630	sp|Q9WUQ2|PREB_MOUSE	tr|A0A8C9DFB6|A0A8C9DFB6_PROSS
OG0012631	sp|Q9WUU8|TNIP1_MOUSE	tr|A0A8C9ATB0|A0A8C9ATB0_PROSS
OG0012632	sp|Q9WVJ9|FBLN4_MOUSE	tr|A0A8C9AQZ2|A0A8C9AQZ2_PROSS
OG0012633	sp|Q9Z0S2|LHX2_MOUSE	tr|A0A8C9DT75|A0A8C9DT75_PROSS
OG0012634	sp|Q9Z1Q4|LY66C_MOUSE	tr|A0A8C9DQB6|A0A8C9DQB6_PROSS
OG0012635	tr|A0A7N9VR94|A0A7N9VR94_MOUSE	tr|A0A8C8ZB73|A0A8C8ZB73_PROSS
OG0012636	sp|A2A3V2|S2543_MOUSE	tr|A0A8C9DCW8|A0A8C9DCW8_PROSS
OG0012637	tr|E9PY36|E9PY36_MOUSE	tr|A0A8C8ZT20|A0A8C8ZT20_PROSS
OG0012638	tr|G5E8H5|G5E8H5_MOUSE	tr|A0A8C9DS80|A0A8C9DS80_PROSS
OG0012639	sp|O54799|NMBR_MOUSE	tr|A0A8C8YKH1|A0A8C8YKH1_PROSS
OG0012640	sp|O88319|NTR1_MOUSE	tr|A0A8C9A1W7|A0A8C9A1W7_PROSS
OG0012641	sp|P06537|GCR_MOUSE	tr|A0A8C9AHM2|A0A8C9AHM2_PROSS
OG0012642	sp|P11403|FGF4_MOUSE	tr|A0A8C8ZH71|A0A8C8ZH71_PROSS
OG0012643	sp|P14220|GLPA_MOUSE	tr|A0A8C9A3T4|A0A8C9A3T4_PROSS
OG0012644	sp|P17125|TGFB3_MOUSE	tr|A0A8C8ZBV7|A0A8C8ZBV7_PROSS
OG0012645	sp|P40226|TPO_MOUSE	tr|A0A8C9A4T0|A0A8C9A4T0_PROSS
OG0012646	sp|P48772|COX8B_MOUSE	tr|A0A8C9AM95|A0A8C9AM95_PROSS
OG0012647	sp|P60324|NANO3_MOUSE	tr|A0A8C8YGG9|A0A8C8YGG9_PROSS
OG0012648	sp|P62267|RS23_MOUSE	tr|A0A8C9AET2|A0A8C9AET2_PROSS
OG0012649	sp|P70295|AUP1_MOUSE	tr|A0A8C9AF05|A0A8C9AF05_PROSS
OG0012650	sp|Q0GNC1|INF2_MOUSE	tr|A0A8C8ZFW4|A0A8C8ZFW4_PROSS
OG0012651	sp|Q2KHI9|MCM9_MOUSE	tr|A0A8C9ANT6|A0A8C9ANT6_PROSS
OG0012652	sp|Q2VPU4|MLXIP_MOUSE	tr|A0A8C8ZZY9|A0A8C8ZZY9_PROSS
OG0012653	tr|Q3TDV8|Q3TDV8_MOUSE	tr|A0A8C9B406|A0A8C9B406_PROSS
OG0012654	sp|Q3U2J5|CMKMT_MOUSE	tr|A0A8C8ZA63|A0A8C8ZA63_PROSS
OG0012655	sp|Q3UHU5|MTCL1_MOUSE	tr|A0A8C9ARZ9|A0A8C9ARZ9_PROSS
OG0012656	sp|Q5S248|TM11E_MOUSE	tr|A0A8C8ZT07|A0A8C8ZT07_PROSS
OG0012657	sp|Q62315|JARD2_MOUSE	tr|A0A8C9AM14|A0A8C9AM14_PROSS
OG0012658	sp|Q69Z99|ZN512_MOUSE	tr|A0A8C8YC21|A0A8C8YC21_PROSS
OG0012659	sp|Q6DID7|WLS_MOUSE	tr|A0A8C8ZZV1|A0A8C8ZZV1_PROSS
OG0012660	sp|Q6NVG1|LPCT4_MOUSE	tr|A0A8C8YWL4|A0A8C8YWL4_PROSS
OG0012661	sp|Q6NZM9|HDAC4_MOUSE	tr|A0A8C8YPW3|A0A8C8YPW3_PROSS
OG0012662	sp|Q6NZR2|MSD2_MOUSE	tr|A0A8C8YHF3|A0A8C8YHF3_PROSS
OG0012663	sp|Q6P9R1|DDX51_MOUSE	tr|A0A8C9ABU4|A0A8C9ABU4_PROSS
OG0012664	sp|Q7TM99|MOT9_MOUSE	tr|A0A8C9AZG0|A0A8C9AZG0_PROSS
OG0012665	sp|Q7TMC8|FCSK_MOUSE	tr|A0A8C9DHZ7|A0A8C9DHZ7_PROSS
OG0012666	sp|Q7TQI8|TSYL2_MOUSE	tr|A0A8C9A7D1|A0A8C9A7D1_PROSS
OG0012667	sp|Q80SY5|PR38B_MOUSE	tr|A0A8C8ZKU1|A0A8C8ZKU1_PROSS
OG0012668	sp|Q80VQ1|LRRC1_MOUSE	tr|A0A8C8YLX3|A0A8C8YLX3_PROSS
OG0012669	sp|Q80X53|CC116_MOUSE	tr|A0A8C8ZU37|A0A8C8ZU37_PROSS
OG0012670	sp|Q8BWG4|K1755_MOUSE	tr|A0A8C9AP94|A0A8C9AP94_PROSS
OG0012671	sp|Q8BZH4|POGZ_MOUSE	tr|A0A8C8YZS6|A0A8C8YZS6_PROSS
OG0012672	sp|Q8CDD9|LRIF1_MOUSE	tr|A0A8C8ZBZ4|A0A8C8ZBZ4_PROSS
OG0012673	tr|Q8K168|Q8K168_MOUSE	tr|A0A8C9DNK3|A0A8C9DNK3_PROSS
OG0012674	sp|Q8K3I9|GLCI1_MOUSE	tr|A0A8C8Z5M3|A0A8C8Z5M3_PROSS
OG0012675	sp|Q8VC60|GLB1L_MOUSE	tr|A0A8C9ANU3|A0A8C9ANU3_PROSS
OG0012676	sp|Q8VDP6|CDIPT_MOUSE	tr|A0A8C9DQX4|A0A8C9DQX4_PROSS
OG0012677	sp|Q8VHW2|CCG8_MOUSE	tr|A0A8C9AYT9|A0A8C9AYT9_PROSS
OG0012678	sp|Q923S6|NEUL1_MOUSE	tr|A0A8C9DL32|A0A8C9DL32_PROSS
OG0012679	sp|Q925F2|ESAM_MOUSE	tr|A0A8C8YH18|A0A8C8YH18_PROSS
OG0012680	sp|Q925H1|TRPS1_MOUSE	tr|A0A8C9DT28|A0A8C9DT28_PROSS
OG0012681	sp|Q9CQ13|COPRS_MOUSE	tr|A0A8C9DNT2|A0A8C9DNT2_PROSS
OG0012682	sp|Q9CQZ7|RPC10_MOUSE	tr|A0A8C9DKL0|A0A8C9DKL0_PROSS
OG0012683	sp|Q9CR23|TMEM9_MOUSE	tr|A0A8C9A4J3|A0A8C9A4J3_PROSS
OG0012684	sp|Q9CWS1|RN135_MOUSE	tr|A0A8C8ZZY6|A0A8C8ZZY6_PROSS
OG0012685	sp|Q9CXK9|RBM33_MOUSE	tr|A0A8C9ATX1|A0A8C9ATX1_PROSS
OG0012686	sp|Q9D0D3|PAPD1_MOUSE	tr|A0A8C9AUZ5|A0A8C9AUZ5_PROSS
OG0012687	sp|Q9D5W4|CCD81_MOUSE	tr|A0A8C8ZA52|A0A8C8ZA52_PROSS
OG0012688	sp|Q9D7V2|LYSM2_MOUSE	tr|A0A8C9A8U4|A0A8C9A8U4_PROSS
OG0012689	sp|Q9D9Z1|SKAP_MOUSE	tr|A0A8C8YMK2|A0A8C8YMK2_PROSS
OG0012690	sp|Q9JIB4|TF2H2_MOUSE	tr|A0A8C9A4X9|A0A8C9A4X9_PROSS
OG0012691	sp|Q9QUM4|SLAF1_MOUSE	tr|A0A8C9AIQ8|A0A8C9AIQ8_PROSS
OG0012692	sp|Q9Z126|PLF4_MOUSE	tr|A0A8C8ZGI6|A0A8C8ZGI6_PROSS
OG0012693	tr|A0A087WRI3|A0A087WRI3_MOUSE	tr|A0A8C9DPC7|A0A8C9DPC7_PROSS
OG0012694	tr|A0A1D5RM53|A0A1D5RM53_MOUSE	tr|A0A8C9A6I3|A0A8C9A6I3_PROSS
OG0012695	sp|A2AN08|UBR4_MOUSE	tr|A0A8C8YYI0|A0A8C8YYI0_PROSS
OG0012696	sp|A2AWT3|AT7L3_MOUSE	tr|A0A8C8ZC82|A0A8C8ZC82_PROSS
OG0012697	sp|O55236|MCE1_MOUSE	tr|A0A8C8ZFH3|A0A8C8ZFH3_PROSS
OG0012698	sp|P0C6B7|IGSF6_MOUSE	tr|A0A8C9A1E5|A0A8C9A1E5_PROSS
OG0012699	sp|P0C6F1|DYH2_MOUSE	tr|A0A8C8ZZR2|A0A8C8ZZR2_PROSS
OG0012700	sp|P10493|NID1_MOUSE	tr|A0A8C9AJX3|A0A8C9AJX3_PROSS
OG0012701	sp|P56384|AT5G3_MOUSE	tr|A0A8C9DV02|A0A8C9DV02_PROSS
OG0012702	sp|P62340|TBPL1_MOUSE	tr|A0A8C8Z5U2|A0A8C8Z5U2_PROSS
OG0012703	sp|P70375|FA7_MOUSE	tr|A0A8C8ZYJ6|A0A8C8ZYJ6_PROSS
OG0012704	sp|Q08EN7|ZCPW2_MOUSE	tr|A0A8C9B2E7|A0A8C9B2E7_PROSS
OG0012705	sp|Q0VBD0|ITB8_MOUSE	tr|A0A8C9APC8|A0A8C9APC8_PROSS
OG0012706	sp|Q3KNL4|CJ053_MOUSE	tr|A0A8C9DJ69|A0A8C9DJ69_PROSS
OG0012707	sp|Q3U145|TMM64_MOUSE	tr|A0A8C9DF33|A0A8C9DF33_PROSS
OG0012708	sp|Q3V1L4|5NTC_MOUSE	tr|A0A8C9DKX7|A0A8C9DKX7_PROSS
OG0012709	sp|Q3V3G7|GRM2A_MOUSE	tr|A0A8C8ZIN5|A0A8C8ZIN5_PROSS
OG0012710	sp|Q5SQF8|SP30L_MOUSE	tr|A0A8C8YZQ7|A0A8C8YZQ7_PROSS
OG0012711	sp|Q5SSH8|NEUFC_MOUSE	tr|A0A8C9A682|A0A8C9A682_PROSS
OG0012712	sp|Q60943|I17RA_MOUSE	tr|A0A8C9DNB4|A0A8C9DNB4_PROSS
OG0012713	sp|Q61239|FNTA_MOUSE	tr|A0A8C9AYV4|A0A8C9AYV4_PROSS
OG0012714	sp|Q61645|HAIR_MOUSE	tr|A0A8C8YYB6|A0A8C8YYB6_PROSS
OG0012715	sp|Q6PGE4|ZF316_MOUSE	tr|A0A8C8YIJ9|A0A8C8YIJ9_PROSS
OG0012716	sp|Q80UN9|MOD5_MOUSE	tr|A0A8C8ZAN0|A0A8C8ZAN0_PROSS
OG0012717	sp|Q810F0|PRIMA_MOUSE	tr|A0A8C9B1Q7|A0A8C9B1Q7_PROSS
OG0012718	sp|Q8BGR8|GSKIP_MOUSE	tr|A0A8C9B0A4|A0A8C9B0A4_PROSS
OG0012719	sp|Q8BI22|CE128_MOUSE	tr|A0A8C8YQZ6|A0A8C8YQZ6_PROSS
OG0012720	sp|Q8BKH7|SIN1_MOUSE	tr|A0A8C9AKQ2|A0A8C9AKQ2_PROSS
OG0012721	tr|Q8C5X1|Q8C5X1_MOUSE	tr|A0A8C8ZQN1|A0A8C8ZQN1_PROSS
OG0012722	sp|Q8CC96|BNIP5_MOUSE	tr|A0A8C9DKB3|A0A8C9DKB3_PROSS
OG0012723	tr|Q8CDT9|Q8CDT9_MOUSE	tr|A0A8C8Z3H9|A0A8C8Z3H9_PROSS
OG0012724	sp|Q8CEE7|RDH13_MOUSE	tr|A0A8C8Z2V7|A0A8C8Z2V7_PROSS
OG0012725	sp|Q8CFC7|CLASR_MOUSE	tr|A0A8C9APF6|A0A8C9APF6_PROSS
OG0012726	sp|Q8K368|FANCI_MOUSE	tr|A0A8C8YYQ0|A0A8C8YYQ0_PROSS
OG0012727	sp|Q8K3I4|MYRIP_MOUSE	tr|A0A8C9DTR8|A0A8C9DTR8_PROSS
OG0012728	sp|Q8R0M8|MOT5_MOUSE	tr|A0A8C8ZCX3|A0A8C8ZCX3_PROSS
OG0012729	sp|Q8R2X8|GO45_MOUSE	tr|A0A8C9AT77|A0A8C9AT77_PROSS
OG0012730	sp|Q91VK4|ITM2C_MOUSE	tr|A0A8C9A503|A0A8C9A503_PROSS
OG0012731	sp|Q91Z49|UIF_MOUSE	tr|A0A8C9DHA3|A0A8C9DHA3_PROSS
OG0012732	sp|Q91ZH7|ABHD3_MOUSE	tr|A0A8C9ANN4|A0A8C9ANN4_PROSS
OG0012733	sp|Q99JA4|CLTR1_MOUSE	tr|A0A8C9A970|A0A8C9A970_PROSS
OG0012734	sp|Q99KG5|LSR_MOUSE	tr|A0A8C9AKG1|A0A8C9AKG1_PROSS
OG0012735	sp|Q99LQ4|SVBP_MOUSE	tr|A0A8C9AHT0|A0A8C9AHT0_PROSS
OG0012736	sp|Q99LR1|ABD12_MOUSE	tr|A0A8C8Z915|A0A8C8Z915_PROSS
OG0012737	sp|Q99NF1|BCDO2_MOUSE	tr|A0A8C9APX3|A0A8C9APX3_PROSS
OG0012738	sp|Q9CQL5|RM18_MOUSE	tr|A0A8C9A746|A0A8C9A746_PROSS
OG0012739	sp|Q9CXB8|ALPK1_MOUSE	tr|A0A8C9AYG0|A0A8C9AYG0_PROSS
OG0012740	sp|Q9D1H8|RM53_MOUSE	tr|A0A8C9ALX6|A0A8C9ALX6_PROSS
OG0012741	sp|Q9D1I6|RM14_MOUSE	tr|A0A8C9AAC3|A0A8C9AAC3_PROSS
OG0012742	sp|Q9D708|S10AG_MOUSE	tr|A0A8C9AN36|A0A8C9AN36_PROSS
OG0012743	sp|Q9D7F7|CHM4C_MOUSE	tr|A0A8C8ZC23|A0A8C8ZC23_PROSS
OG0012744	sp|Q9DC37|MFSD1_MOUSE	tr|A0A8C9AA35|A0A8C9AA35_PROSS
OG0012745	sp|Q9JM58|CRLF1_MOUSE	tr|A0A8C9DDA0|A0A8C9DDA0_PROSS
OG0012746	sp|Q9QXM1|JMY_MOUSE	tr|A0A8C9AMI3|A0A8C9AMI3_PROSS
OG0012747	sp|Q9R233|TPSN_MOUSE	tr|A0A8C9A870|A0A8C9A870_PROSS
OG0012748	sp|Q9WTJ6|MTL5_MOUSE	tr|A0A8C9DCV7|A0A8C9DCV7_PROSS
OG0012749	sp|Q9WU39|SCNNG_MOUSE	tr|A0A8C9A1M1|A0A8C9A1M1_PROSS
OG0012750	sp|Q9WUA5|EPM2A_MOUSE	tr|A0A8C8YPJ4|A0A8C8YPJ4_PROSS
OG0012751	tr|A0A140T8P3|A0A140T8P3_MOUSE	tr|A0A8C8ZZV5|A0A8C8ZZV5_PROSS
OG0012752	sp|A2A5K6|ZN335_MOUSE	tr|A0A8C8Z0H6|A0A8C8Z0H6_PROSS
OG0012753	tr|A6H634|A6H634_MOUSE	tr|A0A8C8YRG4|A0A8C8YRG4_PROSS
OG0012754	sp|B1AQL3|TM235_MOUSE	tr|A0A8C8Z2E1|A0A8C8Z2E1_PROSS
OG0012755	sp|B1AUR6|MMS22_MOUSE	tr|A0A8C8Z6H9|A0A8C8Z6H9_PROSS
OG0012756	sp|B1AY13|UBP24_MOUSE	tr|A0A8C9ACG0|A0A8C9ACG0_PROSS
OG0012757	sp|O35326|SRSF5_MOUSE	tr|A0A8C9AKZ8|A0A8C9AKZ8_PROSS
OG0012758	sp|O54897|GPR27_MOUSE	tr|A0A8C9A3H1|A0A8C9A3H1_PROSS
OG0012759	sp|P13864|DNMT1_MOUSE	tr|A0A8C9ABH7|A0A8C9ABH7_PROSS
OG0012760	sp|P27090|TGFB2_MOUSE	tr|A0A8C8YQL2|A0A8C8YQL2_PROSS
OG0012761	sp|P47968|RPIA_MOUSE	tr|A0A8C9DT87|A0A8C9DT87_PROSS
OG0012762	sp|P48755|FOSL1_MOUSE	tr|A0A8C9AQU2|A0A8C9AQU2_PROSS
OG0012763	sp|P59648|FXYD7_MOUSE	tr|A0A8C9ASY6|A0A8C9ASY6_PROSS
OG0012764	sp|Q01776|GNRHR_MOUSE	tr|A0A8C8ZR17|A0A8C8ZR17_PROSS
OG0012765	sp|Q3UFK8|FRMD8_MOUSE	tr|A0A8C9AU31|A0A8C9AU31_PROSS
OG0012766	sp|Q5HZK1|CEP44_MOUSE	tr|A0A8C9A9W6|A0A8C9A9W6_PROSS
OG0012767	sp|Q61575|FOXN1_MOUSE	tr|A0A8C9AUG4|A0A8C9AUG4_PROSS
OG0012768	sp|Q61923|KCNA6_MOUSE	tr|A0A8C8ZCE8|A0A8C8ZCE8_PROSS
OG0012769	sp|Q62361|TRH_MOUSE	tr|A0A8C8Z9A9|A0A8C8Z9A9_PROSS
OG0012770	sp|Q6PHN7|TM164_MOUSE	tr|A0A8C8YAP6|A0A8C8YAP6_PROSS
OG0012771	sp|Q7TNC9|I5P1_MOUSE	tr|A0A8C8YS76|A0A8C8YS76_PROSS
OG0012772	sp|Q7TSC1|PRC2A_MOUSE	tr|A0A8C8ZY20|A0A8C8ZY20_PROSS
OG0012773	sp|Q80U28|MADD_MOUSE	tr|A0A8C9AQ66|A0A8C9AQ66_PROSS
OG0012774	sp|Q80X86|ARM12_MOUSE	tr|A0A8C8Z8B3|A0A8C8Z8B3_PROSS
OG0012775	sp|Q8BFQ6|DIRC2_MOUSE	tr|A0A8C8Z4H6|A0A8C8Z4H6_PROSS
OG0012776	sp|Q8BHC0|LYVE1_MOUSE	tr|A0A8C9DS09|A0A8C9DS09_PROSS
OG0012777	sp|Q8BJZ4|RT35_MOUSE	tr|A0A8C9A6T3|A0A8C9A6T3_PROSS
OG0012778	sp|Q8BL99|DOP1_MOUSE	tr|A0A8C9AVM9|A0A8C9AVM9_PROSS
OG0012779	tr|Q8BV16|Q8BV16_MOUSE	tr|A0A8C8ZY39|A0A8C8ZY39_PROSS
OG0012780	sp|Q8BVM4|AZIN2_MOUSE	tr|A0A8C9A9K7|A0A8C9A9K7_PROSS
OG0012781	sp|Q8BZ81|LRRT3_MOUSE	tr|A0A8C8ZKH0|A0A8C8ZKH0_PROSS
OG0012782	sp|Q8C754|VPS52_MOUSE	tr|A0A8C9A404|A0A8C9A404_PROSS
OG0012783	sp|Q8C784|MOSMO_MOUSE	tr|A0A8C9A8R8|A0A8C9A8R8_PROSS
OG0012784	sp|Q8R191|SNG3_MOUSE	tr|A0A8C9APR1|A0A8C9APR1_PROSS
OG0012785	sp|Q8R4G6|MGT5A_MOUSE	tr|A0A8C9B0G4|A0A8C9B0G4_PROSS
OG0012786	sp|Q8R4R6|NUP35_MOUSE	tr|A0A8C8ZF95|A0A8C8ZF95_PROSS
OG0012787	sp|Q8VCH9|LRC3B_MOUSE	tr|A0A8C8ZF59|A0A8C8ZF59_PROSS
OG0012788	sp|Q8VDT9|RM50_MOUSE	tr|A0A8C8ZS45|A0A8C8ZS45_PROSS
OG0012789	sp|Q8VE11|MTMR6_MOUSE	tr|A0A8C8Z0M2|A0A8C8Z0M2_PROSS
OG0012790	sp|Q8VHP6|CDHR1_MOUSE	tr|A0A8C9DGB4|A0A8C9DGB4_PROSS
OG0012791	sp|Q91WG4|ELP2_MOUSE	tr|A0A8C8YP43|A0A8C8YP43_PROSS
OG0012792	sp|Q922K9|FRK_MOUSE	tr|A0A8C9ANG3|A0A8C9ANG3_PROSS
OG0012793	sp|Q99LY9|NDUS5_MOUSE	tr|A0A8C8ZMJ3|A0A8C8ZMJ3_PROSS
OG0012794	sp|Q99PD7|NCKX3_MOUSE	tr|A0A8C8ZB87|A0A8C8ZB87_PROSS
OG0012795	sp|Q9CQ24|FBX36_MOUSE	tr|A0A8C8ZYD4|A0A8C8ZYD4_PROSS
OG0012796	sp|Q9D6J4|NECA3_MOUSE	tr|A0A8C9A1B0|A0A8C9A1B0_PROSS
OG0012797	sp|Q9EPA7|NMNA1_MOUSE	tr|A0A8C9AS94|A0A8C9AS94_PROSS
OG0012798	sp|Q9JK30|ORC3_MOUSE	tr|A0A8C8ZAD0|A0A8C8ZAD0_PROSS
OG0012799	sp|Q9QXJ1|APBB1_MOUSE	tr|A0A8C9AQG2|A0A8C9AQG2_PROSS
OG0012800	sp|Q9QY05|INSL6_MOUSE	tr|A0A8C9B3H4|A0A8C9B3H4_PROSS
OG0012801	sp|Q9QYL0|HILS1_MOUSE	tr|A0A8C9AVL8|A0A8C9AVL8_PROSS
OG0012802	sp|Q9QYM5|RND2_MOUSE	tr|A0A8C9DGW5|A0A8C9DGW5_PROSS
OG0012803	sp|Q9WU02|V1BR_MOUSE	tr|A0A8C8Z1M0|A0A8C8Z1M0_PROSS
OG0012804	sp|A1EGX6|FSCB_MOUSE	tr|A0A8C8YZJ2|A0A8C8YZJ2_PROSS
OG0012805	tr|B1AV60|B1AV60_MOUSE	tr|A0A8C9DI72|A0A8C9DI72_PROSS
OG0012806	tr|E9Q9V5|E9Q9V5_MOUSE	tr|A0A8C9A7Z1|A0A8C9A7Z1_PROSS
OG0012807	tr|F7B5D6|F7B5D6_MOUSE	tr|A0A8C9B0Z6|A0A8C9B0Z6_PROSS
OG0012808	tr|F8VPT3|F8VPT3_MOUSE	tr|A0A8C8Z066|A0A8C8Z066_PROSS
OG0012809	tr|J3QN89|J3QN89_MOUSE	tr|A0A8C9AQ63|A0A8C9AQ63_PROSS
OG0012810	sp|O55028|BCKD_MOUSE	tr|A0A8C8Z6Q1|A0A8C8Z6Q1_PROSS
OG0012811	sp|P01029|CO4B_MOUSE	tr|A0A8C9DRA4|A0A8C9DRA4_PROSS
OG0012812	sp|P09631|HXA9_MOUSE	tr|A0A8C8ZUP2|A0A8C8ZUP2_PROSS
OG0012813	sp|P32299|BKRB2_MOUSE	tr|A0A8C9AS60|A0A8C9AS60_PROSS
OG0012814	sp|P35294|RAB19_MOUSE	tr|A0A8C8YWP4|A0A8C8YWP4_PROSS
OG0012815	sp|P49813|TMOD1_MOUSE	tr|A0A8C9AUR5|A0A8C9AUR5_PROSS
OG0012816	sp|P58196|PLS4_MOUSE	tr|A0A8C8Z069|A0A8C8Z069_PROSS
OG0012817	sp|P58802|TB10A_MOUSE	tr|A0A8C9DPK3|A0A8C9DPK3_PROSS
OG0012818	sp|P60898|RPB9_MOUSE	tr|A0A8C8YGF4|A0A8C8YGF4_PROSS
OG0012819	sp|P97358|TAF1B_MOUSE	tr|A0A8C9A8A0|A0A8C9A8A0_PROSS
OG0012820	sp|Q00724|RET4_MOUSE	tr|A0A8C8ZD56|A0A8C8ZD56_PROSS
OG0012821	sp|Q09199|B4GN2_MOUSE	tr|A0A8C9AUL0|A0A8C9AUL0_PROSS
OG0012822	sp|Q3U3W5|ANM9_MOUSE	tr|A0A8C9ATA3|A0A8C9ATA3_PROSS
OG0012823	sp|Q3UK78|PCGF5_MOUSE	tr|A0A8C8ZKN5|A0A8C8ZKN5_PROSS
OG0012824	sp|Q5F2C3|MEIKN_MOUSE	tr|A0A8C9DTM4|A0A8C9DTM4_PROSS
OG0012825	sp|Q5FWI2|SCTR_MOUSE	tr|A0A8C9AAE5|A0A8C9AAE5_PROSS
OG0012826	sp|Q5SUE7|ADAD1_MOUSE	tr|A0A8C8Z713|A0A8C8Z713_PROSS
OG0012827	sp|Q61189|ICLN_MOUSE	tr|A0A8C8ZLL9|A0A8C8ZLL9_PROSS
OG0012828	sp|Q61205|PA1B3_MOUSE	tr|A0A8C9A437|A0A8C9A437_PROSS
OG0012829	sp|Q62028|PLA2R_MOUSE	tr|A0A8C9DLS1|A0A8C9DLS1_PROSS
OG0012830	sp|Q6GQU0|CC070_MOUSE	tr|A0A8C9ABK4|A0A8C9ABK4_PROSS
OG0012831	sp|Q6P5U8|CC148_MOUSE	tr|A0A8C8ZJ68|A0A8C8ZJ68_PROSS
OG0012832	sp|Q7TPM6|FSD1_MOUSE	tr|A0A8C9A709|A0A8C9A709_PROSS
OG0012833	sp|Q8BSF5|KLH38_MOUSE	tr|A0A8C9AMX3|A0A8C9AMX3_PROSS
OG0012834	sp|Q8BUB4|WDFY2_MOUSE	tr|A0A8C8ZQI7|A0A8C8ZQI7_PROSS
OG0012835	sp|Q8BX13|UBE3D_MOUSE	tr|A0A8C9AY28|A0A8C9AY28_PROSS
OG0012836	sp|Q8BX70|VP13C_MOUSE	tr|A0A8C9A7C0|A0A8C9A7C0_PROSS
OG0012837	sp|Q8CI78|RMND1_MOUSE	tr|A0A8C9AB32|A0A8C9AB32_PROSS
OG0012838	sp|Q8CIF4|BTD_MOUSE	tr|A0A8C8Z6W3|A0A8C8Z6W3_PROSS
OG0012840	sp|Q8K129|CTXN1_MOUSE	tr|A0A8C9A778|A0A8C9A778_PROSS
OG0012841	sp|Q8K2C6|SIR5_MOUSE	tr|A0A8C9DSZ1|A0A8C9DSZ1_PROSS
OG0012842	sp|Q8R322|GLE1_MOUSE	tr|A0A8C8YQD6|A0A8C8YQD6_PROSS
OG0012843	sp|Q8R4G0|NTNG1_MOUSE	tr|A0A8C9DF20|A0A8C9DF20_PROSS
OG0012844	sp|Q8VDY4|EFCB7_MOUSE	tr|A0A8C8Z6J5|A0A8C8Z6J5_PROSS
OG0012845	sp|Q91VZ6|SMAP1_MOUSE	tr|A0A8C8YJI4|A0A8C8YJI4_PROSS
OG0012846	sp|Q91ZT9|ASB8_MOUSE	tr|A0A8C8Z4P5|A0A8C8Z4P5_PROSS
OG0012847	sp|Q99KG7|HPS4_MOUSE	tr|A0A8C8ZJW6|A0A8C8ZJW6_PROSS
OG0012848	sp|Q9CQZ6|NDUB3_MOUSE	tr|A0A8C9A4T8|A0A8C9A4T8_PROSS
OG0012849	sp|Q9CWX4|RUSD4_MOUSE	tr|A0A8C8Z4I2|A0A8C8Z4I2_PROSS
OG0012850	sp|Q9CYF5|RCC1L_MOUSE	tr|A0A8C9A001|A0A8C9A001_PROSS
OG0012851	sp|Q9D1N2|HDBP1_MOUSE	tr|A0A8C8YDJ3|A0A8C8YDJ3_PROSS
OG0012852	sp|Q9D6T1|TBE_MOUSE	tr|A0A8C9AZ33|A0A8C9AZ33_PROSS
OG0012853	sp|Q9D7K5|DMAC2_MOUSE	tr|A0A8C9A4G5|A0A8C9A4G5_PROSS
OG0012854	sp|Q9DB20|ATPO_MOUSE	tr|A0A8C8ZKA8|A0A8C8ZKA8_PROSS
OG0012855	sp|Q9DBT5|AMPD2_MOUSE	tr|A0A8C8ZGM6|A0A8C8ZGM6_PROSS
OG0012856	sp|Q9DCT6|BAP18_MOUSE	tr|A0A8C9AFY8|A0A8C9AFY8_PROSS
OG0012857	sp|Q9JHU9|INO1_MOUSE	tr|A0A8C8YEK9|A0A8C8YEK9_PROSS
OG0012858	sp|Q9QZJ6|MFAP5_MOUSE	tr|A0A8C8YUK0|A0A8C8YUK0_PROSS
