Orthogroup	Mus_musculus	Acinonyx_jubatus
OG0012822	sp|Q9CZB0|C560_MOUSE	tr|A0A6I9ZY22|A0A6I9ZY22_ACIJB
OG0012823	sp|Q9DB96|NGDN_MOUSE	tr|A0A6J0A071|A0A6J0A071_ACIJB
OG0012824	tr|Q91VA7|Q91VA7_MOUSE	tr|A0A6J0A1C9|A0A6J0A1C9_ACIJB
OG0012825	sp|O35657|NEUR1_MOUSE	tr|A0A6J0A1T1|A0A6J0A1T1_ACIJB
OG0012826	sp|P84099|RL19_MOUSE	tr|A0A6J0A1V8|A0A6J0A1V8_ACIJB
OG0012827	sp|B1AXP6|TOM5_MOUSE	tr|A0A6J0A1Z3|A0A6J0A1Z3_ACIJB
OG0012828	sp|Q8R3J4|MTEF3_MOUSE	tr|A0A6J0A258|A0A6J0A258_ACIJB
OG0012829	sp|Q99JB2|STML2_MOUSE	tr|A0A6J0A2T4|A0A6J0A2T4_ACIJB
OG0012830	sp|Q9D2J7|ANKE1_MOUSE	tr|A0A6J0A587|A0A6J0A587_ACIJB
OG0012831	sp|Q3UD82|PARP8_MOUSE	tr|A0A6J0A6T8|A0A6J0A6T8_ACIJB
OG0012832	sp|P39749|FEN1_MOUSE	tr|A0A6J0A8K0|A0A6J0A8K0_ACIJB
OG0012833	sp|Q9D7J6|DNSL1_MOUSE	tr|A0A6J0A914|A0A6J0A914_ACIJB
OG0012834	tr|Q8C632|Q8C632_MOUSE	tr|A0A6J1XA02|A0A6J1XA02_ACIJB
OG0012835	sp|Q9JMC8|E41LB_MOUSE	tr|A0A6J1XDN3|A0A6J1XDN3_ACIJB
OG0012836	sp|P54285|CACB3_MOUSE	tr|A0A6J1XH60|A0A6J1XH60_ACIJB
OG0012837	sp|Q3UMT1|PP12C_MOUSE	tr|A0A6J1XJV3|A0A6J1XJV3_ACIJB
OG0012838	sp|Q9DBT3|CCD97_MOUSE	tr|A0A6J1XLS6|A0A6J1XLS6_ACIJB
OG0012839	sp|Q9DBT9|M2GD_MOUSE	tr|A0A6J1XRZ1|A0A6J1XRZ1_ACIJB
OG0012840	sp|A2AKB9|DCA10_MOUSE	tr|A0A6J1XS94|A0A6J1XS94_ACIJB
OG0012841	sp|Q8VEA6|CRDL2_MOUSE	tr|A0A6J1XT65|A0A6J1XT65_ACIJB
OG0012842	tr|E9Q238|E9Q238_MOUSE	tr|A0A6J1XX82|A0A6J1XX82_ACIJB
OG0012843	sp|Q8BIX9|FICD_MOUSE	tr|A0A6J1Y4F2|A0A6J1Y4F2_ACIJB
OG0012844	sp|Q8BGW1|FTO_MOUSE	tr|A0A6J1Y5L7|A0A6J1Y5L7_ACIJB
OG0012845	sp|B5TVM2|ILDR2_MOUSE	tr|A0A6J1YBA1|A0A6J1YBA1_ACIJB
OG0012846	sp|Q03717|KCNB1_MOUSE	tr|A0A6J1YC51|A0A6J1YC51_ACIJB
OG0012847	sp|Q9Z103|ADNP_MOUSE	tr|A0A6J1YCD8|A0A6J1YCD8_ACIJB
OG0012848	sp|Q8VBX6|MPDZ_MOUSE	tr|A0A6J1YD72|A0A6J1YD72_ACIJB
OG0012849	sp|O35551|RABE1_MOUSE	tr|A0A6J1YDI5|A0A6J1YDI5_ACIJB
OG0012850	sp|P61963|DCAF7_MOUSE	tr|A0A6J1YHS3|A0A6J1YHS3_ACIJB
OG0012851	sp|O08542|EFNA4_MOUSE	tr|A0A6J1YHT9|A0A6J1YHT9_ACIJB
OG0012852	sp|Q9CZR3|TM40L_MOUSE	tr|A0A6J1YI86|A0A6J1YI86_ACIJB
OG0012853	sp|Q9Z0F5|CH25H_MOUSE	tr|A0A6J1YKQ1|A0A6J1YKQ1_ACIJB
OG0012854	sp|A2AWT3|AT7L3_MOUSE	tr|A0A6J1YKS6|A0A6J1YKS6_ACIJB
OG0012855	sp|O35718|SOCS3_MOUSE	tr|A0A6J1YSR8|A0A6J1YSR8_ACIJB
OG0012856	sp|Q8C3F2|F120C_MOUSE	tr|A0A6J1YW08|A0A6J1YW08_ACIJB
OG0012857	sp|Q8C4X1|CENPX_MOUSE	tr|A0A6J1YW92|A0A6J1YW92_ACIJB
OG0012858	sp|Q9CYN9|RENR_MOUSE	tr|A0A6J1YY98|A0A6J1YY98_ACIJB
OG0012859	sp|Q3UTQ8|CDKL5_MOUSE	tr|A0A6J1YZ18|A0A6J1YZ18_ACIJB
OG0012860	sp|Q60949|TBCD1_MOUSE	tr|A0A6J1Z0W0|A0A6J1Z0W0_ACIJB
OG0012861	sp|P09671|SODM_MOUSE	tr|A0A6J1Z4M0|A0A6J1Z4M0_ACIJB
OG0012862	sp|Q60847|COCA1_MOUSE	tr|A0A6J1Z8U6|A0A6J1Z8U6_ACIJB
OG0012863	sp|Q8K190|SMDC1_MOUSE	tr|A0A6J1ZA36|A0A6J1ZA36_ACIJB
OG0012864	sp|Q8CDD8|KCD20_MOUSE	tr|A0A6J1ZA86|A0A6J1ZA86_ACIJB
OG0012865	sp|Q9JJN6|CNBP1_MOUSE	tr|A0A6J1ZFN3|A0A6J1ZFN3_ACIJB
OG0012866	sp|Q9CY97|SSU72_MOUSE	tr|A0A6J1ZGB8|A0A6J1ZGB8_ACIJB
OG0012867	sp|Q8JZM8|MUC4_MOUSE	tr|A0A6J1ZHE1|A0A6J1ZHE1_ACIJB
OG0012868	sp|Q6NWW9|FND3B_MOUSE	tr|A0A6J1ZIL9|A0A6J1ZIL9_ACIJB
OG0012869	tr|A2ASP7|A2ASP7_MOUSE	tr|A0A6J1ZJY8|A0A6J1ZJY8_ACIJB
OG0012870	sp|Q91WS0|CISD1_MOUSE	tr|A0A6J1ZK04|A0A6J1ZK04_ACIJB
OG0012871	sp|Q61456|CCNA1_MOUSE	tr|A0A6J1ZV63|A0A6J1ZV63_ACIJB
OG0012872	sp|Q8C080|SNX16_MOUSE	tr|A0A6J1ZVF9|A0A6J1ZVF9_ACIJB
OG0012873	sp|Q9WTS2|FUT8_MOUSE	tr|A0A6J2A040|A0A6J2A040_ACIJB
OG0012874	sp|P48168|GLRB_MOUSE	tr|A0A6J2A1N8|A0A6J2A1N8_ACIJB
OG0012875	sp|P62965|RABP1_MOUSE	tr|A0A6J2A6Y6|A0A6J2A6Y6_ACIJB
OG0012876	sp|D3YWJ0|SLIP_MOUSE	tr|A0A6J2A7C2|A0A6J2A7C2_ACIJB
OG0012877	sp|Q91V51|TTLL1_MOUSE	tr|A0A6J2A901|A0A6J2A901_ACIJB
OG0012878	sp|Q9ER38|TOR3A_MOUSE	tr|A0A6J2AL15|A0A6J2AL15_ACIJB
OG0012879	sp|Q9Z2D3|GSDME_MOUSE	tr|A0A6J2ALT6|A0A6J2ALT6_ACIJB
OG0012880	sp|Q9CXU0|MED10_MOUSE	tr|A0A6J2AMK8|A0A6J2AMK8_ACIJB
OG0012881	sp|E9Q8D0|DJC21_MOUSE	tr|A0A6J2ANS7|A0A6J2ANS7_ACIJB
OG0012882	sp|Q7TSG1|CE120_MOUSE	tr|A0A6J2ARG8|A0A6J2ARG8_ACIJB
OG0012883	sp|O88396|GRPE2_MOUSE	tr|A0A6J2ATL4|A0A6J2ATL4_ACIJB
OG0012884	sp|P80314|TCPB_MOUSE	tr|A0A6I9ZDK3|A0A6I9ZDK3_ACIJB
OG0012885	sp|Q80Y72|CSTL1_MOUSE	tr|A0A6I9ZDX2|A0A6I9ZDX2_ACIJB
OG0012886	sp|Q8CJI4|H1FNT_MOUSE	tr|A0A6I9ZGG4|A0A6I9ZGG4_ACIJB
OG0012887	sp|Q5F2L2|FUT10_MOUSE	tr|A0A6I9ZGX8|A0A6I9ZGX8_ACIJB
OG0012888	sp|Q8BXT1|RGS8_MOUSE	tr|A0A6I9ZH84|A0A6I9ZH84_ACIJB
OG0012889	sp|Q8K310|MATR3_MOUSE	tr|A0A6I9ZHE9|A0A6I9ZHE9_ACIJB
OG0012890	sp|P70412|CUZD1_MOUSE	tr|A0A6I9ZHX8|A0A6I9ZHX8_ACIJB
OG0012891	tr|Q4KXB6|Q4KXB6_MOUSE	tr|A0A6I9ZKL3|A0A6I9ZKL3_ACIJB
OG0012892	sp|Q9CQ24|FBX36_MOUSE	tr|A0A6I9ZKP4|A0A6I9ZKP4_ACIJB
OG0012893	sp|Q8R370|USBP1_MOUSE	tr|A0A6I9ZL31|A0A6I9ZL31_ACIJB
OG0012894	sp|Q5EE38|ACD_MOUSE	tr|A0A6I9ZLE1|A0A6I9ZLE1_ACIJB
OG0012895	sp|H3BKT1|CS084_MOUSE	tr|A0A6I9ZLH2|A0A6I9ZLH2_ACIJB
OG0012896	sp|Q9D6I9|LURA1_MOUSE	tr|A0A6I9ZQ64|A0A6I9ZQ64_ACIJB
OG0012897	sp|Q8BSA9|TYW3_MOUSE	tr|A0A6I9ZQA2|A0A6I9ZQA2_ACIJB
OG0012898	tr|B8JJD3|B8JJD3_MOUSE	tr|A0A6I9ZRS1|A0A6I9ZRS1_ACIJB
OG0012899	sp|Q2MH31|SMRP1_MOUSE	tr|A0A6I9ZUD4|A0A6I9ZUD4_ACIJB
OG0012900	sp|Q9ET39|SLAF6_MOUSE	tr|A0A6I9ZUH6|A0A6I9ZUH6_ACIJB
OG0012901	sp|P20490|FCERB_MOUSE	tr|A0A6I9ZUR6|A0A6I9ZUR6_ACIJB
OG0012902	sp|Q6Q899|DDX58_MOUSE	tr|A0A6I9ZVB3|A0A6I9ZVB3_ACIJB
OG0012903	sp|Q9Z0S1|BPNT1_MOUSE	tr|A0A6I9ZW21|A0A6I9ZW21_ACIJB
OG0012904	sp|G3XA59|LRC32_MOUSE	tr|A0A6I9ZWC2|A0A6I9ZWC2_ACIJB
OG0012905	sp|P53612|PGTB2_MOUSE	tr|A0A6I9ZWG6|A0A6I9ZWG6_ACIJB
OG0012906	sp|Q640P2|ANGL1_MOUSE	tr|A0A6I9ZY75|A0A6I9ZY75_ACIJB
OG0012907	sp|Q8C1R0|TSSK5_MOUSE	tr|A0A6I9ZZ25|A0A6I9ZZ25_ACIJB
OG0012908	sp|Q8BGD8|COA6_MOUSE	tr|A0A6I9ZZ46|A0A6I9ZZ46_ACIJB
OG0012909	sp|Q9JHI8|NOX4_MOUSE	tr|A0A6J0A0X4|A0A6J0A0X4_ACIJB
OG0012910	sp|Q8BVC4|CCD68_MOUSE	tr|A0A6J0A1E7|A0A6J0A1E7_ACIJB
OG0012911	sp|Q9CQ91|NDUA3_MOUSE	tr|A0A6J0A2A0|A0A6J0A2A0_ACIJB
OG0012912	tr|Q80Y32|Q80Y32_MOUSE	tr|A0A6J0A2H1|A0A6J0A2H1_ACIJB
OG0012913	sp|P63248|IPKA_MOUSE	tr|A0A6J0A693|A0A6J0A693_ACIJB
OG0012914	sp|P55258|RAB8A_MOUSE	tr|A0A6J0A7Y6|A0A6J0A7Y6_ACIJB
OG0012915	sp|Q8K409|DPOLB_MOUSE	tr|A0A6J0A9G9|A0A6J0A9G9_ACIJB
OG0012916	sp|Q8VCW8|ACSF2_MOUSE	tr|A0A6J1XBK2|A0A6J1XBK2_ACIJB
OG0012917	sp|Q9CPU9|COPT2_MOUSE	tr|A0A6J1XDU8|A0A6J1XDU8_ACIJB
OG0012918	sp|Q8BKH7|SIN1_MOUSE	tr|A0A6J1XEM2|A0A6J1XEM2_ACIJB
OG0012919	sp|P10078|ZFP28_MOUSE	tr|A0A6J1XL36|A0A6J1XL36_ACIJB
OG0012920	sp|Q9DBX6|CP2S1_MOUSE	tr|A0A6J1XLI6|A0A6J1XLI6_ACIJB
OG0012921	sp|A7E1Z1|TM215_MOUSE	tr|A0A6J1XRK0|A0A6J1XRK0_ACIJB
OG0012922	sp|Q8CEC5|KBRS1_MOUSE	tr|A0A6J1XWT1|A0A6J1XWT1_ACIJB
OG0012923	sp|Q03347|RUNX1_MOUSE	tr|A0A6J1XXY3|A0A6J1XXY3_ACIJB
OG0012924	sp|Q9JI57|GT2D1_MOUSE	tr|A0A6J1XYN3|A0A6J1XYN3_ACIJB
OG0012925	sp|Q9QYC3|BHA15_MOUSE	tr|A0A6J1XZG5|A0A6J1XZG5_ACIJB
OG0012926	sp|A2AJK6|CHD7_MOUSE	tr|A0A6J1Y1A9|A0A6J1Y1A9_ACIJB
OG0012927	sp|Q501J2|ANKMT_MOUSE	tr|A0A6J1Y3G4|A0A6J1Y3G4_ACIJB
OG0012928	sp|P11103|PARP1_MOUSE	tr|A0A6J1YB93|A0A6J1YB93_ACIJB
OG0012929	sp|Q9WTN3|SRBP1_MOUSE	tr|A0A6J1YE72|A0A6J1YE72_ACIJB
OG0012930	sp|Q8CIE6|COPA_MOUSE	tr|A0A6J1YGS4|A0A6J1YGS4_ACIJB
OG0012931	sp|P10637|TAU_MOUSE	tr|A0A6J1YRM4|A0A6J1YRM4_ACIJB
OG0012932	sp|A2A863|ITB4_MOUSE	tr|A0A6J1YT72|A0A6J1YT72_ACIJB
OG0012933	sp|Q91YU3|MSD4_MOUSE	tr|A0A6J1YUN2|A0A6J1YUN2_ACIJB
OG0012934	tr|A0A571BG01|A0A571BG01_MOUSE	tr|A0A6J1YVD8|A0A6J1YVD8_ACIJB
OG0012935	sp|Q8BIH0|SP130_MOUSE	tr|A0A6J1Z540|A0A6J1Z540_ACIJB
OG0012936	sp|Q63ZW7|INADL_MOUSE	tr|A0A6J1ZBB4|A0A6J1ZBB4_ACIJB
OG0012937	sp|Q8CFI5|SYPM_MOUSE	tr|A0A6J1ZCA2|A0A6J1ZCA2_ACIJB
OG0012938	sp|Q8C0Q3|TTC34_MOUSE	tr|A0A6J1ZHC3|A0A6J1ZHC3_ACIJB
OG0012939	sp|Q6GQU0|CC070_MOUSE	tr|A0A6J1ZHU6|A0A6J1ZHU6_ACIJB
OG0012940	sp|Q80TZ9|RERE_MOUSE	tr|A0A6J1ZJ63|A0A6J1ZJ63_ACIJB
OG0012941	sp|Q8C6V3|TM212_MOUSE	tr|A0A6J1ZJJ7|A0A6J1ZJJ7_ACIJB
OG0012942	sp|P70120|HES5_MOUSE	tr|A0A6J1ZJM6|A0A6J1ZJM6_ACIJB
OG0012943	sp|Q80WY3|NANO1_MOUSE	tr|A0A6J1ZS67|A0A6J1ZS67_ACIJB
OG0012944	sp|Q8BYJ6|TBCD4_MOUSE	tr|A0A6J1ZTC4|A0A6J1ZTC4_ACIJB
OG0012945	sp|Q91W18|TDRD3_MOUSE	tr|A0A6J1ZTM5|A0A6J1ZTM5_ACIJB
OG0012946	sp|P39447|ZO1_MOUSE	tr|A0A6J2A1W0|A0A6J2A1W0_ACIJB
OG0012947	sp|Q8CB14|LAS2_MOUSE	tr|A0A6J2A4Q1|A0A6J2A4Q1_ACIJB
OG0012948	sp|Q8BVR0|BAFL_MOUSE	tr|A0A6J2A662|A0A6J2A662_ACIJB
OG0012949	sp|Q9JJT2|GFRA4_MOUSE	tr|A0A6J2AAA3|A0A6J2AAA3_ACIJB
OG0012950	sp|Q3UMB9|WASC4_MOUSE	tr|A0A6J2AB68|A0A6J2AB68_ACIJB
OG0012951	sp|Q9QZC2|PLXC1_MOUSE	tr|A0A6J2AEU0|A0A6J2AEU0_ACIJB
OG0012952	sp|Q9D856|S39A5_MOUSE	tr|A0A6J2AFY2|A0A6J2AFY2_ACIJB
OG0012953	sp|Q9DBN9|DDX59_MOUSE	tr|A0A6J2AK99|A0A6J2AK99_ACIJB
OG0012954	sp|Q3UVU3|ZNT10_MOUSE	tr|A0A6J2ALF1|A0A6J2ALF1_ACIJB
OG0012955	sp|Q6PD05|ZN821_MOUSE	tr|A0A6J2APJ6|A0A6J2APJ6_ACIJB
OG0012956	sp|Q99J78|DEFI8_MOUSE	tr|A0A6J2ASK1|A0A6J2ASK1_ACIJB
OG0012957	sp|Q3UPH1|PRRC1_MOUSE	tr|A0A6J2AVP4|A0A6J2AVP4_ACIJB
OG0012958	sp|Q8R1J9|TOR2A_MOUSE	tr|A0A6I9ZC14|A0A6I9ZC14_ACIJB
OG0012959	sp|Q9QXL8|NDK7_MOUSE	tr|A0A6I9ZDB3|A0A6I9ZDB3_ACIJB
OG0012960	sp|Q9CR26|VTA1_MOUSE	tr|A0A6I9ZFU2|A0A6I9ZFU2_ACIJB
OG0012961	sp|D3Z291|CAHM1_MOUSE	tr|A0A6I9ZFX8|A0A6I9ZFX8_ACIJB
OG0012962	sp|P61953|GBG11_MOUSE	tr|A0A6I9ZIP5|A0A6I9ZIP5_ACIJB
OG0012963	sp|Q9DBL1|ACDSB_MOUSE	tr|A0A6I9ZJC2|A0A6I9ZJC2_ACIJB
OG0012964	sp|Q02526|ZFP41_MOUSE	tr|A0A6I9ZJF5|A0A6I9ZJF5_ACIJB
OG0012965	sp|Q9CR88|RT14_MOUSE	tr|A0A6I9ZJJ7|A0A6I9ZJJ7_ACIJB
OG0012966	sp|O88967|YMEL1_MOUSE	tr|A0A6I9ZQF4|A0A6I9ZQF4_ACIJB
OG0012967	sp|Q924D0|RT4I1_MOUSE	tr|A0A6I9ZV04|A0A6I9ZV04_ACIJB
OG0012968	sp|Q9Z125|CR3L1_MOUSE	tr|A0A6I9ZV33|A0A6I9ZV33_ACIJB
OG0012969	sp|O70333|CRIPT_MOUSE	tr|A0A6I9ZW24|A0A6I9ZW24_ACIJB
OG0012970	sp|Q9Z1G3|VATC1_MOUSE	tr|A0A6I9ZXX9|A0A6I9ZXX9_ACIJB
OG0012971	sp|Q8BGU5|CCNY_MOUSE	tr|A0A6I9ZY09|A0A6I9ZY09_ACIJB
OG0012972	sp|Q9WV69|DEMA_MOUSE	tr|A0A6J0A287|A0A6J0A287_ACIJB
OG0012973	sp|P32233|DRG1_MOUSE	tr|A0A6J0A420|A0A6J0A420_ACIJB
OG0012974	sp|P22907|HEM3_MOUSE	tr|A0A6J0A4U4|A0A6J0A4U4_ACIJB
OG0012975	sp|O70355|BTNL2_MOUSE	tr|A0A6J0A5H7|A0A6J0A5H7_ACIJB
OG0012976	sp|Q8BH61|F13A_MOUSE	tr|A0A6J0A5X4|A0A6J0A5X4_ACIJB
OG0012977	tr|A0A1Z4VJI9|A0A1Z4VJI9_MOUSE	tr|A0A6J0A606|A0A6J0A606_ACIJB
OG0012978	sp|P28843|DPP4_MOUSE	tr|A0A6J0A6L9|A0A6J0A6L9_ACIJB
OG0012979	tr|A2AWR3|A2AWR3_MOUSE	tr|A0A6J0AAU1|A0A6J0AAU1_ACIJB
OG0012980	sp|P47930|FOSL2_MOUSE	tr|A0A6J1X791|A0A6J1X791_ACIJB
OG0012981	sp|P70436|DLX4_MOUSE	tr|A0A6J1XBI9|A0A6J1XBI9_ACIJB
OG0012982	sp|Q5NCP0|RNF43_MOUSE	tr|A0A6J1XC40|A0A6J1XC40_ACIJB
OG0012983	sp|Q80YY7|ZN618_MOUSE	tr|A0A6J1XE02|A0A6J1XE02_ACIJB
OG0012984	sp|Q60870|REEP5_MOUSE	tr|A0A6J1XGY7|A0A6J1XGY7_ACIJB
OG0012985	tr|F8VQH7|F8VQH7_MOUSE	tr|A0A6J1XGY9|A0A6J1XGY9_ACIJB
OG0012986	sp|Q8BMK5|CC184_MOUSE	tr|A0A6J1XH57|A0A6J1XH57_ACIJB
OG0012987	tr|J3QK54|J3QK54_MOUSE	tr|A0A6J1XHN4|A0A6J1XHN4_ACIJB
OG0012988	sp|Q9CQD7|PINLY_MOUSE	tr|A0A6J1XM38|A0A6J1XM38_ACIJB
OG0012989	sp|Q99LE3|LYSM3_MOUSE	tr|A0A6J1XNL5|A0A6J1XNL5_ACIJB
OG0012990	sp|P97433|ARG28_MOUSE	tr|A0A6J1XTW1|A0A6J1XTW1_ACIJB
OG0012991	sp|Q9ESD6|CKLF7_MOUSE	tr|A0A6J1XVZ8|A0A6J1XVZ8_ACIJB
OG0012992	sp|Q62422|OSTF1_MOUSE	tr|A0A6J1XWJ0|A0A6J1XWJ0_ACIJB
OG0012993	sp|Q8K1T0|TMPS3_MOUSE	tr|A0A6J1XXC7|A0A6J1XXC7_ACIJB
OG0012994	sp|Q8K4C2|I17RC_MOUSE	tr|A0A6J1Y1L8|A0A6J1Y1L8_ACIJB
OG0012995	sp|D3Z5T1|CCD78_MOUSE	tr|A0A6J1Y5C6|A0A6J1Y5C6_ACIJB
OG0012996	sp|Q91YM4|FAKD4_MOUSE	tr|A0A6J1YA80|A0A6J1YA80_ACIJB
OG0012997	sp|P63013|PRRX1_MOUSE	tr|A0A6J1YBN3|A0A6J1YBN3_ACIJB
OG0012998	sp|Q9D8B6|F210B_MOUSE	tr|A0A6J1YC47|A0A6J1YC47_ACIJB
OG0012999	tr|E9PWQ3|E9PWQ3_MOUSE	tr|A0A6J1YDR4|A0A6J1YDR4_ACIJB
OG0013000	sp|O35626|RASD1_MOUSE	tr|A0A6J1YEG4|A0A6J1YEG4_ACIJB
OG0013001	sp|Q5F297|S35G3_MOUSE	tr|A0A6J1YGD4|A0A6J1YGD4_ACIJB
OG0013002	sp|Q9D780|SLAF9_MOUSE	tr|A0A6J1YHV6|A0A6J1YHV6_ACIJB
OG0013003	sp|O88186|GPIX_MOUSE	tr|A0A6J1YKJ7|A0A6J1YKJ7_ACIJB
OG0013004	sp|Q8R0S2|IQEC1_MOUSE	tr|A0A6J1YN13|A0A6J1YN13_ACIJB
OG0013005	sp|Q61545|EWS_MOUSE	tr|A0A6J1YPH4|A0A6J1YPH4_ACIJB
OG0013006	sp|P62696|CRBB2_MOUSE	tr|A0A6J1YQ18|A0A6J1YQ18_ACIJB
OG0013007	tr|Q3V061|Q3V061_MOUSE	tr|A0A6J1YU67|A0A6J1YU67_ACIJB
OG0013008	sp|A0A5F8MPU3|CTSRT_MOUSE	tr|A0A6J1YXD9|A0A6J1YXD9_ACIJB
OG0013009	sp|P35803|GPM6B_MOUSE	tr|A0A6J1Z2A9|A0A6J1Z2A9_ACIJB
OG0013010	sp|Q6DID3|SCAF8_MOUSE	tr|A0A6J1Z4H8|A0A6J1Z4H8_ACIJB
OG0013011	sp|Q91VT8|SIM14_MOUSE	tr|A0A6J1Z542|A0A6J1Z542_ACIJB
OG0013012	tr|A0A338P7C9|A0A338P7C9_MOUSE	tr|A0A6J1Z6B4|A0A6J1Z6B4_ACIJB
OG0013013	sp|Q3SXD3|HDDC2_MOUSE	tr|A0A6J1Z7J6|A0A6J1Z7J6_ACIJB
OG0013014	sp|P0C8K7|SMIM1_MOUSE	tr|A0A6J1ZIG1|A0A6J1ZIG1_ACIJB
OG0013015	sp|Q08652|RET2_MOUSE	tr|A0A6J1ZJH6|A0A6J1ZJH6_ACIJB
OG0013016	sp|Q9R0R1|TRFM_MOUSE	tr|A0A6J1ZJV5|A0A6J1ZJV5_ACIJB
OG0013017	tr|A0A571BF98|A0A571BF98_MOUSE	tr|A0A6J1ZM81|A0A6J1ZM81_ACIJB
OG0013018	sp|Q8BG89|ZN365_MOUSE	tr|A0A6J1ZMK1|A0A6J1ZMK1_ACIJB
OG0013019	sp|P09838|TDT_MOUSE	tr|A0A6J1ZN45|A0A6J1ZN45_ACIJB
OG0013020	sp|Q91XQ5|CHSTF_MOUSE	tr|A0A6J1ZPP5|A0A6J1ZPP5_ACIJB
OG0013021	sp|P23591|FCL_MOUSE	tr|A0A6J1ZQ19|A0A6J1ZQ19_ACIJB
OG0013022	sp|Q8C9S4|CC186_MOUSE	tr|A0A6J1ZRY6|A0A6J1ZRY6_ACIJB
OG0013023	sp|Q99ML9|RN111_MOUSE	tr|A0A6J2A045|A0A6J2A045_ACIJB
OG0013024	sp|Q99KJ8|DCTN2_MOUSE	tr|A0A6J2ABD7|A0A6J2ABD7_ACIJB
OG0013025	sp|Q78J03|MSRB2_MOUSE	tr|A0A6J2AI19|A0A6J2AI19_ACIJB
OG0013026	sp|Q3U564|DCP1B_MOUSE	tr|A0A6J2AIW8|A0A6J2AIW8_ACIJB
OG0013027	sp|Q9QW08|PHOS_MOUSE	tr|A0A6J2AL36|A0A6J2AL36_ACIJB
OG0013028	sp|Q3U1D9|CD047_MOUSE	tr|A0A6J2ASS4|A0A6J2ASS4_ACIJB
OG0013029	sp|P57080|UBP25_MOUSE	tr|A0A6J2AVG3|A0A6J2AVG3_ACIJB
OG0013030	sp|Q6NS69|AMER3_MOUSE	tr|A0A6I9ZGN9|A0A6I9ZGN9_ACIJB
OG0013031	tr|B1AXP3|B1AXP3_MOUSE	tr|A0A6I9ZGY4|A0A6I9ZGY4_ACIJB
OG0013032	sp|Q8BGZ4|CDC23_MOUSE	tr|A0A6I9ZHP1|A0A6I9ZHP1_ACIJB
OG0013033	sp|Q8BL06|UBP54_MOUSE	tr|A0A6I9ZKE4|A0A6I9ZKE4_ACIJB
OG0013034	sp|Q8C460|ERI3_MOUSE	tr|A0A6I9ZKH9|A0A6I9ZKH9_ACIJB
OG0013035	sp|Q9D051|ODPB_MOUSE	tr|A0A6I9ZKL9|A0A6I9ZKL9_ACIJB
OG0013036	sp|Q91XD7|CREL1_MOUSE	tr|A0A6I9ZKS7|A0A6I9ZKS7_ACIJB
OG0013037	sp|Q8K3G9|DP13B_MOUSE	tr|A0A6I9ZQF9|A0A6I9ZQF9_ACIJB
OG0013038	sp|Q9QY84|ACL7A_MOUSE	tr|A0A6I9ZT70|A0A6I9ZT70_ACIJB
OG0013039	sp|P37172|ACVR1_MOUSE	tr|A0A6I9ZV30|A0A6I9ZV30_ACIJB
OG0013040	sp|Q61334|BAP29_MOUSE	tr|A0A6I9ZXU1|A0A6I9ZXU1_ACIJB
OG0013041	sp|Q99J77|SIAS_MOUSE	tr|A0A6I9ZYS7|A0A6I9ZYS7_ACIJB
OG0013042	sp|P54130|FGF9_MOUSE	tr|A0A6J0A0Q3|A0A6J0A0Q3_ACIJB
OG0013043	sp|Q8BI21|RNF38_MOUSE	tr|A0A6J0A2J8|A0A6J0A2J8_ACIJB
OG0013044	sp|O54992|MAPK5_MOUSE	tr|A0A6J0A2Q2|A0A6J0A2Q2_ACIJB
OG0013045	sp|Q9D2H5|TRI42_MOUSE	tr|A0A6J0A3E4|A0A6J0A3E4_ACIJB
OG0013046	sp|Q62425|NDUA4_MOUSE	tr|A0A6J0A4B1|A0A6J0A4B1_ACIJB
OG0013047	sp|Q9JKF7|RM39_MOUSE	tr|A0A6J0A4V0|A0A6J0A4V0_ACIJB
OG0013048	sp|Q50H32|GRCR1_MOUSE	tr|A0A6J0A576|A0A6J0A576_ACIJB
OG0013049	sp|Q5SV06|SPT22_MOUSE	tr|A0A6J0A6G3|A0A6J0A6G3_ACIJB
OG0013050	sp|Q91WF3|ADCY4_MOUSE	tr|A0A6J0A6X6|A0A6J0A6X6_ACIJB
OG0013051	sp|Q3TUL7|DCA17_MOUSE	tr|A0A6J0A6Z6|A0A6J0A6Z6_ACIJB
OG0013052	tr|E9PY36|E9PY36_MOUSE	tr|A0A6J0A7W2|A0A6J0A7W2_ACIJB
OG0013053	sp|Q8BMC4|NOP9_MOUSE	tr|A0A6J0A9L6|A0A6J0A9L6_ACIJB
OG0013054	sp|Q8CGA0|PPM1F_MOUSE	tr|A0A6J0ABQ1|A0A6J0ABQ1_ACIJB
OG0013055	sp|A6H611|MIPEP_MOUSE	tr|A0A6J0ABW7|A0A6J0ABW7_ACIJB
OG0013056	sp|P70700|RPA2_MOUSE	tr|A0A6J1XAP1|A0A6J1XAP1_ACIJB
OG0013057	sp|Q5SW46|PERL_MOUSE	tr|A0A6J1XC16|A0A6J1XC16_ACIJB
OG0013058	sp|Q6U7H8|PI5L1_MOUSE	tr|A0A6J1XEU7|A0A6J1XEU7_ACIJB
OG0013059	sp|Q8K4D7|PLCZ1_MOUSE	tr|A0A6J1XG40|A0A6J1XG40_ACIJB
OG0013060	sp|Q8BY46|ZN574_MOUSE	tr|A0A6J1XM06|A0A6J1XM06_ACIJB
