Orthogroup	Mus_musculus	Phascolarctos_cinereus
OG0014487	sp|Q67FY2|BCL9L_MOUSE	tr|A0A6P5K6N9|A0A6P5K6N9_PHACI
OG0014488	sp|Q6NZL6|TONSL_MOUSE	tr|A0A6P5L214|A0A6P5L214_PHACI
OG0014489	sp|Q6P1G0|HEAT6_MOUSE	tr|A0A6P5L9S1|A0A6P5L9S1_PHACI
OG0014490	sp|Q78J03|MSRB2_MOUSE	tr|A0A6P5JRH8|A0A6P5JRH8_PHACI
OG0014491	sp|Q80VH0|BANK1_MOUSE	tr|A0A6P5KHL6|A0A6P5KHL6_PHACI
OG0014492	sp|Q80WE4|KI20B_MOUSE	tr|A0A6P5IMC5|A0A6P5IMC5_PHACI
OG0014493	sp|Q80WP8|GADL1_MOUSE	tr|A0A6P5L0B4|A0A6P5L0B4_PHACI
OG0014494	sp|Q80XQ8|F168B_MOUSE	tr|A0A6P5IL10|A0A6P5IL10_PHACI
OG0014495	sp|Q810Z1|LCN10_MOUSE	tr|A0A6P5JY86|A0A6P5JY86_PHACI
OG0014496	sp|Q812A3|ANR23_MOUSE	tr|A0A6P5K412|A0A6P5K412_PHACI
OG0014497	sp|Q8BFY6|PEF1_MOUSE	tr|A0A6P5K1W8|A0A6P5K1W8_PHACI
OG0014498	sp|Q8BGA3|LRRT2_MOUSE	tr|A0A6P5LX00|A0A6P5LX00_PHACI
OG0014499	sp|Q8BGY9|SC5A7_MOUSE	tr|A0A6P5JLT4|A0A6P5JLT4_PHACI
OG0014500	sp|Q8C0M9|ASGL1_MOUSE	tr|A0A6P5ING6|A0A6P5ING6_PHACI
OG0014501	sp|Q8C0Q2|ZHX3_MOUSE	tr|A0A6P5LFY9|A0A6P5LFY9_PHACI
OG0014502	sp|Q8CCK0|H2AW_MOUSE	tr|A0A6P5J977|A0A6P5J977_PHACI
OG0014503	sp|Q8CDL9|CCD87_MOUSE	tr|A0A6P5IZ98|A0A6P5IZ98_PHACI
OG0014504	sp|Q8CH77|NAV1_MOUSE	tr|A0A6P5LKA0|A0A6P5LKA0_PHACI
OG0014505	sp|Q8R3J5|CHAC1_MOUSE	tr|A0A6P5M983|A0A6P5M983_PHACI
OG0014506	sp|Q8VBT2|SDHL_MOUSE	tr|A0A6P5JHL0|A0A6P5JHL0_PHACI
OG0014507	sp|Q8VEB3|MACIR_MOUSE	tr|A0A6P5J8E6|A0A6P5J8E6_PHACI
OG0014508	sp|Q8VHY0|CSPG4_MOUSE	tr|A0A6P5KWT7|A0A6P5KWT7_PHACI
OG0014509	sp|Q91X43|SH319_MOUSE	tr|A0A6P5L2C5|A0A6P5L2C5_PHACI
OG0014510	sp|Q91XA5|SNPC2_MOUSE	tr|A0A6P5JS12|A0A6P5JS12_PHACI
OG0014511	sp|Q91Y44|BRDT_MOUSE	tr|A0A6P5JCN3|A0A6P5JCN3_PHACI
OG0014512	sp|Q922M5|CDA7L_MOUSE	tr|A0A6P5KWA1|A0A6P5KWA1_PHACI
OG0014513	sp|Q99ML0|ZMY10_MOUSE	tr|A0A6P5L9N7|A0A6P5L9N7_PHACI
OG0014514	sp|Q99N99|S5A2_MOUSE	tr|A0A6P5J127|A0A6P5J127_PHACI
OG0014515	sp|Q9CR36|GKN1_MOUSE	tr|A0A6P5K635|A0A6P5K635_PHACI
OG0014516	sp|Q9CRC6|BORC7_MOUSE	tr|A0A6P5IML3|A0A6P5IML3_PHACI
OG0014517	sp|Q9CWR7|STEA1_MOUSE	tr|A0A6P5KC85|A0A6P5KC85_PHACI
OG0014518	sp|Q9CYZ2|TPD54_MOUSE	tr|A0A6P5JT64|A0A6P5JT64_PHACI
OG0014519	sp|Q9D1F3|EOLA1_MOUSE	tr|A0A6P5J9B9|A0A6P5J9B9_PHACI
OG0014520	sp|Q9D6K5|SYJ2B_MOUSE	tr|A0A6P5K992|A0A6P5K992_PHACI
OG0014521	sp|Q9EQI8|RM46_MOUSE	tr|A0A6P5IED0|A0A6P5IED0_PHACI
OG0014522	sp|Q9JII5|DAZP1_MOUSE	tr|A0A6P5M1J3|A0A6P5M1J3_PHACI
OG0014523	sp|Q9JJS6|BCDO1_MOUSE	tr|A0A6P5KRQ9|A0A6P5KRQ9_PHACI
OG0014524	sp|Q9JLY0|SOCS6_MOUSE	tr|A0A6P5K8W1|A0A6P5K8W1_PHACI
OG0014525	sp|Q9R000|ITBP2_MOUSE	tr|A0A6P5JD96|A0A6P5JD96_PHACI
OG0014526	sp|Q9R0L7|AKP8L_MOUSE	tr|A0A6P5ISJ3|A0A6P5ISJ3_PHACI
OG0014527	sp|Q9WV85|NDK3_MOUSE	tr|A0A6P5M1B1|A0A6P5M1B1_PHACI
OG0014528	sp|Q9WVC3|CAV2_MOUSE	tr|A0A6P5JVB1|A0A6P5JVB1_PHACI
OG0014529	tr|A0A571BF02|A0A571BF02_MOUSE	tr|A0A6P5M9U3|A0A6P5M9U3_PHACI
OG0014530	sp|A2ATU0|DHTK1_MOUSE	tr|A0A6P5LBN3|A0A6P5LBN3_PHACI
OG0014531	sp|A6H6A4|LRIQ4_MOUSE	tr|A0A6P5JWV5|A0A6P5JWV5_PHACI
OG0014532	sp|D3YVE8|S35G2_MOUSE	tr|A0A6P5K8P2|A0A6P5K8P2_PHACI
OG0014533	tr|D3YXF5|D3YXF5_MOUSE	tr|A0A6P5L5C5|A0A6P5L5C5_PHACI
OG0014534	tr|E9PW83|E9PW83_MOUSE	tr|A0A6P5J887|A0A6P5J887_PHACI
OG0014535	tr|E9Q5F1|E9Q5F1_MOUSE	tr|A0A6P5JQ49|A0A6P5JQ49_PHACI
OG0014536	sp|J3QNX5|SHSA8_MOUSE	tr|A0A6P5JW39|A0A6P5JW39_PHACI
OG0014537	tr|J3QP53|J3QP53_MOUSE	tr|A0A6P5JFB5|A0A6P5JFB5_PHACI
OG0014538	sp|O08784|TCOF_MOUSE	tr|A0A6P5ID23|A0A6P5ID23_PHACI
OG0014539	sp|O35654|DPOD2_MOUSE	tr|A0A6P5K4V2|A0A6P5K4V2_PHACI
OG0014540	sp|O70220|FOXQ1_MOUSE	tr|A0A6P5JMS9|A0A6P5JMS9_PHACI
OG0014541	sp|P13504|IL1R1_MOUSE	tr|A0A6P5KGD5|A0A6P5KGD5_PHACI
OG0014542	sp|P23812|HXD12_MOUSE	tr|A0A6P5KQ76|A0A6P5KQ76_PHACI
OG0014543	sp|P30873|SSR1_MOUSE	tr|A0A6P5KSP8|A0A6P5KSP8_PHACI
OG0014544	sp|P47873|IL11_MOUSE	tr|A0A6P5LMW8|A0A6P5LMW8_PHACI
OG0014545	sp|P56382|ATP5E_MOUSE	tr|A0A6P5JYA1|A0A6P5JYA1_PHACI
OG0014546	sp|P61082|UBC12_MOUSE	tr|A0A6P5J8V4|A0A6P5J8V4_PHACI
OG0014547	sp|P70284|TGIF1_MOUSE	tr|A0A6P5J544|A0A6P5J544_PHACI
OG0014548	sp|P70460|VASP_MOUSE	tr|A0A6P5JQ33|A0A6P5JQ33_PHACI
OG0014549	sp|Q08874|MITF_MOUSE	tr|A0A6P5LXH3|A0A6P5LXH3_PHACI
OG0014550	sp|Q3U2V3|NUD18_MOUSE	tr|A0A6P5JJQ1|A0A6P5JJQ1_PHACI
OG0014551	sp|Q3U8K7|KMT5B_MOUSE	tr|A0A6P5INS3|A0A6P5INS3_PHACI
OG0014552	sp|Q3UN16|GP162_MOUSE	tr|A0A6P5KZA2|A0A6P5KZA2_PHACI
OG0014553	sp|Q5FWI3|CEIP2_MOUSE	tr|A0A6P5LGP5|A0A6P5LGP5_PHACI
OG0014554	sp|Q61200|NXPH1_MOUSE	tr|A0A6P5LCF0|A0A6P5LCF0_PHACI
OG0014555	sp|Q61471|TOB1_MOUSE	tr|A0A6P5JBB7|A0A6P5JBB7_PHACI
OG0014556	sp|Q62186|SSRD_MOUSE	tr|A0A6P5JF45|A0A6P5JF45_PHACI
OG0014557	sp|Q64277|BST1_MOUSE	tr|A0A6P5KS81|A0A6P5KS81_PHACI
OG0014558	sp|Q68FE2|ATG9A_MOUSE	tr|A0A6P5LLD0|A0A6P5LLD0_PHACI
OG0014559	sp|Q6GQW0|ABTB3_MOUSE	tr|A0A6P5JZ58|A0A6P5JZ58_PHACI
OG0014560	sp|Q6P1E8|EFCB6_MOUSE	tr|A0A6P5K0A2|A0A6P5K0A2_PHACI
OG0014561	sp|Q6PDG8|MON1A_MOUSE	tr|A0A6P5LAC5|A0A6P5LAC5_PHACI
OG0014562	sp|Q6PHQ8|NAA35_MOUSE	tr|A0A6P5IVK1|A0A6P5IVK1_PHACI
OG0014563	sp|Q80U62|RUBIC_MOUSE	tr|A0A6P5K9L6|A0A6P5K9L6_PHACI
OG0014564	sp|Q8BG31|VEXIN_MOUSE	tr|A0A6P5LPG4|A0A6P5LPG4_PHACI
OG0014565	sp|Q8BHL7|C42S1_MOUSE	tr|A0A6P5LTM5|A0A6P5LTM5_PHACI
OG0014566	sp|Q8BP67|RL24_MOUSE	tr|A0A6P5LFN4|A0A6P5LFN4_PHACI
OG0014567	sp|Q8C159|TTC22_MOUSE	tr|A0A6P5JN02|A0A6P5JN02_PHACI
OG0014568	sp|Q8CE94|MOT13_MOUSE	tr|A0A6P5IK55|A0A6P5IK55_PHACI
OG0014569	sp|Q8CHY6|P66A_MOUSE	tr|A0A6P5IS85|A0A6P5IS85_PHACI
OG0014570	sp|Q8R2M0|TEAN2_MOUSE	tr|A0A6P5KER1|A0A6P5KER1_PHACI
OG0014571	sp|Q8R5J9|PRAF3_MOUSE	tr|A0A6P5M4V7|A0A6P5M4V7_PHACI
OG0014572	sp|Q8VC04|T106A_MOUSE	tr|A0A6P5JBA4|A0A6P5JBA4_PHACI
OG0014573	sp|Q8VCM3|ZFY21_MOUSE	tr|A0A6P5J702|A0A6P5J702_PHACI
OG0014574	sp|Q91W36|UBP3_MOUSE	tr|A0A6P5K2Y6|A0A6P5K2Y6_PHACI
OG0014575	sp|Q91ZU0|ASB7_MOUSE	tr|A0A6P5IE23|A0A6P5IE23_PHACI
OG0014576	sp|Q920R0|ALS2_MOUSE	tr|A0A6P5IVV8|A0A6P5IVV8_PHACI
OG0014577	sp|Q99LF1|AKIR1_MOUSE	tr|A0A6P5K214|A0A6P5K214_PHACI
OG0014578	sp|Q99PJ2|TRIM8_MOUSE	tr|A0A6P5IM16|A0A6P5IM16_PHACI
OG0014579	sp|Q9CR68|UCRI_MOUSE	tr|A0A6P5K5Z8|A0A6P5K5Z8_PHACI
OG0014580	sp|Q9CRB0|SNX24_MOUSE	tr|A0A6P5M3J3|A0A6P5M3J3_PHACI
OG0014581	sp|Q9D9C7|CC062_MOUSE	tr|A0A6P5L932|A0A6P5L932_PHACI
OG0014582	sp|Q9D9D9|CP141_MOUSE	tr|A0A6P5KNZ5|A0A6P5KNZ5_PHACI
OG0014583	sp|Q9JKX6|NUDT5_MOUSE	tr|A0A6P5LF69|A0A6P5LF69_PHACI
OG0014584	sp|Q9Z188|DYR1B_MOUSE	tr|A0A6P5JHP0|A0A6P5JHP0_PHACI
OG0014585	sp|A6H6E9|TT23L_MOUSE	tr|A0A6P5L6I0|A0A6P5L6I0_PHACI
OG0014586	sp|D3YZU1|SHAN1_MOUSE	tr|A0A6P5IZV0|A0A6P5IZV0_PHACI
OG0014587	sp|E9Q394|AKP13_MOUSE	tr|A0A6P5IMT6|A0A6P5IMT6_PHACI
OG0014588	sp|O35593|PSDE_MOUSE	tr|A0A6P5LWT0|A0A6P5LWT0_PHACI
OG0014589	sp|O88587|COMT_MOUSE	tr|A0A6P5L5S2|A0A6P5L5S2_PHACI
OG0014590	sp|O88736|DHB7_MOUSE	tr|A0A6P5KFG0|A0A6P5KFG0_PHACI
OG0014591	sp|P00520|ABL1_MOUSE	tr|A0A6P5JDM8|A0A6P5JDM8_PHACI
OG0014592	sp|P04627|ARAF_MOUSE	tr|A0A6P5JFE7|A0A6P5JFE7_PHACI
OG0014593	sp|P15535|B4GT1_MOUSE	tr|A0A6P5IWP0|A0A6P5IWP0_PHACI
OG0014594	sp|P37217|CD69_MOUSE	tr|A0A6P5LN94|A0A6P5LN94_PHACI
OG0014595	sp|P62077|TIM8B_MOUSE	tr|A0A6P5KIF7|A0A6P5KIF7_PHACI
OG0014596	sp|P62317|SMD2_MOUSE	tr|A0A6P5JVF8|A0A6P5JVF8_PHACI
OG0014597	sp|P70195|PSB7_MOUSE	tr|A0A6P5IXD6|A0A6P5IXD6_PHACI
OG0014598	sp|P83877|TXN4A_MOUSE	tr|A0A6P5KAP3|A0A6P5KAP3_PHACI
OG0014599	sp|Q03172|ZEP1_MOUSE	tr|A0A6P5MBH0|A0A6P5MBH0_PHACI
OG0014600	sp|Q14BB9|MA6D1_MOUSE	tr|A0A6P5LSQ5|A0A6P5LSQ5_PHACI
OG0014601	sp|Q2MHE5|DOK6_MOUSE	tr|A0A6P5K8J7|A0A6P5K8J7_PHACI
OG0014602	sp|Q3UE31|K0930_MOUSE	tr|A0A6P5JQ36|A0A6P5JQ36_PHACI
OG0014603	sp|Q5DU56|NLRC3_MOUSE	tr|A0A6P5L3I1|A0A6P5L3I1_PHACI
OG0014604	sp|Q5HZH7|S38A8_MOUSE	tr|A0A6P5KJG8|A0A6P5KJG8_PHACI
OG0014605	sp|Q5NCS9|MID49_MOUSE	tr|A0A6P5ILI8|A0A6P5ILI8_PHACI
OG0014606	sp|Q60860|LTC4S_MOUSE	tr|A0A6P5LCC6|A0A6P5LCC6_PHACI
OG0014607	sp|Q60I26|AL2CL_MOUSE	tr|A0A6P5L9J4|A0A6P5L9J4_PHACI
OG0014608	sp|Q6PG04|CCD82_MOUSE	tr|A0A6P5LES4|A0A6P5LES4_PHACI
OG0014609	sp|Q78YY6|DJC15_MOUSE	tr|A0A6P5J237|A0A6P5J237_PHACI
OG0014610	sp|Q80T74|KLH29_MOUSE	tr|A0A6P5JK05|A0A6P5JK05_PHACI
OG0014611	sp|Q8BKX1|BAIP2_MOUSE	tr|A0A6P5LKW8|A0A6P5LKW8_PHACI
OG0014612	sp|Q8BPT6|IMP2L_MOUSE	tr|A0A6P5L1H1|A0A6P5L1H1_PHACI
OG0014613	sp|Q8C561|LMBD2_MOUSE	tr|A0A6P5KZU3|A0A6P5KZU3_PHACI
OG0014614	sp|Q8JZY4|MRPP3_MOUSE	tr|A0A6P5KMZ4|A0A6P5KMZ4_PHACI
OG0014615	sp|Q8K2B0|SC65_MOUSE	tr|A0A6P5JBE4|A0A6P5JBE4_PHACI
OG0014616	sp|Q8K482|EMIL2_MOUSE	tr|A0A6P5J548|A0A6P5J548_PHACI
OG0014617	sp|Q8R4F0|MCLN3_MOUSE	tr|A0A6P5KFN6|A0A6P5KFN6_PHACI
OG0014618	sp|Q8VEL2|MTMRE_MOUSE	tr|A0A6P5JWS6|A0A6P5JWS6_PHACI
OG0014619	tr|Q8VGZ7|Q8VGZ7_MOUSE	tr|A0A6P5IMU0|A0A6P5IMU0_PHACI
OG0014620	sp|Q91WD4|CG025_MOUSE	tr|A0A6P5IG80|A0A6P5IG80_PHACI
OG0014621	sp|Q99LB0|TDIF1_MOUSE	tr|A0A6P5IQP9|A0A6P5IQP9_PHACI
OG0014622	sp|Q9CQ26|STABP_MOUSE	tr|A0A6P5M4D9|A0A6P5M4D9_PHACI
OG0014623	sp|Q9CQS2|NOP10_MOUSE	tr|A0A6P5L5F1|A0A6P5L5F1_PHACI
OG0014624	sp|Q9CWT6|DDX28_MOUSE	tr|A0A6P5KH58|A0A6P5KH58_PHACI
OG0014625	sp|Q9CXW4|RL11_MOUSE	tr|A0A6P5JMX6|A0A6P5JMX6_PHACI
OG0014626	sp|Q9CZM2|RL15_MOUSE	tr|A0A6P5J6T4|A0A6P5J6T4_PHACI
OG0014627	sp|Q9CZX8|RS19_MOUSE	tr|A0A6P5LN76|A0A6P5LN76_PHACI
OG0014628	sp|Q9D2R0|AACS_MOUSE	tr|A0A6P5LUM8|A0A6P5LUM8_PHACI
OG0014629	sp|Q9D552|SPT17_MOUSE	tr|A0A6P5JYQ8|A0A6P5JYQ8_PHACI
OG0014630	sp|Q9D853|EFMT2_MOUSE	tr|A0A6P5JDW4|A0A6P5JDW4_PHACI
OG0014631	sp|Q9DA47|TM239_MOUSE	tr|A0A6P5LRH2|A0A6P5LRH2_PHACI
OG0014632	sp|Q9DBU3|RIOK3_MOUSE	tr|A0A6P5J0I4|A0A6P5J0I4_PHACI
OG0014633	sp|Q9EQZ6|RPGF4_MOUSE	tr|A0A6P5KP05|A0A6P5KP05_PHACI
OG0014634	sp|Q9ET35|TR13B_MOUSE	tr|A0A6P5M384|A0A6P5M384_PHACI
OG0014635	sp|Q9JII1|INP5E_MOUSE	tr|A0A6P5JTK1|A0A6P5JTK1_PHACI
OG0014636	sp|Q9JJG0|TACC2_MOUSE	tr|A0A6P5JKS2|A0A6P5JKS2_PHACI
OG0014637	sp|Q9QY31|SNAI3_MOUSE	tr|A0A6P5KKZ6|A0A6P5KKZ6_PHACI
OG0014638	sp|Q9WVC8|S26A3_MOUSE	tr|A0A6P5K455|A0A6P5K455_PHACI
OG0014639	tr|A0A0G2JEU3|A0A0G2JEU3_MOUSE	tr|A0A6P5K452|A0A6P5K452_PHACI
OG0014640	sp|A2ARI4|LGR4_MOUSE	tr|A0A6P5JHC5|A0A6P5JHC5_PHACI
OG0014641	sp|A6PWY4|WDR76_MOUSE	tr|A0A6P5M8N8|A0A6P5M8N8_PHACI
OG0014642	sp|E9PV86|MCTP1_MOUSE	tr|A0A6P5M125|A0A6P5M125_PHACI
OG0014643	tr|E9PW37|E9PW37_MOUSE	tr|A0A6P5K4L9|A0A6P5K4L9_PHACI
OG0014644	tr|E9Q3P4|E9Q3P4_MOUSE	tr|A0A6P5M4P3|A0A6P5M4P3_PHACI
OG0014645	sp|O35691|PININ_MOUSE	tr|A0A6P5KQC1|A0A6P5KQC1_PHACI
OG0014646	sp|O88576|S6A18_MOUSE	tr|A0A6P5JMH7|A0A6P5JMH7_PHACI
OG0014647	sp|P09633|HXC9_MOUSE	tr|A0A6P5IIU2|A0A6P5IIU2_PHACI
OG0014648	sp|P10605|CATB_MOUSE	tr|A0A6P5K6P7|A0A6P5K6P7_PHACI
OG0014649	sp|P12265|BGLR_MOUSE	tr|A0A6P5LVQ0|A0A6P5LVQ0_PHACI
OG0014650	sp|P26638|SYSC_MOUSE	tr|A0A6P5LD69|A0A6P5LD69_PHACI
OG0014651	sp|P33609|DPOLA_MOUSE	tr|A0A6P5KIV6|A0A6P5KIV6_PHACI
OG0014652	sp|P53798|FDFT_MOUSE	tr|A0A6P5K7R3|A0A6P5K7R3_PHACI
OG0014653	sp|P63323|RS12_MOUSE	tr|A0A6P5KB91|A0A6P5KB91_PHACI
OG0014654	sp|P70190|CAZA3_MOUSE	tr|A0A6P5L323|A0A6P5L323_PHACI
OG0014655	sp|Q3TDN2|FAF2_MOUSE	tr|A0A6P5L8F7|A0A6P5L8F7_PHACI
OG0014656	sp|Q3UHK8|TNR6A_MOUSE	tr|A0A6P5L695|A0A6P5L695_PHACI
OG0014657	sp|Q4VBD2|TAPT1_MOUSE	tr|A0A6P5KYR0|A0A6P5KYR0_PHACI
OG0014658	sp|Q61069|USF1_MOUSE	tr|A0A6P5J023|A0A6P5J023_PHACI
OG0014659	sp|Q61908|CMC4_MOUSE	tr|A0A6P5JJG7|A0A6P5JJG7_PHACI
OG0014660	sp|Q6PDS0|VTM2L_MOUSE	tr|A0A6P5KNV6|A0A6P5KNV6_PHACI
OG0014661	sp|Q6PGD0|ARAID_MOUSE	tr|A0A6P5K3B7|A0A6P5K3B7_PHACI
OG0014662	sp|Q7TM95|TIGD3_MOUSE	tr|A0A6P5IPV0|A0A6P5IPV0_PHACI
OG0014663	sp|Q7TN31|AGGF1_MOUSE	tr|A0A6P5L7N6|A0A6P5L7N6_PHACI
OG0014664	sp|Q80X66|BTBDA_MOUSE	tr|A0A6P5LHU9|A0A6P5LHU9_PHACI
OG0014665	sp|Q8BFU0|RSPO2_MOUSE	tr|A0A6P5J3X3|A0A6P5J3X3_PHACI
OG0014666	sp|Q8BG94|COMD7_MOUSE	tr|A0A6P5KN75|A0A6P5KN75_PHACI
OG0014667	sp|Q8BHF7|PGPS1_MOUSE	tr|A0A6P5II44|A0A6P5II44_PHACI
OG0014668	sp|Q8BJ48|NAGPA_MOUSE	tr|A0A6P5JMB7|A0A6P5JMB7_PHACI
OG0014669	sp|Q8BJ83|TM2D3_MOUSE	tr|A0A6P5IB81|A0A6P5IB81_PHACI
OG0014670	sp|Q8BJT9|EDEM2_MOUSE	tr|A0A6P5L8W9|A0A6P5L8W9_PHACI
OG0014671	sp|Q8BLN6|UNC80_MOUSE	tr|A0A6P5M146|A0A6P5M146_PHACI
OG0014672	sp|Q8BT14|CNOT4_MOUSE	tr|A0A6P5LIN2|A0A6P5LIN2_PHACI
OG0014673	sp|Q8BZN2|KCNV1_MOUSE	tr|A0A6P5IYF3|A0A6P5IYF3_PHACI
OG0014674	sp|Q8C102|GALT5_MOUSE	tr|A0A6P5LTW2|A0A6P5LTW2_PHACI
OG0014675	sp|Q8C261|NCKX5_MOUSE	tr|A0A6P5JC27|A0A6P5JC27_PHACI
OG0014676	sp|Q8C817|T200A_MOUSE	tr|A0A6P5KD76|A0A6P5KD76_PHACI
OG0014677	tr|Q8CGR4|Q8CGR4_MOUSE	tr|A0A6P5LQQ2|A0A6P5LQQ2_PHACI
OG0014678	sp|Q8K2J7|RELL1_MOUSE	tr|A0A6P5KS43|A0A6P5KS43_PHACI
OG0014679	sp|Q8R1R4|IL34_MOUSE	tr|A0A6P5IBG5|A0A6P5IBG5_PHACI
OG0014680	sp|Q8R2G6|CCD80_MOUSE	tr|A0A6P5M2P3|A0A6P5M2P3_PHACI
OG0014681	sp|Q91VD9|NDUS1_MOUSE	tr|A0A6P5J572|A0A6P5J572_PHACI
OG0014682	tr|Q91X36|Q91X36_MOUSE	tr|A0A6P5KJI9|A0A6P5KJI9_PHACI
OG0014683	sp|Q91ZM8|CABP7_MOUSE	tr|A0A6P5L1R0|A0A6P5L1R0_PHACI
OG0014684	sp|Q920Q4|VPS16_MOUSE	tr|A0A6P5LYC0|A0A6P5LYC0_PHACI
OG0014685	sp|Q99MS7|EH1L1_MOUSE	tr|A0A6P5IZ06|A0A6P5IZ06_PHACI
OG0014686	sp|Q9CPW7|ZMAT2_MOUSE	tr|A0A6P5LQW8|A0A6P5LQW8_PHACI
OG0014687	sp|Q9CWV6|PKRI1_MOUSE	tr|A0A6P5LVY2|A0A6P5LVY2_PHACI
OG0014688	sp|Q9D695|SPB7_MOUSE	tr|A0A6P5L0X4|A0A6P5L0X4_PHACI
OG0014689	sp|Q9D898|ARP5L_MOUSE	tr|A0A6P5IX68|A0A6P5IX68_PHACI
OG0014690	sp|Q9DD18|DTD1_MOUSE	tr|A0A6P5KC10|A0A6P5KC10_PHACI
OG0014691	sp|Q9EQQ2|YIPF5_MOUSE	tr|A0A6P5LUG3|A0A6P5LUG3_PHACI
OG0014692	sp|Q9EQZ7|RIMS2_MOUSE	tr|A0A6P5IU61|A0A6P5IU61_PHACI
OG0014693	sp|Q9ET54|PALLD_MOUSE	tr|A0A6P5L9S6|A0A6P5L9S6_PHACI
OG0014694	sp|Q9JKQ4|IRX5_MOUSE	tr|A0A6P5K7A5|A0A6P5K7A5_PHACI
OG0014695	sp|Q9QXZ7|NR2E3_MOUSE	tr|A0A6P5L301|A0A6P5L301_PHACI
OG0014696	sp|Q9WV35|ABEC2_MOUSE	tr|A0A6P5LF02|A0A6P5LF02_PHACI
OG0014697	sp|Q9Z0U0|XPR1_MOUSE	tr|A0A6P5K4S9|A0A6P5K4S9_PHACI
OG0014698	tr|B2RS76|B2RS76_MOUSE	tr|A0A6P5JXN2|A0A6P5JXN2_PHACI
OG0014699	tr|D3YUE4|D3YUE4_MOUSE	tr|A0A6P5M3W3|A0A6P5M3W3_PHACI
OG0014700	sp|E9QAT4|SC16A_MOUSE	tr|A0A6P5JU37|A0A6P5JU37_PHACI
OG0014701	sp|G5E8P1|BRD1_MOUSE	tr|A0A6P5K095|A0A6P5K095_PHACI
OG0014702	sp|O35454|CLCN6_MOUSE	tr|A0A6P5J556|A0A6P5J556_PHACI
OG0014703	sp|O70507|HCN4_MOUSE	tr|A0A6P5KY98|A0A6P5KY98_PHACI
OG0014704	sp|P0CL69|ZN703_MOUSE	tr|A0A6P5K6B5|A0A6P5K6B5_PHACI
OG0014705	sp|P16332|MUTA_MOUSE	tr|A0A6P5KY56|A0A6P5KY56_PHACI
OG0014706	sp|P29268|CCN2_MOUSE	tr|A0A6P5KB74|A0A6P5KB74_PHACI
OG0014707	sp|P47242|PAX9_MOUSE	tr|A0A6P5KQ33|A0A6P5KQ33_PHACI
OG0014708	sp|P50429|ARSB_MOUSE	tr|A0A6P5LBH0|A0A6P5LBH0_PHACI
OG0014709	sp|P55098|PEX2_MOUSE	tr|A0A6P5J896|A0A6P5J896_PHACI
OG0014710	sp|P70354|MSX3_MOUSE	tr|A0A6P5KWN4|A0A6P5KWN4_PHACI
OG0014711	sp|P70701|WN10A_MOUSE	tr|A0A6P5LM48|A0A6P5LM48_PHACI
OG0014712	sp|P86049|RBM46_MOUSE	tr|A0A6P5KYH3|A0A6P5KYH3_PHACI
OG0014713	sp|Q3TEA8|HP1B3_MOUSE	tr|A0A6P5JCC3|A0A6P5JCC3_PHACI
OG0014714	sp|Q3UDW8|HGNAT_MOUSE	tr|A0A6P5ISS8|A0A6P5ISS8_PHACI
OG0014715	sp|Q3UI43|BABA1_MOUSE	tr|A0A6P5IVJ0|A0A6P5IVJ0_PHACI
OG0014716	sp|Q3UNN8|PLD5_MOUSE	tr|A0A6P5JVQ9|A0A6P5JVQ9_PHACI
OG0014717	sp|Q3UV16|IPIL2_MOUSE	tr|A0A6P5IG20|A0A6P5IG20_PHACI
OG0014718	sp|Q3V3N7|BBS1_MOUSE	tr|A0A6P5IPI8|A0A6P5IPI8_PHACI
OG0014719	sp|Q4VC33|MAEA_MOUSE	tr|A0A6P5KWG5|A0A6P5KWG5_PHACI
OG0014720	sp|Q61468|MSLN_MOUSE	tr|A0A6P5LVK1|A0A6P5LVK1_PHACI
OG0014721	sp|Q6PAV2|HERC4_MOUSE	tr|A0A6P5LAQ0|A0A6P5LAQ0_PHACI
OG0014722	sp|Q6PDM4|IHO1_MOUSE	tr|A0A6P5LA84|A0A6P5LA84_PHACI
OG0014723	sp|Q6ZPY2|SMG5_MOUSE	tr|A0A6P5KND9|A0A6P5KND9_PHACI
OG0014724	sp|Q7TN05|AP1S3_MOUSE	tr|A0A6P5LM42|A0A6P5LM42_PHACI
OG0014725	sp|Q80W88|HOMEZ_MOUSE	tr|A0A6P5INB7|A0A6P5INB7_PHACI
OG0014726	sp|Q811W1|AARD_MOUSE	tr|A0A6P5IQ89|A0A6P5IQ89_PHACI
OG0014727	sp|Q8BNJ6|NETO2_MOUSE	tr|A0A6P5K7Z6|A0A6P5K7Z6_PHACI
OG0014728	sp|Q8BTI9|PK3CB_MOUSE	tr|A0A6P5KAG0|A0A6P5KAG0_PHACI
OG0014729	sp|Q8CEL2|CFA61_MOUSE	tr|A0A6P5KAG1|A0A6P5KAG1_PHACI
OG0014730	sp|Q8K221|ARFP2_MOUSE	tr|A0A6P5JDM3|A0A6P5JDM3_PHACI
OG0014731	sp|Q8K2H1|PPHLN_MOUSE	tr|A0A6P5JW53|A0A6P5JW53_PHACI
OG0014732	sp|Q8K386|RAB15_MOUSE	tr|A0A6P5LVW7|A0A6P5LVW7_PHACI
OG0014733	sp|Q8R1Z9|RN121_MOUSE	tr|A0A6P5IWH7|A0A6P5IWH7_PHACI
