Orthogroup	Mus_musculus	Cavia_porcellus
OG0014009	sp|Q7TN37|TRPM4_MOUSE	tr|H0WBS3|H0WBS3_CAVPO
OG0014010	sp|P53569|CEBPZ_MOUSE	tr|H0WC93|H0WC93_CAVPO
OG0014011	sp|Q9QX98|PTF1A_MOUSE	tr|H0WD32|H0WD32_CAVPO
OG0014012	sp|Q9R229|BMP10_MOUSE	tr|H0WDN0|H0WDN0_CAVPO
OG0014013	sp|Q05860|FMN1_MOUSE	tr|A0A286X7L0|A0A286X7L0_CAVPO
OG0014014	sp|P48076|PA2GC_MOUSE	tr|A0A286X8P3|A0A286X8P3_CAVPO
OG0014015	sp|Q9ET22|DPP2_MOUSE	tr|A0A286XB00|A0A286XB00_CAVPO
OG0014016	sp|Q9D1M7|FKB11_MOUSE	tr|A0A286XC55|A0A286XC55_CAVPO
OG0014017	sp|O35887|CALU_MOUSE	tr|A0A286XFB3|A0A286XFB3_CAVPO
OG0014018	tr|Q9CZP3|Q9CZP3_MOUSE	tr|A0A286XHR7|A0A286XHR7_CAVPO
OG0014019	sp|Q9JI57|GT2D1_MOUSE	tr|A0A286XIT3|A0A286XIT3_CAVPO
OG0014020	sp|Q3UCQ1|FOXK2_MOUSE	tr|A0A286XK84|A0A286XK84_CAVPO
OG0014021	sp|Q80YG3|KLDC1_MOUSE	tr|A0A286XM59|A0A286XM59_CAVPO
OG0014022	sp|P48545|KCNJ5_MOUSE	tr|A0A286XNJ1|A0A286XNJ1_CAVPO
OG0014023	sp|Q08460|KCMA1_MOUSE	tr|A0A286XP95|A0A286XP95_CAVPO
OG0014024	sp|Q6P5F6|S39AA_MOUSE	tr|A0A286XS95|A0A286XS95_CAVPO
OG0014025	sp|Q91YQ3|CSDC2_MOUSE	tr|A0A286XT02|A0A286XT02_CAVPO
OG0014026	tr|D3YUR1|D3YUR1_MOUSE	tr|A0A286XTC6|A0A286XTC6_CAVPO
OG0014027	sp|Q5PT53|NTCP7_MOUSE	tr|A0A286XVH0|A0A286XVH0_CAVPO
OG0014028	sp|Q0VBP7|SHSL1_MOUSE	tr|A0A286XWH3|A0A286XWH3_CAVPO
OG0014029	sp|Q9DB42|ZN593_MOUSE	tr|A0A286XXR7|A0A286XXR7_CAVPO
OG0014030	sp|Q9Z0H1|WDR46_MOUSE	tr|A0A286XYA8|A0A286XYA8_CAVPO
OG0014031	sp|Q6GQT0|CC14A_MOUSE	tr|A0A286XZC9|A0A286XZC9_CAVPO
OG0014032	sp|O54851|CXD2_MOUSE	tr|A0A286XZP9|A0A286XZP9_CAVPO
OG0014033	sp|Q62463|V1AR_MOUSE	tr|A0A286XZX0|A0A286XZX0_CAVPO
OG0014034	sp|Q6RUT7|CSMT1_MOUSE	tr|A0A286Y1R5|A0A286Y1R5_CAVPO
OG0014035	sp|Q80XS7|FA83E_MOUSE	tr|A0A286Y218|A0A286Y218_CAVPO
OG0014036	sp|Q9CR11|YETS4_MOUSE	tr|A0A286Y355|A0A286Y355_CAVPO
OG0014037	sp|P62700|YPEL5_MOUSE	tr|A0A286Y5D5|A0A286Y5D5_CAVPO
OG0014038	sp|Q8C8N2|SCAI_MOUSE	tr|H0UW47|H0UW47_CAVPO
OG0014039	sp|Q91ZH7|ABHD3_MOUSE	tr|H0UXR6|H0UXR6_CAVPO
OG0014040	sp|Q3U2E2|ZMYM5_MOUSE	tr|H0UXU3|H0UXU3_CAVPO
OG0014041	sp|Q3U2U7|MET17_MOUSE	tr|H0UZ63|H0UZ63_CAVPO
OG0014042	sp|Q9JJ28|FLII_MOUSE	tr|H0V1E4|H0V1E4_CAVPO
OG0014043	sp|Q9DAS2|F166C_MOUSE	tr|H0V1L9|H0V1L9_CAVPO
OG0014044	sp|O35710|NOCT_MOUSE	tr|H0V1S4|H0V1S4_CAVPO
OG0014045	sp|Q9R117|TYK2_MOUSE	tr|H0V2Z6|H0V2Z6_CAVPO
OG0014046	sp|Q9D1A2|CNDP2_MOUSE	tr|H0V3G6|H0V3G6_CAVPO
OG0014047	sp|P84244|H33_MOUSE	tr|H0V3S0|H0V3S0_CAVPO
OG0014048	sp|Q80V23|ZNF32_MOUSE	tr|H0V3T9|H0V3T9_CAVPO
OG0014049	sp|Q91XT4|SC16B_MOUSE	tr|H0V597|H0V597_CAVPO
OG0014050	sp|Q8C9A2|ENDOV_MOUSE	tr|H0V5P3|H0V5P3_CAVPO
OG0014051	sp|Q9JJ72|RPRM_MOUSE	tr|H0V5U6|H0V5U6_CAVPO
OG0014052	sp|Q91WG4|ELP2_MOUSE	tr|H0V5W9|H0V5W9_CAVPO
OG0014053	sp|Q8BZN6|DOC10_MOUSE	tr|H0V6C0|H0V6C0_CAVPO
OG0014054	sp|Q9D394|RUFY3_MOUSE	tr|H0V874|H0V874_CAVPO
OG0014055	sp|Q8VHK9|DHX36_MOUSE	tr|H0VAR3|H0VAR3_CAVPO
OG0014056	sp|Q61391|NEP_MOUSE	tr|H0VBC2|H0VBC2_CAVPO
OG0014057	sp|Q9R061|NUBP2_MOUSE	tr|H0VBH6|H0VBH6_CAVPO
OG0014058	sp|A0A1L1SUL6|TXND6_MOUSE	tr|H0VBL3|H0VBL3_CAVPO
OG0014059	sp|P02468|LAMC1_MOUSE	tr|H0VBS9|H0VBS9_CAVPO
OG0014060	tr|E9PX29|E9PX29_MOUSE	tr|H0VE73|H0VE73_CAVPO
OG0014061	sp|P61168|DRD2_MOUSE	tr|H0VE83|H0VE83_CAVPO
OG0014062	sp|A2RSJ4|UH1BL_MOUSE	tr|H0VEH7|H0VEH7_CAVPO
OG0014063	sp|O89026|ROBO1_MOUSE	tr|H0VFZ6|H0VFZ6_CAVPO
OG0014064	sp|Q9CPS7|PNO1_MOUSE	tr|H0VG73|H0VG73_CAVPO
OG0014065	sp|Q61285|ABCD2_MOUSE	tr|H0VGD2|H0VGD2_CAVPO
OG0014066	sp|Q921S7|RM37_MOUSE	tr|H0VK64|H0VK64_CAVPO
OG0014067	sp|P59644|PI5PA_MOUSE	tr|H0VLA6|H0VLA6_CAVPO
OG0014068	sp|Q923Z3|MTO1_MOUSE	tr|H0VMY8|H0VMY8_CAVPO
OG0014069	sp|Q8CIE4|PAR10_MOUSE	tr|H0VQJ9|H0VQJ9_CAVPO
OG0014070	sp|Q5DTT1|NEXMI_MOUSE	tr|H0VRY3|H0VRY3_CAVPO
OG0014071	sp|P70347|TANK_MOUSE	tr|H0VSY8|H0VSY8_CAVPO
OG0014072	tr|A0A1L1SUA2|A0A1L1SUA2_MOUSE	tr|H0VUB3|H0VUB3_CAVPO
OG0014073	sp|Q8CIG9|FBXL8_MOUSE	tr|H0VV69|H0VV69_CAVPO
OG0014074	sp|Q61835|FXYD3_MOUSE	tr|H0VZL7|H0VZL7_CAVPO
OG0014075	sp|Q8VHK5|MLC1_MOUSE	tr|H0W0H2|H0W0H2_CAVPO
OG0014076	sp|Q6P3Y9|PONL1_MOUSE	tr|H0W0Y4|H0W0Y4_CAVPO
OG0014077	sp|Q3UKZ7|A14EL_MOUSE	tr|H0W3R9|H0W3R9_CAVPO
OG0014078	sp|Q5PRE5|PRSR1_MOUSE	tr|H0W3Y4|H0W3Y4_CAVPO
OG0014079	sp|Q9CR00|PSMD9_MOUSE	tr|H0W4B4|H0W4B4_CAVPO
OG0014080	sp|P13864|DNMT1_MOUSE	tr|H0W7Q9|H0W7Q9_CAVPO
OG0014081	sp|Q9CQ43|DUT_MOUSE	tr|H0WA69|H0WA69_CAVPO
OG0014082	sp|Q9D850|TMM68_MOUSE	tr|H0WBN4|H0WBN4_CAVPO
OG0014083	sp|Q8BG71|TYW2_MOUSE	tr|H0WE06|H0WE06_CAVPO
OG0014084	sp|P24526|MYP2_MOUSE	tr|A0A286X7H3|A0A286X7H3_CAVPO
OG0014085	sp|Q9CQY1|ATG12_MOUSE	tr|A0A286X8I9|A0A286X8I9_CAVPO
OG0014086	sp|Q80UJ7|RB3GP_MOUSE	tr|A0A286X9L1|A0A286X9L1_CAVPO
OG0014087	sp|Q3UDE2|TTL12_MOUSE	tr|A0A286XC85|A0A286XC85_CAVPO
OG0014088	sp|P15535|B4GT1_MOUSE	tr|A0A286XCL5|A0A286XCL5_CAVPO
OG0014089	sp|B7ZMP1|XPP3_MOUSE	tr|A0A286XDX2|A0A286XDX2_CAVPO
OG0014090	sp|Q7TT23|DAAF9_MOUSE	tr|A0A286XF73|A0A286XF73_CAVPO
OG0014091	sp|Q6ZQK5|ACAP2_MOUSE	tr|A0A286XFF6|A0A286XFF6_CAVPO
OG0014092	sp|P54728|RD23B_MOUSE	tr|A0A286XGM3|A0A286XGM3_CAVPO
OG0014093	sp|Q6PGD0|ARAID_MOUSE	tr|A0A286XIE9|A0A286XIE9_CAVPO
OG0014094	sp|Q64692|SIA8D_MOUSE	tr|A0A286XNB3|A0A286XNB3_CAVPO
OG0014095	sp|Q9D270|ZDH21_MOUSE	tr|A0A286XP91|A0A286XP91_CAVPO
OG0014096	sp|A2A559|PGAP3_MOUSE	tr|A0A286XS63|A0A286XS63_CAVPO
OG0014097	sp|Q8VCC9|SPON1_MOUSE	tr|A0A286XTL2|A0A286XTL2_CAVPO
OG0014098	sp|P52760|RIDA_MOUSE	tr|A0A286XTW4|A0A286XTW4_CAVPO
OG0014099	sp|Q03717|KCNB1_MOUSE	tr|A0A286XTZ0|A0A286XTZ0_CAVPO
OG0014100	sp|Q78PG9|CCD25_MOUSE	tr|A0A286XV57|A0A286XV57_CAVPO
OG0014101	sp|P50540|MXI1_MOUSE	tr|A0A286XY47|A0A286XY47_CAVPO
OG0014102	sp|Q9DCT5|SDF2_MOUSE	tr|A0A286XYD7|A0A286XYD7_CAVPO
OG0014103	tr|S4R1I0|S4R1I0_MOUSE	tr|A0A286Y383|A0A286Y383_CAVPO
OG0014104	sp|Q9R111|GUAD_MOUSE	tr|A0A286Y3F1|A0A286Y3F1_CAVPO
OG0014105	sp|Q99MB1|TLR3_MOUSE	tr|A3QRJ8|A3QRJ8_CAVPO
OG0014106	sp|Q8CG46|SMC5_MOUSE	tr|H0UTE3|H0UTE3_CAVPO
OG0014107	sp|A6X935|ITIH4_MOUSE	tr|H0UTK9|H0UTK9_CAVPO
OG0014108	sp|O35646|CAN6_MOUSE	tr|H0UUE1|H0UUE1_CAVPO
OG0014109	sp|Q8BHX3|BOREA_MOUSE	tr|H0UVR2|H0UVR2_CAVPO
OG0014110	sp|Q9JHQ0|ANXA9_MOUSE	tr|H0UWN6|H0UWN6_CAVPO
OG0014111	sp|Q8CA03|TSCOT_MOUSE	tr|H0UX51|H0UX51_CAVPO
OG0014112	sp|Q148W8|STYL2_MOUSE	tr|H0UYA5|H0UYA5_CAVPO
OG0014113	sp|E9PY46|IF140_MOUSE	tr|H0V0K3|H0V0K3_CAVPO
OG0014114	sp|Q99LJ1|FUCO_MOUSE	tr|H0V138|H0V138_CAVPO
OG0014115	sp|Q9CZX0|ELP3_MOUSE	tr|H0V1K8|H0V1K8_CAVPO
OG0014116	sp|Q9D3V1|DRC10_MOUSE	tr|H0V3H3|H0V3H3_CAVPO
OG0014117	sp|Q3U1U7|AHRR_MOUSE	tr|H0V6S2|H0V6S2_CAVPO
OG0014118	sp|P03958|ADA_MOUSE	tr|H0V758|H0V758_CAVPO
OG0014119	sp|Q69Z38|PEAK1_MOUSE	tr|H0V7M2|H0V7M2_CAVPO
OG0014120	sp|Q7TPD2|F185A_MOUSE	tr|H0V8V7|H0V8V7_CAVPO
OG0014121	sp|Q8VCR9|OCEL1_MOUSE	tr|H0V965|H0V965_CAVPO
OG0014122	sp|Q8VEA6|CRDL2_MOUSE	tr|H0V997|H0V997_CAVPO
OG0014123	sp|Q8CH02|SUGP1_MOUSE	tr|H0VAW3|H0VAW3_CAVPO
OG0014124	sp|Q91X84|CRTC3_MOUSE	tr|H0VB28|H0VB28_CAVPO
OG0014125	sp|Q8BXG3|IFT57_MOUSE	tr|H0VBK3|H0VBK3_CAVPO
OG0014126	sp|P25425|PO2F1_MOUSE	tr|H0VBW1|H0VBW1_CAVPO
OG0014127	sp|Q91ZM2|SH2B1_MOUSE	tr|H0VC40|H0VC40_CAVPO
OG0014128	sp|O54833|CSK22_MOUSE	tr|H0VCD1|H0VCD1_CAVPO
OG0014129	sp|P47968|RPIA_MOUSE	tr|H0VFB7|H0VFB7_CAVPO
OG0014130	sp|P70188|KIFA3_MOUSE	tr|H0VG98|H0VG98_CAVPO
OG0014131	sp|Q4U2R1|HERC2_MOUSE	tr|H0VHC2|H0VHC2_CAVPO
OG0014132	sp|Q8K2T8|PAF1_MOUSE	tr|H0VIZ6|H0VIZ6_CAVPO
OG0014133	tr|A0A1Y7VMD6|A0A1Y7VMD6_MOUSE	tr|H0VJA0|H0VJA0_CAVPO
OG0014134	sp|Q8C3Q9|CASP9_MOUSE	tr|H0VKK4|H0VKK4_CAVPO
OG0014135	sp|Q8R0K4|CC137_MOUSE	tr|H0VLN4|H0VLN4_CAVPO
OG0014136	sp|Q8VEB6|RNZ1_MOUSE	tr|H0VLS2|H0VLS2_CAVPO
OG0014137	sp|Q8C353|TM252_MOUSE	tr|H0VPI3|H0VPI3_CAVPO
OG0014138	sp|Q80ZI6|LRSM1_MOUSE	tr|H0VPI4|H0VPI4_CAVPO
OG0014139	sp|P53368|8ODP_MOUSE	tr|H0VRB9|H0VRB9_CAVPO
OG0014140	sp|Q8BXB6|SO2B1_MOUSE	tr|H0VSG6|H0VSG6_CAVPO
OG0014141	sp|Q8BGB7|ENOPH_MOUSE	tr|H0VTS8|H0VTS8_CAVPO
OG0014142	sp|Q9CRB3|HIUH_MOUSE	tr|H0VUJ8|H0VUJ8_CAVPO
OG0014143	sp|Q9ET78|JPH2_MOUSE	tr|H0VX95|H0VX95_CAVPO
OG0014144	sp|O35900|LSM2_MOUSE	tr|H0VZ22|H0VZ22_CAVPO
OG0014145	sp|Q8R2Q6|TECT3_MOUSE	tr|H0W0S7|H0W0S7_CAVPO
OG0014146	sp|Q6NZN0|RBM26_MOUSE	tr|H0W297|H0W297_CAVPO
OG0014147	sp|O70218|HMX1_MOUSE	tr|H0W4G2|H0W4G2_CAVPO
OG0014148	sp|O09173|HGD_MOUSE	tr|H0W6P0|H0W6P0_CAVPO
OG0014149	sp|Q9D113|DNLZ_MOUSE	tr|H0W8L5|H0W8L5_CAVPO
OG0014150	sp|Q8CIM5|GPR84_MOUSE	tr|H0W9W6|H0W9W6_CAVPO
OG0014151	sp|Q9CQV7|TIM14_MOUSE	tr|H0W9W9|H0W9W9_CAVPO
OG0014152	sp|Q9D4A5|CP086_MOUSE	tr|H0WA10|H0WA10_CAVPO
OG0014153	sp|Q8CH19|CS2IP_MOUSE	tr|H0WA38|H0WA38_CAVPO
OG0014154	sp|Q9CPS6|HINT3_MOUSE	tr|H0WA58|H0WA58_CAVPO
OG0014155	sp|Q99LY2|GDPD3_MOUSE	tr|H0WB34|H0WB34_CAVPO
OG0014156	sp|O55237|CD70_MOUSE	tr|H0WB68|H0WB68_CAVPO
OG0014157	tr|Q9D9Y8|Q9D9Y8_MOUSE	tr|H0WB72|H0WB72_CAVPO
OG0014158	sp|Q80SS6|GPBAR_MOUSE	tr|H0WC52|H0WC52_CAVPO
OG0014159	sp|Q8VD12|Z385A_MOUSE	tr|H0WDP3|H0WDP3_CAVPO
OG0014160	sp|Q3UP44|NHLC4_MOUSE	tr|A0A286X837|A0A286X837_CAVPO
OG0014161	sp|Q8VBV4|FBXW7_MOUSE	tr|A0A286XAE0|A0A286XAE0_CAVPO
OG0014162	sp|P70194|CLC4F_MOUSE	tr|A0A286XB75|A0A286XB75_CAVPO
OG0014163	sp|Q64249|NR6A1_MOUSE	tr|A0A286XBF4|A0A286XBF4_CAVPO
OG0014164	sp|P61588|RND3_MOUSE	tr|A0A286XBZ2|A0A286XBZ2_CAVPO
OG0014165	sp|Q9D6Y4|BORC8_MOUSE	tr|A0A286XD08|A0A286XD08_CAVPO
OG0014166	sp|Q8VD57|SFT2B_MOUSE	tr|A0A286XLY7|A0A286XLY7_CAVPO
OG0014167	sp|Q9D4C5|EAF1_MOUSE	tr|A0A286XMU1|A0A286XMU1_CAVPO
OG0014168	tr|A0A1B0GRB6|A0A1B0GRB6_MOUSE	tr|A0A286XQ43|A0A286XQ43_CAVPO
OG0014169	sp|Q9CZP7|CD37L_MOUSE	tr|A0A286XRG1|A0A286XRG1_CAVPO
OG0014170	sp|O55135|IF6_MOUSE	tr|A0A286XRM0|A0A286XRM0_CAVPO
OG0014171	sp|Q91W53|GOGA7_MOUSE	tr|A0A286XS45|A0A286XS45_CAVPO
OG0014172	sp|Q06649|3BP2_MOUSE	tr|A0A286XSC3|A0A286XSC3_CAVPO
OG0014173	sp|Q9CZX8|RS19_MOUSE	tr|A0A286XV36|A0A286XV36_CAVPO
OG0014174	sp|Q8BXR9|OSBL6_MOUSE	tr|A0A286XVD7|A0A286XVD7_CAVPO
OG0014175	sp|Q0VBM2|FA83B_MOUSE	tr|A0A286XXI6|A0A286XXI6_CAVPO
OG0014176	sp|O54714|PIAS3_MOUSE	tr|A0A286XZB1|A0A286XZB1_CAVPO
OG0014177	sp|Q3U2I3|FHI1B_MOUSE	tr|A0A286Y157|A0A286Y157_CAVPO
OG0014178	sp|O35435|PYRD_MOUSE	tr|A0A286Y1V8|A0A286Y1V8_CAVPO
OG0014179	sp|Q8K482|EMIL2_MOUSE	tr|A0A286Y3V9|A0A286Y3V9_CAVPO
OG0014180	sp|Q3TA38|T120B_MOUSE	tr|A0A286Y3Y7|A0A286Y3Y7_CAVPO
OG0014181	sp|Q9D0I4|STX17_MOUSE	tr|A0A286Y4P7|A0A286Y4P7_CAVPO
OG0014182	sp|Q9QZM8|FBX17_MOUSE	tr|H0UUE3|H0UUE3_CAVPO
OG0014183	sp|Q811G0|PTHB1_MOUSE	tr|H0UV24|H0UV24_CAVPO
OG0014184	sp|Q6NZQ8|MARH1_MOUSE	tr|H0UVH7|H0UVH7_CAVPO
OG0014185	sp|Q9JIP7|S15A1_MOUSE	tr|H0UVZ1|H0UVZ1_CAVPO
OG0014186	sp|Q8CGW9|DMRTD_MOUSE	tr|H0UX33|H0UX33_CAVPO
OG0014187	tr|Q14BI5|Q14BI5_MOUSE	tr|H0UYH2|H0UYH2_CAVPO
OG0014188	sp|Q8VC51|TCAB1_MOUSE	tr|H0UYX8|H0UYX8_CAVPO
OG0014189	sp|Q69Z69|ESCO1_MOUSE	tr|H0UZ80|H0UZ80_CAVPO
OG0014190	sp|Q9DAG9|PHF7_MOUSE	tr|H0V0F6|H0V0F6_CAVPO
OG0014191	sp|Q61614|EDNRA_MOUSE	tr|H0V3E9|H0V3E9_CAVPO
OG0014192	sp|Q9JI59|JAM2_MOUSE	tr|H0V3R3|H0V3R3_CAVPO
OG0014193	sp|Q6P6J0|ADAT2_MOUSE	tr|H0V5A6|H0V5A6_CAVPO
OG0014194	sp|Q60604|SCIN_MOUSE	tr|H0V5T9|H0V5T9_CAVPO
OG0014195	sp|P00520|ABL1_MOUSE	tr|H0V6K4|H0V6K4_CAVPO
OG0014196	sp|Q3UUY6|PROM2_MOUSE	tr|H0V707|H0V707_CAVPO
OG0014197	sp|Q8BNU0|ARMC6_MOUSE	tr|H0V7M8|H0V7M8_CAVPO
OG0014198	sp|Q8BVF7|APH1A_MOUSE	tr|H0V7Y3|H0V7Y3_CAVPO
OG0014199	sp|Q8BRF7|SCFD1_MOUSE	tr|H0V9L6|H0V9L6_CAVPO
OG0014200	sp|O88746|TOM1_MOUSE	tr|H0VBV6|H0VBV6_CAVPO
OG0014201	sp|Q99LS0|AUGN_MOUSE	tr|H0VC77|H0VC77_CAVPO
OG0014202	tr|G3UW60|G3UW60_MOUSE	tr|H0VED0|H0VED0_CAVPO
OG0014203	sp|Q8K1G2|LBN_MOUSE	tr|H0VEZ5|H0VEZ5_CAVPO
OG0014204	sp|P70453|PDE7A_MOUSE	tr|H0VF51|H0VF51_CAVPO
OG0014205	sp|Q9JL15|LEG8_MOUSE	tr|H0VFJ2|H0VFJ2_CAVPO
OG0014206	sp|Q8CI04|COG3_MOUSE	tr|H0VFP6|H0VFP6_CAVPO
OG0014207	sp|B2KF05|BRPF3_MOUSE	tr|H0VGD8|H0VGD8_CAVPO
OG0014208	sp|P48025|KSYK_MOUSE	tr|H0VGU1|H0VGU1_CAVPO
OG0014209	sp|Q8VDV8|MITD1_MOUSE	tr|H0VI50|H0VI50_CAVPO
OG0014210	sp|Q00262|STX2_MOUSE	tr|H0VIL0|H0VIL0_CAVPO
OG0014211	sp|Q9QZD9|EIF3I_MOUSE	tr|H0VKG2|H0VKG2_CAVPO
OG0014212	sp|Q8CII8|SYNE4_MOUSE	tr|H0VKL3|H0VKL3_CAVPO
OG0014213	sp|Q3UIW5|RNF10_MOUSE	tr|H0VL72|H0VL72_CAVPO
OG0014214	sp|Q91V36|NRBP2_MOUSE	tr|H0VLF6|H0VLF6_CAVPO
OG0014215	sp|Q99P21|MUTYH_MOUSE	tr|H0VLH0|H0VLH0_CAVPO
OG0014216	sp|P70323|TBX1_MOUSE	tr|H0VLN1|H0VLN1_CAVPO
OG0014217	sp|Q91W45|PAI2B_MOUSE	tr|H0VNF5|H0VNF5_CAVPO
OG0014218	sp|Q62052|P_MOUSE	tr|H0VNS9|H0VNS9_CAVPO
OG0014219	sp|Q91WF3|ADCY4_MOUSE	tr|H0VQY9|H0VQY9_CAVPO
OG0014220	sp|Q64314|CD34_MOUSE	tr|H0VS61|H0VS61_CAVPO
OG0014221	sp|P97401|SFRP3_MOUSE	tr|H0VSD2|H0VSD2_CAVPO
OG0014222	sp|Q8BU04|UBR7_MOUSE	tr|H0VSQ9|H0VSQ9_CAVPO
OG0014223	sp|Q00623|APOA1_MOUSE	sp|H0VVW3|APOA1_CAVPO
OG0014224	sp|P70224|GIMA1_MOUSE	tr|H0VWM1|H0VWM1_CAVPO
OG0014225	sp|Q9D8Q6|OCAT1_MOUSE	tr|H0VX09|H0VX09_CAVPO
OG0014226	sp|Q8K1S4|UNC5A_MOUSE	tr|H0VZA8|H0VZA8_CAVPO
OG0014227	sp|Q8K2W6|PHF13_MOUSE	tr|H0W219|H0W219_CAVPO
OG0014228	sp|Q80ZW2|THEM6_MOUSE	tr|H0W399|H0W399_CAVPO
OG0014229	sp|P25688|URIC_MOUSE	tr|H0W3D6|H0W3D6_CAVPO
OG0014230	sp|Q8K248|HPDL_MOUSE	tr|H0W5L3|H0W5L3_CAVPO
OG0014231	sp|P43275|H11_MOUSE	tr|H0W6H9|H0W6H9_CAVPO
OG0014232	sp|Q9D361|SNR48_MOUSE	tr|H0W6I3|H0W6I3_CAVPO
OG0014233	sp|Q9CT10|RANB3_MOUSE	tr|H0W767|H0W767_CAVPO
OG0014234	sp|Q9D3H0|TMM80_MOUSE	tr|H0WAW5|H0WAW5_CAVPO
OG0014235	sp|Q9D8M7|PHF10_MOUSE	tr|H0WB97|H0WB97_CAVPO
OG0014236	sp|Q8R3R8|GBRL1_MOUSE	sp|P60518|GBRL1_CAVPO
OG0014237	sp|A4Q9F4|TTL11_MOUSE	tr|A0A286X7T4|A0A286X7T4_CAVPO
OG0014238	sp|Q99JR5|TINAL_MOUSE	tr|A0A286X894|A0A286X894_CAVPO
OG0014239	sp|Q8R0T6|AGRG3_MOUSE	tr|A0A286X8K7|A0A286X8K7_CAVPO
OG0014240	sp|Q6NSR3|ADCK2_MOUSE	tr|A0A286X8N0|A0A286X8N0_CAVPO
OG0014241	sp|Q9D304|RN128_MOUSE	tr|A0A286XAE2|A0A286XAE2_CAVPO
OG0014242	sp|Q8BT51|COA4_MOUSE	tr|A0A286XC86|A0A286XC86_CAVPO
OG0014243	sp|P48744|NDP_MOUSE	tr|A0A286XCY9|A0A286XCY9_CAVPO
OG0014244	sp|Q7TMK6|HOOK2_MOUSE	tr|A0A286XDI1|A0A286XDI1_CAVPO
OG0014245	sp|Q91XL9|OSBL1_MOUSE	tr|A0A286XGI4|A0A286XGI4_CAVPO
OG0014246	sp|Q8BIG4|FBX28_MOUSE	tr|A0A286XIE0|A0A286XIE0_CAVPO
OG0014247	sp|Q9CXP9|EXO5_MOUSE	tr|A0A286XJC1|A0A286XJC1_CAVPO
OG0014248	sp|Q8K3E5|AHI1_MOUSE	tr|A0A286XK68|A0A286XK68_CAVPO
OG0014249	sp|P61804|DAD1_MOUSE	tr|A0A286XKL1|A0A286XKL1_CAVPO
OG0014250	sp|P47962|RL5_MOUSE	tr|A0A286XN91|A0A286XN91_CAVPO
OG0014251	tr|A0A1D5RLK8|A0A1D5RLK8_MOUSE	tr|A0A286XQN6|A0A286XQN6_CAVPO
OG0014252	sp|Q6NXN1|SZRD1_MOUSE	tr|A0A286XR12|A0A286XR12_CAVPO
OG0014253	sp|Q9QYY7|ESM1_MOUSE	tr|A0A286XTF6|A0A286XTF6_CAVPO
OG0014254	sp|Q8VBV3|EXOS2_MOUSE	tr|A0A286XTV0|A0A286XTV0_CAVPO
OG0014255	sp|P62889|RL30_MOUSE	tr|A0A286XUT8|A0A286XUT8_CAVPO
OG0014256	sp|Q99N91|RM34_MOUSE	tr|A0A286XUU4|A0A286XUU4_CAVPO
OG0014257	sp|P58466|CTDS1_MOUSE	tr|A0A286XWB2|A0A286XWB2_CAVPO
OG0014258	sp|Q99JY4|TRABD_MOUSE	tr|A0A286XWP6|A0A286XWP6_CAVPO
OG0014259	sp|Q8BYH8|CHD9_MOUSE	tr|A0A286XXK2|A0A286XXK2_CAVPO
OG0014260	sp|Q9WV95|PHLA3_MOUSE	tr|A0A286XZM9|A0A286XZM9_CAVPO
OG0014261	tr|B1AUN2|B1AUN2_MOUSE	tr|A0A286XZR0|A0A286XZR0_CAVPO
OG0014262	sp|P48316|GA45A_MOUSE	tr|A0A286XZU3|A0A286XZU3_CAVPO
OG0014263	sp|Q8C142|ARH_MOUSE	tr|A0A286Y0L1|A0A286Y0L1_CAVPO
OG0014264	sp|T1NXB5|VSTM4_MOUSE	tr|A0A286Y161|A0A286Y161_CAVPO
OG0014265	sp|O35926|CD5R2_MOUSE	tr|A0A286Y1H8|A0A286Y1H8_CAVPO
OG0014266	sp|Q9Z260|CLD8_MOUSE	tr|A0A286Y3N4|A0A286Y3N4_CAVPO
OG0014267	sp|Q8QZW7|GBRP_MOUSE	tr|A0A286Y559|A0A286Y559_CAVPO
OG0014268	sp|Q80VP9|ASPH2_MOUSE	tr|H0UTR0|H0UTR0_CAVPO
OG0014269	sp|Q9CYK1|SYWM_MOUSE	tr|H0UUB4|H0UUB4_CAVPO
OG0014270	sp|P15920|VPP2_MOUSE	tr|H0UVG5|H0UVG5_CAVPO
OG0014271	sp|Q9Z321|TOP3B_MOUSE	tr|H0UX40|H0UX40_CAVPO
OG0014272	sp|Q9D2C7|BI1_MOUSE	tr|H0UXZ2|H0UXZ2_CAVPO
OG0014273	sp|O88602|CCG2_MOUSE	tr|H0UYS9|H0UYS9_CAVPO
OG0014274	sp|Q80W03|TOX3_MOUSE	tr|H0V021|H0V021_CAVPO
OG0014275	sp|Q8VC97|BUP1_MOUSE	tr|H0V1Z6|H0V1Z6_CAVPO
OG0014276	tr|Q8VDV7|Q8VDV7_MOUSE	tr|H0V214|H0V214_CAVPO
OG0014277	sp|O70475|UGDH_MOUSE	tr|H0V3E1|H0V3E1_CAVPO
OG0014278	sp|Q32KG4|RTL9_MOUSE	tr|H0V5D9|H0V5D9_CAVPO
OG0014279	sp|Q99LC5|ETFA_MOUSE	tr|H0V777|H0V777_CAVPO
OG0014280	sp|P08414|KCC4_MOUSE	tr|H0V9B3|H0V9B3_CAVPO
OG0014281	tr|E9Q1F5|E9Q1F5_MOUSE	tr|H0V9K4|H0V9K4_CAVPO
