Orthogroup	Mus_musculus	Lipotes_vexillifer
OG0013384	sp|Q9R1W3|RN103_MOUSE	tr|A0A340Y533|A0A340Y533_LIPVE
OG0013385	sp|Q61469|PLPP1_MOUSE	tr|A0A340Y6M4|A0A340Y6M4_LIPVE
OG0013386	sp|Q8BG15|CTSL2_MOUSE	tr|A0A340Y7V6|A0A340Y7V6_LIPVE
OG0013387	sp|Q9D0A3|ARPIN_MOUSE	tr|A0A340YA60|A0A340YA60_LIPVE
OG0013388	sp|Q8BGW2|WBP1L_MOUSE	tr|A0A340YBN6|A0A340YBN6_LIPVE
OG0013389	sp|Q0VGU4|VGF_MOUSE	tr|A0A340YI53|A0A340YI53_LIPVE
OG0013390	sp|Q9D8V0|HM13_MOUSE	tr|A0A340WBN9|A0A340WBN9_LIPVE
OG0013391	sp|Q8BS90|BORA_MOUSE	tr|A0A340WEW0|A0A340WEW0_LIPVE
OG0013392	sp|Q64264|5HT1A_MOUSE	tr|A0A340WEW7|A0A340WEW7_LIPVE
OG0013393	sp|Q8R3N6|THOC1_MOUSE	tr|A0A340WGF2|A0A340WGF2_LIPVE
OG0013394	sp|Q9CQ35|GRPL2_MOUSE	tr|A0A340WJD9|A0A340WJD9_LIPVE
OG0013395	sp|Q0VF58|COJA1_MOUSE	tr|A0A340WJU6|A0A340WJU6_LIPVE
OG0013396	sp|Q8BGP6|S2540_MOUSE	tr|A0A340WKI0|A0A340WKI0_LIPVE
OG0013397	sp|Q99PN3|TRI26_MOUSE	tr|A0A340WKP6|A0A340WKP6_LIPVE
OG0013398	sp|Q61818|RAI1_MOUSE	tr|A0A340WN19|A0A340WN19_LIPVE
OG0013399	sp|Q7TQH7|LRP10_MOUSE	tr|A0A340WPL5|A0A340WPL5_LIPVE
OG0013400	sp|Q9D7N9|APMAP_MOUSE	tr|A0A340WPQ8|A0A340WPQ8_LIPVE
OG0013401	sp|Q99L88|SNTB1_MOUSE	tr|A0A340WQD6|A0A340WQD6_LIPVE
OG0013402	sp|Q8R1P4|ATG10_MOUSE	tr|A0A340WQJ2|A0A340WQJ2_LIPVE
OG0013403	sp|Q05921|RN5A_MOUSE	tr|A0A340WRD7|A0A340WRD7_LIPVE
OG0013404	sp|Q6IMP4|PANX2_MOUSE	tr|A0A340WX77|A0A340WX77_LIPVE
OG0013405	sp|Q8CIH5|PLCG2_MOUSE	tr|A0A340WY66|A0A340WY66_LIPVE
OG0013406	sp|A2AJ77|PRD12_MOUSE	tr|A0A340WZY9|A0A340WZY9_LIPVE
OG0013407	sp|Q9Z0T9|ITB6_MOUSE	tr|A0A340X088|A0A340X088_LIPVE
OG0013408	sp|Q8BGK5|S35F1_MOUSE	tr|A0A340X0Z3|A0A340X0Z3_LIPVE
OG0013409	sp|Q8C4J7|TBL3_MOUSE	tr|A0A340X133|A0A340X133_LIPVE
OG0013410	sp|Q9CZ49|KLH35_MOUSE	tr|A0A340X1B6|A0A340X1B6_LIPVE
OG0013411	sp|Q8BH83|ANKR9_MOUSE	tr|A0A340X293|A0A340X293_LIPVE
OG0013412	sp|Q9CQ90|CI085_MOUSE	tr|A0A340X3N2|A0A340X3N2_LIPVE
OG0013413	sp|O55229|CHKB_MOUSE	tr|A0A340X3V3|A0A340X3V3_LIPVE
OG0013414	sp|Q6PFD5|DLGP3_MOUSE	tr|A0A340X432|A0A340X432_LIPVE
OG0013415	sp|Q8BHC4|DCAKD_MOUSE	tr|A0A340X5D4|A0A340X5D4_LIPVE
OG0013416	sp|A2AA28|MET23_MOUSE	tr|A0A340X5K4|A0A340X5K4_LIPVE
OG0013417	sp|Q08509|EPS8_MOUSE	tr|A0A340X5U9|A0A340X5U9_LIPVE
OG0013418	sp|Q4KL18|TM171_MOUSE	tr|A0A340X6C4|A0A340X6C4_LIPVE
OG0013419	sp|Q9WV66|MARH7_MOUSE	tr|A0A340X7K0|A0A340X7K0_LIPVE
OG0013420	sp|O08545|EFNA3_MOUSE	tr|A0A340X9D1|A0A340X9D1_LIPVE
OG0013421	sp|Q99L28|RLP24_MOUSE	tr|A0A340X9E4|A0A340X9E4_LIPVE
OG0013422	tr|E9QAF4|E9QAF4_MOUSE	tr|A0A340XB28|A0A340XB28_LIPVE
OG0013423	sp|Q5DW34|EHMT1_MOUSE	tr|A0A340XBT6|A0A340XBT6_LIPVE
OG0013424	sp|Q5NCX5|NEUL4_MOUSE	tr|A0A340XCU0|A0A340XCU0_LIPVE
OG0013425	sp|Q9CXY6|ILF2_MOUSE	tr|A0A340XDD0|A0A340XDD0_LIPVE
OG0013426	sp|Q9CV28|MINY3_MOUSE	tr|A0A340XHJ8|A0A340XHJ8_LIPVE
OG0013427	sp|Q8C008|DZAN1_MOUSE	tr|A0A340XKC6|A0A340XKC6_LIPVE
OG0013428	sp|P03953|CFAD_MOUSE	tr|A0A340XMJ5|A0A340XMJ5_LIPVE
OG0013429	sp|Q9R1I1|CHST4_MOUSE	tr|A0A340XNN6|A0A340XNN6_LIPVE
OG0013430	sp|Q8R1U1|COG4_MOUSE	tr|A0A340XNV3|A0A340XNV3_LIPVE
OG0013431	sp|P35377|OPRX_MOUSE	tr|A0A340XQ15|A0A340XQ15_LIPVE
OG0013432	sp|A0A1L1SUL6|TXND6_MOUSE	tr|A0A340XSZ8|A0A340XSZ8_LIPVE
OG0013433	sp|O70191|ATF5_MOUSE	tr|A0A340XTD0|A0A340XTD0_LIPVE
OG0013434	sp|P03958|ADA_MOUSE	tr|A0A340XUA0|A0A340XUA0_LIPVE
OG0013435	sp|Q9D9T6|SPTA3_MOUSE	tr|A0A340XUP6|A0A340XUP6_LIPVE
OG0013436	sp|Q8VE22|RT23_MOUSE	tr|A0A340XXL2|A0A340XXL2_LIPVE
OG0013437	sp|Q8K262|PLAC9_MOUSE	tr|A0A340XYM7|A0A340XYM7_LIPVE
OG0013438	sp|Q9DCP2|S38A3_MOUSE	tr|A0A340XYT6|A0A340XYT6_LIPVE
OG0013439	tr|E9Q238|E9Q238_MOUSE	tr|A0A340Y2Y5|A0A340Y2Y5_LIPVE
OG0013440	sp|Q8BG93|NUD15_MOUSE	tr|A0A340Y495|A0A340Y495_LIPVE
OG0013441	sp|Q9D600|PSF2_MOUSE	tr|A0A340Y7U3|A0A340Y7U3_LIPVE
OG0013442	sp|P0C605|KGP1_MOUSE	tr|A0A340Y9K6|A0A340Y9K6_LIPVE
OG0013443	sp|P35375|PE2R1_MOUSE	tr|A0A340Y9L2|A0A340Y9L2_LIPVE
OG0013444	sp|Q8K4C5|IL17C_MOUSE	tr|A0A340Y9N8|A0A340Y9N8_LIPVE
OG0013445	sp|Q9CR53|NMB_MOUSE	tr|A0A340YAA5|A0A340YAA5_LIPVE
OG0013446	sp|Q8C6C7|F204A_MOUSE	tr|A0A340YB02|A0A340YB02_LIPVE
OG0013447	tr|E9Q6D8|E9Q6D8_MOUSE	tr|A0A340YB71|A0A340YB71_LIPVE
OG0013448	sp|P54729|NUB1_MOUSE	tr|A0A340YBQ7|A0A340YBQ7_LIPVE
OG0013449	sp|O70404|VAMP8_MOUSE	tr|A0A340YC70|A0A340YC70_LIPVE
OG0013450	tr|Q8C8K6|Q8C8K6_MOUSE	tr|A0A340YEK3|A0A340YEK3_LIPVE
OG0013451	sp|Q8K177|KCP3_MOUSE	tr|A0A340YEN7|A0A340YEN7_LIPVE
OG0013452	sp|Q8BI06|CEMIP_MOUSE	tr|A0A340YFC9|A0A340YFC9_LIPVE
OG0013453	sp|Q9ER56|CAN12_MOUSE	tr|A0A340YFH5|A0A340YFH5_LIPVE
OG0013454	sp|Q14CH0|F171B_MOUSE	tr|A0A340YHP3|A0A340YHP3_LIPVE
OG0013455	sp|Q00288|PAX8_MOUSE	tr|A0A340W9H9|A0A340W9H9_LIPVE
OG0013456	sp|Q99PU8|DHX30_MOUSE	tr|A0A340W9U0|A0A340W9U0_LIPVE
OG0013457	sp|Q8BTH6|SCRT2_MOUSE	tr|A0A340WBQ9|A0A340WBQ9_LIPVE
OG0013458	sp|Q9CQT9|RCAF1_MOUSE	tr|A0A340WE00|A0A340WE00_LIPVE
OG0013459	sp|Q91WQ9|CALL4_MOUSE	tr|A0A340WF41|A0A340WF41_LIPVE
OG0013460	sp|Q9JJC6|RIPL1_MOUSE	tr|A0A340WGK3|A0A340WGK3_LIPVE
OG0013461	sp|Q2VPU4|MLXIP_MOUSE	tr|A0A340WGP1|A0A340WGP1_LIPVE
OG0013462	sp|Q8BPY9|FIGL1_MOUSE	tr|A0A340WI46|A0A340WI46_LIPVE
OG0013463	sp|P59598|ASXL1_MOUSE	tr|A0A340WIR8|A0A340WIR8_LIPVE
OG0013464	sp|F8VQB6|MYO10_MOUSE	tr|A0A340WJN9|A0A340WJN9_LIPVE
OG0013465	sp|Q810F0|PRIMA_MOUSE	tr|A0A340WK58|A0A340WK58_LIPVE
OG0013466	sp|Q8C5W0|CLMN_MOUSE	tr|A0A340WK71|A0A340WK71_LIPVE
OG0013467	sp|P26361|CFTR_MOUSE	tr|A0A340WMS8|A0A340WMS8_LIPVE
OG0013468	sp|Q8C078|KKCC2_MOUSE	tr|A0A340WP60|A0A340WP60_LIPVE
OG0013469	sp|Q91WC9|DGLB_MOUSE	tr|A0A340WPF1|A0A340WPF1_LIPVE
OG0013470	sp|Q2MHN3|ZFHX2_MOUSE	tr|A0A340WPQ4|A0A340WPQ4_LIPVE
OG0013471	sp|Q8BX51|SGCZ_MOUSE	tr|A0A340WPW2|A0A340WPW2_LIPVE
OG0013472	sp|Q8K0E8|FIBB_MOUSE	tr|A0A340WRT5|A0A340WRT5_LIPVE
OG0013473	sp|Q61575|FOXN1_MOUSE	tr|A0A340WU40|A0A340WU40_LIPVE
OG0013474	sp|Q32M07|KAD8_MOUSE	tr|A0A340WVW5|A0A340WVW5_LIPVE
OG0013475	sp|Q5ND29|RILP_MOUSE	tr|A0A340WY56|A0A340WY56_LIPVE
OG0013476	sp|Q9DBY8|NVL_MOUSE	tr|A0A340WYU1|A0A340WYU1_LIPVE
OG0013477	sp|Q9CZT6|CMS1_MOUSE	tr|A0A340X1U5|A0A340X1U5_LIPVE
OG0013478	sp|O55100|SNG1_MOUSE	tr|A0A340X296|A0A340X296_LIPVE
OG0013479	sp|J3QNX5|SHSA8_MOUSE	tr|A0A340X2I1|A0A340X2I1_LIPVE
OG0013480	sp|O70362|PHLD_MOUSE	tr|A0A340X5I4|A0A340X5I4_LIPVE
OG0013481	sp|P48540|GDNF_MOUSE	tr|A0A340X6E0|A0A340X6E0_LIPVE
OG0013482	sp|Q8K485|KCD11_MOUSE	tr|A0A340X8C0|A0A340X8C0_LIPVE
OG0013483	sp|Q9CWU2|ZDH13_MOUSE	tr|A0A340X8H0|A0A340X8H0_LIPVE
OG0013484	sp|Q61189|ICLN_MOUSE	tr|A0A340X8K4|A0A340X8K4_LIPVE
OG0013485	sp|Q6NXH8|MET25_MOUSE	tr|A0A340X8M8|A0A340X8M8_LIPVE
OG0013486	sp|Q9DBN9|DDX59_MOUSE	tr|A0A340XB11|A0A340XB11_LIPVE
OG0013487	sp|Q78IS1|TMED3_MOUSE	tr|A0A340XE59|A0A340XE59_LIPVE
OG0013488	sp|Q9DB34|CHM2A_MOUSE	tr|A0A340XEB4|A0A340XEB4_LIPVE
OG0013489	sp|P13346|FOSB_MOUSE	tr|A0A340XEN9|A0A340XEN9_LIPVE
OG0013490	sp|P17439|GBA1_MOUSE	tr|A0A340XFJ8|A0A340XFJ8_LIPVE
OG0013491	sp|Q9ESS2|FGF22_MOUSE	tr|A0A340XGF6|A0A340XGF6_LIPVE
OG0013492	sp|Q01102|LYAM3_MOUSE	tr|A0A340XGR0|A0A340XGR0_LIPVE
OG0013493	tr|G5E893|G5E893_MOUSE	tr|A0A340XGW9|A0A340XGW9_LIPVE
OG0013494	sp|Q9CTG6|AT132_MOUSE	tr|A0A340XJ61|A0A340XJ61_LIPVE
OG0013495	sp|Q9D8Y7|TP8L2_MOUSE	tr|A0A340XJM4|A0A340XJM4_LIPVE
OG0013496	sp|Q6PFY8|TRI45_MOUSE	tr|A0A340XJT3|A0A340XJT3_LIPVE
OG0013497	sp|P70451|FER_MOUSE	tr|A0A340XMM7|A0A340XMM7_LIPVE
OG0013498	sp|Q80XI6|M3K11_MOUSE	tr|A0A340XRT1|A0A340XRT1_LIPVE
OG0013499	sp|P17564|PR15A_MOUSE	tr|A0A340XT63|A0A340XT63_LIPVE
OG0013500	sp|Q9WV31|ARC_MOUSE	tr|A0A340XWQ3|A0A340XWQ3_LIPVE
OG0013501	sp|Q8VHZ7|IMP4_MOUSE	tr|A0A340XXA4|A0A340XXA4_LIPVE
OG0013502	sp|Q9CQA5|MED4_MOUSE	tr|A0A340XZG2|A0A340XZG2_LIPVE
OG0013503	sp|Q64205|DLX3_MOUSE	tr|A0A340Y0N4|A0A340Y0N4_LIPVE
OG0013504	sp|P10284|HXB4_MOUSE	tr|A0A340Y0R4|A0A340Y0R4_LIPVE
OG0013505	sp|Q8CG80|SHF_MOUSE	tr|A0A340Y172|A0A340Y172_LIPVE
OG0013506	sp|Q8BPB5|FBLN3_MOUSE	tr|A0A340Y260|A0A340Y260_LIPVE
OG0013507	sp|Q9JLJ5|ELOV1_MOUSE	tr|A0A340Y3M8|A0A340Y3M8_LIPVE
OG0013508	sp|Q9JI57|GT2D1_MOUSE	tr|A0A340Y552|A0A340Y552_LIPVE
OG0013509	sp|Q9QYR6|MAP1A_MOUSE	tr|A0A340Y7X9|A0A340Y7X9_LIPVE
OG0013510	sp|Q8K031|STAR8_MOUSE	tr|A0A340Y959|A0A340Y959_LIPVE
OG0013511	sp|B7ZNG0|KIF7_MOUSE	tr|A0A340YC01|A0A340YC01_LIPVE
OG0013512	sp|Q9CQY2|RAMAC_MOUSE	tr|A0A340YCF3|A0A340YCF3_LIPVE
OG0013513	sp|B1AY13|UBP24_MOUSE	tr|A0A340YGK7|A0A340YGK7_LIPVE
OG0013514	tr|B2RXA7|B2RXA7_MOUSE	tr|A0A340YHT0|A0A340YHT0_LIPVE
OG0013515	sp|Q62417|SRBS1_MOUSE	tr|A0A340YJM2|A0A340YJM2_LIPVE
OG0013516	sp|Q8R322|GLE1_MOUSE	tr|A0A340YK35|A0A340YK35_LIPVE
OG0013517	sp|Q9WTP5|CAD22_MOUSE	tr|A0A340WBS1|A0A340WBS1_LIPVE
OG0013518	sp|Q60969|STYX_MOUSE	tr|A0A340WBV9|A0A340WBV9_LIPVE
OG0013519	sp|Q80UP5|AN13A_MOUSE	tr|A0A340WF98|A0A340WF98_LIPVE
OG0013520	sp|Q9D799|FMT_MOUSE	tr|A0A340WGG3|A0A340WGG3_LIPVE
OG0013521	sp|Q8BH24|TM9S4_MOUSE	tr|A0A340WIS3|A0A340WIS3_LIPVE
OG0013522	sp|Q8R2Z0|ADIPL_MOUSE	tr|A0A340WJR1|A0A340WJR1_LIPVE
OG0013523	sp|Q8BRH0|TMTC3_MOUSE	tr|A0A340WKE7|A0A340WKE7_LIPVE
OG0013524	sp|Q80SX8|PIF1_MOUSE	tr|A0A340WPS2|A0A340WPS2_LIPVE
OG0013525	sp|Q6V5K9|ZN474_MOUSE	tr|A0A340WPV2|A0A340WPV2_LIPVE
OG0013526	sp|P47937|NK3R_MOUSE	tr|A0A340WS58|A0A340WS58_LIPVE
OG0013527	sp|Q64249|NR6A1_MOUSE	tr|A0A340WTB6|A0A340WTB6_LIPVE
OG0013528	sp|Q5F2L2|FUT10_MOUSE	tr|A0A340WTB8|A0A340WTB8_LIPVE
OG0013529	sp|B8JKV0|AMN1_MOUSE	tr|A0A340WTJ9|A0A340WTJ9_LIPVE
OG0013530	sp|Q9D309|FAM3B_MOUSE	tr|A0A340WTU1|A0A340WTU1_LIPVE
OG0013531	sp|Q99LQ4|SVBP_MOUSE	tr|A0A340WUB4|A0A340WUB4_LIPVE
OG0013532	sp|O55188|DMP1_MOUSE	tr|A0A340WV79|A0A340WV79_LIPVE
OG0013533	sp|Q8BUR3|FOXJ3_MOUSE	tr|A0A340WVN1|A0A340WVN1_LIPVE
OG0013534	sp|Q8CHP8|PGP_MOUSE	tr|A0A340WWG3|A0A340WWG3_LIPVE
OG0013535	sp|Q8C6G1|CF410_MOUSE	tr|A0A340X0B1|A0A340X0B1_LIPVE
OG0013536	sp|P55098|PEX2_MOUSE	tr|A0A340X1F5|A0A340X1F5_LIPVE
OG0013537	sp|Q9JJF9|SPP2A_MOUSE	tr|A0A340X2M9|A0A340X2M9_LIPVE
OG0013538	sp|Q8CCA0|DCNL4_MOUSE	tr|A0A340X3K9|A0A340X3K9_LIPVE
OG0013539	sp|Q63ZV0|INSM1_MOUSE	tr|A0A340X5L0|A0A340X5L0_LIPVE
OG0013540	sp|Q505H4|VWC2L_MOUSE	tr|A0A340X8W2|A0A340X8W2_LIPVE
OG0013541	sp|Q80U49|C170B_MOUSE	tr|A0A340X9E6|A0A340X9E6_LIPVE
OG0013542	sp|P05532|KIT_MOUSE	tr|A0A340XAV1|A0A340XAV1_LIPVE
OG0013543	sp|Q3THK7|GUAA_MOUSE	tr|A0A340XCB0|A0A340XCB0_LIPVE
OG0013544	sp|Q9R210|TFEB_MOUSE	tr|A0A340XDT8|A0A340XDT8_LIPVE
OG0013545	sp|O88888|APBA3_MOUSE	tr|A0A340XFZ7|A0A340XFZ7_LIPVE
OG0013546	sp|Q9JKV7|EXTL1_MOUSE	tr|A0A340XGJ6|A0A340XGJ6_LIPVE
OG0013547	sp|O35448|PPT2_MOUSE	tr|A0A340XHL5|A0A340XHL5_LIPVE
OG0013548	tr|Q6NXK9|Q6NXK9_MOUSE	tr|A0A340XIU5|A0A340XIU5_LIPVE
OG0013549	sp|Q60614|AA2BR_MOUSE	tr|A0A340XMW8|A0A340XMW8_LIPVE
OG0013550	sp|Q8R087|B4GT7_MOUSE	tr|A0A340XP37|A0A340XP37_LIPVE
OG0013551	sp|P15314|IRF1_MOUSE	tr|A0A340XPX5|A0A340XPX5_LIPVE
OG0013552	sp|Q8BG99|PKNX2_MOUSE	tr|A0A340XQP9|A0A340XQP9_LIPVE
OG0013553	sp|P08042|ZFP1_MOUSE	tr|A0A340XS18|A0A340XS18_LIPVE
OG0013554	sp|J3QPP8|ALKL1_MOUSE	tr|A0A340XS29|A0A340XS29_LIPVE
OG0013555	sp|Q3U2K0|F193B_MOUSE	tr|A0A340XSJ4|A0A340XSJ4_LIPVE
OG0013556	sp|Q99LI8|HGS_MOUSE	tr|A0A340XSR5|A0A340XSR5_LIPVE
OG0013557	sp|O70302|CIDEA_MOUSE	tr|A0A340XT25|A0A340XT25_LIPVE
OG0013558	sp|P0C1T1|HXB2_MOUSE	tr|A0A340XUY9|A0A340XUY9_LIPVE
OG0013559	sp|Q6DFV1|CNDG2_MOUSE	tr|A0A340XV49|A0A340XV49_LIPVE
OG0013560	sp|Q9DCC4|P5CR3_MOUSE	tr|A0A340XWT6|A0A340XWT6_LIPVE
OG0013561	sp|Q8JZS6|N42L2_MOUSE	tr|A0A340XYR1|A0A340XYR1_LIPVE
OG0013562	sp|O88379|BAZ1A_MOUSE	tr|A0A340XZY5|A0A340XZY5_LIPVE
OG0013563	sp|Q8K070|SAM14_MOUSE	tr|A0A340Y0M9|A0A340Y0M9_LIPVE
OG0013564	tr|A0A571BDQ7|A0A571BDQ7_MOUSE	tr|A0A340Y175|A0A340Y175_LIPVE
OG0013565	sp|Q9D4H7|LONF3_MOUSE	tr|A0A340Y270|A0A340Y270_LIPVE
OG0013566	sp|P02831|HXA3_MOUSE	tr|A0A340Y3F4|A0A340Y3F4_LIPVE
OG0013567	sp|Q69ZC8|GPAM1_MOUSE	tr|A0A340Y4W2|A0A340Y4W2_LIPVE
OG0013568	sp|Q6NXY9|RPC7_MOUSE	tr|A0A340Y4Y1|A0A340Y4Y1_LIPVE
OG0013569	sp|Q8BI72|CARF_MOUSE	tr|A0A340Y559|A0A340Y559_LIPVE
OG0013570	tr|D3YYL3|D3YYL3_MOUSE	tr|A0A340Y5I7|A0A340Y5I7_LIPVE
OG0013571	sp|P62915|TF2B_MOUSE	tr|A0A340Y5Q0|A0A340Y5Q0_LIPVE
OG0013572	sp|P47911|RL6_MOUSE	tr|A0A340Y5Y0|A0A340Y5Y0_LIPVE
OG0013573	sp|P07321|EPO_MOUSE	tr|A0A340Y6N9|A0A340Y6N9_LIPVE
OG0013574	sp|Q9CQE5|RGS10_MOUSE	tr|A0A340Y7R3|A0A340Y7R3_LIPVE
OG0013575	sp|Q9CQZ6|NDUB3_MOUSE	tr|A0A340YA06|A0A340YA06_LIPVE
OG0013576	sp|Q9R1R0|LHX6_MOUSE	tr|A0A340YAE3|A0A340YAE3_LIPVE
OG0013577	sp|Q8K349|GIMA6_MOUSE	tr|A0A340YEU8|A0A340YEU8_LIPVE
OG0013578	sp|Q61224|5HT1D_MOUSE	tr|A0A340YFD4|A0A340YFD4_LIPVE
OG0013579	sp|Q8R3H9|TTC4_MOUSE	tr|A0A340YFK6|A0A340YFK6_LIPVE
OG0013580	sp|Q8CCH2|NHLC3_MOUSE	tr|A0A340YFP2|A0A340YFP2_LIPVE
OG0013581	sp|Q6P1G6|F167A_MOUSE	tr|A0A340YID0|A0A340YID0_LIPVE
OG0013582	sp|Q80VM3|TTC29_MOUSE	tr|A0A340YIZ1|A0A340YIZ1_LIPVE
OG0013583	sp|Q02526|ZFP41_MOUSE	tr|A0A340YKX3|A0A340YKX3_LIPVE
OG0013584	sp|E9PXT9|F170B_MOUSE	tr|A0A340WCM8|A0A340WCM8_LIPVE
OG0013585	sp|Q9ESV0|DDX24_MOUSE	tr|A0A340WCU9|A0A340WCU9_LIPVE
OG0013586	sp|P97789|XRN1_MOUSE	tr|A0A340WEG5|A0A340WEG5_LIPVE
OG0013587	sp|P47939|RES18_MOUSE	tr|A0A340WFS1|A0A340WFS1_LIPVE
OG0013588	sp|Q9CWH5|TRM11_MOUSE	tr|A0A340WH58|A0A340WH58_LIPVE
OG0013589	sp|Q9DA73|CCD89_MOUSE	tr|A0A340WMJ6|A0A340WMJ6_LIPVE
OG0013590	sp|Q9DB54|F216A_MOUSE	tr|A0A340WNZ4|A0A340WNZ4_LIPVE
OG0013591	sp|Q91Z92|B3GT6_MOUSE	tr|A0A340WPQ2|A0A340WPQ2_LIPVE
OG0013592	sp|Q149B8|PERM1_MOUSE	tr|A0A340WPW4|A0A340WPW4_LIPVE
OG0013593	sp|Q9CXC9|ETV5_MOUSE	tr|A0A340WRI7|A0A340WRI7_LIPVE
OG0013594	sp|Q3USY0|S38AB_MOUSE	tr|A0A340WT40|A0A340WT40_LIPVE
OG0013595	sp|P70245|EBP_MOUSE	tr|A0A340WTM5|A0A340WTM5_LIPVE
OG0013596	sp|Q920N7|SYT12_MOUSE	tr|A0A340WTX7|A0A340WTX7_LIPVE
OG0013597	sp|Q9CZQ9|BBS5_MOUSE	tr|A0A340WUL5|A0A340WUL5_LIPVE
OG0013598	sp|Q99JZ7|ERRFI_MOUSE	tr|A0A340WWG1|A0A340WWG1_LIPVE
OG0013599	sp|Q9EPA7|NMNA1_MOUSE	tr|A0A340WWH6|A0A340WWH6_LIPVE
OG0013600	sp|Q60774|TM45A_MOUSE	tr|A0A340X042|A0A340X042_LIPVE
OG0013601	sp|Q8C0J6|SWAHC_MOUSE	tr|A0A340X0N2|A0A340X0N2_LIPVE
OG0013602	sp|Q9CQA0|CENPM_MOUSE	tr|A0A340X264|A0A340X264_LIPVE
OG0013603	sp|Q8CHW1|THAP1_MOUSE	tr|A0A340X2H6|A0A340X2H6_LIPVE
OG0013604	sp|O88630|GOSR1_MOUSE	tr|A0A340X2Y7|A0A340X2Y7_LIPVE
OG0013605	sp|Q9CZJ1|UTP11_MOUSE	tr|A0A340X3X1|A0A340X3X1_LIPVE
OG0013606	sp|Q8BL65|ABLM2_MOUSE	tr|A0A340X5T7|A0A340X5T7_LIPVE
OG0013607	sp|Q3URV1|BROMI_MOUSE	tr|A0A340X7C1|A0A340X7C1_LIPVE
OG0013608	tr|A0A0U1RNG7|A0A0U1RNG7_MOUSE	tr|A0A340X8K1|A0A340X8K1_LIPVE
OG0013609	sp|Q8R179|KBTB4_MOUSE	tr|A0A340X9V4|A0A340X9V4_LIPVE
OG0013610	sp|Q99JB8|PACN3_MOUSE	tr|A0A340X9Y8|A0A340X9Y8_LIPVE
OG0013611	sp|Q61066|NR0B1_MOUSE	tr|A0A340XA21|A0A340XA21_LIPVE
OG0013612	sp|Q8CA71|SHSA4_MOUSE	tr|A0A340XAL4|A0A340XAL4_LIPVE
OG0013613	sp|P04186|CFAB_MOUSE	tr|A0A340XDR3|A0A340XDR3_LIPVE
OG0013614	sp|Q8VBV8|GUC1B_MOUSE	tr|A0A340XDV0|A0A340XDV0_LIPVE
OG0013615	sp|Q3USQ7|SYN1L_MOUSE	tr|A0A340XEE5|A0A340XEE5_LIPVE
OG0013616	sp|P17125|TGFB3_MOUSE	tr|A0A340XEG4|A0A340XEG4_LIPVE
OG0013617	sp|Q9DCH4|EIF3F_MOUSE	tr|A0A340XEN4|A0A340XEN4_LIPVE
OG0013618	sp|Q9DB90|SMG9_MOUSE	tr|A0A340XEU4|A0A340XEU4_LIPVE
OG0013619	sp|Q4QRL3|CC88B_MOUSE	tr|A0A340XL25|A0A340XL25_LIPVE
OG0013620	sp|Q9D4J7|PHF6_MOUSE	tr|A0A340XNI8|A0A340XNI8_LIPVE
OG0013621	sp|P27870|VAV_MOUSE	tr|A0A340XNP7|A0A340XNP7_LIPVE
OG0013622	sp|A2ARA8|ITA8_MOUSE	tr|A0A340XPK4|A0A340XPK4_LIPVE
OG0013623	sp|P97329|KI20A_MOUSE	tr|A0A340XQ40|A0A340XQ40_LIPVE
OG0013624	sp|Q9CQS8|SC61B_MOUSE	tr|A0A340XQT8|A0A340XQT8_LIPVE
OG0013625	sp|Q9CR02|TMA16_MOUSE	tr|A0A340XRD4|A0A340XRD4_LIPVE
OG0013626	sp|Q99J59|TSN1_MOUSE	tr|A0A340XV20|A0A340XV20_LIPVE
OG0013627	sp|Q91WS2|NLRP6_MOUSE	tr|A0A340XXG5|A0A340XXG5_LIPVE
OG0013628	sp|O35473|C1D_MOUSE	tr|A0A340XXW9|A0A340XXW9_LIPVE
OG0013629	sp|Q9D753|EXOS8_MOUSE	tr|A0A340XYP0|A0A340XYP0_LIPVE
OG0013630	sp|O08674|RBPJL_MOUSE	tr|A0A340XZW9|A0A340XZW9_LIPVE
OG0013631	sp|Q8VDV8|MITD1_MOUSE	tr|A0A340Y0V6|A0A340Y0V6_LIPVE
OG0013632	sp|Q8JZM7|CDC73_MOUSE	tr|A0A340Y1C5|A0A340Y1C5_LIPVE
OG0013633	sp|O35740|CITE2_MOUSE	tr|A0A340Y1W0|A0A340Y1W0_LIPVE
OG0013634	sp|Q8CFV2|F149A_MOUSE	tr|A0A340Y2B9|A0A340Y2B9_LIPVE
OG0013635	sp|Q9CQN6|TM14C_MOUSE	tr|A0A340Y4N7|A0A340Y4N7_LIPVE
OG0013636	sp|Q8BVM4|AZIN2_MOUSE	tr|A0A340Y4Z3|A0A340Y4Z3_LIPVE
OG0013637	sp|Q8CBY3|LENG8_MOUSE	tr|A0A340Y6U5|A0A340Y6U5_LIPVE
OG0013638	sp|Q91XQ5|CHSTF_MOUSE	tr|A0A340Y8P0|A0A340Y8P0_LIPVE
OG0013639	sp|Q8C102|GALT5_MOUSE	tr|A0A340Y994|A0A340Y994_LIPVE
OG0013640	sp|Q8C092|TAF5_MOUSE	tr|A0A340Y9W1|A0A340Y9W1_LIPVE
OG0013641	sp|Q8BFZ8|FA72A_MOUSE	tr|A0A340YAN1|A0A340YAN1_LIPVE
OG0013642	sp|O88393|TGBR3_MOUSE	tr|A0A340YB09|A0A340YB09_LIPVE
