Orthogroup	Mus_musculus	Pteropus_alecto
OG0009254	sp|Q60961|LAP4A_MOUSE	tr|L5KSU0|L5KSU0_PTEAL
OG0009255	sp|Q62120|JAK2_MOUSE	tr|L5K8D1|L5K8D1_PTEAL
OG0009256	sp|Q69ZT1|FAN1_MOUSE	tr|L5L0C5|L5L0C5_PTEAL
OG0009257	sp|Q6PCN7|HLTF_MOUSE	tr|L5K894|L5K894_PTEAL
OG0009258	tr|Q6PDK0|Q6PDK0_MOUSE	tr|L5KWD3|L5KWD3_PTEAL
OG0009259	sp|Q6PDM2|SRSF1_MOUSE	tr|L5JRZ9|L5JRZ9_PTEAL
OG0009260	sp|Q7TPM1|PRC2B_MOUSE	tr|L5K6G3|L5K6G3_PTEAL
OG0009261	sp|Q7TQD2|TPPP_MOUSE	tr|L5K8Y5|L5K8Y5_PTEAL
OG0009262	sp|Q80SU7|GVIN1_MOUSE	tr|L5L085|L5L085_PTEAL
OG0009263	sp|Q80XH1|KXDL1_MOUSE	tr|L5L632|L5L632_PTEAL
OG0009264	tr|Q811Q3|Q811Q3_MOUSE	tr|L5JR14|L5JR14_PTEAL
OG0009265	sp|Q811W2|CP26B_MOUSE	tr|L5KUG2|L5KUG2_PTEAL
OG0009266	sp|Q8BL74|TF3C2_MOUSE	tr|L5KRK0|L5KRK0_PTEAL
OG0009267	sp|Q8BRX9|MARH3_MOUSE	tr|L5KIX5|L5KIX5_PTEAL
OG0009268	sp|Q8CFU8|T53I2_MOUSE	tr|L5JXR3|L5JXR3_PTEAL
OG0009269	sp|Q8K0H7|S45A3_MOUSE	tr|L5JVG8|L5JVG8_PTEAL
OG0009270	sp|Q8K1A6|C2D1A_MOUSE	tr|L5K5V7|L5K5V7_PTEAL
OG0009271	sp|Q8R035|ICT1_MOUSE	tr|L5KM73|L5KM73_PTEAL
OG0009272	sp|Q8VDD8|WASH1_MOUSE	tr|L5JVT1|L5JVT1_PTEAL
OG0009273	sp|Q91WA1|TIPIN_MOUSE	tr|L5K3H2|L5K3H2_PTEAL
OG0009274	sp|Q921H9|COA7_MOUSE	tr|L5K5U1|L5K5U1_PTEAL
OG0009275	sp|Q99P27|PG12B_MOUSE	tr|L5KDY2|L5KDY2_PTEAL
OG0009276	sp|Q99PN3|TRI26_MOUSE	tr|L5KHV1|L5KHV1_PTEAL
OG0009277	sp|Q9CWS0|DDAH1_MOUSE	tr|L5K690|L5K690_PTEAL
OG0009278	sp|Q9CY16|RT28_MOUSE	tr|L5JSN6|L5JSN6_PTEAL
OG0009279	sp|Q9D081|ALG14_MOUSE	tr|L5K279|L5K279_PTEAL
OG0009280	sp|Q9D241|RN186_MOUSE	tr|L5JUN4|L5JUN4_PTEAL
OG0009281	sp|Q9D7K2|TEN1L_MOUSE	tr|L5KNC5|L5KNC5_PTEAL
OG0009282	sp|Q9D7Q0|LYG1_MOUSE	tr|L5KEQ6|L5KEQ6_PTEAL
OG0009283	sp|Q9D823|RL37_MOUSE	tr|L5K6H3|L5K6H3_PTEAL
OG0009284	sp|Q9DC40|TELO2_MOUSE	tr|L5KGJ7|L5KGJ7_PTEAL
OG0009285	sp|Q9DCK3|TSN4_MOUSE	tr|L5KPQ2|L5KPQ2_PTEAL
OG0009286	sp|Q9DCX1|MD2BP_MOUSE	tr|L5JLP0|L5JLP0_PTEAL
OG0009287	sp|Q9ERS2|NDUAD_MOUSE	tr|L5L660|L5L660_PTEAL
OG0009288	sp|Q9JJZ4|UB2J1_MOUSE	tr|L5JMC2|L5JMC2_PTEAL
OG0009289	sp|Q9JKL5|CHP3_MOUSE	tr|L5KWY1|L5KWY1_PTEAL
OG0009290	sp|Q9JLI8|SART3_MOUSE	tr|L5JXZ1|L5JXZ1_PTEAL
OG0009291	sp|Q9QWV9|CCNT1_MOUSE	tr|L5KAQ1|L5KAQ1_PTEAL
OG0009292	sp|Q9WU79|PROD_MOUSE	tr|L5KEP7|L5KEP7_PTEAL
OG0009293	sp|A4Q9F0|TTLL7_MOUSE	tr|L5K668|L5K668_PTEAL
OG0009294	sp|A9JSM3|TM238_MOUSE	tr|L5KCU8|L5KCU8_PTEAL
OG0009295	sp|E9Q3L2|PI4KA_MOUSE	tr|L5KXN5|L5KXN5_PTEAL
OG0009296	sp|O08852|PKD1_MOUSE	tr|L5KJS6|L5KJS6_PTEAL
OG0009297	sp|O09198|MAL_MOUSE	tr|L5KVI1|L5KVI1_PTEAL
OG0009298	sp|O35280|CHK1_MOUSE	tr|L5KGZ5|L5KGZ5_PTEAL
OG0009299	sp|P0C8K7|SMIM1_MOUSE	tr|L5KIJ9|L5KIJ9_PTEAL
OG0009300	sp|P0CB42|ALKB1_MOUSE	tr|L5JP09|L5JP09_PTEAL
OG0009301	sp|P22933|GBRD_MOUSE	tr|L5L835|L5L835_PTEAL
OG0009302	sp|P35951|LDLR_MOUSE	tr|L5L3I4|L5L3I4_PTEAL
OG0009303	sp|P70297|STAM1_MOUSE	tr|L5KZQ9|L5KZQ9_PTEAL
OG0009304	sp|P70669|PHEX_MOUSE	tr|L5KQD0|L5KQD0_PTEAL
OG0009305	sp|P97946|VEGFD_MOUSE	tr|L5KNN4|L5KNN4_PTEAL
OG0009306	sp|Q02242|PDCD1_MOUSE	tr|L5KSQ0|L5KSQ0_PTEAL
OG0009307	sp|Q3TUD9|TMM18_MOUSE	tr|L5KSN6|L5KSN6_PTEAL
OG0009308	sp|Q3U034|METL4_MOUSE	tr|L5K2B5|L5K2B5_PTEAL
OG0009309	sp|Q5U5Q9|UIMC1_MOUSE	tr|L5JV11|L5JV11_PTEAL
OG0009310	sp|Q61979|NNAT_MOUSE	tr|L5JYL7|L5JYL7_PTEAL
OG0009311	sp|Q64008|RAB34_MOUSE	tr|L5JSD1|L5JSD1_PTEAL
OG0009312	sp|Q6IR37|ZDH24_MOUSE	tr|L5KQT9|L5KQT9_PTEAL
OG0009313	tr|Q6NZR5|Q6NZR5_MOUSE	tr|L5L5L5|L5L5L5_PTEAL
OG0009314	sp|Q6P8M1|TATD1_MOUSE	tr|L5KA38|L5KA38_PTEAL
OG0009315	sp|Q6P9J5|KANK4_MOUSE	tr|L5K6U9|L5K6U9_PTEAL
OG0009316	sp|Q6PCP7|GP156_MOUSE	tr|L5L3R8|L5L3R8_PTEAL
OG0009317	sp|Q6PGE7|SC6A7_MOUSE	tr|L5L1W7|L5L1W7_PTEAL
OG0009318	sp|Q80TE3|MARH4_MOUSE	tr|L5L1B9|L5L1B9_PTEAL
OG0009319	sp|Q8BGS0|MAK16_MOUSE	tr|L5KE39|L5KE39_PTEAL
OG0009320	sp|Q8BH07|AR6P6_MOUSE	tr|L5JZV1|L5JZV1_PTEAL
OG0009321	sp|Q8BI73|ZN775_MOUSE	tr|L5K0S5|L5K0S5_PTEAL
OG0009322	sp|Q8BR37|NHLC1_MOUSE	tr|L5KU63|L5KU63_PTEAL
OG0009323	sp|Q8BSN9|FAKD3_MOUSE	tr|L5K8V2|L5K8V2_PTEAL
OG0009324	sp|Q8C0I4|EPC2_MOUSE	tr|L5JYR4|L5JYR4_PTEAL
OG0009325	sp|Q8C5H8|NAKD2_MOUSE	tr|L5K2Y5|L5K2Y5_PTEAL
OG0009326	sp|Q8CIC2|NUP42_MOUSE	tr|L5KMP3|L5KMP3_PTEAL
OG0009327	sp|Q8K0B2|LMBD1_MOUSE	tr|L5JN34|L5JN34_PTEAL
OG0009328	sp|Q8R555|CRAC1_MOUSE	tr|L5JQ20|L5JQ20_PTEAL
OG0009329	sp|Q91W67|UBL7_MOUSE	tr|L5JVM5|L5JVM5_PTEAL
OG0009330	sp|Q921Q7|RIN1_MOUSE	tr|L5KRA4|L5KRA4_PTEAL
OG0009331	sp|Q922Y2|TRI59_MOUSE	tr|L5KXF4|L5KXF4_PTEAL
OG0009332	sp|Q925F4|RNF37_MOUSE	tr|L5JZU8|L5JZU8_PTEAL
OG0009333	sp|Q99J78|DEFI8_MOUSE	tr|L5JWR0|L5JWR0_PTEAL
OG0009334	sp|Q99K24|S39A3_MOUSE	tr|L5L7W1|L5L7W1_PTEAL
OG0009335	sp|Q99N93|RM16_MOUSE	tr|L5KP09|L5KP09_PTEAL
OG0009336	sp|Q9CQC2|COL_MOUSE	tr|L5KYN5|L5KYN5_PTEAL
OG0009337	sp|Q9CV28|MINY3_MOUSE	tr|L5L1P4|L5L1P4_PTEAL
OG0009338	sp|Q9D995|CNTD1_MOUSE	tr|L5JRB1|L5JRB1_PTEAL
OG0009339	sp|Q9DA15|THEGL_MOUSE	tr|L5JWI1|L5JWI1_PTEAL
OG0009340	sp|Q9EQT6|SYT13_MOUSE	tr|L5KYI7|L5KYI7_PTEAL
OG0009341	sp|Q9JKN6|NOVA1_MOUSE	tr|L5L0V6|L5L0V6_PTEAL
OG0009342	sp|Q9JKP8|CHRC1_MOUSE	tr|L5KJ33|L5KJ33_PTEAL
OG0009343	sp|Q9R0A5|NEK3_MOUSE	tr|L5KUT0|L5KUT0_PTEAL
OG0009344	sp|Q9WU20|MTHR_MOUSE	tr|L5KGS1|L5KGS1_PTEAL
OG0009345	tr|A2A484|A2A484_MOUSE	tr|L5JXT1|L5JXT1_PTEAL
OG0009346	tr|B2RXM6|B2RXM6_MOUSE	tr|L5L6P7|L5L6P7_PTEAL
OG0009347	tr|E9PXQ7|E9PXQ7_MOUSE	tr|L5KA52|L5KA52_PTEAL
OG0009348	tr|J3QPM6|J3QPM6_MOUSE	tr|L5JP96|L5JP96_PTEAL
OG0009349	sp|O55112|AFF2_MOUSE	tr|L5KIG1|L5KIG1_PTEAL
OG0009350	sp|O70372|TERT_MOUSE	tr|L5K9F8|L5K9F8_PTEAL
OG0009352	sp|P30548|NK1R_MOUSE	tr|L5L475|L5L475_PTEAL
OG0009353	sp|P32067|LA_MOUSE	tr|L5JYZ9|L5JYZ9_PTEAL
OG0009354	sp|P32443|MEOX2_MOUSE	tr|L5KNQ7|L5KNQ7_PTEAL
OG0009355	sp|P41593|PTH1R_MOUSE	tr|L5KI25|L5KI25_PTEAL
OG0009356	sp|P48756|GIP_MOUSE	tr|L5JQD8|L5JQD8_PTEAL
OG0009357	sp|P62311|LSM3_MOUSE	tr|L5KYW5|L5KYW5_PTEAL
OG0009358	sp|Q14BK3|TEX35_MOUSE	tr|L5KYZ3|L5KYZ3_PTEAL
OG0009359	sp|Q3TPE9|ANKY2_MOUSE	tr|L5KLM2|L5KLM2_PTEAL
OG0009360	sp|Q3UG20|KMT2E_MOUSE	tr|L5JRD5|L5JRD5_PTEAL
OG0009361	sp|Q3UHI0|CCSE2_MOUSE	tr|L5KD58|L5KD58_PTEAL
OG0009362	sp|Q3USJ8|FCSD2_MOUSE	tr|L5K8E9|L5K8E9_PTEAL
OG0009363	sp|Q5GAM7|RNS13_MOUSE	tr|L5K8L7|L5K8L7_PTEAL
OG0009364	sp|Q5SW75|SSH2_MOUSE	tr|L5JT09|L5JT09_PTEAL
OG0009365	sp|Q60696|PMEL_MOUSE	tr|L5KV09|L5KV09_PTEAL
OG0009366	sp|Q64433|CH10_MOUSE	tr|L5K0F0|L5K0F0_PTEAL
OG0009367	sp|Q765H6|MGT5B_MOUSE	tr|L5KNB7|L5KNB7_PTEAL
OG0009368	sp|Q80Y75|DJB13_MOUSE	tr|L5JLT3|L5JLT3_PTEAL
OG0009369	sp|Q8BKT3|GCFC2_MOUSE	tr|L5L4T8|L5L4T8_PTEAL
OG0009370	sp|Q8R4H9|ZNT5_MOUSE	tr|L5KJC2|L5KJC2_PTEAL
OG0009371	sp|Q8VCB2|MED25_MOUSE	tr|L5L527|L5L527_PTEAL
OG0009372	sp|Q8VCY6|UTP6_MOUSE	tr|L5JU42|L5JU42_PTEAL
OG0009373	sp|Q8VHA6|ASB18_MOUSE	tr|L5KSE0|L5KSE0_PTEAL
OG0009374	sp|Q91W10|S39A8_MOUSE	tr|L5K6J2|L5K6J2_PTEAL
OG0009375	sp|Q91XF0|PNPO_MOUSE	tr|L5JRP9|L5JRP9_PTEAL
OG0009376	sp|Q924X7|STK33_MOUSE	tr|L5L2P8|L5L2P8_PTEAL
OG0009377	sp|Q93092|TALDO_MOUSE	tr|L5KN83|L5KN83_PTEAL
OG0009378	sp|Q99L00|HAUS8_MOUSE	tr|L5L7V8|L5L7V8_PTEAL
OG0009379	sp|Q9CQM9|GLRX3_MOUSE	tr|L5KJQ4|L5KJQ4_PTEAL
OG0009380	sp|Q9CZ00|DBND1_MOUSE	tr|L5JXF4|L5JXF4_PTEAL
OG0009381	sp|Q9CZ16|T178A_MOUSE	tr|L5KU64|L5KU64_PTEAL
OG0009382	sp|Q9D0L6|BAMBI_MOUSE	tr|L5JSF7|L5JSF7_PTEAL
OG0009383	sp|Q9D1C3|PREY_MOUSE	tr|L5KQM6|L5KQM6_PTEAL
OG0009384	sp|Q9D938|TM160_MOUSE	tr|L5KPH0|L5KPH0_PTEAL
OG0009385	sp|Q9DBJ6|JOS1_MOUSE	tr|L5KEW7|L5KEW7_PTEAL
OG0009386	sp|Q9EPJ9|ARFG1_MOUSE	tr|L5K1Q5|L5K1Q5_PTEAL
OG0009387	sp|Q9ESJ0|XPO4_MOUSE	tr|L5L4W2|L5L4W2_PTEAL
OG0009388	sp|Q9JHJ3|GLMP_MOUSE	tr|L5JTS5|L5JTS5_PTEAL
OG0009389	sp|Q9JJT0|RCL1_MOUSE	tr|L5K6N8|L5K6N8_PTEAL
OG0009390	sp|Q9JJY3|NSMA2_MOUSE	tr|L5KUA1|L5KUA1_PTEAL
OG0009391	sp|Q9JKK0|RCAN3_MOUSE	tr|L5JUG3|L5JUG3_PTEAL
OG0009392	sp|Q9QXE4|T53I1_MOUSE	tr|L5KAV0|L5KAV0_PTEAL
OG0009393	sp|Q9QZ59|DMRT1_MOUSE	tr|L5K961|L5K961_PTEAL
OG0009394	sp|Q9WU84|CCS_MOUSE	tr|L5KPQ1|L5KPQ1_PTEAL
OG0009395	sp|Q9Z2E2|MBD1_MOUSE	tr|L5K1N8|L5K1N8_PTEAL
OG0009396	sp|E9Q5M6|CFA44_MOUSE	tr|L5L3F2|L5L3F2_PTEAL
OG0009397	sp|F8VQB6|MYO10_MOUSE	tr|L5KZJ2|L5KZJ2_PTEAL
OG0009398	sp|P01580|IFNG_MOUSE	tr|L5JT42|L5JT42_PTEAL
OG0009399	sp|P48725|PCNT_MOUSE	tr|L5JVX0|L5JVX0_PTEAL
OG0009400	sp|P49722|PSA2_MOUSE	tr|L5JQS9|L5JQS9_PTEAL
OG0009401	sp|P54923|ADPRH_MOUSE	tr|L5L2V7|L5L2V7_PTEAL
OG0009402	sp|P59242|CING_MOUSE	tr|L5K3Y3|L5K3Y3_PTEAL
OG0009403	sp|Q01853|TERA_MOUSE	tr|L5KBJ0|L5KBJ0_PTEAL
OG0009404	sp|Q03147|CDK7_MOUSE	tr|L5KIM6|L5KIM6_PTEAL
OG0009405	sp|Q32M26|CK087_MOUSE	tr|L5K6F5|L5K6F5_PTEAL
OG0009406	sp|Q3TC93|H1BP3_MOUSE	tr|L5KSU4|L5KSU4_PTEAL
OG0009407	sp|Q3V1H1|CKAP2_MOUSE	tr|L5KWM7|L5KWM7_PTEAL
OG0009408	sp|Q5NC83|SPT48_MOUSE	tr|L5KMB8|L5KMB8_PTEAL
OG0009409	sp|Q5XG73|ACBD5_MOUSE	tr|L5L0R0|L5L0R0_PTEAL
OG0009410	sp|Q60778|IKBB_MOUSE	tr|L5KPK7|L5KPK7_PTEAL
OG0009411	sp|Q61687|ATRX_MOUSE	tr|L5KRR6|L5KRR6_PTEAL
OG0009412	sp|Q6NY15|TSG10_MOUSE	tr|L5KU86|L5KU86_PTEAL
OG0009413	sp|Q6P9R4|ARHGI_MOUSE	tr|L5K9A2|L5K9A2_PTEAL
OG0009414	sp|Q6PZD9|CEBPE_MOUSE	tr|L5KIT1|L5KIT1_PTEAL
OG0009415	sp|Q7TPM9|MTMRA_MOUSE	tr|L5KZF8|L5KZF8_PTEAL
OG0009416	sp|Q7TQ65|TMC4_MOUSE	tr|L5KZF0|L5KZF0_PTEAL
OG0009417	sp|Q80W71|PKHA8_MOUSE	tr|L5KM53|L5KM53_PTEAL
OG0009418	sp|Q8BFW6|ENTP3_MOUSE	tr|L5KH50|L5KH50_PTEAL
OG0009419	sp|Q8BHC7|RHBL4_MOUSE	tr|L5L140|L5L140_PTEAL
OG0009420	sp|Q8BHZ4|ZN592_MOUSE	tr|L5L3I8|L5L3I8_PTEAL
OG0009421	sp|Q8BXJ2|TREF1_MOUSE	tr|L5JQ99|L5JQ99_PTEAL
OG0009422	sp|Q8BXK4|SAMTR_MOUSE	tr|L5KSN1|L5KSN1_PTEAL
OG0009423	sp|Q8C5T4|MORN3_MOUSE	tr|L5KSW2|L5KSW2_PTEAL
OG0009424	sp|Q8C6B9|AROS_MOUSE	tr|L5K910|L5K910_PTEAL
OG0009425	sp|Q8CE64|ZN276_MOUSE	tr|L5JV45|L5JV45_PTEAL
OG0009426	sp|Q8CG27|ACTL9_MOUSE	tr|L5K8R3|L5K8R3_PTEAL
OG0009427	sp|Q8JZQ9|EIF3B_MOUSE	tr|L5KFF6|L5KFF6_PTEAL
OG0009428	sp|Q8JZV4|RBM41_MOUSE	tr|L5KEV2|L5KEV2_PTEAL
OG0009429	sp|Q8K2P1|LUR1L_MOUSE	tr|L5K6M1|L5K6M1_PTEAL
OG0009430	sp|Q8QZS5|RN183_MOUSE	tr|L5KA50|L5KA50_PTEAL
OG0009431	sp|Q8R3P6|INT14_MOUSE	tr|L5K1V8|L5K1V8_PTEAL
OG0009432	sp|Q8R4X1|ACER1_MOUSE	tr|L5L6V8|L5L6V8_PTEAL
OG0009433	sp|Q8VI23|S12A8_MOUSE	tr|L5L2Z4|L5L2Z4_PTEAL
OG0009434	sp|Q91ZR4|NEK8_MOUSE	tr|L5JR70|L5JR70_PTEAL
OG0009435	sp|Q91ZT5|FGD4_MOUSE	tr|L5KMN4|L5KMN4_PTEAL
OG0009436	sp|Q91ZW2|OFUT1_MOUSE	tr|L5JXM9|L5JXM9_PTEAL
OG0009437	sp|Q9CR04|HYPM_MOUSE	tr|L5K6J4|L5K6J4_PTEAL
OG0009438	sp|Q9CXG9|PHF19_MOUSE	tr|L5K9J5|L5K9J5_PTEAL
OG0009439	sp|Q9D1M7|FKB11_MOUSE	tr|L5KCB6|L5KCB6_PTEAL
OG0009440	sp|Q9D2X0|ANR39_MOUSE	tr|L5KUA2|L5KUA2_PTEAL
OG0009441	sp|Q9DAM3|HSPB9_MOUSE	tr|L5JRW1|L5JRW1_PTEAL
OG0009442	tr|Q9EQ08|Q9EQ08_MOUSE	tr|L5KKU6|L5KKU6_PTEAL
OG0009443	sp|Q9JJL9|LT4R2_MOUSE	tr|L5KKX0|L5KKX0_PTEAL
OG0009444	sp|Q9QXT5|EGFL7_MOUSE	tr|L5K9H0|L5K9H0_PTEAL
OG0009445	sp|Q9QYE0|PLAG1_MOUSE	tr|L5JSQ0|L5JSQ0_PTEAL
OG0009446	tr|A0A1D5RMD1|A0A1D5RMD1_MOUSE	tr|L5L623|L5L623_PTEAL
OG0009447	tr|A0A504|A0A504_MOUSE	tr|L5KEB7|L5KEB7_PTEAL
OG0009448	tr|E9PXX8|E9PXX8_MOUSE	tr|L5KPJ6|L5KPJ6_PTEAL
OG0009449	tr|E9Q777|E9Q777_MOUSE	tr|L5KEC9|L5KEC9_PTEAL
OG0009450	tr|G3UW50|G3UW50_MOUSE	tr|L5KEV9|L5KEV9_PTEAL
OG0009451	sp|O08759|UBE3A_MOUSE	tr|L5L0R4|L5L0R4_PTEAL
OG0009452	sp|P03995|GFAP_MOUSE	tr|L5KRV9|L5KRV9_PTEAL
OG0009453	sp|P16297|IL2RB_MOUSE	tr|L5KHX4|L5KHX4_PTEAL
OG0009454	sp|P32115|PAX4_MOUSE	tr|L5KR31|L5KR31_PTEAL
OG0009455	sp|P48302|EDNRB_MOUSE	tr|L5KI79|L5KI79_PTEAL
OG0009456	sp|Q33DR3|DLP1_MOUSE	tr|L5JMN7|L5JMN7_PTEAL
OG0009457	sp|Q3U285|LCORL_MOUSE	tr|L5K7K6|L5K7K6_PTEAL
OG0009458	sp|Q3ULG3|SRARP_MOUSE	tr|L5KIZ2|L5KIZ2_PTEAL
OG0009459	sp|Q60935|NAR1_MOUSE	tr|L5K500|L5K500_PTEAL
OG0009460	sp|Q61333|TNAP2_MOUSE	tr|L5JR31|L5JR31_PTEAL
OG0009461	sp|Q62446|FKBP3_MOUSE	tr|L5JWW7|L5JWW7_PTEAL
OG0009462	sp|Q69ZM6|STK36_MOUSE	tr|L5L2C4|L5L2C4_PTEAL
OG0009463	sp|Q6BCL1|PRAM_MOUSE	tr|L5K9M8|L5K9M8_PTEAL
OG0009464	sp|Q6IQX7|CHSS2_MOUSE	tr|L5L162|L5L162_PTEAL
OG0009465	sp|Q80TM6|R3HD2_MOUSE	tr|L5KVT0|L5KVT0_PTEAL
OG0009466	sp|Q810B3|BSH_MOUSE	tr|L5JT80|L5JT80_PTEAL
OG0009467	sp|Q8C4M7|CENPU_MOUSE	tr|L5KBV7|L5KBV7_PTEAL
OG0009468	sp|Q8C9X1|SNTAN_MOUSE	tr|L5K8S3|L5K8S3_PTEAL
OG0009469	sp|Q8CCC3|CL056_MOUSE	tr|L5JTU4|L5JTU4_PTEAL
OG0009470	sp|Q8CEZ4|MB214_MOUSE	tr|L5KUD6|L5KUD6_PTEAL
OG0009471	sp|Q8CFH6|SIK2_MOUSE	tr|L5KKT9|L5KKT9_PTEAL
OG0009472	sp|Q8R238|SDSL_MOUSE	tr|L5KWX2|L5KWX2_PTEAL
OG0009473	sp|Q8VD04|GRAP1_MOUSE	tr|L5JYX6|L5JYX6_PTEAL
OG0009474	sp|Q8VE19|MIO_MOUSE	tr|L5KLX3|L5KLX3_PTEAL
OG0009475	sp|Q8VE98|CD276_MOUSE	tr|L5JW14|L5JW14_PTEAL
OG0009476	sp|Q8VEH0|TM144_MOUSE	tr|L5KCU3|L5KCU3_PTEAL
OG0009477	sp|Q91V45|KISSR_MOUSE	tr|L5L779|L5L779_PTEAL
OG0009478	sp|Q91VN6|DDX41_MOUSE	tr|L5JY34|L5JY34_PTEAL
OG0009479	sp|Q91WE4|CR032_MOUSE	tr|L5K2Q3|L5K2Q3_PTEAL
OG0009480	sp|Q922Q6|ABHEA_MOUSE	tr|L5KUL5|L5KUL5_PTEAL
OG0009481	sp|Q9CQ29|RN151_MOUSE	tr|L5KHK3|L5KHK3_PTEAL
OG0009482	sp|Q9CQN7|RM41_MOUSE	tr|L5K7V9|L5K7V9_PTEAL
OG0009483	sp|Q9CWY9|RIP_MOUSE	tr|L5JZ16|L5JZ16_PTEAL
OG0009484	sp|Q9CXI5|MANF_MOUSE	tr|L5KUP4|L5KUP4_PTEAL
OG0009485	sp|Q9CY62|RN181_MOUSE	tr|L5K7J6|L5K7J6_PTEAL
OG0009486	sp|Q9D0D5|T2EA_MOUSE	tr|L5L477|L5L477_PTEAL
OG0009487	sp|Q9D417|FBX24_MOUSE	tr|L5K5H1|L5K5H1_PTEAL
OG0009488	sp|Q9DC61|MPPA_MOUSE	tr|L5K7Q8|L5K7Q8_PTEAL
OG0009489	sp|Q9ER56|CAN12_MOUSE	tr|L5KNG0|L5KNG0_PTEAL
OG0009490	sp|Q9ERI6|RDH14_MOUSE	tr|L5KRE3|L5KRE3_PTEAL
OG0009491	sp|Q9ERZ0|HEMGN_MOUSE	tr|L5KMV0|L5KMV0_PTEAL
OG0009492	sp|Q9JL16|ISG20_MOUSE	tr|L5L3E0|L5L3E0_PTEAL
OG0009493	sp|Q9JM51|PTGES_MOUSE	tr|L5JRR8|L5JRR8_PTEAL
OG0009494	sp|Q9QYC7|VKGC_MOUSE	tr|L5KA74|L5KA74_PTEAL
OG0009495	sp|Q9QYY7|ESM1_MOUSE	tr|L5KKK9|L5KKK9_PTEAL
OG0009496	sp|Q9R1S8|CAN7_MOUSE	tr|L5L0F2|L5L0F2_PTEAL
OG0009497	sp|A0A1L1SUL6|TXND6_MOUSE	tr|L5L0W9|L5L0W9_PTEAL
OG0009498	sp|A0AUP1|CC112_MOUSE	tr|L5KIT6|L5KIT6_PTEAL
OG0009499	sp|O08648|M3K4_MOUSE	tr|L5KE77|L5KE77_PTEAL
OG0009500	sp|O35609|SCAM3_MOUSE	tr|L5JTW9|L5JTW9_PTEAL
OG0009501	sp|P01872|IGHM_MOUSE	tr|L5L5B6|L5L5B6_PTEAL
OG0009502	sp|P04184|KITH_MOUSE	tr|L5KLX6|L5KLX6_PTEAL
OG0009503	sp|P0C1V4|TMCO2_MOUSE	tr|L5L6Z8|L5L6Z8_PTEAL
OG0009504	sp|P29752|LALBA_MOUSE	tr|L5K9R3|L5K9R3_PTEAL
OG0009505	sp|P59281|RHG39_MOUSE	tr|L5KLW2|L5KLW2_PTEAL
OG0009506	sp|P62962|PROF1_MOUSE	tr|L5JWP8|L5JWP8_PTEAL
OG0009507	sp|P63213|GBG2_MOUSE	tr|L5K3D3|L5K3D3_PTEAL
OG0009508	sp|Q3V0E1|CI131_MOUSE	tr|L5KBY8|L5KBY8_PTEAL
OG0009509	sp|Q3V3R4|ITA1_MOUSE	tr|L5KN09|L5KN09_PTEAL
OG0009510	sp|Q5SW45|MKS1_MOUSE	tr|L5JTT8|L5JTT8_PTEAL
OG0009511	sp|Q5Y5T5|ZDHC8_MOUSE	tr|L5KGA9|L5KGA9_PTEAL
OG0009512	sp|Q61907|PEMT_MOUSE	tr|L5KY67|L5KY67_PTEAL
OG0009513	sp|Q66JZ4|TCAIM_MOUSE	tr|L5KFM2|L5KFM2_PTEAL
OG0009514	sp|Q6IEE6|T132E_MOUSE	tr|L5JSR7|L5JSR7_PTEAL
OG0009515	sp|Q6NZF1|ZC11A_MOUSE	tr|L5JXV5|L5JXV5_PTEAL
OG0009517	sp|Q78TU8|F107A_MOUSE	tr|L5K7V2|L5K7V2_PTEAL
OG0009518	sp|Q80Y14|GLRX5_MOUSE	tr|L5JSJ4|L5JSJ4_PTEAL
OG0009519	sp|Q8BFU3|RN214_MOUSE	tr|L5KJS0|L5KJS0_PTEAL
OG0009520	sp|Q8BWS5|GRIN3_MOUSE	tr|L5KQN0|L5KQN0_PTEAL
OG0009521	sp|Q8C3Y4|KNTC1_MOUSE	tr|L5KSA6|L5KSA6_PTEAL
OG0009522	sp|Q8CCH2|NHLC3_MOUSE	tr|L5KEP4|L5KEP4_PTEAL
OG0009523	sp|Q8VBV9|O51E2_MOUSE	tr|L5L7N2|L5L7N2_PTEAL
OG0009524	sp|Q8VDK3|ELF5_MOUSE	tr|L5KZ07|L5KZ07_PTEAL
OG0009525	tr|Q8VF03|Q8VF03_MOUSE	tr|L5KCT8|L5KCT8_PTEAL
OG0009526	sp|Q91W18|TDRD3_MOUSE	tr|L5KEB3|L5KEB3_PTEAL
OG0009527	sp|Q924P3|LCN8_MOUSE	tr|L5K9H4|L5K9H4_PTEAL
OG0009528	sp|Q9CPY1|RM51_MOUSE	tr|L5KFT3|L5KFT3_PTEAL
OG0009529	sp|Q9CPZ1|CC198_MOUSE	tr|L5K0W9|L5K0W9_PTEAL
OG0009530	sp|Q9CQ02|COMD4_MOUSE	tr|L5JVK9|L5JVK9_PTEAL
OG0009531	sp|Q9CQB2|MCRI2_MOUSE	tr|L5KJC3|L5KJC3_PTEAL
OG0009532	sp|Q9CRD2|EMC2_MOUSE	tr|L5KAN8|L5KAN8_PTEAL
OG0009533	sp|Q9CY73|RM44_MOUSE	tr|L5L1J9|L5L1J9_PTEAL
OG0009534	sp|Q9CYK1|SYWM_MOUSE	tr|L5K667|L5K667_PTEAL
OG0009535	sp|Q9D5P4|ADAD2_MOUSE	tr|L5JM91|L5JM91_PTEAL
