Orthogroup	Mus_musculus	Dipodomys_ordii
OG0011002	sp|Q3U898|CSN9_MOUSE	tr|A0A1S3GT75|A0A1S3GT75_DIPOR
OG0011003	sp|P47741|TNR4_MOUSE	tr|A0A1S3GUD2|A0A1S3GUD2_DIPOR
OG0011004	sp|Q5DU09|ZN652_MOUSE	tr|A0A1S3GUK9|A0A1S3GUK9_DIPOR
OG0011005	sp|Q9DBL7|COASY_MOUSE	tr|A0A1S3H031|A0A1S3H031_DIPOR
OG0011006	sp|Q9ERZ3|ACM3_MOUSE	tr|A0A1S3EK26|A0A1S3EK26_DIPOR
OG0011007	sp|Q9D8L0|CK052_MOUSE	tr|A0A1S3EM98|A0A1S3EM98_DIPOR
OG0011008	sp|Q8C1E1|BPIB2_MOUSE	tr|A0A1S3EPJ9|A0A1S3EPJ9_DIPOR
OG0011009	sp|Q9CZS3|CEP20_MOUSE	tr|A0A1S3EQD3|A0A1S3EQD3_DIPOR
OG0011010	tr|Q3V2J9|Q3V2J9_MOUSE	tr|A0A1S3EQF3|A0A1S3EQF3_DIPOR
OG0011011	sp|P63280|UBC9_MOUSE	tr|A0A1S3EQU9|A0A1S3EQU9_DIPOR
OG0011012	sp|Q8CHW5|BICL2_MOUSE	tr|A0A1S3ER98|A0A1S3ER98_DIPOR
OG0011013	sp|Q9Z1K5|ARI1_MOUSE	tr|A0A1S3ET48|A0A1S3ET48_DIPOR
OG0011014	sp|Q9CY73|RM44_MOUSE	tr|A0A1S3EUA9|A0A1S3EUA9_DIPOR
OG0011015	sp|Q6DIA2|EX3L4_MOUSE	tr|A0A1S3EWT9|A0A1S3EWT9_DIPOR
OG0011016	sp|Q8BMQ8|MON1B_MOUSE	tr|A0A1S3EWX2|A0A1S3EWX2_DIPOR
OG0011017	sp|Q8CHS7|DRS7C_MOUSE	tr|A0A1S3EXT4|A0A1S3EXT4_DIPOR
OG0011018	sp|Q5SQP1|HORM2_MOUSE	tr|A0A1S3F1R9|A0A1S3F1R9_DIPOR
OG0011019	sp|Q8R2K8|CA054_MOUSE	tr|A0A1S3F271|A0A1S3F271_DIPOR
OG0011020	sp|Q8BH32|SUSD4_MOUSE	tr|A0A1S3F481|A0A1S3F481_DIPOR
OG0011021	sp|Q9CQD8|VA0E1_MOUSE	tr|A0A1S3F4J2|A0A1S3F4J2_DIPOR
OG0011022	sp|Q8BUV3|GEPH_MOUSE	tr|A0A1S3F5P9|A0A1S3F5P9_DIPOR
OG0011023	sp|Q9ESV0|DDX24_MOUSE	tr|A0A1S3F6C3|A0A1S3F6C3_DIPOR
OG0011024	sp|Q61038|PSYR_MOUSE	tr|A0A1S3F7A7|A0A1S3F7A7_DIPOR
OG0011025	sp|P99028|QCR6_MOUSE	tr|A0A1S3F7G6|A0A1S3F7G6_DIPOR
OG0011026	sp|Q9CPP0|NPM3_MOUSE	tr|A0A1S3F952|A0A1S3F952_DIPOR
OG0011027	sp|Q61738|ITA7_MOUSE	tr|A0A1S3FBW5|A0A1S3FBW5_DIPOR
OG0011028	sp|Q8VCC8|RPGF3_MOUSE	tr|A0A1S3FCB9|A0A1S3FCB9_DIPOR
OG0011029	sp|Q91X79|CELA1_MOUSE	tr|A0A1S3FDL5|A0A1S3FDL5_DIPOR
OG0011030	sp|Q8BTG3|T11L1_MOUSE	tr|A0A1S3FEV3|A0A1S3FEV3_DIPOR
OG0011031	sp|Q6P1C6|LRIG3_MOUSE	tr|A0A1S3FF81|A0A1S3FF81_DIPOR
OG0011032	sp|Q9QYS1|WNT16_MOUSE	tr|A0A1S3FHA0|A0A1S3FHA0_DIPOR
OG0011033	sp|Q9R0N6|SYT8_MOUSE	tr|A0A1S3FJ15|A0A1S3FJ15_DIPOR
OG0011034	sp|Q60864|STIP1_MOUSE	tr|A0A1S3FL33|A0A1S3FL33_DIPOR
OG0011035	sp|Q9CPU4|MGST3_MOUSE	tr|A0A1S3FL53|A0A1S3FL53_DIPOR
OG0011037	sp|P70278|STRA8_MOUSE	tr|A0A1S3FLU9|A0A1S3FLU9_DIPOR
OG0011038	sp|P28028|BRAF_MOUSE	tr|A0A1S3FMB4|A0A1S3FMB4_DIPOR
OG0011039	sp|P52825|CPT2_MOUSE	tr|A0A1S3FP37|A0A1S3FP37_DIPOR
OG0011040	sp|Q8BLU2|MT21C_MOUSE	tr|A0A1S3FPB0|A0A1S3FPB0_DIPOR
OG0011041	sp|Q8K0U3|TMM17_MOUSE	tr|A0A1S3FPH9|A0A1S3FPH9_DIPOR
OG0011042	sp|E9Q9F6|CTSRD_MOUSE	tr|A0A1S3FQ16|A0A1S3FQ16_DIPOR
OG0011043	sp|Q61592|GAS6_MOUSE	tr|A0A1S3FQ66|A0A1S3FQ66_DIPOR
OG0011044	sp|Q91WC9|DGLB_MOUSE	tr|A0A1S3FR62|A0A1S3FR62_DIPOR
OG0011045	sp|P35235|PTN11_MOUSE	tr|A0A1S3FRV8|A0A1S3FRV8_DIPOR
OG0011046	sp|Q8CG70|P3H3_MOUSE	tr|A0A1S3FST7|A0A1S3FST7_DIPOR
OG0011047	sp|Q9D529|WBP2L_MOUSE	tr|A0A1S3FUI8|A0A1S3FUI8_DIPOR
OG0011048	sp|Q8VHK5|MLC1_MOUSE	tr|A0A1S3FYV9|A0A1S3FYV9_DIPOR
OG0011049	sp|O08807|PRDX4_MOUSE	tr|A0A1S3FZU9|A0A1S3FZU9_DIPOR
OG0011050	sp|Q9D684|RIN2_MOUSE	tr|A0A1S3G1J8|A0A1S3G1J8_DIPOR
OG0011051	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A1S3G1S8|A0A1S3G1S8_DIPOR
OG0011052	sp|Q8VHL5|CRGN_MOUSE	tr|A0A1S3G207|A0A1S3G207_DIPOR
OG0011053	sp|Q925G2|CYBR1_MOUSE	tr|A0A1S3G3V1|A0A1S3G3V1_DIPOR
OG0011054	tr|D3YUR1|D3YUR1_MOUSE	tr|A0A1S3G5E0|A0A1S3G5E0_DIPOR
OG0011055	sp|Q9D113|DNLZ_MOUSE	tr|A0A1S3G7M7|A0A1S3G7M7_DIPOR
OG0011056	sp|Q64310|SURF4_MOUSE	tr|A0A1S3G861|A0A1S3G861_DIPOR
OG0011057	tr|Q8BHW4|Q8BHW4_MOUSE	tr|A0A1S3G9T4|A0A1S3G9T4_DIPOR
OG0011058	sp|Q8R4R6|NUP35_MOUSE	tr|A0A1S3GAH8|A0A1S3GAH8_DIPOR
OG0011059	sp|Q2M3X8|PHAR1_MOUSE	tr|A0A1S3GB25|A0A1S3GB25_DIPOR
OG0011060	sp|Q8K211|COPT1_MOUSE	tr|A0A1S3GC67|A0A1S3GC67_DIPOR
OG0011061	sp|P28230|CXB1_MOUSE	tr|A0A1S3GE15|A0A1S3GE15_DIPOR
OG0011062	sp|Q0VBL3|RBM15_MOUSE	tr|A0A1S3GF69|A0A1S3GF69_DIPOR
OG0011063	sp|Q9JKX3|TFR2_MOUSE	tr|A0A1S3GG61|A0A1S3GG61_DIPOR
OG0011064	sp|P70460|VASP_MOUSE	tr|A0A1S3GH99|A0A1S3GH99_DIPOR
OG0011065	sp|P01216|GLHA_MOUSE	tr|A0A1S3GHM8|A0A1S3GHM8_DIPOR
OG0011066	sp|O35143|ATIF1_MOUSE	tr|A0A1S3GHP8|A0A1S3GHP8_DIPOR
OG0011067	sp|O08811|ERCC2_MOUSE	tr|A0A1S3GIY5|A0A1S3GIY5_DIPOR
OG0011068	sp|Q8C5P5|NT5D1_MOUSE	tr|A0A1S3GJ40|A0A1S3GJ40_DIPOR
OG0011069	sp|Q80WR5|CA174_MOUSE	tr|A0A1S3GJ94|A0A1S3GJ94_DIPOR
OG0011070	sp|Q9CR73|PNRC2_MOUSE	tr|A0A1S3GJU8|A0A1S3GJU8_DIPOR
OG0011071	sp|Q9CQV5|RT24_MOUSE	tr|A0A1S3GK63|A0A1S3GK63_DIPOR
OG0011072	sp|Q8C963|CC159_MOUSE	tr|A0A1S3GKW1|A0A1S3GKW1_DIPOR
OG0011073	sp|Q9R1P3|PSB2_MOUSE	tr|A0A1S3GL21|A0A1S3GL21_DIPOR
OG0011074	sp|Q9EPC5|RET7_MOUSE	tr|A0A1S3GLJ6|A0A1S3GLJ6_DIPOR
OG0011075	sp|Q8VCY8|PLPR2_MOUSE	tr|A0A1S3GMG7|A0A1S3GMG7_DIPOR
OG0011076	sp|Q8CIZ9|NOX1_MOUSE	tr|A0A1S3GNT6|A0A1S3GNT6_DIPOR
OG0011077	sp|O89026|ROBO1_MOUSE	tr|A0A1S3GQ09|A0A1S3GQ09_DIPOR
OG0011078	sp|Q9DAD6|PROF3_MOUSE	tr|A0A1S3GX33|A0A1S3GX33_DIPOR
OG0011079	sp|Q3TYD4|ARSG_MOUSE	tr|A0A1S3GZG6|A0A1S3GZG6_DIPOR
OG0011080	sp|Q8C6A8|BHE22_MOUSE	tr|A0A1S3ELA2|A0A1S3ELA2_DIPOR
OG0011081	sp|Q8VCH9|LRC3B_MOUSE	tr|A0A1S3EPI5|A0A1S3EPI5_DIPOR
OG0011082	sp|O35417|PDYN_MOUSE	tr|A0A1S3EPK4|A0A1S3EPK4_DIPOR
OG0011083	sp|Q8BJL0|SMAL1_MOUSE	tr|A0A1S3EQJ3|A0A1S3EQJ3_DIPOR
OG0011084	sp|Q8CFJ9|WDR24_MOUSE	tr|A0A1S3ERF6|A0A1S3ERF6_DIPOR
OG0011085	sp|Q9CQZ7|RPC10_MOUSE	tr|A0A1S3ES22|A0A1S3ES22_DIPOR
OG0011086	sp|Q8BH66|ATLA1_MOUSE	tr|A0A1S3EUW7|A0A1S3EUW7_DIPOR
OG0011087	sp|Q9JJY3|NSMA2_MOUSE	tr|A0A1S3EVP7|A0A1S3EVP7_DIPOR
OG0011088	sp|Q7TN88|PK1L2_MOUSE	tr|A0A1S3EW31|A0A1S3EW31_DIPOR
OG0011089	sp|Q6VN19|RBP10_MOUSE	tr|A0A1S3EX40|A0A1S3EX40_DIPOR
OG0011090	sp|Q497Q6|F228B_MOUSE	tr|A0A1S3EXW2|A0A1S3EXW2_DIPOR
OG0011091	sp|O35927|CTND2_MOUSE	tr|A0A1S3EZJ8|A0A1S3EZJ8_DIPOR
OG0011092	sp|Q9DBD5|PELP1_MOUSE	tr|A0A1S3EZN2|A0A1S3EZN2_DIPOR
OG0011093	sp|P18293|ANPRA_MOUSE	tr|A0A1S3F2G9|A0A1S3F2G9_DIPOR
OG0011094	sp|Q3TTP0|SHP1L_MOUSE	tr|A0A1S3F2V7|A0A1S3F2V7_DIPOR
OG0011095	sp|Q80U12|SGSM2_MOUSE	tr|A0A1S3F5J0|A0A1S3F5J0_DIPOR
OG0011096	sp|O89001|CBPD_MOUSE	tr|A0A1S3F7D7|A0A1S3F7D7_DIPOR
OG0011097	sp|Q69ZU8|ANKR6_MOUSE	tr|A0A1S3F7R0|A0A1S3F7R0_DIPOR
OG0011098	tr|S4R1I0|S4R1I0_MOUSE	tr|A0A1S3F8Y1|A0A1S3F8Y1_DIPOR
OG0011099	sp|Q8C0K5|GDC_MOUSE	tr|A0A1S3F9M3|A0A1S3F9M3_DIPOR
OG0011100	sp|Q8BGR8|GSKIP_MOUSE	tr|A0A1S3FAQ8|A0A1S3FAQ8_DIPOR
OG0011101	tr|E9QA22|E9QA22_MOUSE	tr|A0A1S3FAT9|A0A1S3FAT9_DIPOR
OG0011102	sp|Q7TND5|RPF1_MOUSE	tr|A0A1S3FAW1|A0A1S3FAW1_DIPOR
OG0011103	sp|P48614|WN10B_MOUSE	tr|A0A1S3FCK5|A0A1S3FCK5_DIPOR
OG0011104	sp|Q80ZD9|AMGO2_MOUSE	tr|A0A1S3FD73|A0A1S3FD73_DIPOR
OG0011105	sp|Q80TG9|LRFN2_MOUSE	tr|A0A1S3FD76|A0A1S3FD76_DIPOR
OG0011106	sp|Q8K097|LFG2_MOUSE	tr|A0A1S3FD83|A0A1S3FD83_DIPOR
OG0011107	sp|Q64327|MEA1_MOUSE	tr|A0A1S3FDE1|A0A1S3FDE1_DIPOR
OG0011108	sp|Q8CFE6|S38A2_MOUSE	tr|A0A1S3FDY8|A0A1S3FDY8_DIPOR
OG0011109	sp|Q9EQH4|TAF8_MOUSE	tr|A0A1S3FEN3|A0A1S3FEN3_DIPOR
OG0011110	sp|Q8BYY4|TT39B_MOUSE	tr|A0A1S3FIR8|A0A1S3FIR8_DIPOR
OG0011111	sp|O89050|MKLN1_MOUSE	tr|A0A1S3FKR3|A0A1S3FKR3_DIPOR
OG0011112	sp|Q8K259|GIN1_MOUSE	tr|A0A1S3FN54|A0A1S3FN54_DIPOR
OG0011113	sp|P70318|TIAR_MOUSE	tr|A0A1S3FNE0|A0A1S3FNE0_DIPOR
OG0011114	sp|Q8BU85|MSRB3_MOUSE	tr|A0A1S3FNS8|A0A1S3FNS8_DIPOR
OG0011115	sp|Q9D8B4|NDUAB_MOUSE	tr|A0A1S3FPA6|A0A1S3FPA6_DIPOR
OG0011116	sp|A2AJT4|PNISR_MOUSE	tr|A0A1S3FPT8|A0A1S3FPT8_DIPOR
OG0011117	sp|Q0QWG9|GRD2I_MOUSE	tr|A0A1S3FQL2|A0A1S3FQL2_DIPOR
OG0011118	sp|Q80VK6|ARH38_MOUSE	tr|A0A1S3FRJ8|A0A1S3FRJ8_DIPOR
OG0011119	sp|Q9JJC6|RIPL1_MOUSE	tr|A0A1S3FRM1|A0A1S3FRM1_DIPOR
OG0011120	sp|Q80YF6|UPK3B_MOUSE	tr|A0A1S3FSA9|A0A1S3FSA9_DIPOR
OG0011121	sp|Q9D666|SUN1_MOUSE	tr|A0A1S3FSC8|A0A1S3FSC8_DIPOR
OG0011122	sp|Q8BKV0|TICN3_MOUSE	tr|A0A1S3FU52|A0A1S3FU52_DIPOR
OG0011123	sp|Q99KY4|GAK_MOUSE	tr|A0A1S3FU67|A0A1S3FU67_DIPOR
OG0011124	sp|Q60715|P4HA1_MOUSE	tr|A0A1S3FX56|A0A1S3FX56_DIPOR
OG0011125	sp|E9Q9D5|RBL2A_MOUSE	tr|A0A1S3FXH2|A0A1S3FXH2_DIPOR
OG0011126	sp|Q9D132|UPK1A_MOUSE	tr|A0A1S3FYS7|A0A1S3FYS7_DIPOR
OG0011127	sp|Q8C503|SIT1_MOUSE	tr|A0A1S3FZS9|A0A1S3FZS9_DIPOR
OG0011128	sp|Q61739|ITA6_MOUSE	tr|A0A1S3G236|A0A1S3G236_DIPOR
OG0011129	sp|Q5XKE0|MYPC2_MOUSE	tr|A0A1S3G2L8|A0A1S3G2L8_DIPOR
OG0011130	sp|E9Q8Q8|SACA6_MOUSE	tr|A0A1S3G2N1|A0A1S3G2N1_DIPOR
OG0011131	sp|Q9Z0M1|KLK4_MOUSE	tr|A0A1S3G301|A0A1S3G301_DIPOR
OG0011132	sp|Q8C0Q4|NEK11_MOUSE	tr|A0A1S3G4A2|A0A1S3G4A2_DIPOR
OG0011133	sp|S4R1M9|OSB10_MOUSE	tr|A0A1S3G531|A0A1S3G531_DIPOR
OG0011134	sp|Q8BUM6|F163B_MOUSE	tr|A0A1S3G7T3|A0A1S3G7T3_DIPOR
OG0011135	sp|Q9QUN7|TLR2_MOUSE	tr|A0A1S3G8V1|A0A1S3G8V1_DIPOR
OG0011136	sp|Q8R179|KBTB4_MOUSE	tr|A0A1S3GB57|A0A1S3GB57_DIPOR
OG0011137	sp|Q9WTR1|TRPV2_MOUSE	tr|A0A1S3GEW7|A0A1S3GEW7_DIPOR
OG0011138	sp|D3Z5S8|TET5A_MOUSE	tr|A0A1S3GG98|A0A1S3GG98_DIPOR
OG0011139	sp|Q9JJJ7|PORCN_MOUSE	tr|A0A1S3GGL0|A0A1S3GGL0_DIPOR
OG0011140	sp|Q9ERG2|STRN3_MOUSE	tr|A0A1S3GJL6|A0A1S3GJL6_DIPOR
OG0011141	tr|Q3TJB1|Q3TJB1_MOUSE	tr|A0A1S3GKU7|A0A1S3GKU7_DIPOR
OG0011142	sp|O08795|GLU2B_MOUSE	tr|A0A1S3GLC3|A0A1S3GLC3_DIPOR
OG0011143	sp|Q5SZ99|TRI38_MOUSE	tr|A0A1S3GPV1|A0A1S3GPV1_DIPOR
OG0011144	tr|E0CZH3|E0CZH3_MOUSE	tr|A0A1S3GQJ7|A0A1S3GQJ7_DIPOR
OG0011145	sp|Q8JZM2|PR15L_MOUSE	tr|A0A1S3GRX0|A0A1S3GRX0_DIPOR
OG0011146	sp|P30658|CBX2_MOUSE	tr|A0A1S3GSI7|A0A1S3GSI7_DIPOR
OG0011147	tr|A0A1L1SVG7|A0A1L1SVG7_MOUSE	tr|A0A1S3GSX0|A0A1S3GSX0_DIPOR
OG0011148	sp|Q3U9G9|LBR_MOUSE	tr|A0A1S3GUS2|A0A1S3GUS2_DIPOR
OG0011149	sp|Q61839|ANFC_MOUSE	tr|A0A1S3GXS2|A0A1S3GXS2_DIPOR
OG0011150	sp|Q60829|PPR1B_MOUSE	tr|A0A1S3GZ35|A0A1S3GZ35_DIPOR
OG0011151	sp|Q9JIM5|YIPF7_MOUSE	tr|A0A1S3EJB6|A0A1S3EJB6_DIPOR
OG0011152	sp|Q5PR68|CE112_MOUSE	tr|A0A1S3EK08|A0A1S3EK08_DIPOR
OG0011153	sp|Q05A13|S16C6_MOUSE	tr|A0A1S3EK45|A0A1S3EK45_DIPOR
OG0011154	sp|Q8R326|PSPC1_MOUSE	tr|A0A1S3EKJ8|A0A1S3EKJ8_DIPOR
OG0011155	sp|P57748|MMP20_MOUSE	tr|A0A1S3EM95|A0A1S3EM95_DIPOR
OG0011156	sp|Q8BVE3|VATH_MOUSE	tr|A0A1S3EMX1|A0A1S3EMX1_DIPOR
OG0011157	sp|P59048|PDRG1_MOUSE	tr|A0A1S3EQL7|A0A1S3EQL7_DIPOR
OG0011158	sp|P26883|FKB1A_MOUSE	tr|A0A1S3ERA6|A0A1S3ERA6_DIPOR
OG0011159	sp|Q9CY34|UB2FA_MOUSE	tr|A0A1S3ES19|A0A1S3ES19_DIPOR
OG0011160	sp|O88662|EMP2_MOUSE	tr|A0A1S3ESD7|A0A1S3ESD7_DIPOR
OG0011161	sp|Q9DA08|SGF29_MOUSE	tr|A0A1S3ESU2|A0A1S3ESU2_DIPOR
OG0011162	sp|Q9WTK0|NUPR1_MOUSE	tr|A0A1S3ETZ2|A0A1S3ETZ2_DIPOR
OG0011163	sp|Q8R0W5|EST4A_MOUSE	tr|A0A1S3EUM6|A0A1S3EUM6_DIPOR
OG0011164	sp|Q921I2|KLDC4_MOUSE	tr|A0A1S3EUV9|A0A1S3EUV9_DIPOR
OG0011165	sp|Q7M6U3|TEX14_MOUSE	tr|A0A1S3EVV6|A0A1S3EVV6_DIPOR
OG0011166	sp|O54907|TNF12_MOUSE	tr|A0A1S3EWX3|A0A1S3EWX3_DIPOR
OG0011167	sp|Q9Z0S1|BPNT1_MOUSE	tr|A0A1S3F2H8|A0A1S3F2H8_DIPOR
OG0011168	sp|Q3V1L6|MTMRB_MOUSE	tr|A0A1S3F2Z2|A0A1S3F2Z2_DIPOR
OG0011169	sp|P97402|GCNT2_MOUSE	tr|A0A1S3F7Z7|A0A1S3F7Z7_DIPOR
OG0011170	sp|Q8C735|LIN9_MOUSE	tr|A0A1S3F9R9|A0A1S3F9R9_DIPOR
OG0011171	sp|Q8K0T2|DC2L1_MOUSE	tr|A0A1S3FBQ4|A0A1S3FBQ4_DIPOR
OG0011172	sp|Q8VEM9|KLDC3_MOUSE	tr|A0A1S3FDD7|A0A1S3FDD7_DIPOR
OG0011173	sp|Q9D8T3|REBL1_MOUSE	tr|A0A1S3FE26|A0A1S3FE26_DIPOR
OG0011174	sp|Q9JLQ0|CD2AP_MOUSE	tr|A0A1S3FE42|A0A1S3FE42_DIPOR
OG0011175	sp|Q8BGN6|TMG4_MOUSE	tr|A0A1S3FGF0|A0A1S3FGF0_DIPOR
OG0011176	sp|Q9Z2G9|HTAI2_MOUSE	tr|A0A1S3FGF4|A0A1S3FGF4_DIPOR
OG0011177	sp|P52963|E41LA_MOUSE	tr|A0A1S3FHB9|A0A1S3FHB9_DIPOR
OG0011178	sp|Q9CPP6|NDUA5_MOUSE	tr|A0A1S3FHX4|A0A1S3FHX4_DIPOR
OG0011179	sp|Q9CX66|NOPC1_MOUSE	tr|A0A1S3FIQ4|A0A1S3FIQ4_DIPOR
OG0011180	sp|Q91YH5|ATLA3_MOUSE	tr|A0A1S3FKF3|A0A1S3FKF3_DIPOR
OG0011181	sp|Q60598|SRC8_MOUSE	tr|A0A1S3FL45|A0A1S3FL45_DIPOR
OG0011182	sp|P80315|TCPD_MOUSE	tr|A0A1S3FNU6|A0A1S3FNU6_DIPOR
OG0011183	sp|Q9EQC7|FSTL3_MOUSE	tr|A0A1S3FP54|A0A1S3FP54_DIPOR
OG0011184	sp|P58252|EF2_MOUSE	tr|A0A1S3FQD6|A0A1S3FQD6_DIPOR
OG0011185	sp|Q8BWU8|AT2L1_MOUSE	tr|A0A1S3FRJ0|A0A1S3FRJ0_DIPOR
OG0011186	tr|E9Q271|E9Q271_MOUSE	tr|A0A1S3FSA2|A0A1S3FSA2_DIPOR
OG0011187	sp|Q9CPT0|B2L14_MOUSE	tr|A0A1S3FWU0|A0A1S3FWU0_DIPOR
OG0011188	sp|Q62181|SEM3C_MOUSE	tr|A0A1S3FYT9|A0A1S3FYT9_DIPOR
OG0011189	sp|Q62000|MIME_MOUSE	tr|A0A1S3FZK6|A0A1S3FZK6_DIPOR
OG0011190	tr|A2BFE8|A2BFE8_MOUSE	tr|A0A1S3G035|A0A1S3G035_DIPOR
OG0011191	sp|Q61176|ARGI1_MOUSE	tr|A0A1S3G0D3|A0A1S3G0D3_DIPOR
OG0011192	sp|Q5DU31|ICEF1_MOUSE	tr|A0A1S3G0U3|A0A1S3G0U3_DIPOR
OG0011193	sp|Q7TPQ3|SHPRH_MOUSE	tr|A0A1S3G1A9|A0A1S3G1A9_DIPOR
OG0011194	sp|P70217|HXD13_MOUSE	tr|A0A1S3G2B4|A0A1S3G2B4_DIPOR
OG0011195	sp|P70671|IRF3_MOUSE	tr|A0A1S3G3B5|A0A1S3G3B5_DIPOR
OG0011196	sp|P48542|KCNJ6_MOUSE	tr|A0A1S3G3R7|A0A1S3G3R7_DIPOR
OG0011197	sp|Q8K071|TM221_MOUSE	tr|A0A1S3G4Q6|A0A1S3G4Q6_DIPOR
OG0011198	sp|A2AJ15|MA1B1_MOUSE	tr|A0A1S3G7K5|A0A1S3G7K5_DIPOR
OG0011199	sp|Q9CYU6|DPH7_MOUSE	tr|A0A1S3G949|A0A1S3G949_DIPOR
OG0011200	sp|A2AH22|AMRA1_MOUSE	tr|A0A1S3G9A9|A0A1S3G9A9_DIPOR
OG0011201	sp|P59326|YTHD1_MOUSE	tr|A0A1S3GAX5|A0A1S3GAX5_DIPOR
OG0011202	sp|Q8QZS5|RN183_MOUSE	tr|A0A1S3GBB7|A0A1S3GBB7_DIPOR
OG0011203	sp|Q3TFK5|GPTC4_MOUSE	tr|A0A1S3GBF3|A0A1S3GBF3_DIPOR
OG0011204	sp|O35627|NR1I3_MOUSE	tr|A0A1S3GCY5|A0A1S3GCY5_DIPOR
OG0011205	sp|Q3UTQ8|CDKL5_MOUSE	tr|A0A1S3GFE6|A0A1S3GFE6_DIPOR
OG0011206	sp|Q925I4|TS1R2_MOUSE	tr|A0A1S3GHE3|A0A1S3GHE3_DIPOR
OG0011207	sp|D3Z2R5|SELN_MOUSE	tr|A0A1S3GIF9|A0A1S3GIF9_DIPOR
OG0011208	sp|Q8BG80|FBX46_MOUSE	tr|A0A1S3GIN8|A0A1S3GIN8_DIPOR
OG0011209	tr|Q32ME0|Q32ME0_MOUSE	tr|A0A1S3GL40|A0A1S3GL40_DIPOR
OG0011210	sp|Q8K4S1|PLCE1_MOUSE	tr|A0A1S3GLS4|A0A1S3GLS4_DIPOR
OG0011211	sp|Q8BWD2|IP6K3_MOUSE	tr|A0A1S3GNI8|A0A1S3GNI8_DIPOR
OG0011212	sp|P40645|SOX6_MOUSE	tr|A0A1S3GNP5|A0A1S3GNP5_DIPOR
OG0011213	sp|Q8BZ36|RINT1_MOUSE	tr|A0A1S3GQD0|A0A1S3GQD0_DIPOR
OG0011214	sp|Q02013|AQP1_MOUSE	tr|A0A1S3GQN6|A0A1S3GQN6_DIPOR
OG0011215	sp|Q69ZR9|TASOR_MOUSE	tr|A0A1S3GTE1|A0A1S3GTE1_DIPOR
OG0011216	sp|Q8BI79|CCD40_MOUSE	tr|A0A1S3GU10|A0A1S3GU10_DIPOR
OG0011217	sp|Q3TIU4|PDE12_MOUSE	tr|A0A1S3ENP9|A0A1S3ENP9_DIPOR
OG0011218	sp|Q6ZQK0|CNDD3_MOUSE	tr|A0A1S3EP88|A0A1S3EP88_DIPOR
OG0011219	sp|Q8BHL8|PSMF1_MOUSE	tr|A0A1S3ERM0|A0A1S3ERM0_DIPOR
OG0011220	sp|O09130|NF2IP_MOUSE	tr|A0A1S3ETD4|A0A1S3ETD4_DIPOR
OG0011221	sp|Q9CQQ4|GEMI2_MOUSE	tr|A0A1S3ETS6|A0A1S3ETS6_DIPOR
OG0011222	sp|Q9CQ02|COMD4_MOUSE	tr|A0A1S3EUA4|A0A1S3EUA4_DIPOR
OG0011223	sp|P16879|FES_MOUSE	tr|A0A1S3EUI0|A0A1S3EUI0_DIPOR
OG0011224	sp|Q3U0J8|TBD2B_MOUSE	tr|A0A1S3EVF5|A0A1S3EVF5_DIPOR
OG0011225	sp|Q5SV66|CCD42_MOUSE	tr|A0A1S3EVX6|A0A1S3EVX6_DIPOR
OG0011226	sp|Q5F293|ZBTB4_MOUSE	tr|A0A1S3EWZ6|A0A1S3EWZ6_DIPOR
OG0011227	sp|Q80TI1|PKHH1_MOUSE	tr|A0A1S3EXP2|A0A1S3EXP2_DIPOR
OG0011228	sp|Q9DBX3|SUSD2_MOUSE	tr|A0A1S3F002|A0A1S3F002_DIPOR
OG0011229	sp|Q8C5L7|RBM34_MOUSE	tr|A0A1S3F041|A0A1S3F041_DIPOR
OG0011230	sp|Q5FWH7|S39AC_MOUSE	tr|A0A1S3F0G2|A0A1S3F0G2_DIPOR
OG0011231	sp|P60954|NOL4_MOUSE	tr|A0A1S3F105|A0A1S3F105_DIPOR
OG0011232	sp|Q62191|RO52_MOUSE	tr|A0A1S3F1I4|A0A1S3F1I4_DIPOR
OG0011233	sp|Q14BJ1|FA89A_MOUSE	tr|A0A1S3F2P1|A0A1S3F2P1_DIPOR
OG0011234	sp|Q5SS00|ZDBF2_MOUSE	tr|A0A1S3F5J8|A0A1S3F5J8_DIPOR
OG0011235	sp|A2CI98|DYTN_MOUSE	tr|A0A1S3F765|A0A1S3F765_DIPOR
OG0011236	sp|Q9WUL8|CITE4_MOUSE	tr|A0A1S3F847|A0A1S3F847_DIPOR
OG0011237	sp|Q9D7W5|MED8_MOUSE	tr|A0A1S3F8T0|A0A1S3F8T0_DIPOR
OG0011238	sp|Q923E4|SIR1_MOUSE	tr|A0A1S3F9Y2|A0A1S3F9Y2_DIPOR
OG0011239	sp|Q0GNC1|INF2_MOUSE	tr|A0A1S3FB11|A0A1S3FB11_DIPOR
OG0011240	sp|Q3TZ87|MARH9_MOUSE	tr|A0A1S3FBF6|A0A1S3FBF6_DIPOR
OG0011241	sp|Q3UZ45|MCIN_MOUSE	tr|A0A1S3FCP2|A0A1S3FCP2_DIPOR
OG0011242	sp|Q8R1I2|GRP_MOUSE	tr|A0A1S3FDP6|A0A1S3FDP6_DIPOR
OG0011243	sp|Q8K3B1|FBSP1_MOUSE	tr|A0A1S3FE60|A0A1S3FE60_DIPOR
OG0011244	sp|Q9JI48|PLAC8_MOUSE	tr|A0A1S3FGG6|A0A1S3FGG6_DIPOR
