Orthogroup	Mus_musculus	Pipistrellus_kuhlii
OG0010313	sp|Q6S5J6|KRIT1_MOUSE	tr|A0A7J7WLJ4|A0A7J7WLJ4_PIPKU
OG0010314	sp|Q769J6|ATS13_MOUSE	tr|A0A7J7RMK2|A0A7J7RMK2_PIPKU
OG0010315	sp|Q7TNG8|LDHD_MOUSE	tr|A0A7J7V0F9|A0A7J7V0F9_PIPKU
OG0010316	sp|Q7TQF7|AMPH_MOUSE	tr|A0A7J7WK53|A0A7J7WK53_PIPKU
OG0010317	sp|Q8BRH0|TMTC3_MOUSE	tr|A0A7J7ZMU2|A0A7J7ZMU2_PIPKU
OG0010318	sp|Q8CE23|OX26_MOUSE	tr|A0A7J7S3W8|A0A7J7S3W8_PIPKU
OG0010319	sp|Q8CH36|S36A4_MOUSE	tr|A0A7J7X2A5|A0A7J7X2A5_PIPKU
OG0010320	sp|Q8JZL1|I17RD_MOUSE	tr|A0A7J7WDF8|A0A7J7WDF8_PIPKU
OG0010321	sp|Q8JZM4|DNER_MOUSE	tr|A0A7J7XUU2|A0A7J7XUU2_PIPKU
OG0010322	sp|Q8R033|LYRM2_MOUSE	tr|A0A7J7YNF0|A0A7J7YNF0_PIPKU
OG0010323	sp|Q8R4H7|NAGS_MOUSE	tr|A0A7J7U8P5|A0A7J7U8P5_PIPKU
OG0010324	sp|Q99LJ2|ABTB1_MOUSE	tr|A0A7J7Y7B5|A0A7J7Y7B5_PIPKU
OG0010325	sp|Q99PW8|KIF17_MOUSE	tr|A0A7J8A7X3|A0A7J8A7X3_PIPKU
OG0010326	sp|Q9CR09|UFC1_MOUSE	tr|A0A7J7QX87|A0A7J7QX87_PIPKU
OG0010327	sp|Q9CR16|PPID_MOUSE	tr|A0A7J7XC33|A0A7J7XC33_PIPKU
OG0010328	sp|Q9CR42|ANKR1_MOUSE	tr|A0A7J7VA41|A0A7J7VA41_PIPKU
OG0010329	sp|Q9CR53|NMB_MOUSE	tr|A0A7J7S5K8|A0A7J7S5K8_PIPKU
OG0010330	sp|Q9CWG8|NDUF7_MOUSE	tr|A0A7J7VVU3|A0A7J7VVU3_PIPKU
OG0010331	sp|Q9CY18|SNX7_MOUSE	tr|A0A7J7TWQ1|A0A7J7TWQ1_PIPKU
OG0010332	sp|Q9D0F1|NDC80_MOUSE	tr|A0A7J7YAL0|A0A7J7YAL0_PIPKU
OG0010333	sp|Q9DA37|SAMD8_MOUSE	tr|A0A7J7VCF8|A0A7J7VCF8_PIPKU
OG0010334	sp|Q9DCM2|GSTK1_MOUSE	tr|A0A7J7WL40|A0A7J7WL40_PIPKU
OG0010335	sp|Q9EPB5|SERHL_MOUSE	tr|A0A7J7RD49|A0A7J7RD49_PIPKU
OG0010336	sp|Q9EQ32|BCAP_MOUSE	tr|A0A7J7VC25|A0A7J7VC25_PIPKU
OG0010337	sp|Q9JIP3|I17RB_MOUSE	tr|A0A7J7WCT8|A0A7J7WCT8_PIPKU
OG0010338	sp|Q9JJG7|CABP8_MOUSE	tr|A0A7J7YV20|A0A7J7YV20_PIPKU
OG0010339	sp|Q9JLZ6|HIC2_MOUSE	tr|A0A7J7UFX0|A0A7J7UFX0_PIPKU
OG0010340	sp|A0A087WPF7|AUTS2_MOUSE	tr|A0A7J7YUT6|A0A7J7YUT6_PIPKU
OG0010341	sp|A0A5F8MPE6|CX058_MOUSE	tr|A0A7J7V676|A0A7J7V676_PIPKU
OG0010342	sp|B2RPY5|GP161_MOUSE	tr|A0A7J7UTF1|A0A7J7UTF1_PIPKU
OG0010343	tr|E9Q368|E9Q368_MOUSE	tr|A0A7J7TPF9|A0A7J7TPF9_PIPKU
OG0010344	sp|E9Q3S4|M3K19_MOUSE	tr|A0A7J7XV25|A0A7J7XV25_PIPKU
OG0010345	sp|J3S6Y1|TSEAR_MOUSE	tr|A0A7J8ABR5|A0A7J8ABR5_PIPKU
OG0010346	sp|O35348|COLQ_MOUSE	tr|A0A7J7WCW3|A0A7J7WCW3_PIPKU
OG0010347	sp|O88559|MEN1_MOUSE	tr|A0A7J7R1K4|A0A7J7R1K4_PIPKU
OG0010348	sp|P07321|EPO_MOUSE	tr|A0A7J7YWV4|A0A7J7YWV4_PIPKU
OG0010349	sp|P0C6B2|PTCRA_MOUSE	tr|A0A7J7YMQ1|A0A7J7YMQ1_PIPKU
OG0010350	sp|P10598|CASB_MOUSE	tr|A0A7J8AZZ0|A0A7J8AZZ0_PIPKU
OG0010351	sp|P19437|CD20_MOUSE	tr|A0A7J7X0Q8|A0A7J7X0Q8_PIPKU
OG0010353	sp|P56388|CART_MOUSE	tr|A0A7J7YW59|A0A7J7YW59_PIPKU
OG0010354	sp|P62500|T22D1_MOUSE	tr|A0A7J7ZNJ4|A0A7J7ZNJ4_PIPKU
OG0010355	sp|Q03963|E2AK2_MOUSE	tr|A0A7J7VU94|A0A7J7VU94_PIPKU
OG0010356	sp|Q05910|ADAM8_MOUSE	tr|A0A7J7VA26|A0A7J7VA26_PIPKU
OG0010357	sp|Q3TLI0|TPC10_MOUSE	tr|A0A7J8A8D3|A0A7J8A8D3_PIPKU
OG0010358	sp|Q3U2E2|ZMYM5_MOUSE	tr|A0A7J7ZPA5|A0A7J7ZPA5_PIPKU
OG0010359	sp|Q3UUE9|ANKUB_MOUSE	tr|A0A7J8A497|A0A7J8A497_PIPKU
OG0010360	sp|Q3V2A7|QRIC2_MOUSE	tr|A0A7J7SEV6|A0A7J7SEV6_PIPKU
OG0010361	sp|Q4FK66|PR38A_MOUSE	tr|A0A7J8AAT4|A0A7J8AAT4_PIPKU
OG0010362	sp|Q5SFM8|RBM27_MOUSE	tr|A0A7J7XD21|A0A7J7XD21_PIPKU
OG0010363	sp|Q5SW28|PI3R5_MOUSE	tr|A0A7J7TXX4|A0A7J7TXX4_PIPKU
OG0010364	sp|Q60680|IKKA_MOUSE	tr|A0A7J7VAV6|A0A7J7VAV6_PIPKU
OG0010365	sp|Q61136|PRP4B_MOUSE	tr|A0A7J8A9T0|A0A7J8A9T0_PIPKU
OG0010366	sp|Q61850|FOXC2_MOUSE	tr|A0A7J7V059|A0A7J7V059_PIPKU
OG0010368	sp|Q6NS65|GPR17_MOUSE	tr|A0A7J7RMC0|A0A7J7RMC0_PIPKU
OG0010369	sp|Q6PB75|PAPD7_MOUSE	tr|A0A7J7YZ15|A0A7J7YZ15_PIPKU
OG0010370	sp|Q7TMF5|SPA12_MOUSE	tr|A0A7J7RA08|A0A7J7RA08_PIPKU
OG0010371	sp|Q7TPD2|F185A_MOUSE	tr|A0A7J7WL88|A0A7J7WL88_PIPKU
OG0010372	sp|Q8BG40|KTNB1_MOUSE	tr|A0A7J7V086|A0A7J7V086_PIPKU
OG0010373	sp|Q8BHK2|SCN3B_MOUSE	tr|A0A7J7R9X8|A0A7J7R9X8_PIPKU
OG0010374	sp|Q8BRG6|KLH24_MOUSE	tr|A0A7J8A702|A0A7J8A702_PIPKU
OG0010375	sp|Q8BYJ6|TBCD4_MOUSE	tr|A0A7J7ZN68|A0A7J7ZN68_PIPKU
OG0010376	sp|Q8CEF1|FEM1C_MOUSE	tr|A0A7J7YWB4|A0A7J7YWB4_PIPKU
OG0010377	sp|Q8CHX6|MBTP2_MOUSE	tr|A0A7J7V644|A0A7J7V644_PIPKU
OG0010378	sp|Q8R0F6|ILKAP_MOUSE	tr|A0A7J7XUN8|A0A7J7XUN8_PIPKU
OG0010379	sp|Q8R0Z6|ANGL6_MOUSE	tr|A0A7J7TAG1|A0A7J7TAG1_PIPKU
OG0010380	sp|Q8VCF0|MAVS_MOUSE	tr|A0A7J7Y9M7|A0A7J7Y9M7_PIPKU
OG0010381	sp|Q8VDV0|ITGBL_MOUSE	tr|A0A7J7ZI76|A0A7J7ZI76_PIPKU
OG0010382	sp|Q91W78|USB1_MOUSE	tr|A0A7J7V1T1|A0A7J7V1T1_PIPKU
OG0010383	sp|Q91YP6|ELMD3_MOUSE	tr|A0A7J7VUN3|A0A7J7VUN3_PIPKU
OG0010384	sp|Q99JG3|ANX13_MOUSE	tr|A0A7J7VLZ5|A0A7J7VLZ5_PIPKU
OG0010385	sp|Q99KE8|ZFP64_MOUSE	tr|A0A7J7YBF5|A0A7J7YBF5_PIPKU
OG0010386	sp|Q9D1C8|VPS28_MOUSE	tr|A0A7J7RLE4|A0A7J7RLE4_PIPKU
OG0010387	sp|Q9DCT8|CRIP2_MOUSE	tr|A0A7J7R1Z5|A0A7J7R1Z5_PIPKU
OG0010388	sp|Q9JIG7|CCD22_MOUSE	tr|A0A7J7T1L2|A0A7J7T1L2_PIPKU
OG0010389	sp|Q9JJ78|TOPK_MOUSE	tr|A0A7J7XBX1|A0A7J7XBX1_PIPKU
OG0010390	sp|Q9JK95|PERP_MOUSE	tr|A0A7J7YNK6|A0A7J7YNK6_PIPKU
OG0010391	sp|Q9JKV7|EXTL1_MOUSE	tr|A0A7J8A7E8|A0A7J8A7E8_PIPKU
OG0010392	sp|Q9QZN3|FBX8_MOUSE	tr|A0A7J7X9V9|A0A7J7X9V9_PIPKU
OG0010393	sp|Q9R0S2|MMP24_MOUSE	tr|A0A7J7Y9I8|A0A7J7Y9I8_PIPKU
OG0010394	sp|Q9Z0L0|TPBG_MOUSE	tr|A0A7J7YPV2|A0A7J7YPV2_PIPKU
OG0010395	sp|A2AKB4|FRPD1_MOUSE	tr|A0A7J7W2L0|A0A7J7W2L0_PIPKU
OG0010396	sp|B1AXP6|TOM5_MOUSE	tr|A0A7J7W475|A0A7J7W475_PIPKU
OG0010397	sp|B2RRE7|OTUD4_MOUSE	tr|A0A7J7XBQ0|A0A7J7XBQ0_PIPKU
OG0010398	sp|B2RWJ3|TM240_MOUSE	tr|A0A7J7T233|A0A7J7T233_PIPKU
OG0010399	tr|F8VQK3|F8VQK3_MOUSE	tr|A0A7J7WZN3|A0A7J7WZN3_PIPKU
OG0010400	sp|O08795|GLU2B_MOUSE	tr|A0A7J7TAE5|A0A7J7TAE5_PIPKU
OG0010401	sp|O09172|GSH0_MOUSE	tr|A0A7J8A640|A0A7J8A640_PIPKU
OG0010402	sp|O35681|SYT3_MOUSE	tr|A0A7J7QUG4|A0A7J7QUG4_PIPKU
OG0010403	sp|O55111|DSG2_MOUSE	tr|A0A7J7Y885|A0A7J7Y885_PIPKU
OG0010404	sp|O70433|FHL2_MOUSE	tr|A0A7J7TKM6|A0A7J7TKM6_PIPKU
OG0010405	sp|P09021|HXA5_MOUSE	tr|A0A7J7TP20|A0A7J7TP20_PIPKU
OG0010406	sp|P24270|CATA_MOUSE	tr|A0A7J7WYR3|A0A7J7WYR3_PIPKU
OG0010407	sp|P31313|HXC11_MOUSE	tr|A0A7J7ZJH3|A0A7J7ZJH3_PIPKU
OG0010408	sp|P47806|GLI1_MOUSE	tr|A0A7J7ZHJ3|A0A7J7ZHJ3_PIPKU
OG0010409	sp|P54099|DPOG1_MOUSE	tr|A0A7J7SFP9|A0A7J7SFP9_PIPKU
OG0010410	sp|P59438|HPS5_MOUSE	tr|A0A7J7X006|A0A7J7X006_PIPKU
OG0010411	sp|P97864|CASP7_MOUSE	tr|A0A7J7VAG7|A0A7J7VAG7_PIPKU
OG0010412	sp|Q00422|GABPA_MOUSE	tr|A0A7J8A622|A0A7J8A622_PIPKU
OG0010413	sp|Q03526|ITK_MOUSE	tr|A0A7J7XAI0|A0A7J7XAI0_PIPKU
OG0010414	sp|Q07076|ANXA7_MOUSE	tr|A0A7J7VAK0|A0A7J7VAK0_PIPKU
OG0010415	sp|Q07235|GDN_MOUSE	tr|A0A7J7XWJ2|A0A7J7XWJ2_PIPKU
OG0010416	sp|Q08376|ZBT14_MOUSE	tr|A0A7J7YBU0|A0A7J7YBU0_PIPKU
OG0010417	sp|Q0P5V9|S45A4_MOUSE	tr|A0A7J7VNH0|A0A7J7VNH0_PIPKU
OG0010418	sp|Q3TMH2|SCRN3_MOUSE	tr|A0A7J7XWB8|A0A7J7XWB8_PIPKU
OG0010419	sp|Q4VAH7|HECA2_MOUSE	tr|A0A7J7WKZ6|A0A7J7WKZ6_PIPKU
OG0010420	sp|Q60571|CRHBP_MOUSE	tr|A0A7J7YVI2|A0A7J7YVI2_PIPKU
OG0010421	sp|Q60865|CAPR1_MOUSE	tr|A0A7J7WYZ3|A0A7J7WYZ3_PIPKU
OG0010422	sp|Q61221|HIF1A_MOUSE	tr|A0A7J8B150|A0A7J8B150_PIPKU
OG0010423	sp|Q61526|ERBB3_MOUSE	tr|A0A7J7ZKH6|A0A7J7ZKH6_PIPKU
OG0010424	sp|Q6NZE7|PBIR2_MOUSE	tr|A0A7J7ULR5|A0A7J7ULR5_PIPKU
OG0010425	sp|Q6P8J2|SAT2_MOUSE	tr|A0A7J7TY33|A0A7J7TY33_PIPKU
OG0010426	sp|Q76LL6|FHOD3_MOUSE	tr|A0A7J7Y9E4|A0A7J7Y9E4_PIPKU
OG0010427	sp|Q80WQ2|VAC14_MOUSE	tr|A0A7J7V1N0|A0A7J7V1N0_PIPKU
OG0010428	sp|Q80XU8|LRFN4_MOUSE	tr|A0A7J7RZX7|A0A7J7RZX7_PIPKU
OG0010429	sp|Q812G0|MGT4A_MOUSE	tr|A0A7J7TLR5|A0A7J7TLR5_PIPKU
OG0010430	sp|Q8BMS4|COQ3_MOUSE	tr|A0A7J7YLD7|A0A7J7YLD7_PIPKU
OG0010431	sp|Q8C0L0|TMX4_MOUSE	tr|A0A7J7YC22|A0A7J7YC22_PIPKU
OG0010432	sp|Q8CI19|PDGFC_MOUSE	tr|A0A7J7XBX3|A0A7J7XBX3_PIPKU
OG0010433	sp|Q8K045|PKN3_MOUSE	tr|A0A7J7S3V0|A0A7J7S3V0_PIPKU
OG0010434	sp|Q8K2L8|TPC12_MOUSE	tr|A0A7J7R2K5|A0A7J7R2K5_PIPKU
OG0010435	sp|Q8K3X4|I2BPL_MOUSE	tr|A0A7J8B194|A0A7J8B194_PIPKU
OG0010436	sp|Q8QZR8|CCNQ_MOUSE	tr|A0A7J7R4J2|A0A7J7R4J2_PIPKU
OG0010437	sp|Q8R1B5|CPLX3_MOUSE	tr|A0A7J8AYY5|A0A7J8AYY5_PIPKU
OG0010438	sp|Q8R4T1|CYS1_MOUSE	tr|A0A7J7R068|A0A7J7R068_PIPKU
OG0010439	sp|Q8VHH8|IL25_MOUSE	tr|A0A7J8B197|A0A7J8B197_PIPKU
OG0010440	sp|Q922H2|PDK3_MOUSE	tr|A0A7J7V6D0|A0A7J7V6D0_PIPKU
OG0010441	sp|Q99K90|TAB2_MOUSE	tr|A0A7J7YP58|A0A7J7YP58_PIPKU
OG0010442	sp|Q99LG4|TTC5_MOUSE	tr|A0A7J8B690|A0A7J8B690_PIPKU
OG0010443	sp|Q9CQK1|ZNHI3_MOUSE	tr|A0A7J7U984|A0A7J7U984_PIPKU
OG0010444	sp|Q9CQX0|OTUB2_MOUSE	tr|A0A7J7SFZ8|A0A7J7SFZ8_PIPKU
OG0010445	sp|Q9CR96|TM208_MOUSE	tr|A0A7J7V1R2|A0A7J7V1R2_PIPKU
OG0010446	sp|Q9CSN1|SNW1_MOUSE	tr|A0A7J8B5S0|A0A7J8B5S0_PIPKU
OG0010447	sp|Q9D6K7|TTC33_MOUSE	tr|A0A7J7YZ99|A0A7J7YZ99_PIPKU
OG0010448	sp|Q9DAI4|ZBT43_MOUSE	tr|A0A7J7SG30|A0A7J7SG30_PIPKU
OG0010449	sp|Q9QXM0|ABHD2_MOUSE	tr|A0A7J7SFI9|A0A7J7SFI9_PIPKU
OG0010450	sp|Q9R1A9|TREX2_MOUSE	tr|A0A7J7R4N0|A0A7J7R4N0_PIPKU
OG0010451	sp|Q9WTK7|STK11_MOUSE	tr|A0A7J7XCR2|A0A7J7XCR2_PIPKU
OG0010452	sp|Q9WTX2|PRKRA_MOUSE	tr|A0A7J7XVZ8|A0A7J7XVZ8_PIPKU
OG0010454	sp|D3Z7Q2|SIM20_MOUSE	tr|A0A7J8B5R4|A0A7J8B5R4_PIPKU
OG0010455	tr|E9Q9Q2|E9Q9Q2_MOUSE	tr|A0A7J7XW11|A0A7J7XW11_PIPKU
OG0010456	sp|O08740|RPB11_MOUSE	tr|A0A7J7YZK4|A0A7J7YZK4_PIPKU
OG0010457	sp|O88816|SNAT_MOUSE	tr|A0A7J7SE97|A0A7J7SE97_PIPKU
OG0010458	sp|O88986|KBL_MOUSE	tr|A0A7J7ZHH0|A0A7J7ZHH0_PIPKU
OG0010459	sp|P23906|IRF2_MOUSE	tr|A0A7J7ZJ37|A0A7J7ZJ37_PIPKU
OG0010460	sp|P28653|PGS1_MOUSE	tr|A0A7J7R446|A0A7J7R446_PIPKU
OG0010461	sp|P49135|ERCC3_MOUSE	tr|A0A7J7RMD1|A0A7J7RMD1_PIPKU
OG0010462	sp|P55104|INHBC_MOUSE	tr|A0A7J7ZJP9|A0A7J7ZJP9_PIPKU
OG0010463	sp|P60766|CDC42_MOUSE	tr|A0A7J8A504|A0A7J8A504_PIPKU
OG0010464	sp|P62254|UB2G1_MOUSE	tr|A0A7J7TYB7|A0A7J7TYB7_PIPKU
OG0010465	sp|P97298|PEDF_MOUSE	tr|A0A7J7SN60|A0A7J7SN60_PIPKU
OG0010466	sp|Q0VBL3|RBM15_MOUSE	tr|A0A7J7TWH0|A0A7J7TWH0_PIPKU
OG0010467	sp|Q3U6B2|GP183_MOUSE	tr|A0A7J7ZHN1|A0A7J7ZHN1_PIPKU
OG0010468	sp|Q3UFB7|NTRK1_MOUSE	tr|A0A7J7UTZ8|A0A7J7UTZ8_PIPKU
OG0010469	sp|Q3UQ41|TM11A_MOUSE	tr|A0A7J8B5D2|A0A7J8B5D2_PIPKU
OG0010470	sp|Q4FZD7|PLK5_MOUSE	tr|A0A7J7XCZ9|A0A7J7XCZ9_PIPKU
OG0010471	sp|Q5XG69|F169A_MOUSE	tr|A0A7J7YWG2|A0A7J7YWG2_PIPKU
OG0010472	sp|Q61089|FZD6_MOUSE	tr|A0A7J7VMQ9|A0A7J7VMQ9_PIPKU
OG0010473	sp|Q6IQY5|CEP70_MOUSE	tr|A0A7J7WC16|A0A7J7WC16_PIPKU
OG0010474	sp|Q6IRU5|CLCB_MOUSE	tr|A0A7J7X9H2|A0A7J7X9H2_PIPKU
OG0010475	sp|Q80T11|USH1G_MOUSE	tr|A0A7J7SF48|A0A7J7SF48_PIPKU
OG0010476	sp|Q80WM5|HPLN3_MOUSE	tr|A0A7J7SFG6|A0A7J7SFG6_PIPKU
OG0010477	sp|Q80WT5|AFTIN_MOUSE	tr|A0A7J7VU18|A0A7J7VU18_PIPKU
OG0010478	sp|Q8BGX0|TRI23_MOUSE	tr|A0A7J7YZ11|A0A7J7YZ11_PIPKU
OG0010479	sp|Q8BJ37|TYDP1_MOUSE	tr|A0A7J8B5H9|A0A7J8B5H9_PIPKU
OG0010480	sp|Q8BSL4|HS3S5_MOUSE	tr|A0A7J7YLU1|A0A7J7YLU1_PIPKU
OG0010481	sp|Q8BWP5|TTPA_MOUSE	tr|A0A7J7VNP9|A0A7J7VNP9_PIPKU
OG0010482	sp|Q8BWU1|SPRN_MOUSE	tr|A0A7J7VCQ3|A0A7J7VCQ3_PIPKU
OG0010483	sp|Q8C767|PPR3B_MOUSE	tr|A0A7J7ZL50|A0A7J7ZL50_PIPKU
OG0010484	sp|Q8C7U1|N4BP3_MOUSE	tr|A0A7J7XCL4|A0A7J7XCL4_PIPKU
OG0010485	sp|Q8K064|F174B_MOUSE	tr|A0A7J7SFL1|A0A7J7SFL1_PIPKU
OG0010486	sp|Q8K4K1|CETN4_MOUSE	tr|A0A7J7X9R0|A0A7J7X9R0_PIPKU
OG0010487	sp|Q8K4L4|POF1B_MOUSE	tr|A0A7J7V666|A0A7J7V666_PIPKU
OG0010488	sp|Q8VCY8|PLPR2_MOUSE	tr|A0A7J7TB98|A0A7J7TB98_PIPKU
OG0010489	sp|Q8VD72|TTC8_MOUSE	tr|A0A7J8B6L5|A0A7J8B6L5_PIPKU
OG0010490	sp|Q8VDS8|STX18_MOUSE	tr|A0A7J8B632|A0A7J8B632_PIPKU
OG0010491	sp|Q8VDY9|CAAP1_MOUSE	tr|A0A7J7W2M7|A0A7J7W2M7_PIPKU
OG0010492	sp|Q8VE22|RT23_MOUSE	tr|A0A7J7TL36|A0A7J7TL36_PIPKU
OG0010493	sp|Q91VJ2|CAVN3_MOUSE	tr|A0A7J7WYU2|A0A7J7WYU2_PIPKU
OG0010494	sp|Q91W86|VPS11_MOUSE	tr|A0A7J7RG25|A0A7J7RG25_PIPKU
OG0010495	sp|Q91YL2|RN126_MOUSE	tr|A0A7J7XCB3|A0A7J7XCB3_PIPKU
OG0010496	sp|Q921E6|EED_MOUSE	tr|A0A7J7WZY2|A0A7J7WZY2_PIPKU
OG0010497	sp|Q9CQW3|PROZ_MOUSE	tr|A0A7J7ZLQ2|A0A7J7ZLQ2_PIPKU
OG0010498	sp|Q9CRC8|LRC40_MOUSE	tr|A0A7J8A8B4|A0A7J8A8B4_PIPKU
OG0010499	sp|Q9CX13|CNIH4_MOUSE	tr|A0A7J7TPP7|A0A7J7TPP7_PIPKU
OG0010500	sp|Q9D882|F241B_MOUSE	tr|A0A7J7VBD3|A0A7J7VBD3_PIPKU
OG0010501	sp|Q9DBR2|FA13C_MOUSE	tr|A0A7J7VB75|A0A7J7VB75_PIPKU
OG0010502	sp|Q9ER10|BSSP4_MOUSE	tr|A0A7J7YYF3|A0A7J7YYF3_PIPKU
OG0010503	sp|Q9JLN5|ERMAP_MOUSE	tr|A0A7J8A7D9|A0A7J8A7D9_PIPKU
OG0010504	sp|Q9JLV6|PNKP_MOUSE	tr|A0A7J7RCR2|A0A7J7RCR2_PIPKU
OG0010505	sp|A2AIL4|NDUF6_MOUSE	tr|A0A7J7VMY3|A0A7J7VMY3_PIPKU
OG0010506	sp|F6XLV1|CRCC2_MOUSE	tr|A0A7J7XTX7|A0A7J7XTX7_PIPKU
OG0010507	sp|O08789|MNT_MOUSE	tr|A0A7J7SNK1|A0A7J7SNK1_PIPKU
OG0010508	sp|O70166|STMN3_MOUSE	tr|A0A7J7R9U8|A0A7J7R9U8_PIPKU
OG0010509	sp|P01132|EGF_MOUSE	tr|A0A7J8B062|A0A7J8B062_PIPKU
OG0010510	sp|P0C1T1|HXB2_MOUSE	tr|A0A7J7U816|A0A7J7U816_PIPKU
OG0010511	sp|P0C913|OCC1_MOUSE	tr|A0A7J7ZG13|A0A7J7ZG13_PIPKU
OG0010512	sp|P31311|HXA11_MOUSE	tr|A0A7J7TP76|A0A7J7TP76_PIPKU
OG0010513	sp|P32300|OPRD_MOUSE	tr|A0A7J8A995|A0A7J8A995_PIPKU
OG0010514	sp|P35375|PE2R1_MOUSE	tr|A0A7J7TAF8|A0A7J7TAF8_PIPKU
OG0010515	sp|P48999|LOX5_MOUSE	tr|A0A7J7T0S3|A0A7J7T0S3_PIPKU
OG0010516	sp|P52795|EFNB1_MOUSE	tr|A0A7J7SG49|A0A7J7SG49_PIPKU
OG0010517	sp|P57680|EVC_MOUSE	tr|A0A7J8B044|A0A7J8B044_PIPKU
OG0010518	sp|P57722|PCBP3_MOUSE	tr|A0A7J8AAB3|A0A7J8AAB3_PIPKU
OG0010519	sp|P58500|M3KCL_MOUSE	tr|A0A7J7QZH1|A0A7J7QZH1_PIPKU
OG0010520	sp|P59729|RIN3_MOUSE	tr|A0A7J7SG04|A0A7J7SG04_PIPKU
OG0010521	sp|P63089|PTN_MOUSE	tr|A0A7J7WM09|A0A7J7WM09_PIPKU
OG0010522	sp|Q03958|PFD6_MOUSE	tr|A0A7J7YN27|A0A7J7YN27_PIPKU
OG0010523	sp|Q08297|RAD51_MOUSE	tr|A0A7J8B3Q3|A0A7J8B3Q3_PIPKU
OG0010524	sp|Q3SXB8|COL11_MOUSE	tr|A0A7J7R2E7|A0A7J7R2E7_PIPKU
OG0010525	sp|Q3TGF2|F107B_MOUSE	tr|A0A7J8B0E7|A0A7J8B0E7_PIPKU
OG0010526	sp|Q3U0V2|TRADD_MOUSE	tr|A0A7J7V1P8|A0A7J7V1P8_PIPKU
OG0010527	sp|Q3UTD9|SIM15_MOUSE	tr|A0A7J7YYM0|A0A7J7YYM0_PIPKU
OG0010528	sp|Q5M6W3|CLHC1_MOUSE	tr|A0A7J7VTW5|A0A7J7VTW5_PIPKU
OG0010529	sp|Q5U419|MFSD3_MOUSE	tr|A0A7J7RLA0|A0A7J7RLA0_PIPKU
OG0010530	sp|Q60631|GRB2_MOUSE	tr|A0A7J7SEE7|A0A7J7SEE7_PIPKU
OG0010531	sp|Q60925|DBP_MOUSE	tr|A0A7J7QSP7|A0A7J7QSP7_PIPKU
OG0010532	sp|Q68FM6|PPR29_MOUSE	tr|A0A7J7ZHJ9|A0A7J7ZHJ9_PIPKU
OG0010533	sp|Q6NZK5|K1328_MOUSE	tr|A0A7J7Y8U5|A0A7J7Y8U5_PIPKU
OG0010534	sp|Q6PE01|SNR40_MOUSE	tr|A0A7J8AB05|A0A7J8AB05_PIPKU
OG0010535	sp|Q80UL9|JAML_MOUSE	tr|A0A7J7RG22|A0A7J7RG22_PIPKU
OG0010536	sp|Q8BIS8|CC126_MOUSE	tr|A0A7J7TNE4|A0A7J7TNE4_PIPKU
OG0010537	sp|Q8BJS7|MAP10_MOUSE	tr|A0A7J7TQA9|A0A7J7TQA9_PIPKU
OG0010538	sp|Q8BJY1|PSMD5_MOUSE	tr|A0A7J7W4A9|A0A7J7W4A9_PIPKU
OG0010539	sp|Q8C5L7|RBM34_MOUSE	tr|A0A7J7TP74|A0A7J7TP74_PIPKU
OG0010540	sp|Q8CF89|TAB1_MOUSE	tr|A0A7J7ZN12|A0A7J7ZN12_PIPKU
OG0010541	sp|Q8K1J5|SDE2_MOUSE	tr|A0A7J7TP92|A0A7J7TP92_PIPKU
OG0010542	sp|Q8K262|PLAC9_MOUSE	tr|A0A7J7VCE7|A0A7J7VCE7_PIPKU
OG0010543	sp|Q8K2M3|SRR1L_MOUSE	tr|A0A7J7UH92|A0A7J7UH92_PIPKU
OG0010544	sp|Q8R115|TMM82_MOUSE	tr|A0A7J8ABS7|A0A7J8ABS7_PIPKU
OG0010545	sp|Q8R2T8|TF3C5_MOUSE	tr|A0A7J7RMB4|A0A7J7RMB4_PIPKU
OG0010546	sp|Q8R418|DICER_MOUSE	tr|A0A7J7RAG4|A0A7J7RAG4_PIPKU
OG0010547	sp|Q91XQ6|LAP4B_MOUSE	tr|A0A7J7VMA6|A0A7J7VMA6_PIPKU
OG0010548	sp|Q91ZT7|ASB10_MOUSE	tr|A0A7J7S6C3|A0A7J7S6C3_PIPKU
OG0010549	sp|Q922S8|KIF2C_MOUSE	tr|A0A7J8A7H3|A0A7J8A7H3_PIPKU
OG0010550	sp|Q9CQ35|GRPL2_MOUSE	tr|A0A7J7ZHX5|A0A7J7ZHX5_PIPKU
OG0010551	sp|Q9CQ40|RM49_MOUSE	tr|A0A7J7R153|A0A7J7R153_PIPKU
OG0010552	sp|Q9D113|DNLZ_MOUSE	tr|A0A7J7RWB7|A0A7J7RWB7_PIPKU
OG0010553	sp|Q9D2H5|TRI42_MOUSE	tr|A0A7J7WF01|A0A7J7WF01_PIPKU
OG0010554	sp|Q9DAI6|F135B_MOUSE	tr|A0A7J7VMS1|A0A7J7VMS1_PIPKU
OG0010555	sp|Q9DCL2|CIA2A_MOUSE	tr|A0A7J8AZD2|A0A7J8AZD2_PIPKU
OG0010556	sp|Q9DD19|RASF7_MOUSE	tr|A0A7J7QW68|A0A7J7QW68_PIPKU
OG0010557	sp|Q9ESX2|SP6_MOUSE	tr|A0A7J7SUX0|A0A7J7SUX0_PIPKU
