Orthogroup	Mus_musculus	Orycteropus_afer_afer
OG0014938	sp|Q9EQI8|RM46_MOUSE	tr|A0A8B7A8J8|A0A8B7A8J8_ORYAF
OG0014939	sp|Q9JII5|DAZP1_MOUSE	tr|A0A8B7AYS1|A0A8B7AYS1_ORYAF
OG0014940	sp|Q9JJS6|BCDO1_MOUSE	tr|A0A8B6ZNY2|A0A8B6ZNY2_ORYAF
OG0014941	sp|Q9JLY0|SOCS6_MOUSE	tr|A0A8B7B0T8|A0A8B7B0T8_ORYAF
OG0014942	sp|Q9QZU5|KR151_MOUSE	tr|A0A8B6ZWL5|A0A8B6ZWL5_ORYAF
OG0014943	sp|Q9R000|ITBP2_MOUSE	tr|A0A8B7BA88|A0A8B7BA88_ORYAF
OG0014944	sp|Q9R0L7|AKP8L_MOUSE	tr|A0A8B7B6N4|A0A8B7B6N4_ORYAF
OG0014945	sp|Q9WV85|NDK3_MOUSE	tr|A0A8B6ZPS1|A0A8B6ZPS1_ORYAF
OG0014946	sp|Q9WVC3|CAV2_MOUSE	tr|A0A8B7A2N0|A0A8B7A2N0_ORYAF
OG0014947	tr|A0A571BF02|A0A571BF02_MOUSE	tr|A0A8B6ZHK3|A0A8B6ZHK3_ORYAF
OG0014948	sp|A2ATU0|DHTK1_MOUSE	tr|A0A8B6ZD74|A0A8B6ZD74_ORYAF
OG0014949	sp|A6H6A4|LRIQ4_MOUSE	tr|A0A8B7ABK2|A0A8B7ABK2_ORYAF
OG0014950	sp|D3YVE8|S35G2_MOUSE	tr|A0A8B6ZMY5|A0A8B6ZMY5_ORYAF
OG0014951	tr|D3YXF5|D3YXF5_MOUSE	tr|A0A8B7AR80|A0A8B7AR80_ORYAF
OG0014952	tr|E9PW83|E9PW83_MOUSE	tr|A0A8B7AWQ0|A0A8B7AWQ0_ORYAF
OG0014953	sp|J3QNX5|SHSA8_MOUSE	tr|A0A8B6ZWB4|A0A8B6ZWB4_ORYAF
OG0014954	tr|J3QP53|J3QP53_MOUSE	tr|A0A8B7A080|A0A8B7A080_ORYAF
OG0014955	sp|O08784|TCOF_MOUSE	tr|A0A8B7A1L6|A0A8B7A1L6_ORYAF
OG0014956	sp|O35654|DPOD2_MOUSE	tr|A0A8B7A880|A0A8B7A880_ORYAF
OG0014957	sp|O70220|FOXQ1_MOUSE	tr|A0A8B6ZD55|A0A8B6ZD55_ORYAF
OG0014958	sp|P13504|IL1R1_MOUSE	tr|A0A8B7BDT9|A0A8B7BDT9_ORYAF
OG0014959	sp|P23812|HXD12_MOUSE	tr|A0A8B6ZU69|A0A8B6ZU69_ORYAF
OG0014960	sp|P47873|IL11_MOUSE	tr|A0A8B7B5J5|A0A8B7B5J5_ORYAF
OG0014961	sp|P56379|ATP68_MOUSE	tr|A0A8B7A9L8|A0A8B7A9L8_ORYAF
OG0014962	sp|P61407|TDRD6_MOUSE	tr|A0A8B6ZFM4|A0A8B6ZFM4_ORYAF
OG0014963	sp|P70284|TGIF1_MOUSE	tr|A0A8B6ZD86|A0A8B6ZD86_ORYAF
OG0014964	sp|P70460|VASP_MOUSE	tr|A0A8B6ZZX9|A0A8B6ZZX9_ORYAF
OG0014965	sp|P81122|IRS2_MOUSE	tr|A0A8B6ZT62|A0A8B6ZT62_ORYAF
OG0014966	sp|Q08874|MITF_MOUSE	tr|A0A8B7AE41|A0A8B7AE41_ORYAF
OG0014967	sp|Q3U2V3|NUD18_MOUSE	tr|A0A8B7ALX2|A0A8B7ALX2_ORYAF
OG0014968	sp|Q3UN16|GP162_MOUSE	tr|A0A8B6ZHZ7|A0A8B6ZHZ7_ORYAF
OG0014969	sp|Q5FWI3|CEIP2_MOUSE	tr|A0A8B6ZLR9|A0A8B6ZLR9_ORYAF
OG0014970	sp|Q61471|TOB1_MOUSE	tr|A0A8B6ZWI2|A0A8B6ZWI2_ORYAF
OG0014971	sp|Q62186|SSRD_MOUSE	tr|A0A8B7B5Y7|A0A8B7B5Y7_ORYAF
OG0014972	sp|Q64191|ASPG_MOUSE	tr|A0A8B7ARB2|A0A8B7ARB2_ORYAF
OG0014973	sp|Q68FE2|ATG9A_MOUSE	tr|A0A8B7BAW2|A0A8B7BAW2_ORYAF
OG0014974	sp|Q6GQW0|ABTB3_MOUSE	tr|A0A8B7AK43|A0A8B7AK43_ORYAF
OG0014975	sp|Q6P1E8|EFCB6_MOUSE	tr|A0A8B6ZWC7|A0A8B6ZWC7_ORYAF
OG0014976	sp|Q6PDG8|MON1A_MOUSE	tr|A0A8B7B049|A0A8B7B049_ORYAF
OG0014977	sp|Q6PHQ8|NAA35_MOUSE	tr|A0A8B6ZQ27|A0A8B6ZQ27_ORYAF
OG0014978	sp|Q766D5|B4GN4_MOUSE	tr|A0A8B7AI33|A0A8B7AI33_ORYAF
OG0014979	sp|Q80U62|RUBIC_MOUSE	tr|A0A8B7AI75|A0A8B7AI75_ORYAF
OG0014980	sp|Q8BG31|VEXIN_MOUSE	tr|A0A8B7AP27|A0A8B7AP27_ORYAF
OG0014981	sp|Q8BHL7|C42S1_MOUSE	tr|A0A8B7AM80|A0A8B7AM80_ORYAF
OG0014982	sp|Q8BP67|RL24_MOUSE	tr|A0A8B7A982|A0A8B7A982_ORYAF
OG0014983	sp|Q8C159|TTC22_MOUSE	tr|A0A8B7A873|A0A8B7A873_ORYAF
OG0014984	sp|Q8CE94|MOT13_MOUSE	tr|A0A8B7ARB3|A0A8B7ARB3_ORYAF
OG0014985	sp|Q8CHY6|P66A_MOUSE	tr|A0A8B7AC08|A0A8B7AC08_ORYAF
OG0014986	sp|Q8K0J2|B3GN7_MOUSE	tr|A0A8B7A259|A0A8B7A259_ORYAF
OG0014987	sp|Q8R2M0|TEAN2_MOUSE	tr|A0A8B7A9M1|A0A8B7A9M1_ORYAF
OG0014988	sp|Q8R5J9|PRAF3_MOUSE	tr|A0A8B7A8G4|A0A8B7A8G4_ORYAF
OG0014989	sp|Q8VC04|T106A_MOUSE	tr|A0A8B7B6X7|A0A8B7B6X7_ORYAF
OG0014990	sp|Q8VCM3|ZFY21_MOUSE	tr|A0A8B7A483|A0A8B7A483_ORYAF
OG0014991	sp|Q91W36|UBP3_MOUSE	tr|A0A8B7B7M7|A0A8B7B7M7_ORYAF
OG0014992	sp|Q91ZU0|ASB7_MOUSE	tr|A0A8B7BDN6|A0A8B7BDN6_ORYAF
OG0014993	sp|Q920R0|ALS2_MOUSE	tr|A0A8B6ZCD2|A0A8B6ZCD2_ORYAF
OG0014994	sp|Q99LF1|AKIR1_MOUSE	tr|A0A8B7ACT4|A0A8B7ACT4_ORYAF
OG0014995	sp|Q99PJ2|TRIM8_MOUSE	tr|A0A8B6ZQV0|A0A8B6ZQV0_ORYAF
OG0014996	sp|Q9CR68|UCRI_MOUSE	tr|A0A8B7AAE7|A0A8B7AAE7_ORYAF
OG0014997	sp|Q9CRB0|SNX24_MOUSE	tr|A0A8B6ZXK5|A0A8B6ZXK5_ORYAF
OG0014998	sp|Q9D9C7|CC062_MOUSE	tr|A0A8B7B1A4|A0A8B7B1A4_ORYAF
OG0014999	sp|Q9D9D9|CP141_MOUSE	tr|A0A8B7AGX7|A0A8B7AGX7_ORYAF
OG0015000	sp|Q9JKX6|NUDT5_MOUSE	tr|A0A8B6ZDA5|A0A8B6ZDA5_ORYAF
OG0015001	sp|Q9QXP7|C1QT1_MOUSE	tr|A0A8B7BDE8|A0A8B7BDE8_ORYAF
OG0015002	sp|Q9Z188|DYR1B_MOUSE	tr|A0A8B7BAR4|A0A8B7BAR4_ORYAF
OG0015003	sp|A6H6E9|TT23L_MOUSE	tr|A0A8B7B766|A0A8B7B766_ORYAF
OG0015004	sp|D3YZU1|SHAN1_MOUSE	tr|A0A8B7B7A2|A0A8B7B7A2_ORYAF
OG0015005	sp|E9Q394|AKP13_MOUSE	tr|A0A8B7A8J6|A0A8B7A8J6_ORYAF
OG0015006	sp|O35593|PSDE_MOUSE	tr|A0A8B6ZY34|A0A8B6ZY34_ORYAF
OG0015007	sp|O88587|COMT_MOUSE	tr|A0A8B7B7L0|A0A8B7B7L0_ORYAF
OG0015008	sp|O88736|DHB7_MOUSE	tr|A0A8B6ZPQ3|A0A8B6ZPQ3_ORYAF
OG0015009	sp|P00520|ABL1_MOUSE	tr|A0A8B7A8I0|A0A8B7A8I0_ORYAF
OG0015010	sp|P04627|ARAF_MOUSE	tr|A0A8B7BBN9|A0A8B7BBN9_ORYAF
OG0015011	sp|P15535|B4GT1_MOUSE	tr|A0A8B7AM52|A0A8B7AM52_ORYAF
OG0015012	sp|P32261|ANT3_MOUSE	tr|A0A8B7ABE1|A0A8B7ABE1_ORYAF
OG0015013	sp|P48774|GSTM5_MOUSE	tr|A0A8B7AL02|A0A8B7AL02_ORYAF
OG0015014	sp|P52787|IF_MOUSE	tr|A0A8B7B393|A0A8B7B393_ORYAF
OG0015015	sp|P62077|TIM8B_MOUSE	tr|A0A8B6ZGC7|A0A8B6ZGC7_ORYAF
OG0015016	sp|P62317|SMD2_MOUSE	tr|A0A8B7A4L2|A0A8B7A4L2_ORYAF
OG0015017	sp|P70195|PSB7_MOUSE	tr|A0A8B6ZGJ8|A0A8B6ZGJ8_ORYAF
OG0015018	sp|P97351|RS3A_MOUSE	tr|A0A8B7AQD7|A0A8B7AQD7_ORYAF
OG0015019	sp|Q03172|ZEP1_MOUSE	tr|A0A8B7ARY7|A0A8B7ARY7_ORYAF
OG0015020	sp|Q14BB9|MA6D1_MOUSE	tr|A0A8B6ZEK8|A0A8B6ZEK8_ORYAF
OG0015021	sp|Q2MHE5|DOK6_MOUSE	tr|A0A8B7B1M8|A0A8B7B1M8_ORYAF
OG0015022	sp|Q3UE31|K0930_MOUSE	tr|A0A8B7B0X5|A0A8B7B0X5_ORYAF
OG0015023	sp|Q5DU56|NLRC3_MOUSE	tr|A0A8B6ZPX9|A0A8B6ZPX9_ORYAF
OG0015024	sp|Q5HZH7|S38A8_MOUSE	tr|A0A8B6ZNS1|A0A8B6ZNS1_ORYAF
OG0015025	sp|Q5NCS9|MID49_MOUSE	tr|A0A8B7A0B6|A0A8B7A0B6_ORYAF
OG0015026	sp|Q60860|LTC4S_MOUSE	tr|A0A8B7AVJ6|A0A8B7AVJ6_ORYAF
OG0015027	sp|Q60I26|AL2CL_MOUSE	tr|A0A8B7APN5|A0A8B7APN5_ORYAF
OG0015028	sp|Q6PG04|CCD82_MOUSE	tr|A0A8B6ZKS8|A0A8B6ZKS8_ORYAF
OG0015029	sp|Q78YY6|DJC15_MOUSE	tr|A0A8B7ADF8|A0A8B7ADF8_ORYAF
OG0015030	sp|Q80T74|KLH29_MOUSE	tr|A0A8B6ZP45|A0A8B6ZP45_ORYAF
OG0015031	sp|Q8BKX1|BAIP2_MOUSE	tr|A0A8B7BEN0|A0A8B7BEN0_ORYAF
OG0015032	sp|Q8BPT6|IMP2L_MOUSE	tr|A0A8B7A394|A0A8B7A394_ORYAF
OG0015033	sp|Q8BVD7|C1QT7_MOUSE	tr|A0A8B7AK91|A0A8B7AK91_ORYAF
OG0015034	sp|Q8C561|LMBD2_MOUSE	tr|A0A8B7AUY0|A0A8B7AUY0_ORYAF
OG0015035	sp|Q8JZY4|MRPP3_MOUSE	tr|A0A8B6ZNQ1|A0A8B6ZNQ1_ORYAF
OG0015036	sp|Q8K2B0|SC65_MOUSE	tr|A0A8B6ZX96|A0A8B6ZX96_ORYAF
OG0015037	sp|Q8K482|EMIL2_MOUSE	tr|A0A8B6ZDE1|A0A8B6ZDE1_ORYAF
OG0015038	sp|Q8R4F0|MCLN3_MOUSE	tr|A0A8B7AEE6|A0A8B7AEE6_ORYAF
OG0015039	sp|Q8VEL2|MTMRE_MOUSE	tr|A0A8B7ADE3|A0A8B7ADE3_ORYAF
OG0015040	tr|Q8VGZ7|Q8VGZ7_MOUSE	tr|A0A8B6ZZ00|A0A8B6ZZ00_ORYAF
OG0015041	sp|Q91WD4|CG025_MOUSE	tr|A0A8B6ZUS1|A0A8B6ZUS1_ORYAF
OG0015042	sp|Q91X79|CELA1_MOUSE	tr|A0A8B7B9W4|A0A8B7B9W4_ORYAF
OG0015043	sp|Q99LB0|TDIF1_MOUSE	tr|A0A8B6ZLN2|A0A8B6ZLN2_ORYAF
OG0015044	sp|Q9CQ26|STABP_MOUSE	tr|A0A8B7AS27|A0A8B7AS27_ORYAF
OG0015045	sp|Q9CQS2|NOP10_MOUSE	tr|A0A8B6ZSI7|A0A8B6ZSI7_ORYAF
OG0015046	sp|Q9CWT6|DDX28_MOUSE	tr|A0A8B6ZS00|A0A8B6ZS00_ORYAF
OG0015047	sp|Q9CXW4|RL11_MOUSE	tr|A0A8B6ZE11|A0A8B6ZE11_ORYAF
OG0015048	sp|Q9CZM2|RL15_MOUSE	tr|A0A8B6ZG52|A0A8B6ZG52_ORYAF
OG0015049	sp|Q9CZX8|RS19_MOUSE	tr|A0A8B6ZZM8|A0A8B6ZZM8_ORYAF
OG0015050	sp|Q9D2R0|AACS_MOUSE	tr|A0A8B6ZR50|A0A8B6ZR50_ORYAF
OG0015051	sp|Q9D552|SPT17_MOUSE	tr|A0A8B7ASQ7|A0A8B7ASQ7_ORYAF
OG0015052	sp|Q9D853|EFMT2_MOUSE	tr|A0A8B6ZHE0|A0A8B6ZHE0_ORYAF
OG0015053	sp|Q9DA47|TM239_MOUSE	tr|A0A8B7BEG9|A0A8B7BEG9_ORYAF
OG0015054	sp|Q9DBU3|RIOK3_MOUSE	tr|A0A8B6ZDQ4|A0A8B6ZDQ4_ORYAF
OG0015055	sp|Q9EQZ6|RPGF4_MOUSE	tr|A0A8B7A0I1|A0A8B7A0I1_ORYAF
OG0015056	sp|Q9ET35|TR13B_MOUSE	tr|A0A8B6ZX42|A0A8B6ZX42_ORYAF
OG0015057	sp|Q9JII1|INP5E_MOUSE	tr|A0A8B7AB72|A0A8B7AB72_ORYAF
OG0015058	sp|Q9JJG0|TACC2_MOUSE	tr|A0A8B6ZLV9|A0A8B6ZLV9_ORYAF
OG0015059	sp|Q9WVC8|S26A3_MOUSE	tr|A0A8B7A3N7|A0A8B7A3N7_ORYAF
OG0015060	sp|Q9Z1L3|DEDD_MOUSE	tr|A0A8B7AEL7|A0A8B7AEL7_ORYAF
OG0015061	sp|A2A5X5|KR161_MOUSE	tr|A0A8B6ZXG9|A0A8B6ZXG9_ORYAF
OG0015062	sp|A2ARI4|LGR4_MOUSE	tr|A0A8B7AR31|A0A8B7AR31_ORYAF
OG0015063	sp|A6PWY4|WDR76_MOUSE	tr|A0A8B6ZCZ1|A0A8B6ZCZ1_ORYAF
OG0015064	sp|E9PV86|MCTP1_MOUSE	tr|A0A8B7A049|A0A8B7A049_ORYAF
OG0015065	tr|E9PW37|E9PW37_MOUSE	tr|A0A8B6ZPA2|A0A8B6ZPA2_ORYAF
OG0015066	tr|J3QN01|J3QN01_MOUSE	tr|A0A8B7BD67|A0A8B7BD67_ORYAF
OG0015067	sp|O35691|PININ_MOUSE	tr|A0A8B6ZS69|A0A8B6ZS69_ORYAF
OG0015068	sp|O88576|S6A18_MOUSE	tr|A0A8B7AQL1|A0A8B7AQL1_ORYAF
OG0015069	sp|P09633|HXC9_MOUSE	tr|A0A8B7ANG2|A0A8B7ANG2_ORYAF
OG0015070	sp|P10605|CATB_MOUSE	tr|A0A8B6ZMG9|A0A8B6ZMG9_ORYAF
OG0015071	sp|P12265|BGLR_MOUSE	tr|A0A8B6ZYE3|A0A8B6ZYE3_ORYAF
OG0015072	sp|P26450|P85A_MOUSE	tr|A0A8B7AH95|A0A8B7AH95_ORYAF
OG0015073	sp|P26638|SYSC_MOUSE	tr|A0A8B7AJE6|A0A8B7AJE6_ORYAF
OG0015074	sp|P33609|DPOLA_MOUSE	tr|A0A8B7B3W5|A0A8B7B3W5_ORYAF
OG0015075	sp|P53798|FDFT_MOUSE	tr|A0A8B6ZMK3|A0A8B6ZMK3_ORYAF
OG0015076	sp|P70190|CAZA3_MOUSE	tr|A0A8B7A3V2|A0A8B7A3V2_ORYAF
OG0015077	sp|Q3TDN2|FAF2_MOUSE	tr|A0A8B7AXQ0|A0A8B7AXQ0_ORYAF
OG0015078	sp|Q3UHK8|TNR6A_MOUSE	tr|A0A8B7AUK9|A0A8B7AUK9_ORYAF
OG0015079	sp|Q4VBD2|TAPT1_MOUSE	tr|A0A8B7APZ1|A0A8B7APZ1_ORYAF
OG0015080	sp|Q61069|USF1_MOUSE	tr|A0A8B7AIQ2|A0A8B7AIQ2_ORYAF
OG0015081	sp|Q6PDS0|VTM2L_MOUSE	tr|A0A8B6ZFK9|A0A8B6ZFK9_ORYAF
OG0015082	sp|Q6PGD0|ARAID_MOUSE	tr|A0A8B6ZPL1|A0A8B6ZPL1_ORYAF
OG0015083	sp|Q7TM95|TIGD3_MOUSE	tr|A0A8B7A6Y2|A0A8B7A6Y2_ORYAF
OG0015084	sp|Q7TN31|AGGF1_MOUSE	tr|A0A8B7A116|A0A8B7A116_ORYAF
OG0015085	sp|Q80X66|BTBDA_MOUSE	tr|A0A8B7B493|A0A8B7B493_ORYAF
OG0015086	sp|Q80YA8|CRUM2_MOUSE	tr|A0A8B6ZGV7|A0A8B6ZGV7_ORYAF
OG0015087	sp|Q8BFU0|RSPO2_MOUSE	tr|A0A8B6ZBE4|A0A8B6ZBE4_ORYAF
OG0015088	sp|Q8BG94|COMD7_MOUSE	tr|A0A8B6ZCF7|A0A8B6ZCF7_ORYAF
OG0015089	sp|Q8BHF7|PGPS1_MOUSE	tr|A0A8B7BCY7|A0A8B7BCY7_ORYAF
OG0015090	sp|Q8BJ48|NAGPA_MOUSE	tr|A0A8B6ZQC0|A0A8B6ZQC0_ORYAF
OG0015091	sp|Q8BJ83|TM2D3_MOUSE	tr|A0A8B7BD89|A0A8B7BD89_ORYAF
OG0015092	sp|Q8BJA2|S41A1_MOUSE	tr|A0A8B7AVB3|A0A8B7AVB3_ORYAF
OG0015093	sp|Q8BJT9|EDEM2_MOUSE	tr|A0A8B6ZAY3|A0A8B6ZAY3_ORYAF
OG0015094	sp|Q8BLN6|UNC80_MOUSE	tr|A0A8B6ZFD2|A0A8B6ZFD2_ORYAF
OG0015095	sp|Q8BT14|CNOT4_MOUSE	tr|A0A8B7AXM3|A0A8B7AXM3_ORYAF
OG0015096	sp|Q8BZN2|KCNV1_MOUSE	tr|A0A8B6ZD03|A0A8B6ZD03_ORYAF
OG0015097	sp|Q8C102|GALT5_MOUSE	tr|A0A8B6ZWE7|A0A8B6ZWE7_ORYAF
OG0015098	sp|Q8C261|NCKX5_MOUSE	tr|A0A8B6ZCM7|A0A8B6ZCM7_ORYAF
OG0015099	sp|Q8C817|T200A_MOUSE	tr|A0A8B7AC45|A0A8B7AC45_ORYAF
OG0015100	tr|Q8CGR4|Q8CGR4_MOUSE	tr|A0A8B7B6I6|A0A8B7B6I6_ORYAF
OG0015101	sp|Q8K2J7|RELL1_MOUSE	tr|A0A8B7AUR9|A0A8B7AUR9_ORYAF
OG0015102	sp|Q8R1R4|IL34_MOUSE	tr|A0A8B6ZSC9|A0A8B6ZSC9_ORYAF
OG0015103	sp|Q8R2G6|CCD80_MOUSE	tr|A0A8B7ACB1|A0A8B7ACB1_ORYAF
OG0015104	sp|Q91VD9|NDUS1_MOUSE	tr|A0A8B6ZES7|A0A8B6ZES7_ORYAF
OG0015105	tr|Q91Y09|Q91Y09_MOUSE	tr|A0A8B6ZNG2|A0A8B6ZNG2_ORYAF
OG0015106	sp|Q920Q4|VPS16_MOUSE	tr|A0A8B7BEG7|A0A8B7BEG7_ORYAF
OG0015107	sp|Q99MS7|EH1L1_MOUSE	tr|A0A8B7A5D0|A0A8B7A5D0_ORYAF
OG0015108	sp|Q9CPW7|ZMAT2_MOUSE	tr|A0A8B6ZNC9|A0A8B6ZNC9_ORYAF
OG0015109	sp|Q9CWV6|PKRI1_MOUSE	tr|A0A8B6ZXX5|A0A8B6ZXX5_ORYAF
OG0015110	sp|Q9D695|SPB7_MOUSE	tr|A0A8B6ZDE5|A0A8B6ZDE5_ORYAF
OG0015111	sp|Q9D898|ARP5L_MOUSE	tr|A0A8B7B318|A0A8B7B318_ORYAF
OG0015112	sp|Q9DD18|DTD1_MOUSE	tr|A0A8B7AEH2|A0A8B7AEH2_ORYAF
OG0015113	sp|Q9DD24|TCAL9_MOUSE	tr|A0A8B7BA99|A0A8B7BA99_ORYAF
OG0015114	sp|Q9EQQ2|YIPF5_MOUSE	tr|A0A8B6ZNL4|A0A8B6ZNL4_ORYAF
OG0015115	sp|Q9ET54|PALLD_MOUSE	tr|A0A8B7ASX1|A0A8B7ASX1_ORYAF
OG0015116	sp|Q9JKQ4|IRX5_MOUSE	tr|A0A8B7ABF9|A0A8B7ABF9_ORYAF
OG0015117	sp|Q9QXZ7|NR2E3_MOUSE	tr|A0A8B7B5S3|A0A8B7B5S3_ORYAF
OG0015118	sp|Q9WV35|ABEC2_MOUSE	tr|A0A8B6ZKA2|A0A8B6ZKA2_ORYAF
OG0015119	sp|Q9Z0U0|XPR1_MOUSE	tr|A0A8B6ZPD0|A0A8B6ZPD0_ORYAF
OG0015120	tr|B2RS76|B2RS76_MOUSE	tr|A0A8B6ZRR1|A0A8B6ZRR1_ORYAF
OG0015121	tr|D3YUE4|D3YUE4_MOUSE	tr|A0A8B7A157|A0A8B7A157_ORYAF
OG0015122	sp|E9QAT4|SC16A_MOUSE	tr|A0A8B7AB73|A0A8B7AB73_ORYAF
OG0015123	sp|G5E8P1|BRD1_MOUSE	tr|A0A8B7AYA7|A0A8B7AYA7_ORYAF
OG0015124	tr|O08643|O08643_MOUSE	tr|A0A8B7AXV6|A0A8B7AXV6_ORYAF
OG0015125	sp|O35454|CLCN6_MOUSE	tr|A0A8B6ZYR4|A0A8B6ZYR4_ORYAF
OG0015126	sp|O70355|BTNL2_MOUSE	tr|A0A8B7ANC0|A0A8B7ANC0_ORYAF
OG0015127	sp|P0CL69|ZN703_MOUSE	tr|A0A8B6ZBY2|A0A8B6ZBY2_ORYAF
OG0015128	sp|P16332|MUTA_MOUSE	tr|A0A8B6ZJY8|A0A8B6ZJY8_ORYAF
OG0015129	sp|P29268|CCN2_MOUSE	tr|A0A8B7AHR4|A0A8B7AHR4_ORYAF
OG0015130	sp|P47242|PAX9_MOUSE	tr|A0A8B6ZM32|A0A8B6ZM32_ORYAF
OG0015131	sp|P50429|ARSB_MOUSE	tr|A0A8B7A129|A0A8B7A129_ORYAF
OG0015132	sp|P55098|PEX2_MOUSE	tr|A0A8B7A9T0|A0A8B7A9T0_ORYAF
OG0015133	sp|P70354|MSX3_MOUSE	tr|A0A8B7BDC4|A0A8B7BDC4_ORYAF
OG0015134	sp|P70701|WN10A_MOUSE	tr|A0A8B7BC98|A0A8B7BC98_ORYAF
OG0015135	sp|P86049|RBM46_MOUSE	tr|A0A8B7A442|A0A8B7A442_ORYAF
OG0015136	sp|Q3UDW8|HGNAT_MOUSE	tr|A0A8B6ZDS8|A0A8B6ZDS8_ORYAF
OG0015137	sp|Q3UI43|BABA1_MOUSE	tr|A0A8B7A6D9|A0A8B7A6D9_ORYAF
OG0015138	sp|Q3UNN8|PLD5_MOUSE	tr|A0A8B7AYM2|A0A8B7AYM2_ORYAF
OG0015139	sp|Q3UV16|IPIL2_MOUSE	tr|A0A8B7AMQ2|A0A8B7AMQ2_ORYAF
OG0015140	sp|Q3V3N7|BBS1_MOUSE	tr|A0A8B7A684|A0A8B7A684_ORYAF
OG0015141	sp|Q4VC33|MAEA_MOUSE	tr|A0A8B7B1A5|A0A8B7B1A5_ORYAF
OG0015142	sp|Q61468|MSLN_MOUSE	tr|A0A8B7B676|A0A8B7B676_ORYAF
OG0015143	tr|Q6P3A2|Q6P3A2_MOUSE	tr|A0A8B7AV43|A0A8B7AV43_ORYAF
OG0015144	sp|Q6PAV2|HERC4_MOUSE	tr|A0A8B6ZY25|A0A8B6ZY25_ORYAF
OG0015145	sp|Q6PDM4|IHO1_MOUSE	tr|A0A8B7B157|A0A8B7B157_ORYAF
OG0015146	sp|Q6PFX8|RIMKA_MOUSE	tr|A0A8B7B4V6|A0A8B7B4V6_ORYAF
OG0015147	sp|Q6ZPY2|SMG5_MOUSE	tr|A0A8B7AF53|A0A8B7AF53_ORYAF
OG0015148	sp|Q7TN05|AP1S3_MOUSE	tr|A0A8B6ZFA9|A0A8B6ZFA9_ORYAF
OG0015149	sp|Q80W88|HOMEZ_MOUSE	tr|A0A8B7ASX7|A0A8B7ASX7_ORYAF
OG0015150	sp|Q80XC3|US6NL_MOUSE	tr|A0A8B6ZD79|A0A8B6ZD79_ORYAF
OG0015151	sp|Q811W1|AARD_MOUSE	tr|A0A8B7AGD6|A0A8B7AGD6_ORYAF
OG0015152	sp|Q8BNJ6|NETO2_MOUSE	tr|A0A8B7ADD4|A0A8B7ADD4_ORYAF
OG0015153	sp|Q8BTI9|PK3CB_MOUSE	tr|A0A8B7AE08|A0A8B7AE08_ORYAF
OG0015154	sp|Q8CEL2|CFA61_MOUSE	tr|A0A8B7AEG7|A0A8B7AEG7_ORYAF
OG0015155	sp|Q8K221|ARFP2_MOUSE	tr|A0A8B7AXI5|A0A8B7AXI5_ORYAF
OG0015156	sp|Q8K386|RAB15_MOUSE	tr|A0A8B6ZXX3|A0A8B6ZXX3_ORYAF
OG0015157	sp|Q8VCZ7|ZBT7C_MOUSE	tr|A0A8B7A242|A0A8B7A242_ORYAF
OG0015158	sp|Q8VEE0|RPE_MOUSE	tr|A0A8B6ZAU5|A0A8B6ZAU5_ORYAF
OG0015159	sp|Q8VHS5|ASB16_MOUSE	tr|A0A8B7AZQ7|A0A8B7AZQ7_ORYAF
OG0015160	sp|Q91W27|TIP39_MOUSE	tr|A0A8B6ZZB1|A0A8B6ZZB1_ORYAF
OG0015161	sp|Q91Y97|ALDOB_MOUSE	tr|A0A8B7ALY7|A0A8B7ALY7_ORYAF
OG0015162	sp|Q91ZE0|TMLH_MOUSE	tr|A0A8B7B7V3|A0A8B7B7V3_ORYAF
OG0015163	sp|Q920S3|GATD1_MOUSE	tr|A0A8B6ZVQ7|A0A8B6ZVQ7_ORYAF
OG0015164	sp|Q921D9|GRHL1_MOUSE	tr|A0A8B6ZGY2|A0A8B6ZGY2_ORYAF
OG0015165	sp|Q921M3|SF3B3_MOUSE	tr|A0A8B6ZS59|A0A8B6ZS59_ORYAF
OG0015166	sp|Q99JP6|HOME3_MOUSE	tr|A0A8B7A6U5|A0A8B7A6U5_ORYAF
OG0015167	sp|Q9CQF9|PCYOX_MOUSE	tr|A0A8B6ZRE9|A0A8B6ZRE9_ORYAF
OG0015168	sp|Q9CQN6|TM14C_MOUSE	tr|A0A8B7AVP5|A0A8B7AVP5_ORYAF
OG0015169	sp|Q9CX30|YIF1B_MOUSE	tr|A0A8B7B0I8|A0A8B7B0I8_ORYAF
OG0015170	sp|Q9D1N9|RM21_MOUSE	tr|A0A8B7AAM5|A0A8B7AAM5_ORYAF
OG0015171	sp|Q9D7N9|APMAP_MOUSE	tr|A0A8B7AWM8|A0A8B7AWM8_ORYAF
OG0015172	sp|Q9D7W5|MED8_MOUSE	tr|A0A8B7ATD2|A0A8B7ATD2_ORYAF
OG0015173	sp|Q9D9J2|TEX33_MOUSE	tr|A0A8B6ZW72|A0A8B6ZW72_ORYAF
OG0015174	sp|Q9ET43|CLD12_MOUSE	tr|A0A8B6ZQQ8|A0A8B6ZQQ8_ORYAF
OG0015175	sp|Q9JI13|SAS10_MOUSE	tr|A0A8B7A0S1|A0A8B7A0S1_ORYAF
OG0015176	sp|Q9QZ10|ANX10_MOUSE	tr|A0A8B7ASZ0|A0A8B7ASZ0_ORYAF
OG0015177	sp|Q9WUB4|DCTN6_MOUSE	tr|A0A8B7A0K1|A0A8B7A0K1_ORYAF
