Orthogroup	Mus_musculus	Panthera_tigris_altaica
OG0010500	sp|P28076|PSB9_MOUSE	tr|A0A8C9JLL7|A0A8C9JLL7_PANTA
OG0010501	sp|P30412|PPIC_MOUSE	tr|A0A8C9KM48|A0A8C9KM48_PANTA
OG0010502	sp|P31257|HXC10_MOUSE	tr|A0A8C9JVV3|A0A8C9JVV3_PANTA
OG0010503	sp|P35283|RAB12_MOUSE	tr|A0A8C9KJ55|A0A8C9KJ55_PANTA
OG0010504	sp|P47759|NSG2_MOUSE	tr|A0A8C9JZH5|A0A8C9JZH5_PANTA
OG0010505	sp|P51943|CCNA2_MOUSE	tr|A0A8C9K058|A0A8C9K058_PANTA
OG0010506	sp|P62843|RS15_MOUSE	tr|A0A8C9KBI1|A0A8C9KBI1_PANTA
OG0010507	sp|P70700|RPA2_MOUSE	tr|A0A8C9JYH0|A0A8C9JYH0_PANTA
OG0010508	sp|P97798|NEO1_MOUSE	tr|A0A8C9JH28|A0A8C9JH28_PANTA
OG0010509	sp|P97868|RBBP6_MOUSE	tr|A0A8C9JVG5|A0A8C9JVG5_PANTA
OG0010510	sp|Q2TBA3|MALT1_MOUSE	tr|A0A8C9K715|A0A8C9K715_PANTA
OG0010511	sp|Q32KI9|ARSI_MOUSE	tr|A0A8C9JCM3|A0A8C9JCM3_PANTA
OG0010512	sp|Q3UQS2|LSME1_MOUSE	tr|A0A8C9KHY7|A0A8C9KHY7_PANTA
OG0010513	sp|Q562D6|TRMO_MOUSE	tr|A0A8C9K9Q3|A0A8C9K9Q3_PANTA
OG0010514	sp|Q5SWK7|RN145_MOUSE	tr|A0A8C9JJX1|A0A8C9JJX1_PANTA
OG0010515	sp|Q61609|S20A1_MOUSE	tr|A0A8C9M734|A0A8C9M734_PANTA
OG0010516	sp|Q64163|TFDP2_MOUSE	tr|A0A8C9J9N6|A0A8C9J9N6_PANTA
OG0010517	sp|Q6P1I6|PSD2_MOUSE	tr|A0A8C9K2G5|A0A8C9K2G5_PANTA
OG0010518	sp|Q6PEM8|PCFT_MOUSE	tr|A0A8C9JUT3|A0A8C9JUT3_PANTA
OG0010519	sp|Q6ZPY7|KDM3B_MOUSE	tr|A0A8C9M6G7|A0A8C9M6G7_PANTA
OG0010520	sp|Q7TS99|HELT_MOUSE	tr|A0A8C9JHQ6|A0A8C9JHQ6_PANTA
OG0010521	sp|Q8BHA3|DTD2_MOUSE	tr|A0A8C9JDL5|A0A8C9JDL5_PANTA
OG0010522	sp|Q8CI33|C19L1_MOUSE	tr|A0A8C9M4Q8|A0A8C9M4Q8_PANTA
OG0010523	sp|Q8CIW6|S26A6_MOUSE	tr|A0A8C9M9U2|A0A8C9M9U2_PANTA
OG0010524	sp|Q8CJ26|NRADD_MOUSE	tr|A0A8C9K2U9|A0A8C9K2U9_PANTA
OG0010525	sp|Q8K402|TBX22_MOUSE	tr|A0A8C9KEN7|A0A8C9KEN7_PANTA
OG0010526	sp|Q8K4F0|CD226_MOUSE	tr|A0A8C9K717|A0A8C9K717_PANTA
OG0010527	sp|Q8K4L3|SVIL_MOUSE	tr|A0A8C9K105|A0A8C9K105_PANTA
OG0010528	sp|Q8R235|TM203_MOUSE	tr|A0A8C9JEC0|A0A8C9JEC0_PANTA
OG0010529	sp|Q8VBX6|MPDZ_MOUSE	tr|A0A8C9MDG6|A0A8C9MDG6_PANTA
OG0010530	sp|Q8VEM1|GOLI_MOUSE	tr|A0A8C9KXB7|A0A8C9KXB7_PANTA
OG0010531	sp|Q91VD1|LEG12_MOUSE	tr|A0A8C9JZ70|A0A8C9JZ70_PANTA
OG0010532	sp|Q91W52|TMM19_MOUSE	tr|A0A8C9JLF6|A0A8C9JLF6_PANTA
OG0010533	sp|Q91X49|MALL_MOUSE	tr|A0A8C9M6X7|A0A8C9M6X7_PANTA
OG0010534	sp|Q91YQ5|RPN1_MOUSE	tr|A0A8C9K823|A0A8C9K823_PANTA
OG0010535	sp|Q922J3|CLIP1_MOUSE	tr|A0A8C9KLY7|A0A8C9KLY7_PANTA
OG0010536	sp|Q925D8|TS1R3_MOUSE	tr|A0A8C9KD58|A0A8C9KD58_PANTA
OG0010537	sp|Q9CR39|WIPI3_MOUSE	tr|A0A8C9M9T5|A0A8C9M9T5_PANTA
OG0010538	sp|Q9D1Q1|MPH6_MOUSE	tr|A0A8C9IZ02|A0A8C9IZ02_PANTA
OG0010539	sp|Q9DAC7|TTC32_MOUSE	tr|A0A8C9K0G6|A0A8C9K0G6_PANTA
OG0010540	sp|Q9DBE8|ALG2_MOUSE	tr|A0A8C9JB02|A0A8C9JB02_PANTA
OG0010541	sp|Q9DCW4|ETFB_MOUSE	tr|A0A8C9JEB0|A0A8C9JEB0_PANTA
OG0010542	sp|Q9EQC4|ELOV4_MOUSE	tr|A0A8C9L022|A0A8C9L022_PANTA
OG0010543	sp|Q9ERE3|SGK3_MOUSE	tr|A0A8C9J4P4|A0A8C9J4P4_PANTA
OG0010544	sp|Q9JJK5|HERP1_MOUSE	tr|A0A8C9K2S6|A0A8C9K2S6_PANTA
OG0010545	sp|Q9JJV1|CRBA2_MOUSE	tr|A0A8C9JQZ9|A0A8C9JQZ9_PANTA
OG0010546	sp|Q9JMF7|DOPP1_MOUSE	tr|A0A8C9L002|A0A8C9L002_PANTA
OG0010547	sp|Q9Z0S1|BPNT1_MOUSE	tr|A0A8C9JL45|A0A8C9JL45_PANTA
OG0010548	sp|Q9Z1K6|ARI2_MOUSE	tr|A0A8C9MAD6|A0A8C9MAD6_PANTA
OG0010549	tr|A0A0G2JEB7|A0A0G2JEB7_MOUSE	tr|A0A8C9JGH8|A0A8C9JGH8_PANTA
OG0010550	sp|A2A4P0|DHX8_MOUSE	tr|A0A8C9JWJ4|A0A8C9JWJ4_PANTA
OG0010551	sp|B2RRF6|Z518A_MOUSE	tr|A0A8C9J016|A0A8C9J016_PANTA
OG0010552	tr|F8VQG7|F8VQG7_MOUSE	tr|A0A8C9M5J7|A0A8C9M5J7_PANTA
OG0010553	sp|O35103|OMD_MOUSE	tr|A0A8C9KDT0|A0A8C9KDT0_PANTA
OG0010554	sp|O55023|IMPA1_MOUSE	tr|A0A8C9KN66|A0A8C9KN66_PANTA
OG0010555	sp|O70370|CATS_MOUSE	tr|A0A8C9M127|A0A8C9M127_PANTA
OG0010556	sp|O88410|CXCR3_MOUSE	tr|A0A8C9M9N9|A0A8C9M9N9_PANTA
OG0010557	sp|P04202|TGFB1_MOUSE	tr|A0A8C9JYU9|A0A8C9JYU9_PANTA
OG0010558	sp|P26151|FCGR1_MOUSE	tr|A0A8C9JXS8|A0A8C9JXS8_PANTA
OG0010559	sp|P27573|MYP0_MOUSE	tr|A0A8C9JNY2|A0A8C9JNY2_PANTA
OG0010560	sp|P30730|LSHR_MOUSE	tr|A0A8C9JBU8|A0A8C9JBU8_PANTA
OG0010561	sp|P53668|LIMK1_MOUSE	tr|A0A8C9M651|A0A8C9M651_PANTA
OG0010562	sp|P54731|FAF1_MOUSE	tr|A0A8C9JXN6|A0A8C9JXN6_PANTA
OG0010563	sp|P58468|SLX9_MOUSE	tr|A0A8C9JK42|A0A8C9JK42_PANTA
OG0010564	sp|P62751|RL23A_MOUSE	tr|A0A060KTJ6|A0A060KTJ6_PANTA
OG0010565	sp|Q03145|EPHA2_MOUSE	tr|A0A8C9IYR3|A0A8C9IYR3_PANTA
OG0010566	sp|Q06180|PTN2_MOUSE	tr|A0A8C9JUK2|A0A8C9JUK2_PANTA
OG0010567	sp|Q0P5X1|LRIQ1_MOUSE	tr|A0A8C9K7G2|A0A8C9K7G2_PANTA
OG0010568	sp|Q3URR0|CENPW_MOUSE	tr|A0A8C9M865|A0A8C9M865_PANTA
OG0010569	sp|Q562E2|KCD19_MOUSE	tr|A0A8C9JN84|A0A8C9JN84_PANTA
OG0010570	sp|Q64693|OBF1_MOUSE	tr|A0A8C9JCT5|A0A8C9JCT5_PANTA
OG0010571	sp|Q6IMB1|RSLBA_MOUSE	tr|A0A8C9KL21|A0A8C9KL21_PANTA
OG0010572	sp|Q6IR41|C1QT6_MOUSE	tr|A0A8C9K6N3|A0A8C9K6N3_PANTA
OG0010573	sp|Q6IYF8|OXGR1_MOUSE	tr|A0A8C9M400|A0A8C9M400_PANTA
OG0010574	sp|Q6P1G2|KDM2B_MOUSE	tr|A0A8C9KEV2|A0A8C9KEV2_PANTA
OG0010575	sp|Q6P7W5|SEN2_MOUSE	tr|A0A8C9KPA7|A0A8C9KPA7_PANTA
OG0010576	sp|Q6PCQ0|IQCE_MOUSE	tr|A0A8C9JEN8|A0A8C9JEN8_PANTA
OG0010577	sp|Q6VMN6|PRLHR_MOUSE	tr|A0A8C9J1S8|A0A8C9J1S8_PANTA
OG0010578	sp|Q78PY7|SND1_MOUSE	tr|A0A8C9JZP5|A0A8C9JZP5_PANTA
OG0010579	sp|Q80VP8|T106C_MOUSE	tr|A0A8C9KI34|A0A8C9KI34_PANTA
OG0010580	sp|Q8BMB0|EMSY_MOUSE	tr|A0A8C9KGE9|A0A8C9KGE9_PANTA
OG0010581	sp|Q8BTT6|UTP25_MOUSE	tr|A0A8C9JAX5|A0A8C9JAX5_PANTA
OG0010582	sp|Q8CHP6|PHC3_MOUSE	tr|A0A8C9KGF4|A0A8C9KGF4_PANTA
OG0010583	sp|Q8CJ12|AGRG2_MOUSE	tr|A0A8C9JTM0|A0A8C9JTM0_PANTA
OG0010584	sp|Q8R1H8|BATF2_MOUSE	tr|A0A8C9K4W2|A0A8C9K4W2_PANTA
OG0010585	sp|Q8R5F7|IFIH1_MOUSE	tr|A0A8C9KJS0|A0A8C9KJS0_PANTA
OG0010586	sp|Q8VEK2|RHBD2_MOUSE	tr|A0A8C9KMK3|A0A8C9KMK3_PANTA
OG0010587	sp|Q91WN4|KMO_MOUSE	tr|A0A8C9JBA2|A0A8C9JBA2_PANTA
OG0010588	sp|Q9CQ76|NEPN_MOUSE	tr|A0A8C9JSV7|A0A8C9JSV7_PANTA
OG0010589	sp|Q9CZG3|COMD8_MOUSE	tr|A0A8C9KBJ3|A0A8C9KBJ3_PANTA
OG0010590	sp|Q9CZS3|CEP20_MOUSE	tr|A0A8C9MCX9|A0A8C9MCX9_PANTA
OG0010591	sp|Q9D0A0|DET1_MOUSE	tr|A0A8C9KDG1|A0A8C9KDG1_PANTA
OG0010592	sp|Q9D0B6|PBDC1_MOUSE	tr|A0A8C9J3B6|A0A8C9J3B6_PANTA
OG0010593	sp|Q9D287|SPF27_MOUSE	tr|A0A8C9J9D3|A0A8C9J9D3_PANTA
OG0010594	sp|Q9D4K4|FACOS_MOUSE	tr|A0A8C9J4X0|A0A8C9J4X0_PANTA
OG0010595	sp|Q9D710|TMX2_MOUSE	tr|A0A8C9KG15|A0A8C9KG15_PANTA
OG0010596	sp|Q9D8Y8|ING5_MOUSE	tr|A0A8C9KCA3|A0A8C9KCA3_PANTA
OG0010597	sp|Q9D9P2|CC103_MOUSE	tr|A0A8C9JV42|A0A8C9JV42_PANTA
OG0010598	sp|Q9DBU5|RNF6_MOUSE	tr|A0A8C9KRK4|A0A8C9KRK4_PANTA
OG0010599	sp|Q9JHQ0|ANXA9_MOUSE	tr|A0A8C9L0R0|A0A8C9L0R0_PANTA
OG0010600	sp|Q9WTM3|SEM6C_MOUSE	tr|A0A8C9JMD8|A0A8C9JMD8_PANTA
OG0010601	sp|Q9Z1D8|ZKSC5_MOUSE	tr|A0A8C9KF49|A0A8C9KF49_PANTA
OG0010602	sp|Q9Z2I0|LETM1_MOUSE	tr|A0A8C9K7A5|A0A8C9K7A5_PANTA
OG0010603	sp|A2RSJ4|UH1BL_MOUSE	tr|A0A8C9JPW7|A0A8C9JPW7_PANTA
OG0010604	tr|E9PVD9|E9PVD9_MOUSE	tr|A0A8C9M3G0|A0A8C9M3G0_PANTA
OG0010605	tr|E9Q5N9|E9Q5N9_MOUSE	tr|A0A8C9K769|A0A8C9K769_PANTA
OG0010606	sp|O08742|GPV_MOUSE	tr|A0A8C9JCJ5|A0A8C9JCJ5_PANTA
OG0010607	sp|O35417|PDYN_MOUSE	tr|A0A8C9KWV9|A0A8C9KWV9_PANTA
OG0010608	sp|P02525|CRBA1_MOUSE	tr|A0A8C9KBD5|A0A8C9KBD5_PANTA
OG0010609	sp|P0C872|JMJD7_MOUSE	tr|A0A8C9M633|A0A8C9M633_PANTA
OG0010610	sp|P10711|TCEA1_MOUSE	tr|A0A8C9K1H0|A0A8C9K1H0_PANTA
OG0010611	sp|P25801|RBTN2_MOUSE	tr|A0A8C9JIZ4|A0A8C9JIZ4_PANTA
OG0010612	sp|P31041|CD28_MOUSE	tr|A0A8C9JZP7|A0A8C9JZP7_PANTA
OG0010613	sp|P31786|ACBP_MOUSE	tr|A0A8C9KJ40|A0A8C9KJ40_PANTA
OG0010614	sp|P43081|GUC1A_MOUSE	tr|A0A8C9MCF5|A0A8C9MCF5_PANTA
OG0010615	sp|P62717|RL18A_MOUSE	tr|A0A8C9KUC2|A0A8C9KUC2_PANTA
OG0010616	sp|P70441|NHRF1_MOUSE	tr|A0A8C9JWM8|A0A8C9JWM8_PANTA
OG0010617	sp|Q00286|PIT1_MOUSE	tr|A0A8C9JC98|A0A8C9JC98_PANTA
OG0010618	sp|Q06890|CLUS_MOUSE	tr|A0A8C9KL52|A0A8C9KL52_PANTA
OG0010619	sp|Q08189|TGM3_MOUSE	tr|A0A8C9KZF9|A0A8C9KZF9_PANTA
OG0010620	sp|Q0PHV7|DACT3_MOUSE	tr|A0A8C9KL94|A0A8C9KL94_PANTA
OG0010621	sp|Q0ZCJ7|MASTR_MOUSE	tr|A0A8C9KN10|A0A8C9KN10_PANTA
OG0010622	sp|Q3KNK3|NB5R2_MOUSE	tr|A0A8C9J9G4|A0A8C9J9G4_PANTA
OG0010623	tr|Q3LR78|Q3LR78_MOUSE	tr|A0A8C9M1Z3|A0A8C9M1Z3_PANTA
OG0010624	sp|Q3TL26|TFB2M_MOUSE	tr|A0A8C9JBE2|A0A8C9JBE2_PANTA
OG0010625	sp|Q3UPC7|K0825_MOUSE	tr|A0A8C9JLM6|A0A8C9JLM6_PANTA
OG0010626	sp|Q4VBF2|R3HD4_MOUSE	tr|A0A8C9K2E7|A0A8C9K2E7_PANTA
OG0010627	sp|Q569E7|ZN697_MOUSE	tr|A0A8C9J6D2|A0A8C9J6D2_PANTA
OG0010628	sp|Q5H8A1|NMS_MOUSE	tr|A0A8C9KCN0|A0A8C9KCN0_PANTA
OG0010629	sp|Q60953|PML_MOUSE	tr|A0A8C9JRZ0|A0A8C9JRZ0_PANTA
OG0010630	sp|Q61790|LAG3_MOUSE	tr|A0A8C9JEV3|A0A8C9JEV3_PANTA
OG0010631	sp|Q62283|TSN7_MOUSE	tr|A0A8C9JDD5|A0A8C9JDD5_PANTA
OG0010632	sp|Q80YD3|F205C_MOUSE	tr|A0A8C9K402|A0A8C9K402_PANTA
OG0010633	sp|Q80YR2|FHI2B_MOUSE	tr|A0A8C9JUH9|A0A8C9JUH9_PANTA
OG0010634	sp|Q8BGP5|TM127_MOUSE	tr|A0A8C9J111|A0A8C9J111_PANTA
OG0010635	sp|Q8C1Q4|METRN_MOUSE	tr|A0A8C9J2H8|A0A8C9J2H8_PANTA
OG0010636	sp|Q8CAL5|GPC5_MOUSE	tr|A0A8C9IYU2|A0A8C9IYU2_PANTA
OG0010637	sp|Q8CC27|CACB2_MOUSE	tr|A0A8C9KRJ9|A0A8C9KRJ9_PANTA
OG0010638	sp|Q8CIE6|COPA_MOUSE	tr|A0A8C9JYE9|A0A8C9JYE9_PANTA
OG0010639	sp|Q8K2V6|IPO11_MOUSE	tr|A0A8C9KIT2|A0A8C9KIT2_PANTA
OG0010640	sp|Q8QZW3|F151A_MOUSE	tr|A0A8C9M516|A0A8C9M516_PANTA
OG0010641	sp|Q8R0V5|I23O2_MOUSE	tr|A0A8C9KSX3|A0A8C9KSX3_PANTA
OG0010642	sp|Q8R2R1|POMT1_MOUSE	tr|A0A8C9JX47|A0A8C9JX47_PANTA
OG0010643	sp|Q8VDI9|ALG9_MOUSE	tr|A0A8C9M9X4|A0A8C9M9X4_PANTA
OG0010644	sp|Q8VIM4|BSND_MOUSE	tr|A0A8C9KXM3|A0A8C9KXM3_PANTA
OG0010645	sp|Q923X1|AGRL4_MOUSE	tr|A0A8C9MB19|A0A8C9MB19_PANTA
OG0010646	sp|Q9CQV1|TIM16_MOUSE	tr|A0A8C9KIG9|A0A8C9KIG9_PANTA
OG0010647	sp|Q9CXE7|TMED5_MOUSE	tr|A0A8C9K3E8|A0A8C9K3E8_PANTA
OG0010648	sp|Q9D2I5|ARMC9_MOUSE	tr|A0A8C9KKB4|A0A8C9KKB4_PANTA
OG0010649	sp|Q9D7M8|RPB4_MOUSE	tr|A0A8C9MB05|A0A8C9MB05_PANTA
OG0010650	sp|Q9JM62|REEP6_MOUSE	tr|A0A8C9J8E7|A0A8C9J8E7_PANTA
OG0010651	sp|Q9WTW3|KCNE4_MOUSE	tr|A0A8C9JGN6|A0A8C9JGN6_PANTA
OG0010652	sp|Q9Z0H0|CDC7_MOUSE	tr|A0A8C9JFR7|A0A8C9JFR7_PANTA
OG0010653	sp|A2AGA4|RHBL2_MOUSE	tr|A0A8C9JM74|A0A8C9JM74_PANTA
OG0010654	sp|A2ARV4|LRP2_MOUSE	tr|A0A8C9J2B8|A0A8C9J2B8_PANTA
OG0010655	sp|B2RQE8|RHG42_MOUSE	tr|A0A8C9KCG3|A0A8C9KCG3_PANTA
OG0010656	sp|E9Q5G3|KIF23_MOUSE	tr|A0A8C9JP06|A0A8C9JP06_PANTA
OG0010657	sp|O08997|ATOX1_MOUSE	tr|A0A8C9JV70|A0A8C9JV70_PANTA
OG0010658	sp|O35130|NEP1_MOUSE	tr|A0A8C9J422|A0A8C9J422_PANTA
OG0010659	sp|O35604|NPC1_MOUSE	tr|A0A8C9M9S0|A0A8C9M9S0_PANTA
OG0010660	sp|O35914|BNC1_MOUSE	tr|A0A8C9JCV4|A0A8C9JCV4_PANTA
OG0010661	sp|O88962|CP8B1_MOUSE	tr|A0A8C9J330|A0A8C9J330_PANTA
OG0010662	sp|P0C8B4|GON7_MOUSE	tr|A0A8C9KUJ6|A0A8C9KUJ6_PANTA
OG0010663	sp|P37172|ACVR1_MOUSE	tr|A0A8C9JQ57|A0A8C9JQ57_PANTA
OG0010664	sp|P59759|MRTFB_MOUSE	tr|A0A8C9K2W1|A0A8C9K2W1_PANTA
OG0010665	sp|P70345|B2CL2_MOUSE	tr|A0A8C9J3S1|A0A8C9J3S1_PANTA
OG0010666	sp|P83741|WNK1_MOUSE	tr|A0A8C9KFJ9|A0A8C9KFJ9_PANTA
OG0010667	sp|P97306|STAC_MOUSE	tr|A0A8C9K226|A0A8C9K226_PANTA
OG0010668	sp|P97412|LYST_MOUSE	tr|A0A8C9KHT8|A0A8C9KHT8_PANTA
OG0010669	sp|Q059U7|INTU_MOUSE	tr|A0A8C9KB37|A0A8C9KB37_PANTA
OG0010670	sp|Q07832|PLK1_MOUSE	tr|A0A8C9KKR3|A0A8C9KKR3_PANTA
OG0010671	sp|Q3TXU5|DHYS_MOUSE	tr|A0A8C9M5Z7|A0A8C9M5Z7_PANTA
OG0010672	sp|Q3U1D9|CD047_MOUSE	tr|A0A8C9KZS8|A0A8C9KZS8_PANTA
OG0010673	sp|Q3U2A8|SYVM_MOUSE	tr|A0A8C9K928|A0A8C9K928_PANTA
OG0010674	sp|Q3UJB9|EDC4_MOUSE	tr|A0A8C9KJN7|A0A8C9KJN7_PANTA
OG0010675	sp|Q3UZ57|AXDN1_MOUSE	tr|A0A8C9J0F1|A0A8C9J0F1_PANTA
OG0010676	sp|Q5DU31|ICEF1_MOUSE	tr|A0A8C9JGC8|A0A8C9JGC8_PANTA
OG0010677	sp|Q60614|AA2BR_MOUSE	tr|A0A8C9MB46|A0A8C9MB46_PANTA
OG0010678	tr|Q6PHP6|Q6PHP6_MOUSE	tr|A0A8C9M1I1|A0A8C9M1I1_PANTA
OG0010679	sp|Q78XR0|TPC6A_MOUSE	tr|A0A8C9JJF1|A0A8C9JJF1_PANTA
OG0010680	sp|Q80TL4|PHF24_MOUSE	tr|A0A8C9MA87|A0A8C9MA87_PANTA
OG0010681	sp|Q80YD6|SRGEF_MOUSE	tr|A0A8C9K771|A0A8C9K771_PANTA
OG0010682	sp|Q80ZQ3|CH074_MOUSE	tr|A0A8C9L4D4|A0A8C9L4D4_PANTA
OG0010683	sp|Q8BJ52|PLPR5_MOUSE	tr|A0A8C9K9H0|A0A8C9K9H0_PANTA
OG0010684	sp|Q8BLM0|KLF8_MOUSE	tr|A0A8C9JK60|A0A8C9JK60_PANTA
OG0010685	sp|Q8BUK6|HOOK3_MOUSE	tr|A0A8C9JE43|A0A8C9JE43_PANTA
OG0010686	sp|Q8C9A2|ENDOV_MOUSE	tr|A0A8C9JMZ7|A0A8C9JMZ7_PANTA
OG0010687	sp|Q8CB67|LRP11_MOUSE	tr|A0A8C9K8X9|A0A8C9K8X9_PANTA
OG0010688	sp|Q8QZT1|THIL_MOUSE	tr|A0A8C9JNA6|A0A8C9JNA6_PANTA
OG0010689	sp|Q8R2Y0|ABHD6_MOUSE	tr|A0A8C9KNP8|A0A8C9KNP8_PANTA
OG0010690	sp|Q91V81|RBM42_MOUSE	tr|A0A8C9MBH5|A0A8C9MBH5_PANTA
OG0010691	sp|Q99J31|OPHN1_MOUSE	tr|A0A8C9JBC1|A0A8C9JBC1_PANTA
OG0010692	sp|Q9CQT7|DESI1_MOUSE	tr|A0A8C9KGZ7|A0A8C9KGZ7_PANTA
OG0010693	sp|Q9D6X5|S52A3_MOUSE	tr|A0A8C9K591|A0A8C9K591_PANTA
OG0010694	sp|Q9D6Y1|CCDC3_MOUSE	tr|A0A8C9JWS8|A0A8C9JWS8_PANTA
OG0010695	sp|Q9DAE7|CK097_MOUSE	tr|A0A8C9KJH2|A0A8C9KJH2_PANTA
OG0010696	sp|Q9DAX2|PLPP2_MOUSE	tr|A0A8C9K9G6|A0A8C9K9G6_PANTA
OG0010697	sp|Q9ESK9|RBCC1_MOUSE	tr|A0A8C9JTN4|A0A8C9JTN4_PANTA
OG0010698	sp|Q9ESP5|FEZF2_MOUSE	tr|A0A8C9KME4|A0A8C9KME4_PANTA
OG0010699	sp|Q9JHK4|PGTA_MOUSE	tr|A0A8C9KGM6|A0A8C9KGM6_PANTA
OG0010700	sp|Q9JIS3|SMCO4_MOUSE	tr|A0A8C9JHA0|A0A8C9JHA0_PANTA
OG0010701	sp|Q9JJ48|ZC3H8_MOUSE	tr|A0A8C9M9N3|A0A8C9M9N3_PANTA
OG0010702	sp|Q9JK81|MYG1_MOUSE	tr|A0A8C9KLQ7|A0A8C9KLQ7_PANTA
OG0010703	sp|Q9JLM4|ZMYM3_MOUSE	tr|A0A8C9KPA4|A0A8C9KPA4_PANTA
OG0010704	sp|Q9JMA9|S6A14_MOUSE	tr|A0A8C9JF01|A0A8C9JF01_PANTA
OG0010705	sp|Q9QXL8|NDK7_MOUSE	tr|A0A8C9JHP7|A0A8C9JHP7_PANTA
OG0010706	sp|Q9R045|ANGL2_MOUSE	tr|A0A8C9MA53|A0A8C9MA53_PANTA
OG0010707	sp|Q9WU63|HEBP2_MOUSE	tr|A0A8C9KAI7|A0A8C9KAI7_PANTA
OG0010708	tr|A0A2I3BPW5|A0A2I3BPW5_MOUSE	tr|A0A8C9MCT5|A0A8C9MCT5_PANTA
OG0010709	sp|B0QZF7|PRCA1_MOUSE	tr|A0A8C9KX79|A0A8C9KX79_PANTA
OG0010710	sp|O35988|SDC4_MOUSE	tr|A0A8C9JIH4|A0A8C9JIH4_PANTA
OG0010711	sp|O88987|AKAP3_MOUSE	tr|A0A8C9KCQ3|A0A8C9KCQ3_PANTA
OG0010712	sp|O89104|SYPL2_MOUSE	tr|A0A8C9KWU5|A0A8C9KWU5_PANTA
OG0010713	sp|P28334|5HT1B_MOUSE	tr|A0A8C9J387|A0A8C9J387_PANTA
OG0010714	sp|P32211|ACM4_MOUSE	tr|A0A8C9JJ87|A0A8C9JJ87_PANTA
OG0010715	sp|P35295|RAB20_MOUSE	tr|A0A8C9KJF0|A0A8C9KJF0_PANTA
OG0010716	sp|P51865|TDGF1_MOUSE	tr|A0A8C9K777|A0A8C9K777_PANTA
OG0010717	sp|P51910|APOD_MOUSE	tr|A0A8C9JSW7|A0A8C9JSW7_PANTA
OG0010718	sp|Q08ED0|B2L15_MOUSE	tr|A0A8C9JJM6|A0A8C9JJM6_PANTA
OG0010719	sp|Q09M05|CBPC4_MOUSE	tr|A0A8C9M6W2|A0A8C9M6W2_PANTA
OG0010720	sp|Q69ZH9|RHG23_MOUSE	tr|A0A8C9KNG5|A0A8C9KNG5_PANTA
OG0010721	sp|Q69ZK5|KLH14_MOUSE	tr|A0A8C9KH17|A0A8C9KH17_PANTA
OG0010722	sp|Q6GQX6|ANKS6_MOUSE	tr|A0A8C9KVQ5|A0A8C9KVQ5_PANTA
OG0010723	sp|Q6RI63|F120B_MOUSE	tr|A0A8C9ME25|A0A8C9ME25_PANTA
OG0010724	sp|Q810N5|CL060_MOUSE	tr|A0A8C9JPP9|A0A8C9JPP9_PANTA
OG0010725	sp|Q8BFS6|CPPED_MOUSE	tr|A0A8C9KU57|A0A8C9KU57_PANTA
OG0010726	sp|Q8BGS3|ZKSC1_MOUSE	tr|A0A8C9JYF3|A0A8C9JYF3_PANTA
OG0010727	sp|Q8BKY8|MTEF2_MOUSE	tr|A0A8C9J9B7|A0A8C9J9B7_PANTA
OG0010728	sp|Q8BRH3|RHG19_MOUSE	tr|A0A8C9KLR1|A0A8C9KLR1_PANTA
OG0010729	sp|Q8BSI6|R3HC1_MOUSE	tr|A0A8C9JL48|A0A8C9JL48_PANTA
OG0010730	sp|Q8C7X2|EMC1_MOUSE	tr|A0A8C9K568|A0A8C9K568_PANTA
OG0010731	sp|Q8CHQ0|FBX4_MOUSE	tr|A0A8C9JM95|A0A8C9JM95_PANTA
OG0010732	sp|Q8CIM5|GPR84_MOUSE	tr|A0A8C9JCQ4|A0A8C9JCQ4_PANTA
OG0010734	sp|Q8R151|ZNFX1_MOUSE	tr|A0A8C9M760|A0A8C9M760_PANTA
OG0010735	sp|Q8R314|S35F5_MOUSE	tr|A0A8C9KDH7|A0A8C9KDH7_PANTA
OG0010736	sp|Q8VC34|RPAP2_MOUSE	tr|A0A8C9L162|A0A8C9L162_PANTA
OG0010737	sp|Q8VC66|ADIP_MOUSE	tr|A0A8C9MAI2|A0A8C9MAI2_PANTA
OG0010738	sp|Q8VCD3|LMA1L_MOUSE	tr|A0A8C9KTF4|A0A8C9KTF4_PANTA
OG0010739	sp|Q91V64|ISOC1_MOUSE	tr|A0A8C9MC55|A0A8C9MC55_PANTA
OG0010740	sp|Q921L7|HEMK1_MOUSE	tr|A0A8C9M3H6|A0A8C9M3H6_PANTA
OG0010741	sp|Q922R1|PHAF1_MOUSE	tr|A0A8C9JAH8|A0A8C9JAH8_PANTA
OG0010742	sp|Q99JB0|KLF7_MOUSE	tr|A0A8C9K6X5|A0A8C9K6X5_PANTA
OG0010743	sp|Q99K95|RTF2_MOUSE	tr|A0A8C9J9V1|A0A8C9J9V1_PANTA
OG0010744	sp|Q99LF4|RTCB_MOUSE	tr|A0A8C9KLZ7|A0A8C9KLZ7_PANTA
OG0010745	sp|Q99ML8|UCN2_MOUSE	tr|A0A8C9JBC4|A0A8C9JBC4_PANTA
OG0010746	sp|Q9CQ85|TIM22_MOUSE	tr|A0A8C9L231|A0A8C9L231_PANTA
OG0010747	sp|Q9CQI3|GMFB_MOUSE	tr|A0A8C9J7S0|A0A8C9J7S0_PANTA
