Orthogroup	Mus_musculus	Peromyscus_maniculatus_bairdii
OG0016180	sp|Q0P5X5|ZBBX_MOUSE	tr|A0A6J0CTL0|A0A6J0CTL0_PERMB
OG0016181	sp|Q149F1|RUSD2_MOUSE	tr|A0A6I9LIC3|A0A6I9LIC3_PERMB
OG0016182	sp|Q2TUM3|KCNRG_MOUSE	tr|A0A6I9LSJ8|A0A6I9LSJ8_PERMB
OG0016183	tr|Q32M27|Q32M27_MOUSE	tr|A0A6I9M205|A0A6I9M205_PERMB
OG0016184	sp|Q3UE17|MEX3D_MOUSE	tr|A0A6J0DBZ0|A0A6J0DBZ0_PERMB
OG0016185	sp|Q3UMM4|CDK10_MOUSE	tr|A0A6I9M4L3|A0A6I9M4L3_PERMB
OG0016186	sp|Q5FW53|MBPHL_MOUSE	tr|A0A6I9LAP5|A0A6I9LAP5_PERMB
OG0016187	sp|Q60829|PPR1B_MOUSE	tr|A0A6J0EAM4|A0A6J0EAM4_PERMB
OG0016188	sp|Q61545|EWS_MOUSE	tr|A0A6J0CVT3|A0A6J0CVT3_PERMB
OG0016189	sp|Q62052|P_MOUSE	tr|A0A6J0DFN5|A0A6J0DFN5_PERMB
OG0016190	sp|Q62087|PON3_MOUSE	tr|A0A6I9LR06|A0A6I9LR06_PERMB
OG0016191	sp|Q62447|CCNC_MOUSE	tr|A0A6I9LIJ0|A0A6I9LIJ0_PERMB
OG0016192	sp|Q64449|MRC2_MOUSE	tr|A0A6J0D9U4|A0A6J0D9U4_PERMB
OG0016193	sp|Q67FY2|BCL9L_MOUSE	tr|A0A6J0CJ90|A0A6J0CJ90_PERMB
OG0016194	sp|Q6NZL6|TONSL_MOUSE	tr|A0A6I9M8G8|A0A6I9M8G8_PERMB
OG0016195	sp|Q6P1G0|HEAT6_MOUSE	tr|A0A6I9LHW6|A0A6I9LHW6_PERMB
OG0016196	sp|Q80VH0|BANK1_MOUSE	tr|A0A6J0D157|A0A6J0D157_PERMB
OG0016197	sp|Q80WE4|KI20B_MOUSE	tr|A0A6J0DUH5|A0A6J0DUH5_PERMB
OG0016198	sp|Q80WP8|GADL1_MOUSE	tr|A0A6I9KT73|A0A6I9KT73_PERMB
OG0016199	sp|Q80XQ8|F168B_MOUSE	tr|A0A6J0ECL3|A0A6J0ECL3_PERMB
OG0016200	sp|Q810Z1|LCN10_MOUSE	tr|A0A6I9LR92|A0A6I9LR92_PERMB
OG0016201	sp|Q812A3|ANR23_MOUSE	tr|A0A6J0E2E4|A0A6J0E2E4_PERMB
OG0016202	sp|Q8BFY6|PEF1_MOUSE	tr|A0A6I9LA24|A0A6I9LA24_PERMB
OG0016203	sp|Q8BGA3|LRRT2_MOUSE	tr|A0A6I9LEY3|A0A6I9LEY3_PERMB
OG0016204	sp|Q8BGY9|SC5A7_MOUSE	tr|A0A6I9MIL3|A0A6I9MIL3_PERMB
OG0016205	sp|Q8C0M9|ASGL1_MOUSE	tr|A0A6I9MHB1|A0A6I9MHB1_PERMB
OG0016206	sp|Q8C0Q2|ZHX3_MOUSE	tr|A0A6I9L3L3|A0A6I9L3L3_PERMB
OG0016207	tr|Q8C6G0|Q8C6G0_MOUSE	tr|A0A6I9M0D5|A0A6I9M0D5_PERMB
OG0016208	sp|Q8CCK0|H2AW_MOUSE	tr|A0A6J0CS18|A0A6J0CS18_PERMB
OG0016209	sp|Q8CDL9|CCD87_MOUSE	tr|A0A6I9LBL8|A0A6I9LBL8_PERMB
OG0016210	sp|Q8CG73|FTM_MOUSE	tr|A0A6J0DYJ4|A0A6J0DYJ4_PERMB
OG0016211	sp|Q8CH77|NAV1_MOUSE	tr|A0A6I9LUP1|A0A6I9LUP1_PERMB
OG0016212	sp|Q8JZL7|RGF1B_MOUSE	tr|A0A6J0D3K1|A0A6J0D3K1_PERMB
OG0016213	sp|Q8R3J5|CHAC1_MOUSE	tr|A0A6I9LIB3|A0A6I9LIB3_PERMB
OG0016214	sp|Q8VBT2|SDHL_MOUSE	tr|A0A6I9KTF7|A0A6I9KTF7_PERMB
OG0016215	sp|Q8VEB3|MACIR_MOUSE	tr|A0A6J0DXM8|A0A6J0DXM8_PERMB
OG0016216	sp|Q8VHY0|CSPG4_MOUSE	tr|A0A6I9KVE1|A0A6I9KVE1_PERMB
OG0016217	sp|Q91X43|SH319_MOUSE	tr|A0A6J0DXF5|A0A6J0DXF5_PERMB
OG0016218	sp|Q91XA5|SNPC2_MOUSE	tr|A0A6I9L1I5|A0A6I9L1I5_PERMB
OG0016219	sp|Q91Y44|BRDT_MOUSE	tr|A0A6J0DWL1|A0A6J0DWL1_PERMB
OG0016220	sp|Q922M5|CDA7L_MOUSE	tr|A0A6I9M2N7|A0A6I9M2N7_PERMB
OG0016221	tr|Q923D1|Q923D1_MOUSE	tr|A0A6J0CKN3|A0A6J0CKN3_PERMB
OG0016222	sp|Q99ML0|ZMY10_MOUSE	tr|A0A6I9LK03|A0A6I9LK03_PERMB
OG0016223	sp|Q99N99|S5A2_MOUSE	tr|A0A6I9M5J6|A0A6I9M5J6_PERMB
OG0016224	sp|Q9CR36|GKN1_MOUSE	tr|A0A6J0DZW3|A0A6J0DZW3_PERMB
OG0016225	sp|Q9CRC6|BORC7_MOUSE	tr|A0A6I9LIE8|A0A6I9LIE8_PERMB
OG0016226	sp|Q9CWR7|STEA1_MOUSE	tr|A0A6I9M420|A0A6I9M420_PERMB
OG0016227	sp|Q9CYZ2|TPD54_MOUSE	tr|A0A6J0CL16|A0A6J0CL16_PERMB
OG0016228	sp|Q9D1F3|EOLA1_MOUSE	tr|A0A6J0CLA6|A0A6J0CLA6_PERMB
OG0016229	sp|Q9DAH2|ZNRF4_MOUSE	tr|A0A6I9LUB4|A0A6I9LUB4_PERMB
OG0016230	sp|Q9EQI8|RM46_MOUSE	tr|A0A6I9KYA0|A0A6I9KYA0_PERMB
OG0016231	sp|Q9JII5|DAZP1_MOUSE	tr|A0A6J0DGS8|A0A6J0DGS8_PERMB
OG0016232	sp|Q9JJS6|BCDO1_MOUSE	tr|A0A6I9LPV3|A0A6I9LPV3_PERMB
OG0016233	sp|Q9QZU5|KR151_MOUSE	tr|A0A6I9M5R2|A0A6I9M5R2_PERMB
OG0016234	sp|Q9R000|ITBP2_MOUSE	tr|A0A6I9LRH6|A0A6I9LRH6_PERMB
OG0016235	sp|Q9R0L7|AKP8L_MOUSE	tr|A0A6I9LVQ7|A0A6I9LVQ7_PERMB
OG0016236	sp|Q9WV85|NDK3_MOUSE	tr|A0A6I9KV50|A0A6I9KV50_PERMB
OG0016237	sp|Q9WVC3|CAV2_MOUSE	tr|A0A6I9LTJ2|A0A6I9LTJ2_PERMB
OG0016238	sp|Q9WVH6|ANGP4_MOUSE	tr|A0A6I9M0U5|A0A6I9M0U5_PERMB
OG0016239	tr|A0A140LHE4|A0A140LHE4_MOUSE	tr|A0A6J0CT34|A0A6J0CT34_PERMB
OG0016240	tr|A0A571BF02|A0A571BF02_MOUSE	tr|A0A6J0EH38|A0A6J0EH38_PERMB
OG0016241	sp|A2ATU0|DHTK1_MOUSE	tr|A0A6I9L109|A0A6I9L109_PERMB
OG0016242	sp|A6H6A4|LRIQ4_MOUSE	tr|A0A6I9L0P5|A0A6I9L0P5_PERMB
OG0016243	sp|D3YVE8|S35G2_MOUSE	tr|A0A6I9L1X5|A0A6I9L1X5_PERMB
OG0016244	tr|D3YXF5|D3YXF5_MOUSE	tr|A0A6I9LVR8|A0A6I9LVR8_PERMB
OG0016245	tr|E9PW83|E9PW83_MOUSE	tr|A0A6J0E7W5|A0A6J0E7W5_PERMB
OG0016246	tr|E9Q5F1|E9Q5F1_MOUSE	tr|A0A6I9ME44|A0A6I9ME44_PERMB
OG0016247	sp|J3QNX5|SHSA8_MOUSE	tr|A0A6J0DMN0|A0A6J0DMN0_PERMB
OG0016248	tr|J3QP53|J3QP53_MOUSE	tr|A0A6I9M4S7|A0A6I9M4S7_PERMB
OG0016249	tr|J3QPW6|J3QPW6_MOUSE	tr|A0A6I9M0P8|A0A6I9M0P8_PERMB
OG0016250	sp|O08784|TCOF_MOUSE	tr|A0A6J0DX18|A0A6J0DX18_PERMB
OG0016251	sp|O35654|DPOD2_MOUSE	tr|A0A6I9L4V5|A0A6I9L4V5_PERMB
OG0016252	sp|O70220|FOXQ1_MOUSE	tr|A0A6I9L6J8|A0A6I9L6J8_PERMB
OG0016253	sp|P23812|HXD12_MOUSE	tr|A0A6I9L3P6|A0A6I9L3P6_PERMB
OG0016254	sp|P30873|SSR1_MOUSE	tr|A0A6I9LRM1|A0A6I9LRM1_PERMB
OG0016255	sp|P47873|IL11_MOUSE	tr|A0A6J0CCU3|A0A6J0CCU3_PERMB
OG0016256	sp|P51859|HDGF_MOUSE	tr|A0A6I9LBV2|A0A6I9LBV2_PERMB
OG0016257	sp|P52187|KCJ12_MOUSE	tr|A0A6I9L9F5|A0A6I9L9F5_PERMB
OG0016258	sp|P56379|ATP68_MOUSE	tr|A0A6I9M5X0|A0A6I9M5X0_PERMB
OG0016259	sp|P56382|ATP5E_MOUSE	tr|A0A6I9LB48|A0A6I9LB48_PERMB
OG0016260	sp|P61082|UBC12_MOUSE	tr|A0A6I9ME48|A0A6I9ME48_PERMB
OG0016261	sp|P70284|TGIF1_MOUSE	tr|A0A6I9L391|A0A6I9L391_PERMB
OG0016262	sp|P70460|VASP_MOUSE	tr|A0A6I9MBG8|A0A6I9MBG8_PERMB
OG0016263	sp|P81122|IRS2_MOUSE	tr|A0A6I9LLR7|A0A6I9LLR7_PERMB
OG0016264	sp|Q08874|MITF_MOUSE	tr|A0A6I9L3W9|A0A6I9L3W9_PERMB
OG0016265	sp|Q3U2V3|NUD18_MOUSE	tr|A0A6I9LW68|A0A6I9LW68_PERMB
OG0016266	sp|Q3U8K7|KMT5B_MOUSE	tr|A0A6J0DNE7|A0A6J0DNE7_PERMB
OG0016267	sp|Q3UN16|GP162_MOUSE	tr|A0A6I9M9R2|A0A6I9M9R2_PERMB
OG0016268	sp|Q5FWI3|CEIP2_MOUSE	tr|A0A6J0DTW2|A0A6J0DTW2_PERMB
OG0016269	sp|Q61200|NXPH1_MOUSE	tr|A0A6J0E682|A0A6J0E682_PERMB
OG0016270	sp|Q61400|CEAMA_MOUSE	tr|A0A6J0CIE8|A0A6J0CIE8_PERMB
OG0016271	sp|Q61471|TOB1_MOUSE	tr|A0A6I9L2C9|A0A6I9L2C9_PERMB
OG0016272	sp|Q62186|SSRD_MOUSE	tr|A0A6I9M901|A0A6I9M901_PERMB
OG0016273	sp|Q64191|ASPG_MOUSE	tr|A0A6I9KTN1|A0A6I9KTN1_PERMB
OG0016274	sp|Q64277|BST1_MOUSE	tr|A0A6I9M370|A0A6I9M370_PERMB
OG0016275	sp|Q64467|G3PT_MOUSE	tr|A0A6I9LE52|A0A6I9LE52_PERMB
OG0016276	sp|Q68FE2|ATG9A_MOUSE	tr|A0A6J0CCP4|A0A6J0CCP4_PERMB
OG0016277	sp|Q6GQW0|ABTB3_MOUSE	tr|A0A6I9LR79|A0A6I9LR79_PERMB
OG0016278	sp|Q6P1E8|EFCB6_MOUSE	tr|A0A6J0DHH8|A0A6J0DHH8_PERMB
OG0016279	sp|Q6PDG8|MON1A_MOUSE	tr|A0A6I9L726|A0A6I9L726_PERMB
OG0016280	sp|Q6PHQ8|NAA35_MOUSE	tr|A0A6I9LNM9|A0A6I9LNM9_PERMB
OG0016281	sp|Q766D5|B4GN4_MOUSE	tr|A0A6I9LDG4|A0A6I9LDG4_PERMB
OG0016282	sp|Q80U62|RUBIC_MOUSE	tr|A0A6J0D109|A0A6J0D109_PERMB
OG0016283	sp|Q80ZQ0|SACA4_MOUSE	tr|A0A6I9LP51|A0A6I9LP51_PERMB
OG0016284	tr|Q80ZX0|Q80ZX0_MOUSE	tr|A0A6J0D2L8|A0A6J0D2L8_PERMB
OG0016285	sp|Q812E0|CPEB2_MOUSE	tr|A0A6I9MHN2|A0A6I9MHN2_PERMB
OG0016286	sp|Q8BG31|VEXIN_MOUSE	tr|A0A6I9L0N6|A0A6I9L0N6_PERMB
OG0016287	sp|Q8BHL7|C42S1_MOUSE	tr|A0A6J0DN80|A0A6J0DN80_PERMB
OG0016288	sp|Q8BP67|RL24_MOUSE	tr|A0A6I9MM32|A0A6I9MM32_PERMB
OG0016289	sp|Q8C159|TTC22_MOUSE	tr|A0A6I9M452|A0A6I9M452_PERMB
OG0016290	sp|Q8CE94|MOT13_MOUSE	tr|A0A6I9L5M9|A0A6I9L5M9_PERMB
OG0016291	sp|Q8CHY6|P66A_MOUSE	tr|A0A6I9MK31|A0A6I9MK31_PERMB
OG0016292	sp|Q8K0J2|B3GN7_MOUSE	tr|A0A6I9LK42|A0A6I9LK42_PERMB
OG0016293	sp|Q8R2M0|TEAN2_MOUSE	tr|A0A6J0DAW9|A0A6J0DAW9_PERMB
OG0016294	sp|Q8R5J9|PRAF3_MOUSE	tr|A0A6I9L767|A0A6I9L767_PERMB
OG0016295	sp|Q8VC04|T106A_MOUSE	tr|A0A6J0CGY4|A0A6J0CGY4_PERMB
OG0016296	sp|Q8VCM3|ZFY21_MOUSE	tr|A0A6J0E2T8|A0A6J0E2T8_PERMB
OG0016297	sp|Q8VFX2|O1444_MOUSE	tr|A0A6I9M0Z7|A0A6I9M0Z7_PERMB
OG0016298	sp|Q91W36|UBP3_MOUSE	tr|A0A6I9LHL6|A0A6I9LHL6_PERMB
OG0016299	sp|Q91ZU0|ASB7_MOUSE	tr|A0A6I9ME79|A0A6I9ME79_PERMB
OG0016300	sp|Q920R0|ALS2_MOUSE	tr|A0A6I9L196|A0A6I9L196_PERMB
OG0016301	sp|Q99LF1|AKIR1_MOUSE	tr|A0A6I9MJY4|A0A6I9MJY4_PERMB
OG0016302	sp|Q99PJ2|TRIM8_MOUSE	tr|A0A6I9LGL3|A0A6I9LGL3_PERMB
OG0016303	sp|Q9CR68|UCRI_MOUSE	tr|A0A6I9L6J2|A0A6I9L6J2_PERMB
OG0016304	sp|Q9CRB0|SNX24_MOUSE	tr|A0A6I9M4S3|A0A6I9M4S3_PERMB
OG0016305	tr|Q9D410|Q9D410_MOUSE	tr|A0A6J0CWJ9|A0A6J0CWJ9_PERMB
OG0016306	sp|Q9D9C7|CC062_MOUSE	tr|A0A6I9L8C2|A0A6I9L8C2_PERMB
OG0016307	sp|Q9D9D9|CP141_MOUSE	tr|A0A6I9LBM3|A0A6I9LBM3_PERMB
OG0016308	sp|Q9JKX6|NUDT5_MOUSE	tr|A0A6I9L0M7|A0A6I9L0M7_PERMB
OG0016309	sp|Q9QXP7|C1QT1_MOUSE	tr|A0A6I9M4P9|A0A6I9M4P9_PERMB
OG0016310	sp|Q9Z188|DYR1B_MOUSE	tr|A0A6I9MGK9|A0A6I9MGK9_PERMB
OG0016311	sp|A6H6E9|TT23L_MOUSE	tr|A0A6J0EDM6|A0A6J0EDM6_PERMB
OG0016312	sp|D3YZU1|SHAN1_MOUSE	tr|A0A6I9LPH0|A0A6I9LPH0_PERMB
OG0016313	sp|E9Q394|AKP13_MOUSE	tr|A0A6J0DFB7|A0A6J0DFB7_PERMB
OG0016314	tr|E9Q7E7|E9Q7E7_MOUSE	tr|A0A6I9MBD8|A0A6I9MBD8_PERMB
OG0016315	sp|O35593|PSDE_MOUSE	tr|A0A6I9LU58|A0A6I9LU58_PERMB
OG0016316	sp|O88587|COMT_MOUSE	tr|A0A6J0CLJ0|A0A6J0CLJ0_PERMB
OG0016317	sp|O88736|DHB7_MOUSE	tr|A0A6I9M8G7|A0A6I9M8G7_PERMB
OG0016318	sp|P00520|ABL1_MOUSE	tr|A0A6I9LIL9|A0A6I9LIL9_PERMB
OG0016319	sp|P04627|ARAF_MOUSE	tr|A0A6I9LVY8|A0A6I9LVY8_PERMB
OG0016320	sp|P0DPE0|EFMT4_MOUSE	tr|A0A6I9LZY6|A0A6I9LZY6_PERMB
OG0016321	sp|P15535|B4GT1_MOUSE	tr|A0A6I9L2C7|A0A6I9L2C7_PERMB
OG0016322	sp|P16675|PPGB_MOUSE	tr|A0A6I9L0H0|A0A6I9L0H0_PERMB
OG0016323	sp|P32261|ANT3_MOUSE	tr|A0A6I9LAY7|A0A6I9LAY7_PERMB
OG0016324	sp|P37217|CD69_MOUSE	tr|A0A6I9M5F4|A0A6I9M5F4_PERMB
OG0016325	sp|P48774|GSTM5_MOUSE	tr|A0A6I9LAR4|A0A6I9LAR4_PERMB
OG0016326	sp|P62077|TIM8B_MOUSE	tr|A0A6I9KWQ4|A0A6I9KWQ4_PERMB
OG0016327	sp|P62317|SMD2_MOUSE	tr|A0A6I9M0D1|A0A6I9M0D1_PERMB
OG0016328	sp|P70187|MF14A_MOUSE	tr|A0A6I9LET2|A0A6I9LET2_PERMB
OG0016329	sp|P70195|PSB7_MOUSE	tr|A0A6I9ME78|A0A6I9ME78_PERMB
OG0016330	sp|P83877|TXN4A_MOUSE	tr|A0A6I9L6F9|A0A6I9L6F9_PERMB
OG0016331	sp|P97351|RS3A_MOUSE	tr|A0A6I9LVH2|A0A6I9LVH2_PERMB
OG0016332	sp|Q03172|ZEP1_MOUSE	tr|A0A6I9KXI5|A0A6I9KXI5_PERMB
OG0016333	sp|Q14BB9|MA6D1_MOUSE	tr|A0A6I9LT75|A0A6I9LT75_PERMB
OG0016334	sp|Q2MHE5|DOK6_MOUSE	tr|A0A6I9M446|A0A6I9M446_PERMB
OG0016335	sp|Q3UE31|K0930_MOUSE	tr|A0A6I9LPG1|A0A6I9LPG1_PERMB
OG0016336	sp|Q5DU56|NLRC3_MOUSE	tr|A0A6I9LL81|A0A6I9LL81_PERMB
OG0016337	sp|Q5HZH7|S38A8_MOUSE	tr|A0A6I9M5X8|A0A6I9M5X8_PERMB
OG0016338	sp|Q5NCS9|MID49_MOUSE	tr|A0A6I9L5W0|A0A6I9L5W0_PERMB
OG0016339	sp|Q60860|LTC4S_MOUSE	tr|A0A6I9LYV4|A0A6I9LYV4_PERMB
OG0016340	sp|Q60I26|AL2CL_MOUSE	tr|A0A6J0D328|A0A6J0D328_PERMB
OG0016341	sp|Q6PG04|CCD82_MOUSE	tr|A0A6I9M9L7|A0A6I9M9L7_PERMB
OG0016342	sp|Q78YY6|DJC15_MOUSE	tr|A0A6I9LX99|A0A6I9LX99_PERMB
OG0016343	sp|Q80T74|KLH29_MOUSE	tr|A0A6J0DKJ0|A0A6J0DKJ0_PERMB
OG0016344	sp|Q8BKX1|BAIP2_MOUSE	tr|A0A6I9LZV8|A0A6I9LZV8_PERMB
OG0016345	sp|Q8BPT6|IMP2L_MOUSE	tr|A0A6I9M4M6|A0A6I9M4M6_PERMB
OG0016346	sp|Q8BVD7|C1QT7_MOUSE	tr|A0A6I9MAL7|A0A6I9MAL7_PERMB
OG0016347	sp|Q8C561|LMBD2_MOUSE	tr|A0A6I9MG81|A0A6I9MG81_PERMB
OG0016348	sp|Q8CFZ5|S22AC_MOUSE	tr|A0A6J0DIE8|A0A6J0DIE8_PERMB
OG0016349	sp|Q8JZY4|MRPP3_MOUSE	tr|A0A6J0DUW1|A0A6J0DUW1_PERMB
OG0016350	sp|Q8K2B0|SC65_MOUSE	tr|A0A6I9MC90|A0A6I9MC90_PERMB
OG0016351	sp|Q8K482|EMIL2_MOUSE	tr|A0A6I9L6G4|A0A6I9L6G4_PERMB
OG0016352	sp|Q8R4F0|MCLN3_MOUSE	tr|A0A6J0DTT2|A0A6J0DTT2_PERMB
OG0016353	sp|Q8VEL2|MTMRE_MOUSE	tr|A0A6I9M8T6|A0A6I9M8T6_PERMB
OG0016354	tr|Q8VG28|Q8VG28_MOUSE	tr|A0A6I9M8Y7|A0A6I9M8Y7_PERMB
OG0016355	tr|Q8VGZ7|Q8VGZ7_MOUSE	tr|A0A6J0CJ05|A0A6J0CJ05_PERMB
OG0016356	sp|Q91WD4|CG025_MOUSE	tr|A0A6J0DMH0|A0A6J0DMH0_PERMB
OG0016357	sp|Q91X79|CELA1_MOUSE	tr|A0A6I9LFI8|A0A6I9LFI8_PERMB
OG0016358	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A6I9M775|A0A6I9M775_PERMB
OG0016359	sp|Q99LB0|TDIF1_MOUSE	tr|A0A6J0DHS2|A0A6J0DHS2_PERMB
OG0016360	sp|Q9CQS2|NOP10_MOUSE	tr|A0A6I9M9C8|A0A6I9M9C8_PERMB
OG0016361	sp|Q9CWT6|DDX28_MOUSE	tr|A0A6I9LYE7|A0A6I9LYE7_PERMB
OG0016362	sp|Q9CXW4|RL11_MOUSE	tr|A0A6I9LDG1|A0A6I9LDG1_PERMB
OG0016363	sp|Q9CZM2|RL15_MOUSE	tr|A0A6I9L1D4|A0A6I9L1D4_PERMB
OG0016364	sp|Q9CZX8|RS19_MOUSE	tr|A0A6I9M641|A0A6I9M641_PERMB
OG0016365	sp|Q9D2R0|AACS_MOUSE	tr|A0A6I9KZT9|A0A6I9KZT9_PERMB
OG0016366	sp|Q9D552|SPT17_MOUSE	tr|A0A6J0ECH3|A0A6J0ECH3_PERMB
OG0016367	sp|Q9D853|EFMT2_MOUSE	tr|A0A6I9LD02|A0A6I9LD02_PERMB
OG0016368	sp|Q9DA47|TM239_MOUSE	tr|A0A6I9LKS0|A0A6I9LKS0_PERMB
OG0016369	sp|Q9DBU3|RIOK3_MOUSE	tr|A0A6I9LSF2|A0A6I9LSF2_PERMB
OG0016370	sp|Q9EQZ6|RPGF4_MOUSE	tr|A0A6I9L3M6|A0A6I9L3M6_PERMB
OG0016371	sp|Q9ET35|TR13B_MOUSE	tr|A0A6J0D001|A0A6J0D001_PERMB
OG0016372	sp|Q9JII1|INP5E_MOUSE	tr|A0A6I9LR67|A0A6I9LR67_PERMB
OG0016373	sp|Q9JJG0|TACC2_MOUSE	tr|A0A6J0D992|A0A6J0D992_PERMB
OG0016374	sp|Q9QY31|SNAI3_MOUSE	tr|A0A6I9LS88|A0A6I9LS88_PERMB
OG0016375	sp|Q9WVC8|S26A3_MOUSE	tr|A0A6I9M383|A0A6I9M383_PERMB
OG0016376	sp|Q9Z1L3|DEDD_MOUSE	tr|A0A6I9LUK9|A0A6I9LUK9_PERMB
OG0016377	sp|Q9Z2B2|UCP5_MOUSE	tr|A0A6I9M5Z5|A0A6I9M5Z5_PERMB
OG0016378	sp|A2A5X5|KR161_MOUSE	tr|A0A6I9MC67|A0A6I9MC67_PERMB
OG0016379	sp|A2ARI4|LGR4_MOUSE	tr|A0A6J0DIA0|A0A6J0DIA0_PERMB
OG0016380	sp|A6PWY4|WDR76_MOUSE	tr|A0A6J0CN08|A0A6J0CN08_PERMB
OG0016381	sp|E9PV86|MCTP1_MOUSE	tr|A0A6J0E068|A0A6J0E068_PERMB
OG0016382	tr|E9PW37|E9PW37_MOUSE	tr|A0A6J0CZR6|A0A6J0CZR6_PERMB
OG0016383	tr|E9Q3P4|E9Q3P4_MOUSE	tr|A0A6J0ECQ7|A0A6J0ECQ7_PERMB
OG0016384	tr|J3QN01|J3QN01_MOUSE	tr|A0A6I9M0I5|A0A6I9M0I5_PERMB
OG0016385	tr|M0QWD8|M0QWD8_MOUSE	tr|A0A6J0DF56|A0A6J0DF56_PERMB
OG0016386	sp|O35691|PININ_MOUSE	tr|A0A6I9M3T1|A0A6I9M3T1_PERMB
OG0016387	sp|O88576|S6A18_MOUSE	tr|A0A6I9M9S8|A0A6I9M9S8_PERMB
OG0016388	sp|P09633|HXC9_MOUSE	tr|A0A6J0DLY2|A0A6J0DLY2_PERMB
OG0016389	sp|P10605|CATB_MOUSE	tr|A0A6J0CFF4|A0A6J0CFF4_PERMB
OG0016390	sp|P12265|BGLR_MOUSE	tr|A0A6I9L127|A0A6I9L127_PERMB
OG0016391	sp|P24721|ASGR2_MOUSE	tr|A0A6J0CX39|A0A6J0CX39_PERMB
OG0016392	sp|P26450|P85A_MOUSE	tr|A0A6I9LPE7|A0A6I9LPE7_PERMB
OG0016393	sp|P26638|SYSC_MOUSE	tr|A0A6J0DFN3|A0A6J0DFN3_PERMB
OG0016394	sp|P33609|DPOLA_MOUSE	tr|A0A6I9M4E0|A0A6I9M4E0_PERMB
OG0016395	sp|P53798|FDFT_MOUSE	tr|A0A6I9MCI8|A0A6I9MCI8_PERMB
OG0016396	sp|P63323|RS12_MOUSE	tr|A0A6I9M318|A0A6I9M318_PERMB
OG0016397	sp|P70190|CAZA3_MOUSE	tr|A0A6I9LC18|A0A6I9LC18_PERMB
OG0016398	sp|Q0VFX2|CF157_MOUSE	tr|A0A6I9LGX8|A0A6I9LGX8_PERMB
OG0016399	sp|Q3TDN2|FAF2_MOUSE	tr|A0A6J0D8W9|A0A6J0D8W9_PERMB
OG0016400	sp|Q3UHK8|TNR6A_MOUSE	tr|A0A6I9LAS3|A0A6I9LAS3_PERMB
OG0016401	sp|Q3UTA9|I4E1B_MOUSE	tr|A0A6J0D867|A0A6J0D867_PERMB
OG0016402	sp|Q4VBD2|TAPT1_MOUSE	tr|A0A6I9LT08|A0A6I9LT08_PERMB
OG0016403	tr|Q5NCC7|Q5NCC7_MOUSE	tr|A0A6I9LU15|A0A6I9LU15_PERMB
OG0016404	sp|Q61069|USF1_MOUSE	tr|A0A6J0EF95|A0A6J0EF95_PERMB
OG0016405	sp|Q61908|CMC4_MOUSE	tr|A0A6J0CSU8|A0A6J0CSU8_PERMB
OG0016406	sp|Q64GA5|PA24C_MOUSE	tr|A0A6I9MJM8|A0A6I9MJM8_PERMB
OG0016407	sp|Q6PDS0|VTM2L_MOUSE	tr|A0A6I9LJZ9|A0A6I9LJZ9_PERMB
OG0016408	sp|Q6PGD0|ARAID_MOUSE	tr|A0A6I9MEZ8|A0A6I9MEZ8_PERMB
OG0016409	sp|Q7TM95|TIGD3_MOUSE	tr|A0A6I9LDD0|A0A6I9LDD0_PERMB
OG0016410	sp|Q7TN31|AGGF1_MOUSE	tr|A0A6I9LNS2|A0A6I9LNS2_PERMB
OG0016411	sp|Q80X66|BTBDA_MOUSE	tr|A0A6J0DDC2|A0A6J0DDC2_PERMB
OG0016412	sp|Q80YA8|CRUM2_MOUSE	tr|A0A6I9M940|A0A6I9M940_PERMB
OG0016413	sp|Q8BFU0|RSPO2_MOUSE	tr|A0A6J0DIA9|A0A6J0DIA9_PERMB
OG0016414	sp|Q8BG94|COMD7_MOUSE	tr|A0A6I9LVQ6|A0A6I9LVQ6_PERMB
OG0016415	sp|Q8BHF7|PGPS1_MOUSE	tr|A0A6J0EAE2|A0A6J0EAE2_PERMB
OG0016416	sp|Q8BJ48|NAGPA_MOUSE	tr|A0A6I9LL44|A0A6I9LL44_PERMB
OG0016417	sp|Q8BJ83|TM2D3_MOUSE	tr|A0A6J0D510|A0A6J0D510_PERMB
OG0016418	sp|Q8BJA2|S41A1_MOUSE	tr|A0A6I9M3K5|A0A6I9M3K5_PERMB
OG0016419	sp|Q8BJT9|EDEM2_MOUSE	tr|A0A6I9M2K6|A0A6I9M2K6_PERMB
OG0016420	sp|Q8BLN6|UNC80_MOUSE	tr|A0A6I9L8Y0|A0A6I9L8Y0_PERMB
OG0016421	sp|Q8BQN6|OZF_MOUSE	tr|A0A6J0DLZ2|A0A6J0DLZ2_PERMB
OG0016422	sp|Q8BT14|CNOT4_MOUSE	tr|A0A6J0E8W6|A0A6J0E8W6_PERMB
OG0016423	sp|Q8BZN2|KCNV1_MOUSE	tr|A0A6I9L7Q2|A0A6I9L7Q2_PERMB
OG0016424	sp|Q8C102|GALT5_MOUSE	tr|A0A6I9LYJ3|A0A6I9LYJ3_PERMB
OG0016425	sp|Q8C261|NCKX5_MOUSE	tr|A0A6I9MH01|A0A6I9MH01_PERMB
OG0016426	sp|Q8C817|T200A_MOUSE	tr|A0A6J0DXL3|A0A6J0DXL3_PERMB
