Orthogroup	Mus_musculus	Fukomys_damarensis
OG0011632	sp|Q9D0M2|CDCA7_MOUSE	tr|A0A091CSP9|A0A091CSP9_FUKDA
OG0011633	sp|A2AI05|NDOR1_MOUSE	tr|A0A091CSX8|A0A091CSX8_FUKDA
OG0011634	tr|E9Q9Q2|E9Q9Q2_MOUSE	tr|A0A091CWZ9|A0A091CWZ9_FUKDA
OG0011635	sp|Q61009|SCRB1_MOUSE	tr|A0A091CZ29|A0A091CZ29_FUKDA
OG0011636	sp|P56135|ATPK_MOUSE	tr|A0A091CZN9|A0A091CZN9_FUKDA
OG0011637	sp|Q8CDV6|CCD63_MOUSE	tr|A0A091D082|A0A091D082_FUKDA
OG0011638	sp|Q8C8R3|ANK2_MOUSE	tr|A0A091D127|A0A091D127_FUKDA
OG0011639	sp|Q8BGF9|S2544_MOUSE	tr|A0A091D1N4|A0A091D1N4_FUKDA
OG0011640	sp|Q9R0N3|SYT11_MOUSE	tr|A0A091D1P4|A0A091D1P4_FUKDA
OG0011641	sp|P97946|VEGFD_MOUSE	tr|A0A091D2C3|A0A091D2C3_FUKDA
OG0011642	sp|Q9QWY8|ASAP1_MOUSE	tr|A0A091D2R9|A0A091D2R9_FUKDA
OG0011643	sp|P28322|ETV4_MOUSE	tr|A0A091D460|A0A091D460_FUKDA
OG0011644	sp|Q9JIP3|I17RB_MOUSE	tr|A0A091D4N4|A0A091D4N4_FUKDA
OG0011645	sp|Q8JZL3|THTPA_MOUSE	tr|A0A091D5V4|A0A091D5V4_FUKDA
OG0011646	sp|Q80VH0|BANK1_MOUSE	tr|A0A091D5W3|A0A091D5W3_FUKDA
OG0011647	sp|P33611|DPOA2_MOUSE	tr|A0A091D8F5|A0A091D8F5_FUKDA
OG0011648	sp|Q8C5S7|REC8_MOUSE	tr|A0A091DAF4|A0A091DAF4_FUKDA
OG0011649	sp|Q9ES74|NEK7_MOUSE	tr|A0A091DEB9|A0A091DEB9_FUKDA
OG0011650	sp|Q80TC5|POGK_MOUSE	tr|A0A091DFR7|A0A091DFR7_FUKDA
OG0011651	sp|Q7TS63|ZFAT_MOUSE	tr|A0A091DIS3|A0A091DIS3_FUKDA
OG0011652	sp|O35658|C1QBP_MOUSE	tr|A0A091DJF9|A0A091DJF9_FUKDA
OG0011653	sp|Q8JZX3|POC1A_MOUSE	tr|A0A091DKS3|A0A091DKS3_FUKDA
OG0011654	sp|Q1H9T6|TZAP_MOUSE	tr|A0A091DMY0|A0A091DMY0_FUKDA
OG0011655	sp|Q6F3F9|AGRG6_MOUSE	tr|A0A091DP87|A0A091DP87_FUKDA
OG0011656	sp|O35181|NRG3_MOUSE	tr|A0A091DPE2|A0A091DPE2_FUKDA
OG0011657	sp|Q9Z132|RSPO1_MOUSE	tr|A0A091DPT7|A0A091DPT7_FUKDA
OG0011658	sp|Q8VEF1|ASTRA_MOUSE	tr|A0A091DQ26|A0A091DQ26_FUKDA
OG0011659	sp|A2A6H3|FBX47_MOUSE	tr|A0A091DRX7|A0A091DRX7_FUKDA
OG0011660	sp|Q9D9X8|SACA3_MOUSE	tr|A0A091DS47|A0A091DS47_FUKDA
OG0011661	sp|Q61660|FOXJ1_MOUSE	tr|A0A091DU19|A0A091DU19_FUKDA
OG0011662	sp|Q9CQB2|MCRI2_MOUSE	tr|A0A091DUM7|A0A091DUM7_FUKDA
OG0011663	sp|Q14BV6|YDJC_MOUSE	tr|A0A091DUQ5|A0A091DUQ5_FUKDA
OG0011664	sp|Q9JKP8|CHRC1_MOUSE	tr|A0A091DVH9|A0A091DVH9_FUKDA
OG0011665	sp|Q9R061|NUBP2_MOUSE	tr|A0A091DWD2|A0A091DWD2_FUKDA
OG0011666	tr|D3YWC7|D3YWC7_MOUSE	tr|A0A091DX71|A0A091DX71_FUKDA
OG0011667	sp|Q9WV38|GTR5_MOUSE	tr|A0A091DX74|A0A091DX74_FUKDA
OG0011668	sp|P97384|ANX11_MOUSE	tr|A0A091E0P3|A0A091E0P3_FUKDA
OG0011669	tr|A0A0A6YW67|A0A0A6YW67_MOUSE	tr|A0A091E260|A0A091E260_FUKDA
OG0011670	sp|Q9Z0L2|ARTN_MOUSE	tr|A0A091E5D7|A0A091E5D7_FUKDA
OG0011671	sp|P25206|MCM3_MOUSE	tr|A0A091E5K8|A0A091E5K8_FUKDA
OG0011672	sp|Q80V03|ADCK5_MOUSE	tr|A0A091E691|A0A091E691_FUKDA
OG0011673	sp|Q3TRR0|MAP9_MOUSE	tr|A0A091E958|A0A091E958_FUKDA
OG0011674	sp|Q9EQC1|3BHS7_MOUSE	tr|A0A091EL68|A0A091EL68_FUKDA
OG0011675	sp|Q8K2G4|BBS7_MOUSE	tr|A0A091EMF5|A0A091EMF5_FUKDA
OG0011676	sp|Q9QYI4|DJB12_MOUSE	tr|A0A091EMW8|A0A091EMW8_FUKDA
OG0011677	sp|Q3UUI3|THEM4_MOUSE	tr|A0A091CIJ7|A0A091CIJ7_FUKDA
OG0011678	sp|O35711|LIPB2_MOUSE	tr|A0A091CLY1|A0A091CLY1_FUKDA
OG0011679	sp|Q9DBN1|STR6L_MOUSE	tr|A0A091CMG2|A0A091CMG2_FUKDA
OG0011680	sp|Q9DCR4|EID1_MOUSE	tr|A0A091CQ48|A0A091CQ48_FUKDA
OG0011681	sp|P32043|HXC5_MOUSE	tr|A0A091CQ88|A0A091CQ88_FUKDA
OG0011682	sp|Q9DAF8|CD051_MOUSE	tr|A0A091CRX5|A0A091CRX5_FUKDA
OG0011683	sp|Q9ESJ0|XPO4_MOUSE	tr|A0A091CVT1|A0A091CVT1_FUKDA
OG0011684	tr|Q8C8K6|Q8C8K6_MOUSE	tr|A0A091CW42|A0A091CW42_FUKDA
OG0011685	sp|P70669|PHEX_MOUSE	tr|A0A091CWU8|A0A091CWU8_FUKDA
OG0011686	sp|Q62028|PLA2R_MOUSE	tr|A0A091CX14|A0A091CX14_FUKDA
OG0011687	sp|Q6DID7|WLS_MOUSE	tr|A0A091CX21|A0A091CX21_FUKDA
OG0011688	sp|Q6P1E7|PRIPO_MOUSE	tr|A0A091CX34|A0A091CX34_FUKDA
OG0011689	sp|P70302|STIM1_MOUSE	tr|A0A091D0G4|A0A091D0G4_FUKDA
OG0011690	sp|O08691|ARGI2_MOUSE	tr|A0A091D143|A0A091D143_FUKDA
OG0011691	sp|Q9Z0L8|GGH_MOUSE	tr|A0A091D1K8|A0A091D1K8_FUKDA
OG0011692	sp|A2AG58|BCLA3_MOUSE	tr|A0A091D3A2|A0A091D3A2_FUKDA
OG0011693	tr|E9PZP8|E9PZP8_MOUSE	tr|A0A091D688|A0A091D688_FUKDA
OG0011694	sp|P48759|PTX3_MOUSE	tr|A0A091D731|A0A091D731_FUKDA
OG0011695	sp|Q99K30|ES8L2_MOUSE	tr|A0A091D7Z6|A0A091D7Z6_FUKDA
OG0011696	sp|A3KMN5|LARGN_MOUSE	tr|A0A091D8H4|A0A091D8H4_FUKDA
OG0011697	sp|Q9CWY8|RNH2A_MOUSE	tr|A0A091D9I4|A0A091D9I4_FUKDA
OG0011698	sp|P49919|CDN1C_MOUSE	tr|A0A091DB50|A0A091DB50_FUKDA
OG0011699	sp|O35083|PLCA_MOUSE	tr|A0A091DE34|A0A091DE34_FUKDA
OG0011700	sp|Q8VHS6|ASB15_MOUSE	tr|A0A091DEF4|A0A091DEF4_FUKDA
OG0011701	sp|Q64448|CXA3_MOUSE	tr|A0A091DFB5|A0A091DFB5_FUKDA
OG0011702	sp|P97864|CASP7_MOUSE	tr|A0A091DFC6|A0A091DFC6_FUKDA
OG0011703	sp|P56983|TM14A_MOUSE	tr|A0A091DH21|A0A091DH21_FUKDA
OG0011704	sp|Q9EPZ6|TBX18_MOUSE	tr|A0A091DH54|A0A091DH54_FUKDA
OG0011705	sp|O70255|MPZL2_MOUSE	tr|A0A091DJ17|A0A091DJ17_FUKDA
OG0011706	sp|Q80X80|C2C2L_MOUSE	tr|A0A091DL90|A0A091DL90_FUKDA
OG0011707	sp|O54988|SLK_MOUSE	tr|A0A091DMM6|A0A091DMM6_FUKDA
OG0011708	sp|B7ZNG4|TROAP_MOUSE	tr|A0A091DMU7|A0A091DMU7_FUKDA
OG0011709	sp|Q8R3D1|TBC13_MOUSE	tr|A0A091DN47|A0A091DN47_FUKDA
OG0011710	sp|O08707|ACKR2_MOUSE	tr|A0A091DQF5|A0A091DQF5_FUKDA
OG0011711	sp|Q8K371|AMOL2_MOUSE	tr|A0A091DQJ7|A0A091DQJ7_FUKDA
OG0011712	sp|Q8C0Q4|NEK11_MOUSE	tr|A0A091DR34|A0A091DR34_FUKDA
OG0011713	sp|Q9CXY1|TM175_MOUSE	tr|A0A091DSF3|A0A091DSF3_FUKDA
OG0011714	sp|Q6X893|CTL1_MOUSE	tr|A0A091DSQ6|A0A091DSQ6_FUKDA
OG0011715	sp|Q8BH10|ORAI2_MOUSE	tr|A0A091DTJ1|A0A091DTJ1_FUKDA
OG0011716	sp|Q99PP9|TRI16_MOUSE	tr|A0A091DTU5|A0A091DTU5_FUKDA
OG0011717	sp|Q7TQ69|TMC3_MOUSE	tr|A0A091DU88|A0A091DU88_FUKDA
OG0011718	sp|P14685|PSMD3_MOUSE	tr|A0A091DWP2|A0A091DWP2_FUKDA
OG0011719	sp|Q3V0Q6|SPAG8_MOUSE	tr|A0A091DY30|A0A091DY30_FUKDA
OG0011720	sp|O70477|PKNX1_MOUSE	tr|A0A091DZ94|A0A091DZ94_FUKDA
OG0011721	sp|Q9DCG9|TR112_MOUSE	tr|A0A091E035|A0A091E035_FUKDA
OG0011722	sp|P16330|CN37_MOUSE	tr|A0A091E0B8|A0A091E0B8_FUKDA
OG0011723	sp|Q8BGT0|OSTM1_MOUSE	tr|A0A091E0S8|A0A091E0S8_FUKDA
OG0011724	sp|P43300|EGR3_MOUSE	tr|A0A091E460|A0A091E460_FUKDA
OG0011725	sp|P53566|CEBPA_MOUSE	tr|A0A091E4K4|A0A091E4K4_FUKDA
OG0011726	sp|Q80V62|FACD2_MOUSE	tr|A0A091E4R4|A0A091E4R4_FUKDA
OG0011727	tr|Q6IMB2|Q6IMB2_MOUSE	tr|A0A091ENZ0|A0A091ENZ0_FUKDA
OG0011728	sp|P46471|PRS7_MOUSE	tr|A0A091EPH4|A0A091EPH4_FUKDA
OG0011729	sp|Q01339|APOH_MOUSE	tr|A0A091CM86|A0A091CM86_FUKDA
OG0011730	sp|Q9CQC5|BORG2_MOUSE	tr|A0A091CN56|A0A091CN56_FUKDA
OG0011731	sp|Q99ME2|WDR6_MOUSE	tr|A0A091CND8|A0A091CND8_FUKDA
OG0011732	sp|A2AN08|UBR4_MOUSE	tr|A0A091CNQ5|A0A091CNQ5_FUKDA
OG0011733	sp|Q9QYI6|DNJB9_MOUSE	tr|A0A091CNZ0|A0A091CNZ0_FUKDA
OG0011734	sp|Q8BWY3|ERF1_MOUSE	tr|A0A091CP25|A0A091CP25_FUKDA
OG0011735	sp|Q9D0K1|PEX13_MOUSE	tr|A0A091CPZ7|A0A091CPZ7_FUKDA
OG0011736	sp|Q9CXE6|XRCC3_MOUSE	tr|A0A091CSI6|A0A091CSI6_FUKDA
OG0011737	sp|Q8CGQ8|NCKX4_MOUSE	tr|A0A091CSS7|A0A091CSS7_FUKDA
OG0011738	sp|Q8C633|CABS1_MOUSE	tr|A0A091CTM2|A0A091CTM2_FUKDA
OG0011739	sp|Q8K2A6|LIPM_MOUSE	tr|A0A091CUQ3|A0A091CUQ3_FUKDA
OG0011740	sp|G5E870|TRIPC_MOUSE	tr|A0A091CV16|A0A091CV16_FUKDA
OG0011741	sp|P59280|KLHL8_MOUSE	tr|A0A091CXA7|A0A091CXA7_FUKDA
OG0011742	sp|Q63943|MEF2D_MOUSE	tr|A0A091CYJ8|A0A091CYJ8_FUKDA
OG0011743	sp|P50580|PA2G4_MOUSE	tr|A0A091D233|A0A091D233_FUKDA
OG0011744	sp|P57110|ATS8_MOUSE	tr|A0A091D354|A0A091D354_FUKDA
OG0011745	sp|P97760|RPB3_MOUSE	tr|A0A091D4B0|A0A091D4B0_FUKDA
OG0011746	sp|Q3UXZ6|FA81A_MOUSE	tr|A0A091D4R6|A0A091D4R6_FUKDA
OG0011747	sp|Q69Z69|ESCO1_MOUSE	tr|A0A091D4V0|A0A091D4V0_FUKDA
OG0011748	sp|Q640N3|RHG30_MOUSE	tr|A0A091D5I8|A0A091D5I8_FUKDA
OG0011749	sp|O35375|NRP2_MOUSE	tr|A0A091D669|A0A091D669_FUKDA
OG0011750	sp|Q8BHL6|FAP24_MOUSE	tr|A0A091D6J4|A0A091D6J4_FUKDA
OG0011751	sp|Q8BYC4|GPR20_MOUSE	tr|A0A091D8K3|A0A091D8K3_FUKDA
OG0011752	sp|P26350|PTMA_MOUSE	tr|A0A091DG85|A0A091DG85_FUKDA
OG0011753	sp|Q3V3F6|MPZL3_MOUSE	tr|A0A091DKS6|A0A091DKS6_FUKDA
OG0011754	sp|P59240|NPHP4_MOUSE	tr|A0A091DL52|A0A091DL52_FUKDA
OG0011755	sp|Q5DU37|ZFY26_MOUSE	tr|A0A091DN59|A0A091DN59_FUKDA
OG0011756	sp|Q8C811|S35E2_MOUSE	tr|A0A091DND6|A0A091DND6_FUKDA
OG0011757	sp|Q6ZPF3|TIAM2_MOUSE	tr|A0A091DP23|A0A091DP23_FUKDA
OG0011758	sp|P70399|TP53B_MOUSE	tr|A0A091DPI3|A0A091DPI3_FUKDA
OG0011759	sp|Q8C5L7|RBM34_MOUSE	tr|A0A091DQ52|A0A091DQ52_FUKDA
OG0011760	sp|A2AB59|RHG27_MOUSE	tr|A0A091DR30|A0A091DR30_FUKDA
OG0011761	sp|Q9Z211|PX11A_MOUSE	tr|A0A091DU38|A0A091DU38_FUKDA
OG0011762	sp|Q80US8|MAD3_MOUSE	tr|A0A091DUC0|A0A091DUC0_FUKDA
OG0011763	sp|Q8R0G9|NU133_MOUSE	tr|A0A091DVC5|A0A091DVC5_FUKDA
OG0011764	sp|Q80WQ6|RHDF2_MOUSE	tr|A0A091DX49|A0A091DX49_FUKDA
OG0011765	sp|Q9D9S1|EVG1_MOUSE	tr|A0A091DX81|A0A091DX81_FUKDA
OG0011766	sp|O88307|SORL_MOUSE	tr|A0A091DXY9|A0A091DXY9_FUKDA
OG0011767	sp|Q99N90|RM36_MOUSE	tr|A0A091E278|A0A091E278_FUKDA
OG0011768	sp|Q923E4|SIR1_MOUSE	tr|A0A091E2I7|A0A091E2I7_FUKDA
OG0011769	sp|Q9DCS3|MECR_MOUSE	tr|A0A091E515|A0A091E515_FUKDA
OG0011770	sp|Q6A0A2|LAR4B_MOUSE	tr|A0A091CM68|A0A091CM68_FUKDA
OG0011771	sp|Q7TPD1|FBX11_MOUSE	tr|A0A091CN03|A0A091CN03_FUKDA
OG0011772	sp|Q8BMA5|NPAT_MOUSE	tr|A0A091CP07|A0A091CP07_FUKDA
OG0011773	sp|P51863|VA0D1_MOUSE	tr|A0A091CPJ3|A0A091CPJ3_FUKDA
OG0011774	sp|Q91YI1|ATG13_MOUSE	tr|A0A091CR79|A0A091CR79_FUKDA
OG0011775	sp|Q9CRB6|TPPP3_MOUSE	tr|A0A091CRJ1|A0A091CRJ1_FUKDA
OG0011776	sp|Q6ZQI3|MLEC_MOUSE	tr|A0A091CVT5|A0A091CVT5_FUKDA
OG0011777	sp|Q80TZ3|AUXI_MOUSE	tr|A0A091CYA0|A0A091CYA0_FUKDA
OG0011778	tr|J3QP37|J3QP37_MOUSE	tr|A0A091CYC0|A0A091CYC0_FUKDA
OG0011779	sp|O35730|RING1_MOUSE	tr|A0A091CYZ9|A0A091CYZ9_FUKDA
OG0011780	sp|Q8BJQ2|UBP1_MOUSE	tr|A0A091CZ69|A0A091CZ69_FUKDA
OG0011781	sp|Q9D081|ALG14_MOUSE	tr|A0A091D365|A0A091D365_FUKDA
OG0011782	sp|Q9CPV4|GLOD4_MOUSE	tr|A0A091D5I4|A0A091D5I4_FUKDA
OG0011783	sp|Q9D7J6|DNSL1_MOUSE	tr|A0A091D7F7|A0A091D7F7_FUKDA
OG0011784	sp|Q8BQM7|SMCO3_MOUSE	tr|A0A091D858|A0A091D858_FUKDA
OG0011785	sp|Q9D0I4|STX17_MOUSE	tr|A0A091D8A7|A0A091D8A7_FUKDA
OG0011786	sp|Q99JP4|CDC26_MOUSE	tr|A0A091D948|A0A091D948_FUKDA
OG0011787	sp|Q8C4A5|ASXL3_MOUSE	tr|A0A091DA94|A0A091DA94_FUKDA
OG0011788	sp|O55070|DNSL3_MOUSE	tr|A0A091DAG5|A0A091DAG5_FUKDA
OG0011789	sp|P53995|APC1_MOUSE	tr|A0A091DAS3|A0A091DAS3_FUKDA
OG0011790	sp|Q8JZX9|BORG1_MOUSE	tr|A0A091DD34|A0A091DD34_FUKDA
OG0011791	sp|Q7TQI3|OTUB1_MOUSE	tr|A0A091DDV5|A0A091DDV5_FUKDA
OG0011792	sp|P32115|PAX4_MOUSE	tr|A0A091DE16|A0A091DE16_FUKDA
OG0011793	sp|Q8JZM7|CDC73_MOUSE	tr|A0A091DFF9|A0A091DFF9_FUKDA
OG0011794	sp|A2AQH4|BCORL_MOUSE	tr|A0A091DGL9|A0A091DGL9_FUKDA
OG0011795	sp|Q5BJ29|FBXL7_MOUSE	tr|A0A091DGP7|A0A091DGP7_FUKDA
OG0011796	sp|Q8BVI5|STX16_MOUSE	tr|A0A091DGR7|A0A091DGR7_FUKDA
OG0011797	sp|Q61114|BPIB1_MOUSE	tr|A0A091DH52|A0A091DH52_FUKDA
OG0011798	sp|O35593|PSDE_MOUSE	tr|A0A091DI07|A0A091DI07_FUKDA
OG0011799	sp|Q499X9|SYMM_MOUSE	tr|A0A091DI89|A0A091DI89_FUKDA
OG0011800	sp|Q99ME6|AT1B4_MOUSE	tr|A0A091DIT8|A0A091DIT8_FUKDA
OG0011801	sp|Q9D3G9|RHOH_MOUSE	tr|A0A091DL67|A0A091DL67_FUKDA
OG0011802	sp|Q9JLB2|PALS1_MOUSE	tr|A0A091DN45|A0A091DN45_FUKDA
OG0011803	sp|P49962|SRP09_MOUSE	tr|A0A091DRD8|A0A091DRD8_FUKDA
OG0011804	tr|A0A1B0GS61|A0A1B0GS61_MOUSE	tr|A0A091DRZ4|A0A091DRZ4_FUKDA
OG0011805	sp|Q8BM39|PRP18_MOUSE	tr|A0A091DSA9|A0A091DSA9_FUKDA
OG0011806	sp|P16382|IL4RA_MOUSE	tr|A0A091DTD1|A0A091DTD1_FUKDA
OG0011807	sp|Q9CQJ1|HIG2A_MOUSE	tr|A0A091DUD2|A0A091DUD2_FUKDA
OG0011808	sp|Q9D9S2|TM225_MOUSE	tr|A0A091DZS9|A0A091DZS9_FUKDA
OG0011809	tr|E9PXQ7|E9PXQ7_MOUSE	tr|A0A091E0Y1|A0A091E0Y1_FUKDA
OG0011810	sp|Q3U319|BRE1B_MOUSE	tr|A0A091E198|A0A091E198_FUKDA
OG0011811	sp|Q3UPW2|ELF3_MOUSE	tr|A0A091E2E7|A0A091E2E7_FUKDA
OG0011812	sp|Q8BWB1|SYP2L_MOUSE	tr|A0A091E2R4|A0A091E2R4_FUKDA
OG0011813	sp|Q99P27|PG12B_MOUSE	tr|A0A091E334|A0A091E334_FUKDA
OG0011814	sp|A2AUM9|CE152_MOUSE	tr|A0A091E3N7|A0A091E3N7_FUKDA
OG0011815	sp|Q810U5|CCD50_MOUSE	tr|A0A091ECW3|A0A091ECW3_FUKDA
OG0011816	sp|Q9D695|SPB7_MOUSE	tr|A0A091EEE9|A0A091EEE9_FUKDA
OG0011817	sp|Q0VBD2|MCM10_MOUSE	tr|A0A091EGH3|A0A091EGH3_FUKDA
OG0011818	sp|P97457|MYL11_MOUSE	tr|A0A091EL54|A0A091EL54_FUKDA
OG0011819	sp|Q0VF22|CC138_MOUSE	tr|A0A091EMJ3|A0A091EMJ3_FUKDA
OG0011820	sp|Q8K4Q6|NEIL1_MOUSE	tr|A0A091EQF9|A0A091EQF9_FUKDA
OG0011821	tr|A0A0J9YUD5|A0A0J9YUD5_MOUSE	tr|A0A091CIT6|A0A091CIT6_FUKDA
OG0011822	sp|Q9D8N3|TM86A_MOUSE	tr|A0A091CJF6|A0A091CJF6_FUKDA
OG0011823	sp|Q3U0V2|TRADD_MOUSE	tr|A0A091CMA9|A0A091CMA9_FUKDA
OG0011824	sp|P43267|SOX15_MOUSE	tr|A0A091CNV5|A0A091CNV5_FUKDA
OG0011825	sp|G5E869|ZN142_MOUSE	tr|A0A091CQ06|A0A091CQ06_FUKDA
OG0011826	sp|Q9R088|KITM_MOUSE	tr|A0A091CQI5|A0A091CQI5_FUKDA
OG0011827	sp|Q3UN16|GP162_MOUSE	tr|A0A091CR71|A0A091CR71_FUKDA
OG0011828	tr|Q3UQ24|Q3UQ24_MOUSE	tr|A0A091CSC3|A0A091CSC3_FUKDA
OG0011829	tr|A0A0G2JGH6|A0A0G2JGH6_MOUSE	tr|A0A091CUC2|A0A091CUC2_FUKDA
OG0011830	sp|Q8CCJ4|AMER2_MOUSE	tr|A0A091CUQ1|A0A091CUQ1_FUKDA
OG0011831	sp|Q00262|STX2_MOUSE	tr|A0A091CV52|A0A091CV52_FUKDA
OG0011833	sp|O35903|CCL25_MOUSE	tr|A0A091CWF6|A0A091CWF6_FUKDA
OG0011834	sp|Q8BKX7|ZN410_MOUSE	tr|A0A091CWX1|A0A091CWX1_FUKDA
OG0011835	sp|Q61618|AA3R_MOUSE	tr|A0A091CY71|A0A091CY71_FUKDA
OG0011836	sp|Q9D3V1|DRC10_MOUSE	tr|A0A091CZA4|A0A091CZA4_FUKDA
OG0011837	sp|Q6NZF1|ZC11A_MOUSE	tr|A0A091D1J9|A0A091D1J9_FUKDA
OG0011838	tr|G3XA12|G3XA12_MOUSE	tr|A0A091D1L4|A0A091D1L4_FUKDA
OG0011839	sp|Q6PDI6|MINY2_MOUSE	tr|A0A091D4S2|A0A091D4S2_FUKDA
OG0011840	tr|A0A571BDQ7|A0A571BDQ7_MOUSE	tr|A0A091D6U8|A0A091D6U8_FUKDA
OG0011841	sp|Q8BPM6|RIC3_MOUSE	tr|A0A091D7F2|A0A091D7F2_FUKDA
OG0011842	sp|Q05186|RCN1_MOUSE	tr|A0A091D816|A0A091D816_FUKDA
OG0011843	sp|Q8CCB5|MET24_MOUSE	tr|A0A091D953|A0A091D953_FUKDA
OG0011844	sp|Q80UW8|RPAB1_MOUSE	tr|A0A091D9U6|A0A091D9U6_FUKDA
OG0011845	sp|Q9JKU8|LMX1A_MOUSE	tr|A0A091DAD3|A0A091DAD3_FUKDA
OG0011846	sp|Q8K387|UBP45_MOUSE	tr|A0A091DBW2|A0A091DBW2_FUKDA
OG0011847	sp|Q8BGC3|MOT12_MOUSE	tr|A0A091DCS0|A0A091DCS0_FUKDA
OG0011848	sp|Q7TMY8|HUWE1_MOUSE	tr|A0A091DFH1|A0A091DFH1_FUKDA
OG0011849	sp|P22682|CBL_MOUSE	tr|A0A091DFX0|A0A091DFX0_FUKDA
OG0011850	sp|Q62348|TSN_MOUSE	tr|A0A091DHT4|A0A091DHT4_FUKDA
OG0011851	sp|Q8VD04|GRAP1_MOUSE	tr|A0A091DIR6|A0A091DIR6_FUKDA
OG0011852	sp|O35173|KCNS1_MOUSE	tr|A0A091DJ18|A0A091DJ18_FUKDA
OG0011853	sp|P62918|RL8_MOUSE	tr|A0A091DJB9|A0A091DJB9_FUKDA
OG0011854	tr|Q148R4|Q148R4_MOUSE	tr|A0A091DNC3|A0A091DNC3_FUKDA
OG0011855	sp|P20917|MAG_MOUSE	tr|A0A091DPI2|A0A091DPI2_FUKDA
OG0011856	sp|Q571F5|SPSB3_MOUSE	tr|A0A091DRJ1|A0A091DRJ1_FUKDA
OG0011857	sp|Q5ND29|RILP_MOUSE	tr|A0A091DRU1|A0A091DRU1_FUKDA
OG0011858	sp|Q5SS91|SUN3_MOUSE	tr|A0A091DRY4|A0A091DRY4_FUKDA
OG0011859	sp|Q8CC70|CF300_MOUSE	tr|A0A091DS66|A0A091DS66_FUKDA
OG0011860	sp|Q6P566|LIX1_MOUSE	tr|A0A091DTA2|A0A091DTA2_FUKDA
OG0011861	sp|Q8K339|KIN17_MOUSE	tr|A0A091DTT4|A0A091DTT4_FUKDA
OG0011862	sp|Q8VIL2|RWDD3_MOUSE	tr|A0A091DUR4|A0A091DUR4_FUKDA
OG0011863	sp|O08740|RPB11_MOUSE	tr|A0A091DWJ8|A0A091DWJ8_FUKDA
OG0011864	sp|Q99N57|RAF1_MOUSE	tr|A0A091DXA1|A0A091DXA1_FUKDA
OG0011865	sp|Q3UJP5|CF418_MOUSE	tr|A0A091DXT3|A0A091DXT3_FUKDA
OG0011866	sp|P46460|NSF_MOUSE	tr|A0A091DY12|A0A091DY12_FUKDA
OG0011867	sp|P62915|TF2B_MOUSE	tr|A0A091DYW5|A0A091DYW5_FUKDA
OG0011868	sp|Q3TEL6|RN157_MOUSE	tr|A0A091DZB2|A0A091DZB2_FUKDA
OG0011869	sp|Q9CQQ0|SMIM8_MOUSE	tr|A0A091E2W4|A0A091E2W4_FUKDA
OG0011870	sp|O55183|STC1_MOUSE	tr|A0A091E681|A0A091E681_FUKDA
OG0011871	sp|Q9QZQ3|UTS2_MOUSE	tr|A0A091E6A8|A0A091E6A8_FUKDA
OG0011872	sp|P97770|THUM3_MOUSE	tr|A0A091E6E4|A0A091E6E4_FUKDA
OG0011873	sp|Q80ZK0|RT10_MOUSE	tr|A0A091EKT7|A0A091EKT7_FUKDA
OG0011874	sp|Q30KP3|DFB20_MOUSE	tr|A0A091ENX1|A0A091ENX1_FUKDA
OG0011875	sp|Q3TUH1|TAM41_MOUSE	tr|A0A091EQ17|A0A091EQ17_FUKDA
OG0011876	sp|Q9CR59|G45IP_MOUSE	tr|A0A091CL86|A0A091CL86_FUKDA
OG0011877	sp|Q80XC6|NRDE2_MOUSE	tr|A0A091CLM5|A0A091CLM5_FUKDA
OG0011878	sp|Q8R3E3|WIPI1_MOUSE	tr|A0A091CM95|A0A091CM95_FUKDA
OG0011879	sp|Q3UHL1|CAMKV_MOUSE	tr|A0A091CMC5|A0A091CMC5_FUKDA
OG0011880	sp|Q06186|HBEGF_MOUSE	tr|A0A091CN10|A0A091CN10_FUKDA
OG0011881	sp|P17532|TPH1_MOUSE	tr|A0A091CNI7|A0A091CNI7_FUKDA
OG0011882	sp|Q9Z261|CLD7_MOUSE	tr|A0A091CNU2|A0A091CNU2_FUKDA
OG0011883	sp|A1KXC4|FAIM3_MOUSE	tr|A0A091CPT5|A0A091CPT5_FUKDA
OG0011884	sp|Q9EQT6|SYT13_MOUSE	tr|A0A091CR88|A0A091CR88_FUKDA
OG0011885	sp|Q8VDI9|ALG9_MOUSE	tr|A0A091CRC5|A0A091CRC5_FUKDA
OG0011886	sp|Q08189|TGM3_MOUSE	tr|A0A091CRU4|A0A091CRU4_FUKDA
OG0011887	sp|P50284|TNR3_MOUSE	tr|A0A091CS66|A0A091CS66_FUKDA
OG0011888	sp|Q9CZV5|ST65G_MOUSE	tr|A0A091CUT7|A0A091CUT7_FUKDA
OG0011889	sp|Q6IR34|GPSM1_MOUSE	tr|A0A091CUX4|A0A091CUX4_FUKDA
OG0011890	sp|Q8VIH7|CYYR1_MOUSE	tr|A0A091CV42|A0A091CV42_FUKDA
OG0011891	sp|Q8K2M3|SRR1L_MOUSE	tr|A0A091CVF0|A0A091CVF0_FUKDA
OG0011892	sp|O35465|FKBP8_MOUSE	tr|A0A091CVJ5|A0A091CVJ5_FUKDA
OG0011893	tr|D3Z7A5|D3Z7A5_MOUSE	tr|A0A091CVT9|A0A091CVT9_FUKDA
