Orthogroup	Mus_musculus	Ursus_maritimus
OG0011567	sp|Q921E6|EED_MOUSE	tr|A0A8M1FU41|A0A8M1FU41_URSMA
OG0011568	sp|Q99M54|CDCA3_MOUSE	tr|A0A384BGS7|A0A384BGS7_URSMA
OG0011569	sp|Q9CRC8|LRC40_MOUSE	tr|A0A384C3H1|A0A384C3H1_URSMA
OG0011570	sp|Q9CX13|CNIH4_MOUSE	tr|A0A8M1G8U5|A0A8M1G8U5_URSMA
OG0011571	sp|Q9D5A0|SPESP_MOUSE	tr|A0A384DI87|A0A384DI87_URSMA
OG0011572	sp|Q9D882|F241B_MOUSE	tr|A0A384CI99|A0A384CI99_URSMA
OG0011573	sp|Q9DBR2|FA13C_MOUSE	tr|A0A8M1FCY7|A0A8M1FCY7_URSMA
OG0011574	sp|Q9DBS9|OSBL3_MOUSE	tr|A0A8M1GWJ9|A0A8M1GWJ9_URSMA
OG0011575	sp|Q9ER10|BSSP4_MOUSE	tr|A0A8M1G713|A0A8M1G713_URSMA
OG0011576	sp|Q9JLN5|ERMAP_MOUSE	tr|A0A8M1FIZ6|A0A8M1FIZ6_URSMA
OG0011577	sp|Q9JLV6|PNKP_MOUSE	tr|A0A8M1G6L5|A0A8M1G6L5_URSMA
OG0011578	sp|Q9Z1P6|NDUA7_MOUSE	tr|A0A384DRY6|A0A384DRY6_URSMA
OG0011579	sp|A2AIL4|NDUF6_MOUSE	tr|A0A8M1FDZ1|A0A8M1FDZ1_URSMA
OG0011580	sp|E9Q8T7|DYH1_MOUSE	tr|A0A8M1FQJ9|A0A8M1FQJ9_URSMA
OG0011581	sp|F6XLV1|CRCC2_MOUSE	tr|A0A8M1G9C4|A0A8M1G9C4_URSMA
OG0011582	sp|O08789|MNT_MOUSE	tr|A0A8M1GPV7|A0A8M1GPV7_URSMA
OG0011583	sp|O70166|STMN3_MOUSE	tr|A0A8M1GFU5|A0A8M1GFU5_URSMA
OG0011584	sp|O88713|KLRG1_MOUSE	tr|A0A8M1GQT7|A0A8M1GQT7_URSMA
OG0011585	sp|P01132|EGF_MOUSE	tr|A0A8M1FJN0|A0A8M1FJN0_URSMA
OG0011586	sp|P0C1T1|HXB2_MOUSE	tr|A0A8M1GNR7|A0A8M1GNR7_URSMA
OG0011587	sp|P0C913|OCC1_MOUSE	tr|A0A8M1GNX1|A0A8M1GNX1_URSMA
OG0011588	sp|P15089|CBPA3_MOUSE	tr|A0A384DF15|A0A384DF15_URSMA
OG0011589	sp|P31311|HXA11_MOUSE	tr|A0A8M1H4G9|A0A8M1H4G9_URSMA
OG0011590	sp|P32300|OPRD_MOUSE	tr|A0A384CDX0|A0A384CDX0_URSMA
OG0011591	sp|P35375|PE2R1_MOUSE	tr|A0A8M1FP23|A0A8M1FP23_URSMA
OG0011592	sp|P48999|LOX5_MOUSE	tr|A0A8M1F9D3|A0A8M1F9D3_URSMA
OG0011593	sp|P52795|EFNB1_MOUSE	tr|A0A8M1FTC5|A0A8M1FTC5_URSMA
OG0011594	sp|P52950|DBX1_MOUSE	tr|A0A8M1GSU9|A0A8M1GSU9_URSMA
OG0011595	sp|P57680|EVC_MOUSE	tr|A0A8M1FBR6|A0A8M1FBR6_URSMA
OG0011596	sp|P57722|PCBP3_MOUSE	tr|A0A8M1F321|A0A8M1F321_URSMA
OG0011597	sp|P58406|HRH3_MOUSE	tr|A0A8M1GDR2|A0A8M1GDR2_URSMA
OG0011598	sp|P58500|M3KCL_MOUSE	tr|A0A384CYZ3|A0A384CYZ3_URSMA
OG0011599	sp|P59729|RIN3_MOUSE	tr|A0A8M1GRP9|A0A8M1GRP9_URSMA
OG0011600	sp|P63089|PTN_MOUSE	tr|A0A8M1GXI5|A0A8M1GXI5_URSMA
OG0011601	sp|P70296|PEBP1_MOUSE	tr|A0A384BY53|A0A384BY53_URSMA
OG0011602	sp|P70402|MYBPH_MOUSE	tr|A0A8M1GL05|A0A8M1GL05_URSMA
OG0011603	sp|Q03958|PFD6_MOUSE	tr|A0A384CA23|A0A384CA23_URSMA
OG0011604	sp|Q08297|RAD51_MOUSE	tr|A0A384D060|A0A384D060_URSMA
OG0011605	sp|Q3SXB8|COL11_MOUSE	tr|A0A384BNA0|A0A384BNA0_URSMA
OG0011606	sp|Q3TGF2|F107B_MOUSE	tr|A0A384C5Q6|A0A384C5Q6_URSMA
OG0011607	sp|Q3U0V2|TRADD_MOUSE	tr|A0A384D0X7|A0A384D0X7_URSMA
OG0011608	sp|Q3UTD9|SIM15_MOUSE	tr|A0A384C443|A0A384C443_URSMA
OG0011609	sp|Q5M6W3|CLHC1_MOUSE	tr|A0A384CUC8|A0A384CUC8_URSMA
OG0011610	sp|Q5QD16|TAAR3_MOUSE	tr|A0A384C395|A0A384C395_URSMA
OG0011611	sp|Q5U419|MFSD3_MOUSE	tr|A0A8M1FII2|A0A8M1FII2_URSMA
OG0011612	sp|Q60631|GRB2_MOUSE	tr|A0A384CAV1|A0A384CAV1_URSMA
OG0011613	sp|Q60925|DBP_MOUSE	tr|A0A8M1G3J4|A0A8M1G3J4_URSMA
OG0011614	sp|Q68FM6|PPR29_MOUSE	tr|A0A8M1GCP5|A0A8M1GCP5_URSMA
OG0011615	sp|Q6NZK5|K1328_MOUSE	tr|A0A8M1G8R9|A0A8M1G8R9_URSMA
OG0011616	sp|Q6PE01|SNR40_MOUSE	tr|A0A384CE82|A0A384CE82_URSMA
OG0011617	sp|Q80UL9|JAML_MOUSE	tr|A0A384C069|A0A384C069_URSMA
OG0011618	sp|Q8BIS8|CC126_MOUSE	tr|A0A384BPU4|A0A384BPU4_URSMA
OG0011619	sp|Q8BJS7|MAP10_MOUSE	tr|A0A384BZ58|A0A384BZ58_URSMA
OG0011620	sp|Q8BJY1|PSMD5_MOUSE	tr|A0A8M1FWJ5|A0A8M1FWJ5_URSMA
OG0011621	sp|Q8BQS5|PAQR2_MOUSE	tr|A0A384D8D9|A0A384D8D9_URSMA
OG0011622	sp|Q8C5L7|RBM34_MOUSE	tr|A0A384C050|A0A384C050_URSMA
OG0011623	sp|Q8CF89|TAB1_MOUSE	tr|A0A8M1GFJ3|A0A8M1GFJ3_URSMA
OG0011624	sp|Q8K1J5|SDE2_MOUSE	tr|A0A384CF81|A0A384CF81_URSMA
OG0011625	sp|Q8K262|PLAC9_MOUSE	tr|A0A8M1FDF9|A0A8M1FDF9_URSMA
OG0011626	sp|Q8K2M3|SRR1L_MOUSE	tr|A0A384BQX3|A0A384BQX3_URSMA
OG0011627	sp|Q8R115|TMM82_MOUSE	tr|A0A8M1EX36|A0A8M1EX36_URSMA
OG0011628	sp|Q8R2T8|TF3C5_MOUSE	tr|A0A8M1G7A1|A0A8M1G7A1_URSMA
OG0011629	sp|Q91XQ6|LAP4B_MOUSE	tr|A0A8M1FEB9|A0A8M1FEB9_URSMA
OG0011630	sp|Q91ZT7|ASB10_MOUSE	tr|A0A384BW63|A0A384BW63_URSMA
OG0011631	sp|Q922S8|KIF2C_MOUSE	tr|A0A384CRR8|A0A384CRR8_URSMA
OG0011632	sp|Q9CQ35|GRPL2_MOUSE	tr|A0A384BK12|A0A384BK12_URSMA
OG0011633	sp|Q9CQ40|RM49_MOUSE	tr|A0A384DJH2|A0A384DJH2_URSMA
OG0011634	sp|Q9D113|DNLZ_MOUSE	tr|A0A8M1G065|A0A8M1G065_URSMA
OG0011635	sp|Q9D2H5|TRI42_MOUSE	tr|A0A384DGK1|A0A384DGK1_URSMA
OG0011636	sp|Q9DAI6|F135B_MOUSE	tr|A0A384BJT8|A0A384BJT8_URSMA
OG0011637	sp|Q9DBH0|WWP2_MOUSE	tr|A0A8M1GBR0|A0A8M1GBR0_URSMA
OG0011638	sp|Q9DCL2|CIA2A_MOUSE	tr|A0A384DIM2|A0A384DIM2_URSMA
OG0011639	sp|Q9DD19|RASF7_MOUSE	tr|A0A8M1GJ23|A0A8M1GJ23_URSMA
OG0011640	sp|Q9ESX2|SP6_MOUSE	tr|A0A8M1GZC3|A0A8M1GZC3_URSMA
OG0011641	sp|Q9QVY8|RAI2_MOUSE	tr|A0A8M1G2C2|A0A8M1G2C2_URSMA
OG0011642	sp|Q9WTP9|VAX2_MOUSE	tr|A0A384CW19|A0A384CW19_URSMA
OG0011643	sp|Q9WUA1|WIF1_MOUSE	tr|A0A384BJ47|A0A384BJ47_URSMA
OG0011644	sp|Q9WUD8|FAIM1_MOUSE	tr|A0A384DHF5|A0A384DHF5_URSMA
OG0011645	sp|Q9Z1N2|ORC1_MOUSE	tr|A0A384CRH3|A0A384CRH3_URSMA
OG0011646	sp|A6PWV5|ARI3C_MOUSE	tr|A0A384CES2|A0A384CES2_URSMA
OG0011647	tr|E9Q9T0|E9Q9T0_MOUSE	tr|A0A8M1EY50|A0A8M1EY50_URSMA
OG0011648	sp|O35387|HAX1_MOUSE	tr|A0A384CK83|A0A384CK83_URSMA
OG0011649	sp|O55060|TPMT_MOUSE	tr|A0A384C959|A0A384C959_URSMA
OG0011650	sp|O70496|CLCN7_MOUSE	tr|A0A8M1G791|A0A8M1G791_URSMA
OG0011651	sp|P20934|EVI2A_MOUSE	tr|A0A384CFM3|A0A384CFM3_URSMA
OG0011652	sp|P37913|DNLI1_MOUSE	tr|A0A8M1G6D8|A0A8M1G6D8_URSMA
OG0011653	sp|P48964|MPIP1_MOUSE	tr|A0A8M1FN68|A0A8M1FN68_URSMA
OG0011654	sp|P53994|RAB2A_MOUSE	tr|A0A8M1FM04|A0A8M1FM04_URSMA
OG0011655	sp|P54841|MAFB_MOUSE	tr|A0A8M1GRN7|A0A8M1GRN7_URSMA
OG0011656	sp|P60603|ROMO1_MOUSE	tr|A0A384CPJ3|A0A384CPJ3_URSMA
OG0011657	sp|P62984|RL40_MOUSE	tr|A0A384D5U3|A0A384D5U3_URSMA
OG0011658	sp|P70397|DLX6_MOUSE	tr|A0A8M1GXV7|A0A8M1GXV7_URSMA
OG0011659	sp|P98192|GNPAT_MOUSE	tr|A0A384BYU6|A0A384BYU6_URSMA
OG0011660	sp|Q07643|CO9A2_MOUSE	tr|A0A8M1EWJ1|A0A8M1EWJ1_URSMA
OG0011661	sp|Q3U0P1|PALB2_MOUSE	tr|A0A384CKN4|A0A384CKN4_URSMA
OG0011662	sp|Q3UZZ6|ST1D1_MOUSE	tr|A0A384BH34|A0A384BH34_URSMA
OG0011663	sp|Q571E5|PRS53_MOUSE	tr|A0A384BLV3|A0A384BLV3_URSMA
OG0011664	sp|Q5SW19|CLU_MOUSE	tr|A0A8M1GQQ4|A0A8M1GQQ4_URSMA
OG0011665	sp|Q61663|TLX2_MOUSE	tr|A0A384CU10|A0A384CU10_URSMA
OG0011666	sp|Q66GT5|PTPM1_MOUSE	tr|A0A8M1GJ97|A0A8M1GJ97_URSMA
OG0011667	sp|Q6PDE7|GGT6_MOUSE	tr|A0A8M1FUZ3|A0A8M1FUZ3_URSMA
OG0011668	sp|Q6PE13|PRRT3_MOUSE	tr|A0A8M1FUS7|A0A8M1FUS7_URSMA
OG0011669	sp|Q6QI06|RICTR_MOUSE	tr|A0A8M1FSR8|A0A8M1FSR8_URSMA
OG0011670	sp|Q78T54|VMA21_MOUSE	tr|A0A8M1FUK4|A0A8M1FUK4_URSMA
OG0011671	sp|Q8BHG2|CZIB_MOUSE	tr|A0A384CSG6|A0A384CSG6_URSMA
OG0011672	sp|Q8BMJ3|IF1AX_MOUSE	tr|A0A8M1G411|A0A8M1G411_URSMA
OG0011673	sp|Q8BPY9|FIGL1_MOUSE	tr|A0A452TWE4|A0A452TWE4_URSMA
OG0011674	sp|Q8CAE3|KCMB1_MOUSE	tr|A0A384C6Y1|A0A384C6Y1_URSMA
OG0011675	sp|Q8CBG9|RN170_MOUSE	tr|A0A384DBT8|A0A384DBT8_URSMA
OG0011676	sp|Q8CC35|SYNPO_MOUSE	tr|A0A8M1G1W6|A0A8M1G1W6_URSMA
OG0011677	sp|Q8CGB3|UACA_MOUSE	tr|A0A8M1GVY5|A0A8M1GVY5_URSMA
OG0011678	sp|Q8CIB9|ESCO2_MOUSE	tr|A0A8M1FG83|A0A8M1FG83_URSMA
OG0011679	sp|Q8K0F1|TBC23_MOUSE	tr|A0A384CZG9|A0A384CZG9_URSMA
OG0011680	sp|Q8K212|PACS1_MOUSE	tr|A0A384DKF4|A0A384DKF4_URSMA
OG0011681	sp|Q8K3Q3|FOXN4_MOUSE	tr|A0A8M1EXL5|A0A8M1EXL5_URSMA
OG0011682	sp|Q8R010|AIMP2_MOUSE	tr|A0A8M1GFJ5|A0A8M1GFJ5_URSMA
OG0011683	sp|Q91Z38|TTC1_MOUSE	tr|A0A384C762|A0A384C762_URSMA
OG0011684	sp|Q99JT5|KRCC1_MOUSE	tr|A0A384CU84|A0A384CU84_URSMA
OG0011685	sp|Q99L43|CDS2_MOUSE	tr|A0A8M1GE46|A0A8M1GE46_URSMA
OG0011686	sp|Q9CR00|PSMD9_MOUSE	tr|A0A8M1F4R1|A0A8M1F4R1_URSMA
OG0011687	sp|Q9CWK8|SNX2_MOUSE	tr|A0A8M1F559|A0A8M1F559_URSMA
OG0011688	sp|Q9CWQ3|ATP23_MOUSE	tr|A0A8M1GE23|A0A8M1GE23_URSMA
OG0011689	sp|Q9CXG3|PPIL4_MOUSE	tr|A0A8M1FU72|A0A8M1FU72_URSMA
OG0011690	sp|Q9CZX0|ELP3_MOUSE	tr|A0A384D8E1|A0A384D8E1_URSMA
OG0011691	sp|Q9D0U9|ARV1_MOUSE	tr|A0A8M1F9R4|A0A8M1F9R4_URSMA
OG0011692	sp|Q9D2E2|TOE1_MOUSE	tr|A0A8M1FIT6|A0A8M1FIT6_URSMA
OG0011693	sp|Q9D2H8|FNDC8_MOUSE	tr|A0A384CFQ9|A0A384CFQ9_URSMA
OG0011694	sp|Q9D3P8|PLRKT_MOUSE	tr|A0A384C407|A0A384C407_URSMA
OG0011695	sp|Q9D7B7|GPX8_MOUSE	tr|A0A384C456|A0A384C456_URSMA
OG0011696	sp|Q9D864|ARP6_MOUSE	tr|A0A8M1GCD6|A0A8M1GCD6_URSMA
OG0011697	sp|Q9EQF6|DPYL5_MOUSE	tr|A0A384CUN5|A0A384CUN5_URSMA
OG0011698	sp|Q9JI57|GT2D1_MOUSE	tr|A0A8M1G8C5|A0A8M1G8C5_URSMA
OG0011699	sp|Q9JLC3|MSRB1_MOUSE	tr|A0A8M1GHZ2|A0A8M1GHZ2_URSMA
OG0011700	sp|Q9JMH3|NEUR2_MOUSE	tr|A0A384C2Y6|A0A384C2Y6_URSMA
OG0011701	sp|Q9Z2D8|MBD3_MOUSE	tr|A0A384DRN4|A0A384DRN4_URSMA
OG0011702	tr|A0A571BEE7|A0A571BEE7_MOUSE	tr|A0A384D4B7|A0A384D4B7_URSMA
OG0011703	sp|A6X8Z9|TEX55_MOUSE	tr|A0A384DI25|A0A384DI25_URSMA
OG0011704	sp|B2RRE4|Z518B_MOUSE	tr|A0A8M1FH99|A0A8M1FH99_URSMA
OG0011705	sp|J3QM76|CC179_MOUSE	tr|A0A8M1GWC8|A0A8M1GWC8_URSMA
OG0011706	sp|O35149|ZNT4_MOUSE	tr|A0A8M1F317|A0A8M1F317_URSMA
OG0011707	sp|O35261|E2F3_MOUSE	tr|A0A8M1GZ59|A0A8M1GZ59_URSMA
OG0011708	sp|O55176|PJA1_MOUSE	tr|A0A8M1FTD1|A0A8M1FTD1_URSMA
OG0011709	sp|O88668|CREG1_MOUSE	tr|A0A8M1G8X8|A0A8M1G8X8_URSMA
OG0011710	sp|O89026|ROBO1_MOUSE	tr|A0A384CZP0|A0A384CZP0_URSMA
OG0011711	sp|P06802|ENPP1_MOUSE	tr|A0A8M1FK29|A0A8M1FK29_URSMA
OG0011712	sp|P11911|CD79A_MOUSE	tr|A0A384DLI0|A0A384DLI0_URSMA
OG0011713	sp|P28076|PSB9_MOUSE	tr|A0A384CB53|A0A384CB53_URSMA
OG0011714	sp|P30412|PPIC_MOUSE	tr|A0A8M1FCH0|A0A8M1FCH0_URSMA
OG0011715	sp|P31257|HXC10_MOUSE	tr|A0A384D753|A0A384D753_URSMA
OG0011716	sp|P35283|RAB12_MOUSE	tr|A0A8M1G960|A0A8M1G960_URSMA
OG0011717	sp|P42932|TCPQ_MOUSE	tr|A0A8M1F140|A0A8M1F140_URSMA
OG0011718	sp|P43241|CDX2_MOUSE	tr|A0A8M1F2V7|A0A8M1F2V7_URSMA
OG0011719	sp|P47759|NSG2_MOUSE	tr|A0A8M1FS66|A0A8M1FS66_URSMA
OG0011720	sp|P51943|CCNA2_MOUSE	tr|A0A384BZX3|A0A384BZX3_URSMA
OG0011721	sp|P59041|DJC30_MOUSE	tr|A0A8M1G8A6|A0A8M1G8A6_URSMA
OG0011722	sp|P62843|RS15_MOUSE	tr|A0A8M1FZW3|A0A8M1FZW3_URSMA
OG0011723	sp|P70700|RPA2_MOUSE	tr|A0A384CV29|A0A384CV29_URSMA
OG0011724	sp|P97798|NEO1_MOUSE	tr|A0A8M1GTX1|A0A8M1GTX1_URSMA
OG0011725	sp|P97868|RBBP6_MOUSE	tr|A0A384CLQ6|A0A384CLQ6_URSMA
OG0011726	sp|Q2TBA3|MALT1_MOUSE	tr|A0A8M1G0V9|A0A8M1G0V9_URSMA
OG0011727	sp|Q32KI9|ARSI_MOUSE	tr|A0A8M1FVG9|A0A8M1FVG9_URSMA
OG0011728	sp|Q3UQS2|LSME1_MOUSE	tr|A0A384BR57|A0A384BR57_URSMA
OG0011729	sp|Q562D6|TRMO_MOUSE	tr|A0A384DGX1|A0A384DGX1_URSMA
OG0011730	sp|Q5SWK7|RN145_MOUSE	tr|A0A384C8E7|A0A384C8E7_URSMA
OG0011731	sp|Q61609|S20A1_MOUSE	tr|A0A8M1FB93|A0A8M1FB93_URSMA
OG0011732	sp|Q64163|TFDP2_MOUSE	tr|A0A384DGM4|A0A384DGM4_URSMA
OG0011733	sp|Q64332|SYN2_MOUSE	tr|A0A8M1FLW8|A0A8M1FLW8_URSMA
OG0011734	sp|Q6P1I6|PSD2_MOUSE	tr|A0A8M1F4E0|A0A8M1F4E0_URSMA
OG0011735	sp|Q6PEM8|PCFT_MOUSE	tr|A0A8M1GMP6|A0A8M1GMP6_URSMA
OG0011736	sp|Q6TAW2|SERP2_MOUSE	tr|A0A8M1F9T3|A0A8M1F9T3_URSMA
OG0011737	sp|Q6ZPY7|KDM3B_MOUSE	tr|A0A8M1F4R5|A0A8M1F4R5_URSMA
OG0011738	sp|Q7TS99|HELT_MOUSE	tr|A0A384DPL5|A0A384DPL5_URSMA
OG0011739	sp|Q8BHA3|DTD2_MOUSE	tr|A0A384C819|A0A384C819_URSMA
OG0011740	sp|Q8CI33|C19L1_MOUSE	tr|A0A384DB10|A0A384DB10_URSMA
OG0011741	sp|Q8CIW6|S26A6_MOUSE	tr|A0A384D5J9|A0A384D5J9_URSMA
OG0011742	sp|Q8CJ26|NRADD_MOUSE	tr|A0A384D5P7|A0A384D5P7_URSMA
OG0011743	sp|Q8K402|TBX22_MOUSE	tr|A0A384CVP6|A0A384CVP6_URSMA
OG0011744	sp|Q8K4F0|CD226_MOUSE	tr|A0A384BPB6|A0A384BPB6_URSMA
OG0011745	sp|Q8K4G2|CONA1_MOUSE	tr|A0A8M1F9H9|A0A8M1F9H9_URSMA
OG0011746	sp|Q8K4L3|SVIL_MOUSE	tr|A0A8M1GZP4|A0A8M1GZP4_URSMA
OG0011747	sp|Q8R235|TM203_MOUSE	tr|A0A384D687|A0A384D687_URSMA
OG0011748	sp|Q8VBX6|MPDZ_MOUSE	tr|A0A384BZN6|A0A384BZN6_URSMA
OG0011749	sp|Q8VEM1|GOLI_MOUSE	tr|A0A8M1F8P5|A0A8M1F8P5_URSMA
OG0011750	sp|Q8VI33|TAF9_MOUSE	tr|A0A384C539|A0A384C539_URSMA
OG0011751	sp|Q91VD1|LEG12_MOUSE	tr|A0A8M1GHQ6|A0A8M1GHQ6_URSMA
OG0011752	sp|Q91W52|TMM19_MOUSE	tr|A0A384BK76|A0A384BK76_URSMA
OG0011753	sp|Q91X49|MALL_MOUSE	tr|A0A384CV57|A0A384CV57_URSMA
OG0011754	sp|Q91YQ5|RPN1_MOUSE	tr|A0A8M1FQF1|A0A8M1FQF1_URSMA
OG0011755	sp|Q925D8|TS1R3_MOUSE	tr|A0A8M1H2S3|A0A8M1H2S3_URSMA
OG0011756	sp|Q9CR39|WIPI3_MOUSE	tr|A0A8M1GWR4|A0A8M1GWR4_URSMA
OG0011757	sp|Q9D1Q1|MPH6_MOUSE	tr|A0A384BZF8|A0A384BZF8_URSMA
OG0011758	sp|Q9DAC7|TTC32_MOUSE	tr|A0A384CV18|A0A384CV18_URSMA
OG0011759	sp|Q9DBE8|ALG2_MOUSE	tr|A0A8M1FW53|A0A8M1FW53_URSMA
OG0011760	sp|Q9DCW4|ETFB_MOUSE	tr|A0A8M1FZW5|A0A8M1FZW5_URSMA
OG0011761	sp|Q9EQC4|ELOV4_MOUSE	tr|A0A384BKI3|A0A384BKI3_URSMA
OG0011762	sp|Q9ERE3|SGK3_MOUSE	tr|A0A384DDR2|A0A384DDR2_URSMA
OG0011763	sp|Q9JJA9|GRASP_MOUSE	tr|A0A8M1GUE7|A0A8M1GUE7_URSMA
OG0011764	sp|Q9JJK5|HERP1_MOUSE	tr|A0A8M1G0W9|A0A8M1G0W9_URSMA
OG0011765	sp|Q9JJV1|CRBA2_MOUSE	tr|A0A8M1GE63|A0A8M1GE63_URSMA
OG0011766	sp|Q9JKZ2|SC5A3_MOUSE	tr|A0A384D004|A0A384D004_URSMA
OG0011767	sp|Q9JMF7|DOPP1_MOUSE	tr|A0A8M1G708|A0A8M1G708_URSMA
OG0011768	sp|Q9Z0S1|BPNT1_MOUSE	tr|A0A384BP52|A0A384BP52_URSMA
OG0011769	sp|Q9Z1K6|ARI2_MOUSE	tr|A0A8M1FN28|A0A8M1FN28_URSMA
OG0011770	tr|A0A0G2JEB7|A0A0G2JEB7_MOUSE	tr|A0A8M1FLN6|A0A8M1FLN6_URSMA
OG0011771	sp|A2A4P0|DHX8_MOUSE	tr|A0A384CBB7|A0A384CBB7_URSMA
OG0011772	sp|B2RRF6|Z518A_MOUSE	tr|A0A384CWX0|A0A384CWX0_URSMA
OG0011773	tr|E9Q2C0|E9Q2C0_MOUSE	tr|A0A8M1FHW5|A0A8M1FHW5_URSMA
OG0011774	tr|F8VQG7|F8VQG7_MOUSE	tr|A0A8M1FCB1|A0A8M1FCB1_URSMA
OG0011775	sp|O35103|OMD_MOUSE	tr|A0A384C2M2|A0A384C2M2_URSMA
OG0011776	sp|O55023|IMPA1_MOUSE	tr|A0A8M1FFD1|A0A8M1FFD1_URSMA
OG0011777	sp|O70370|CATS_MOUSE	tr|A0A384CGE5|A0A384CGE5_URSMA
OG0011778	sp|O88410|CXCR3_MOUSE	tr|A0A8M1FU37|A0A8M1FU37_URSMA
OG0011779	sp|P04202|TGFB1_MOUSE	tr|A0A8M1G5S1|A0A8M1G5S1_URSMA
OG0011780	sp|P09450|JUNB_MOUSE	tr|A0A8M1FSV4|A0A8M1FSV4_URSMA
OG0011781	sp|P26151|FCGR1_MOUSE	tr|A0A384CHT7|A0A384CHT7_URSMA
OG0011782	sp|P27573|MYP0_MOUSE	tr|A0A8M1G6S7|A0A8M1G6S7_URSMA
OG0011783	sp|P27661|H2AX_MOUSE	tr|A0A8M1FUP1|A0A8M1FUP1_URSMA
OG0011784	sp|P30730|LSHR_MOUSE	tr|A0A8M1FC18|A0A8M1FC18_URSMA
OG0011785	sp|P53668|LIMK1_MOUSE	tr|A0A8M1G7T7|A0A8M1G7T7_URSMA
OG0011786	sp|P54731|FAF1_MOUSE	tr|A0A384CRJ7|A0A384CRJ7_URSMA
OG0011787	sp|P58468|SLX9_MOUSE	tr|A0A8M1F2T3|A0A8M1F2T3_URSMA
OG0011788	sp|P62751|RL23A_MOUSE	tr|A0A384CFD2|A0A384CFD2_URSMA
OG0011789	sp|Q03145|EPHA2_MOUSE	tr|A0A8M1H5F4|A0A8M1H5F4_URSMA
OG0011790	sp|Q06180|PTN2_MOUSE	tr|A0A8M1F3M7|A0A8M1F3M7_URSMA
OG0011791	sp|Q0P5X1|LRIQ1_MOUSE	tr|A0A384BUG8|A0A384BUG8_URSMA
OG0011792	sp|Q3URR0|CENPW_MOUSE	tr|A0A384C3E2|A0A384C3E2_URSMA
OG0011793	sp|Q3V124|EID3_MOUSE	tr|A0A384DAS2|A0A384DAS2_URSMA
OG0011794	sp|Q562E2|KCD19_MOUSE	tr|A0A8M1G2L0|A0A8M1G2L0_URSMA
OG0011795	sp|Q64693|OBF1_MOUSE	tr|A0A8M1FV01|A0A8M1FV01_URSMA
OG0011796	sp|Q6IMB1|RSLBA_MOUSE	tr|A0A8M1FA24|A0A8M1FA24_URSMA
OG0011797	sp|Q6IR41|C1QT6_MOUSE	tr|A0A384DAZ9|A0A384DAZ9_URSMA
OG0011798	sp|Q6IYF8|OXGR1_MOUSE	tr|A0A384BKU4|A0A384BKU4_URSMA
OG0011799	sp|Q6P1G2|KDM2B_MOUSE	tr|A0A8M1EYA6|A0A8M1EYA6_URSMA
OG0011800	sp|Q6P7W5|SEN2_MOUSE	tr|A0A8M1FQK2|A0A8M1FQK2_URSMA
OG0011801	sp|Q6PCQ0|IQCE_MOUSE	tr|A0A8M1G4U0|A0A8M1G4U0_URSMA
OG0011802	sp|Q6PH08|ERC2_MOUSE	tr|A0A8M1FL08|A0A8M1FL08_URSMA
OG0011803	sp|Q6VMN6|PRLHR_MOUSE	tr|A0A384BLW0|A0A384BLW0_URSMA
OG0011804	sp|Q78PY7|SND1_MOUSE	tr|A0A384DB89|A0A384DB89_URSMA
OG0011805	sp|Q80VP8|T106C_MOUSE	tr|A0A384D7H3|A0A384D7H3_URSMA
OG0011806	sp|Q80XD8|PRAP1_MOUSE	tr|A0A384BP22|A0A384BP22_URSMA
OG0011807	sp|Q8BGT6|MILK1_MOUSE	tr|A0A8M1GFE1|A0A8M1GFE1_URSMA
OG0011808	sp|Q8BHA1|LRC24_MOUSE	tr|A0A8M1FEU1|A0A8M1FEU1_URSMA
OG0011809	sp|Q8BMB0|EMSY_MOUSE	tr|A0A8M1FWF3|A0A8M1FWF3_URSMA
OG0011810	sp|Q8BTT6|UTP25_MOUSE	tr|A0A384CX39|A0A384CX39_URSMA
OG0011811	sp|Q8C031|LRC4C_MOUSE	tr|A0A8M1GGV8|A0A8M1GGV8_URSMA
OG0011812	sp|Q8C1F4|CGAT2_MOUSE	tr|A0A384CIY2|A0A384CIY2_URSMA
OG0011813	sp|Q8CHP6|PHC3_MOUSE	tr|A0A384D9V0|A0A384D9V0_URSMA
OG0011814	sp|Q8CJ12|AGRG2_MOUSE	tr|A0A384CII4|A0A384CII4_URSMA
OG0011815	sp|Q8JZS0|LIN7A_MOUSE	tr|A0A8M1GEB5|A0A8M1GEB5_URSMA
OG0011816	sp|Q8R1H8|BATF2_MOUSE	tr|A0A384DJM7|A0A384DJM7_URSMA
OG0011817	sp|Q8R5F7|IFIH1_MOUSE	tr|A0A384BRN9|A0A384BRN9_URSMA
OG0011818	sp|Q8VEK2|RHBD2_MOUSE	tr|A0A384CQU4|A0A384CQU4_URSMA
OG0011819	sp|Q91WN4|KMO_MOUSE	tr|A0A384CEK1|A0A384CEK1_URSMA
OG0011820	sp|Q920G8|MFRN1_MOUSE	tr|A0A8M1FPP4|A0A8M1FPP4_URSMA
OG0011821	sp|Q9CQ76|NEPN_MOUSE	tr|A0A384C3G9|A0A384C3G9_URSMA
OG0011822	sp|Q9CZG3|COMD8_MOUSE	tr|A0A384CYW2|A0A384CYW2_URSMA
OG0011823	sp|Q9CZS3|CEP20_MOUSE	tr|A0A452THB0|A0A452THB0_URSMA
