Orthogroup	Mus_musculus	Sus_scrofa
OG0012041	sp|Q8R151|ZNFX1_MOUSE	tr|I3L5Z9|I3L5Z9_PIG
OG0012042	sp|Q8R314|S35F5_MOUSE	tr|F1RY25|F1RY25_PIG
OG0012043	sp|Q8VC34|RPAP2_MOUSE	tr|A0A5G2R4N4|A0A5G2R4N4_PIG
OG0012044	sp|Q8VC66|ADIP_MOUSE	tr|F1SAG4|F1SAG4_PIG
OG0012045	sp|Q8VCD3|LMA1L_MOUSE	tr|F1SJ28|F1SJ28_PIG
OG0012046	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A287A6J1|A0A287A6J1_PIG
OG0012047	sp|Q91V64|ISOC1_MOUSE	tr|A0A5G2QNV7|A0A5G2QNV7_PIG
OG0012048	sp|Q921L7|HEMK1_MOUSE	tr|I3LL60|I3LL60_PIG
OG0012049	sp|Q922R1|PHAF1_MOUSE	tr|A0A287B1V3|A0A287B1V3_PIG
OG0012050	sp|Q99JB0|KLF7_MOUSE	tr|A0A287ACS6|A0A287ACS6_PIG
OG0012051	sp|Q99ML8|UCN2_MOUSE	tr|A0A287AMD7|A0A287AMD7_PIG
OG0012052	sp|Q9CQ85|TIM22_MOUSE	tr|A0A287AMP9|A0A287AMP9_PIG
OG0012053	sp|Q9CQI3|GMFB_MOUSE	tr|A0A287A6Y3|A0A287A6Y3_PIG
OG0012054	sp|Q9CR46|SKA2_MOUSE	tr|F1S259|F1S259_PIG
OG0012055	sp|Q9D1G2|PMVK_MOUSE	sp|Q29081|PMVK_PIG
OG0012056	sp|Q9D3N8|GRTP1_MOUSE	tr|A0A287A4K3|A0A287A4K3_PIG
OG0012057	sp|Q9D650|LRAT1_MOUSE	tr|F1S9H3|F1S9H3_PIG
OG0012058	sp|Q9D7I0|SHSA5_MOUSE	tr|A0A287AXD7|A0A287AXD7_PIG
OG0012059	sp|Q9DAK9|PHP14_MOUSE	sp|P59083|PHP14_PIG
OG0012060	sp|Q9ER88|RT29_MOUSE	tr|I3LS10|I3LS10_PIG
OG0012061	sp|Q9JHG6|RCAN1_MOUSE	tr|F1SGX6|F1SGX6_PIG
OG0012062	sp|Q9JIC3|DCR1A_MOUSE	tr|F1S5H8|F1S5H8_PIG
OG0012063	sp|Q9JK48|SHLB1_MOUSE	tr|A0A288CG11|A0A288CG11_PIG
OG0012064	sp|Q9JKP7|DPOE3_MOUSE	tr|F1SN88|F1SN88_PIG
OG0012065	sp|Q9JKV5|SCAM4_MOUSE	tr|A0A5G2REQ9|A0A5G2REQ9_PIG
OG0012066	sp|Q9QZE7|TSNAX_MOUSE	tr|A0A287B8Q8|A0A287B8Q8_PIG
OG0012067	sp|Q9WUN2|TBK1_MOUSE	tr|A7UNK0|A7UNK0_PIG
OG0012068	sp|Q9WVH9|FBLN5_MOUSE	tr|F1SD87|F1SD87_PIG
OG0012069	tr|A0A571BF63|A0A571BF63_MOUSE	tr|A0A5G2RAE8|A0A5G2RAE8_PIG
OG0012070	tr|A1E5L0|A1E5L0_MOUSE	tr|F1S5H0|F1S5H0_PIG
OG0012071	sp|B1AVZ0|UPP_MOUSE	tr|F1RPJ7|F1RPJ7_PIG
OG0012072	tr|E9PV26|E9PV26_MOUSE	tr|F1SA83|F1SA83_PIG
OG0012073	sp|E9Q2M9|WDFY4_MOUSE	tr|A0A5G2RMF1|A0A5G2RMF1_PIG
OG0012074	tr|E9Q7L6|E9Q7L6_MOUSE	tr|I3LTD2|I3LTD2_PIG
OG0012075	sp|O08584|KLF6_MOUSE	tr|A0A287AJ28|A0A287AJ28_PIG
OG0012076	sp|O35423|AGT1_MOUSE	tr|F1SHW5|F1SHW5_PIG
OG0012077	sp|O55106|STRN_MOUSE	tr|F1S4P0|F1S4P0_PIG
OG0012078	sp|P18337|LYAM1_MOUSE	tr|A0A5G2QWH2|A0A5G2QWH2_PIG
OG0012079	sp|P23813|HXD11_MOUSE	tr|A0A287BBI6|A0A287BBI6_PIG
OG0012080	sp|P40936|INMT_MOUSE	tr|A0A287B0Z8|A0A287B0Z8_PIG
OG0012081	sp|P41164|ETV1_MOUSE	tr|A0A286ZS29|A0A286ZS29_PIG
OG0012082	sp|P50586|TUB_MOUSE	tr|A0A286ZJT8|A0A286ZJT8_PIG
OG0012083	sp|P56716|RP1_MOUSE	tr|A0A5G2R2G0|A0A5G2R2G0_PIG
OG0012084	sp|P58659|EVA1C_MOUSE	tr|I3LVN6|I3LVN6_PIG
OG0012085	sp|P61219|RPAB2_MOUSE	tr|F1SKN8|F1SKN8_PIG
OG0012086	sp|P80315|TCPD_MOUSE	tr|F1SQN1|F1SQN1_PIG
OG0012087	sp|P97858|S35B1_MOUSE	tr|A0A286ZS19|A0A286ZS19_PIG
OG0012088	sp|Q08943|SSRP1_MOUSE	tr|I3LLA8|I3LLA8_PIG
OG0012089	tr|Q3TFZ4|Q3TFZ4_MOUSE	tr|F1RV38|F1RV38_PIG
OG0012090	sp|Q3URE1|ACSF3_MOUSE	tr|A0A286ZYB0|A0A286ZYB0_PIG
OG0012091	sp|Q3URK1|CC190_MOUSE	tr|F1S214|F1S214_PIG
OG0012092	sp|Q3UV70|PDP1_MOUSE	tr|A0A287B9C6|A0A287B9C6_PIG
OG0012093	sp|Q3UW68|CAN13_MOUSE	tr|A0A287BG59|A0A287BG59_PIG
OG0012094	sp|Q497H0|ZFAN3_MOUSE	tr|A0A287A663|A0A287A663_PIG
OG0012095	sp|Q499X9|SYMM_MOUSE	tr|A0A287AQW9|A0A287AQW9_PIG
OG0012096	sp|Q5SF07|IF2B2_MOUSE	tr|K7GKD3|K7GKD3_PIG
OG0012097	sp|Q61337|BAD_MOUSE	tr|A0A287AEF3|A0A287AEF3_PIG
OG0012098	sp|Q64028|PHC1_MOUSE	tr|I3LCS6|I3LCS6_PIG
OG0012099	sp|Q6P5E6|GGA2_MOUSE	tr|A0A5G2QVC7|A0A5G2QVC7_PIG
OG0012100	sp|Q761V0|SC6A5_MOUSE	tr|A0A287AMT4|A0A287AMT4_PIG
OG0012101	sp|Q80T69|RSBN1_MOUSE	tr|I3LIT1|I3LIT1_PIG
OG0012102	sp|Q80VD1|FA98B_MOUSE	tr|F1SS16|F1SS16_PIG
OG0012103	sp|Q80WQ8|M18BP_MOUSE	tr|I3LCM7|I3LCM7_PIG
OG0012104	sp|Q8BJQ4|TCAM2_MOUSE	tr|A0A287BMU9|A0A287BMU9_PIG
OG0012105	sp|Q8BQX5|TMCO6_MOUSE	tr|F1RGE4|F1RGE4_PIG
OG0012106	sp|Q8BYH3|TRM13_MOUSE	tr|A0A286ZTX2|A0A286ZTX2_PIG
OG0012107	sp|Q8BYK5|PHAR3_MOUSE	tr|A0A5G2RBY8|A0A5G2RBY8_PIG
OG0012108	sp|Q8C1Q6|SMIM4_MOUSE	tr|A0A287BTN4|A0A287BTN4_PIG
OG0012109	sp|Q8C2P3|DUS1L_MOUSE	tr|A0A287ADL9|A0A287ADL9_PIG
OG0012110	tr|Q8CBC7|Q8CBC7_MOUSE	tr|I3LH25|I3LH25_PIG
OG0012111	sp|Q8VCC6|CCM2L_MOUSE	tr|F1S526|F1S526_PIG
OG0012112	sp|Q8VCI5|PEX19_MOUSE	tr|A0A5G2R2X9|A0A5G2R2X9_PIG
OG0012113	sp|Q8VDQ8|SIR2_MOUSE	tr|A0A5G2QQH9|A0A5G2QQH9_PIG
OG0012114	tr|Q8VG78|Q8VG78_MOUSE	tr|A0A5G2QB27|A0A5G2QB27_PIG
OG0012115	sp|Q922M3|BACD3_MOUSE	tr|F1RGB8|F1RGB8_PIG
OG0012116	sp|Q923X4|GLRX2_MOUSE	tr|A0A5G2QMG6|A0A5G2QMG6_PIG
OG0012117	sp|Q925I4|TS1R2_MOUSE	tr|A0A287AFV6|A0A287AFV6_PIG
OG0012118	sp|Q99JY8|PLPP3_MOUSE	tr|A0A5G2RCK4|A0A5G2RCK4_PIG
OG0012119	sp|Q9CQU5|ZWINT_MOUSE	tr|I3LAI8|I3LAI8_PIG
OG0012120	sp|Q9D0M2|CDCA7_MOUSE	tr|A0A286ZUB5|A0A286ZUB5_PIG
OG0012121	sp|Q9D1K2|VATF_MOUSE	tr|F1SMN6|F1SMN6_PIG
OG0012122	sp|Q9D4Q1|RIBC2_MOUSE	tr|F1SM62|F1SM62_PIG
OG0012123	sp|Q9D7L8|TMIG1_MOUSE	tr|A0A5G2QML7|A0A5G2QML7_PIG
OG0012124	sp|Q9D880|TIM50_MOUSE	tr|A0A480LC98|A0A480LC98_PIG
OG0012125	sp|Q9ESK3|CAN10_MOUSE	tr|A0A286ZUT5|A0A286ZUT5_PIG
OG0012126	sp|Q9JKA5|GPA33_MOUSE	tr|F1S253|F1S253_PIG
OG0012127	sp|Q9QZV9|NXT1_MOUSE	tr|F1SAT5|F1SAT5_PIG
OG0012128	sp|Q9Z2F6|BCL3_MOUSE	tr|K7GSL6|K7GSL6_PIG
OG0012129	tr|A0A571BEE2|A0A571BEE2_MOUSE	tr|I3LC61|I3LC61_PIG
OG0012130	sp|A2A8T7|TEX38_MOUSE	tr|I3LEX3|I3LEX3_PIG
OG0012131	sp|D3YYM4|WDR72_MOUSE	tr|I3LJA5|I3LJA5_PIG
OG0012132	tr|E9Q8M1|E9Q8M1_MOUSE	tr|A0A287BQZ2|A0A287BQZ2_PIG
OG0012133	tr|E9Q9D8|E9Q9D8_MOUSE	tr|F1SDE0|F1SDE0_PIG
OG0012134	tr|E9QAE1|E9QAE1_MOUSE	tr|A0A287AL24|A0A287AL24_PIG
OG0012135	sp|O08608|OAZ2_MOUSE	tr|A0A286ZYW8|A0A286ZYW8_PIG
OG0012136	sp|O08672|KIFC2_MOUSE	tr|A0A287AIE7|A0A287AIE7_PIG
OG0012137	sp|O08999|LTBP2_MOUSE	tr|A0A5G2R7P3|A0A5G2R7P3_PIG
OG0012138	sp|P04401|IL5_MOUSE	sp|Q9MYM5|IL5_PIG
OG0012139	sp|P04760|ACHG_MOUSE	tr|F1SMT2|F1SMT2_PIG
OG0012140	sp|P0C7T6|ATX1L_MOUSE	tr|A0A287AZE0|A0A287AZE0_PIG
OG0012141	sp|P12787|COX5A_MOUSE	tr|F1SJ34|F1SJ34_PIG
OG0012142	sp|P24604|TEC_MOUSE	tr|F1SEA4|F1SEA4_PIG
OG0012143	sp|P32848|PRVA_MOUSE	tr|A0A287ALJ2|A0A287ALJ2_PIG
OG0012144	sp|P81068|IRX1_MOUSE	tr|A0A287AH55|A0A287AH55_PIG
OG0012145	sp|P97384|ANX11_MOUSE	tr|A0A5K1UZZ4|A0A5K1UZZ4_PIG
OG0012146	sp|Q00780|CO8A1_MOUSE	tr|A0A5G2R2Z9|A0A5G2R2Z9_PIG
OG0012147	sp|Q0VAV2|EXPH5_MOUSE	tr|A0A287BES5|A0A287BES5_PIG
OG0012148	sp|Q14C51|PTCD3_MOUSE	tr|K7GKS8|K7GKS8_PIG
OG0012149	sp|Q3U3C9|GSE1_MOUSE	tr|A0A5G2R7Q0|A0A5G2R7Q0_PIG
OG0012150	sp|Q3U821|WDR75_MOUSE	tr|F1RXV9|F1RXV9_PIG
OG0012151	sp|Q3UK37|TEDC1_MOUSE	tr|A0A287ABW1|A0A287ABW1_PIG
OG0012152	sp|Q52KI8|SRRM1_MOUSE	tr|A0A287AV47|A0A287AV47_PIG
OG0012153	sp|Q61548|AP180_MOUSE	tr|F1RQM6|F1RQM6_PIG
OG0012154	sp|Q61730|IL1AP_MOUSE	tr|A0A287B9B9|A0A287B9B9_PIG
OG0012155	sp|Q64317|DLX1_MOUSE	tr|A0A481C382|A0A481C382_PIG
OG0012156	sp|Q64445|COX8A_MOUSE	tr|F1RPZ0|F1RPZ0_PIG
OG0012157	sp|Q64676|CGT_MOUSE	tr|A0A287BQE9|A0A287BQE9_PIG
OG0012158	tr|Q6NV99|Q6NV99_MOUSE	tr|A0A5G2RK70|A0A5G2RK70_PIG
OG0012159	sp|Q6PR54|RIF1_MOUSE	tr|F1SHX3|F1SHX3_PIG
OG0012160	sp|Q80VI1|TRI56_MOUSE	tr|A0A287BCK2|A0A287BCK2_PIG
OG0012161	sp|Q8BGP6|S2540_MOUSE	tr|A0A480EMB8|A0A480EMB8_PIG
OG0012162	sp|Q8BW88|PKHS1_MOUSE	tr|A0A287AYU6|A0A287AYU6_PIG
OG0012163	sp|Q8BWR4|UBP40_MOUSE	tr|F1SM23|F1SM23_PIG
OG0012164	sp|Q8C437|PEX5R_MOUSE	tr|A0A5G2QI09|A0A5G2QI09_PIG
OG0012165	sp|Q8CB59|F161B_MOUSE	tr|F1S3H5|F1S3H5_PIG
OG0012166	sp|Q8QZR5|ALAT1_MOUSE	tr|A0A287BMB4|A0A287BMB4_PIG
OG0012167	sp|Q8R040|RPP21_MOUSE	tr|A0A5K1V3M3|A0A5K1V3M3_PIG
OG0012168	sp|Q8R059|GALE_MOUSE	tr|A0A287BIW1|A0A287BIW1_PIG
OG0012169	sp|Q8R1V4|TMED4_MOUSE	tr|F1SSH7|F1SSH7_PIG
OG0012170	sp|Q8R400|ADIG_MOUSE	sp|Q30C86|ADIG_PIG
OG0012171	sp|Q8VCE4|CI040_MOUSE	tr|A0A287BRB9|A0A287BRB9_PIG
OG0012172	sp|Q8VCW4|UN93B_MOUSE	tr|A0A5G2QDN8|A0A5G2QDN8_PIG
OG0012173	sp|Q8VIG1|REST_MOUSE	tr|A0A5G2REN8|A0A5G2REN8_PIG
OG0012174	sp|Q99J39|DCMC_MOUSE	tr|D2D0E6|D2D0E6_PIG
OG0012175	sp|Q99MN1|SYK_MOUSE	tr|A0A287A3Q5|A0A287A3Q5_PIG
OG0012176	sp|Q9CPT0|B2L14_MOUSE	tr|F1SQ67|F1SQ67_PIG
OG0012177	sp|Q9CRC3|CO040_MOUSE	tr|F1RIB1|F1RIB1_PIG
OG0012178	sp|Q9CZE3|RAB32_MOUSE	sp|Q06AU5|RAB32_PIG
OG0012179	sp|Q9D572|UBX11_MOUSE	tr|A0A287AHI4|A0A287AHI4_PIG
OG0012180	sp|Q9D5K1|TMM81_MOUSE	tr|A0A5G2RDJ1|A0A5G2RDJ1_PIG
OG0012181	sp|Q9D8S3|ARFG3_MOUSE	tr|A0A286ZL56|A0A286ZL56_PIG
OG0012182	sp|Q9DBR3|ARMC8_MOUSE	tr|A0A5G2R2Y2|A0A5G2R2Y2_PIG
OG0012183	sp|Q9ES88|S13A2_MOUSE	tr|F1RNC8|F1RNC8_PIG
OG0012184	sp|Q9R1S3|PIGN_MOUSE	tr|A0A480KBU1|A0A480KBU1_PIG
OG0012185	sp|Q9WTL4|INSRR_MOUSE	tr|F1RHJ5|F1RHJ5_PIG
OG0012186	tr|S4R213|S4R213_MOUSE	tr|A0A5G2QEZ1|A0A5G2QEZ1_PIG
OG0012188	tr|B9EKF4|B9EKF4_MOUSE	tr|F1SRN9|F1SRN9_PIG
OG0012189	tr|E9Q6H8|E9Q6H8_MOUSE	tr|A0A5G2QBB2|A0A5G2QBB2_PIG
OG0012190	tr|G3UZN6|G3UZN6_MOUSE	tr|I3LFG5|I3LFG5_PIG
OG0012191	sp|P55088|AQP4_MOUSE	tr|A0A287AVU9|A0A287AVU9_PIG
OG0012192	sp|P57110|ATS8_MOUSE	tr|A0A287B8M3|A0A287B8M3_PIG
OG0012193	sp|P58681|TLR7_MOUSE	tr|A0A287AR04|A0A287AR04_PIG
OG0012194	sp|Q01231|CXA5_MOUSE	tr|F1SDC3|F1SDC3_PIG
OG0012195	sp|Q01887|RYK_MOUSE	tr|F1SLA3|F1SLA3_PIG
OG0012196	sp|Q02780|NFIA_MOUSE	tr|I3LDW7|I3LDW7_PIG
OG0012197	sp|Q04899|CDK18_MOUSE	tr|F1S357|F1S357_PIG
OG0012198	sp|Q07424|CDX4_MOUSE	tr|I3L5H5|I3L5H5_PIG
OG0012199	sp|Q08274|DMWD_MOUSE	tr|A0A287ADE2|A0A287ADE2_PIG
OG0012200	sp|Q3TUF7|YETS2_MOUSE	tr|A0A286ZR56|A0A286ZR56_PIG
OG0012201	sp|Q3ULM0|CC106_MOUSE	tr|A0A286ZWQ5|A0A286ZWQ5_PIG
OG0012202	sp|Q4FJU9|TMM40_MOUSE	tr|A0A5G2R3H4|A0A5G2R3H4_PIG
OG0012203	tr|Q4KXB6|Q4KXB6_MOUSE	tr|F1SDR4|F1SDR4_PIG
OG0012204	tr|Q504M2|Q504M2_MOUSE	tr|A0A287B2X3|A0A287B2X3_PIG
OG0012205	sp|Q60862|ORC2_MOUSE	tr|F1SI53|F1SI53_PIG
OG0012206	sp|Q64310|SURF4_MOUSE	tr|A0A287ASN8|A0A287ASN8_PIG
OG0012207	sp|Q6P3A8|ODBB_MOUSE	tr|A0A5G2QWA0|A0A5G2QWA0_PIG
OG0012208	sp|Q6PGA0|RCOR3_MOUSE	tr|I3LG03|I3LG03_PIG
OG0012209	sp|Q6ZWV7|RL35_MOUSE	sp|Q29361|RL35_PIG
OG0012210	sp|Q7TSJ2|MAP6_MOUSE	tr|F1SUM1|F1SUM1_PIG
OG0012211	sp|Q80U72|SCRIB_MOUSE	tr|A0A287AZ68|A0A287AZ68_PIG
OG0012212	sp|Q80US8|MAD3_MOUSE	tr|F1S3C4|F1S3C4_PIG
OG0012213	sp|Q8BXL9|IFFO1_MOUSE	tr|F1SLR7|F1SLR7_PIG
OG0012214	sp|Q8CHK3|MBOA7_MOUSE	tr|F1RNH0|F1RNH0_PIG
OG0012215	sp|Q8CIN6|CELF3_MOUSE	tr|A0A287BI25|A0A287BI25_PIG
OG0012216	sp|Q8CIV3|LIPH_MOUSE	tr|F1SFK2|F1SFK2_PIG
OG0012217	sp|Q8K1I7|WIPF1_MOUSE	tr|A0A287AFT4|A0A287AFT4_PIG
OG0012218	sp|Q8K3G5|VRK3_MOUSE	tr|F1RH55|F1RH55_PIG
OG0012219	sp|Q8R3V5|SHLB2_MOUSE	tr|I3LUB3|I3LUB3_PIG
OG0012220	sp|Q8VCE1|DJC28_MOUSE	tr|A0A480RED1|A0A480RED1_PIG
OG0012221	sp|Q8VDC0|SYLM_MOUSE	tr|A0A5G2R8T0|A0A5G2R8T0_PIG
OG0012222	sp|Q8VHW4|CCG5_MOUSE	tr|A0A287AX57|A0A287AX57_PIG
OG0012223	sp|Q91W59|RBMS1_MOUSE	tr|A0A287BEV5|A0A287BEV5_PIG
OG0012224	sp|Q91YE8|SYNP2_MOUSE	tr|A0A287AUH9|A0A287AUH9_PIG
OG0012225	sp|Q91YN9|BAG2_MOUSE	tr|A0A287AV76|A0A287AV76_PIG
OG0012226	sp|Q91Z96|BMP2K_MOUSE	tr|I3LT15|I3LT15_PIG
OG0012227	sp|Q91ZP3|LPIN1_MOUSE	tr|A0A5G2RCX6|A0A5G2RCX6_PIG
OG0012228	sp|Q922Q9|CHID1_MOUSE	tr|A0A5G2QPB0|A0A5G2QPB0_PIG
OG0012229	sp|Q99KR6|RNF34_MOUSE	tr|A0A286ZT47|A0A286ZT47_PIG
OG0012230	sp|Q99PP9|TRI16_MOUSE	tr|A0A287BSK0|A0A287BSK0_PIG
OG0012231	sp|Q9CR11|YETS4_MOUSE	tr|A0A286ZZ62|A0A286ZZ62_PIG
OG0012232	sp|Q9CWT3|SNX10_MOUSE	tr|F2Z5P4|F2Z5P4_PIG
OG0012233	sp|Q9D236|HTRA3_MOUSE	tr|F1S7Y0|F1S7Y0_PIG
OG0012234	sp|Q9D3J9|TASL_MOUSE	tr|F1SPV1|F1SPV1_PIG
OG0012235	sp|Q9D9R9|F186A_MOUSE	tr|A0A5G2QSQ8|A0A5G2QSQ8_PIG
OG0012236	sp|Q9DAS1|CKLF_MOUSE	tr|A0A286ZWY0|A0A286ZWY0_PIG
OG0012237	sp|Q9DCZ4|MIC26_MOUSE	tr|A0A5G2R5P0|A0A5G2R5P0_PIG
OG0012238	sp|Q9ESL8|FGF16_MOUSE	tr|I3LR27|I3LR27_PIG
OG0012239	sp|Q9JIL2|CCL28_MOUSE	tr|F1SMG9|F1SMG9_PIG
OG0012240	sp|Q9JJ94|SSNA1_MOUSE	tr|A0A287AHZ7|A0A287AHZ7_PIG
OG0012241	sp|Q9R0X2|ADEC1_MOUSE	tr|F1RM86|F1RM86_PIG
OG0012242	sp|S4R1M9|OSB10_MOUSE	tr|F1RRF0|F1RRF0_PIG
OG0012243	tr|A0A0J9YUD5|A0A0J9YUD5_MOUSE	tr|I3LC31|I3LC31_PIG
OG0012244	tr|A0A5F8MPL8|A0A5F8MPL8_MOUSE	tr|F1RFA7|F1RFA7_PIG
OG0012245	sp|A6H6E2|MMRN2_MOUSE	tr|A0A287BB44|A0A287BB44_PIG
OG0012246	sp|O70309|ITB5_MOUSE	tr|A0A287AZ66|A0A287AZ66_PIG
OG0012247	sp|O70551|SRPK1_MOUSE	tr|F6PW60|F6PW60_PIG
OG0012248	sp|O88452|STC2_MOUSE	tr|F1SJZ1|F1SJZ1_PIG
OG0012249	sp|P13405|RB_MOUSE	tr|F1RK14|F1RK14_PIG
OG0012250	sp|P35601|RFC1_MOUSE	tr|A0A286ZJZ9|A0A286ZJZ9_PIG
OG0012251	sp|P41438|S19A1_MOUSE	tr|I3LP66|I3LP66_PIG
OG0012252	sp|P49117|NR2C2_MOUSE	tr|A0A5G2RBA5|A0A5G2RBA5_PIG
OG0012253	sp|P49749|EVX2_MOUSE	tr|I3LGI0|I3LGI0_PIG
OG0012254	sp|P56671|MAZ_MOUSE	tr|A0A5G2Q9H6|A0A5G2Q9H6_PIG
OG0012255	sp|P97489|GATA5_MOUSE	tr|F1RIZ4|F1RIZ4_PIG
OG0012256	sp|Q08761|PROS_MOUSE	tr|A0A287A6Q0|A0A287A6Q0_PIG
OG0012257	sp|Q148R9|R9BP_MOUSE	tr|A0A287AGE9|A0A287AGE9_PIG
OG0012258	sp|Q3UQ28|PXDN_MOUSE	tr|I3LDA4|I3LDA4_PIG
OG0012259	sp|Q3V2T4|KTDAP_MOUSE	tr|F1RM80|F1RM80_PIG
OG0012260	sp|Q5U4F6|DC2I2_MOUSE	tr|F1RR77|F1RR77_PIG
OG0012261	sp|Q5Y5T3|ZDH23_MOUSE	tr|F1SP96|F1SP96_PIG
OG0012262	sp|Q61139|PCSK7_MOUSE	tr|F1SJT0|F1SJT0_PIG
OG0012263	sp|Q61510|TRI25_MOUSE	tr|A0A5G2QSW4|A0A5G2QSW4_PIG
OG0012264	sp|Q61792|LASP1_MOUSE	tr|A0A287A8S0|A0A287A8S0_PIG
OG0012265	sp|Q62136|PTN21_MOUSE	tr|F1SDY9|F1SDY9_PIG
OG0012266	sp|Q6A085|ZN629_MOUSE	tr|F1RG79|F1RG79_PIG
OG0012267	sp|Q6PD24|AN13D_MOUSE	tr|A0A5G2RAG4|A0A5G2RAG4_PIG
OG0012268	sp|Q75N73|S39AE_MOUSE	tr|K7GK81|K7GK81_PIG
OG0012269	sp|Q7TMY4|THOC7_MOUSE	tr|A0A287BD32|A0A287BD32_PIG
OG0012270	sp|Q7TQI7|ABTB2_MOUSE	tr|F1SGS8|F1SGS8_PIG
OG0012271	sp|Q80SU3|ZAR1_MOUSE	tr|F1SE99|F1SE99_PIG
OG0012272	sp|Q8BGF8|S35D3_MOUSE	tr|F1S688|F1S688_PIG
OG0012273	sp|Q8BH73|QPCTL_MOUSE	tr|A0A286ZMY2|A0A286ZMY2_PIG
OG0012274	sp|Q8BJR6|PRS27_MOUSE	tr|F1SUG2|F1SUG2_PIG
OG0012275	sp|Q8BX80|ENASE_MOUSE	tr|A0A287BGJ3|A0A287BGJ3_PIG
OG0012276	sp|Q8CBC4|CNST_MOUSE	tr|A0A287BRF4|A0A287BRF4_PIG
OG0012277	sp|Q8CEG5|CC28B_MOUSE	tr|A0A287A3F9|A0A287A3F9_PIG
OG0012278	sp|Q8K099|LRIT1_MOUSE	tr|A0A286ZNR3|A0A286ZNR3_PIG
OG0012279	sp|Q8K4J0|DCR1C_MOUSE	tr|F1RW83|F1RW83_PIG
OG0012280	sp|Q8QZY9|SF3B4_MOUSE	tr|F1SDG0|F1SDG0_PIG
OG0012281	sp|Q8R105|VP37C_MOUSE	tr|A0A286ZXK7|A0A286ZXK7_PIG
OG0012282	sp|Q8R1S0|COQ6_MOUSE	tr|A0A5G2QCC0|A0A5G2QCC0_PIG
OG0012283	sp|Q8R2Q4|RRF2M_MOUSE	tr|A0A287AA55|A0A287AA55_PIG
OG0012284	sp|Q8VC33|NXNL1_MOUSE	tr|A0A287AW42|A0A287AW42_PIG
OG0012285	sp|Q8VCM7|FIBG_MOUSE	tr|I3LJW2|I3LJW2_PIG
OG0012286	sp|Q8VDP4|CCAR2_MOUSE	tr|F1RMA3|F1RMA3_PIG
OG0012287	sp|Q8VIK5|PEAR1_MOUSE	tr|F1RHK7|F1RHK7_PIG
OG0012288	sp|Q91W50|CSDE1_MOUSE	tr|A0A287BM79|A0A287BM79_PIG
OG0012289	sp|Q91WA3|HDA11_MOUSE	tr|I3LTU6|I3LTU6_PIG
OG0012290	sp|Q91WR3|ASCC2_MOUSE	tr|A0A286ZQL9|A0A286ZQL9_PIG
OG0012291	sp|Q91YK0|LRC49_MOUSE	tr|F1SIS1|F1SIS1_PIG
OG0012292	sp|Q91YP3|DEOC_MOUSE	tr|A0A5G2QMT1|A0A5G2QMT1_PIG
OG0012293	sp|Q91Z22|PORIM_MOUSE	tr|A0A287AE68|A0A287AE68_PIG
OG0012294	sp|Q9CR40|KLH28_MOUSE	tr|F1SIN1|F1SIN1_PIG
OG0012295	sp|Q9D7I5|LHPP_MOUSE	tr|A0A287ALE6|A0A287ALE6_PIG
OG0012296	sp|Q9DAD0|CF276_MOUSE	tr|A0A287BFZ1|A0A287BFZ1_PIG
OG0012297	sp|Q9DB70|FUND1_MOUSE	tr|K7GMY2|K7GMY2_PIG
OG0012298	sp|Q9JLL0|CRIM1_MOUSE	tr|F1S412|F1S412_PIG
OG0012299	sp|Q9QZB6|NR4A3_MOUSE	tr|O97726|O97726_PIG
OG0012300	sp|Q9WTX8|MD1L1_MOUSE	tr|A0A287A3Z0|A0A287A3Z0_PIG
OG0012301	sp|Q9Z2X2|PSD10_MOUSE	tr|A0A287BTN9|A0A287BTN9_PIG
OG0012302	sp|A1IGU4|ARH37_MOUSE	tr|A0A286ZSB3|A0A286ZSB3_PIG
OG0012303	sp|A2AIV2|VIR_MOUSE	tr|F1RY51|F1RY51_PIG
OG0012304	sp|A3KMP2|TTC38_MOUSE	tr|A0A287AH70|A0A287AH70_PIG
OG0012305	sp|A7M7C7|SKOR2_MOUSE	tr|F1RZY3|F1RZY3_PIG
OG0012306	tr|B2RV38|B2RV38_MOUSE	tr|A0A287ATE1|A0A287ATE1_PIG
OG0012307	tr|E9Q9Q6|E9Q9Q6_MOUSE	tr|I3LRY2|I3LRY2_PIG
OG0012308	sp|F8VPN2|TEX15_MOUSE	tr|F1RX69|F1RX69_PIG
OG0012309	sp|O35674|ADA19_MOUSE	tr|F1RQF1|F1RQF1_PIG
OG0012310	sp|O55082|PTN20_MOUSE	tr|F1SEL4|F1SEL4_PIG
OG0012311	sp|P14719|ILRL1_MOUSE	tr|A0A287BH51|A0A287BH51_PIG
OG0012312	sp|P51569|AGAL_MOUSE	tr|A0A287B636|A0A287B636_PIG
OG0012313	sp|P56485|ACKR3_MOUSE	tr|F1SM08|F1SM08_PIG
OG0012314	sp|P62849|RS24_MOUSE	tr|A0A287ACL6|A0A287ACL6_PIG
OG0012315	sp|P70338|GFI1_MOUSE	tr|F1S4G0|F1S4G0_PIG
OG0012316	sp|P70368|SEBOX_MOUSE	tr|I3LKQ4|I3LKQ4_PIG
OG0012317	sp|P97930|KTHY_MOUSE	tr|A0A287BR54|A0A287BR54_PIG
