Orthogroup	Mus_musculus	Lynx_canadensis
OG0010879	sp|Q0P5Y3|TPPP2_MOUSE	tr|A0A667FKY0|A0A667FKY0_LYNCA
OG0010880	sp|P57680|EVC_MOUSE	tr|A0A667FL45|A0A667FL45_LYNCA
OG0010881	sp|Q8BPS4|GP180_MOUSE	tr|A0A667FMG6|A0A667FMG6_LYNCA
OG0010882	sp|Q3U481|MFS12_MOUSE	tr|A0A667FSM2|A0A667FSM2_LYNCA
OG0010883	sp|Q6IQX8|ZN219_MOUSE	tr|A0A667FU98|A0A667FU98_LYNCA
OG0010884	sp|Q8BSP2|CNDH2_MOUSE	tr|A0A667FY92|A0A667FY92_LYNCA
OG0010885	sp|Q7TQ33|RGMB_MOUSE	tr|A0A667G1L3|A0A667G1L3_LYNCA
OG0010886	sp|Q8N7N6|CIKS_MOUSE	tr|A0A667G315|A0A667G315_LYNCA
OG0010887	sp|Q32NY4|CNNM3_MOUSE	tr|A0A667G325|A0A667G325_LYNCA
OG0010888	sp|P39689|CDN1A_MOUSE	tr|A0A667G676|A0A667G676_LYNCA
OG0010889	sp|O35218|CPSF2_MOUSE	tr|A0A667G848|A0A667G848_LYNCA
OG0010890	sp|P18762|ADRB2_MOUSE	tr|A0A667G9T3|A0A667G9T3_LYNCA
OG0010891	sp|B7ZMP1|XPP3_MOUSE	tr|A0A667GC03|A0A667GC03_LYNCA
OG0010892	sp|E9Q7T7|CHADL_MOUSE	tr|A0A667GCZ6|A0A667GCZ6_LYNCA
OG0010893	sp|Q8R3N1|NOP14_MOUSE	tr|A0A667GDS9|A0A667GDS9_LYNCA
OG0010894	sp|Q9QY06|MYO9B_MOUSE	tr|A0A667GDT0|A0A667GDT0_LYNCA
OG0010895	sp|Q8BG58|P4HTM_MOUSE	tr|A0A667GE68|A0A667GE68_LYNCA
OG0010896	sp|Q6DVA0|LEMD2_MOUSE	tr|A0A667GHB7|A0A667GHB7_LYNCA
OG0010897	sp|P43432|IL12B_MOUSE	tr|A0A667GI45|A0A667GI45_LYNCA
OG0010898	sp|Q6YND2|ZN653_MOUSE	tr|A0A667GI64|A0A667GI64_LYNCA
OG0010899	sp|Q9DAK8|LRC51_MOUSE	tr|A0A667GJ04|A0A667GJ04_LYNCA
OG0010900	sp|Q8CC84|LYSM4_MOUSE	tr|A0A667GJA6|A0A667GJA6_LYNCA
OG0010901	sp|Q9D5S7|LRGUK_MOUSE	tr|A0A667GL88|A0A667GL88_LYNCA
OG0010902	sp|Q3UH68|LIMC1_MOUSE	tr|A0A667GM89|A0A667GM89_LYNCA
OG0010903	sp|P28334|5HT1B_MOUSE	tr|A0A667GQ06|A0A667GQ06_LYNCA
OG0010904	sp|Q3UPH1|PRRC1_MOUSE	tr|A0A667GQ52|A0A667GQ52_LYNCA
OG0010905	sp|Q5U431|GPR39_MOUSE	tr|A0A667GU96|A0A667GU96_LYNCA
OG0010906	sp|O35654|DPOD2_MOUSE	tr|A0A667GYS2|A0A667GYS2_LYNCA
OG0010907	sp|Q9CRC3|CO040_MOUSE	tr|A0A667H4L4|A0A667H4L4_LYNCA
OG0010908	sp|Q3V2J0|CBAR2_MOUSE	tr|A0A667H887|A0A667H887_LYNCA
OG0010909	sp|O55222|ILK_MOUSE	tr|A0A667H918|A0A667H918_LYNCA
OG0010910	tr|Q08EE8|Q08EE8_MOUSE	tr|A0A667HC45|A0A667HC45_LYNCA
OG0010911	sp|Q9CZ92|CENPP_MOUSE	tr|A0A667HD14|A0A667HD14_LYNCA
OG0010912	sp|Q8K1A0|METL5_MOUSE	tr|A0A667HD25|A0A667HD25_LYNCA
OG0010913	sp|Q9Z1J1|TF7L1_MOUSE	tr|A0A667HDK1|A0A667HDK1_LYNCA
OG0010914	sp|P48193|EPB41_MOUSE	tr|A0A667HDK9|A0A667HDK9_LYNCA
OG0010915	sp|P10518|HEM2_MOUSE	tr|A0A667HFZ7|A0A667HFZ7_LYNCA
OG0010916	sp|Q8VHK1|CSKI2_MOUSE	tr|A0A667HG73|A0A667HG73_LYNCA
OG0010917	sp|Q8BGD7|NPAS4_MOUSE	tr|A0A667HHP7|A0A667HHP7_LYNCA
OG0010918	tr|G3UYQ4|G3UYQ4_MOUSE	tr|A0A667HHZ1|A0A667HHZ1_LYNCA
OG0010919	sp|Q8BVI4|DHPR_MOUSE	tr|A0A667HL33|A0A667HL33_LYNCA
OG0010920	sp|Q9D1B8|DCD2C_MOUSE	tr|A0A667HLK1|A0A667HLK1_LYNCA
OG0010921	sp|Q8C811|S35E2_MOUSE	tr|A0A667HNH2|A0A667HNH2_LYNCA
OG0010922	sp|Q9D2R8|RT33_MOUSE	tr|A0A667HPG2|A0A667HPG2_LYNCA
OG0010923	sp|Q3TIR3|RIC8A_MOUSE	tr|A0A667HQT6|A0A667HQT6_LYNCA
OG0010924	sp|Q80TB8|VAT1L_MOUSE	tr|A0A667HX70|A0A667HX70_LYNCA
OG0010925	tr|A0A087WSB9|A0A087WSB9_MOUSE	tr|A0A667HYH4|A0A667HYH4_LYNCA
OG0010926	sp|Q91WS7|DEPD7_MOUSE	tr|A0A667HZ53|A0A667HZ53_LYNCA
OG0010927	sp|Q9Z1L4|XLRS1_MOUSE	tr|A0A667HZS8|A0A667HZS8_LYNCA
OG0010928	sp|Q3UIL6|PKHA7_MOUSE	tr|A0A667I2M8|A0A667I2M8_LYNCA
OG0010929	sp|O35714|TNR18_MOUSE	tr|A0A667I2V0|A0A667I2V0_LYNCA
OG0010930	sp|Q61743|KCJ11_MOUSE	tr|A0A667I3U8|A0A667I3U8_LYNCA
OG0010931	sp|P62818|S10A3_MOUSE	tr|A0A667I6H5|A0A667I6H5_LYNCA
OG0010932	sp|B5TVM2|ILDR2_MOUSE	tr|A0A667I6H9|A0A667I6H9_LYNCA
OG0010933	sp|P34971|ADRB1_MOUSE	tr|A0A667I7E5|A0A667I7E5_LYNCA
OG0010934	sp|Q9WU38|SCNNB_MOUSE	tr|A0A667I7F9|A0A667I7F9_LYNCA
OG0010935	sp|P52793|EFNA1_MOUSE	tr|A0A667I7Q3|A0A667I7Q3_LYNCA
OG0010936	sp|P35436|NMDE1_MOUSE	tr|A0A667I867|A0A667I867_LYNCA
OG0010937	sp|Q4VGL6|RC3H1_MOUSE	tr|A0A667I984|A0A667I984_LYNCA
OG0010938	sp|Q91YV9|PGAP4_MOUSE	tr|A0A667I9K3|A0A667I9K3_LYNCA
OG0010939	sp|Q61847|MEP1B_MOUSE	tr|A0A667IA34|A0A667IA34_LYNCA
OG0010940	sp|Q3UUE9|ANKUB_MOUSE	tr|A0A667IBQ7|A0A667IBQ7_LYNCA
OG0010941	sp|Q9WU56|PUS1_MOUSE	tr|A0A667IEP3|A0A667IEP3_LYNCA
OG0010942	sp|Q3UHC7|DAB2P_MOUSE	tr|A0A667IH69|A0A667IH69_LYNCA
OG0010943	sp|Q99LI7|CSTF3_MOUSE	tr|A0A667III5|A0A667III5_LYNCA
OG0010944	sp|Q505D7|OPA3_MOUSE	tr|A0A667IXM9|A0A667IXM9_LYNCA
OG0010945	sp|A7DTG3|SRTD4_MOUSE	tr|A0A667J5G2|A0A667J5G2_LYNCA
OG0010946	sp|Q8VHT7|TF3A_MOUSE	tr|A0A667FE98|A0A667FE98_LYNCA
OG0010947	sp|Q8BJU0|SGTA_MOUSE	tr|A0A667FNB9|A0A667FNB9_LYNCA
OG0010948	sp|Q78JT3|3HAO_MOUSE	tr|A0A667FRV7|A0A667FRV7_LYNCA
OG0010949	sp|Q9D9Z1|SKAP_MOUSE	tr|A0A667FY54|A0A667FY54_LYNCA
OG0010950	tr|Q80ZM5|Q80ZM5_MOUSE	tr|A0A667FYX7|A0A667FYX7_LYNCA
OG0010951	sp|Q8CC14|F216B_MOUSE	tr|A0A667FZ73|A0A667FZ73_LYNCA
OG0010952	sp|Q61152|PTN18_MOUSE	tr|A0A667G094|A0A667G094_LYNCA
OG0010953	tr|B2RT41|B2RT41_MOUSE	tr|A0A667G3K6|A0A667G3K6_LYNCA
OG0010954	sp|Q8K339|KIN17_MOUSE	tr|A0A667G3X0|A0A667G3X0_LYNCA
OG0010955	sp|P97303|BACH2_MOUSE	tr|A0A667G3X8|A0A667G3X8_LYNCA
OG0010956	sp|Q9DD02|HIKES_MOUSE	tr|A0A667G4L2|A0A667G4L2_LYNCA
OG0010957	sp|A2AT37|RENT2_MOUSE	tr|A0A667G6Y6|A0A667G6Y6_LYNCA
OG0010958	sp|A8C756|THADA_MOUSE	tr|A0A667G7H1|A0A667G7H1_LYNCA
OG0010959	sp|Q8K0X8|FEZ1_MOUSE	tr|A0A667G9E1|A0A667G9E1_LYNCA
OG0010960	sp|Q9D517|PLCC_MOUSE	tr|A0A667G9Y1|A0A667G9Y1_LYNCA
OG0010961	sp|P56726|SMO_MOUSE	tr|A0A667GHR3|A0A667GHR3_LYNCA
OG0010962	tr|B2RVA4|B2RVA4_MOUSE	tr|A0A667GJ11|A0A667GJ11_LYNCA
OG0010963	sp|Q9D9T6|SPTA3_MOUSE	tr|A0A667GJS6|A0A667GJS6_LYNCA
OG0010964	sp|Q8BJ42|DLGP2_MOUSE	tr|A0A667GL10|A0A667GL10_LYNCA
OG0010965	sp|O70435|PSA3_MOUSE	tr|A0A667GLP1|A0A667GLP1_LYNCA
OG0010966	sp|Q69ZR2|HECD1_MOUSE	tr|A0A667GMR1|A0A667GMR1_LYNCA
OG0010967	sp|Q5PT53|NTCP7_MOUSE	tr|A0A667GQ34|A0A667GQ34_LYNCA
OG0010968	sp|Q99LW6|YAF2_MOUSE	tr|A0A667GTB3|A0A667GTB3_LYNCA
OG0010969	sp|Q3UHZ5|LMOD2_MOUSE	tr|A0A667GTK0|A0A667GTK0_LYNCA
OG0010970	sp|Q8C186|BPIFC_MOUSE	tr|A0A667GZD5|A0A667GZD5_LYNCA
OG0010971	sp|P48316|GA45A_MOUSE	tr|A0A667H0L4|A0A667H0L4_LYNCA
OG0010972	sp|Q9ER72|SYCC_MOUSE	tr|A0A667H145|A0A667H145_LYNCA
OG0010973	sp|Q9D0T1|NH2L1_MOUSE	tr|A0A667H1P6|A0A667H1P6_LYNCA
OG0010974	sp|Q8CIA5|S35B4_MOUSE	tr|A0A667H1V4|A0A667H1V4_LYNCA
OG0010975	tr|F8VQ18|F8VQ18_MOUSE	tr|A0A667H3G0|A0A667H3G0_LYNCA
OG0010976	sp|Q8BVD5|MPP7_MOUSE	tr|A0A667H3U9|A0A667H3U9_LYNCA
OG0010977	sp|Q80UF7|TCAM1_MOUSE	tr|A0A667H5F2|A0A667H5F2_LYNCA
OG0010978	sp|P49817|CAV1_MOUSE	tr|A0A667H6K1|A0A667H6K1_LYNCA
OG0010979	sp|Q8C6S9|CFA54_MOUSE	tr|A0A667H703|A0A667H703_LYNCA
OG0010980	sp|O35674|ADA19_MOUSE	tr|A0A667H7Z9|A0A667H7Z9_LYNCA
OG0010981	sp|Q9Z2A7|DGAT1_MOUSE	tr|A0A667H8N5|A0A667H8N5_LYNCA
OG0010982	sp|Q8CJ40|CROCC_MOUSE	tr|A0A667H8Z2|A0A667H8Z2_LYNCA
OG0010983	sp|Q62447|CCNC_MOUSE	tr|A0A667H9E6|A0A667H9E6_LYNCA
OG0010984	sp|P48299|EDN3_MOUSE	tr|A0A667HDF4|A0A667HDF4_LYNCA
OG0010985	sp|Q8R040|RPP21_MOUSE	tr|A0A667HFV5|A0A667HFV5_LYNCA
OG0010986	sp|Q9WVA8|NPFF_MOUSE	tr|A0A667HHD1|A0A667HHD1_LYNCA
OG0010987	sp|Q9JJC6|RIPL1_MOUSE	tr|A0A667HHN7|A0A667HHN7_LYNCA
OG0010988	tr|A0A494B9V8|A0A494B9V8_MOUSE	tr|A0A667HK97|A0A667HK97_LYNCA
OG0010989	sp|P58802|TB10A_MOUSE	tr|A0A667HKR8|A0A667HKR8_LYNCA
OG0010990	sp|P28028|BRAF_MOUSE	tr|A0A667HP61|A0A667HP61_LYNCA
OG0010991	sp|Q99KG3|RBM10_MOUSE	tr|A0A667HP83|A0A667HP83_LYNCA
OG0010992	sp|Q9DB60|PXL2B_MOUSE	tr|A0A667HT07|A0A667HT07_LYNCA
OG0010993	sp|Q9QZF2|GPC1_MOUSE	tr|A0A667HUY4|A0A667HUY4_LYNCA
OG0010994	sp|A8E0Y8|IGSF2_MOUSE	tr|A0A667HZP1|A0A667HZP1_LYNCA
OG0010995	sp|Q14AT2|TEX11_MOUSE	tr|A0A667I0Z9|A0A667I0Z9_LYNCA
OG0010996	sp|O70279|ESS2_MOUSE	tr|A0A667I2V7|A0A667I2V7_LYNCA
OG0010997	sp|Q9CQB7|LYRM1_MOUSE	tr|A0A667I598|A0A667I598_LYNCA
OG0010998	sp|Q3UY96|CFA74_MOUSE	tr|A0A667I5Y3|A0A667I5Y3_LYNCA
OG0010999	tr|Q8BLE2|Q8BLE2_MOUSE	tr|A0A667I6H1|A0A667I6H1_LYNCA
OG0011000	sp|Q9JMA1|UBP14_MOUSE	tr|A0A667I7H3|A0A667I7H3_LYNCA
OG0011001	sp|Q9Z2B3|RGR_MOUSE	tr|A0A667I9Y7|A0A667I9Y7_LYNCA
OG0011002	sp|Q9ER38|TOR3A_MOUSE	tr|A0A667IF07|A0A667IF07_LYNCA
OG0011003	sp|Q91WM2|HDHD5_MOUSE	tr|A0A667IF82|A0A667IF82_LYNCA
OG0011004	sp|Q64687|SIA8A_MOUSE	tr|A0A667IGV0|A0A667IGV0_LYNCA
OG0011005	sp|Q91W27|TIP39_MOUSE	tr|A0A667IH39|A0A667IH39_LYNCA
OG0011006	sp|Q8BQH4|UBAD2_MOUSE	tr|A0A667IHC2|A0A667IHC2_LYNCA
OG0011007	sp|Q8BGX7|SPIDR_MOUSE	tr|A0A667IIQ6|A0A667IIQ6_LYNCA
OG0011008	sp|Q3V209|TMUB2_MOUSE	tr|A0A667IK52|A0A667IK52_LYNCA
OG0011009	sp|Q9QYL0|HILS1_MOUSE	tr|A0A667IK64|A0A667IK64_LYNCA
OG0011010	sp|A0A140LHV9|SIM27_MOUSE	tr|A0A667ILN1|A0A667ILN1_LYNCA
OG0011011	sp|Q1W617|SHRM4_MOUSE	tr|A0A667IMI0|A0A667IMI0_LYNCA
OG0011012	sp|B7ZWI3|TMM92_MOUSE	tr|A0A667IP00|A0A667IP00_LYNCA
OG0011013	sp|Q2HXL6|EDEM3_MOUSE	tr|A0A667ITZ6|A0A667ITZ6_LYNCA
OG0011014	sp|Q3UHV4|TR5OS_MOUSE	tr|A0A667IVE8|A0A667IVE8_LYNCA
OG0011015	sp|Q7TSC3|NEK5_MOUSE	tr|A0A667FEL0|A0A667FEL0_LYNCA
OG0011016	sp|Q8K2D3|EDC3_MOUSE	tr|A0A667FSE6|A0A667FSE6_LYNCA
OG0011017	sp|Q61098|IL18R_MOUSE	tr|A0A667FT58|A0A667FT58_LYNCA
OG0011018	sp|Q9WVK8|CP46A_MOUSE	tr|A0A667FVT6|A0A667FVT6_LYNCA
OG0011019	sp|Q1JRP2|TM11C_MOUSE	tr|A0A667FXM2|A0A667FXM2_LYNCA
OG0011020	sp|Q6P3A9|ARL11_MOUSE	tr|A0A667FZ06|A0A667FZ06_LYNCA
OG0011021	sp|Q9Z0Z7|KLF5_MOUSE	tr|A0A667FZB6|A0A667FZB6_LYNCA
OG0011022	sp|Q9D581|EFC10_MOUSE	tr|A0A667G1V7|A0A667G1V7_LYNCA
OG0011023	sp|Q8BW70|UBP38_MOUSE	tr|A0A667G7E8|A0A667G7E8_LYNCA
OG0011024	sp|P51410|RL9_MOUSE	tr|A0A667G7Q5|A0A667G7Q5_LYNCA
OG0011025	sp|Q91XU0|WRIP1_MOUSE	tr|A0A667G864|A0A667G864_LYNCA
OG0011026	sp|Q6PAM1|TXLNA_MOUSE	tr|A0A667GAN1|A0A667GAN1_LYNCA
OG0011027	sp|Q8VBV8|GUC1B_MOUSE	tr|A0A667GBT0|A0A667GBT0_LYNCA
OG0011028	sp|Q9ET78|JPH2_MOUSE	tr|A0A667GCE1|A0A667GCE1_LYNCA
OG0011029	sp|Q9R1Z8|VINEX_MOUSE	tr|A0A667GCR2|A0A667GCR2_LYNCA
OG0011030	sp|Q4VAB4|CNPY1_MOUSE	tr|A0A667GD06|A0A667GD06_LYNCA
OG0011031	sp|Q6KCD5|NIPBL_MOUSE	tr|A0A667GEG7|A0A667GEG7_LYNCA
OG0011032	sp|Q69ZR9|TASOR_MOUSE	tr|A0A667GH78|A0A667GH78_LYNCA
OG0011033	sp|Q8C3X4|GUF1_MOUSE	tr|A0A667GHA1|A0A667GHA1_LYNCA
OG0011034	sp|Q499X9|SYMM_MOUSE	tr|A0A667GK06|A0A667GK06_LYNCA
OG0011035	sp|Q91VS7|MGST1_MOUSE	tr|A0A667GKE7|A0A667GKE7_LYNCA
OG0011036	sp|Q69ZU8|ANKR6_MOUSE	tr|A0A667GN35|A0A667GN35_LYNCA
OG0011037	sp|Q8VI64|HUMMR_MOUSE	tr|A0A667GPP9|A0A667GPP9_LYNCA
OG0011038	sp|P57759|ERP29_MOUSE	tr|A0A667GSN3|A0A667GSN3_LYNCA
OG0011039	sp|Q64429|CP1B1_MOUSE	tr|A0A667GSN6|A0A667GSN6_LYNCA
OG0011040	sp|Q9JI38|PUS3_MOUSE	tr|A0A667GW58|A0A667GW58_LYNCA
OG0011041	sp|Q3UJD6|UBP19_MOUSE	tr|A0A667GYX7|A0A667GYX7_LYNCA
OG0011042	sp|Q80WR1|TSN18_MOUSE	tr|A0A667H1L5|A0A667H1L5_LYNCA
OG0011043	sp|Q3UHE1|PITM3_MOUSE	tr|A0A667H481|A0A667H481_LYNCA
OG0011044	sp|Q8VEH0|TM144_MOUSE	tr|A0A667H4A5|A0A667H4A5_LYNCA
OG0011045	sp|P70169|DOC2B_MOUSE	tr|A0A667H4K8|A0A667H4K8_LYNCA
OG0011046	sp|Q8K371|AMOL2_MOUSE	tr|A0A667H662|A0A667H662_LYNCA
OG0011047	sp|Q9D7P9|SPB12_MOUSE	tr|A0A667H8A6|A0A667H8A6_LYNCA
OG0011048	sp|Q99N80|SYTL1_MOUSE	tr|A0A667H8I1|A0A667H8I1_LYNCA
OG0011049	sp|P48759|PTX3_MOUSE	tr|A0A667HD61|A0A667HD61_LYNCA
OG0011050	sp|Q8BGT6|MILK1_MOUSE	tr|A0A667HDK4|A0A667HDK4_LYNCA
OG0011051	sp|Q8BHI9|NIM1_MOUSE	tr|A0A667HKN8|A0A667HKN8_LYNCA
OG0011052	sp|Q8BKY8|MTEF2_MOUSE	tr|A0A667HMI0|A0A667HMI0_LYNCA
OG0011053	sp|Q9EP78|CHST7_MOUSE	tr|A0A667HN00|A0A667HN00_LYNCA
OG0011054	sp|Q8R0L1|STAP2_MOUSE	tr|A0A667HN80|A0A667HN80_LYNCA
OG0011055	sp|Q810H5|GALP_MOUSE	tr|A0A667HNN0|A0A667HNN0_LYNCA
OG0011056	sp|P59034|LRRC3_MOUSE	tr|A0A667HP93|A0A667HP93_LYNCA
OG0011057	sp|Q9JLZ6|HIC2_MOUSE	tr|A0A667HS15|A0A667HS15_LYNCA
OG0011058	sp|O08900|IKZF3_MOUSE	tr|A0A667HS64|A0A667HS64_LYNCA
OG0011059	sp|Q8VHF2|CDHR5_MOUSE	tr|A0A667HS99|A0A667HS99_LYNCA
OG0011060	sp|Q68FM6|PPR29_MOUSE	tr|A0A667HT85|A0A667HT85_LYNCA
OG0011061	sp|Q9QYY1|I36RA_MOUSE	tr|A0A667HTE7|A0A667HTE7_LYNCA
OG0011062	sp|F7BJB9|MORC3_MOUSE	tr|A0A667HVV7|A0A667HVV7_LYNCA
OG0011063	sp|Q99L04|DHRS1_MOUSE	tr|A0A667HXP3|A0A667HXP3_LYNCA
OG0011064	sp|Q8VCE4|CI040_MOUSE	tr|A0A667HXY8|A0A667HXY8_LYNCA
OG0011065	sp|P97480|EYA3_MOUSE	tr|A0A667HZE9|A0A667HZE9_LYNCA
OG0011066	sp|P70426|RIT1_MOUSE	tr|A0A667HZU0|A0A667HZU0_LYNCA
OG0011067	sp|Q9D0F6|RFC5_MOUSE	tr|A0A667I1U0|A0A667I1U0_LYNCA
OG0011068	sp|Q9CQ90|CI085_MOUSE	tr|A0A667I6V4|A0A667I6V4_LYNCA
OG0011069	sp|O35857|TIM44_MOUSE	tr|A0A667I8F7|A0A667I8F7_LYNCA
OG0011070	sp|P52734|FGD1_MOUSE	tr|A0A667I8H4|A0A667I8H4_LYNCA
OG0011071	sp|Q8VE04|MOB3B_MOUSE	tr|A0A667I8W8|A0A667I8W8_LYNCA
OG0011072	sp|O54786|DFFA_MOUSE	tr|A0A667I933|A0A667I933_LYNCA
OG0011073	sp|O70300|PSPN_MOUSE	tr|A0A667IIX5|A0A667IIX5_LYNCA
OG0011074	sp|Q3UTQ8|CDKL5_MOUSE	tr|A0A667IIY4|A0A667IIY4_LYNCA
OG0011075	sp|Q8C3M9|CB080_MOUSE	tr|A0A667INK5|A0A667INK5_LYNCA
OG0011076	sp|Q924H5|RA51C_MOUSE	tr|A0A667IP33|A0A667IP33_LYNCA
OG0011077	sp|Q8K2P1|LUR1L_MOUSE	tr|A0A667ISW9|A0A667ISW9_LYNCA
OG0011078	sp|Q8BKJ9|SIR7_MOUSE	tr|A0A667IUD8|A0A667IUD8_LYNCA
OG0011079	sp|Q01853|TERA_MOUSE	tr|A0A667IVU1|A0A667IVU1_LYNCA
OG0011080	sp|P15702|LEUK_MOUSE	tr|A0A667J189|A0A667J189_LYNCA
OG0011081	sp|Q3TLP5|ECHD2_MOUSE	tr|A0A667J3B0|A0A667J3B0_LYNCA
OG0011082	sp|Q5XJV7|SETD5_MOUSE	tr|A0A667FNB0|A0A667FNB0_LYNCA
OG0011083	sp|Q9D0R9|WDR89_MOUSE	tr|A0A667FQK5|A0A667FQK5_LYNCA
OG0011084	sp|Q9DAG9|PHF7_MOUSE	tr|A0A667FR32|A0A667FR32_LYNCA
OG0011085	sp|P70396|DLX5_MOUSE	tr|A0A667FZ48|A0A667FZ48_LYNCA
OG0011086	sp|Q3UGF1|WDR19_MOUSE	tr|A0A667G2I0|A0A667G2I0_LYNCA
OG0011087	sp|Q9CTN8|LHPL3_MOUSE	tr|A0A667G2N3|A0A667G2N3_LYNCA
OG0011088	sp|Q6PGF3|MED16_MOUSE	tr|A0A667G2S5|A0A667G2S5_LYNCA
OG0011089	sp|Q6PCN3|TTBK1_MOUSE	tr|A0A667G4T4|A0A667G4T4_LYNCA
OG0011090	sp|D3Z0R2|PPR36_MOUSE	tr|A0A667G6C0|A0A667G6C0_LYNCA
OG0011091	sp|Q9D1H6|NDUF4_MOUSE	tr|A0A667GA76|A0A667GA76_LYNCA
OG0011092	sp|Q3UB74|TBRG1_MOUSE	tr|A0A667GCU3|A0A667GCU3_LYNCA
OG0011093	sp|O08601|MTP_MOUSE	tr|A0A667GEM1|A0A667GEM1_LYNCA
OG0011094	sp|Q9D6R2|IDH3A_MOUSE	tr|A0A667GEM3|A0A667GEM3_LYNCA
OG0011095	sp|Q8BVF7|APH1A_MOUSE	tr|A0A667GFS6|A0A667GFS6_LYNCA
OG0011096	sp|Q91ZQ5|RPE65_MOUSE	tr|A0A667GGC7|A0A667GGC7_LYNCA
OG0011097	sp|Q8R3S2|TSN33_MOUSE	tr|A0A667GHN8|A0A667GHN8_LYNCA
OG0011098	sp|Q6PB70|ANO8_MOUSE	tr|A0A667GHU0|A0A667GHU0_LYNCA
OG0011099	sp|P40764|DLX2_MOUSE	tr|A0A667GJ50|A0A667GJ50_LYNCA
OG0011100	sp|P53996|CNBP_MOUSE	tr|A0A667GK48|A0A667GK48_LYNCA
OG0011101	sp|Q8BHC7|RHBL4_MOUSE	tr|A0A667GKC8|A0A667GKC8_LYNCA
OG0011102	sp|Q8BW22|CREST_MOUSE	tr|A0A667GMV6|A0A667GMV6_LYNCA
OG0011103	sp|Q8R0S4|CACB4_MOUSE	tr|A0A667GP56|A0A667GP56_LYNCA
OG0011104	sp|Q99J62|RFC4_MOUSE	tr|A0A667GQ56|A0A667GQ56_LYNCA
OG0011105	sp|D3Z5L9|CCN6_MOUSE	tr|A0A667GRI0|A0A667GRI0_LYNCA
OG0011106	sp|Q7TT36|AGRA3_MOUSE	tr|A0A667GS13|A0A667GS13_LYNCA
OG0011107	sp|Q9DA04|TMM89_MOUSE	tr|A0A667GTG4|A0A667GTG4_LYNCA
OG0011108	sp|Q9WU79|PROD_MOUSE	tr|A0A667GVU2|A0A667GVU2_LYNCA
OG0011109	sp|P49222|EPB42_MOUSE	tr|A0A667GWA1|A0A667GWA1_LYNCA
OG0011110	sp|P01580|IFNG_MOUSE	tr|A0A667GWC0|A0A667GWC0_LYNCA
OG0011111	sp|Q60865|CAPR1_MOUSE	tr|A0A667GX45|A0A667GX45_LYNCA
OG0011112	sp|Q9JJH7|TRPM5_MOUSE	tr|A0A667GZE4|A0A667GZE4_LYNCA
OG0011113	sp|P58660|CAR10_MOUSE	tr|A0A667H1W1|A0A667H1W1_LYNCA
OG0011114	sp|P13595|NCAM1_MOUSE	tr|A0A667H2E8|A0A667H2E8_LYNCA
OG0011115	sp|O08609|MLX_MOUSE	tr|A0A667H5Q9|A0A667H5Q9_LYNCA
OG0011116	sp|Q8VBX0|ASB13_MOUSE	tr|A0A667H9I5|A0A667H9I5_LYNCA
OG0011117	sp|P84091|AP2M1_MOUSE	tr|A0A667HCZ9|A0A667HCZ9_LYNCA
OG0011118	sp|P0DN83|DWORF_MOUSE	tr|A0A667HDB4|A0A667HDB4_LYNCA
OG0011119	tr|J3QNE4|J3QNE4_MOUSE	tr|A0A667HDF1|A0A667HDF1_LYNCA
OG0011120	sp|Q9D5E4|DRC3_MOUSE	tr|A0A667HDJ4|A0A667HDJ4_LYNCA
OG0011121	sp|Q5FWC3|M4A13_MOUSE	tr|A0A667HDY6|A0A667HDY6_LYNCA
OG0011122	sp|G3X912|SPRTN_MOUSE	tr|A0A667HE86|A0A667HE86_LYNCA
OG0011123	sp|Q69ZB0|LRCC1_MOUSE	tr|A0A667HES6|A0A667HES6_LYNCA
OG0011124	sp|Q9R1S8|CAN7_MOUSE	tr|A0A667HGT7|A0A667HGT7_LYNCA
OG0011125	sp|O35682|MYADM_MOUSE	tr|A0A667HGZ2|A0A667HGZ2_LYNCA
OG0011126	sp|Q8BND3|WDR35_MOUSE	tr|A0A667HM12|A0A667HM12_LYNCA
OG0011127	tr|E9Q7C4|E9Q7C4_MOUSE	tr|A0A667HPK8|A0A667HPK8_LYNCA
OG0011128	sp|Q6PKN7|INCA1_MOUSE	tr|A0A667HPL6|A0A667HPL6_LYNCA
OG0011129	sp|A6H5Y3|METH_MOUSE	tr|A0A667HR42|A0A667HR42_LYNCA
OG0011130	sp|P26450|P85A_MOUSE	tr|A0A667HUI1|A0A667HUI1_LYNCA
OG0011131	sp|Q9D417|FBX24_MOUSE	tr|A0A667HV68|A0A667HV68_LYNCA
OG0011132	sp|Q68EF8|RPGFL_MOUSE	tr|A0A667HWT3|A0A667HWT3_LYNCA
OG0011133	sp|O88551|CLD1_MOUSE	tr|A0A667HZ98|A0A667HZ98_LYNCA
OG0011134	sp|Q7TSV9|ENKD1_MOUSE	tr|A0A667HZX1|A0A667HZX1_LYNCA
OG0011135	sp|Q99KW9|TIP_MOUSE	tr|A0A667I083|A0A667I083_LYNCA
OG0011136	sp|Q9D6G5|TM138_MOUSE	tr|A0A667I2B6|A0A667I2B6_LYNCA
OG0011137	sp|Q9Z2A0|PDPK1_MOUSE	tr|A0A667I2B8|A0A667I2B8_LYNCA
OG0011138	sp|P00520|ABL1_MOUSE	tr|A0A667I3L3|A0A667I3L3_LYNCA
