Orthogroup	Mus_musculus	Marmota_monax
OG0000024	tr|A2A4U6|A2A4U6_MOUSE	tr|A0A5E4BB59|A0A5E4BB59_MARMO
OG0000024	tr|E9Q732|E9Q732_MOUSE	tr|A0A5E4BZC5|A0A5E4BZC5_MARMO, tr|A0A5E4C915|A0A5E4C915_MARMO, tr|A0A5E4BND8|A0A5E4BND8_MARMO, tr|A0A5E4BX88|A0A5E4BX88_MARMO, tr|A0A5E4ADX7|A0A5E4ADX7_MARMO
OG0000024	sp|Q80W31|ZN569_MOUSE	tr|A0A5E4D7V2|A0A5E4D7V2_MARMO, tr|A0A5E4AG53|A0A5E4AG53_MARMO, tr|A0A5E4AEG4|A0A5E4AEG4_MARMO, tr|A0A5E4AG86|A0A5E4AG86_MARMO
OG0000024	tr|Q8BIS1|Q8BIS1_MOUSE	tr|A0A5E4C5J0|A0A5E4C5J0_MARMO, tr|A0A5E4D5T9|A0A5E4D5T9_MARMO, tr|A0A5E4CY72|A0A5E4CY72_MARMO, tr|A0A5E4CRN3|A0A5E4CRN3_MARMO, tr|A0A5E4CRP3|A0A5E4CRP3_MARMO, tr|A0A5E4CT91|A0A5E4CT91_MARMO, tr|A0A5E4B530|A0A5E4B530_MARMO
OG0000025	tr|I7HIK1|I7HIK1_MOUSE, tr|Q8R258|Q8R258_MOUSE, tr|Q8R259|Q8R259_MOUSE, tr|Q5SSA0|Q5SSA0_MOUSE, tr|Q5SVD6|Q5SVD6_MOUSE, tr|J3JS27|J3JS27_MOUSE, tr|Q8R263|Q8R263_MOUSE, tr|Q8K4C9|Q8K4C9_MOUSE, tr|Q8R264|Q8R264_MOUSE, tr|Q8R261|Q8R261_MOUSE, tr|Q8R262|Q8R262_MOUSE, tr|Q8R266|Q8R266_MOUSE, tr|Q8R265|Q8R265_MOUSE, tr|Q5SVD5|Q5SVD5_MOUSE, tr|Q8R269|Q8R269_MOUSE, tr|Q8K3N2|Q8K3N2_MOUSE, tr|Q8R278|Q8R278_MOUSE, tr|Q8R279|Q8R279_MOUSE, tr|Q8R280|Q8R280_MOUSE, tr|A0A494B935|A0A494B935_MOUSE, tr|Q8K3N3|Q8K3N3_MOUSE, tr|Q5NC97|Q5NC97_MOUSE, tr|Q8R277|Q8R277_MOUSE, tr|A0A494BA14|A0A494BA14_MOUSE, tr|Q8R281|Q8R281_MOUSE, tr|Q8R273|Q8R273_MOUSE, tr|Q8R274|Q8R274_MOUSE, tr|Q8R275|Q8R275_MOUSE, tr|Q8R276|Q8R276_MOUSE, tr|Q8R268|Q8R268_MOUSE, tr|Q8K4D0|Q8K4D0_MOUSE, tr|Q8R271|Q8R271_MOUSE, tr|Q8R270|Q8R270_MOUSE, tr|Q8R272|Q8R272_MOUSE	tr|A0A5E4BUR8|A0A5E4BUR8_MARMO
OG0000026	tr|O19441|O19441_MOUSE, tr|Q4KN81|Q4KN81_MOUSE, sp|P14429|HA17_MOUSE, sp|P14430|HA18_MOUSE, tr|P79568|P79568_MOUSE, tr|Q8HWB2|Q8HWB2_MOUSE, tr|V9GXR0|V9GXR0_MOUSE, sp|P14431|HA19_MOUSE, tr|G3UXE9|G3UXE9_MOUSE, sp|P01898|HA10_MOUSE, sp|P14427|HA14_MOUSE, sp|P01901|HA1B_MOUSE, sp|P01897|HA1L_MOUSE, sp|P01896|HA1Z_MOUSE, tr|Q31093|Q31093_MOUSE, tr|Q31615|Q31615_MOUSE, tr|F6T1I5|F6T1I5_MOUSE, tr|A7VMS2|A7VMS2_MOUSE, tr|Q0WXH6|Q0WXH6_MOUSE, sp|P06339|HA15_MOUSE, sp|P14432|HA1T_MOUSE, tr|Q6W9L1|Q6W9L1_MOUSE, tr|A7VMS3|A7VMS3_MOUSE, tr|O19442|O19442_MOUSE, tr|F7CXU4|F7CXU4_MOUSE, tr|F6U8V3|F6U8V3_MOUSE, tr|Q85ZW9|Q85ZW9_MOUSE, tr|Q85ZW8|Q85ZW8_MOUSE, tr|Q85ZW5|Q85ZW5_MOUSE, tr|O19443|O19443_MOUSE, tr|Q85ZW7|Q85ZW7_MOUSE, tr|Q85ZW6|Q85ZW6_MOUSE	tr|A0A5E4CV34|A0A5E4CV34_MARMO, tr|A0A5E4D091|A0A5E4D091_MARMO
OG0000027	tr|A0A075B5R1|A0A075B5R1_MOUSE, tr|A0A075B5Q9|A0A075B5Q9_MOUSE	tr|A0A5E4DDQ4|A0A5E4DDQ4_MARMO, tr|A0A5E4CZW5|A0A5E4CZW5_MARMO, tr|A0A5E4DBZ4|A0A5E4DBZ4_MARMO, tr|A0A5E4CJJ6|A0A5E4CJJ6_MARMO, tr|A0A5E4CXN7|A0A5E4CXN7_MARMO, tr|A0A5E4D9A2|A0A5E4D9A2_MARMO, tr|A0A5E4CHB1|A0A5E4CHB1_MARMO, tr|A0A5E4DCI2|A0A5E4DCI2_MARMO, tr|A0A5E4CXR3|A0A5E4CXR3_MARMO, tr|A0A5E4D9B8|A0A5E4D9B8_MARMO, tr|A0A5E4CZX3|A0A5E4CZX3_MARMO, tr|A0A5E4D021|A0A5E4D021_MARMO, tr|A0A5E4D007|A0A5E4D007_MARMO, tr|A0A5E4CJZ0|A0A5E4CJZ0_MARMO, tr|A0A5E4DAE8|A0A5E4DAE8_MARMO, tr|A0A5E4D7Y0|A0A5E4D7Y0_MARMO, tr|A0A5E4CWE2|A0A5E4CWE2_MARMO, tr|A0A5E4CIR3|A0A5E4CIR3_MARMO, tr|A0A5E4D9R0|A0A5E4D9R0_MARMO, tr|A0A5E4D9H0|A0A5E4D9H0_MARMO, tr|A0A5E4CXL4|A0A5E4CXL4_MARMO, tr|A0A5E4D866|A0A5E4D866_MARMO, tr|A0A5E4CWJ2|A0A5E4CWJ2_MARMO, tr|A0A5E4DCW6|A0A5E4DCW6_MARMO, tr|A0A5E4CZV5|A0A5E4CZV5_MARMO, tr|A0A5E4CXK2|A0A5E4CXK2_MARMO, tr|A0A5E4D7A3|A0A5E4D7A3_MARMO, tr|A0A5E4CXJ3|A0A5E4CXJ3_MARMO, tr|A0A5E4D724|A0A5E4D724_MARMO, tr|A0A5E4D507|A0A5E4D507_MARMO, tr|A0A5E4CHA7|A0A5E4CHA7_MARMO
OG0000028	tr|Q8VFX5|Q8VFX5_MOUSE	tr|A0A5E4D1A8|A0A5E4D1A8_MARMO, tr|A0A5E4D0F1|A0A5E4D0F1_MARMO, tr|A0A5E4C161|A0A5E4C161_MARMO, tr|A0A5E4C069|A0A5E4C069_MARMO, tr|A0A5E4C092|A0A5E4C092_MARMO, tr|A0A5E4BYE5|A0A5E4BYE5_MARMO, tr|A0A5E4BYS7|A0A5E4BYS7_MARMO, tr|A0A5E4D6Q2|A0A5E4D6Q2_MARMO, tr|A0A5E4D6I6|A0A5E4D6I6_MARMO, tr|A0A5E4D9M4|A0A5E4D9M4_MARMO, tr|A0A5E4D6H7|A0A5E4D6H7_MARMO, tr|A0A5E4D749|A0A5E4D749_MARMO, tr|A0A5E4D807|A0A5E4D807_MARMO, tr|A0A5E4DAQ2|A0A5E4DAQ2_MARMO, tr|A0A5E4D767|A0A5E4D767_MARMO, tr|A0A5E4D0F9|A0A5E4D0F9_MARMO, tr|A0A5E4D5A3|A0A5E4D5A3_MARMO, tr|A0A5E4D4W6|A0A5E4D4W6_MARMO, tr|A0A5E4D5B1|A0A5E4D5B1_MARMO, tr|A0A5E4DBY5|A0A5E4DBY5_MARMO, tr|A0A5E4D985|A0A5E4D985_MARMO, tr|A0A5E4DAS5|A0A5E4DAS5_MARMO, tr|A0A5E4D4L3|A0A5E4D4L3_MARMO, tr|A0A5E4D861|A0A5E4D861_MARMO, tr|A0A5E4DBN9|A0A5E4DBN9_MARMO, tr|A0A5E4D838|A0A5E4D838_MARMO, tr|A0A5E4D7H3|A0A5E4D7H3_MARMO, tr|A0A5E4D7M8|A0A5E4D7M8_MARMO, tr|A0A5E4D7R1|A0A5E4D7R1_MARMO, tr|A0A5E4D8D5|A0A5E4D8D5_MARMO, tr|A0A5E4D647|A0A5E4D647_MARMO, tr|A0A5E4D8P3|A0A5E4D8P3_MARMO
OG0000029	tr|Q8VFH9|Q8VFH9_MOUSE, tr|Q8VFU2|Q8VFU2_MOUSE, tr|Q8VFU1|Q8VFU1_MOUSE, tr|Q8VFI4|Q8VFI4_MOUSE, tr|Q8VFI2|Q8VFI2_MOUSE, tr|Q8VEU1|Q8VEU1_MOUSE, tr|Q8VFZ9|Q8VFZ9_MOUSE, tr|Q8VG46|Q8VG46_MOUSE, tr|Q8VG64|Q8VG64_MOUSE, tr|Q8VFI1|Q8VFI1_MOUSE, tr|Q7TRH7|Q7TRH7_MOUSE, tr|Q7TRI2|Q7TRI2_MOUSE, tr|Q8VFU0|Q8VFU0_MOUSE, tr|Q7TRH4|Q7TRH4_MOUSE, tr|Q8VG45|Q8VG45_MOUSE, tr|Q8VGI9|Q8VGI9_MOUSE, tr|Q8VGJ3|Q8VGJ3_MOUSE, tr|A0A0N4SVC3|A0A0N4SVC3_MOUSE, tr|Q7TRI3|Q7TRI3_MOUSE, tr|Q7TRI4|Q7TRI4_MOUSE, tr|Q7TRI5|Q7TRI5_MOUSE, tr|Q7TRI1|Q7TRI1_MOUSE, tr|Q8VFI3|Q8VFI3_MOUSE, tr|Q8VFI0|Q8VFI0_MOUSE, tr|A0A1L1SV77|A0A1L1SV77_MOUSE, tr|Q8VFH8|Q8VFH8_MOUSE, tr|Q8VGJ2|Q8VGJ2_MOUSE, tr|Q8VEX8|Q8VEX8_MOUSE, tr|Q7TRH5|Q7TRH5_MOUSE, tr|Q8VGI8|Q8VGI8_MOUSE, tr|Q7TRH9|Q7TRH9_MOUSE, tr|Q7TRH8|Q7TRH8_MOUSE	tr|A0A5E4C404|A0A5E4C404_MARMO
OG0000032	sp|E9Q555|RN213_MOUSE	tr|A0A5E4D439|A0A5E4D439_MARMO, tr|A0A5E4CZH9|A0A5E4CZH9_MARMO, tr|A0A5E4BZY2|A0A5E4BZY2_MARMO, tr|A0A5E4CIE2|A0A5E4CIE2_MARMO, tr|A0A5E4CM77|A0A5E4CM77_MARMO, tr|A0A5E4D8F8|A0A5E4D8F8_MARMO, tr|A0A5E4CLX6|A0A5E4CLX6_MARMO, tr|A0A5E4CYD8|A0A5E4CYD8_MARMO, tr|A0A5E4BCJ8|A0A5E4BCJ8_MARMO, tr|A0A5E4AKM2|A0A5E4AKM2_MARMO, tr|A0A5E4D4F4|A0A5E4D4F4_MARMO, tr|A0A5E4BY28|A0A5E4BY28_MARMO, tr|A0A5E4CJE9|A0A5E4CJE9_MARMO, tr|A0A5E4BX21|A0A5E4BX21_MARMO, tr|A0A5E4BXG6|A0A5E4BXG6_MARMO, tr|A0A5E4D465|A0A5E4D465_MARMO, tr|A0A5E4BX41|A0A5E4BX41_MARMO, tr|A0A5E4BRD9|A0A5E4BRD9_MARMO, tr|A0A5E4CPL6|A0A5E4CPL6_MARMO, tr|A0A5E4BYU4|A0A5E4BYU4_MARMO, tr|A0A5E4DBH5|A0A5E4DBH5_MARMO, tr|A0A5E4CJ83|A0A5E4CJ83_MARMO, tr|A0A5E4CY92|A0A5E4CY92_MARMO, tr|A0A5E4D0U8|A0A5E4D0U8_MARMO, tr|A0A5E4BCF1|A0A5E4BCF1_MARMO, tr|A0A5E4AFP7|A0A5E4AFP7_MARMO, tr|A0A5E4CM46|A0A5E4CM46_MARMO, tr|A0A5E4D5R3|A0A5E4D5R3_MARMO, tr|A0A5E4BX07|A0A5E4BX07_MARMO
OG0000036	sp|Q7TRF3|OL867_MOUSE	tr|A0A5E4CZZ7|A0A5E4CZZ7_MARMO
OG0000036	tr|E9PVX1|E9PVX1_MOUSE	tr|A0A5E4CXU4|A0A5E4CXU4_MARMO, tr|A0A5E4D004|A0A5E4D004_MARMO, tr|A0A5E4CXS8|A0A5E4CXS8_MARMO, tr|A0A5E4D012|A0A5E4D012_MARMO, tr|A0A5E4CXR8|A0A5E4CXR8_MARMO, tr|A0A5E4CXQ6|A0A5E4CXQ6_MARMO, tr|A0A5E4AXJ1|A0A5E4AXJ1_MARMO, tr|A0A5E4CXL9|A0A5E4CXL9_MARMO, tr|A0A5E4AXS1|A0A5E4AXS1_MARMO, tr|A0A5E4D5R9|A0A5E4D5R9_MARMO, tr|A0A5E4AXH5|A0A5E4AXH5_MARMO, tr|A0A5E4AYA9|A0A5E4AYA9_MARMO, tr|A0A5E4AVQ7|A0A5E4AVQ7_MARMO, tr|A0A5E4D213|A0A5E4D213_MARMO, tr|A0A5E4D9F0|A0A5E4D9F0_MARMO, tr|A0A5E4CNG3|A0A5E4CNG3_MARMO, tr|A0A5E4D5D5|A0A5E4D5D5_MARMO, tr|A0A5E4D038|A0A5E4D038_MARMO, tr|A0A5E4D5T5|A0A5E4D5T5_MARMO, tr|A0A5E4AWM3|A0A5E4AWM3_MARMO, tr|A0A5E4AXH0|A0A5E4AXH0_MARMO, tr|A0A5E4AVY9|A0A5E4AVY9_MARMO, tr|A0A5E4D516|A0A5E4D516_MARMO
OG0000037	tr|Q8VF41|Q8VF41_MOUSE	tr|A0A5E4CJ73|A0A5E4CJ73_MARMO, tr|A0A5E4CGZ4|A0A5E4CGZ4_MARMO, tr|A0A5E4CIB6|A0A5E4CIB6_MARMO, tr|A0A5E4D5Z2|A0A5E4D5Z2_MARMO, tr|A0A5E4D5A7|A0A5E4D5A7_MARMO, tr|A0A5E4D5I6|A0A5E4D5I6_MARMO, tr|A0A5E4CGW8|A0A5E4CGW8_MARMO, tr|A0A5E4CJL7|A0A5E4CJL7_MARMO, tr|A0A5E4CJC8|A0A5E4CJC8_MARMO, tr|A0A5E4D9M6|A0A5E4D9M6_MARMO, tr|A0A5E4D9K6|A0A5E4D9K6_MARMO, tr|A0A5E4D8C1|A0A5E4D8C1_MARMO, tr|A0A5E4B6I5|A0A5E4B6I5_MARMO, tr|A0A5E4D8B5|A0A5E4D8B5_MARMO, tr|A0A5E4CGY1|A0A5E4CGY1_MARMO, tr|A0A5E4CJ61|A0A5E4CJ61_MARMO, tr|A0A5E4D8Y0|A0A5E4D8Y0_MARMO, tr|A0A5E4CY46|A0A5E4CY46_MARMO, tr|A0A5E4CY14|A0A5E4CY14_MARMO, tr|A0A5E4D0K6|A0A5E4D0K6_MARMO, tr|A0A5E4CY53|A0A5E4CY53_MARMO, tr|A0A5E4CY59|A0A5E4CY59_MARMO, tr|A0A5E4D806|A0A5E4D806_MARMO, tr|A0A5E4D6G5|A0A5E4D6G5_MARMO, tr|A0A5E4CXZ8|A0A5E4CXZ8_MARMO
OG0000041	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A5E4CN70|A0A5E4CN70_MARMO, tr|A0A5E4CKJ7|A0A5E4CKJ7_MARMO
OG0000041	tr|Q99PA7|Q99PA7_MOUSE	tr|A0A5E4D2Q0|A0A5E4D2Q0_MARMO
OG0000041	tr|Q9D4D2|Q9D4D2_MOUSE	tr|A0A5E4D563|A0A5E4D563_MARMO, tr|A0A5E4D3N0|A0A5E4D3N0_MARMO, tr|A0A5E4DBP3|A0A5E4DBP3_MARMO, tr|A0A5E4DJR0|A0A5E4DJR0_MARMO, tr|A0A5E4CB54|A0A5E4CB54_MARMO, tr|A0A5E4D9F1|A0A5E4D9F1_MARMO, tr|A0A5E4CLE2|A0A5E4CLE2_MARMO
OG0000041	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A5E4CV71|A0A5E4CV71_MARMO
OG0000041	sp|A2A9R3|MAGB4_MOUSE	tr|A0A5E4CZB7|A0A5E4CZB7_MARMO, tr|A0A5E4D2Q1|A0A5E4D2Q1_MARMO, tr|A0A5E4ALB3|A0A5E4ALB3_MARMO, tr|A0A5E4D2V8|A0A5E4D2V8_MARMO
OG0000041	tr|G3UW88|G3UW88_MOUSE	tr|A0A5E4D327|A0A5E4D327_MARMO, tr|A0A5E4D5A8|A0A5E4D5A8_MARMO
OG0000042	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A5E4A9E0|A0A5E4A9E0_MARMO
OG0000042	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A5E4AB58|A0A5E4AB58_MARMO, tr|A0A5E4A6L4|A0A5E4A6L4_MARMO, tr|A0A5E4DDH6|A0A5E4DDH6_MARMO, tr|A0A5E4A999|A0A5E4A999_MARMO, tr|A0A5E4D3I9|A0A5E4D3I9_MARMO, tr|A0A5E4A9Y3|A0A5E4A9Y3_MARMO, tr|A0A5E4AAD1|A0A5E4AAD1_MARMO, tr|A0A5E4D716|A0A5E4D716_MARMO, tr|A0A5E4CVA9|A0A5E4CVA9_MARMO, tr|A0A5E4AVQ0|A0A5E4AVQ0_MARMO, tr|A0A5E4BT07|A0A5E4BT07_MARMO, tr|A0A5E4A9B1|A0A5E4A9B1_MARMO, tr|A0A5E4AA00|A0A5E4AA00_MARMO, tr|A0A5E4AFL3|A0A5E4AFL3_MARMO, tr|A0A5E4DD07|A0A5E4DD07_MARMO, tr|A0A5E4AAB9|A0A5E4AAB9_MARMO, tr|A0A5E4DBW9|A0A5E4DBW9_MARMO, tr|A0A5E4A9N8|A0A5E4A9N8_MARMO, tr|A0A5E4AB28|A0A5E4AB28_MARMO, tr|A0A5E4A7N4|A0A5E4A7N4_MARMO, tr|A0A5E4A9N0|A0A5E4A9N0_MARMO, tr|A0A5E4BGC8|A0A5E4BGC8_MARMO
OG0000045	sp|Q8VFB9|OL183_MOUSE	tr|A0A5E4CHB6|A0A5E4CHB6_MARMO
OG0000045	tr|Q7TS43|Q7TS43_MOUSE, tr|L7N1Z8|L7N1Z8_MOUSE, tr|E9PYP4|E9PYP4_MOUSE, sp|Q8VEX6|OL187_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, sp|Q8VEX5|OL186_MOUSE, tr|L7N205|L7N205_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE	tr|A0A5E4CJR8|A0A5E4CJR8_MARMO, tr|A0A5E4CHF5|A0A5E4CHF5_MARMO, tr|A0A5E4CJY6|A0A5E4CJY6_MARMO, tr|A0A5E4CK57|A0A5E4CK57_MARMO, tr|A0A5E4CIX3|A0A5E4CIX3_MARMO, tr|A0A5E4CWT4|A0A5E4CWT4_MARMO
OG0000049	tr|D3Z7A9|D3Z7A9_MOUSE	tr|A0A5E4DA76|A0A5E4DA76_MARMO, tr|A0A5E4D9S6|A0A5E4D9S6_MARMO, tr|A0A5E4DA77|A0A5E4DA77_MARMO, tr|A0A5E4DC97|A0A5E4DC97_MARMO, tr|A0A5E4D9A7|A0A5E4D9A7_MARMO, tr|A0A5E4D5D0|A0A5E4D5D0_MARMO, tr|A0A5E4CB12|A0A5E4CB12_MARMO, tr|A0A5E4DCQ9|A0A5E4DCQ9_MARMO, tr|A0A5E4CEG8|A0A5E4CEG8_MARMO
OG0000049	sp|Q8BG84|LAIR1_MOUSE	tr|A0A5E4BKS5|A0A5E4BKS5_MARMO, tr|A0A5E4BJX2|A0A5E4BJX2_MARMO, tr|A0A5E4D2I0|A0A5E4D2I0_MARMO, tr|A0A5E4D9V7|A0A5E4D9V7_MARMO, tr|A0A5E4CBP8|A0A5E4CBP8_MARMO, tr|A0A5E4BK81|A0A5E4BK81_MARMO, tr|A0A5E4D3Y2|A0A5E4D3Y2_MARMO, tr|A0A5E4DAR7|A0A5E4DAR7_MARMO, tr|A0A5E4DDE4|A0A5E4DDE4_MARMO, tr|A0A5E4D624|A0A5E4D624_MARMO, tr|A0A5E4D9U4|A0A5E4D9U4_MARMO, tr|A0A5E4D2T6|A0A5E4D2T6_MARMO
OG0000050	tr|L7N1Y0|L7N1Y0_MOUSE	tr|A0A5E4B747|A0A5E4B747_MARMO
OG0000050	sp|P0C6F1|DYH2_MOUSE	tr|A0A5E4BB19|A0A5E4BB19_MARMO
OG0000050	tr|D3YYQ8|D3YYQ8_MOUSE	tr|A0A5E4CQ89|A0A5E4CQ89_MARMO, tr|A0A5E4AJ27|A0A5E4AJ27_MARMO, tr|A0A5E4AKC6|A0A5E4AKC6_MARMO, tr|A0A5E4AIJ8|A0A5E4AIJ8_MARMO, tr|A0A5E4AIK5|A0A5E4AIK5_MARMO, tr|A0A5E4AKI5|A0A5E4AKI5_MARMO
OG0000050	tr|A0A571BGC3|A0A571BGC3_MOUSE, tr|E9Q0B6|E9Q0B6_MOUSE	tr|A0A5E4AW94|A0A5E4AW94_MARMO
OG0000050	sp|E9Q8T7|DYH1_MOUSE	tr|A0A5E4BVG6|A0A5E4BVG6_MARMO
OG0000050	sp|Q3V0Q1|DYH12_MOUSE	tr|A0A5E4D7E1|A0A5E4D7E1_MARMO, tr|A0A5E4B4U5|A0A5E4B4U5_MARMO
OG0000050	sp|Q8BW94|DYH3_MOUSE	tr|A0A5E4A5T2|A0A5E4A5T2_MARMO
OG0000052	tr|Q8VCI1|Q8VCI1_MOUSE	tr|A0A5E4AEH6|A0A5E4AEH6_MARMO
OG0000052	tr|A0A087WRR7|A0A087WRR7_MOUSE	tr|A0A5E4AFP3|A0A5E4AFP3_MARMO, tr|A0A5E4AG01|A0A5E4AG01_MARMO, tr|A0A5E4AG62|A0A5E4AG62_MARMO, tr|A0A5E4AC43|A0A5E4AC43_MARMO, tr|A0A5E4AG13|A0A5E4AG13_MARMO, tr|A0A5E4AFJ1|A0A5E4AFJ1_MARMO, tr|A0A5E4AI69|A0A5E4AI69_MARMO, tr|A0A5E4AGJ3|A0A5E4AGJ3_MARMO, tr|A0A5E4CTP9|A0A5E4CTP9_MARMO, tr|A0A5E4CXB1|A0A5E4CXB1_MARMO, tr|A0A5E4D1X6|A0A5E4D1X6_MARMO, tr|A0A5E4BXY5|A0A5E4BXY5_MARMO, tr|A0A5E4BYR6|A0A5E4BYR6_MARMO, tr|A0A5E4DD75|A0A5E4DD75_MARMO, tr|A0A5E4D215|A0A5E4D215_MARMO, tr|A0A5E4AEP5|A0A5E4AEP5_MARMO, tr|A0A5E4D3B2|A0A5E4D3B2_MARMO, tr|A0A5E4AER4|A0A5E4AER4_MARMO, tr|A0A5E4AGP5|A0A5E4AGP5_MARMO, tr|A0A5E4D9Y2|A0A5E4D9Y2_MARMO
OG0000053	sp|O08800|SPB8_MOUSE	tr|A0A5E4BR61|A0A5E4BR61_MARMO, tr|A0A5E4AK50|A0A5E4AK50_MARMO, tr|A0A5E4BEY5|A0A5E4BEY5_MARMO, tr|A0A5E4AIV3|A0A5E4AIV3_MARMO, tr|A0A5E4BH37|A0A5E4BH37_MARMO, tr|A0A5E4AIM0|A0A5E4AIM0_MARMO, tr|A0A5E4D9V4|A0A5E4D9V4_MARMO, tr|A0A5E4BG85|A0A5E4BG85_MARMO, tr|A0A5E4AIC4|A0A5E4AIC4_MARMO, tr|A0A5E4BDZ9|A0A5E4BDZ9_MARMO, tr|A0A5E4BG76|A0A5E4BG76_MARMO, tr|A0A5E4D5Z0|A0A5E4D5Z0_MARMO, tr|A0A5E4DC05|A0A5E4DC05_MARMO, tr|A0A5E4AD47|A0A5E4AD47_MARMO, tr|A0A5E4BE36|A0A5E4BE36_MARMO, tr|A0A5E4D6K6|A0A5E4D6K6_MARMO, tr|A0A5E4D7H0|A0A5E4D7H0_MARMO, tr|A0A5E4BFW4|A0A5E4BFW4_MARMO, tr|A0A5E4AIC2|A0A5E4AIC2_MARMO, tr|A0A5E4BED4|A0A5E4BED4_MARMO, tr|A0A5E4D6N1|A0A5E4D6N1_MARMO, tr|A0A5E4DBA1|A0A5E4DBA1_MARMO
OG0000057	tr|A2BHR2|A2BHR2_MOUSE, sp|A2AJB7|LCN5_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P11590|MUP4_MOUSE, sp|P11591|MUP5_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|P04939|MUP3_MOUSE, sp|Q5FW60|MUP20_MOUSE, sp|P04938|MUP11_MOUSE, sp|A2BIM8|MUP18_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|P02762|MUP6_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, sp|B5X0G2|MUP17_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|L7N222|L7N222_MOUSE, sp|P11588|MUP1_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P11589|MUP2_MOUSE, tr|A2BIN1|A2BIN1_MOUSE	tr|A0A5E4CRM4|A0A5E4CRM4_MARMO
OG0000060	tr|Q7TRY6|Q7TRY6_MOUSE	tr|A0A5E4BJT5|A0A5E4BJT5_MARMO
OG0000060	sp|Q60879|OLF3_MOUSE	tr|A0A5E4BHX9|A0A5E4BHX9_MARMO
OG0000060	tr|Q8VFP8|Q8VFP8_MOUSE	tr|A0A5E4BIY4|A0A5E4BIY4_MARMO, tr|A0A5E4BID5|A0A5E4BID5_MARMO
OG0000064	sp|P57780|ACTN4_MOUSE	tr|A0A5E4AIA3|A0A5E4AIA3_MARMO
OG0000064	sp|O88990|ACTN3_MOUSE	tr|A0A5E4A1I1|A0A5E4A1I1_MARMO
OG0000064	sp|Q9JI91|ACTN2_MOUSE	tr|A0A5E4B4B3|A0A5E4B4B3_MARMO
OG0000064	sp|Q7TPR4|ACTN1_MOUSE	tr|A0A5E4AY40|A0A5E4AY40_MARMO
OG0000065	sp|Q8VED5|K2C79_MOUSE	tr|A0A5E4A915|A0A5E4A915_MARMO
OG0000065	tr|E9Q1Z0|E9Q1Z0_MOUSE	tr|A0A5E4AAC1|A0A5E4AAC1_MARMO, tr|A0A5E4A8N3|A0A5E4A8N3_MARMO, tr|A0A5E4A8Z5|A0A5E4A8Z5_MARMO, tr|A0A5E4A988|A0A5E4A988_MARMO, tr|A0A5E4A8L9|A0A5E4A8L9_MARMO, tr|A0A5E4A9C7|A0A5E4A9C7_MARMO, tr|A0A5E4A9M0|A0A5E4A9M0_MARMO, tr|A0A5E4A8Z7|A0A5E4A8Z7_MARMO
OG0000065	tr|E9Q0F0|E9Q0F0_MOUSE	tr|A0A5E4A9D7|A0A5E4A9D7_MARMO, tr|A0A5E4A8M6|A0A5E4A8M6_MARMO, tr|A0A5E4DK92|A0A5E4DK92_MARMO, tr|A0A5E4DBV1|A0A5E4DBV1_MARMO, tr|A0A5E4A9B3|A0A5E4A9B3_MARMO, tr|A0A5E4A9P4|A0A5E4A9P4_MARMO
OG0000067	sp|Q8BZE1|DMBTL_MOUSE	tr|A0A5E4C0S6|A0A5E4C0S6_MARMO
OG0000067	sp|Q60997|DMBT1_MOUSE	tr|A0A5E4BZ52|A0A5E4BZ52_MARMO
OG0000067	sp|Q8BV57|SRCRL_MOUSE	tr|A0A5E4C6I2|A0A5E4C6I2_MARMO, tr|A0A5E4C720|A0A5E4C720_MARMO, tr|A0A5E4C7N1|A0A5E4C7N1_MARMO, tr|A0A5E4C5L0|A0A5E4C5L0_MARMO, tr|A0A5E4C4V3|A0A5E4C4V3_MARMO, tr|A0A5E4C509|A0A5E4C509_MARMO, tr|A0A5E4ALG0|A0A5E4ALG0_MARMO, tr|A0A5E4D0S9|A0A5E4D0S9_MARMO, tr|A0A5E4DD22|A0A5E4DD22_MARMO, tr|A0A5E4BYR2|A0A5E4BYR2_MARMO, tr|A0A5E4BYQ5|A0A5E4BYQ5_MARMO, tr|A0A5E4C1J0|A0A5E4C1J0_MARMO, tr|A0A5E4D0Q0|A0A5E4D0Q0_MARMO, tr|A0A5E4CFV4|A0A5E4CFV4_MARMO
