Orthogroup	Mus_musculus	Mus_spicilegus
OG0016599	tr|A0A075B5S4|A0A075B5S4_MOUSE	tr|A0A8C6MQI7|A0A8C6MQI7_MUSSI
OG0016600	tr|A0A0A6YWU3|A0A0A6YWU3_MOUSE	tr|A0A8C6GCU6|A0A8C6GCU6_MUSSI
OG0016601	sp|A6H6E9|TT23L_MOUSE	tr|A0A8C6GAP2|A0A8C6GAP2_MUSSI
OG0016602	sp|D3YZU1|SHAN1_MOUSE	tr|A0A8C6GZA0|A0A8C6GZA0_MUSSI
OG0016603	sp|E9Q394|AKP13_MOUSE	tr|A0A8C6I614|A0A8C6I614_MUSSI
OG0016604	sp|O35593|PSDE_MOUSE	tr|A0A8C6H8J9|A0A8C6H8J9_MUSSI
OG0016605	sp|O88587|COMT_MOUSE	tr|A0A8C6HPL5|A0A8C6HPL5_MUSSI
OG0016606	sp|O88736|DHB7_MOUSE	tr|A0A8C6H292|A0A8C6H292_MUSSI
OG0016607	sp|P00520|ABL1_MOUSE	tr|A0A8C6HL85|A0A8C6HL85_MUSSI
OG0016608	sp|P04627|ARAF_MOUSE	tr|A0A8C6HER2|A0A8C6HER2_MUSSI
OG0016609	sp|P0DPE0|EFMT4_MOUSE	tr|A0A8C6H2L0|A0A8C6H2L0_MUSSI
OG0016610	sp|P15535|B4GT1_MOUSE	tr|A0A8C6GLD1|A0A8C6GLD1_MUSSI
OG0016611	sp|P16675|PPGB_MOUSE	tr|A0A8C6HVV5|A0A8C6HVV5_MUSSI
OG0016612	sp|P32261|ANT3_MOUSE	tr|A0A8C6HPV4|A0A8C6HPV4_MUSSI
OG0016613	sp|P37217|CD69_MOUSE	tr|A0A8C6IFY9|A0A8C6IFY9_MUSSI
OG0016614	sp|P48774|GSTM5_MOUSE	tr|A0A8C6HHI5|A0A8C6HHI5_MUSSI
OG0016615	sp|P51675|CCR1_MOUSE	tr|A0A8C6HTH3|A0A8C6HTH3_MUSSI
OG0016616	sp|P52787|IF_MOUSE	tr|A0A8C6IJI1|A0A8C6IJI1_MUSSI
OG0016617	sp|P62077|TIM8B_MOUSE	tr|A0A8C6MRZ3|A0A8C6MRZ3_MUSSI
OG0016618	sp|P70187|MF14A_MOUSE	tr|A0A8C6GJ28|A0A8C6GJ28_MUSSI
OG0016619	sp|P70195|PSB7_MOUSE	tr|A0A8C6G510|A0A8C6G510_MUSSI
OG0016620	sp|Q03172|ZEP1_MOUSE	tr|A0A8C6GF86|A0A8C6GF86_MUSSI
OG0016621	sp|Q14BB9|MA6D1_MOUSE	tr|A0A8C6MTR0|A0A8C6MTR0_MUSSI
OG0016622	sp|Q2MHE5|DOK6_MOUSE	tr|A0A8C6MS43|A0A8C6MS43_MUSSI
OG0016623	sp|Q3KNY0|IGFN1_MOUSE	tr|A0A8C6H3Z5|A0A8C6H3Z5_MUSSI
OG0016624	sp|Q3UE31|K0930_MOUSE	tr|A0A8C6HJC2|A0A8C6HJC2_MUSSI
OG0016625	sp|Q3V2G4|SIM31_MOUSE	tr|A0A8C6HCK3|A0A8C6HCK3_MUSSI
OG0016626	sp|Q5DU56|NLRC3_MOUSE	tr|A0A8C6I8L1|A0A8C6I8L1_MUSSI
OG0016627	sp|Q5HZH7|S38A8_MOUSE	tr|A0A8C6HJ21|A0A8C6HJ21_MUSSI
OG0016628	sp|Q5NCS9|MID49_MOUSE	tr|A0A8C6N052|A0A8C6N052_MUSSI
OG0016629	sp|Q60I26|AL2CL_MOUSE	tr|A0A8C6I310|A0A8C6I310_MUSSI
OG0016630	sp|Q6PG04|CCD82_MOUSE	tr|A0A8C6IB26|A0A8C6IB26_MUSSI
OG0016631	sp|Q7M725|TR107_MOUSE	tr|A0A8C6N4G1|A0A8C6N4G1_MUSSI
OG0016632	sp|Q80T74|KLH29_MOUSE	tr|A0A8C6HTN0|A0A8C6HTN0_MUSSI
OG0016633	sp|Q8BPT6|IMP2L_MOUSE	tr|A0A8C6GD72|A0A8C6GD72_MUSSI
OG0016634	sp|Q8BVD7|C1QT7_MOUSE	tr|A0A8C6IIX8|A0A8C6IIX8_MUSSI
OG0016635	sp|Q8C561|LMBD2_MOUSE	tr|A0A8C6IGL4|A0A8C6IGL4_MUSSI
OG0016636	sp|Q8CFZ5|S22AC_MOUSE	tr|A0A8C6IG12|A0A8C6IG12_MUSSI
OG0016637	sp|Q8JZY4|MRPP3_MOUSE	tr|A0A8C6N162|A0A8C6N162_MUSSI
OG0016638	sp|Q8K2B0|SC65_MOUSE	tr|A0A8C6G5R2|A0A8C6G5R2_MUSSI
OG0016639	sp|Q8K482|EMIL2_MOUSE	tr|A0A8C6GGK0|A0A8C6GGK0_MUSSI
OG0016640	sp|Q8R4F0|MCLN3_MOUSE	tr|A0A8C6GM73|A0A8C6GM73_MUSSI
OG0016641	sp|Q8VEL2|MTMRE_MOUSE	tr|A0A8C6I7P3|A0A8C6I7P3_MUSSI
OG0016642	tr|Q8VGZ7|Q8VGZ7_MOUSE	tr|A0A8C6GDK2|A0A8C6GDK2_MUSSI
OG0016643	sp|Q91WD4|CG025_MOUSE	tr|A0A8C6H337|A0A8C6H337_MUSSI
OG0016644	sp|Q91X79|CELA1_MOUSE	tr|A0A8C6HQ15|A0A8C6HQ15_MUSSI
OG0016645	sp|Q99LB0|TDIF1_MOUSE	tr|A0A8C6HTW4|A0A8C6HTW4_MUSSI
OG0016646	sp|Q9CQ26|STABP_MOUSE	tr|A0A8C6ILV7|A0A8C6ILV7_MUSSI
OG0016647	sp|Q9CQS2|NOP10_MOUSE	tr|A0A8C6MS82|A0A8C6MS82_MUSSI
OG0016648	sp|Q9CWT6|DDX28_MOUSE	tr|A0A8C6GHV2|A0A8C6GHV2_MUSSI
OG0016649	tr|Q9CZ70|Q9CZ70_MOUSE	tr|A0A8C6HQU4|A0A8C6HQU4_MUSSI
OG0016650	sp|Q9D2R0|AACS_MOUSE	tr|A0A8C6GII1|A0A8C6GII1_MUSSI
OG0016651	sp|Q9D552|SPT17_MOUSE	tr|A0A8C6IF59|A0A8C6IF59_MUSSI
OG0016652	sp|Q9D853|EFMT2_MOUSE	tr|A0A8C6HYR6|A0A8C6HYR6_MUSSI
OG0016653	sp|Q9DA47|TM239_MOUSE	tr|A0A8C6H2C0|A0A8C6H2C0_MUSSI
OG0016654	sp|Q9DBU3|RIOK3_MOUSE	tr|A0A8C6H7X3|A0A8C6H7X3_MUSSI
OG0016655	sp|Q9EQZ6|RPGF4_MOUSE	tr|A0A8C6GNX7|A0A8C6GNX7_MUSSI
OG0016656	sp|Q9ET35|TR13B_MOUSE	tr|A0A8C6HPY4|A0A8C6HPY4_MUSSI
OG0016657	sp|Q9JII1|INP5E_MOUSE	tr|A0A8C6IAC3|A0A8C6IAC3_MUSSI
OG0016658	sp|Q9JJG0|TACC2_MOUSE	tr|A0A8C6GRJ8|A0A8C6GRJ8_MUSSI
OG0016659	sp|Q9QY31|SNAI3_MOUSE	tr|A0A8C6H956|A0A8C6H956_MUSSI
OG0016660	sp|Q9WVC8|S26A3_MOUSE	tr|A0A8C6GCH1|A0A8C6GCH1_MUSSI
OG0016661	sp|Q9Z1L3|DEDD_MOUSE	tr|A0A8C6N1R7|A0A8C6N1R7_MUSSI
OG0016662	tr|A0A0G2JEU3|A0A0G2JEU3_MOUSE	tr|A0A8C6HAQ7|A0A8C6HAQ7_MUSSI
OG0016663	sp|A2A5X5|KR161_MOUSE	tr|A0A8C6IFB2|A0A8C6IFB2_MUSSI
OG0016664	sp|A2ARI4|LGR4_MOUSE	tr|A0A8C6IEW3|A0A8C6IEW3_MUSSI
OG0016665	sp|A6PWY4|WDR76_MOUSE	tr|A0A8C6HQ34|A0A8C6HQ34_MUSSI
OG0016666	sp|E9PV86|MCTP1_MOUSE	tr|A0A8C6HVS1|A0A8C6HVS1_MUSSI
OG0016667	tr|E9PW37|E9PW37_MOUSE	tr|A0A8C6MWU6|A0A8C6MWU6_MUSSI
OG0016668	tr|E9Q3P4|E9Q3P4_MOUSE	tr|A0A8C6IF19|A0A8C6IF19_MUSSI
OG0016669	tr|J3QN01|J3QN01_MOUSE	tr|A0A8C6IFQ0|A0A8C6IFQ0_MUSSI
OG0016670	tr|M0QWD8|M0QWD8_MOUSE	tr|A0A8C6I063|A0A8C6I063_MUSSI
OG0016671	tr|M0QWX3|M0QWX3_MOUSE	tr|A0A8C6GIH9|A0A8C6GIH9_MUSSI
OG0016672	sp|O35691|PININ_MOUSE	tr|A0A8C6GEG9|A0A8C6GEG9_MUSSI
OG0016673	sp|O88576|S6A18_MOUSE	tr|A0A8C6HCU5|A0A8C6HCU5_MUSSI
OG0016674	sp|P09633|HXC9_MOUSE	tr|A0A8C6MTM6|A0A8C6MTM6_MUSSI
OG0016675	sp|P12265|BGLR_MOUSE	tr|A0A8C6HQG5|A0A8C6HQG5_MUSSI
OG0016676	sp|P24721|ASGR2_MOUSE	tr|A0A8C6HMY0|A0A8C6HMY0_MUSSI
OG0016677	sp|P26450|P85A_MOUSE	tr|A0A8C6GDA3|A0A8C6GDA3_MUSSI
OG0016678	sp|P26638|SYSC_MOUSE	tr|A0A8C6HM09|A0A8C6HM09_MUSSI
OG0016679	sp|P33609|DPOLA_MOUSE	tr|A0A8C6I793|A0A8C6I793_MUSSI
OG0016680	sp|P70190|CAZA3_MOUSE	tr|A0A8C6N1A0|A0A8C6N1A0_MUSSI
OG0016681	sp|Q0VFX2|CF157_MOUSE	tr|A0A8C6GVR5|A0A8C6GVR5_MUSSI
OG0016682	sp|Q3TDN2|FAF2_MOUSE	tr|A0A8C6GQ21|A0A8C6GQ21_MUSSI
OG0016683	sp|Q3UHK8|TNR6A_MOUSE	tr|A0A8C6IBX7|A0A8C6IBX7_MUSSI
OG0016684	sp|Q4VBD2|TAPT1_MOUSE	tr|A0A8C6IEX6|A0A8C6IEX6_MUSSI
OG0016685	tr|Q5NCC7|Q5NCC7_MOUSE	tr|A0A8C6HS64|A0A8C6HS64_MUSSI
OG0016686	sp|Q5SZA1|NPT3_MOUSE	tr|A0A8C6I808|A0A8C6I808_MUSSI
OG0016687	sp|Q61908|CMC4_MOUSE	tr|A0A8C6IJ58|A0A8C6IJ58_MUSSI
OG0016688	sp|Q64GA5|PA24C_MOUSE	tr|A0A8C6H3R8|A0A8C6H3R8_MUSSI
OG0016689	sp|Q6PDS0|VTM2L_MOUSE	tr|A0A8C6I9T3|A0A8C6I9T3_MUSSI
OG0016690	sp|Q7TM95|TIGD3_MOUSE	tr|A0A8C6IH55|A0A8C6IH55_MUSSI
OG0016691	sp|Q7TN31|AGGF1_MOUSE	tr|A0A8C6MU06|A0A8C6MU06_MUSSI
OG0016692	sp|Q80YA8|CRUM2_MOUSE	tr|A0A8C6G5G7|A0A8C6G5G7_MUSSI
OG0016693	sp|Q8BFU0|RSPO2_MOUSE	tr|A0A8C6I694|A0A8C6I694_MUSSI
OG0016694	sp|Q8BG94|COMD7_MOUSE	tr|A0A8C6HH73|A0A8C6HH73_MUSSI
OG0016695	sp|Q8BHF7|PGPS1_MOUSE	tr|A0A8C6HHF5|A0A8C6HHF5_MUSSI
OG0016696	sp|Q8BJ48|NAGPA_MOUSE	tr|A0A8C6N3K1|A0A8C6N3K1_MUSSI
OG0016697	sp|Q8BJ83|TM2D3_MOUSE	tr|A0A8C6HV44|A0A8C6HV44_MUSSI
OG0016698	sp|Q8BJA2|S41A1_MOUSE	tr|A0A8C6HZ06|A0A8C6HZ06_MUSSI
OG0016699	sp|Q8BJT9|EDEM2_MOUSE	tr|A0A8C6MQ93|A0A8C6MQ93_MUSSI
OG0016700	sp|Q8BLN6|UNC80_MOUSE	tr|A0A8C6GGB5|A0A8C6GGB5_MUSSI
OG0016701	sp|Q8BQN6|OZF_MOUSE	tr|A0A8C6G5B6|A0A8C6G5B6_MUSSI
OG0016702	sp|Q8BT14|CNOT4_MOUSE	tr|A0A8C6ICJ3|A0A8C6ICJ3_MUSSI
OG0016703	sp|Q8BZN2|KCNV1_MOUSE	tr|A0A8C6IGD0|A0A8C6IGD0_MUSSI
OG0016704	sp|Q8C102|GALT5_MOUSE	tr|A0A8C6G6V3|A0A8C6G6V3_MUSSI
OG0016705	sp|Q8C261|NCKX5_MOUSE	tr|A0A8C6GEC1|A0A8C6GEC1_MUSSI
OG0016706	sp|Q8C817|T200A_MOUSE	tr|A0A8C6HDX4|A0A8C6HDX4_MUSSI
OG0016707	tr|Q8CGR4|Q8CGR4_MOUSE	tr|A0A8C6I1U0|A0A8C6I1U0_MUSSI
OG0016708	sp|Q8K2J7|RELL1_MOUSE	tr|A0A8C6IJU6|A0A8C6IJU6_MUSSI
OG0016709	sp|Q8R1R4|IL34_MOUSE	tr|A0A8C6HIH7|A0A8C6HIH7_MUSSI
OG0016710	sp|Q8R2G6|CCD80_MOUSE	tr|A0A8C6GA98|A0A8C6GA98_MUSSI
OG0016711	sp|Q91VD9|NDUS1_MOUSE	tr|A0A8C6H333|A0A8C6H333_MUSSI
OG0016712	tr|Q91X36|Q91X36_MOUSE	tr|A0A8C6H8F0|A0A8C6H8F0_MUSSI
OG0016713	sp|Q91ZM8|CABP7_MOUSE	tr|A0A8C6HCT7|A0A8C6HCT7_MUSSI
OG0016714	sp|Q920Q4|VPS16_MOUSE	tr|A0A8C6H3L1|A0A8C6H3L1_MUSSI
OG0016715	sp|Q99MS7|EH1L1_MOUSE	tr|A0A8C6MNI1|A0A8C6MNI1_MUSSI
OG0016716	sp|Q9CPP7|LIPG_MOUSE	tr|A0A8C6GGP7|A0A8C6GGP7_MUSSI
OG0016717	sp|Q9CPW7|ZMAT2_MOUSE	tr|A0A8C6IJ21|A0A8C6IJ21_MUSSI
OG0016718	sp|Q9CWV6|PKRI1_MOUSE	tr|A0A8C6H018|A0A8C6H018_MUSSI
OG0016719	sp|Q9D695|SPB7_MOUSE	tr|A0A8C6GJQ3|A0A8C6GJQ3_MUSSI
OG0016720	sp|Q9D898|ARP5L_MOUSE	tr|A0A8C6I5X0|A0A8C6I5X0_MUSSI
OG0016721	sp|Q9DD18|DTD1_MOUSE	tr|A0A8C6HJ04|A0A8C6HJ04_MUSSI
OG0016722	sp|Q9EQQ2|YIPF5_MOUSE	tr|A0A8C6MUN4|A0A8C6MUN4_MUSSI
OG0016723	sp|Q9ET54|PALLD_MOUSE	tr|A0A8C6I0J2|A0A8C6I0J2_MUSSI
OG0016724	sp|Q9JKQ4|IRX5_MOUSE	tr|A0A8C6HUT4|A0A8C6HUT4_MUSSI
OG0016725	sp|Q9JMH6|TRXR1_MOUSE	tr|A0A8C6G804|A0A8C6G804_MUSSI
OG0016726	sp|Q9QXZ7|NR2E3_MOUSE	tr|A0A8C6ID23|A0A8C6ID23_MUSSI
OG0016727	sp|Q9WV35|ABEC2_MOUSE	tr|A0A8C6GMX4|A0A8C6GMX4_MUSSI
OG0016728	sp|Q9Z0U0|XPR1_MOUSE	tr|A0A8C6H2Z1|A0A8C6H2Z1_MUSSI
OG0016729	tr|B2RS76|B2RS76_MOUSE	tr|A0A8C6N2B5|A0A8C6N2B5_MUSSI
OG0016730	tr|D3YUE4|D3YUE4_MOUSE	tr|A0A8C6H0Z9|A0A8C6H0Z9_MUSSI
OG0016731	sp|E9QAT4|SC16A_MOUSE	tr|A0A8C6ICY8|A0A8C6ICY8_MUSSI
OG0016732	sp|G5E8P1|BRD1_MOUSE	tr|A0A8C6HQC9|A0A8C6HQC9_MUSSI
OG0016733	tr|O08643|O08643_MOUSE	tr|A0A8C6G6R4|A0A8C6G6R4_MUSSI
OG0016734	sp|O35454|CLCN6_MOUSE	tr|A0A8C6GY50|A0A8C6GY50_MUSSI
OG0016735	sp|O70355|BTNL2_MOUSE	tr|A0A8C6GWX8|A0A8C6GWX8_MUSSI
OG0016736	sp|O70507|HCN4_MOUSE	tr|A0A8C6GL48|A0A8C6GL48_MUSSI
OG0016737	sp|P0CL69|ZN703_MOUSE	tr|A0A8C6IHS2|A0A8C6IHS2_MUSSI
OG0016738	sp|P16332|MUTA_MOUSE	tr|A0A8C6H8A0|A0A8C6H8A0_MUSSI
OG0016739	sp|P29268|CCN2_MOUSE	tr|A0A8C6HE22|A0A8C6HE22_MUSSI
OG0016740	sp|P47242|PAX9_MOUSE	tr|A0A8C6GIF8|A0A8C6GIF8_MUSSI
OG0016741	sp|P50429|ARSB_MOUSE	tr|A0A8C6MUB1|A0A8C6MUB1_MUSSI
OG0016742	sp|P55098|PEX2_MOUSE	tr|A0A8C6HAZ1|A0A8C6HAZ1_MUSSI
OG0016743	sp|P58801|RIPK2_MOUSE	tr|A0A8C6I628|A0A8C6I628_MUSSI
OG0016744	sp|P70354|MSX3_MOUSE	tr|A0A8C6I5U0|A0A8C6I5U0_MUSSI
OG0016745	sp|P70701|WN10A_MOUSE	tr|A0A8C6HHP2|A0A8C6HHP2_MUSSI
OG0016746	sp|P86049|RBM46_MOUSE	tr|A0A8C6GUY8|A0A8C6GUY8_MUSSI
OG0016747	sp|Q3TEA8|HP1B3_MOUSE	tr|A0A8C6MVC3|A0A8C6MVC3_MUSSI
OG0016748	sp|Q3UDW8|HGNAT_MOUSE	tr|A0A8C6IE50|A0A8C6IE50_MUSSI
OG0016749	sp|Q3UI43|BABA1_MOUSE	tr|A0A8C6IJB2|A0A8C6IJB2_MUSSI
OG0016750	sp|Q3UNN8|PLD5_MOUSE	tr|A0A8C6HTL9|A0A8C6HTL9_MUSSI
OG0016751	sp|Q3V3N7|BBS1_MOUSE	tr|A0A8C6GFT6|A0A8C6GFT6_MUSSI
OG0016752	sp|Q4VC33|MAEA_MOUSE	tr|A0A8C6HN80|A0A8C6HN80_MUSSI
OG0016753	tr|Q5NC41|Q5NC41_MOUSE	tr|A0A8C6HSE4|A0A8C6HSE4_MUSSI
OG0016754	sp|Q61468|MSLN_MOUSE	tr|A0A8C6H3S3|A0A8C6H3S3_MUSSI
OG0016755	tr|Q6P3A2|Q6P3A2_MOUSE	tr|A0A8C6MTR2|A0A8C6MTR2_MUSSI
OG0016756	sp|Q6PAV2|HERC4_MOUSE	tr|A0A8C6HAT0|A0A8C6HAT0_MUSSI
OG0016757	sp|Q6PDM4|IHO1_MOUSE	tr|A0A8C6HYG1|A0A8C6HYG1_MUSSI
OG0016758	sp|Q6PFX8|RIMKA_MOUSE	tr|A0A8C6GW42|A0A8C6GW42_MUSSI
OG0016759	sp|Q7TQP0|GP141_MOUSE	tr|A0A8C6HJE9|A0A8C6HJE9_MUSSI
OG0016760	sp|Q80W88|HOMEZ_MOUSE	tr|A0A8C6HGH1|A0A8C6HGH1_MUSSI
OG0016761	sp|Q80XC3|US6NL_MOUSE	tr|A0A8C6HE04|A0A8C6HE04_MUSSI
OG0016762	sp|Q811W1|AARD_MOUSE	tr|A0A8C6I780|A0A8C6I780_MUSSI
OG0016763	sp|Q8BNJ6|NETO2_MOUSE	tr|A0A8C6H372|A0A8C6H372_MUSSI
OG0016764	sp|Q8BTI9|PK3CB_MOUSE	tr|A0A8C6H7D4|A0A8C6H7D4_MUSSI
OG0016765	sp|Q8CEL2|CFA61_MOUSE	tr|A0A8C6H4E8|A0A8C6H4E8_MUSSI
OG0016766	sp|Q8CFB4|GBP5_MOUSE	tr|A0A8C6MTJ0|A0A8C6MTJ0_MUSSI
OG0016767	sp|Q8K221|ARFP2_MOUSE	tr|A0A8C6I9W3|A0A8C6I9W3_MUSSI
OG0016768	sp|Q8K2H1|PPHLN_MOUSE	tr|A0A8C6HQT1|A0A8C6HQT1_MUSSI
OG0016769	sp|Q8K386|RAB15_MOUSE	tr|A0A8C6GXN1|A0A8C6GXN1_MUSSI
OG0016770	sp|Q8R1Z9|RN121_MOUSE	tr|A0A8C6G8P6|A0A8C6G8P6_MUSSI
OG0016771	sp|Q8VCZ7|ZBT7C_MOUSE	tr|A0A8C6HIJ5|A0A8C6HIJ5_MUSSI
OG0016772	sp|Q8VEE0|RPE_MOUSE	tr|A0A8C6GD62|A0A8C6GD62_MUSSI
OG0016773	sp|Q8VHS5|ASB16_MOUSE	tr|A0A8C6IBX5|A0A8C6IBX5_MUSSI
OG0016774	sp|Q91W27|TIP39_MOUSE	tr|A0A8C6HLE2|A0A8C6HLE2_MUSSI
OG0016775	sp|Q91Y97|ALDOB_MOUSE	tr|A0A8C6I6B7|A0A8C6I6B7_MUSSI
OG0016776	sp|Q920S3|GATD1_MOUSE	tr|A0A8C6MSI5|A0A8C6MSI5_MUSSI
OG0016777	sp|Q921D9|GRHL1_MOUSE	tr|A0A8C6I2X5|A0A8C6I2X5_MUSSI
OG0016778	sp|Q921M3|SF3B3_MOUSE	tr|A0A8C6HIN1|A0A8C6HIN1_MUSSI
OG0016779	sp|Q99JP6|HOME3_MOUSE	tr|A0A8C6IJZ5|A0A8C6IJZ5_MUSSI
OG0016780	sp|Q9CQF9|PCYOX_MOUSE	tr|A0A8C6HA26|A0A8C6HA26_MUSSI
OG0016781	sp|Q9CQN6|TM14C_MOUSE	tr|A0A8C6GCV4|A0A8C6GCV4_MUSSI
OG0016782	sp|Q9CX25|CJ143_MOUSE	tr|A0A8C6I124|A0A8C6I124_MUSSI
OG0016783	sp|Q9CX30|YIF1B_MOUSE	tr|A0A8C6HXV2|A0A8C6HXV2_MUSSI
OG0016784	sp|Q9D7N9|APMAP_MOUSE	tr|A0A8C6MNJ2|A0A8C6MNJ2_MUSSI
OG0016785	sp|Q9D7W5|MED8_MOUSE	tr|A0A8C6HAS5|A0A8C6HAS5_MUSSI
OG0016786	sp|Q9D9J2|TEX33_MOUSE	tr|A0A8C6HNK5|A0A8C6HNK5_MUSSI
OG0016787	sp|Q9DBD0|ICA_MOUSE	tr|A0A8C6H2E3|A0A8C6H2E3_MUSSI
OG0016788	sp|Q9ET43|CLD12_MOUSE	tr|A0A8C6HC73|A0A8C6HC73_MUSSI
OG0016789	sp|Q9JI75|NQO2_MOUSE	tr|A0A8C6MPT5|A0A8C6MPT5_MUSSI
OG0016790	sp|Q9QZ10|ANX10_MOUSE	tr|A0A8C6I1P0|A0A8C6I1P0_MUSSI
OG0016791	sp|Q9R1S0|B9D1_MOUSE	tr|A0A8C6HPD3|A0A8C6HPD3_MUSSI
OG0016792	sp|Q9WUB4|DCTN6_MOUSE	tr|A0A8C6G9A4|A0A8C6G9A4_MUSSI
OG0016793	sp|Q9WVS7|MP2K5_MOUSE	tr|A0A8C6G9G9|A0A8C6G9G9_MUSSI
OG0016794	sp|Q9Z0J7|GDF15_MOUSE	tr|A0A8C6ILU2|A0A8C6ILU2_MUSSI
OG0016795	sp|Q9Z1Y4|TRIP6_MOUSE	tr|A0A8C6GT56|A0A8C6GT56_MUSSI
OG0016796	sp|Q9Z2U2|ZN292_MOUSE	tr|A0A8C6I6G2|A0A8C6I6G2_MUSSI
OG0016797	tr|A2AF31|A2AF31_MOUSE	tr|A0A8C6GNQ2|A0A8C6GNQ2_MUSSI
OG0016798	tr|A2AFS9|A2AFS9_MOUSE	tr|A0A8C6N3L6|A0A8C6N3L6_MUSSI
OG0016799	sp|A2AJ77|PRD12_MOUSE	tr|A0A8C6HN00|A0A8C6HN00_MUSSI
OG0016800	tr|B7ZWD6|B7ZWD6_MOUSE	tr|A0A8C6IJZ0|A0A8C6IJZ0_MUSSI
OG0016801	sp|D3YWP0|EFMT3_MOUSE	tr|A0A8C6HJ77|A0A8C6HJ77_MUSSI
OG0016802	tr|E9Q206|E9Q206_MOUSE	tr|A0A8C6I5G2|A0A8C6I5G2_MUSSI
OG0016803	sp|P0C0A3|CHMP6_MOUSE	tr|A0A8C6HAU5|A0A8C6HAU5_MUSSI
OG0016804	sp|P10166|MYCL_MOUSE	tr|A0A8C6MV28|A0A8C6MV28_MUSSI
OG0016805	sp|P16110|LEG3_MOUSE	tr|A0A8C6HFN6|A0A8C6HFN6_MUSSI
OG0016806	sp|P28236|CXA8_MOUSE	tr|A0A8C6HUF8|A0A8C6HUF8_MUSSI
OG0016807	sp|P29416|HEXA_MOUSE	tr|A0A8C6IFX8|A0A8C6IFX8_MUSSI
OG0016808	sp|P43023|CX6A2_MOUSE	tr|A0A8C6HZG4|A0A8C6HZG4_MUSSI
OG0016809	sp|P46978|STT3A_MOUSE	tr|A0A8C6G6A9|A0A8C6G6A9_MUSSI
OG0016810	sp|P48437|PROX1_MOUSE	tr|A0A8C6IG14|A0A8C6IG14_MUSSI
OG0016811	sp|P97430|SLPI_MOUSE	tr|A0A8C6HSJ6|A0A8C6HSJ6_MUSSI
OG0016812	sp|Q01114|IL9R_MOUSE	tr|A0A8C6HZI3|A0A8C6HZI3_MUSSI
OG0016813	sp|Q01337|ADA2C_MOUSE	tr|A0A8C6HXC6|A0A8C6HXC6_MUSSI
OG0016814	sp|Q3UIW5|RNF10_MOUSE	tr|A0A8C6GUV4|A0A8C6GUV4_MUSSI
OG0016815	sp|Q3UQS8|RBM20_MOUSE	tr|A0A8C6IJT2|A0A8C6IJT2_MUSSI
OG0016816	sp|Q571K4|TAB3_MOUSE	tr|A0A8C6GZT8|A0A8C6GZT8_MUSSI
OG0016817	sp|Q61419|CMAH_MOUSE	tr|A0A8C6I9Z3|A0A8C6I9Z3_MUSSI
OG0016818	sp|Q62276|MED22_MOUSE	tr|A0A8C6HK23|A0A8C6HK23_MUSSI
OG0016819	sp|Q62419|SH3G1_MOUSE	tr|A0A8C6MV18|A0A8C6MV18_MUSSI
OG0016820	sp|Q62448|IF4G2_MOUSE	tr|A0A8C6N3S0|A0A8C6N3S0_MUSSI
OG0016821	sp|Q63850|NUP62_MOUSE	tr|A0A8C6HT68|A0A8C6HT68_MUSSI
OG0016822	sp|Q6NZA9|TAF9B_MOUSE	tr|A0A8C6MTG3|A0A8C6MTG3_MUSSI
OG0016823	sp|Q6PCX7|RGMA_MOUSE	tr|A0A8C6G4K9|A0A8C6G4K9_MUSSI
OG0016824	sp|Q6PGH0|UBTD2_MOUSE	tr|A0A8C6HY51|A0A8C6HY51_MUSSI
OG0016825	sp|Q7TPQ3|SHPRH_MOUSE	tr|A0A8C6MU47|A0A8C6MU47_MUSSI
OG0016826	sp|Q80ZN5|CST13_MOUSE	tr|A0A8C6GC76|A0A8C6GC76_MUSSI
OG0016827	tr|Q8BFS8|Q8BFS8_MOUSE	tr|A0A8C6G4K3|A0A8C6G4K3_MUSSI
OG0016828	sp|Q8BHD1|POC1B_MOUSE	tr|A0A8C6H9M6|A0A8C6H9M6_MUSSI
OG0016829	sp|Q8BV13|CSN7B_MOUSE	tr|A0A8C6MQE5|A0A8C6MQE5_MUSSI
OG0016830	sp|Q8BZQ7|ANC2_MOUSE	tr|A0A8C6HY12|A0A8C6HY12_MUSSI
OG0016831	sp|Q8CC70|CF300_MOUSE	tr|A0A8C6HV04|A0A8C6HV04_MUSSI
OG0016832	sp|Q8CE47|S49A3_MOUSE	tr|A0A8C6HQT9|A0A8C6HQT9_MUSSI
OG0016833	sp|Q8CFY5|COX10_MOUSE	tr|A0A8C6MYR2|A0A8C6MYR2_MUSSI
OG0016834	sp|Q8CGS6|DPOLQ_MOUSE	tr|A0A8C6HEV0|A0A8C6HEV0_MUSSI
OG0016835	sp|Q8K382|DEN1A_MOUSE	tr|A0A8C6MP23|A0A8C6MP23_MUSSI
OG0016836	sp|Q8R323|RFC3_MOUSE	tr|A0A8C6HTS5|A0A8C6HTS5_MUSSI
OG0016837	sp|Q8VD00|SGMR2_MOUSE	tr|A0A8C6GTT8|A0A8C6GTT8_MUSSI
OG0016838	tr|Q8VF26|Q8VF26_MOUSE	tr|A0A8C6I9G4|A0A8C6I9G4_MUSSI
OG0016839	sp|Q920C1|CRDL1_MOUSE	tr|A0A8C6MZL1|A0A8C6MZL1_MUSSI
OG0016840	sp|Q925B0|PAWR_MOUSE	tr|A0A8C6ICB9|A0A8C6ICB9_MUSSI
