Orthogroup	Mus_musculus	Sciurus_vulgaris
OG0013989	sp|Q91VB4|HPS3_MOUSE	tr|A0A8D2D1B4|A0A8D2D1B4_SCIVU
OG0013990	sp|Q99N28|CADM3_MOUSE	tr|A0A8D2AYT9|A0A8D2AYT9_SCIVU
OG0013991	sp|Q9CPQ3|TOM22_MOUSE	tr|A0A8D2JKE5|A0A8D2JKE5_SCIVU
OG0013992	sp|Q9CWE0|MFR1L_MOUSE	tr|A0A8D2AMT7|A0A8D2AMT7_SCIVU
OG0013993	sp|Q9CWG1|GLIP1_MOUSE	tr|A0A8D2DV26|A0A8D2DV26_SCIVU
OG0013994	sp|Q9CZB3|THUM2_MOUSE	tr|A0A8D2E0C0|A0A8D2E0C0_SCIVU
OG0013995	sp|Q9D6I3|PROF4_MOUSE	tr|A0A8D2DTD0|A0A8D2DTD0_SCIVU
OG0013996	sp|Q9D9V3|ECHD1_MOUSE	tr|A0A8D2JPD2|A0A8D2JPD2_SCIVU
OG0013997	sp|Q9DC23|DJC10_MOUSE	tr|A0A8D2JR77|A0A8D2JR77_SCIVU
OG0013998	sp|Q9JMA1|UBP14_MOUSE	tr|A0A8D2DWD4|A0A8D2DWD4_SCIVU
OG0013999	sp|Q9QWZ1|RAD1_MOUSE	tr|A0A8D2BD15|A0A8D2BD15_SCIVU
OG0014000	sp|Q9WU03|SPIT2_MOUSE	tr|A0A8D2DFU8|A0A8D2DFU8_SCIVU
OG0014001	sp|Q9WV55|VAPA_MOUSE	tr|A0A8D2JG22|A0A8D2JG22_SCIVU
OG0014002	sp|Q9Z175|LOXL3_MOUSE	tr|A0A8D2E2J3|A0A8D2E2J3_SCIVU
OG0014003	sp|Q9Z307|KCJ16_MOUSE	tr|A0A8D2B845|A0A8D2B845_SCIVU
OG0014004	tr|A0A140LJJ2|A0A140LJJ2_MOUSE	tr|A0A8D2D729|A0A8D2D729_SCIVU
OG0014005	tr|A0A5F8MPB3|A0A5F8MPB3_MOUSE	tr|A0A8D2CKW4|A0A8D2CKW4_SCIVU
OG0014006	sp|A2ABV5|MED14_MOUSE	tr|A0A8D2DCP4|A0A8D2DCP4_SCIVU
OG0014007	tr|B1AYN9|B1AYN9_MOUSE	tr|A0A8D2JNG8|A0A8D2JNG8_SCIVU
OG0014008	sp|B2RVY9|TM182_MOUSE	tr|A0A8D2D2Z9|A0A8D2D2Z9_SCIVU
OG0014009	sp|B7ZNG0|KIF7_MOUSE	tr|A0A8D2CMB5|A0A8D2CMB5_SCIVU
OG0014010	sp|E9PYH6|SET1A_MOUSE	tr|A0A8D2E0F7|A0A8D2E0F7_SCIVU
OG0014011	sp|O70458|OSMR_MOUSE	tr|A0A8D2B1P3|A0A8D2B1P3_SCIVU
OG0014012	sp|O88430|CCL22_MOUSE	tr|A0A8D2DT17|A0A8D2DT17_SCIVU
OG0014013	sp|O88741|GDAP1_MOUSE	tr|A0A8D2ALT3|A0A8D2ALT3_SCIVU
OG0014014	sp|O89090|SP1_MOUSE	tr|A0A8D2DXD8|A0A8D2DXD8_SCIVU
OG0014015	sp|P08003|PDIA4_MOUSE	tr|A0A8D2B2U9|A0A8D2B2U9_SCIVU
OG0014016	sp|P09103|PDIA1_MOUSE	tr|A0A8D2DFF4|A0A8D2DFF4_SCIVU
OG0014017	sp|P09813|APOA2_MOUSE	tr|A0A8D2CU62|A0A8D2CU62_SCIVU
OG0014018	sp|P17564|PR15A_MOUSE	tr|A0A8D2DKQ4|A0A8D2DKQ4_SCIVU
OG0014019	sp|P20612|GNAT1_MOUSE	tr|A0A8D2AV03|A0A8D2AV03_SCIVU
OG0014020	sp|P31315|GSX1_MOUSE	tr|A0A8D2DW29|A0A8D2DW29_SCIVU
OG0014021	sp|P59017|B2L13_MOUSE	tr|A0A8D2DM96|A0A8D2DM96_SCIVU
OG0014022	sp|P59053|KCNG3_MOUSE	tr|A0A8D2E1I1|A0A8D2E1I1_SCIVU
OG0014023	sp|P59644|PI5PA_MOUSE	tr|A0A8D2B8J0|A0A8D2B8J0_SCIVU
OG0014024	sp|P62264|RS14_MOUSE	tr|A0A8D2B7L4|A0A8D2B7L4_SCIVU
OG0014025	sp|P62911|RL32_MOUSE	tr|A0A8D2DW25|A0A8D2DW25_SCIVU
OG0014026	sp|P62983|RS27A_MOUSE	tr|A0A8D2D8K6|A0A8D2D8K6_SCIVU
OG0014027	sp|P63046|ST4A1_MOUSE	tr|A0A8D2B1K1|A0A8D2B1K1_SCIVU
OG0014028	sp|P70174|HRH1_MOUSE	tr|A0A8D2DNK8|A0A8D2DNK8_SCIVU
OG0014029	sp|P97292|HRH2_MOUSE	tr|A0A8D2JF50|A0A8D2JF50_SCIVU
OG0014030	sp|Q10738|MMP7_MOUSE	tr|A0A8D2CZZ2|A0A8D2CZZ2_SCIVU
OG0014031	sp|Q32MG2|CBY2_MOUSE	tr|A0A8D2AQG3|A0A8D2AQG3_SCIVU
OG0014032	sp|Q3TH73|TTYH2_MOUSE	tr|A0A8D2B4T4|A0A8D2B4T4_SCIVU
OG0014033	sp|Q3TPX4|EXOC5_MOUSE	tr|A0A8D2AWT6|A0A8D2AWT6_SCIVU
OG0014034	sp|Q3TTA7|CBLB_MOUSE	tr|A0A8D2CMG9|A0A8D2CMG9_SCIVU
OG0014035	sp|Q3U481|MFS12_MOUSE	tr|A0A8D2JS69|A0A8D2JS69_SCIVU
OG0014036	sp|Q3U5Q7|CMPK2_MOUSE	tr|A0A8D2DN73|A0A8D2DN73_SCIVU
OG0014037	sp|Q3UPI1|GAK1B_MOUSE	tr|A0A8D2B3N2|A0A8D2B3N2_SCIVU
OG0014038	sp|Q505G8|ZN827_MOUSE	tr|A0A8D2B6Y3|A0A8D2B6Y3_SCIVU
OG0014039	sp|Q5DU14|MYO16_MOUSE	tr|A0A8D2AT79|A0A8D2AT79_SCIVU
OG0014040	sp|Q60718|ADAM2_MOUSE	tr|A0A8D2APM0|A0A8D2APM0_SCIVU
OG0014041	sp|Q61041|NPY4R_MOUSE	tr|A0A8D2ARI9|A0A8D2ARI9_SCIVU
OG0014042	sp|Q61080|FOXF1_MOUSE	tr|A0A8D2DZR9|A0A8D2DZR9_SCIVU
OG0014043	sp|Q61180|SCNNA_MOUSE	tr|A0A8D2D0J6|A0A8D2D0J6_SCIVU
OG0014044	sp|Q61193|RGL2_MOUSE	tr|A0A8D2ATZ2|A0A8D2ATZ2_SCIVU
OG0014045	sp|Q6A4L0|S22AD_MOUSE	tr|A0A8D2E1I8|A0A8D2E1I8_SCIVU
OG0014046	sp|Q6PDH4|RNB3L_MOUSE	tr|A0A8D2B6E8|A0A8D2B6E8_SCIVU
OG0014047	sp|Q6YGZ1|HPSE_MOUSE	tr|A0A8D2JQ88|A0A8D2JQ88_SCIVU
OG0014048	sp|Q6ZQJ5|DNA2_MOUSE	tr|A0A8D2AS67|A0A8D2AS67_SCIVU
OG0014049	sp|Q80YP0|CDK3_MOUSE	tr|A0A8D2DVK7|A0A8D2DVK7_SCIVU
OG0014050	sp|Q8BFZ8|FA72A_MOUSE	tr|A0A8D2DXF0|A0A8D2DXF0_SCIVU
OG0014051	sp|Q8BHC9|FUT11_MOUSE	tr|A0A8D2D0Y8|A0A8D2D0Y8_SCIVU
OG0014052	sp|Q8BUR3|FOXJ3_MOUSE	tr|A0A8D2BFG1|A0A8D2BFG1_SCIVU
OG0014053	sp|Q8BWD2|IP6K3_MOUSE	tr|A0A8D2BD64|A0A8D2BD64_SCIVU
OG0014054	sp|Q8C9R9|EFCB8_MOUSE	tr|A0A8D2CL62|A0A8D2CL62_SCIVU
OG0014055	sp|Q8CHK2|REL3_MOUSE	tr|A0A8D2DZP2|A0A8D2DZP2_SCIVU
OG0014056	sp|Q921P9|TCAL1_MOUSE	tr|A0A8D2DQ78|A0A8D2DQ78_SCIVU
OG0014057	sp|Q925U4|EDEM1_MOUSE	tr|A0A8D2JT50|A0A8D2JT50_SCIVU
OG0014058	sp|Q99JT2|STK26_MOUSE	tr|A0A8D2D4J5|A0A8D2D4J5_SCIVU
OG0014059	sp|Q99ME9|GTPB4_MOUSE	tr|A0A8D2ASI0|A0A8D2ASI0_SCIVU
OG0014060	sp|Q99ML4|DIK1B_MOUSE	tr|A0A8D2DWU0|A0A8D2DWU0_SCIVU
OG0014061	sp|Q9CYS6|CB072_MOUSE	tr|A0A8D2CWH0|A0A8D2CWH0_SCIVU
OG0014062	sp|Q9D952|EVPL_MOUSE	tr|A0A8D2DY34|A0A8D2DY34_SCIVU
OG0014063	sp|Q9DB54|F216A_MOUSE	tr|A0A8D2CPG9|A0A8D2CPG9_SCIVU
OG0014064	sp|Q9DC33|HM20A_MOUSE	tr|A0A8D2B361|A0A8D2B361_SCIVU
OG0014065	sp|Q9ER74|SALL1_MOUSE	tr|A0A8D2E409|A0A8D2E409_SCIVU
OG0014066	sp|Q9JIT1|RNF32_MOUSE	tr|A0A8D2ATR4|A0A8D2ATR4_SCIVU
OG0014067	sp|Q9QUK6|TLR4_MOUSE	tr|A0A8D2D1K7|A0A8D2D1K7_SCIVU
OG0014068	sp|Q9QYK9|KCC1B_MOUSE	tr|A0A8D2DKA1|A0A8D2DKA1_SCIVU
OG0014069	sp|Q9R022|DJC12_MOUSE	tr|A0A8D2AW17|A0A8D2AW17_SCIVU
OG0014070	tr|A2ACQ1|A2ACQ1_MOUSE	tr|A0A8D2DK57|A0A8D2DK57_SCIVU
OG0014071	sp|A2AFE9|PRR32_MOUSE	tr|A0A8D2B9I4|A0A8D2B9I4_SCIVU
OG0014072	sp|A2AI08|TPRN_MOUSE	tr|A0A8D2DI86|A0A8D2DI86_SCIVU
OG0014073	sp|B2RY56|RBM25_MOUSE	tr|A0A8D2B1V9|A0A8D2B1V9_SCIVU
OG0014074	sp|E9PVD1|CCD62_MOUSE	tr|A0A8D2D334|A0A8D2D334_SCIVU
OG0014075	sp|F7A4A7|OTOGL_MOUSE	tr|A0A8D2E0G8|A0A8D2E0G8_SCIVU
OG0014076	tr|G3X9F6|G3X9F6_MOUSE	tr|A0A8D2JI15|A0A8D2JI15_SCIVU
OG0014077	sp|O08796|EF2K_MOUSE	tr|A0A8D2E240|A0A8D2E240_SCIVU
OG0014078	sp|O08808|DIAP1_MOUSE	tr|A0A8D2D897|A0A8D2D897_SCIVU
OG0014079	sp|O09117|SYPL1_MOUSE	tr|A0A8D2DVN9|A0A8D2DVN9_SCIVU
OG0014080	sp|O88448|KLC2_MOUSE	tr|A0A8D2B284|A0A8D2B284_SCIVU
OG0014081	sp|P14106|C1QB_MOUSE	tr|A0A8D2AVV7|A0A8D2AVV7_SCIVU
OG0014082	sp|P18894|OXDA_MOUSE	tr|A0A8D2B0Y8|A0A8D2B0Y8_SCIVU
OG0014083	sp|P54726|RD23A_MOUSE	tr|A0A8D2DDP2|A0A8D2DDP2_SCIVU
OG0014084	sp|P59470|RPC2_MOUSE	tr|A0A8D2CW65|A0A8D2CW65_SCIVU
OG0014085	sp|P60487|PLPP_MOUSE	tr|A0A8D2CSK2|A0A8D2CSK2_SCIVU
OG0014086	sp|P97497|SHBG_MOUSE	tr|A0A8D2D608|A0A8D2D608_SCIVU
OG0014087	sp|Q01147|CREB1_MOUSE	tr|A0A8D2AN63|A0A8D2AN63_SCIVU
OG0014088	sp|Q3UIL6|PKHA7_MOUSE	tr|A0A8D2B2U7|A0A8D2B2U7_SCIVU
OG0014089	sp|Q4V9Z5|SE6L2_MOUSE	tr|A0A8D2JSA1|A0A8D2JSA1_SCIVU
OG0014090	sp|Q64331|MYO6_MOUSE	tr|A0A8D2B0F9|A0A8D2B0F9_SCIVU
OG0014091	sp|Q69ZI1|SH3R1_MOUSE	tr|A0A8D2CKV1|A0A8D2CKV1_SCIVU
OG0014092	sp|Q6NXI6|RPRD2_MOUSE	tr|A0A8D2CJZ8|A0A8D2CJZ8_SCIVU
OG0014093	sp|Q6PDH0|PHLB1_MOUSE	tr|A0A8D2JK70|A0A8D2JK70_SCIVU
OG0014094	sp|Q7TQ33|RGMB_MOUSE	tr|A0A8D2JPD0|A0A8D2JPD0_SCIVU
OG0014095	sp|Q80UK7|SAS6_MOUSE	tr|A0A8D2AR40|A0A8D2AR40_SCIVU
OG0014096	sp|Q8BFY7|PIMRE_MOUSE	tr|A0A8D2CY60|A0A8D2CY60_SCIVU
OG0014097	sp|Q8BGQ4|POMT2_MOUSE	tr|A0A8D2DQA3|A0A8D2DQA3_SCIVU
OG0014098	sp|Q8BRU6|VMAT2_MOUSE	tr|A0A8D2API6|A0A8D2API6_SCIVU
OG0014099	sp|Q8BS40|CPTP_MOUSE	tr|A0A8D2AC68|A0A8D2AC68_SCIVU
OG0014100	sp|Q8BTS4|NUP54_MOUSE	tr|A0A8D2JGC7|A0A8D2JGC7_SCIVU
OG0014101	sp|Q8BUG2|CNDP1_MOUSE	tr|A0A8D2B7S2|A0A8D2B7S2_SCIVU
OG0014102	sp|Q8CB62|CNTRB_MOUSE	tr|A0A8D2JJ64|A0A8D2JJ64_SCIVU
OG0014103	sp|Q8CDG1|PIWL2_MOUSE	tr|A0A8D2AT16|A0A8D2AT16_SCIVU
OG0014104	sp|Q8CIQ6|MTR1B_MOUSE	tr|A0A8D2JSB8|A0A8D2JSB8_SCIVU
OG0014105	sp|Q8R2K4|TAF6L_MOUSE	tr|A0A8D2CMQ0|A0A8D2CMQ0_SCIVU
OG0014106	sp|Q8R3P7|CLUA1_MOUSE	tr|A0A8D2D9N1|A0A8D2D9N1_SCIVU
OG0014107	sp|Q8R4E4|MYOZ3_MOUSE	tr|A0A8D2AXK0|A0A8D2AXK0_SCIVU
OG0014108	sp|Q924I3|ACKR4_MOUSE	tr|A0A8D2JJ90|A0A8D2JJ90_SCIVU
OG0014109	sp|Q99LU8|CF062_MOUSE	tr|A0A8D2CWB2|A0A8D2CWB2_SCIVU
OG0014110	sp|Q99N43|KREM1_MOUSE	tr|A0A8D2D1W3|A0A8D2D1W3_SCIVU
OG0014111	sp|Q9CPW3|RM54_MOUSE	tr|A0A8D2JSG6|A0A8D2JSG6_SCIVU
OG0014112	sp|Q9CXP9|EXO5_MOUSE	tr|A0A8D2BDT4|A0A8D2BDT4_SCIVU
OG0014113	sp|Q9D799|FMT_MOUSE	tr|A0A8D2DT46|A0A8D2DT46_SCIVU
OG0014114	sp|Q9DC22|DCAF6_MOUSE	tr|A0A8D2B1Z0|A0A8D2B1Z0_SCIVU
OG0014115	sp|Q9ERZ4|ACM2_MOUSE	tr|A0A8D2DFD0|A0A8D2DFD0_SCIVU
OG0014116	sp|Q9ES30|C1QT3_MOUSE	tr|A0A8D2CQ43|A0A8D2CQ43_SCIVU
OG0014117	sp|Q9EST8|IKBZ_MOUSE	tr|A0A8D2DHK4|A0A8D2DHK4_SCIVU
OG0014118	sp|Q9R1C7|PR40A_MOUSE	tr|A0A8D2B142|A0A8D2B142_SCIVU
OG0014119	sp|Q9R1Q7|PLP2_MOUSE	tr|A0A8D2DHN6|A0A8D2DHN6_SCIVU
OG0014120	sp|Q9Z2E5|ATOH7_MOUSE	tr|A0A8D2CML4|A0A8D2CML4_SCIVU
OG0014121	tr|E9Q9A6|E9Q9A6_MOUSE	tr|A0A8D2CN00|A0A8D2CN00_SCIVU
OG0014122	tr|G3X9D6|G3X9D6_MOUSE	tr|A0A8D2B1V6|A0A8D2B1V6_SCIVU
OG0014123	sp|O09165|CASQ1_MOUSE	tr|A0A8D2CPK7|A0A8D2CPK7_SCIVU
OG0014124	sp|O35166|GOSR2_MOUSE	tr|A0A8D2AY58|A0A8D2AY58_SCIVU
OG0014125	sp|O35565|FGF10_MOUSE	tr|A0A8D2BA79|A0A8D2BA79_SCIVU
OG0014126	sp|O54967|ACK1_MOUSE	tr|A0A8D2CXJ3|A0A8D2CXJ3_SCIVU
OG0014127	sp|O54990|PROM1_MOUSE	tr|A0A8D2AVK3|A0A8D2AVK3_SCIVU
OG0014128	sp|P09079|HXB5_MOUSE	tr|A0A8D2DEW3|A0A8D2DEW3_SCIVU
OG0014129	sp|P10628|HXD4_MOUSE	tr|A0A8D2ANW6|A0A8D2ANW6_SCIVU
OG0014130	sp|P18572|BASI_MOUSE	tr|A0A8D2DZH0|A0A8D2DZH0_SCIVU
OG0014131	sp|P39428|TRAF1_MOUSE	tr|A0A8D2D4C4|A0A8D2D4C4_SCIVU
OG0014132	sp|P50592|TNF10_MOUSE	tr|A0A8D2BB35|A0A8D2BB35_SCIVU
OG0014133	sp|P52734|FGD1_MOUSE	tr|A0A8D2CU10|A0A8D2CU10_SCIVU
OG0014134	sp|P56916|GSC2_MOUSE	tr|A0A8D2B739|A0A8D2B739_SCIVU
OG0014135	sp|P57791|FACE2_MOUSE	tr|A0A8D2B232|A0A8D2B232_SCIVU
OG0014136	sp|P81066|IRX2_MOUSE	tr|A0A8D2AZY6|A0A8D2AZY6_SCIVU
OG0014137	sp|P97315|CSRP1_MOUSE	tr|A0A8D2CUS8|A0A8D2CUS8_SCIVU
OG0014138	sp|P97470|PP4C_MOUSE	tr|A0A8D2DTT0|A0A8D2DTT0_SCIVU
OG0014139	sp|Q01705|NOTC1_MOUSE	tr|A0A8D2JTD3|A0A8D2JTD3_SCIVU
OG0014140	sp|Q02614|S30BP_MOUSE	tr|A0A8D2AYR5|A0A8D2AYR5_SCIVU
OG0014141	sp|Q06649|3BP2_MOUSE	tr|A0A8D2D995|A0A8D2D995_SCIVU
OG0014142	sp|Q14BJ1|FA89A_MOUSE	tr|A0A8D2B7V9|A0A8D2B7V9_SCIVU
OG0014143	sp|Q3UAW9|BRF2_MOUSE	tr|A0A8D2D1B3|A0A8D2D1B3_SCIVU
OG0014144	sp|Q3UHD2|GFOD1_MOUSE	tr|A0A8D2JJK0|A0A8D2JJK0_SCIVU
OG0014145	sp|Q3UVY5|PCX4_MOUSE	tr|A0A8D2AMA4|A0A8D2AMA4_SCIVU
OG0014146	sp|Q4FZC9|SYNE3_MOUSE	tr|A0A8D2AQR8|A0A8D2AQR8_SCIVU
OG0014147	sp|Q61616|DRD1_MOUSE	tr|A0A8D2CUR7|A0A8D2CUR7_SCIVU
OG0014148	sp|Q62048|PEA15_MOUSE	tr|A0A8D2BA09|A0A8D2BA09_SCIVU
OG0014149	sp|Q62392|PHLA1_MOUSE	tr|A0A8D2DVB8|A0A8D2DVB8_SCIVU
OG0014150	sp|Q64112|IFIT2_MOUSE	tr|A0A8D2ALG6|A0A8D2ALG6_SCIVU
OG0014151	sp|Q6PD05|ZN821_MOUSE	tr|A0A8D2DWQ8|A0A8D2DWQ8_SCIVU
OG0014152	sp|Q6PFY9|CC14B_MOUSE	tr|A0A8D2B195|A0A8D2B195_SCIVU
OG0014153	sp|Q71FD7|FBLI1_MOUSE	tr|A0A8D2B996|A0A8D2B996_SCIVU
OG0014154	sp|Q7TML3|S35F2_MOUSE	tr|A0A8D2DKA5|A0A8D2DKA5_SCIVU
OG0014155	sp|Q7TT28|REXO1_MOUSE	tr|A0A8D2DI34|A0A8D2DI34_SCIVU
OG0014156	sp|Q80TG9|LRFN2_MOUSE	tr|A0A8D2AWA5|A0A8D2AWA5_SCIVU
OG0014157	sp|Q80XA6|REPS2_MOUSE	tr|A0A8D2E4B2|A0A8D2E4B2_SCIVU
OG0014158	sp|Q8BGN2|CD033_MOUSE	tr|A0A8D2AX48|A0A8D2AX48_SCIVU
OG0014159	sp|Q8BL06|UBP54_MOUSE	tr|A0A8D2D2C2|A0A8D2D2C2_SCIVU
OG0014160	sp|Q8BYK6|YTHD3_MOUSE	tr|A0A8D2D650|A0A8D2D650_SCIVU
OG0014161	sp|Q8C206|GP157_MOUSE	tr|A0A8D2AWY5|A0A8D2AWY5_SCIVU
OG0014162	sp|Q8CHJ2|AQP12_MOUSE	tr|A0A8D2B5Y1|A0A8D2B5Y1_SCIVU
OG0014163	sp|Q8CHW4|EI2BE_MOUSE	tr|A0A8D2AS85|A0A8D2AS85_SCIVU
OG0014164	sp|Q8JZW8|PNMA3_MOUSE	tr|A0A8D2DRS0|A0A8D2DRS0_SCIVU
OG0014165	sp|Q8K3F2|MMP21_MOUSE	tr|A0A8D2AK59|A0A8D2AK59_SCIVU
OG0014166	sp|Q8R0F3|SUMF1_MOUSE	tr|A0A8D2E4K0|A0A8D2E4K0_SCIVU
OG0014167	sp|Q8R1L8|ANGL8_MOUSE	tr|A0A8D2DYV9|A0A8D2DYV9_SCIVU
OG0014168	sp|Q8VE08|FBX33_MOUSE	tr|A0A8D2AIG7|A0A8D2AIG7_SCIVU
OG0014169	sp|Q91VS8|FARP2_MOUSE	tr|A0A8D2CTS0|A0A8D2CTS0_SCIVU
OG0014170	sp|Q923B6|STEA4_MOUSE	tr|A0A8D2BFD7|A0A8D2BFD7_SCIVU
OG0014171	sp|Q99LT0|DPY30_MOUSE	tr|A0A8D2DZK2|A0A8D2DZK2_SCIVU
OG0014172	sp|Q99P69|NUF2_MOUSE	tr|A0A8D2CQE2|A0A8D2CQE2_SCIVU
OG0014173	sp|Q9CPQ8|ATP5L_MOUSE	tr|A0A8D2E0G3|A0A8D2E0G3_SCIVU
OG0014174	sp|Q9CQ19|MYL9_MOUSE	tr|A0A8D2JMC4|A0A8D2JMC4_SCIVU
OG0014175	sp|Q9CYI0|NJMU_MOUSE	tr|A0A8D2DAB2|A0A8D2DAB2_SCIVU
OG0014176	sp|Q9CZJ2|HS12B_MOUSE	tr|A0A8D2B6F8|A0A8D2B6F8_SCIVU
OG0014177	sp|Q9D1C1|UBE2C_MOUSE	tr|A0A8D2AI91|A0A8D2AI91_SCIVU
OG0014178	sp|Q9EQK7|ICMT_MOUSE	tr|A0A8D2AJH8|A0A8D2AJH8_SCIVU
OG0014179	sp|Q9ESN3|PGAP6_MOUSE	tr|A0A8D2DNH5|A0A8D2DNH5_SCIVU
OG0014180	sp|Q9ET80|JPH1_MOUSE	tr|A0A8D2ALQ9|A0A8D2ALQ9_SCIVU
OG0014181	sp|Q9JIX9|FASTK_MOUSE	tr|A0A8D2B3G7|A0A8D2B3G7_SCIVU
OG0014182	sp|Q9JJQ0|PIGB_MOUSE	tr|A0A8D2B3K6|A0A8D2B3K6_SCIVU
OG0014183	sp|Q9QZH6|ECSIT_MOUSE	tr|A0A8D2DY16|A0A8D2DY16_SCIVU
OG0014184	sp|Q9WU22|PTN4_MOUSE	tr|A0A8D2AK95|A0A8D2AK95_SCIVU
OG0014185	sp|Q9Z172|SUMO3_MOUSE	tr|A0A8D2DRZ8|A0A8D2DRZ8_SCIVU
OG0014186	sp|Q9Z1K5|ARI1_MOUSE	tr|A0A8D2JJQ6|A0A8D2JJQ6_SCIVU
OG0014187	sp|Q9Z211|PX11A_MOUSE	tr|A0A8D2AX28|A0A8D2AX28_SCIVU
OG0014188	sp|A1A547|PGRP3_MOUSE	tr|A0A8D2CQJ1|A0A8D2CQJ1_SCIVU
OG0014189	sp|A2RSX7|TYW5_MOUSE	tr|A0A8D2ASQ1|A0A8D2ASQ1_SCIVU
OG0014190	sp|A6H694|LRC63_MOUSE	tr|A0A8D2AH21|A0A8D2AH21_SCIVU
OG0014191	sp|D6MZJ6|NSMA5_MOUSE	tr|A0A8D2AKM9|A0A8D2AKM9_SCIVU
OG0014192	tr|F8VPJ6|F8VPJ6_MOUSE	tr|A0A8D2B7M0|A0A8D2B7M0_SCIVU
OG0014193	sp|O54931|AKAP2_MOUSE	tr|A0A8D2D4K9|A0A8D2D4K9_SCIVU
OG0014194	sp|O88199|CHST3_MOUSE	tr|A0A8D2JP83|A0A8D2JP83_SCIVU
OG0014195	sp|O88908|SOAT2_MOUSE	tr|A0A8D2DSP9|A0A8D2DSP9_SCIVU
OG0014196	sp|P03958|ADA_MOUSE	tr|A0A8D2AFG8|A0A8D2AFG8_SCIVU
OG0014197	sp|P16056|MET_MOUSE	tr|A0A8D2DEM7|A0A8D2DEM7_SCIVU
OG0014198	sp|P28230|CXB1_MOUSE	tr|A0A8D2CZP3|A0A8D2CZP3_SCIVU
OG0014199	sp|P35123|UBP4_MOUSE	tr|A0A8D2DGI5|A0A8D2DGI5_SCIVU
OG0014200	sp|P36552|HEM6_MOUSE	tr|A0A8D2D6J4|A0A8D2D6J4_SCIVU
OG0014201	sp|P47802|MTX1_MOUSE	tr|A0A8D2DEW4|A0A8D2DEW4_SCIVU
OG0014202	sp|P48754|BRCA1_MOUSE	tr|A0A8D2AN50|A0A8D2AN50_SCIVU
OG0014203	sp|P50289|ASPX_MOUSE	tr|A0A8D2DDD6|A0A8D2DDD6_SCIVU
OG0014204	sp|P70160|CALC_MOUSE	tr|A0A8D2CQ75|A0A8D2CQ75_SCIVU
OG0014205	sp|P97927|LAMA4_MOUSE	tr|A0A8D2BD17|A0A8D2BD17_SCIVU
OG0014206	sp|Q2VPQ9|EAF6_MOUSE	tr|A0A8D2ALI8|A0A8D2ALI8_SCIVU
OG0014207	sp|Q3UHC7|DAB2P_MOUSE	tr|A0A8D2DCW8|A0A8D2DCW8_SCIVU
OG0014208	sp|Q3URY6|ARMC2_MOUSE	tr|A0A8D2D8F6|A0A8D2D8F6_SCIVU
OG0014209	sp|Q5DTT1|NEXMI_MOUSE	tr|A0A8D2D3K8|A0A8D2D3K8_SCIVU
OG0014210	sp|Q61549|AGRE1_MOUSE	tr|A0A8D2DYY3|A0A8D2DYY3_SCIVU
OG0014211	sp|Q62084|PP14B_MOUSE	tr|A0A8D2DEM8|A0A8D2DEM8_SCIVU
OG0014212	sp|Q6NZC7|S23IP_MOUSE	tr|A0A8D2ARZ3|A0A8D2ARZ3_SCIVU
OG0014213	sp|Q6P1J0|MANEL_MOUSE	tr|A0A8D2ASR5|A0A8D2ASR5_SCIVU
OG0014214	sp|Q6XUX1|DUSTY_MOUSE	tr|A0A8D2AWE1|A0A8D2AWE1_SCIVU
OG0014215	sp|Q7TT37|ELP1_MOUSE	tr|A0A8D2CZR4|A0A8D2CZR4_SCIVU
OG0014216	sp|Q80V53|CHSTE_MOUSE	tr|A0A8D2CPW0|A0A8D2CPW0_SCIVU
OG0014217	sp|Q80X80|C2C2L_MOUSE	tr|A0A8D2D582|A0A8D2D582_SCIVU
OG0014218	sp|Q811B5|PRR3_MOUSE	tr|A0A8D2CNZ7|A0A8D2CNZ7_SCIVU
OG0014219	sp|Q8BI99|ZN879_MOUSE	tr|A0A8D2AQV5|A0A8D2AQV5_SCIVU
OG0014220	sp|Q8BIZ1|ANS1B_MOUSE	tr|A0A8D2B3Y5|A0A8D2B3Y5_SCIVU
OG0014221	sp|Q8BKC8|PI4KB_MOUSE	tr|A0A8D2AMW5|A0A8D2AMW5_SCIVU
OG0014222	sp|Q8BKT7|THOC5_MOUSE	tr|A0A8D2DB17|A0A8D2DB17_SCIVU
OG0014223	sp|Q8BQH6|CDCP2_MOUSE	tr|A0A8D2ATK8|A0A8D2ATK8_SCIVU
OG0014224	sp|Q8BWB1|SYP2L_MOUSE	tr|A0A8D2D114|A0A8D2D114_SCIVU
OG0014225	sp|Q8CFP6|DJC27_MOUSE	tr|A0A8D2DRV9|A0A8D2DRV9_SCIVU
OG0014226	sp|Q8CI12|SMTL2_MOUSE	tr|A0A8D2D3L0|A0A8D2D3L0_SCIVU
OG0014227	sp|Q8K4T3|STRAB_MOUSE	tr|A0A8D2ATF3|A0A8D2ATF3_SCIVU
OG0014228	sp|Q8QZV7|INT13_MOUSE	tr|A0A8D2D2L9|A0A8D2D2L9_SCIVU
OG0014229	sp|Q8VBW6|ULA1_MOUSE	tr|A0A8D2E3F8|A0A8D2E3F8_SCIVU
OG0014230	sp|Q91V09|WDR13_MOUSE	tr|A0A8D2DPL6|A0A8D2DPL6_SCIVU
OG0014231	sp|Q921G7|ETFD_MOUSE	tr|A0A8D2BDS8|A0A8D2BDS8_SCIVU
