Orthogroup	Mus_musculus	Pan_paniscus
OG0011222	sp|Q3TLI0|TPC10_MOUSE	tr|A0A2R9AEE3|A0A2R9AEE3_PANPA
OG0011223	sp|Q3U2E2|ZMYM5_MOUSE	tr|A0A2R9B370|A0A2R9B370_PANPA
OG0011224	sp|Q3UUE9|ANKUB_MOUSE	tr|A0A2R8ZVM3|A0A2R8ZVM3_PANPA
OG0011225	sp|Q3V2A7|QRIC2_MOUSE	tr|A0A2R9AGW4|A0A2R9AGW4_PANPA
OG0011226	sp|Q5SFM8|RBM27_MOUSE	tr|A0A2R9BVA6|A0A2R9BVA6_PANPA
OG0011227	sp|Q5SW28|PI3R5_MOUSE	tr|A0A2R9BCR5|A0A2R9BCR5_PANPA
OG0011228	sp|Q60680|IKKA_MOUSE	tr|A0A2R9BMS4|A0A2R9BMS4_PANPA
OG0011229	sp|Q61136|PRP4B_MOUSE	tr|A0A2R9BYC3|A0A2R9BYC3_PANPA
OG0011230	sp|Q6NS65|GPR17_MOUSE	tr|A0A2R9AB77|A0A2R9AB77_PANPA
OG0011231	sp|Q6PB75|PAPD7_MOUSE	tr|A0A2R9B2I3|A0A2R9B2I3_PANPA
OG0011232	sp|Q7TMF5|SPA12_MOUSE	tr|A0A2R9BFZ1|A0A2R9BFZ1_PANPA
OG0011233	sp|Q8BG40|KTNB1_MOUSE	tr|A0A2R9BH03|A0A2R9BH03_PANPA
OG0011234	sp|Q8BHK2|SCN3B_MOUSE	tr|A0A2R9AKY8|A0A2R9AKY8_PANPA
OG0011235	sp|Q8BRG6|KLH24_MOUSE	tr|A0A2R9B4A0|A0A2R9B4A0_PANPA
OG0011236	sp|Q8BYJ6|TBCD4_MOUSE	tr|A0A2R9C9G5|A0A2R9C9G5_PANPA
OG0011237	sp|Q8CEF1|FEM1C_MOUSE	tr|A0A2R9BU13|A0A2R9BU13_PANPA
OG0011238	sp|Q8CHX6|MBTP2_MOUSE	tr|A0A2R9AY97|A0A2R9AY97_PANPA
OG0011239	sp|Q8R0F6|ILKAP_MOUSE	tr|A0A2R9CGB5|A0A2R9CGB5_PANPA
OG0011240	sp|Q8R0Z6|ANGL6_MOUSE	tr|A0A2R9CR21|A0A2R9CR21_PANPA
OG0011241	sp|Q8R1Q8|DC1L1_MOUSE	tr|A0A2R9BEJ1|A0A2R9BEJ1_PANPA
OG0011242	sp|Q8VCF0|MAVS_MOUSE	tr|A0A2R8ZQS6|A0A2R8ZQS6_PANPA
OG0011243	sp|Q8VDV0|ITGBL_MOUSE	tr|A0A2R9BE21|A0A2R9BE21_PANPA
OG0011244	sp|Q91W78|USB1_MOUSE	tr|A0A2R9CAG8|A0A2R9CAG8_PANPA
OG0011245	sp|Q91YP6|ELMD3_MOUSE	tr|A0A2R8ZTF8|A0A2R8ZTF8_PANPA
OG0011246	sp|Q99JG3|ANX13_MOUSE	tr|A0A2R8ZMF2|A0A2R8ZMF2_PANPA
OG0011247	sp|Q99KE8|ZFP64_MOUSE	tr|A0A2R9A1X7|A0A2R9A1X7_PANPA
OG0011248	sp|Q9D1C8|VPS28_MOUSE	tr|A0A2R9CK01|A0A2R9CK01_PANPA
OG0011249	sp|Q9EQN9|S19A2_MOUSE	tr|A0A2R9CL39|A0A2R9CL39_PANPA
OG0011250	sp|Q9JIG7|CCD22_MOUSE	tr|A0A2R9BV45|A0A2R9BV45_PANPA
OG0011251	sp|Q9JJ78|TOPK_MOUSE	tr|A0A2R9BM81|A0A2R9BM81_PANPA
OG0011252	sp|Q9JKV7|EXTL1_MOUSE	tr|A0A2R8ZH51|A0A2R8ZH51_PANPA
OG0011253	sp|Q9QYJ1|SIA7E_MOUSE	tr|A0A2R8ZNL1|A0A2R8ZNL1_PANPA
OG0011254	sp|Q9QZN3|FBX8_MOUSE	tr|A0A2R9B719|A0A2R9B719_PANPA
OG0011255	sp|Q9R0S2|MMP24_MOUSE	tr|A0A2R9A2M0|A0A2R9A2M0_PANPA
OG0011256	sp|A2AKB4|FRPD1_MOUSE	tr|A0A2R9C1B0|A0A2R9C1B0_PANPA
OG0011257	sp|B1AXP6|TOM5_MOUSE	tr|A0A2R9BPS6|A0A2R9BPS6_PANPA
OG0011258	sp|B2RWJ3|TM240_MOUSE	tr|A0A2R9B9D6|A0A2R9B9D6_PANPA
OG0011259	tr|F8VQK3|F8VQK3_MOUSE	tr|A0A2R9CQR6|A0A2R9CQR6_PANPA
OG0011260	sp|O08795|GLU2B_MOUSE	tr|A0A2R9BCJ7|A0A2R9BCJ7_PANPA
OG0011261	sp|O09172|GSH0_MOUSE	tr|A0A2R9CBK9|A0A2R9CBK9_PANPA
OG0011262	sp|O35681|SYT3_MOUSE	tr|A0A2R9BWD3|A0A2R9BWD3_PANPA
OG0011263	sp|O54915|NR1I2_MOUSE	tr|A0A2R9A677|A0A2R9A677_PANPA
OG0011264	sp|O55111|DSG2_MOUSE	tr|A0A2R8ZWU9|A0A2R8ZWU9_PANPA
OG0011265	sp|O70433|FHL2_MOUSE	tr|A0A2R9B8V2|A0A2R9B8V2_PANPA
OG0011266	sp|P09021|HXA5_MOUSE	tr|A0A2R9CM15|A0A2R9CM15_PANPA
OG0011267	sp|P16305|GBRA6_MOUSE	tr|A0A2R8ZQ75|A0A2R8ZQ75_PANPA
OG0011268	sp|P24270|CATA_MOUSE	tr|A0A2R9BSM0|A0A2R9BSM0_PANPA
OG0011269	sp|P24788|CD11B_MOUSE	tr|A0A2R9AV54|A0A2R9AV54_PANPA
OG0011270	sp|P31313|HXC11_MOUSE	tr|A0A2R9CK06|A0A2R9CK06_PANPA
OG0011271	sp|P47806|GLI1_MOUSE	tr|A0A2R9CQM3|A0A2R9CQM3_PANPA
OG0011272	sp|P54099|DPOG1_MOUSE	tr|A0A2R9CIN0|A0A2R9CIN0_PANPA
OG0011273	sp|P59438|HPS5_MOUSE	tr|A0A2R9BX44|A0A2R9BX44_PANPA
OG0011274	sp|P97864|CASP7_MOUSE	tr|A0A2R9BDG5|A0A2R9BDG5_PANPA
OG0011275	sp|Q00422|GABPA_MOUSE	tr|A0A2R9B7F0|A0A2R9B7F0_PANPA
OG0011276	sp|Q03526|ITK_MOUSE	tr|A0A2R9AHL5|A0A2R9AHL5_PANPA
OG0011277	sp|Q07076|ANXA7_MOUSE	tr|A0A2R9BJM4|A0A2R9BJM4_PANPA
OG0011278	sp|Q07235|GDN_MOUSE	tr|A0A2R9C5Q2|A0A2R9C5Q2_PANPA
OG0011279	sp|Q08376|ZBT14_MOUSE	tr|A0A2R8ZLT6|A0A2R8ZLT6_PANPA
OG0011280	sp|Q0P5V9|S45A4_MOUSE	tr|A0A2R9A4D9|A0A2R9A4D9_PANPA
OG0011281	sp|Q3TMH2|SCRN3_MOUSE	tr|A0A2R9AM08|A0A2R9AM08_PANPA
OG0011282	sp|Q3UQ84|SYTM_MOUSE	tr|A0A2R9C9N8|A0A2R9C9N8_PANPA
OG0011283	sp|Q4VAH7|HECA2_MOUSE	tr|A0A2R9BIF2|A0A2R9BIF2_PANPA
OG0011284	sp|Q60571|CRHBP_MOUSE	tr|A0A2R9C566|A0A2R9C566_PANPA
OG0011285	sp|Q60865|CAPR1_MOUSE	tr|A0A2R8ZMJ0|A0A2R8ZMJ0_PANPA
OG0011286	sp|Q61221|HIF1A_MOUSE	tr|A0A2R9A232|A0A2R9A232_PANPA
OG0011287	sp|Q61526|ERBB3_MOUSE	tr|A0A2R9B6A5|A0A2R9B6A5_PANPA
OG0011288	sp|Q6DFV1|CNDG2_MOUSE	tr|A0A2R9C7Y8|A0A2R9C7Y8_PANPA
OG0011289	sp|Q6NZE7|PBIR2_MOUSE	tr|A0A2R9AZH7|A0A2R9AZH7_PANPA
OG0011290	sp|Q6P8J2|SAT2_MOUSE	tr|A0A2R9BW81|A0A2R9BW81_PANPA
OG0011291	sp|Q76LL6|FHOD3_MOUSE	tr|A0A2R9AP65|A0A2R9AP65_PANPA
OG0011292	sp|Q80WQ2|VAC14_MOUSE	tr|A0A2R8ZXL9|A0A2R8ZXL9_PANPA
OG0011293	sp|Q80XU8|LRFN4_MOUSE	tr|A0A2R9A0Z5|A0A2R9A0Z5_PANPA
OG0011294	sp|Q812G0|MGT4A_MOUSE	tr|A0A2R9C8F8|A0A2R9C8F8_PANPA
OG0011295	sp|Q8BFZ9|ERLN2_MOUSE	tr|A0A2R9B717|A0A2R9B717_PANPA
OG0011296	sp|Q8BMS4|COQ3_MOUSE	tr|A0A2R8ZCE2|A0A2R8ZCE2_PANPA
OG0011297	sp|Q8C0L0|TMX4_MOUSE	tr|A0A2R9AIB7|A0A2R9AIB7_PANPA
OG0011298	sp|Q8CHS4|PLCX1_MOUSE	tr|A0A2R8ZBJ7|A0A2R8ZBJ7_PANPA
OG0011299	sp|Q8CI19|PDGFC_MOUSE	tr|A0A2R9BRW3|A0A2R9BRW3_PANPA
OG0011300	sp|Q8K045|PKN3_MOUSE	tr|A0A2R9CI17|A0A2R9CI17_PANPA
OG0011301	sp|Q8K2L8|TPC12_MOUSE	tr|A0A2R8ZUX9|A0A2R8ZUX9_PANPA
OG0011302	sp|Q8K4K6|PANK1_MOUSE	tr|A0A2R9CIA1|A0A2R9CIA1_PANPA
OG0011303	sp|Q8R1B5|CPLX3_MOUSE	tr|A0A2R9CGT7|A0A2R9CGT7_PANPA
OG0011304	sp|Q8VHH8|IL25_MOUSE	tr|A0A2R8ZT80|A0A2R8ZT80_PANPA
OG0011305	sp|Q91VY5|KDM4B_MOUSE	tr|A0A2R9BCV5|A0A2R9BCV5_PANPA
OG0011306	sp|Q922H2|PDK3_MOUSE	tr|A0A2R9CS68|A0A2R9CS68_PANPA
OG0011307	sp|Q923T7|TRIM7_MOUSE	tr|A0A2R9ACR3|A0A2R9ACR3_PANPA
OG0011308	sp|Q99K90|TAB2_MOUSE	tr|A0A2R9AA75|A0A2R9AA75_PANPA
OG0011309	sp|Q99LG4|TTC5_MOUSE	tr|A0A2R9BP76|A0A2R9BP76_PANPA
OG0011310	sp|Q9CQK1|ZNHI3_MOUSE	tr|A0A2R8ZDN2|A0A2R8ZDN2_PANPA
OG0011311	sp|Q9CQW5|LEG2_MOUSE	tr|A0A2R9BEL1|A0A2R9BEL1_PANPA
OG0011312	sp|Q9CQX0|OTUB2_MOUSE	tr|A0A2R9A3M9|A0A2R9A3M9_PANPA
OG0011313	sp|Q9CR96|TM208_MOUSE	tr|A0A2R8ZTD7|A0A2R8ZTD7_PANPA
OG0011314	sp|Q9DAA3|CD036_MOUSE	tr|A0A2R9CS01|A0A2R9CS01_PANPA
OG0011315	sp|Q9DAI4|ZBT43_MOUSE	tr|A0A2R8ZL81|A0A2R8ZL81_PANPA
OG0011316	sp|Q9QXM0|ABHD2_MOUSE	tr|A0A2R9CGJ1|A0A2R9CGJ1_PANPA
OG0011317	sp|Q9WTK7|STK11_MOUSE	tr|A0A2R9CP11|A0A2R9CP11_PANPA
OG0011318	sp|Q9WTX2|PRKRA_MOUSE	tr|A0A2R9CK60|A0A2R9CK60_PANPA
OG0011320	sp|D3Z7Q2|SIM20_MOUSE	tr|A0A2R9BG97|A0A2R9BG97_PANPA
OG0011321	tr|E9Q9Q2|E9Q9Q2_MOUSE	tr|A0A2R8ZXT3|A0A2R8ZXT3_PANPA
OG0011322	sp|O88673|DGKA_MOUSE	tr|A0A2R8ZB93|A0A2R8ZB93_PANPA
OG0011323	sp|O88816|SNAT_MOUSE	tr|A0A2R9CF18|A0A2R9CF18_PANPA
OG0011324	sp|P23906|IRF2_MOUSE	tr|A0A2R9B110|A0A2R9B110_PANPA
OG0011325	sp|P28653|PGS1_MOUSE	tr|A0A2R9ARY7|A0A2R9ARY7_PANPA
OG0011326	sp|P49135|ERCC3_MOUSE	tr|A0A2R9B901|A0A2R9B901_PANPA
OG0011327	sp|P49194|RET3_MOUSE	tr|A0A2R8ZEW4|A0A2R8ZEW4_PANPA
OG0011328	sp|P55104|INHBC_MOUSE	tr|A0A2R9CJ24|A0A2R9CJ24_PANPA
OG0011329	sp|P62254|UB2G1_MOUSE	tr|A0A2R9B153|A0A2R9B153_PANPA
OG0011330	sp|P97298|PEDF_MOUSE	tr|A0A2R9AJQ5|A0A2R9AJQ5_PANPA
OG0011331	sp|P97350|PKP1_MOUSE	tr|A0A2R8ZKP2|A0A2R8ZKP2_PANPA
OG0011332	sp|Q0VBL3|RBM15_MOUSE	tr|A0A2R9C994|A0A2R9C994_PANPA
OG0011333	sp|Q3U6B2|GP183_MOUSE	tr|A0A2R9AV50|A0A2R9AV50_PANPA
OG0011334	sp|Q3UFB7|NTRK1_MOUSE	tr|A0A2R9B3Y6|A0A2R9B3Y6_PANPA
OG0011335	sp|Q3UQ41|TM11A_MOUSE	tr|A0A2R9C075|A0A2R9C075_PANPA
OG0011336	sp|Q4FZD7|PLK5_MOUSE	tr|A0A2R8ZSF6|A0A2R8ZSF6_PANPA
OG0011337	sp|Q5XG69|F169A_MOUSE	tr|A0A2R9CHJ9|A0A2R9CHJ9_PANPA
OG0011338	sp|Q61089|FZD6_MOUSE	tr|A0A2R9B4K7|A0A2R9B4K7_PANPA
OG0011339	sp|Q6IQY5|CEP70_MOUSE	tr|A0A2R8ZXL3|A0A2R8ZXL3_PANPA
OG0011340	sp|Q6IRU5|CLCB_MOUSE	tr|A0A2R8ZUX4|A0A2R8ZUX4_PANPA
OG0011341	sp|Q80T11|USH1G_MOUSE	tr|A0A2R9BWR5|A0A2R9BWR5_PANPA
OG0011342	sp|Q80WM5|HPLN3_MOUSE	tr|A0A2R9B7B7|A0A2R9B7B7_PANPA
OG0011343	sp|Q80WT5|AFTIN_MOUSE	tr|A0A2R9A2G3|A0A2R9A2G3_PANPA
OG0011344	sp|Q8BGX0|TRI23_MOUSE	tr|A0A2R8ZUA0|A0A2R8ZUA0_PANPA
OG0011345	sp|Q8BJ37|TYDP1_MOUSE	tr|A0A2R9AAI3|A0A2R9AAI3_PANPA
OG0011346	sp|Q8BSL4|HS3S5_MOUSE	tr|A0A2R8ZRJ5|A0A2R8ZRJ5_PANPA
OG0011347	sp|Q8BWP5|TTPA_MOUSE	tr|A0A2R9BUK3|A0A2R9BUK3_PANPA
OG0011348	sp|Q8BYM7|RSH4A_MOUSE	tr|A0A2R9BTJ4|A0A2R9BTJ4_PANPA
OG0011349	sp|Q8C767|PPR3B_MOUSE	tr|A0A2R9AP01|A0A2R9AP01_PANPA
OG0011350	sp|Q8C7U1|N4BP3_MOUSE	tr|A0A2R8ZSP7|A0A2R8ZSP7_PANPA
OG0011351	sp|Q8CDN6|TXNL1_MOUSE	tr|A0A2R9B9J8|A0A2R9B9J8_PANPA
OG0011352	sp|Q8K064|F174B_MOUSE	tr|A0A2R9B0I2|A0A2R9B0I2_PANPA
OG0011353	sp|Q8K4L4|POF1B_MOUSE	tr|A0A2R9AT78|A0A2R9AT78_PANPA
OG0011354	sp|Q8R0S6|WFKN1_MOUSE	tr|A0A2R9BAT6|A0A2R9BAT6_PANPA
OG0011355	sp|Q8VCY8|PLPR2_MOUSE	tr|A0A2R9AWN7|A0A2R9AWN7_PANPA
OG0011356	sp|Q8VD72|TTC8_MOUSE	tr|A0A2R8ZPB6|A0A2R8ZPB6_PANPA
OG0011357	sp|Q8VDY9|CAAP1_MOUSE	tr|A0A2R9BFK4|A0A2R9BFK4_PANPA
OG0011358	sp|Q8VE22|RT23_MOUSE	tr|A0A2R8ZCT2|A0A2R8ZCT2_PANPA
OG0011359	sp|Q91VJ2|CAVN3_MOUSE	tr|A0A2R9CF01|A0A2R9CF01_PANPA
OG0011360	sp|Q91W86|VPS11_MOUSE	tr|A0A2R8ZI53|A0A2R8ZI53_PANPA
OG0011361	sp|Q91YL2|RN126_MOUSE	tr|A0A2R8ZQV8|A0A2R8ZQV8_PANPA
OG0011362	sp|Q91YT8|CSCL1_MOUSE	tr|A0A2R9B2E1|A0A2R9B2E1_PANPA
OG0011363	sp|Q921E6|EED_MOUSE	tr|A0A2R9CC75|A0A2R9CC75_PANPA
OG0011364	sp|Q99M54|CDCA3_MOUSE	tr|A0A2R9B872|A0A2R9B872_PANPA
OG0011365	sp|Q9CQW3|PROZ_MOUSE	tr|A0A2R9B2Y0|A0A2R9B2Y0_PANPA
OG0011366	sp|Q9CRC8|LRC40_MOUSE	tr|A0A2R9B1I3|A0A2R9B1I3_PANPA
OG0011367	sp|Q9CX13|CNIH4_MOUSE	tr|A0A2R9BP86|A0A2R9BP86_PANPA
OG0011368	sp|Q9D5A0|SPESP_MOUSE	tr|A0A2R9C237|A0A2R9C237_PANPA
OG0011369	sp|Q9D882|F241B_MOUSE	tr|A0A2R9B1J1|A0A2R9B1J1_PANPA
OG0011370	sp|Q9DBR2|FA13C_MOUSE	tr|A0A2R8ZTY4|A0A2R8ZTY4_PANPA
OG0011371	sp|Q9DBS9|OSBL3_MOUSE	tr|A0A2R9B2X6|A0A2R9B2X6_PANPA
OG0011372	sp|Q9ER10|BSSP4_MOUSE	tr|A0A2R9CC48|A0A2R9CC48_PANPA
OG0011373	sp|Q9JLN5|ERMAP_MOUSE	tr|A0A2R9CHX4|A0A2R9CHX4_PANPA
OG0011374	sp|Q9JLV6|PNKP_MOUSE	tr|A0A2R8ZCX7|A0A2R8ZCX7_PANPA
OG0011375	sp|Q9Z1P6|NDUA7_MOUSE	tr|A0A2R9CL51|A0A2R9CL51_PANPA
OG0011376	sp|A2AIL4|NDUF6_MOUSE	tr|A0A2R8ZCF7|A0A2R8ZCF7_PANPA
OG0011377	sp|E9Q8T7|DYH1_MOUSE	tr|A0A2R9ARA9|A0A2R9ARA9_PANPA
OG0011378	sp|F6XLV1|CRCC2_MOUSE	tr|A0A2R9AXT9|A0A2R9AXT9_PANPA
OG0011379	sp|O08789|MNT_MOUSE	tr|A0A2R9CBF0|A0A2R9CBF0_PANPA
OG0011380	sp|O70166|STMN3_MOUSE	tr|A0A2R9BBX1|A0A2R9BBX1_PANPA
OG0011381	sp|O88713|KLRG1_MOUSE	tr|A0A2R9BY22|A0A2R9BY22_PANPA
OG0011382	sp|P01132|EGF_MOUSE	tr|A0A2R8Z6N6|A0A2R8Z6N6_PANPA
OG0011383	sp|P0C1T1|HXB2_MOUSE	tr|A0A2R8ZZG6|A0A2R8ZZG6_PANPA
OG0011384	sp|P0C913|OCC1_MOUSE	tr|A0A2R9BFB1|A0A2R9BFB1_PANPA
OG0011385	sp|P15089|CBPA3_MOUSE	tr|A0A2R9CLS4|A0A2R9CLS4_PANPA
OG0011386	sp|P31311|HXA11_MOUSE	tr|A0A2R9BKT9|A0A2R9BKT9_PANPA
OG0011387	sp|P32300|OPRD_MOUSE	tr|A0A2R9CAS0|A0A2R9CAS0_PANPA
OG0011388	sp|P48999|LOX5_MOUSE	tr|A0A2R9C5L7|A0A2R9C5L7_PANPA
OG0011389	sp|P52795|EFNB1_MOUSE	tr|A0A2R9C3A4|A0A2R9C3A4_PANPA
OG0011390	sp|P52950|DBX1_MOUSE	tr|A0A2R9A1A6|A0A2R9A1A6_PANPA
OG0011391	sp|P57680|EVC_MOUSE	tr|A0A2R9C5W2|A0A2R9C5W2_PANPA
OG0011392	sp|P57722|PCBP3_MOUSE	tr|A0A2R8ZK05|A0A2R8ZK05_PANPA
OG0011393	sp|P57787|MOT4_MOUSE	tr|A0A2R9B2P7|A0A2R9B2P7_PANPA
OG0011394	sp|P58406|HRH3_MOUSE	tr|A0A2R8ZNZ1|A0A2R8ZNZ1_PANPA
OG0011395	sp|P58500|M3KCL_MOUSE	tr|A0A2R9A3N3|A0A2R9A3N3_PANPA
OG0011396	sp|P59729|RIN3_MOUSE	tr|A0A2R9C3W0|A0A2R9C3W0_PANPA
OG0011397	sp|P63089|PTN_MOUSE	tr|A0A2R9ART8|A0A2R9ART8_PANPA
OG0011398	sp|P70296|PEBP1_MOUSE	tr|A0A2R9CJN7|A0A2R9CJN7_PANPA
OG0011399	sp|P70402|MYBPH_MOUSE	tr|A0A2R8Z9E8|A0A2R8Z9E8_PANPA
OG0011400	sp|Q03958|PFD6_MOUSE	tr|A0A2R8ZT15|A0A2R8ZT15_PANPA
OG0011401	sp|Q08297|RAD51_MOUSE	tr|A0A2R9CAL1|A0A2R9CAL1_PANPA
OG0011402	sp|Q3SXB8|COL11_MOUSE	tr|A0A2R9BQQ4|A0A2R9BQQ4_PANPA
OG0011403	sp|Q3TGF2|F107B_MOUSE	tr|A0A2R9BJD4|A0A2R9BJD4_PANPA
OG0011404	sp|Q3U0V2|TRADD_MOUSE	tr|A0A2R9B614|A0A2R9B614_PANPA
OG0011405	sp|Q3UTD9|SIM15_MOUSE	tr|A0A2R8ZNP5|A0A2R8ZNP5_PANPA
OG0011406	sp|Q5M6W3|CLHC1_MOUSE	tr|A0A2R8ZZH8|A0A2R8ZZH8_PANPA
OG0011407	sp|Q5U419|MFSD3_MOUSE	tr|A0A2R9BJK4|A0A2R9BJK4_PANPA
OG0011408	sp|Q60631|GRB2_MOUSE	tr|A0A2R9A3I9|A0A2R9A3I9_PANPA
OG0011409	sp|Q60925|DBP_MOUSE	tr|A0A2R9B958|A0A2R9B958_PANPA
OG0011410	sp|Q68FM6|PPR29_MOUSE	tr|A0A2R8ZCQ0|A0A2R8ZCQ0_PANPA
OG0011411	sp|Q6NZK5|K1328_MOUSE	tr|A0A2R8ZEP3|A0A2R8ZEP3_PANPA
OG0011412	sp|Q6PE01|SNR40_MOUSE	tr|A0A2R8ZH28|A0A2R8ZH28_PANPA
OG0011413	sp|Q7TQP4|RL3R2_MOUSE	tr|A0A2R8ZC43|A0A2R8ZC43_PANPA
OG0011414	sp|Q80UL9|JAML_MOUSE	tr|A0A2R8ZJ23|A0A2R8ZJ23_PANPA
OG0011415	sp|Q8BIS8|CC126_MOUSE	tr|A0A2R8ZLT4|A0A2R8ZLT4_PANPA
OG0011416	sp|Q8BJS7|MAP10_MOUSE	tr|A0A2R8ZLH5|A0A2R8ZLH5_PANPA
OG0011417	sp|Q8BJY1|PSMD5_MOUSE	tr|A0A2R9C3M9|A0A2R9C3M9_PANPA
OG0011418	sp|Q8BQS5|PAQR2_MOUSE	tr|A0A2R9B284|A0A2R9B284_PANPA
OG0011419	sp|Q8C5L7|RBM34_MOUSE	tr|A0A2R9ADQ7|A0A2R9ADQ7_PANPA
OG0011420	sp|Q8CF89|TAB1_MOUSE	tr|A0A2R8ZX77|A0A2R8ZX77_PANPA
OG0011421	sp|Q8K1J5|SDE2_MOUSE	tr|A0A2R9BHI8|A0A2R9BHI8_PANPA
OG0011422	sp|Q8K262|PLAC9_MOUSE	tr|A0A2R8ZKG2|A0A2R8ZKG2_PANPA
OG0011423	sp|Q8K2I3|FMO2_MOUSE	tr|A0A2R9B464|A0A2R9B464_PANPA
OG0011424	sp|Q8K2M3|SRR1L_MOUSE	tr|A0A2R9BF02|A0A2R9BF02_PANPA
OG0011425	sp|Q8R115|TMM82_MOUSE	tr|A0A2R8Z6G9|A0A2R8Z6G9_PANPA
OG0011426	sp|Q8R2T8|TF3C5_MOUSE	tr|A0A2R9A4T2|A0A2R9A4T2_PANPA
OG0011427	sp|Q8R418|DICER_MOUSE	tr|A0A2R9B9T3|A0A2R9B9T3_PANPA
OG0011428	sp|Q91ZT7|ASB10_MOUSE	tr|A0A2R9C4X4|A0A2R9C4X4_PANPA
OG0011429	sp|Q922S8|KIF2C_MOUSE	tr|A0A2R9CTM1|A0A2R9CTM1_PANPA
OG0011430	sp|Q9CQ35|GRPL2_MOUSE	tr|A0A2R9BPL5|A0A2R9BPL5_PANPA
OG0011431	sp|Q9CQ40|RM49_MOUSE	tr|A0A2R9BNA8|A0A2R9BNA8_PANPA
OG0011432	sp|Q9D113|DNLZ_MOUSE	tr|A0A2R9B5Y2|A0A2R9B5Y2_PANPA
OG0011433	sp|Q9D2H5|TRI42_MOUSE	tr|A0A2R8ZZK1|A0A2R8ZZK1_PANPA
OG0011434	sp|Q9DAI6|F135B_MOUSE	tr|A0A2R9C4B3|A0A2R9C4B3_PANPA
OG0011435	sp|Q9DBH0|WWP2_MOUSE	tr|A0A2R8ZU39|A0A2R8ZU39_PANPA
OG0011436	sp|Q9DD19|RASF7_MOUSE	tr|A0A2R9C6Y1|A0A2R9C6Y1_PANPA
OG0011437	sp|Q9ESX2|SP6_MOUSE	tr|A0A2R8ZVZ9|A0A2R8ZVZ9_PANPA
OG0011438	sp|Q9WTP9|VAX2_MOUSE	tr|A0A2R8ZQQ8|A0A2R8ZQQ8_PANPA
OG0011439	sp|Q9WUA1|WIF1_MOUSE	tr|A0A2R9AG94|A0A2R9AG94_PANPA
OG0011440	sp|Q9Z1N2|ORC1_MOUSE	tr|A0A2R9BD96|A0A2R9BD96_PANPA
OG0011441	sp|A6PWV5|ARI3C_MOUSE	tr|A0A2R9BT85|A0A2R9BT85_PANPA
OG0011442	tr|E9Q9T0|E9Q9T0_MOUSE	tr|A0A2R8ZEK3|A0A2R8ZEK3_PANPA
OG0011443	sp|O70496|CLCN7_MOUSE	tr|A0A2R9B6M0|A0A2R9B6M0_PANPA
OG0011444	sp|P20934|EVI2A_MOUSE	tr|A0A2R8ZJ54|A0A2R8ZJ54_PANPA
OG0011445	sp|P37913|DNLI1_MOUSE	tr|A0A2R9CMP9|A0A2R9CMP9_PANPA
OG0011446	sp|P48964|MPIP1_MOUSE	tr|A0A2R9B4N0|A0A2R9B4N0_PANPA
OG0011447	sp|P53994|RAB2A_MOUSE	tr|A0A2R9AFC8|A0A2R9AFC8_PANPA
OG0011448	sp|P60603|ROMO1_MOUSE	tr|A0A2R8ZQZ2|A0A2R8ZQZ2_PANPA
OG0011449	sp|P70397|DLX6_MOUSE	tr|A0A2R9ACS3|A0A2R9ACS3_PANPA
OG0011450	sp|P98192|GNPAT_MOUSE	tr|A0A2R9CF65|A0A2R9CF65_PANPA
OG0011451	sp|Q07643|CO9A2_MOUSE	tr|A0A2R9CNP4|A0A2R9CNP4_PANPA
OG0011452	sp|Q3U0P1|PALB2_MOUSE	tr|A0A2R8ZQS3|A0A2R8ZQS3_PANPA
OG0011453	sp|Q3UP24|NLRC4_MOUSE	tr|A0A2R9BH30|A0A2R9BH30_PANPA
OG0011454	sp|Q3UZZ6|ST1D1_MOUSE	tr|A0A2R9A629|A0A2R9A629_PANPA
OG0011455	sp|Q571E5|PRS53_MOUSE	tr|A0A2R9CAX0|A0A2R9CAX0_PANPA
OG0011456	sp|Q5SW19|CLU_MOUSE	tr|A0A2R9ALF9|A0A2R9ALF9_PANPA
OG0011457	sp|Q61663|TLX2_MOUSE	tr|A0A2R9AV38|A0A2R9AV38_PANPA
OG0011458	sp|Q66GT5|PTPM1_MOUSE	tr|A0A2R9C226|A0A2R9C226_PANPA
OG0011459	sp|Q6PDE7|GGT6_MOUSE	tr|A0A2R9BY67|A0A2R9BY67_PANPA
OG0011460	sp|Q6PE13|PRRT3_MOUSE	tr|A0A2R9BRE6|A0A2R9BRE6_PANPA
OG0011461	sp|Q6QI06|RICTR_MOUSE	tr|A0A2R9BZ14|A0A2R9BZ14_PANPA
OG0011462	sp|Q6RT24|CENPE_MOUSE	tr|A0A2R9AZC9|A0A2R9AZC9_PANPA
OG0011463	sp|Q78T54|VMA21_MOUSE	tr|A0A2R8ZBP1|A0A2R8ZBP1_PANPA
OG0011464	sp|Q8BHG2|CZIB_MOUSE	tr|A0A2R9BU24|A0A2R9BU24_PANPA
OG0011465	sp|Q8CAE3|KCMB1_MOUSE	tr|A0A2R9BSK9|A0A2R9BSK9_PANPA
OG0011466	sp|Q8CBG9|RN170_MOUSE	tr|A0A2R8ZMV7|A0A2R8ZMV7_PANPA
OG0011467	sp|Q8CC35|SYNPO_MOUSE	tr|A0A2R9A6V1|A0A2R9A6V1_PANPA
