Orthogroup	Mus_musculus	Diceros_bicornis_minor
OG0008112	sp|P46662|MERL_MOUSE	tr|A0A7J7FMG8|A0A7J7FMG8_DICBM
OG0008113	sp|Q6WBX7|RAD9B_MOUSE	tr|A0A7J7FML2|A0A7J7FML2_DICBM
OG0008114	sp|E9Q816|CP2W1_MOUSE	tr|A0A7J7FMR9|A0A7J7FMR9_DICBM
OG0008115	sp|Q8CE90|MP2K7_MOUSE	tr|A0A7J7FMU5|A0A7J7FMU5_DICBM
OG0008116	sp|Q6GQR8|ZN329_MOUSE	tr|A0A7J7FNC2|A0A7J7FNC2_DICBM
OG0008117	sp|O55013|TPPC3_MOUSE	tr|A0A7J7E3K2|A0A7J7E3K2_DICBM
OG0008118	tr|A0A140LIV7|A0A140LIV7_MOUSE	tr|A0A7J7E533|A0A7J7E533_DICBM
OG0008119	sp|Q8CGF6|WDR47_MOUSE	tr|A0A7J7E5W1|A0A7J7E5W1_DICBM
OG0008120	sp|P41274|TNFL9_MOUSE	tr|A0A7J7E7D3|A0A7J7E7D3_DICBM
OG0008121	sp|Q768S4|RPH3L_MOUSE	tr|A0A7J7E7L1|A0A7J7E7L1_DICBM
OG0008122	sp|Q5SX79|SHRM1_MOUSE	tr|A0A7J7ECE6|A0A7J7ECE6_DICBM
OG0008123	sp|Q8BGZ4|CDC23_MOUSE	tr|A0A7J7ECI4|A0A7J7ECI4_DICBM
OG0008124	sp|Q80TT2|BAIP3_MOUSE	tr|A0A7J7EDK2|A0A7J7EDK2_DICBM
OG0008125	sp|Q3UKU4|FA83F_MOUSE	tr|A0A7J7EEP8|A0A7J7EEP8_DICBM
OG0008126	sp|O35657|NEUR1_MOUSE	tr|A0A7J7EIG2|A0A7J7EIG2_DICBM
OG0008127	sp|Q9D0Q7|RM45_MOUSE	tr|A0A7J7EJJ4|A0A7J7EJJ4_DICBM
OG0008128	sp|Q91Y63|S13A3_MOUSE	tr|A0A7J7ENS6|A0A7J7ENS6_DICBM
OG0008129	sp|Q5UBV8|TNF15_MOUSE	tr|A0A7J7EPN5|A0A7J7EPN5_DICBM
OG0008130	sp|Q62302|TX261_MOUSE	tr|A0A7J7EQ63|A0A7J7EQ63_DICBM
OG0008131	sp|Q920M7|SYT17_MOUSE	tr|A0A7J7ERP8|A0A7J7ERP8_DICBM
OG0008132	sp|Q6NS60|FBX41_MOUSE	tr|A0A7J7ETY9|A0A7J7ETY9_DICBM
OG0008133	sp|Q8BJ71|NUP93_MOUSE	tr|A0A7J7EV24|A0A7J7EV24_DICBM
OG0008134	sp|Q80X44|ZBT24_MOUSE	tr|A0A7J7EVY9|A0A7J7EVY9_DICBM
OG0008135	sp|Q3U1G5|I20L2_MOUSE	tr|A0A7J7EWU6|A0A7J7EWU6_DICBM
OG0008136	sp|P58854|GCP3_MOUSE	tr|A0A7J7EXN4|A0A7J7EXN4_DICBM
OG0008137	sp|Q3TUA9|SG196_MOUSE	tr|A0A7J7EYZ4|A0A7J7EYZ4_DICBM
OG0008138	sp|Q8VIJ8|NPRL3_MOUSE	tr|A0A7J7EZQ1|A0A7J7EZQ1_DICBM
OG0008139	sp|Q9CWX4|RUSD4_MOUSE	tr|A0A7J7F031|A0A7J7F031_DICBM
OG0008140	sp|Q9DA04|TMM89_MOUSE	tr|A0A7J7F1T9|A0A7J7F1T9_DICBM
OG0008141	sp|Q8K304|TM129_MOUSE	tr|A0A7J7F380|A0A7J7F380_DICBM
OG0008142	sp|Q99LD9|EI2BB_MOUSE	tr|A0A7J7F4M8|A0A7J7F4M8_DICBM
OG0008143	sp|Q8R4A3|DACT1_MOUSE	tr|A0A7J7F4T8|A0A7J7F4T8_DICBM
OG0008144	sp|Q3ULZ2|FHDC1_MOUSE	tr|A0A7J7F5V9|A0A7J7F5V9_DICBM
OG0008145	tr|A0A1B0GSK3|A0A1B0GSK3_MOUSE	tr|A0A7J7F773|A0A7J7F773_DICBM
OG0008146	sp|Q400C8|AMZ2_MOUSE	tr|A0A7J7F8P0|A0A7J7F8P0_DICBM
OG0008147	sp|Q9D8K8|S2539_MOUSE	tr|A0A7J7F908|A0A7J7F908_DICBM
OG0008148	sp|A2A6A1|GPTC8_MOUSE	tr|A0A7J7F9V0|A0A7J7F9V0_DICBM
OG0008149	sp|Q8C015|PAK5_MOUSE	tr|A0A7J7FA82|A0A7J7FA82_DICBM
OG0008150	sp|P86050|T170B_MOUSE	tr|A0A7J7FAM0|A0A7J7FAM0_DICBM
OG0008151	sp|P39749|FEN1_MOUSE	tr|A0A7J7FDK4|A0A7J7FDK4_DICBM
OG0008152	sp|Q6NXH8|MET25_MOUSE	tr|A0A7J7FET5|A0A7J7FET5_DICBM
OG0008153	sp|Q9D2F0|TM210_MOUSE	tr|A0A7J7FHH8|A0A7J7FHH8_DICBM
OG0008154	sp|Q9D992|MAJIN_MOUSE	tr|A0A7J7FJE4|A0A7J7FJE4_DICBM
OG0008155	sp|Q60700|M3K12_MOUSE	tr|A0A7J7FKL7|A0A7J7FKL7_DICBM
OG0008156	sp|P08249|MDHM_MOUSE	tr|A0A7J7FL42|A0A7J7FL42_DICBM
OG0008157	sp|Q33DR2|DPS1_MOUSE	tr|A0A7J7FLB4|A0A7J7FLB4_DICBM
OG0008158	sp|Q99KG7|HPS4_MOUSE	tr|A0A7J7FM85|A0A7J7FM85_DICBM
OG0008159	sp|P53347|ONCM_MOUSE	tr|A0A7J7FMF6|A0A7J7FMF6_DICBM
OG0008160	sp|Q9D162|CC167_MOUSE	tr|A0A7J7FNL5|A0A7J7FNL5_DICBM
OG0008161	sp|Q91WW7|PLPL3_MOUSE	tr|A0A7J7FNN4|A0A7J7FNN4_DICBM
OG0008162	sp|P09793|CTLA4_MOUSE	tr|A0A7J7E407|A0A7J7E407_DICBM
OG0008163	tr|Q3TMP1|Q3TMP1_MOUSE	tr|A0A7J7E4M9|A0A7J7E4M9_DICBM
OG0008164	sp|Q9JJY4|DDX20_MOUSE	tr|A0A7J7E5Q3|A0A7J7E5Q3_DICBM
OG0008165	sp|Q9D6I7|DIK1A_MOUSE	tr|A0A7J7E5W0|A0A7J7E5W0_DICBM
OG0008166	sp|Q64264|5HT1A_MOUSE	tr|A0A7J7E8M5|A0A7J7E8M5_DICBM
OG0008167	sp|Q8R1G2|CMBL_MOUSE	tr|A0A7J7E948|A0A7J7E948_DICBM
OG0008168	sp|O35127|C10_MOUSE	tr|A0A7J7E9V4|A0A7J7E9V4_DICBM
OG0008169	sp|Q9ER69|FL2D_MOUSE	tr|A0A7J7EGP8|A0A7J7EGP8_DICBM
OG0008170	tr|A0A571BES4|A0A571BES4_MOUSE	tr|A0A7J7EHK4|A0A7J7EHK4_DICBM
OG0008171	sp|Q9D009|LIPT2_MOUSE	tr|A0A7J7EI54|A0A7J7EI54_DICBM
OG0008172	sp|Q8K070|SAM14_MOUSE	tr|A0A7J7EJL2|A0A7J7EJL2_DICBM
OG0008173	sp|Q8BZN4|NUAK2_MOUSE	tr|A0A7J7ELG7|A0A7J7ELG7_DICBM
OG0008174	sp|Q8K389|CK5P2_MOUSE	tr|A0A7J7EPK0|A0A7J7EPK0_DICBM
OG0008175	sp|P48972|MYBB_MOUSE	tr|A0A7J7EPZ8|A0A7J7EPZ8_DICBM
OG0008176	sp|Q924W7|DEN2B_MOUSE	tr|A0A7J7ESR5|A0A7J7ESR5_DICBM
OG0008177	sp|Q14CH1|MOCOS_MOUSE	tr|A0A7J7ETJ4|A0A7J7ETJ4_DICBM
OG0008178	sp|Q6PG16|HJURP_MOUSE	tr|A0A7J7EUI7|A0A7J7EUI7_DICBM
OG0008179	sp|D3Z5L6|S18B1_MOUSE	tr|A0A7J7EW61|A0A7J7EW61_DICBM
OG0008180	sp|O35609|SCAM3_MOUSE	tr|A0A7J7EWL7|A0A7J7EWL7_DICBM
OG0008181	sp|Q91YY4|ATPF2_MOUSE	tr|A0A7J7EXX2|A0A7J7EXX2_DICBM
OG0008182	sp|P97737|GDF10_MOUSE	tr|A0A7J7F1N0|A0A7J7F1N0_DICBM
OG0008183	sp|Q3I5G5|FOXI2_MOUSE	tr|A0A7J7F360|A0A7J7F360_DICBM
OG0008184	sp|Q60613|AA2AR_MOUSE	tr|A0A7J7F4X6|A0A7J7F4X6_DICBM
OG0008185	sp|Q566J8|COQ8B_MOUSE	tr|A0A7J7F7T7|A0A7J7F7T7_DICBM
OG0008186	sp|P06880|SOMA_MOUSE	tr|A0A7J7F8S0|A0A7J7F8S0_DICBM
OG0008187	sp|Q91V10|VSX1_MOUSE	tr|A0A7J7FAE5|A0A7J7FAE5_DICBM
OG0008188	sp|Q61885|MOG_MOUSE	tr|A0A7J7FAZ6|A0A7J7FAZ6_DICBM
OG0008189	sp|Q9Z0H6|CST9_MOUSE	tr|A0A7J7FBA0|A0A7J7FBA0_DICBM
OG0008190	sp|O88466|ZN106_MOUSE	tr|A0A7J7FBS5|A0A7J7FBS5_DICBM
OG0008191	sp|Q91WA1|TIPIN_MOUSE	tr|A0A7J7FC92|A0A7J7FC92_DICBM
OG0008192	sp|Q6AW69|CGNL1_MOUSE	tr|A0A7J7FCH1|A0A7J7FCH1_DICBM
OG0008193	sp|P01582|IL1A_MOUSE	tr|A0A7J7FDJ4|A0A7J7FDJ4_DICBM
OG0008194	sp|Q7M6Y5|DEUP1_MOUSE	tr|A0A7J7FDN5|A0A7J7FDN5_DICBM
OG0008195	sp|Q8VDV8|MITD1_MOUSE	tr|A0A7J7FDS5|A0A7J7FDS5_DICBM
OG0008196	sp|P59808|SASH1_MOUSE	tr|A0A7J7FED8|A0A7J7FED8_DICBM
OG0008197	sp|Q9Z0L8|GGH_MOUSE	tr|A0A7J7FF53|A0A7J7FF53_DICBM
OG0008198	sp|Q8BGA5|KRR1_MOUSE	tr|A0A7J7FF79|A0A7J7FF79_DICBM
OG0008199	sp|Q9CXB2|SOAT_MOUSE	tr|A0A7J7FF80|A0A7J7FF80_DICBM
OG0008200	sp|Q9CVI2|F133B_MOUSE	tr|A0A7J7FIP9|A0A7J7FIP9_DICBM
OG0008201	sp|Q8K097|LFG2_MOUSE	tr|A0A7J7FKH2|A0A7J7FKH2_DICBM
OG0008202	sp|Q99L90|MCRS1_MOUSE	tr|A0A7J7FKN5|A0A7J7FKN5_DICBM
OG0008203	tr|Q8BFX2|Q8BFX2_MOUSE	tr|A0A7J7FLB3|A0A7J7FLB3_DICBM
OG0008204	sp|Q3UHH1|ZSWM8_MOUSE	tr|A0A7J7FLV7|A0A7J7FLV7_DICBM
OG0008205	sp|Q3UIW5|RNF10_MOUSE	tr|A0A7J7FMP7|A0A7J7FMP7_DICBM
OG0008206	sp|Q6WKZ7|NOSTN_MOUSE	tr|A0A7J7E4L5|A0A7J7E4L5_DICBM
OG0008207	sp|Q9WU66|SFRP5_MOUSE	tr|A0A7J7E6F5|A0A7J7E6F5_DICBM
OG0008208	sp|Q9D7H4|AVPI1_MOUSE	tr|A0A7J7E6F7|A0A7J7E6F7_DICBM
OG0008210	sp|Q9Z248|AEBP2_MOUSE	tr|A0A7J7E9R0|A0A7J7E9R0_DICBM
OG0008211	sp|Q64152|BTF3_MOUSE	tr|A0A7J7ED85|A0A7J7ED85_DICBM
OG0008212	sp|Q91XE8|TM205_MOUSE	tr|A0A7J7EFC7|A0A7J7EFC7_DICBM
OG0008213	sp|Q1XH17|TRI72_MOUSE	tr|A0A7J7EFU3|A0A7J7EFU3_DICBM
OG0008214	sp|Q9WTQ5|AKA12_MOUSE	tr|A0A7J7EGH7|A0A7J7EGH7_DICBM
OG0008215	sp|P09671|SODM_MOUSE	tr|A0A7J7EGL8|A0A7J7EGL8_DICBM
OG0008216	sp|Q91XQ6|LAP4B_MOUSE	tr|A0A7J7EHN3|A0A7J7EHN3_DICBM
OG0008217	sp|Q8BX43|TR19L_MOUSE	tr|A0A7J7EI28|A0A7J7EI28_DICBM
OG0008218	sp|Q9ERI6|RDH14_MOUSE	tr|A0A7J7ENQ9|A0A7J7ENQ9_DICBM
OG0008219	sp|Q8K4K2|TRIB3_MOUSE	tr|A0A7J7EQ44|A0A7J7EQ44_DICBM
OG0008220	sp|Q99JW5|EPCAM_MOUSE	tr|A0A7J7EQR1|A0A7J7EQR1_DICBM
OG0008221	sp|Q9QYM5|RND2_MOUSE	tr|A0A7J7EQS0|A0A7J7EQS0_DICBM
OG0008222	sp|Q8BQM4|HEAT3_MOUSE	tr|A0A7J7EWA2|A0A7J7EWA2_DICBM
OG0008223	sp|Q9CQP8|CTSRZ_MOUSE	tr|A0A7J7EWY6|A0A7J7EWY6_DICBM
OG0008224	sp|Q8K1Z6|GPR18_MOUSE	tr|A0A7J7EX88|A0A7J7EX88_DICBM
OG0008225	sp|Q8CI04|COG3_MOUSE	tr|A0A7J7EXW2|A0A7J7EXW2_DICBM
OG0008226	sp|Q64455|PTPRJ_MOUSE	tr|A0A7J7EY43|A0A7J7EY43_DICBM
OG0008227	sp|P56542|DNS2A_MOUSE	tr|A0A7J7EY62|A0A7J7EY62_DICBM
OG0008228	sp|P57791|FACE2_MOUSE	tr|A0A7J7EYM7|A0A7J7EYM7_DICBM
OG0008230	sp|E9Q4F2|KLH18_MOUSE	tr|A0A7J7F0W4|A0A7J7F0W4_DICBM
OG0008231	sp|Q8BG28|B3GL2_MOUSE	tr|A0A7J7F2C1|A0A7J7F2C1_DICBM
OG0008232	sp|Q9CQM9|GLRX3_MOUSE	tr|A0A7J7F2T6|A0A7J7F2T6_DICBM
OG0008233	sp|Q9D6I9|LURA1_MOUSE	tr|A0A7J7F5A4|A0A7J7F5A4_DICBM
OG0008234	sp|Q8BK08|TMM11_MOUSE	tr|A0A7J7F5F1|A0A7J7F5F1_DICBM
OG0008235	sp|Q3TRR0|MAP9_MOUSE	tr|A0A7J7F5W9|A0A7J7F5W9_DICBM
OG0008236	sp|Q8BX10|PGAM5_MOUSE	tr|A0A7J7F741|A0A7J7F741_DICBM
OG0008237	sp|A2A4P0|DHX8_MOUSE	tr|A0A7J7F911|A0A7J7F911_DICBM
OG0008238	sp|A2A6Q5|CDC27_MOUSE	tr|A0A7J7F9R0|A0A7J7F9R0_DICBM
OG0008239	sp|P61804|DAD1_MOUSE	tr|A0A7J7FCL5|A0A7J7FCL5_DICBM
OG0008240	sp|Q8BGC9|CREG2_MOUSE	tr|A0A7J7FDQ8|A0A7J7FDQ8_DICBM
OG0008241	sp|Q8R1Z4|PPR42_MOUSE	tr|A0A7J7FE12|A0A7J7FE12_DICBM
OG0008242	tr|E9PYD1|E9PYD1_MOUSE	tr|A0A7J7FEL1|A0A7J7FEL1_DICBM
OG0008243	sp|Q8VHZ5|DDT4L_MOUSE	tr|A0A7J7FF61|A0A7J7FF61_DICBM
OG0008244	sp|Q9DBR4|APBB2_MOUSE	tr|A0A7J7FFT7|A0A7J7FFT7_DICBM
OG0008245	sp|Q9R1X4|TIM_MOUSE	tr|A0A7J7FJX4|A0A7J7FJX4_DICBM
OG0008246	sp|Q3KQP7|SPO16_MOUSE	tr|A0A7J7E626|A0A7J7E626_DICBM
OG0008247	sp|Q9QXE2|DPOLL_MOUSE	tr|A0A7J7E693|A0A7J7E693_DICBM
OG0008248	sp|B2RY83|HPSE2_MOUSE	tr|A0A7J7E6C4|A0A7J7E6C4_DICBM
OG0008249	sp|P0DJF3|TMM95_MOUSE	tr|A0A7J7E7P8|A0A7J7E7P8_DICBM
OG0008250	sp|Q91ZT7|ASB10_MOUSE	tr|A0A7J7E7U2|A0A7J7E7U2_DICBM
OG0008251	sp|Q07104|GDF3_MOUSE	tr|A0A7J7E9R3|A0A7J7E9R3_DICBM
OG0008252	tr|A0A087WRU1|A0A087WRU1_MOUSE	tr|A0A7J7E9U8|A0A7J7E9U8_DICBM
OG0008253	sp|P28301|LYOX_MOUSE	tr|A0A7J7ECP5|A0A7J7ECP5_DICBM
OG0008254	sp|P62267|RS23_MOUSE	tr|A0A7J7ECY9|A0A7J7ECY9_DICBM
OG0008255	sp|Q56A10|ZN608_MOUSE	tr|A0A7J7EDL4|A0A7J7EDL4_DICBM
OG0008256	sp|P97357|TAF1A_MOUSE	tr|A0A7J7EEC9|A0A7J7EEC9_DICBM
OG0008257	sp|Q3UYI5|RGL3_MOUSE	tr|A0A7J7EEZ4|A0A7J7EEZ4_DICBM
OG0008258	sp|P08003|PDIA4_MOUSE	tr|A0A7J7EF53|A0A7J7EF53_DICBM
OG0008259	sp|Q8R0T2|ZN768_MOUSE	tr|A0A7J7EFX2|A0A7J7EFX2_DICBM
OG0008260	sp|Q571E5|PRS53_MOUSE	tr|A0A7J7EFX5|A0A7J7EFX5_DICBM
OG0008261	sp|Q8BJ51|MFS11_MOUSE	tr|A0A7J7EGT0|A0A7J7EGT0_DICBM
OG0008262	sp|Q3UJP5|CF418_MOUSE	tr|A0A7J7EHB8|A0A7J7EHB8_DICBM
OG0008263	sp|Q80UK8|INT2_MOUSE	tr|A0A7J7EJP7|A0A7J7EJP7_DICBM
OG0008264	sp|P48787|TNNI3_MOUSE	tr|A0A7J7EMT2|A0A7J7EMT2_DICBM
OG0008265	sp|O89019|INVS_MOUSE	tr|A0A7J7EQ35|A0A7J7EQ35_DICBM
OG0008266	sp|Q8BGA7|INT15_MOUSE	tr|A0A7J7ES62|A0A7J7ES62_DICBM
OG0008268	sp|Q8BFV2|PCID2_MOUSE	tr|A0A7J7EXG8|A0A7J7EXG8_DICBM
OG0008269	sp|O35250|EXOC7_MOUSE	tr|A0A7J7EZ45|A0A7J7EZ45_DICBM
OG0008270	sp|P68037|UB2L3_MOUSE	tr|A0A7J7F0I4|A0A7J7F0I4_DICBM
OG0008271	sp|Q9CX62|INKA1_MOUSE	tr|A0A7J7F1D9|A0A7J7F1D9_DICBM
OG0008272	sp|Q9QZE7|TSNAX_MOUSE	tr|A0A7J7F247|A0A7J7F247_DICBM
OG0008273	sp|Q5XJY4|PARL_MOUSE	tr|A0A7J7F2D2|A0A7J7F2D2_DICBM
OG0008274	sp|Q99KV1|DJB11_MOUSE	tr|A0A7J7F2G6|A0A7J7F2G6_DICBM
OG0008275	sp|Q8JZL1|I17RD_MOUSE	tr|A0A7J7F3Z6|A0A7J7F3Z6_DICBM
OG0008276	sp|Q8BIL5|HOOK1_MOUSE	tr|A0A7J7F500|A0A7J7F500_DICBM
OG0008277	sp|O35227|ADAM7_MOUSE	tr|A0A7J7F665|A0A7J7F665_DICBM
OG0008278	sp|Q8CFE2|HPF1_MOUSE	tr|A0A7J7F6W0|A0A7J7F6W0_DICBM
OG0008279	sp|Q8K0Y7|PAXX_MOUSE	tr|A0A7J7F786|A0A7J7F786_DICBM
OG0008280	sp|Q8R0K2|TRI31_MOUSE	tr|A0A7J7FAX4|A0A7J7FAX4_DICBM
OG0008281	sp|Q9CQU3|RER1_MOUSE	tr|A0A7J7FB43|A0A7J7FB43_DICBM
OG0008282	sp|Q80SX8|PIF1_MOUSE	tr|A0A7J7FBN8|A0A7J7FBN8_DICBM
OG0008283	sp|P30276|CCNB2_MOUSE	tr|A0A7J7FBW9|A0A7J7FBW9_DICBM
OG0008284	sp|Q9Z0F3|B2L10_MOUSE	tr|A0A7J7FCG8|A0A7J7FCG8_DICBM
OG0008285	sp|Q9JHG0|CBLN3_MOUSE	tr|A0A7J7FCT7|A0A7J7FCT7_DICBM
OG0008286	sp|Q5RJY2|G2E3_MOUSE	tr|A0A7J7FD22|A0A7J7FD22_DICBM
OG0008287	sp|Q64151|SEM4C_MOUSE	tr|A0A7J7FDQ3|A0A7J7FDQ3_DICBM
OG0008288	sp|Q9D4V4|TAF1D_MOUSE	tr|A0A7J7FEG8|A0A7J7FEG8_DICBM
OG0008289	sp|Q9JJ94|SSNA1_MOUSE	tr|A0A7J7FGF0|A0A7J7FGF0_DICBM
OG0008290	sp|Q9D7J9|ECHD3_MOUSE	tr|A0A7J7FM22|A0A7J7FM22_DICBM
OG0008291	sp|Q9D3F7|DDIT4_MOUSE	tr|A0A7J7FM86|A0A7J7FM86_DICBM
OG0008292	sp|Q8K2M3|SRR1L_MOUSE	tr|A0A7J7FNG0|A0A7J7FNG0_DICBM
OG0008293	sp|Q6IUP1|SOLH1_MOUSE	tr|A0A7J7E3C4|A0A7J7E3C4_DICBM
OG0008294	sp|Q0ZLH2|PJVK_MOUSE	tr|A0A7J7E4E1|A0A7J7E4E1_DICBM
OG0008295	sp|P29533|VCAM1_MOUSE	tr|A0A7J7E5V5|A0A7J7E5V5_DICBM
OG0008296	sp|Q9DAA6|EXOS1_MOUSE	tr|A0A7J7E633|A0A7J7E633_DICBM
OG0008297	sp|P09690|ACHB_MOUSE	tr|A0A7J7E7M5|A0A7J7E7M5_DICBM
OG0008298	sp|Q8CHY6|P66A_MOUSE	tr|A0A7J7E875|A0A7J7E875_DICBM
OG0008299	sp|P70180|ANPRC_MOUSE	tr|A0A7J7E8W0|A0A7J7E8W0_DICBM
OG0008300	sp|Q99PV5|BHE41_MOUSE	tr|A0A7J7EA87|A0A7J7EA87_DICBM
OG0008301	sp|Q8C353|TM252_MOUSE	tr|A0A7J7EAP2|A0A7J7EAP2_DICBM
OG0008302	sp|A2AAY5|SPD2B_MOUSE	tr|A0A7J7EBS2|A0A7J7EBS2_DICBM
OG0008303	sp|O08796|EF2K_MOUSE	tr|A0A7J7EEJ7|A0A7J7EEJ7_DICBM
OG0008304	sp|Q9JM55|TOB2_MOUSE	tr|A0A7J7EEM7|A0A7J7EEM7_DICBM
OG0008305	sp|Q8C6G8|WDR26_MOUSE	tr|A0A7J7EEP0|A0A7J7EEP0_DICBM
OG0008306	sp|Q9CR13|FMC1_MOUSE	tr|A0A7J7EFE7|A0A7J7EFE7_DICBM
OG0008307	sp|Q8BFR5|EFTU_MOUSE	tr|A0A7J7EGC4|A0A7J7EGC4_DICBM
OG0008308	tr|Q6XPS7|Q6XPS7_MOUSE	tr|A0A7J7EGM5|A0A7J7EGM5_DICBM
OG0008309	sp|Q569E4|MENT_MOUSE	tr|A0A7J7EKD5|A0A7J7EKD5_DICBM
OG0008310	sp|Q9D0E3|LYSM1_MOUSE	tr|A0A7J7EKJ4|A0A7J7EKJ4_DICBM
OG0008311	sp|P21784|RAG2_MOUSE	tr|A0A7J7EKY2|A0A7J7EKY2_DICBM
OG0008312	sp|Q9WU02|V1BR_MOUSE	tr|A0A7J7ELH3|A0A7J7ELH3_DICBM
OG0008313	sp|Q3U1J1|TFPT_MOUSE	tr|A0A7J7EMI8|A0A7J7EMI8_DICBM
OG0008314	sp|Q9JID9|SH2B2_MOUSE	tr|A0A7J7ER25|A0A7J7ER25_DICBM
OG0008315	sp|P52950|DBX1_MOUSE	tr|A0A7J7ET15|A0A7J7ET15_DICBM
OG0008316	sp|B2RXB2|HSBPL_MOUSE	tr|A0A7J7ET48|A0A7J7ET48_DICBM
OG0008317	sp|A2AI05|NDOR1_MOUSE	tr|A0A7J7EYJ5|A0A7J7EYJ5_DICBM
OG0008318	sp|Q60596|XRCC1_MOUSE	tr|A0A7J7EZT1|A0A7J7EZT1_DICBM
OG0008319	sp|Q8C5W3|TBCEL_MOUSE	tr|A0A7J7EZY9|A0A7J7EZY9_DICBM
OG0008320	sp|Q8VEA7|TCTA_MOUSE	tr|A0A7J7F0Y5|A0A7J7F0Y5_DICBM
OG0008321	sp|Q91VC9|GHITM_MOUSE	tr|A0A7J7F1S9|A0A7J7F1S9_DICBM
OG0008322	sp|Q6IQY5|CEP70_MOUSE	tr|A0A7J7F296|A0A7J7F296_DICBM
OG0008323	sp|E9PV82|FA53A_MOUSE	tr|A0A7J7F373|A0A7J7F373_DICBM
OG0008324	sp|P01101|FOS_MOUSE	tr|A0A7J7F4D4|A0A7J7F4D4_DICBM
OG0008325	sp|Q8K072|REEP4_MOUSE	tr|A0A7J7F4N9|A0A7J7F4N9_DICBM
OG0008326	sp|Q91X88|PMGT1_MOUSE	tr|A0A7J7F5A6|A0A7J7F5A6_DICBM
OG0008327	sp|P32020|SCP2_MOUSE	tr|A0A7J7F658|A0A7J7F658_DICBM
OG0008328	sp|Q91ZQ5|RPE65_MOUSE	tr|A0A7J7F6L1|A0A7J7F6L1_DICBM
OG0008329	sp|A2AAJ9|OBSCN_MOUSE	tr|A0A7J7F6V5|A0A7J7F6V5_DICBM
OG0008330	sp|Q61129|CFAI_MOUSE	tr|A0A7J7F783|A0A7J7F783_DICBM
OG0008331	sp|Q61735|CD47_MOUSE	tr|A0A7J7F7C2|A0A7J7F7C2_DICBM
OG0008332	sp|Q5RL51|GSTCD_MOUSE	tr|A0A7J7F7C3|A0A7J7F7C3_DICBM
OG0008333	sp|Q99JY6|HIG1B_MOUSE	tr|A0A7J7F9A0|A0A7J7F9A0_DICBM
OG0008334	sp|A2APY7|NDUF5_MOUSE	tr|A0A7J7FA64|A0A7J7FA64_DICBM
OG0008335	sp|Q9D9Z1|SKAP_MOUSE	tr|A0A7J7FBZ2|A0A7J7FBZ2_DICBM
OG0008336	sp|Q497V6|BAHD1_MOUSE	tr|A0A7J7FCD7|A0A7J7FCD7_DICBM
OG0008337	sp|E0CYV9|CD054_MOUSE	tr|A0A7J7FF40|A0A7J7FF40_DICBM
OG0008338	sp|Q8BRH0|TMTC3_MOUSE	tr|A0A7J7FF45|A0A7J7FF45_DICBM
OG0008339	sp|P58749|TM6S1_MOUSE	tr|A0A7J7FH82|A0A7J7FH82_DICBM
OG0008340	sp|Q7TMW6|CIAO3_MOUSE	tr|A0A7J7FJI7|A0A7J7FJI7_DICBM
OG0008341	sp|Q9D8Z2|TRIA1_MOUSE	tr|A0A7J7FME4|A0A7J7FME4_DICBM
OG0008342	sp|P57759|ERP29_MOUSE	tr|A0A7J7FML4|A0A7J7FML4_DICBM
OG0008343	sp|Q9CZU3|MTREX_MOUSE	tr|A0A7J7E8R4|A0A7J7E8R4_DICBM
OG0008344	tr|Q6PCP3|Q6PCP3_MOUSE	tr|A0A7J7E9J5|A0A7J7E9J5_DICBM
OG0008345	sp|Q01721|GAS1_MOUSE	tr|A0A7J7E9Y7|A0A7J7E9Y7_DICBM
OG0008346	sp|E9Q7T7|CHADL_MOUSE	tr|A0A7J7EDK7|A0A7J7EDK7_DICBM
OG0008347	sp|Q8BV42|ZN786_MOUSE	tr|A0A7J7EFF3|A0A7J7EFF3_DICBM
OG0008348	sp|Q4KWH5|PLCH1_MOUSE	tr|A0A7J7EFN3|A0A7J7EFN3_DICBM
OG0008349	sp|P10300|CD8B_MOUSE	tr|A0A7J7EGZ0|A0A7J7EGZ0_DICBM
OG0008350	sp|Q7TQG1|PKHA6_MOUSE	tr|A0A7J7ELJ3|A0A7J7ELJ3_DICBM
OG0008351	sp|Q9DB98|LENG1_MOUSE	tr|A0A7J7EMH9|A0A7J7EMH9_DICBM
OG0008352	sp|Q8VCB2|MED25_MOUSE	tr|A0A7J7EN24|A0A7J7EN24_DICBM
OG0008353	sp|Q91VR5|DDX1_MOUSE	tr|A0A7J7ENY9|A0A7J7ENY9_DICBM
OG0008354	sp|A2BGH0|BPIB4_MOUSE	tr|A0A7J7EQ95|A0A7J7EQ95_DICBM
OG0008355	sp|Q9D3D9|ATPD_MOUSE	tr|A0A7J7ER76|A0A7J7ER76_DICBM
OG0008356	sp|Q8R007|NECT4_MOUSE	tr|A0A7J7ERL8|A0A7J7ERL8_DICBM
OG0008357	sp|Q9CZT5|VASN_MOUSE	tr|A0A7J7ES76|A0A7J7ES76_DICBM
OG0008358	sp|Q3U034|METL4_MOUSE	tr|A0A7J7ETR1|A0A7J7ETR1_DICBM
OG0008360	sp|Q91ZP6|NFIP2_MOUSE	tr|A0A7J7EXH7|A0A7J7EXH7_DICBM
OG0008361	sp|Q9QZK7|DOK3_MOUSE	tr|A0A7J7EY39|A0A7J7EY39_DICBM
