Orthogroup	Mus_musculus	Camelus_dromedarius
OG0012541	sp|P26928|HGFL_MOUSE	tr|A0A5N4CYG5|A0A5N4CYG5_CAMDR
OG0012542	sp|Q7TMY4|THOC7_MOUSE	tr|A0A5N4CZ42|A0A5N4CZ42_CAMDR
OG0012543	sp|Q5NCX5|NEUL4_MOUSE	tr|A0A5N4D1G3|A0A5N4D1G3_CAMDR
OG0012544	sp|P29788|VTNC_MOUSE	tr|A0A5N4D2M7|A0A5N4D2M7_CAMDR
OG0012545	sp|Q7M6U3|TEX14_MOUSE	tr|A0A5N4D2P6|A0A5N4D2P6_CAMDR
OG0012546	tr|A2ABG4|A2ABG4_MOUSE	tr|A0A5N4D334|A0A5N4D334_CAMDR
OG0012547	tr|Q5SUE3|Q5SUE3_MOUSE	tr|A0A5N4D349|A0A5N4D349_CAMDR
OG0012548	sp|Q9CZH7|MXRA7_MOUSE	tr|A0A5N4D359|A0A5N4D359_CAMDR
OG0012549	sp|Q6P8I6|COX11_MOUSE	tr|A0A5N4D4T2|A0A5N4D4T2_CAMDR
OG0012550	sp|Q8K3J9|GPC5C_MOUSE	tr|A0A5N4D587|A0A5N4D587_CAMDR
OG0012551	sp|Q8VEH8|ERLEC_MOUSE	tr|A0A5N4D731|A0A5N4D731_CAMDR
OG0012552	sp|O88508|DNM3A_MOUSE	tr|A0A5N4D7Q2|A0A5N4D7Q2_CAMDR
OG0012553	sp|B2RWJ3|TM240_MOUSE	tr|A0A5N4DBJ9|A0A5N4DBJ9_CAMDR
OG0012554	sp|P98086|C1QA_MOUSE	tr|A0A5N4DCS1|A0A5N4DCS1_CAMDR
OG0012555	sp|Q99MD9|NASP_MOUSE	tr|A0A5N4DD16|A0A5N4DD16_CAMDR
OG0012556	sp|Q5FWH3|GRHL3_MOUSE	tr|A0A5N4DD82|A0A5N4DD82_CAMDR
OG0012557	sp|Q0P5X1|LRIQ1_MOUSE	tr|A0A5N4DEU4|A0A5N4DEU4_CAMDR
OG0012558	sp|Q9DB10|EMRE_MOUSE	tr|A0A5N4DF13|A0A5N4DF13_CAMDR
OG0012559	sp|B5KM66|SYCE3_MOUSE	tr|A0A5N4DGF2|A0A5N4DGF2_CAMDR
OG0012560	sp|Q505F1|NR2C1_MOUSE	tr|A0A5N4DH82|A0A5N4DH82_CAMDR
OG0012561	sp|P56581|TDG_MOUSE	tr|A0A5N4DHC4|A0A5N4DHC4_CAMDR
OG0012562	sp|P81269|ATF1_MOUSE	tr|A0A5N4DHE5|A0A5N4DHE5_CAMDR
OG0012563	sp|Q9CR42|ANKR1_MOUSE	tr|A0A5N4DI30|A0A5N4DI30_CAMDR
OG0012564	sp|Q9D2L5|CPXM2_MOUSE	tr|A0A5N4DKS1|A0A5N4DKS1_CAMDR
OG0012565	sp|Q61423|KCNA4_MOUSE	tr|A0A5N4DLM6|A0A5N4DLM6_CAMDR
OG0012566	sp|P24270|CATA_MOUSE	tr|A0A5N4DNB3|A0A5N4DNB3_CAMDR
OG0012567	sp|Q9QUP4|CHST5_MOUSE	tr|A0A5N4DPV5|A0A5N4DPV5_CAMDR
OG0012568	sp|Q921M3|SF3B3_MOUSE	tr|A0A5N4DSN5|A0A5N4DSN5_CAMDR
OG0012569	sp|P20918|PLMN_MOUSE	tr|A0A5N4DVG3|A0A5N4DVG3_CAMDR
OG0012570	sp|Q497L8|S22AG_MOUSE	tr|A0A5N4DW07|A0A5N4DW07_CAMDR
OG0012571	sp|Q8K2X2|RBM48_MOUSE	tr|A0A5N4DZ57|A0A5N4DZ57_CAMDR
OG0012572	sp|Q9CWX2|CIA30_MOUSE	tr|A0A5N4E166|A0A5N4E166_CAMDR
OG0012573	sp|Q9JMH3|NEUR2_MOUSE	tr|A0A5N4E7T0|A0A5N4E7T0_CAMDR
OG0012574	sp|Q8BHP7|OLM2A_MOUSE	tr|A0A5N4E9Q6|A0A5N4E9Q6_CAMDR
OG0012575	sp|Q8K3J5|ZN131_MOUSE	tr|A0A5N4ECN7|A0A5N4ECN7_CAMDR
OG0012576	sp|P49650|P2RY1_MOUSE	tr|A0A5N4EJ32|A0A5N4EJ32_CAMDR
OG0012577	sp|P33896|INAR1_MOUSE	tr|A0A5N4EKT9|A0A5N4EKT9_CAMDR
OG0012578	sp|Q8BHK9|ERC6L_MOUSE	tr|A0A5N4C2A8|A0A5N4C2A8_CAMDR
OG0012579	sp|O35126|ATN1_MOUSE	tr|A0A5N4C6L6|A0A5N4C6L6_CAMDR
OG0012580	sp|Q9QZ10|ANX10_MOUSE	tr|A0A5N4CAJ4|A0A5N4CAJ4_CAMDR
OG0012581	sp|Q3TC72|FAHD2_MOUSE	tr|A0A5N4CDE6|A0A5N4CDE6_CAMDR
OG0012582	sp|P00536|MOS_MOUSE	tr|A0A5N4CDJ5|A0A5N4CDJ5_CAMDR
OG0012583	sp|Q69Z36|MEX3B_MOUSE	tr|A0A5N4CDZ3|A0A5N4CDZ3_CAMDR
OG0012584	sp|Q7TNV9|DFB14_MOUSE	tr|A0A5N4CFC0|A0A5N4CFC0_CAMDR
OG0012585	sp|Q8BFV3|DUS4_MOUSE	tr|A0A5N4CFM2|A0A5N4CFM2_CAMDR
OG0012586	sp|A1KXC4|FAIM3_MOUSE	tr|A0A5N4CIE4|A0A5N4CIE4_CAMDR
OG0012587	sp|Q80US8|MAD3_MOUSE	tr|A0A5N4CJW2|A0A5N4CJW2_CAMDR
OG0012589	sp|Q80T21|ATL4_MOUSE	tr|A0A5N4CNQ7|A0A5N4CNQ7_CAMDR
OG0012590	sp|Q9CY50|SSRA_MOUSE	tr|A0A5N4CS36|A0A5N4CS36_CAMDR
OG0012591	sp|Q8K3X6|ANS4B_MOUSE	tr|A0A5N4CX30|A0A5N4CX30_CAMDR
OG0012592	sp|Q9D9K8|IQCF1_MOUSE	tr|A0A5N4CZY3|A0A5N4CZY3_CAMDR
OG0012593	sp|Q9CR57|RL14_MOUSE	tr|A0A5N4D0I0|A0A5N4D0I0_CAMDR
OG0012594	sp|Q9JJI8|RL38_MOUSE	tr|A0A5N4D1D9|A0A5N4D1D9_CAMDR
OG0012595	sp|A2A9T0|TBKB1_MOUSE	tr|A0A5N4D2A2|A0A5N4D2A2_CAMDR
OG0012596	sp|A2A559|PGAP3_MOUSE	tr|A0A5N4D2W4|A0A5N4D2W4_CAMDR
OG0012597	sp|O35718|SOCS3_MOUSE	tr|A0A5N4D4E9|A0A5N4D4E9_CAMDR
OG0012598	sp|Q922R8|PDIA6_MOUSE	tr|A0A5N4D894|A0A5N4D894_CAMDR
OG0012599	tr|A2BGJ5|A2BGJ5_MOUSE	tr|A0A5N4DAB3|A0A5N4DAB3_CAMDR
OG0012600	sp|Q8C206|GP157_MOUSE	tr|A0A5N4DAI1|A0A5N4DAI1_CAMDR
OG0012601	sp|Q6KAQ7|ZZZ3_MOUSE	tr|A0A5N4DBE6|A0A5N4DBE6_CAMDR
OG0012602	sp|Q9CQM1|CA210_MOUSE	tr|A0A5N4DBP9|A0A5N4DBP9_CAMDR
OG0012603	sp|Q07916|PO6F1_MOUSE	tr|A0A5N4DF36|A0A5N4DF36_CAMDR
OG0012604	sp|Q6P3D7|SPIC_MOUSE	tr|A0A5N4DH08|A0A5N4DH08_CAMDR
OG0012605	sp|Q9JIA1|LGI1_MOUSE	tr|A0A5N4DIT7|A0A5N4DIT7_CAMDR
OG0012606	tr|Q8VH18|Q8VH18_MOUSE	tr|A0A5N4DP19|A0A5N4DP19_CAMDR
OG0012607	tr|E9Q598|E9Q598_MOUSE	tr|A0A5N4DP54|A0A5N4DP54_CAMDR
OG0012608	sp|Q8K0P3|MEAK7_MOUSE	tr|A0A5N4DS04|A0A5N4DS04_CAMDR
OG0012609	sp|Q8BGI7|LRC39_MOUSE	tr|A0A5N4DSP7|A0A5N4DSP7_CAMDR
OG0012610	sp|Q9D786|HAUS5_MOUSE	tr|A0A5N4DTI5|A0A5N4DTI5_CAMDR
OG0012611	sp|P32115|PAX4_MOUSE	tr|A0A5N4DXP4|A0A5N4DXP4_CAMDR
OG0012612	sp|Q9JIY2|HAKAI_MOUSE	tr|A0A5N4DZ40|A0A5N4DZ40_CAMDR
OG0012613	sp|O35654|DPOD2_MOUSE	tr|A0A5N4DZT0|A0A5N4DZT0_CAMDR
OG0012614	sp|P49764|PLGF_MOUSE	tr|A0A5N4E0C9|A0A5N4E0C9_CAMDR
OG0012615	sp|Q6VGS5|DAPLE_MOUSE	tr|A0A5N4E3T2|A0A5N4E3T2_CAMDR
OG0012616	sp|Q05A62|DNAL1_MOUSE	tr|A0A5N4E4N4|A0A5N4E4N4_CAMDR
OG0012617	sp|Q8CEE6|PASK_MOUSE	tr|A0A5N4E5N7|A0A5N4E5N7_CAMDR
OG0012618	sp|Q07235|GDN_MOUSE	tr|A0A5N4E5X9|A0A5N4E5X9_CAMDR
OG0012619	sp|Q9CXF0|KYNU_MOUSE	tr|A0A5N4E7S8|A0A5N4E7S8_CAMDR
OG0012620	sp|Q8BG36|DMRT2_MOUSE	tr|A0A5N4E8N4|A0A5N4E8N4_CAMDR
OG0012621	sp|O55026|ENTP2_MOUSE	tr|A0A5N4EA77|A0A5N4EA77_CAMDR
OG0012622	tr|E9Q7U0|E9Q7U0_MOUSE	tr|A0A5N4EHX3|A0A5N4EHX3_CAMDR
OG0012623	tr|A0A0N4SUK7|A0A0N4SUK7_MOUSE	tr|A0A5N4EJ88|A0A5N4EJ88_CAMDR
OG0012624	sp|Q9CZT6|CMS1_MOUSE	tr|A0A5N4EL23|A0A5N4EL23_CAMDR
OG0012625	sp|P50592|TNF10_MOUSE	tr|A0A5N4ELB0|A0A5N4ELB0_CAMDR
OG0012626	sp|P61364|OSTN_MOUSE	tr|A0A5N4ELW7|A0A5N4ELW7_CAMDR
OG0012627	sp|P50516|VATA_MOUSE	tr|A0A5N4EM30|A0A5N4EM30_CAMDR
OG0012628	sp|P70290|EM55_MOUSE	tr|A0A5N4C1G6|A0A5N4C1G6_CAMDR
OG0012629	sp|A2ATU0|DHTK1_MOUSE	tr|A0A5N4C4T6|A0A5N4C4T6_CAMDR
OG0012630	sp|Q6SP97|ENKUR_MOUSE	tr|A0A5N4C579|A0A5N4C579_CAMDR
OG0012631	sp|Q6TDU8|DNAI7_MOUSE	tr|A0A5N4C5J1|A0A5N4C5J1_CAMDR
OG0012632	sp|Q7TNT2|FACR2_MOUSE	tr|A0A5N4C6B0|A0A5N4C6B0_CAMDR
OG0012633	sp|Q8C551|R51A1_MOUSE	tr|A0A5N4C6Q0|A0A5N4C6Q0_CAMDR
OG0012634	tr|Q8VEU2|Q8VEU2_MOUSE	tr|A0A5N4C7Q9|A0A5N4C7Q9_CAMDR
OG0012635	sp|Q9JL62|GLTP_MOUSE	tr|A0A5N4C890|A0A5N4C890_CAMDR
OG0012636	tr|E9Q8X5|E9Q8X5_MOUSE	tr|A0A5N4CCB4|A0A5N4CCB4_CAMDR
OG0012637	sp|Q9D0A0|DET1_MOUSE	tr|A0A5N4CDT2|A0A5N4CDT2_CAMDR
OG0012638	sp|A2AIL4|NDUF6_MOUSE	tr|A0A5N4CHY3|A0A5N4CHY3_CAMDR
OG0012639	sp|Q8BGN9|CA115_MOUSE	tr|A0A5N4CI40|A0A5N4CI40_CAMDR
OG0012640	sp|Q8BI29|SARG_MOUSE	tr|A0A5N4CIH5|A0A5N4CIH5_CAMDR
OG0012641	sp|Q9CWY8|RNH2A_MOUSE	tr|A0A5N4CLM5|A0A5N4CLM5_CAMDR
OG0012642	sp|O89101|FGF18_MOUSE	tr|A0A5N4CMM4|A0A5N4CMM4_CAMDR
OG0012643	sp|O35387|HAX1_MOUSE	tr|A0A5N4CP06|A0A5N4CP06_CAMDR
OG0012644	sp|Q8BYG0|TTC24_MOUSE	tr|A0A5N4CP34|A0A5N4CP34_CAMDR
OG0012645	sp|Q811B5|PRR3_MOUSE	tr|A0A5N4CRI3|A0A5N4CRI3_CAMDR
OG0012646	sp|P63072|UBD_MOUSE	tr|A0A5N4CT14|A0A5N4CT14_CAMDR
OG0012647	sp|Q9EPJ9|ARFG1_MOUSE	tr|A0A5N4CTH9|A0A5N4CTH9_CAMDR
OG0012648	sp|Q63ZV0|INSM1_MOUSE	tr|A0A5N4CV38|A0A5N4CV38_CAMDR
OG0012649	sp|Q99K95|RTF2_MOUSE	tr|A0A5N4CVI4|A0A5N4CVI4_CAMDR
OG0012650	sp|Q8VEK2|RHBD2_MOUSE	tr|A0A5N4CXI3|A0A5N4CXI3_CAMDR
OG0012651	sp|Q8BK08|TMM11_MOUSE	tr|A0A5N4D0Z4|A0A5N4D0Z4_CAMDR
OG0012652	sp|Q8CGY6|UN45B_MOUSE	tr|A0A5N4D233|A0A5N4D233_CAMDR
OG0012653	sp|P32442|MEOX1_MOUSE	tr|A0A5N4D3A9|A0A5N4D3A9_CAMDR
OG0012654	sp|Q5ND52|MRM3_MOUSE	tr|A0A5N4D3J0|A0A5N4D3J0_CAMDR
OG0012655	sp|P28322|ETV4_MOUSE	tr|A0A5N4D3J1|A0A5N4D3J1_CAMDR
OG0012656	sp|Q5SWY7|FA83G_MOUSE	tr|A0A5N4D3J3|A0A5N4D3J3_CAMDR
OG0012657	sp|O70157|TOP3A_MOUSE	tr|A0A5N4D5V0|A0A5N4D5V0_CAMDR
OG0012658	sp|Q9WVG7|OSR1_MOUSE	tr|A0A5N4D6M4|A0A5N4D6M4_CAMDR
OG0012659	sp|Q8BJM5|ZNT6_MOUSE	tr|A0A5N4D7Q8|A0A5N4D7Q8_CAMDR
OG0012660	sp|Q9D489|SOLH2_MOUSE	tr|A0A5N4D9V1|A0A5N4D9V1_CAMDR
OG0012661	sp|Q91WJ8|FUBP1_MOUSE	tr|A0A5N4DBH1|A0A5N4DBH1_CAMDR
OG0012662	sp|Q8BLX7|COGA1_MOUSE	tr|A0A5N4DBL7|A0A5N4DBL7_CAMDR
OG0012663	sp|Q0VBV7|CE126_MOUSE	tr|A0A5N4DPB8|A0A5N4DPB8_CAMDR
OG0012664	sp|Q62189|SNRPA_MOUSE	tr|A0A5N4DSH7|A0A5N4DSH7_CAMDR
OG0012665	sp|Q9JJY3|NSMA2_MOUSE	tr|A0A5N4DTV8|A0A5N4DTV8_CAMDR
OG0012666	sp|P29352|PTN22_MOUSE	tr|A0A5N4DV84|A0A5N4DV84_CAMDR
OG0012667	sp|Q9D4H9|PHF14_MOUSE	tr|A0A5N4DY78|A0A5N4DY78_CAMDR
OG0012668	sp|Q5JCT0|GCNT3_MOUSE	tr|A0A5N4E2L8|A0A5N4E2L8_CAMDR
OG0012669	sp|Q9CPZ1|CC198_MOUSE	tr|A0A5N4E3K5|A0A5N4E3K5_CAMDR
OG0012670	sp|Q61532|MK06_MOUSE	tr|A0A5N4E411|A0A5N4E411_CAMDR
OG0012671	sp|Q673H1|TUSC1_MOUSE	tr|A0A5N4E9E9|A0A5N4E9E9_CAMDR
OG0012672	sp|Q8K3K7|PLCB_MOUSE	tr|A0A5N4E9G6|A0A5N4E9G6_CAMDR
OG0012673	sp|Q9DCJ5|NDUA8_MOUSE	tr|A0A5N4EAL1|A0A5N4EAL1_CAMDR
OG0012674	sp|Q8BKS9|PUM3_MOUSE	tr|A0A5N4EAR5|A0A5N4EAR5_CAMDR
OG0012675	sp|Q3UQU0|BRD9_MOUSE	tr|A0A5N4EBU9|A0A5N4EBU9_CAMDR
OG0012676	sp|P61148|FGF1_MOUSE	tr|A0A5N4EDS7|A0A5N4EDS7_CAMDR
OG0012677	tr|F8VQG7|F8VQG7_MOUSE	tr|A0A5N4EEP8|A0A5N4EEP8_CAMDR
OG0012678	sp|G5E8V9|ARFP1_MOUSE	tr|A0A5N4EES5|A0A5N4EES5_CAMDR
OG0012679	sp|Q8C8H8|KY_MOUSE	tr|A0A5N4EJP2|A0A5N4EJP2_CAMDR
OG0012680	sp|P51569|AGAL_MOUSE	tr|A0A5N4C149|A0A5N4C149_CAMDR
OG0012681	sp|Q61599|GDIR2_MOUSE	tr|A0A5N4C5V8|A0A5N4C5V8_CAMDR
OG0012682	sp|Q9Z180|SETBP_MOUSE	tr|A0A5N4CBV6|A0A5N4CBV6_CAMDR
OG0012683	sp|Q8BG67|EFR3A_MOUSE	tr|A0A5N4CH02|A0A5N4CH02_CAMDR
OG0012684	sp|O89091|KLF10_MOUSE	tr|A0A5N4CIA9|A0A5N4CIA9_CAMDR
OG0012685	sp|Q8C4Q6|AIDA_MOUSE	tr|A0A5N4CIV0|A0A5N4CIV0_CAMDR
OG0012686	sp|Q810U3|NFASC_MOUSE	tr|A0A5N4CIX7|A0A5N4CIX7_CAMDR
OG0012687	sp|Q07968|F13B_MOUSE	tr|A0A5N4CIY2|A0A5N4CIY2_CAMDR
OG0012688	sp|P43136|NR2F6_MOUSE	tr|A0A5N4CKZ3|A0A5N4CKZ3_CAMDR
OG0012689	sp|Q3TEW6|MPZL1_MOUSE	tr|A0A5N4CNZ6|A0A5N4CNZ6_CAMDR
OG0012690	sp|Q3TQ03|CIART_MOUSE	tr|A0A5N4CQ39|A0A5N4CQ39_CAMDR
OG0012691	sp|Q7TNI7|IL17F_MOUSE	tr|A0A5N4CSU6|A0A5N4CSU6_CAMDR
OG0012692	sp|Q9JI70|MKKS_MOUSE	tr|A0A5N4CUZ0|A0A5N4CUZ0_CAMDR
OG0012693	sp|Q9JHB3|TIMP4_MOUSE	tr|A0A5N4CYD3|A0A5N4CYD3_CAMDR
OG0012694	sp|Q8K4I7|PRS45_MOUSE	tr|A0A5N4CYF5|A0A5N4CYF5_CAMDR
OG0012695	sp|Q8K301|DDX52_MOUSE	tr|A0A5N4D2F6|A0A5N4D2F6_CAMDR
OG0012696	sp|Q8K157|GALM_MOUSE	tr|A0A5N4D6R6|A0A5N4D6R6_CAMDR
OG0012697	tr|Q8C632|Q8C632_MOUSE	tr|A0A5N4D874|A0A5N4D874_CAMDR
OG0012698	sp|P70375|FA7_MOUSE	tr|A0A5N4D8Y2|A0A5N4D8Y2_CAMDR
OG0012699	sp|Q8VHI6|WASF3_MOUSE	tr|A0A5N4D9X0|A0A5N4D9X0_CAMDR
OG0012700	sp|P22389|EDN2_MOUSE	tr|A0A5N4DBL3|A0A5N4DBL3_CAMDR
OG0012701	sp|Q9QZH3|PPIE_MOUSE	tr|A0A5N4DC90|A0A5N4DC90_CAMDR
OG0012702	sp|Q9JLN5|ERMAP_MOUSE	tr|A0A5N4DCK4|A0A5N4DCK4_CAMDR
OG0012703	sp|Q8BGF7|PAN2_MOUSE	tr|A0A5N4DF49|A0A5N4DF49_CAMDR
OG0012705	sp|Q9Z0T6|PKDRE_MOUSE	tr|A0A5N4DGD8|A0A5N4DGD8_CAMDR
OG0012706	sp|Q7TNK1|RFX4_MOUSE	tr|A0A5N4DH57|A0A5N4DH57_CAMDR
OG0012707	sp|P35546|RET_MOUSE	tr|A0A5N4DIK8|A0A5N4DIK8_CAMDR
OG0012708	sp|Q8BZS9|DHX32_MOUSE	tr|A0A5N4DJN2|A0A5N4DJN2_CAMDR
OG0012709	sp|Q91XQ5|CHSTF_MOUSE	tr|A0A5N4DJQ3|A0A5N4DJQ3_CAMDR
OG0012710	sp|Q9D6J5|NDUB8_MOUSE	tr|A0A5N4DKV3|A0A5N4DKV3_CAMDR
OG0012711	sp|Q3U515|VWCE_MOUSE	tr|A0A5N4DN12|A0A5N4DN12_CAMDR
OG0012712	sp|Q8BW93|C5AR2_MOUSE	tr|A0A5N4DS01|A0A5N4DS01_CAMDR
OG0012713	sp|P01139|NGF_MOUSE	tr|A0A5N4DT36|A0A5N4DT36_CAMDR
OG0012714	sp|Q08048|HGF_MOUSE	tr|A0A5N4DXX3|A0A5N4DXX3_CAMDR
OG0012715	sp|Q9CQN4|SOSD1_MOUSE	tr|A0A5N4DZW1|A0A5N4DZW1_CAMDR
OG0012716	sp|Q8VIM6|STRC_MOUSE	tr|A0A5N4E225|A0A5N4E225_CAMDR
OG0012717	sp|Q9QZ57|HSPB3_MOUSE	tr|A0A5N4EBF3|A0A5N4EBF3_CAMDR
OG0012718	sp|Q9QWZ1|RAD1_MOUSE	tr|A0A5N4EE77|A0A5N4EE77_CAMDR
OG0012719	sp|Q80UQ2|RASF6_MOUSE	tr|A0A5N4EFM4|A0A5N4EFM4_CAMDR
OG0012720	tr|A0A140LIX9|A0A140LIX9_MOUSE	tr|A0A5N4EGW4|A0A5N4EGW4_CAMDR
OG0012721	sp|Q7TN89|RASE_MOUSE	tr|A0A5N4C0L5|A0A5N4C0L5_CAMDR
OG0012722	sp|Q9Z0Z4|HEPH_MOUSE	tr|A0A5N4C2F6|A0A5N4C2F6_CAMDR
OG0012723	sp|Q91W86|VPS11_MOUSE	tr|A0A5N4C8U0|A0A5N4C8U0_CAMDR
OG0012724	sp|Q8C1B1|CAMP2_MOUSE	tr|A0A5N4CIT4|A0A5N4CIT4_CAMDR
OG0012725	sp|Q8BHA0|IN80C_MOUSE	tr|A0A5N4CJ89|A0A5N4CJ89_CAMDR
OG0012726	sp|Q4FZD7|PLK5_MOUSE	tr|A0A5N4CJP5|A0A5N4CJP5_CAMDR
OG0012727	sp|Q91YQ7|RMD5B_MOUSE	tr|A0A5N4CK84|A0A5N4CK84_CAMDR
OG0012728	sp|P41274|TNFL9_MOUSE	tr|A0A5N4CLY7|A0A5N4CLY7_CAMDR
OG0012729	sp|Q8BVF7|APH1A_MOUSE	tr|A0A5N4CQ00|A0A5N4CQ00_CAMDR
OG0012730	sp|Q9D6Z1|NOP56_MOUSE	tr|A0A5N4CUV5|A0A5N4CUV5_CAMDR
OG0012731	sp|Q9D975|SRXN1_MOUSE	tr|A0A5N4CV81|A0A5N4CV81_CAMDR
OG0012732	sp|Q9JJV5|CCG3_MOUSE	tr|A0A5N4CVS7|A0A5N4CVS7_CAMDR
OG0012733	sp|O70281|TPST1_MOUSE	tr|A0A5N4CXW4|A0A5N4CXW4_CAMDR
OG0012734	sp|Q3TNA1|XYLB_MOUSE	tr|A0A5N4CZ94|A0A5N4CZ94_CAMDR
OG0012735	sp|Q9ESP5|FEZF2_MOUSE	tr|A0A5N4D058|A0A5N4D058_CAMDR
OG0012736	sp|P70436|DLX4_MOUSE	tr|A0A5N4D3M7|A0A5N4D3M7_CAMDR
OG0012737	tr|A2A592|A2A592_MOUSE	tr|A0A5N4D4M3|A0A5N4D4M3_CAMDR
OG0012738	sp|Q8CC14|F216B_MOUSE	tr|A0A5N4D929|A0A5N4D929_CAMDR
OG0012739	sp|O09051|GUC2B_MOUSE	tr|A0A5N4DA40|A0A5N4DA40_CAMDR
OG0012740	sp|Q9WUG6|INSL5_MOUSE	tr|A0A5N4DAB7|A0A5N4DAB7_CAMDR
OG0012741	sp|Q9QUL3|PA2GE_MOUSE	tr|A0A5N4DB68|A0A5N4DB68_CAMDR
OG0012742	sp|Q80YV4|PANK4_MOUSE	tr|A0A5N4DBW9|A0A5N4DBW9_CAMDR
OG0012743	sp|Q3TLP5|ECHD2_MOUSE	tr|A0A5N4DC60|A0A5N4DC60_CAMDR
OG0012744	sp|O88986|KBL_MOUSE	tr|A0A5N4DGB1|A0A5N4DGB1_CAMDR
OG0012745	sp|E9Q7E2|ARID2_MOUSE	tr|A0A5N4DHA3|A0A5N4DHA3_CAMDR
OG0012746	sp|Q9DAM7|TM263_MOUSE	tr|A0A5N4DHC0|A0A5N4DHC0_CAMDR
OG0012747	sp|Q9R022|DJC12_MOUSE	tr|A0A5N4DJQ1|A0A5N4DJQ1_CAMDR
OG0012748	sp|Q9JK37|MYOZ1_MOUSE	tr|A0A5N4DJR4|A0A5N4DJR4_CAMDR
OG0012749	sp|J3QMI4|CAHM3_MOUSE	tr|A0A5N4DKJ9|A0A5N4DKJ9_CAMDR
OG0012750	sp|Q8R0P4|AAMDC_MOUSE	tr|A0A5N4DKW6|A0A5N4DKW6_CAMDR
OG0012751	sp|Q8BWQ4|CMTR2_MOUSE	tr|A0A5N4DQM9|A0A5N4DQM9_CAMDR
OG0012752	sp|Q8VD26|TM143_MOUSE	tr|A0A5N4DQY5|A0A5N4DQY5_CAMDR
OG0012753	sp|Q9CR08|RPP29_MOUSE	tr|A0A5N4DR36|A0A5N4DR36_CAMDR
OG0012754	sp|Q0Q236|BSPH2_MOUSE	tr|A0A5N4DSV3|A0A5N4DSV3_CAMDR
OG0012755	sp|Q62318|TIF1B_MOUSE	tr|A0A5N4DU63|A0A5N4DU63_CAMDR
OG0012756	sp|Q9CXI3|MOXD1_MOUSE	tr|A0A5N4DVG1|A0A5N4DVG1_CAMDR
OG0012757	sp|Q8BLB7|LMBL3_MOUSE	tr|A0A5N4DX38|A0A5N4DX38_CAMDR
OG0012758	sp|Q9D2G5|SYNJ2_MOUSE	tr|A0A5N4DX97|A0A5N4DX97_CAMDR
OG0012759	sp|P62322|LSM5_MOUSE	tr|A0A5N4DZ70|A0A5N4DZ70_CAMDR
OG0012760	sp|Q3UG20|KMT2E_MOUSE	tr|A0A5N4E001|A0A5N4E001_CAMDR
OG0012761	sp|Q80VD1|FA98B_MOUSE	tr|A0A5N4E076|A0A5N4E076_CAMDR
OG0012762	sp|Q3TBL6|TP8L3_MOUSE	tr|A0A5N4E4B6|A0A5N4E4B6_CAMDR
OG0012763	sp|Q9WV66|MARH7_MOUSE	tr|A0A5N4E545|A0A5N4E545_CAMDR
OG0012764	sp|Q8CFG4|DMRTA_MOUSE	tr|A0A5N4E8B9|A0A5N4E8B9_CAMDR
OG0012765	sp|Q9ERZ0|HEMGN_MOUSE	tr|A0A5N4E9P8|A0A5N4E9P8_CAMDR
OG0012766	sp|P58389|PTPA_MOUSE	tr|A0A5N4EAE8|A0A5N4EAE8_CAMDR
OG0012767	sp|Q8BVI4|DHPR_MOUSE	tr|A0A5N4EEK7|A0A5N4EEK7_CAMDR
OG0012768	sp|Q9CXT7|TM192_MOUSE	tr|A0A5N4EGS5|A0A5N4EGS5_CAMDR
OG0012769	sp|P52194|CLGN_MOUSE	tr|A0A5N4EGY6|A0A5N4EGY6_CAMDR
OG0012770	sp|P41183|BCL6_MOUSE	tr|A0A5N4EIP5|A0A5N4EIP5_CAMDR
OG0012771	sp|O35664|INAR2_MOUSE	tr|A0A5N4EK49|A0A5N4EK49_CAMDR
OG0012772	sp|P40226|TPO_MOUSE	tr|A0A5N4ELB8|A0A5N4ELB8_CAMDR
OG0012773	sp|Q3UGP9|LRC58_MOUSE	tr|A0A5N4ELR7|A0A5N4ELR7_CAMDR
OG0012774	tr|A0A140LIW3|A0A140LIW3_MOUSE	tr|A0A5N4C0R3|A0A5N4C0R3_CAMDR
OG0012775	sp|Q9WTZ9|BEX3_MOUSE	tr|A0A5N4C1W4|A0A5N4C1W4_CAMDR
OG0012776	sp|Q80UV9|TAF1_MOUSE	tr|A0A5N4C357|A0A5N4C357_CAMDR
OG0012777	sp|Q9Z0X1|AIFM1_MOUSE	tr|A0A5N4C3N1|A0A5N4C3N1_CAMDR
OG0012778	sp|Q8R149|BUD13_MOUSE	tr|A0A5N4C7J9|A0A5N4C7J9_CAMDR
OG0012779	sp|Q99KS2|NGRN_MOUSE	tr|A0A5N4CEX1|A0A5N4CEX1_CAMDR
OG0012780	sp|Q8BUK6|HOOK3_MOUSE	tr|A0A5N4CEZ3|A0A5N4CEZ3_CAMDR
OG0012781	sp|Q8BGG0|ZNT8_MOUSE	tr|A0A5N4CGP5|A0A5N4CGP5_CAMDR
OG0012782	sp|Q08376|ZBT14_MOUSE	tr|A0A5N4CH86|A0A5N4CH86_CAMDR
OG0012783	sp|P22339|GA45B_MOUSE	tr|A0A5N4CJM7|A0A5N4CJM7_CAMDR
OG0012784	sp|O08545|EFNA3_MOUSE	tr|A0A5N4CNF4|A0A5N4CNF4_CAMDR
