Orthogroup	Mus_musculus	Equus_asinus_asinus
OG0014689	sp|P35294|RAB19_MOUSE	tr|A0A8C4LX17|A0A8C4LX17_EQUAS
OG0014690	sp|Q80U40|RIMB2_MOUSE	tr|A0A8C4LZ89|A0A8C4LZ89_EQUAS
OG0014691	sp|Q8QZR1|ATTY_MOUSE	tr|A0A8C4LZL9|A0A8C4LZL9_EQUAS
OG0014692	sp|Q04859|MAK_MOUSE	tr|A0A8C4M106|A0A8C4M106_EQUAS
OG0014693	tr|Q3TJB1|Q3TJB1_MOUSE	tr|A0A8C4M3A4|A0A8C4M3A4_EQUAS
OG0014694	tr|Q6NZI9|Q6NZI9_MOUSE	tr|A0A8C4M3H5|A0A8C4M3H5_EQUAS
OG0014695	sp|Q2NKI2|VAX1_MOUSE	tr|A0A8C4M4J4|A0A8C4M4J4_EQUAS
OG0014696	sp|Q9D7I5|LHPP_MOUSE	tr|A0A8C4M503|A0A8C4M503_EQUAS
OG0014697	sp|Q9DCM0|ETHE1_MOUSE	tr|A0A8C4M662|A0A8C4M662_EQUAS
OG0014698	sp|Q3UEG6|AGT2_MOUSE	tr|A0A8C4M824|A0A8C4M824_EQUAS
OG0014699	sp|Q80SZ7|GBG5_MOUSE	tr|A0A8C4M981|A0A8C4M981_EQUAS
OG0014700	sp|P14602|HSPB1_MOUSE	tr|A0A8C4MCV5|A0A8C4MCV5_EQUAS
OG0014701	sp|Q8C341|SUCO_MOUSE	tr|A0A8C4MHB8|A0A8C4MHB8_EQUAS
OG0014702	sp|O88427|CAC1H_MOUSE	tr|A0A8C4MIB8|A0A8C4MIB8_EQUAS
OG0014703	sp|P23772|GATA3_MOUSE	tr|A0A8C4MJW6|A0A8C4MJW6_EQUAS
OG0014704	sp|P47802|MTX1_MOUSE	tr|A0A8C4MKG3|A0A8C4MKG3_EQUAS
OG0014705	sp|Q501J2|ANKMT_MOUSE	tr|A0A8C4MKJ1|A0A8C4MKJ1_EQUAS
OG0014706	sp|Q3UXZ9|KDM5A_MOUSE	tr|A0A8C4MKV0|A0A8C4MKV0_EQUAS
OG0014707	sp|O08582|GTPB1_MOUSE	tr|A0A8C4MKV3|A0A8C4MKV3_EQUAS
OG0014708	sp|Q04886|SOX8_MOUSE	tr|A0A8C4MKY1|A0A8C4MKY1_EQUAS
OG0014709	sp|Q6PFQ7|RASL2_MOUSE	tr|A0A8C4MLC0|A0A8C4MLC0_EQUAS
OG0014710	sp|Q6W3F0|P4HA3_MOUSE	tr|A0A8C4MMW9|A0A8C4MMW9_EQUAS
OG0014711	sp|D3Z3C6|ZFAN4_MOUSE	tr|A0A8C4MNP9|A0A8C4MNP9_EQUAS
OG0014712	sp|Q5SS91|SUN3_MOUSE	tr|A0A8C4MQ38|A0A8C4MQ38_EQUAS
OG0014713	sp|P05017|IGF1_MOUSE	tr|A0A8C4MRP6|A0A8C4MRP6_EQUAS
OG0014714	sp|Q5U4E2|REPI1_MOUSE	tr|A0A8C4MSD4|A0A8C4MSD4_EQUAS
OG0014715	sp|Q5SFM8|RBM27_MOUSE	tr|A0A8C4MT04|A0A8C4MT04_EQUAS
OG0014716	sp|Q61200|NXPH1_MOUSE	tr|A0A8C4MTV2|A0A8C4MTV2_EQUAS
OG0014717	sp|Q8BJY1|PSMD5_MOUSE	tr|A0A8C4MW40|A0A8C4MW40_EQUAS
OG0014718	sp|P59222|SREC2_MOUSE	tr|A0A8C4MYL1|A0A8C4MYL1_EQUAS
OG0014719	sp|Q99LE2|GP146_MOUSE	tr|A0A8C4MZ15|A0A8C4MZ15_EQUAS
OG0014720	sp|Q9Z0H1|WDR46_MOUSE	tr|A0A8C4N1G3|A0A8C4N1G3_EQUAS
OG0014721	sp|Q8C3S2|TNG6_MOUSE	tr|A0A8C4N336|A0A8C4N336_EQUAS
OG0014722	sp|Q06335|APLP2_MOUSE	tr|A0A8C4N7H9|A0A8C4N7H9_EQUAS
OG0014723	sp|Q4U4S6|XIRP2_MOUSE	tr|A0A8C4N8H8|A0A8C4N8H8_EQUAS
OG0014724	sp|O08550|KMT2B_MOUSE	tr|A0A8C4PFM8|A0A8C4PFM8_EQUAS
OG0014725	tr|E9PW83|E9PW83_MOUSE	tr|A0A8C4PL55|A0A8C4PL55_EQUAS
OG0014726	sp|Q6GQT9|NOMO1_MOUSE	tr|A0A8C4PML1|A0A8C4PML1_EQUAS
OG0014727	sp|Q9DCA5|BRX1_MOUSE	tr|A0A8C4PPX7|A0A8C4PPX7_EQUAS
OG0014728	sp|Q80Z71|TENN_MOUSE	tr|A0A8C4PRM8|A0A8C4PRM8_EQUAS
OG0014729	sp|Q9JIW4|DPOLM_MOUSE	tr|A0A8C4PS47|A0A8C4PS47_EQUAS
OG0014730	sp|B2RPY5|GP161_MOUSE	tr|A0A8C4PSS3|A0A8C4PSS3_EQUAS
OG0014731	sp|P20029|BIP_MOUSE	tr|A0A8C4PTT8|A0A8C4PTT8_EQUAS
OG0014732	sp|Q3TZW0|ECSCR_MOUSE	tr|A0A8C4PTZ7|A0A8C4PTZ7_EQUAS
OG0014733	sp|Q9WVL4|GRK1_MOUSE	tr|A0A8C4PUM9|A0A8C4PUM9_EQUAS
OG0014734	sp|Q3URD3|SLMAP_MOUSE	tr|A0A8C4KTK9|A0A8C4KTK9_EQUAS
OG0014735	sp|Q9D8X5|CNOT8_MOUSE	tr|A0A8C4KVX4|A0A8C4KVX4_EQUAS
OG0014736	sp|Q9D0L8|MCES_MOUSE	tr|A0A8C4KWF0|A0A8C4KWF0_EQUAS
OG0014737	sp|Q91VD9|NDUS1_MOUSE	tr|A0A8C4KXS0|A0A8C4KXS0_EQUAS
OG0014738	sp|Q9CY57|CHTOP_MOUSE	tr|A0A8C4KYK2|A0A8C4KYK2_EQUAS
OG0014739	sp|P09581|CSF1R_MOUSE	tr|A0A8C4KYR1|A0A8C4KYR1_EQUAS
OG0014740	sp|Q8BHS3|RBM22_MOUSE	tr|A0A8C4KZA5|A0A8C4KZA5_EQUAS
OG0014741	sp|Q91YQ3|CSDC2_MOUSE	tr|A0A8C4L315|A0A8C4L315_EQUAS
OG0014742	sp|Q99PL5|RRBP1_MOUSE	tr|A0A8C4L4B8|A0A8C4L4B8_EQUAS
OG0014743	sp|B8JKV0|AMN1_MOUSE	tr|A0A8C4L4J9|A0A8C4L4J9_EQUAS
OG0014744	sp|Q8C6L5|CGAS_MOUSE	tr|A0A8C4L5C4|A0A8C4L5C4_EQUAS
OG0014745	sp|Q80UF4|SDCG8_MOUSE	tr|A0A8C4L5K1|A0A8C4L5K1_EQUAS
OG0014746	tr|Q8C8K6|Q8C8K6_MOUSE	tr|A0A8C4L5Q4|A0A8C4L5Q4_EQUAS
OG0014747	sp|Q99KL7|RAB28_MOUSE	tr|A0A8C4L729|A0A8C4L729_EQUAS
OG0014748	sp|Q61526|ERBB3_MOUSE	tr|A0A8C4L7H4|A0A8C4L7H4_EQUAS
OG0014749	sp|Q3UIL6|PKHA7_MOUSE	tr|A0A8C4L9D7|A0A8C4L9D7_EQUAS
OG0014750	sp|Q60611|SATB1_MOUSE	tr|A0A8C4LA63|A0A8C4LA63_EQUAS
OG0014751	sp|Q8BR07|BICD1_MOUSE	tr|A0A8C4LBB1|A0A8C4LBB1_EQUAS
OG0014752	sp|Q8CDD9|LRIF1_MOUSE	tr|A0A8C4LBZ5|A0A8C4LBZ5_EQUAS
OG0014753	sp|Q91W36|UBP3_MOUSE	tr|A0A8C4LDS2|A0A8C4LDS2_EQUAS
OG0014754	sp|Q7TN58|TMC8_MOUSE	tr|A0A8C4LDW2|A0A8C4LDW2_EQUAS
OG0014755	sp|Q5BJ29|FBXL7_MOUSE	tr|A0A8C4LEZ4|A0A8C4LEZ4_EQUAS
OG0014756	sp|Q09200|B4GN1_MOUSE	tr|A0A8C4LF37|A0A8C4LF37_EQUAS
OG0014757	sp|F8VQB6|MYO10_MOUSE	tr|A0A8C4LF63|A0A8C4LF63_EQUAS
OG0014758	sp|A2AMZ4|NDUF8_MOUSE	tr|A0A8C4LF73|A0A8C4LF73_EQUAS
OG0014759	sp|Q8BKI2|TNR6B_MOUSE	tr|A0A8C4LFK9|A0A8C4LFK9_EQUAS
OG0014760	sp|P56477|IRF5_MOUSE	tr|A0A8C4LKA7|A0A8C4LKA7_EQUAS
OG0014761	sp|Q9DBL7|COASY_MOUSE	tr|A0A8C4LN02|A0A8C4LN02_EQUAS
OG0014762	sp|Q60718|ADAM2_MOUSE	tr|A0A8C4LRP9|A0A8C4LRP9_EQUAS
OG0014763	sp|Q64310|SURF4_MOUSE	tr|A0A8C4LTU6|A0A8C4LTU6_EQUAS
OG0014764	sp|Q8BH52|CR3L2_MOUSE	tr|A0A8C4LU68|A0A8C4LU68_EQUAS
OG0014765	sp|Q8BLX7|COGA1_MOUSE	tr|A0A8C4LUN1|A0A8C4LUN1_EQUAS
OG0014766	sp|Q00560|IL6RB_MOUSE	tr|A0A8C4LVU5|A0A8C4LVU5_EQUAS
OG0014767	sp|P97292|HRH2_MOUSE	tr|A0A8C4LW58|A0A8C4LW58_EQUAS
OG0014768	sp|Q9CR86|CHSP1_MOUSE	tr|A0A8C4LW59|A0A8C4LW59_EQUAS
OG0014769	sp|Q7TNL3|STK40_MOUSE	tr|A0A8C4LYD6|A0A8C4LYD6_EQUAS
OG0014770	sp|O35594|IFT81_MOUSE	tr|A0A8C4LYQ3|A0A8C4LYQ3_EQUAS
OG0014771	sp|Q505H4|VWC2L_MOUSE	tr|A0A8C4LZG3|A0A8C4LZG3_EQUAS
OG0014772	sp|Q91WK5|GCSH_MOUSE	tr|A0A8C4M070|A0A8C4M070_EQUAS
OG0014773	sp|Q1HCM0|FGFP3_MOUSE	tr|A0A8C4M185|A0A8C4M185_EQUAS
OG0014774	sp|Q8K215|LYRM4_MOUSE	tr|A0A8C4M1W7|A0A8C4M1W7_EQUAS
OG0014775	sp|B9EJ80|PDZD8_MOUSE	tr|A0A8C4M3G2|A0A8C4M3G2_EQUAS
OG0014776	sp|B1AZ99|OTUD3_MOUSE	tr|A0A8C4M4U9|A0A8C4M4U9_EQUAS
OG0014777	sp|Q9DCP2|S38A3_MOUSE	tr|A0A8C4M521|A0A8C4M521_EQUAS
OG0014778	sp|Q8K3I6|IL27A_MOUSE	tr|A0A8C4M5F0|A0A8C4M5F0_EQUAS
OG0014779	sp|Q9WVQ0|PMFBP_MOUSE	tr|A0A8C4M9D3|A0A8C4M9D3_EQUAS
OG0014780	sp|B1AT66|MOT7_MOUSE	tr|A0A8C4MA04|A0A8C4MA04_EQUAS
OG0014781	sp|Q69ZS6|SV2C_MOUSE	tr|A0A8C4MKC0|A0A8C4MKC0_EQUAS
OG0014782	sp|A2AIW0|ENTR1_MOUSE	tr|A0A8C4MKL2|A0A8C4MKL2_EQUAS
OG0014783	sp|Q9Z2E3|ERN2_MOUSE	tr|A0A8C4MM23|A0A8C4MM23_EQUAS
OG0014784	sp|Q8BWY4|MBLC1_MOUSE	tr|A0A8C4MM30|A0A8C4MM30_EQUAS
OG0014785	sp|Q8VHG0|FMO4_MOUSE	tr|A0A8C4MM39|A0A8C4MM39_EQUAS
OG0014786	sp|P48760|FOLC_MOUSE	tr|A0A8C4MNV0|A0A8C4MNV0_EQUAS
OG0014787	sp|Q8VI88|ODFP4_MOUSE	tr|A0A8C4MQL2|A0A8C4MQL2_EQUAS
OG0014788	sp|Q5NCF2|TPPC1_MOUSE	tr|A0A8C4MVD4|A0A8C4MVD4_EQUAS
OG0014789	sp|Q8R2F2|DEGS2_MOUSE	tr|A0A8C4MVX1|A0A8C4MVX1_EQUAS
OG0014790	sp|Q8VHW3|CCG6_MOUSE	tr|A0A8C4MVZ2|A0A8C4MVZ2_EQUAS
OG0014791	sp|Q61312|AP2C_MOUSE	tr|A0A8C4MY21|A0A8C4MY21_EQUAS
OG0014792	sp|P41245|MMP9_MOUSE	tr|A0A8C4N1V2|A0A8C4N1V2_EQUAS
OG0014793	sp|Q505F5|LRC47_MOUSE	tr|A0A8C4N3N1|A0A8C4N3N1_EQUAS
OG0014794	sp|P51960|MYBA_MOUSE	tr|A0A8C4PFY5|A0A8C4PFY5_EQUAS
OG0014795	tr|E9Q444|E9Q444_MOUSE	tr|A0A8C4PH53|A0A8C4PH53_EQUAS
OG0014796	sp|Q9QXP7|C1QT1_MOUSE	tr|A0A8C4PHX2|A0A8C4PHX2_EQUAS
OG0014797	sp|Q05920|PYC_MOUSE	tr|A0A8C4PIF8|A0A8C4PIF8_EQUAS
OG0014798	sp|Q9DCL2|CIA2A_MOUSE	tr|A0A8C4PJ13|A0A8C4PJ13_EQUAS
OG0014799	sp|P25962|ADRB3_MOUSE	tr|A0A8C4PRG4|A0A8C4PRG4_EQUAS
OG0014800	sp|Q8CF02|FM25C_MOUSE	tr|A0A8C4PTE0|A0A8C4PTE0_EQUAS
OG0014801	sp|Q9D2R4|TMD11_MOUSE	tr|A0A8C4PV50|A0A8C4PV50_EQUAS
OG0014802	sp|Q66JX5|CEP43_MOUSE	tr|A0A8C4KU50|A0A8C4KU50_EQUAS
OG0014803	sp|Q9JLF1|GBRT_MOUSE	tr|A0A8C4KVT3|A0A8C4KVT3_EQUAS
OG0014804	sp|Q80VM3|TTC29_MOUSE	tr|A0A8C4KZ96|A0A8C4KZ96_EQUAS
OG0014805	sp|P32082|GHRHR_MOUSE	tr|A0A8C4L020|A0A8C4L020_EQUAS
OG0014806	sp|Q8K4K2|TRIB3_MOUSE	tr|A0A8C4L2H8|A0A8C4L2H8_EQUAS
OG0014807	sp|Q8C0T5|SI1L1_MOUSE	tr|A0A8C4L3Q9|A0A8C4L3Q9_EQUAS
OG0014808	sp|Q9QXE4|T53I1_MOUSE	tr|A0A8C4L558|A0A8C4L558_EQUAS
OG0014809	sp|Q8C310|ROBO4_MOUSE	tr|A0A8C4L5B7|A0A8C4L5B7_EQUAS
OG0014810	sp|P22907|HEM3_MOUSE	tr|A0A8C4L677|A0A8C4L677_EQUAS
OG0014811	sp|Q9JKR6|HYOU1_MOUSE	tr|A0A8C4L6G3|A0A8C4L6G3_EQUAS
OG0014812	sp|Q61224|5HT1D_MOUSE	tr|A0A8C4L7I6|A0A8C4L7I6_EQUAS
OG0014813	sp|P15066|JUND_MOUSE	tr|A0A8C4LA55|A0A8C4LA55_EQUAS
OG0014814	sp|Q9CQF3|CPSF5_MOUSE	tr|A0A8C4LCA9|A0A8C4LCA9_EQUAS
OG0014815	sp|Q60943|I17RA_MOUSE	tr|A0A8C4LD48|A0A8C4LD48_EQUAS
OG0014816	sp|Q99LJ2|ABTB1_MOUSE	tr|A0A8C4LDC7|A0A8C4LDC7_EQUAS
OG0014817	sp|Q9Z0S1|BPNT1_MOUSE	tr|A0A8C4LGG3|A0A8C4LGG3_EQUAS
OG0014818	sp|Q8BGX0|TRI23_MOUSE	tr|A0A8C4LGX3|A0A8C4LGX3_EQUAS
OG0014819	sp|Q3U564|DCP1B_MOUSE	tr|A0A8C4LHM3|A0A8C4LHM3_EQUAS
OG0014820	sp|Q61501|E2F1_MOUSE	tr|A0A8C4LJU8|A0A8C4LJU8_EQUAS
OG0014821	sp|Q9DA60|TEX44_MOUSE	tr|A0A8C4LK16|A0A8C4LK16_EQUAS
OG0014822	sp|P40224|SDF1_MOUSE	tr|A0A8C4LLD9|A0A8C4LLD9_EQUAS
OG0014823	sp|Q99LP8|YIPF2_MOUSE	tr|A0A8C4LLY4|A0A8C4LLY4_EQUAS
OG0014824	sp|Q5F267|P5I13_MOUSE	tr|A0A8C4LM20|A0A8C4LM20_EQUAS
OG0014825	sp|O08707|ACKR2_MOUSE	tr|A0A8C4LQ23|A0A8C4LQ23_EQUAS
OG0014826	sp|Q8BM13|NOE2_MOUSE	tr|A0A8C4LQ38|A0A8C4LQ38_EQUAS
OG0014827	sp|Q8BML9|SYQ_MOUSE	tr|A0A8C4LRK9|A0A8C4LRK9_EQUAS
OG0014828	sp|A2A6C4|SPP2C_MOUSE	tr|A0A8C4LSN9|A0A8C4LSN9_EQUAS
OG0014829	sp|Q8BTZ4|APC5_MOUSE	tr|A0A8C4M026|A0A8C4M026_EQUAS
OG0014830	sp|Q921E6|EED_MOUSE	tr|A0A8C4M3Y7|A0A8C4M3Y7_EQUAS
OG0014831	sp|Q80W65|PCSK9_MOUSE	tr|A0A8C4M5Y8|A0A8C4M5Y8_EQUAS
OG0014832	sp|Q99MZ3|MLXPL_MOUSE	tr|A0A8C4M8M2|A0A8C4M8M2_EQUAS
OG0014833	sp|Q9D0U1|DTWD2_MOUSE	tr|A0A8C4M941|A0A8C4M941_EQUAS
OG0014834	tr|A0A2I3BR81|A0A2I3BR81_MOUSE	tr|A0A8C4M9C5|A0A8C4M9C5_EQUAS
OG0014835	tr|E9QA22|E9QA22_MOUSE	tr|A0A8C4M9K8|A0A8C4M9K8_EQUAS
OG0014836	sp|Q9CR60|GOT1B_MOUSE	tr|A0A8C4MB02|A0A8C4MB02_EQUAS
OG0014837	sp|Q8C006|TRI35_MOUSE	tr|A0A8C4MBE5|A0A8C4MBE5_EQUAS
OG0014838	sp|Q1HKZ5|M3K13_MOUSE	tr|A0A8C4MBF3|A0A8C4MBF3_EQUAS
OG0014839	sp|Q8BJ52|PLPR5_MOUSE	tr|A0A8C4MBK2|A0A8C4MBK2_EQUAS
OG0014840	tr|E9Q287|E9Q287_MOUSE	tr|A0A8C4MC90|A0A8C4MC90_EQUAS
OG0014841	sp|Q8C551|R51A1_MOUSE	tr|A0A8C4MC93|A0A8C4MC93_EQUAS
OG0014842	tr|E9Q4T4|E9Q4T4_MOUSE	tr|A0A8C4MDK5|A0A8C4MDK5_EQUAS
OG0014843	sp|O35639|ANXA3_MOUSE	tr|A0A8C4ME28|A0A8C4ME28_EQUAS
OG0014844	sp|Q60989|XIAP_MOUSE	tr|A0A8C4ME51|A0A8C4ME51_EQUAS
OG0014845	sp|Q5HZI1|MTUS1_MOUSE	tr|A0A8C4MGK8|A0A8C4MGK8_EQUAS
OG0014846	sp|Q3UIA2|RHG17_MOUSE	tr|A0A8C4MIC7|A0A8C4MIC7_EQUAS
OG0014847	sp|Q8CGM2|RP1L1_MOUSE	tr|A0A8C4MJR5|A0A8C4MJR5_EQUAS
OG0014848	sp|Q9D3V5|FSIP1_MOUSE	tr|A0A8C4MKU0|A0A8C4MKU0_EQUAS
OG0014849	sp|Q3TQQ9|CA112_MOUSE	tr|A0A8C4MLR0|A0A8C4MLR0_EQUAS
OG0014850	sp|Q80TC5|POGK_MOUSE	tr|A0A8C4MMV2|A0A8C4MMV2_EQUAS
OG0014851	sp|Q9JJB9|TM183_MOUSE	tr|A0A8C4MQ10|A0A8C4MQ10_EQUAS
OG0014852	sp|Q9CXR4|PIGC_MOUSE	tr|A0A8C4MQ65|A0A8C4MQ65_EQUAS
OG0014853	sp|Q8K382|DEN1A_MOUSE	tr|A0A8C4MQZ3|A0A8C4MQZ3_EQUAS
OG0014854	sp|P53702|CCHL_MOUSE	tr|A0A8C4MRJ0|A0A8C4MRJ0_EQUAS
OG0014855	sp|Q9D7B1|DUS2L_MOUSE	tr|A0A8C4MSS4|A0A8C4MSS4_EQUAS
OG0014856	sp|Q9Z1B8|PHF1_MOUSE	tr|A0A8C4MT72|A0A8C4MT72_EQUAS
OG0014857	sp|Q6E1M8|AWAT2_MOUSE	tr|A0A8C4MXR5|A0A8C4MXR5_EQUAS
OG0014858	tr|A0A494BAC1|A0A494BAC1_MOUSE	tr|A0A8C4MZ10|A0A8C4MZ10_EQUAS
OG0014859	sp|Q99KP3|CRYL1_MOUSE	tr|A0A8C4MZR6|A0A8C4MZR6_EQUAS
OG0014860	sp|Q811P8|RHG32_MOUSE	tr|A0A8C4N091|A0A8C4N091_EQUAS
OG0014861	sp|Q3U5C7|PRIC1_MOUSE	tr|A0A8C4N2J6|A0A8C4N2J6_EQUAS
OG0014862	sp|Q8BJS8|MTBP_MOUSE	tr|A0A8C4N6I4|A0A8C4N6I4_EQUAS
OG0014863	sp|Q9WV76|AP4B1_MOUSE	tr|A0A8C4PII8|A0A8C4PII8_EQUAS
OG0014864	sp|O08915|AIP_MOUSE	tr|A0A8C4PIU0|A0A8C4PIU0_EQUAS
OG0014865	sp|Q6NZM9|HDAC4_MOUSE	tr|A0A8C4PJL3|A0A8C4PJL3_EQUAS
OG0014866	sp|O55230|RA51D_MOUSE	tr|A0A8C4PM78|A0A8C4PM78_EQUAS
OG0014867	sp|Q8CG79|ASPP2_MOUSE	tr|A0A8C4PNY0|A0A8C4PNY0_EQUAS
OG0014868	sp|Q91YL7|PG2IP_MOUSE	tr|A0A8C4PPR3|A0A8C4PPR3_EQUAS
OG0014869	sp|Q9WVL6|EXTL3_MOUSE	tr|A0A8C4PQX3|A0A8C4PQX3_EQUAS
OG0014870	sp|Q91WD4|CG025_MOUSE	tr|A0A8C4PS31|A0A8C4PS31_EQUAS
OG0014871	sp|Q8BMJ2|SYLC_MOUSE	tr|A0A8C4PU43|A0A8C4PU43_EQUAS
OG0014872	sp|Q8R0I0|ACE2_MOUSE	tr|A0A8C4KQS2|A0A8C4KQS2_EQUAS
OG0014873	sp|Q9JKD9|ZBT32_MOUSE	tr|A0A8C4KTZ6|A0A8C4KTZ6_EQUAS
OG0014874	sp|Q8R3F5|FABD_MOUSE	tr|A0A8C4KU94|A0A8C4KU94_EQUAS
OG0014875	tr|E9Q7P5|E9Q7P5_MOUSE	tr|A0A8C4KUC4|A0A8C4KUC4_EQUAS
OG0014876	sp|Q78TU8|F107A_MOUSE	tr|A0A8C4KVW3|A0A8C4KVW3_EQUAS
OG0014877	sp|P97350|PKP1_MOUSE	tr|A0A8C4KW94|A0A8C4KW94_EQUAS
OG0014878	sp|Q8K1K6|SPB10_MOUSE	tr|A0A8C4KZ92|A0A8C4KZ92_EQUAS
OG0014879	sp|Q9WTZ0|UXT_MOUSE	tr|A0A8C4L6H1|A0A8C4L6H1_EQUAS
OG0014880	sp|Q66JT1|LRC8E_MOUSE	tr|A0A8C4L6Q2|A0A8C4L6Q2_EQUAS
OG0014881	sp|Q8C8H8|KY_MOUSE	tr|A0A8C4L813|A0A8C4L813_EQUAS
OG0014882	sp|Q9R0N8|SYT6_MOUSE	tr|A0A8C4L8V5|A0A8C4L8V5_EQUAS
OG0014883	sp|O54990|PROM1_MOUSE	tr|A0A8C4L943|A0A8C4L943_EQUAS
OG0014884	sp|Q924D0|RT4I1_MOUSE	tr|A0A8C4LD49|A0A8C4LD49_EQUAS
OG0014885	sp|Q80V91|DTX3_MOUSE	tr|A0A8C4LF26|A0A8C4LF26_EQUAS
OG0014886	sp|Q8BMG7|RBGPR_MOUSE	tr|A0A8C4LG70|A0A8C4LG70_EQUAS
OG0014887	sp|Q99LU8|CF062_MOUSE	tr|A0A8C4LHM8|A0A8C4LHM8_EQUAS
OG0014888	sp|Q6P6M7|SPCS_MOUSE	tr|A0A8C4LHU9|A0A8C4LHU9_EQUAS
OG0014889	sp|Q61045|SIM1_MOUSE	tr|A0A8C4LJ54|A0A8C4LJ54_EQUAS
OG0014890	sp|P62700|YPEL5_MOUSE	tr|A0A8C4LK98|A0A8C4LK98_EQUAS
OG0014891	sp|Q9QYR6|MAP1A_MOUSE	tr|A0A8C4LMV1|A0A8C4LMV1_EQUAS
OG0014892	sp|Q8CH36|S36A4_MOUSE	tr|A0A8C4LW91|A0A8C4LW91_EQUAS
OG0014893	sp|Q9D5W4|CCD81_MOUSE	tr|A0A8C4LX32|A0A8C4LX32_EQUAS
OG0014894	sp|Q8CI52|ASTRC_MOUSE	tr|A0A8C4LX91|A0A8C4LX91_EQUAS
OG0014895	sp|Q4VA44|ZN664_MOUSE	tr|A0A8C4LY00|A0A8C4LY00_EQUAS
OG0014896	sp|Q8VEI3|HYAL3_MOUSE	tr|A0A8C4LY82|A0A8C4LY82_EQUAS
OG0014897	sp|Q9Z140|CPNE6_MOUSE	tr|A0A8C4M138|A0A8C4M138_EQUAS
OG0014898	sp|Q922H1|ANM3_MOUSE	tr|A0A8C4M1I3|A0A8C4M1I3_EQUAS
OG0014899	sp|Q68FE2|ATG9A_MOUSE	tr|A0A8C4M2I3|A0A8C4M2I3_EQUAS
OG0014900	sp|Q9EQX0|GHRL_MOUSE	tr|A0A8C4M2V5|A0A8C4M2V5_EQUAS
OG0014901	sp|Q9D384|U1SBP_MOUSE	tr|A0A8C4M3Q5|A0A8C4M3Q5_EQUAS
OG0014902	sp|P08042|ZFP1_MOUSE	tr|A0A8C4M3Z9|A0A8C4M3Z9_EQUAS
OG0014903	sp|Q6DIB5|MEG10_MOUSE	tr|A0A8C4M5B6|A0A8C4M5B6_EQUAS
OG0014904	sp|Q9D1T0|LIGO1_MOUSE	tr|A0A8C4M7L8|A0A8C4M7L8_EQUAS
OG0014905	sp|O88291|ZN326_MOUSE	tr|A0A8C4M7R6|A0A8C4M7R6_EQUAS
OG0014906	sp|Q9WTK0|NUPR1_MOUSE	tr|A0A8C4M893|A0A8C4M893_EQUAS
OG0014907	sp|Q9D853|EFMT2_MOUSE	tr|A0A8C4MAW1|A0A8C4MAW1_EQUAS
OG0014908	sp|O89020|AFAM_MOUSE	tr|A0A8C4MDS1|A0A8C4MDS1_EQUAS
OG0014909	sp|Q8CI19|PDGFC_MOUSE	tr|A0A8C4MFP7|A0A8C4MFP7_EQUAS
OG0014910	sp|Q64702|PLK4_MOUSE	tr|A0A8C4MH80|A0A8C4MH80_EQUAS
OG0014911	sp|Q3UVL4|VPS51_MOUSE	tr|A0A8C4MJW3|A0A8C4MJW3_EQUAS
OG0014912	sp|A1E960|ODAM_MOUSE	tr|A0A8C4MMG1|A0A8C4MMG1_EQUAS
OG0014913	sp|Q641K1|CBPC1_MOUSE	tr|A0A8C4MNK9|A0A8C4MNK9_EQUAS
OG0014914	sp|Q922X9|ANM7_MOUSE	tr|A0A8C4MQX1|A0A8C4MQX1_EQUAS
OG0014915	sp|P63239|NEC1_MOUSE	tr|A0A8C4MTD5|A0A8C4MTD5_EQUAS
OG0014916	sp|Q61687|ATRX_MOUSE	tr|A0A8C4MTZ3|A0A8C4MTZ3_EQUAS
OG0014917	sp|Q61881|MCM7_MOUSE	tr|A0A8C4MV64|A0A8C4MV64_EQUAS
OG0014918	sp|E9Q6B2|CC85C_MOUSE	tr|A0A8C4MVH3|A0A8C4MVH3_EQUAS
OG0014919	sp|Q3U1F9|PHAG1_MOUSE	tr|A0A8C4MX11|A0A8C4MX11_EQUAS
OG0014920	sp|Q91YE6|IPO9_MOUSE	tr|A0A8C4MYC1|A0A8C4MYC1_EQUAS
OG0014921	sp|P27577|ETS1_MOUSE	tr|A0A8C4MZN9|A0A8C4MZN9_EQUAS
OG0014922	tr|A0A504|A0A504_MOUSE	tr|A0A8C4N068|A0A8C4N068_EQUAS
OG0014923	sp|Q9D0S4|NEUL2_MOUSE	tr|A0A8C4N0V6|A0A8C4N0V6_EQUAS
OG0014924	sp|Q9JKX8|UPK3A_MOUSE	tr|A0A8C4N4N3|A0A8C4N4N3_EQUAS
OG0014925	sp|Q9CQL6|RM35_MOUSE	tr|A0A8C4PFQ2|A0A8C4PFQ2_EQUAS
OG0014926	tr|Q8K0E4|Q8K0E4_MOUSE	tr|A0A8C4PGT1|A0A8C4PGT1_EQUAS
OG0014927	sp|Q5SW19|CLU_MOUSE	tr|A0A8C4PL35|A0A8C4PL35_EQUAS
OG0014928	sp|Q8CIE4|PAR10_MOUSE	tr|A0A8C4PLH5|A0A8C4PLH5_EQUAS
OG0014929	sp|A2AVR2|MROH7_MOUSE	tr|A0A8C4PPN1|A0A8C4PPN1_EQUAS
OG0014930	sp|Q8K3P1|P2RX2_MOUSE	tr|A0A8C4PRG6|A0A8C4PRG6_EQUAS
