Orthogroup	Mus_musculus	Ictidomys_tridecemlineatus
OG0011629	sp|Q60722|ITF2_MOUSE	tr|A0A287D1K8|A0A287D1K8_ICTTR
OG0011630	sp|Q9EPK5|WWTR1_MOUSE	tr|A0A287D3S7|A0A287D3S7_ICTTR
OG0011631	sp|Q8C006|TRI35_MOUSE	tr|A0A287D6G5|A0A287D6G5_ICTTR
OG0011632	sp|Q60698|SKI_MOUSE	tr|A0A287DBW8|A0A287DBW8_ICTTR
OG0011633	sp|P26450|P85A_MOUSE	tr|A0A287DCB8|A0A287DCB8_ICTTR
OG0011634	sp|Q9QUJ0|HCST_MOUSE	tr|A0A287DCT7|A0A287DCT7_ICTTR
OG0011635	sp|Q91V17|ZNRF1_MOUSE	tr|A0A287DD28|A0A287DD28_ICTTR
OG0011636	sp|O88856|TPST2_MOUSE	tr|I3LW76|I3LW76_ICTTR
OG0011637	sp|Q6P9Q6|FKB15_MOUSE	tr|I3LWW8|I3LWW8_ICTTR
OG0011638	sp|Q7TPD0|INT3_MOUSE	tr|I3LX47|I3LX47_ICTTR
OG0011639	tr|Q1HDU4|Q1HDU4_MOUSE	tr|I3LXZ8|I3LXZ8_ICTTR
OG0011640	sp|O70628|PDE9A_MOUSE	tr|I3LYL7|I3LYL7_ICTTR
OG0011641	sp|D3YZG8|MTD2L_MOUSE	tr|I3M1Q9|I3M1Q9_ICTTR
OG0011642	sp|Q8BHD0|RB39A_MOUSE	tr|I3M1S6|I3M1S6_ICTTR
OG0011643	sp|Q99K99|CD019_MOUSE	tr|I3M298|I3M298_ICTTR
OG0011644	sp|O35125|LRC23_MOUSE	tr|I3M3M7|I3M3M7_ICTTR
OG0011645	sp|Q922Y1|UBXN1_MOUSE	tr|I3M401|I3M401_ICTTR
OG0011646	sp|Q8R3G1|PP1R8_MOUSE	tr|I3M444|I3M444_ICTTR
OG0011647	sp|Q7TSH6|SCAF4_MOUSE	tr|I3M4B4|I3M4B4_ICTTR
OG0011648	sp|Q8K273|EMC5_MOUSE	tr|I3M4V5|I3M4V5_ICTTR
OG0011649	sp|Q6ZQK0|CNDD3_MOUSE	tr|I3M6A1|I3M6A1_ICTTR
OG0011650	sp|Q8BWY2|CLC1A_MOUSE	tr|I3M6F2|I3M6F2_ICTTR
OG0011651	sp|Q8BHH8|CLRN3_MOUSE	tr|I3M722|I3M722_ICTTR
OG0011652	sp|Q99J87|DHX58_MOUSE	tr|I3M834|I3M834_ICTTR
OG0011653	sp|P61969|LMO4_MOUSE	tr|I3M8B6|I3M8B6_ICTTR
OG0011654	sp|Q3TIV5|ZC3HF_MOUSE	tr|I3M8N8|I3M8N8_ICTTR
OG0011655	sp|Q5XK03|SERC4_MOUSE	tr|I3M8U0|I3M8U0_ICTTR
OG0011656	sp|Q91WL0|ES8L3_MOUSE	tr|I3M9F1|I3M9F1_ICTTR
OG0011657	sp|A4Q9F4|TTL11_MOUSE	tr|I3MAL7|I3MAL7_ICTTR
OG0011658	sp|Q08857|CD36_MOUSE	tr|I3MBR1|I3MBR1_ICTTR
OG0011659	sp|Q60I26|AL2CL_MOUSE	tr|I3MCS2|I3MCS2_ICTTR
OG0011660	sp|P24452|CAPG_MOUSE	tr|I3MDJ8|I3MDJ8_ICTTR
OG0011661	sp|O09061|PSB1_MOUSE	tr|I3MFR9|I3MFR9_ICTTR
OG0011662	sp|P56726|SMO_MOUSE	tr|I3MHC2|I3MHC2_ICTTR
OG0011663	sp|Q9JJU9|CRBB3_MOUSE	tr|I3MIE4|I3MIE4_ICTTR
OG0011664	sp|Q8BP01|VMAC_MOUSE	tr|I3MJV2|I3MJV2_ICTTR
OG0011665	sp|Q80WE4|KI20B_MOUSE	tr|I3MK07|I3MK07_ICTTR
OG0011666	sp|P22366|MYD88_MOUSE	tr|I3MLE4|I3MLE4_ICTTR
OG0011667	sp|Q6T264|MAML1_MOUSE	tr|I3MLE5|I3MLE5_ICTTR
OG0011668	sp|P97304|RPAC2_MOUSE	tr|I3MLU9|I3MLU9_ICTTR
OG0011669	sp|Q8K3A2|TRPT1_MOUSE	tr|I3MMM2|I3MMM2_ICTTR
OG0011670	tr|A0A1L1SUI3|A0A1L1SUI3_MOUSE	tr|I3MMR3|I3MMR3_ICTTR
OG0011671	sp|Q8K310|MATR3_MOUSE	tr|I3MNH4|I3MNH4_ICTTR
OG0011672	sp|Q8CEL2|CFA61_MOUSE	tr|I3MNK3|I3MNK3_ICTTR
OG0011673	sp|Q9Z273|TULP1_MOUSE	tr|I3MPT6|I3MPT6_ICTTR
OG0011674	sp|Q9D5I4|DYLT5_MOUSE	tr|I3MRC3|I3MRC3_ICTTR
OG0011675	sp|Q80TY4|ST18_MOUSE	tr|I3MRN7|I3MRN7_ICTTR
OG0011676	sp|P70380|IL18_MOUSE	tr|I3MSL6|I3MSL6_ICTTR
OG0011677	sp|O88319|NTR1_MOUSE	tr|I3MTG1|I3MTG1_ICTTR
OG0011678	sp|Q3ULM6|USPL1_MOUSE	tr|I3MUJ1|I3MUJ1_ICTTR
OG0011679	sp|Q91XD8|S2538_MOUSE	tr|I3MV80|I3MV80_ICTTR
OG0011680	sp|Q08AT1|RASLC_MOUSE	tr|I3MWJ7|I3MWJ7_ICTTR
OG0011681	sp|Q80X45|KISHB_MOUSE	tr|I3MXC5|I3MXC5_ICTTR
OG0011682	sp|Q9EQC5|SCYL1_MOUSE	tr|I3N263|I3N263_ICTTR
OG0011683	sp|P40646|SOX7_MOUSE	tr|I3N3X7|I3N3X7_ICTTR
OG0011684	sp|Q9D273|MMAB_MOUSE	tr|I3N5X5|I3N5X5_ICTTR
OG0011685	sp|Q60848|HELLS_MOUSE	tr|I3N892|I3N892_ICTTR
OG0011686	sp|Q09163|DLK1_MOUSE	tr|I3N8A2|I3N8A2_ICTTR
OG0011687	sp|Q9D2L9|F111A_MOUSE	tr|I3NBM0|I3NBM0_ICTTR
OG0011688	sp|Q9JHU2|PALMD_MOUSE	tr|I3NBS6|I3NBS6_ICTTR
OG0011689	sp|Q80VK6|ARH38_MOUSE	tr|I3NDC9|I3NDC9_ICTTR
OG0011690	sp|Q8R1B5|CPLX3_MOUSE	tr|I3NFH1|I3NFH1_ICTTR
OG0011691	sp|Q8K248|HPDL_MOUSE	tr|I3NFS3|I3NFS3_ICTTR
OG0011692	sp|Q8BJ42|DLGP2_MOUSE	tr|A0A287CUC8|A0A287CUC8_ICTTR
OG0011693	sp|Q4U2R1|HERC2_MOUSE	tr|A0A287CWT3|A0A287CWT3_ICTTR
OG0011694	sp|Q91XW8|FKBP6_MOUSE	tr|A0A287D227|A0A287D227_ICTTR
OG0011695	sp|Q8R003|MBNL3_MOUSE	tr|A0A287D457|A0A287D457_ICTTR
OG0011696	sp|Q9Z2A5|ATE1_MOUSE	tr|A0A287D8W9|A0A287D8W9_ICTTR
OG0011697	sp|Q80VC9|CAMP3_MOUSE	tr|A0A287DA11|A0A287DA11_ICTTR
OG0011698	sp|Q9D6H5|ZDHC4_MOUSE	tr|A0A287DAS4|A0A287DAS4_ICTTR
OG0011699	sp|Q9WVK0|ATRAP_MOUSE	tr|A0A287DC52|A0A287DC52_ICTTR
OG0011700	sp|Q61115|PTC1_MOUSE	tr|A0A287DCG8|A0A287DCG8_ICTTR
OG0011701	sp|Q99JT1|GATB_MOUSE	tr|A0A287DCX0|A0A287DCX0_ICTTR
OG0011702	sp|Q8K221|ARFP2_MOUSE	tr|A0A287DDT6|A0A287DDT6_ICTTR
OG0011703	sp|P14404|MECOM_MOUSE	tr|A0A287DDW7|A0A287DDW7_ICTTR
OG0011704	sp|P59808|SASH1_MOUSE	tr|A0A287DE59|A0A287DE59_ICTTR
OG0011705	sp|Q8VHG2|AMOT_MOUSE	tr|A0A287DEW7|A0A287DEW7_ICTTR
OG0011706	sp|Q9CY57|CHTOP_MOUSE	tr|I3LX42|I3LX42_ICTTR
OG0011707	sp|O88322|NID2_MOUSE	tr|I3LXX2|I3LXX2_ICTTR
OG0011708	sp|Q8K1N2|PHLB2_MOUSE	tr|I3LYB7|I3LYB7_ICTTR
OG0011709	sp|Q91X84|CRTC3_MOUSE	tr|I3LYI6|I3LYI6_ICTTR
OG0011710	tr|A2A716|A2A716_MOUSE	tr|I3LYZ2|I3LYZ2_ICTTR
OG0011711	sp|Q8R040|RPP21_MOUSE	tr|I3LZ14|I3LZ14_ICTTR
OG0011712	sp|Q80VY2|INKA2_MOUSE	tr|I3LZ53|I3LZ53_ICTTR
OG0011713	sp|Q3UX62|ODAD1_MOUSE	tr|I3M0P7|I3M0P7_ICTTR
OG0011714	sp|Q9WTK7|STK11_MOUSE	tr|I3M0R8|I3M0R8_ICTTR
OG0011715	sp|P50247|SAHH_MOUSE	tr|I3M1J1|I3M1J1_ICTTR
OG0011716	sp|Q5QD14|TAAR5_MOUSE	tr|I3M2C2|I3M2C2_ICTTR
OG0011717	sp|Q9JL25|RGS1_MOUSE	tr|I3M497|I3M497_ICTTR
OG0011718	sp|O08575|EYA2_MOUSE	tr|I3M4Z5|I3M4Z5_ICTTR
OG0011719	sp|Q8CE96|TRM6_MOUSE	tr|I3M8P3|I3M8P3_ICTTR
OG0011720	sp|Q8VD00|SGMR2_MOUSE	tr|I3M9X6|I3M9X6_ICTTR
OG0011721	sp|Q80WC7|AGFG2_MOUSE	tr|I3MA28|I3MA28_ICTTR
OG0011722	sp|Q8VC69|S22A6_MOUSE	tr|I3MAK9|I3MAK9_ICTTR
OG0011723	tr|D4AFX7|D4AFX7_MOUSE	tr|I3MAS1|I3MAS1_ICTTR
OG0011724	sp|Q8R5A0|SMYD2_MOUSE	tr|I3MB46|I3MB46_ICTTR
OG0011725	sp|A2AQ19|RTF1_MOUSE	tr|I3MBH4|I3MBH4_ICTTR
OG0011726	sp|Q8BHM9|TM11F_MOUSE	tr|I3MCJ4|I3MCJ4_ICTTR
OG0011727	sp|Q9CPT4|MYDGF_MOUSE	tr|I3MED6|I3MED6_ICTTR
OG0011728	sp|Q03146|DDR1_MOUSE	tr|I3MEH2|I3MEH2_ICTTR
OG0011729	sp|Q9D752|MD2L2_MOUSE	tr|I3MEK0|I3MEK0_ICTTR
OG0011730	sp|Q06318|UTER_MOUSE	tr|I3MES7|I3MES7_ICTTR
OG0011731	tr|Q7TRY4|Q7TRY4_MOUSE	tr|I3MFW0|I3MFW0_ICTTR
OG0011732	sp|P19182|IFRD1_MOUSE	tr|I3MFX2|I3MFX2_ICTTR
OG0011733	sp|Q6X893|CTL1_MOUSE	tr|I3MJ19|I3MJ19_ICTTR
OG0011734	sp|P16563|CRIS2_MOUSE	tr|I3MKF8|I3MKF8_ICTTR
OG0011735	sp|Q9QZD4|XPF_MOUSE	tr|I3MKT9|I3MKT9_ICTTR
OG0011736	sp|Q8BZ71|STAC3_MOUSE	tr|I3MKZ2|I3MKZ2_ICTTR
OG0011737	sp|Q8BYR2|LATS1_MOUSE	tr|I3ML08|I3ML08_ICTTR
OG0011738	sp|A0JNT9|BICL1_MOUSE	tr|I3MM55|I3MM55_ICTTR
OG0011739	sp|Q6PHN9|RAB35_MOUSE	tr|I3MM60|I3MM60_ICTTR
OG0011740	sp|Q64374|RGN_MOUSE	tr|I3MMS4|I3MMS4_ICTTR
OG0011741	sp|P61022|CHP1_MOUSE	tr|I3MN18|I3MN18_ICTTR
OG0011742	sp|Q9QWF0|CAF1A_MOUSE	tr|I3MNS2|I3MNS2_ICTTR
OG0011743	sp|Q8VEJ1|GPN2_MOUSE	tr|I3MPD2|I3MPD2_ICTTR
OG0011744	sp|Q61477|NBL1_MOUSE	tr|I3MQY1|I3MQY1_ICTTR
OG0011745	tr|D3Z7A5|D3Z7A5_MOUSE	tr|I3MSH5|I3MSH5_ICTTR
OG0011746	sp|Q3V3I5|CQ067_MOUSE	tr|I3MSU7|I3MSU7_ICTTR
OG0011747	sp|Q9CZ82|MED18_MOUSE	tr|I3MT48|I3MT48_ICTTR
OG0011748	sp|Q6PCP7|GP156_MOUSE	tr|I3MVZ8|I3MVZ8_ICTTR
OG0011749	sp|Q922R0|PRKX_MOUSE	tr|I3MW45|I3MW45_ICTTR
OG0011750	sp|A2ANU3|SYNG1_MOUSE	tr|I3MW46|I3MW46_ICTTR
OG0011751	sp|A7E1Z1|TM215_MOUSE	tr|I3MXZ9|I3MXZ9_ICTTR
OG0011752	sp|O54824|IL16_MOUSE	tr|I3MYX1|I3MYX1_ICTTR
OG0011753	sp|Q9DCX1|MD2BP_MOUSE	tr|I3N080|I3N080_ICTTR
OG0011754	sp|Q80WQ9|ZBED4_MOUSE	tr|I3N0U9|I3N0U9_ICTTR
OG0011755	sp|P09631|HXA9_MOUSE	tr|I3N2Z8|I3N2Z8_ICTTR
OG0011756	sp|Q9EQG9|CERT_MOUSE	tr|I3N3Y1|I3N3Y1_ICTTR
OG0011757	sp|Q8BP86|SNPC4_MOUSE	tr|I3N4I0|I3N4I0_ICTTR
OG0011758	sp|Q9DCL2|CIA2A_MOUSE	tr|I3N4J7|I3N4J7_ICTTR
OG0011759	sp|O35261|E2F3_MOUSE	tr|I3N4T0|I3N4T0_ICTTR
OG0011760	sp|Q9D1H9|MFAP4_MOUSE	tr|I3N5U2|I3N5U2_ICTTR
OG0011761	sp|Q6P3Y9|PONL1_MOUSE	tr|I3N614|I3N614_ICTTR
OG0011762	sp|O88566|AXIN2_MOUSE	tr|I3N719|I3N719_ICTTR
OG0011763	sp|P16305|GBRA6_MOUSE	tr|I3N728|I3N728_ICTTR
OG0011764	sp|Q9JMC2|INSM2_MOUSE	tr|I3N780|I3N780_ICTTR
OG0011765	sp|O88561|S27A3_MOUSE	tr|I3N7D5|I3N7D5_ICTTR
OG0011766	sp|P51906|EAA3_MOUSE	tr|I3N7F4|I3N7F4_ICTTR
OG0011767	sp|Q62232|SIX2_MOUSE	tr|I3N8E1|I3N8E1_ICTTR
OG0011768	sp|G3XA59|LRC32_MOUSE	tr|I3N964|I3N964_ICTTR
OG0011769	sp|Q9QXN5|MIOX_MOUSE	tr|I3N967|I3N967_ICTTR
OG0011770	sp|O35382|EXOC4_MOUSE	tr|I3N9G1|I3N9G1_ICTTR
OG0011771	sp|P61219|RPAB2_MOUSE	tr|I3ND84|I3ND84_ICTTR
OG0011772	sp|Q99PE2|ANRA2_MOUSE	tr|A0A287CXK7|A0A287CXK7_ICTTR
OG0011773	sp|A0A1B0GST9|CTXD1_MOUSE	tr|A0A287CXW8|A0A287CXW8_ICTTR
OG0011774	sp|Q6PFD9|NUP98_MOUSE	tr|A0A287D166|A0A287D166_ICTTR
OG0011775	sp|D3Z2R5|SELN_MOUSE	tr|A0A287D6Q8|A0A287D6Q8_ICTTR
OG0011776	tr|E9PVD9|E9PVD9_MOUSE	tr|A0A287D703|A0A287D703_ICTTR
OG0011777	sp|Q3V188|ENDOU_MOUSE	tr|I3LXN8|I3LXN8_ICTTR
OG0011778	sp|Q04841|3MG_MOUSE	tr|I3LXR0|I3LXR0_ICTTR
OG0011779	sp|Q3U1J0|S38A5_MOUSE	tr|I3LXU6|I3LXU6_ICTTR
OG0011780	sp|Q7TQ07|DPOLN_MOUSE	tr|I3LXX1|I3LXX1_ICTTR
OG0011781	sp|Q33DR2|DPS1_MOUSE	tr|I3LZ27|I3LZ27_ICTTR
OG0011782	sp|Q9CWR1|WDR73_MOUSE	tr|I3LZ48|I3LZ48_ICTTR
OG0011783	sp|Q3UWA4|TRI40_MOUSE	tr|I3LZH8|I3LZH8_ICTTR
OG0011784	sp|Q9CQ89|CUTA_MOUSE	tr|I3M0H2|I3M0H2_ICTTR
OG0011785	sp|Q61982|NOTC3_MOUSE	tr|I3M287|I3M287_ICTTR
OG0011786	sp|O70374|MTG8R_MOUSE	tr|I3M2C8|I3M2C8_ICTTR
OG0011787	sp|Q8C0D4|RHG12_MOUSE	tr|I3M2L7|I3M2L7_ICTTR
OG0011788	sp|E9Q6D6|ZN277_MOUSE	tr|I3M2V2|I3M2V2_ICTTR
OG0011789	sp|Q6ZPR6|IBTK_MOUSE	tr|I3M348|I3M348_ICTTR
OG0011790	sp|Q8QZT1|THIL_MOUSE	tr|I3M435|I3M435_ICTTR
OG0011791	sp|Q6NWV3|IF122_MOUSE	tr|I3M445|I3M445_ICTTR
OG0011792	sp|Q8VHR5|P66B_MOUSE	tr|I3M606|I3M606_ICTTR
OG0011793	sp|Q80TB8|VAT1L_MOUSE	tr|I3M649|I3M649_ICTTR
OG0011794	sp|P01193|COLI_MOUSE	tr|I3M7B6|I3M7B6_ICTTR
OG0011795	sp|Q9CQS9|HAUS2_MOUSE	tr|I3M7G0|I3M7G0_ICTTR
OG0011796	sp|Q3USL1|KLDC9_MOUSE	tr|I3M7Q2|I3M7Q2_ICTTR
OG0011797	sp|Q9CQM2|ERD22_MOUSE	tr|I3M8L1|I3M8L1_ICTTR
OG0011798	sp|Q6DFV5|HELZ_MOUSE	tr|I3MAK1|I3MAK1_ICTTR
OG0011799	sp|O88783|FA5_MOUSE	tr|I3MCJ5|I3MCJ5_ICTTR
OG0011800	sp|B2KFW1|ZSC20_MOUSE	tr|I3MCV3|I3MCV3_ICTTR
OG0011801	sp|Q05920|PYC_MOUSE	tr|I3MD71|I3MD71_ICTTR
OG0011802	sp|O35114|SCRB2_MOUSE	tr|I3MDR5|I3MDR5_ICTTR
OG0011803	sp|Q9EPU4|CPSF1_MOUSE	tr|I3MEM3|I3MEM3_ICTTR
OG0011804	sp|O55013|TPPC3_MOUSE	tr|I3MF59|I3MF59_ICTTR
OG0011805	sp|P62307|RUXF_MOUSE	tr|I3MFH2|I3MFH2_ICTTR
OG0011806	sp|Q80TN5|ZDH17_MOUSE	tr|I3MG95|I3MG95_ICTTR
OG0011807	sp|A2AR02|PPIG_MOUSE	tr|I3MHR7|I3MHR7_ICTTR
OG0011808	sp|Q9DCR2|AP3S1_MOUSE	tr|I3MHX9|I3MHX9_ICTTR
OG0011809	sp|Q80TF3|PCD19_MOUSE	tr|I3MLG6|I3MLG6_ICTTR
OG0011810	sp|O35984|PBX2_MOUSE	tr|I3MNH8|I3MNH8_ICTTR
OG0011811	sp|Q9WTM4|NF2L3_MOUSE	tr|I3MNI3|I3MNI3_ICTTR
OG0011812	sp|Q9D0L6|BAMBI_MOUSE	tr|I3MNW3|I3MNW3_ICTTR
OG0011813	sp|Q9D9V7|DEN6B_MOUSE	tr|I3MPH9|I3MPH9_ICTTR
OG0011814	sp|Q02013|AQP1_MOUSE	tr|I3MPV2|I3MPV2_ICTTR
OG0011815	sp|P52479|UBP10_MOUSE	tr|I3MPW8|I3MPW8_ICTTR
OG0011816	sp|Q61790|LAG3_MOUSE	tr|I3MPZ7|I3MPZ7_ICTTR
OG0011817	sp|Q6IQX8|ZN219_MOUSE	tr|I3MSB3|I3MSB3_ICTTR
OG0011818	sp|Q8K5B8|HXC12_MOUSE	tr|I3MSB8|I3MSB8_ICTTR
OG0011819	sp|Q9D773|RM02_MOUSE	tr|I3MTT4|I3MTT4_ICTTR
OG0011820	sp|Q91VL8|TE2IP_MOUSE	tr|I3MTX0|I3MTX0_ICTTR
OG0011821	tr|A0A087WQ44|A0A087WQ44_MOUSE	tr|I3MU82|I3MU82_ICTTR
OG0011822	sp|Q8R0F6|ILKAP_MOUSE	tr|I3MVG3|I3MVG3_ICTTR
OG0011823	sp|Q5RJG7|ISPD_MOUSE	tr|I3MY50|I3MY50_ICTTR
OG0011824	tr|G3UWF2|G3UWF2_MOUSE	tr|I3MY86|I3MY86_ICTTR
OG0011825	sp|Q8K443|RGS13_MOUSE	tr|I3MYI5|I3MYI5_ICTTR
OG0011826	sp|Q9CR36|GKN1_MOUSE	tr|I3MYJ8|I3MYJ8_ICTTR
OG0011827	tr|B2RVZ0|B2RVZ0_MOUSE	tr|I3N0R7|I3N0R7_ICTTR
OG0011828	sp|Q9WUQ7|DEXI_MOUSE	tr|I3N176|I3N176_ICTTR
OG0011829	sp|Q923S6|NEUL1_MOUSE	tr|I3N1E2|I3N1E2_ICTTR
OG0011830	sp|Q3V1H3|HPHL1_MOUSE	tr|I3N298|I3N298_ICTTR
OG0011831	sp|Q8VHX2|EDAD_MOUSE	tr|I3N4W7|I3N4W7_ICTTR
OG0011832	sp|O35690|PHX2B_MOUSE	tr|I3N610|I3N610_ICTTR
OG0011833	sp|Q6IR42|ZCPW1_MOUSE	tr|I3N7G2|I3N7G2_ICTTR
OG0011834	sp|Q8BK84|DUS29_MOUSE	tr|I3N9G2|I3N9G2_ICTTR
OG0011835	tr|Q8VGB3|Q8VGB3_MOUSE	tr|I3N9S5|I3N9S5_ICTTR
OG0011836	sp|B2RRE4|Z518B_MOUSE	tr|I3NA72|I3NA72_ICTTR
OG0011837	sp|Q70IV5|SYNEM_MOUSE	tr|I3NAQ8|I3NAQ8_ICTTR
OG0011838	sp|Q9WVM8|AADAT_MOUSE	tr|I3NB42|I3NB42_ICTTR
OG0011839	sp|Q3TP92|CNEP1_MOUSE	tr|I3NCI1|I3NCI1_ICTTR
OG0011840	sp|Q8K448|ABCA5_MOUSE	tr|I3NEF4|I3NEF4_ICTTR
OG0011841	sp|Q9D115|ZN706_MOUSE	tr|I3NEQ6|I3NEQ6_ICTTR
OG0011842	sp|Q99M71|EPDR1_MOUSE	tr|I3NF76|I3NF76_ICTTR
OG0011843	sp|Q99KS2|NGRN_MOUSE	tr|I3NFH6|I3NFH6_ICTTR
OG0011844	sp|B9EKI3|TMF1_MOUSE	tr|I3NH81|I3NH81_ICTTR
OG0011845	sp|P20065|TYB4_MOUSE	tr|A0A287CVS2|A0A287CVS2_ICTTR
OG0011846	sp|Q8VCL5|S17A9_MOUSE	tr|A0A287CX22|A0A287CX22_ICTTR
OG0011847	sp|Q9JHB3|TIMP4_MOUSE	tr|A0A287CY91|A0A287CY91_ICTTR
OG0011848	sp|Q922S4|PDE2A_MOUSE	tr|A0A287CZ58|A0A287CZ58_ICTTR
OG0011849	sp|Q99K30|ES8L2_MOUSE	tr|A0A287CZJ1|A0A287CZJ1_ICTTR
OG0011850	sp|O54709|NKG2D_MOUSE	tr|A0A287D0S2|A0A287D0S2_ICTTR
OG0011851	sp|Q571E5|PRS53_MOUSE	tr|A0A287D4W8|A0A287D4W8_ICTTR
OG0011852	sp|A2AWP0|BIRC7_MOUSE	tr|A0A287D7V7|A0A287D7V7_ICTTR
OG0011853	sp|Q3V2G4|SIM31_MOUSE	tr|A0A287DAW8|A0A287DAW8_ICTTR
OG0011854	sp|Q6PGK7|CHSTA_MOUSE	tr|A0A287DCQ3|A0A287DCQ3_ICTTR
OG0011855	sp|Q9CQ31|ASB11_MOUSE	tr|A0A287DCW3|A0A287DCW3_ICTTR
OG0011856	tr|Q9D592|Q9D592_MOUSE	tr|A0A287DEG4|A0A287DEG4_ICTTR
OG0011857	sp|Q80TF6|STAR9_MOUSE	tr|A0A287DFN5|A0A287DFN5_ICTTR
OG0011858	sp|Q6A044|EREP2_MOUSE	tr|I3LW38|I3LW38_ICTTR
OG0011859	sp|Q80U57|RIMS3_MOUSE	tr|I3LZE2|I3LZE2_ICTTR
OG0011860	sp|P61089|UBE2N_MOUSE	tr|I3LZW4|I3LZW4_ICTTR
OG0011861	sp|Q8C878|UBA3_MOUSE	tr|I3M1V7|I3M1V7_ICTTR
OG0011862	sp|Q03267|IKZF1_MOUSE	tr|I3M2I5|I3M2I5_ICTTR
OG0011863	sp|Q61070|EI24_MOUSE	tr|I3M3Z5|I3M3Z5_ICTTR
OG0011864	sp|O35516|NOTC2_MOUSE	tr|I3M4N5|I3M4N5_ICTTR
OG0011865	sp|Q811I0|ATPF1_MOUSE	tr|I3M609|I3M609_ICTTR
OG0011866	sp|P43267|SOX15_MOUSE	tr|I3M6F6|I3M6F6_ICTTR
OG0011867	sp|Q9CZ16|T178A_MOUSE	tr|I3M8K1|I3M8K1_ICTTR
OG0011868	sp|Q3UFQ8|CARL3_MOUSE	tr|I3M9W5|I3M9W5_ICTTR
OG0011869	sp|Q8VDW4|UBE2W_MOUSE	tr|I3MAU8|I3MAU8_ICTTR
OG0011870	sp|P02468|LAMC1_MOUSE	tr|I3MCM1|I3MCM1_ICTTR
OG0011871	sp|Q8VHS2|CRUM1_MOUSE	tr|I3MCW9|I3MCW9_ICTTR
OG0011872	sp|Q8R2K7|SNPC5_MOUSE	tr|I3MD49|I3MD49_ICTTR
OG0011873	sp|Q91YQ1|RAB7L_MOUSE	tr|I3MD88|I3MD88_ICTTR
OG0011874	sp|Q9Z2R9|E2AK1_MOUSE	tr|I3MD92|I3MD92_ICTTR
OG0011875	sp|Q8CGS6|DPOLQ_MOUSE	tr|I3MEL6|I3MEL6_ICTTR
OG0011876	sp|Q8C4H2|SAMD3_MOUSE	tr|I3MEM5|I3MEM5_ICTTR
OG0011877	sp|Q99LG4|TTC5_MOUSE	tr|I3MEN8|I3MEN8_ICTTR
OG0011878	sp|Q9CZ13|QCR1_MOUSE	tr|I3MF96|I3MF96_ICTTR
OG0011879	sp|P29812|TYRP2_MOUSE	tr|I3MFG1|I3MFG1_ICTTR
OG0011880	sp|Q9D232|SPNS3_MOUSE	tr|I3MFU2|I3MFU2_ICTTR
OG0011881	sp|A2A5N8|LMBL1_MOUSE	tr|I3MHS8|I3MHS8_ICTTR
OG0011882	sp|Q8K4L4|POF1B_MOUSE	tr|I3MHW2|I3MHW2_ICTTR
OG0011883	sp|Q811B5|PRR3_MOUSE	tr|I3MI23|I3MI23_ICTTR
OG0011884	sp|P41242|MATK_MOUSE	tr|I3MI65|I3MI65_ICTTR
OG0011885	sp|Q8R4I1|ATX7_MOUSE	tr|I3MJD9|I3MJD9_ICTTR
OG0011886	sp|P97458|PROP1_MOUSE	tr|I3ML91|I3ML91_ICTTR
OG0011887	sp|Q8K0G8|ESRP2_MOUSE	tr|I3MLH3|I3MLH3_ICTTR
OG0011888	sp|Q3TTL0|CC038_MOUSE	tr|I3MNQ8|I3MNQ8_ICTTR
OG0011889	sp|Q8K284|TF3C1_MOUSE	tr|I3MP05|I3MP05_ICTTR
OG0011890	sp|Q9JLR5|TCF23_MOUSE	tr|I3MPV8|I3MPV8_ICTTR
OG0011891	sp|Q9Z100|CPXM1_MOUSE	tr|I3MRE3|I3MRE3_ICTTR
OG0011892	sp|Q9DC63|FBX3_MOUSE	tr|I3MRH0|I3MRH0_ICTTR
OG0011893	sp|B2RVY9|TM182_MOUSE	tr|I3MS76|I3MS76_ICTTR
OG0011894	sp|P29788|VTNC_MOUSE	tr|I3MSG3|I3MSG3_ICTTR
OG0011895	sp|Q80YE4|LMTK1_MOUSE	tr|I3MSY3|I3MSY3_ICTTR
OG0011896	sp|A4Q9E5|TTLL3_MOUSE	tr|I3MTS8|I3MTS8_ICTTR
OG0011897	sp|Q9R0L7|AKP8L_MOUSE	tr|I3MUQ3|I3MUQ3_ICTTR
OG0011898	sp|Q3TYX2|LRN4L_MOUSE	tr|I3MWR5|I3MWR5_ICTTR
OG0011899	sp|Q9WTP3|SPDEF_MOUSE	tr|I3MWR6|I3MWR6_ICTTR
OG0011900	sp|Q8VEE4|RFA1_MOUSE	tr|I3MX58|I3MX58_ICTTR
OG0011901	sp|Q9D7D7|CLD23_MOUSE	tr|I3MXD9|I3MXD9_ICTTR
OG0011902	sp|Q924C1|XPO5_MOUSE	tr|I3MXF1|I3MXF1_ICTTR
OG0011903	sp|O88207|CO5A1_MOUSE	tr|I3N1W3|I3N1W3_ICTTR
OG0011904	sp|Q9CZ49|KLH35_MOUSE	tr|I3N203|I3N203_ICTTR
OG0011905	sp|Q8R5M8|CADM1_MOUSE	tr|I3N2S1|I3N2S1_ICTTR
OG0011906	sp|Q99MY8|ASH1L_MOUSE	tr|I3N317|I3N317_ICTTR
OG0011907	sp|P53568|CEBPG_MOUSE	tr|I3N367|I3N367_ICTTR
