Orthogroup	Mus_musculus	Bos_mutus
OG0010520	sp|Q8K3D6|S35E4_MOUSE	tr|L8HXE0|L8HXE0_9CETA
OG0010521	sp|Q9DC37|MFSD1_MOUSE	tr|L8HXQ7|L8HXQ7_9CETA
OG0010522	tr|Q3U1C4|Q3U1C4_MOUSE	tr|L8HYM1|L8HYM1_9CETA
OG0010523	tr|E9Q616|E9Q616_MOUSE	tr|L8I0Q7|L8I0Q7_9CETA
OG0010524	sp|Q562D6|TRMO_MOUSE	tr|L8I0T5|L8I0T5_9CETA
OG0010525	sp|O88351|IKKB_MOUSE	tr|L8I6C2|L8I6C2_9CETA
OG0010526	sp|Q8VE33|GD1L1_MOUSE	tr|L8I6R3|L8I6R3_9CETA
OG0010527	sp|Q3U0P5|ENTP6_MOUSE	tr|L8IAP3|L8IAP3_9CETA
OG0010528	sp|Q61066|NR0B1_MOUSE	tr|L8IBB2|L8IBB2_9CETA
OG0010529	sp|Q8C0P7|ZN451_MOUSE	tr|L8IBF0|L8IBF0_9CETA
OG0010530	tr|A3KGJ9|A3KGJ9_MOUSE	tr|L8IBT9|L8IBT9_9CETA
OG0010531	sp|Q8K2X8|TF2H5_MOUSE	tr|L8IBW2|L8IBW2_9CETA
OG0010532	sp|Q3UD01|A7L3B_MOUSE	tr|L8IC41|L8IC41_9CETA
OG0010533	sp|P47879|IBP4_MOUSE	tr|L8IE79|L8IE79_9CETA
OG0010534	sp|O88566|AXIN2_MOUSE	tr|L8IE90|L8IE90_9CETA
OG0010535	sp|Q9QXW0|FBXL6_MOUSE	tr|L8IEF4|L8IEF4_9CETA
OG0010536	sp|Q3TDX8|NB5R4_MOUSE	tr|L8IHQ7|L8IHQ7_9CETA
OG0010537	sp|Q3UF25|STIMA_MOUSE	tr|L8II92|L8II92_9CETA
OG0010538	sp|Q76N33|STALP_MOUSE	tr|L8IIS7|L8IIS7_9CETA
OG0010540	sp|Q7TSK7|ATL2_MOUSE	tr|L8IJA3|L8IJA3_9CETA
OG0010541	sp|Q9R0Q4|MO4L2_MOUSE	tr|L8IJD9|L8IJD9_9CETA
OG0010542	sp|Q8VHH7|ADCY3_MOUSE	tr|L8IJT8|L8IJT8_9CETA
OG0010543	sp|Q9DAS1|CKLF_MOUSE	tr|L8IK29|L8IK29_9CETA
OG0010544	sp|Q9JJ93|CN119_MOUSE	tr|L8IKC7|L8IKC7_9CETA
OG0010545	sp|O88834|SHD_MOUSE	tr|L8IMA6|L8IMA6_9CETA
OG0010546	sp|Q8VHL1|SETD7_MOUSE	tr|L8IMI0|L8IMI0_9CETA
OG0010547	sp|Q9DAK8|LRC51_MOUSE	tr|L8IN39|L8IN39_9CETA
OG0010548	sp|Q9D3B1|HACD2_MOUSE	tr|L8INA8|L8INA8_9CETA
OG0010549	sp|P54265|DMPK_MOUSE	tr|L8INP9|L8INP9_9CETA
OG0010550	sp|Q8CEF8|RN222_MOUSE	tr|L8IPH7|L8IPH7_9CETA
OG0010551	sp|Q2HXL6|EDEM3_MOUSE	tr|L8IQF5|L8IQF5_9CETA
OG0010552	sp|Q8C206|GP157_MOUSE	tr|L8IR59|L8IR59_9CETA
OG0010553	sp|Q8CIE2|ZMIZ2_MOUSE	tr|L8IRG8|L8IRG8_9CETA
OG0010554	sp|P09632|HXB8_MOUSE	tr|L8IUR2|L8IUR2_9CETA
OG0010555	sp|Q99MH5|NDK5_MOUSE	tr|L8IVW8|L8IVW8_9CETA
OG0010556	sp|O70281|TPST1_MOUSE	tr|L8IVY3|L8IVY3_9CETA
OG0010557	sp|Q6X7S9|EID2_MOUSE	tr|L8IXM8|L8IXM8_9CETA
OG0010558	sp|P97789|XRN1_MOUSE	tr|L8IYC4|L8IYC4_9CETA
OG0010559	sp|Q6DFV7|NCOA7_MOUSE	tr|L8IYG9|L8IYG9_9CETA
OG0010560	sp|Q3SXD3|HDDC2_MOUSE	tr|L8IZ09|L8IZ09_9CETA
OG0010561	sp|Q8CHK2|REL3_MOUSE	tr|L8IZZ9|L8IZZ9_9CETA
OG0010562	sp|Q70IV5|SYNEM_MOUSE	tr|L8J0J7|L8J0J7_9CETA
OG0010563	sp|P56135|ATPK_MOUSE	tr|L8J0M5|L8J0M5_9CETA
OG0010564	sp|Q5KU39|VPS41_MOUSE	tr|L8J125|L8J125_9CETA
OG0010565	sp|P61089|UBE2N_MOUSE	tr|L8J1B2|L8J1B2_9CETA
OG0010566	sp|P70245|EBP_MOUSE	tr|L8J3Z3|L8J3Z3_9CETA
OG0010567	sp|Q3UFJ6|T184A_MOUSE	tr|L8J4G2|L8J4G2_9CETA
OG0010568	tr|Q8BUW1|Q8BUW1_MOUSE	tr|M0QSS0|M0QSS0_9CETA
OG0010569	sp|A3KGA4|TCAL7_MOUSE	tr|L8HMG9|L8HMG9_9CETA
OG0010570	sp|Q8C7D2|CRBN_MOUSE	tr|L8HNF2|L8HNF2_9CETA
OG0010571	sp|A6H684|MGT4E_MOUSE	tr|L8HRF4|L8HRF4_9CETA
OG0010572	tr|Q8VGJ1|Q8VGJ1_MOUSE	tr|L8HS59|L8HS59_9CETA
OG0010573	sp|Q91WR6|GINM1_MOUSE	tr|L8HTZ4|L8HTZ4_9CETA
OG0010574	sp|Q6P6N5|SPRE3_MOUSE	tr|L8HTZ5|L8HTZ5_9CETA
OG0010575	sp|Q7TQJ8|WTIP_MOUSE	tr|L8HUQ5|L8HUQ5_9CETA
OG0010576	sp|O08760|OGG1_MOUSE	tr|L8HUZ0|L8HUZ0_9CETA
OG0010577	sp|Q8C0K5|GDC_MOUSE	tr|L8HVK3|L8HVK3_9CETA
OG0010578	sp|Q3UG98|NAT9_MOUSE	tr|L8HVS9|L8HVS9_9CETA
OG0010579	sp|Q3TYS2|CYBC1_MOUSE	tr|L8HVV2|L8HVV2_9CETA
OG0010580	sp|Q8C6G1|CF410_MOUSE	tr|L8HXI2|L8HXI2_9CETA
OG0010581	sp|Q9CR34|CE052_MOUSE	tr|L8HXL6|L8HXL6_9CETA
OG0010582	sp|Q3V3I5|CQ067_MOUSE	tr|L8HXW5|L8HXW5_9CETA
OG0010583	tr|A0A286YCZ6|A0A286YCZ6_MOUSE	tr|L8I0F3|L8I0F3_9CETA
OG0010584	sp|P30730|LSHR_MOUSE	tr|L8I1A1|L8I1A1_9CETA
OG0010585	sp|Q99L13|3HIDH_MOUSE	tr|L8I240|L8I240_9CETA
OG0010586	sp|Q8CIV3|LIPH_MOUSE	tr|L8I2V6|L8I2V6_9CETA
OG0010587	sp|P23578|ACRO_MOUSE	tr|L8I3P0|L8I3P0_9CETA
OG0010588	tr|A0A0J9YTU8|A0A0J9YTU8_MOUSE	tr|L8I453|L8I453_9CETA
OG0010589	sp|Q9D1A0|PXL2C_MOUSE	tr|L8I4V5|L8I4V5_9CETA
OG0010590	sp|Q64697|PTCA_MOUSE	tr|L8I591|L8I591_9CETA
OG0010591	sp|Q8VCW4|UN93B_MOUSE	tr|L8I5B3|L8I5B3_9CETA
OG0010592	sp|P08553|NFM_MOUSE	tr|L8I697|L8I697_9CETA
OG0010593	sp|P55104|INHBC_MOUSE	tr|L8I6J1|L8I6J1_9CETA
OG0010594	sp|Q9JIF3|GTR8_MOUSE	tr|L8I746|L8I746_9CETA
OG0010595	sp|Q8CE23|OX26_MOUSE	tr|L8I7T2|L8I7T2_9CETA
OG0010596	sp|Q8VHI6|WASF3_MOUSE	tr|L8I952|L8I952_9CETA
OG0010597	sp|P39749|FEN1_MOUSE	tr|L8IA24|L8IA24_9CETA
OG0010598	tr|A2AF31|A2AF31_MOUSE	tr|L8IA37|L8IA37_9CETA
OG0010599	sp|Q80XL1|CBLC_MOUSE	tr|L8IA49|L8IA49_9CETA
OG0010600	sp|Q8BT18|ARMD4_MOUSE	tr|L8IB32|L8IB32_9CETA
OG0010601	sp|Q9CR59|G45IP_MOUSE	tr|L8IBL2|L8IBL2_9CETA
OG0010602	sp|Q8CAQ8|MIC60_MOUSE	tr|L8IBY4|L8IBY4_9CETA
OG0010603	sp|Q9D0S9|HINT2_MOUSE	tr|L8IC97|L8IC97_9CETA
OG0010604	sp|Q9QXA5|LSM4_MOUSE	tr|L8IEA2|L8IEA2_9CETA
OG0010605	sp|P37804|TAGL_MOUSE	tr|L8IGF7|L8IGF7_9CETA
OG0010606	tr|D3Z0M9|D3Z0M9_MOUSE	tr|L8IHY1|L8IHY1_9CETA
OG0010607	sp|Q925U4|EDEM1_MOUSE	tr|L8IIW8|L8IIW8_9CETA
OG0010608	sp|A2AJQ3|D19L4_MOUSE	tr|L8IJ10|L8IJ10_9CETA
OG0010609	sp|Q9WTY4|AQP5_MOUSE	tr|L8IKA0|L8IKA0_9CETA
OG0010610	tr|G3UZN6|G3UZN6_MOUSE	tr|L8IL41|L8IL41_9CETA
OG0010611	sp|P62951|BLCAP_MOUSE	tr|L8IM52|L8IM52_9CETA
OG0010612	sp|Q8K450|SPG16_MOUSE	tr|L8IMI5|L8IMI5_9CETA
OG0010613	sp|Q922Q9|CHID1_MOUSE	tr|L8INW7|L8INW7_9CETA
OG0010614	sp|Q8VBT6|APOBR_MOUSE	tr|L8INZ9|L8INZ9_9CETA
OG0010615	sp|P35584|FOXA3_MOUSE	tr|L8IR92|L8IR92_9CETA
OG0010616	sp|Q05922|DUS2_MOUSE	tr|L8ISL2|L8ISL2_9CETA
OG0010617	sp|O35864|CSN5_MOUSE	tr|L8IT69|L8IT69_9CETA
OG0010618	sp|Q9JIF9|MYOTI_MOUSE	tr|L8ITC5|L8ITC5_9CETA
OG0010619	sp|P26450|P85A_MOUSE	tr|L8ITH2|L8ITH2_9CETA
OG0010620	sp|Q0P678|ZCH18_MOUSE	tr|L8ITI3|L8ITI3_9CETA
OG0010621	sp|O70378|EMC8_MOUSE	tr|L8ITJ5|L8ITJ5_9CETA
OG0010622	sp|Q922Q8|LRC59_MOUSE	tr|L8IV47|L8IV47_9CETA
OG0010623	sp|Q78JE5|FBX22_MOUSE	tr|L8IVQ8|L8IVQ8_9CETA
OG0010624	tr|B2RQG2|B2RQG2_MOUSE	tr|L8IWM6|L8IWM6_9CETA
OG0010625	sp|Q9Z1T6|FYV1_MOUSE	tr|L8IXC4|L8IXC4_9CETA
OG0010626	sp|Q5GH64|XKR7_MOUSE	tr|L8J1H8|L8J1H8_9CETA
OG0010627	sp|Q9QZ49|UBXN8_MOUSE	tr|L8HLI5|L8HLI5_9CETA
OG0010628	sp|E9Q7X6|HEG1_MOUSE	tr|L8HM91|L8HM91_9CETA
OG0010629	sp|P63056|NOE3_MOUSE	tr|L8HN36|L8HN36_9CETA
OG0010630	sp|Q8R349|CDC16_MOUSE	tr|L8HNK8|L8HNK8_9CETA
OG0010631	sp|P48772|COX8B_MOUSE	tr|L8HNS3|L8HNS3_9CETA
OG0010632	sp|Q9JK37|MYOZ1_MOUSE	tr|L8HRA7|L8HRA7_9CETA
OG0010633	sp|P70459|ERF_MOUSE	tr|L8HS19|L8HS19_9CETA
OG0010634	sp|O35392|FOXD2_MOUSE	tr|L8HUK9|L8HUK9_9CETA
OG0010635	sp|Q80XM9|S66A2_MOUSE	tr|L8HVL3|L8HVL3_9CETA
OG0010636	sp|Q9CX80|CYGB_MOUSE	tr|L8HVQ9|L8HVQ9_9CETA
OG0010637	sp|Q8VIK2|M17L2_MOUSE	tr|L8HWT4|L8HWT4_9CETA
OG0010638	sp|Q9Z1F9|SAE2_MOUSE	tr|L8HWW8|L8HWW8_9CETA
OG0010639	sp|Q9D5K4|S1PBP_MOUSE	tr|L8HXW1|L8HXW1_9CETA
OG0010640	sp|Q9CWY9|RIP_MOUSE	tr|L8HY39|L8HY39_9CETA
OG0010641	sp|Q9D620|RFIP1_MOUSE	tr|L8HYA9|L8HYA9_9CETA
OG0010642	sp|Q922Y1|UBXN1_MOUSE	tr|L8HZQ9|L8HZQ9_9CETA
OG0010643	sp|P24721|ASGR2_MOUSE	tr|L8HZU7|L8HZU7_9CETA
OG0010644	sp|Q3U269|TSTD2_MOUSE	tr|L8I008|L8I008_9CETA
OG0010645	sp|P11103|PARP1_MOUSE	tr|L8I040|L8I040_9CETA
OG0010646	sp|O88544|CSN4_MOUSE	tr|L8I0S4|L8I0S4_9CETA
OG0010647	sp|Q99PT1|GDIR1_MOUSE	tr|L8I1A2|L8I1A2_9CETA
OG0010648	sp|P62889|RL30_MOUSE	tr|L8I3C7|L8I3C7_9CETA
OG0010649	sp|Q9CYN2|SPCS2_MOUSE	tr|L8I400|L8I400_9CETA
OG0010650	sp|O54865|GCYB1_MOUSE	tr|L8I4L5|L8I4L5_9CETA
OG0010651	sp|Q6P3A8|ODBB_MOUSE	tr|L8I553|L8I553_9CETA
OG0010652	sp|Q921Y4|MFSD5_MOUSE	tr|L8I6F9|L8I6F9_9CETA
OG0010653	sp|Q9D8Y8|ING5_MOUSE	tr|L8I7T8|L8I7T8_9CETA
OG0010654	sp|Q5GAM8|RNS12_MOUSE	tr|L8I9Q6|L8I9Q6_9CETA
OG0010655	tr|Q8K168|Q8K168_MOUSE	tr|L8IAT4|L8IAT4_9CETA
OG0010656	sp|Q9JM76|ARPC3_MOUSE	tr|L8IB63|L8IB63_9CETA
OG0010657	sp|B1AWJ5|TMM8B_MOUSE	tr|L8IB97|L8IB97_9CETA
OG0010658	sp|Q8CF89|TAB1_MOUSE	tr|L8IBA2|L8IBA2_9CETA
OG0010659	sp|P55098|PEX2_MOUSE	tr|L8IBZ3|L8IBZ3_9CETA
OG0010660	sp|Q9CX97|WDR55_MOUSE	tr|L8ICC0|L8ICC0_9CETA
OG0010661	sp|Q9DBW0|CP4V2_MOUSE	tr|L8ICZ7|L8ICZ7_9CETA
OG0010662	tr|D3YV89|D3YV89_MOUSE	tr|L8IDR8|L8IDR8_9CETA
OG0010663	sp|Q9JKD8|TBX21_MOUSE	tr|L8IEX1|L8IEX1_9CETA
OG0010664	sp|Q9JLV5|CUL3_MOUSE	tr|L8IG39|L8IG39_9CETA
OG0010665	sp|Q8C5W3|TBCEL_MOUSE	tr|L8IGG1|L8IGG1_9CETA
OG0010666	sp|Q99JP6|HOME3_MOUSE	tr|L8IHJ0|L8IHJ0_9CETA
OG0010667	sp|A2ADU8|DG2L6_MOUSE	tr|L8IHM9|L8IHM9_9CETA
OG0010668	sp|Q9EPR2|PG12A_MOUSE	tr|L8II74|L8II74_9CETA
OG0010669	sp|P01193|COLI_MOUSE	tr|L8IJ97|L8IJ97_9CETA
OG0010670	sp|Q99J36|THUM1_MOUSE	tr|L8IJH4|L8IJH4_9CETA
OG0010671	sp|Q9QXE4|T53I1_MOUSE	tr|L8IK82|L8IK82_9CETA
OG0010672	sp|P97783|AF1Q_MOUSE	tr|L8IK93|L8IK93_9CETA
OG0010673	sp|Q8BP74|PSTK_MOUSE	tr|L8IKL2|L8IKL2_9CETA
OG0010674	sp|P49222|EPB42_MOUSE	tr|L8ILT2|L8ILT2_9CETA
OG0010675	sp|Q8CIT0|CRF_MOUSE	tr|L8IPX3|L8IPX3_9CETA
OG0010676	sp|Q8VD75|HIP1_MOUSE	tr|L8IQ42|L8IQ42_9CETA
OG0010677	sp|Q08274|DMWD_MOUSE	tr|L8IQ65|L8IQ65_9CETA
OG0010678	tr|A2AGD7|A2AGD7_MOUSE	tr|L8IQP1|L8IQP1_9CETA
OG0010679	sp|Q9D600|PSF2_MOUSE	tr|L8IR57|L8IR57_9CETA
OG0010680	sp|Q9CQ02|COMD4_MOUSE	tr|L8ISA1|L8ISA1_9CETA
OG0010681	sp|Q91YE7|RBM5_MOUSE	tr|L8ISD7|L8ISD7_9CETA
OG0010682	sp|Q5SV77|GGNB2_MOUSE	tr|L8ITQ6|L8ITQ6_9CETA
OG0010683	sp|Q9CWH5|TRM11_MOUSE	tr|L8IVI7|L8IVI7_9CETA
OG0010684	sp|O55236|MCE1_MOUSE	tr|L8IWR6|L8IWR6_9CETA
OG0010685	sp|Q7TQI7|ABTB2_MOUSE	tr|L8IWY5|L8IWY5_9CETA
OG0010686	sp|Q8VCY8|PLPR2_MOUSE	tr|L8IXS4|L8IXS4_9CETA
OG0010687	sp|Q8BSN5|PHF23_MOUSE	tr|L8IYV8|L8IYV8_9CETA
OG0010688	sp|O09051|GUC2B_MOUSE	tr|L8IZA8|L8IZA8_9CETA
OG0010689	sp|P43023|CX6A2_MOUSE	tr|L8J1R1|L8J1R1_9CETA
OG0010690	sp|P82348|SGCG_MOUSE	tr|L8J233|L8J233_9CETA
OG0010691	sp|A2TJV2|PALM3_MOUSE	tr|L8J313|L8J313_9CETA
OG0010692	sp|D3Z291|CAHM1_MOUSE	tr|L8J3F2|L8J3F2_9CETA
OG0010693	sp|Q9CR68|UCRI_MOUSE	tr|L8HLP9|L8HLP9_9CETA
OG0010694	sp|P68037|UB2L3_MOUSE	tr|L8HNF8|L8HNF8_9CETA
OG0010695	sp|Q60862|ORC2_MOUSE	tr|L8HP11|L8HP11_9CETA
OG0010696	sp|Q9D4W2|MFI_MOUSE	tr|L8HPA5|L8HPA5_9CETA
OG0010697	sp|Q07076|ANXA7_MOUSE	tr|L8HPQ2|L8HPQ2_9CETA
OG0010698	sp|Q8K0V4|CNOT3_MOUSE	tr|L8HQN7|L8HQN7_9CETA
OG0010699	sp|P97350|PKP1_MOUSE	tr|L8HRE9|L8HRE9_9CETA
OG0010700	sp|P51658|DHB2_MOUSE	tr|L8HRL1|L8HRL1_9CETA
OG0010701	sp|P14404|MECOM_MOUSE	tr|L8HU07|L8HU07_9CETA
OG0010702	sp|Q5SPV6|CB073_MOUSE	tr|L8HUJ2|L8HUJ2_9CETA
OG0010703	sp|Q9Z321|TOP3B_MOUSE	tr|L8HVJ0|L8HVJ0_9CETA
OG0010704	sp|E9PXB6|SFTA2_MOUSE	tr|L8HWB4|L8HWB4_9CETA
OG0010705	sp|Q64704|STX3_MOUSE	tr|L8HXK5|L8HXK5_9CETA
OG0010706	sp|Q6DFV1|CNDG2_MOUSE	tr|L8HYK4|L8HYK4_9CETA
OG0010707	sp|Q9CQG9|TM100_MOUSE	tr|L8HYM7|L8HYM7_9CETA
OG0010708	sp|Q8C267|SETB2_MOUSE	tr|L8I0E5|L8I0E5_9CETA
OG0010709	tr|A0A1B0GS74|A0A1B0GS74_MOUSE	tr|L8I1R5|L8I1R5_9CETA
OG0010710	sp|O89110|CASP8_MOUSE	tr|L8I209|L8I209_9CETA
OG0010711	sp|A2CI98|DYTN_MOUSE	tr|L8I3G5|L8I3G5_9CETA
OG0010712	sp|P31041|CD28_MOUSE	tr|L8I3P3|L8I3P3_9CETA
OG0010713	tr|D3YUE4|D3YUE4_MOUSE	tr|L8I3T7|L8I3T7_9CETA
OG0010714	sp|P48787|TNNI3_MOUSE	tr|L8I4K0|L8I4K0_9CETA
OG0010715	sp|Q9Z1Q5|CLIC1_MOUSE	tr|L8I4L4|L8I4L4_9CETA
OG0010716	tr|B9EJP9|B9EJP9_MOUSE	tr|L8I5P1|L8I5P1_9CETA
OG0010717	sp|Q8K2D6|DCTD_MOUSE	tr|L8I617|L8I617_9CETA
OG0010718	sp|Q9D131|CK001_MOUSE	tr|L8I6X5|L8I6X5_9CETA
OG0010719	sp|Q925N1|SFXN4_MOUSE	tr|L8I7R6|L8I7R6_9CETA
OG0010720	sp|Q8C8N3|VWC2_MOUSE	tr|L8I9E2|L8I9E2_9CETA
OG0010721	sp|Q3UZZ6|ST1D1_MOUSE	tr|L8I9E7|L8I9E7_9CETA
OG0010722	sp|O55082|PTN20_MOUSE	tr|L8I9L7|L8I9L7_9CETA
OG0010723	sp|Q61268|APOC4_MOUSE	tr|L8IA55|L8IA55_9CETA
OG0010724	tr|E9Q050|E9Q050_MOUSE	tr|L8IBD5|L8IBD5_9CETA
OG0010725	sp|Q8R2Y0|ABHD6_MOUSE	tr|L8IC43|L8IC43_9CETA
OG0010726	sp|A6H639|DRC5_MOUSE	tr|L8ICG5|L8ICG5_9CETA
OG0010727	sp|P60202|MYPR_MOUSE	tr|L8IDW0|L8IDW0_9CETA
OG0010728	sp|Q8R180|ERO1A_MOUSE	tr|L8IDW8|L8IDW8_9CETA
OG0010729	sp|Q8CGR5|KLK14_MOUSE	tr|L8IE38|L8IE38_9CETA
OG0010730	sp|Q99P58|RB27B_MOUSE	tr|L8IE78|L8IE78_9CETA
OG0010731	sp|O55230|RA51D_MOUSE	tr|L8IEI7|L8IEI7_9CETA
OG0010732	sp|Q80TD3|FNIP2_MOUSE	tr|L8IG84|L8IG84_9CETA
OG0010733	sp|O08908|P85B_MOUSE	tr|L8IH63|L8IH63_9CETA
OG0010734	sp|Q3UX43|AN13C_MOUSE	tr|L8IHW8|L8IHW8_9CETA
OG0010735	sp|Q925J9|MED1_MOUSE	tr|L8II70|L8II70_9CETA
OG0010736	sp|D6MZJ6|NSMA5_MOUSE	tr|L8IIG3|L8IIG3_9CETA
OG0010737	sp|Q61703|ITIH2_MOUSE	tr|L8ILZ3|L8ILZ3_9CETA
OG0010738	sp|B2RXB0|GAR1A_MOUSE	tr|L8IND1|L8IND1_9CETA
OG0010739	sp|Q9JHK5|PLEK_MOUSE	tr|L8IPE2|L8IPE2_9CETA
OG0010740	sp|Q8VD33|SGTB_MOUSE	tr|L8IPJ5|L8IPJ5_9CETA
OG0010741	sp|Q8K2J4|CCD14_MOUSE	tr|L8IPR4|L8IPR4_9CETA
OG0010742	sp|Q9QZ10|ANX10_MOUSE	tr|L8IQQ6|L8IQQ6_9CETA
OG0010743	sp|Q811T9|DISC1_MOUSE	tr|L8IRZ6|L8IRZ6_9CETA
OG0010744	sp|Q62177|SEM3B_MOUSE	tr|L8ISE2|L8ISE2_9CETA
OG0010745	sp|Q8C0C0|ZHX2_MOUSE	tr|L8ISQ7|L8ISQ7_9CETA
OG0010746	sp|Q3THW5|H2AV_MOUSE	tr|L8ISZ5|L8ISZ5_9CETA
OG0010747	sp|Q9CZG3|COMD8_MOUSE	tr|L8IT91|L8IT91_9CETA
OG0010748	sp|P42925|PXMP2_MOUSE	tr|L8IUE2|L8IUE2_9CETA
OG0010749	sp|Q9EST4|PSMG2_MOUSE	tr|L8IUH5|L8IUH5_9CETA
OG0010750	sp|O35680|RT12_MOUSE	tr|L8IUM5|L8IUM5_9CETA
OG0010751	sp|Q99J56|DERL1_MOUSE	tr|L8IV93|L8IV93_9CETA
OG0010752	sp|Q8R2R6|MTG1_MOUSE	tr|L8IVJ3|L8IVJ3_9CETA
OG0010753	sp|Q5SUV2|MYBPP_MOUSE	tr|L8IWD2|L8IWD2_9CETA
OG0010754	sp|Q80UG8|TTLL4_MOUSE	tr|L8IWE2|L8IWE2_9CETA
OG0010755	sp|Q923A2|SPDLY_MOUSE	tr|L8IZQ0|L8IZQ0_9CETA
OG0010756	sp|Q9WUH7|SEM4G_MOUSE	tr|L8IZX6|L8IZX6_9CETA
OG0010757	sp|Q99JV5|STAR4_MOUSE	tr|L8J1S5|L8J1S5_9CETA
OG0010758	sp|Q7TME2|SPAG5_MOUSE	tr|L8J2I8|L8J2I8_9CETA
OG0010759	sp|Q8BXZ0|CTXN3_MOUSE	tr|L8J2S9|L8J2S9_9CETA
OG0010761	sp|Q8BTI8|SRRM2_MOUSE	tr|L8J3Y7|L8J3Y7_9CETA
OG0010762	sp|Q9CXZ1|NDUS4_MOUSE	tr|L8J4D9|L8J4D9_9CETA
OG0010763	sp|Q5SX19|PIGL_MOUSE	tr|L8J4K3|L8J4K3_9CETA
OG0010764	tr|A0A571BG01|A0A571BG01_MOUSE	tr|L8J6D1|L8J6D1_9CETA
OG0010765	sp|Q640P7|TBCC1_MOUSE	tr|L8HLV5|L8HLV5_9CETA
OG0010766	sp|Q8BIX9|FICD_MOUSE	tr|L8HPE7|L8HPE7_9CETA
OG0010767	sp|Q8BU14|SEC62_MOUSE	tr|L8HSP6|L8HSP6_9CETA
OG0010768	tr|E9PYD1|E9PYD1_MOUSE	tr|L8HW78|L8HW78_9CETA
OG0010769	sp|A6H6A4|LRIQ4_MOUSE	tr|L8HW91|L8HW91_9CETA
OG0010770	sp|Q3V3E1|UBS3A_MOUSE	tr|L8HXD6|L8HXD6_9CETA
OG0010771	sp|Q6PHN7|TM164_MOUSE	tr|L8HYU5|L8HYU5_9CETA
OG0010772	sp|Q6GQX6|ANKS6_MOUSE	tr|L8HZZ6|L8HZZ6_9CETA
OG0010773	sp|P41588|VIPR2_MOUSE	tr|L8I055|L8I055_9CETA
OG0010774	sp|O08746|MATN2_MOUSE	tr|L8I1I9|L8I1I9_9CETA
OG0010775	sp|Q7TT52|PP14D_MOUSE	tr|L8I1J9|L8I1J9_9CETA
OG0010776	sp|Q9R0Q7|TEBP_MOUSE	tr|L8I2S8|L8I2S8_9CETA
OG0010777	sp|Q5NCE8|MRS2_MOUSE	tr|L8I3A7|L8I3A7_9CETA
OG0010778	sp|Q9Z2X8|KEAP1_MOUSE	tr|L8I3S5|L8I3S5_9CETA
OG0010779	sp|Q9D9S3|RWD2A_MOUSE	tr|L8I440|L8I440_9CETA
OG0010780	sp|Q8K093|TRHDE_MOUSE	tr|L8I6C7|L8I6C7_9CETA
OG0010781	sp|Q8BG47|RN152_MOUSE	tr|L8I6G1|L8I6G1_9CETA
OG0010782	sp|Q9ESW4|AGK_MOUSE	tr|L8I7V1|L8I7V1_9CETA
OG0010783	sp|Q8BIK6|TMPS7_MOUSE	tr|L8I836|L8I836_9CETA
OG0010784	sp|P0CC03|ST6B1_MOUSE	tr|L8I8P4|L8I8P4_9CETA
OG0010785	sp|Q9CQQ4|GEMI2_MOUSE	tr|L8I8V6|L8I8V6_9CETA
OG0010786	sp|D3Z1D3|CEFIP_MOUSE	tr|L8I9K3|L8I9K3_9CETA
OG0010787	sp|Q61585|G0S2_MOUSE	tr|L8I9X5|L8I9X5_9CETA
OG0010788	tr|Q9JIZ5|Q9JIZ5_MOUSE	tr|L8IA12|L8IA12_9CETA
OG0010789	sp|O35423|AGT1_MOUSE	tr|L8IAP2|L8IAP2_9CETA
OG0010790	sp|Q8BZW2|SWAHB_MOUSE	tr|L8ICL3|L8ICL3_9CETA
OG0010791	sp|Q8BGF8|S35D3_MOUSE	tr|L8ICR6|L8ICR6_9CETA
OG0010792	sp|O35316|SC6A6_MOUSE	tr|L8IDE5|L8IDE5_9CETA
OG0010793	sp|P57080|UBP25_MOUSE	tr|L8IDS6|L8IDS6_9CETA
OG0010794	sp|Q8VCH8|UBXN4_MOUSE	tr|L8IDV4|L8IDV4_9CETA
OG0010795	sp|Q8K4Q7|CERK1_MOUSE	tr|L8IEP6|L8IEP6_9CETA
OG0010796	sp|P18155|MTDC_MOUSE	tr|L8IFM1|L8IFM1_9CETA
OG0010797	sp|Q9QZJ6|MFAP5_MOUSE	tr|L8IFZ1|L8IFZ1_9CETA
OG0010798	sp|Q14B46|RTKN2_MOUSE	tr|L8IHF7|L8IHF7_9CETA
OG0010799	sp|Q8CHB8|TTLL5_MOUSE	tr|L8IHM1|L8IHM1_9CETA
OG0010800	sp|Q9JL25|RGS1_MOUSE	tr|L8II55|L8II55_9CETA
OG0010801	sp|Q9DBG6|RPN2_MOUSE	tr|L8IIR2|L8IIR2_9CETA
OG0010802	sp|Q9WVQ0|PMFBP_MOUSE	tr|L8IJV4|L8IJV4_9CETA
OG0010803	sp|P22315|HEMH_MOUSE	tr|L8IKB9|L8IKB9_9CETA
OG0010804	sp|Q8BXJ9|TMM62_MOUSE	tr|L8IKQ3|L8IKQ3_9CETA
OG0010805	sp|Q8BGG7|UBS3B_MOUSE	tr|L8IM15|L8IM15_9CETA
OG0010806	sp|Q8BFR5|EFTU_MOUSE	tr|L8IMH4|L8IMH4_9CETA
OG0010807	sp|Q60943|I17RA_MOUSE	tr|L8IMM3|L8IMM3_9CETA
