Orthogroup	Mus_musculus	Erinaceus_europaeus
OG0010317	sp|Q8BZ81|LRRT3_MOUSE	tr|A0A1S3A9G6|A0A1S3A9G6_ERIEU
OG0010318	sp|A2A4P0|DHX8_MOUSE	tr|A0A1S3AAD5|A0A1S3AAD5_ERIEU
OG0010319	sp|Q9CQC6|5MP2_MOUSE	tr|A0A1S3AAZ7|A0A1S3AAZ7_ERIEU
OG0010320	sp|O70152|DPM1_MOUSE	tr|A0A1S3ACZ5|A0A1S3ACZ5_ERIEU
OG0010321	sp|P97477|AURKA_MOUSE	tr|A0A1S3ADG6|A0A1S3ADG6_ERIEU
OG0010322	sp|Q80SY6|ADAL_MOUSE	tr|A0A1S3AEA2|A0A1S3AEA2_ERIEU
OG0010323	sp|Q9D2G2|ODO2_MOUSE	tr|A0A1S3AER4|A0A1S3AER4_ERIEU
OG0010324	sp|P12710|FABPL_MOUSE	tr|A0A1S3AES4|A0A1S3AES4_ERIEU
OG0010325	sp|P11344|TYRO_MOUSE	tr|A0A1S3AG80|A0A1S3AG80_ERIEU
OG0010326	sp|Q6P9P8|DEN2C_MOUSE	tr|A0A1S3AIF3|A0A1S3AIF3_ERIEU
OG0010327	tr|Q7TRM4|Q7TRM4_MOUSE	tr|A0A1S3ANS9|A0A1S3ANS9_ERIEU
OG0010328	sp|Q8CGI1|F193A_MOUSE	tr|A0A1S3AQ24|A0A1S3AQ24_ERIEU
OG0010329	sp|Q9D8Z1|ASCC1_MOUSE	tr|A0A1S3AR12|A0A1S3AR12_ERIEU
OG0010330	sp|Q9CXX0|HYLS1_MOUSE	tr|A0A1S3ARR0|A0A1S3ARR0_ERIEU
OG0010331	sp|Q69ZW3|EHBP1_MOUSE	tr|A0A1S3ASD2|A0A1S3ASD2_ERIEU
OG0010332	sp|Q80VP5|MTRFR_MOUSE	tr|A0A1S3ASD5|A0A1S3ASD5_ERIEU
OG0010333	sp|Q6GQW0|ABTB3_MOUSE	tr|A0A1S3ASU3|A0A1S3ASU3_ERIEU
OG0010334	sp|Q80TA9|EPG5_MOUSE	tr|A0A1S3W2R1|A0A1S3W2R1_ERIEU
OG0010335	sp|Q6IR37|ZDH24_MOUSE	tr|A0A1S3W5K9|A0A1S3W5K9_ERIEU
OG0010336	sp|P06537|GCR_MOUSE	tr|A0A1S3W660|A0A1S3W660_ERIEU
OG0010337	sp|Q9D385|AR2BP_MOUSE	tr|A0A1S3W754|A0A1S3W754_ERIEU
OG0010338	sp|Q8R1K1|UBAC2_MOUSE	tr|A0A1S3W9U7|A0A1S3W9U7_ERIEU
OG0010339	sp|A2AHC3|CAMP1_MOUSE	tr|A0A1S3WA30|A0A1S3WA30_ERIEU
OG0010340	sp|Q8BYW9|EOGT_MOUSE	tr|A0A1S3WBL8|A0A1S3WBL8_ERIEU
OG0010341	sp|O35386|PAHX_MOUSE	tr|A0A1S3WD56|A0A1S3WD56_ERIEU
OG0010342	sp|P51174|ACADL_MOUSE	tr|A0A1S3WD65|A0A1S3WD65_ERIEU
OG0010343	sp|Q8BHS8|SYBU_MOUSE	tr|A0A1S3WDA9|A0A1S3WDA9_ERIEU
OG0010344	sp|Q9CQM6|ANR61_MOUSE	tr|A0A1S3WDV5|A0A1S3WDV5_ERIEU
OG0010345	sp|P53368|8ODP_MOUSE	tr|A0A1S3WE19|A0A1S3WE19_ERIEU
OG0010346	sp|Q9CZ28|SNF8_MOUSE	tr|A0A1S3WK23|A0A1S3WK23_ERIEU
OG0010347	sp|Q9DCX1|MD2BP_MOUSE	tr|A0A1S3WKM8|A0A1S3WKM8_ERIEU
OG0010348	sp|Q8C0G2|T3JAM_MOUSE	tr|A0A1S3WLF9|A0A1S3WLF9_ERIEU
OG0010349	sp|Q91YJ3|THYN1_MOUSE	tr|A0A1S3WM34|A0A1S3WM34_ERIEU
OG0010350	sp|Q8CE64|ZN276_MOUSE	tr|A0A1S3WMG4|A0A1S3WMG4_ERIEU
OG0010351	sp|Q8VI78|PLA1A_MOUSE	tr|A0A1S3WNA7|A0A1S3WNA7_ERIEU
OG0010352	sp|Q9WU79|PROD_MOUSE	tr|A0A1S3WP95|A0A1S3WP95_ERIEU
OG0010353	sp|Q8CIW6|S26A6_MOUSE	tr|A0A1S3WPD9|A0A1S3WPD9_ERIEU
OG0010354	sp|E9Q0N2|PTPRH_MOUSE	tr|A0A1S3WRF2|A0A1S3WRF2_ERIEU
OG0010355	sp|A3KGA4|TCAL7_MOUSE	tr|A0A1S3WTW6|A0A1S3WTW6_ERIEU
OG0010356	sp|Q9ESX5|DKC1_MOUSE	tr|A0A1S3WVK8|A0A1S3WVK8_ERIEU
OG0010357	sp|Q9ESF4|LFG1_MOUSE	tr|A0A1S2Z9T0|A0A1S2Z9T0_ERIEU
OG0010358	sp|Q8BFR4|GNS_MOUSE	tr|A0A1S2ZBS2|A0A1S2ZBS2_ERIEU
OG0010359	sp|Q4FJU9|TMM40_MOUSE	tr|A0A1S2ZCC7|A0A1S2ZCC7_ERIEU
OG0010360	sp|Q9Z1M8|RED_MOUSE	tr|A0A1S2ZD66|A0A1S2ZD66_ERIEU
OG0010361	sp|Q60710|SAMH1_MOUSE	tr|A0A1S2ZFC7|A0A1S2ZFC7_ERIEU
OG0010362	sp|Q9QZ57|HSPB3_MOUSE	tr|A0A1S2ZGB8|A0A1S2ZGB8_ERIEU
OG0010363	sp|Q91ZU0|ASB7_MOUSE	tr|A0A1S2ZI02|A0A1S2ZI02_ERIEU
OG0010364	sp|Q8BZW2|SWAHB_MOUSE	tr|A0A1S2ZIH7|A0A1S2ZIH7_ERIEU
OG0010365	sp|Q9WUQ5|CXL14_MOUSE	tr|A0A1S2ZIN5|A0A1S2ZIN5_ERIEU
OG0010366	sp|Q9D3R3|CEP72_MOUSE	tr|A0A1S2ZK64|A0A1S2ZK64_ERIEU
OG0010367	sp|Q8K2F0|BRD3_MOUSE	tr|A0A1S2ZM48|A0A1S2ZM48_ERIEU
OG0010368	sp|Q99P86|RETNB_MOUSE	tr|A0A1S2ZNS5|A0A1S2ZNS5_ERIEU
OG0010369	sp|Q8C7V8|CC134_MOUSE	tr|A0A1S2ZRM5|A0A1S2ZRM5_ERIEU
OG0010370	sp|Q9ESN5|CENPK_MOUSE	tr|A0A1S2ZRQ5|A0A1S2ZRQ5_ERIEU
OG0010371	sp|P10598|CASB_MOUSE	tr|A0A1S2ZRX7|A0A1S2ZRX7_ERIEU
OG0010372	sp|O08523|TECTA_MOUSE	tr|A0A1S2ZRY7|A0A1S2ZRY7_ERIEU
OG0010373	sp|Q9EQ00|ROP1L_MOUSE	tr|A0A1S2ZTM5|A0A1S2ZTM5_ERIEU
OG0010374	sp|Q9D5R4|SPAT1_MOUSE	tr|A0A1S2ZUP4|A0A1S2ZUP4_ERIEU
OG0010375	sp|P51879|ONCO_MOUSE	tr|A0A1S2ZV82|A0A1S2ZV82_ERIEU
OG0010376	sp|Q9CXC3|MGME1_MOUSE	tr|A0A1S2ZWM7|A0A1S2ZWM7_ERIEU
OG0010377	sp|Q9CXV0|ISL2_MOUSE	tr|A0A1S2ZWV5|A0A1S2ZWV5_ERIEU
OG0010378	sp|Q8BID8|FXL14_MOUSE	tr|A0A1S2ZX29|A0A1S2ZX29_ERIEU
OG0010379	sp|Q9D083|SPC24_MOUSE	tr|A0A1S2ZX95|A0A1S2ZX95_ERIEU
OG0010380	sp|P14753|EPOR_MOUSE	tr|A0A1S2ZXA1|A0A1S2ZXA1_ERIEU
OG0010381	sp|Q8BVF4|CCD30_MOUSE	tr|A0A1S2ZXM2|A0A1S2ZXM2_ERIEU
OG0010382	sp|Q9CY24|T179B_MOUSE	tr|A0A1S2ZY48|A0A1S2ZY48_ERIEU
OG0010383	sp|Q91ZU1|ASB6_MOUSE	tr|A0A1S2ZZN1|A0A1S2ZZN1_ERIEU
OG0010384	sp|P62313|LSM6_MOUSE	tr|A0A1S3A2D3|A0A1S3A2D3_ERIEU
OG0010385	sp|Q8BQS4|F102B_MOUSE	tr|A0A1S3A2I7|A0A1S3A2I7_ERIEU
OG0010386	sp|Q3SXD3|HDDC2_MOUSE	tr|A0A1S3A2S6|A0A1S3A2S6_ERIEU
OG0010387	sp|Q3V1L4|5NTC_MOUSE	tr|A0A1S3A7L8|A0A1S3A7L8_ERIEU
OG0010388	sp|Q9ESM6|GDPD2_MOUSE	tr|A0A1S3A851|A0A1S3A851_ERIEU
OG0010389	sp|P40935|PNMT_MOUSE	tr|A0A1S3A8I0|A0A1S3A8I0_ERIEU
OG0010390	sp|Q9D2Y6|FBX25_MOUSE	tr|A0A1S3A8S2|A0A1S3A8S2_ERIEU
OG0010391	sp|Q6F5E0|TM158_MOUSE	tr|A0A1S3A9E8|A0A1S3A9E8_ERIEU
OG0010392	sp|Q8CCN5|BCAS3_MOUSE	tr|A0A1S3A9G2|A0A1S3A9G2_ERIEU
OG0010393	sp|P55097|CATK_MOUSE	tr|A0A1S3A9L7|A0A1S3A9L7_ERIEU
OG0010394	sp|G5E8F4|FPGT_MOUSE	tr|A0A1S3AA90|A0A1S3AA90_ERIEU
OG0010395	sp|Q9D7X3|DUS3_MOUSE	tr|A0A1S3AAC6|A0A1S3AAC6_ERIEU
OG0010396	sp|Q8BG80|FBX46_MOUSE	tr|A0A1S3AB49|A0A1S3AB49_ERIEU
OG0010397	sp|Q03717|KCNB1_MOUSE	tr|A0A1S3ADE1|A0A1S3ADE1_ERIEU
OG0010398	tr|E9Q9U8|E9Q9U8_MOUSE	tr|A0A1S3AEQ4|A0A1S3AEQ4_ERIEU
OG0010399	sp|Q3UHI0|CCSE2_MOUSE	tr|A0A1S3AEU6|A0A1S3AEU6_ERIEU
OG0010400	sp|P59222|SREC2_MOUSE	tr|A0A1S3AEZ3|A0A1S3AEZ3_ERIEU
OG0010401	sp|Q8CHX7|RFTN2_MOUSE	tr|A0A1S3AG08|A0A1S3AG08_ERIEU
OG0010402	sp|O08785|CLOCK_MOUSE	tr|A0A1S3AGG6|A0A1S3AGG6_ERIEU
OG0010403	sp|P06802|ENPP1_MOUSE	tr|A0A1S3AJC3|A0A1S3AJC3_ERIEU
OG0010404	sp|Q7TPN9|PRR14_MOUSE	tr|A0A1S3AJT6|A0A1S3AJT6_ERIEU
OG0010405	sp|Q6X1Y6|ASIC3_MOUSE	tr|A0A1S3AKS4|A0A1S3AKS4_ERIEU
OG0010406	sp|Q6P8X9|FLTOP_MOUSE	tr|A0A1S3AM57|A0A1S3AM57_ERIEU
OG0010407	sp|Q62443|NPTX1_MOUSE	tr|A0A1S3ANL8|A0A1S3ANL8_ERIEU
OG0010408	sp|Q8K4K4|TRIB1_MOUSE	tr|A0A1S3APP1|A0A1S3APP1_ERIEU
OG0010409	sp|Q64191|ASPG_MOUSE	tr|A0A1S3AQH8|A0A1S3AQH8_ERIEU
OG0010410	sp|Q8BKD6|R144B_MOUSE	tr|A0A1S3AQQ7|A0A1S3AQQ7_ERIEU
OG0010411	tr|Q8CGV8|Q8CGV8_MOUSE	tr|A0A1S3W3M5|A0A1S3W3M5_ERIEU
OG0010412	sp|Q8VD12|Z385A_MOUSE	tr|A0A1S3W6C8|A0A1S3W6C8_ERIEU
OG0010413	sp|Q8BP74|PSTK_MOUSE	tr|A0A1S3W719|A0A1S3W719_ERIEU
OG0010414	sp|Q7M760|ZRAN1_MOUSE	tr|A0A1S3W745|A0A1S3W745_ERIEU
OG0010415	sp|Q91WW7|PLPL3_MOUSE	tr|A0A1S3WA25|A0A1S3WA25_ERIEU
OG0010416	sp|Q9Z1P6|NDUA7_MOUSE	tr|A0A1S3WA81|A0A1S3WA81_ERIEU
OG0010417	sp|Q8R0L1|STAP2_MOUSE	tr|A0A1S3WE81|A0A1S3WE81_ERIEU
OG0010418	sp|Q8BQS5|PAQR2_MOUSE	tr|A0A1S3WFQ7|A0A1S3WFQ7_ERIEU
OG0010419	sp|Q8K450|SPG16_MOUSE	tr|A0A1S3WSN3|A0A1S3WSN3_ERIEU
OG0010420	sp|O35405|PLD3_MOUSE	tr|A0A1S3WTJ3|A0A1S3WTJ3_ERIEU
OG0010421	sp|A2BE28|LAS1L_MOUSE	tr|A0A1S3WTZ1|A0A1S3WTZ1_ERIEU
OG0010422	tr|E9Q8V6|E9Q8V6_MOUSE	tr|A0A1S3WU06|A0A1S3WU06_ERIEU
OG0010423	sp|Q9JI46|NUDT3_MOUSE	tr|A0A1S3WVV5|A0A1S3WVV5_ERIEU
OG0010424	sp|Q6X7S9|EID2_MOUSE	tr|A0A1S3WWK4|A0A1S3WWK4_ERIEU
OG0010425	sp|Q9R0P4|SMAP_MOUSE	tr|A0A1S2Z9E6|A0A1S2Z9E6_ERIEU
OG0010426	sp|Q3UGR5|HDHD2_MOUSE	tr|A0A1S2Z9L2|A0A1S2Z9L2_ERIEU
OG0010427	sp|Q8VHC5|CABP4_MOUSE	tr|A0A1S2ZG54|A0A1S2ZG54_ERIEU
OG0010428	sp|A0A0A6YY25|BTBDI_MOUSE	tr|A0A1S2ZHQ4|A0A1S2ZHQ4_ERIEU
OG0010429	sp|P97760|RPB3_MOUSE	tr|A0A1S2ZJ69|A0A1S2ZJ69_ERIEU
OG0010430	sp|Q8BIH0|SP130_MOUSE	tr|A0A1S2ZKW9|A0A1S2ZKW9_ERIEU
OG0010431	sp|Q9ER00|STX12_MOUSE	tr|A0A1S2ZPC0|A0A1S2ZPC0_ERIEU
OG0010432	sp|Q9DCC8|TOM20_MOUSE	tr|A0A1S2ZQJ3|A0A1S2ZQJ3_ERIEU
OG0010433	sp|Q9QUT0|RHAG_MOUSE	tr|A0A1S2ZRC6|A0A1S2ZRC6_ERIEU
OG0010434	tr|A0A0N4SUK7|A0A0N4SUK7_MOUSE	tr|A0A1S2ZS60|A0A1S2ZS60_ERIEU
OG0010435	sp|O55201|SPT5H_MOUSE	tr|A0A1S2ZSW1|A0A1S2ZSW1_ERIEU
OG0010436	sp|O35144|TERF2_MOUSE	tr|A0A1S2ZU85|A0A1S2ZU85_ERIEU
OG0010437	sp|P58283|RN216_MOUSE	tr|A0A1S2ZV78|A0A1S2ZV78_ERIEU
OG0010438	sp|Q61553|FSCN1_MOUSE	tr|A0A1S2ZV79|A0A1S2ZV79_ERIEU
OG0010439	sp|Q8BS03|PI15_MOUSE	tr|A0A1S2ZWX5|A0A1S2ZWX5_ERIEU
OG0010440	sp|Q8BFQ2|T229B_MOUSE	tr|A0A1S2ZWX8|A0A1S2ZWX8_ERIEU
OG0010441	sp|O88845|AKA10_MOUSE	tr|A0A1S2ZXN2|A0A1S2ZXN2_ERIEU
OG0010442	sp|Q3TDX8|NB5R4_MOUSE	tr|A0A1S2ZXQ2|A0A1S2ZXQ2_ERIEU
OG0010443	sp|P23683|EVX1_MOUSE	tr|A0A1S2ZZD5|A0A1S2ZZD5_ERIEU
OG0010444	sp|Q8R322|GLE1_MOUSE	tr|A0A1S2ZZR7|A0A1S2ZZR7_ERIEU
OG0010445	sp|Q9QZH3|PPIE_MOUSE	tr|A0A1S2ZZT9|A0A1S2ZZT9_ERIEU
OG0010446	sp|Q9JMD3|STA10_MOUSE	tr|A0A1S3A0Q3|A0A1S3A0Q3_ERIEU
OG0010447	sp|Q4LDD4|ARAP1_MOUSE	tr|A0A1S3A0R2|A0A1S3A0R2_ERIEU
OG0010448	sp|Q8BS35|ALKMO_MOUSE	tr|A0A1S3A178|A0A1S3A178_ERIEU
OG0010449	sp|P11276|FINC_MOUSE	tr|A0A1S3A1R8|A0A1S3A1R8_ERIEU
OG0010450	sp|Q9D513|MEIOB_MOUSE	tr|A0A1S3A200|A0A1S3A200_ERIEU
OG0010451	sp|Q6NZK5|K1328_MOUSE	tr|A0A1S3A2D8|A0A1S3A2D8_ERIEU
OG0010452	sp|Q9QZS8|SH2D3_MOUSE	tr|A0A1S3A3U8|A0A1S3A3U8_ERIEU
OG0010453	sp|Q8BIA4|FBXW8_MOUSE	tr|A0A1S3A4X4|A0A1S3A4X4_ERIEU
OG0010454	sp|Q9R0X0|MED20_MOUSE	tr|A0A1S3A5N9|A0A1S3A5N9_ERIEU
OG0010455	sp|Q925U4|EDEM1_MOUSE	tr|A0A1S3A657|A0A1S3A657_ERIEU
OG0010456	sp|Q9CZL2|F241A_MOUSE	tr|A0A1S3A818|A0A1S3A818_ERIEU
OG0010457	sp|Q8VCY6|UTP6_MOUSE	tr|A0A1S3A819|A0A1S3A819_ERIEU
OG0010458	sp|P62242|RS8_MOUSE	tr|A0A1S3A8N8|A0A1S3A8N8_ERIEU
OG0010459	sp|Q99PS0|K1C23_MOUSE	tr|A0A1S3A8X4|A0A1S3A8X4_ERIEU
OG0010460	sp|P16872|IL7RA_MOUSE	tr|A0A1S3A973|A0A1S3A973_ERIEU
OG0010461	sp|Q505D7|OPA3_MOUSE	tr|A0A1S3AB78|A0A1S3AB78_ERIEU
OG0010462	tr|D3YUP5|D3YUP5_MOUSE	tr|A0A1S3ACN4|A0A1S3ACN4_ERIEU
OG0010463	sp|Q6PDI6|MINY2_MOUSE	tr|A0A1S3AFS2|A0A1S3AFS2_ERIEU
OG0010464	sp|Q922J6|TSN2_MOUSE	tr|A0A1S3AIU9|A0A1S3AIU9_ERIEU
OG0010465	sp|Q91YP0|L2HDH_MOUSE	tr|A0A1S3AJE6|A0A1S3AJE6_ERIEU
OG0010466	sp|Q9D6G9|CKLF5_MOUSE	tr|A0A1S3AMS0|A0A1S3AMS0_ERIEU
OG0010467	sp|Q8CC14|F216B_MOUSE	tr|A0A1S3ANB8|A0A1S3ANB8_ERIEU
OG0010468	sp|Q9R097|SPIT1_MOUSE	tr|A0A1S3ANI8|A0A1S3ANI8_ERIEU
OG0010469	sp|Q8BM96|AGRG7_MOUSE	tr|A0A1S3ANP5|A0A1S3ANP5_ERIEU
OG0010470	sp|Q8CA95|PDE10_MOUSE	tr|A0A1S3ANX9|A0A1S3ANX9_ERIEU
OG0010471	sp|Q8BYF6|SC5A8_MOUSE	tr|A0A1S3AP53|A0A1S3AP53_ERIEU
OG0010472	sp|P51945|CCNG1_MOUSE	tr|A0A1S3AR10|A0A1S3AR10_ERIEU
OG0010473	sp|Q925F4|RNF37_MOUSE	tr|A0A1S3AS58|A0A1S3AS58_ERIEU
OG0010474	sp|Q811F1|ZBT41_MOUSE	tr|A0A1S3W212|A0A1S3W212_ERIEU
OG0010475	sp|Q8CB93|GAPT_MOUSE	tr|A0A1S3W390|A0A1S3W390_ERIEU
OG0010476	sp|Q9D1M0|SEC13_MOUSE	tr|A0A1S3W3G1|A0A1S3W3G1_ERIEU
OG0010477	sp|Q8R331|ZNHI1_MOUSE	tr|A0A1S3W647|A0A1S3W647_ERIEU
OG0010478	sp|Q922E6|FAKD2_MOUSE	tr|A0A1S3W7T7|A0A1S3W7T7_ERIEU
OG0010479	sp|Q924W5|SMC6_MOUSE	tr|A0A1S3W874|A0A1S3W874_ERIEU
OG0010480	sp|Q7TNR9|ARHG4_MOUSE	tr|A0A1S3W8P7|A0A1S3W8P7_ERIEU
OG0010481	sp|Q8BI84|TGO1_MOUSE	tr|A0A1S3W8Z5|A0A1S3W8Z5_ERIEU
OG0010482	sp|O08762|NETR_MOUSE	tr|A0A1S3WF76|A0A1S3WF76_ERIEU
OG0010483	sp|Q8K2Z4|CND1_MOUSE	tr|A0A1S3WHJ6|A0A1S3WHJ6_ERIEU
OG0010484	sp|Q9WVK0|ATRAP_MOUSE	tr|A0A1S3WNU0|A0A1S3WNU0_ERIEU
OG0010485	tr|E9Q2E9|E9Q2E9_MOUSE	tr|A0A1S3WPE1|A0A1S3WPE1_ERIEU
OG0010486	sp|Q5XK03|SERC4_MOUSE	tr|A0A1S3WQ64|A0A1S3WQ64_ERIEU
OG0010487	sp|P60755|MDGA2_MOUSE	tr|A0A1S3WT06|A0A1S3WT06_ERIEU
OG0010488	sp|Q9WTK3|GPAA1_MOUSE	tr|A0A1S2Z9U3|A0A1S2Z9U3_ERIEU
OG0010489	sp|Q8K3X6|ANS4B_MOUSE	tr|A0A1S2ZB23|A0A1S2ZB23_ERIEU
OG0010490	sp|Q69ZZ6|TMCC1_MOUSE	tr|A0A1S2ZC84|A0A1S2ZC84_ERIEU
OG0010491	sp|Q3U4G3|XXLT1_MOUSE	tr|A0A1S2ZD16|A0A1S2ZD16_ERIEU
OG0010492	sp|Q9CQ92|FIS1_MOUSE	tr|A0A1S2ZE81|A0A1S2ZE81_ERIEU
OG0010493	sp|Q6UJB9|TM270_MOUSE	tr|A0A1S2ZEA5|A0A1S2ZEA5_ERIEU
OG0010494	sp|P15089|CBPA3_MOUSE	tr|A0A1S2ZEF3|A0A1S2ZEF3_ERIEU
OG0010495	sp|P59325|IF5_MOUSE	tr|A0A1S2ZF35|A0A1S2ZF35_ERIEU
OG0010496	sp|Q8VHV1|BAALC_MOUSE	tr|A0A1S2ZG96|A0A1S2ZG96_ERIEU
OG0010497	sp|Q9JHX6|ALLC_MOUSE	tr|A0A1S2ZGD9|A0A1S2ZGD9_ERIEU
OG0010498	sp|Q8BJS4|SUN2_MOUSE	tr|A0A1S2ZHB7|A0A1S2ZHB7_ERIEU
OG0010499	sp|P47877|IBP2_MOUSE	tr|A0A1S2ZJ21|A0A1S2ZJ21_ERIEU
OG0010500	sp|Q7TPM9|MTMRA_MOUSE	tr|A0A1S2ZKX0|A0A1S2ZKX0_ERIEU
OG0010501	sp|Q8K157|GALM_MOUSE	tr|A0A1S2ZL41|A0A1S2ZL41_ERIEU
OG0010502	sp|Q9QUN9|DKK3_MOUSE	tr|A0A1S2ZLG8|A0A1S2ZLG8_ERIEU
OG0010503	sp|Q64143|P55G_MOUSE	tr|A0A1S2ZM01|A0A1S2ZM01_ERIEU
OG0010504	sp|A2AJB1|CC183_MOUSE	tr|A0A1S2ZM84|A0A1S2ZM84_ERIEU
OG0010505	sp|Q9JJF3|RIOX1_MOUSE	tr|A0A1S2ZMV2|A0A1S2ZMV2_ERIEU
OG0010506	sp|Q9DCR2|AP3S1_MOUSE	tr|A0A1S2ZNC0|A0A1S2ZNC0_ERIEU
OG0010507	sp|Q8C0R9|LRRD1_MOUSE	tr|A0A1S2ZPJ6|A0A1S2ZPJ6_ERIEU
OG0010508	sp|Q9CQA0|CENPM_MOUSE	tr|A0A1S2ZRL9|A0A1S2ZRL9_ERIEU
OG0010509	sp|Q9QYB8|ADDB_MOUSE	tr|A0A1S2ZS67|A0A1S2ZS67_ERIEU
OG0010510	sp|Q8BWA8|ARHGJ_MOUSE	tr|A0A1S2ZSC1|A0A1S2ZSC1_ERIEU
OG0010511	sp|Q8VE91|RETR1_MOUSE	tr|A0A1S2ZTN7|A0A1S2ZTN7_ERIEU
OG0010512	sp|Q8VEK6|ING3_MOUSE	tr|A0A1S2ZV45|A0A1S2ZV45_ERIEU
OG0010513	sp|Q9JIE3|OTOR_MOUSE	tr|A0A1S2ZWT5|A0A1S2ZWT5_ERIEU
OG0010514	sp|Q9CQE2|TM223_MOUSE	tr|A0A1S2ZY98|A0A1S2ZY98_ERIEU
OG0010515	sp|Q9ER41|TOR1B_MOUSE	tr|A0A1S2ZZT2|A0A1S2ZZT2_ERIEU
OG0010516	sp|O89023|TPP1_MOUSE	tr|A0A1S3A1B1|A0A1S3A1B1_ERIEU
OG0010517	sp|Q9D8P4|RM17_MOUSE	tr|A0A1S3A1G9|A0A1S3A1G9_ERIEU
OG0010518	sp|O09130|NF2IP_MOUSE	tr|A0A1S3A1U2|A0A1S3A1U2_ERIEU
OG0010519	sp|O54929|WSB2_MOUSE	tr|A0A1S3A3E9|A0A1S3A3E9_ERIEU
OG0010520	sp|P70315|WASP_MOUSE	tr|A0A1S3A516|A0A1S3A516_ERIEU
OG0010521	sp|P97299|SFRP2_MOUSE	tr|A0A1S3A551|A0A1S3A551_ERIEU
OG0010522	sp|Q8JZP9|GA2L1_MOUSE	tr|A0A1S3A5C9|A0A1S3A5C9_ERIEU
OG0010523	sp|Q9EP78|CHST7_MOUSE	tr|A0A1S3A5H0|A0A1S3A5H0_ERIEU
OG0010524	sp|Q80XQ2|TBCD5_MOUSE	tr|A0A1S3A5N1|A0A1S3A5N1_ERIEU
OG0010525	sp|Q8VE38|OXND1_MOUSE	tr|A0A1S3A5U8|A0A1S3A5U8_ERIEU
OG0010526	sp|Q921G7|ETFD_MOUSE	tr|A0A1S3A796|A0A1S3A796_ERIEU
OG0010527	sp|Q80TJ7|PHF8_MOUSE	tr|A0A1S3A875|A0A1S3A875_ERIEU
OG0010528	sp|A7DTG3|SRTD4_MOUSE	tr|A0A1S3A8T2|A0A1S3A8T2_ERIEU
OG0010529	sp|Q8BIP0|SYDM_MOUSE	tr|A0A1S3AA97|A0A1S3AA97_ERIEU
OG0010530	sp|Q8CHJ2|AQP12_MOUSE	tr|A0A1S3AAN5|A0A1S3AAN5_ERIEU
OG0010531	sp|Q8VE96|S35F6_MOUSE	tr|A0A1S3AC33|A0A1S3AC33_ERIEU
OG0010532	sp|O54792|HES2_MOUSE	tr|A0A1S3ACE9|A0A1S3ACE9_ERIEU
OG0010533	sp|Q8BYR1|TYW4_MOUSE	tr|A0A1S3AEC7|A0A1S3AEC7_ERIEU
OG0010534	sp|Q4U2R1|HERC2_MOUSE	tr|A0A1S3AF55|A0A1S3AF55_ERIEU
OG0010535	sp|Q3TUF7|YETS2_MOUSE	tr|A0A1S3AFJ1|A0A1S3AFJ1_ERIEU
OG0010536	sp|Q9WTX2|PRKRA_MOUSE	tr|A0A1S3AFX7|A0A1S3AFX7_ERIEU
OG0010537	sp|Q9EQT3|RHOU_MOUSE	tr|A0A1S3AI88|A0A1S3AI88_ERIEU
OG0010538	sp|Q09XV5|CHD8_MOUSE	tr|A0A1S3AL78|A0A1S3AL78_ERIEU
OG0010539	sp|Q8CG70|P3H3_MOUSE	tr|A0A1S3ALM7|A0A1S3ALM7_ERIEU
OG0010540	sp|P0C6B2|PTCRA_MOUSE	tr|A0A1S3AM14|A0A1S3AM14_ERIEU
OG0010541	sp|P27573|MYP0_MOUSE	tr|A0A1S3AM47|A0A1S3AM47_ERIEU
OG0010542	sp|Q8QZX2|HAUS3_MOUSE	tr|A0A1S3AN87|A0A1S3AN87_ERIEU
OG0010543	sp|Q9DD02|HIKES_MOUSE	tr|A0A1S3AP30|A0A1S3AP30_ERIEU
OG0010544	sp|Q9QZD8|DIC_MOUSE	tr|A0A1S3API3|A0A1S3API3_ERIEU
OG0010545	sp|Q9R1Q9|VAS1_MOUSE	tr|A0A1S3APK4|A0A1S3APK4_ERIEU
OG0010546	sp|O35207|CDKA1_MOUSE	tr|A0A1S3ARV8|A0A1S3ARV8_ERIEU
OG0010547	sp|Q8BV79|TRNK1_MOUSE	tr|A0A1S3W3V9|A0A1S3W3V9_ERIEU
OG0010548	sp|Q5XJY6|FANCB_MOUSE	tr|A0A1S3W5H9|A0A1S3W5H9_ERIEU
OG0010549	sp|Q8BU27|PPM1M_MOUSE	tr|A0A1S3W6J5|A0A1S3W6J5_ERIEU
OG0010550	sp|Q91ZG2|MPPD1_MOUSE	tr|A0A1S3WBU8|A0A1S3WBU8_ERIEU
OG0010551	sp|Q8R0X7|SGPL1_MOUSE	tr|A0A1S3WCL4|A0A1S3WCL4_ERIEU
OG0010552	sp|Q9Z104|HM20B_MOUSE	tr|A0A1S3WDH4|A0A1S3WDH4_ERIEU
OG0010553	sp|Q9QZ59|DMRT1_MOUSE	tr|A0A1S3WIC5|A0A1S3WIC5_ERIEU
OG0010554	sp|Q8BGD0|CC014_MOUSE	tr|A0A1S3WIX1|A0A1S3WIX1_ERIEU
OG0010555	tr|J3QPM6|J3QPM6_MOUSE	tr|A0A1S3WIY5|A0A1S3WIY5_ERIEU
OG0010556	sp|Q9EQH4|TAF8_MOUSE	tr|A0A1S3WK26|A0A1S3WK26_ERIEU
