Orthogroup	Mus_musculus	Rhinolophus_ferrumequinum
OG0011394	sp|P27573|MYP0_MOUSE	tr|A0A671FBN4|A0A671FBN4_RHIFE
OG0011395	sp|P27661|H2AX_MOUSE	tr|A0A671FDY8|A0A671FDY8_RHIFE
OG0011396	sp|P30730|LSHR_MOUSE	tr|A0A671FIK2|A0A671FIK2_RHIFE
OG0011397	sp|P48299|EDN3_MOUSE	tr|A0A671G5G1|A0A671G5G1_RHIFE
OG0011398	sp|P53668|LIMK1_MOUSE	tr|A0A671EW79|A0A671EW79_RHIFE
OG0011399	sp|P54731|FAF1_MOUSE	tr|A0A671DSV9|A0A671DSV9_RHIFE
OG0011400	sp|P58468|SLX9_MOUSE	tr|A0A671DM28|A0A671DM28_RHIFE
OG0011401	sp|Q03145|EPHA2_MOUSE	tr|A0A671EZQ3|A0A671EZQ3_RHIFE
OG0011402	sp|Q06180|PTN2_MOUSE	tr|A0A671ENA8|A0A671ENA8_RHIFE
OG0011403	sp|Q0P5X1|LRIQ1_MOUSE	tr|A0A671FLG3|A0A671FLG3_RHIFE
OG0011404	sp|Q3URR0|CENPW_MOUSE	tr|A0A671DJL2|A0A671DJL2_RHIFE
OG0011405	sp|Q562E2|KCD19_MOUSE	tr|A0A671FAE7|A0A671FAE7_RHIFE
OG0011406	sp|Q64693|OBF1_MOUSE	tr|A0A671ETD7|A0A671ETD7_RHIFE
OG0011407	sp|Q6IMB1|RSLBA_MOUSE	tr|A0A671DWP9|A0A671DWP9_RHIFE
OG0011408	sp|Q6IR41|C1QT6_MOUSE	tr|A0A671E1D5|A0A671E1D5_RHIFE
OG0011409	sp|Q6IYF8|OXGR1_MOUSE	tr|A0A671E2E5|A0A671E2E5_RHIFE
OG0011410	sp|Q6P7W5|SEN2_MOUSE	tr|A0A671FQT3|A0A671FQT3_RHIFE
OG0011411	sp|Q6PCQ0|IQCE_MOUSE	tr|A0A671FC99|A0A671FC99_RHIFE
OG0011412	sp|Q6PH08|ERC2_MOUSE	tr|A0A671G4S5|A0A671G4S5_RHIFE
OG0011413	sp|Q6VMN6|PRLHR_MOUSE	tr|A0A671F2S2|A0A671F2S2_RHIFE
OG0011414	sp|Q78PY7|SND1_MOUSE	tr|A0A671FYT4|A0A671FYT4_RHIFE
OG0011415	sp|Q8BGT6|MILK1_MOUSE	tr|A0A671DXY4|A0A671DXY4_RHIFE
OG0011416	sp|Q8BHA1|LRC24_MOUSE	tr|A0A671G2I3|A0A671G2I3_RHIFE
OG0011417	sp|Q8BMB0|EMSY_MOUSE	tr|A0A671FUA7|A0A671FUA7_RHIFE
OG0011418	sp|Q8BTT6|UTP25_MOUSE	tr|A0A671FNF8|A0A671FNF8_RHIFE
OG0011419	sp|Q8C031|LRC4C_MOUSE	tr|A0A671E407|A0A671E407_RHIFE
OG0011420	sp|Q8C1F4|CGAT2_MOUSE	tr|A0A671ETB4|A0A671ETB4_RHIFE
OG0011421	sp|Q8CHP6|PHC3_MOUSE	tr|A0A671DMH4|A0A671DMH4_RHIFE
OG0011422	sp|Q8CJ12|AGRG2_MOUSE	tr|A0A671ELI9|A0A671ELI9_RHIFE
OG0011423	sp|Q8JZS0|LIN7A_MOUSE	tr|A0A671EPM8|A0A671EPM8_RHIFE
OG0011424	sp|Q8R1H8|BATF2_MOUSE	tr|A0A671E6I9|A0A671E6I9_RHIFE
OG0011425	sp|Q8R5F7|IFIH1_MOUSE	tr|A0A671E9M1|A0A671E9M1_RHIFE
OG0011426	sp|Q8VEK2|RHBD2_MOUSE	tr|A0A671ELQ0|A0A671ELQ0_RHIFE
OG0011427	sp|Q91WN4|KMO_MOUSE	tr|A0A671FUW2|A0A671FUW2_RHIFE
OG0011428	sp|Q920G8|MFRN1_MOUSE	tr|A0A671ELP1|A0A671ELP1_RHIFE
OG0011429	sp|Q9CQ76|NEPN_MOUSE	tr|A0A671FT94|A0A671FT94_RHIFE
OG0011430	sp|Q9CZG3|COMD8_MOUSE	tr|A0A671DMS2|A0A671DMS2_RHIFE
OG0011431	sp|Q9CZS3|CEP20_MOUSE	tr|A0A671FXY3|A0A671FXY3_RHIFE
OG0011432	sp|Q9D0A0|DET1_MOUSE	tr|A0A671EIY6|A0A671EIY6_RHIFE
OG0011433	sp|Q9D0B6|PBDC1_MOUSE	tr|A0A671DPA4|A0A671DPA4_RHIFE
OG0011434	sp|Q9D4K4|FACOS_MOUSE	tr|A0A671EWZ8|A0A671EWZ8_RHIFE
OG0011435	sp|Q9D710|TMX2_MOUSE	tr|A0A671DXG2|A0A671DXG2_RHIFE
OG0011436	sp|Q9D8Y8|ING5_MOUSE	tr|A0A671DJU5|A0A671DJU5_RHIFE
OG0011437	sp|Q9D9P2|CC103_MOUSE	tr|A0A671EGP3|A0A671EGP3_RHIFE
OG0011438	sp|Q9DBU5|RNF6_MOUSE	tr|A0A671E3Z7|A0A671E3Z7_RHIFE
OG0011439	sp|Q9ESM3|HPLN2_MOUSE	tr|A0A671F6E4|A0A671F6E4_RHIFE
OG0011440	sp|Q9JHQ0|ANXA9_MOUSE	tr|A0A671G2X3|A0A671G2X3_RHIFE
OG0011441	sp|Q9WTM3|SEM6C_MOUSE	tr|A0A671GB65|A0A671GB65_RHIFE
OG0011442	sp|Q9Z2I0|LETM1_MOUSE	tr|A0A671EZK2|A0A671EZK2_RHIFE
OG0011443	sp|A2RSJ4|UH1BL_MOUSE	tr|A0A671FLP8|A0A671FLP8_RHIFE
OG0011444	tr|E9PVD9|E9PVD9_MOUSE	tr|A0A671EVR6|A0A671EVR6_RHIFE
OG0011445	tr|E9Q5N9|E9Q5N9_MOUSE	tr|A0A671FDI1|A0A671FDI1_RHIFE
OG0011446	sp|O08742|GPV_MOUSE	tr|A0A671FPD0|A0A671FPD0_RHIFE
OG0011447	sp|O35417|PDYN_MOUSE	tr|A0A671F0W5|A0A671F0W5_RHIFE
OG0011448	sp|O35906|SPIB_MOUSE	tr|A0A671E762|A0A671E762_RHIFE
OG0011449	sp|O70582|LX12B_MOUSE	tr|A0A671ELK1|A0A671ELK1_RHIFE
OG0011450	sp|P02525|CRBA1_MOUSE	tr|A0A671F5Y8|A0A671F5Y8_RHIFE
OG0011451	sp|P09535|IGF2_MOUSE	tr|A0A671FQK3|A0A671FQK3_RHIFE
OG0011452	sp|P0C872|JMJD7_MOUSE	tr|A0A671DVX8|A0A671DVX8_RHIFE
OG0011453	sp|P10711|TCEA1_MOUSE	tr|A0A671EPA7|A0A671EPA7_RHIFE
OG0011454	sp|P25801|RBTN2_MOUSE	tr|A0A671E2R7|A0A671E2R7_RHIFE
OG0011455	sp|P31041|CD28_MOUSE	tr|A0A671FAY1|A0A671FAY1_RHIFE
OG0011456	sp|P31786|ACBP_MOUSE	tr|A0A671E9S9|A0A671E9S9_RHIFE
OG0011457	sp|P59383|LRRN4_MOUSE	tr|A0A671FZR0|A0A671FZR0_RHIFE
OG0011458	sp|P70441|NHRF1_MOUSE	tr|A0A671EX54|A0A671EX54_RHIFE
OG0011459	sp|Q00286|PIT1_MOUSE	tr|A0A671E2E0|A0A671E2E0_RHIFE
OG0011460	sp|Q06890|CLUS_MOUSE	tr|A0A671F8P5|A0A671F8P5_RHIFE
OG0011461	sp|Q08189|TGM3_MOUSE	tr|A0A671F7G9|A0A671F7G9_RHIFE
OG0011462	sp|Q0P5V2|SOBP_MOUSE	tr|A0A671EV37|A0A671EV37_RHIFE
OG0011463	sp|Q0PHV7|DACT3_MOUSE	tr|A0A671F178|A0A671F178_RHIFE
OG0011464	sp|Q0ZCJ7|MASTR_MOUSE	tr|A0A671E854|A0A671E854_RHIFE
OG0011465	sp|Q3KNK3|NB5R2_MOUSE	tr|A0A671E2A2|A0A671E2A2_RHIFE
OG0011466	tr|Q3LR78|Q3LR78_MOUSE	tr|A0A671F621|A0A671F621_RHIFE
OG0011467	sp|Q3TL26|TFB2M_MOUSE	tr|A0A671FLF8|A0A671FLF8_RHIFE
OG0011468	sp|Q3UPC7|K0825_MOUSE	tr|A0A671EAH2|A0A671EAH2_RHIFE
OG0011469	sp|Q3URJ8|NKAI3_MOUSE	tr|A0A671E7C1|A0A671E7C1_RHIFE
OG0011470	sp|Q4VBF2|R3HD4_MOUSE	tr|A0A671FGG2|A0A671FGG2_RHIFE
OG0011471	sp|Q569E7|ZN697_MOUSE	tr|A0A671FU15|A0A671FU15_RHIFE
OG0011472	sp|Q60953|PML_MOUSE	tr|A0A671FG43|A0A671FG43_RHIFE
OG0011473	sp|Q61790|LAG3_MOUSE	tr|A0A671DY93|A0A671DY93_RHIFE
OG0011474	sp|Q62283|TSN7_MOUSE	tr|A0A671DWY6|A0A671DWY6_RHIFE
OG0011475	sp|Q6IR34|GPSM1_MOUSE	tr|A0A671FXX4|A0A671FXX4_RHIFE
OG0011476	sp|Q80YD3|F205C_MOUSE	tr|A0A671EJ65|A0A671EJ65_RHIFE
OG0011477	sp|Q80YR2|FHI2B_MOUSE	tr|A0A671EXD9|A0A671EXD9_RHIFE
OG0011478	sp|Q8BGP5|TM127_MOUSE	tr|A0A671FM35|A0A671FM35_RHIFE
OG0011479	sp|Q8C1Q4|METRN_MOUSE	tr|A0A671FI90|A0A671FI90_RHIFE
OG0011480	sp|Q8CAL5|GPC5_MOUSE	tr|A0A671E122|A0A671E122_RHIFE
OG0011481	sp|Q8CIE6|COPA_MOUSE	tr|A0A671FX29|A0A671FX29_RHIFE
OG0011482	sp|Q8K2V6|IPO11_MOUSE	tr|A0A671FL82|A0A671FL82_RHIFE
OG0011483	sp|Q8QZW3|F151A_MOUSE	tr|A0A671E419|A0A671E419_RHIFE
OG0011484	sp|Q8R0V5|I23O2_MOUSE	tr|A0A671DIY9|A0A671DIY9_RHIFE
OG0011485	sp|Q8R2R1|POMT1_MOUSE	tr|A0A671EUB8|A0A671EUB8_RHIFE
OG0011486	sp|Q8VCL2|SCO2_MOUSE	tr|A0A671DWJ3|A0A671DWJ3_RHIFE
OG0011487	sp|Q8VDI9|ALG9_MOUSE	tr|A0A671EXT2|A0A671EXT2_RHIFE
OG0011488	sp|Q8VIM4|BSND_MOUSE	tr|A0A671DJK2|A0A671DJK2_RHIFE
OG0011489	sp|Q91WW7|PLPL3_MOUSE	tr|A0A671EYK5|A0A671EYK5_RHIFE
OG0011490	sp|Q923X1|AGRL4_MOUSE	tr|A0A671EBG3|A0A671EBG3_RHIFE
OG0011491	sp|Q9CQV1|TIM16_MOUSE	tr|A0A671FPH4|A0A671FPH4_RHIFE
OG0011492	sp|Q9CS00|CATIN_MOUSE	tr|A0A671G816|A0A671G816_RHIFE
OG0011493	sp|Q9CUB6|OTUD1_MOUSE	tr|A0A671EY03|A0A671EY03_RHIFE
OG0011494	sp|Q9CXE7|TMED5_MOUSE	tr|A0A671EDV4|A0A671EDV4_RHIFE
OG0011495	sp|Q9D2I5|ARMC9_MOUSE	tr|A0A671F1E9|A0A671F1E9_RHIFE
OG0011496	sp|Q9D7M8|RPB4_MOUSE	tr|A0A671FL28|A0A671FL28_RHIFE
OG0011497	sp|Q9JM62|REEP6_MOUSE	tr|A0A671EWX8|A0A671EWX8_RHIFE
OG0011498	sp|Q9WTW3|KCNE4_MOUSE	tr|A0A671FY62|A0A671FY62_RHIFE
OG0011499	sp|Q9Z0H0|CDC7_MOUSE	tr|A0A671EZ63|A0A671EZ63_RHIFE
OG0011500	sp|A2AGA4|RHBL2_MOUSE	tr|A0A671E2R4|A0A671E2R4_RHIFE
OG0011501	sp|B2RQE8|RHG42_MOUSE	tr|A0A671GB02|A0A671GB02_RHIFE
OG0011502	tr|B2RXC2|B2RXC2_MOUSE	tr|A0A671FFW6|A0A671FFW6_RHIFE
OG0011503	tr|E9PVA0|E9PVA0_MOUSE	tr|A0A671EQV0|A0A671EQV0_RHIFE
OG0011504	sp|E9Q5G3|KIF23_MOUSE	tr|A0A671DU40|A0A671DU40_RHIFE
OG0011505	sp|O35130|NEP1_MOUSE	tr|A0A671DXD7|A0A671DXD7_RHIFE
OG0011506	sp|O35604|NPC1_MOUSE	tr|A0A671FWP0|A0A671FWP0_RHIFE
OG0011507	sp|O35914|BNC1_MOUSE	tr|A0A671G0A9|A0A671G0A9_RHIFE
OG0011508	sp|O88898|P63_MOUSE	tr|A0A671G705|A0A671G705_RHIFE
OG0011509	sp|O88962|CP8B1_MOUSE	tr|A0A671F6Q0|A0A671F6Q0_RHIFE
OG0011510	sp|P0C8B4|GON7_MOUSE	tr|A0A671E9C9|A0A671E9C9_RHIFE
OG0011511	sp|P37172|ACVR1_MOUSE	tr|A0A671DNI7|A0A671DNI7_RHIFE
OG0011512	sp|P59759|MRTFB_MOUSE	tr|A0A671FCS9|A0A671FCS9_RHIFE
OG0011513	sp|P60853|LZTS1_MOUSE	tr|A0A671F3V7|A0A671F3V7_RHIFE
OG0011514	sp|P83741|WNK1_MOUSE	tr|A0A671DQC1|A0A671DQC1_RHIFE
OG0011515	sp|P97306|STAC_MOUSE	tr|A0A671G4Q8|A0A671G4Q8_RHIFE
OG0011516	sp|P97412|LYST_MOUSE	tr|A0A671G424|A0A671G424_RHIFE
OG0011517	sp|Q059U7|INTU_MOUSE	tr|A0A671EVZ4|A0A671EVZ4_RHIFE
OG0011518	sp|Q07832|PLK1_MOUSE	tr|A0A671FI41|A0A671FI41_RHIFE
OG0011519	sp|Q3TXU5|DHYS_MOUSE	tr|A0A671G4A0|A0A671G4A0_RHIFE
OG0011520	sp|Q3U1D9|CD047_MOUSE	tr|A0A671F7W4|A0A671F7W4_RHIFE
OG0011521	sp|Q3U2A8|SYVM_MOUSE	tr|A0A671DIZ0|A0A671DIZ0_RHIFE
OG0011522	sp|Q3UJB9|EDC4_MOUSE	tr|A0A671FNU7|A0A671FNU7_RHIFE
OG0011523	sp|Q3UZ57|AXDN1_MOUSE	tr|A0A671FX67|A0A671FX67_RHIFE
OG0011524	sp|Q400C8|AMZ2_MOUSE	tr|A0A671E972|A0A671E972_RHIFE
OG0011525	sp|Q497Q6|F228B_MOUSE	tr|A0A671FW59|A0A671FW59_RHIFE
OG0011526	sp|Q5DU31|ICEF1_MOUSE	tr|A0A671FQX5|A0A671FQX5_RHIFE
OG0011527	sp|Q60614|AA2BR_MOUSE	tr|A0A671EYU3|A0A671EYU3_RHIFE
OG0011528	sp|Q6A025|PPR26_MOUSE	tr|A0A671FW04|A0A671FW04_RHIFE
OG0011529	sp|Q78XR0|TPC6A_MOUSE	tr|A0A671EC55|A0A671EC55_RHIFE
OG0011530	sp|Q80TL4|PHF24_MOUSE	tr|A0A671EBD4|A0A671EBD4_RHIFE
OG0011531	sp|Q80YD6|SRGEF_MOUSE	tr|A0A671G8T4|A0A671G8T4_RHIFE
OG0011532	sp|Q80ZQ3|CH074_MOUSE	tr|A0A671FL79|A0A671FL79_RHIFE
OG0011533	sp|Q8BJ52|PLPR5_MOUSE	tr|A0A671F8Z1|A0A671F8Z1_RHIFE
OG0011534	sp|Q8BLM0|KLF8_MOUSE	tr|A0A671DLC7|A0A671DLC7_RHIFE
OG0011535	sp|Q8BR07|BICD1_MOUSE	tr|A0A671DY26|A0A671DY26_RHIFE
OG0011536	sp|Q8BUK6|HOOK3_MOUSE	tr|A0A671FDL3|A0A671FDL3_RHIFE
OG0011537	sp|Q8C9A2|ENDOV_MOUSE	tr|A0A671G9F0|A0A671G9F0_RHIFE
OG0011538	sp|Q8CB67|LRP11_MOUSE	tr|A0A671FI86|A0A671FI86_RHIFE
OG0011539	sp|Q8QZT1|THIL_MOUSE	tr|A0A671ENG1|A0A671ENG1_RHIFE
OG0011540	sp|Q8R2Y0|ABHD6_MOUSE	tr|A0A671EGU4|A0A671EGU4_RHIFE
OG0011541	sp|Q91V81|RBM42_MOUSE	tr|A0A671EQ03|A0A671EQ03_RHIFE
OG0011542	sp|Q923P0|COKA1_MOUSE	tr|A0A671FM71|A0A671FM71_RHIFE
OG0011543	sp|Q99J31|OPHN1_MOUSE	tr|A0A671DHV5|A0A671DHV5_RHIFE
OG0011544	sp|Q9CQT7|DESI1_MOUSE	tr|A0A671FKW0|A0A671FKW0_RHIFE
OG0011545	sp|Q9D6X5|S52A3_MOUSE	tr|A0A671F940|A0A671F940_RHIFE
OG0011546	sp|Q9D6Y1|CCDC3_MOUSE	tr|A0A671FTN5|A0A671FTN5_RHIFE
OG0011547	sp|Q9DAE7|CK097_MOUSE	tr|A0A671G4C1|A0A671G4C1_RHIFE
OG0011548	sp|Q9DAX2|PLPP2_MOUSE	tr|A0A671E9J2|A0A671E9J2_RHIFE
OG0011549	sp|Q9ESK9|RBCC1_MOUSE	tr|A0A671ELW6|A0A671ELW6_RHIFE
OG0011550	sp|Q9ESP5|FEZF2_MOUSE	tr|A0A671EPR4|A0A671EPR4_RHIFE
OG0011551	sp|Q9JHK4|PGTA_MOUSE	tr|A0A671E4K2|A0A671E4K2_RHIFE
OG0011552	sp|Q9JIS3|SMCO4_MOUSE	tr|A0A671G2J5|A0A671G2J5_RHIFE
OG0011553	sp|Q9JJ48|ZC3H8_MOUSE	tr|A0A671F7X4|A0A671F7X4_RHIFE
OG0011554	sp|Q9JK81|MYG1_MOUSE	tr|A0A671DQF3|A0A671DQF3_RHIFE
OG0011555	sp|Q9JLM4|ZMYM3_MOUSE	tr|A0A671DI05|A0A671DI05_RHIFE
OG0011556	sp|Q9JMA9|S6A14_MOUSE	tr|A0A671GAD9|A0A671GAD9_RHIFE
OG0011557	sp|Q9QXL8|NDK7_MOUSE	tr|A0A671G653|A0A671G653_RHIFE
OG0011558	sp|Q9R045|ANGL2_MOUSE	tr|A0A671F2Z7|A0A671F2Z7_RHIFE
OG0011559	sp|Q9WU63|HEBP2_MOUSE	tr|A0A671E1N2|A0A671E1N2_RHIFE
OG0011560	tr|A0A2I3BPW5|A0A2I3BPW5_MOUSE	tr|A0A671E7X2|A0A671E7X2_RHIFE
OG0011561	tr|A0A3Q4EHH0|A0A3Q4EHH0_MOUSE	tr|A0A671DHW6|A0A671DHW6_RHIFE
OG0011562	tr|A2AMD2|A2AMD2_MOUSE	tr|A0A671G2D9|A0A671G2D9_RHIFE
OG0011563	sp|B0QZF7|PRCA1_MOUSE	tr|A0A671EVS6|A0A671EVS6_RHIFE
OG0011564	sp|O35988|SDC4_MOUSE	tr|A0A671G6B1|A0A671G6B1_RHIFE
OG0011565	sp|O88987|AKAP3_MOUSE	tr|A0A671FS46|A0A671FS46_RHIFE
OG0011566	sp|O89104|SYPL2_MOUSE	tr|A0A671FSR2|A0A671FSR2_RHIFE
OG0011567	sp|P09066|HME2_MOUSE	tr|A0A671FH98|A0A671FH98_RHIFE
OG0011568	sp|P0C192|LRC4B_MOUSE	tr|A0A671EA15|A0A671EA15_RHIFE
OG0011569	sp|P0C6A2|MAMD1_MOUSE	tr|A0A671EBP8|A0A671EBP8_RHIFE
OG0011570	sp|P28334|5HT1B_MOUSE	tr|A0A671FIP0|A0A671FIP0_RHIFE
OG0011571	sp|P32211|ACM4_MOUSE	tr|A0A671DPD7|A0A671DPD7_RHIFE
OG0011572	sp|P35295|RAB20_MOUSE	tr|A0A671EIE1|A0A671EIE1_RHIFE
OG0011573	sp|P50431|GLYC_MOUSE	tr|A0A671E4Y6|A0A671E4Y6_RHIFE
OG0011574	sp|P51865|TDGF1_MOUSE	tr|A0A671FH75|A0A671FH75_RHIFE
OG0011575	sp|P51910|APOD_MOUSE	tr|A0A671FQC8|A0A671FQC8_RHIFE
OG0011576	sp|Q08ED0|B2L15_MOUSE	tr|A0A671F7C5|A0A671F7C5_RHIFE
OG0011577	sp|Q09M05|CBPC4_MOUSE	tr|A0A671EUF9|A0A671EUF9_RHIFE
OG0011578	sp|Q3TPJ7|MIDN_MOUSE	tr|A0A671F128|A0A671F128_RHIFE
OG0011579	sp|Q3UN58|FAP20_MOUSE	tr|A0A671FJ06|A0A671FJ06_RHIFE
OG0011580	sp|Q3V038|TTC9A_MOUSE	tr|A0A671E4E1|A0A671E4E1_RHIFE
OG0011581	sp|Q69ZH9|RHG23_MOUSE	tr|A0A671EP30|A0A671EP30_RHIFE
OG0011582	sp|Q69ZK5|KLH14_MOUSE	tr|A0A671G5M0|A0A671G5M0_RHIFE
OG0011583	sp|Q6GQX6|ANKS6_MOUSE	tr|A0A671FBS0|A0A671FBS0_RHIFE
OG0011584	sp|Q6RI63|F120B_MOUSE	tr|A0A671FP77|A0A671FP77_RHIFE
OG0011585	sp|Q8BFS6|CPPED_MOUSE	tr|A0A671FBG3|A0A671FBG3_RHIFE
OG0011586	sp|Q8BGS3|ZKSC1_MOUSE	tr|A0A671DSF4|A0A671DSF4_RHIFE
OG0011587	sp|Q8BKY8|MTEF2_MOUSE	tr|A0A671EM73|A0A671EM73_RHIFE
OG0011588	sp|Q8BRH3|RHG19_MOUSE	tr|A0A671EZU3|A0A671EZU3_RHIFE
OG0011589	sp|Q8BSI6|R3HC1_MOUSE	tr|A0A671ER23|A0A671ER23_RHIFE
OG0011590	sp|Q8C7X2|EMC1_MOUSE	tr|A0A671FLA2|A0A671FLA2_RHIFE
OG0011591	sp|Q8CHQ0|FBX4_MOUSE	tr|A0A671FT65|A0A671FT65_RHIFE
OG0011592	sp|Q8CIM5|GPR84_MOUSE	tr|A0A671DV51|A0A671DV51_RHIFE
OG0011593	sp|Q8K5B8|HXC12_MOUSE	tr|A0A671DSL3|A0A671DSL3_RHIFE
OG0011594	sp|Q8R151|ZNFX1_MOUSE	tr|A0A671FFK1|A0A671FFK1_RHIFE
OG0011595	sp|Q8R314|S35F5_MOUSE	tr|A0A671EIR1|A0A671EIR1_RHIFE
OG0011596	sp|Q8VC34|RPAP2_MOUSE	tr|A0A671EAU7|A0A671EAU7_RHIFE
OG0011597	sp|Q8VC66|ADIP_MOUSE	tr|A0A671EQU7|A0A671EQU7_RHIFE
OG0011598	sp|Q8VCD3|LMA1L_MOUSE	tr|A0A671FH82|A0A671FH82_RHIFE
OG0011599	sp|Q921L7|HEMK1_MOUSE	tr|A0A671FXB6|A0A671FXB6_RHIFE
OG0011600	sp|Q922R1|PHAF1_MOUSE	tr|A0A671F0V4|A0A671F0V4_RHIFE
OG0011601	sp|Q99JB0|KLF7_MOUSE	tr|A0A671EYD4|A0A671EYD4_RHIFE
OG0011602	sp|Q99K95|RTF2_MOUSE	tr|A0A671G946|A0A671G946_RHIFE
OG0011603	sp|Q99LF4|RTCB_MOUSE	tr|B2KIH7|B2KIH7_RHIFE
OG0011604	sp|Q99ML8|UCN2_MOUSE	tr|A0A671EII3|A0A671EII3_RHIFE
OG0011605	sp|Q9CQ85|TIM22_MOUSE	tr|A0A671EY99|A0A671EY99_RHIFE
OG0011606	sp|Q9CQI3|GMFB_MOUSE	tr|A0A671DQG9|A0A671DQG9_RHIFE
OG0011607	sp|Q9D1G2|PMVK_MOUSE	tr|A0A671EMT4|A0A671EMT4_RHIFE
OG0011608	sp|Q9D3N8|GRTP1_MOUSE	tr|A0A671EUL9|A0A671EUL9_RHIFE
OG0011609	sp|Q9D7I0|SHSA5_MOUSE	tr|A0A671ET46|A0A671ET46_RHIFE
OG0011610	sp|Q9DAK9|PHP14_MOUSE	tr|A0A671EB19|A0A671EB19_RHIFE
OG0011611	sp|Q9ER88|RT29_MOUSE	tr|A0A671F3I0|A0A671F3I0_RHIFE
OG0011612	sp|Q9JHG6|RCAN1_MOUSE	tr|A0A671DPU3|A0A671DPU3_RHIFE
OG0011613	sp|Q9JIC3|DCR1A_MOUSE	tr|A0A671EJM4|A0A671EJM4_RHIFE
OG0011614	sp|Q9JK48|SHLB1_MOUSE	tr|A0A671F073|A0A671F073_RHIFE
OG0011615	sp|Q9JKP7|DPOE3_MOUSE	tr|A0A671F4K4|A0A671F4K4_RHIFE
OG0011616	sp|Q9JKV5|SCAM4_MOUSE	tr|A0A671EQ92|A0A671EQ92_RHIFE
OG0011617	sp|Q9WUN2|TBK1_MOUSE	tr|A0A671DLS9|A0A671DLS9_RHIFE
OG0011618	sp|Q9WVH9|FBLN5_MOUSE	tr|A0A671EN07|A0A671EN07_RHIFE
OG0011619	tr|A0A571BF63|A0A571BF63_MOUSE	tr|A0A671FSF6|A0A671FSF6_RHIFE
OG0011620	tr|A1E5L0|A1E5L0_MOUSE	tr|A0A671E0J8|A0A671E0J8_RHIFE
OG0011621	sp|B1AVZ0|UPP_MOUSE	tr|A0A671DHW1|A0A671DHW1_RHIFE
OG0011622	tr|E9PV26|E9PV26_MOUSE	tr|A0A671F0Y1|A0A671F0Y1_RHIFE
OG0011623	sp|E9Q2M9|WDFY4_MOUSE	tr|A0A671GB91|A0A671GB91_RHIFE
OG0011624	tr|E9Q7L6|E9Q7L6_MOUSE	tr|A0A671FKT5|A0A671FKT5_RHIFE
OG0011625	sp|O08584|KLF6_MOUSE	tr|A0A671G034|A0A671G034_RHIFE
OG0011626	sp|O35423|AGT1_MOUSE	tr|A0A671DVT0|A0A671DVT0_RHIFE
OG0011627	sp|O55106|STRN_MOUSE	tr|A0A671EXZ0|A0A671EXZ0_RHIFE
OG0011628	sp|P18337|LYAM1_MOUSE	tr|A0A671G1L1|A0A671G1L1_RHIFE
OG0011629	sp|P23813|HXD11_MOUSE	tr|A0A671G7G7|A0A671G7G7_RHIFE
OG0011630	sp|P41164|ETV1_MOUSE	tr|A0A671FR54|A0A671FR54_RHIFE
OG0011631	sp|P50586|TUB_MOUSE	tr|A0A671DX67|A0A671DX67_RHIFE
OG0011632	sp|P58659|EVA1C_MOUSE	tr|A0A671DLY1|A0A671DLY1_RHIFE
OG0011633	sp|P61219|RPAB2_MOUSE	tr|A0A671DXJ2|A0A671DXJ2_RHIFE
OG0011634	sp|P61249|CNCG_MOUSE	tr|A0A671FL61|A0A671FL61_RHIFE
OG0011635	sp|P97858|S35B1_MOUSE	tr|A0A671GBR0|A0A671GBR0_RHIFE
OG0011636	sp|Q08652|RET2_MOUSE	tr|A0A671F1W7|A0A671F1W7_RHIFE
OG0011637	sp|Q08943|SSRP1_MOUSE	tr|A0A671EB32|A0A671EB32_RHIFE
OG0011638	tr|Q3TFZ4|Q3TFZ4_MOUSE	tr|A0A671G2N4|A0A671G2N4_RHIFE
OG0011639	sp|Q3URE1|ACSF3_MOUSE	tr|A0A671FNI0|A0A671FNI0_RHIFE
OG0011640	sp|Q3URK1|CC190_MOUSE	tr|A0A671FKF8|A0A671FKF8_RHIFE
OG0011641	sp|Q3UW68|CAN13_MOUSE	tr|A0A671ELF5|A0A671ELF5_RHIFE
OG0011642	sp|Q497H0|ZFAN3_MOUSE	tr|A0A671DKC4|A0A671DKC4_RHIFE
OG0011643	sp|Q499X9|SYMM_MOUSE	tr|A0A671G719|A0A671G719_RHIFE
OG0011644	sp|Q5Y5T1|ZDH20_MOUSE	tr|A0A671DTP7|A0A671DTP7_RHIFE
OG0011645	sp|Q61337|BAD_MOUSE	tr|A0A671ELU4|A0A671ELU4_RHIFE
OG0011646	sp|Q61826|MADCA_MOUSE	tr|A0A671EBZ1|A0A671EBZ1_RHIFE
OG0011647	sp|Q64028|PHC1_MOUSE	tr|A0A671E1C0|A0A671E1C0_RHIFE
OG0011648	sp|Q6P5E6|GGA2_MOUSE	tr|A0A671F6X3|A0A671F6X3_RHIFE
OG0011649	sp|Q761V0|SC6A5_MOUSE	tr|A0A671FER0|A0A671FER0_RHIFE
OG0011650	sp|Q80T69|RSBN1_MOUSE	tr|A0A671FBG6|A0A671FBG6_RHIFE
OG0011651	sp|Q80VD1|FA98B_MOUSE	tr|A0A671E327|A0A671E327_RHIFE
OG0011652	sp|Q80WQ8|M18BP_MOUSE	tr|A0A671EDB7|A0A671EDB7_RHIFE
OG0011653	sp|Q8BJQ4|TCAM2_MOUSE	tr|A0A671FL08|A0A671FL08_RHIFE
