Orthogroup	Mus_musculus	Vulpes_vulpes
OG0010328	sp|Q9EQT6|SYT13_MOUSE	tr|A0A3Q7SVR6|A0A3Q7SVR6_VULVU
OG0010329	sp|Q9JKP8|CHRC1_MOUSE	tr|A0A3Q7R632|A0A3Q7R632_VULVU
OG0010330	sp|Q9WU20|MTHR_MOUSE	tr|A0A3Q7UK49|A0A3Q7UK49_VULVU
OG0010331	sp|Q9Z0Z7|KLF5_MOUSE	tr|A0A3Q7U6D9|A0A3Q7U6D9_VULVU
OG0010332	sp|W8DXL4|LRIT3_MOUSE	tr|A0A3Q7T8K1|A0A3Q7T8K1_VULVU
OG0010333	tr|A2A484|A2A484_MOUSE	tr|A0A3Q7UBA9|A0A3Q7UBA9_VULVU
OG0010334	sp|A2AQ14|MS18B_MOUSE	tr|A0A3Q7SDP4|A0A3Q7SDP4_VULVU
OG0010335	tr|B2RXM6|B2RXM6_MOUSE	tr|A0A3Q7RM25|A0A3Q7RM25_VULVU
OG0010336	tr|E9PXQ7|E9PXQ7_MOUSE	tr|A0A3Q7TXR8|A0A3Q7TXR8_VULVU
OG0010337	tr|J3QPM6|J3QPM6_MOUSE	tr|A0A3Q7QZ05|A0A3Q7QZ05_VULVU
OG0010338	sp|O55112|AFF2_MOUSE	tr|A0A3Q7SQD2|A0A3Q7SQD2_VULVU
OG0010339	sp|O70372|TERT_MOUSE	tr|A0A3Q7V5S1|A0A3Q7V5S1_VULVU
OG0010340	sp|P30548|NK1R_MOUSE	tr|A0A3Q7S381|A0A3Q7S381_VULVU
OG0010341	sp|P32067|LA_MOUSE	tr|A0A3Q7RUB3|A0A3Q7RUB3_VULVU
OG0010342	sp|P32443|MEOX2_MOUSE	tr|A0A3Q7S0D2|A0A3Q7S0D2_VULVU
OG0010343	sp|P41593|PTH1R_MOUSE	tr|A0A3Q7RGV5|A0A3Q7RGV5_VULVU
OG0010344	sp|P48756|GIP_MOUSE	tr|A0A3Q7SAN8|A0A3Q7SAN8_VULVU
OG0010345	sp|P62311|LSM3_MOUSE	tr|A0A3Q7RYR7|A0A3Q7RYR7_VULVU
OG0010346	sp|Q14BK3|TEX35_MOUSE	tr|A0A3Q7T9A5|A0A3Q7T9A5_VULVU
OG0010347	sp|Q3TPE9|ANKY2_MOUSE	tr|A0A3Q7RU43|A0A3Q7RU43_VULVU
OG0010348	sp|Q3UG20|KMT2E_MOUSE	tr|A0A3Q7SXT7|A0A3Q7SXT7_VULVU
OG0010349	sp|Q3UHI0|CCSE2_MOUSE	tr|A0A3Q7SJ59|A0A3Q7SJ59_VULVU
OG0010350	sp|Q3USJ8|FCSD2_MOUSE	tr|A0A3Q7TLY1|A0A3Q7TLY1_VULVU
OG0010351	sp|Q5GAM7|RNS13_MOUSE	tr|A0A3Q7S023|A0A3Q7S023_VULVU
OG0010352	sp|Q5QR91|CQ078_MOUSE	tr|A0A3Q7SA79|A0A3Q7SA79_VULVU
OG0010353	sp|Q5SW75|SSH2_MOUSE	tr|A0A3Q7T4I0|A0A3Q7T4I0_VULVU
OG0010354	sp|Q60696|PMEL_MOUSE	tr|A0A3Q7SMJ7|A0A3Q7SMJ7_VULVU
OG0010355	sp|Q64433|CH10_MOUSE	tr|A0A3Q7ST42|A0A3Q7ST42_VULVU
OG0010356	sp|Q6IE21|OTU6A_MOUSE	tr|A0A3Q7R9C8|A0A3Q7R9C8_VULVU
OG0010357	sp|Q765H6|MGT5B_MOUSE	tr|A0A3Q7SH35|A0A3Q7SH35_VULVU
OG0010358	sp|Q80Y75|DJB13_MOUSE	tr|A0A3Q7UFT5|A0A3Q7UFT5_VULVU
OG0010359	sp|Q8BKT3|GCFC2_MOUSE	tr|A0A3Q7S375|A0A3Q7S375_VULVU
OG0010360	sp|Q8BW96|KCC1D_MOUSE	tr|A0A3Q7TR86|A0A3Q7TR86_VULVU
OG0010361	sp|Q8R0J8|GNTK_MOUSE	tr|A0A3Q7REG6|A0A3Q7REG6_VULVU
OG0010362	sp|Q8R4H9|ZNT5_MOUSE	tr|A0A3Q7RBD9|A0A3Q7RBD9_VULVU
OG0010363	sp|Q8VCB2|MED25_MOUSE	tr|A0A3Q7U8J1|A0A3Q7U8J1_VULVU
OG0010364	sp|Q8VCY6|UTP6_MOUSE	tr|A0A3Q7UFK5|A0A3Q7UFK5_VULVU
OG0010365	sp|Q8VHA6|ASB18_MOUSE	tr|A0A3Q7U3V7|A0A3Q7U3V7_VULVU
OG0010366	sp|Q91W10|S39A8_MOUSE	tr|A0A3Q7R2U5|A0A3Q7R2U5_VULVU
OG0010367	sp|Q91XF0|PNPO_MOUSE	tr|A0A3Q7RXS3|A0A3Q7RXS3_VULVU
OG0010368	sp|Q924X7|STK33_MOUSE	tr|A0A3Q7T424|A0A3Q7T424_VULVU
OG0010369	sp|Q93092|TALDO_MOUSE	tr|A0A3Q7RQ05|A0A3Q7RQ05_VULVU
OG0010370	sp|Q99KE1|MAOM_MOUSE	tr|A0A3Q7SBE0|A0A3Q7SBE0_VULVU
OG0010371	sp|Q99L00|HAUS8_MOUSE	tr|A0A3Q7ST91|A0A3Q7ST91_VULVU
OG0010372	sp|Q9CQM9|GLRX3_MOUSE	tr|A0A3Q7ST74|A0A3Q7ST74_VULVU
OG0010373	sp|Q9CZ00|DBND1_MOUSE	tr|A0A3Q7SHL6|A0A3Q7SHL6_VULVU
OG0010374	sp|Q9D0L6|BAMBI_MOUSE	tr|A0A3Q7T7U2|A0A3Q7T7U2_VULVU
OG0010375	sp|Q9D1C3|PREY_MOUSE	tr|A0A3Q7T1U1|A0A3Q7T1U1_VULVU
OG0010376	sp|Q9D938|TM160_MOUSE	tr|A0A3Q7U8P3|A0A3Q7U8P3_VULVU
OG0010377	sp|Q9DBJ6|JOS1_MOUSE	tr|A0A3Q7RD58|A0A3Q7RD58_VULVU
OG0010378	sp|Q9DCM7|NACC2_MOUSE	tr|A0A3Q7QXI2|A0A3Q7QXI2_VULVU
OG0010379	sp|Q9EPJ9|ARFG1_MOUSE	tr|A0A3Q7UUK1|A0A3Q7UUK1_VULVU
OG0010380	sp|Q9ESJ0|XPO4_MOUSE	tr|A0A3Q7RZC6|A0A3Q7RZC6_VULVU
OG0010381	sp|Q9JHJ3|GLMP_MOUSE	tr|A0A3Q7SAP0|A0A3Q7SAP0_VULVU
OG0010382	sp|Q9JJT0|RCL1_MOUSE	tr|A0A3Q7SLM4|A0A3Q7SLM4_VULVU
OG0010383	sp|Q9JKK0|RCAN3_MOUSE	tr|A0A3Q7TSU1|A0A3Q7TSU1_VULVU
OG0010384	sp|Q9QXE4|T53I1_MOUSE	tr|A0A3Q7UQW9|A0A3Q7UQW9_VULVU
OG0010385	sp|Q9QZ59|DMRT1_MOUSE	tr|A0A3Q7TQ19|A0A3Q7TQ19_VULVU
OG0010386	sp|Q9WU84|CCS_MOUSE	tr|A0A3Q7SGM9|A0A3Q7SGM9_VULVU
OG0010387	sp|Q9Z2E2|MBD1_MOUSE	tr|A0A3Q7U3E6|A0A3Q7U3E6_VULVU
OG0010388	sp|B2RXV4|FLVC1_MOUSE	tr|A0A3Q7SMV7|A0A3Q7SMV7_VULVU
OG0010389	sp|E9Q5M6|CFA44_MOUSE	tr|A0A3Q7RKW2|A0A3Q7RKW2_VULVU
OG0010390	sp|F6W8I0|YJEN3_MOUSE	tr|A0A3Q7RSQ7|A0A3Q7RSQ7_VULVU
OG0010391	sp|F8VQB6|MYO10_MOUSE	tr|A0A3Q7TJL0|A0A3Q7TJL0_VULVU
OG0010392	tr|J3QP37|J3QP37_MOUSE	tr|A0A3Q7SQ76|A0A3Q7SQ76_VULVU
OG0010393	sp|O89106|FHIT_MOUSE	tr|A0A3Q7R4Q5|A0A3Q7R4Q5_VULVU
OG0010394	sp|P28078|DMA_MOUSE	tr|A0A3Q7RWJ9|A0A3Q7RWJ9_VULVU
OG0010395	sp|P48725|PCNT_MOUSE	tr|A0A3Q7R4V7|A0A3Q7R4V7_VULVU
OG0010396	sp|P49722|PSA2_MOUSE	tr|A0A3Q7SKV1|A0A3Q7SKV1_VULVU
OG0010397	sp|P54923|ADPRH_MOUSE	tr|A0A3Q7RV34|A0A3Q7RV34_VULVU
OG0010398	sp|P59242|CING_MOUSE	tr|A0A3Q7QXB8|A0A3Q7QXB8_VULVU
OG0010399	sp|P97808|FXYD5_MOUSE	tr|A0A3Q7TLJ4|A0A3Q7TLJ4_VULVU
OG0010400	sp|Q01853|TERA_MOUSE	tr|A0A3Q7SY54|A0A3Q7SY54_VULVU
OG0010401	sp|Q03147|CDK7_MOUSE	tr|A0A3Q7UQW6|A0A3Q7UQW6_VULVU
OG0010402	sp|Q08AU7|MADL2_MOUSE	tr|A0A3Q7S8B8|A0A3Q7S8B8_VULVU
OG0010403	sp|Q32M26|CK087_MOUSE	tr|A0A3Q7SL67|A0A3Q7SL67_VULVU
OG0010404	sp|Q3TC93|H1BP3_MOUSE	tr|A0A3Q7T1G0|A0A3Q7T1G0_VULVU
OG0010405	sp|Q5M956|KCTD1_MOUSE	tr|A0A3Q7SKK8|A0A3Q7SKK8_VULVU
OG0010406	sp|Q5NC83|SPT48_MOUSE	tr|A0A3Q7T2C7|A0A3Q7T2C7_VULVU
OG0010407	sp|Q5RI75|RASEF_MOUSE	tr|A0A3Q7REZ7|A0A3Q7REZ7_VULVU
OG0010408	sp|Q5XG73|ACBD5_MOUSE	tr|A0A3Q7SYQ5|A0A3Q7SYQ5_VULVU
OG0010409	sp|Q60751|IGF1R_MOUSE	tr|A0A3Q7SLN3|A0A3Q7SLN3_VULVU
OG0010410	sp|Q60778|IKBB_MOUSE	tr|A0A3Q7SS65|A0A3Q7SS65_VULVU
OG0010411	sp|Q61687|ATRX_MOUSE	tr|A0A3Q7SGH7|A0A3Q7SGH7_VULVU
OG0010412	sp|Q6NY15|TSG10_MOUSE	tr|A0A3Q7RT37|A0A3Q7RT37_VULVU
OG0010413	sp|Q6P9R4|ARHGI_MOUSE	tr|A0A3Q7R7M8|A0A3Q7R7M8_VULVU
OG0010414	sp|Q6PZD9|CEBPE_MOUSE	tr|A0A3Q7U791|A0A3Q7U791_VULVU
OG0010415	sp|Q7TPM9|MTMRA_MOUSE	tr|A0A3Q7R9N4|A0A3Q7R9N4_VULVU
OG0010416	sp|Q7TQ65|TMC4_MOUSE	tr|A0A3Q7R4F2|A0A3Q7R4F2_VULVU
OG0010417	sp|Q80W71|PKHA8_MOUSE	tr|A0A3Q7RTR3|A0A3Q7RTR3_VULVU
OG0010418	sp|Q8BFW6|ENTP3_MOUSE	tr|A0A3Q7TNL3|A0A3Q7TNL3_VULVU
OG0010419	sp|Q8BHC7|RHBL4_MOUSE	tr|A0A3Q7SKB8|A0A3Q7SKB8_VULVU
OG0010420	sp|Q8BHZ4|ZN592_MOUSE	tr|A0A3Q7SP48|A0A3Q7SP48_VULVU
OG0010421	sp|Q8BXJ2|TREF1_MOUSE	tr|A0A3Q7RM56|A0A3Q7RM56_VULVU
OG0010422	sp|Q8BXK4|SAMTR_MOUSE	tr|A0A3Q7TRW0|A0A3Q7TRW0_VULVU
OG0010423	sp|Q8C5T4|MORN3_MOUSE	tr|A0A3Q7UN34|A0A3Q7UN34_VULVU
OG0010424	sp|Q8C6B9|AROS_MOUSE	tr|A0A3Q7UJ07|A0A3Q7UJ07_VULVU
OG0010425	sp|Q8C739|F110B_MOUSE	tr|A0A3Q7UUQ7|A0A3Q7UUQ7_VULVU
OG0010426	sp|Q8CE64|ZN276_MOUSE	tr|A0A3Q7THJ1|A0A3Q7THJ1_VULVU
OG0010427	sp|Q8CG27|ACTL9_MOUSE	tr|A0A3Q7R7L5|A0A3Q7R7L5_VULVU
OG0010428	sp|Q8JZQ9|EIF3B_MOUSE	tr|A0A3Q7TBP3|A0A3Q7TBP3_VULVU
OG0010429	sp|Q8JZV4|RBM41_MOUSE	tr|A0A3Q7TLZ1|A0A3Q7TLZ1_VULVU
OG0010430	sp|Q8K2P1|LUR1L_MOUSE	tr|A0A3Q7T8T7|A0A3Q7T8T7_VULVU
OG0010431	sp|Q8QZS5|RN183_MOUSE	tr|A0A3Q7TTI2|A0A3Q7TTI2_VULVU
OG0010432	sp|Q8R3P6|INT14_MOUSE	tr|A0A3Q7UB73|A0A3Q7UB73_VULVU
OG0010433	sp|Q8R4X1|ACER1_MOUSE	tr|A0A3Q7SQ52|A0A3Q7SQ52_VULVU
OG0010434	tr|Q8VGB3|Q8VGB3_MOUSE	tr|A0A3Q7THJ3|A0A3Q7THJ3_VULVU
OG0010435	sp|Q8VI23|S12A8_MOUSE	tr|A0A3Q7RLC4|A0A3Q7RLC4_VULVU
OG0010436	sp|Q8VI88|ODFP4_MOUSE	tr|A0A3Q7SWV6|A0A3Q7SWV6_VULVU
OG0010437	sp|Q91YU8|SSF1_MOUSE	tr|A0A3Q7SI37|A0A3Q7SI37_VULVU
OG0010438	sp|Q91ZR4|NEK8_MOUSE	tr|A0A3Q7T4X0|A0A3Q7T4X0_VULVU
OG0010439	sp|Q91ZT5|FGD4_MOUSE	tr|A0A3Q7TL76|A0A3Q7TL76_VULVU
OG0010440	sp|Q91ZW2|OFUT1_MOUSE	tr|A0A3Q7R6W1|A0A3Q7R6W1_VULVU
OG0010441	sp|Q99KH8|STK24_MOUSE	tr|A0A3Q7SRR7|A0A3Q7SRR7_VULVU
OG0010442	sp|Q9CR04|HYPM_MOUSE	tr|A0A3Q7U3K4|A0A3Q7U3K4_VULVU
OG0010443	sp|Q9CR48|DRAM2_MOUSE	tr|A0A3Q7QYG8|A0A3Q7QYG8_VULVU
OG0010444	sp|Q9CXG9|PHF19_MOUSE	tr|A0A3Q7TBI8|A0A3Q7TBI8_VULVU
OG0010445	sp|Q9D1M7|FKB11_MOUSE	tr|A0A3Q7SLB8|A0A3Q7SLB8_VULVU
OG0010446	sp|Q9D2X0|ANR39_MOUSE	tr|A0A3Q7S145|A0A3Q7S145_VULVU
OG0010447	sp|Q9D9V7|DEN6B_MOUSE	tr|A0A3Q7UC69|A0A3Q7UC69_VULVU
OG0010448	sp|Q9DAM3|HSPB9_MOUSE	tr|A0A3Q7RBN7|A0A3Q7RBN7_VULVU
OG0010449	tr|Q9EQ08|Q9EQ08_MOUSE	tr|A0A3Q7S7D9|A0A3Q7S7D9_VULVU
OG0010450	sp|Q9JJL9|LT4R2_MOUSE	tr|A0A3Q7U7M5|A0A3Q7U7M5_VULVU
OG0010451	sp|Q9QYE0|PLAG1_MOUSE	tr|A0A3Q7UJE9|A0A3Q7UJE9_VULVU
OG0010452	sp|Q9Z247|FKBP9_MOUSE	tr|A0A3Q7V5H2|A0A3Q7V5H2_VULVU
OG0010453	sp|Q9Z2I4|ROBO3_MOUSE	tr|A0A3Q7SEX1|A0A3Q7SEX1_VULVU
OG0010454	tr|A0A1D5RMD1|A0A1D5RMD1_MOUSE	tr|A0A3Q7STG2|A0A3Q7STG2_VULVU
OG0010455	tr|A0A504|A0A504_MOUSE	tr|A0A3Q7R707|A0A3Q7R707_VULVU
OG0010456	tr|E9PXX8|E9PXX8_MOUSE	tr|A0A3Q7S2T8|A0A3Q7S2T8_VULVU
OG0010457	tr|E9Q777|E9Q777_MOUSE	tr|A0A3Q7TVX0|A0A3Q7TVX0_VULVU
OG0010458	tr|G3UW50|G3UW50_MOUSE	tr|A0A3Q7T482|A0A3Q7T482_VULVU
OG0010459	sp|O08759|UBE3A_MOUSE	tr|A0A3Q7S9L9|A0A3Q7S9L9_VULVU
OG0010460	sp|P03995|GFAP_MOUSE	tr|A0A3Q7RB52|A0A3Q7RB52_VULVU
OG0010461	sp|P16297|IL2RB_MOUSE	tr|A0A3Q7TN69|A0A3Q7TN69_VULVU
OG0010462	sp|P23591|FCL_MOUSE	tr|A0A3Q7RCM1|A0A3Q7RCM1_VULVU
OG0010463	sp|P32115|PAX4_MOUSE	tr|A0A3Q7STK3|A0A3Q7STK3_VULVU
OG0010464	sp|P38649|BGAT_MOUSE	tr|A0A3Q7QUN7|A0A3Q7QUN7_VULVU
OG0010465	sp|P48302|EDNRB_MOUSE	tr|I6UG97|I6UG97_VULVU
OG0010466	sp|P63006|LHX1_MOUSE	tr|A0A3Q7RY95|A0A3Q7RY95_VULVU
OG0010467	sp|P80313|TCPH_MOUSE	tr|A0A3Q7RVC3|A0A3Q7RVC3_VULVU
OG0010468	sp|Q149F5|TMM71_MOUSE	tr|A0A3Q7RV39|A0A3Q7RV39_VULVU
OG0010469	tr|Q30KP0|Q30KP0_MOUSE	tr|A0A3Q7R8X1|A0A3Q7R8X1_VULVU
OG0010470	sp|Q33DR3|DLP1_MOUSE	tr|A0A3Q7SX33|A0A3Q7SX33_VULVU
OG0010471	sp|Q3ULG3|SRARP_MOUSE	tr|A0A3Q7TR02|A0A3Q7TR02_VULVU
OG0010472	sp|Q5SS00|ZDBF2_MOUSE	tr|A0A3Q7SNQ1|A0A3Q7SNQ1_VULVU
OG0010473	sp|Q60935|NAR1_MOUSE	tr|A0A3Q7TM65|A0A3Q7TM65_VULVU
OG0010474	sp|Q61333|TNAP2_MOUSE	tr|A0A3Q7U4X5|A0A3Q7U4X5_VULVU
OG0010475	sp|Q69ZM6|STK36_MOUSE	tr|A0A3Q7TA69|A0A3Q7TA69_VULVU
OG0010476	sp|Q6BCL1|PRAM_MOUSE	tr|A0A3Q7R5P2|A0A3Q7R5P2_VULVU
OG0010477	sp|Q6IQX7|CHSS2_MOUSE	tr|A0A3Q7SQF2|A0A3Q7SQF2_VULVU
OG0010478	sp|Q6PE84|STML3_MOUSE	tr|A0A3Q7S215|A0A3Q7S215_VULVU
OG0010479	sp|Q80TM6|R3HD2_MOUSE	tr|A0A3Q7TR35|A0A3Q7TR35_VULVU
OG0010480	sp|Q8C4M7|CENPU_MOUSE	tr|A0A3Q7TAD7|A0A3Q7TAD7_VULVU
OG0010481	sp|Q8C9X1|SNTAN_MOUSE	tr|A0A3Q7RK80|A0A3Q7RK80_VULVU
OG0010482	sp|Q8CCC3|CL056_MOUSE	tr|A0A3Q7SPN9|A0A3Q7SPN9_VULVU
OG0010483	sp|Q8CEZ4|MB214_MOUSE	tr|A0A3Q7RDR2|A0A3Q7RDR2_VULVU
OG0010484	sp|Q8CFH6|SIK2_MOUSE	tr|A0A3Q7T2W4|A0A3Q7T2W4_VULVU
OG0010485	sp|Q8QZT2|CCSAP_MOUSE	tr|A0A3Q7T5B8|A0A3Q7T5B8_VULVU
OG0010486	sp|Q8R238|SDSL_MOUSE	tr|A0A3Q7TBM6|A0A3Q7TBM6_VULVU
OG0010487	sp|Q8VBY2|KKCC1_MOUSE	tr|A0A3Q7SNV2|A0A3Q7SNV2_VULVU
OG0010488	sp|Q8VD04|GRAP1_MOUSE	tr|A0A3Q7R7W7|A0A3Q7R7W7_VULVU
OG0010489	sp|Q8VE19|MIO_MOUSE	tr|A0A3Q7SFM8|A0A3Q7SFM8_VULVU
OG0010490	sp|Q8VE98|CD276_MOUSE	tr|A0A3Q7V6B5|A0A3Q7V6B5_VULVU
OG0010491	sp|Q8VEH0|TM144_MOUSE	tr|A0A3Q7TRD7|A0A3Q7TRD7_VULVU
OG0010492	sp|Q91V45|KISSR_MOUSE	tr|A0A3Q7UAM7|A0A3Q7UAM7_VULVU
OG0010493	sp|Q91VN6|DDX41_MOUSE	tr|A0A3Q7T0S5|A0A3Q7T0S5_VULVU
OG0010494	sp|Q91WE4|CR032_MOUSE	tr|A0A3Q7U3G1|A0A3Q7U3G1_VULVU
OG0010495	sp|Q922Q6|ABHEA_MOUSE	tr|A0A3Q7RB31|A0A3Q7RB31_VULVU
OG0010496	sp|Q9CQ29|RN151_MOUSE	tr|A0A3Q7R2C2|A0A3Q7R2C2_VULVU
OG0010497	sp|Q9CWY9|RIP_MOUSE	tr|A0A3Q7SVS5|A0A3Q7SVS5_VULVU
OG0010498	sp|Q9CXI5|MANF_MOUSE	tr|A0A3Q7SLS1|A0A3Q7SLS1_VULVU
OG0010499	sp|Q9CY62|RN181_MOUSE	tr|A0A3Q7S347|A0A3Q7S347_VULVU
OG0010500	sp|Q9D0D5|T2EA_MOUSE	tr|A0A3Q7RJG6|A0A3Q7RJG6_VULVU
OG0010501	sp|Q9D417|FBX24_MOUSE	tr|A0A3Q7V6Z1|A0A3Q7V6Z1_VULVU
OG0010502	sp|Q9DC61|MPPA_MOUSE	tr|A0A3Q7R737|A0A3Q7R737_VULVU
OG0010503	sp|Q9ER56|CAN12_MOUSE	tr|A0A3Q7TWX9|A0A3Q7TWX9_VULVU
OG0010504	sp|Q9ERI6|RDH14_MOUSE	tr|A0A3Q7TM37|A0A3Q7TM37_VULVU
OG0010505	sp|Q9ERZ0|HEMGN_MOUSE	tr|A0A3Q7U718|A0A3Q7U718_VULVU
OG0010506	sp|Q9ESX4|ZCC17_MOUSE	tr|A0A3Q7TXT3|A0A3Q7TXT3_VULVU
OG0010507	sp|Q9JL16|ISG20_MOUSE	tr|A0A3Q7TCD3|A0A3Q7TCD3_VULVU
OG0010508	sp|Q9JM51|PTGES_MOUSE	tr|A0A3Q7T756|A0A3Q7T756_VULVU
OG0010509	sp|Q9NYQ2|HAOX2_MOUSE	tr|A0A3Q7RVJ3|A0A3Q7RVJ3_VULVU
OG0010510	sp|Q9QYC7|VKGC_MOUSE	tr|A0A3Q7RXH1|A0A3Q7RXH1_VULVU
OG0010511	sp|Q9QYY7|ESM1_MOUSE	tr|A0A3Q7UBF6|A0A3Q7UBF6_VULVU
OG0010512	sp|Q9R1S8|CAN7_MOUSE	tr|A0A3Q7T2Y3|A0A3Q7T2Y3_VULVU
OG0010513	sp|A0A1L1SUL6|TXND6_MOUSE	tr|A0A3Q7UMA5|A0A3Q7UMA5_VULVU
OG0010514	tr|A0A5F8MPH2|A0A5F8MPH2_MOUSE	tr|A0A3Q7V6E1|A0A3Q7V6E1_VULVU
OG0010515	sp|A0AUP1|CC112_MOUSE	tr|A0A3Q7UV34|A0A3Q7UV34_VULVU
OG0010516	sp|A3KGB4|TBC8B_MOUSE	tr|A0A3Q7T1C0|A0A3Q7T1C0_VULVU
OG0010517	tr|D3YUJ3|D3YUJ3_MOUSE	tr|A0A3Q7SNA5|A0A3Q7SNA5_VULVU
OG0010518	sp|O08648|M3K4_MOUSE	tr|A0A3Q7UEX7|A0A3Q7UEX7_VULVU
OG0010519	sp|O35609|SCAM3_MOUSE	tr|A0A3Q7SHY1|A0A3Q7SHY1_VULVU
OG0010520	sp|P04184|KITH_MOUSE	tr|A0A3Q7S851|A0A3Q7S851_VULVU
OG0010521	sp|P0C1V4|TMCO2_MOUSE	tr|A0A3Q7R2I1|A0A3Q7R2I1_VULVU
OG0010522	sp|P28776|I23O1_MOUSE	tr|A0A3Q7RW40|A0A3Q7RW40_VULVU
OG0010523	sp|P29752|LALBA_MOUSE	tr|A0A3Q7T6D2|A0A3Q7T6D2_VULVU
OG0010524	sp|P31324|KAP3_MOUSE	tr|A0A3Q7RCF1|A0A3Q7RCF1_VULVU
OG0010525	sp|P59281|RHG39_MOUSE	tr|A0A3Q7RBR4|A0A3Q7RBR4_VULVU
OG0010526	sp|P61021|RAB5B_MOUSE	tr|A0A3Q7SMI7|A0A3Q7SMI7_VULVU
OG0010527	sp|P62962|PROF1_MOUSE	tr|A0A3Q7U0A2|A0A3Q7U0A2_VULVU
OG0010528	sp|P63213|GBG2_MOUSE	tr|A0A3Q7SJC1|A0A3Q7SJC1_VULVU
OG0010529	sp|P86176|TIGIT_MOUSE	tr|A0A3Q7RKZ7|A0A3Q7RKZ7_VULVU
OG0010530	sp|Q3V0E1|CI131_MOUSE	tr|A0A3Q7TV48|A0A3Q7TV48_VULVU
OG0010531	sp|Q3V3R4|ITA1_MOUSE	tr|A0A3Q7TSK9|A0A3Q7TSK9_VULVU
OG0010532	sp|Q5SW45|MKS1_MOUSE	tr|A0A3Q7T9T1|A0A3Q7T9T1_VULVU
OG0010533	sp|Q5Y5T5|ZDHC8_MOUSE	tr|A0A3Q7SAZ1|A0A3Q7SAZ1_VULVU
OG0010534	sp|Q61658|HESX1_MOUSE	tr|A0A3Q7R2Y0|A0A3Q7R2Y0_VULVU
OG0010535	sp|Q61907|PEMT_MOUSE	tr|A0A3Q7SWR8|A0A3Q7SWR8_VULVU
OG0010536	sp|Q62433|NDRG1_MOUSE	tr|A0A3Q7RV08|A0A3Q7RV08_VULVU
OG0010537	sp|Q66JZ4|TCAIM_MOUSE	tr|A0A3Q7UG45|A0A3Q7UG45_VULVU
OG0010538	sp|Q6IEE6|T132E_MOUSE	tr|A0A3Q7RYP5|A0A3Q7RYP5_VULVU
OG0010539	sp|Q6NZF1|ZC11A_MOUSE	tr|A0A3Q7RNW7|A0A3Q7RNW7_VULVU
OG0010540	sp|Q6X7S9|EID2_MOUSE	tr|A0A3Q7TKM0|A0A3Q7TKM0_VULVU
OG0010541	sp|Q78TU8|F107A_MOUSE	tr|A0A3Q7R745|A0A3Q7R745_VULVU
OG0010542	sp|Q8BFU3|RN214_MOUSE	tr|A0A3Q7SHZ1|A0A3Q7SHZ1_VULVU
OG0010543	sp|Q8BMD2|DZIP1_MOUSE	tr|A0A3Q7SUF0|A0A3Q7SUF0_VULVU
OG0010544	sp|Q8BWS5|GRIN3_MOUSE	tr|A0A3Q7T1S7|A0A3Q7T1S7_VULVU
OG0010545	sp|Q8C3Y4|KNTC1_MOUSE	tr|A0A3Q7UN93|A0A3Q7UN93_VULVU
OG0010546	sp|Q8CCH2|NHLC3_MOUSE	tr|A0A3Q7S9I4|A0A3Q7S9I4_VULVU
OG0010547	sp|Q8VBV9|O51E2_MOUSE	tr|A0A3Q7TYY8|A0A3Q7TYY8_VULVU
OG0010548	sp|Q8VDK3|ELF5_MOUSE	tr|A0A3Q7TG97|A0A3Q7TG97_VULVU
OG0010549	tr|Q8VF03|Q8VF03_MOUSE	tr|A0A3Q7RL41|A0A3Q7RL41_VULVU
OG0010550	sp|Q91W18|TDRD3_MOUSE	tr|A0A3Q7UDA0|A0A3Q7UDA0_VULVU
OG0010551	sp|Q924P3|LCN8_MOUSE	tr|A0A3Q7QX70|A0A3Q7QX70_VULVU
OG0010552	sp|Q9CPY1|RM51_MOUSE	tr|A0A3Q7S8E1|A0A3Q7S8E1_VULVU
OG0010553	sp|Q9CPZ1|CC198_MOUSE	tr|A0A3Q7SJ42|A0A3Q7SJ42_VULVU
OG0010554	sp|Q9CQ02|COMD4_MOUSE	tr|A0A3Q7SJG3|A0A3Q7SJG3_VULVU
OG0010555	sp|Q9CQB2|MCRI2_MOUSE	tr|A0A3Q7R2D8|A0A3Q7R2D8_VULVU
OG0010556	sp|Q9CRD2|EMC2_MOUSE	tr|A0A3Q7S749|A0A3Q7S749_VULVU
OG0010557	sp|Q9CY73|RM44_MOUSE	tr|A0A3Q7TRK5|A0A3Q7TRK5_VULVU
OG0010558	sp|Q9CYK1|SYWM_MOUSE	tr|A0A3Q7S6M2|A0A3Q7S6M2_VULVU
OG0010559	sp|Q9D5P4|ADAD2_MOUSE	tr|A0A3Q7SHK7|A0A3Q7SHK7_VULVU
OG0010560	sp|Q9D9E0|S22AH_MOUSE	tr|A0A3Q7TPN6|A0A3Q7TPN6_VULVU
OG0010561	sp|Q9DBX2|PHLP_MOUSE	tr|A0A3Q7T6K4|A0A3Q7T6K4_VULVU
OG0010562	sp|Q9ER42|BARX1_MOUSE	tr|A0A3Q7RDP3|A0A3Q7RDP3_VULVU
OG0010563	sp|Q9ERV7|PIDD1_MOUSE	tr|A0A3Q7SVS9|A0A3Q7SVS9_VULVU
OG0010564	sp|Q9JHA8|VWA7_MOUSE	tr|A0A3Q7RM46|A0A3Q7RM46_VULVU
OG0010565	sp|Q9JHP7|PLGT2_MOUSE	tr|A0A3Q7TGY8|A0A3Q7TGY8_VULVU
