Orthogroup	Mus_musculus	Puma_concolor
OG0010453	sp|O09172|GSH0_MOUSE	tr|A0A6P6I504|A0A6P6I504_PUMCO
OG0010454	sp|O54915|NR1I2_MOUSE	tr|A0A6P6H0T0|A0A6P6H0T0_PUMCO
OG0010455	sp|O55111|DSG2_MOUSE	tr|A0A6P6IFG3|A0A6P6IFG3_PUMCO
OG0010456	sp|P09021|HXA5_MOUSE	tr|A0A6P6ID57|A0A6P6ID57_PUMCO
OG0010457	sp|P24270|CATA_MOUSE	tr|A0A6P6I8I2|A0A6P6I8I2_PUMCO
OG0010458	sp|P24788|CD11B_MOUSE	tr|A0A6P6IRU4|A0A6P6IRU4_PUMCO
OG0010459	sp|P47806|GLI1_MOUSE	tr|A0A6P6I394|A0A6P6I394_PUMCO
OG0010460	sp|P54099|DPOG1_MOUSE	tr|A0A6P6HHU9|A0A6P6HHU9_PUMCO
OG0010461	sp|P59438|HPS5_MOUSE	tr|A0A6P6I7R9|A0A6P6I7R9_PUMCO
OG0010462	sp|P97864|CASP7_MOUSE	tr|A0A6P6HDA7|A0A6P6HDA7_PUMCO
OG0010463	sp|Q00422|GABPA_MOUSE	tr|A0A6P6H114|A0A6P6H114_PUMCO
OG0010464	sp|Q03526|ITK_MOUSE	tr|A0A6P6HUD7|A0A6P6HUD7_PUMCO
OG0010465	sp|Q07076|ANXA7_MOUSE	tr|A0A6P6HEM5|A0A6P6HEM5_PUMCO
OG0010466	sp|Q07235|GDN_MOUSE	tr|A0A6P6IIX1|A0A6P6IIX1_PUMCO
OG0010467	sp|Q08376|ZBT14_MOUSE	tr|A0A6P6IFI3|A0A6P6IFI3_PUMCO
OG0010468	sp|Q0P5V9|S45A4_MOUSE	tr|A0A6P6HS55|A0A6P6HS55_PUMCO
OG0010469	sp|Q3TMH2|SCRN3_MOUSE	tr|A0A6P6IT71|A0A6P6IT71_PUMCO
OG0010470	sp|Q4VAH7|HECA2_MOUSE	tr|A0A6P6IF27|A0A6P6IF27_PUMCO
OG0010472	sp|Q5QD17|TAAR2_MOUSE	tr|A0A6P6I0A1|A0A6P6I0A1_PUMCO
OG0010473	sp|Q60571|CRHBP_MOUSE	tr|A0A6P6HVY3|A0A6P6HVY3_PUMCO
OG0010474	sp|Q60865|CAPR1_MOUSE	tr|A0A6P6IBQ8|A0A6P6IBQ8_PUMCO
OG0010475	sp|Q61221|HIF1A_MOUSE	tr|A0A6P6HGF3|A0A6P6HGF3_PUMCO
OG0010476	sp|Q61526|ERBB3_MOUSE	tr|A0A6P6I3H6|A0A6P6I3H6_PUMCO
OG0010477	sp|Q6DFV1|CNDG2_MOUSE	tr|A0A6P6IB38|A0A6P6IB38_PUMCO
OG0010478	sp|Q6P8J2|SAT2_MOUSE	tr|A0A6P6HL43|A0A6P6HL43_PUMCO
OG0010479	sp|Q76LL6|FHOD3_MOUSE	tr|A0A6P6IJ16|A0A6P6IJ16_PUMCO
OG0010480	sp|Q80WQ2|VAC14_MOUSE	tr|A0A6P6HMC2|A0A6P6HMC2_PUMCO
OG0010481	sp|Q8BMS4|COQ3_MOUSE	tr|A0A6P6I0J3|A0A6P6I0J3_PUMCO
OG0010482	sp|Q8C0L0|TMX4_MOUSE	tr|A0A6P6IHD7|A0A6P6IHD7_PUMCO
OG0010483	sp|Q8CHS4|PLCX1_MOUSE	tr|A0A6P6H3M3|A0A6P6H3M3_PUMCO
OG0010484	sp|Q8CI19|PDGFC_MOUSE	tr|A0A6P6HQ23|A0A6P6HQ23_PUMCO
OG0010485	sp|Q8K045|PKN3_MOUSE	tr|A0A6P6H168|A0A6P6H168_PUMCO
OG0010486	sp|Q8K2L8|TPC12_MOUSE	tr|A0A6P6I4Q3|A0A6P6I4Q3_PUMCO
OG0010487	sp|Q8QZR8|CCNQ_MOUSE	tr|A0A6P6ISP6|A0A6P6ISP6_PUMCO
OG0010488	sp|Q8R1B5|CPLX3_MOUSE	tr|A0A6P6HJK7|A0A6P6HJK7_PUMCO
OG0010489	sp|Q8VHH8|IL25_MOUSE	tr|A0A6P6HGY9|A0A6P6HGY9_PUMCO
OG0010490	sp|Q922H2|PDK3_MOUSE	tr|A0A6P6IQG5|A0A6P6IQG5_PUMCO
OG0010491	sp|Q923T7|TRIM7_MOUSE	tr|A0A6P6HWX5|A0A6P6HWX5_PUMCO
OG0010492	sp|Q99K90|TAB2_MOUSE	tr|A0A6P6I2F4|A0A6P6I2F4_PUMCO
OG0010493	sp|Q99LG4|TTC5_MOUSE	tr|A0A6P6HKF8|A0A6P6HKF8_PUMCO
OG0010494	sp|Q9CQK1|ZNHI3_MOUSE	tr|A0A6P6HHQ2|A0A6P6HHQ2_PUMCO
OG0010495	sp|Q9CQX0|OTUB2_MOUSE	tr|A0A6P6HIC0|A0A6P6HIC0_PUMCO
OG0010496	sp|Q9CR96|TM208_MOUSE	tr|A0A6P6HLD3|A0A6P6HLD3_PUMCO
OG0010497	sp|Q9CSN1|SNW1_MOUSE	tr|A0A6P6HHQ7|A0A6P6HHQ7_PUMCO
OG0010498	sp|Q9D6K7|TTC33_MOUSE	tr|A0A6P6HUA5|A0A6P6HUA5_PUMCO
OG0010499	sp|Q9DAA3|CD036_MOUSE	tr|A0A6P6HSH8|A0A6P6HSH8_PUMCO
OG0010500	sp|Q9DAI4|ZBT43_MOUSE	tr|A0A6P6H3S0|A0A6P6H3S0_PUMCO
OG0010501	sp|Q9QXM0|ABHD2_MOUSE	tr|A0A6P6HGP1|A0A6P6HGP1_PUMCO
OG0010502	sp|Q9R1A9|TREX2_MOUSE	tr|A0A6P6IPH4|A0A6P6IPH4_PUMCO
OG0010503	sp|Q9WTK7|STK11_MOUSE	tr|A0A6P6H8U1|A0A6P6H8U1_PUMCO
OG0010504	sp|Q9WTX2|PRKRA_MOUSE	tr|A0A6P6ISK9|A0A6P6ISK9_PUMCO
OG0010506	tr|E9Q9Q2|E9Q9Q2_MOUSE	tr|A0A6P6GXS7|A0A6P6GXS7_PUMCO
OG0010507	sp|O08740|RPB11_MOUSE	tr|A0A6P6HV18|A0A6P6HV18_PUMCO
OG0010508	sp|O88816|SNAT_MOUSE	tr|A0A6P6I5U4|A0A6P6I5U4_PUMCO
OG0010509	sp|O88986|KBL_MOUSE	tr|A0A6P6I379|A0A6P6I379_PUMCO
OG0010510	sp|P23906|IRF2_MOUSE	tr|A0A6P6IPT3|A0A6P6IPT3_PUMCO
OG0010511	sp|P28653|PGS1_MOUSE	tr|A0A6P6INV8|A0A6P6INV8_PUMCO
OG0010512	sp|P49135|ERCC3_MOUSE	tr|A0A6P6IRM0|A0A6P6IRM0_PUMCO
OG0010513	sp|P49194|RET3_MOUSE	tr|A0A6P6HE35|A0A6P6HE35_PUMCO
OG0010514	sp|P55104|INHBC_MOUSE	tr|A0A6P6I6S8|A0A6P6I6S8_PUMCO
OG0010515	sp|P60766|CDC42_MOUSE	tr|A0A6P6IS78|A0A6P6IS78_PUMCO
OG0010516	sp|P62254|UB2G1_MOUSE	tr|A0A6P6HL08|A0A6P6HL08_PUMCO
OG0010517	sp|P97298|PEDF_MOUSE	tr|A0A6P6H8N3|A0A6P6H8N3_PUMCO
OG0010518	sp|P97350|PKP1_MOUSE	tr|A0A6P6HMB2|A0A6P6HMB2_PUMCO
OG0010519	sp|Q0VBL3|RBM15_MOUSE	tr|A0A6P6GW40|A0A6P6GW40_PUMCO
OG0010520	sp|Q3U6B2|GP183_MOUSE	tr|A0A6P6HYN2|A0A6P6HYN2_PUMCO
OG0010521	sp|Q3UQ41|TM11A_MOUSE	tr|A0A6P6HQ31|A0A6P6HQ31_PUMCO
OG0010522	sp|Q5XG69|F169A_MOUSE	tr|A0A6P6HW77|A0A6P6HW77_PUMCO
OG0010523	sp|Q60736|ZP3R_MOUSE	tr|A0A6P6HMR3|A0A6P6HMR3_PUMCO
OG0010524	sp|Q61089|FZD6_MOUSE	tr|A0A6P6HSY2|A0A6P6HSY2_PUMCO
OG0010525	sp|Q6IQY5|CEP70_MOUSE	tr|A0A6P6GZD7|A0A6P6GZD7_PUMCO
OG0010526	sp|Q6IRU5|CLCB_MOUSE	tr|A0A6P6HUA8|A0A6P6HUA8_PUMCO
OG0010527	sp|Q80T11|USH1G_MOUSE	tr|A0A6P6I5C5|A0A6P6I5C5_PUMCO
OG0010528	sp|Q80WM5|HPLN3_MOUSE	tr|A0A6P6HGM5|A0A6P6HGM5_PUMCO
OG0010529	sp|Q80WT5|AFTIN_MOUSE	tr|A0A6P6IKX1|A0A6P6IKX1_PUMCO
OG0010530	sp|Q8BGX0|TRI23_MOUSE	tr|A0A6P6I0J5|A0A6P6I0J5_PUMCO
OG0010531	sp|Q8BJ37|TYDP1_MOUSE	tr|A0A6P6HHV1|A0A6P6HHV1_PUMCO
OG0010532	sp|Q8BWP5|TTPA_MOUSE	tr|A0A6P6HRE0|A0A6P6HRE0_PUMCO
OG0010533	sp|Q8C767|PPR3B_MOUSE	tr|A0A6P6IKL8|A0A6P6IKL8_PUMCO
OG0010534	sp|Q8C7U1|N4BP3_MOUSE	tr|A0A6P6HXM2|A0A6P6HXM2_PUMCO
OG0010535	sp|Q8CDN6|TXNL1_MOUSE	tr|A0A6P6IIV8|A0A6P6IIV8_PUMCO
OG0010536	sp|Q8K4K1|CETN4_MOUSE	tr|A0A6P6HQ96|A0A6P6HQ96_PUMCO
OG0010537	sp|Q8K4L4|POF1B_MOUSE	tr|A0A6P6INC1|A0A6P6INC1_PUMCO
OG0010538	sp|Q8VCY8|PLPR2_MOUSE	tr|A0A6P6H9L8|A0A6P6H9L8_PUMCO
OG0010539	sp|Q8VD72|TTC8_MOUSE	tr|A0A6P6HFG8|A0A6P6HFG8_PUMCO
OG0010540	sp|Q8VDS8|STX18_MOUSE	tr|A0A6P6HNG8|A0A6P6HNG8_PUMCO
OG0010541	sp|Q8VDY9|CAAP1_MOUSE	tr|A0A6P6GXN1|A0A6P6GXN1_PUMCO
OG0010542	sp|Q8VE22|RT23_MOUSE	tr|A0A6P6HB49|A0A6P6HB49_PUMCO
OG0010543	sp|Q91VJ2|CAVN3_MOUSE	tr|A0A6P6I8V3|A0A6P6I8V3_PUMCO
OG0010544	sp|Q91W86|VPS11_MOUSE	tr|A0A6P6I8B5|A0A6P6I8B5_PUMCO
OG0010545	sp|Q91YL2|RN126_MOUSE	tr|A0A6P6H8S2|A0A6P6H8S2_PUMCO
OG0010546	sp|Q921E6|EED_MOUSE	tr|A0A6P6I775|A0A6P6I775_PUMCO
OG0010547	sp|Q99M54|CDCA3_MOUSE	tr|A0A6P6IEA9|A0A6P6IEA9_PUMCO
OG0010548	sp|Q9CRC8|LRC40_MOUSE	tr|A0A6P6IW67|A0A6P6IW67_PUMCO
OG0010549	sp|Q9CX13|CNIH4_MOUSE	tr|A0A6P6I2K3|A0A6P6I2K3_PUMCO
OG0010550	sp|Q9D5A0|SPESP_MOUSE	tr|A0A6P6HHR7|A0A6P6HHR7_PUMCO
OG0010551	sp|Q9D882|F241B_MOUSE	tr|A0A6P6HFC4|A0A6P6HFC4_PUMCO
OG0010552	sp|Q9DBR2|FA13C_MOUSE	tr|A0A6P6HDA1|A0A6P6HDA1_PUMCO
OG0010553	sp|Q9JLN5|ERMAP_MOUSE	tr|A0A6P6GW73|A0A6P6GW73_PUMCO
OG0010554	sp|Q9JLV6|PNKP_MOUSE	tr|A0A6P6H391|A0A6P6H391_PUMCO
OG0010555	sp|A2AIL4|NDUF6_MOUSE	tr|A0A6P6HR38|A0A6P6HR38_PUMCO
OG0010556	sp|E9Q8T7|DYH1_MOUSE	tr|A0A6P6H872|A0A6P6H872_PUMCO
OG0010557	sp|F6XLV1|CRCC2_MOUSE	tr|A0A6P6IE70|A0A6P6IE70_PUMCO
OG0010558	sp|O08789|MNT_MOUSE	tr|A0A6P6HES1|A0A6P6HES1_PUMCO
OG0010559	sp|O88713|KLRG1_MOUSE	tr|A0A6P6IDF8|A0A6P6IDF8_PUMCO
OG0010560	sp|P01132|EGF_MOUSE	tr|A0A6P6HMZ7|A0A6P6HMZ7_PUMCO
OG0010561	sp|P0C913|OCC1_MOUSE	tr|A0A6P6I343|A0A6P6I343_PUMCO
OG0010562	sp|P15089|CBPA3_MOUSE	tr|A0A6P6GZX4|A0A6P6GZX4_PUMCO
OG0010563	sp|P32300|OPRD_MOUSE	tr|A0A6P6INX9|A0A6P6INX9_PUMCO
OG0010564	sp|P48999|LOX5_MOUSE	tr|A0A6P6HEA8|A0A6P6HEA8_PUMCO
OG0010565	sp|P52795|EFNB1_MOUSE	tr|A0A6P6IP75|A0A6P6IP75_PUMCO
OG0010566	sp|P57680|EVC_MOUSE	tr|A0A6P6HNM1|A0A6P6HNM1_PUMCO
OG0010567	sp|P58406|HRH3_MOUSE	tr|A0A6P6ILW8|A0A6P6ILW8_PUMCO
OG0010568	sp|P58500|M3KCL_MOUSE	tr|A0A6P6H0L7|A0A6P6H0L7_PUMCO
OG0010569	sp|P59729|RIN3_MOUSE	tr|A0A6P6HHC1|A0A6P6HHC1_PUMCO
OG0010570	sp|P63089|PTN_MOUSE	tr|A0A6P6IA78|A0A6P6IA78_PUMCO
OG0010571	sp|P70296|PEBP1_MOUSE	tr|A0A6P6IMF6|A0A6P6IMF6_PUMCO
OG0010572	sp|P70402|MYBPH_MOUSE	tr|A0A6P6HLW4|A0A6P6HLW4_PUMCO
OG0010573	sp|Q03958|PFD6_MOUSE	tr|A0A6P6I1F1|A0A6P6I1F1_PUMCO
OG0010574	sp|Q08297|RAD51_MOUSE	tr|A0A6P6HHL5|A0A6P6HHL5_PUMCO
OG0010575	sp|Q3TGF2|F107B_MOUSE	tr|A0A6P6IE64|A0A6P6IE64_PUMCO
OG0010576	sp|Q3UTD9|SIM15_MOUSE	tr|A0A6P6HWQ6|A0A6P6HWQ6_PUMCO
OG0010577	sp|Q5M6W3|CLHC1_MOUSE	tr|A0A6P6IIK8|A0A6P6IIK8_PUMCO
OG0010578	sp|Q5QD16|TAAR3_MOUSE	tr|A0A6P6I0D5|A0A6P6I0D5_PUMCO
OG0010579	sp|Q5U419|MFSD3_MOUSE	tr|A0A6P6HRZ7|A0A6P6HRZ7_PUMCO
OG0010580	sp|Q60631|GRB2_MOUSE	tr|A0A6P6I5G8|A0A6P6I5G8_PUMCO
OG0010582	sp|Q6NZK5|K1328_MOUSE	tr|A0A6P6IHF9|A0A6P6IHF9_PUMCO
OG0010583	sp|Q6PE01|SNR40_MOUSE	tr|A0A6P6IS31|A0A6P6IS31_PUMCO
OG0010584	sp|Q8BIS8|CC126_MOUSE	tr|A0A6P6IC05|A0A6P6IC05_PUMCO
OG0010585	sp|Q8BJS7|MAP10_MOUSE	tr|A0A6P6H636|A0A6P6H636_PUMCO
OG0010586	sp|Q8BJY1|PSMD5_MOUSE	tr|A0A6P6GYR7|A0A6P6GYR7_PUMCO
OG0010587	sp|Q8C5L7|RBM34_MOUSE	tr|A0A6P6H4Y7|A0A6P6H4Y7_PUMCO
OG0010588	sp|Q8CF89|TAB1_MOUSE	tr|A0A6P6I3G4|A0A6P6I3G4_PUMCO
OG0010589	sp|Q8K1J5|SDE2_MOUSE	tr|A0A6P6I4B3|A0A6P6I4B3_PUMCO
OG0010590	sp|Q8K262|PLAC9_MOUSE	tr|A0A6P6HEC3|A0A6P6HEC3_PUMCO
OG0010591	sp|Q8K2M3|SRR1L_MOUSE	tr|A0A6P6IR35|A0A6P6IR35_PUMCO
OG0010592	sp|Q8R115|TMM82_MOUSE	tr|A0A6P6HZ31|A0A6P6HZ31_PUMCO
OG0010593	sp|Q8R2T8|TF3C5_MOUSE	tr|A0A6P6H0H8|A0A6P6H0H8_PUMCO
OG0010594	sp|Q8R418|DICER_MOUSE	tr|A0A6P6HFN6|A0A6P6HFN6_PUMCO
OG0010595	sp|Q91XQ6|LAP4B_MOUSE	tr|A0A6P6HR98|A0A6P6HR98_PUMCO
OG0010596	sp|Q922S8|KIF2C_MOUSE	tr|A0A6P6IK50|A0A6P6IK50_PUMCO
OG0010597	sp|Q9CQ35|GRPL2_MOUSE	tr|A0A6P6I3S8|A0A6P6I3S8_PUMCO
OG0010598	sp|Q9CQ40|RM49_MOUSE	tr|A0A6P6H6G4|A0A6P6H6G4_PUMCO
OG0010599	sp|Q9D113|DNLZ_MOUSE	tr|A0A6P6HUQ0|A0A6P6HUQ0_PUMCO
OG0010600	sp|Q9D2H5|TRI42_MOUSE	tr|A0A6P6H2T5|A0A6P6H2T5_PUMCO
OG0010601	sp|Q9DAI6|F135B_MOUSE	tr|A0A6P6HSN3|A0A6P6HSN3_PUMCO
OG0010602	sp|Q9DCL2|CIA2A_MOUSE	tr|A0A6P6HGL4|A0A6P6HGL4_PUMCO
OG0010603	sp|Q9DD19|RASF7_MOUSE	tr|A0A6P6H7T1|A0A6P6H7T1_PUMCO
OG0010604	sp|Q9WUA1|WIF1_MOUSE	tr|A0A6P6I3K0|A0A6P6I3K0_PUMCO
OG0010605	sp|Q9WUD8|FAIM1_MOUSE	tr|A0A6P6GZJ2|A0A6P6GZJ2_PUMCO
OG0010606	sp|Q9Z1N2|ORC1_MOUSE	tr|A0A6P6IRZ3|A0A6P6IRZ3_PUMCO
OG0010607	sp|A6PWV5|ARI3C_MOUSE	tr|A0A6P6HFK0|A0A6P6HFK0_PUMCO
OG0010608	sp|O55060|TPMT_MOUSE	tr|A0A6P6HAK7|A0A6P6HAK7_PUMCO
OG0010609	sp|O70496|CLCN7_MOUSE	tr|A0A6P6H9Y1|A0A6P6H9Y1_PUMCO
OG0010610	sp|P20934|EVI2A_MOUSE	tr|A0A6P6HAL0|A0A6P6HAL0_PUMCO
OG0010611	sp|P37913|DNLI1_MOUSE	tr|A0A6P6H3Z7|A0A6P6H3Z7_PUMCO
OG0010612	sp|P48964|MPIP1_MOUSE	tr|A0A6P6H8I4|A0A6P6H8I4_PUMCO
OG0010613	sp|P60603|ROMO1_MOUSE	tr|A0A6P6IIB1|A0A6P6IIB1_PUMCO
OG0010614	sp|P98192|GNPAT_MOUSE	tr|A0A6P6H531|A0A6P6H531_PUMCO
OG0010615	sp|Q07643|CO9A2_MOUSE	tr|A0A6P6I4P4|A0A6P6I4P4_PUMCO
OG0010616	sp|Q3U0P1|PALB2_MOUSE	tr|A0A6P6HAZ5|A0A6P6HAZ5_PUMCO
OG0010617	sp|Q3UP24|NLRC4_MOUSE	tr|A0A6P6I471|A0A6P6I471_PUMCO
OG0010618	sp|Q571E5|PRS53_MOUSE	tr|A0A6P6HKV6|A0A6P6HKV6_PUMCO
OG0010619	sp|Q5SW19|CLU_MOUSE	tr|A0A6P6HEQ6|A0A6P6HEQ6_PUMCO
OG0010620	sp|Q61663|TLX2_MOUSE	tr|A0A6P6IJN5|A0A6P6IJN5_PUMCO
OG0010621	sp|Q66GT5|PTPM1_MOUSE	tr|A0A6P6I883|A0A6P6I883_PUMCO
OG0010622	sp|Q6PDE7|GGT6_MOUSE	tr|A0A6P6HLF4|A0A6P6HLF4_PUMCO
OG0010623	sp|Q6PE13|PRRT3_MOUSE	tr|A0A6P6HRB0|A0A6P6HRB0_PUMCO
OG0010624	sp|Q6QI06|RICTR_MOUSE	tr|A0A6P6HUB2|A0A6P6HUB2_PUMCO
OG0010625	sp|Q6RT24|CENPE_MOUSE	tr|A0A6P6HPH2|A0A6P6HPH2_PUMCO
OG0010626	sp|Q78T54|VMA21_MOUSE	tr|A0A6P6IP80|A0A6P6IP80_PUMCO
OG0010627	sp|Q8BHG2|CZIB_MOUSE	tr|A0A6P6GZK6|A0A6P6GZK6_PUMCO
OG0010628	sp|Q8BMJ3|IF1AX_MOUSE	tr|A0A6P6IQI6|A0A6P6IQI6_PUMCO
OG0010629	sp|Q8BPY9|FIGL1_MOUSE	tr|A0A6P6HTT4|A0A6P6HTT4_PUMCO
OG0010630	sp|Q8CAE3|KCMB1_MOUSE	tr|A0A6P6HXM5|A0A6P6HXM5_PUMCO
OG0010631	sp|Q8CBG9|RN170_MOUSE	tr|A0A6P6HNA6|A0A6P6HNA6_PUMCO
OG0010632	sp|Q8CC35|SYNPO_MOUSE	tr|A0A6P6HV15|A0A6P6HV15_PUMCO
OG0010633	sp|Q8CGB3|UACA_MOUSE	tr|A0A6P6HGQ7|A0A6P6HGQ7_PUMCO
OG0010634	sp|Q8CIB9|ESCO2_MOUSE	tr|A0A6P6HQP7|A0A6P6HQP7_PUMCO
OG0010635	sp|Q8K0F1|TBC23_MOUSE	tr|A0A6P6H272|A0A6P6H272_PUMCO
OG0010636	sp|Q8K3Q3|FOXN4_MOUSE	tr|A0A6P6IME5|A0A6P6IME5_PUMCO
OG0010637	sp|Q8R010|AIMP2_MOUSE	tr|A0A6P6HUJ3|A0A6P6HUJ3_PUMCO
OG0010638	sp|Q91Z38|TTC1_MOUSE	tr|A0A6P6HU21|A0A6P6HU21_PUMCO
OG0010639	sp|Q99JT5|KRCC1_MOUSE	tr|A0A6P6HA60|A0A6P6HA60_PUMCO
OG0010640	sp|Q9CR00|PSMD9_MOUSE	tr|A0A6P6IQN4|A0A6P6IQN4_PUMCO
OG0010641	sp|Q9CWK8|SNX2_MOUSE	tr|A0A6P6HYV3|A0A6P6HYV3_PUMCO
OG0010642	sp|Q9CWQ3|ATP23_MOUSE	tr|A0A6P6I2W7|A0A6P6I2W7_PUMCO
OG0010643	sp|Q9CXG3|PPIL4_MOUSE	tr|A0A6P6I1T4|A0A6P6I1T4_PUMCO
OG0010644	sp|Q9CZX0|ELP3_MOUSE	tr|A0A6P6HS44|A0A6P6HS44_PUMCO
OG0010645	sp|Q9D0U9|ARV1_MOUSE	tr|A0A6P6H5B6|A0A6P6H5B6_PUMCO
OG0010646	sp|Q9D2E2|TOE1_MOUSE	tr|A0A6P6GWL8|A0A6P6GWL8_PUMCO
OG0010647	sp|Q9D2H8|FNDC8_MOUSE	tr|A0A6P6HE33|A0A6P6HE33_PUMCO
OG0010648	sp|Q9D3P8|PLRKT_MOUSE	tr|A0A6P6IGX3|A0A6P6IGX3_PUMCO
OG0010649	sp|Q9D7B7|GPX8_MOUSE	tr|A0A6P6HVD1|A0A6P6HVD1_PUMCO
OG0010650	sp|Q9D864|ARP6_MOUSE	tr|A0A6P6I339|A0A6P6I339_PUMCO
OG0010651	sp|Q9EQF6|DPYL5_MOUSE	tr|A0A6P6I4F5|A0A6P6I4F5_PUMCO
OG0010652	sp|Q9JI57|GT2D1_MOUSE	tr|A0A6P6HTU5|A0A6P6HTU5_PUMCO
OG0010653	sp|Q9JLC3|MSRB1_MOUSE	tr|A0A6P6HAF8|A0A6P6HAF8_PUMCO
OG0010654	sp|Q9JMH3|NEUR2_MOUSE	tr|A0A6P6GY92|A0A6P6GY92_PUMCO
OG0010655	sp|A6X8Z9|TEX55_MOUSE	tr|A0A6P6H2I4|A0A6P6H2I4_PUMCO
OG0010656	sp|B2RRE4|Z518B_MOUSE	tr|A0A6P6HQY0|A0A6P6HQY0_PUMCO
OG0010657	sp|O35149|ZNT4_MOUSE	tr|A0A6P6HHT6|A0A6P6HHT6_PUMCO
OG0010658	sp|O35261|E2F3_MOUSE	tr|A0A6P6HAT7|A0A6P6HAT7_PUMCO
OG0010659	sp|O55176|PJA1_MOUSE	tr|A0A6P6IPJ9|A0A6P6IPJ9_PUMCO
OG0010660	sp|O88668|CREG1_MOUSE	tr|A0A6P6I208|A0A6P6I208_PUMCO
OG0010661	sp|O89026|ROBO1_MOUSE	tr|A0A6P6H142|A0A6P6H142_PUMCO
OG0010662	sp|P00158|CYB_MOUSE	sp|Q3L701|CYB_PUMCO
OG0010663	sp|P11911|CD79A_MOUSE	tr|A0A6P6H599|A0A6P6H599_PUMCO
OG0010664	sp|P28076|PSB9_MOUSE	tr|A0A6P6I0M6|A0A6P6I0M6_PUMCO
OG0010665	sp|P35283|RAB12_MOUSE	tr|A0A6P6IFI0|A0A6P6IFI0_PUMCO
OG0010666	sp|P42932|TCPQ_MOUSE	tr|A0A6P6H1I3|A0A6P6H1I3_PUMCO
OG0010667	sp|P47759|NSG2_MOUSE	tr|A0A6P6HXB7|A0A6P6HXB7_PUMCO
OG0010668	sp|P51943|CCNA2_MOUSE	tr|A0A6P6HQG3|A0A6P6HQG3_PUMCO
OG0010669	sp|P59041|DJC30_MOUSE	tr|A0A6P6HSR6|A0A6P6HSR6_PUMCO
OG0010670	sp|P62843|RS15_MOUSE	tr|A0A6P6IGJ4|A0A6P6IGJ4_PUMCO
OG0010671	sp|P70700|RPA2_MOUSE	tr|A0A6P6I455|A0A6P6I455_PUMCO
OG0010672	sp|P97798|NEO1_MOUSE	tr|A0A6P6HGS0|A0A6P6HGS0_PUMCO
OG0010673	sp|P97868|RBBP6_MOUSE	tr|A0A6P6HBH0|A0A6P6HBH0_PUMCO
OG0010674	sp|Q2TBA3|MALT1_MOUSE	tr|A0A6P6IFD1|A0A6P6IFD1_PUMCO
OG0010675	sp|Q32KI9|ARSI_MOUSE	tr|A0A6P6HUS2|A0A6P6HUS2_PUMCO
OG0010676	sp|Q3UQS2|LSME1_MOUSE	tr|A0A6P6IFM2|A0A6P6IFM2_PUMCO
OG0010677	sp|Q562D6|TRMO_MOUSE	tr|A0A6P6H0Q9|A0A6P6H0Q9_PUMCO
OG0010678	sp|Q5SWK7|RN145_MOUSE	tr|A0A6P6HY63|A0A6P6HY63_PUMCO
OG0010679	sp|Q61609|S20A1_MOUSE	tr|A0A6P6I4G9|A0A6P6I4G9_PUMCO
OG0010680	sp|Q64163|TFDP2_MOUSE	tr|A0A6P6H1C3|A0A6P6H1C3_PUMCO
OG0010681	sp|Q6P1I6|PSD2_MOUSE	tr|A0A6P6HW31|A0A6P6HW31_PUMCO
OG0010682	sp|Q6PEM8|PCFT_MOUSE	tr|A0A6P6H941|A0A6P6H941_PUMCO
OG0010683	sp|Q6ZPY7|KDM3B_MOUSE	tr|A0A6P6HX30|A0A6P6HX30_PUMCO
OG0010684	sp|Q7TS99|HELT_MOUSE	tr|A0A6P6IM60|A0A6P6IM60_PUMCO
OG0010685	sp|Q8BHA3|DTD2_MOUSE	tr|A0A6P6HI56|A0A6P6HI56_PUMCO
OG0010686	sp|Q8CI33|C19L1_MOUSE	tr|A0A6P6HDG8|A0A6P6HDG8_PUMCO
OG0010687	sp|Q8CIW6|S26A6_MOUSE	tr|A0A6P6H7K4|A0A6P6H7K4_PUMCO
OG0010688	sp|Q8K402|TBX22_MOUSE	tr|A0A6P6ITB8|A0A6P6ITB8_PUMCO
OG0010689	sp|Q8K4F0|CD226_MOUSE	tr|A0A6P6IGI8|A0A6P6IGI8_PUMCO
OG0010690	sp|Q8K4L3|SVIL_MOUSE	tr|A0A6P6IDR8|A0A6P6IDR8_PUMCO
OG0010691	sp|Q8R235|TM203_MOUSE	tr|A0A6P6HXP0|A0A6P6HXP0_PUMCO
OG0010692	sp|Q8VBX6|MPDZ_MOUSE	tr|A0A6P6GZM9|A0A6P6GZM9_PUMCO
OG0010693	sp|Q8VEM1|GOLI_MOUSE	tr|A0A6P6HX68|A0A6P6HX68_PUMCO
OG0010694	sp|Q91VD1|LEG12_MOUSE	tr|A0A6P6H761|A0A6P6H761_PUMCO
OG0010695	sp|Q91W52|TMM19_MOUSE	tr|A0A6P6I6M3|A0A6P6I6M3_PUMCO
OG0010696	sp|Q91X49|MALL_MOUSE	tr|A0A6P6I4H0|A0A6P6I4H0_PUMCO
OG0010697	sp|Q91YQ5|RPN1_MOUSE	tr|A0A6P6HN03|A0A6P6HN03_PUMCO
OG0010698	sp|Q922J3|CLIP1_MOUSE	tr|A0A6P6IQ20|A0A6P6IQ20_PUMCO
OG0010699	sp|Q925D8|TS1R3_MOUSE	tr|A0A6P6GXE5|A0A6P6GXE5_PUMCO
