Orthogroup	Mus_musculus	Myotis_lucifugus
OG0010953	sp|Q07643|CO9A2_MOUSE	tr|G1NVY5|G1NVY5_MYOLU
OG0010954	sp|Q3U0P1|PALB2_MOUSE	tr|G1PG06|G1PG06_MYOLU
OG0010955	tr|Q3U4B1|Q3U4B1_MOUSE	tr|G1NX37|G1NX37_MYOLU
OG0010956	sp|Q3UP24|NLRC4_MOUSE	tr|G1PV27|G1PV27_MYOLU
OG0010957	sp|Q3UZZ6|ST1D1_MOUSE	tr|G1Q365|G1Q365_MYOLU
OG0010958	sp|Q571E5|PRS53_MOUSE	tr|G1Q0B7|G1Q0B7_MYOLU
OG0010959	sp|Q5SW19|CLU_MOUSE	tr|G1PQX9|G1PQX9_MYOLU
OG0010960	sp|Q66GT5|PTPM1_MOUSE	tr|G1PYZ0|G1PYZ0_MYOLU
OG0010961	sp|Q6PDE7|GGT6_MOUSE	tr|G1PZD0|G1PZD0_MYOLU
OG0010962	sp|Q6PE13|PRRT3_MOUSE	tr|G1P6F0|G1P6F0_MYOLU
OG0010963	sp|Q6QI06|RICTR_MOUSE	tr|G1P5H7|G1P5H7_MYOLU
OG0010964	sp|Q78T54|VMA21_MOUSE	tr|G1PCR4|G1PCR4_MYOLU
OG0010965	sp|Q8BHG2|CZIB_MOUSE	tr|G1NXV3|G1NXV3_MYOLU
OG0010966	sp|Q8BMJ3|IF1AX_MOUSE	tr|G1Q5M7|G1Q5M7_MYOLU
OG0010967	sp|Q8BPY9|FIGL1_MOUSE	tr|G1NUI3|G1NUI3_MYOLU
OG0010968	sp|Q8CAE3|KCMB1_MOUSE	tr|G1P599|G1P599_MYOLU
OG0010969	sp|Q8CBG9|RN170_MOUSE	tr|G1PIF6|G1PIF6_MYOLU
OG0010970	sp|Q8CC35|SYNPO_MOUSE	tr|G1QES4|G1QES4_MYOLU
OG0010971	sp|Q8CGB3|UACA_MOUSE	tr|G1PFL9|G1PFL9_MYOLU
OG0010972	sp|Q8CIB9|ESCO2_MOUSE	tr|G1P7T3|G1P7T3_MYOLU
OG0010973	sp|Q8K0F1|TBC23_MOUSE	tr|G1NWK4|G1NWK4_MYOLU
OG0010974	sp|Q8K3Q3|FOXN4_MOUSE	tr|G1QBA8|G1QBA8_MYOLU
OG0010975	sp|Q8R010|AIMP2_MOUSE	tr|G1P100|G1P100_MYOLU
OG0010976	sp|Q8R121|ZPI_MOUSE	tr|G1PM26|G1PM26_MYOLU
OG0010977	sp|Q91Z38|TTC1_MOUSE	tr|G1NZA2|G1NZA2_MYOLU
OG0010978	sp|Q99JT5|KRCC1_MOUSE	tr|G1QC41|G1QC41_MYOLU
OG0010979	sp|Q99L43|CDS2_MOUSE	tr|G1NW72|G1NW72_MYOLU
OG0010980	sp|Q9CR00|PSMD9_MOUSE	tr|G1PMY9|G1PMY9_MYOLU
OG0010981	sp|Q9CWH6|PSMA8_MOUSE	tr|G1PV99|G1PV99_MYOLU
OG0010982	sp|Q9CWK8|SNX2_MOUSE	tr|G1PA84|G1PA84_MYOLU
OG0010983	sp|Q9CWQ3|ATP23_MOUSE	tr|G1PQ52|G1PQ52_MYOLU
OG0010984	sp|Q9CXG3|PPIL4_MOUSE	tr|G1NYM0|G1NYM0_MYOLU
OG0010985	sp|Q9CZX0|ELP3_MOUSE	tr|G1PMC1|G1PMC1_MYOLU
OG0010986	sp|Q9D0U9|ARV1_MOUSE	tr|G1P232|G1P232_MYOLU
OG0010987	sp|Q9D2E2|TOE1_MOUSE	tr|G1P589|G1P589_MYOLU
OG0010988	sp|Q9D2H8|FNDC8_MOUSE	tr|G1PKN9|G1PKN9_MYOLU
OG0010989	sp|Q9D3P8|PLRKT_MOUSE	tr|G1PE05|G1PE05_MYOLU
OG0010990	sp|Q9D864|ARP6_MOUSE	tr|G1QDD7|G1QDD7_MYOLU
OG0010991	sp|Q9EQF6|DPYL5_MOUSE	tr|G1NVB4|G1NVB4_MYOLU
OG0010992	sp|Q9JI57|GT2D1_MOUSE	tr|G1NW54|G1NW54_MYOLU
OG0010993	sp|Q9JLC3|MSRB1_MOUSE	tr|G1PIP4|G1PIP4_MYOLU
OG0010994	sp|Q9JMH3|NEUR2_MOUSE	tr|G1Q5N4|G1Q5N4_MYOLU
OG0010995	sp|Q9Z2D8|MBD3_MOUSE	tr|G1PV96|G1PV96_MYOLU
OG0010996	tr|A0A571BEE7|A0A571BEE7_MOUSE	tr|G1Q9Y5|G1Q9Y5_MYOLU
OG0010997	sp|A6H6A9|RBG1L_MOUSE	tr|G1NV55|G1NV55_MYOLU
OG0010998	sp|O35149|ZNT4_MOUSE	tr|G1P4W5|G1P4W5_MYOLU
OG0010999	sp|O35261|E2F3_MOUSE	tr|G1NWJ8|G1NWJ8_MYOLU
OG0011000	sp|O55176|PJA1_MOUSE	tr|G1P249|G1P249_MYOLU
OG0011001	sp|O89026|ROBO1_MOUSE	tr|G1PIB7|G1PIB7_MYOLU
OG0011002	sp|P06802|ENPP1_MOUSE	tr|G1PVJ0|G1PVJ0_MYOLU
OG0011003	sp|P11911|CD79A_MOUSE	tr|G1P6C4|G1P6C4_MYOLU
OG0011004	sp|P28076|PSB9_MOUSE	tr|G1PNU6|G1PNU6_MYOLU
OG0011005	sp|P30412|PPIC_MOUSE	tr|G1QBW1|G1QBW1_MYOLU
OG0011006	sp|P31257|HXC10_MOUSE	tr|G1NTE2|G1NTE2_MYOLU
OG0011007	sp|P35283|RAB12_MOUSE	tr|G1NYW0|G1NYW0_MYOLU
OG0011008	sp|P42932|TCPQ_MOUSE	tr|G1NT53|G1NT53_MYOLU
OG0011009	sp|P43241|CDX2_MOUSE	tr|L7N134|L7N134_MYOLU
OG0011010	sp|P47759|NSG2_MOUSE	tr|G1PQH5|G1PQH5_MYOLU
OG0011011	sp|P59041|DJC30_MOUSE	tr|G1PGT3|G1PGT3_MYOLU
OG0011012	sp|P62843|RS15_MOUSE	tr|G1Q5M4|G1Q5M4_MYOLU
OG0011013	sp|P70700|RPA2_MOUSE	tr|G1P3I0|G1P3I0_MYOLU
OG0011014	sp|P97798|NEO1_MOUSE	tr|G1PRZ7|G1PRZ7_MYOLU
OG0011015	sp|Q2TBA3|MALT1_MOUSE	tr|G1PDN7|G1PDN7_MYOLU
OG0011016	sp|Q3UQS2|LSME1_MOUSE	tr|G1PX11|G1PX11_MYOLU
OG0011017	sp|Q562D6|TRMO_MOUSE	tr|G1NX08|G1NX08_MYOLU
OG0011018	sp|Q5SWK7|RN145_MOUSE	tr|G1P2A5|G1P2A5_MYOLU
OG0011019	sp|Q61609|S20A1_MOUSE	tr|G1NTI2|G1NTI2_MYOLU
OG0011020	sp|Q64163|TFDP2_MOUSE	tr|G1PQL8|G1PQL8_MYOLU
OG0011021	sp|Q6P4U0|THS7B_MOUSE	tr|G1PB47|G1PB47_MYOLU
OG0011022	sp|Q6PEM8|PCFT_MOUSE	tr|G1Q691|G1Q691_MYOLU
OG0011023	sp|Q6ZPY7|KDM3B_MOUSE	tr|G1PVH1|G1PVH1_MYOLU
OG0011024	sp|Q7TS99|HELT_MOUSE	tr|G1P2C3|G1P2C3_MYOLU
OG0011025	sp|Q811J3|IREB2_MOUSE	tr|G1P7T5|G1P7T5_MYOLU
OG0011026	sp|Q8BHA3|DTD2_MOUSE	tr|G1P5J9|G1P5J9_MYOLU
OG0011027	sp|Q8CI33|C19L1_MOUSE	tr|G1PUS7|G1PUS7_MYOLU
OG0011028	sp|Q8CJ26|NRADD_MOUSE	tr|G1QB84|G1QB84_MYOLU
OG0011029	sp|Q8K402|TBX22_MOUSE	tr|G1PVH2|G1PVH2_MYOLU
OG0011030	sp|Q8K4F0|CD226_MOUSE	tr|G1PB02|G1PB02_MYOLU
OG0011031	sp|Q8K4L3|SVIL_MOUSE	tr|G1NUU4|G1NUU4_MYOLU
OG0011032	sp|Q8VBX6|MPDZ_MOUSE	tr|G1P3E1|G1P3E1_MYOLU
OG0011033	sp|Q8VEM1|GOLI_MOUSE	tr|G1Q5N0|G1Q5N0_MYOLU
OG0011034	sp|Q8VI33|TAF9_MOUSE	tr|G1P107|G1P107_MYOLU
OG0011035	sp|Q91VD1|LEG12_MOUSE	tr|G1PGC0|G1PGC0_MYOLU
OG0011036	sp|Q91W52|TMM19_MOUSE	tr|G1P1S8|G1P1S8_MYOLU
OG0011037	sp|Q91X49|MALL_MOUSE	tr|G1P963|G1P963_MYOLU
OG0011038	sp|Q91YQ5|RPN1_MOUSE	tr|G1PWC8|G1PWC8_MYOLU
OG0011039	sp|Q922J3|CLIP1_MOUSE	tr|G1PWF9|G1PWF9_MYOLU
OG0011040	sp|Q9CR39|WIPI3_MOUSE	tr|G1P471|G1P471_MYOLU
OG0011041	sp|Q9DAC7|TTC32_MOUSE	tr|G1NVJ3|G1NVJ3_MYOLU
OG0011042	sp|Q9DBE8|ALG2_MOUSE	tr|G1PSU9|G1PSU9_MYOLU
OG0011043	sp|Q9DCW4|ETFB_MOUSE	tr|G1PMF7|G1PMF7_MYOLU
OG0011044	sp|Q9EQC4|ELOV4_MOUSE	tr|G1QC61|G1QC61_MYOLU
OG0011045	sp|Q9ERE3|SGK3_MOUSE	tr|G1PR60|G1PR60_MYOLU
OG0011046	sp|Q9ES74|NEK7_MOUSE	tr|G1PB68|G1PB68_MYOLU
OG0011047	sp|Q9JJA9|GRASP_MOUSE	tr|G1P2J8|G1P2J8_MYOLU
OG0011048	sp|Q9JJV1|CRBA2_MOUSE	tr|G1Q5N6|G1Q5N6_MYOLU
OG0011049	sp|Q9JKZ2|SC5A3_MOUSE	tr|G1PN34|G1PN34_MYOLU
OG0011050	sp|Q9JMF7|DOPP1_MOUSE	tr|G1PHV6|G1PHV6_MYOLU
OG0011051	sp|Q9Z1K6|ARI2_MOUSE	tr|G1PNZ2|G1PNZ2_MYOLU
OG0011052	tr|A0A0G2JEB7|A0A0G2JEB7_MOUSE	tr|G1P448|G1P448_MYOLU
OG0011053	tr|E9Q2C0|E9Q2C0_MOUSE	tr|G1P7U4|G1P7U4_MYOLU
OG0011054	tr|F8VQG7|F8VQG7_MOUSE	tr|G1NW31|G1NW31_MYOLU
OG0011055	sp|O35103|OMD_MOUSE	tr|G1Q1I7|G1Q1I7_MYOLU
OG0011056	sp|O55023|IMPA1_MOUSE	tr|G1QDC4|G1QDC4_MYOLU
OG0011057	sp|O70370|CATS_MOUSE	tr|G1P0A1|G1P0A1_MYOLU
OG0011058	sp|P04202|TGFB1_MOUSE	tr|G1PM07|G1PM07_MYOLU
OG0011059	sp|P09450|JUNB_MOUSE	tr|G1QAD8|G1QAD8_MYOLU
OG0011060	sp|P26151|FCGR1_MOUSE	tr|G1PIK2|G1PIK2_MYOLU
OG0011061	sp|P27573|MYP0_MOUSE	tr|G1P9Y6|G1P9Y6_MYOLU
OG0011062	sp|P27661|H2AX_MOUSE	tr|G1P399|G1P399_MYOLU
OG0011063	sp|P30730|LSHR_MOUSE	tr|G1PJ02|G1PJ02_MYOLU
OG0011064	sp|P48299|EDN3_MOUSE	tr|G1Q4Z1|G1Q4Z1_MYOLU
OG0011065	sp|P53668|LIMK1_MOUSE	tr|G1NT88|G1NT88_MYOLU
OG0011066	sp|P54731|FAF1_MOUSE	tr|G1P6L6|G1P6L6_MYOLU
OG0011067	sp|P58468|SLX9_MOUSE	tr|G1PXD2|G1PXD2_MYOLU
OG0011068	sp|P62751|RL23A_MOUSE	tr|G1PKK4|G1PKK4_MYOLU
OG0011069	sp|Q03145|EPHA2_MOUSE	tr|G1PR78|G1PR78_MYOLU
OG0011070	sp|Q3URR0|CENPW_MOUSE	tr|G1P8B1|G1P8B1_MYOLU
OG0011071	sp|Q562E2|KCD19_MOUSE	tr|G1NV19|G1NV19_MYOLU
OG0011072	sp|Q64693|OBF1_MOUSE	tr|G1P451|G1P451_MYOLU
OG0011073	sp|Q6IMB1|RSLBA_MOUSE	tr|G1PUD1|G1PUD1_MYOLU
OG0011074	sp|Q6IYF8|OXGR1_MOUSE	tr|G1PNP4|G1PNP4_MYOLU
OG0011075	sp|Q6P1G2|KDM2B_MOUSE	tr|G1PMI9|G1PMI9_MYOLU
OG0011076	sp|Q6P7W5|SEN2_MOUSE	tr|G1PXC4|G1PXC4_MYOLU
OG0011077	sp|Q6PCQ0|IQCE_MOUSE	tr|G1PUJ2|G1PUJ2_MYOLU
OG0011078	sp|Q78PY7|SND1_MOUSE	tr|G1PW66|G1PW66_MYOLU
OG0011079	sp|Q80VP8|T106C_MOUSE	tr|G1PXK1|G1PXK1_MYOLU
OG0011080	sp|Q8BHA1|LRC24_MOUSE	tr|G1PI29|G1PI29_MYOLU
OG0011081	sp|Q8BMB0|EMSY_MOUSE	tr|G1PKA5|G1PKA5_MYOLU
OG0011082	sp|Q8BTT6|UTP25_MOUSE	tr|G1P2L5|G1P2L5_MYOLU
OG0011083	sp|Q8C1F4|CGAT2_MOUSE	tr|G1PWX3|G1PWX3_MYOLU
OG0011084	sp|Q8CHP6|PHC3_MOUSE	tr|G1NY69|G1NY69_MYOLU
OG0011085	sp|Q8JZS0|LIN7A_MOUSE	tr|G1NVT1|G1NVT1_MYOLU
OG0011086	sp|Q8R1H8|BATF2_MOUSE	tr|G1PS25|G1PS25_MYOLU
OG0011087	sp|Q8R5F7|IFIH1_MOUSE	tr|G1PDV2|G1PDV2_MYOLU
OG0011088	sp|Q8VEK2|RHBD2_MOUSE	tr|G1PU74|G1PU74_MYOLU
OG0011089	sp|Q91WN4|KMO_MOUSE	tr|G1NTW3|G1NTW3_MYOLU
OG0011090	sp|Q91Z69|SRGP1_MOUSE	tr|G1PKS8|G1PKS8_MYOLU
OG0011091	sp|Q920G8|MFRN1_MOUSE	tr|G1P8Q8|G1P8Q8_MYOLU
OG0011092	sp|Q9CQ76|NEPN_MOUSE	tr|G1Q623|G1Q623_MYOLU
OG0011093	sp|Q9CZS3|CEP20_MOUSE	tr|G1P2C7|G1P2C7_MYOLU
OG0011094	sp|Q9D0B6|PBDC1_MOUSE	tr|G1NZH7|G1NZH7_MYOLU
OG0011095	sp|Q9D287|SPF27_MOUSE	tr|G1P590|G1P590_MYOLU
OG0011096	sp|Q9D4K4|FACOS_MOUSE	tr|G1P6I1|G1P6I1_MYOLU
OG0011097	sp|Q9D710|TMX2_MOUSE	tr|G1Q7P5|G1Q7P5_MYOLU
OG0011098	sp|Q9D8Y8|ING5_MOUSE	tr|G1Q6E8|G1Q6E8_MYOLU
OG0011099	sp|Q9D9P2|CC103_MOUSE	tr|G1Q361|G1Q361_MYOLU
OG0011100	sp|Q9DBU5|RNF6_MOUSE	tr|G1PB10|G1PB10_MYOLU
OG0011101	sp|Q9ESM3|HPLN2_MOUSE	tr|G1PFP8|G1PFP8_MYOLU
OG0011102	sp|Q9JHQ0|ANXA9_MOUSE	tr|G1PG64|G1PG64_MYOLU
OG0011103	sp|Q9WTM3|SEM6C_MOUSE	tr|G1NZ41|G1NZ41_MYOLU
OG0011104	sp|Q9Z1D8|ZKSC5_MOUSE	tr|G1PWN3|G1PWN3_MYOLU
OG0011105	sp|Q9Z2I0|LETM1_MOUSE	tr|G1NY46|G1NY46_MYOLU
OG0011106	tr|E9PVD9|E9PVD9_MOUSE	tr|G1PHS5|G1PHS5_MYOLU
OG0011107	tr|E9Q5N9|E9Q5N9_MOUSE	tr|G1PD66|G1PD66_MYOLU
OG0011108	sp|O08742|GPV_MOUSE	tr|G1Q7D7|G1Q7D7_MYOLU
OG0011109	sp|O35417|PDYN_MOUSE	tr|G1NYQ6|G1NYQ6_MYOLU
OG0011111	sp|O70582|LX12B_MOUSE	tr|G1PAF4|G1PAF4_MYOLU
OG0011112	sp|P02525|CRBA1_MOUSE	tr|G1PV57|G1PV57_MYOLU
OG0011113	sp|P0C872|JMJD7_MOUSE	tr|G1QG60|G1QG60_MYOLU
OG0011114	sp|P25801|RBTN2_MOUSE	tr|G1P0R0|G1P0R0_MYOLU
OG0011115	sp|P31041|CD28_MOUSE	tr|G1P262|G1P262_MYOLU
OG0011116	sp|P31786|ACBP_MOUSE	tr|G1Q1J0|G1Q1J0_MYOLU
OG0011117	sp|P43081|GUC1A_MOUSE	tr|G1P359|G1P359_MYOLU
OG0011118	sp|P51678|CCR3_MOUSE	tr|G1Q2N6|G1Q2N6_MYOLU
OG0011119	sp|P62717|RL18A_MOUSE	tr|G1P7K9|G1P7K9_MYOLU
OG0011120	sp|P70441|NHRF1_MOUSE	tr|G1NZQ8|G1NZQ8_MYOLU
OG0011121	sp|Q00286|PIT1_MOUSE	tr|G1PJQ8|G1PJQ8_MYOLU
OG0011122	sp|Q06890|CLUS_MOUSE	tr|G1P7N5|G1P7N5_MYOLU
OG0011123	sp|Q0P5V2|SOBP_MOUSE	tr|G1Q861|G1Q861_MYOLU
OG0011124	sp|Q0ZCJ7|MASTR_MOUSE	tr|G1P6T0|G1P6T0_MYOLU
OG0011125	sp|Q3KNK3|NB5R2_MOUSE	tr|G1P1B4|G1P1B4_MYOLU
OG0011126	tr|Q3LR78|Q3LR78_MOUSE	tr|G1PKQ0|G1PKQ0_MYOLU
OG0011127	sp|Q3TL26|TFB2M_MOUSE	tr|G1P194|G1P194_MYOLU
OG0011128	sp|Q3UPC7|K0825_MOUSE	tr|G1PBF1|G1PBF1_MYOLU
OG0011129	sp|Q4VBF2|R3HD4_MOUSE	tr|G1PZN8|G1PZN8_MYOLU
OG0011130	sp|Q569E7|ZN697_MOUSE	tr|G1PPL7|G1PPL7_MYOLU
OG0011131	sp|Q60953|PML_MOUSE	tr|G1PIY7|G1PIY7_MYOLU
OG0011132	sp|Q61790|LAG3_MOUSE	tr|G1PNL7|G1PNL7_MYOLU
OG0011133	sp|Q62283|TSN7_MOUSE	tr|G1PED5|G1PED5_MYOLU
OG0011134	sp|Q64437|ADH7_MOUSE	tr|G1PHL0|G1PHL0_MYOLU
OG0011135	sp|Q80YD3|F205C_MOUSE	tr|G1P690|G1P690_MYOLU
OG0011136	sp|Q80YR2|FHI2B_MOUSE	tr|G1NWZ6|G1NWZ6_MYOLU
OG0011137	sp|Q8BGP5|TM127_MOUSE	tr|G1PHX0|G1PHX0_MYOLU
OG0011138	sp|Q8CAL5|GPC5_MOUSE	tr|G1QA50|G1QA50_MYOLU
OG0011139	sp|Q8CC27|CACB2_MOUSE	tr|G1NWF6|G1NWF6_MYOLU
OG0011140	sp|Q8CIE6|COPA_MOUSE	tr|G1NVC4|G1NVC4_MYOLU
OG0011141	sp|Q8K2V6|IPO11_MOUSE	tr|G1PJ15|G1PJ15_MYOLU
OG0011142	sp|Q8QZW3|F151A_MOUSE	tr|G1PQ21|G1PQ21_MYOLU
OG0011143	sp|Q8R0V5|I23O2_MOUSE	tr|G1PL65|G1PL65_MYOLU
OG0011144	sp|Q8R2R1|POMT1_MOUSE	tr|G1NV68|G1NV68_MYOLU
OG0011145	sp|Q8VCL2|SCO2_MOUSE	tr|G1PGD9|G1PGD9_MYOLU
OG0011146	sp|Q8VDI9|ALG9_MOUSE	tr|G1PVA4|G1PVA4_MYOLU
OG0011147	sp|Q8VIM4|BSND_MOUSE	tr|G1PMA2|G1PMA2_MYOLU
OG0011148	sp|Q9CQV1|TIM16_MOUSE	tr|G1PCH4|G1PCH4_MYOLU
OG0011149	sp|Q9CS00|CATIN_MOUSE	tr|G1P0D8|G1P0D8_MYOLU
OG0011150	sp|Q9CXE7|TMED5_MOUSE	tr|G1P5P9|G1P5P9_MYOLU
OG0011151	sp|Q9D2I5|ARMC9_MOUSE	tr|G1P4A3|G1P4A3_MYOLU
OG0011152	sp|Q9D7M8|RPB4_MOUSE	tr|G1P7Z2|G1P7Z2_MYOLU
OG0011153	sp|Q9JM62|REEP6_MOUSE	tr|G1P0V9|G1P0V9_MYOLU
OG0011154	sp|Q9Z0H0|CDC7_MOUSE	tr|G1PRF9|G1PRF9_MYOLU
OG0011155	sp|A2AGA4|RHBL2_MOUSE	tr|G1PEM5|G1PEM5_MYOLU
OG0011156	sp|A2ARV4|LRP2_MOUSE	tr|G1PEC2|G1PEC2_MYOLU
OG0011157	sp|B2RQC2|UBP42_MOUSE	tr|G1P126|G1P126_MYOLU
OG0011158	sp|B2RQE8|RHG42_MOUSE	tr|G1P8W3|G1P8W3_MYOLU
OG0011159	sp|E9Q5G3|KIF23_MOUSE	tr|G1P305|G1P305_MYOLU
OG0011160	sp|O08997|ATOX1_MOUSE	tr|G1PEB9|G1PEB9_MYOLU
OG0011161	sp|O35130|NEP1_MOUSE	tr|G1PD49|G1PD49_MYOLU
OG0011162	sp|O35604|NPC1_MOUSE	tr|G1P8K0|G1P8K0_MYOLU
OG0011163	sp|O35914|BNC1_MOUSE	tr|G1PR74|G1PR74_MYOLU
OG0011164	sp|P37172|ACVR1_MOUSE	tr|G1PFA1|G1PFA1_MYOLU
OG0011165	sp|P40201|CHD1_MOUSE	tr|G1PTP2|G1PTP2_MYOLU
OG0011166	sp|P59759|MRTFB_MOUSE	tr|G1NU51|G1NU51_MYOLU
OG0011167	sp|P60853|LZTS1_MOUSE	tr|G1PCN6|G1PCN6_MYOLU
OG0011168	sp|P70345|B2CL2_MOUSE	tr|G1P3J2|G1P3J2_MYOLU
OG0011169	sp|P83741|WNK1_MOUSE	tr|G1PUD9|G1PUD9_MYOLU
OG0011170	sp|P97306|STAC_MOUSE	tr|G1P0D4|G1P0D4_MYOLU
OG0011171	sp|P97412|LYST_MOUSE	tr|G1PNB3|G1PNB3_MYOLU
OG0011172	sp|Q059U7|INTU_MOUSE	tr|G1NZ81|G1NZ81_MYOLU
OG0011173	sp|Q07832|PLK1_MOUSE	tr|G1PJY4|G1PJY4_MYOLU
OG0011174	sp|Q3TXU5|DHYS_MOUSE	tr|G1PL03|G1PL03_MYOLU
OG0011175	sp|Q3U1D9|CD047_MOUSE	tr|G1P670|G1P670_MYOLU
OG0011176	sp|Q3U2A8|SYVM_MOUSE	tr|G1NXQ0|G1NXQ0_MYOLU
OG0011177	sp|Q3UJB9|EDC4_MOUSE	tr|G1P5Q4|G1P5Q4_MYOLU
OG0011178	sp|Q3UZ57|AXDN1_MOUSE	tr|G1PPJ9|G1PPJ9_MYOLU
OG0011179	sp|Q5DU31|ICEF1_MOUSE	tr|G1PGW4|G1PGW4_MYOLU
OG0011180	sp|Q60614|AA2BR_MOUSE	tr|G1NT41|G1NT41_MYOLU
OG0011181	sp|Q78XR0|TPC6A_MOUSE	tr|G1NXA8|G1NXA8_MYOLU
OG0011182	sp|Q80TL4|PHF24_MOUSE	tr|G1P694|G1P694_MYOLU
OG0011183	sp|Q80ZQ3|CH074_MOUSE	tr|G1NZU7|G1NZU7_MYOLU
OG0011184	sp|Q811S7|UBIP1_MOUSE	tr|G1PGV0|G1PGV0_MYOLU
OG0011185	sp|Q8BJ52|PLPR5_MOUSE	tr|G1PEQ8|G1PEQ8_MYOLU
OG0011186	sp|Q8BLM0|KLF8_MOUSE	tr|G1PV71|G1PV71_MYOLU
OG0011187	sp|Q8BR07|BICD1_MOUSE	tr|G1PE61|G1PE61_MYOLU
OG0011188	sp|Q8BUK6|HOOK3_MOUSE	tr|G1PID7|G1PID7_MYOLU
OG0011189	sp|Q8CB67|LRP11_MOUSE	tr|G1NXR7|G1NXR7_MYOLU
OG0011190	sp|Q8QZT1|THIL_MOUSE	tr|G1PHG8|G1PHG8_MYOLU
OG0011191	sp|Q8R2Y0|ABHD6_MOUSE	tr|G1PAY8|G1PAY8_MYOLU
OG0011192	sp|Q91V81|RBM42_MOUSE	tr|G1PI11|G1PI11_MYOLU
OG0011193	sp|Q923P0|COKA1_MOUSE	tr|G1PGP5|G1PGP5_MYOLU
OG0011194	sp|Q99J31|OPHN1_MOUSE	tr|G1NVQ3|G1NVQ3_MYOLU
OG0011195	sp|Q9CQT7|DESI1_MOUSE	tr|G1NY09|G1NY09_MYOLU
OG0011196	sp|Q9D6Y1|CCDC3_MOUSE	tr|G1PVS1|G1PVS1_MYOLU
OG0011197	sp|Q9DAE7|CK097_MOUSE	tr|G1PZ48|G1PZ48_MYOLU
OG0011198	sp|Q9DAX2|PLPP2_MOUSE	tr|G1Q165|G1Q165_MYOLU
OG0011199	sp|Q9ESK9|RBCC1_MOUSE	tr|G1PG02|G1PG02_MYOLU
OG0011200	sp|Q9ESP5|FEZF2_MOUSE	tr|G1P9P8|G1P9P8_MYOLU
OG0011201	sp|Q9JHK4|PGTA_MOUSE	tr|G1PRJ7|G1PRJ7_MYOLU
OG0011202	sp|Q9JIS3|SMCO4_MOUSE	tr|G1P879|G1P879_MYOLU
OG0011203	sp|Q9JJ48|ZC3H8_MOUSE	tr|G1P3F9|G1P3F9_MYOLU
OG0011204	sp|Q9JK81|MYG1_MOUSE	tr|G1PWJ4|G1PWJ4_MYOLU
OG0011205	sp|Q9JLM4|ZMYM3_MOUSE	tr|G1P8E9|G1P8E9_MYOLU
OG0011206	sp|Q9JMA9|S6A14_MOUSE	tr|G1P5P0|G1P5P0_MYOLU
OG0011207	sp|Q9QXL8|NDK7_MOUSE	tr|G1PF25|G1PF25_MYOLU
OG0011208	sp|Q9R045|ANGL2_MOUSE	tr|G1PV68|G1PV68_MYOLU
OG0011209	sp|Q9WU63|HEBP2_MOUSE	tr|G1PS20|G1PS20_MYOLU
OG0011210	tr|A0A3Q4EHH0|A0A3Q4EHH0_MOUSE	tr|G1Q8F5|G1Q8F5_MYOLU
OG0011211	sp|B0QZF7|PRCA1_MOUSE	tr|G1Q278|G1Q278_MYOLU
OG0011212	sp|O35988|SDC4_MOUSE	tr|G1Q1C8|G1Q1C8_MYOLU
OG0011213	sp|O88987|AKAP3_MOUSE	tr|G1NYR2|G1NYR2_MYOLU
OG0011214	sp|O89104|SYPL2_MOUSE	tr|G1PBL8|G1PBL8_MYOLU
OG0011215	sp|P09066|HME2_MOUSE	tr|G1P1S6|G1P1S6_MYOLU
OG0011216	sp|P0C6A2|MAMD1_MOUSE	tr|G1P4H2|G1P4H2_MYOLU
OG0011217	sp|P32211|ACM4_MOUSE	tr|G1QAR6|G1QAR6_MYOLU
OG0011218	sp|P35295|RAB20_MOUSE	tr|G1PXA5|G1PXA5_MYOLU
OG0011219	sp|P48410|ABCD1_MOUSE	tr|G1P2E0|G1P2E0_MYOLU
OG0011220	sp|P50431|GLYC_MOUSE	tr|G1NSV7|G1NSV7_MYOLU
OG0011221	sp|P51865|TDGF1_MOUSE	tr|G1PKT8|G1PKT8_MYOLU
OG0011222	sp|P51910|APOD_MOUSE	tr|G1NVV7|G1NVV7_MYOLU
OG0011223	sp|P53986|MOT1_MOUSE	tr|G1P4S8|G1P4S8_MYOLU
OG0011224	sp|Q08ED0|B2L15_MOUSE	tr|G1P9A0|G1P9A0_MYOLU
OG0011225	sp|Q09M05|CBPC4_MOUSE	tr|G1PL51|G1PL51_MYOLU
OG0011226	sp|Q3TPJ7|MIDN_MOUSE	tr|G1PYK9|G1PYK9_MYOLU
OG0011227	tr|Q3V061|Q3V061_MOUSE	tr|G1QB31|G1QB31_MYOLU
OG0011228	sp|Q60692|PSB6_MOUSE	tr|G1PSS5|G1PSS5_MYOLU
OG0011229	sp|Q69ZK5|KLH14_MOUSE	tr|G1NVQ8|G1NVQ8_MYOLU
OG0011230	sp|Q6GQX6|ANKS6_MOUSE	tr|G1NYA2|G1NYA2_MYOLU
OG0011231	sp|Q6RI63|F120B_MOUSE	tr|G1P3X5|G1P3X5_MYOLU
OG0011232	sp|Q810N5|CL060_MOUSE	tr|G1Q508|G1Q508_MYOLU
OG0011233	sp|Q8BFS6|CPPED_MOUSE	tr|G1PBT0|G1PBT0_MYOLU
OG0011234	sp|Q8BKY8|MTEF2_MOUSE	tr|G1PU82|G1PU82_MYOLU
OG0011235	sp|Q8BRH3|RHG19_MOUSE	tr|G1QDV7|G1QDV7_MYOLU
