Orthogroup	Mus_musculus	Macaca_nemestrina
OG0011414	sp|Q8BZB3|TM266_MOUSE	tr|A0A2K6BW03|A0A2K6BW03_MACNE
OG0011415	sp|Q91VT8|SIM14_MOUSE	tr|A0A2K6BWS4|A0A2K6BWS4_MACNE
OG0011416	sp|B2RXB2|HSBPL_MOUSE	tr|A0A2K6C2I5|A0A2K6C2I5_MACNE
OG0011417	sp|Q91ZJ0|MUS81_MOUSE	tr|A0A2K6C3U2|A0A2K6C3U2_MACNE
OG0011418	sp|Q924M5|BOLL_MOUSE	tr|A0A2K6C3U5|A0A2K6C3U5_MACNE
OG0011419	sp|Q03142|FGFR4_MOUSE	tr|A0A2K6C4E9|A0A2K6C4E9_MACNE
OG0011420	sp|D3Z423|R212B_MOUSE	tr|A0A2K6C4K7|A0A2K6C4K7_MACNE
OG0011421	sp|Q3UU41|SCIMP_MOUSE	tr|A0A2K6C5S1|A0A2K6C5S1_MACNE
OG0011422	tr|A0A0G2JG52|A0A0G2JG52_MOUSE	tr|A0A2K6C757|A0A2K6C757_MACNE
OG0011423	sp|Q3UZW7|EF2KT_MOUSE	tr|A0A2K6C8L4|A0A2K6C8L4_MACNE
OG0011424	sp|Q9D845|TEX9_MOUSE	tr|A0A2K6C970|A0A2K6C970_MACNE
OG0011425	sp|Q9JLF6|TGM1_MOUSE	tr|A0A2K6C9B9|A0A2K6C9B9_MACNE
OG0011426	sp|D3Z5L6|S18B1_MOUSE	tr|A0A2K6C9Z4|A0A2K6C9Z4_MACNE
OG0011427	sp|Q99N28|CADM3_MOUSE	tr|A0A2K6CAH4|A0A2K6CAH4_MACNE
OG0011428	sp|Q9R0Q9|MPU1_MOUSE	tr|A0A2K6CD13|A0A2K6CD13_MACNE
OG0011429	sp|Q9D187|CIA2B_MOUSE	tr|A0A2K6CFT2|A0A2K6CFT2_MACNE
OG0011430	sp|Q63961|EGLN_MOUSE	tr|A0A2K6CGM9|A0A2K6CGM9_MACNE
OG0011431	sp|Q91WV7|SLC31_MOUSE	tr|A0A2K6CJG8|A0A2K6CJG8_MACNE
OG0011432	sp|Q5FWI3|CEIP2_MOUSE	tr|A0A2K6CK10|A0A2K6CK10_MACNE
OG0011433	sp|Q6PG04|CCD82_MOUSE	tr|A0A2K6CN97|A0A2K6CN97_MACNE
OG0011434	sp|Q8K010|OPLA_MOUSE	tr|A0A2K6CPN6|A0A2K6CPN6_MACNE
OG0011435	sp|Q9DBQ7|PACE1_MOUSE	tr|A0A2K6CU22|A0A2K6CU22_MACNE
OG0011436	sp|Q5U431|GPR39_MOUSE	tr|A0A2K6D1H6|A0A2K6D1H6_MACNE
OG0011437	sp|Q9WTX4|NRG4_MOUSE	tr|A0A2K6D2Z2|A0A2K6D2Z2_MACNE
OG0011438	tr|O88325|O88325_MOUSE	tr|A0A2K6D3I6|A0A2K6D3I6_MACNE
OG0011439	sp|Q8K2W9|CN093_MOUSE	tr|A0A2K6D5U1|A0A2K6D5U1_MACNE
OG0011440	sp|Q7TSV6|AATC2_MOUSE	tr|A0A2K6D697|A0A2K6D697_MACNE
OG0011441	sp|Q9Z1E3|IKBA_MOUSE	tr|A0A2K6D9C1|A0A2K6D9C1_MACNE
OG0011442	sp|Q6P7W2|SHKB1_MOUSE	tr|A0A2K6D9T3|A0A2K6D9T3_MACNE
OG0011443	sp|B1AXD8|AKIR2_MOUSE	tr|A0A2K6DCY2|A0A2K6DCY2_MACNE
OG0011444	sp|Q3USH5|SFSWA_MOUSE	tr|A0A2K6DIG9|A0A2K6DIG9_MACNE
OG0011445	sp|Q8CDN1|CC020_MOUSE	tr|A0A2K6DKE0|A0A2K6DKE0_MACNE
OG0011446	sp|Q3UQV5|KBTB8_MOUSE	tr|A0A2K6DS95|A0A2K6DS95_MACNE
OG0011447	sp|Q9WU02|V1BR_MOUSE	tr|A0A2K6DTH3|A0A2K6DTH3_MACNE
OG0011448	sp|Q8BYR2|LATS1_MOUSE	tr|A0A2K6DTM5|A0A2K6DTM5_MACNE
OG0011449	sp|Q4V9Z5|SE6L2_MOUSE	tr|A0A2K6DUX6|A0A2K6DUX6_MACNE
OG0011450	sp|Q80UM7|MOGS_MOUSE	tr|A0A2K6DUZ6|A0A2K6DUZ6_MACNE
OG0011451	sp|Q99N48|SYTL3_MOUSE	tr|A0A2K6DX18|A0A2K6DX18_MACNE
OG0011452	sp|Q9CQS9|HAUS2_MOUSE	tr|A0A2K6DZ18|A0A2K6DZ18_MACNE
OG0011453	tr|A0A338P719|A0A338P719_MOUSE	tr|A0A2K6DZ26|A0A2K6DZ26_MACNE
OG0011454	sp|Q99J45|NRBP_MOUSE	tr|A0A2K6E303|A0A2K6E303_MACNE
OG0011455	sp|Q03391|NMDE4_MOUSE	tr|A0A2K6E318|A0A2K6E318_MACNE
OG0011456	sp|Q0KK55|KNDC1_MOUSE	tr|A0A2K6E4W8|A0A2K6E4W8_MACNE
OG0011457	sp|Q3TQF0|FBX31_MOUSE	tr|A0A2K6E587|A0A2K6E587_MACNE
OG0011458	sp|Q8BGW3|BHE23_MOUSE	tr|A0A2K6AMJ7|A0A2K6AMJ7_MACNE
OG0011459	sp|Q00993|UFO_MOUSE	tr|A0A2K6AMU0|A0A2K6AMU0_MACNE
OG0011460	sp|Q8BHJ7|GBRA5_MOUSE	tr|A0A2K6AN58|A0A2K6AN58_MACNE
OG0011461	sp|P08505|IL6_MOUSE	tr|A0A2K6ANK7|A0A2K6ANK7_MACNE
OG0011462	sp|Q9JJY4|DDX20_MOUSE	tr|A0A2K6AQ46|A0A2K6AQ46_MACNE
OG0011463	sp|Q0PHV7|DACT3_MOUSE	tr|A0A2K6AQB9|A0A2K6AQB9_MACNE
OG0011464	sp|Q99LH9|3BP5L_MOUSE	tr|A0A2K6AQS6|A0A2K6AQS6_MACNE
OG0011465	sp|Q9JIX9|FASTK_MOUSE	tr|A0A2K6ARV0|A0A2K6ARV0_MACNE
OG0011466	sp|Q5PT54|NTCP5_MOUSE	tr|A0A2K6AT27|A0A2K6AT27_MACNE
OG0011467	sp|Q8BP99|CA216_MOUSE	tr|A0A2K6ATM9|A0A2K6ATM9_MACNE
OG0011468	sp|Q99LY2|GDPD3_MOUSE	tr|A0A2K6ATW0|A0A2K6ATW0_MACNE
OG0011469	sp|Q03526|ITK_MOUSE	tr|A0A2K6AVK0|A0A2K6AVK0_MACNE
OG0011470	sp|Q9R1K7|TBD_MOUSE	tr|A0A2K6AZ12|A0A2K6AZ12_MACNE
OG0011471	sp|Q923W1|TGS1_MOUSE	tr|A0A2K6B1G1|A0A2K6B1G1_MACNE
OG0011472	sp|Q6P8W9|HMGB4_MOUSE	tr|A0A2K6B2E2|A0A2K6B2E2_MACNE
OG0011473	sp|Q6GQU6|LIGO3_MOUSE	tr|A0A2K6B317|A0A2K6B317_MACNE
OG0011474	sp|Q8CDS7|FA243_MOUSE	tr|A0A2K6B3B3|A0A2K6B3B3_MACNE
OG0011475	sp|P62876|RPAB5_MOUSE	tr|A0A2K6B3L6|A0A2K6B3L6_MACNE
OG0011476	sp|Q99JH1|RP25L_MOUSE	tr|A0A2K6B3M4|A0A2K6B3M4_MACNE
OG0011477	sp|Q9QZV9|NXT1_MOUSE	tr|A0A2K6B5J3|A0A2K6B5J3_MACNE
OG0011478	sp|Q91W45|PAI2B_MOUSE	tr|A0A2K6B6W9|A0A2K6B6W9_MACNE
OG0011479	sp|P09920|CSF3_MOUSE	tr|A0A2K6B755|A0A2K6B755_MACNE
OG0011480	sp|Q7TMM8|PAR16_MOUSE	tr|A0A2K6B914|A0A2K6B914_MACNE
OG0011481	sp|Q80TT2|BAIP3_MOUSE	tr|A0A2K6B9J4|A0A2K6B9J4_MACNE
OG0011482	sp|Q61211|EIF2D_MOUSE	tr|A0A2K6BA15|A0A2K6BA15_MACNE
OG0011483	sp|Q9D289|TPC6B_MOUSE	tr|A0A2K6BD72|A0A2K6BD72_MACNE
OG0011484	sp|Q6GQT5|T151A_MOUSE	tr|A0A2K6BGH7|A0A2K6BGH7_MACNE
OG0011485	sp|Q9CQT5|POMP_MOUSE	tr|A0A2K6BSZ8|A0A2K6BSZ8_MACNE
OG0011486	sp|Q78JW9|UBFD1_MOUSE	tr|A0A2K6BT96|A0A2K6BT96_MACNE
OG0011487	sp|P50283|CD7_MOUSE	tr|A0A2K6BZA0|A0A2K6BZA0_MACNE
OG0011488	sp|Q8C552|FA78A_MOUSE	tr|A0A2K6C6J0|A0A2K6C6J0_MACNE
OG0011489	sp|Q3TLI0|TPC10_MOUSE	tr|A0A2K6C6S1|A0A2K6C6S1_MACNE
OG0011490	sp|Q91VR7|MLP3A_MOUSE	tr|A0A2K6C6Z2|A0A2K6C6Z2_MACNE
OG0011491	sp|Q91XC0|AJUBA_MOUSE	tr|A0A2K6C8P4|A0A2K6C8P4_MACNE
OG0011492	tr|A2AJX0|A2AJX0_MOUSE	tr|A0A2K6CBI6|A0A2K6CBI6_MACNE
OG0011493	sp|O08808|DIAP1_MOUSE	tr|A0A2K6CD23|A0A2K6CD23_MACNE
OG0011494	sp|P36363|FGF7_MOUSE	tr|A0A2K6CE39|A0A2K6CE39_MACNE
OG0011495	sp|Q8C5L6|INP5K_MOUSE	tr|A0A2K6CIY2|A0A2K6CIY2_MACNE
OG0011496	sp|Q3URS3|LRCL1_MOUSE	tr|A0A2K6CJ40|A0A2K6CJ40_MACNE
OG0011497	sp|Q8CDL9|CCD87_MOUSE	tr|A0A2K6CJC9|A0A2K6CJC9_MACNE
OG0011498	sp|Q9D4K7|CC105_MOUSE	tr|A0A2K6CJN7|A0A2K6CJN7_MACNE
OG0011499	tr|Q3TBV4|Q3TBV4_MOUSE	tr|A0A2K6CRL5|A0A2K6CRL5_MACNE
OG0011500	sp|Q66JV7|CH058_MOUSE	tr|A0A2K6CUP1|A0A2K6CUP1_MACNE
OG0011501	sp|Q8BYW1|RHG25_MOUSE	tr|A0A2K6CV84|A0A2K6CV84_MACNE
OG0011502	sp|A9JSM3|TM238_MOUSE	tr|A0A2K6D0K4|A0A2K6D0K4_MACNE
OG0011503	sp|A0A1W2P884|CE85L_MOUSE	tr|A0A2K6D373|A0A2K6D373_MACNE
OG0011504	sp|Q3TDX8|NB5R4_MOUSE	tr|A0A2K6D4F9|A0A2K6D4F9_MACNE
OG0011505	sp|Q91ZK0|AP2D_MOUSE	tr|A0A2K6D6R6|A0A2K6D6R6_MACNE
OG0011506	sp|Q80UF9|OTOP3_MOUSE	tr|A0A2K6DAP6|A0A2K6DAP6_MACNE
OG0011507	sp|Q61644|PACN1_MOUSE	tr|A0A2K6DBN8|A0A2K6DBN8_MACNE
OG0011508	sp|Q3UX43|AN13C_MOUSE	tr|A0A2K6DG40|A0A2K6DG40_MACNE
OG0011509	sp|Q8R0N9|ZDHC1_MOUSE	tr|A0A2K6DIB0|A0A2K6DIB0_MACNE
OG0011510	sp|Q68FD9|K1549_MOUSE	tr|A0A2K6DIQ7|A0A2K6DIQ7_MACNE
OG0011511	sp|P56388|CART_MOUSE	tr|A0A2K6DLA0|A0A2K6DLA0_MACNE
OG0011512	sp|Q8BXQ3|LRTM1_MOUSE	tr|A0A2K6DMU1|A0A2K6DMU1_MACNE
OG0011513	sp|Q3ULZ2|FHDC1_MOUSE	tr|A0A2K6DN44|A0A2K6DN44_MACNE
OG0011514	sp|G3XA59|LRC32_MOUSE	tr|A0A2K6DNM3|A0A2K6DNM3_MACNE
OG0011515	sp|Q5EBG6|HSPB6_MOUSE	tr|A0A2K6DQ44|A0A2K6DQ44_MACNE
OG0011516	sp|Q505F5|LRC47_MOUSE	tr|A0A2K6DT19|A0A2K6DT19_MACNE
OG0011517	sp|Q00915|RET1_MOUSE	tr|A0A2K6DT39|A0A2K6DT39_MACNE
OG0011518	sp|Q8BIF0|C99L2_MOUSE	tr|A0A2K6DVY5|A0A2K6DVY5_MACNE
OG0011519	sp|Q9WUN2|TBK1_MOUSE	tr|A0A2K6DYC3|A0A2K6DYC3_MACNE
OG0011520	sp|Q9Z0F6|RAD9A_MOUSE	tr|A0A2K6DYU6|A0A2K6DYU6_MACNE
OG0011521	sp|Q5F204|MDH1B_MOUSE	tr|A0A2K6DZZ1|A0A2K6DZZ1_MACNE
OG0011522	sp|F8VPZ5|ERCC6_MOUSE	tr|A0A2K6E0W6|A0A2K6E0W6_MACNE
OG0011523	sp|Q3TMP8|TM38A_MOUSE	tr|A0A2K6E3F0|A0A2K6E3F0_MACNE
OG0011524	sp|Q8K0D2|HABP2_MOUSE	tr|A0A2K6E5N3|A0A2K6E5N3_MACNE
OG0011525	sp|Q9DBS5|KLC4_MOUSE	tr|A0A2K6E9A3|A0A2K6E9A3_MACNE
OG0011526	sp|Q99N84|RT18B_MOUSE	tr|A0A2K6EA38|A0A2K6EA38_MACNE
OG0011527	sp|Q9Z0Z3|SKP2_MOUSE	tr|A0A2K6EB17|A0A2K6EB17_MACNE
OG0011528	sp|Q9QXT1|DAPP1_MOUSE	tr|A0A2K6EBQ4|A0A2K6EBQ4_MACNE
OG0011529	sp|O09159|MA2B1_MOUSE	tr|A0A2K6EDE5|A0A2K6EDE5_MACNE
OG0011530	sp|P01580|IFNG_MOUSE	sp|P63311|IFNG_MACNE
OG0011531	sp|Q6TCG2|PAQR9_MOUSE	tr|A0A2K6AME6|A0A2K6AME6_MACNE
OG0011532	sp|Q99MX7|T121B_MOUSE	tr|A0A2K6AMF6|A0A2K6AMF6_MACNE
OG0011533	sp|Q8CGA0|PPM1F_MOUSE	tr|A0A2K6ANN6|A0A2K6ANN6_MACNE
OG0011534	sp|Q8BXT9|SC22C_MOUSE	tr|A0A2K6AQR9|A0A2K6AQR9_MACNE
OG0011535	sp|P0C7T6|ATX1L_MOUSE	tr|A0A2K6B015|A0A2K6B015_MACNE
OG0011536	tr|D3Z689|D3Z689_MOUSE	tr|A0A2K6B3B6|A0A2K6B3B6_MACNE
OG0011537	sp|P27612|PLAP_MOUSE	tr|A0A2K6B3U0|A0A2K6B3U0_MACNE
OG0011538	sp|Q9CZR3|TM40L_MOUSE	tr|A0A2K6B5A0|A0A2K6B5A0_MACNE
OG0011539	sp|Q64285|CEL_MOUSE	tr|A0A2K6B7H6|A0A2K6B7H6_MACNE
OG0011540	sp|Q9CXV0|ISL2_MOUSE	tr|A0A2K6B824|A0A2K6B824_MACNE
OG0011541	sp|Q80YV4|PANK4_MOUSE	tr|A0A2K6B8V2|A0A2K6B8V2_MACNE
OG0011542	sp|Q9R0S3|MMP17_MOUSE	tr|A0A2K6B9W0|A0A2K6B9W0_MACNE
OG0011543	sp|Q9JHG6|RCAN1_MOUSE	tr|A0A2K6BAC5|A0A2K6BAC5_MACNE
OG0011544	sp|Q7M6Z0|R4RL2_MOUSE	tr|A0A2K6BDX7|A0A2K6BDX7_MACNE
OG0011545	sp|Q9D600|PSF2_MOUSE	tr|A0A2K6BEQ3|A0A2K6BEQ3_MACNE
OG0011546	sp|Q60857|SC6A4_MOUSE	tr|A0A2K6BF32|A0A2K6BF32_MACNE
OG0011547	sp|Q9D009|LIPT2_MOUSE	tr|A0A2K6BGG6|A0A2K6BGG6_MACNE
OG0011548	sp|P56716|RP1_MOUSE	tr|A0A2K6BGY8|A0A2K6BGY8_MACNE
OG0011549	sp|Q3UW21|COLL2_MOUSE	tr|A0A2K6BIU0|A0A2K6BIU0_MACNE
OG0011550	sp|Q9ES34|UBE3B_MOUSE	tr|A0A2K6BJB3|A0A2K6BJB3_MACNE
OG0011551	sp|P34022|RANG_MOUSE	tr|A0A2K6BKU9|A0A2K6BKU9_MACNE
OG0011552	sp|Q05722|CO9A1_MOUSE	tr|A0A2K6BN52|A0A2K6BN52_MACNE
OG0011553	sp|Q6DID7|WLS_MOUSE	tr|A0A2K6BQH1|A0A2K6BQH1_MACNE
OG0011554	sp|O35083|PLCA_MOUSE	tr|A0A2K6BTR3|A0A2K6BTR3_MACNE
OG0011555	sp|Q6P9Q6|FKB15_MOUSE	tr|A0A2K6BVS6|A0A2K6BVS6_MACNE
OG0011556	sp|Q9WVB3|TLE6_MOUSE	tr|A0A2K6C056|A0A2K6C056_MACNE
OG0011557	sp|Q9CPU7|FBX32_MOUSE	tr|A0A2K6C0A4|A0A2K6C0A4_MACNE
OG0011558	sp|P47758|SRPRB_MOUSE	tr|A0A2K6C248|A0A2K6C248_MACNE
OG0011559	sp|P56812|PDCD5_MOUSE	tr|A0A2K6C3S2|A0A2K6C3S2_MACNE
OG0011560	sp|Q8BVZ1|PLIN5_MOUSE	tr|A0A2K6C4W1|A0A2K6C4W1_MACNE
OG0011561	sp|Q9EQ32|BCAP_MOUSE	tr|A0A2K6C5Z5|A0A2K6C5Z5_MACNE
OG0011562	sp|Q6PE65|GPT2L_MOUSE	tr|A0A2K6CIZ8|A0A2K6CIZ8_MACNE
OG0011563	sp|E9Q394|AKP13_MOUSE	tr|A0A2K6CNB5|A0A2K6CNB5_MACNE
OG0011564	sp|Q8C4S8|DEN2A_MOUSE	tr|A0A2K6CPN0|A0A2K6CPN0_MACNE
OG0011565	sp|Q8CF98|COL10_MOUSE	tr|A0A2K6CPN3|A0A2K6CPN3_MACNE
OG0011566	sp|Q60969|STYX_MOUSE	tr|A0A2K6CQT3|A0A2K6CQT3_MACNE
OG0011567	sp|Q8BKG3|PTK7_MOUSE	tr|A0A2K6CVA6|A0A2K6CVA6_MACNE
OG0011568	sp|P97428|RGS16_MOUSE	tr|A0A2K6CVY5|A0A2K6CVY5_MACNE
OG0011569	sp|P33435|MMP13_MOUSE	tr|A0A2K6CXW4|A0A2K6CXW4_MACNE
OG0011570	sp|Q91YJ2|SNX4_MOUSE	tr|A0A2K6D0X5|A0A2K6D0X5_MACNE
OG0011571	sp|Q8CF02|FM25C_MOUSE	tr|A0A2K6D1Y8|A0A2K6D1Y8_MACNE
OG0011572	sp|Q8C0I4|EPC2_MOUSE	tr|A0A2K6D6R4|A0A2K6D6R4_MACNE
OG0011573	sp|Q9D7V9|NAAA_MOUSE	tr|A0A2K6DDF8|A0A2K6DDF8_MACNE
OG0011574	sp|P0C6B7|IGSF6_MOUSE	tr|A0A2K6DDS4|A0A2K6DDS4_MACNE
OG0011575	sp|P62700|YPEL5_MOUSE	tr|A0A2K6DLT3|A0A2K6DLT3_MACNE
OG0011576	sp|Q61711|SIAL_MOUSE	tr|A0A2K6DMD7|A0A2K6DMD7_MACNE
OG0011577	sp|P63280|UBC9_MOUSE	tr|A0A2K6DML6|A0A2K6DML6_MACNE
OG0011578	sp|Q9Z0Y7|IRS4_MOUSE	tr|A0A2K6DS84|A0A2K6DS84_MACNE
OG0011579	sp|Q9CWK8|SNX2_MOUSE	tr|A0A2K6DSN2|A0A2K6DSN2_MACNE
OG0011580	sp|Q9DC71|RT15_MOUSE	tr|A0A2K6DTC7|A0A2K6DTC7_MACNE
OG0011581	sp|P97858|S35B1_MOUSE	tr|A0A2K6DUP1|A0A2K6DUP1_MACNE
OG0011582	sp|Q8C3I8|HGH1_MOUSE	tr|A0A2K6DVR8|A0A2K6DVR8_MACNE
OG0011583	sp|Q8BIG7|CMTD1_MOUSE	tr|A0A2K6E0Z6|A0A2K6E0Z6_MACNE
OG0011584	tr|Q8CGR4|Q8CGR4_MOUSE	tr|A0A2K6E551|A0A2K6E551_MACNE
OG0011585	tr|B2RTN2|B2RTN2_MOUSE	tr|A0A2K6E570|A0A2K6E570_MACNE
OG0011586	sp|Q8BID8|FXL14_MOUSE	tr|A0A2K6E7F7|A0A2K6E7F7_MACNE
OG0011587	sp|Q9D805|CAN9_MOUSE	tr|A0A2K6EAK5|A0A2K6EAK5_MACNE
OG0011588	tr|E9Q411|E9Q411_MOUSE	tr|A0A2K6EC19|A0A2K6EC19_MACNE
OG0011589	sp|Q6PDE7|GGT6_MOUSE	tr|A0A2K6ECB2|A0A2K6ECB2_MACNE
OG0011590	sp|Q80W15|IBPL1_MOUSE	tr|A0A2K6ANK2|A0A2K6ANK2_MACNE
OG0011591	sp|Q3TXZ1|ZN575_MOUSE	tr|A0A2K6AR31|A0A2K6AR31_MACNE
OG0011592	sp|Q80W94|MOGT2_MOUSE	tr|A0A2K6AWX7|A0A2K6AWX7_MACNE
OG0011593	sp|Q0VG85|CC162_MOUSE	tr|A0A2K6AXF4|A0A2K6AXF4_MACNE
OG0011594	sp|P63046|ST4A1_MOUSE	tr|A0A2K6AZ87|A0A2K6AZ87_MACNE
OG0011595	sp|A2A690|TANC2_MOUSE	tr|A0A2K6B590|A0A2K6B590_MACNE
OG0011596	sp|Q64277|BST1_MOUSE	tr|A0A2K6B699|A0A2K6B699_MACNE
OG0011597	sp|Q8CHP8|PGP_MOUSE	tr|A0A2K6B7L7|A0A2K6B7L7_MACNE
OG0011598	sp|Q4PNJ2|NKAI2_MOUSE	tr|A0A2K6B828|A0A2K6B828_MACNE
OG0011599	sp|A2ADF7|S2534_MOUSE	tr|A0A2K6BG47|A0A2K6BG47_MACNE
OG0011600	sp|O35887|CALU_MOUSE	tr|A0A2K6BGW8|A0A2K6BGW8_MACNE
OG0011601	sp|P55088|AQP4_MOUSE	tr|A0A2K6BHG0|A0A2K6BHG0_MACNE
OG0011602	sp|Q8BLQ9|CADM2_MOUSE	tr|A0A2K6BHN8|A0A2K6BHN8_MACNE
OG0011603	sp|Q6P5G6|UBXN7_MOUSE	tr|A0A2K6BNJ4|A0A2K6BNJ4_MACNE
OG0011604	sp|Q6PGH0|UBTD2_MOUSE	tr|A0A2K6BS65|A0A2K6BS65_MACNE
OG0011605	sp|P98064|MASP1_MOUSE	tr|A0A2K6BTX2|A0A2K6BTX2_MACNE
OG0011606	sp|Q6NZL0|SOGA3_MOUSE	tr|A0A2K6BUY0|A0A2K6BUY0_MACNE
OG0011607	sp|B2RS91|RRN3_MOUSE	tr|A0A2K6BWW6|A0A2K6BWW6_MACNE
OG0011608	sp|Q9D892|ITPA_MOUSE	tr|A0A2K6BX60|A0A2K6BX60_MACNE
OG0011609	sp|Q3UHJ0|AAK1_MOUSE	tr|A0A2K6BYA6|A0A2K6BYA6_MACNE
OG0011610	sp|Q8BND5|QSOX1_MOUSE	tr|A0A2K6C1J6|A0A2K6C1J6_MACNE
OG0011611	sp|Q9Z2Y8|PLPHP_MOUSE	tr|A0A2K6C636|A0A2K6C636_MACNE
OG0011612	sp|Q7TN33|CELF6_MOUSE	tr|A0A2K6C840|A0A2K6C840_MACNE
OG0011613	sp|Q8K0E7|SERC2_MOUSE	tr|A0A2K6CAM7|A0A2K6CAM7_MACNE
OG0011614	sp|P70371|TERF1_MOUSE	tr|A0A2K6CCX1|A0A2K6CCX1_MACNE
OG0011615	sp|Q8C145|S39A6_MOUSE	tr|A0A2K6CGA2|A0A2K6CGA2_MACNE
OG0011616	tr|Q9DBK7|Q9DBK7_MOUSE	tr|A0A2K6CGX4|A0A2K6CGX4_MACNE
OG0011617	sp|Q8VDL4|ADPGK_MOUSE	tr|A0A2K6CKM2|A0A2K6CKM2_MACNE
OG0011618	sp|Q91VP7|TM101_MOUSE	tr|A0A2K6CLA3|A0A2K6CLA3_MACNE
OG0011619	sp|Q9ERH8|S28A3_MOUSE	tr|A0A2K6CNW2|A0A2K6CNW2_MACNE
OG0011620	sp|P97805|FAM3D_MOUSE	tr|A0A2K6CQ97|A0A2K6CQ97_MACNE
OG0011621	sp|Q9JKD8|TBX21_MOUSE	tr|A0A2K6CRT5|A0A2K6CRT5_MACNE
OG0011622	sp|Q5SV77|GGNB2_MOUSE	tr|A0A2K6CSN4|A0A2K6CSN4_MACNE
OG0011623	tr|Q14BQ3|Q14BQ3_MOUSE	tr|A0A2K6CYN9|A0A2K6CYN9_MACNE
OG0011624	sp|A2ALU4|SHRM2_MOUSE	tr|A0A2K6CYQ5|A0A2K6CYQ5_MACNE
OG0011625	sp|Q8BFR1|ZCCHL_MOUSE	tr|A0A2K6D1R2|A0A2K6D1R2_MACNE
OG0011626	sp|Q9CZ49|KLH35_MOUSE	tr|A0A2K6D282|A0A2K6D282_MACNE
OG0011627	sp|Q9CQC4|TM216_MOUSE	tr|A0A2K6D2G1|A0A2K6D2G1_MACNE
OG0011628	sp|Q7TQ62|PODN_MOUSE	tr|A0A2K6D6T4|A0A2K6D6T4_MACNE
OG0011629	sp|Q9WTQ8|TIM23_MOUSE	tr|A0A2K6D8X8|A0A2K6D8X8_MACNE
OG0011630	sp|Q8BVN0|CC122_MOUSE	tr|A0A2K6DBE6|A0A2K6DBE6_MACNE
OG0011631	sp|Q3ULF4|SPG7_MOUSE	tr|A0A2K6DE46|A0A2K6DE46_MACNE
OG0011632	sp|Q8BIV7|S45A1_MOUSE	tr|A0A2K6DE79|A0A2K6DE79_MACNE
OG0011633	sp|Q60829|PPR1B_MOUSE	tr|A0A2K6DIE7|A0A2K6DIE7_MACNE
OG0011634	sp|Q9WTT4|VATG2_MOUSE	tr|A0A2K6DJG0|A0A2K6DJG0_MACNE
OG0011635	sp|Q8BGV4|TTI2_MOUSE	tr|A0A2K6DMX9|A0A2K6DMX9_MACNE
OG0011636	sp|Q9EPM5|SYNCI_MOUSE	tr|A0A2K6DQC8|A0A2K6DQC8_MACNE
OG0011637	sp|Q3U2S4|OTUD5_MOUSE	tr|A0A2K6DSP0|A0A2K6DSP0_MACNE
OG0011638	sp|P55099|TKNK_MOUSE	tr|A0A2K6DVU0|A0A2K6DVU0_MACNE
OG0011639	sp|O35633|VIAAT_MOUSE	tr|A0A2K6DZK6|A0A2K6DZK6_MACNE
OG0011640	sp|P27782|LEF1_MOUSE	tr|A0A2K6DZX7|A0A2K6DZX7_MACNE
OG0011641	sp|Q921H9|COA7_MOUSE	tr|A0A2K6E2J8|A0A2K6E2J8_MACNE
OG0011642	tr|B9EKF4|B9EKF4_MOUSE	tr|A0A2K6E444|A0A2K6E444_MACNE
OG0011643	sp|Q7M729|SCN4B_MOUSE	tr|A0A2K6E4I7|A0A2K6E4I7_MACNE
OG0011644	sp|Q9DA17|TSG13_MOUSE	tr|A0A2K6E4W3|A0A2K6E4W3_MACNE
OG0011645	sp|Q99KP6|PRP19_MOUSE	tr|A0A2K6E6E4|A0A2K6E6E4_MACNE
OG0011646	sp|P62746|RHOB_MOUSE	tr|A0A2K6ANY1|A0A2K6ANY1_MACNE
OG0011647	sp|Q8C4V1|RHG24_MOUSE	tr|A0A2K6AR12|A0A2K6AR12_MACNE
OG0011648	sp|Q60687|FSHB_MOUSE	tr|A0A2K6ASM4|A0A2K6ASM4_MACNE
OG0011649	sp|Q9CWP8|DPOD4_MOUSE	tr|A0A2K6AUP9|A0A2K6AUP9_MACNE
OG0011650	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|A0A2K6B056|A0A2K6B056_MACNE
OG0011651	sp|Q9ERF3|WDR61_MOUSE	tr|A0A2K6B057|A0A2K6B057_MACNE
OG0011652	sp|P62818|S10A3_MOUSE	tr|A0A2K6B292|A0A2K6B292_MACNE
OG0011653	sp|P52194|CLGN_MOUSE	tr|A0A2K6B3V7|A0A2K6B3V7_MACNE
OG0011654	sp|Q9WV96|T10B_MOUSE	tr|A0A2K6B4D3|A0A2K6B4D3_MACNE
OG0011655	sp|A2ACG1|TLDC2_MOUSE	tr|A0A2K6B5H1|A0A2K6B5H1_MACNE
OG0011656	sp|Q8K1C9|LRC41_MOUSE	tr|A0A2K6B740|A0A2K6B740_MACNE
OG0011657	sp|Q99K24|S39A3_MOUSE	tr|A0A2K6B8V4|A0A2K6B8V4_MACNE
OG0011658	sp|P56695|WFS1_MOUSE	tr|A0A2K6BK30|A0A2K6BK30_MACNE
OG0011659	sp|Q5VCS6|TDRD5_MOUSE	tr|A0A2K6BM55|A0A2K6BM55_MACNE
OG0011660	sp|Q5XPI3|RN123_MOUSE	tr|A0A2K6BNB1|A0A2K6BNB1_MACNE
