Orthogroup	Mus_musculus	Tursiops_truncatus
OG0010810	sp|Q91ZV0|MIA2_MOUSE	tr|A0A2U4AF56|A0A2U4AF56_TURTR
OG0010811	sp|Q99JN2|KLH22_MOUSE	tr|A0A6J3PSZ5|A0A6J3PSZ5_TURTR
OG0010812	sp|Q99JW5|EPCAM_MOUSE	tr|A0A2U3V045|A0A2U3V045_TURTR
OG0010813	sp|Q9CPP0|NPM3_MOUSE	tr|A0A2U3V4G1|A0A2U3V4G1_TURTR
OG0010814	sp|Q9CY34|UB2FA_MOUSE	tr|A0A2U3V8Z2|A0A2U3V8Z2_TURTR
OG0010815	sp|Q9D0J4|ARL2_MOUSE	tr|A0A2U4CAZ7|A0A2U4CAZ7_TURTR
OG0010816	sp|Q9D3W1|RSP14_MOUSE	tr|A0A6J3PSM3|A0A6J3PSM3_TURTR
OG0010817	sp|Q9D3W4|GPN3_MOUSE	tr|A0A2U3UYR7|A0A2U3UYR7_TURTR
OG0010818	sp|Q9D6Y4|BORC8_MOUSE	tr|A0A6J3R5T4|A0A6J3R5T4_TURTR
OG0010819	sp|Q9D787|PPIL2_MOUSE	tr|A0A6J3PTE9|A0A6J3PTE9_TURTR
OG0010820	sp|Q9D7V1|SH24A_MOUSE	tr|A0A6J3QR41|A0A6J3QR41_TURTR
OG0010821	sp|Q9D8X0|MANBL_MOUSE	tr|A0A2U3V114|A0A2U3V114_TURTR
OG0010822	sp|Q9DAU1|CNPY3_MOUSE	tr|A0A6J3S084|A0A6J3S084_TURTR
OG0010823	sp|Q9EQG3|SCEL_MOUSE	tr|A0A6J3QAR7|A0A6J3QAR7_TURTR
OG0010824	sp|Q9ER72|SYCC_MOUSE	tr|A0A6J3RRZ7|A0A6J3RRZ7_TURTR
OG0010825	sp|Q9JHU2|PALMD_MOUSE	tr|A0A2U4A2V4|A0A2U4A2V4_TURTR
OG0010826	sp|Q9JI78|NGLY1_MOUSE	tr|A0A2U4CFL4|A0A2U4CFL4_TURTR
OG0010827	sp|Q9JIZ9|PLS3_MOUSE	tr|A0A6J3QK59|A0A6J3QK59_TURTR
OG0010828	sp|Q9QY81|PO210_MOUSE	tr|A0A6J3S3I5|A0A6J3S3I5_TURTR
OG0010829	tr|Q9QZ18|Q9QZ18_MOUSE	tr|A0A6J3RHR9|A0A6J3RHR9_TURTR
OG0010830	sp|Q9R182|ANGL3_MOUSE	tr|A0A6J3S3U2|A0A6J3S3U2_TURTR
OG0010831	sp|Q9R1A8|COP1_MOUSE	tr|A0A2U4CR20|A0A2U4CR20_TURTR
OG0010832	sp|Q9Z1P8|ANGL4_MOUSE	tr|A0A6J3R6G1|A0A6J3R6G1_TURTR
OG0010833	sp|A0JLY1|CF210_MOUSE	tr|A0A2U3V124|A0A2U3V124_TURTR
OG0010834	tr|A2A5F7|A2A5F7_MOUSE	tr|A0A6J3QNJ1|A0A6J3QNJ1_TURTR
OG0010836	tr|B9EJW5|B9EJW5_MOUSE	tr|A0A2U4ADI8|A0A2U4ADI8_TURTR
OG0010837	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|A0A6J3PTG2|A0A6J3PTG2_TURTR
OG0010838	tr|E9QAS1|E9QAS1_MOUSE	tr|A0A2U4A0M5|A0A2U4A0M5_TURTR
OG0010839	tr|G3XA30|G3XA30_MOUSE	tr|A0A2U3V7U1|A0A2U3V7U1_TURTR
OG0010840	sp|O08785|CLOCK_MOUSE	tr|A0A6J3RDU0|A0A6J3RDU0_TURTR
OG0010841	sp|O35295|PURB_MOUSE	tr|A0A2U4BN77|A0A2U4BN77_TURTR
OG0010842	sp|O35714|TNR18_MOUSE	tr|A0A6J3QI74|A0A6J3QI74_TURTR
OG0010843	sp|P07214|SPRC_MOUSE	tr|A0A6J3R3M8|A0A6J3R3M8_TURTR
OG0010844	sp|P56974|NRG2_MOUSE	tr|A0A6J3R586|A0A6J3R586_TURTR
OG0010845	sp|P58281|OPA1_MOUSE	tr|A0A2U4ACH9|A0A2U4ACH9_TURTR
OG0010846	sp|P58854|GCP3_MOUSE	tr|A0A6J3QC08|A0A6J3QC08_TURTR
OG0010847	sp|Q3TB48|TM104_MOUSE	tr|A0A6J3QMU0|A0A6J3QMU0_TURTR
OG0010848	sp|Q3TC72|FAHD2_MOUSE	tr|A0A6J3PW17|A0A6J3PW17_TURTR
OG0010849	sp|Q3U1V6|UEVLD_MOUSE	tr|A0A2U4CDS8|A0A2U4CDS8_TURTR
OG0010850	sp|Q3U595|CV039_MOUSE	tr|A0A2U4ALG4|A0A2U4ALG4_TURTR
OG0010851	sp|Q3UMZ3|PLPP5_MOUSE	tr|A0A2U3UZA7|A0A2U3UZA7_TURTR
OG0010852	sp|Q3URY0|RTL4_MOUSE	tr|A0A6J3QSH1|A0A6J3QSH1_TURTR
OG0010853	tr|Q3V118|Q3V118_MOUSE	tr|A0A2U4A4F8|A0A2U4A4F8_TURTR
OG0010854	sp|Q5EBH1|RASF5_MOUSE	tr|A0A6J3R1E1|A0A6J3R1E1_TURTR
OG0010855	sp|Q5U4E2|REPI1_MOUSE	tr|A0A6J3RXT4|A0A6J3RXT4_TURTR
OG0010856	sp|Q60931|VDAC3_MOUSE	tr|A0A2U3UZ92|A0A2U3UZ92_TURTR
OG0010857	sp|Q61743|KCJ11_MOUSE	tr|A0A2U3V3F4|A0A2U3V3F4_TURTR
OG0010858	sp|Q62132|PTPRR_MOUSE	tr|A0A6J3S5F3|A0A6J3S5F3_TURTR
OG0010859	sp|Q64441|CP24A_MOUSE	tr|A0A2U4C2E2|A0A2U4C2E2_TURTR
OG0010860	sp|Q64739|COBA2_MOUSE	tr|A0A6J3RYG1|A0A6J3RYG1_TURTR
OG0010861	sp|Q6GQT9|NOMO1_MOUSE	tr|A0A6J3Q3W5|A0A6J3Q3W5_TURTR
OG0010862	sp|Q6NSR3|ADCK2_MOUSE	tr|A0A6J3RY90|A0A6J3RY90_TURTR
OG0010863	sp|Q6PCL9|PAPOG_MOUSE	tr|A0A2U4BYM9|A0A2U4BYM9_TURTR
OG0010864	sp|Q6PFG8|OLIG3_MOUSE	tr|A0A2U3V587|A0A2U3V587_TURTR
OG0010865	sp|Q6PFH3|DCA15_MOUSE	tr|A0A6J3R6J1|A0A6J3R6J1_TURTR
OG0010866	sp|Q6S5J6|KRIT1_MOUSE	tr|A0A2U4AP92|A0A2U4AP92_TURTR
OG0010867	sp|Q769J6|ATS13_MOUSE	tr|A0A6J3RJV9|A0A6J3RJV9_TURTR
OG0010868	sp|Q7TNG8|LDHD_MOUSE	tr|A0A2U4BU10|A0A2U4BU10_TURTR
OG0010869	sp|Q7TQF7|AMPH_MOUSE	tr|A0A6J3RW64|A0A6J3RW64_TURTR
OG0010870	sp|Q7TT15|GLT17_MOUSE	tr|A0A6J3PZX3|A0A6J3PZX3_TURTR
OG0010871	sp|Q80WQ6|RHDF2_MOUSE	tr|A0A6J3QN72|A0A6J3QN72_TURTR
OG0010872	sp|Q8BRH0|TMTC3_MOUSE	tr|A0A6J3S6U5|A0A6J3S6U5_TURTR
OG0010873	sp|Q8CH36|S36A4_MOUSE	tr|A0A2U3V744|A0A2U3V744_TURTR
OG0010874	sp|Q8JZL1|I17RD_MOUSE	tr|A0A2U4CD24|A0A2U4CD24_TURTR
OG0010875	sp|Q8JZM4|DNER_MOUSE	tr|A0A2U4AE04|A0A2U4AE04_TURTR
OG0010876	sp|Q8R033|LYRM2_MOUSE	tr|A0A6J3SAE1|A0A6J3SAE1_TURTR
OG0010877	sp|Q8R4H7|NAGS_MOUSE	tr|A0A6J3QNJ4|A0A6J3QNJ4_TURTR
OG0010878	sp|Q8R5K2|UBP33_MOUSE	tr|A0A2U4A2C2|A0A2U4A2C2_TURTR
OG0010879	sp|Q99LJ2|ABTB1_MOUSE	tr|A0A6J3S3J8|A0A6J3S3J8_TURTR
OG0010880	sp|Q99MS8|TPGS1_MOUSE	tr|A0A2U3V0R0|A0A2U3V0R0_TURTR
OG0010881	sp|Q99PQ2|TRI11_MOUSE	tr|A0A6J3R6P3|A0A6J3R6P3_TURTR
OG0010882	sp|Q99PW8|KIF17_MOUSE	tr|A0A6J3Q6M4|A0A6J3Q6M4_TURTR
OG0010883	sp|Q9CR09|UFC1_MOUSE	tr|A0A2U4B3X8|A0A2U4B3X8_TURTR
OG0010884	sp|Q9CR42|ANKR1_MOUSE	tr|A0A2U3V9E7|A0A2U3V9E7_TURTR
OG0010885	sp|Q9CWG8|NDUF7_MOUSE	tr|A0A2U3V0Q6|A0A2U3V0Q6_TURTR
OG0010886	sp|Q9CY18|SNX7_MOUSE	tr|A0A2U4A4N9|A0A2U4A4N9_TURTR
OG0010887	sp|Q9D0F1|NDC80_MOUSE	tr|A0A2U3V4S6|A0A2U3V4S6_TURTR
OG0010888	sp|Q9DA37|SAMD8_MOUSE	tr|A0A6J3Q7F1|A0A6J3Q7F1_TURTR
OG0010890	sp|Q9DCM2|GSTK1_MOUSE	tr|A0A2U4B883|A0A2U4B883_TURTR
OG0010891	sp|Q9EPB5|SERHL_MOUSE	tr|A0A6J3S4G6|A0A6J3S4G6_TURTR
OG0010892	sp|Q9EQ32|BCAP_MOUSE	tr|A0A2U4BPX3|A0A2U4BPX3_TURTR
OG0010893	sp|Q9JIP3|I17RB_MOUSE	tr|A0A6J3RYJ7|A0A6J3RYJ7_TURTR
OG0010894	sp|Q9JJG7|CABP8_MOUSE	tr|A0A2U4A930|A0A2U4A930_TURTR
OG0010895	sp|Q9JLZ6|HIC2_MOUSE	tr|A0A6J3PSV3|A0A6J3PSV3_TURTR
OG0010896	sp|A0A087WPF7|AUTS2_MOUSE	tr|A0A6J3Q0F0|A0A6J3Q0F0_TURTR
OG0010897	sp|A0A5F8MPE6|CX058_MOUSE	tr|A0A2U4AQN4|A0A2U4AQN4_TURTR
OG0010898	sp|B2RPY5|GP161_MOUSE	tr|A0A6J3RA42|A0A6J3RA42_TURTR
OG0010899	tr|E9Q368|E9Q368_MOUSE	tr|A0A2U4BVC9|A0A2U4BVC9_TURTR
OG0010900	sp|E9Q3S4|M3K19_MOUSE	tr|A0A2U4AJL8|A0A2U4AJL8_TURTR
OG0010901	sp|J3S6Y1|TSEAR_MOUSE	tr|A0A6J3RC84|A0A6J3RC84_TURTR
OG0010902	sp|O35348|COLQ_MOUSE	tr|A0A2U4B9S4|A0A2U4B9S4_TURTR
OG0010903	sp|O88559|MEN1_MOUSE	tr|A0A6J3RQP3|A0A6J3RQP3_TURTR
OG0010904	sp|P07321|EPO_MOUSE	tr|A0A6J3Q048|A0A6J3Q048_TURTR
OG0010905	sp|P0C6B2|PTCRA_MOUSE	tr|A0A6J3RZ68|A0A6J3RZ68_TURTR
OG0010906	sp|P10598|CASB_MOUSE	tr|A0A6J3RCK8|A0A6J3RCK8_TURTR
OG0010907	sp|P19437|CD20_MOUSE	tr|A0A2U4CFA3|A0A2U4CFA3_TURTR
OG0010909	sp|P49582|ACHA7_MOUSE	tr|A0A2U4CMZ6|A0A2U4CMZ6_TURTR
OG0010910	sp|P56388|CART_MOUSE	tr|A0A2U4AUZ6|A0A2U4AUZ6_TURTR
OG0010911	sp|P62500|T22D1_MOUSE	tr|A0A2U4BFX6|A0A2U4BFX6_TURTR
OG0010912	sp|Q03963|E2AK2_MOUSE	tr|A0A2U4BZL3|A0A2U4BZL3_TURTR
OG0010913	sp|Q05910|ADAM8_MOUSE	tr|A0A6J3Q7N3|A0A6J3Q7N3_TURTR
OG0010914	sp|Q3TLI0|TPC10_MOUSE	tr|A0A6J3RC40|A0A6J3RC40_TURTR
OG0010915	sp|Q3U2E2|ZMYM5_MOUSE	tr|A0A2U4BH18|A0A2U4BH18_TURTR
OG0010916	sp|Q3UUE9|ANKUB_MOUSE	tr|A0A2U4B9F0|A0A2U4B9F0_TURTR
OG0010917	sp|Q3V2A7|QRIC2_MOUSE	tr|A0A6J3QJH3|A0A6J3QJH3_TURTR
OG0010918	sp|Q4FK66|PR38A_MOUSE	tr|A0A2U4BJG5|A0A2U4BJG5_TURTR
OG0010919	sp|Q5SFM8|RBM27_MOUSE	tr|A0A2U4AGU1|A0A2U4AGU1_TURTR
OG0010920	sp|Q5SW28|PI3R5_MOUSE	tr|A0A6J3QLM3|A0A6J3QLM3_TURTR
OG0010921	sp|Q60680|IKKA_MOUSE	tr|A0A2U4BQE9|A0A2U4BQE9_TURTR
OG0010922	sp|Q61136|PRP4B_MOUSE	tr|A0A2U4C5E8|A0A2U4C5E8_TURTR
OG0010924	sp|Q6NS65|GPR17_MOUSE	tr|A0A2U3V3Y4|A0A2U3V3Y4_TURTR
OG0010925	sp|Q6PB75|PAPD7_MOUSE	tr|A0A6J3R1L8|A0A6J3R1L8_TURTR
OG0010926	sp|Q7TPD2|F185A_MOUSE	tr|A0A2U4BSA3|A0A2U4BSA3_TURTR
OG0010927	sp|Q8BG40|KTNB1_MOUSE	tr|A0A6J3QFH0|A0A6J3QFH0_TURTR
OG0010928	sp|Q8BHK2|SCN3B_MOUSE	tr|A0A2U4BVY3|A0A2U4BVY3_TURTR
OG0010929	sp|Q8BRG6|KLH24_MOUSE	tr|A0A2U4C8S6|A0A2U4C8S6_TURTR
OG0010930	sp|Q8BYJ6|TBCD4_MOUSE	tr|A0A2U4A6U8|A0A2U4A6U8_TURTR
OG0010931	sp|Q8CEF1|FEM1C_MOUSE	tr|A0A2U4BTD6|A0A2U4BTD6_TURTR
OG0010932	sp|Q8CHX6|MBTP2_MOUSE	tr|A0A6J3QSR8|A0A6J3QSR8_TURTR
OG0010933	sp|Q8R0F6|ILKAP_MOUSE	tr|A0A2U4ADM0|A0A2U4ADM0_TURTR
OG0010934	sp|Q8R0Z6|ANGL6_MOUSE	tr|A0A2U4B5W2|A0A2U4B5W2_TURTR
OG0010935	sp|Q8R1Q8|DC1L1_MOUSE	tr|A0A2U4CAJ3|A0A2U4CAJ3_TURTR
OG0010936	sp|Q8VCF0|MAVS_MOUSE	tr|A0A6J3PZC1|A0A6J3PZC1_TURTR
OG0010937	sp|Q8VDV0|ITGBL_MOUSE	tr|A0A6J3QAB3|A0A6J3QAB3_TURTR
OG0010938	sp|Q91W78|USB1_MOUSE	tr|A0A2U4BDZ5|A0A2U4BDZ5_TURTR
OG0010939	sp|Q91YP6|ELMD3_MOUSE	tr|A0A6J3PXE1|A0A6J3PXE1_TURTR
OG0010940	sp|Q99JG3|ANX13_MOUSE	tr|A0A6J3Q8P1|A0A6J3Q8P1_TURTR
OG0010941	sp|Q99KE8|ZFP64_MOUSE	tr|A0A2U4C1V5|A0A2U4C1V5_TURTR
OG0010942	sp|Q9CPV9|P2Y12_MOUSE	tr|A0A2U4B9N1|A0A2U4B9N1_TURTR
OG0010943	sp|Q9D1C8|VPS28_MOUSE	tr|A0A6J3Q812|A0A6J3Q812_TURTR
OG0010944	sp|Q9DCT8|CRIP2_MOUSE	tr|A0A6J3QW01|A0A6J3QW01_TURTR
OG0010945	sp|Q9EQN9|S19A2_MOUSE	tr|A0A2U3V7T4|A0A2U3V7T4_TURTR
OG0010946	sp|Q9JIG7|CCD22_MOUSE	tr|A0A6J3QRW4|A0A6J3QRW4_TURTR
OG0010947	sp|Q9JJ78|TOPK_MOUSE	tr|A0A2U4BUM4|A0A2U4BUM4_TURTR
OG0010948	sp|Q9JK95|PERP_MOUSE	tr|A0A2U4CNR1|A0A2U4CNR1_TURTR
OG0010949	sp|Q9JKV7|EXTL1_MOUSE	tr|A0A6J3Q399|A0A6J3Q399_TURTR
OG0010950	sp|Q9QYJ1|SIA7E_MOUSE	tr|A0A2U4A299|A0A2U4A299_TURTR
OG0010951	sp|Q9QZN3|FBX8_MOUSE	tr|A0A2U3V709|A0A2U3V709_TURTR
OG0010952	sp|Q9R0S2|MMP24_MOUSE	tr|A0A6J3Q3W2|A0A6J3Q3W2_TURTR
OG0010953	sp|Q9Z0L0|TPBG_MOUSE	tr|A0A2U4AVC2|A0A2U4AVC2_TURTR
OG0010954	sp|A2AKB4|FRPD1_MOUSE	tr|A0A2U4CGY0|A0A2U4CGY0_TURTR
OG0010955	sp|B1AXP6|TOM5_MOUSE	tr|A0A2U4CGJ4|A0A2U4CGJ4_TURTR
OG0010956	sp|B2RRE7|OTUD4_MOUSE	tr|A0A2U4AMN8|A0A2U4AMN8_TURTR
OG0010957	sp|B2RWJ3|TM240_MOUSE	tr|A0A6J3QGA7|A0A6J3QGA7_TURTR
OG0010958	tr|F8VQK3|F8VQK3_MOUSE	tr|A0A6J3RTU9|A0A6J3RTU9_TURTR
OG0010959	sp|O08795|GLU2B_MOUSE	tr|A0A6J3R8G0|A0A6J3R8G0_TURTR
OG0010960	sp|O09172|GSH0_MOUSE	tr|A0A2U3V3U5|A0A2U3V3U5_TURTR
OG0010961	sp|O35681|SYT3_MOUSE	tr|A0A6J3QG98|A0A6J3QG98_TURTR
OG0010962	sp|O54915|NR1I2_MOUSE	tr|A0A6J3RAP1|A0A6J3RAP1_TURTR
OG0010963	sp|O55111|DSG2_MOUSE	tr|A0A2U4AYG0|A0A2U4AYG0_TURTR
OG0010964	sp|O70433|FHL2_MOUSE	tr|A0A6J3PVU2|A0A6J3PVU2_TURTR
OG0010965	sp|P09021|HXA5_MOUSE	tr|A0A2U4ALY2|A0A2U4ALY2_TURTR
OG0010966	sp|P16305|GBRA6_MOUSE	tr|A0A2U3V875|A0A2U3V875_TURTR
OG0010967	sp|P24270|CATA_MOUSE	tr|A0A6J3RPY4|A0A6J3RPY4_TURTR
OG0010968	sp|P24788|CD11B_MOUSE	tr|A0A6J3QEW4|A0A6J3QEW4_TURTR
OG0010969	sp|P31313|HXC11_MOUSE	tr|A0A6J3S7R3|A0A6J3S7R3_TURTR
OG0010970	sp|P47806|GLI1_MOUSE	tr|A0A6J3S635|A0A6J3S635_TURTR
OG0010971	sp|P54099|DPOG1_MOUSE	tr|A0A6J3R0K9|A0A6J3R0K9_TURTR
OG0010972	sp|P59438|HPS5_MOUSE	tr|A0A2U4CE67|A0A2U4CE67_TURTR
OG0010973	sp|P97864|CASP7_MOUSE	tr|A0A2U3V2B6|A0A2U3V2B6_TURTR
OG0010974	sp|Q00422|GABPA_MOUSE	tr|A0A2U3V3A6|A0A2U3V3A6_TURTR
OG0010975	sp|Q03526|ITK_MOUSE	tr|A0A2U4AHD8|A0A2U4AHD8_TURTR
OG0010976	sp|Q07076|ANXA7_MOUSE	tr|A0A2U4BEW2|A0A2U4BEW2_TURTR
OG0010977	sp|Q07235|GDN_MOUSE	tr|A0A6J3RPW1|A0A6J3RPW1_TURTR
OG0010978	sp|Q08376|ZBT14_MOUSE	tr|A0A2U4A5T4|A0A2U4A5T4_TURTR
OG0010979	sp|Q0P5V9|S45A4_MOUSE	tr|A0A6J3Q8K4|A0A6J3Q8K4_TURTR
OG0010980	sp|Q3TMH2|SCRN3_MOUSE	tr|A0A2U4ABG5|A0A2U4ABG5_TURTR
OG0010981	sp|Q3UQ84|SYTM_MOUSE	tr|A0A2U4A3W0|A0A2U4A3W0_TURTR
OG0010982	sp|Q4VAH7|HECA2_MOUSE	tr|A0A2U4AQ99|A0A2U4AQ99_TURTR
OG0010983	sp|Q60571|CRHBP_MOUSE	tr|A0A6J3R2B7|A0A6J3R2B7_TURTR
OG0010984	sp|Q60865|CAPR1_MOUSE	tr|A0A2U4CE33|A0A2U4CE33_TURTR
OG0010985	sp|Q61221|HIF1A_MOUSE	tr|A0A2U4ACD6|A0A2U4ACD6_TURTR
OG0010986	sp|Q61526|ERBB3_MOUSE	tr|A0A2U4CQI1|A0A2U4CQI1_TURTR
OG0010987	sp|Q6DFV1|CNDG2_MOUSE	tr|A0A6J3RXZ0|A0A6J3RXZ0_TURTR
OG0010988	sp|Q6P8J2|SAT2_MOUSE	tr|A0A2U3UYL5|A0A2U3UYL5_TURTR
OG0010989	sp|Q76LL6|FHOD3_MOUSE	tr|A0A6J3PTQ9|A0A6J3PTQ9_TURTR
OG0010990	sp|Q80XU8|LRFN4_MOUSE	tr|A0A2U4BIU3|A0A2U4BIU3_TURTR
OG0010991	sp|Q8BMS4|COQ3_MOUSE	tr|A0A2U4AVP0|A0A2U4AVP0_TURTR
OG0010992	sp|Q8BW72|KDM4A_MOUSE	tr|A0A6J3SA15|A0A6J3SA15_TURTR
OG0010993	sp|Q8C0L0|TMX4_MOUSE	tr|A0A6J3Q432|A0A6J3Q432_TURTR
OG0010994	sp|Q8CI19|PDGFC_MOUSE	tr|A0A6J3RFQ5|A0A6J3RFQ5_TURTR
OG0010995	sp|Q8K045|PKN3_MOUSE	tr|A0A6J3RIS1|A0A6J3RIS1_TURTR
OG0010996	sp|Q8K2L8|TPC12_MOUSE	tr|A0A2U4C0E6|A0A2U4C0E6_TURTR
OG0010997	sp|Q8K3X4|I2BPL_MOUSE	tr|A0A6J3QWY8|A0A6J3QWY8_TURTR
OG0010998	sp|Q8QZR8|CCNQ_MOUSE	tr|A0A6J3QRW5|A0A6J3QRW5_TURTR
OG0010999	sp|Q8R1B5|CPLX3_MOUSE	tr|A0A2U4CIL4|A0A2U4CIL4_TURTR
OG0011000	sp|Q8R4T1|CYS1_MOUSE	tr|A0A6J3PVP9|A0A6J3PVP9_TURTR
OG0011001	sp|Q922H2|PDK3_MOUSE	tr|A0A6J3QUJ4|A0A6J3QUJ4_TURTR
OG0011002	sp|Q923T7|TRIM7_MOUSE	tr|A0A6J3R595|A0A6J3R595_TURTR
OG0011003	sp|Q99K90|TAB2_MOUSE	tr|A0A2U4CPF4|A0A2U4CPF4_TURTR
OG0011004	sp|Q99LG4|TTC5_MOUSE	tr|A0A2U4BC56|A0A2U4BC56_TURTR
OG0011005	sp|Q9CQK1|ZNHI3_MOUSE	tr|A0A2U3UZC3|A0A2U3UZC3_TURTR
OG0011006	sp|Q9CQW5|LEG2_MOUSE	tr|A0A6J3S698|A0A6J3S698_TURTR
OG0011007	sp|Q9CQX0|OTUB2_MOUSE	tr|A0A2U3ZZJ5|A0A2U3ZZJ5_TURTR
OG0011008	sp|Q9CR96|TM208_MOUSE	tr|A0A6J3QFS8|A0A6J3QFS8_TURTR
OG0011009	sp|Q9D6K7|TTC33_MOUSE	tr|A0A2U4AXJ3|A0A2U4AXJ3_TURTR
OG0011010	sp|Q9DAA3|CD036_MOUSE	tr|A0A2U4AMY6|A0A2U4AMY6_TURTR
OG0011011	sp|Q9DAI4|ZBT43_MOUSE	tr|A0A2U3V9X0|A0A2U3V9X0_TURTR
OG0011012	sp|Q9QXM0|ABHD2_MOUSE	tr|A0A2U4C7K9|A0A2U4C7K9_TURTR
OG0011013	sp|Q9R1A9|TREX2_MOUSE	tr|A0A6J3QS93|A0A6J3QS93_TURTR
OG0011014	sp|Q9WTK7|STK11_MOUSE	tr|A0A6J3RAJ0|A0A6J3RAJ0_TURTR
OG0011016	tr|E9Q9Q2|E9Q9Q2_MOUSE	tr|A0A2U4AJ88|A0A2U4AJ88_TURTR
OG0011017	sp|O88816|SNAT_MOUSE	tr|A0A6J3QPD7|A0A6J3QPD7_TURTR
OG0011018	sp|O88986|KBL_MOUSE	tr|A0A2U3UZX2|A0A2U3UZX2_TURTR
OG0011019	sp|P23906|IRF2_MOUSE	tr|A0A2U4A8C0|A0A2U4A8C0_TURTR
OG0011020	sp|P28653|PGS1_MOUSE	tr|A0A6J3QU24|A0A6J3QU24_TURTR
OG0011021	sp|P49135|ERCC3_MOUSE	tr|A0A2U4B2X8|A0A2U4B2X8_TURTR
OG0011022	sp|P49194|RET3_MOUSE	tr|A0A2U3V4C8|A0A2U3V4C8_TURTR
OG0011023	sp|P55104|INHBC_MOUSE	tr|A0A2U3V279|A0A2U3V279_TURTR
OG0011024	sp|P60766|CDC42_MOUSE	tr|A0A2U4BLM6|A0A2U4BLM6_TURTR
OG0011025	sp|P62254|UB2G1_MOUSE	tr|A0A2U4AN77|A0A2U4AN77_TURTR
OG0011026	sp|P97298|PEDF_MOUSE	tr|A0A6J3QPE7|A0A6J3QPE7_TURTR
OG0011027	sp|P97350|PKP1_MOUSE	tr|A0A6J3QIL8|A0A6J3QIL8_TURTR
OG0011028	sp|Q0VBL3|RBM15_MOUSE	tr|A0A2U4A3K1|A0A2U4A3K1_TURTR
OG0011029	sp|Q3UFB7|NTRK1_MOUSE	tr|A0A6J3RDS8|A0A6J3RDS8_TURTR
OG0011030	sp|Q3UQ41|TM11A_MOUSE	tr|A0A6J3RG99|A0A6J3RG99_TURTR
OG0011031	sp|Q4FZD7|PLK5_MOUSE	tr|A0A6J3R835|A0A6J3R835_TURTR
OG0011032	sp|Q61089|FZD6_MOUSE	tr|A0A2U4AHY4|A0A2U4AHY4_TURTR
OG0011033	sp|Q6IQY5|CEP70_MOUSE	tr|A0A2U4B996|A0A2U4B996_TURTR
OG0011034	sp|Q6IRU5|CLCB_MOUSE	tr|A0A2U3V009|A0A2U3V009_TURTR
OG0011035	sp|Q80T11|USH1G_MOUSE	tr|A0A2U3V977|A0A2U3V977_TURTR
OG0011036	sp|Q80WM5|HPLN3_MOUSE	tr|A0A6J3R0J7|A0A6J3R0J7_TURTR
OG0011037	sp|Q80WT5|AFTIN_MOUSE	tr|A0A2U4BYL7|A0A2U4BYL7_TURTR
OG0011038	sp|Q8BGX0|TRI23_MOUSE	tr|A0A2U4AXJ4|A0A2U4AXJ4_TURTR
OG0011039	sp|Q8BJ37|TYDP1_MOUSE	tr|A0A2U4A152|A0A2U4A152_TURTR
OG0011040	sp|Q8BSL4|HS3S5_MOUSE	tr|A0A2U4AV05|A0A2U4AV05_TURTR
OG0011041	sp|Q8BWP5|TTPA_MOUSE	tr|A0A2U4AIM2|A0A2U4AIM2_TURTR
OG0011042	sp|Q8BWU1|SPRN_MOUSE	tr|A0A6J3Q7C3|A0A6J3Q7C3_TURTR
OG0011043	sp|Q8BYM7|RSH4A_MOUSE	tr|A0A2U3V606|A0A2U3V606_TURTR
OG0011044	sp|Q8C767|PPR3B_MOUSE	tr|A0A2U4A846|A0A2U4A846_TURTR
OG0011045	sp|Q8C7U1|N4BP3_MOUSE	tr|A0A6J3R6G4|A0A6J3R6G4_TURTR
OG0011046	sp|Q8CDN6|TXNL1_MOUSE	tr|A0A2U3V244|A0A2U3V244_TURTR
OG0011047	sp|Q8K064|F174B_MOUSE	tr|A0A2U4C6V3|A0A2U4C6V3_TURTR
OG0011048	sp|Q8K4K1|CETN4_MOUSE	tr|A0A2U4AR58|A0A2U4AR58_TURTR
OG0011049	sp|Q8K4L4|POF1B_MOUSE	tr|A0A6J3QTF4|A0A6J3QTF4_TURTR
OG0011050	sp|Q8R0S6|WFKN1_MOUSE	tr|A0A2U4AQ04|A0A2U4AQ04_TURTR
OG0011051	sp|Q8VCY8|PLPR2_MOUSE	tr|A0A6J3R5R6|A0A6J3R5R6_TURTR
OG0011052	sp|Q8VD72|TTC8_MOUSE	tr|A0A2U4A253|A0A2U4A253_TURTR
OG0011053	sp|Q8VDS8|STX18_MOUSE	tr|A0A2U4ASY3|A0A2U4ASY3_TURTR
OG0011054	sp|Q8VDY9|CAAP1_MOUSE	tr|A0A2U4BB80|A0A2U4BB80_TURTR
OG0011055	sp|Q8VE22|RT23_MOUSE	tr|A0A2U3V0T7|A0A2U3V0T7_TURTR
OG0011056	sp|Q91VJ2|CAVN3_MOUSE	tr|A0A2U3V9A0|A0A2U3V9A0_TURTR
OG0011057	sp|Q91W86|VPS11_MOUSE	tr|A0A6J3RTE7|A0A6J3RTE7_TURTR
OG0011058	sp|Q91YT8|CSCL1_MOUSE	tr|A0A6J3QY50|A0A6J3QY50_TURTR
OG0011059	sp|Q921E6|EED_MOUSE	tr|A0A2U4CFU8|A0A2U4CFU8_TURTR
OG0011060	sp|Q99M54|CDCA3_MOUSE	tr|A0A6J3S829|A0A6J3S829_TURTR
