Orthogroup	Mus_musculus	Myotis_brandtii
OG0010838	sp|Q7TMC8|FCSK_MOUSE	tr|S7PCH2|S7PCH2_MYOBR
OG0010839	sp|Q80SY5|PR38B_MOUSE	tr|S7MIS8|S7MIS8_MYOBR
OG0010840	sp|Q80VQ1|LRRC1_MOUSE	tr|S7MR96|S7MR96_MYOBR
OG0010841	sp|Q80X53|CC116_MOUSE	tr|S7NB05|S7NB05_MYOBR
OG0010842	sp|Q8BSM5|GAB3_MOUSE	tr|S7Q7U3|S7Q7U3_MYOBR
OG0010843	sp|Q8BWG4|K1755_MOUSE	tr|S7P563|S7P563_MYOBR
OG0010844	sp|Q8BZH4|POGZ_MOUSE	tr|S7NJ81|S7NJ81_MYOBR
OG0010845	sp|Q8CDD9|LRIF1_MOUSE	tr|S7MHD5|S7MHD5_MYOBR
OG0010846	tr|Q8K168|Q8K168_MOUSE	tr|S7NSD8|S7NSD8_MYOBR
OG0010847	sp|Q8K2T1|NMRL1_MOUSE	tr|S7P5G4|S7P5G4_MYOBR
OG0010848	sp|Q8K3A4|RHNO1_MOUSE	tr|S7Q0T3|S7Q0T3_MYOBR
OG0010849	sp|Q8VC60|GLB1L_MOUSE	tr|S7NP18|S7NP18_MYOBR
OG0010850	sp|Q8VDP6|CDIPT_MOUSE	tr|S7NJG7|S7NJG7_MYOBR
OG0010851	sp|Q925H1|TRPS1_MOUSE	tr|S7MDV1|S7MDV1_MYOBR
OG0010852	sp|Q9CQZ7|RPC10_MOUSE	tr|S7N2N5|S7N2N5_MYOBR
OG0010853	sp|Q9CWS1|RN135_MOUSE	tr|S7NE84|S7NE84_MYOBR
OG0010854	sp|Q9CXK9|RBM33_MOUSE	tr|S7Q7K3|S7Q7K3_MYOBR
OG0010855	sp|Q9D0D3|PAPD1_MOUSE	tr|S7NAP8|S7NAP8_MYOBR
OG0010856	sp|Q9D0K0|TBCD7_MOUSE	tr|S7NFN1|S7NFN1_MYOBR
OG0010857	sp|Q9D5W4|CCD81_MOUSE	tr|S7PYD8|S7PYD8_MYOBR
OG0010858	sp|Q9D7V2|LYSM2_MOUSE	tr|S7MS75|S7MS75_MYOBR
OG0010859	sp|Q9D9Z1|SKAP_MOUSE	tr|S7P8C6|S7P8C6_MYOBR
OG0010860	sp|Q9JIB4|TF2H2_MOUSE	tr|S7NY53|S7NY53_MYOBR
OG0010861	sp|Q9QUM4|SLAF1_MOUSE	tr|S7MDS6|S7MDS6_MYOBR
OG0010862	sp|Q9R0P6|SC11A_MOUSE	tr|S7PWE3|S7PWE3_MYOBR
OG0010863	sp|Q9Z126|PLF4_MOUSE	tr|S7N7G7|S7N7G7_MYOBR
OG0010864	tr|A0A087WRI3|A0A087WRI3_MOUSE	tr|S7NJD8|S7NJD8_MYOBR
OG0010865	sp|A2AN08|UBR4_MOUSE	tr|S7NKV1|S7NKV1_MYOBR
OG0010866	sp|A2AWT3|AT7L3_MOUSE	tr|S7MPN1|S7MPN1_MYOBR
OG0010867	sp|O55236|MCE1_MOUSE	tr|S7MEP9|S7MEP9_MYOBR
OG0010868	sp|P0C6F1|DYH2_MOUSE	tr|S7PX12|S7PX12_MYOBR
OG0010869	sp|P10493|NID1_MOUSE	tr|S7NI34|S7NI34_MYOBR
OG0010870	sp|P12388|PAI2_MOUSE	tr|S7MMW2|S7MMW2_MYOBR
OG0010871	sp|P62340|TBPL1_MOUSE	tr|S7MH31|S7MH31_MYOBR
OG0010872	sp|Q08EN7|ZCPW2_MOUSE	tr|S7PVQ0|S7PVQ0_MYOBR
OG0010873	sp|Q0VBD0|ITB8_MOUSE	tr|S7N638|S7N638_MYOBR
OG0010874	sp|Q3V1L4|5NTC_MOUSE	tr|S7PW19|S7PW19_MYOBR
OG0010875	sp|Q3V3G7|GRM2A_MOUSE	tr|S7NNB9|S7NNB9_MYOBR
OG0010876	sp|Q5SQF8|SP30L_MOUSE	tr|S7N0C5|S7N0C5_MYOBR
OG0010877	sp|Q60943|I17RA_MOUSE	tr|S7MRG1|S7MRG1_MYOBR
OG0010878	sp|Q61239|FNTA_MOUSE	tr|S7NVD5|S7NVD5_MYOBR
OG0010879	sp|Q61645|HAIR_MOUSE	tr|S7MQX6|S7MQX6_MYOBR
OG0010880	sp|Q80UN9|MOD5_MOUSE	tr|S7PFK8|S7PFK8_MYOBR
OG0010881	sp|Q80ZF2|IFNE_MOUSE	tr|S7QFX0|S7QFX0_MYOBR
OG0010882	sp|Q810F0|PRIMA_MOUSE	tr|S7NCB2|S7NCB2_MYOBR
OG0010883	sp|Q8BGR8|GSKIP_MOUSE	tr|S7MXH3|S7MXH3_MYOBR
OG0010884	sp|Q8BI22|CE128_MOUSE	tr|S7P1H2|S7P1H2_MYOBR
OG0010885	sp|Q8BKH7|SIN1_MOUSE	tr|S7NII3|S7NII3_MYOBR
OG0010886	tr|Q8C5X1|Q8C5X1_MOUSE	tr|S7PC88|S7PC88_MYOBR
OG0010887	sp|Q8CEE7|RDH13_MOUSE	tr|S7PIL0|S7PIL0_MYOBR
OG0010888	sp|Q8K368|FANCI_MOUSE	tr|S7QGI7|S7QGI7_MYOBR
OG0010889	sp|Q8K3I4|MYRIP_MOUSE	tr|S7MKP3|S7MKP3_MYOBR
OG0010890	sp|Q8R0M8|MOT5_MOUSE	tr|S7P1C9|S7P1C9_MYOBR
OG0010891	sp|Q8R1J3|ZCHC9_MOUSE	tr|S7NYB2|S7NYB2_MYOBR
OG0010892	sp|Q8R2X8|GO45_MOUSE	tr|S7MKE3|S7MKE3_MYOBR
OG0010893	sp|Q91VK4|ITM2C_MOUSE	tr|S7NNG8|S7NNG8_MYOBR
OG0010894	sp|Q99JA4|CLTR1_MOUSE	tr|S7N465|S7N465_MYOBR
OG0010895	sp|Q99JT6|TLCD1_MOUSE	tr|S7ND17|S7ND17_MYOBR
OG0010896	sp|Q99LQ4|SVBP_MOUSE	tr|S7MT79|S7MT79_MYOBR
OG0010897	sp|Q99LR1|ABD12_MOUSE	tr|S7MWE5|S7MWE5_MYOBR
OG0010898	sp|Q99NF1|BCDO2_MOUSE	tr|S7NW78|S7NW78_MYOBR
OG0010899	sp|Q9CQL5|RM18_MOUSE	tr|S7N8A7|S7N8A7_MYOBR
OG0010900	sp|Q9CXB8|ALPK1_MOUSE	tr|S7QFH3|S7QFH3_MYOBR
OG0010901	sp|Q9CZN7|GLYM_MOUSE	tr|S7Q440|S7Q440_MYOBR
OG0010902	sp|Q9D1H8|RM53_MOUSE	tr|S7PGF2|S7PGF2_MYOBR
OG0010903	sp|Q9D7F7|CHM4C_MOUSE	tr|S7PVY6|S7PVY6_MYOBR
OG0010904	sp|Q9DC37|MFSD1_MOUSE	tr|S7MQ95|S7MQ95_MYOBR
OG0010905	sp|Q9WTJ6|MTL5_MOUSE	tr|S7PF82|S7PF82_MYOBR
OG0010906	sp|Q9WU39|SCNNG_MOUSE	tr|S7NMJ8|S7NMJ8_MYOBR
OG0010907	sp|Q9WUA5|EPM2A_MOUSE	tr|S7NM98|S7NM98_MYOBR
OG0010908	sp|A2A5K6|ZN335_MOUSE	tr|S7MNU4|S7MNU4_MYOBR
OG0010909	sp|B1AUR6|MMS22_MOUSE	tr|S7N1U7|S7N1U7_MYOBR
OG0010910	sp|B1AY13|UBP24_MOUSE	tr|S7NG44|S7NG44_MYOBR
OG0010911	sp|P13864|DNMT1_MOUSE	tr|S7P6A7|S7P6A7_MYOBR
OG0010912	sp|P27090|TGFB2_MOUSE	tr|S7NFY1|S7NFY1_MYOBR
OG0010913	sp|P31650|S6A11_MOUSE	tr|S7PNY8|S7PNY8_MYOBR
OG0010914	sp|P48755|FOSL1_MOUSE	tr|S7MQH6|S7MQH6_MYOBR
OG0010915	sp|Q01776|GNRHR_MOUSE	tr|S7PFZ9|S7PFZ9_MYOBR
OG0010916	sp|Q3TPR7|T184C_MOUSE	tr|S7PJD8|S7PJD8_MYOBR
OG0010917	sp|Q3UFK8|FRMD8_MOUSE	tr|S7MQB6|S7MQB6_MYOBR
OG0010918	sp|Q5HZK1|CEP44_MOUSE	tr|S7Q3M9|S7Q3M9_MYOBR
OG0010919	sp|Q61923|KCNA6_MOUSE	tr|S7Q0U8|S7Q0U8_MYOBR
OG0010920	sp|Q62361|TRH_MOUSE	tr|S7PNX2|S7PNX2_MYOBR
OG0010921	sp|Q6PHN7|TM164_MOUSE	tr|S7PGA8|S7PGA8_MYOBR
OG0010922	sp|Q7TNC9|I5P1_MOUSE	tr|S7Q5H4|S7Q5H4_MYOBR
OG0010923	sp|Q80U28|MADD_MOUSE	tr|S7PQ10|S7PQ10_MYOBR
OG0010924	sp|Q80X86|ARM12_MOUSE	tr|S7Q8X0|S7Q8X0_MYOBR
OG0010925	sp|Q8BHC0|LYVE1_MOUSE	tr|S7N6D7|S7N6D7_MYOBR
OG0010926	sp|Q8BJZ4|RT35_MOUSE	tr|S7N566|S7N566_MYOBR
OG0010927	sp|Q8BL99|DOP1_MOUSE	tr|S7N214|S7N214_MYOBR
OG0010928	tr|Q8BV16|Q8BV16_MOUSE	tr|S7NG66|S7NG66_MYOBR
OG0010929	sp|Q8BVM4|AZIN2_MOUSE	tr|S7PW83|S7PW83_MYOBR
OG0010930	sp|Q8BZ81|LRRT3_MOUSE	tr|S7Q0B5|S7Q0B5_MYOBR
OG0010931	sp|Q8C754|VPS52_MOUSE	tr|S7MW83|S7MW83_MYOBR
OG0010932	sp|Q8C784|MOSMO_MOUSE	tr|S7PUC6|S7PUC6_MYOBR
OG0010933	sp|Q8C9J3|SPEF2_MOUSE	tr|S7N3Q3|S7N3Q3_MYOBR
OG0010934	sp|Q8VDT9|RM50_MOUSE	tr|S7N0J8|S7N0J8_MYOBR
OG0010935	sp|Q8VHP6|CDHR1_MOUSE	tr|S7N110|S7N110_MYOBR
OG0010936	sp|Q922K9|FRK_MOUSE	tr|S7NLX8|S7NLX8_MYOBR
OG0010937	sp|Q99LY9|NDUS5_MOUSE	tr|S7N020|S7N020_MYOBR
OG0010938	sp|Q9CQ24|FBX36_MOUSE	tr|S7Q3D8|S7Q3D8_MYOBR
OG0010939	sp|Q9D9J8|BPIA3_MOUSE	tr|S7NHV0|S7NHV0_MYOBR
OG0010940	sp|Q9EPE9|AT131_MOUSE	tr|S7N648|S7N648_MYOBR
OG0010941	sp|Q9JK30|ORC3_MOUSE	tr|S7MHC4|S7MHC4_MYOBR
OG0010942	sp|Q9QXJ1|APBB1_MOUSE	tr|S7NT12|S7NT12_MYOBR
OG0010943	sp|Q9QY05|INSL6_MOUSE	tr|S7MMA8|S7MMA8_MYOBR
OG0010944	sp|Q9QYL0|HILS1_MOUSE	tr|S7PET8|S7PET8_MYOBR
OG0010945	sp|Q9WU02|V1BR_MOUSE	tr|S7NQR9|S7NQR9_MYOBR
OG0010946	tr|A2ART8|A2ART8_MOUSE	tr|S7Q1M9|S7Q1M9_MYOBR
OG0010948	tr|F8VPT3|F8VPT3_MOUSE	tr|S7MPF6|S7MPF6_MYOBR
OG0010949	tr|J3QN89|J3QN89_MOUSE	tr|S7Q4W7|S7Q4W7_MYOBR
OG0010950	tr|J3QPU5|J3QPU5_MOUSE	tr|S7NQT4|S7NQT4_MYOBR
OG0010951	sp|O55028|BCKD_MOUSE	tr|S7Q996|S7Q996_MYOBR
OG0010952	sp|P01029|CO4B_MOUSE	tr|S7MID4|S7MID4_MYOBR
OG0010953	sp|P17047|LAMP2_MOUSE	tr|S7Q744|S7Q744_MYOBR
OG0010954	sp|P32299|BKRB2_MOUSE	tr|S7PLV6|S7PLV6_MYOBR
OG0010955	sp|P35294|RAB19_MOUSE	tr|S7NA51|S7NA51_MYOBR
OG0010956	sp|P49813|TMOD1_MOUSE	tr|S7N344|S7N344_MYOBR
OG0010957	sp|P58196|PLS4_MOUSE	tr|S7N622|S7N622_MYOBR
OG0010958	sp|P58802|TB10A_MOUSE	tr|S7PH03|S7PH03_MYOBR
OG0010959	sp|P60898|RPB9_MOUSE	tr|S7MM78|S7MM78_MYOBR
OG0010960	sp|P97358|TAF1B_MOUSE	tr|S7PD91|S7PD91_MYOBR
OG0010961	sp|Q00724|RET4_MOUSE	tr|S7QCF1|S7QCF1_MYOBR
OG0010962	sp|Q05512|MARK2_MOUSE	tr|S7MT21|S7MT21_MYOBR
OG0010963	sp|Q30D77|COOA1_MOUSE	tr|S7NSF0|S7NSF0_MYOBR
OG0010964	sp|Q3U3W5|ANM9_MOUSE	tr|S7N1P0|S7N1P0_MYOBR
OG0010965	sp|Q3UK78|PCGF5_MOUSE	tr|S7NMQ6|S7NMQ6_MYOBR
OG0010966	sp|Q5FWI2|SCTR_MOUSE	tr|S7PZS5|S7PZS5_MYOBR
OG0010967	sp|Q5SUE7|ADAD1_MOUSE	tr|S7MUZ1|S7MUZ1_MYOBR
OG0010968	sp|Q61189|ICLN_MOUSE	tr|S7MUS4|S7MUS4_MYOBR
OG0010969	sp|Q61205|PA1B3_MOUSE	tr|S7NPP4|S7NPP4_MYOBR
OG0010970	sp|Q62028|PLA2R_MOUSE	tr|S7MJC9|S7MJC9_MYOBR
OG0010971	sp|Q6GQU0|CC070_MOUSE	tr|S7MGA8|S7MGA8_MYOBR
OG0010972	sp|Q6P5U8|CC148_MOUSE	tr|S7P714|S7P714_MYOBR
OG0010973	sp|Q8BUB4|WDFY2_MOUSE	tr|S7ND94|S7ND94_MYOBR
OG0010974	sp|Q8BX13|UBE3D_MOUSE	tr|S7MZJ8|S7MZJ8_MYOBR
OG0010975	sp|Q8BX70|VP13C_MOUSE	tr|S7MJL6|S7MJL6_MYOBR
OG0010976	sp|Q8CI78|RMND1_MOUSE	tr|S7QDE1|S7QDE1_MYOBR
OG0010977	sp|Q8CIF4|BTD_MOUSE	tr|S7MPB0|S7MPB0_MYOBR
OG0010978	sp|Q8K2C6|SIR5_MOUSE	tr|S7Q310|S7Q310_MYOBR
OG0010979	sp|Q8VDY4|EFCB7_MOUSE	tr|S7NEZ8|S7NEZ8_MYOBR
OG0010980	sp|Q91VZ6|SMAP1_MOUSE	tr|S7N900|S7N900_MYOBR
OG0010981	sp|Q91ZT9|ASB8_MOUSE	tr|S7Q1E5|S7Q1E5_MYOBR
OG0010982	sp|Q99KG7|HPS4_MOUSE	tr|S7MZ85|S7MZ85_MYOBR
OG0010983	sp|Q9D6T1|TBE_MOUSE	tr|S7NMA9|S7NMA9_MYOBR
OG0010984	sp|Q9DCT6|BAP18_MOUSE	tr|S7PWW6|S7PWW6_MYOBR
OG0010985	sp|Q9JHU9|INO1_MOUSE	tr|S7N5Q4|S7N5Q4_MYOBR
OG0010986	sp|Q9JI83|PLAC1_MOUSE	tr|S7N457|S7N457_MYOBR
OG0010987	sp|Q9QZJ6|MFAP5_MOUSE	tr|S7NBK0|S7NBK0_MYOBR
OG0010988	sp|Q9QZM9|FBX16_MOUSE	tr|S7PQ13|S7PQ13_MYOBR
OG0010989	sp|Q9R0N7|SYT7_MOUSE	tr|S7PSI1|S7PSI1_MYOBR
OG0010990	sp|Q9R210|TFEB_MOUSE	tr|S7NT18|S7NT18_MYOBR
OG0010991	tr|A0A1Y7VNZ0|A0A1Y7VNZ0_MOUSE	tr|S7MVQ7|S7MVQ7_MYOBR
OG0010992	sp|B9EK06|EXC1L_MOUSE	tr|S7NBU3|S7NBU3_MYOBR
OG0010993	tr|D3YY33|D3YY33_MOUSE	tr|S7QGJ5|S7QGJ5_MYOBR
OG0010994	sp|E9Q8D0|DJC21_MOUSE	tr|S7PT13|S7PT13_MYOBR
OG0010995	tr|F6V035|F6V035_MOUSE	tr|S7Q1S1|S7Q1S1_MYOBR
OG0010996	sp|G3UWD5|AKAI1_MOUSE	tr|S7PFN5|S7PFN5_MYOBR
OG0010997	sp|O70422|TF2H4_MOUSE	tr|S7NKV5|S7NKV5_MYOBR
OG0010998	sp|O88520|SHOC2_MOUSE	tr|S7PPZ0|S7PPZ0_MYOBR
OG0010999	sp|P56198|CIDEC_MOUSE	tr|S7PP02|S7PP02_MYOBR
OG0011000	sp|P56392|CX7A1_MOUSE	tr|S7MM91|S7MM91_MYOBR
OG0011001	sp|Q00915|RET1_MOUSE	tr|S7PDT5|S7PDT5_MYOBR
OG0011002	sp|Q05928|BTC_MOUSE	tr|S7NVI6|S7NVI6_MYOBR
OG0011003	sp|Q08369|GATA4_MOUSE	tr|S7P7C0|S7P7C0_MYOBR
OG0011005	sp|Q4FZF3|DDX49_MOUSE	tr|S7N5P9|S7N5P9_MYOBR
OG0011006	sp|Q5DTM8|BRE1A_MOUSE	tr|S7P7M1|S7P7M1_MYOBR
OG0011007	sp|Q5SSK3|TEFM_MOUSE	tr|S7PUV9|S7PUV9_MYOBR
OG0011008	sp|Q7TNI2|TM59L_MOUSE	tr|S7N5Q1|S7N5Q1_MYOBR
OG0011009	sp|Q80TJ7|PHF8_MOUSE	tr|S7P9T6|S7P9T6_MYOBR
OG0011010	sp|Q80U23|SNPH_MOUSE	tr|S7N9S9|S7N9S9_MYOBR
OG0011011	sp|Q8BGS1|E41L5_MOUSE	tr|S7NAN2|S7NAN2_MYOBR
OG0011012	sp|Q8BHB7|CP046_MOUSE	tr|S7MMT7|S7MMT7_MYOBR
OG0011013	sp|Q8BR70|YIPF6_MOUSE	tr|S7Q6M3|S7Q6M3_MYOBR
OG0011014	sp|Q8C4V1|RHG24_MOUSE	tr|S7PP45|S7PP45_MYOBR
OG0011015	sp|Q8CGF5|TLCD4_MOUSE	tr|S7PD18|S7PD18_MYOBR
OG0011016	sp|Q8CHT3|INT5_MOUSE	tr|S7NX49|S7NX49_MYOBR
OG0011017	sp|Q8CI51|PDLI5_MOUSE	tr|S7PVD2|S7PVD2_MYOBR
OG0011018	sp|Q8K3C3|LZIC_MOUSE	tr|S7PMX4|S7PMX4_MYOBR
OG0011019	tr|Q8VF34|Q8VF34_MOUSE	tr|S7MLD1|S7MLD1_MYOBR
OG0011020	sp|Q91V92|ACLY_MOUSE	tr|S7NBB6|S7NBB6_MYOBR
OG0011021	sp|Q91ZN5|S35B2_MOUSE	tr|S7MLQ5|S7MLQ5_MYOBR
OG0011022	sp|Q9CWV7|ZSWM1_MOUSE	tr|S7MNT9|S7MNT9_MYOBR
OG0011023	sp|Q9CZ62|CEP97_MOUSE	tr|S7MYV0|S7MYV0_MYOBR
OG0011024	sp|Q9D0N8|TMM88_MOUSE	tr|S7NDS6|S7NDS6_MYOBR
OG0011025	sp|Q9D4D7|CC50C_MOUSE	tr|S7MKF2|S7MKF2_MYOBR
OG0011026	sp|Q9D4G9|RMI1_MOUSE	tr|S7PLP0|S7PLP0_MYOBR
OG0011027	sp|Q9ESD1|PRSS8_MOUSE	tr|S7NMA8|S7NMA8_MYOBR
OG0011028	sp|Q9QXA7|TRI44_MOUSE	tr|S7MTL3|S7MTL3_MYOBR
OG0011029	sp|Q9QZI8|SERC1_MOUSE	tr|S7NZG7|S7NZG7_MYOBR
OG0011030	sp|Q9WUZ9|ENTP5_MOUSE	tr|S7NP53|S7NP53_MYOBR
OG0011031	sp|Q9WVT6|CAH14_MOUSE	tr|S7PKC8|S7PKC8_MYOBR
OG0011032	sp|Q9Z1S0|BUB1B_MOUSE	tr|S7P8C3|S7P8C3_MYOBR
OG0011033	sp|B1AXV0|FRS1L_MOUSE	tr|S7MIA5|S7MIA5_MYOBR
OG0011034	sp|B5KM66|SYCE3_MOUSE	tr|S7MX27|S7MX27_MYOBR
OG0011035	sp|E9Q6J5|BD1L1_MOUSE	tr|S7NCQ8|S7NCQ8_MYOBR
OG0011036	sp|P23804|MDM2_MOUSE	tr|S7P269|S7P269_MYOBR
OG0011037	sp|P27870|VAV_MOUSE	tr|S7Q3H3|S7Q3H3_MYOBR
OG0011038	sp|P50544|ACADV_MOUSE	tr|S7PWX3|S7PWX3_MYOBR
OG0011039	sp|P60191|RIMS4_MOUSE	tr|S7N3Y9|S7N3Y9_MYOBR
OG0011040	sp|P61759|PFD3_MOUSE	tr|S7NQF1|S7NQF1_MYOBR
OG0011041	sp|P62196|PRS8_MOUSE	tr|S7MGG6|S7MGG6_MYOBR
OG0011042	sp|P97302|BACH1_MOUSE	tr|S7P446|S7P446_MYOBR
OG0011043	sp|P97926|OXYR_MOUSE	tr|S7PSQ5|S7PSQ5_MYOBR
OG0011044	sp|Q14BA6|MEDAG_MOUSE	tr|S7NDP4|S7NDP4_MYOBR
OG0011045	sp|Q3UY23|FDXA1_MOUSE	tr|S7P2I4|S7P2I4_MYOBR
OG0011046	sp|Q61686|CBX5_MOUSE	tr|S7MYA7|S7MYA7_MYOBR
OG0011047	sp|Q68FD7|FNIP1_MOUSE	tr|S7MVC5|S7MVC5_MYOBR
OG0011048	sp|Q6PGH1|BUD31_MOUSE	tr|S7PYN2|S7PYN2_MYOBR
OG0011049	sp|Q7TQH0|ATX2L_MOUSE	tr|S7N2K9|S7N2K9_MYOBR
OG0011050	sp|Q8BHL8|PSMF1_MOUSE	tr|S7PWW4|S7PWW4_MYOBR
OG0011051	sp|Q8BHR8|CSTP1_MOUSE	tr|S7PIF6|S7PIF6_MYOBR
OG0011052	sp|Q8BLR5|PSD4_MOUSE	tr|S7PEC7|S7PEC7_MYOBR
OG0011053	sp|Q8K3G9|DP13B_MOUSE	tr|S7MLB8|S7MLB8_MYOBR
OG0011054	sp|Q8R3F9|STPAP_MOUSE	tr|S7NX44|S7NX44_MYOBR
OG0011055	sp|Q8VCR8|MYLK2_MOUSE	tr|S7NFX4|S7NFX4_MYOBR
OG0011056	tr|Q8VFZ3|Q8VFZ3_MOUSE	tr|S7PNU4|S7PNU4_MYOBR
OG0011057	sp|Q91V16|ETFR1_MOUSE	tr|S7N2J3|S7N2J3_MYOBR
OG0011058	sp|Q922X9|ANM7_MOUSE	tr|S7NCC7|S7NCC7_MYOBR
OG0011059	sp|Q9CQC5|BORG2_MOUSE	tr|S7PFP6|S7PFP6_MYOBR
OG0011060	sp|Q9CR41|HYPK_MOUSE	tr|S7NCG0|S7NCG0_MYOBR
OG0011061	sp|Q9D2U5|LSMD1_MOUSE	tr|S7NG90|S7NG90_MYOBR
OG0011062	sp|Q9JI39|ABCBA_MOUSE	tr|S7P1W9|S7P1W9_MYOBR
OG0011063	sp|Q9JMF3|GBG13_MOUSE	tr|S7PHV2|S7PHV2_MYOBR
OG0011064	tr|A0A1B0GS01|A0A1B0GS01_MOUSE	tr|S7MJN3|S7MJN3_MYOBR
OG0011065	sp|O08710|THYG_MOUSE	tr|S7N411|S7N411_MYOBR
OG0011066	sp|O35153|BET1L_MOUSE	tr|S7MVH4|S7MVH4_MYOBR
OG0011067	sp|O35929|REM1_MOUSE	tr|S7PYX3|S7PYX3_MYOBR
OG0011068	sp|O54785|LIMK2_MOUSE	tr|S7PNK9|S7PNK9_MYOBR
OG0011069	sp|P21836|ACES_MOUSE	tr|S7NEB7|S7NEB7_MYOBR
OG0011070	sp|P48428|TBCA_MOUSE	tr|S7ME85|S7ME85_MYOBR
OG0011071	sp|P49764|PLGF_MOUSE	tr|S7NP65|S7NP65_MYOBR
OG0011072	sp|P58501|PAXB1_MOUSE	tr|S7MIP9|S7MIP9_MYOBR
OG0011073	sp|P70434|IRF7_MOUSE	tr|S7P0J9|S7P0J9_MYOBR
OG0011074	sp|P97449|AMPN_MOUSE	tr|S7Q864|S7Q864_MYOBR
OG0011075	sp|P97473|TRBP2_MOUSE	tr|S7N0T1|S7N0T1_MYOBR
OG0011076	sp|P97863|NFIB_MOUSE	tr|S7MYV9|S7MYV9_MYOBR
OG0011077	sp|P99027|RLA2_MOUSE	tr|S7MGA9|S7MGA9_MYOBR
OG0011078	sp|Q3UMR0|ANR27_MOUSE	tr|S7MMK9|S7MMK9_MYOBR
OG0011079	sp|Q570Y9|DPTOR_MOUSE	tr|S7QFG7|S7QFG7_MYOBR
OG0011080	sp|Q5NBY9|PATZ1_MOUSE	tr|S7MZC8|S7MZC8_MYOBR
OG0011081	sp|Q61079|SIM2_MOUSE	tr|S7MJT2|S7MJT2_MYOBR
OG0011082	sp|Q6NS82|RETR2_MOUSE	tr|S7NLM4|S7NLM4_MYOBR
OG0011083	sp|Q7TT41|MOXD2_MOUSE	tr|S7NA69|S7NA69_MYOBR
OG0011084	sp|Q80T23|SYTL5_MOUSE	tr|S7NTW6|S7NTW6_MYOBR
OG0011085	sp|Q80W37|SPN1_MOUSE	tr|S7NBF9|S7NBF9_MYOBR
OG0011086	sp|Q8BFQ8|GALD1_MOUSE	tr|S7P6Y6|S7P6Y6_MYOBR
OG0011087	tr|Q8BHV4|Q8BHV4_MOUSE	tr|S7N7H8|S7N7H8_MYOBR
OG0011088	sp|Q8BW22|CREST_MOUSE	tr|S7Q8V9|S7Q8V9_MYOBR
OG0011089	sp|Q8BZS9|DHX32_MOUSE	tr|S7NH10|S7NH10_MYOBR
OG0011090	sp|Q8CE13|CCD17_MOUSE	tr|S7NIA6|S7NIA6_MYOBR
OG0011091	sp|Q8R4X3|RBM12_MOUSE	tr|S7NFR7|S7NFR7_MYOBR
OG0011092	sp|Q8VCL5|S17A9_MOUSE	tr|S7QEZ3|S7QEZ3_MYOBR
OG0011093	sp|Q8VHH7|ADCY3_MOUSE	tr|S7PQI1|S7PQI1_MYOBR
OG0011094	sp|Q8VHI6|WASF3_MOUSE	tr|S7MUF8|S7MUF8_MYOBR
OG0011095	sp|Q923A2|SPDLY_MOUSE	tr|S7MI26|S7MI26_MYOBR
OG0011096	sp|Q923D4|SF3B5_MOUSE	tr|S7MG90|S7MG90_MYOBR
OG0011097	sp|Q9CQ48|NUDC2_MOUSE	tr|S7N158|S7N158_MYOBR
OG0011098	sp|Q9CQK7|RWDD1_MOUSE	tr|S7MMQ8|S7MMQ8_MYOBR
OG0011099	sp|Q9D1F4|AKTS1_MOUSE	tr|S7NF31|S7NF31_MYOBR
OG0011100	sp|Q9D5Y0|CG031_MOUSE	tr|S7MQL8|S7MQL8_MYOBR
OG0011101	sp|Q9D8N3|TM86A_MOUSE	tr|S7NNW1|S7NNW1_MYOBR
OG0011102	sp|Q9QZC2|PLXC1_MOUSE	tr|S7Q0V2|S7Q0V2_MYOBR
OG0011103	sp|Q9R155|S26A4_MOUSE	tr|S7P5J2|S7P5J2_MYOBR
OG0011104	sp|E9PVA8|GCN1_MOUSE	tr|S7MPH7|S7MPH7_MYOBR
OG0011105	tr|G3X9N5|G3X9N5_MOUSE	tr|S7NEH5|S7NEH5_MYOBR
OG0011106	sp|O88307|SORL_MOUSE	tr|S7P365|S7P365_MYOBR
OG0011107	sp|P07309|TTHY_MOUSE	tr|S7MFB8|S7MFB8_MYOBR
OG0011108	sp|P20917|MAG_MOUSE	tr|S7PC76|S7PC76_MYOBR
OG0011109	sp|P35922|FMR1_MOUSE	tr|S7N4L2|S7N4L2_MYOBR
OG0011110	sp|P38532|HSF1_MOUSE	tr|S7MRI5|S7MRI5_MYOBR
OG0011111	sp|P53566|CEBPA_MOUSE	tr|S7MMD0|S7MMD0_MYOBR
OG0011112	sp|P63276|RS17_MOUSE	tr|S7Q348|S7Q348_MYOBR
OG0011113	sp|P97287|MCL1_MOUSE	tr|S7PKC4|S7PKC4_MYOBR
OG0011114	sp|P97321|SEPR_MOUSE	tr|S7MGK1|S7MGK1_MYOBR
OG0011115	sp|Q05D44|IF2P_MOUSE	tr|S7MEM2|S7MEM2_MYOBR
OG0011116	sp|Q0P5W1|VPS8_MOUSE	tr|S7P5I6|S7P5I6_MYOBR
OG0011117	sp|Q3UMT1|PP12C_MOUSE	tr|S7MNT3|S7MNT3_MYOBR
OG0011118	sp|Q5F2E7|NUFP2_MOUSE	tr|S7ND06|S7ND06_MYOBR
OG0011119	sp|Q5MJS3|FA20C_MOUSE	tr|S7MJ94|S7MJ94_MYOBR
