Orthogroup	Mus_musculus	Muntiacus_reevesi
OG0000007	sp|Q96EQ9|PRDM9_MOUSE	tr|A0A5N3URP7|A0A5N3URP7_MUNRE, tr|A0A5N3VWF1|A0A5N3VWF1_MUNRE, tr|A0A5N3ULE2|A0A5N3ULE2_MUNRE, tr|A0A5N3UMI1|A0A5N3UMI1_MUNRE, tr|A0A5N3USX6|A0A5N3USX6_MUNRE, tr|A0A5N3VAB6|A0A5N3VAB6_MUNRE, tr|A0A5N3UT26|A0A5N3UT26_MUNRE, tr|A0A5N3VC40|A0A5N3VC40_MUNRE, tr|A0A5J5MIW1|A0A5J5MIW1_MUNRE, tr|A0A5N3UVN8|A0A5N3UVN8_MUNRE, tr|A0A5N3UUQ1|A0A5N3UUQ1_MUNRE, tr|A0A5N3UVH0|A0A5N3UVH0_MUNRE, tr|A0A5N3W2B9|A0A5N3W2B9_MUNRE, tr|A0A5N3VZH8|A0A5N3VZH8_MUNRE, tr|A0A5N3VWH2|A0A5N3VWH2_MUNRE, tr|A0A5N3VVJ9|A0A5N3VVJ9_MUNRE, tr|A0A5N3VW23|A0A5N3VW23_MUNRE, tr|A0A5N3WZY0|A0A5N3WZY0_MUNRE, tr|A0A5N3V9T5|A0A5N3V9T5_MUNRE, tr|A0A5N3VWQ8|A0A5N3VWQ8_MUNRE, tr|A0A5N3UUA1|A0A5N3UUA1_MUNRE, tr|A0A5N3VXL4|A0A5N3VXL4_MUNRE, tr|A0A5N3URW3|A0A5N3URW3_MUNRE, tr|A0A5N3UKY3|A0A5N3UKY3_MUNRE, tr|A0A5N3UKY2|A0A5N3UKY2_MUNRE, tr|A0A5N3ULN8|A0A5N3ULN8_MUNRE, tr|A0A5N3UVL8|A0A5N3UVL8_MUNRE, tr|A0A5N3UKT0|A0A5N3UKT0_MUNRE, tr|A0A5N3ULD8|A0A5N3ULD8_MUNRE, tr|A0A5N3UW74|A0A5N3UW74_MUNRE, tr|A0A5N3UP56|A0A5N3UP56_MUNRE, tr|A0A5N3VWJ1|A0A5N3VWJ1_MUNRE, tr|A0A5N3VAJ1|A0A5N3VAJ1_MUNRE, tr|A0A5N3UQ58|A0A5N3UQ58_MUNRE, tr|A0A5N3URC6|A0A5N3URC6_MUNRE, tr|A0A5N3UKB1|A0A5N3UKB1_MUNRE, tr|A0A5N3VW27|A0A5N3VW27_MUNRE, tr|A0A5N3VAB3|A0A5N3VAB3_MUNRE, tr|A0A5N3XWD4|A0A5N3XWD4_MUNRE, tr|A0A5N3UQZ1|A0A5N3UQZ1_MUNRE, tr|A0A5N3UIW3|A0A5N3UIW3_MUNRE, tr|A0A5N3UKC5|A0A5N3UKC5_MUNRE, tr|A0A5N3UKR0|A0A5N3UKR0_MUNRE, tr|A0A5N3UKV2|A0A5N3UKV2_MUNRE, tr|A0A5N3UHK0|A0A5N3UHK0_MUNRE, tr|A0A5N3UJC9|A0A5N3UJC9_MUNRE, tr|A0A5N3UI24|A0A5N3UI24_MUNRE, tr|A0A5N3UP41|A0A5N3UP41_MUNRE, tr|A0A5N3W217|A0A5N3W217_MUNRE, tr|A0A5N3UKZ9|A0A5N3UKZ9_MUNRE, tr|A0A5N3UMM1|A0A5N3UMM1_MUNRE, tr|A0A5N3UMN7|A0A5N3UMN7_MUNRE, tr|A0A5N3UWG5|A0A5N3UWG5_MUNRE, tr|A0A5N3UTM8|A0A5N3UTM8_MUNRE, tr|A0A5N3UN34|A0A5N3UN34_MUNRE
OG0000009	sp|E9Q236|MRP4_MOUSE	tr|A0A5N3XHK7|A0A5N3XHK7_MUNRE, tr|A0A5N3XJJ3|A0A5N3XJJ3_MUNRE, tr|A0A5N3XFK7|A0A5N3XFK7_MUNRE, tr|A0A5N3XHT6|A0A5N3XHT6_MUNRE, tr|A0A5N3XGN1|A0A5N3XGN1_MUNRE, tr|A0A5N3XGD3|A0A5N3XGD3_MUNRE, tr|A0A5N3XIH9|A0A5N3XIH9_MUNRE, tr|A0A5N3VXF4|A0A5N3VXF4_MUNRE, tr|A0A5N3XK83|A0A5N3XK83_MUNRE, tr|A0A5N3VWY8|A0A5N3VWY8_MUNRE, tr|A0A5N3VVG0|A0A5N3VVG0_MUNRE, tr|A0A5N3UU49|A0A5N3UU49_MUNRE, tr|A0A5N3UP49|A0A5N3UP49_MUNRE, tr|A0A5N3XKM4|A0A5N3XKM4_MUNRE, tr|A0A5N3ULX7|A0A5N3ULX7_MUNRE, tr|A0A5N3VC99|A0A5N3VC99_MUNRE, tr|A0A5N3UWU2|A0A5N3UWU2_MUNRE, tr|A0A5N3XFZ7|A0A5N3XFZ7_MUNRE, tr|A0A5N3XFK2|A0A5N3XFK2_MUNRE, tr|A0A5N3XHC1|A0A5N3XHC1_MUNRE, tr|A0A5N3VZD3|A0A5N3VZD3_MUNRE, tr|A0A5N3UVW8|A0A5N3UVW8_MUNRE, tr|A0A5N3XI06|A0A5N3XI06_MUNRE, tr|A0A5N3XHS9|A0A5N3XHS9_MUNRE, tr|A0A5N3XEW7|A0A5N3XEW7_MUNRE, tr|A0A5N3XIV8|A0A5N3XIV8_MUNRE, tr|A0A5N3XID4|A0A5N3XID4_MUNRE, tr|A0A5N3XG75|A0A5N3XG75_MUNRE, tr|A0A5N3XFZ5|A0A5N3XFZ5_MUNRE, tr|A0A5N3XGD0|A0A5N3XGD0_MUNRE, tr|A0A5N3XHT5|A0A5N3XHT5_MUNRE, tr|A0A5N3XGW1|A0A5N3XGW1_MUNRE, tr|A0A5N3XFB2|A0A5N3XFB2_MUNRE, tr|A0A5N3VZ86|A0A5N3VZ86_MUNRE, tr|A0A5N3UW43|A0A5N3UW43_MUNRE, tr|A0A5N3XGP2|A0A5N3XGP2_MUNRE, tr|A0A5N3XHA7|A0A5N3XHA7_MUNRE, tr|A0A5N3XHY8|A0A5N3XHY8_MUNRE, tr|A0A5N3VWX9|A0A5N3VWX9_MUNRE, tr|A0A5N3VXR5|A0A5N3VXR5_MUNRE, tr|A0A5N3UMI5|A0A5N3UMI5_MUNRE, tr|A0A5N3VA33|A0A5N3VA33_MUNRE, tr|A0A5N3VXB4|A0A5N3VXB4_MUNRE, tr|A0A5N3UVM8|A0A5N3UVM8_MUNRE, tr|A0A5N3XG01|A0A5N3XG01_MUNRE, tr|A0A5N3VWN6|A0A5N3VWN6_MUNRE, tr|A0A5N3VWT5|A0A5N3VWT5_MUNRE, tr|A0A5N3XFZ0|A0A5N3XFZ0_MUNRE, tr|A0A5N3XEV2|A0A5N3XEV2_MUNRE, tr|A0A5N3XG64|A0A5N3XG64_MUNRE, tr|A0A5N3VYZ7|A0A5N3VYZ7_MUNRE, tr|A0A5N3XIA6|A0A5N3XIA6_MUNRE, tr|A0A5N3XHA6|A0A5N3XHA6_MUNRE
OG0000015	tr|A0A087WRM1|A0A087WRM1_MOUSE	tr|A0A5J5MVX6|A0A5J5MVX6_MUNRE, tr|A0A5N3V9P8|A0A5N3V9P8_MUNRE, tr|A0A5N3XU48|A0A5N3XU48_MUNRE, tr|A0A5N3VX71|A0A5N3VX71_MUNRE, tr|A0A5N3UPQ8|A0A5N3UPQ8_MUNRE, tr|A0A5J5ML03|A0A5J5ML03_MUNRE, tr|A0A5N3XHN9|A0A5N3XHN9_MUNRE, tr|A0A5N3X5F3|A0A5N3X5F3_MUNRE, tr|A0A5N3X7R6|A0A5N3X7R6_MUNRE, tr|A0A5N3W0P4|A0A5N3W0P4_MUNRE, tr|A0A5J5MMD4|A0A5J5MMD4_MUNRE, tr|A0A5J5MHF3|A0A5J5MHF3_MUNRE, tr|A0A5J5MKF2|A0A5J5MKF2_MUNRE, tr|A0A5J5MP60|A0A5J5MP60_MUNRE, tr|A0A5N3VVX1|A0A5N3VVX1_MUNRE, tr|A0A5J5MPL1|A0A5J5MPL1_MUNRE, tr|A0A5N3XM13|A0A5N3XM13_MUNRE, tr|A0A5N3W0B4|A0A5N3W0B4_MUNRE, tr|A0A5N3XXH2|A0A5N3XXH2_MUNRE, tr|A0A5N3XBG4|A0A5N3XBG4_MUNRE, tr|A0A5N3URR1|A0A5N3URR1_MUNRE, tr|A0A5N3UT83|A0A5N3UT83_MUNRE, tr|A0A5J5MMA8|A0A5J5MMA8_MUNRE, tr|A0A5N3XLW4|A0A5N3XLW4_MUNRE, tr|A0A5N3XX06|A0A5N3XX06_MUNRE, tr|A0A5N3VX99|A0A5N3VX99_MUNRE, tr|A0A5N3WZN8|A0A5N3WZN8_MUNRE, tr|A0A5N3URT9|A0A5N3URT9_MUNRE, tr|A0A5J5MNH2|A0A5J5MNH2_MUNRE, tr|A0A5N3UQI7|A0A5N3UQI7_MUNRE, tr|A0A5N3UQH2|A0A5N3UQH2_MUNRE, tr|A0A5N3X742|A0A5N3X742_MUNRE, tr|A0A5N3URL6|A0A5N3URL6_MUNRE, tr|A0A5N3V9W6|A0A5N3V9W6_MUNRE, tr|A0A5N3URX5|A0A5N3URX5_MUNRE, tr|A0A5N3US85|A0A5N3US85_MUNRE, tr|A0A5N3URY6|A0A5N3URY6_MUNRE, tr|A0A5N3USR6|A0A5N3USR6_MUNRE, tr|A0A5N3URF5|A0A5N3URF5_MUNRE, tr|A0A5N3URJ7|A0A5N3URJ7_MUNRE, tr|A0A5N3UW26|A0A5N3UW26_MUNRE, tr|A0A5N3XG86|A0A5N3XG86_MUNRE, tr|A0A5N3URN8|A0A5N3URN8_MUNRE, tr|A0A5N3US52|A0A5N3US52_MUNRE, tr|A0A5N3XTK4|A0A5N3XTK4_MUNRE
OG0000019	sp|Q60997|DMBT1_MOUSE	tr|A0A5J5MX03|A0A5J5MX03_MUNRE
OG0000019	sp|Q2VLH6|C163A_MOUSE	tr|A0A5N3UM38|A0A5N3UM38_MUNRE, tr|A0A5N3VAN9|A0A5N3VAN9_MUNRE, tr|A0A5N3UP36|A0A5N3UP36_MUNRE, tr|A0A5J5N978|A0A5J5N978_MUNRE, tr|A0A5J5N4Y3|A0A5J5N4Y3_MUNRE, tr|A0A5N3VY99|A0A5N3VY99_MUNRE, tr|A0A5J5MH91|A0A5J5MH91_MUNRE, tr|A0A5N3ULU4|A0A5N3ULU4_MUNRE, tr|A0A5N3ULL5|A0A5N3ULL5_MUNRE, tr|A0A5J5N6V8|A0A5J5N6V8_MUNRE, tr|A0A5J5N4J6|A0A5J5N4J6_MUNRE, tr|A0A5J5N418|A0A5J5N418_MUNRE, tr|A0A5J5N162|A0A5J5N162_MUNRE, tr|A0A5J5N6M3|A0A5J5N6M3_MUNRE, tr|A0A5N3UT71|A0A5N3UT71_MUNRE, tr|A0A5J5N4N3|A0A5J5N4N3_MUNRE, tr|A0A5N3USB9|A0A5N3USB9_MUNRE, tr|A0A5N3UIB2|A0A5N3UIB2_MUNRE, tr|A0A5J5N3L6|A0A5J5N3L6_MUNRE, tr|A0A5J5N3G0|A0A5J5N3G0_MUNRE, tr|A0A5N3UQX2|A0A5N3UQX2_MUNRE, tr|A0A5J5N4P1|A0A5J5N4P1_MUNRE, tr|A0A5N3VYJ3|A0A5N3VYJ3_MUNRE, tr|A0A5J5N5T4|A0A5J5N5T4_MUNRE, tr|A0A5N3UL45|A0A5N3UL45_MUNRE, tr|A0A5J5N4J4|A0A5J5N4J4_MUNRE, tr|A0A5J5N4Y6|A0A5J5N4Y6_MUNRE, tr|A0A5N3UL47|A0A5N3UL47_MUNRE, tr|A0A5J5NAB7|A0A5J5NAB7_MUNRE, tr|A0A5J5N7R9|A0A5J5N7R9_MUNRE, tr|A0A5J5N389|A0A5J5N389_MUNRE, tr|A0A5N3UIG3|A0A5N3UIG3_MUNRE, tr|A0A5N3ULI6|A0A5N3ULI6_MUNRE, tr|A0A5N3UM67|A0A5N3UM67_MUNRE, tr|A0A5N3UK82|A0A5N3UK82_MUNRE, tr|A0A5N3UTF1|A0A5N3UTF1_MUNRE, tr|A0A5J5N5X9|A0A5J5N5X9_MUNRE, tr|A0A5J5N6N2|A0A5J5N6N2_MUNRE
OG0000020	sp|P01649|KV5AG_MOUSE, sp|P01648|KV5AF_MOUSE, sp|P01646|KV5AD_MOUSE, sp|P01650|KV5AH_MOUSE, sp|P01653|KV5AL_MOUSE, sp|P01652|KV5AK_MOUSE, sp|P01645|KV5AC_MOUSE, sp|P01644|KV5AB_MOUSE, sp|P01647|KV5AE_MOUSE, sp|P04946|KV5AM_MOUSE, sp|P01643|KV5AA_MOUSE, tr|A0A075B5L0|A0A075B5L0_MOUSE, tr|A0A140T8M1|A0A140T8M1_MOUSE, tr|A0A075B5L1|A0A075B5L1_MOUSE, tr|A0A140T8P3|A0A140T8P3_MOUSE, tr|A0A075B5L4|A0A075B5L4_MOUSE, tr|A0A075B5M8|A0A075B5M8_MOUSE, tr|A0A140T8M2|A0A140T8M2_MOUSE, sp|P01636|KV5A4_MOUSE, sp|P01635|KV5A3_MOUSE, tr|A0A140T8P6|A0A140T8P6_MOUSE, tr|A0A075B5K9|A0A075B5K9_MOUSE, tr|A0A0G2JDU3|A0A0G2JDU3_MOUSE, tr|A0A140T8N3|A0A140T8N3_MOUSE, tr|A0A075B666|A0A075B666_MOUSE, tr|A0A0G2JET4|A0A0G2JET4_MOUSE, tr|A0A0B4J1I1|A0A0B4J1I1_MOUSE, tr|A0A075B6D5|A0A075B6D5_MOUSE, tr|A0A140T8P9|A0A140T8P9_MOUSE, sp|P01637|KV5A5_MOUSE, sp|P01638|KV5A6_MOUSE, tr|A0A075B5K0|A0A075B5K0_MOUSE, tr|A0A075B5K2|A0A075B5K2_MOUSE, sp|P01639|KV5A7_MOUSE, sp|P01641|KV5A8_MOUSE, tr|A0A140T8N8|A0A140T8N8_MOUSE, tr|A0A075B5K7|A0A075B5K7_MOUSE, tr|A0A075B683|A0A075B683_MOUSE, tr|A0A075B5J7|A0A075B5J7_MOUSE	tr|A0A5J5MKA2|A0A5J5MKA2_MUNRE
OG0000025	sp|P10755|ZFP14_MOUSE	tr|A0A5J5MWS0|A0A5J5MWS0_MUNRE
OG0000025	tr|Q8VCI1|Q8VCI1_MOUSE	tr|A0A5J5MNC9|A0A5J5MNC9_MUNRE
OG0000025	tr|A0A087WRR7|A0A087WRR7_MOUSE	tr|A0A5J5MRM3|A0A5J5MRM3_MUNRE, tr|A0A5J5MR08|A0A5J5MR08_MUNRE
OG0000025	sp|Q6P9Y7|ZFP82_MOUSE	tr|A0A5J5MVG1|A0A5J5MVG1_MUNRE, tr|A0A5J5MWR8|A0A5J5MWR8_MUNRE, tr|A0A5J5MTW1|A0A5J5MTW1_MUNRE
OG0000028	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A5N3XF31|A0A5N3XF31_MUNRE
OG0000028	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A5N3URR4|A0A5N3URR4_MUNRE, tr|A0A5N3VAA2|A0A5N3VAA2_MUNRE, tr|A0A5N3XEE9|A0A5N3XEE9_MUNRE, tr|A0A5N3XEG6|A0A5N3XEG6_MUNRE, tr|A0A5N3XFG5|A0A5N3XFG5_MUNRE, tr|A0A5N3XIV2|A0A5N3XIV2_MUNRE, tr|A0A5N3VB89|A0A5N3VB89_MUNRE, tr|A0A5N3UR62|A0A5N3UR62_MUNRE, tr|A0A5N3XI20|A0A5N3XI20_MUNRE
OG0000028	tr|G3UW88|G3UW88_MOUSE	tr|A0A5N3UJM6|A0A5N3UJM6_MUNRE, tr|A0A5N3UX45|A0A5N3UX45_MUNRE, tr|A0A5N3UQV4|A0A5N3UQV4_MUNRE, tr|A0A5N3UHS1|A0A5N3UHS1_MUNRE, tr|A0A5N3VZ74|A0A5N3VZ74_MUNRE, tr|A0A5N3XE47|A0A5N3XE47_MUNRE, tr|A0A5N3VAF4|A0A5N3VAF4_MUNRE, tr|A0A5N3XGD4|A0A5N3XGD4_MUNRE, tr|A0A5N3VWC6|A0A5N3VWC6_MUNRE, tr|A0A5N3UR51|A0A5N3UR51_MUNRE, tr|A0A5N3UQD9|A0A5N3UQD9_MUNRE, tr|A0A5N3ULA5|A0A5N3ULA5_MUNRE, tr|A0A5N3XFH2|A0A5N3XFH2_MUNRE, tr|A0A5N3VWI8|A0A5N3VWI8_MUNRE, tr|A0A5N3VWY0|A0A5N3VWY0_MUNRE, tr|A0A5N3UKU6|A0A5N3UKU6_MUNRE, tr|A0A5N3UNL6|A0A5N3UNL6_MUNRE, tr|A0A5N3UVT1|A0A5N3UVT1_MUNRE
OG0000036	sp|P70423|CTR3_MOUSE	tr|A0A5N3UTZ9|A0A5N3UTZ9_MUNRE
OG0000036	tr|E9PWS4|E9PWS4_MOUSE	tr|A0A5J5MTQ7|A0A5J5MTQ7_MUNRE, tr|A0A5J5MS45|A0A5J5MS45_MUNRE, tr|A0A5J5MPL5|A0A5J5MPL5_MUNRE, tr|A0A5J5MTN9|A0A5J5MTN9_MUNRE, tr|A0A5J5MTV9|A0A5J5MTV9_MUNRE, tr|A0A5J5MMM9|A0A5J5MMM9_MUNRE, tr|A0A5J5MMY0|A0A5J5MMY0_MUNRE, tr|A0A5J5MP44|A0A5J5MP44_MUNRE, tr|A0A5N3UWM4|A0A5N3UWM4_MUNRE, tr|A0A5J5MQH6|A0A5J5MQH6_MUNRE, tr|A0A5J5MSP3|A0A5J5MSP3_MUNRE, tr|A0A5J5MZ43|A0A5J5MZ43_MUNRE, tr|A0A5N3V9R2|A0A5N3V9R2_MUNRE, tr|A0A5N3VVX9|A0A5N3VVX9_MUNRE, tr|A0A5J5MVY5|A0A5J5MVY5_MUNRE, tr|A0A5J5MU26|A0A5J5MU26_MUNRE, tr|A0A5J5MRD4|A0A5J5MRD4_MUNRE, tr|A0A5J5MU65|A0A5J5MU65_MUNRE, tr|A0A5J5MVJ6|A0A5J5MVJ6_MUNRE, tr|A0A5J5MRB7|A0A5J5MRB7_MUNRE, tr|A0A5J5MU27|A0A5J5MU27_MUNRE, tr|A0A5J5MMI2|A0A5J5MMI2_MUNRE, tr|A0A5J5MM84|A0A5J5MM84_MUNRE, tr|A0A5J5MT95|A0A5J5MT95_MUNRE, tr|A0A5J5MUZ0|A0A5J5MUZ0_MUNRE, tr|A0A5J5MPW7|A0A5J5MPW7_MUNRE, tr|A0A5J5MW94|A0A5J5MW94_MUNRE
OG0000037	tr|Q8VEZ1|Q8VEZ1_MOUSE, tr|A2AUA4|A2AUA4_MOUSE, tr|Q8VGN4|Q8VGN4_MOUSE, tr|Q8VGP0|Q8VGP0_MOUSE, tr|Q8VGN6|Q8VGN6_MOUSE, tr|Q8VF98|Q8VF98_MOUSE, tr|Q7TR10|Q7TR10_MOUSE, tr|A2AV10|A2AV10_MOUSE, tr|Q8VGN0|Q8VGN0_MOUSE, tr|Q7TQZ9|Q7TQZ9_MOUSE, tr|Q8VEX7|Q8VEX7_MOUSE, tr|Q7TR09|Q7TR09_MOUSE, tr|Q7TR08|Q7TR08_MOUSE, tr|A2ATG2|A2ATG2_MOUSE, tr|A3KGY3|A3KGY3_MOUSE, tr|A2ATG3|A2ATG3_MOUSE, tr|A0A1L1SU13|A0A1L1SU13_MOUSE, tr|A3KGY4|A3KGY4_MOUSE, tr|L7MU54|L7MU54_MOUSE, tr|Q7TR05|Q7TR05_MOUSE, tr|Q7TR04|Q7TR04_MOUSE, tr|Q8VGG1|Q8VGG1_MOUSE, tr|Q7TR02|Q7TR02_MOUSE, tr|Q8VGM9|Q8VGM9_MOUSE, tr|Q8VGM5|Q8VGM5_MOUSE, tr|Q7TR01|Q7TR01_MOUSE, tr|L7MU53|L7MU53_MOUSE, tr|F7BL62|F7BL62_MOUSE	tr|A0A5N3VCK4|A0A5N3VCK4_MUNRE
OG0000039	tr|Q7TQU0|Q7TQU0_MOUSE	tr|A0A5N3W382|A0A5N3W382_MUNRE, tr|A0A5N3V9U1|A0A5N3V9U1_MUNRE
OG0000039	tr|Q8VFG3|Q8VFG3_MOUSE	tr|A0A5N3VCL4|A0A5N3VCL4_MUNRE, tr|A0A5N3VC03|A0A5N3VC03_MUNRE
OG0000039	tr|Q5SZS9|Q5SZS9_MOUSE	tr|A0A5N3W435|A0A5N3W435_MUNRE
OG0000039	tr|Q5SZZ8|Q5SZZ8_MOUSE	tr|A0A5N3W274|A0A5N3W274_MUNRE
OG0000039	tr|Q8VFH0|Q8VFH0_MOUSE	tr|A0A5J5MZQ0|A0A5J5MZQ0_MUNRE, tr|A0A5N3W131|A0A5N3W131_MUNRE
OG0000039	tr|Q8VFC2|Q8VFC2_MOUSE	tr|A0A5N3URA0|A0A5N3URA0_MUNRE, tr|A0A5N3W221|A0A5N3W221_MUNRE, tr|A0A5N3V9N6|A0A5N3V9N6_MUNRE, tr|A0A5N3VZ61|A0A5N3VZ61_MUNRE, tr|A0A5N3W089|A0A5N3W089_MUNRE, tr|A0A5N3W0L6|A0A5N3W0L6_MUNRE, tr|A0A5N3VZ73|A0A5N3VZ73_MUNRE
OG0000043	tr|Q8VFU1|Q8VFU1_MOUSE, tr|Q8VFH9|Q8VFH9_MOUSE, tr|Q8VFU2|Q8VFU2_MOUSE	tr|A0A5J5N4D6|A0A5J5N4D6_MUNRE
OG0000043	tr|Q8VG45|Q8VG45_MOUSE	tr|A0A5J5N6H0|A0A5J5N6H0_MUNRE
OG0000043	tr|Q7TRH5|Q7TRH5_MOUSE, tr|Q8VEX8|Q8VEX8_MOUSE	tr|A0A5J5N5F4|A0A5J5N5F4_MUNRE
OG0000043	tr|Q8VGI8|Q8VGI8_MOUSE, tr|Q7TRH9|Q7TRH9_MOUSE, tr|Q7TRH8|Q7TRH8_MOUSE	tr|A0A5J5N031|A0A5J5N031_MUNRE
OG0000044	sp|Q9D106|PEPA5_MOUSE	tr|A0A5N3XWJ8|A0A5N3XWJ8_MUNRE, tr|A0A5N3XVU3|A0A5N3XVU3_MUNRE, tr|A0A5N3XSQ5|A0A5N3XSQ5_MUNRE, tr|A0A5N3XTV3|A0A5N3XTV3_MUNRE, tr|A0A5N3XW97|A0A5N3XW97_MUNRE, tr|A0A5N3XU31|A0A5N3XU31_MUNRE, tr|A0A5N3XUB8|A0A5N3XUB8_MUNRE, tr|A0A5N3XVK2|A0A5N3XVK2_MUNRE, tr|A0A5N3XU57|A0A5N3XU57_MUNRE, tr|A0A5N3XXP5|A0A5N3XXP5_MUNRE, tr|A0A5N3XTZ3|A0A5N3XTZ3_MUNRE, tr|A0A5N3XVU6|A0A5N3XVU6_MUNRE, tr|A0A5N3XSG1|A0A5N3XSG1_MUNRE, tr|A0A5N3XU93|A0A5N3XU93_MUNRE, tr|A0A5N3XRS5|A0A5N3XRS5_MUNRE, tr|A0A5N3XT86|A0A5N3XT86_MUNRE, tr|A0A5N3XXZ5|A0A5N3XXZ5_MUNRE, tr|A0A5N3XU69|A0A5N3XU69_MUNRE, tr|A0A5N3XUF8|A0A5N3XUF8_MUNRE, tr|A0A5N3XUN4|A0A5N3XUN4_MUNRE, tr|A0A5N3XUK9|A0A5N3XUK9_MUNRE, tr|A0A5N3V9Y4|A0A5N3V9Y4_MUNRE, tr|A0A5N3XW47|A0A5N3XW47_MUNRE, tr|A0A5N3UKY1|A0A5N3UKY1_MUNRE, tr|A0A5N3UMZ6|A0A5N3UMZ6_MUNRE
OG0000050	sp|Q8VEM8|MPCP_MOUSE	tr|A0A5J5MX30|A0A5J5MX30_MUNRE, tr|A0A5N3X2J9|A0A5N3X2J9_MUNRE, tr|A0A5J5MZ65|A0A5J5MZ65_MUNRE, tr|A0A5J5N0K2|A0A5J5N0K2_MUNRE, tr|A0A5J5MM50|A0A5J5MM50_MUNRE, tr|A0A5N3UQ71|A0A5N3UQ71_MUNRE, tr|A0A5J5MKJ8|A0A5J5MKJ8_MUNRE, tr|A0A5N3UJJ0|A0A5N3UJJ0_MUNRE, tr|A0A5N3XN41|A0A5N3XN41_MUNRE, tr|A0A5N3VXA1|A0A5N3VXA1_MUNRE, tr|A0A5N3VXU1|A0A5N3VXU1_MUNRE, tr|A0A5N3XXV8|A0A5N3XXV8_MUNRE, tr|A0A5N3VXT2|A0A5N3VXT2_MUNRE, tr|A0A5N3XKI1|A0A5N3XKI1_MUNRE, tr|A0A5N3XKE8|A0A5N3XKE8_MUNRE, tr|A0A5N3UW30|A0A5N3UW30_MUNRE, tr|A0A5N3VYP7|A0A5N3VYP7_MUNRE, tr|A0A5N3UR65|A0A5N3UR65_MUNRE, tr|A0A5N3UQI0|A0A5N3UQI0_MUNRE, tr|A0A5N3UPE2|A0A5N3UPE2_MUNRE, tr|A0A5N3UKF4|A0A5N3UKF4_MUNRE, tr|A0A5N3UJA6|A0A5N3UJA6_MUNRE
OG0000054	tr|Q91XZ9|Q91XZ9_MOUSE, tr|Q91V48|Q91V48_MOUSE, tr|Q91Y04|Q91Y04_MOUSE, sp|Q91Y02|PCDBI_MOUSE, tr|Q91Y00|Q91Y00_MOUSE, tr|Q8CDY9|Q8CDY9_MOUSE, tr|E9Q5G2|E9Q5G2_MOUSE, tr|Q91XZ5|Q91XZ5_MOUSE, sp|Q91XZ2|PCDB8_MOUSE, sp|Q91XZ4|PCDB6_MOUSE, tr|Q91XZ6|Q91XZ6_MOUSE, tr|Q91VE5|Q91VE5_MOUSE, tr|Q91Y07|Q91Y07_MOUSE, tr|Q91UZ8|Q91UZ8_MOUSE, tr|Q91Y06|Q91Y06_MOUSE, sp|Q6PB90|PCDBE_MOUSE, tr|Q91XZ7|Q91XZ7_MOUSE, tr|Q91Y03|Q91Y03_MOUSE, tr|Q91VD8|Q91VD8_MOUSE, tr|Q91Y01|Q91Y01_MOUSE, tr|Q91XZ8|Q91XZ8_MOUSE	tr|A0A5N3UVS2|A0A5N3UVS2_MUNRE
OG0000058	tr|Q8VGP1|Q8VGP1_MOUSE	tr|A0A5N3Y1T8|A0A5N3Y1T8_MUNRE, tr|A0A5N3ULJ3|A0A5N3ULJ3_MUNRE, tr|A0A5N3ULH7|A0A5N3ULH7_MUNRE, tr|A0A5N3VVC9|A0A5N3VVC9_MUNRE, tr|A0A5N3UIJ4|A0A5N3UIJ4_MUNRE, tr|A0A5N3VVP0|A0A5N3VVP0_MUNRE, tr|A0A5N3UMR8|A0A5N3UMR8_MUNRE, tr|A0A5N3UKT4|A0A5N3UKT4_MUNRE, tr|A0A5N3UKU0|A0A5N3UKU0_MUNRE, tr|A0A5N3UL10|A0A5N3UL10_MUNRE, tr|A0A5N3UVU2|A0A5N3UVU2_MUNRE, tr|A0A5N3UMI7|A0A5N3UMI7_MUNRE, tr|A0A5N3UL02|A0A5N3UL02_MUNRE, tr|A0A5N3UL31|A0A5N3UL31_MUNRE, tr|A0A5N3ULS5|A0A5N3ULS5_MUNRE, tr|A0A5N3UIP0|A0A5N3UIP0_MUNRE, tr|A0A5N3Y0A0|A0A5N3Y0A0_MUNRE, tr|A0A5J5MJG4|A0A5J5MJG4_MUNRE, tr|A0A5N3XVP8|A0A5N3XVP8_MUNRE, tr|A0A5N3XVD0|A0A5N3XVD0_MUNRE
