Orthogroup	Mus_musculus	Phyllostomus_discolor
OG0013741	sp|P97799|NRSN1_MOUSE	tr|A0A7E6DT22|A0A7E6DT22_9CHIR
OG0013742	sp|Q07916|PO6F1_MOUSE	tr|A0A7E6D6N0|A0A7E6D6N0_9CHIR
OG0013743	sp|Q3HNM7|INSC_MOUSE	tr|A0A6J2LY74|A0A6J2LY74_9CHIR
OG0013744	sp|Q3TQF0|FBX31_MOUSE	tr|A0A6J2KRD3|A0A6J2KRD3_9CHIR
OG0013745	sp|Q3UE37|UBE2Z_MOUSE	tr|A0A6J2MHC9|A0A6J2MHC9_9CHIR
OG0013746	sp|Q3UX43|AN13C_MOUSE	tr|A0A6J2LMX9|A0A6J2LMX9_9CHIR
OG0013747	sp|Q3V1D5|PLPL1_MOUSE	tr|A0A7E6DLP7|A0A7E6DLP7_9CHIR
OG0013748	sp|Q3V1V3|ESF1_MOUSE	tr|A0A7E6CGV8|A0A7E6CGV8_9CHIR
OG0013749	sp|Q5IR70|CAGE1_MOUSE	tr|A0A7E6DTE3|A0A7E6DTE3_9CHIR
OG0013750	sp|Q5U4C9|DYRK2_MOUSE	tr|A0A6J2NFU9|A0A6J2NFU9_9CHIR
OG0013751	sp|Q60662|AKAP4_MOUSE	tr|A0A6J2MLG0|A0A6J2MLG0_9CHIR
OG0013752	sp|Q60887|OL148_MOUSE	tr|A0A6J2N397|A0A6J2N397_9CHIR
OG0013753	sp|Q61220|NELL2_MOUSE	tr|A0A7E6D6Y8|A0A7E6D6Y8_9CHIR
OG0013754	sp|Q61550|RAD21_MOUSE	tr|A0A6J2NGV2|A0A6J2NGV2_9CHIR
OG0013755	sp|Q62356|FSTL1_MOUSE	tr|A0A6J2L2E1|A0A6J2L2E1_9CHIR
OG0013756	sp|Q64FW2|RETST_MOUSE	tr|A0A6J2LVX0|A0A6J2LVX0_9CHIR
OG0013757	sp|Q6P8I6|COX11_MOUSE	tr|A0A6J2MF54|A0A6J2MF54_9CHIR
OG0013758	sp|Q6PCM1|KDM3A_MOUSE	tr|A0A6J2LWF6|A0A6J2LWF6_9CHIR
OG0013759	tr|Q6PCS8|Q6PCS8_MOUSE	tr|A0A6J2LPQ4|A0A6J2LPQ4_9CHIR
OG0013760	sp|Q6PEV3|WIPF2_MOUSE	tr|A0A6J2MCB6|A0A6J2MCB6_9CHIR
OG0013761	sp|Q6X632|GPR75_MOUSE	tr|A0A7E6DXS2|A0A7E6DXS2_9CHIR
OG0013762	sp|Q6XP49|GLIS3_MOUSE	tr|A0A6J2MX63|A0A6J2MX63_9CHIR
OG0013763	sp|Q76N33|STALP_MOUSE	tr|A0A6J2LJG7|A0A6J2LJG7_9CHIR
OG0013764	sp|Q80VW7|AKNA_MOUSE	tr|A0A6J2MBS6|A0A6J2MBS6_9CHIR
OG0013765	sp|Q8BIZ0|PCD20_MOUSE	tr|A0A6J2MSA2|A0A6J2MSA2_9CHIR
OG0013766	sp|Q8BP48|MAP11_MOUSE	tr|A0A6J2L8J0|A0A6J2L8J0_9CHIR
OG0013767	sp|Q8BXN7|PPM1K_MOUSE	tr|A0A6J2L7Q9|A0A6J2L7Q9_9CHIR
OG0013768	sp|Q8BZL8|LMO3_MOUSE	tr|A0A6J2N818|A0A6J2N818_9CHIR
OG0013769	sp|Q8C0D0|TRUB1_MOUSE	tr|A0A6J2LMA1|A0A6J2LMA1_9CHIR
OG0013770	sp|Q8C0D5|EFL1_MOUSE	tr|A0A7E6CPZ8|A0A7E6CPZ8_9CHIR
OG0013771	sp|Q8CGC7|SYEP_MOUSE	tr|A0A6J2N3S3|A0A6J2N3S3_9CHIR
OG0013772	sp|Q8CH09|SUGP2_MOUSE	tr|A0A6J2M906|A0A6J2M906_9CHIR
OG0013773	sp|Q8JZN5|ACAD9_MOUSE	tr|A0A6J2L4X4|A0A6J2L4X4_9CHIR
OG0013774	sp|Q8K1S2|UNC5D_MOUSE	tr|A0A7E6CJA7|A0A7E6CJA7_9CHIR
OG0013775	sp|Q8R4L0|SLAP2_MOUSE	tr|A0A6J2MM99|A0A6J2MM99_9CHIR
OG0013776	sp|Q91VR2|ATPG_MOUSE	tr|A0A6J2L6N9|A0A6J2L6N9_9CHIR
OG0013777	sp|Q91WT9|CBS_MOUSE	tr|A0A6J2KYJ1|A0A6J2KYJ1_9CHIR
OG0013778	sp|Q922B6|TRAF7_MOUSE	tr|A0A7E6DD42|A0A7E6DD42_9CHIR
OG0013779	sp|Q923W9|ADA33_MOUSE	tr|A0A7E6CEY8|A0A7E6CEY8_9CHIR
OG0013780	sp|Q99LP8|YIPF2_MOUSE	tr|A0A6J2M9X8|A0A6J2M9X8_9CHIR
OG0013781	sp|Q9CQG1|CHAC2_MOUSE	tr|A0A6J2LUZ5|A0A6J2LUZ5_9CHIR
OG0013782	sp|Q9CQM6|ANR61_MOUSE	tr|A0A7E6CSS3|A0A7E6CSS3_9CHIR
OG0013783	sp|Q9CXA2|T3HPD_MOUSE	tr|A0A6J2LAV3|A0A6J2LAV3_9CHIR
OG0013784	sp|Q9D3G5|STX11_MOUSE	tr|A0A6J2LI55|A0A6J2LI55_9CHIR
OG0013785	sp|Q9D8C6|MED11_MOUSE	tr|A0A6J2NJ71|A0A6J2NJ71_9CHIR
OG0013786	sp|Q9D8I3|GLOD5_MOUSE	tr|A0A6J2MIE8|A0A6J2MIE8_9CHIR
OG0013787	sp|Q9DB07|IFT46_MOUSE	tr|A0A7E6E030|A0A7E6E030_9CHIR
OG0013788	sp|Q9EQJ9|MAGI3_MOUSE	tr|A0A6J2KXZ9|A0A6J2KXZ9_9CHIR
OG0013789	sp|Q9WVK8|CP46A_MOUSE	tr|A0A6J2L7Q1|A0A6J2L7Q1_9CHIR
OG0013790	sp|Q9Z255|UBE2A_MOUSE	tr|A0A7E6D160|A0A7E6D160_9CHIR
OG0013791	sp|Q9Z2Z6|MCAT_MOUSE	tr|A0A6J2M9E3|A0A6J2M9E3_9CHIR
OG0013792	tr|A0A2I3BPR3|A0A2I3BPR3_MOUSE	tr|A0A6J2LUD1|A0A6J2LUD1_9CHIR
OG0013793	sp|A2A559|PGAP3_MOUSE	tr|A0A6J2M7T3|A0A6J2M7T3_9CHIR
OG0013794	sp|A2AAE1|K1109_MOUSE	tr|A0A7E6E8R3|A0A7E6E8R3_9CHIR
OG0013795	sp|B9EKI3|TMF1_MOUSE	tr|A0A6J2M6E6|A0A6J2M6E6_9CHIR
OG0013796	sp|O88552|CLD2_MOUSE	tr|A0A7E6D201|A0A7E6D201_9CHIR
OG0013797	sp|P05627|JUN_MOUSE	tr|A0A6J2LL01|A0A6J2LL01_9CHIR
OG0013798	sp|P09056|LIF_MOUSE	tr|A0A6J2MWN1|A0A6J2MWN1_9CHIR
OG0013799	sp|P17433|SPI1_MOUSE	tr|A0A6J2LVX2|A0A6J2LVX2_9CHIR
OG0013800	sp|P47993|XCL1_MOUSE	tr|A0A6J2N3D2|A0A6J2N3D2_9CHIR
OG0013801	sp|P50538|MAD1_MOUSE	tr|A0A6J2M0L2|A0A6J2M0L2_9CHIR
OG0013802	sp|P51656|DHB1_MOUSE	tr|A0A7E6EFK0|A0A7E6EFK0_9CHIR
OG0013803	sp|P53690|MMP14_MOUSE	tr|A0A7E6E5D1|A0A7E6E5D1_9CHIR
OG0013804	sp|P56563|LMIP_MOUSE	tr|A0A6J2N1J5|A0A6J2N1J5_9CHIR
OG0013805	sp|P59913|PCMD1_MOUSE	tr|A0A6J2M149|A0A6J2M149_9CHIR
OG0013806	sp|P70275|SEM3E_MOUSE	tr|A0A6J2MUM4|A0A6J2MUM4_9CHIR
OG0013807	sp|P70278|STRA8_MOUSE	tr|A0A6J2MLJ6|A0A6J2MLJ6_9CHIR
OG0013808	sp|Q07105|GDF9_MOUSE	tr|A0A6J2MXJ4|A0A6J2MXJ4_9CHIR
OG0013809	sp|Q08331|CALB2_MOUSE	tr|A0A6J2KSP7|A0A6J2KSP7_9CHIR
OG0013810	sp|Q08879|FBLN1_MOUSE	tr|A0A6J2NEA8|A0A6J2NEA8_9CHIR
OG0013811	sp|Q3KQJ0|TMM69_MOUSE	tr|A0A6J2LW08|A0A6J2LW08_9CHIR
OG0013812	tr|Q3TAQ9|Q3TAQ9_MOUSE	tr|A0A6J2LWV5|A0A6J2LWV5_9CHIR
OG0013813	sp|Q3THJ3|EIF1A_MOUSE	tr|A0A6J2LXC8|A0A6J2LXC8_9CHIR
OG0013814	sp|Q3U5C8|ARHGG_MOUSE	tr|A0A6J2LTR0|A0A6J2LTR0_9CHIR
OG0013815	sp|Q3U898|CSN9_MOUSE	tr|A0A6J2LGS3|A0A6J2LGS3_9CHIR
OG0013816	sp|Q3UHD6|SNX27_MOUSE	tr|A0A6J2KUQ4|A0A6J2KUQ4_9CHIR
OG0013817	sp|Q3UIK4|MET14_MOUSE	tr|A0A6J2M914|A0A6J2M914_9CHIR
OG0013818	sp|Q3ULJ0|GPD1L_MOUSE	tr|A0A6J2M3Y3|A0A6J2M3Y3_9CHIR
OG0013819	sp|Q4V9W2|SR1IP_MOUSE	tr|A0A7E6DD24|A0A7E6DD24_9CHIR
OG0013820	sp|Q501P1|FBLN7_MOUSE	tr|A0A7E6DZ69|A0A7E6DZ69_9CHIR
OG0013821	sp|Q60837|I12R1_MOUSE	tr|A0A7E6EC01|A0A7E6EC01_9CHIR
OG0013822	sp|Q61458|CCNH_MOUSE	tr|A0A6J2MXX1|A0A6J2MXX1_9CHIR
OG0013823	sp|Q61738|ITA7_MOUSE	tr|A0A7E6D922|A0A7E6D922_9CHIR
OG0013824	sp|Q69ZS7|HBS1L_MOUSE	tr|A0A6J2LE56|A0A6J2LE56_9CHIR
OG0013825	sp|Q6P073|UB2J2_MOUSE	tr|A0A6J2LQ22|A0A6J2LQ22_9CHIR
OG0013826	sp|Q6ZPI0|JADE1_MOUSE	tr|A0A6J2M6D2|A0A6J2M6D2_9CHIR
OG0013827	sp|Q7M6Z0|R4RL2_MOUSE	tr|A0A6J2M630|A0A6J2M630_9CHIR
OG0013828	sp|Q8BGB2|TTC7A_MOUSE	tr|A0A6J2LZ79|A0A6J2LZ79_9CHIR
OG0013829	sp|Q8BGX4|OFCC1_MOUSE	tr|A0A6J2LMA8|A0A6J2LMA8_9CHIR
OG0013830	sp|Q8BHH9|T179A_MOUSE	tr|A0A6J2L7V4|A0A6J2L7V4_9CHIR
OG0013831	sp|Q8BM85|TBCK_MOUSE	tr|A0A6J2L758|A0A6J2L758_9CHIR
OG0013832	sp|Q8BWU3|F131A_MOUSE	tr|A0A6J2KYY9|A0A6J2KYY9_9CHIR
OG0013833	sp|Q8C525|M21D2_MOUSE	tr|A0A6J2L346|A0A6J2L346_9CHIR
OG0013834	sp|Q8CAK3|SHFL_MOUSE	tr|A0A6J2M8W0|A0A6J2M8W0_9CHIR
OG0013835	sp|Q8CH25|SLTM_MOUSE	tr|A0A7E6EFA0|A0A7E6EFA0_9CHIR
OG0013836	sp|Q8CID0|CSR2B_MOUSE	tr|A0A7E6CGP5|A0A7E6CGP5_9CHIR
OG0013837	sp|Q8JZP9|GA2L1_MOUSE	tr|A0A6J2N1Z3|A0A6J2N1Z3_9CHIR
OG0013838	sp|Q8K4F6|NSUN5_MOUSE	tr|A0A7E6DCN1|A0A7E6DCN1_9CHIR
OG0013839	sp|Q8R0W0|EPIPL_MOUSE	tr|A0A6J2NAB9|A0A6J2NAB9_9CHIR
OG0013840	sp|Q8R2Y3|DOLK_MOUSE	tr|A0A6J2MCF3|A0A6J2MCF3_9CHIR
OG0013841	sp|Q8VI84|NOC3L_MOUSE	tr|A0A6J2LIU4|A0A6J2LIU4_9CHIR
OG0013842	sp|Q91VU0|FAM3C_MOUSE	tr|A0A6J2MMU0|A0A6J2MMU0_9CHIR
OG0013843	sp|Q99LN9|DOHH_MOUSE	tr|A0A6J2M9W0|A0A6J2M9W0_9CHIR
OG0013844	sp|Q99M03|RWD2B_MOUSE	tr|A0A7E6D202|A0A7E6D202_9CHIR
OG0013845	sp|Q99MZ3|MLXPL_MOUSE	tr|A0A6J2MYC5|A0A6J2MYC5_9CHIR
OG0013846	sp|Q9CQ89|CUTA_MOUSE	tr|A0A6J2LAE3|A0A6J2LAE3_9CHIR
OG0013847	sp|Q9CQY9|NDUC1_MOUSE	tr|A0A6J2MBT9|A0A6J2MBT9_9CHIR
OG0013848	sp|Q9CXB2|SOAT_MOUSE	tr|A0A6J2LAU3|A0A6J2LAU3_9CHIR
OG0013849	sp|Q9CZT4|RPC5_MOUSE	tr|A0A6J2LQW6|A0A6J2LQW6_9CHIR
OG0013850	sp|Q9D0D4|DIM1_MOUSE	tr|A0A6J2MGB6|A0A6J2MGB6_9CHIR
OG0013851	sp|Q9D1A2|CNDP2_MOUSE	tr|A0A6J2MQC7|A0A6J2MQC7_9CHIR
OG0013852	sp|Q9D701|UPK3L_MOUSE	tr|A0A7E6DBY1|A0A7E6DBY1_9CHIR
OG0013853	sp|Q9D9Q0|LRC69_MOUSE	tr|A0A6J2NDI5|A0A6J2NDI5_9CHIR
OG0013854	sp|Q9R0Y8|GBRG1_MOUSE	tr|A0A6J2L9Q8|A0A6J2L9Q8_9CHIR
OG0013855	sp|Q9WTR5|CAD13_MOUSE	tr|A0A6J2KWQ0|A0A6J2KWQ0_9CHIR
OG0013856	sp|Q9Z180|SETBP_MOUSE	tr|A0A7E6CFN8|A0A7E6CFN8_9CHIR
OG0013857	tr|A0A087WP46|A0A087WP46_MOUSE	tr|A0A7E6CXD0|A0A7E6CXD0_9CHIR
OG0013858	tr|A0A286YCX6|A0A286YCX6_MOUSE	tr|A0A7E6CDJ5|A0A7E6CDJ5_9CHIR
OG0013859	tr|A0A571BEG0|A0A571BEG0_MOUSE	tr|A0A7E6E8H3|A0A7E6E8H3_9CHIR
OG0013860	sp|B2RVL6|ZCH24_MOUSE	tr|A0A6J2LMW3|A0A6J2LMW3_9CHIR
OG0013861	tr|E9QA15|E9QA15_MOUSE	tr|A0A7E6CKU7|A0A7E6CKU7_9CHIR
OG0013862	sp|F8VQN3|GPR31_MOUSE	tr|A0A6J2KYY5|A0A6J2KYY5_9CHIR
OG0013863	sp|G5E869|ZN142_MOUSE	tr|A0A6J2LG35|A0A6J2LG35_9CHIR
OG0013864	tr|G5E893|G5E893_MOUSE	tr|A0A7E6CDY4|A0A7E6CDY4_9CHIR
OG0013865	tr|J3QNT8|J3QNT8_MOUSE	tr|A0A6J2L4U6|A0A6J2L4U6_9CHIR
OG0013866	sp|O88737|BSN_MOUSE	tr|A0A7E6E733|A0A7E6E733_9CHIR
OG0013867	sp|P08505|IL6_MOUSE	tr|A0A7E6CJI7|A0A7E6CJI7_9CHIR
OG0013868	sp|P12815|PDCD6_MOUSE	tr|A0A6J2MJA8|A0A6J2MJA8_9CHIR
OG0013869	sp|P21460|CYTC_MOUSE	tr|A0A6J2MPT9|A0A6J2MPT9_9CHIR
OG0013870	sp|P25206|MCM3_MOUSE	tr|A0A6J2LEA5|A0A6J2LEA5_9CHIR
OG0013871	sp|P35438|NMDZ1_MOUSE	tr|A0A7E6DH92|A0A7E6DH92_9CHIR
OG0013872	sp|P42227|STAT3_MOUSE	tr|A0A6J2MBK4|A0A6J2MBK4_9CHIR
OG0013873	sp|P42866|OPRM_MOUSE	tr|A0A6J2LH30|A0A6J2LH30_9CHIR
OG0013874	sp|P43345|TLX1_MOUSE	tr|A0A6J2LV92|A0A6J2LV92_9CHIR
OG0013875	sp|P46061|RAGP1_MOUSE	tr|A0A6J2NFP1|A0A6J2NFP1_9CHIR
OG0013876	sp|P58466|CTDS1_MOUSE	tr|A0A6J2LH83|A0A6J2LH83_9CHIR
OG0013877	sp|P63082|VATL_MOUSE	tr|A0A6J2LHA0|A0A6J2LHA0_9CHIR
OG0013878	sp|P68040|RACK1_MOUSE	tr|A0A6J2MVY0|A0A6J2MVY0_9CHIR
OG0013879	sp|P84075|HPCA_MOUSE	tr|A0A6J2LVC8|A0A6J2LVC8_9CHIR
OG0013880	sp|Q2UY11|COSA1_MOUSE	tr|A0A7E6CGW8|A0A7E6CGW8_9CHIR
OG0013881	sp|Q3TQB2|FXRD1_MOUSE	tr|A0A7E6CVV9|A0A7E6CVV9_9CHIR
OG0013882	sp|Q3TYV2|HHLA1_MOUSE	tr|A0A6J2NDJ6|A0A6J2NDJ6_9CHIR
OG0013883	sp|Q3U3Q1|ULK3_MOUSE	tr|A0A6J2LC48|A0A6J2LC48_9CHIR
OG0013884	sp|Q3U4G0|CDIN1_MOUSE	tr|A0A6J2L6W4|A0A6J2L6W4_9CHIR
OG0013885	sp|Q3V089|RBM44_MOUSE	tr|A0A6J2LK92|A0A6J2LK92_9CHIR
OG0013886	sp|Q5RJI4|PKDCC_MOUSE	tr|A0A6J2M431|A0A6J2M431_9CHIR
OG0013887	sp|Q5SPL2|PHF12_MOUSE	tr|A0A6J2ME54|A0A6J2ME54_9CHIR
OG0013888	sp|Q5SSM3|RHG44_MOUSE	tr|A0A6J2NJ89|A0A6J2NJ89_9CHIR
OG0013889	sp|Q60613|AA2AR_MOUSE	tr|A0A7E6CSD0|A0A7E6CSD0_9CHIR
OG0013890	sp|Q7TPS5|C2CD5_MOUSE	tr|A0A7E6D7Z5|A0A7E6D7Z5_9CHIR
OG0013891	sp|Q7TT16|IPMK_MOUSE	tr|A0A6J2LLJ6|A0A6J2LLJ6_9CHIR
OG0013892	sp|Q80VM7|ANR24_MOUSE	tr|A0A7E6EGY4|A0A7E6EGY4_9CHIR
OG0013893	sp|Q80XQ2|TBCD5_MOUSE	tr|A0A6J2M8V3|A0A6J2M8V3_9CHIR
OG0013894	sp|Q8BH01|TMCO3_MOUSE	tr|A0A6J2MQN3|A0A6J2MQN3_9CHIR
OG0013895	sp|Q8BID8|FXL14_MOUSE	tr|A0A7E6D510|A0A7E6D510_9CHIR
OG0013896	sp|Q8BJ34|MARF1_MOUSE	tr|A0A6J2LZ78|A0A6J2LZ78_9CHIR
OG0013897	sp|Q8BU27|PPM1M_MOUSE	tr|A0A6J2M5T9|A0A6J2M5T9_9CHIR
OG0013898	sp|Q8BZ20|PAR12_MOUSE	tr|A0A6J2MR72|A0A6J2MR72_9CHIR
OG0013899	sp|Q8CEE6|PASK_MOUSE	tr|A0A6J2LBB8|A0A6J2LBB8_9CHIR
OG0013900	sp|Q8CF60|ZN263_MOUSE	tr|A0A6J2LK42|A0A6J2LK42_9CHIR
OG0013901	sp|Q8CIH9|PUR1_MOUSE	tr|A0A7E6DC92|A0A7E6DC92_9CHIR
OG0013902	sp|Q8CJ61|CKLF4_MOUSE	tr|A0A6J2KQW2|A0A6J2KQW2_9CHIR
OG0013903	sp|Q8VFT4|OL734_MOUSE	tr|A0A6J2KZQ2|A0A6J2KZQ2_9CHIR
OG0013904	sp|Q91VU7|PUS7_MOUSE	tr|A0A6J2MP70|A0A6J2MP70_9CHIR
OG0013905	sp|Q9D1I2|CAR19_MOUSE	tr|A0A7E6D4X3|A0A7E6D4X3_9CHIR
OG0013906	sp|Q9D2M8|UB2V2_MOUSE	tr|A0A6J2NHU9|A0A6J2NHU9_9CHIR
OG0013907	sp|Q9D478|ODF2L_MOUSE	tr|A0A7E6DU09|A0A7E6DU09_9CHIR
OG0013908	sp|Q9D665|D42E1_MOUSE	tr|A0A6J2KU45|A0A6J2KU45_9CHIR
OG0013909	sp|Q9D824|FIP1_MOUSE	tr|A0A6J2LDK3|A0A6J2LDK3_9CHIR
OG0013910	sp|Q9D883|U2AF1_MOUSE	tr|A0A6J2L1G5|A0A6J2L1G5_9CHIR
OG0013911	sp|Q9DCS1|T176A_MOUSE	tr|A0A7E6CIY4|A0A7E6CIY4_9CHIR
OG0013912	sp|Q9ES89|EXTL2_MOUSE	tr|A0A7E6CX37|A0A7E6CX37_9CHIR
OG0013913	sp|Q9ET26|RN114_MOUSE	tr|A0A6J2MJ43|A0A6J2MJ43_9CHIR
OG0013914	sp|Q9JHS9|CWC15_MOUSE	tr|A0A6J2LYG4|A0A6J2LYG4_9CHIR
OG0013915	sp|Q9JI48|PLAC8_MOUSE	tr|A0A6J2LBR4|A0A6J2LBR4_9CHIR
OG0013916	sp|Q9JID9|SH2B2_MOUSE	tr|A0A6J2LYH8|A0A6J2LYH8_9CHIR
OG0013917	sp|Q9JK88|SPI2_MOUSE	tr|A0A6J2L0Z7|A0A6J2L0Z7_9CHIR
OG0013918	sp|Q9QUK3|CLN8_MOUSE	tr|A0A6J2MSB8|A0A6J2MSB8_9CHIR
OG0013919	sp|Q9QZM4|TR10B_MOUSE	tr|A0A7E6EH67|A0A7E6EH67_9CHIR
OG0013920	sp|Q9R112|SQOR_MOUSE	tr|A0A6J2LA99|A0A6J2LA99_9CHIR
OG0013921	sp|Q9Z0L1|S1PR4_MOUSE	tr|A0A6J2MB45|A0A6J2MB45_9CHIR
OG0013922	tr|A0A286YD83|A0A286YD83_MOUSE	tr|A0A7E6EG04|A0A7E6EG04_9CHIR
OG0013923	sp|A2AE42|C56D1_MOUSE	tr|A0A6J2KYZ7|A0A6J2KYZ7_9CHIR
OG0013924	tr|B1ASA5|B1ASA5_MOUSE	tr|A0A7E6DRN7|A0A7E6DRN7_9CHIR
OG0013925	sp|B9EJI9|T229A_MOUSE	tr|A0A6J2MVN7|A0A6J2MVN7_9CHIR
OG0013926	tr|E9PUN7|E9PUN7_MOUSE	tr|A0A6J2LWY3|A0A6J2LWY3_9CHIR
OG0013927	tr|F8VPN4|F8VPN4_MOUSE	tr|A0A6J2KTA1|A0A6J2KTA1_9CHIR
OG0013928	tr|M0QWB7|M0QWB7_MOUSE	tr|A0A7E6CXX4|A0A7E6CXX4_9CHIR
OG0013929	sp|O55070|DNSL3_MOUSE	tr|A0A6J2M335|A0A6J2M335_9CHIR
OG0013930	sp|O70302|CIDEA_MOUSE	tr|A0A7E6CE09|A0A7E6CE09_9CHIR
OG0013931	sp|P0DW87|ZTRF1_MOUSE	tr|A0A6J2NAQ4|A0A6J2NAQ4_9CHIR
OG0013932	sp|P19091|ANDR_MOUSE	tr|A0A6J2MHN5|A0A6J2MHN5_9CHIR
OG0013933	sp|P22005|PENK_MOUSE	tr|A0A6J2NHZ3|A0A6J2NHZ3_9CHIR
OG0013934	sp|P33622|APOC3_MOUSE	tr|A0A7E6E3I9|A0A7E6E3I9_9CHIR
OG0013935	sp|P35293|RAB18_MOUSE	tr|A0A6J2L7E7|A0A6J2L7E7_9CHIR
OG0013936	sp|P43247|MSH2_MOUSE	tr|A0A6J2LV98|A0A6J2LV98_9CHIR
OG0013937	sp|P46662|MERL_MOUSE	tr|A0A6J2MZW6|A0A6J2MZW6_9CHIR
OG0013938	sp|P48545|KCNJ5_MOUSE	tr|A0A6J2MXA6|A0A6J2MXA6_9CHIR
OG0013939	sp|P49891|ST1E1_MOUSE	tr|A0A6J2L9L3|A0A6J2L9L3_9CHIR
OG0013940	sp|P51450|RORG_MOUSE	tr|A0A7E6CXD2|A0A7E6CXD2_9CHIR
OG0013941	sp|P61208|ARL4C_MOUSE	tr|A0A6J2LH78|A0A6J2LH78_9CHIR
OG0013942	sp|P61372|ISL1_MOUSE	tr|A0A6J2MJX0|A0A6J2MJX0_9CHIR
OG0013943	sp|P97481|EPAS1_MOUSE	tr|A0A7E6DX59|A0A7E6DX59_9CHIR
OG0013944	sp|Q02739|CXB5_MOUSE	tr|A0A6J2LTU1|A0A6J2LTU1_9CHIR
OG0013945	sp|Q2EG98|PK1L3_MOUSE	tr|A0A6J2KR24|A0A6J2KR24_9CHIR
OG0013946	sp|Q32P12|HROB_MOUSE	tr|A0A6J2MDD5|A0A6J2MDD5_9CHIR
OG0013947	sp|Q3U4I7|PYRD2_MOUSE	tr|A0A6J2LP88|A0A6J2LP88_9CHIR
OG0013948	sp|Q3UEG6|AGT2_MOUSE	tr|A0A6J2MT20|A0A6J2MT20_9CHIR
OG0013949	sp|Q3UR85|MYRF_MOUSE	tr|A0A6J2M078|A0A6J2M078_9CHIR
OG0013950	sp|Q3V3A7|RN207_MOUSE	tr|A0A7E6DQR5|A0A7E6DQR5_9CHIR
OG0013951	sp|Q5ND04|HSF5_MOUSE	tr|A0A6J2MGB4|A0A6J2MGB4_9CHIR
OG0013952	sp|Q5UAK0|MIER1_MOUSE	tr|A0A6J2LVH8|A0A6J2LVH8_9CHIR
OG0013953	sp|Q61176|ARGI1_MOUSE	tr|A0A6J2LDL9|A0A6J2LDL9_9CHIR
OG0013954	sp|Q61212|NPY6R_MOUSE	tr|A0A6J2MTW5|A0A6J2MTW5_9CHIR
OG0013955	sp|Q64442|DHSO_MOUSE	tr|A0A6J2L7F1|A0A6J2L7F1_9CHIR
OG0013956	sp|Q7TSG3|FBX5_MOUSE	tr|A0A6J2LGG0|A0A6J2LGG0_9CHIR
OG0013957	sp|Q80TN5|ZDH17_MOUSE	tr|A0A6J2N4P2|A0A6J2N4P2_9CHIR
OG0013958	sp|Q80UP5|AN13A_MOUSE	tr|A0A6J2MV60|A0A6J2MV60_9CHIR
OG0013959	sp|Q80X41|VRK1_MOUSE	tr|A0A7E6CSJ2|A0A7E6CSJ2_9CHIR
OG0013960	sp|Q8BFZ1|TECRL_MOUSE	tr|A0A6J2LCK3|A0A6J2LCK3_9CHIR
OG0013961	sp|Q8BIG7|CMTD1_MOUSE	tr|A0A6J2LSG5|A0A6J2LSG5_9CHIR
OG0013962	tr|Q8BVY4|Q8BVY4_MOUSE	tr|A0A7E6DLR7|A0A7E6DLR7_9CHIR
OG0013963	sp|Q8C1A3|MTRR_MOUSE	tr|A0A6J2LXI1|A0A6J2LXI1_9CHIR
OG0013964	sp|Q8C522|ENDD1_MOUSE	tr|A0A6J2M4Q7|A0A6J2M4Q7_9CHIR
OG0013965	sp|Q8C5S7|REC8_MOUSE	tr|A0A7E6E3C7|A0A7E6E3C7_9CHIR
OG0013966	sp|Q8C5V5|WDR27_MOUSE	tr|A0A7E6DPN4|A0A7E6DPN4_9CHIR
OG0013967	sp|Q8CBQ5|P4K2B_MOUSE	tr|A0A7E6D7W3|A0A7E6D7W3_9CHIR
OG0013968	tr|Q8CFU0|Q8CFU0_MOUSE	tr|A0A7E6D6U9|A0A7E6D6U9_9CHIR
OG0013969	sp|Q8CIG8|ANM5_MOUSE	tr|A0A6J2L6B2|A0A6J2L6B2_9CHIR
OG0013970	sp|Q8K1K4|CENPI_MOUSE	tr|A0A6J2MH22|A0A6J2MH22_9CHIR
OG0013971	sp|Q8K480|MFRP_MOUSE	tr|A0A6J2LZK7|A0A6J2LZK7_9CHIR
OG0013972	sp|Q8R2K7|SNPC5_MOUSE	tr|A0A7E6CEH9|A0A7E6CEH9_9CHIR
OG0013973	sp|Q91V12|BACH_MOUSE	tr|A0A7E6DQD8|A0A7E6DQD8_9CHIR
OG0013974	sp|Q91W45|PAI2B_MOUSE	tr|A0A6J2M0X7|A0A6J2M0X7_9CHIR
OG0013975	sp|Q91ZR1|RAB4B_MOUSE	tr|A0A6J2MZD8|A0A6J2MZD8_9CHIR
OG0013977	sp|Q99JR8|SMRD2_MOUSE	tr|A0A6J2MBJ5|A0A6J2MBJ5_9CHIR
OG0013978	sp|Q99KW9|TIP_MOUSE	tr|A0A6J2KSM5|A0A6J2KSM5_9CHIR
OG0013979	sp|Q9CPU0|LGUL_MOUSE	tr|A0A6J2LF90|A0A6J2LF90_9CHIR
OG0013980	sp|Q9CR33|MANS1_MOUSE	tr|A0A6J2N9E8|A0A6J2N9E8_9CHIR
OG0013981	sp|Q9CZ04|CSN7A_MOUSE	tr|A0A7E6D200|A0A7E6D200_9CHIR
OG0013982	sp|Q9CZ92|CENPP_MOUSE	tr|A0A6J2N7C7|A0A6J2N7C7_9CHIR
