Orthogroup	Mus_musculus	Cervus_elaphus_hippelaphus
OG0008178	sp|Q3UN58|FAP20_MOUSE	tr|A0A212CR19|A0A212CR19_CEREH
OG0008179	sp|Q3UY96|CFA74_MOUSE	tr|A0A212CR31|A0A212CR31_CEREH
OG0008180	sp|P32921|SYWC_MOUSE	tr|A0A212CT48|A0A212CT48_CEREH
OG0008181	sp|Q08297|RAD51_MOUSE	tr|A0A212CU02|A0A212CU02_CEREH
OG0008182	sp|D3YV92|GAR2_MOUSE	tr|A0A212CUE9|A0A212CUE9_CEREH
OG0008183	tr|A0A140LJJ2|A0A140LJJ2_MOUSE	tr|A0A212CX76|A0A212CX76_CEREH
OG0008184	sp|Q91YP6|ELMD3_MOUSE	tr|A0A212CXC1|A0A212CXC1_CEREH
OG0008185	sp|P24452|CAPG_MOUSE	tr|A0A212CXU5|A0A212CXU5_CEREH
OG0008186	sp|Q80WT5|AFTIN_MOUSE	tr|A0A212CYA9|A0A212CYA9_CEREH
OG0008187	sp|Q921G6|LRCH4_MOUSE	tr|A0A212CZ39|A0A212CZ39_CEREH
OG0008188	sp|E9PYQ0|RS10B_MOUSE	tr|A0A212CZM7|A0A212CZM7_CEREH
OG0008189	sp|P15314|IRF1_MOUSE	tr|A0A212D1L2|A0A212D1L2_CEREH
OG0008190	sp|Q9Z0J7|GDF15_MOUSE	tr|A0A212D1M1|A0A212D1M1_CEREH
OG0008191	sp|Q60860|LTC4S_MOUSE	tr|A0A212D266|A0A212D266_CEREH
OG0008192	sp|Q91WQ3|SYYC_MOUSE	tr|A0A212D335|A0A212D335_CEREH
OG0008193	sp|E9Q5L8|GLYL3_MOUSE	tr|A0A212D531|A0A212D531_CEREH
OG0008194	sp|Q9R098|HGFA_MOUSE	tr|A0A212D5Z0|A0A212D5Z0_CEREH
OG0008195	sp|Q9Z2I0|LETM1_MOUSE	tr|A0A212D660|A0A212D660_CEREH
OG0008196	sp|Q91V87|FGRL1_MOUSE	tr|A0A212D6I3|A0A212D6I3_CEREH
OG0008197	sp|Q8C2A2|SEN54_MOUSE	tr|A0A212D6P6|A0A212D6P6_CEREH
OG0008198	sp|Q32P12|HROB_MOUSE	tr|A0A212D7C8|A0A212D7C8_CEREH
OG0008199	sp|P50544|ACADV_MOUSE	tr|A0A212D7H8|A0A212D7H8_CEREH
OG0008200	sp|Q8JZU2|TXTP_MOUSE	tr|A0A212D8T8|A0A212D8T8_CEREH
OG0008201	sp|Q9Z0H3|SNF5_MOUSE	tr|A0A212D9U0|A0A212D9U0_CEREH
OG0008202	sp|Q9D0B0|SRSF9_MOUSE	tr|A0A212DA56|A0A212DA56_CEREH
OG0008203	sp|Q571I9|A16A1_MOUSE	tr|A0A212DD65|A0A212DD65_CEREH
OG0008204	sp|Q3UFK8|FRMD8_MOUSE	tr|A0A212DGW0|A0A212DGW0_CEREH
OG0008205	sp|O35085|ARX_MOUSE	tr|A0A212C008|A0A212C008_CEREH
OG0008206	sp|E9Q0C6|K1210_MOUSE	tr|A0A212C0W4|A0A212C0W4_CEREH
OG0008208	sp|Q8R314|S35F5_MOUSE	tr|A0A212C218|A0A212C218_CEREH
OG0008209	sp|Q8BIK6|TMPS7_MOUSE	tr|A0A212C3E9|A0A212C3E9_CEREH
OG0008210	sp|Q8VCE1|DJC28_MOUSE	tr|A0A212C3F4|A0A212C3F4_CEREH
OG0008211	sp|Q61045|SIM1_MOUSE	tr|A0A212C642|A0A212C642_CEREH
OG0008212	sp|Q8VDP3|MICA1_MOUSE	tr|A0A212C6H6|A0A212C6H6_CEREH
OG0008213	sp|Q3UHF7|ZEP2_MOUSE	tr|A0A212C777|A0A212C777_CEREH
OG0008214	sp|P31648|SC6A1_MOUSE	tr|A0A212C8Z1|A0A212C8Z1_CEREH
OG0008215	sp|Q9WUE4|NPRL2_MOUSE	tr|A0A212C9Q4|A0A212C9Q4_CEREH
OG0008216	sp|Q8JZL1|I17RD_MOUSE	tr|A0A212CAL8|A0A212CAL8_CEREH
OG0008217	sp|P16675|PPGB_MOUSE	tr|A0A212CBL4|A0A212CBL4_CEREH
OG0008218	sp|Q9Z238|CCNE2_MOUSE	tr|A0A212CDL0|A0A212CDL0_CEREH
OG0008219	sp|Q8C080|SNX16_MOUSE	tr|A0A212CE22|A0A212CE22_CEREH
OG0008220	sp|P62889|RL30_MOUSE	tr|A0A212CEU6|A0A212CEU6_CEREH
OG0008221	sp|Q8VCB1|NDC1_MOUSE	tr|A0A212CF11|A0A212CF11_CEREH
OG0008222	sp|Q14DL3|LRIQ3_MOUSE	tr|A0A212CF61|A0A212CF61_CEREH
OG0008223	sp|Q3UPP8|CEP63_MOUSE	tr|A0A212CIJ9|A0A212CIJ9_CEREH
OG0008224	sp|O88898|P63_MOUSE	tr|A0A212CJH7|A0A212CJH7_CEREH
OG0008225	sp|Q08EA8|TM213_MOUSE	tr|A0A212CKI8|A0A212CKI8_CEREH
OG0008226	sp|Q6PHQ8|NAA35_MOUSE	tr|A0A212CMT7|A0A212CMT7_CEREH
OG0008227	sp|Q9JL15|LEG8_MOUSE	tr|A0A212CNE0|A0A212CNE0_CEREH
OG0008228	sp|P48999|LOX5_MOUSE	tr|A0A212CNV4|A0A212CNV4_CEREH
OG0008229	sp|Q9QYI4|DJB12_MOUSE	tr|A0A212CPT5|A0A212CPT5_CEREH
OG0008230	sp|Q8JZU0|NUD13_MOUSE	tr|A0A212CQ05|A0A212CQ05_CEREH
OG0008231	sp|Q9D6R2|IDH3A_MOUSE	tr|A0A212CT33|A0A212CT33_CEREH
OG0008232	sp|E9PVB3|CC175_MOUSE	tr|A0A212CT75|A0A212CT75_CEREH
OG0008233	sp|Q6PFX6|CAD24_MOUSE	tr|A0A212CT97|A0A212CT97_CEREH
OG0008234	sp|Q91YK0|LRC49_MOUSE	tr|A0A212CTH2|A0A212CTH2_CEREH
OG0008235	sp|Q2MHN3|ZFHX2_MOUSE	tr|A0A212CUH9|A0A212CUH9_CEREH
OG0008236	sp|P16460|ASSY_MOUSE	tr|A0A212CW78|A0A212CW78_CEREH
OG0008237	sp|Q3UI43|BABA1_MOUSE	tr|A0A212D0X4|A0A212D0X4_CEREH
OG0008238	sp|Q91V45|KISSR_MOUSE	tr|A0A212D1W7|A0A212D1W7_CEREH
OG0008239	sp|P38647|GRP75_MOUSE	tr|A0A212D262|A0A212D262_CEREH
OG0008240	sp|Q6DIA7|BRME1_MOUSE	tr|A0A212D2N1|A0A212D2N1_CEREH
OG0008241	sp|Q9ERR1|NDEL1_MOUSE	tr|A0A212D999|A0A212D999_CEREH
OG0008242	sp|Q9R088|KITM_MOUSE	tr|A0A212DBF4|A0A212DBF4_CEREH
OG0008243	sp|P60521|GBRL2_MOUSE	tr|A0A212DBJ3|A0A212DBJ3_CEREH
OG0008244	sp|Q8BKR5|PPR37_MOUSE	tr|A0A212DCA3|A0A212DCA3_CEREH
OG0008245	sp|Q3TJM4|CENPT_MOUSE	tr|A0A212DDN4|A0A212DDN4_CEREH
OG0008246	sp|Q8R464|CADM4_MOUSE	tr|A0A212DDN5|A0A212DDN5_CEREH
OG0008247	sp|B7ZNG4|TROAP_MOUSE	tr|A0A212DEH1|A0A212DEH1_CEREH
OG0008248	tr|Q1HDU4|Q1HDU4_MOUSE	tr|A0A212DF98|A0A212DF98_CEREH
OG0008249	sp|Q8BVQ5|PPME1_MOUSE	tr|A0A212DI56|A0A212DI56_CEREH
OG0008250	sp|Q9D8Q6|OCAT1_MOUSE	tr|A0A212DIN0|A0A212DIN0_CEREH
OG0008251	sp|A0A338P6K9|QSER1_MOUSE	tr|A0A212DJ13|A0A212DJ13_CEREH
OG0008252	sp|Q8K031|STAR8_MOUSE	tr|A0A212BZ99|A0A212BZ99_CEREH
OG0008253	sp|P62515|PO3F4_MOUSE	tr|A0A212BZY8|A0A212BZY8_CEREH
OG0008254	sp|Q7TS99|HELT_MOUSE	tr|A0A212C376|A0A212C376_CEREH
OG0008255	sp|Q61371|IFT88_MOUSE	tr|A0A212C3Z8|A0A212C3Z8_CEREH
OG0008256	tr|A0A140LHT4|A0A140LHT4_MOUSE	tr|A0A212C4U6|A0A212C4U6_CEREH
OG0008257	sp|Q8BMQ3|BNC2_MOUSE	tr|A0A212C4Z1|A0A212C4Z1_CEREH
OG0008258	sp|Q3UVK0|ERMP1_MOUSE	tr|A0A212C5B6|A0A212C5B6_CEREH
OG0008259	sp|Q9ES81|POPD3_MOUSE	tr|A0A212C5Q5|A0A212C5Q5_CEREH
OG0008260	sp|D3Z0R2|PPR36_MOUSE	tr|A0A212C649|A0A212C649_CEREH
OG0008261	sp|Q9JIL2|CCL28_MOUSE	tr|A0A212C886|A0A212C886_CEREH
OG0008262	sp|Q8BSD4|CXD4_MOUSE	tr|A0A212CAF1|A0A212CAF1_CEREH
OG0008263	sp|Q9D0L6|BAMBI_MOUSE	tr|A0A212CAV1|A0A212CAV1_CEREH
OG0008264	sp|Q9D9J2|TEX33_MOUSE	tr|A0A212CDI1|A0A212CDI1_CEREH
OG0008265	tr|E0CZ22|E0CZ22_MOUSE	tr|A0A212CDM5|A0A212CDM5_CEREH
OG0008266	sp|Q9CR89|ERGI2_MOUSE	tr|A0A212CDT7|A0A212CDT7_CEREH
OG0008267	sp|Q99JG3|ANX13_MOUSE	tr|A0A212CE61|A0A212CE61_CEREH
OG0008268	sp|Q9CPR7|SIKE1_MOUSE	tr|A0A212CFS3|A0A212CFS3_CEREH
OG0008269	sp|Q9CQH0|PDZ1I_MOUSE	tr|A0A212CG57|A0A212CG57_CEREH
OG0008270	sp|Q3TQ03|CIART_MOUSE	tr|A0A212CHG1|A0A212CHG1_CEREH
OG0008271	sp|A8E0Y8|IGSF2_MOUSE	tr|A0A212CHI7|A0A212CHI7_CEREH
OG0008272	tr|F6ZIS7|F6ZIS7_MOUSE	tr|A0A212CID8|A0A212CID8_CEREH
OG0008273	sp|O35684|NEUS_MOUSE	tr|A0A212CIG7|A0A212CIG7_CEREH
OG0008274	sp|Q8K2Y9|CCM2_MOUSE	tr|A0A212CKU4|A0A212CKU4_CEREH
OG0008275	sp|O08738|CASP6_MOUSE	tr|A0A212CLX8|A0A212CLX8_CEREH
OG0008277	sp|Q8CIL4|CA131_MOUSE	tr|A0A212CPJ7|A0A212CPJ7_CEREH
OG0008278	sp|Q8BIG4|FBX28_MOUSE	tr|A0A212CRH9|A0A212CRH9_CEREH
OG0008279	sp|Q9CWG8|NDUF7_MOUSE	tr|A0A212CVS8|A0A212CVS8_CEREH
OG0008280	sp|Q3TTY0|PLB1_MOUSE	tr|A0A212CWU7|A0A212CWU7_CEREH
OG0008281	sp|Q80U30|CL16A_MOUSE	tr|A0A212CZ21|A0A212CZ21_CEREH
OG0008282	sp|Q8R3P7|CLUA1_MOUSE	tr|A0A212CZM1|A0A212CZM1_CEREH
OG0008283	sp|Q9DCK4|ZN414_MOUSE	tr|A0A212D1W1|A0A212D1W1_CEREH
OG0008284	sp|Q99LH9|3BP5L_MOUSE	tr|A0A212D2G6|A0A212D2G6_CEREH
OG0008285	sp|Q61982|NOTC3_MOUSE	tr|A0A212D2P6|A0A212D2P6_CEREH
OG0008286	sp|Q9CY50|SSRA_MOUSE	tr|A0A212D4H7|A0A212D4H7_CEREH
OG0008287	sp|Q8C4V1|RHG24_MOUSE	tr|A0A212D6A7|A0A212D6A7_CEREH
OG0008288	sp|Q3UIW5|RNF10_MOUSE	tr|A0A212D6R0|A0A212D6R0_CEREH
OG0008289	sp|Q8K3Q3|FOXN4_MOUSE	tr|A0A212D6W2|A0A212D6W2_CEREH
OG0008290	sp|Q9Z160|COG1_MOUSE	tr|A0A212D7P8|A0A212D7P8_CEREH
OG0008291	sp|P17919|HXB1_MOUSE	tr|A0A212D8A4|A0A212D8A4_CEREH
OG0008292	sp|Q3UFY7|5NT3B_MOUSE	tr|A0A212D8C6|A0A212D8C6_CEREH
OG0008293	sp|P62696|CRBB2_MOUSE	tr|A0A212D924|A0A212D924_CEREH
OG0008294	sp|Q91X52|DCXR_MOUSE	tr|A0A212D9W3|A0A212D9W3_CEREH
OG0008295	sp|Q60634|FLOT2_MOUSE	tr|A0A212DA09|A0A212DA09_CEREH
OG0008296	sp|Q5SUR0|PUR4_MOUSE	tr|A0A212DAF5|A0A212DAF5_CEREH
OG0008297	sp|Q5EE38|ACD_MOUSE	tr|A0A212DCM4|A0A212DCM4_CEREH
OG0008298	sp|Q9D956|MALD3_MOUSE	tr|A0A212DCZ1|A0A212DCZ1_CEREH
OG0008299	sp|Q8K199|COXM2_MOUSE	tr|A0A212DDH3|A0A212DDH3_CEREH
OG0008300	tr|E9PYD1|E9PYD1_MOUSE	tr|A0A212DDR8|A0A212DDR8_CEREH
OG0008301	sp|Q8K330|SSH3_MOUSE	tr|A0A212DGB7|A0A212DGB7_CEREH
OG0008302	sp|P25801|RBTN2_MOUSE	tr|A0A212DJ15|A0A212DJ15_CEREH
OG0008303	sp|Q8CI59|STEA3_MOUSE	tr|A0A212C1W3|A0A212C1W3_CEREH
OG0008304	sp|P0C7A3|MBOA4_MOUSE	tr|A0A212C2P2|A0A212C2P2_CEREH
OG0008305	sp|Q7TT79|MCPH1_MOUSE	tr|A0A212C350|A0A212C350_CEREH
OG0008306	sp|Q69ZF3|GBA2_MOUSE	tr|A0A212C4X5|A0A212C4X5_CEREH
OG0008307	sp|Q8VHE0|SEC63_MOUSE	tr|A0A212C5T4|A0A212C5T4_CEREH
OG0008308	sp|Q64331|MYO6_MOUSE	tr|A0A212C5Z6|A0A212C5Z6_CEREH
OG0008309	sp|O70302|CIDEA_MOUSE	tr|A0A212C6D1|A0A212C6D1_CEREH
OG0008310	sp|Q8C4H2|SAMD3_MOUSE	tr|A0A212C7T6|A0A212C7T6_CEREH
OG0008311	tr|E9PWH2|E9PWH2_MOUSE	tr|A0A212C8E0|A0A212C8E0_CEREH
OG0008312	sp|Q9D3R3|CEP72_MOUSE	tr|A0A212C8Q4|A0A212C8Q4_CEREH
OG0008313	sp|Q3TIU4|PDE12_MOUSE	tr|A0A212C9V3|A0A212C9V3_CEREH
OG0008314	sp|P60879|SNP25_MOUSE	tr|A0A212CBH3|A0A212CBH3_CEREH
OG0008315	sp|O89100|GRAP2_MOUSE	tr|A0A212CCP5|A0A212CCP5_CEREH
OG0008316	sp|P83870|PHF5A_MOUSE	tr|A0A212CCS1|A0A212CCS1_CEREH
OG0008317	sp|P17751|TPIS_MOUSE	tr|A0A212CD71|A0A212CD71_CEREH
OG0008318	sp|Q7TT18|MCAF1_MOUSE	tr|A0A212CDI5|A0A212CDI5_CEREH
OG0008319	sp|P83741|WNK1_MOUSE	tr|A0A212CDM2|A0A212CDM2_CEREH
OG0008320	sp|Q91VT1|NSE2_MOUSE	tr|A0A212CEP1|A0A212CEP1_CEREH
OG0008321	sp|Q9D6H2|IFT25_MOUSE	tr|A0A212CG21|A0A212CG21_CEREH
OG0008322	sp|Q9EQS3|MYCBP_MOUSE	tr|A0A212CGR6|A0A212CGR6_CEREH
OG0008323	sp|Q62178|SEM4A_MOUSE	tr|A0A212CH45|A0A212CH45_CEREH
OG0008324	sp|O35609|SCAM3_MOUSE	tr|A0A212CHD0|A0A212CHD0_CEREH
OG0008325	sp|P41438|S19A1_MOUSE	tr|A0A212CJS3|A0A212CJS3_CEREH
OG0008326	sp|Q3URQ0|TEX10_MOUSE	tr|A0A212CMN7|A0A212CMN7_CEREH
OG0008327	sp|Q8VCD3|LMA1L_MOUSE	tr|A0A212CSS8|A0A212CSS8_CEREH
OG0008328	sp|Q8CDJ3|BAKOR_MOUSE	tr|A0A212CU04|A0A212CU04_CEREH
OG0008329	sp|Q9D0E5|EFC11_MOUSE	tr|A0A212CUG5|A0A212CUG5_CEREH
OG0008330	sp|Q6ZWX6|IF2A_MOUSE	tr|A0A212CUY1|A0A212CUY1_CEREH
OG0008331	tr|Q3TIX6|Q3TIX6_MOUSE	tr|A0A212CWB1|A0A212CWB1_CEREH
OG0008332	sp|Q8BJM5|ZNT6_MOUSE	tr|A0A212CWX2|A0A212CWX2_CEREH
OG0008333	sp|O55033|NCK2_MOUSE	tr|A0A212CXZ3|A0A212CXZ3_CEREH
OG0008334	sp|Q3KNJ2|NHEJ1_MOUSE	tr|A0A212D375|A0A212D375_CEREH
OG0008335	sp|Q8VDG7|PAFA2_MOUSE	tr|A0A212D3G5|A0A212D3G5_CEREH
OG0008336	sp|Q8BGM7|AAKG3_MOUSE	tr|A0A212D3N1|A0A212D3N1_CEREH
OG0008337	sp|Q80VY9|DHX33_MOUSE	tr|A0A212D7P5|A0A212D7P5_CEREH
OG0008338	sp|P49025|CTRO_MOUSE	tr|A0A212D881|A0A212D881_CEREH
OG0008339	sp|Q9QZZ4|MYO15_MOUSE	tr|A0A212D8S6|A0A212D8S6_CEREH
OG0008340	sp|Q8K2H4|ACAP1_MOUSE	tr|A0A212D9P8|A0A212D9P8_CEREH
OG0008341	sp|Q9DBX3|SUSD2_MOUSE	tr|A0A212D9Z7|A0A212D9Z7_CEREH
OG0008342	sp|Q8VCZ9|HYPDH_MOUSE	tr|A0A212DE76|A0A212DE76_CEREH
OG0008343	sp|Q9JHE7|TSSC4_MOUSE	tr|A0A212DGJ5|A0A212DGJ5_CEREH
OG0008344	sp|Q9WTJ6|MTL5_MOUSE	tr|A0A212DH43|A0A212DH43_CEREH
OG0008345	sp|Q64445|COX8A_MOUSE	tr|A0A212DH90|A0A212DH90_CEREH
OG0008346	tr|E9PVU2|E9PVU2_MOUSE	tr|A0A212DHC0|A0A212DHC0_CEREH
OG0008347	sp|Q52KB6|C2CD3_MOUSE	tr|A0A212DJ51|A0A212DJ51_CEREH
OG0008348	sp|E9PYK3|PARP4_MOUSE	tr|A0A212C408|A0A212C408_CEREH
OG0008349	sp|Q68FF7|SLAI1_MOUSE	tr|A0A212C450|A0A212C450_CEREH
OG0008350	sp|Q8BJA3|HMBX1_MOUSE	tr|A0A212C519|A0A212C519_CEREH
OG0008351	sp|O70176|PACA_MOUSE	tr|A0A212C6I5|A0A212C6I5_CEREH
OG0008352	sp|Q9CR57|RL14_MOUSE	tr|A0A212C8X5|A0A212C8X5_CEREH
OG0008353	sp|Q9D8Y7|TP8L2_MOUSE	tr|A0A212CFW9|A0A212CFW9_CEREH
OG0008354	sp|Q6P8X9|FLTOP_MOUSE	tr|A0A212CG03|A0A212CG03_CEREH
OG0008355	sp|Q9Z2U1|PSA5_MOUSE	tr|A0A212CGZ9|A0A212CGZ9_CEREH
OG0008356	sp|Q9D180|CFA57_MOUSE	tr|A0A212CHD9|A0A212CHD9_CEREH
OG0008357	sp|Q921X9|PDIA5_MOUSE	tr|A0A212CI92|A0A212CI92_CEREH
OG0008358	sp|Q9JJ04|B4GT4_MOUSE	tr|A0A212CIQ9|A0A212CIQ9_CEREH
OG0008359	sp|Q8JZM8|MUC4_MOUSE	tr|A0A212CIY6|A0A212CIY6_CEREH
OG0008360	sp|P23683|EVX1_MOUSE	tr|A0A212CL11|A0A212CL11_CEREH
OG0008361	sp|Q6DFV8|VWDE_MOUSE	tr|A0A212CLA2|A0A212CLA2_CEREH
OG0008362	sp|Q6P1C1|IPPK_MOUSE	tr|A0A212CN45|A0A212CN45_CEREH
OG0008363	sp|Q8BM75|ARI5B_MOUSE	tr|A0A212CN94|A0A212CN94_CEREH
OG0008364	sp|Q99NA9|PCGF6_MOUSE	tr|A0A212CP37|A0A212CP37_CEREH
OG0008365	sp|O88876|DHRS3_MOUSE	tr|A0A212CQC8|A0A212CQC8_CEREH
OG0008366	sp|Q8K1J5|SDE2_MOUSE	tr|A0A212CRL4|A0A212CRL4_CEREH
OG0008367	sp|P59016|VP33B_MOUSE	tr|A0A212CSL5|A0A212CSL5_CEREH
OG0008368	sp|Q8CFE5|BTBD7_MOUSE	tr|A0A212CSS1|A0A212CSS1_CEREH
OG0008369	sp|Q99L27|GMPR2_MOUSE	tr|A0A212CU82|A0A212CU82_CEREH
OG0008370	sp|Q91ZU1|ASB6_MOUSE	tr|A0A212CWP2|A0A212CWP2_CEREH
OG0008371	sp|Q99PE8|ABCG5_MOUSE	tr|A0A212CXG1|A0A212CXG1_CEREH
OG0008372	sp|Q6PAR5|GAPD1_MOUSE	tr|A0A212CXL3|A0A212CXL3_CEREH
OG0008373	sp|Q8K4M5|COMD1_MOUSE	tr|A0A212CXV9|A0A212CXV9_CEREH
OG0008374	sp|Q9R060|NUBP1_MOUSE	tr|A0A212CYL3|A0A212CYL3_CEREH
OG0008375	sp|Q923Z0|GPC5B_MOUSE	tr|A0A212CZP7|A0A212CZP7_CEREH
OG0008376	sp|Q61826|MADCA_MOUSE	tr|A0A212D285|A0A212D285_CEREH
OG0008377	sp|Q9CQR4|ACO13_MOUSE	tr|A0A212D4C5|A0A212D4C5_CEREH
OG0008378	sp|Q9CQN3|TOM6_MOUSE	tr|A0A212D4M3|A0A212D4M3_CEREH
OG0008379	tr|Q9JK62|Q9JK62_MOUSE	tr|A0A212D4Q3|A0A212D4Q3_CEREH
OG0008380	sp|O88587|COMT_MOUSE	tr|A0A212D7N7|A0A212D7N7_CEREH
OG0008381	sp|Q8K0R6|GLTD2_MOUSE	tr|A0A212D8H9|A0A212D8H9_CEREH
OG0008382	sp|P62254|UB2G1_MOUSE	tr|A0A212DA06|A0A212DA06_CEREH
OG0008383	sp|Q80YT5|SPT20_MOUSE	tr|A0A212DAE6|A0A212DAE6_CEREH
OG0008384	sp|Q91WR3|ASCC2_MOUSE	tr|A0A212DAN4|A0A212DAN4_CEREH
OG0008385	sp|Q5NBU5|FBX39_MOUSE	tr|A0A212DAN7|A0A212DAN7_CEREH
OG0008386	sp|Q8VEB4|PAG15_MOUSE	tr|A0A212DBG7|A0A212DBG7_CEREH
OG0008387	sp|Q0P5X1|LRIQ1_MOUSE	tr|A0A212DF68|A0A212DF68_CEREH
OG0008388	sp|Q80ZJ8|EFC4A_MOUSE	tr|A0A212DGR3|A0A212DGR3_CEREH
OG0008389	sp|Q9DAE7|CK097_MOUSE	tr|A0A212DHL5|A0A212DHL5_CEREH
OG0008390	sp|Q9D4W2|MFI_MOUSE	tr|A0A212DHQ8|A0A212DHQ8_CEREH
OG0008391	sp|Q9R1Z7|PTPS_MOUSE	tr|A0A212DHX7|A0A212DHX7_CEREH
OG0008392	sp|Q6NZA9|TAF9B_MOUSE	tr|A0A212C0Q1|A0A212C0Q1_CEREH
OG0008393	sp|Q91X20|ASH2L_MOUSE	tr|A0A212C334|A0A212C334_CEREH
OG0008394	sp|Q6PB75|PAPD7_MOUSE	tr|A0A212C8B1|A0A212C8B1_CEREH
OG0008395	sp|Q9D2D9|KLD8B_MOUSE	tr|A0A212C8W1|A0A212C8W1_CEREH
OG0008396	sp|Q9Z2D7|MBD4_MOUSE	tr|A0A212C9H4|A0A212C9H4_CEREH
OG0008397	sp|P57724|PCBP4_MOUSE	tr|A0A212CAK7|A0A212CAK7_CEREH
OG0008398	sp|P28658|ATX10_MOUSE	tr|A0A212CCX3|A0A212CCX3_CEREH
OG0008399	sp|Q9JHF9|LY96_MOUSE	tr|A0A212CDX5|A0A212CDX5_CEREH
OG0008400	sp|Q9R182|ANGL3_MOUSE	tr|A0A212CH43|A0A212CH43_CEREH
OG0008401	sp|Q8BHA9|PXYP1_MOUSE	tr|A0A212CIS6|A0A212CIS6_CEREH
OG0008402	sp|Q9R0R1|TRFM_MOUSE	tr|A0A212CJF1|A0A212CJF1_CEREH
OG0008403	sp|O54915|NR1I2_MOUSE	tr|A0A212CJN1|A0A212CJN1_CEREH
OG0008404	sp|Q810M5|ZDH19_MOUSE	tr|A0A212CJX1|A0A212CJX1_CEREH
OG0008405	sp|Q921F2|TADBP_MOUSE	tr|A0A212CR53|A0A212CR53_CEREH
OG0008406	tr|F6YK91|F6YK91_MOUSE	tr|A0A212CRA1|A0A212CRA1_CEREH
OG0008407	sp|Q80WQ8|M18BP_MOUSE	tr|A0A212CS93|A0A212CS93_CEREH
OG0008408	sp|Q8BI06|CEMIP_MOUSE	tr|A0A212CT56|A0A212CT56_CEREH
OG0008409	sp|Q8BGA9|OXA1L_MOUSE	tr|A0A212CTY0|A0A212CTY0_CEREH
OG0008410	sp|Q8VBV3|EXOS2_MOUSE	tr|A0A212CVR8|A0A212CVR8_CEREH
OG0008411	sp|P01731|CD8A_MOUSE	tr|A0A212CW05|A0A212CW05_CEREH
OG0008412	sp|Q7TS74|CKP2L_MOUSE	tr|A0A212CXB8|A0A212CXB8_CEREH
OG0008413	sp|O09101|PIGF_MOUSE	tr|A0A212CXN4|A0A212CXN4_CEREH
OG0008414	tr|D3Z3H0|D3Z3H0_MOUSE	tr|A0A212CY56|A0A212CY56_CEREH
OG0008415	sp|P56135|ATPK_MOUSE	tr|A0A212CYS5|A0A212CYS5_CEREH
OG0008416	sp|P56213|ALR_MOUSE	tr|A0A212CZF6|A0A212CZF6_CEREH
OG0008417	sp|Q8CGF7|TCRG1_MOUSE	tr|A0A212D125|A0A212D125_CEREH
OG0008418	sp|Q9JMA2|TGT_MOUSE	tr|A0A212D2R7|A0A212D2R7_CEREH
OG0008419	sp|Q8BHC7|RHBL4_MOUSE	tr|A0A212D3B4|A0A212D3B4_CEREH
OG0008420	sp|Q7TNI7|IL17F_MOUSE	tr|A0A212D5F3|A0A212D5F3_CEREH
OG0008421	sp|Q9Z268|RASL1_MOUSE	tr|A0A212D7T7|A0A212D7T7_CEREH
OG0008422	sp|Q6ZPJ3|UBE2O_MOUSE	tr|A0A212D948|A0A212D948_CEREH
OG0008423	sp|Q9CPY6|GID4_MOUSE	tr|A0A212D9J7|A0A212D9J7_CEREH
OG0008425	sp|Q9DBA8|HUTI_MOUSE	tr|A0A212DFY4|A0A212DFY4_CEREH
OG0008426	sp|Q99JY1|TIRAP_MOUSE	tr|A0A212DGE0|A0A212DGE0_CEREH
OG0008427	sp|Q9JLK4|CABP2_MOUSE	tr|A0A212DH31|A0A212DH31_CEREH
OG0008428	sp|Q4VA36|CATAC_MOUSE	tr|A0A212DI39|A0A212DI39_CEREH
OG0008429	sp|Q5XJY5|COPD_MOUSE	tr|A0A212DIC4|A0A212DIC4_CEREH
OG0008430	sp|Q8BR70|YIPF6_MOUSE	tr|A0A212BZK9|A0A212BZK9_CEREH
OG0008431	sp|Q9QY40|PLXB3_MOUSE	tr|A0A212BZN2|A0A212BZN2_CEREH
OG0008432	sp|Q60767|LY75_MOUSE	tr|A0A212C265|A0A212C265_CEREH
OG0008433	sp|Q9WTX2|PRKRA_MOUSE	tr|A0A212C2C7|A0A212C2C7_CEREH
OG0008434	sp|Q8VIH7|CYYR1_MOUSE	tr|A0A212C3L5|A0A212C3L5_CEREH
OG0008435	sp|Q9CSH3|RRP44_MOUSE	tr|A0A212C4B6|A0A212C4B6_CEREH
OG0008436	sp|P27546|MAP4_MOUSE	tr|A0A212C9A4|A0A212C9A4_CEREH
OG0008437	sp|Q80Y56|RBNS5_MOUSE	tr|A0A212C9T5|A0A212C9T5_CEREH
OG0008438	sp|Q7TS68|NSUN6_MOUSE	tr|A0A212CAZ3|A0A212CAZ3_CEREH
OG0008439	sp|A2AHG0|LZTS3_MOUSE	tr|A0A212CBE9|A0A212CBE9_CEREH
OG0008440	sp|Q8BXL7|ARFRP_MOUSE	tr|A0A212CBU9|A0A212CBU9_CEREH
OG0008441	sp|Q91VS7|MGST1_MOUSE	tr|A0A212CCE9|A0A212CCE9_CEREH
OG0008442	sp|P31240|PDGFB_MOUSE	tr|A0A212CDH7|A0A212CDH7_CEREH
OG0008443	sp|Q8BG26|RUSC1_MOUSE	tr|A0A212CGP9|A0A212CGP9_CEREH
OG0008444	sp|Q9D168|INT12_MOUSE	tr|A0A212CLG1|A0A212CLG1_CEREH
