Orthogroup	Mus_musculus	Theropithecus_gelada
OG0013968	sp|Q9WVK8|CP46A_MOUSE	tr|A0A8D2ELR4|A0A8D2ELR4_THEGE
OG0013969	sp|Q9Z2Z6|MCAT_MOUSE	tr|A0A8D2EPL0|A0A8D2EPL0_THEGE
OG0013970	tr|A0A2I3BPR3|A0A2I3BPR3_MOUSE	tr|A0A8D2GDQ3|A0A8D2GDQ3_THEGE
OG0013971	sp|A2A559|PGAP3_MOUSE	tr|A0A8D2E7W7|A0A8D2E7W7_THEGE
OG0013972	sp|A2AAE1|K1109_MOUSE	tr|A0A8D2JXT6|A0A8D2JXT6_THEGE
OG0013973	sp|B9EKI3|TMF1_MOUSE	tr|A0A8D2G9T1|A0A8D2G9T1_THEGE
OG0013974	sp|O88552|CLD2_MOUSE	tr|A0A8D2FB21|A0A8D2FB21_THEGE
OG0013975	sp|P05627|JUN_MOUSE	tr|A0A8D2ESC3|A0A8D2ESC3_THEGE
OG0013976	sp|P09056|LIF_MOUSE	tr|A0A8D2G1K2|A0A8D2G1K2_THEGE
OG0013977	sp|P17433|SPI1_MOUSE	tr|A0A8D2G886|A0A8D2G886_THEGE
OG0013978	sp|P47993|XCL1_MOUSE	tr|A0A8D2EPN3|A0A8D2EPN3_THEGE
OG0013979	sp|P50538|MAD1_MOUSE	tr|A0A8D2F0D4|A0A8D2F0D4_THEGE
OG0013980	sp|P51656|DHB1_MOUSE	tr|A0A8D2EVR9|A0A8D2EVR9_THEGE
OG0013981	sp|P53690|MMP14_MOUSE	tr|A0A8D2K481|A0A8D2K481_THEGE
OG0013982	sp|P56563|LMIP_MOUSE	tr|A0A8D2EGN6|A0A8D2EGN6_THEGE
OG0013983	sp|P59913|PCMD1_MOUSE	tr|A0A8D2FDU0|A0A8D2FDU0_THEGE
OG0013984	sp|P70275|SEM3E_MOUSE	tr|A0A8D2JX70|A0A8D2JX70_THEGE
OG0013985	sp|P70278|STRA8_MOUSE	tr|A0A8D2K8B0|A0A8D2K8B0_THEGE
OG0013986	sp|Q07105|GDF9_MOUSE	tr|A0A8D2FSL8|A0A8D2FSL8_THEGE
OG0013987	sp|Q08331|CALB2_MOUSE	tr|A0A8D2F3W2|A0A8D2F3W2_THEGE
OG0013988	sp|Q08879|FBLN1_MOUSE	tr|A0A8D2JVU2|A0A8D2JVU2_THEGE
OG0013989	tr|Q3TAQ9|Q3TAQ9_MOUSE	tr|A0A8D2EWW4|A0A8D2EWW4_THEGE
OG0013990	sp|Q3THJ3|EIF1A_MOUSE	tr|A0A8D2F208|A0A8D2F208_THEGE
OG0013991	sp|Q3U5C8|ARHGG_MOUSE	tr|A0A8D2K104|A0A8D2K104_THEGE
OG0013992	sp|Q3U898|CSN9_MOUSE	tr|A0A8D2FYH3|A0A8D2FYH3_THEGE
OG0013993	sp|Q3UHD6|SNX27_MOUSE	tr|A0A8D2FJR8|A0A8D2FJR8_THEGE
OG0013994	sp|Q3UIK4|MET14_MOUSE	tr|A0A8D2ENF6|A0A8D2ENF6_THEGE
OG0013995	sp|Q4V9W2|SR1IP_MOUSE	tr|A0A8D2K320|A0A8D2K320_THEGE
OG0013996	sp|Q501P1|FBLN7_MOUSE	tr|A0A8D2E5P1|A0A8D2E5P1_THEGE
OG0013997	sp|Q60837|I12R1_MOUSE	tr|A0A8D2F773|A0A8D2F773_THEGE
OG0013998	sp|Q61458|CCNH_MOUSE	tr|A0A8D2E1F3|A0A8D2E1F3_THEGE
OG0013999	sp|Q61738|ITA7_MOUSE	tr|A0A8D2F2F6|A0A8D2F2F6_THEGE
OG0014000	sp|Q6P073|UB2J2_MOUSE	tr|A0A8D2JZR1|A0A8D2JZR1_THEGE
OG0014001	sp|Q6ZPI0|JADE1_MOUSE	tr|A0A8D2EWR6|A0A8D2EWR6_THEGE
OG0014002	sp|Q7M6Z0|R4RL2_MOUSE	tr|A0A8D2G122|A0A8D2G122_THEGE
OG0014003	sp|Q8BGB2|TTC7A_MOUSE	tr|A0A8D2E834|A0A8D2E834_THEGE
OG0014004	sp|Q8BGX4|OFCC1_MOUSE	tr|A0A8D2FED5|A0A8D2FED5_THEGE
OG0014005	sp|Q8BHH9|T179A_MOUSE	tr|A0A8D2F0V2|A0A8D2F0V2_THEGE
OG0014006	sp|Q8BM85|TBCK_MOUSE	tr|A0A8D2E462|A0A8D2E462_THEGE
OG0014007	sp|Q8BWU3|F131A_MOUSE	tr|A0A8D2FTE2|A0A8D2FTE2_THEGE
OG0014008	sp|Q8C525|M21D2_MOUSE	tr|A0A8D2K891|A0A8D2K891_THEGE
OG0014009	sp|Q8CAK3|SHFL_MOUSE	tr|A0A8D2G3L4|A0A8D2G3L4_THEGE
OG0014010	sp|Q8CH25|SLTM_MOUSE	tr|A0A8D2FIF2|A0A8D2FIF2_THEGE
OG0014011	sp|Q8CID0|CSR2B_MOUSE	tr|A0A8D2FLU4|A0A8D2FLU4_THEGE
OG0014012	sp|Q8JZP9|GA2L1_MOUSE	tr|A0A8D2G924|A0A8D2G924_THEGE
OG0014013	sp|Q8K4F6|NSUN5_MOUSE	tr|A0A8D2EGV9|A0A8D2EGV9_THEGE
OG0014014	sp|Q8K572|HUS1B_MOUSE	tr|A0A8D2EYL7|A0A8D2EYL7_THEGE
OG0014015	sp|Q8R2Y3|DOLK_MOUSE	tr|A0A8D2FF10|A0A8D2FF10_THEGE
OG0014016	sp|Q8VI84|NOC3L_MOUSE	tr|A0A8D2EZ35|A0A8D2EZ35_THEGE
OG0014017	sp|Q91VU0|FAM3C_MOUSE	tr|A0A8D2FLR3|A0A8D2FLR3_THEGE
OG0014018	sp|Q99LN9|DOHH_MOUSE	tr|A0A8D2FCC5|A0A8D2FCC5_THEGE
OG0014019	sp|Q99M03|RWD2B_MOUSE	tr|A0A8D2GIG2|A0A8D2GIG2_THEGE
OG0014020	sp|Q99MZ3|MLXPL_MOUSE	tr|A0A8D2EFZ8|A0A8D2EFZ8_THEGE
OG0014021	sp|Q9CQ89|CUTA_MOUSE	tr|A0A8D2GLX4|A0A8D2GLX4_THEGE
OG0014022	sp|Q9CQY9|NDUC1_MOUSE	tr|A0A8D2EZE9|A0A8D2EZE9_THEGE
OG0014023	sp|Q9CXB2|SOAT_MOUSE	tr|A0A8D2EL71|A0A8D2EL71_THEGE
OG0014024	sp|Q9CZT4|RPC5_MOUSE	tr|A0A8D2FS29|A0A8D2FS29_THEGE
OG0014025	sp|Q9D0D4|DIM1_MOUSE	tr|A0A8D2FEF3|A0A8D2FEF3_THEGE
OG0014026	sp|Q9D1A2|CNDP2_MOUSE	tr|A0A8D2EIT4|A0A8D2EIT4_THEGE
OG0014027	sp|Q9D701|UPK3L_MOUSE	tr|A0A8D2EIW0|A0A8D2EIW0_THEGE
OG0014028	sp|Q9D9Q0|LRC69_MOUSE	tr|A0A8D2GBB5|A0A8D2GBB5_THEGE
OG0014029	sp|Q9WTR5|CAD13_MOUSE	tr|A0A8D2FM48|A0A8D2FM48_THEGE
OG0014030	sp|Q9Z180|SETBP_MOUSE	tr|A0A8D2K7E2|A0A8D2K7E2_THEGE
OG0014031	tr|A0A087WP46|A0A087WP46_MOUSE	tr|A0A8D2G6D1|A0A8D2G6D1_THEGE
OG0014032	tr|A0A286YCX6|A0A286YCX6_MOUSE	tr|A0A8D2K4M9|A0A8D2K4M9_THEGE
OG0014033	sp|B2RVL6|ZCH24_MOUSE	tr|A0A8D2FFR9|A0A8D2FFR9_THEGE
OG0014034	tr|B2RWG3|B2RWG3_MOUSE	tr|A0A8D2JUV6|A0A8D2JUV6_THEGE
OG0014035	tr|E9QA15|E9QA15_MOUSE	tr|A0A8D2G6L2|A0A8D2G6L2_THEGE
OG0014036	sp|F8VQN3|GPR31_MOUSE	tr|A0A8D2GGT7|A0A8D2GGT7_THEGE
OG0014037	sp|G5E869|ZN142_MOUSE	tr|A0A8D2F241|A0A8D2F241_THEGE
OG0014038	tr|G5E893|G5E893_MOUSE	tr|A0A8D2F0A1|A0A8D2F0A1_THEGE
OG0014039	sp|O88737|BSN_MOUSE	tr|A0A8D2EEG3|A0A8D2EEG3_THEGE
OG0014040	sp|P08505|IL6_MOUSE	tr|A0A8D2FTU5|A0A8D2FTU5_THEGE
OG0014041	sp|P25206|MCM3_MOUSE	tr|A0A8D2E446|A0A8D2E446_THEGE
OG0014042	sp|P35438|NMDZ1_MOUSE	tr|A0A8D2EJ71|A0A8D2EJ71_THEGE
OG0014043	sp|P42227|STAT3_MOUSE	tr|A0A8D2JZA7|A0A8D2JZA7_THEGE
OG0014044	sp|P42866|OPRM_MOUSE	tr|A0A8D2K8W8|A0A8D2K8W8_THEGE
OG0014045	sp|P43345|TLX1_MOUSE	tr|A0A8D2FPJ5|A0A8D2FPJ5_THEGE
OG0014046	sp|P46061|RAGP1_MOUSE	tr|A0A8D2ESJ3|A0A8D2ESJ3_THEGE
OG0014047	sp|P58466|CTDS1_MOUSE	tr|A0A8D2EXY4|A0A8D2EXY4_THEGE
OG0014048	sp|P68040|RACK1_MOUSE	tr|A0A8D2K5C7|A0A8D2K5C7_THEGE
OG0014049	sp|Q2UY11|COSA1_MOUSE	tr|A0A8D2G337|A0A8D2G337_THEGE
OG0014050	sp|Q3TQB2|FXRD1_MOUSE	tr|A0A8D2GAN5|A0A8D2GAN5_THEGE
OG0014051	sp|Q3TYV2|HHLA1_MOUSE	tr|A0A8D2F214|A0A8D2F214_THEGE
OG0014052	sp|Q3U3Q1|ULK3_MOUSE	tr|A0A8D2GB86|A0A8D2GB86_THEGE
OG0014053	sp|Q3U4G0|CDIN1_MOUSE	tr|A0A8D2K908|A0A8D2K908_THEGE
OG0014054	sp|Q3V089|RBM44_MOUSE	tr|A0A8D2FVA8|A0A8D2FVA8_THEGE
OG0014055	sp|Q5RJI4|PKDCC_MOUSE	tr|A0A8D2GH54|A0A8D2GH54_THEGE
OG0014056	sp|Q5SPL2|PHF12_MOUSE	tr|A0A8D2EWJ8|A0A8D2EWJ8_THEGE
OG0014057	sp|Q5SSM3|RHG44_MOUSE	tr|A0A8D2GA64|A0A8D2GA64_THEGE
OG0014058	sp|Q60613|AA2AR_MOUSE	tr|A0A8D2GFQ0|A0A8D2GFQ0_THEGE
OG0014059	sp|Q7TPS5|C2CD5_MOUSE	tr|A0A8D2GEC6|A0A8D2GEC6_THEGE
OG0014060	sp|Q7TT16|IPMK_MOUSE	tr|A0A8D2E7C5|A0A8D2E7C5_THEGE
OG0014061	sp|Q80VM7|ANR24_MOUSE	tr|A0A8D2FE88|A0A8D2FE88_THEGE
OG0014062	sp|Q80XQ2|TBCD5_MOUSE	tr|A0A8D2FIS9|A0A8D2FIS9_THEGE
OG0014063	sp|Q8BH01|TMCO3_MOUSE	tr|A0A8D2K2S8|A0A8D2K2S8_THEGE
OG0014064	sp|Q8BID8|FXL14_MOUSE	tr|A0A8D2FSR5|A0A8D2FSR5_THEGE
OG0014065	sp|Q8BJ34|MARF1_MOUSE	tr|A0A8D2G6N9|A0A8D2G6N9_THEGE
OG0014066	sp|Q8BU27|PPM1M_MOUSE	tr|A0A8D2E8T5|A0A8D2E8T5_THEGE
OG0014067	sp|Q8BZ20|PAR12_MOUSE	tr|A0A8D2GDE8|A0A8D2GDE8_THEGE
OG0014068	sp|Q8CEE6|PASK_MOUSE	tr|A0A8D2GEX9|A0A8D2GEX9_THEGE
OG0014069	sp|Q8CF60|ZN263_MOUSE	tr|A0A8D2G5N4|A0A8D2G5N4_THEGE
OG0014070	sp|Q8CJ61|CKLF4_MOUSE	tr|A0A8D2EE47|A0A8D2EE47_THEGE
OG0014071	sp|Q8VFT4|OL734_MOUSE	tr|A0A8D2F8J2|A0A8D2F8J2_THEGE
OG0014072	sp|Q91VU7|PUS7_MOUSE	tr|A0A8D2K0K6|A0A8D2K0K6_THEGE
OG0014073	sp|Q9D1I2|CAR19_MOUSE	tr|A0A8D2EB45|A0A8D2EB45_THEGE
OG0014074	sp|Q9D478|ODF2L_MOUSE	tr|A0A8D2FP22|A0A8D2FP22_THEGE
OG0014075	sp|Q9D665|D42E1_MOUSE	tr|A0A8D2FHP1|A0A8D2FHP1_THEGE
OG0014076	sp|Q9D824|FIP1_MOUSE	tr|A0A8D2FZL3|A0A8D2FZL3_THEGE
OG0014077	sp|Q9DCS1|T176A_MOUSE	tr|A0A8D2EDF8|A0A8D2EDF8_THEGE
OG0014078	sp|Q9ER00|STX12_MOUSE	tr|A0A8D2JYR9|A0A8D2JYR9_THEGE
OG0014079	sp|Q9ES89|EXTL2_MOUSE	tr|A0A8D2G4Q9|A0A8D2G4Q9_THEGE
OG0014080	sp|Q9ET26|RN114_MOUSE	tr|A0A8D2FED6|A0A8D2FED6_THEGE
OG0014081	sp|Q9JHH2|TSN32_MOUSE	tr|A0A8D2GER8|A0A8D2GER8_THEGE
OG0014082	sp|Q9JHS9|CWC15_MOUSE	tr|A0A8D2F377|A0A8D2F377_THEGE
OG0014083	sp|Q9JI48|PLAC8_MOUSE	tr|A0A8D2EYE9|A0A8D2EYE9_THEGE
OG0014084	sp|Q9JID9|SH2B2_MOUSE	tr|A0A8D2ELL7|A0A8D2ELL7_THEGE
OG0014085	sp|Q9JK88|SPI2_MOUSE	tr|A0A8D2JTT1|A0A8D2JTT1_THEGE
OG0014086	sp|Q9QUK3|CLN8_MOUSE	tr|A0A8D2FN08|A0A8D2FN08_THEGE
OG0014087	sp|Q9R112|SQOR_MOUSE	tr|A0A8D2EVV5|A0A8D2EVV5_THEGE
OG0014088	sp|Q9Z0L1|S1PR4_MOUSE	tr|A0A8D2F876|A0A8D2F876_THEGE
OG0014089	tr|A0A286YD83|A0A286YD83_MOUSE	tr|A0A8D2JXP2|A0A8D2JXP2_THEGE
OG0014090	sp|A2AE42|C56D1_MOUSE	tr|A0A8D2E6D4|A0A8D2E6D4_THEGE
OG0014091	tr|B1ASA5|B1ASA5_MOUSE	tr|A0A8D2FEG6|A0A8D2FEG6_THEGE
OG0014092	sp|B9EJI9|T229A_MOUSE	tr|A0A8D2FIJ8|A0A8D2FIJ8_THEGE
OG0014093	tr|E9PUN7|E9PUN7_MOUSE	tr|A0A8D2G0V4|A0A8D2G0V4_THEGE
OG0014094	tr|F8VPN4|F8VPN4_MOUSE	tr|A0A8D2K8N3|A0A8D2K8N3_THEGE
OG0014095	tr|M0QWB7|M0QWB7_MOUSE	tr|A0A8D2G0B1|A0A8D2G0B1_THEGE
OG0014096	sp|O55070|DNSL3_MOUSE	tr|A0A8D2K9S3|A0A8D2K9S3_THEGE
OG0014097	sp|O70302|CIDEA_MOUSE	tr|A0A8D2EU61|A0A8D2EU61_THEGE
OG0014098	sp|P0DW87|ZTRF1_MOUSE	tr|A0A8D2FNY1|A0A8D2FNY1_THEGE
OG0014099	sp|P19091|ANDR_MOUSE	tr|A0A8D2EQT0|A0A8D2EQT0_THEGE
OG0014100	sp|P22005|PENK_MOUSE	tr|A0A8D2K3V8|A0A8D2K3V8_THEGE
OG0014101	sp|P33622|APOC3_MOUSE	tr|A0A8D2FVZ5|A0A8D2FVZ5_THEGE
OG0014102	sp|P35293|RAB18_MOUSE	tr|A0A8D2E044|A0A8D2E044_THEGE
OG0014103	sp|P40753|ANFB_MOUSE	tr|A0A8D2FX73|A0A8D2FX73_THEGE
OG0014104	sp|P43247|MSH2_MOUSE	tr|A0A8D2EBA9|A0A8D2EBA9_THEGE
OG0014105	sp|P46662|MERL_MOUSE	tr|A0A8D2G7Y3|A0A8D2G7Y3_THEGE
OG0014106	sp|P48545|KCNJ5_MOUSE	tr|A0A8D2KAJ6|A0A8D2KAJ6_THEGE
OG0014107	sp|P49891|ST1E1_MOUSE	tr|A0A8D2FIG6|A0A8D2FIG6_THEGE
OG0014108	sp|P51450|RORG_MOUSE	tr|A0A8D2FIS0|A0A8D2FIS0_THEGE
OG0014109	sp|P61208|ARL4C_MOUSE	tr|A0A8D2FW69|A0A8D2FW69_THEGE
OG0014110	sp|P61372|ISL1_MOUSE	tr|A0A8D2K094|A0A8D2K094_THEGE
OG0014111	sp|P97481|EPAS1_MOUSE	tr|A0A8D2JUR5|A0A8D2JUR5_THEGE
OG0014112	sp|Q05A56|HYAL4_MOUSE	tr|A0A8D2FIE7|A0A8D2FIE7_THEGE
OG0014113	sp|Q2EG98|PK1L3_MOUSE	tr|A0A8D2F2E6|A0A8D2F2E6_THEGE
OG0014114	sp|Q32P12|HROB_MOUSE	tr|A0A8D2K282|A0A8D2K282_THEGE
OG0014115	sp|Q3U182|CRTC2_MOUSE	tr|A0A8D2FQD2|A0A8D2FQD2_THEGE
OG0014116	sp|Q3U4I7|PYRD2_MOUSE	tr|A0A8D2FHB6|A0A8D2FHB6_THEGE
OG0014117	sp|Q3UEG6|AGT2_MOUSE	tr|A0A8D2JX02|A0A8D2JX02_THEGE
OG0014118	sp|Q3UR85|MYRF_MOUSE	tr|A0A8D2FFK8|A0A8D2FFK8_THEGE
OG0014119	sp|Q3V3A7|RN207_MOUSE	tr|A0A8D2FF71|A0A8D2FF71_THEGE
OG0014120	sp|Q5UAK0|MIER1_MOUSE	tr|A0A8D2F932|A0A8D2F932_THEGE
OG0014121	sp|Q61176|ARGI1_MOUSE	tr|A0A8D2EVS9|A0A8D2EVS9_THEGE
OG0014122	sp|Q64442|DHSO_MOUSE	tr|A0A8D2JYT7|A0A8D2JYT7_THEGE
OG0014123	sp|Q6ZWM4|LSM8_MOUSE	tr|A0A8D2FD60|A0A8D2FD60_THEGE
OG0014124	sp|Q7TSG3|FBX5_MOUSE	tr|A0A8D2GB95|A0A8D2GB95_THEGE
OG0014125	sp|Q80TN5|ZDH17_MOUSE	tr|A0A8D2GAF7|A0A8D2GAF7_THEGE
OG0014126	sp|Q80UP5|AN13A_MOUSE	tr|A0A8D2FFF6|A0A8D2FFF6_THEGE
OG0014127	sp|Q80X41|VRK1_MOUSE	tr|A0A8D2EIA5|A0A8D2EIA5_THEGE
OG0014128	sp|Q8BFZ1|TECRL_MOUSE	tr|A0A8D2K4T3|A0A8D2K4T3_THEGE
OG0014129	sp|Q8BIG7|CMTD1_MOUSE	tr|A0A8D2GFQ6|A0A8D2GFQ6_THEGE
OG0014130	sp|Q8BPG6|SUMF2_MOUSE	tr|A0A8D2EE82|A0A8D2EE82_THEGE
OG0014131	tr|Q8BVY4|Q8BVY4_MOUSE	tr|A0A8D2GII0|A0A8D2GII0_THEGE
OG0014132	sp|Q8C1A3|MTRR_MOUSE	tr|A0A8D2JUC9|A0A8D2JUC9_THEGE
OG0014133	sp|Q8C522|ENDD1_MOUSE	tr|A0A8D2F2B0|A0A8D2F2B0_THEGE
OG0014134	sp|Q8C5S7|REC8_MOUSE	tr|A0A8D2FQV1|A0A8D2FQV1_THEGE
OG0014135	sp|Q8C5V5|WDR27_MOUSE	tr|A0A8D2KAE9|A0A8D2KAE9_THEGE
OG0014136	sp|Q8CBQ5|P4K2B_MOUSE	tr|A0A8D2KA34|A0A8D2KA34_THEGE
OG0014137	sp|Q8CIG8|ANM5_MOUSE	tr|A0A8D2K4A5|A0A8D2K4A5_THEGE
OG0014138	sp|Q8K1K4|CENPI_MOUSE	tr|A0A8D2F2K6|A0A8D2F2K6_THEGE
OG0014139	sp|Q8K480|MFRP_MOUSE	tr|A0A8D2GA40|A0A8D2GA40_THEGE
OG0014140	sp|Q8R2K7|SNPC5_MOUSE	tr|A0A8D2G5R2|A0A8D2G5R2_THEGE
OG0014141	sp|Q91V12|BACH_MOUSE	tr|A0A8D2FD41|A0A8D2FD41_THEGE
OG0014142	sp|Q91W45|PAI2B_MOUSE	tr|A0A8D2F417|A0A8D2F417_THEGE
OG0014143	sp|Q99JR8|SMRD2_MOUSE	tr|A0A8D2G2V5|A0A8D2G2V5_THEGE
OG0014144	sp|Q99KW9|TIP_MOUSE	tr|A0A8D2FPG1|A0A8D2FPG1_THEGE
OG0014145	sp|Q9CPU0|LGUL_MOUSE	tr|A0A8D2GND0|A0A8D2GND0_THEGE
OG0014146	sp|Q9CR33|MANS1_MOUSE	tr|A0A8D2K6G4|A0A8D2K6G4_THEGE
OG0014147	sp|Q9CZ04|CSN7A_MOUSE	tr|A0A8D2JYH6|A0A8D2JYH6_THEGE
OG0014148	sp|Q9CZ92|CENPP_MOUSE	tr|A0A8D2JUZ9|A0A8D2JUZ9_THEGE
OG0014149	sp|Q9D051|ODPB_MOUSE	tr|A0A8D2GB91|A0A8D2GB91_THEGE
OG0014150	sp|Q9D2L1|ARSK_MOUSE	tr|A0A8D2EEV0|A0A8D2EEV0_THEGE
OG0014151	sp|Q9D6X6|PRS23_MOUSE	tr|A0A8D2EPG0|A0A8D2EPG0_THEGE
OG0014152	sp|Q9D8I1|MZB1_MOUSE	tr|A0A8D2FXV3|A0A8D2FXV3_THEGE
OG0014153	sp|Q9JL89|NINJ2_MOUSE	tr|A0A8D2FUC9|A0A8D2FUC9_THEGE
OG0014154	sp|Q9QVN7|TCEA2_MOUSE	tr|A0A8D2EPI7|A0A8D2EPI7_THEGE
OG0014155	sp|Q9QXT1|DAPP1_MOUSE	tr|A0A8D2G9L8|A0A8D2G9L8_THEGE
OG0014156	tr|A2A472|A2A472_MOUSE	tr|A0A8D2FYE7|A0A8D2FYE7_THEGE
OG0014157	tr|A2A9K7|A2A9K7_MOUSE	tr|A0A8D2EP12|A0A8D2EP12_THEGE
OG0014158	sp|A2AED3|FNDC7_MOUSE	tr|A0A8D2JTI7|A0A8D2JTI7_THEGE
OG0014159	sp|A3KGF9|CCD9B_MOUSE	tr|A0A8D2E4H8|A0A8D2E4H8_THEGE
OG0014160	tr|A6PWY0|A6PWY0_MOUSE	tr|A0A8D2EE07|A0A8D2EE07_THEGE
OG0014161	tr|B3GLJ5|B3GLJ5_MOUSE	tr|A0A8D2GF56|A0A8D2GF56_THEGE
OG0014162	tr|D3Z6A3|D3Z6A3_MOUSE	tr|A0A8D2K983|A0A8D2K983_THEGE
OG0014163	tr|F8VPP8|F8VPP8_MOUSE	tr|A0A8D2EPV8|A0A8D2EPV8_THEGE
OG0014164	sp|G5E8F4|FPGT_MOUSE	tr|A0A8D2FES3|A0A8D2FES3_THEGE
OG0014165	sp|O08605|MKNK1_MOUSE	tr|A0A8D2E6L3|A0A8D2E6L3_THEGE
OG0014166	sp|O35739|KLF9_MOUSE	tr|A0A8D2G6F6|A0A8D2G6F6_THEGE
OG0014167	sp|O88856|TPST2_MOUSE	tr|A0A8D2GDG7|A0A8D2GDG7_THEGE
OG0014168	sp|O89091|KLF10_MOUSE	tr|A0A8D2EG96|A0A8D2EG96_THEGE
OG0014169	sp|P08775|RPB1_MOUSE	tr|A0A8D2G1U3|A0A8D2G1U3_THEGE
OG0014170	sp|P15209|NTRK2_MOUSE	tr|A0A8D2GFD6|A0A8D2GFD6_THEGE
OG0014171	sp|P25119|TNR1B_MOUSE	tr|A0A8D2FWY5|A0A8D2FWY5_THEGE
OG0014172	sp|P28798|GRN_MOUSE	tr|A0A8D2K2Q5|A0A8D2K2Q5_THEGE
OG0014173	sp|P54254|ATX1_MOUSE	tr|A0A8D2FKL1|A0A8D2FKL1_THEGE
OG0014174	sp|P97390|VPS45_MOUSE	tr|A0A8D2F721|A0A8D2F721_THEGE
OG0014175	sp|P97463|NRTN_MOUSE	tr|A0A8D2FN65|A0A8D2FN65_THEGE
OG0014176	sp|P97783|AF1Q_MOUSE	tr|A0A8D2FC63|A0A8D2FC63_THEGE
OG0014177	sp|Q00196|PO2F2_MOUSE	tr|A0A8D2K5S9|A0A8D2K5S9_THEGE
OG0014178	sp|Q04519|ASM_MOUSE	tr|A0A8D2FLT2|A0A8D2FLT2_THEGE
OG0014179	sp|Q06507|ATF4_MOUSE	tr|A0A8D2JZ50|A0A8D2JZ50_THEGE
OG0014180	sp|Q0VG18|SIM24_MOUSE	tr|A0A8D2FDA7|A0A8D2FDA7_THEGE
OG0014181	sp|Q3U0J8|TBD2B_MOUSE	tr|A0A8D2E7L5|A0A8D2E7L5_THEGE
OG0014182	sp|Q3UDP0|WDR41_MOUSE	tr|A0A8D2FXA6|A0A8D2FXA6_THEGE
OG0014183	sp|Q3UIU2|NDUB6_MOUSE	tr|A0A8D2F3Z8|A0A8D2F3Z8_THEGE
OG0014184	sp|Q3UPL0|SC31A_MOUSE	tr|A0A8D2EXF9|A0A8D2EXF9_THEGE
OG0014185	sp|Q3UY90|GAK1A_MOUSE	tr|A0A8D2FBE8|A0A8D2FBE8_THEGE
OG0014186	sp|Q5HZG9|ZN488_MOUSE	tr|A0A8D2F1U3|A0A8D2F1U3_THEGE
OG0014187	tr|Q5NCD0|Q5NCD0_MOUSE	tr|A0A8D2FQ44|A0A8D2FQ44_THEGE
OG0014188	sp|Q61016|GBG7_MOUSE	tr|A0A8D2F7W6|A0A8D2F7W6_THEGE
OG0014189	sp|Q61092|LAMC2_MOUSE	tr|A0A8D2K8R4|A0A8D2K8R4_THEGE
OG0014190	sp|Q61121|GPR19_MOUSE	tr|A0A8D2FR84|A0A8D2FR84_THEGE
OG0014191	sp|Q61578|ADRO_MOUSE	tr|A0A8D2GFM7|A0A8D2GFM7_THEGE
OG0014192	sp|Q6TCG8|PAQR3_MOUSE	tr|A0A8D2F3G2|A0A8D2F3G2_THEGE
OG0014193	sp|Q6ZWU9|RS27_MOUSE	tr|A0A8D2FCU0|A0A8D2FCU0_THEGE
OG0014194	tr|Q7TNL9|Q7TNL9_MOUSE	tr|A0A8D2GDK3|A0A8D2GDK3_THEGE
OG0014195	sp|Q7TQ07|DPOLN_MOUSE	tr|A0A8D2FQR6|A0A8D2FQR6_THEGE
OG0014196	sp|Q80UF7|TCAM1_MOUSE	tr|A0A8D2FKW3|A0A8D2FKW3_THEGE
OG0014197	sp|Q80W15|IBPL1_MOUSE	tr|A0A8D2EC60|A0A8D2EC60_THEGE
OG0014198	sp|Q810V0|MPP10_MOUSE	tr|A0A8D2F7R1|A0A8D2F7R1_THEGE
OG0014199	sp|Q8BGH4|REEP1_MOUSE	tr|A0A8D2K6G6|A0A8D2K6G6_THEGE
OG0014200	sp|Q8BLX4|FUCT1_MOUSE	tr|A0A8D2JU27|A0A8D2JU27_THEGE
OG0014201	sp|Q8BRV5|K1671_MOUSE	tr|A0A8D2GFR7|A0A8D2GFR7_THEGE
OG0014202	sp|Q8BU33|HACL2_MOUSE	tr|A0A8D2EQ41|A0A8D2EQ41_THEGE
OG0014203	sp|Q8BW49|TTC12_MOUSE	tr|A0A8D2FL73|A0A8D2FL73_THEGE
OG0014204	sp|Q8BXR9|OSBL6_MOUSE	tr|A0A8D2G1R4|A0A8D2G1R4_THEGE
OG0014205	sp|Q8BZB3|TM266_MOUSE	tr|A0A8D2E2C4|A0A8D2E2C4_THEGE
OG0014206	sp|Q8C0L9|GPCP1_MOUSE	tr|A0A8D2F8A1|A0A8D2F8A1_THEGE
OG0014207	sp|Q8C627|F221B_MOUSE	tr|A0A8D2EJZ6|A0A8D2EJZ6_THEGE
OG0014208	sp|Q8CGY8|OGT1_MOUSE	tr|A0A8D2EGY2|A0A8D2EGY2_THEGE
OG0014209	sp|Q8R404|MIC13_MOUSE	tr|A0A8D2FKN1|A0A8D2FKN1_THEGE
OG0014210	sp|Q8VDN4|CCD92_MOUSE	tr|A0A8D2K9U9|A0A8D2K9U9_THEGE
OG0014211	sp|Q99020|ROAA_MOUSE	tr|A0A8D2K346|A0A8D2K346_THEGE
OG0014212	sp|Q99LM9|TADA1_MOUSE	tr|A0A8D2EVK5|A0A8D2EVK5_THEGE
OG0014213	sp|Q99ML2|TNK1_MOUSE	tr|A0A8D2G134|A0A8D2G134_THEGE
OG0014214	sp|Q9CPW2|FDX2_MOUSE	tr|A0A8D2FZU3|A0A8D2FZU3_THEGE
