Orthogroup	Mus_musculus	Rhinopithecus_roxellana
OG0013620	sp|P70278|STRA8_MOUSE	tr|A0A2K6PYJ1|A0A2K6PYJ1_RHIRO
OG0013621	sp|Q07105|GDF9_MOUSE	tr|A0A2K6PX87|A0A2K6PX87_RHIRO
OG0013622	sp|Q08331|CALB2_MOUSE	tr|A0A2K6RQI5|A0A2K6RQI5_RHIRO
OG0013623	sp|Q08879|FBLN1_MOUSE	tr|A0A2K6QYG8|A0A2K6QYG8_RHIRO
OG0013624	sp|Q3KQJ0|TMM69_MOUSE	tr|A0A2K6QFQ9|A0A2K6QFQ9_RHIRO
OG0013625	tr|Q3TAQ9|Q3TAQ9_MOUSE	tr|A0A2K6RA61|A0A2K6RA61_RHIRO
OG0013626	sp|Q3THJ3|EIF1A_MOUSE	tr|A0A2K6RTE8|A0A2K6RTE8_RHIRO
OG0013627	sp|Q3U5C8|ARHGG_MOUSE	tr|A0A2K6Q3A3|A0A2K6Q3A3_RHIRO
OG0013628	sp|Q3U898|CSN9_MOUSE	tr|A0A2K6P9Q2|A0A2K6P9Q2_RHIRO
OG0013629	sp|Q3UHD6|SNX27_MOUSE	tr|A0A2K6PJJ7|A0A2K6PJJ7_RHIRO
OG0013630	sp|Q3UIK4|MET14_MOUSE	tr|A0A2K6R2X4|A0A2K6R2X4_RHIRO
OG0013631	sp|Q3ULJ0|GPD1L_MOUSE	tr|A0A2K6PL61|A0A2K6PL61_RHIRO
OG0013632	sp|Q4V9W2|SR1IP_MOUSE	tr|A0A2K6RG23|A0A2K6RG23_RHIRO
OG0013633	sp|Q501P1|FBLN7_MOUSE	tr|A0A2K6NZM4|A0A2K6NZM4_RHIRO
OG0013634	sp|Q60837|I12R1_MOUSE	tr|A0A2K6NQ79|A0A2K6NQ79_RHIRO
OG0013635	sp|Q61458|CCNH_MOUSE	tr|A0A2K6PZ91|A0A2K6PZ91_RHIRO
OG0013636	sp|Q61738|ITA7_MOUSE	tr|A0A2K6RKP7|A0A2K6RKP7_RHIRO
OG0013637	sp|Q6P073|UB2J2_MOUSE	tr|A0A2K6RFV6|A0A2K6RFV6_RHIRO
OG0013638	sp|Q6ZPI0|JADE1_MOUSE	tr|A0A2K6P1V7|A0A2K6P1V7_RHIRO
OG0013639	sp|Q7M6Z0|R4RL2_MOUSE	tr|A0A2K6QN32|A0A2K6QN32_RHIRO
OG0013640	sp|Q8BG09|T184B_MOUSE	tr|A0A2K6QY07|A0A2K6QY07_RHIRO
OG0013641	sp|Q8BGB2|TTC7A_MOUSE	tr|A0A2K6P3Q4|A0A2K6P3Q4_RHIRO
OG0013642	sp|Q8BGX4|OFCC1_MOUSE	tr|A0A2K6QJN0|A0A2K6QJN0_RHIRO
OG0013643	sp|Q8BHH9|T179A_MOUSE	tr|A0A2K6QLB1|A0A2K6QLB1_RHIRO
OG0013644	sp|Q8BM85|TBCK_MOUSE	tr|A0A2K6Q2Q5|A0A2K6Q2Q5_RHIRO
OG0013645	sp|Q8BWU3|F131A_MOUSE	tr|A0A2K6NZD4|A0A2K6NZD4_RHIRO
OG0013646	sp|Q8C525|M21D2_MOUSE	tr|A0A2K6PR29|A0A2K6PR29_RHIRO
OG0013647	sp|Q8CAK3|SHFL_MOUSE	tr|A0A2K6Q8M7|A0A2K6Q8M7_RHIRO
OG0013648	sp|Q8CH25|SLTM_MOUSE	tr|A0A2K6RUL6|A0A2K6RUL6_RHIRO
OG0013649	sp|Q8CID0|CSR2B_MOUSE	tr|A0A2K6RFU4|A0A2K6RFU4_RHIRO
OG0013650	sp|Q8JZP9|GA2L1_MOUSE	tr|A0A2K6PZB9|A0A2K6PZB9_RHIRO
OG0013651	sp|Q8K4F6|NSUN5_MOUSE	tr|A0A2K6R7E1|A0A2K6R7E1_RHIRO
OG0013652	sp|Q8K572|HUS1B_MOUSE	tr|A0A2K6Q0E0|A0A2K6Q0E0_RHIRO
OG0013653	sp|Q8R2Y3|DOLK_MOUSE	tr|A0A2K6NQA3|A0A2K6NQA3_RHIRO
OG0013654	sp|Q8VI84|NOC3L_MOUSE	tr|A0A2K6NXP6|A0A2K6NXP6_RHIRO
OG0013655	sp|Q91VU0|FAM3C_MOUSE	tr|A0A2K6QG61|A0A2K6QG61_RHIRO
OG0013656	sp|Q99LN9|DOHH_MOUSE	tr|A0A2K6RKC0|A0A2K6RKC0_RHIRO
OG0013657	sp|Q99M03|RWD2B_MOUSE	tr|A0A2K6NEE1|A0A2K6NEE1_RHIRO
OG0013658	sp|Q99MZ3|MLXPL_MOUSE	tr|A0A2K6RE76|A0A2K6RE76_RHIRO
OG0013659	sp|Q9CQ89|CUTA_MOUSE	tr|A0A2K6NBU4|A0A2K6NBU4_RHIRO
OG0013660	sp|Q9CQY9|NDUC1_MOUSE	tr|A0A2K6NPD9|A0A2K6NPD9_RHIRO
OG0013661	sp|Q9CXB2|SOAT_MOUSE	tr|A0A2K6NNS8|A0A2K6NNS8_RHIRO
OG0013662	sp|Q9CZT4|RPC5_MOUSE	tr|A0A2K6QGH7|A0A2K6QGH7_RHIRO
OG0013663	sp|Q9D0D4|DIM1_MOUSE	tr|A0A2K6PAF9|A0A2K6PAF9_RHIRO
OG0013664	sp|Q9D1A2|CNDP2_MOUSE	tr|A0A2K6NS80|A0A2K6NS80_RHIRO
OG0013665	sp|Q9D701|UPK3L_MOUSE	tr|A0A2K6NXD5|A0A2K6NXD5_RHIRO
OG0013666	sp|Q9D9Q0|LRC69_MOUSE	tr|A0A2K6NTV0|A0A2K6NTV0_RHIRO
OG0013667	sp|Q9WTR5|CAD13_MOUSE	tr|A0A2K6R622|A0A2K6R622_RHIRO
OG0013668	sp|Q9Z180|SETBP_MOUSE	tr|A0A2K6N7S9|A0A2K6N7S9_RHIRO
OG0013669	tr|A0A087WP46|A0A087WP46_MOUSE	tr|A0A2K6RCA8|A0A2K6RCA8_RHIRO
OG0013670	tr|A0A286YCX6|A0A286YCX6_MOUSE	tr|A0A2K6RP11|A0A2K6RP11_RHIRO
OG0013671	sp|B2RVL6|ZCH24_MOUSE	tr|A0A2K6R6Q5|A0A2K6R6Q5_RHIRO
OG0013672	tr|B2RWG3|B2RWG3_MOUSE	tr|A0A2K6N998|A0A2K6N998_RHIRO
OG0013673	tr|E9QA15|E9QA15_MOUSE	tr|A0A2K6NFD8|A0A2K6NFD8_RHIRO
OG0013674	sp|G5E869|ZN142_MOUSE	tr|A0A2K6RLP8|A0A2K6RLP8_RHIRO
OG0013675	tr|G5E893|G5E893_MOUSE	tr|A0A2K6NZV2|A0A2K6NZV2_RHIRO
OG0013676	sp|O88737|BSN_MOUSE	tr|A0A2K6PMQ8|A0A2K6PMQ8_RHIRO
OG0013677	sp|P08505|IL6_MOUSE	tr|A0A2K6NAU0|A0A2K6NAU0_RHIRO
OG0013678	sp|P12815|PDCD6_MOUSE	tr|A0A2K6RU48|A0A2K6RU48_RHIRO
OG0013679	sp|P21460|CYTC_MOUSE	tr|A0A2K6RGT1|A0A2K6RGT1_RHIRO
OG0013680	sp|P25206|MCM3_MOUSE	tr|A0A2K6RU31|A0A2K6RU31_RHIRO
OG0013681	sp|P35438|NMDZ1_MOUSE	tr|A0A2K6PWK2|A0A2K6PWK2_RHIRO
OG0013682	sp|P42227|STAT3_MOUSE	tr|A0A2K6PPF3|A0A2K6PPF3_RHIRO
OG0013683	sp|P42866|OPRM_MOUSE	tr|A0A2K6R6H8|A0A2K6R6H8_RHIRO
OG0013684	sp|P43345|TLX1_MOUSE	tr|A0A2K6RRR3|A0A2K6RRR3_RHIRO
OG0013685	sp|P46061|RAGP1_MOUSE	tr|A0A2K6RXB0|A0A2K6RXB0_RHIRO
OG0013686	sp|P58466|CTDS1_MOUSE	tr|A0A2K6P1N3|A0A2K6P1N3_RHIRO
OG0013687	sp|P63082|VATL_MOUSE	tr|A0A2K6QMX8|A0A2K6QMX8_RHIRO
OG0013688	sp|P68040|RACK1_MOUSE	tr|A0A2K6QQA1|A0A2K6QQA1_RHIRO
OG0013689	sp|Q2UY11|COSA1_MOUSE	tr|A0A2K6N951|A0A2K6N951_RHIRO
OG0013690	sp|Q3TQB2|FXRD1_MOUSE	tr|A0A2K6QK13|A0A2K6QK13_RHIRO
OG0013691	sp|Q3TYV2|HHLA1_MOUSE	tr|A0A2K6NT98|A0A2K6NT98_RHIRO
OG0013692	sp|Q3U3Q1|ULK3_MOUSE	tr|A0A2K6RS63|A0A2K6RS63_RHIRO
OG0013693	sp|Q3V089|RBM44_MOUSE	tr|A0A2K6R914|A0A2K6R914_RHIRO
OG0013694	sp|Q5RJI4|PKDCC_MOUSE	tr|A0A2K6R6L9|A0A2K6R6L9_RHIRO
OG0013695	sp|Q5SPL2|PHF12_MOUSE	tr|A0A2K6RG76|A0A2K6RG76_RHIRO
OG0013696	sp|Q5SSM3|RHG44_MOUSE	tr|A0A2K6RL56|A0A2K6RL56_RHIRO
OG0013697	sp|Q60613|AA2AR_MOUSE	tr|A0A2K6NWI7|A0A2K6NWI7_RHIRO
OG0013698	sp|Q7TPS5|C2CD5_MOUSE	tr|A0A2K6NFD9|A0A2K6NFD9_RHIRO
OG0013699	sp|Q7TT16|IPMK_MOUSE	tr|A0A2K6Q4K6|A0A2K6Q4K6_RHIRO
OG0013700	sp|Q80VM7|ANR24_MOUSE	tr|A0A2K6NP92|A0A2K6NP92_RHIRO
OG0013701	sp|Q80XQ2|TBCD5_MOUSE	tr|A0A2K6NI73|A0A2K6NI73_RHIRO
OG0013702	sp|Q8BH01|TMCO3_MOUSE	tr|A0A2K6PZH2|A0A2K6PZH2_RHIRO
OG0013703	sp|Q8BID8|FXL14_MOUSE	tr|A0A2K6NCJ5|A0A2K6NCJ5_RHIRO
OG0013704	sp|Q8BJ34|MARF1_MOUSE	tr|A0A2K6N963|A0A2K6N963_RHIRO
OG0013705	sp|Q8BU27|PPM1M_MOUSE	tr|A0A2K6QEM2|A0A2K6QEM2_RHIRO
OG0013706	sp|Q8BZ20|PAR12_MOUSE	tr|A0A2K6Q8X9|A0A2K6Q8X9_RHIRO
OG0013707	sp|Q8CEE6|PASK_MOUSE	tr|A0A2K6PBD7|A0A2K6PBD7_RHIRO
OG0013708	sp|Q8CF60|ZN263_MOUSE	tr|A0A2K6QXV8|A0A2K6QXV8_RHIRO
OG0013709	sp|Q8CIH9|PUR1_MOUSE	tr|A0A2K6RMV5|A0A2K6RMV5_RHIRO
OG0013710	sp|Q8CJ61|CKLF4_MOUSE	tr|A0A2K6PIM9|A0A2K6PIM9_RHIRO
OG0013711	sp|Q91VU7|PUS7_MOUSE	tr|A0A2K6RE56|A0A2K6RE56_RHIRO
OG0013712	sp|Q9D1I2|CAR19_MOUSE	tr|A0A2K6PF13|A0A2K6PF13_RHIRO
OG0013713	sp|Q9D2M8|UB2V2_MOUSE	tr|A0A2K6NGS3|A0A2K6NGS3_RHIRO
OG0013714	sp|Q9D478|ODF2L_MOUSE	tr|A0A2K6PA44|A0A2K6PA44_RHIRO
OG0013715	sp|Q9D665|D42E1_MOUSE	tr|A0A2K6PM61|A0A2K6PM61_RHIRO
OG0013716	sp|Q9D824|FIP1_MOUSE	tr|A0A2K6RSA3|A0A2K6RSA3_RHIRO
OG0013717	sp|Q9DCS1|T176A_MOUSE	tr|A0A2K6Q576|A0A2K6Q576_RHIRO
OG0013718	sp|Q9ER00|STX12_MOUSE	tr|A0A2K6PBC3|A0A2K6PBC3_RHIRO
OG0013719	sp|Q9ES89|EXTL2_MOUSE	tr|A0A2K6PNC7|A0A2K6PNC7_RHIRO
OG0013720	sp|Q9ET26|RN114_MOUSE	tr|A0A2K6QKS1|A0A2K6QKS1_RHIRO
OG0013721	sp|Q9JHH2|TSN32_MOUSE	tr|A0A2K6Q9I3|A0A2K6Q9I3_RHIRO
OG0013722	sp|Q9JHS9|CWC15_MOUSE	tr|A0A2K6QDL3|A0A2K6QDL3_RHIRO
OG0013723	sp|Q9JI48|PLAC8_MOUSE	tr|A0A2K6RMH2|A0A2K6RMH2_RHIRO
OG0013724	sp|Q9JID9|SH2B2_MOUSE	tr|A0A2K6NEP7|A0A2K6NEP7_RHIRO
OG0013725	sp|Q9JK88|SPI2_MOUSE	tr|A0A2K6PVG4|A0A2K6PVG4_RHIRO
OG0013726	sp|Q9QUK3|CLN8_MOUSE	tr|A0A2K6PRJ4|A0A2K6PRJ4_RHIRO
OG0013727	sp|Q9R112|SQOR_MOUSE	tr|A0A2K6NHC2|A0A2K6NHC2_RHIRO
OG0013728	sp|A2AE42|C56D1_MOUSE	tr|A0A2K6QMI5|A0A2K6QMI5_RHIRO
OG0013729	tr|B1ASA5|B1ASA5_MOUSE	tr|A0A2K6PD31|A0A2K6PD31_RHIRO
OG0013730	sp|B9EJI9|T229A_MOUSE	tr|A0A2K6NCU0|A0A2K6NCU0_RHIRO
OG0013731	tr|F8VPN4|F8VPN4_MOUSE	tr|A0A2K6R025|A0A2K6R025_RHIRO
OG0013732	tr|M0QWB7|M0QWB7_MOUSE	tr|A0A2K6NNR3|A0A2K6NNR3_RHIRO
OG0013733	sp|O55070|DNSL3_MOUSE	tr|A0A2K6RNW1|A0A2K6RNW1_RHIRO
OG0013734	sp|O70302|CIDEA_MOUSE	tr|A0A2K6QFA3|A0A2K6QFA3_RHIRO
OG0013735	sp|P0DW87|ZTRF1_MOUSE	tr|A0A2K6QS44|A0A2K6QS44_RHIRO
OG0013736	sp|P19091|ANDR_MOUSE	tr|A0A2K6PGD1|A0A2K6PGD1_RHIRO
OG0013737	sp|P22005|PENK_MOUSE	tr|A0A2K6NS21|A0A2K6NS21_RHIRO
OG0013738	sp|P33622|APOC3_MOUSE	tr|A0A2K6RCA4|A0A2K6RCA4_RHIRO
OG0013739	sp|P35293|RAB18_MOUSE	tr|A0A2K6QZ24|A0A2K6QZ24_RHIRO
OG0013740	sp|P40753|ANFB_MOUSE	tr|A0A2K6PKP8|A0A2K6PKP8_RHIRO
OG0013741	sp|P43247|MSH2_MOUSE	tr|A0A2K6N8M6|A0A2K6N8M6_RHIRO
OG0013742	sp|P46662|MERL_MOUSE	tr|A0A2K6NI47|A0A2K6NI47_RHIRO
OG0013743	sp|P48545|KCNJ5_MOUSE	tr|A0A2K6R7C0|A0A2K6R7C0_RHIRO
OG0013744	sp|P49891|ST1E1_MOUSE	tr|A0A2K6RTK2|A0A2K6RTK2_RHIRO
OG0013745	sp|P51450|RORG_MOUSE	tr|A0A2K6R0R2|A0A2K6R0R2_RHIRO
OG0013746	sp|P61208|ARL4C_MOUSE	tr|A0A2K6P394|A0A2K6P394_RHIRO
OG0013747	sp|P61372|ISL1_MOUSE	tr|A0A2K6P0S2|A0A2K6P0S2_RHIRO
OG0013748	sp|P97481|EPAS1_MOUSE	tr|A0A2K6R1H3|A0A2K6R1H3_RHIRO
OG0013749	sp|Q05A56|HYAL4_MOUSE	tr|A0A2K6PMA2|A0A2K6PMA2_RHIRO
OG0013750	sp|Q2EG98|PK1L3_MOUSE	tr|A0A2K6NAD8|A0A2K6NAD8_RHIRO
OG0013751	sp|Q32P12|HROB_MOUSE	tr|A0A2K6Q2C8|A0A2K6Q2C8_RHIRO
OG0013752	sp|Q3U182|CRTC2_MOUSE	tr|A0A2K6QNC3|A0A2K6QNC3_RHIRO
OG0013753	sp|Q3U4I7|PYRD2_MOUSE	tr|A0A2K6RCT6|A0A2K6RCT6_RHIRO
OG0013754	sp|Q3UEG6|AGT2_MOUSE	tr|A0A2K6Q4N6|A0A2K6Q4N6_RHIRO
OG0013755	sp|Q3UR85|MYRF_MOUSE	tr|A0A2K6RAX7|A0A2K6RAX7_RHIRO
OG0013756	sp|Q3V3A7|RN207_MOUSE	tr|A0A2K6QUX1|A0A2K6QUX1_RHIRO
OG0013757	sp|Q5ND04|HSF5_MOUSE	tr|A0A2K6NLZ2|A0A2K6NLZ2_RHIRO
OG0013758	sp|Q5UAK0|MIER1_MOUSE	tr|A0A2K6P4X4|A0A2K6P4X4_RHIRO
OG0013759	sp|Q61176|ARGI1_MOUSE	tr|A0A2K6Q0I6|A0A2K6Q0I6_RHIRO
OG0013760	sp|Q64442|DHSO_MOUSE	tr|A0A2K6NU07|A0A2K6NU07_RHIRO
OG0013761	sp|Q6ZWM4|LSM8_MOUSE	tr|A0A2K6QT12|A0A2K6QT12_RHIRO
OG0013762	sp|Q7TSG3|FBX5_MOUSE	tr|A0A2K6NQY1|A0A2K6NQY1_RHIRO
OG0013763	sp|Q80TN5|ZDH17_MOUSE	tr|A0A2K6QUN5|A0A2K6QUN5_RHIRO
OG0013764	sp|Q80UP5|AN13A_MOUSE	tr|A0A2K6Q863|A0A2K6Q863_RHIRO
OG0013765	sp|Q80X41|VRK1_MOUSE	tr|A0A2K6PNE5|A0A2K6PNE5_RHIRO
OG0013766	sp|Q8BFZ1|TECRL_MOUSE	tr|A0A2K6PA84|A0A2K6PA84_RHIRO
OG0013767	sp|Q8BIG7|CMTD1_MOUSE	tr|A0A2K6REV3|A0A2K6REV3_RHIRO
OG0013768	sp|Q8BPG6|SUMF2_MOUSE	tr|A0A2K6QS94|A0A2K6QS94_RHIRO
OG0013769	tr|Q8BVY4|Q8BVY4_MOUSE	tr|A0A2K6NBX0|A0A2K6NBX0_RHIRO
OG0013770	sp|Q8C1A3|MTRR_MOUSE	tr|A0A2K6NG01|A0A2K6NG01_RHIRO
OG0013771	sp|Q8C522|ENDD1_MOUSE	tr|A0A2K6NQ01|A0A2K6NQ01_RHIRO
OG0013772	sp|Q8C5S7|REC8_MOUSE	tr|A0A2K6QYI6|A0A2K6QYI6_RHIRO
OG0013773	sp|Q8C5V5|WDR27_MOUSE	tr|A0A2K6PXJ9|A0A2K6PXJ9_RHIRO
OG0013774	sp|Q8CBQ5|P4K2B_MOUSE	tr|A0A2K6NXM4|A0A2K6NXM4_RHIRO
OG0013775	sp|Q8CIG8|ANM5_MOUSE	tr|A0A2K6NY20|A0A2K6NY20_RHIRO
OG0013776	sp|Q8K1K4|CENPI_MOUSE	tr|A0A2K6RX93|A0A2K6RX93_RHIRO
OG0013777	sp|Q8K480|MFRP_MOUSE	tr|A0A2K6QZG8|A0A2K6QZG8_RHIRO
OG0013778	sp|Q8R2K7|SNPC5_MOUSE	tr|A0A2K6RB74|A0A2K6RB74_RHIRO
OG0013779	sp|Q91W45|PAI2B_MOUSE	tr|A0A2K6P2L6|A0A2K6P2L6_RHIRO
OG0013780	sp|Q91ZR1|RAB4B_MOUSE	tr|A0A2K6RGH6|A0A2K6RGH6_RHIRO
OG0013781	sp|Q920G9|GMCL1_MOUSE	tr|A0A2K6NWA8|A0A2K6NWA8_RHIRO
OG0013782	sp|Q99JR8|SMRD2_MOUSE	tr|A0A2K6P5X2|A0A2K6P5X2_RHIRO
OG0013783	sp|Q99KW9|TIP_MOUSE	tr|A0A2K6QM56|A0A2K6QM56_RHIRO
OG0013784	sp|Q9CPU0|LGUL_MOUSE	tr|A0A2K6QB47|A0A2K6QB47_RHIRO
OG0013785	sp|Q9CR33|MANS1_MOUSE	tr|A0A2K6Q1G1|A0A2K6Q1G1_RHIRO
OG0013786	sp|Q9CZ04|CSN7A_MOUSE	tr|A0A2K6R697|A0A2K6R697_RHIRO
OG0013787	sp|Q9CZ92|CENPP_MOUSE	tr|A0A2K6NQL5|A0A2K6NQL5_RHIRO
OG0013788	sp|Q9D051|ODPB_MOUSE	tr|A0A2K6NAP2|A0A2K6NAP2_RHIRO
OG0013789	sp|Q9D2L1|ARSK_MOUSE	tr|A0A2K6PVY6|A0A2K6PVY6_RHIRO
OG0013790	sp|Q9D8I1|MZB1_MOUSE	tr|A0A2K6NU03|A0A2K6NU03_RHIRO
OG0013791	sp|Q9JL89|NINJ2_MOUSE	tr|A0A2K6RVZ8|A0A2K6RVZ8_RHIRO
OG0013792	sp|Q9QVN7|TCEA2_MOUSE	tr|A0A2K6PA93|A0A2K6PA93_RHIRO
OG0013793	sp|Q9QXT1|DAPP1_MOUSE	tr|A0A2K6Q4H7|A0A2K6Q4H7_RHIRO
OG0013794	sp|Q9Z0H1|WDR46_MOUSE	tr|A0A2K6NKS6|A0A2K6NKS6_RHIRO
OG0013795	tr|A2A472|A2A472_MOUSE	tr|A0A2K6RNR9|A0A2K6RNR9_RHIRO
OG0013796	tr|A2A9K7|A2A9K7_MOUSE	tr|A0A2K6P259|A0A2K6P259_RHIRO
OG0013797	sp|A2AED3|FNDC7_MOUSE	tr|A0A2K6R5N8|A0A2K6R5N8_RHIRO
OG0013798	sp|A3KGF9|CCD9B_MOUSE	tr|A0A2K6P914|A0A2K6P914_RHIRO
OG0013799	tr|A6PWY0|A6PWY0_MOUSE	tr|A0A2K6NEN5|A0A2K6NEN5_RHIRO
OG0013800	tr|D3Z6A3|D3Z6A3_MOUSE	tr|A0A2K6Q467|A0A2K6Q467_RHIRO
OG0013801	tr|F8VPP8|F8VPP8_MOUSE	tr|A0A2K6PTQ2|A0A2K6PTQ2_RHIRO
OG0013802	sp|G5E8F4|FPGT_MOUSE	tr|A0A2K6QMJ5|A0A2K6QMJ5_RHIRO
OG0013803	sp|O08605|MKNK1_MOUSE	tr|A0A2K6QUR3|A0A2K6QUR3_RHIRO
OG0013804	sp|O35400|ST2B1_MOUSE	tr|A0A2K6R469|A0A2K6R469_RHIRO
OG0013805	sp|O35623|BET1_MOUSE	tr|A0A2K6PV89|A0A2K6PV89_RHIRO
OG0013806	sp|O35739|KLF9_MOUSE	tr|A0A2K6PUT7|A0A2K6PUT7_RHIRO
OG0013807	sp|O88856|TPST2_MOUSE	tr|A0A2K6P2V5|A0A2K6P2V5_RHIRO
OG0013808	sp|O89091|KLF10_MOUSE	tr|A0A2K6NFY0|A0A2K6NFY0_RHIRO
OG0013809	sp|P08775|RPB1_MOUSE	tr|A0A2K6P1F4|A0A2K6P1F4_RHIRO
OG0013810	sp|P15209|NTRK2_MOUSE	tr|A0A2K6QVF4|A0A2K6QVF4_RHIRO
OG0013811	sp|P25119|TNR1B_MOUSE	tr|A0A2K6QLD0|A0A2K6QLD0_RHIRO
OG0013812	sp|P28798|GRN_MOUSE	tr|A0A2K6NI24|A0A2K6NI24_RHIRO
OG0013813	sp|P97390|VPS45_MOUSE	tr|A0A2K6Q0A6|A0A2K6Q0A6_RHIRO
OG0013814	sp|P97463|NRTN_MOUSE	tr|A0A2K6NAR6|A0A2K6NAR6_RHIRO
OG0013815	sp|Q00196|PO2F2_MOUSE	tr|A0A2K6QQJ0|A0A2K6QQJ0_RHIRO
OG0013816	sp|Q04519|ASM_MOUSE	tr|A0A2K6QYG5|A0A2K6QYG5_RHIRO
OG0013817	sp|Q06507|ATF4_MOUSE	tr|A0A2K6NSY5|A0A2K6NSY5_RHIRO
OG0013818	sp|Q0VG18|SIM24_MOUSE	tr|A0A2K6PMJ6|A0A2K6PMJ6_RHIRO
OG0013819	sp|Q3UDP0|WDR41_MOUSE	tr|A0A2K6N7X5|A0A2K6N7X5_RHIRO
OG0013820	sp|Q3UIU2|NDUB6_MOUSE	tr|A0A2K6R8A5|A0A2K6R8A5_RHIRO
OG0013821	sp|Q3UY90|GAK1A_MOUSE	tr|A0A2K6R2E9|A0A2K6R2E9_RHIRO
OG0013822	sp|Q61016|GBG7_MOUSE	tr|A0A2K6NYQ9|A0A2K6NYQ9_RHIRO
OG0013823	sp|Q61092|LAMC2_MOUSE	tr|A0A2K6RWZ9|A0A2K6RWZ9_RHIRO
OG0013824	sp|Q61121|GPR19_MOUSE	tr|A0A2K6NLJ7|A0A2K6NLJ7_RHIRO
OG0013825	sp|Q61578|ADRO_MOUSE	tr|A0A2K6R7T6|A0A2K6R7T6_RHIRO
OG0013826	sp|Q6TCG8|PAQR3_MOUSE	tr|A0A2K6NBN2|A0A2K6NBN2_RHIRO
OG0013827	sp|Q6ZWU9|RS27_MOUSE	tr|A0A2K6N9I7|A0A2K6N9I7_RHIRO
OG0013828	sp|Q7TQ07|DPOLN_MOUSE	tr|A0A2K6RX91|A0A2K6RX91_RHIRO
OG0013829	sp|Q80UF7|TCAM1_MOUSE	tr|A0A2K6Q992|A0A2K6Q992_RHIRO
OG0013830	sp|Q80W15|IBPL1_MOUSE	tr|A0A2K6QVY9|A0A2K6QVY9_RHIRO
OG0013831	sp|Q810V0|MPP10_MOUSE	tr|A0A2K6PUM0|A0A2K6PUM0_RHIRO
OG0013832	sp|Q8BGH4|REEP1_MOUSE	tr|A0A2K6Q031|A0A2K6Q031_RHIRO
OG0013833	sp|Q8BLX4|FUCT1_MOUSE	tr|A0A2K6N7Y6|A0A2K6N7Y6_RHIRO
OG0013834	sp|Q8BRV5|K1671_MOUSE	tr|A0A2K6PP08|A0A2K6PP08_RHIRO
OG0013835	sp|Q8BU33|HACL2_MOUSE	tr|A0A2K6RXL8|A0A2K6RXL8_RHIRO
OG0013836	sp|Q8BW49|TTC12_MOUSE	tr|A0A2K6RV12|A0A2K6RV12_RHIRO
OG0013837	sp|Q8BX07|CTDS2_MOUSE	tr|A0A2K6NK17|A0A2K6NK17_RHIRO
OG0013838	sp|Q8BXR9|OSBL6_MOUSE	tr|A0A2K6Q807|A0A2K6Q807_RHIRO
OG0013839	sp|Q8BZB3|TM266_MOUSE	tr|A0A2K6NM01|A0A2K6NM01_RHIRO
OG0013840	sp|Q8C0L9|GPCP1_MOUSE	tr|A0A2K6NXQ9|A0A2K6NXQ9_RHIRO
OG0013841	sp|Q8C627|F221B_MOUSE	tr|A0A2K6PSL2|A0A2K6PSL2_RHIRO
OG0013842	sp|Q8CGY8|OGT1_MOUSE	tr|A0A2K6P0T0|A0A2K6P0T0_RHIRO
OG0013843	sp|Q8R404|MIC13_MOUSE	tr|A0A2K6PES2|A0A2K6PES2_RHIRO
OG0013844	sp|Q99020|ROAA_MOUSE	tr|A0A2K6Q4U9|A0A2K6Q4U9_RHIRO
OG0013845	sp|Q99LM9|TADA1_MOUSE	tr|A0A2K6N9G6|A0A2K6N9G6_RHIRO
OG0013846	sp|Q99ML2|TNK1_MOUSE	tr|A0A2K6REU4|A0A2K6REU4_RHIRO
OG0013847	sp|Q9CPW2|FDX2_MOUSE	tr|A0A2K6RFB9|A0A2K6RFB9_RHIRO
OG0013848	sp|Q9D2C7|BI1_MOUSE	tr|A0A2K6PDF6|A0A2K6PDF6_RHIRO
OG0013849	sp|Q9R0L9|MUC24_MOUSE	tr|A0A2K6QCC3|A0A2K6QCC3_RHIRO
OG0013850	sp|Q9WV95|PHLA3_MOUSE	tr|A0A2K6NMW0|A0A2K6NMW0_RHIRO
OG0013851	tr|A0A087WQ87|A0A087WQ87_MOUSE	tr|A0A2K6NPY5|A0A2K6NPY5_RHIRO
OG0013852	tr|A0A571BDQ7|A0A571BDQ7_MOUSE	tr|A0A2K6RSS5|A0A2K6RSS5_RHIRO
OG0013853	sp|A2AHG0|LZTS3_MOUSE	tr|A0A2K6PKX1|A0A2K6PKX1_RHIRO
OG0013854	sp|A2RSY1|KANL3_MOUSE	tr|A0A2K6NB73|A0A2K6NB73_RHIRO
OG0013855	sp|B3GLJ3|PATE3_MOUSE	tr|A0A2K6NG08|A0A2K6NG08_RHIRO
OG0013856	sp|D3YU81|RFX8_MOUSE	tr|A0A2K6QUE9|A0A2K6QUE9_RHIRO
OG0013857	sp|E9PV87|TALD3_MOUSE	tr|A0A2K6QZM9|A0A2K6QZM9_RHIRO
OG0013858	sp|O35316|SC6A6_MOUSE	tr|A0A2K6QSU9|A0A2K6QSU9_RHIRO
OG0013859	sp|O35646|CAN6_MOUSE	tr|A0A2K6P4K9|A0A2K6P4K9_RHIRO
OG0013860	sp|O88413|TULP3_MOUSE	tr|A0A2K6NWA0|A0A2K6NWA0_RHIRO
OG0013861	sp|O88544|CSN4_MOUSE	tr|A0A2K6PW49|A0A2K6PW49_RHIRO
