Orthogroup	Mus_musculus	Bison_bison_bison
OG0011548	sp|Q9Z2E2|MBD1_MOUSE	tr|A0A6P3I078|A0A6P3I078_BISBI
OG0011549	sp|Q61221|HIF1A_MOUSE	tr|A0A6P3I2Q2|A0A6P3I2Q2_BISBI
OG0011550	sp|Q5SXG7|VMO1_MOUSE	tr|A0A6P3I4G9|A0A6P3I4G9_BISBI
OG0011551	sp|Q8BXB6|SO2B1_MOUSE	tr|A0A6P3I4M8|A0A6P3I4M8_BISBI
OG0011552	sp|Q3UVR3|TTBK2_MOUSE	tr|A0A6P3I5Y7|A0A6P3I5Y7_BISBI
OG0011553	tr|Q80X98|Q80X98_MOUSE	tr|A0A6P3IC04|A0A6P3IC04_BISBI
OG0011554	sp|Q6IRU7|CEP78_MOUSE	tr|A0A6P3IEV1|A0A6P3IEV1_BISBI
OG0011555	sp|O70480|VAMP4_MOUSE	tr|A0A6P3IEZ0|A0A6P3IEZ0_BISBI
OG0011556	sp|Q99L13|3HIDH_MOUSE	tr|A0A6P3IGZ0|A0A6P3IGZ0_BISBI
OG0011557	sp|P70261|PALD_MOUSE	tr|A0A6P3IHZ4|A0A6P3IHZ4_BISBI
OG0011558	sp|Q7TNK1|RFX4_MOUSE	tr|A0A6P3IIE5|A0A6P3IIE5_BISBI
OG0011559	sp|P43252|PI2R_MOUSE	tr|A0A6P3IIZ5|A0A6P3IIZ5_BISBI
OG0011560	sp|Q6PIX9|CQ080_MOUSE	tr|A0A6P3IJ52|A0A6P3IJ52_BISBI
OG0011561	sp|Q8BW56|GTDC1_MOUSE	tr|A0A6P3IJ71|A0A6P3IJ71_BISBI
OG0011562	sp|Q9Z0H8|CLIP2_MOUSE	tr|A0A6P3ILA8|A0A6P3ILA8_BISBI
OG0011563	sp|Q9CXZ1|NDUS4_MOUSE	tr|A0A6P3IMG0|A0A6P3IMG0_BISBI
OG0011564	sp|O89016|ABCD4_MOUSE	tr|A0A6P3IPX5|A0A6P3IPX5_BISBI
OG0011565	sp|Q3V2A7|QRIC2_MOUSE	tr|A0A6P3IR48|A0A6P3IR48_BISBI
OG0011566	sp|Q8R0K4|CC137_MOUSE	tr|A0A6P3IRY5|A0A6P3IRY5_BISBI
OG0011567	sp|Q9DBL1|ACDSB_MOUSE	tr|A0A6P3ITA2|A0A6P3ITA2_BISBI
OG0011568	sp|Q9EQI8|RM46_MOUSE	tr|A0A6P3ITP7|A0A6P3ITP7_BISBI
OG0011569	sp|Q78IK2|ATPMK_MOUSE	tr|A0A6P3ITY2|A0A6P3ITY2_BISBI
OG0011570	tr|J3QK54|J3QK54_MOUSE	tr|A0A6P3IVX4|A0A6P3IVX4_BISBI
OG0011571	sp|P70313|NOS3_MOUSE	tr|A0A6P3IW37|A0A6P3IW37_BISBI
OG0011572	sp|Q8K4K1|CETN4_MOUSE	tr|A0A6P3IW53|A0A6P3IW53_BISBI
OG0011573	sp|Q99JB0|KLF7_MOUSE	tr|A0A6P3IYJ4|A0A6P3IYJ4_BISBI
OG0011574	sp|Q6PE55|PGFRL_MOUSE	tr|A0A6P3IYW8|A0A6P3IYW8_BISBI
OG0011575	tr|A6H6J9|A6H6J9_MOUSE	tr|A0A6P3J1L7|A0A6P3J1L7_BISBI
OG0011576	sp|Q9QYB5|ADDG_MOUSE	tr|A0A6P3J204|A0A6P3J204_BISBI
OG0011577	sp|P04342|CRGD_MOUSE	tr|A0A6P3J476|A0A6P3J476_BISBI
OG0011578	sp|O88602|CCG2_MOUSE	tr|A0A6P3J4Z0|A0A6P3J4Z0_BISBI
OG0011579	sp|Q9DCK3|TSN4_MOUSE	tr|A0A6P3J5K4|A0A6P3J5K4_BISBI
OG0011580	sp|O70194|EIF3D_MOUSE	tr|A0A6P3J5Z7|A0A6P3J5Z7_BISBI
OG0011581	sp|Q9JHS9|CWC15_MOUSE	tr|A0A6P3J8U7|A0A6P3J8U7_BISBI
OG0011582	sp|Q61190|I10R2_MOUSE	tr|A0A6P3J9B6|A0A6P3J9B6_BISBI
OG0011583	sp|Q91VK1|5MP1_MOUSE	tr|A0A6P3JAQ3|A0A6P3JAQ3_BISBI
OG0011584	tr|A2RT18|A2RT18_MOUSE	tr|A0A6P3JBR0|A0A6P3JBR0_BISBI
OG0011585	sp|Q9JLI8|SART3_MOUSE	tr|A0A6P3GBK2|A0A6P3GBK2_BISBI
OG0011586	sp|Q8C8N3|VWC2_MOUSE	tr|A0A6P3GCD4|A0A6P3GCD4_BISBI
OG0011587	sp|O35711|LIPB2_MOUSE	tr|A0A6P3GDD3|A0A6P3GDD3_BISBI
OG0011588	sp|Q9D240|PKHJ1_MOUSE	tr|A0A6P3GJ90|A0A6P3GJ90_BISBI
OG0011589	sp|Q9JJ93|CN119_MOUSE	tr|A0A6P3GJ94|A0A6P3GJ94_BISBI
OG0011590	sp|Q8VCS0|PGRP2_MOUSE	tr|A0A6P3GL43|A0A6P3GL43_BISBI
OG0011591	tr|Q9D3X8|Q9D3X8_MOUSE	tr|A0A6P3GLM5|A0A6P3GLM5_BISBI
OG0011592	sp|P07141|CSF1_MOUSE	tr|A0A6P3GRV6|A0A6P3GRV6_BISBI
OG0011593	sp|Q8CAE2|HENMT_MOUSE	tr|A0A6P3GS01|A0A6P3GS01_BISBI
OG0011594	sp|Q8BIZ1|ANS1B_MOUSE	tr|A0A6P3GT70|A0A6P3GT70_BISBI
OG0011595	sp|Q8CBE3|WDR37_MOUSE	tr|A0A6P3GTJ9|A0A6P3GTJ9_BISBI
OG0011596	sp|Q61458|CCNH_MOUSE	tr|A0A6P3GU57|A0A6P3GU57_BISBI
OG0011597	sp|O88561|S27A3_MOUSE	tr|A0A6P3GZB1|A0A6P3GZB1_BISBI
OG0011598	sp|Q7TNV1|TLC3B_MOUSE	tr|A0A6P3H0W7|A0A6P3H0W7_BISBI
OG0011599	sp|Q64322|NPDC1_MOUSE	tr|A0A6P3H807|A0A6P3H807_BISBI
OG0011600	sp|P97348|RHOD_MOUSE	tr|A0A6P3HAK3|A0A6P3HAK3_BISBI
OG0011601	sp|O35609|SCAM3_MOUSE	tr|A0A6P3HBV8|A0A6P3HBV8_BISBI
OG0011602	sp|Q9Z0W3|NU160_MOUSE	tr|A0A6P3HCH8|A0A6P3HCH8_BISBI
OG0011603	sp|Q8R0I4|TM2D2_MOUSE	tr|A0A6P3HD40|A0A6P3HD40_BISBI
OG0011604	sp|Q45VK7|DYHC2_MOUSE	tr|A0A6P3HF19|A0A6P3HF19_BISBI
OG0011605	sp|Q99J10|CTU1_MOUSE	tr|A0A6P3HG98|A0A6P3HG98_BISBI
OG0011606	sp|Q3TSG4|ALKB5_MOUSE	tr|A0A6P3HGS5|A0A6P3HGS5_BISBI
OG0011607	sp|Q3TYL0|IQAK1_MOUSE	tr|A0A6P3HGU2|A0A6P3HGU2_BISBI
OG0011608	sp|O70460|CCL19_MOUSE	tr|A0A6P3HGW8|A0A6P3HGW8_BISBI
OG0011609	sp|Q925E8|SPTSB_MOUSE	tr|A0A6P3HHQ2|A0A6P3HHQ2_BISBI
OG0011610	sp|Q69ZS7|HBS1L_MOUSE	tr|A0A6P3HI80|A0A6P3HI80_BISBI
OG0011611	sp|Q07113|MPRI_MOUSE	tr|A0A6P3HIJ7|A0A6P3HIJ7_BISBI
OG0011612	sp|Q6P1G2|KDM2B_MOUSE	tr|A0A6P3HJQ0|A0A6P3HJQ0_BISBI
OG0011613	sp|Q5SUV1|RSAD1_MOUSE	tr|A0A6P3HNV4|A0A6P3HNV4_BISBI
OG0011614	sp|B1AXP6|TOM5_MOUSE	tr|A0A6P3HRZ4|A0A6P3HRZ4_BISBI
OG0011615	sp|P55066|NCAN_MOUSE	tr|A0A6P3HSI0|A0A6P3HSI0_BISBI
OG0011616	sp|Q9DCW4|ETFB_MOUSE	tr|A0A6P3HTG3|A0A6P3HTG3_BISBI
OG0011617	sp|Q8K0T0|RTN1_MOUSE	tr|A0A6P3HTR9|A0A6P3HTR9_BISBI
OG0011618	sp|Q8CGE9|RGS12_MOUSE	tr|A0A6P3HV18|A0A6P3HV18_BISBI
OG0011619	tr|G3X8Y1|G3X8Y1_MOUSE	tr|A0A6P3HW23|A0A6P3HW23_BISBI
OG0011620	sp|Q9QZJ6|MFAP5_MOUSE	tr|A0A6P3HYI4|A0A6P3HYI4_BISBI
OG0011621	sp|B8ZXI1|QTRT2_MOUSE	tr|A0A6P3HYM8|A0A6P3HYM8_BISBI
OG0011622	sp|O70146|TESK1_MOUSE	tr|A0A6P3HYP9|A0A6P3HYP9_BISBI
OG0011623	sp|Q14AI0|DCC1_MOUSE	tr|A0A6P3HYZ1|A0A6P3HYZ1_BISBI
OG0011624	sp|P24788|CD11B_MOUSE	tr|A0A6P3I0Y2|A0A6P3I0Y2_BISBI
OG0011625	sp|O35904|PK3CD_MOUSE	tr|A0A6P3I1S2|A0A6P3I1S2_BISBI
OG0011626	sp|O70481|UBR1_MOUSE	tr|A0A6P3I3H3|A0A6P3I3H3_BISBI
OG0011627	sp|Q8BXT1|RGS8_MOUSE	tr|A0A6P3IA48|A0A6P3IA48_BISBI
OG0011628	sp|Q810C0|SLIK2_MOUSE	tr|A0A6P3ICU0|A0A6P3ICU0_BISBI
OG0011629	sp|Q78TU8|F107A_MOUSE	tr|A0A6P3IG67|A0A6P3IG67_BISBI
OG0011630	sp|Q9CS72|FLIP1_MOUSE	tr|A0A6P3IGK2|A0A6P3IGK2_BISBI
OG0011631	sp|B2RQL2|STOX1_MOUSE	tr|A0A6P3IHV9|A0A6P3IHV9_BISBI
OG0011632	sp|E9Q3S4|M3K19_MOUSE	tr|A0A6P3IJ33|A0A6P3IJ33_BISBI
OG0011633	sp|Q9R1Q6|T176B_MOUSE	tr|A0A6P3IMN2|A0A6P3IMN2_BISBI
OG0011634	sp|O09159|MA2B1_MOUSE	tr|A0A6P3IP81|A0A6P3IP81_BISBI
OG0011635	sp|Q8BJT9|EDEM2_MOUSE	tr|A0A6P3IPY2|A0A6P3IPY2_BISBI
OG0011636	sp|Q6PCN7|HLTF_MOUSE	tr|A0A6P3IQ44|A0A6P3IQ44_BISBI
OG0011637	sp|Q8BGW2|WBP1L_MOUSE	tr|A0A6P3ITZ0|A0A6P3ITZ0_BISBI
OG0011638	sp|Q8K136|SCNM1_MOUSE	tr|A0A6P3IUM6|A0A6P3IUM6_BISBI
OG0011639	sp|Q9CQD1|RAB5A_MOUSE	tr|A0A6P3IV13|A0A6P3IV13_BISBI
OG0011640	sp|Q3TGF2|F107B_MOUSE	tr|A0A6P3IV98|A0A6P3IV98_BISBI
OG0011641	sp|B9EJR8|DAAF5_MOUSE	tr|A0A6P3IXS0|A0A6P3IXS0_BISBI
OG0011642	sp|B2RXR6|ANR44_MOUSE	tr|A0A6P3IY03|A0A6P3IY03_BISBI
OG0011643	sp|Q9WV92|E41L3_MOUSE	tr|A0A6P3IYI7|A0A6P3IYI7_BISBI
OG0011644	sp|Q62383|SPT6H_MOUSE	tr|A0A6P3IZL0|A0A6P3IZL0_BISBI
OG0011645	sp|Q3ULM0|CC106_MOUSE	tr|A0A6P3J5N7|A0A6P3J5N7_BISBI
OG0011646	tr|Q9D4I8|Q9D4I8_MOUSE	tr|A0A6P3J5U9|A0A6P3J5U9_BISBI
OG0011647	sp|Q9CY62|RN181_MOUSE	tr|A0A6P3J7A1|A0A6P3J7A1_BISBI
OG0011648	sp|Q8BJ71|NUP93_MOUSE	tr|A0A6P3J9Z7|A0A6P3J9Z7_BISBI
OG0011649	sp|Q6P9P8|DEN2C_MOUSE	tr|A0A6P3GBI8|A0A6P3GBI8_BISBI
OG0011650	sp|Q9JIG8|PRAF2_MOUSE	tr|A0A6P3GDT7|A0A6P3GDT7_BISBI
OG0011651	sp|P59941|SIR6_MOUSE	tr|A0A6P3GI23|A0A6P3GI23_BISBI
OG0011652	sp|P27870|VAV_MOUSE	tr|A0A6P3GJ77|A0A6P3GJ77_BISBI
OG0011653	sp|Q9DCK4|ZN414_MOUSE	tr|A0A6P3GJD2|A0A6P3GJD2_BISBI
OG0011654	sp|Q8CD60|INSY1_MOUSE	tr|A0A6P3GJL0|A0A6P3GJL0_BISBI
OG0011655	sp|Q8K5A4|RSLAA_MOUSE	tr|A0A6P3GL31|A0A6P3GL31_BISBI
OG0011656	sp|Q3UHH2|S22AN_MOUSE	tr|A0A6P3GNG6|A0A6P3GNG6_BISBI
OG0011657	sp|Q8QZR7|PDK1L_MOUSE	tr|A0A6P3GNJ1|A0A6P3GNJ1_BISBI
OG0011658	sp|Q5S003|SPG17_MOUSE	tr|A0A6P3GQS0|A0A6P3GQS0_BISBI
OG0011659	sp|Q99MB3|TM2D1_MOUSE	tr|A0A6P3GRS6|A0A6P3GRS6_BISBI
OG0011660	sp|Q9R0L7|AKP8L_MOUSE	tr|A0A6P3GRY8|A0A6P3GRY8_BISBI
OG0011661	sp|Q91ZM2|SH2B1_MOUSE	tr|A0A6P3GW39|A0A6P3GW39_BISBI
OG0011662	sp|E9Q7X6|HEG1_MOUSE	tr|A0A6P3H0P6|A0A6P3H0P6_BISBI
OG0011663	sp|O55028|BCKD_MOUSE	tr|A0A6P3H136|A0A6P3H136_BISBI
OG0011664	sp|Q8BTI7|ANR52_MOUSE	tr|A0A6P3H1W0|A0A6P3H1W0_BISBI
OG0011665	tr|E9QAW0|E9QAW0_MOUSE	tr|A0A6P3H5C2|A0A6P3H5C2_BISBI
OG0011666	sp|Q8CHY3|DYM_MOUSE	tr|A0A6P3H7H0|A0A6P3H7H0_BISBI
OG0011667	sp|Q8BJ34|MARF1_MOUSE	tr|A0A6P3H7W0|A0A6P3H7W0_BISBI
OG0011668	sp|Q9D7S9|CHMP5_MOUSE	tr|A0A6P3H8J9|A0A6P3H8J9_BISBI
OG0011669	sp|Q61532|MK06_MOUSE	tr|A0A6P3H935|A0A6P3H935_BISBI
OG0011670	sp|Q9CYU6|DPH7_MOUSE	tr|A0A6P3H982|A0A6P3H982_BISBI
OG0011671	sp|Q505B7|ARCH_MOUSE	tr|A0A6P3H9K9|A0A6P3H9K9_BISBI
OG0011672	sp|Q9D1G0|DNSL2_MOUSE	tr|A0A6P3HAS8|A0A6P3HAS8_BISBI
OG0011673	sp|Q8BQ33|TICRR_MOUSE	tr|A0A6P3HB64|A0A6P3HB64_BISBI
OG0011674	sp|Q059Y8|DCST1_MOUSE	tr|A0A6P3HBD8|A0A6P3HBD8_BISBI
OG0011675	sp|Q8VIK5|PEAR1_MOUSE	tr|A0A6P3HBL2|A0A6P3HBL2_BISBI
OG0011676	sp|Q8BPP5|LYPD6_MOUSE	tr|A0A6P3HGI9|A0A6P3HGI9_BISBI
OG0011677	sp|Q9WV84|NDKM_MOUSE	tr|A0A6P3HJB9|A0A6P3HJB9_BISBI
OG0011678	sp|Q922J3|CLIP1_MOUSE	tr|A0A6P3HJM7|A0A6P3HJM7_BISBI
OG0011679	sp|Q6P2L7|GOLM2_MOUSE	tr|A0A6P3HLF9|A0A6P3HLF9_BISBI
OG0011680	sp|P42227|STAT3_MOUSE	tr|A0A6P3HNP2|A0A6P3HNP2_BISBI
OG0011681	sp|Q9R0Q9|MPU1_MOUSE	tr|A0A6P3HPT7|A0A6P3HPT7_BISBI
OG0011682	sp|Q8BNI4|DERL2_MOUSE	tr|A0A6P3HSZ2|A0A6P3HSZ2_BISBI
OG0011683	sp|Q9JL89|NINJ2_MOUSE	tr|A0A6P3HVK0|A0A6P3HVK0_BISBI
OG0011684	sp|Q9D7E4|CS025_MOUSE	tr|A0A6P3HWE8|A0A6P3HWE8_BISBI
OG0011685	sp|P56393|COX7B_MOUSE	tr|A0A6P3HX68|A0A6P3HX68_BISBI
OG0011686	sp|Q60668|HNRPD_MOUSE	tr|A0A6P3I0A2|A0A6P3I0A2_BISBI
OG0011687	sp|Q9Z1S3|GRP1_MOUSE	tr|A0A6P3I368|A0A6P3I368_BISBI
OG0011688	sp|Q7TMY4|THOC7_MOUSE	tr|A0A6P3I5V7|A0A6P3I5V7_BISBI
OG0011689	sp|Q9CPZ3|CA185_MOUSE	tr|A0A6P3I836|A0A6P3I836_BISBI
OG0011690	tr|Q3TQ88|Q3TQ88_MOUSE	tr|A0A6P3I8S3|A0A6P3I8S3_BISBI
OG0011691	sp|Q8K1J5|SDE2_MOUSE	tr|A0A6P3I9E3|A0A6P3I9E3_BISBI
OG0011692	sp|Q06186|HBEGF_MOUSE	tr|A0A6P3IA89|A0A6P3IA89_BISBI
OG0011693	sp|A1Y9I9|TOMT_MOUSE	tr|A0A6P3IAB6|A0A6P3IAB6_BISBI
OG0011694	sp|Q9D416|AR13A_MOUSE	tr|A0A6P3IC09|A0A6P3IC09_BISBI
OG0011695	sp|Q8VEA7|TCTA_MOUSE	tr|A0A6P3IE38|A0A6P3IE38_BISBI
OG0011696	sp|Q8BGH7|C42S2_MOUSE	tr|A0A6P3IFN4|A0A6P3IFN4_BISBI
OG0011697	sp|Q60949|TBCD1_MOUSE	tr|A0A6P3IFW4|A0A6P3IFW4_BISBI
OG0011698	sp|Q8R4I7|NETO1_MOUSE	tr|A0A6P3IFZ3|A0A6P3IFZ3_BISBI
OG0011699	sp|Q60847|COCA1_MOUSE	tr|A0A6P3IGT7|A0A6P3IGT7_BISBI
OG0011700	sp|Q5HZG4|TAF3_MOUSE	tr|A0A6P3IHQ0|A0A6P3IHQ0_BISBI
OG0011701	sp|Q9CSP9|TTC14_MOUSE	tr|A0A6P3IHS8|A0A6P3IHS8_BISBI
OG0011702	tr|M0QW46|M0QW46_MOUSE	tr|A0A6P3IIK9|A0A6P3IIK9_BISBI
OG0011703	sp|P97717|ADA1B_MOUSE	tr|A0A6P3INP0|A0A6P3INP0_BISBI
OG0011704	sp|Q9D5Y0|CG031_MOUSE	tr|A0A6P3INX3|A0A6P3INX3_BISBI
OG0011705	tr|E9Q0X2|E9Q0X2_MOUSE	tr|A0A6P3IRU4|A0A6P3IRU4_BISBI
OG0011706	sp|B1AT66|MOT7_MOUSE	tr|A0A6P3ISX0|A0A6P3ISX0_BISBI
OG0011707	sp|Q9EQX4|AIF1L_MOUSE	tr|A0A6P3ITV6|A0A6P3ITV6_BISBI
OG0011708	sp|Q5IRJ6|ZNT9_MOUSE	tr|A0A6P3IXX6|A0A6P3IXX6_BISBI
OG0011709	sp|A2AUY4|BAZ2B_MOUSE	tr|A0A6P3IY79|A0A6P3IY79_BISBI
OG0011710	sp|P81269|ATF1_MOUSE	tr|A0A6P3IYF9|A0A6P3IYF9_BISBI
OG0011711	sp|Q99LJ8|NGBR_MOUSE	tr|A0A6P3J104|A0A6P3J104_BISBI
OG0011712	sp|P0C1P0|PIGY_MOUSE	tr|A0A6P3J517|A0A6P3J517_BISBI
OG0011713	sp|Q91X97|NCALD_MOUSE	tr|A0A6P3J5E7|A0A6P3J5E7_BISBI
OG0011714	sp|Q9R1K7|TBD_MOUSE	tr|A0A6P3J911|A0A6P3J911_BISBI
OG0011715	sp|Q4KL14|TPC3L_MOUSE	tr|A0A6P3J9Q9|A0A6P3J9Q9_BISBI
OG0011716	sp|Q61083|M3K2_MOUSE	tr|A0A6P3JCU0|A0A6P3JCU0_BISBI
OG0011717	sp|Q05186|RCN1_MOUSE	tr|A0A6P3GET6|A0A6P3GET6_BISBI
OG0011718	sp|Q8C3L1|SSUH2_MOUSE	tr|A0A6P3GJ82|A0A6P3GJ82_BISBI
OG0011719	sp|Q91ZA3|PCCA_MOUSE	tr|A0A6P3GJW6|A0A6P3GJW6_BISBI
OG0011720	sp|Q9D8K8|S2539_MOUSE	tr|A0A6P3GMK3|A0A6P3GMK3_BISBI
OG0011721	sp|Q8CD92|TTC27_MOUSE	tr|A0A6P3GNS7|A0A6P3GNS7_BISBI
OG0011722	sp|Q91WB4|PKHF2_MOUSE	tr|A0A6P3GQJ4|A0A6P3GQJ4_BISBI
OG0011723	sp|Q8VD46|ASZ1_MOUSE	tr|A0A6P3GRN7|A0A6P3GRN7_BISBI
OG0011724	sp|Q8BQC3|IGDC3_MOUSE	tr|A0A6P3GTF6|A0A6P3GTF6_BISBI
OG0011725	sp|Q9QYG0|NDRG2_MOUSE	tr|A0A6P3H2G8|A0A6P3H2G8_BISBI
OG0011726	sp|Q9CY50|SSRA_MOUSE	tr|A0A6P3H6H9|A0A6P3H6H9_BISBI
OG0011727	sp|D3Z5T1|CCD78_MOUSE	tr|A0A6P3H983|A0A6P3H983_BISBI
OG0011728	sp|Q9Z0F4|CIB1_MOUSE	tr|A0A6P3HAZ6|A0A6P3HAZ6_BISBI
OG0011729	sp|Q8QZX0|SBK1_MOUSE	tr|A0A6P3HB06|A0A6P3HB06_BISBI
OG0011730	sp|A2AI05|NDOR1_MOUSE	tr|A0A6P3HCR3|A0A6P3HCR3_BISBI
OG0011731	sp|Q7TMV1|RN139_MOUSE	tr|A0A6P3HCZ7|A0A6P3HCZ7_BISBI
OG0011732	sp|Q6IQX8|ZN219_MOUSE	tr|A0A6P3HEZ7|A0A6P3HEZ7_BISBI
OG0011733	sp|P13379|CD5_MOUSE	tr|A0A6P3HFK0|A0A6P3HFK0_BISBI
OG0011734	sp|P23738|DCHS_MOUSE	tr|A0A6P3HGT1|A0A6P3HGT1_BISBI
OG0011735	sp|Q920C4|MS4A3_MOUSE	tr|A0A6P3HIA9|A0A6P3HIA9_BISBI
OG0011736	sp|Q4VBF2|R3HD4_MOUSE	tr|A0A6P3HJA5|A0A6P3HJA5_BISBI
OG0011737	sp|Q5GH64|XKR7_MOUSE	tr|A0A6P3HLI4|A0A6P3HLI4_BISBI
OG0011738	sp|Q5SUQ9|CTC1_MOUSE	tr|A0A6P3HS69|A0A6P3HS69_BISBI
OG0011739	sp|Q9WUJ8|ORC6_MOUSE	tr|A0A6P3HS85|A0A6P3HS85_BISBI
OG0011740	sp|Q8R0Y8|S2542_MOUSE	tr|A0A6P3HSL7|A0A6P3HSL7_BISBI
OG0011741	sp|Q9R0M8|S35A2_MOUSE	tr|A0A6P3HTT4|A0A6P3HTT4_BISBI
OG0011742	sp|Q4FZD7|PLK5_MOUSE	tr|A0A6P3HUC2|A0A6P3HUC2_BISBI
OG0011743	sp|Q9CZH8|CCD77_MOUSE	tr|A0A6P3HVP2|A0A6P3HVP2_BISBI
OG0011744	sp|Q8BK06|FBX9_MOUSE	tr|A0A6P3HWA7|A0A6P3HWA7_BISBI
OG0011745	sp|Q8K3A4|RHNO1_MOUSE	tr|A0A6P3HXQ2|A0A6P3HXQ2_BISBI
OG0011746	sp|Q9R1Z8|VINEX_MOUSE	tr|A0A6P3HYZ5|A0A6P3HYZ5_BISBI
OG0011747	tr|E9Q2T4|E9Q2T4_MOUSE	tr|A0A6P3I109|A0A6P3I109_BISBI
OG0011748	sp|Q6ZPR5|NSMA3_MOUSE	tr|A0A6P3I1Z2|A0A6P3I1Z2_BISBI
OG0011749	sp|Q9R1Q9|VAS1_MOUSE	tr|A0A6P3I206|A0A6P3I206_BISBI
OG0011750	sp|P48428|TBCA_MOUSE	tr|A0A6P3I2N9|A0A6P3I2N9_BISBI
OG0011751	sp|Q99NH7|S26A5_MOUSE	tr|A0A6P3I3J3|A0A6P3I3J3_BISBI
OG0011752	sp|Q76LL6|FHOD3_MOUSE	tr|A0A6P3I8G7|A0A6P3I8G7_BISBI
OG0011753	sp|P48356|LEPR_MOUSE	tr|A0A6P3I9U6|A0A6P3I9U6_BISBI
OG0011754	sp|A6H6E9|TT23L_MOUSE	tr|A0A6P3ICB2|A0A6P3ICB2_BISBI
OG0011755	tr|Q6PGC9|Q6PGC9_MOUSE	tr|A0A6P3IFT1|A0A6P3IFT1_BISBI
OG0011756	sp|Q9D9P8|LCFC1_MOUSE	tr|A0A6P3IFW3|A0A6P3IFW3_BISBI
OG0011757	sp|Q9D9V2|EQTN_MOUSE	tr|A0A6P3IIG8|A0A6P3IIG8_BISBI
OG0011758	sp|Q920A9|FCRLA_MOUSE	tr|A0A6P3IM97|A0A6P3IM97_BISBI
OG0011759	sp|P37040|NCPR_MOUSE	tr|A0A6P3INH0|A0A6P3INH0_BISBI
OG0011760	sp|Q5DTI8|ESYT3_MOUSE	tr|A0A6P3IQI1|A0A6P3IQI1_BISBI
OG0011761	sp|Q8K0Z7|TACO1_MOUSE	tr|A0A6P3IRR8|A0A6P3IRR8_BISBI
OG0011762	sp|Q3V079|BBOF1_MOUSE	tr|A0A6P3ISB9|A0A6P3ISB9_BISBI
OG0011763	tr|A0A087WRI3|A0A087WRI3_MOUSE	tr|A0A6P3ISL4|A0A6P3ISL4_BISBI
OG0011764	sp|Q3UUJ4|STRAA_MOUSE	tr|A0A6P3ISS0|A0A6P3ISS0_BISBI
OG0011765	sp|Q9WTM3|SEM6C_MOUSE	tr|A0A6P3IUQ0|A0A6P3IUQ0_BISBI
OG0011766	sp|P81066|IRX2_MOUSE	tr|A0A6P3IWE2|A0A6P3IWE2_BISBI
OG0011767	sp|Q3UP23|TMM26_MOUSE	tr|A0A6P3IX63|A0A6P3IX63_BISBI
OG0011768	sp|P31313|HXC11_MOUSE	tr|A0A6P3IYT3|A0A6P3IYT3_BISBI
OG0011769	sp|Q8K158|CNPD1_MOUSE	tr|A0A6P3IYZ7|A0A6P3IYZ7_BISBI
OG0011770	sp|Q80UU2|RPP38_MOUSE	tr|A0A6P3J3L5|A0A6P3J3L5_BISBI
OG0011771	sp|Q9D4F2|PLPP6_MOUSE	tr|A0A6P3J6F2|A0A6P3J6F2_BISBI
OG0011772	sp|Q8CGA3|LAT4_MOUSE	tr|A0A6P3J6X3|A0A6P3J6X3_BISBI
OG0011773	sp|Q80YQ8|RMD5A_MOUSE	tr|A0A6P3J956|A0A6P3J956_BISBI
OG0011774	sp|Q3UDR8|YIPF3_MOUSE	tr|A0A6P3J9V8|A0A6P3J9V8_BISBI
OG0011775	sp|D3YYI7|RN217_MOUSE	tr|A0A6P3JA41|A0A6P3JA41_BISBI
OG0011776	sp|Q80TG9|LRFN2_MOUSE	tr|A0A6P3JBQ4|A0A6P3JBQ4_BISBI
OG0011777	sp|Q60625|ICAM5_MOUSE	tr|A0A6P3GAI5|A0A6P3GAI5_BISBI
OG0011778	sp|Q6PFY8|TRI45_MOUSE	tr|A0A6P3GHL9|A0A6P3GHL9_BISBI
OG0011779	sp|Q6YND2|ZN653_MOUSE	tr|A0A6P3GJF0|A0A6P3GJF0_BISBI
OG0011780	sp|Q3V009|TMED1_MOUSE	tr|A0A6P3GJJ3|A0A6P3GJJ3_BISBI
OG0011781	sp|Q99LW0|ANR10_MOUSE	tr|A0A6P3GK25|A0A6P3GK25_BISBI
OG0011782	sp|P18894|OXDA_MOUSE	tr|A0A6P3GKF6|A0A6P3GKF6_BISBI
OG0011783	sp|B1AZP2|DLGP4_MOUSE	tr|A0A6P3GM53|A0A6P3GM53_BISBI
OG0011784	sp|Q9D7N3|RT09_MOUSE	tr|A0A6P3GMH1|A0A6P3GMH1_BISBI
OG0011785	sp|Q61464|ZN638_MOUSE	tr|A0A6P3GMX5|A0A6P3GMX5_BISBI
OG0011786	sp|Q8BSY0|ASPH_MOUSE	tr|A0A6P3GP60|A0A6P3GP60_BISBI
OG0011787	sp|E9Q0C6|K1210_MOUSE	tr|A0A6P3GVJ2|A0A6P3GVJ2_BISBI
OG0011788	sp|P0C7N9|PSMG4_MOUSE	tr|A0A6P3GXD7|A0A6P3GXD7_BISBI
OG0011789	sp|P25233|NECD_MOUSE	tr|A0A6P3GYI4|A0A6P3GYI4_BISBI
OG0011790	sp|O09130|NF2IP_MOUSE	tr|A0A6P3H0R7|A0A6P3H0R7_BISBI
OG0011791	tr|A0A5F8MPL8|A0A5F8MPL8_MOUSE	tr|A0A6P3H477|A0A6P3H477_BISBI
OG0011792	sp|Q91W98|S15A4_MOUSE	tr|A0A6P3H924|A0A6P3H924_BISBI
