Orthogroup	Mus_musculus	Nomascus_leucogenys
OG0010820	sp|Q9Z2L6|MINP1_MOUSE	tr|A0A2I3G8H7|A0A2I3G8H7_NOMLE
OG0010821	tr|A0A087WQ89|A0A087WQ89_MOUSE	tr|G1RSJ8|G1RSJ8_NOMLE
OG0010822	tr|A0A0J9YVH6|A0A0J9YVH6_MOUSE	tr|A0A2I3HQ28|A0A2I3HQ28_NOMLE
OG0010823	tr|A0A5F8MQ13|A0A5F8MQ13_MOUSE	tr|A0A2I3HA32|A0A2I3HA32_NOMLE
OG0010824	sp|A2AJT4|PNISR_MOUSE	tr|M3ZA13|M3ZA13_NOMLE
OG0010825	sp|A2BDX3|MOCS3_MOUSE	tr|G1SC20|G1SC20_NOMLE
OG0010826	tr|A3KGJ9|A3KGJ9_MOUSE	tr|G1RGZ0|G1RGZ0_NOMLE
OG0010827	tr|F2Z3U3|F2Z3U3_MOUSE	tr|A0A2I3HN64|A0A2I3HN64_NOMLE
OG0010828	sp|O54732|MMP15_MOUSE	tr|G1QT14|G1QT14_NOMLE
OG0010829	sp|O54827|AT10A_MOUSE	tr|G1QLV3|G1QLV3_NOMLE
OG0010830	sp|O55144|TLX3_MOUSE	tr|G1QHH5|G1QHH5_NOMLE
OG0010831	sp|O88566|AXIN2_MOUSE	tr|G1RXR3|G1RXR3_NOMLE
OG0010832	sp|P09023|HXB6_MOUSE	tr|G1QQ99|G1QQ99_NOMLE
OG0010833	sp|P16872|IL7RA_MOUSE	tr|G1S1H3|G1S1H3_NOMLE
OG0010834	sp|P49772|FLT3L_MOUSE	tr|G1QZC3|G1QZC3_NOMLE
OG0010835	sp|P55066|NCAN_MOUSE	tr|G1R2X8|G1R2X8_NOMLE
OG0010836	sp|P56581|TDG_MOUSE	tr|G1R421|G1R421_NOMLE
OG0010837	sp|P70327|TBX6_MOUSE	tr|G1QND2|G1QND2_NOMLE
OG0010838	sp|P70451|FER_MOUSE	tr|G1RKA0|G1RKA0_NOMLE
OG0010839	sp|P97469|SNAI2_MOUSE	tr|G1RSM5|G1RSM5_NOMLE
OG0010840	sp|Q06770|CBG_MOUSE	tr|G1S630|G1S630_NOMLE
OG0010841	sp|Q08EC4|CASS4_MOUSE	tr|G1R5V3|G1R5V3_NOMLE
OG0010842	sp|Q3KNY5|RIAD1_MOUSE	tr|G1RH16|G1RH16_NOMLE
OG0010843	sp|Q3UM83|KLRG2_MOUSE	tr|G1RVG3|G1RVG3_NOMLE
OG0010844	sp|Q3UWA6|GUC2C_MOUSE	tr|G1QUW6|G1QUW6_NOMLE
OG0010845	sp|Q5S006|LRRK2_MOUSE	tr|G1S8H6|G1S8H6_NOMLE
OG0010846	sp|Q5SUV5|MYLK4_MOUSE	tr|G1RJ43|G1RJ43_NOMLE
OG0010847	sp|Q60738|ZNT1_MOUSE	tr|G1QQ97|G1QQ97_NOMLE
OG0010848	sp|Q61865|MIA_MOUSE	tr|G1RUE1|G1RUE1_NOMLE
OG0010849	sp|Q62522|ZPBP1_MOUSE	tr|G1QXC5|G1QXC5_NOMLE
OG0010850	sp|Q6EBV9|ATG9B_MOUSE	tr|G1QV12|G1QV12_NOMLE
OG0010851	sp|Q6NZN1|PPRC1_MOUSE	tr|G1RYB8|G1RYB8_NOMLE
OG0010852	sp|Q76KF0|SEM6D_MOUSE	tr|G1R1V9|G1R1V9_NOMLE
OG0010853	sp|Q80ZF8|AGRB3_MOUSE	tr|G1QI60|G1QI60_NOMLE
OG0010854	sp|Q8BFR6|ZFAN1_MOUSE	tr|A0A2I3GLT2|A0A2I3GLT2_NOMLE
OG0010855	sp|Q8BPS4|GP180_MOUSE	tr|G1S3H1|G1S3H1_NOMLE
OG0010856	sp|Q8BR93|HARB1_MOUSE	tr|G1RUU8|G1RUU8_NOMLE
OG0010857	sp|Q8BT18|ARMD4_MOUSE	tr|G1RRG6|G1RRG6_NOMLE
OG0010858	sp|Q8BWY3|ERF1_MOUSE	tr|G1RCL8|G1RCL8_NOMLE
OG0010859	tr|Q8BXH3|Q8BXH3_MOUSE	tr|G1QUQ7|G1QUQ7_NOMLE
OG0010860	sp|Q8C5G2|VASH2_MOUSE	tr|G1RWP7|G1RWP7_NOMLE
OG0010861	sp|Q8C5N5|PDD2L_MOUSE	tr|G1RIA3|G1RIA3_NOMLE
OG0010862	sp|Q8C9W3|ATS2_MOUSE	tr|G1QLB5|G1QLB5_NOMLE
OG0010863	sp|Q8CE97|CO062_MOUSE	tr|A0A2I3GT42|A0A2I3GT42_NOMLE
OG0010864	sp|Q8CF36|F229B_MOUSE	tr|G1RRA5|G1RRA5_NOMLE
OG0010865	sp|Q8CFJ9|WDR24_MOUSE	tr|A0A2I3G049|A0A2I3G049_NOMLE
OG0010866	sp|Q8JZM6|TIFAB_MOUSE	tr|A0A2I3GW33|A0A2I3GW33_NOMLE
OG0010867	sp|Q8K1Z0|COQ9_MOUSE	tr|G1QRU8|G1QRU8_NOMLE
OG0010868	sp|Q8R0Z5|MFRN2_MOUSE	tr|A0A2I3HSI8|A0A2I3HSI8_NOMLE
OG0010869	sp|Q8VCM5|MUL1_MOUSE	tr|A0A2I3GBQ0|A0A2I3GBQ0_NOMLE
OG0010870	sp|Q8VE96|S35F6_MOUSE	tr|A0A2I3HUE5|A0A2I3HUE5_NOMLE
OG0010871	sp|Q920Q2|REV1_MOUSE	tr|G1RVV3|G1RVV3_NOMLE
OG0010872	sp|Q922D4|PP6R3_MOUSE	tr|A0A2I3G2T0|A0A2I3G2T0_NOMLE
OG0010873	sp|Q922H1|ANM3_MOUSE	tr|G1S807|G1S807_NOMLE
OG0010874	sp|Q99PN0|SC5A5_MOUSE	tr|G1R1S4|G1R1S4_NOMLE
OG0010875	sp|Q9CR08|RPP29_MOUSE	tr|A0A2I3HI82|A0A2I3HI82_NOMLE
OG0010876	sp|Q9D611|OCSTP_MOUSE	tr|G1R5C4|G1R5C4_NOMLE
OG0010877	sp|Q9D8U4|C1QT2_MOUSE	tr|A0A2I3HXN9|A0A2I3HXN9_NOMLE
OG0010878	sp|Q9D958|SPCS1_MOUSE	tr|A0A2I3HI38|A0A2I3HI38_NOMLE
OG0010879	sp|Q9DB98|LENG1_MOUSE	tr|A0A2I3H396|A0A2I3H396_NOMLE
OG0010880	sp|Q9DCB1|HMGN3_MOUSE	tr|A0A2I3HXE0|A0A2I3HXE0_NOMLE
OG0010881	sp|Q9QX96|SALL2_MOUSE	tr|G1RWY0|G1RWY0_NOMLE
OG0010883	sp|A0A140LI88|ANR31_MOUSE	tr|A0A2I3GK91|A0A2I3GK91_NOMLE
OG0010884	sp|B2RXR6|ANR44_MOUSE	tr|M3ZAF0|M3ZAF0_NOMLE
OG0010885	tr|E9PX79|E9PX79_MOUSE	tr|G1QXB0|G1QXB0_NOMLE
OG0010886	sp|P16014|SCG1_MOUSE	tr|G1RUK5|G1RUK5_NOMLE
OG0010887	sp|P35454|NEU1_MOUSE	tr|G1R7N3|G1R7N3_NOMLE
OG0010888	sp|P50752|TNNT2_MOUSE	tr|A0A2I3G2U1|A0A2I3G2U1_NOMLE
OG0010889	sp|P56469|CORT_MOUSE	tr|A0A2I3G2D2|A0A2I3G2D2_NOMLE
OG0010890	sp|P61216|TAF13_MOUSE	tr|G1QPF7|G1QPF7_NOMLE
OG0010891	sp|P63056|NOE3_MOUSE	tr|G1RMV4|G1RMV4_NOMLE
OG0010892	sp|P70458|IPSP_MOUSE	tr|G1S667|G1S667_NOMLE
OG0010893	sp|P82198|BGH3_MOUSE	tr|G1RAG7|G1RAG7_NOMLE
OG0010894	sp|Q03717|KCNB1_MOUSE	tr|G1R5M2|G1R5M2_NOMLE
OG0010895	sp|Q09324|GCNT1_MOUSE	tr|A0A2I3GQ26|A0A2I3GQ26_NOMLE
OG0010896	sp|Q0VF94|NKPD1_MOUSE	tr|A0A2I3H3C4|A0A2I3H3C4_NOMLE
OG0010897	sp|Q3U3N0|MIER2_MOUSE	tr|G1QIJ9|G1QIJ9_NOMLE
OG0010898	sp|Q3UHE1|PITM3_MOUSE	tr|G1RD86|G1RD86_NOMLE
OG0010899	sp|Q5BJ29|FBXL7_MOUSE	tr|G1RMF2|G1RMF2_NOMLE
OG0010900	sp|Q61999|ODFP1_MOUSE	tr|G1QTW7|G1QTW7_NOMLE
OG0010901	sp|Q68G58|APEX2_MOUSE	tr|A0A2I3GP78|A0A2I3GP78_NOMLE
OG0010902	sp|Q7M6Z4|KIF27_MOUSE	tr|G1QTC6|G1QTC6_NOMLE
OG0010903	sp|Q7TN33|CELF6_MOUSE	tr|G1RUL2|G1RUL2_NOMLE
OG0010904	sp|Q80X45|KISHB_MOUSE	tr|G1RRV1|G1RRV1_NOMLE
OG0010905	sp|Q80XZ4|I22R1_MOUSE	tr|G1RC73|G1RC73_NOMLE
OG0010906	sp|Q8BGR9|UBCP1_MOUSE	tr|G1QW59|G1QW59_NOMLE
OG0010907	sp|Q8BI67|ZN473_MOUSE	tr|G1R0G1|G1R0G1_NOMLE
OG0010908	sp|Q8BSE0|RMD2_MOUSE	tr|A0A2I3HRH8|A0A2I3HRH8_NOMLE
OG0010909	sp|Q8C1B2|PARPT_MOUSE	tr|G1QV49|G1QV49_NOMLE
OG0010910	sp|Q8CAM5|RAB36_MOUSE	tr|A0A2I3GCU8|A0A2I3GCU8_NOMLE
OG0010911	sp|Q8CE72|CPLN1_MOUSE	tr|G1S2A6|G1S2A6_NOMLE
OG0010912	sp|Q8K0L2|ENTP8_MOUSE	tr|G1RDB1|G1RDB1_NOMLE
OG0010913	sp|Q8VI67|SP7_MOUSE	tr|A0A2I3HCG2|A0A2I3HCG2_NOMLE
OG0010914	sp|Q91YK2|RRP1B_MOUSE	tr|G1QLM6|G1QLM6_NOMLE
OG0010915	sp|Q99JN2|KLH22_MOUSE	tr|G1R8V4|G1R8V4_NOMLE
OG0010916	sp|Q99JW5|EPCAM_MOUSE	tr|A0A2I3GEB1|A0A2I3GEB1_NOMLE
OG0010917	sp|Q9CY34|UB2FA_MOUSE	tr|G1RK25|G1RK25_NOMLE
OG0010918	sp|Q9D0J4|ARL2_MOUSE	tr|G1R057|G1R057_NOMLE
OG0010919	sp|Q9D3W1|RSP14_MOUSE	tr|G1RZV8|G1RZV8_NOMLE
OG0010920	sp|Q9D3W4|GPN3_MOUSE	tr|A0A2I3GT61|A0A2I3GT61_NOMLE
OG0010921	sp|Q9D6Y4|BORC8_MOUSE	tr|G1R2U5|G1R2U5_NOMLE
OG0010922	sp|Q9D787|PPIL2_MOUSE	tr|G1QH82|G1QH82_NOMLE
OG0010923	sp|Q9D7V1|SH24A_MOUSE	tr|G1QSH4|G1QSH4_NOMLE
OG0010924	sp|Q9DAU1|CNPY3_MOUSE	tr|G1QXD3|G1QXD3_NOMLE
OG0010925	sp|Q9EQG3|SCEL_MOUSE	tr|G1S2V3|G1S2V3_NOMLE
OG0010926	sp|Q9ER72|SYCC_MOUSE	tr|A0A2I3HY25|A0A2I3HY25_NOMLE
OG0010927	sp|Q9JHU2|PALMD_MOUSE	tr|G1RL58|G1RL58_NOMLE
OG0010928	sp|Q9JI78|NGLY1_MOUSE	tr|G1QUL8|G1QUL8_NOMLE
OG0010929	sp|Q9JIZ9|PLS3_MOUSE	tr|G1RE22|G1RE22_NOMLE
OG0010930	sp|Q9JLT2|TREA_MOUSE	tr|G1R719|G1R719_NOMLE
OG0010931	sp|Q9QY81|PO210_MOUSE	tr|G1QY43|G1QY43_NOMLE
OG0010932	sp|Q9R182|ANGL3_MOUSE	tr|G1RYE9|G1RYE9_NOMLE
OG0010933	sp|Q9R1A8|COP1_MOUSE	tr|G1RZR4|G1RZR4_NOMLE
OG0010934	sp|Q9WVK5|B4GT6_MOUSE	tr|G1R3S5|G1R3S5_NOMLE
OG0010935	sp|Q9Z1P8|ANGL4_MOUSE	tr|G1QM93|G1QM93_NOMLE
OG0010936	sp|A0JLY1|CF210_MOUSE	tr|G1QYF8|G1QYF8_NOMLE
OG0010937	tr|A2A5F7|A2A5F7_MOUSE	tr|G1RKX4|G1RKX4_NOMLE
OG0010939	tr|B9EJW5|B9EJW5_MOUSE	tr|A0A2I3HF44|A0A2I3HF44_NOMLE
OG0010941	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|G1RDA0|G1RDA0_NOMLE
OG0010942	tr|E9QAS1|E9QAS1_MOUSE	tr|G1QSZ9|G1QSZ9_NOMLE
OG0010943	tr|F7BAB2|F7BAB2_MOUSE	tr|G1QQR2|G1QQR2_NOMLE
OG0010944	sp|O35714|TNR18_MOUSE	tr|G1QGK8|G1QGK8_NOMLE
OG0010945	sp|O88851|RBBP9_MOUSE	tr|G1RFD0|G1RFD0_NOMLE
OG0010946	sp|P07214|SPRC_MOUSE	tr|G1S383|G1S383_NOMLE
OG0010947	sp|P18911|RARG_MOUSE	tr|A0A2I3HWL3|A0A2I3HWL3_NOMLE
OG0010948	sp|P56974|NRG2_MOUSE	tr|G1RDB4|G1RDB4_NOMLE
OG0010949	sp|P58281|OPA1_MOUSE	tr|G1R535|G1R535_NOMLE
OG0010950	sp|P58854|GCP3_MOUSE	tr|A0A2I3GA70|A0A2I3GA70_NOMLE
OG0010951	sp|Q3TB48|TM104_MOUSE	tr|A0A2I3HEF6|A0A2I3HEF6_NOMLE
OG0010952	sp|Q3U1V6|UEVLD_MOUSE	tr|G1S7V6|G1S7V6_NOMLE
OG0010953	tr|Q3U466|Q3U466_MOUSE	tr|A0A2I3G9I4|A0A2I3G9I4_NOMLE
OG0010954	sp|Q3U595|CV039_MOUSE	tr|A0A2I3HAU0|A0A2I3HAU0_NOMLE
OG0010955	sp|Q3UMZ3|PLPP5_MOUSE	tr|A0A2I3HDK5|A0A2I3HDK5_NOMLE
OG0010956	sp|Q3URY0|RTL4_MOUSE	tr|A0A2I3HIU3|A0A2I3HIU3_NOMLE
OG0010957	sp|Q5EBH1|RASF5_MOUSE	tr|G1QIK8|G1QIK8_NOMLE
OG0010958	sp|Q5U4E2|REPI1_MOUSE	tr|G1QUH1|G1QUH1_NOMLE
OG0010959	sp|Q61743|KCJ11_MOUSE	tr|A0A2I3HLF7|A0A2I3HLF7_NOMLE
OG0010960	sp|Q62132|PTPRR_MOUSE	tr|A0A2I3HT96|A0A2I3HT96_NOMLE
OG0010961	sp|Q64441|CP24A_MOUSE	tr|G1R5T8|G1R5T8_NOMLE
OG0010962	sp|Q64739|COBA2_MOUSE	tr|A0A2I3GR77|A0A2I3GR77_NOMLE
OG0010963	sp|Q6NSR3|ADCK2_MOUSE	tr|A0A2I3G7W1|A0A2I3G7W1_NOMLE
OG0010964	sp|Q6PFG8|OLIG3_MOUSE	tr|G1SC92|G1SC92_NOMLE
OG0010965	sp|Q6PFH3|DCA15_MOUSE	tr|G1RS71|G1RS71_NOMLE
OG0010966	sp|Q6S5J6|KRIT1_MOUSE	tr|A0A2I3FZ30|A0A2I3FZ30_NOMLE
OG0010967	sp|Q769J6|ATS13_MOUSE	tr|G1RRX3|G1RRX3_NOMLE
OG0010968	sp|Q7TNG8|LDHD_MOUSE	tr|A0A2I3HIC1|A0A2I3HIC1_NOMLE
OG0010969	sp|Q7TQF7|AMPH_MOUSE	tr|G1QRI2|G1QRI2_NOMLE
OG0010970	sp|Q80WQ6|RHDF2_MOUSE	tr|G1QPW8|G1QPW8_NOMLE
OG0010971	sp|Q8BRH0|TMTC3_MOUSE	tr|G1R0B0|G1R0B0_NOMLE
OG0010972	sp|Q8CGP0|H2B3B_MOUSE	tr|G1QS81|G1QS81_NOMLE
OG0010973	sp|Q8CH36|S36A4_MOUSE	tr|A0A2I3HHM2|A0A2I3HHM2_NOMLE
OG0010974	sp|Q8JZL1|I17RD_MOUSE	tr|A0A2I3GQ41|A0A2I3GQ41_NOMLE
OG0010975	sp|Q8JZM4|DNER_MOUSE	tr|G1RT85|G1RT85_NOMLE
OG0010976	sp|Q8R033|LYRM2_MOUSE	tr|A0A2I3H5M4|A0A2I3H5M4_NOMLE
OG0010977	sp|Q8R4H7|NAGS_MOUSE	tr|G1R0Q6|G1R0Q6_NOMLE
OG0010978	sp|Q99LJ2|ABTB1_MOUSE	tr|A0A2I3FSG2|A0A2I3FSG2_NOMLE
OG0010979	sp|Q99PW8|KIF17_MOUSE	tr|G1R910|G1R910_NOMLE
OG0010980	sp|Q9CR09|UFC1_MOUSE	tr|G1RUY4|G1RUY4_NOMLE
OG0010981	sp|Q9CR16|PPID_MOUSE	tr|G1R3M8|G1R3M8_NOMLE
OG0010982	sp|Q9CR42|ANKR1_MOUSE	tr|G1RP87|G1RP87_NOMLE
OG0010983	sp|Q9CR53|NMB_MOUSE	tr|G1RKG4|G1RKG4_NOMLE
OG0010984	sp|Q9CWG8|NDUF7_MOUSE	tr|A0A2I3HTN1|A0A2I3HTN1_NOMLE
OG0010985	sp|Q9D0F1|NDC80_MOUSE	tr|G1R5A2|G1R5A2_NOMLE
OG0010986	sp|Q9DA37|SAMD8_MOUSE	tr|G1S4N3|G1S4N3_NOMLE
OG0010987	sp|Q9DCM2|GSTK1_MOUSE	tr|A0A2I3HCM8|A0A2I3HCM8_NOMLE
OG0010988	sp|Q9EPB5|SERHL_MOUSE	tr|G1S1C4|G1S1C4_NOMLE
OG0010989	sp|Q9EQ32|BCAP_MOUSE	tr|G1RTE4|G1RTE4_NOMLE
OG0010990	sp|Q9JIP3|I17RB_MOUSE	tr|G1R6J8|G1R6J8_NOMLE
OG0010991	sp|Q9JJG7|CABP8_MOUSE	tr|G1RRX2|G1RRX2_NOMLE
OG0010992	sp|Q9JLZ6|HIC2_MOUSE	tr|G1QH52|G1QH52_NOMLE
OG0010993	sp|A0A087WPF7|AUTS2_MOUSE	tr|A0A2I3G1C1|A0A2I3G1C1_NOMLE
OG0010994	sp|B2RPY5|GP161_MOUSE	tr|A0A2I3G379|A0A2I3G379_NOMLE
OG0010995	tr|E9Q368|E9Q368_MOUSE	tr|G1QQA1|G1QQA1_NOMLE
OG0010996	sp|E9Q3S4|M3K19_MOUSE	tr|G1RAU8|G1RAU8_NOMLE
OG0010997	sp|J3S6Y1|TSEAR_MOUSE	tr|A0A2I3H6Z7|A0A2I3H6Z7_NOMLE
OG0010998	sp|O35348|COLQ_MOUSE	tr|A0A2I3GVT1|A0A2I3GVT1_NOMLE
OG0010999	sp|O88559|MEN1_MOUSE	tr|G1QZX7|G1QZX7_NOMLE
OG0011000	sp|P07321|EPO_MOUSE	tr|G1RMP4|G1RMP4_NOMLE
OG0011001	sp|P0C6B2|PTCRA_MOUSE	tr|A0A2I3HI10|A0A2I3HI10_NOMLE
OG0011002	sp|P10598|CASB_MOUSE	tr|G1R7Y4|G1R7Y4_NOMLE
OG0011003	sp|P19437|CD20_MOUSE	tr|A0A2I3GK71|A0A2I3GK71_NOMLE
OG0011004	sp|P49582|ACHA7_MOUSE	tr|G1R7X8|G1R7X8_NOMLE
OG0011005	sp|P56388|CART_MOUSE	tr|G1QWY1|G1QWY1_NOMLE
OG0011006	sp|P62500|T22D1_MOUSE	tr|G1QN91|G1QN91_NOMLE
OG0011007	sp|Q03963|E2AK2_MOUSE	tr|A0A2I3HGY3|A0A2I3HGY3_NOMLE
OG0011008	sp|Q05910|ADAM8_MOUSE	tr|G1QNI3|G1QNI3_NOMLE
OG0011009	sp|Q3TLI0|TPC10_MOUSE	tr|G1QMX8|G1QMX8_NOMLE
OG0011010	sp|Q3U2E2|ZMYM5_MOUSE	tr|G1QL20|G1QL20_NOMLE
OG0011011	sp|Q3UUE9|ANKUB_MOUSE	tr|G1QS83|G1QS83_NOMLE
OG0011012	sp|Q3V2A7|QRIC2_MOUSE	tr|G1QNZ8|G1QNZ8_NOMLE
OG0011013	sp|Q5SFM8|RBM27_MOUSE	tr|A0A2I3H5Q6|A0A2I3H5Q6_NOMLE
OG0011014	sp|Q5SW28|PI3R5_MOUSE	tr|G1RGA1|G1RGA1_NOMLE
OG0011015	sp|Q60680|IKKA_MOUSE	tr|A0A2I3FXR4|A0A2I3FXR4_NOMLE
OG0011016	sp|Q61136|PRP4B_MOUSE	tr|G1RKL9|G1RKL9_NOMLE
OG0011017	sp|Q6NS65|GPR17_MOUSE	tr|A0A2I3GI82|A0A2I3GI82_NOMLE
OG0011018	sp|Q6PB75|PAPD7_MOUSE	tr|G1RL24|G1RL24_NOMLE
OG0011019	sp|Q7TMF5|SPA12_MOUSE	tr|G1S654|G1S654_NOMLE
OG0011020	sp|Q7TPD2|F185A_MOUSE	tr|M3Z9J0|M3Z9J0_NOMLE
OG0011021	sp|Q8BG40|KTNB1_MOUSE	tr|A0A2I3HYT6|A0A2I3HYT6_NOMLE
OG0011022	sp|Q8BHK2|SCN3B_MOUSE	tr|A0A2I3H6W0|A0A2I3H6W0_NOMLE
OG0011023	sp|Q8BRG6|KLH24_MOUSE	tr|G1R2C6|G1R2C6_NOMLE
OG0011024	sp|Q8BYJ6|TBCD4_MOUSE	tr|G1S252|G1S252_NOMLE
OG0011025	sp|Q8CHX6|MBTP2_MOUSE	tr|G1RFX0|G1RFX0_NOMLE
OG0011026	sp|Q8R0F6|ILKAP_MOUSE	tr|M3ZBW6|M3ZBW6_NOMLE
OG0011027	sp|Q8R0Z6|ANGL6_MOUSE	tr|G1RN16|G1RN16_NOMLE
OG0011028	sp|Q8R1Q8|DC1L1_MOUSE	tr|G1QWD3|G1QWD3_NOMLE
OG0011029	sp|Q8VCF0|MAVS_MOUSE	tr|A0A2I3GYY6|A0A2I3GYY6_NOMLE
OG0011030	sp|Q8VDV0|ITGBL_MOUSE	tr|G1R8L2|G1R8L2_NOMLE
OG0011031	sp|Q91W78|USB1_MOUSE	tr|G1QSX4|G1QSX4_NOMLE
OG0011032	sp|Q91YP6|ELMD3_MOUSE	tr|G1QM04|G1QM04_NOMLE
OG0011033	sp|Q99JG3|ANX13_MOUSE	tr|G1QZZ3|G1QZZ3_NOMLE
OG0011034	sp|Q9D1C8|VPS28_MOUSE	tr|G1RIF7|G1RIF7_NOMLE
OG0011035	sp|Q9JIG7|CCD22_MOUSE	tr|G1R9C0|G1R9C0_NOMLE
OG0011036	sp|Q9JJ78|TOPK_MOUSE	tr|G1S3I4|G1S3I4_NOMLE
OG0011037	sp|Q9JK95|PERP_MOUSE	tr|A0A2I3GC92|A0A2I3GC92_NOMLE
OG0011038	sp|Q9JKV7|EXTL1_MOUSE	tr|G1RD40|G1RD40_NOMLE
OG0011039	sp|Q9QZN3|FBX8_MOUSE	tr|G1R4L4|G1R4L4_NOMLE
OG0011040	sp|Q9R0S2|MMP24_MOUSE	tr|G1RGT4|G1RGT4_NOMLE
OG0011041	sp|Q9Z0L0|TPBG_MOUSE	tr|A0A2I3HNZ5|A0A2I3HNZ5_NOMLE
OG0011042	sp|A2AKB4|FRPD1_MOUSE	tr|G1QTS6|G1QTS6_NOMLE
OG0011043	sp|B1AXP6|TOM5_MOUSE	tr|A0A2I3GAR8|A0A2I3GAR8_NOMLE
OG0011044	sp|B2RWJ3|TM240_MOUSE	tr|A0A2I3HWM8|A0A2I3HWM8_NOMLE
OG0011045	tr|F8VQK3|F8VQK3_MOUSE	tr|G1R6H2|G1R6H2_NOMLE
OG0011046	sp|O08795|GLU2B_MOUSE	tr|G1RPW4|G1RPW4_NOMLE
OG0011047	sp|O09172|GSH0_MOUSE	tr|G1RJ06|G1RJ06_NOMLE
OG0011048	sp|O35681|SYT3_MOUSE	tr|G1R133|G1R133_NOMLE
OG0011049	sp|O54915|NR1I2_MOUSE	tr|G1QYW3|G1QYW3_NOMLE
OG0011050	sp|O55111|DSG2_MOUSE	tr|G1R3U9|G1R3U9_NOMLE
OG0011051	sp|O70433|FHL2_MOUSE	tr|A0A2I3HB74|A0A2I3HB74_NOMLE
OG0011052	sp|P16305|GBRA6_MOUSE	tr|G1QX18|G1QX18_NOMLE
OG0011053	sp|P24270|CATA_MOUSE	tr|G1S8D5|G1S8D5_NOMLE
OG0011054	sp|P24788|CD11B_MOUSE	tr|A0A2I3HWW7|A0A2I3HWW7_NOMLE
OG0011055	sp|P31313|HXC11_MOUSE	tr|A0A2I3H2U8|A0A2I3H2U8_NOMLE
OG0011056	sp|P41317|MBL2_MOUSE	tr|G1RMW9|G1RMW9_NOMLE
OG0011057	sp|P47806|GLI1_MOUSE	tr|G1S6B2|G1S6B2_NOMLE
OG0011058	sp|P49138|MAPK2_MOUSE	tr|G1QJ02|G1QJ02_NOMLE
OG0011059	sp|P54099|DPOG1_MOUSE	tr|G1RLU6|G1RLU6_NOMLE
OG0011060	sp|P59438|HPS5_MOUSE	tr|G1S7S4|G1S7S4_NOMLE
OG0011061	sp|P97864|CASP7_MOUSE	tr|A0A2I3HN11|A0A2I3HN11_NOMLE
OG0011062	sp|Q00422|GABPA_MOUSE	tr|G1QQ27|G1QQ27_NOMLE
OG0011063	sp|Q03526|ITK_MOUSE	tr|G1QV28|G1QV28_NOMLE
OG0011064	sp|Q07076|ANXA7_MOUSE	tr|G1S404|G1S404_NOMLE
OG0011065	sp|Q07235|GDN_MOUSE	tr|G1RF49|G1RF49_NOMLE
OG0011066	sp|Q08376|ZBT14_MOUSE	tr|G1R5F3|G1R5F3_NOMLE
OG0011067	sp|Q0P5V9|S45A4_MOUSE	tr|G1QLS1|G1QLS1_NOMLE
OG0011068	sp|Q2TBE6|P4K2A_MOUSE	tr|G1RVM2|G1RVM2_NOMLE
OG0011069	sp|Q3TMH2|SCRN3_MOUSE	tr|G1R1Q7|G1R1Q7_NOMLE
OG0011070	sp|Q3UQ84|SYTM_MOUSE	tr|G1RFM9|G1RFM9_NOMLE
OG0011071	sp|Q4VAH7|HECA2_MOUSE	tr|G1RZE7|G1RZE7_NOMLE
OG0011072	sp|Q60571|CRHBP_MOUSE	tr|G1RQ28|G1RQ28_NOMLE
OG0011073	sp|Q60865|CAPR1_MOUSE	tr|A0A2I3GZT6|A0A2I3GZT6_NOMLE
OG0011074	sp|Q61221|HIF1A_MOUSE	tr|A0A2I3HYP2|A0A2I3HYP2_NOMLE
OG0011075	sp|Q61526|ERBB3_MOUSE	tr|A0A2I3HUE2|A0A2I3HUE2_NOMLE
OG0011076	sp|Q6DFV1|CNDG2_MOUSE	tr|G1QLP7|G1QLP7_NOMLE
OG0011077	sp|Q6P8J2|SAT2_MOUSE	tr|G1REZ8|G1REZ8_NOMLE
OG0011078	sp|Q80WQ2|VAC14_MOUSE	tr|G1S284|G1S284_NOMLE
OG0011079	sp|Q80XU8|LRFN4_MOUSE	tr|G1R366|G1R366_NOMLE
OG0011080	sp|Q812G0|MGT4A_MOUSE	tr|G1QNF5|G1QNF5_NOMLE
OG0011081	sp|Q8BFZ9|ERLN2_MOUSE	tr|A0A2I3HNK7|A0A2I3HNK7_NOMLE
OG0011082	sp|Q8BMS4|COQ3_MOUSE	tr|G1RTK7|G1RTK7_NOMLE
OG0011083	sp|Q8BW72|KDM4A_MOUSE	tr|A0A2I3G6T1|A0A2I3G6T1_NOMLE
OG0011084	sp|Q8C0L0|TMX4_MOUSE	tr|G1RVB1|G1RVB1_NOMLE
OG0011085	sp|Q8CI19|PDGFC_MOUSE	tr|A0A2I3H9C5|A0A2I3H9C5_NOMLE
OG0011086	sp|Q8K045|PKN3_MOUSE	tr|G1S774|G1S774_NOMLE
OG0011087	sp|Q8K2L8|TPC12_MOUSE	tr|G1R7G8|G1R7G8_NOMLE
OG0011088	sp|Q8K4K6|PANK1_MOUSE	tr|G1RNZ2|G1RNZ2_NOMLE
OG0011089	sp|Q8R1B5|CPLX3_MOUSE	tr|A0A2I3HHZ8|A0A2I3HHZ8_NOMLE
OG0011090	sp|Q8R4T1|CYS1_MOUSE	tr|A0A2I3HWM3|A0A2I3HWM3_NOMLE
OG0011091	sp|Q8VHH8|IL25_MOUSE	tr|G1RYE4|G1RYE4_NOMLE
