Orthogroup	Mus_musculus	Vombatus_ursinus
OG0009966	sp|Q99MN9|PCCB_MOUSE	tr|A0A4X2KGB8|A0A4X2KGB8_VOMUR
OG0009967	sp|Q9CPS6|HINT3_MOUSE	tr|A0A4X2M9K8|A0A4X2M9K8_VOMUR
OG0009968	sp|Q9CQ86|MIEN1_MOUSE	tr|A0A4X2KBV7|A0A4X2KBV7_VOMUR
OG0009969	sp|Q9D384|U1SBP_MOUSE	tr|A0A4X2JSP9|A0A4X2JSP9_VOMUR
OG0009970	sp|Q9DBV3|DHX34_MOUSE	tr|A0A4X2M6J1|A0A4X2M6J1_VOMUR
OG0009971	sp|Q9DCI3|STR3N_MOUSE	tr|A0A4X2L4J8|A0A4X2L4J8_VOMUR
OG0009972	sp|Q9ESH5|WFDC1_MOUSE	tr|A0A4X2M2N2|A0A4X2M2N2_VOMUR
OG0009973	sp|Q9JIA7|SPHK2_MOUSE	tr|A0A4X2KW20|A0A4X2KW20_VOMUR
OG0009974	sp|Q9JIL5|TULP4_MOUSE	tr|A0A4X2LMN0|A0A4X2LMN0_VOMUR
OG0009976	tr|A0A5F8MPH1|A0A5F8MPH1_MOUSE	tr|A0A4X2MBP9|A0A4X2MBP9_VOMUR
OG0009977	tr|A2A654|A2A654_MOUSE	tr|A0A4X2L843|A0A4X2L843_VOMUR
OG0009978	tr|A2AWR3|A2AWR3_MOUSE	tr|A0A4X2LUT3|A0A4X2LUT3_VOMUR
OG0009979	sp|B2RX14|TUT4_MOUSE	tr|A0A4X2LT88|A0A4X2LT88_VOMUR
OG0009980	tr|D3YYQ8|D3YYQ8_MOUSE	tr|A0A4X2JQB9|A0A4X2JQB9_VOMUR
OG0009981	sp|E9Q5Z5|FANCF_MOUSE	tr|A0A4X2JZF0|A0A4X2JZF0_VOMUR
OG0009982	tr|E9Q6D8|E9Q6D8_MOUSE	tr|A0A4X2JXD2|A0A4X2JXD2_VOMUR
OG0009983	sp|O35704|SPTC1_MOUSE	tr|A0A4X2KHP5|A0A4X2KHP5_VOMUR
OG0009984	sp|O70252|HMOX2_MOUSE	tr|A0A4X2LAD9|A0A4X2LAD9_VOMUR
OG0009985	sp|P13439|UMPS_MOUSE	tr|A0A4X2KHJ6|A0A4X2KHJ6_VOMUR
OG0009986	sp|P15066|JUND_MOUSE	tr|A0A4X2L4F5|A0A4X2L4F5_VOMUR
OG0009987	sp|P17919|HXB1_MOUSE	tr|A0A4X2KKC2|A0A4X2KKC2_VOMUR
OG0009988	sp|P22387|EDN1_MOUSE	tr|A0A4X2K456|A0A4X2K456_VOMUR
OG0009989	sp|P29812|TYRP2_MOUSE	tr|A0A4X2M0B2|A0A4X2M0B2_VOMUR
OG0009990	sp|P30204|MSRE_MOUSE	tr|A0A4X2K365|A0A4X2K365_VOMUR
OG0009991	sp|P30728|DRD3_MOUSE	tr|A0A4X2LAG2|A0A4X2LAG2_VOMUR
OG0009992	sp|P31996|CD68_MOUSE	tr|A0A4X2K403|A0A4X2K403_VOMUR
OG0009993	sp|P35761|TTK_MOUSE	tr|A0A4X2K2F1|A0A4X2K2F1_VOMUR
OG0009994	sp|P48757|GAST_MOUSE	tr|A0A4X2M5M0|A0A4X2M5M0_VOMUR
OG0009995	sp|P50518|VATE1_MOUSE	tr|A0A4X2MA82|A0A4X2MA82_VOMUR
OG0009996	sp|P54071|IDHP_MOUSE	tr|A0A4X2KIG9|A0A4X2KIG9_VOMUR
OG0009997	sp|P55097|CATK_MOUSE	tr|A0A4X2L447|A0A4X2L447_VOMUR
OG0009998	sp|P56481|GASR_MOUSE	tr|A0A4X2K321|A0A4X2K321_VOMUR
OG0009999	sp|P61215|CAH10_MOUSE	tr|A0A4X2L7G5|A0A4X2L7G5_VOMUR
OG0010000	sp|P62073|TIM10_MOUSE	tr|A0A4X2K6L8|A0A4X2K6L8_VOMUR
OG0010001	sp|Q5DTV4|ZC12C_MOUSE	tr|A0A4X2L9K1|A0A4X2L9K1_VOMUR
OG0010002	sp|Q5F267|P5I13_MOUSE	tr|A0A4X2KKE3|A0A4X2KKE3_VOMUR
OG0010003	sp|Q5SXY1|CYTSB_MOUSE	tr|A0A4X2KBT7|A0A4X2KBT7_VOMUR
OG0010004	sp|Q60774|TM45A_MOUSE	tr|A0A4X2L5G8|A0A4X2L5G8_VOMUR
OG0010005	sp|Q61025|IFT20_MOUSE	tr|A0A4X2KPJ0|A0A4X2KPJ0_VOMUR
OG0010006	sp|Q61411|RASH_MOUSE	tr|A0A4X2K2Z5|A0A4X2K2Z5_VOMUR
OG0010007	sp|Q62255|SALL3_MOUSE	tr|A0A4X2LXP6|A0A4X2LXP6_VOMUR
OG0010008	sp|Q64697|PTCA_MOUSE	tr|A0A4X2MCP1|A0A4X2MCP1_VOMUR
OG0010009	sp|Q6A000|MOONR_MOUSE	tr|A0A4X2M7L3|A0A4X2M7L3_VOMUR
OG0010010	sp|Q6PFD9|NUP98_MOUSE	tr|A0A4X2LU75|A0A4X2LU75_VOMUR
OG0010011	sp|Q78HU3|MB12A_MOUSE	tr|A0A4X2MDA1|A0A4X2MDA1_VOMUR
OG0010012	sp|Q7TND5|RPF1_MOUSE	tr|A0A4X2KTB5|A0A4X2KTB5_VOMUR
OG0010014	sp|Q8BG71|TYW2_MOUSE	tr|A0A4X2JZ27|A0A4X2JZ27_VOMUR
OG0010015	sp|Q8BHL3|TB10B_MOUSE	tr|A0A4X2LEV3|A0A4X2LEV3_VOMUR
OG0010016	sp|Q8C0J2|A16L1_MOUSE	tr|A0A4X2M5H5|A0A4X2M5H5_VOMUR
OG0010017	sp|Q8C115|PKHH2_MOUSE	tr|A0A4X2JLX9|A0A4X2JLX9_VOMUR
OG0010018	sp|Q8C460|ERI3_MOUSE	tr|A0A4X2LLJ0|A0A4X2LLJ0_VOMUR
OG0010019	sp|Q8CHT6|F169B_MOUSE	tr|A0A4X2KP53|A0A4X2KP53_VOMUR
OG0010020	sp|Q8CID3|FA20A_MOUSE	tr|A0A4X2L2J8|A0A4X2L2J8_VOMUR
OG0010021	sp|Q8K114|INT9_MOUSE	tr|A0A4X2L5B8|A0A4X2L5B8_VOMUR
OG0010022	sp|Q8R4H2|ARHGC_MOUSE	tr|A0A4X2K1P9|A0A4X2K1P9_VOMUR
OG0010023	sp|Q8VDB2|ALG12_MOUSE	tr|A0A4X2ME53|A0A4X2ME53_VOMUR
OG0010024	sp|Q8VHK1|CSKI2_MOUSE	tr|A0A4X2KSM4|A0A4X2KSM4_VOMUR
OG0010025	sp|Q91W63|NRK1_MOUSE	tr|A0A4X2LCU7|A0A4X2LCU7_VOMUR
OG0010026	sp|Q91XW8|FKBP6_MOUSE	tr|A0A4X2JY28|A0A4X2JY28_VOMUR
OG0010027	sp|Q99NB1|ACS2L_MOUSE	tr|A0A4X2LHF1|A0A4X2LHF1_VOMUR
OG0010028	sp|Q99P30|NUDT7_MOUSE	tr|A0A4X2K3H9|A0A4X2K3H9_VOMUR
OG0010029	sp|Q9D3A8|CAPON_MOUSE	tr|A0A4X2JT71|A0A4X2JT71_VOMUR
OG0010030	sp|Q9D4P0|ARL5B_MOUSE	tr|A0A4X2M219|A0A4X2M219_VOMUR
OG0010031	sp|Q9DAK2|PACRG_MOUSE	tr|A0A4X2LSP0|A0A4X2LSP0_VOMUR
OG0010032	sp|Q9JKV2|CILK1_MOUSE	tr|A0A4X2KS22|A0A4X2KS22_VOMUR
OG0010033	sp|Q9QYY1|I36RA_MOUSE	tr|A0A4X2M1W3|A0A4X2M1W3_VOMUR
OG0010034	sp|Q9R0R4|APEL_MOUSE	tr|A0A4X2JTI2|A0A4X2JTI2_VOMUR
OG0010035	tr|A0A6I8MWX0|A0A6I8MWX0_MOUSE	tr|A0A4X2LR97|A0A4X2LR97_VOMUR
OG0010036	sp|B1AWN4|AT10B_MOUSE	tr|A0A4X2K6X2|A0A4X2K6X2_VOMUR
OG0010037	tr|D3YV89|D3YV89_MOUSE	tr|A0A4X2KYB8|A0A4X2KYB8_VOMUR
OG0010038	sp|D3Z7H4|GSG1L_MOUSE	tr|A0A4X2KHZ0|A0A4X2KHZ0_VOMUR
OG0010040	sp|F8VPQ2|ARI4A_MOUSE	tr|A0A4X2LND1|A0A4X2LND1_VOMUR
OG0010041	sp|O09010|LFNG_MOUSE	tr|A0A4X2LTR3|A0A4X2LTR3_VOMUR
OG0010042	sp|O35181|NRG3_MOUSE	tr|A0A4X2LBS1|A0A4X2LBS1_VOMUR
OG0010043	sp|O35425|BOK_MOUSE	tr|A0A4X2LUB1|A0A4X2LUB1_VOMUR
OG0010044	sp|O35887|CALU_MOUSE	tr|A0A4X2K671|A0A4X2K671_VOMUR
OG0010045	sp|O35949|ELOV3_MOUSE	tr|A0A4X2JW61|A0A4X2JW61_VOMUR
OG0010046	sp|P08551|NFL_MOUSE	tr|A0A4X2JX87|A0A4X2JX87_VOMUR
OG0010047	sp|P23708|NFYA_MOUSE	tr|A0A4X2LQD8|A0A4X2LQD8_VOMUR
OG0010048	sp|P27005|S10A8_MOUSE	tr|A0A4X2JM96|A0A4X2JM96_VOMUR
OG0010049	sp|P48615|WNT11_MOUSE	tr|A0A4X2LB38|A0A4X2LB38_VOMUR
OG0010050	sp|P54116|STOM_MOUSE	tr|A0A4X2LHW9|A0A4X2LHW9_VOMUR
OG0010051	sp|P54285|CACB3_MOUSE	tr|A0A4X2K846|A0A4X2K846_VOMUR
OG0010052	sp|P59235|NUP43_MOUSE	tr|A0A4X2JZ48|A0A4X2JZ48_VOMUR
OG0010053	sp|P62075|TIM13_MOUSE	tr|A0A4X2L751|A0A4X2L751_VOMUR
OG0010054	sp|P67778|PHB1_MOUSE	tr|A0A4X2KJG4|A0A4X2KJG4_VOMUR
OG0010055	sp|P70444|BID_MOUSE	tr|A0A4X2MA86|A0A4X2MA86_VOMUR
OG0010056	sp|Q1W617|SHRM4_MOUSE	tr|A0A4X2K0R4|A0A4X2K0R4_VOMUR
OG0010057	sp|Q60720|CY561_MOUSE	tr|A0A4X2KKA0|A0A4X2KKA0_VOMUR
OG0010059	sp|Q60961|LAP4A_MOUSE	tr|A0A4X2M9T9|A0A4X2M9T9_VOMUR
OG0010060	sp|Q62511|ZFP91_MOUSE	tr|A0A4X2L276|A0A4X2L276_VOMUR
OG0010061	sp|Q69ZT1|FAN1_MOUSE	tr|A0A4X2LES3|A0A4X2LES3_VOMUR
OG0010062	sp|Q6PCN7|HLTF_MOUSE	tr|A0A4X2KVW7|A0A4X2KVW7_VOMUR
OG0010063	tr|Q6PDK0|Q6PDK0_MOUSE	tr|A0A4X2LZ93|A0A4X2LZ93_VOMUR
OG0010064	sp|Q6PDM2|SRSF1_MOUSE	tr|A0A4X2KZ74|A0A4X2KZ74_VOMUR
OG0010065	sp|Q7TPM1|PRC2B_MOUSE	tr|A0A4X2KW05|A0A4X2KW05_VOMUR
OG0010066	sp|Q7TQD2|TPPP_MOUSE	tr|A0A4X2M514|A0A4X2M514_VOMUR
OG0010067	sp|Q80W04|TMCC2_MOUSE	tr|A0A4X2KYR3|A0A4X2KYR3_VOMUR
OG0010068	sp|Q80XH1|KXDL1_MOUSE	tr|A0A4X2LFQ4|A0A4X2LFQ4_VOMUR
OG0010069	sp|Q811W2|CP26B_MOUSE	tr|A0A4X2M0W3|A0A4X2M0W3_VOMUR
OG0010070	sp|Q8BL74|TF3C2_MOUSE	tr|A0A4X2LZ84|A0A4X2LZ84_VOMUR
OG0010071	sp|Q8BXT1|RGS8_MOUSE	tr|A0A4X2KMK9|A0A4X2KMK9_VOMUR
OG0010072	sp|Q8BZN6|DOC10_MOUSE	tr|A0A4X2KFQ4|A0A4X2KFQ4_VOMUR
OG0010073	sp|Q8CFU8|T53I2_MOUSE	tr|A0A4X2LU40|A0A4X2LU40_VOMUR
OG0010074	sp|Q8CHU3|EPN2_MOUSE	tr|A0A4X2K7B9|A0A4X2K7B9_VOMUR
OG0010075	sp|Q8K0H7|S45A3_MOUSE	tr|A0A4X2KWR1|A0A4X2KWR1_VOMUR
OG0010076	sp|Q8K1A6|C2D1A_MOUSE	tr|A0A4X2M1M4|A0A4X2M1M4_VOMUR
OG0010077	sp|Q8R035|ICT1_MOUSE	tr|A0A4X2L2B6|A0A4X2L2B6_VOMUR
OG0010078	sp|Q8VDD8|WASH1_MOUSE	tr|A0A4X2KCN5|A0A4X2KCN5_VOMUR
OG0010079	sp|Q8VII8|MCR_MOUSE	tr|A0A4X2KYV0|A0A4X2KYV0_VOMUR
OG0010080	sp|Q921H9|COA7_MOUSE	tr|A0A4X2LTD8|A0A4X2LTD8_VOMUR
OG0010081	sp|Q99P27|PG12B_MOUSE	tr|A0A4X2KY46|A0A4X2KY46_VOMUR
OG0010082	sp|Q99PN3|TRI26_MOUSE	tr|A0A4X2JPH2|A0A4X2JPH2_VOMUR
OG0010083	sp|Q9CWS0|DDAH1_MOUSE	tr|A0A4X2KKY2|A0A4X2KKY2_VOMUR
OG0010084	sp|Q9CY16|RT28_MOUSE	tr|A0A4X2LS08|A0A4X2LS08_VOMUR
OG0010085	sp|Q9D081|ALG14_MOUSE	tr|A0A4X2JUB4|A0A4X2JUB4_VOMUR
OG0010086	sp|Q9D241|RN186_MOUSE	tr|A0A4X2L698|A0A4X2L698_VOMUR
OG0010087	sp|Q9D7K2|TEN1L_MOUSE	tr|A0A4X2KX37|A0A4X2KX37_VOMUR
OG0010088	sp|Q9D7Q0|LYG1_MOUSE	tr|A0A4X2JZP5|A0A4X2JZP5_VOMUR
OG0010089	sp|Q9D823|RL37_MOUSE	tr|A0A4X2JRE2|A0A4X2JRE2_VOMUR
OG0010090	sp|Q9DBE0|CSAD_MOUSE	tr|A0A4X2L0U6|A0A4X2L0U6_VOMUR
OG0010091	sp|Q9DC40|TELO2_MOUSE	tr|A0A4X2KR39|A0A4X2KR39_VOMUR
OG0010092	sp|Q9DCK3|TSN4_MOUSE	tr|A0A4X2KBV8|A0A4X2KBV8_VOMUR
OG0010093	sp|Q9DCX1|MD2BP_MOUSE	tr|A0A4X2K3F2|A0A4X2K3F2_VOMUR
OG0010094	sp|Q9ERS2|NDUAD_MOUSE	tr|A0A4X2M8D4|A0A4X2M8D4_VOMUR
OG0010095	sp|Q9JJZ4|UB2J1_MOUSE	tr|A0A4X2KGI4|A0A4X2KGI4_VOMUR
OG0010096	sp|Q9JLI8|SART3_MOUSE	tr|A0A4X2KBA4|A0A4X2KBA4_VOMUR
OG0010097	sp|Q9QWV9|CCNT1_MOUSE	tr|A0A4X2K7N3|A0A4X2K7N3_VOMUR
OG0010098	sp|Q9WU79|PROD_MOUSE	tr|A0A4X2LS93|A0A4X2LS93_VOMUR
OG0010099	tr|Q9Z0L6|Q9Z0L6_MOUSE	tr|A0A4X2K6H3|A0A4X2K6H3_VOMUR
OG0010100	sp|Q9Z2J0|S23A1_MOUSE	tr|A0A4X2M7W9|A0A4X2M7W9_VOMUR
OG0010101	sp|A4Q9F0|TTLL7_MOUSE	tr|A0A4X2KW12|A0A4X2KW12_VOMUR
OG0010102	sp|A9JSM3|TM238_MOUSE	tr|A0A4X2K2P6|A0A4X2K2P6_VOMUR
OG0010103	sp|E9Q0B3|CC080_MOUSE	tr|A0A4X2LCE0|A0A4X2LCE0_VOMUR
OG0010104	sp|E9Q3L2|PI4KA_MOUSE	tr|A0A4X2M346|A0A4X2M346_VOMUR
OG0010105	sp|O08852|PKD1_MOUSE	tr|A0A4X2KWQ0|A0A4X2KWQ0_VOMUR
OG0010106	sp|O09198|MAL_MOUSE	tr|A0A4X2LHS9|A0A4X2LHS9_VOMUR
OG0010107	sp|O35280|CHK1_MOUSE	tr|A0A4X2M4T6|A0A4X2M4T6_VOMUR
OG0010108	sp|O88425|NDK6_MOUSE	tr|A0A4X2MBA2|A0A4X2MBA2_VOMUR
OG0010109	sp|P0CB42|ALKB1_MOUSE	tr|A0A4X2LCQ6|A0A4X2LCQ6_VOMUR
OG0010110	sp|P22933|GBRD_MOUSE	tr|A0A4X2M3T3|A0A4X2M3T3_VOMUR
OG0010111	sp|P62965|RABP1_MOUSE	tr|A0A4X2L3F5|A0A4X2L3F5_VOMUR
OG0010112	sp|P70297|STAM1_MOUSE	tr|A0A4X2M9H5|A0A4X2M9H5_VOMUR
OG0010113	sp|P70669|PHEX_MOUSE	tr|A0A4X2KZ37|A0A4X2KZ37_VOMUR
OG0010114	sp|P97946|VEGFD_MOUSE	tr|A0A4X2LVJ9|A0A4X2LVJ9_VOMUR
OG0010115	sp|Q02242|PDCD1_MOUSE	tr|A0A4X2M3J0|A0A4X2M3J0_VOMUR
OG0010116	sp|Q04892|SOX14_MOUSE	tr|A0A4X2KM28|A0A4X2KM28_VOMUR
OG0010117	sp|Q3TUD9|TMM18_MOUSE	tr|A0A4X2KKG7|A0A4X2KKG7_VOMUR
OG0010118	sp|Q3U034|METL4_MOUSE	tr|A0A4X2KPS4|A0A4X2KPS4_VOMUR
OG0010119	sp|Q5U5Q9|UIMC1_MOUSE	tr|A0A4X2JR53|A0A4X2JR53_VOMUR
OG0010120	sp|Q64008|RAB34_MOUSE	tr|A0A4X2KNT5|A0A4X2KNT5_VOMUR
OG0010121	sp|Q6IR37|ZDH24_MOUSE	tr|A0A4X2JUN6|A0A4X2JUN6_VOMUR
OG0010122	sp|Q6P9J5|KANK4_MOUSE	tr|A0A4X2KKY1|A0A4X2KKY1_VOMUR
OG0010123	sp|Q6PCP7|GP156_MOUSE	tr|A0A4X2L4F0|A0A4X2L4F0_VOMUR
OG0010124	sp|Q6PGE7|SC6A7_MOUSE	tr|A0A4X2KF30|A0A4X2KF30_VOMUR
OG0010125	sp|Q80TE3|MARH4_MOUSE	tr|A0A4X2K2Z8|A0A4X2K2Z8_VOMUR
OG0010126	sp|Q8BGS0|MAK16_MOUSE	tr|A0A4X2KSI4|A0A4X2KSI4_VOMUR
OG0010127	sp|Q8BH07|AR6P6_MOUSE	tr|A0A4X2LHS7|A0A4X2LHS7_VOMUR
OG0010128	sp|Q8BI73|ZN775_MOUSE	tr|A0A4X2KBT0|A0A4X2KBT0_VOMUR
OG0010129	sp|Q8BR37|NHLC1_MOUSE	tr|A0A4X2K053|A0A4X2K053_VOMUR
OG0010130	sp|Q8C0I4|EPC2_MOUSE	tr|A0A4X2K9N1|A0A4X2K9N1_VOMUR
OG0010131	sp|Q8C5H8|NAKD2_MOUSE	tr|A0A4X2LBE5|A0A4X2LBE5_VOMUR
OG0010132	sp|Q8K0B2|LMBD1_MOUSE	tr|A0A4X2KTI9|A0A4X2KTI9_VOMUR
OG0010133	sp|Q8K3P0|DR9C7_MOUSE	tr|A0A4X2MBB9|A0A4X2MBB9_VOMUR
OG0010134	sp|Q8R555|CRAC1_MOUSE	tr|A0A4X2LIE3|A0A4X2LIE3_VOMUR
OG0010135	sp|Q91W67|UBL7_MOUSE	tr|A0A4X2KV00|A0A4X2KV00_VOMUR
OG0010136	sp|Q922Y2|TRI59_MOUSE	tr|A0A4X2L8E9|A0A4X2L8E9_VOMUR
OG0010137	sp|Q925F4|RNF37_MOUSE	tr|A0A4X2LPE6|A0A4X2LPE6_VOMUR
OG0010138	sp|Q99J78|DEFI8_MOUSE	tr|A0A4X2LRZ9|A0A4X2LRZ9_VOMUR
OG0010139	sp|Q99K24|S39A3_MOUSE	tr|A0A4X2LI84|A0A4X2LI84_VOMUR
OG0010140	sp|Q99N93|RM16_MOUSE	tr|A0A4X2JN91|A0A4X2JN91_VOMUR
OG0010141	sp|Q9CV28|MINY3_MOUSE	tr|A0A4X2M1I7|A0A4X2M1I7_VOMUR
OG0010142	sp|Q9D1T0|LIGO1_MOUSE	tr|A0A4X2L899|A0A4X2L899_VOMUR
OG0010143	sp|Q9D995|CNTD1_MOUSE	tr|A0A4X2M4K9|A0A4X2M4K9_VOMUR
OG0010144	sp|Q9DA69|IFT43_MOUSE	tr|A0A4X2LHW5|A0A4X2LHW5_VOMUR
OG0010145	sp|Q9DBW3|NATD1_MOUSE	tr|A0A4X2LNT9|A0A4X2LNT9_VOMUR
OG0010146	sp|Q9EQT6|SYT13_MOUSE	tr|A0A4X2KR77|A0A4X2KR77_VOMUR
OG0010147	sp|Q9WU20|MTHR_MOUSE	tr|A0A4X2MC19|A0A4X2MC19_VOMUR
OG0010148	sp|W8DXL4|LRIT3_MOUSE	tr|A0A4X2KBE2|A0A4X2KBE2_VOMUR
OG0010149	tr|A2A484|A2A484_MOUSE	tr|A0A4X2JT12|A0A4X2JT12_VOMUR
OG0010150	sp|A2AQ14|MS18B_MOUSE	tr|A0A4X2KJE6|A0A4X2KJE6_VOMUR
OG0010151	tr|B2RXM6|B2RXM6_MOUSE	tr|A0A4X2K1H5|A0A4X2K1H5_VOMUR
OG0010152	tr|E9PXQ7|E9PXQ7_MOUSE	tr|A0A4X2M359|A0A4X2M359_VOMUR
OG0010153	tr|J3QPM6|J3QPM6_MOUSE	tr|A0A4X2JYL8|A0A4X2JYL8_VOMUR
OG0010154	sp|O55112|AFF2_MOUSE	tr|A0A4X2LIR4|A0A4X2LIR4_VOMUR
OG0010155	sp|O70372|TERT_MOUSE	tr|A0A4X2M492|A0A4X2M492_VOMUR
OG0010156	sp|P30548|NK1R_MOUSE	tr|A0A4X2L135|A0A4X2L135_VOMUR
OG0010157	sp|P32067|LA_MOUSE	tr|A0A4X2LR12|A0A4X2LR12_VOMUR
OG0010158	sp|P32443|MEOX2_MOUSE	tr|A0A4X2LQU5|A0A4X2LQU5_VOMUR
OG0010159	sp|P41593|PTH1R_MOUSE	tr|A0A4X2KX32|A0A4X2KX32_VOMUR
OG0010160	sp|P62311|LSM3_MOUSE	tr|A0A4X2LEN6|A0A4X2LEN6_VOMUR
OG0010161	sp|Q3TPE9|ANKY2_MOUSE	tr|A0A4X2LU94|A0A4X2LU94_VOMUR
OG0010162	sp|Q3UG20|KMT2E_MOUSE	tr|A0A4X2KRP7|A0A4X2KRP7_VOMUR
OG0010163	sp|Q3USJ8|FCSD2_MOUSE	tr|A0A4X2LNW7|A0A4X2LNW7_VOMUR
OG0010164	sp|Q5GAM7|RNS13_MOUSE	tr|A0A4X2LXD8|A0A4X2LXD8_VOMUR
OG0010165	sp|Q5QR91|CQ078_MOUSE	tr|A0A4X2KT22|A0A4X2KT22_VOMUR
OG0010166	sp|Q5SW75|SSH2_MOUSE	tr|A0A4X2KJW4|A0A4X2KJW4_VOMUR
OG0010167	sp|Q60696|PMEL_MOUSE	tr|A0A4X2M9M2|A0A4X2M9M2_VOMUR
OG0010169	sp|Q64433|CH10_MOUSE	tr|A0A4X2LJ90|A0A4X2LJ90_VOMUR
OG0010170	sp|Q765H6|MGT5B_MOUSE	tr|A0A4X2KRB7|A0A4X2KRB7_VOMUR
OG0010171	sp|Q7SIG6|ASAP2_MOUSE	tr|A0A4X2LS34|A0A4X2LS34_VOMUR
OG0010172	sp|Q80Y75|DJB13_MOUSE	tr|A0A4X2LNN1|A0A4X2LNN1_VOMUR
OG0010173	sp|Q8BKT3|GCFC2_MOUSE	tr|A0A4X2K0A2|A0A4X2K0A2_VOMUR
OG0010174	sp|Q8R0J8|GNTK_MOUSE	tr|A0A4X2L945|A0A4X2L945_VOMUR
OG0010175	sp|Q8VCY6|UTP6_MOUSE	tr|A0A4X2L146|A0A4X2L146_VOMUR
OG0010176	sp|Q8VHA6|ASB18_MOUSE	tr|A0A4X2KWW6|A0A4X2KWW6_VOMUR
OG0010177	sp|Q91W10|S39A8_MOUSE	tr|A0A4X2M2P0|A0A4X2M2P0_VOMUR
OG0010178	sp|Q91XF0|PNPO_MOUSE	tr|A0A4X2KK18|A0A4X2KK18_VOMUR
OG0010179	sp|Q924X7|STK33_MOUSE	tr|A0A4X2KC56|A0A4X2KC56_VOMUR
OG0010180	sp|Q93092|TALDO_MOUSE	tr|A0A4X2KBJ3|A0A4X2KBJ3_VOMUR
OG0010181	sp|Q99KE1|MAOM_MOUSE	tr|A0A4X2JWC4|A0A4X2JWC4_VOMUR
OG0010182	sp|Q99L00|HAUS8_MOUSE	tr|A0A4X2KMW0|A0A4X2KMW0_VOMUR
OG0010183	sp|Q9CQM9|GLRX3_MOUSE	tr|A0A4X2KXL9|A0A4X2KXL9_VOMUR
OG0010184	sp|Q9CZ00|DBND1_MOUSE	tr|A0A4X2LZ74|A0A4X2LZ74_VOMUR
OG0010185	sp|Q9CZ16|T178A_MOUSE	tr|A0A4X2JQW2|A0A4X2JQW2_VOMUR
OG0010186	sp|Q9D0L6|BAMBI_MOUSE	tr|A0A4X2ME12|A0A4X2ME12_VOMUR
OG0010187	sp|Q9D1C3|PREY_MOUSE	tr|A0A4X2M1B6|A0A4X2M1B6_VOMUR
OG0010188	sp|Q9D938|TM160_MOUSE	tr|A0A4X2L0W1|A0A4X2L0W1_VOMUR
OG0010189	sp|Q9ESJ0|XPO4_MOUSE	tr|A0A4X2M2X6|A0A4X2M2X6_VOMUR
OG0010190	sp|Q9JHJ3|GLMP_MOUSE	tr|A0A4X2LB26|A0A4X2LB26_VOMUR
OG0010191	sp|Q9JJT0|RCL1_MOUSE	tr|A0A4X2KHM7|A0A4X2KHM7_VOMUR
OG0010192	sp|Q9JJY3|NSMA2_MOUSE	tr|A0A4X2M1C1|A0A4X2M1C1_VOMUR
OG0010193	sp|Q9JKK0|RCAN3_MOUSE	tr|A0A4X2LXB5|A0A4X2LXB5_VOMUR
OG0010194	sp|Q9QXE4|T53I1_MOUSE	tr|A0A4X2LN86|A0A4X2LN86_VOMUR
OG0010195	sp|Q9QZ59|DMRT1_MOUSE	tr|A0A4X2KDG0|A0A4X2KDG0_VOMUR
OG0010196	sp|Q9Z2E2|MBD1_MOUSE	tr|A0A4X2JXV6|A0A4X2JXV6_VOMUR
OG0010197	sp|E9Q5M6|CFA44_MOUSE	tr|A0A4X2LCE2|A0A4X2LCE2_VOMUR
OG0010198	sp|F6W8I0|YJEN3_MOUSE	tr|A0A4X2MD34|A0A4X2MD34_VOMUR
OG0010199	sp|F8VQB6|MYO10_MOUSE	tr|A0A4X2M2J9|A0A4X2M2J9_VOMUR
OG0010200	tr|J3QP37|J3QP37_MOUSE	tr|A0A4X2L6P0|A0A4X2L6P0_VOMUR
OG0010201	sp|O89106|FHIT_MOUSE	tr|A0A4X2K2G8|A0A4X2K2G8_VOMUR
OG0010202	sp|P01580|IFNG_MOUSE	tr|A0A4X2M5R4|A0A4X2M5R4_VOMUR
OG0010203	sp|P28078|DMA_MOUSE	tr|A0A4X2L413|A0A4X2L413_VOMUR
OG0010204	sp|P47199|QOR_MOUSE	tr|A0A4X2KYY0|A0A4X2KYY0_VOMUR
OG0010205	sp|P48725|PCNT_MOUSE	tr|A0A4X2MCB2|A0A4X2MCB2_VOMUR
OG0010206	sp|P59242|CING_MOUSE	tr|A0A4X2LHH0|A0A4X2LHH0_VOMUR
OG0010207	sp|Q01853|TERA_MOUSE	tr|A0A4X2LFN4|A0A4X2LFN4_VOMUR
OG0010208	sp|Q03147|CDK7_MOUSE	tr|A0A4X2LV67|A0A4X2LV67_VOMUR
OG0010209	sp|Q08AU7|MADL2_MOUSE	tr|A0A4X2KNL7|A0A4X2KNL7_VOMUR
OG0010210	sp|Q3TC93|H1BP3_MOUSE	tr|A0A4X2LRE7|A0A4X2LRE7_VOMUR
OG0010211	tr|Q3UQH6|Q3UQH6_MOUSE	tr|A0A4X2KX95|A0A4X2KX95_VOMUR
OG0010212	sp|Q3V1H1|CKAP2_MOUSE	tr|A0A4X2LPE9|A0A4X2LPE9_VOMUR
OG0010213	sp|Q5NC83|SPT48_MOUSE	tr|A0A4X2L1R0|A0A4X2L1R0_VOMUR
OG0010214	sp|Q5RI75|RASEF_MOUSE	tr|A0A4X2L8C3|A0A4X2L8C3_VOMUR
