Orthogroup	Mus_musculus	Nyctereutes_procyonoides
OG0014040	sp|Q8CE13|CCD17_MOUSE	tr|A0A811Z400|A0A811Z400_NYCPR
OG0014041	sp|Q8R1J1|TM6S2_MOUSE	tr|A0A811Z9D8|A0A811Z9D8_NYCPR
OG0014042	sp|Q8R2Q6|TECT3_MOUSE	tr|A0A811ZC42|A0A811ZC42_NYCPR
OG0014043	sp|Q8R4X3|RBM12_MOUSE	tr|A0A811Y5D7|A0A811Y5D7_NYCPR
OG0014044	sp|Q8R5M0|GIPC3_MOUSE	tr|A0A811ZAT3|A0A811ZAT3_NYCPR
OG0014045	sp|Q8VCL5|S17A9_MOUSE	tr|A0A811XVV2|A0A811XVV2_NYCPR
OG0014046	sp|Q8VHH7|ADCY3_MOUSE	tr|A0A811YHL5|A0A811YHL5_NYCPR
OG0014047	sp|Q8VHI6|WASF3_MOUSE	tr|A0A811Y2R0|A0A811Y2R0_NYCPR
OG0014048	sp|Q91V17|ZNRF1_MOUSE	tr|A0A811ZJT7|A0A811ZJT7_NYCPR
OG0014049	sp|Q91W20|LRC26_MOUSE	tr|A0A811XSF5|A0A811XSF5_NYCPR
OG0014050	sp|Q921I0|ORML1_MOUSE	tr|A0A811ZB75|A0A811ZB75_NYCPR
OG0014051	sp|Q923A2|SPDLY_MOUSE	tr|A0A811YJK1|A0A811YJK1_NYCPR
OG0014052	sp|Q923D4|SF3B5_MOUSE	tr|A0A811ZSN1|A0A811ZSN1_NYCPR
OG0014053	sp|Q9CQ48|NUDC2_MOUSE	tr|A0A811YHQ5|A0A811YHQ5_NYCPR
OG0014054	sp|Q9D1F4|AKTS1_MOUSE	tr|A0A811ZUP5|A0A811ZUP5_NYCPR
OG0014055	sp|Q9D5Y0|CG031_MOUSE	tr|A0A812A089|A0A812A089_NYCPR
OG0014056	sp|Q9D8N3|TM86A_MOUSE	tr|A0A811Y458|A0A811Y458_NYCPR
OG0014057	sp|Q9QWY8|ASAP1_MOUSE	tr|A0A812A0T1|A0A812A0T1_NYCPR
OG0014058	sp|Q9QYE9|PKHB1_MOUSE	tr|A0A811YB53|A0A811YB53_NYCPR
OG0014059	sp|Q9QZC2|PLXC1_MOUSE	tr|A0A811YY04|A0A811YY04_NYCPR
OG0014060	sp|Q9R155|S26A4_MOUSE	tr|A0A811ZEJ0|A0A811ZEJ0_NYCPR
OG0014061	tr|A0A494BA31|A0A494BA31_MOUSE	tr|A0A811YRS7|A0A811YRS7_NYCPR
OG0014062	tr|B2RXA7|B2RXA7_MOUSE	tr|A0A811YRF8|A0A811YRF8_NYCPR
OG0014063	sp|D0G895|ACE3_MOUSE	tr|A0A811XT52|A0A811XT52_NYCPR
OG0014064	sp|D3YZF7|VS10L_MOUSE	tr|A0A811ZSZ7|A0A811ZSZ7_NYCPR
OG0014065	sp|E9PVA8|GCN1_MOUSE	tr|A0A811YCN6|A0A811YCN6_NYCPR
OG0014066	tr|G3X9N5|G3X9N5_MOUSE	tr|A0A811YL57|A0A811YL57_NYCPR
OG0014067	sp|O88307|SORL_MOUSE	tr|A0A811ZN40|A0A811ZN40_NYCPR
OG0014068	sp|P07309|TTHY_MOUSE	tr|A0A811YF52|A0A811YF52_NYCPR
OG0014069	sp|P20917|MAG_MOUSE	tr|A0A811ZW34|A0A811ZW34_NYCPR
OG0014070	sp|P30415|NKTR_MOUSE	tr|A0A811YAQ3|A0A811YAQ3_NYCPR
OG0014071	sp|P35922|FMR1_MOUSE	tr|A0A811YZB1|A0A811YZB1_NYCPR
OG0014072	sp|P38532|HSF1_MOUSE	tr|A0A811ZZT7|A0A811ZZT7_NYCPR
OG0014073	sp|P53566|CEBPA_MOUSE	tr|A0A811ZV48|A0A811ZV48_NYCPR
OG0014074	sp|P58871|TB182_MOUSE	tr|A0A811ZFF1|A0A811ZFF1_NYCPR
OG0014075	sp|P61027|RAB10_MOUSE	tr|A0A811YMB5|A0A811YMB5_NYCPR
OG0014076	sp|P63276|RS17_MOUSE	tr|A0A811YIC7|A0A811YIC7_NYCPR
OG0014077	sp|P97321|SEPR_MOUSE	tr|A0A811ZNK0|A0A811ZNK0_NYCPR
OG0014078	sp|Q05D44|IF2P_MOUSE	tr|A0A811YSP6|A0A811YSP6_NYCPR
OG0014079	sp|Q0P5W1|VPS8_MOUSE	tr|A0A811ZPK3|A0A811ZPK3_NYCPR
OG0014080	sp|Q3UFQ8|CARL3_MOUSE	tr|A0A811ZSD2|A0A811ZSD2_NYCPR
OG0014081	sp|Q3UMT1|PP12C_MOUSE	tr|A0A811ZSN2|A0A811ZSN2_NYCPR
OG0014082	sp|Q3UTY6|THSD4_MOUSE	tr|A0A811YE97|A0A811YE97_NYCPR
OG0014083	sp|Q5EG47|AAPK1_MOUSE	tr|A0A811YEK3|A0A811YEK3_NYCPR
OG0014084	sp|Q5F2E7|NUFP2_MOUSE	tr|A0A811XU23|A0A811XU23_NYCPR
OG0014085	sp|Q5MJS3|FA20C_MOUSE	tr|A0A811Z591|A0A811Z591_NYCPR
OG0014086	sp|Q60675|LAMA2_MOUSE	tr|A0A811ZSX9|A0A811ZSX9_NYCPR
OG0014087	sp|Q61168|LAPM5_MOUSE	tr|A0A811YQR3|A0A811YQR3_NYCPR
OG0014088	sp|Q62035|PTAFR_MOUSE	tr|A0A811YVY9|A0A811YVY9_NYCPR
OG0014089	sp|Q62137|JAK3_MOUSE	tr|A0A811Z9I3|A0A811Z9I3_NYCPR
OG0014090	sp|Q6A0A2|LAR4B_MOUSE	tr|A0A811YQZ7|A0A811YQZ7_NYCPR
OG0014091	sp|Q6NS46|RRP5_MOUSE	tr|A0A811ZCL5|A0A811ZCL5_NYCPR
OG0014092	sp|Q6NS60|FBX41_MOUSE	tr|A0A811ZWI6|A0A811ZWI6_NYCPR
OG0014093	sp|Q6NZL8|SCUB1_MOUSE	tr|A0A811YKP7|A0A811YKP7_NYCPR
OG0014094	sp|Q6P3A4|VSIG8_MOUSE	tr|A0A811YTE2|A0A811YTE2_NYCPR
OG0014095	sp|Q80XL6|ACD11_MOUSE	tr|A0A811YCE2|A0A811YCE2_NYCPR
OG0014096	sp|Q8BHX1|HAUS1_MOUSE	tr|A0A811YHP2|A0A811YHP2_NYCPR
OG0014097	sp|Q8C4A0|AQP6_MOUSE	tr|A0A811YV60|A0A811YV60_NYCPR
OG0014098	sp|Q8C5U4|SPEM2_MOUSE	tr|A0A811ZMA6|A0A811ZMA6_NYCPR
OG0014099	sp|Q8CDS7|FA243_MOUSE	tr|A0A811ZYF9|A0A811ZYF9_NYCPR
OG0014100	sp|Q8K341|ATAT_MOUSE	tr|A0A811YQP9|A0A811YQP9_NYCPR
OG0014101	sp|Q8R0P4|AAMDC_MOUSE	tr|A0A811Y9X4|A0A811Y9X4_NYCPR
OG0014102	sp|Q8R1C3|VOPP1_MOUSE	tr|A0A811ZED0|A0A811ZED0_NYCPR
OG0014103	sp|Q8VDL4|ADPGK_MOUSE	tr|A0A811Y6W6|A0A811Y6W6_NYCPR
OG0014104	sp|Q8VE18|SMG8_MOUSE	tr|A0A811XTR1|A0A811XTR1_NYCPR
OG0014105	sp|Q8VI24|SATB2_MOUSE	tr|A0A811ZB98|A0A811ZB98_NYCPR
OG0014106	sp|Q9CR10|OXLD1_MOUSE	tr|A0A811XWC8|A0A811XWC8_NYCPR
OG0014107	sp|Q9CVW4|SPT45_MOUSE	tr|A0A811Y5N8|A0A811Y5N8_NYCPR
OG0014108	sp|Q9CXL1|TM50A_MOUSE	tr|A0A811YPA3|A0A811YPA3_NYCPR
OG0014109	sp|Q9CZW5|TOM70_MOUSE	tr|A0A811Y9B4|A0A811Y9B4_NYCPR
OG0014110	tr|Q9D2Z6|Q9D2Z6_MOUSE	tr|A0A811YK57|A0A811YK57_NYCPR
OG0014111	sp|Q9D3S3|SNX29_MOUSE	tr|A0A811Z7D2|A0A811Z7D2_NYCPR
OG0014112	sp|Q9D439|CFA53_MOUSE	tr|A0A811YBZ7|A0A811YBZ7_NYCPR
OG0014113	sp|Q9D8T3|REBL1_MOUSE	tr|A0A811YYI0|A0A811YYI0_NYCPR
OG0014114	sp|Q9DB42|ZN593_MOUSE	tr|A0A811YNZ0|A0A811YNZ0_NYCPR
OG0014115	sp|Q9JK24|P2R3C_MOUSE	tr|A0A811ZQV2|A0A811ZQV2_NYCPR
OG0014116	sp|Q9R0M3|SRPX_MOUSE	tr|A0A811YZH6|A0A811YZH6_NYCPR
OG0014117	sp|Q9WV76|AP4B1_MOUSE	tr|A0A811ZWH3|A0A811ZWH3_NYCPR
OG0014118	sp|Q9Z2E9|BSCL2_MOUSE	tr|A0A811Y066|A0A811Y066_NYCPR
OG0014119	sp|Q9Z309|CIB2_MOUSE	tr|A0A811YNN8|A0A811YNN8_NYCPR
OG0014120	sp|Q9Z321|TOP3B_MOUSE	tr|A0A811YBT8|A0A811YBT8_NYCPR
OG0014121	sp|A2A690|TANC2_MOUSE	tr|A0A811XVM0|A0A811XVM0_NYCPR
OG0014122	sp|A2A891|CMTA1_MOUSE	tr|A0A811ZL37|A0A811ZL37_NYCPR
OG0014123	sp|E9PYL2|PRR12_MOUSE	tr|A0A811ZT64|A0A811ZT64_NYCPR
OG0014124	sp|O08580|ERR1_MOUSE	tr|A0A811XYS7|A0A811XYS7_NYCPR
OG0014125	sp|O09012|PEX5_MOUSE	tr|A0A811Y083|A0A811Y083_NYCPR
OG0014126	sp|O35659|GLP1R_MOUSE	tr|A0A811YN68|A0A811YN68_NYCPR
OG0014127	sp|O70174|ACHA4_MOUSE	tr|A0A811Y0J1|A0A811Y0J1_NYCPR
OG0014128	sp|O89001|CBPD_MOUSE	tr|A0A811XUA3|A0A811XUA3_NYCPR
OG0014129	sp|P10417|BCL2_MOUSE	tr|A0A811ZHR8|A0A811ZHR8_NYCPR
OG0014130	sp|P11152|LIPL_MOUSE	tr|A0A811ZDU2|A0A811ZDU2_NYCPR
OG0014131	sp|P34914|HYES_MOUSE	tr|A0A811ZDS0|A0A811ZDS0_NYCPR
OG0014132	sp|P42867|GPT_MOUSE	tr|A0A811ZM85|A0A811ZM85_NYCPR
OG0014133	sp|P46096|SYT1_MOUSE	tr|A0A811Z7M9|A0A811Z7M9_NYCPR
OG0014134	sp|P47750|TSHR_MOUSE	tr|A0A811ZIZ9|A0A811ZIZ9_NYCPR
OG0014135	sp|P53395|ODB2_MOUSE	tr|A0A811Z0K4|A0A811Z0K4_NYCPR
OG0014136	sp|P63078|GBG8_MOUSE	tr|A0A811ZWE0|A0A811ZWE0_NYCPR
OG0014137	sp|P70459|ERF_MOUSE	tr|A0A811ZVR9|A0A811ZVR9_NYCPR
OG0014138	sp|P83093|STIM2_MOUSE	tr|A0A811YHP3|A0A811YHP3_NYCPR
OG0014139	sp|Q07763|CD244_MOUSE	tr|A0A811YTN7|A0A811YTN7_NYCPR
OG0014140	sp|Q09163|DLK1_MOUSE	tr|A0A811ZJC3|A0A811ZJC3_NYCPR
OG0014141	sp|Q3TMX7|QSOX2_MOUSE	tr|A0A811XY47|A0A811XY47_NYCPR
OG0014142	sp|Q3UH06|RREB1_MOUSE	tr|A0A811YEU4|A0A811YEU4_NYCPR
OG0014143	sp|Q3V1G4|OLM2B_MOUSE	tr|A0A811YUK3|A0A811YUK3_NYCPR
OG0014144	sp|Q60952|CP250_MOUSE	tr|A0A811XXY6|A0A811XXY6_NYCPR
OG0014145	sp|Q6GQX2|NCK5L_MOUSE	tr|A0A811YVV4|A0A811YVV4_NYCPR
OG0014146	sp|Q6GU68|ISLR_MOUSE	tr|A0A811Y7M1|A0A811Y7M1_NYCPR
OG0014147	sp|Q6PDY2|AEDO_MOUSE	tr|A0A811ZQL9|A0A811ZQL9_NYCPR
OG0014148	sp|Q6R6I7|RXFP1_MOUSE	tr|A0A811YX16|A0A811YX16_NYCPR
OG0014149	sp|Q6WKZ7|NOSTN_MOUSE	tr|A0A811ZNV1|A0A811ZNV1_NYCPR
OG0014150	sp|Q6Y685|TACC1_MOUSE	tr|A0A811YRV8|A0A811YRV8_NYCPR
OG0014151	sp|Q75VT8|HIDE1_MOUSE	tr|A0A811ZA55|A0A811ZA55_NYCPR
OG0014152	sp|Q7TN08|DACT2_MOUSE	tr|A0A811ZSN9|A0A811ZSN9_NYCPR
OG0014153	sp|Q7TN22|TXD16_MOUSE	tr|A0A811ZJ97|A0A811ZJ97_NYCPR
OG0014154	sp|Q7TPC1|CDSN_MOUSE	tr|A0A811YJP9|A0A811YJP9_NYCPR
OG0014155	sp|Q80UG6|ALKL2_MOUSE	tr|A0A811YFL4|A0A811YFL4_NYCPR
OG0014156	sp|Q8BH27|MEGF9_MOUSE	tr|A0A811ZFL2|A0A811ZFL2_NYCPR
OG0014157	sp|Q8BHG1|NRDC_MOUSE	tr|A0A811Z8E1|A0A811Z8E1_NYCPR
OG0014158	sp|Q8BIL2|MSD1_MOUSE	tr|A0A811YI38|A0A811YI38_NYCPR
OG0014159	sp|Q8BTG7|NDRG4_MOUSE	tr|A0A811YML2|A0A811YML2_NYCPR
OG0014160	sp|Q8C1M2|ZN428_MOUSE	tr|A0A811ZUH1|A0A811ZUH1_NYCPR
OG0014161	sp|Q8C729|F126B_MOUSE	tr|A0A811ZBC5|A0A811ZBC5_NYCPR
OG0014162	sp|Q8CDK2|CBPC2_MOUSE	tr|A0A811Y2K2|A0A811Y2K2_NYCPR
OG0014163	sp|Q8K4D7|PLCZ1_MOUSE	tr|A0A811YCL6|A0A811YCL6_NYCPR
OG0014164	sp|Q8R1P4|ATG10_MOUSE	tr|A0A811Z3E3|A0A811Z3E3_NYCPR
OG0014165	sp|Q8R2M2|TDIF2_MOUSE	tr|A0A811Z4I1|A0A811Z4I1_NYCPR
OG0014166	sp|Q8VE91|RETR1_MOUSE	tr|A0A811YIN7|A0A811YIN7_NYCPR
OG0014167	sp|Q8VIG6|TRAIP_MOUSE	tr|A0A811Z8E9|A0A811Z8E9_NYCPR
OG0014168	sp|Q91VB4|HPS3_MOUSE	tr|A0A811YDV4|A0A811YDV4_NYCPR
OG0014169	sp|Q99KN9|EPN4_MOUSE	tr|A0A811YHN1|A0A811YHN1_NYCPR
OG0014170	sp|Q99N28|CADM3_MOUSE	tr|A0A811YR05|A0A811YR05_NYCPR
OG0014171	sp|Q9CPQ3|TOM22_MOUSE	tr|A0A811XRG4|A0A811XRG4_NYCPR
OG0014172	sp|Q9CWG1|GLIP1_MOUSE	tr|A0A811YKT4|A0A811YKT4_NYCPR
OG0014173	sp|Q9CZB3|THUM2_MOUSE	tr|A0A811YQE3|A0A811YQE3_NYCPR
OG0014174	sp|Q9D6I3|PROF4_MOUSE	tr|A0A811YMA1|A0A811YMA1_NYCPR
OG0014175	sp|Q9DC23|DJC10_MOUSE	tr|A0A811ZNF8|A0A811ZNF8_NYCPR
OG0014176	sp|Q9JMA1|UBP14_MOUSE	tr|A0A811YFB2|A0A811YFB2_NYCPR
OG0014177	sp|Q9QWZ1|RAD1_MOUSE	tr|A0A811YDK7|A0A811YDK7_NYCPR
OG0014178	sp|Q9WU03|SPIT2_MOUSE	tr|A0A811ZU46|A0A811ZU46_NYCPR
OG0014179	sp|Q9WV55|VAPA_MOUSE	tr|A0A811YC09|A0A811YC09_NYCPR
OG0014180	sp|Q9Z175|LOXL3_MOUSE	tr|A0A811ZVC6|A0A811ZVC6_NYCPR
OG0014181	sp|Q9Z307|KCJ16_MOUSE	tr|A0A811XUC8|A0A811XUC8_NYCPR
OG0014182	tr|A0A5F8MPB3|A0A5F8MPB3_MOUSE	tr|A0A811ZBA0|A0A811ZBA0_NYCPR
OG0014183	sp|A2ABV5|MED14_MOUSE	tr|A0A811Z0W9|A0A811Z0W9_NYCPR
OG0014184	tr|B1AYN9|B1AYN9_MOUSE	tr|A0A811YYV9|A0A811YYV9_NYCPR
OG0014185	sp|B2RVY9|TM182_MOUSE	tr|A0A811YSL6|A0A811YSL6_NYCPR
OG0014186	sp|B7ZNG0|KIF7_MOUSE	tr|A0A811YHX2|A0A811YHX2_NYCPR
OG0014187	sp|E9PYH6|SET1A_MOUSE	tr|A0A811Z292|A0A811Z292_NYCPR
OG0014188	sp|O70458|OSMR_MOUSE	tr|A0A811YFF6|A0A811YFF6_NYCPR
OG0014189	sp|O88430|CCL22_MOUSE	tr|A0A811YQ64|A0A811YQ64_NYCPR
OG0014190	sp|O88741|GDAP1_MOUSE	tr|A0A811Y5A6|A0A811Y5A6_NYCPR
OG0014191	sp|O89090|SP1_MOUSE	tr|A0A811YYU3|A0A811YYU3_NYCPR
OG0014192	sp|P08003|PDIA4_MOUSE	tr|A0A811YTE9|A0A811YTE9_NYCPR
OG0014193	sp|P09103|PDIA1_MOUSE	tr|A0A811XZP8|A0A811XZP8_NYCPR
OG0014194	sp|P09813|APOA2_MOUSE	tr|A0A811YQU5|A0A811YQU5_NYCPR
OG0014195	sp|P17564|PR15A_MOUSE	tr|A0A811ZW69|A0A811ZW69_NYCPR
OG0014196	sp|P31315|GSX1_MOUSE	tr|A0A811Y3L3|A0A811Y3L3_NYCPR
OG0014197	sp|P54818|GALC_MOUSE	tr|A0A811ZJ05|A0A811ZJ05_NYCPR
OG0014198	sp|P59017|B2L13_MOUSE	tr|A0A811Y416|A0A811Y416_NYCPR
OG0014199	sp|P59053|KCNG3_MOUSE	tr|A0A811YGG9|A0A811YGG9_NYCPR
OG0014200	sp|P59644|PI5PA_MOUSE	tr|A0A811Y9H8|A0A811Y9H8_NYCPR
OG0014201	sp|P62264|RS14_MOUSE	tr|A0A811YFR2|A0A811YFR2_NYCPR
OG0014202	sp|P62911|RL32_MOUSE	tr|A0A811Z569|A0A811Z569_NYCPR
OG0014203	sp|P62983|RS27A_MOUSE	tr|A0A811YM75|A0A811YM75_NYCPR
OG0014204	sp|P63046|ST4A1_MOUSE	tr|A0A811YJI7|A0A811YJI7_NYCPR
OG0014205	sp|P70174|HRH1_MOUSE	tr|A0A811Z8Z4|A0A811Z8Z4_NYCPR
OG0014206	sp|P97292|HRH2_MOUSE	tr|A0A811YFD0|A0A811YFD0_NYCPR
OG0014207	sp|Q10738|MMP7_MOUSE	tr|A0A811ZMG8|A0A811ZMG8_NYCPR
OG0014208	sp|Q32MG2|CBY2_MOUSE	tr|A0A811YT81|A0A811YT81_NYCPR
OG0014209	sp|Q3TH73|TTYH2_MOUSE	tr|A0A811XTC3|A0A811XTC3_NYCPR
OG0014210	sp|Q3U481|MFS12_MOUSE	tr|A0A811ZAT8|A0A811ZAT8_NYCPR
OG0014211	sp|Q3U5Q7|CMPK2_MOUSE	tr|A0A811YPJ4|A0A811YPJ4_NYCPR
OG0014212	sp|Q3UPI1|GAK1B_MOUSE	tr|A0A811YWV7|A0A811YWV7_NYCPR
OG0014213	sp|Q505G8|ZN827_MOUSE	tr|A0A811YV12|A0A811YV12_NYCPR
OG0014214	sp|Q5DU14|MYO16_MOUSE	tr|A0A811Z0N1|A0A811Z0N1_NYCPR
OG0014215	sp|Q5I012|S38AA_MOUSE	tr|A0A811XZM7|A0A811XZM7_NYCPR
OG0014216	sp|Q60718|ADAM2_MOUSE	tr|A0A811YVR1|A0A811YVR1_NYCPR
OG0014217	sp|Q61041|NPY4R_MOUSE	tr|A0A811YF57|A0A811YF57_NYCPR
OG0014218	sp|Q61080|FOXF1_MOUSE	tr|A0A811ZKM5|A0A811ZKM5_NYCPR
OG0014219	sp|Q61193|RGL2_MOUSE	tr|A0A811YNI8|A0A811YNI8_NYCPR
OG0014220	sp|Q69ZS0|PZRN3_MOUSE	tr|A0A811Z7H9|A0A811Z7H9_NYCPR
OG0014221	sp|Q6A4L0|S22AD_MOUSE	tr|A0A811YBZ5|A0A811YBZ5_NYCPR
OG0014222	sp|Q6PDH4|RNB3L_MOUSE	tr|A0A811YG41|A0A811YG41_NYCPR
OG0014223	sp|Q6YGZ1|HPSE_MOUSE	tr|A0A811ZWS7|A0A811ZWS7_NYCPR
OG0014224	sp|Q6ZQJ5|DNA2_MOUSE	tr|A0A811YIH0|A0A811YIH0_NYCPR
OG0014225	sp|Q80YD1|SUV3_MOUSE	tr|A0A811YFK8|A0A811YFK8_NYCPR
OG0014226	sp|Q80YP0|CDK3_MOUSE	tr|A0A811XVW3|A0A811XVW3_NYCPR
OG0014227	sp|Q8BFZ8|FA72A_MOUSE	tr|A0A811YUW9|A0A811YUW9_NYCPR
OG0014228	sp|Q8BHC9|FUT11_MOUSE	tr|A0A811YFS2|A0A811YFS2_NYCPR
OG0014229	sp|Q8BUR3|FOXJ3_MOUSE	tr|A0A811Z3B1|A0A811Z3B1_NYCPR
OG0014230	sp|Q8BWD2|IP6K3_MOUSE	tr|A0A811YMZ3|A0A811YMZ3_NYCPR
OG0014231	sp|Q8BZ25|ANKK1_MOUSE	tr|A0A811ZMS3|A0A811ZMS3_NYCPR
OG0014232	tr|Q8C5Z4|Q8C5Z4_MOUSE	tr|A0A811XVN4|A0A811XVN4_NYCPR
OG0014233	sp|Q8CHK2|REL3_MOUSE	tr|A0A811Z9W3|A0A811Z9W3_NYCPR
OG0014234	sp|Q8K2H2|OTU6B_MOUSE	tr|A0A811ZI89|A0A811ZI89_NYCPR
OG0014235	sp|Q921P9|TCAL1_MOUSE	tr|A0A811YYK6|A0A811YYK6_NYCPR
OG0014236	sp|Q925U4|EDEM1_MOUSE	tr|A0A811Z7Q5|A0A811Z7Q5_NYCPR
OG0014237	sp|Q99JT2|STK26_MOUSE	tr|A0A811Z256|A0A811Z256_NYCPR
OG0014238	sp|Q99ME9|GTPB4_MOUSE	tr|A0A811YNH5|A0A811YNH5_NYCPR
OG0014239	sp|Q99ML4|DIK1B_MOUSE	tr|A0A811XYN8|A0A811XYN8_NYCPR
OG0014240	sp|Q9D952|EVPL_MOUSE	tr|A0A811XTP3|A0A811XTP3_NYCPR
OG0014241	sp|Q9DB54|F216A_MOUSE	tr|A0A811YBI2|A0A811YBI2_NYCPR
OG0014242	sp|Q9DC33|HM20A_MOUSE	tr|A0A811Y6Q6|A0A811Y6Q6_NYCPR
OG0014243	sp|Q9ER74|SALL1_MOUSE	tr|A0A811YQZ2|A0A811YQZ2_NYCPR
OG0014244	sp|Q9JIT1|RNF32_MOUSE	tr|A0A811YUQ5|A0A811YUQ5_NYCPR
OG0014245	sp|Q9QUK6|TLR4_MOUSE	tr|A0A811ZFA4|A0A811ZFA4_NYCPR
OG0014246	sp|Q9QYK9|KCC1B_MOUSE	tr|A0A811Z2C1|A0A811Z2C1_NYCPR
OG0014247	sp|Q9R022|DJC12_MOUSE	tr|A0A811YFN0|A0A811YFN0_NYCPR
OG0014248	tr|A2ACQ1|A2ACQ1_MOUSE	tr|A0A811XXY7|A0A811XXY7_NYCPR
OG0014249	sp|A2AI08|TPRN_MOUSE	tr|A0A811XYK3|A0A811XYK3_NYCPR
OG0014250	sp|B2RY56|RBM25_MOUSE	tr|A0A811ZJC9|A0A811ZJC9_NYCPR
OG0014251	sp|E9PVD1|CCD62_MOUSE	tr|A0A811YDW9|A0A811YDW9_NYCPR
OG0014252	sp|F7A4A7|OTOGL_MOUSE	tr|A0A811Z471|A0A811Z471_NYCPR
OG0014253	tr|G3X9F6|G3X9F6_MOUSE	tr|A0A811YL26|A0A811YL26_NYCPR
OG0014254	sp|O08796|EF2K_MOUSE	tr|A0A811Z4J3|A0A811Z4J3_NYCPR
OG0014255	sp|O08808|DIAP1_MOUSE	tr|A0A811YR97|A0A811YR97_NYCPR
OG0014256	sp|O88448|KLC2_MOUSE	tr|A0A811Y361|A0A811Y361_NYCPR
OG0014257	sp|P14106|C1QB_MOUSE	tr|A0A811YLV2|A0A811YLV2_NYCPR
OG0014258	sp|P18894|OXDA_MOUSE	tr|A0A811YIR8|A0A811YIR8_NYCPR
OG0014259	sp|P43300|EGR3_MOUSE	tr|A0A811ZDR4|A0A811ZDR4_NYCPR
OG0014260	sp|P54726|RD23A_MOUSE	tr|A0A811Z9Z2|A0A811Z9Z2_NYCPR
OG0014261	sp|P59470|RPC2_MOUSE	tr|A0A811YL98|A0A811YL98_NYCPR
OG0014262	sp|P60487|PLPP_MOUSE	tr|A0A811YPJ3|A0A811YPJ3_NYCPR
OG0014263	sp|P97497|SHBG_MOUSE	tr|A0A811ZL92|A0A811ZL92_NYCPR
OG0014264	sp|Q3UIL6|PKHA7_MOUSE	tr|A0A811Y7A6|A0A811Y7A6_NYCPR
OG0014265	sp|Q4V9Z5|SE6L2_MOUSE	tr|A0A811Z3V8|A0A811Z3V8_NYCPR
OG0014266	sp|Q64331|MYO6_MOUSE	tr|A0A811YKI4|A0A811YKI4_NYCPR
OG0014267	sp|Q69ZI1|SH3R1_MOUSE	tr|A0A811YRJ6|A0A811YRJ6_NYCPR
OG0014268	sp|Q6NXI6|RPRD2_MOUSE	tr|A0A811ZV76|A0A811ZV76_NYCPR
OG0014269	sp|Q6PDH0|PHLB1_MOUSE	tr|A0A811ZP41|A0A811ZP41_NYCPR
OG0014270	sp|Q6X893|CTL1_MOUSE	tr|A0A811ZFT0|A0A811ZFT0_NYCPR
OG0014271	sp|Q6ZWR6|SYNE1_MOUSE	tr|A0A811ZSD7|A0A811ZSD7_NYCPR
OG0014272	sp|Q7TQ33|RGMB_MOUSE	tr|A0A811ZYX1|A0A811ZYX1_NYCPR
OG0014273	sp|Q80UK7|SAS6_MOUSE	tr|A0A811Z2E9|A0A811Z2E9_NYCPR
OG0014274	sp|Q80VJ3|DNPH1_MOUSE	tr|A0A811YNX7|A0A811YNX7_NYCPR
OG0014275	sp|Q80Y20|ALKB8_MOUSE	tr|A0A811ZMJ8|A0A811ZMJ8_NYCPR
OG0014276	sp|Q8BFY7|PIMRE_MOUSE	tr|A0A811ZNI1|A0A811ZNI1_NYCPR
OG0014277	sp|Q8BGQ4|POMT2_MOUSE	tr|A0A811ZJR1|A0A811ZJR1_NYCPR
OG0014278	sp|Q8BRU6|VMAT2_MOUSE	tr|A0A811ZCQ7|A0A811ZCQ7_NYCPR
OG0014279	sp|Q8BS40|CPTP_MOUSE	tr|A0A811ZM70|A0A811ZM70_NYCPR
OG0014280	sp|Q8BTS4|NUP54_MOUSE	tr|A0A811ZY05|A0A811ZY05_NYCPR
OG0014281	sp|Q8BUG2|CNDP1_MOUSE	tr|A0A811YR82|A0A811YR82_NYCPR
OG0014282	sp|Q8CB62|CNTRB_MOUSE	tr|A0A811ZN85|A0A811ZN85_NYCPR
OG0014283	sp|Q8CDG1|PIWL2_MOUSE	tr|A0A811ZDW4|A0A811ZDW4_NYCPR
OG0014284	sp|Q8R2K4|TAF6L_MOUSE	tr|A0A811Y1U8|A0A811Y1U8_NYCPR
OG0014285	sp|Q8R3P7|CLUA1_MOUSE	tr|A0A811Z433|A0A811Z433_NYCPR
OG0014286	sp|Q8R4E4|MYOZ3_MOUSE	tr|A0A811YEH3|A0A811YEH3_NYCPR
OG0014287	sp|Q922Z1|LDAF1_MOUSE	tr|A0A811Z4I5|A0A811Z4I5_NYCPR
OG0014288	sp|Q924I3|ACKR4_MOUSE	tr|A0A811Y8Y2|A0A811Y8Y2_NYCPR
OG0014289	sp|Q99LU8|CF062_MOUSE	tr|A0A811Y892|A0A811Y892_NYCPR
OG0014290	sp|Q99N43|KREM1_MOUSE	tr|A0A811YIM6|A0A811YIM6_NYCPR
OG0014291	sp|Q9CPW3|RM54_MOUSE	tr|A0A811ZAS0|A0A811ZAS0_NYCPR
OG0014292	sp|Q9CXP9|EXO5_MOUSE	tr|A0A811Z340|A0A811Z340_NYCPR
OG0014293	sp|Q9D799|FMT_MOUSE	tr|A0A811Y5B0|A0A811Y5B0_NYCPR
OG0014294	sp|Q9DC22|DCAF6_MOUSE	tr|A0A811YCI8|A0A811YCI8_NYCPR
