Orthogroup	Mus_musculus	Mustela_putorius_furo
OG0011213	sp|Q9CQF6|ADPPT_MOUSE	tr|A0A8U0RYU8|A0A8U0RYU8_MUSPF
OG0011214	sp|Q9CX56|PSMD8_MOUSE	tr|A0A8U0NCJ5|A0A8U0NCJ5_MUSPF
OG0011215	sp|Q9D2L6|AGRF4_MOUSE	tr|M3YLT4|M3YLT4_MUSPF
OG0011216	sp|Q9D428|GOG7B_MOUSE	tr|A0A8U0RID9|A0A8U0RID9_MUSPF
OG0011217	sp|Q9D7D7|CLD23_MOUSE	tr|A0A8U0MX02|A0A8U0MX02_MUSPF
OG0011218	sp|Q9D8Z1|ASCC1_MOUSE	tr|A0A8U0NI70|A0A8U0NI70_MUSPF
OG0011219	sp|Q9DB30|PHKG2_MOUSE	tr|M3YL37|M3YL37_MUSPF
OG0011220	sp|Q9DBJ3|BI2L1_MOUSE	tr|M3YYP8|M3YYP8_MUSPF
OG0011221	sp|Q9ERL9|GCYA1_MOUSE	tr|M3Y2V1|M3Y2V1_MUSPF
OG0011222	sp|Q9ERP3|TRI54_MOUSE	tr|A0A8U0UV65|A0A8U0UV65_MUSPF
OG0011223	sp|Q9ES56|TPPC4_MOUSE	tr|M3Y0U2|M3Y0U2_MUSPF
OG0011224	sp|Q9JHL1|NHRF2_MOUSE	tr|A0A8U0RNM8|A0A8U0RNM8_MUSPF
OG0011225	sp|Q9JI90|RNF14_MOUSE	tr|M3Y997|M3Y997_MUSPF
OG0011226	sp|Q9JJZ5|EGFL6_MOUSE	tr|A0A8U0MXG8|A0A8U0MXG8_MUSPF
OG0011227	sp|Q9QY84|ACL7A_MOUSE	tr|M3Z4D3|M3Z4D3_MUSPF
OG0011228	sp|Q9R1Y5|HIC1_MOUSE	tr|A0A8U0SSX7|A0A8U0SSX7_MUSPF
OG0011229	tr|A0A1B0GSM6|A0A1B0GSM6_MOUSE	tr|A0A8U0MWP4|A0A8U0MWP4_MUSPF
OG0011230	sp|A8VU90|ANKL1_MOUSE	tr|A0A8U0S7L4|A0A8U0S7L4_MUSPF
OG0011231	sp|F6ZDS4|TPR_MOUSE	tr|A0A8U0P1S0|A0A8U0P1S0_MUSPF
OG0011232	tr|F8VQ70|F8VQ70_MOUSE	tr|A0A8U0TFL5|A0A8U0TFL5_MUSPF
OG0011233	sp|O35047|HOP2_MOUSE	tr|M3YFL9|M3YFL9_MUSPF
OG0011234	sp|O35615|FOG1_MOUSE	tr|A0A8U0UYQ9|A0A8U0UYQ9_MUSPF
OG0011235	sp|O35657|NEUR1_MOUSE	tr|G9KD40|G9KD40_MUSPF
OG0011236	sp|O88783|FA5_MOUSE	tr|A0A8U0SK76|A0A8U0SK76_MUSPF
OG0011237	sp|P01139|NGF_MOUSE	tr|M3Z6P9|M3Z6P9_MUSPF
OG0011238	sp|P09925|SURF1_MOUSE	tr|A0A8U0S9R9|A0A8U0S9R9_MUSPF
OG0011239	sp|P50428|ARSA_MOUSE	tr|M3XS82|M3XS82_MUSPF
OG0011240	sp|P52912|TIA1_MOUSE	tr|A0A8U0NPI3|A0A8U0NPI3_MUSPF
OG0011241	sp|P60605|UB2G2_MOUSE	tr|A0A8U0SEL8|A0A8U0SEL8_MUSPF
OG0011242	sp|P70263|PD2R_MOUSE	tr|M3Y1U5|M3Y1U5_MUSPF
OG0011243	sp|P97458|PROP1_MOUSE	tr|A0A8U0MXJ3|A0A8U0MXJ3_MUSPF
OG0011244	sp|Q00547|HMMR_MOUSE	tr|A0A8U0RV69|A0A8U0RV69_MUSPF
OG0011245	sp|Q03157|APLP1_MOUSE	tr|A0A8U0UYU8|A0A8U0UYU8_MUSPF
OG0011246	sp|Q14C37|LEMD1_MOUSE	tr|A0A8U0TEK9|A0A8U0TEK9_MUSPF
OG0011247	sp|Q3U288|ZN710_MOUSE	tr|A0A8U0REI1|A0A8U0REI1_MUSPF
OG0011248	sp|Q3UHA3|SPTCS_MOUSE	tr|M3YHB6|M3YHB6_MUSPF
OG0011249	sp|Q3V2D2|CE046_MOUSE	tr|A0A8U0SS12|A0A8U0SS12_MUSPF
OG0011250	sp|Q5F201|CFA52_MOUSE	tr|M3Y8T7|M3Y8T7_MUSPF
OG0011251	sp|Q5GAM8|RNS12_MOUSE	tr|A0A8U0NHA6|A0A8U0NHA6_MUSPF
OG0011252	sp|Q60760|GRB10_MOUSE	tr|M3Z384|M3Z384_MUSPF
OG0011253	sp|Q60992|VAV2_MOUSE	tr|A0A8U0V5M3|A0A8U0V5M3_MUSPF
OG0011254	sp|Q61129|CFAI_MOUSE	tr|A0A8U0SEL0|A0A8U0SEL0_MUSPF
OG0011255	sp|Q61382|TRAF4_MOUSE	tr|M3YRT7|M3YRT7_MUSPF
OG0011256	sp|Q69ZN6|GNPTA_MOUSE	tr|A0A8U0MI59|A0A8U0MI59_MUSPF
OG0011257	sp|Q6P5G6|UBXN7_MOUSE	tr|A0A8U0SS64|A0A8U0SS64_MUSPF
OG0011258	sp|Q6PDM1|MSL1_MOUSE	tr|M3YTY4|M3YTY4_MUSPF
OG0011259	sp|Q7TQH7|LRP10_MOUSE	tr|M3Y739|M3Y739_MUSPF
OG0011260	sp|Q80VJ2|SRA1_MOUSE	tr|A0A8U0MJW9|A0A8U0MJW9_MUSPF
OG0011261	sp|Q80W85|NPM2_MOUSE	tr|A0A8U0RK03|A0A8U0RK03_MUSPF
OG0011262	sp|Q810U3|NFASC_MOUSE	tr|A0A8U0MVU2|A0A8U0MVU2_MUSPF
OG0011263	sp|Q8K1A0|METL5_MOUSE	tr|M3XNY4|M3XNY4_MUSPF
OG0011264	sp|Q8K4K2|TRIB3_MOUSE	tr|M3Z2K1|M3Z2K1_MUSPF
OG0011265	sp|Q8R4S0|PP14C_MOUSE	tr|A0A8U0NS98|A0A8U0NS98_MUSPF
OG0011266	sp|Q8VCI7|SWAP1_MOUSE	tr|M3Y2C4|M3Y2C4_MUSPF
OG0011267	sp|Q8VIB5|BARH2_MOUSE	tr|A0A8U0SVT7|A0A8U0SVT7_MUSPF
OG0011268	sp|Q8VIH7|CYYR1_MOUSE	tr|M3XPK1|M3XPK1_MUSPF
OG0011269	sp|Q91WQ9|CALL4_MOUSE	tr|A0A8U0MY10|A0A8U0MY10_MUSPF
OG0011270	sp|Q9CQS4|S2546_MOUSE	tr|A0A8U0MZM9|A0A8U0MZM9_MUSPF
OG0011271	sp|Q9CQS8|SC61B_MOUSE	tr|A0A8U0STA6|A0A8U0STA6_MUSPF
OG0011272	sp|Q9CR24|NUDT8_MOUSE	tr|A0A8U0MYX3|A0A8U0MYX3_MUSPF
OG0011273	sp|Q9CR84|AT5G1_MOUSE	tr|M3YV71|M3YV71_MUSPF
OG0011274	sp|Q9CXI3|MOXD1_MOUSE	tr|M3YTG8|M3YTG8_MUSPF
OG0011275	sp|Q9CZH7|MXRA7_MOUSE	tr|A0A8U0SFK2|A0A8U0SFK2_MUSPF
OG0011276	sp|Q9D2Z8|KIF12_MOUSE	tr|A0A8U0NQD0|A0A8U0NQD0_MUSPF
OG0011277	sp|Q9D415|DLGP1_MOUSE	tr|M3Y0V4|M3Y0V4_MUSPF
OG0011278	sp|Q9DAZ5|F174C_MOUSE	tr|A0A8U0V8K3|A0A8U0V8K3_MUSPF
OG0011279	sp|Q9JI19|FIBP_MOUSE	tr|A0A8U0N842|A0A8U0N842_MUSPF
OG0011280	sp|Q9JJG5|SRTD2_MOUSE	tr|A0A8U0MHC3|A0A8U0MHC3_MUSPF
OG0011281	sp|Q9QZ57|HSPB3_MOUSE	tr|M3Z6I1|M3Z6I1_MUSPF
OG0011282	sp|Q9R1V4|ADA11_MOUSE	tr|A0A8U0S682|A0A8U0S682_MUSPF
OG0011283	sp|Q9Z2L6|MINP1_MOUSE	tr|A0A8U0V2A4|A0A8U0V2A4_MUSPF
OG0011284	tr|A0A087WQ89|A0A087WQ89_MOUSE	tr|M3XVH9|M3XVH9_MUSPF
OG0011285	tr|A0A0J9YVH6|A0A0J9YVH6_MOUSE	tr|A0A8U0RN15|A0A8U0RN15_MUSPF
OG0011286	tr|A0A5F8MQ13|A0A5F8MQ13_MOUSE	tr|M3XWB9|M3XWB9_MUSPF
OG0011287	sp|A2AJT4|PNISR_MOUSE	tr|M3XR57|M3XR57_MUSPF
OG0011288	sp|A2BDX3|MOCS3_MOUSE	tr|M3Z5N2|M3Z5N2_MUSPF
OG0011289	tr|A3KGJ9|A3KGJ9_MOUSE	tr|A0A8U0NRD5|A0A8U0NRD5_MUSPF
OG0011290	tr|F2Z3U3|F2Z3U3_MOUSE	tr|A0A8U0S389|A0A8U0S389_MUSPF
OG0011291	sp|O35680|RT12_MOUSE	tr|M3Z226|M3Z226_MUSPF
OG0011292	sp|O54732|MMP15_MOUSE	tr|M3Y005|M3Y005_MUSPF
OG0011293	sp|O54827|AT10A_MOUSE	tr|A0A8U0RM37|A0A8U0RM37_MUSPF
OG0011294	sp|O55144|TLX3_MOUSE	tr|M3YN57|M3YN57_MUSPF
OG0011295	sp|O88566|AXIN2_MOUSE	tr|M3YT87|M3YT87_MUSPF
OG0011296	sp|P09023|HXB6_MOUSE	tr|M3YV52|M3YV52_MUSPF
OG0011297	sp|P16872|IL7RA_MOUSE	tr|M3YUE3|M3YUE3_MUSPF
OG0011298	sp|P49772|FLT3L_MOUSE	tr|A0A8U0N588|A0A8U0N588_MUSPF
OG0011299	sp|P55066|NCAN_MOUSE	tr|A0A8U0SZ60|A0A8U0SZ60_MUSPF
OG0011300	sp|P55288|CAD11_MOUSE	tr|M3Y0L6|M3Y0L6_MUSPF
OG0011301	sp|P56581|TDG_MOUSE	tr|M3YKU3|M3YKU3_MUSPF
OG0011302	sp|P70327|TBX6_MOUSE	tr|A0A8U0RP89|A0A8U0RP89_MUSPF
OG0011303	sp|P70451|FER_MOUSE	tr|M3YMB4|M3YMB4_MUSPF
OG0011304	sp|P97469|SNAI2_MOUSE	tr|M3YH98|M3YH98_MUSPF
OG0011305	sp|Q08EC4|CASS4_MOUSE	tr|M3Y4N2|M3Y4N2_MUSPF
OG0011306	sp|Q3KNY5|RIAD1_MOUSE	tr|A0A8U0NC20|A0A8U0NC20_MUSPF
OG0011307	sp|Q3UM83|KLRG2_MOUSE	tr|A0A8U0R7Q2|A0A8U0R7Q2_MUSPF
OG0011308	sp|Q3UWA6|GUC2C_MOUSE	tr|A0A8U0TEF0|A0A8U0TEF0_MUSPF
OG0011309	sp|Q5S006|LRRK2_MOUSE	tr|M3XMD3|M3XMD3_MUSPF
OG0011310	sp|Q5SUV5|MYLK4_MOUSE	tr|A0A8U0SW25|A0A8U0SW25_MUSPF
OG0011311	sp|Q60738|ZNT1_MOUSE	tr|M3YWN5|M3YWN5_MUSPF
OG0011312	sp|Q61865|MIA_MOUSE	tr|A0A8U0T5W3|A0A8U0T5W3_MUSPF
OG0011313	sp|Q62522|ZPBP1_MOUSE	tr|A0A8U0MF14|A0A8U0MF14_MUSPF
OG0011314	sp|Q6EBV9|ATG9B_MOUSE	tr|A0A8U0SG90|A0A8U0SG90_MUSPF
OG0011315	sp|Q6JPI3|MD13L_MOUSE	tr|M3XUE5|M3XUE5_MUSPF
OG0011316	sp|Q6NXK2|ZN532_MOUSE	tr|A0A8U0RC43|A0A8U0RC43_MUSPF
OG0011317	sp|Q6NZN1|PPRC1_MOUSE	tr|A0A8U0RLJ7|A0A8U0RLJ7_MUSPF
OG0011318	sp|Q76KF0|SEM6D_MOUSE	tr|A0A8U0MR67|A0A8U0MR67_MUSPF
OG0011319	sp|Q80ZF8|AGRB3_MOUSE	tr|A0A8U0USZ5|A0A8U0USZ5_MUSPF
OG0011320	sp|Q810I0|VP37D_MOUSE	tr|A0A8U0RTZ1|A0A8U0RTZ1_MUSPF
OG0011321	sp|Q8BFR6|ZFAN1_MOUSE	tr|A0A8U0NAT8|A0A8U0NAT8_MUSPF
OG0011322	sp|Q8BPS4|GP180_MOUSE	tr|M3YK85|M3YK85_MUSPF
OG0011323	sp|Q8BR93|HARB1_MOUSE	tr|M3Y2E7|M3Y2E7_MUSPF
OG0011324	sp|Q8BT18|ARMD4_MOUSE	tr|M3Y3S1|M3Y3S1_MUSPF
OG0011325	sp|Q8BT60|CPNE3_MOUSE	tr|M3YHL0|M3YHL0_MUSPF
OG0011326	sp|Q8BWY3|ERF1_MOUSE	tr|M3YD56|M3YD56_MUSPF
OG0011327	tr|Q8BXH3|Q8BXH3_MOUSE	tr|A0A8U0NAT0|A0A8U0NAT0_MUSPF
OG0011328	sp|Q8C5G2|VASH2_MOUSE	tr|A0A8U0V7U0|A0A8U0V7U0_MUSPF
OG0011329	sp|Q8C5N5|PDD2L_MOUSE	tr|A0A8U0RVV5|A0A8U0RVV5_MUSPF
OG0011330	sp|Q8C9W3|ATS2_MOUSE	tr|A0A8U0NWK8|A0A8U0NWK8_MUSPF
OG0011331	sp|Q8CE97|CO062_MOUSE	tr|A0A8U0NSC0|A0A8U0NSC0_MUSPF
OG0011332	sp|Q8CF36|F229B_MOUSE	tr|A0A8U0V2A3|A0A8U0V2A3_MUSPF
OG0011333	sp|Q8CFJ9|WDR24_MOUSE	tr|M3YWY8|M3YWY8_MUSPF
OG0011334	sp|Q8JZM6|TIFAB_MOUSE	tr|M3YF27|M3YF27_MUSPF
OG0011335	sp|Q8K1Z0|COQ9_MOUSE	tr|A0A8U0MJK2|A0A8U0MJK2_MUSPF
OG0011336	sp|Q8R0Z5|MFRN2_MOUSE	tr|A0A8U0MPQ2|A0A8U0MPQ2_MUSPF
OG0011337	sp|Q8VCM5|MUL1_MOUSE	tr|M3YXE1|M3YXE1_MUSPF
OG0011338	sp|Q920Q2|REV1_MOUSE	tr|M3YKY0|M3YKY0_MUSPF
OG0011339	sp|Q922B1|MACD1_MOUSE	tr|A0A8U0N888|A0A8U0N888_MUSPF
OG0011340	sp|Q922D4|PP6R3_MOUSE	tr|A0A8U0UMQ9|A0A8U0UMQ9_MUSPF
OG0011341	sp|Q922H1|ANM3_MOUSE	tr|M3YR59|M3YR59_MUSPF
OG0011342	sp|Q99PN0|SC5A5_MOUSE	tr|A0A8U0MZJ9|A0A8U0MZJ9_MUSPF
OG0011343	sp|Q9CQS3|FIBIN_MOUSE	tr|A0A8U0MVQ8|A0A8U0MVQ8_MUSPF
OG0011344	sp|Q9CR08|RPP29_MOUSE	tr|A0A8U0TH47|A0A8U0TH47_MUSPF
OG0011345	sp|Q9D611|OCSTP_MOUSE	tr|A0A8U0S820|A0A8U0S820_MUSPF
OG0011346	sp|Q9D8U4|C1QT2_MOUSE	tr|M3YPC6|M3YPC6_MUSPF
OG0011347	sp|Q9D958|SPCS1_MOUSE	tr|A0A8U0MDP4|A0A8U0MDP4_MUSPF
OG0011348	sp|Q9DB98|LENG1_MOUSE	tr|G9K825|G9K825_MUSPF
OG0011349	sp|Q9DCB1|HMGN3_MOUSE	tr|A0A8U0SVP3|A0A8U0SVP3_MUSPF
OG0011350	sp|Q9QX96|SALL2_MOUSE	tr|A0A8U0MY01|A0A8U0MY01_MUSPF
OG0011351	sp|A0A140LI88|ANR31_MOUSE	tr|A0A8U0RSW0|A0A8U0RSW0_MUSPF
OG0011352	sp|B2RXR6|ANR44_MOUSE	tr|A0A8U0T9Q7|A0A8U0T9Q7_MUSPF
OG0011353	tr|E9PX79|E9PX79_MOUSE	tr|A0A8U0MNH1|A0A8U0MNH1_MUSPF
OG0011354	tr|F8VQ07|F8VQ07_MOUSE	tr|A0A8U0N3M8|A0A8U0N3M8_MUSPF
OG0011355	sp|P16014|SCG1_MOUSE	tr|A0A8U0SV64|A0A8U0SV64_MUSPF
OG0011356	sp|P30306|MPIP2_MOUSE	tr|A0A8U0SFM4|A0A8U0SFM4_MUSPF
OG0011357	sp|P35454|NEU1_MOUSE	tr|M3YC45|M3YC45_MUSPF
OG0011358	sp|P35710|SOX5_MOUSE	tr|A0A8U0NJR3|A0A8U0NJR3_MUSPF
OG0011359	sp|P50752|TNNT2_MOUSE	tr|A0A8U0NVB3|A0A8U0NVB3_MUSPF
OG0011360	sp|P56469|CORT_MOUSE	tr|M3YYD6|M3YYD6_MUSPF
OG0011361	sp|P61216|TAF13_MOUSE	tr|M3XUK6|M3XUK6_MUSPF
OG0011362	sp|P63056|NOE3_MOUSE	tr|A0A8U0T4U7|A0A8U0T4U7_MUSPF
OG0011363	sp|P70458|IPSP_MOUSE	tr|M3XVL4|M3XVL4_MUSPF
OG0011364	sp|P82198|BGH3_MOUSE	tr|M3YEV6|M3YEV6_MUSPF
OG0011365	sp|Q03717|KCNB1_MOUSE	tr|M3Z1J4|M3Z1J4_MUSPF
OG0011366	sp|Q09324|GCNT1_MOUSE	tr|M3Z4E8|M3Z4E8_MUSPF
OG0011367	sp|Q0VF94|NKPD1_MOUSE	tr|A0A8U0RYE3|A0A8U0RYE3_MUSPF
OG0011368	sp|Q3U3N0|MIER2_MOUSE	tr|A0A8U0NDD9|A0A8U0NDD9_MUSPF
OG0011369	sp|Q3UHE1|PITM3_MOUSE	tr|A0A8U0SCE7|A0A8U0SCE7_MUSPF
OG0011370	sp|Q4ZJN1|C1QT9_MOUSE	tr|M3XNI8|M3XNI8_MUSPF
OG0011371	sp|Q5BJ29|FBXL7_MOUSE	tr|A0A8U0MYQ9|A0A8U0MYQ9_MUSPF
OG0011372	sp|Q61999|ODFP1_MOUSE	tr|M3YUL5|M3YUL5_MUSPF
OG0011373	sp|Q68G58|APEX2_MOUSE	tr|M3XW11|M3XW11_MUSPF
OG0011374	sp|Q7M6Z4|KIF27_MOUSE	tr|A0A8U0SHW0|A0A8U0SHW0_MUSPF
OG0011375	sp|Q7TN33|CELF6_MOUSE	tr|A0A8U0SXS1|A0A8U0SXS1_MUSPF
OG0011376	sp|Q80XZ4|I22R1_MOUSE	tr|M3YWM6|M3YWM6_MUSPF
OG0011377	sp|Q8BGR9|UBCP1_MOUSE	tr|M3YPN9|M3YPN9_MUSPF
OG0011378	sp|Q8BI67|ZN473_MOUSE	tr|A0A8U0NZY5|A0A8U0NZY5_MUSPF
OG0011379	sp|Q8BSE0|RMD2_MOUSE	tr|A0A8U0V2H0|A0A8U0V2H0_MUSPF
OG0011380	sp|Q8BW93|C5AR2_MOUSE	tr|A0A8U0RZ84|A0A8U0RZ84_MUSPF
OG0011381	sp|Q8C1B2|PARPT_MOUSE	tr|M3XUN2|M3XUN2_MUSPF
OG0011382	sp|Q8CAM5|RAB36_MOUSE	tr|A0A8U0REJ7|A0A8U0REJ7_MUSPF
OG0011383	sp|Q8CBX9|BIVM_MOUSE	tr|A0A8U0TCX7|A0A8U0TCX7_MUSPF
OG0011384	sp|Q8CE72|CPLN1_MOUSE	tr|A0A8U0V0G2|A0A8U0V0G2_MUSPF
OG0011385	sp|Q8K0L2|ENTP8_MOUSE	tr|A0A8U0T898|A0A8U0T898_MUSPF
OG0011386	sp|Q8VI67|SP7_MOUSE	tr|M3Y3T4|M3Y3T4_MUSPF
OG0011387	sp|Q91YK2|RRP1B_MOUSE	tr|A0A8U0SEN3|A0A8U0SEN3_MUSPF
OG0011388	sp|Q91YT7|YTHD2_MOUSE	tr|M3YVM9|M3YVM9_MUSPF
OG0011389	sp|Q91ZV0|MIA2_MOUSE	tr|A0A8U0N9T5|A0A8U0N9T5_MUSPF
OG0011390	sp|Q99JN2|KLH22_MOUSE	tr|A0A8U0SQV1|A0A8U0SQV1_MUSPF
OG0011391	sp|Q99JW5|EPCAM_MOUSE	tr|A0A8U0RZE6|A0A8U0RZE6_MUSPF
OG0011392	sp|Q99LH4|ZN672_MOUSE	tr|A0A8U0RIS0|A0A8U0RIS0_MUSPF
OG0011393	sp|Q9CPP0|NPM3_MOUSE	tr|M3YZM9|M3YZM9_MUSPF
OG0011394	sp|Q9D0J4|ARL2_MOUSE	tr|M3YM18|M3YM18_MUSPF
OG0011395	sp|Q9D3W1|RSP14_MOUSE	tr|M3XUQ9|M3XUQ9_MUSPF
OG0011396	sp|Q9D3W4|GPN3_MOUSE	tr|M3XST4|M3XST4_MUSPF
OG0011397	sp|Q9D6Y4|BORC8_MOUSE	tr|A0A8U0MZ12|A0A8U0MZ12_MUSPF
OG0011398	sp|Q9D787|PPIL2_MOUSE	tr|M3XVM1|M3XVM1_MUSPF
OG0011399	sp|Q9D7V1|SH24A_MOUSE	tr|A0A8U0RRL0|A0A8U0RRL0_MUSPF
OG0011400	sp|Q9D8X0|MANBL_MOUSE	tr|G9K9E0|G9K9E0_MUSPF
OG0011401	sp|Q9DAU1|CNPY3_MOUSE	tr|A0A8U0RPN5|A0A8U0RPN5_MUSPF
OG0011402	sp|Q9EQG3|SCEL_MOUSE	tr|A0A8U0UTW5|A0A8U0UTW5_MUSPF
OG0011403	sp|Q9ER72|SYCC_MOUSE	tr|M3Y111|M3Y111_MUSPF
OG0011404	sp|Q9JHU2|PALMD_MOUSE	tr|M3YLJ2|M3YLJ2_MUSPF
OG0011405	sp|Q9JI78|NGLY1_MOUSE	tr|A0A8U0MTU2|A0A8U0MTU2_MUSPF
OG0011406	sp|Q9JIZ9|PLS3_MOUSE	tr|A0A8U0TFF3|A0A8U0TFF3_MUSPF
OG0011407	sp|Q9JLT2|TREA_MOUSE	tr|A0A8U0MP26|A0A8U0MP26_MUSPF
OG0011408	sp|Q9QY81|PO210_MOUSE	tr|A0A8U0R9N2|A0A8U0R9N2_MUSPF
OG0011409	tr|Q9QZ18|Q9QZ18_MOUSE	tr|A0A8U0STM4|A0A8U0STM4_MUSPF
OG0011410	sp|Q9R182|ANGL3_MOUSE	tr|A0A8U0MRA1|A0A8U0MRA1_MUSPF
OG0011411	sp|Q9R1A8|COP1_MOUSE	tr|A0A8U0UR48|A0A8U0UR48_MUSPF
OG0011412	sp|Q9WVK5|B4GT6_MOUSE	tr|M3Y6E6|M3Y6E6_MUSPF
OG0011413	sp|Q9Z1P8|ANGL4_MOUSE	tr|M3Y7A8|M3Y7A8_MUSPF
OG0011414	sp|A0JLY1|CF210_MOUSE	tr|A0A8U0MJ65|A0A8U0MJ65_MUSPF
OG0011415	tr|A2A5F7|A2A5F7_MOUSE	tr|M3YGL1|M3YGL1_MUSPF
OG0011416	tr|B9EJW5|B9EJW5_MOUSE	tr|M3YUI7|M3YUI7_MUSPF
OG0011418	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|A0A8U0SQX8|A0A8U0SQX8_MUSPF
OG0011419	tr|E9QAS1|E9QAS1_MOUSE	tr|M3XRP3|M3XRP3_MUSPF
OG0011420	tr|G3XA30|G3XA30_MOUSE	tr|A0A8U0NT97|A0A8U0NT97_MUSPF
OG0011421	sp|O08785|CLOCK_MOUSE	tr|A0A8U0NC19|A0A8U0NC19_MUSPF
OG0011422	sp|O35295|PURB_MOUSE	tr|A0A8U0SPM7|A0A8U0SPM7_MUSPF
OG0011423	sp|O35714|TNR18_MOUSE	tr|A0A8U0NHU2|A0A8U0NHU2_MUSPF
OG0011424	sp|O88851|RBBP9_MOUSE	tr|A0A8U0MTF3|A0A8U0MTF3_MUSPF
OG0011425	sp|P07214|SPRC_MOUSE	tr|M3YQF8|M3YQF8_MUSPF
OG0011426	sp|P18911|RARG_MOUSE	tr|M3Y411|M3Y411_MUSPF
OG0011427	sp|P23475|XRCC6_MOUSE	tr|A0A8U0N785|A0A8U0N785_MUSPF
OG0011428	sp|P46718|PDCD2_MOUSE	tr|A0A8U0S4L0|A0A8U0S4L0_MUSPF
OG0011429	sp|P58281|OPA1_MOUSE	tr|M3XWZ8|M3XWZ8_MUSPF
OG0011430	sp|P58854|GCP3_MOUSE	tr|A0A8U0S6C0|A0A8U0S6C0_MUSPF
OG0011431	sp|Q3TB48|TM104_MOUSE	tr|M3YRV9|M3YRV9_MUSPF
OG0011432	sp|Q3TC72|FAHD2_MOUSE	tr|M3YCH2|M3YCH2_MUSPF
OG0011433	sp|Q3U1V6|UEVLD_MOUSE	tr|A0A8U0MQR0|A0A8U0MQR0_MUSPF
OG0011434	tr|Q3U466|Q3U466_MOUSE	tr|A0A8U0MXT5|A0A8U0MXT5_MUSPF
OG0011435	sp|Q3U595|CV039_MOUSE	tr|A0A8U0NP61|A0A8U0NP61_MUSPF
OG0011436	sp|Q3UMZ3|PLPP5_MOUSE	tr|M3YE57|M3YE57_MUSPF
OG0011437	sp|Q3URY0|RTL4_MOUSE	tr|M3Z417|M3Z417_MUSPF
OG0011438	tr|Q3V118|Q3V118_MOUSE	tr|A0A8U0NHX2|A0A8U0NHX2_MUSPF
OG0011439	sp|Q5EBH1|RASF5_MOUSE	tr|A0A8U0S6V0|A0A8U0S6V0_MUSPF
OG0011440	sp|Q5U4E2|REPI1_MOUSE	tr|A0A8U0SG99|A0A8U0SG99_MUSPF
OG0011441	sp|Q61743|KCJ11_MOUSE	tr|M3Z5L8|M3Z5L8_MUSPF
OG0011442	sp|Q62132|PTPRR_MOUSE	tr|M3Z1B9|M3Z1B9_MUSPF
OG0011443	sp|Q64441|CP24A_MOUSE	tr|M3Y465|M3Y465_MUSPF
OG0011444	sp|Q64739|COBA2_MOUSE	tr|A0A8U0UW91|A0A8U0UW91_MUSPF
OG0011445	sp|Q6GQT9|NOMO1_MOUSE	tr|A0A8U0UTP0|A0A8U0UTP0_MUSPF
OG0011446	sp|Q6NSR3|ADCK2_MOUSE	tr|M3XWF3|M3XWF3_MUSPF
OG0011447	sp|Q6PCL9|PAPOG_MOUSE	tr|M3Y1C6|M3Y1C6_MUSPF
OG0011448	sp|Q6PFG8|OLIG3_MOUSE	tr|A0A8U0SPZ5|A0A8U0SPZ5_MUSPF
OG0011449	sp|Q6PFH3|DCA15_MOUSE	tr|A0A8U0MN61|A0A8U0MN61_MUSPF
OG0011450	sp|Q6S5J6|KRIT1_MOUSE	tr|M3YAR0|M3YAR0_MUSPF
OG0011451	sp|Q769J6|ATS13_MOUSE	tr|M3YLK0|M3YLK0_MUSPF
OG0011452	sp|Q7TNG8|LDHD_MOUSE	tr|A0A8U0MSX2|A0A8U0MSX2_MUSPF
OG0011453	sp|Q7TQF7|AMPH_MOUSE	tr|A0A8U0VB72|A0A8U0VB72_MUSPF
OG0011454	sp|Q7TT15|GLT17_MOUSE	tr|M3YXM1|M3YXM1_MUSPF
OG0011455	sp|Q80WQ6|RHDF2_MOUSE	tr|A0A8U0SI88|A0A8U0SI88_MUSPF
OG0011456	sp|Q8BRH0|TMTC3_MOUSE	tr|M3Y8A1|M3Y8A1_MUSPF
OG0011457	sp|Q8CE23|OX26_MOUSE	tr|M3Z677|M3Z677_MUSPF
OG0011458	sp|Q8CGP0|H2B3B_MOUSE	tr|M3Z4A9|M3Z4A9_MUSPF
OG0011459	sp|Q8CH36|S36A4_MOUSE	tr|A0A8U0SHX2|A0A8U0SHX2_MUSPF
OG0011460	sp|Q8JZL1|I17RD_MOUSE	tr|A0A8U0NRU8|A0A8U0NRU8_MUSPF
OG0011461	sp|Q8JZM4|DNER_MOUSE	tr|A0A8U0V1P0|A0A8U0V1P0_MUSPF
OG0011462	sp|Q8R033|LYRM2_MOUSE	tr|A0A8U0N4A7|A0A8U0N4A7_MUSPF
OG0011463	sp|Q8R4H7|NAGS_MOUSE	tr|M3YDR9|M3YDR9_MUSPF
OG0011464	sp|Q8R5K2|UBP33_MOUSE	tr|A0A8U0ULG8|A0A8U0ULG8_MUSPF
OG0011465	sp|Q99LJ2|ABTB1_MOUSE	tr|M3Z0X3|M3Z0X3_MUSPF
OG0011466	sp|Q99MS8|TPGS1_MOUSE	tr|A0A8U0VAM1|A0A8U0VAM1_MUSPF
OG0011467	sp|Q99PW8|KIF17_MOUSE	tr|A0A8U0R8F1|A0A8U0R8F1_MUSPF
OG0011468	sp|Q9CR09|UFC1_MOUSE	tr|M3YS24|M3YS24_MUSPF
