Orthogroup	Mus_musculus	Bos_taurus
OG0015478	sp|Q8BHG2|CZIB_MOUSE	tr|A0A3Q1LX93|A0A3Q1LX93_BOVIN
OG0015479	sp|Q9JJ59|ABCB9_MOUSE	tr|A0A3Q1LZ87|A0A3Q1LZ87_BOVIN
OG0015480	sp|Q8BMF8|GLDN_MOUSE	tr|A0A3Q1M0P7|A0A3Q1M0P7_BOVIN
OG0015481	sp|Q9QXN0|SHRM3_MOUSE	tr|A0A3Q1MAR1|A0A3Q1MAR1_BOVIN
OG0015482	sp|Q9JJ43|RFOX1_MOUSE	tr|A0A3Q1MF95|A0A3Q1MF95_BOVIN
OG0015483	sp|P35710|SOX5_MOUSE	tr|A0A3Q1MR44|A0A3Q1MR44_BOVIN
OG0015484	sp|Q61809|LRRN1_MOUSE	sp|A0N0X6|LRRN1_BOVIN
OG0015485	sp|Q8BN59|LARP6_MOUSE	tr|A6H7E4|A6H7E4_BOVIN
OG0015486	sp|Q9DBW3|NATD1_MOUSE	sp|A6QL79|NATD1_BOVIN
OG0015487	sp|Q3U2K0|F193B_MOUSE	sp|A7MB40|F193B_BOVIN
OG0015488	sp|Q8BQM7|SMCO3_MOUSE	tr|E1BAP9|E1BAP9_BOVIN
OG0015489	sp|O09051|GUC2B_MOUSE	tr|E1BIM1|E1BIM1_BOVIN
OG0015490	sp|Q61606|GLR_MOUSE	tr|E1BKB6|E1BKB6_BOVIN
OG0015491	sp|Q3V1V3|ESF1_MOUSE	tr|E1BKI4|E1BKI4_BOVIN
OG0015492	sp|A2A5K6|ZN335_MOUSE	tr|E1BPQ2|E1BPQ2_BOVIN
OG0015493	sp|Q9ER41|TOR1B_MOUSE	tr|F1MBM5|F1MBM5_BOVIN
OG0015494	tr|B1AYM9|B1AYM9_MOUSE	tr|F1MFZ1|F1MFZ1_BOVIN
OG0015495	sp|Q924Z6|XPO6_MOUSE	tr|F1MI29|F1MI29_BOVIN
OG0015496	tr|A0A1D5RLR8|A0A1D5RLR8_MOUSE	tr|F1MK95|F1MK95_BOVIN
OG0015497	sp|Q99MN1|SYK_MOUSE	tr|F1MMK8|F1MMK8_BOVIN
OG0015498	sp|Q3UTY6|THSD4_MOUSE	tr|F1MND6|F1MND6_BOVIN
OG0015499	sp|O54689|CCR6_MOUSE	tr|F1MT56|F1MT56_BOVIN
OG0015500	sp|Q8BRJ4|PPR3E_MOUSE	tr|F1MV14|F1MV14_BOVIN
OG0015501	sp|Q99N13|HDAC9_MOUSE	tr|F1MWS5|F1MWS5_BOVIN
OG0015502	sp|Q3TWI9|CSCL2_MOUSE	tr|F1MY22|F1MY22_BOVIN
OG0015503	sp|Q80YA7|DPP8_MOUSE	tr|F1N1L4|F1N1L4_BOVIN
OG0015504	sp|Q3UWA6|GUC2C_MOUSE	tr|F1N5B2|F1N5B2_BOVIN
OG0015505	sp|Q9WV52|PLEK2_MOUSE	tr|F6QHR0|F6QHR0_BOVIN
OG0015506	tr|G5E8Z3|G5E8Z3_MOUSE	tr|G3N3D3|G3N3D3_BOVIN
OG0015507	sp|Q9D3R3|CEP72_MOUSE	tr|G3N3P2|G3N3P2_BOVIN
OG0015508	sp|Q8BHN1|TXLNG_MOUSE	tr|G3X6A9|G3X6A9_BOVIN
OG0015509	sp|Q0GNC1|INF2_MOUSE	tr|G5E5C0|G5E5C0_BOVIN
OG0015510	sp|Q6PZE0|MUC19_MOUSE	sp|P98091|MUC19_BOVIN
OG0015511	sp|Q62348|TSN_MOUSE	sp|Q08DM8|TSN_BOVIN
OG0015512	sp|Q4ZJN1|C1QT9_MOUSE	sp|Q0II24|C1QT9_BOVIN
OG0015513	sp|O54929|WSB2_MOUSE	sp|Q0V8J1|WSB2_BOVIN
OG0015514	sp|Q3TYE7|TLCD5_MOUSE	sp|Q0VD42|TLCD5_BOVIN
OG0015515	sp|Q6U7H8|PI5L1_MOUSE	sp|Q17QS4|PI5L1_BOVIN
OG0015516	sp|Q61024|ASNS_MOUSE	sp|Q1LZA3|ASNS_BOVIN
OG0015517	sp|Q8BGM7|AAKG3_MOUSE	sp|Q2LL38|AAKG3_BOVIN
OG0015518	sp|Q9DCW4|ETFB_MOUSE	sp|Q2TBV3|ETFB_BOVIN
OG0015519	sp|B1AS42|NB5R5_MOUSE	tr|A0A3Q1LIS5|A0A3Q1LIS5_BOVIN
OG0015520	sp|Q80WG7|TRI36_MOUSE	tr|A0A3Q1LK96|A0A3Q1LK96_BOVIN
OG0015521	tr|Q8VFG2|Q8VFG2_MOUSE	tr|A0A3Q1LQT5|A0A3Q1LQT5_BOVIN
OG0015522	sp|O70361|PER3_MOUSE	tr|A0A3Q1LT36|A0A3Q1LT36_BOVIN
OG0015523	sp|Q8BRB7|KAT6B_MOUSE	tr|A0A3Q1LU60|A0A3Q1LU60_BOVIN
OG0015524	sp|Q8K273|EMC5_MOUSE	tr|A0A3Q1M0D4|A0A3Q1M0D4_BOVIN
OG0015525	sp|Q91W69|EPN3_MOUSE	tr|A0A3Q1M4S2|A0A3Q1M4S2_BOVIN
OG0015526	sp|Q8BWU3|F131A_MOUSE	tr|A0A3Q1M706|A0A3Q1M706_BOVIN
OG0015527	sp|P48722|HS74L_MOUSE	tr|A0A3Q1M7L5|A0A3Q1M7L5_BOVIN
OG0015528	sp|Q8BXA0|LRFN5_MOUSE	tr|A0A3Q1N6H4|A0A3Q1N6H4_BOVIN
OG0015529	sp|Q8BGG0|ZNT8_MOUSE	tr|A0A3Q1N919|A0A3Q1N919_BOVIN
OG0015530	sp|E9Q735|UBE4A_MOUSE	sp|A5PKG6|UBE4A_BOVIN
OG0015531	sp|Q99ML9|RN111_MOUSE	tr|A6QLE0|A6QLE0_BOVIN
OG0015532	sp|Q8BGQ7|SYAC_MOUSE	tr|A6QLT9|A6QLT9_BOVIN
OG0015533	sp|Q8BVD5|MPP7_MOUSE	sp|A6QQZ7|MPP7_BOVIN
OG0015534	sp|Q9CZ92|CENPP_MOUSE	tr|A7YWP8|A7YWP8_BOVIN
OG0015535	sp|Q6PGN1|ERFE_MOUSE	tr|E1B7Z9|E1B7Z9_BOVIN
OG0015536	sp|Q7TT15|GLT17_MOUSE	tr|E1B9U7|E1B9U7_BOVIN
OG0015537	sp|P70178|SIX5_MOUSE	tr|E1BAD7|E1BAD7_BOVIN
OG0015538	sp|Q68FG3|SPT2_MOUSE	tr|E1BBR9|E1BBR9_BOVIN
OG0015539	sp|P47930|FOSL2_MOUSE	tr|E1BBZ8|E1BBZ8_BOVIN
OG0015540	sp|P52955|LBX1_MOUSE	tr|E1BC20|E1BC20_BOVIN
OG0015541	sp|A2A6A1|GPTC8_MOUSE	tr|E1BC37|E1BC37_BOVIN
OG0015542	sp|Q8C754|VPS52_MOUSE	tr|E1BDC9|E1BDC9_BOVIN
OG0015543	sp|Q99NG0|ARIP4_MOUSE	tr|E1BEK4|E1BEK4_BOVIN
OG0015544	sp|Q69Z69|ESCO1_MOUSE	tr|E1BF75|E1BF75_BOVIN
OG0015545	sp|Q6PEE2|CTIF_MOUSE	tr|E1BGJ9|E1BGJ9_BOVIN
OG0015546	sp|Q6B9Z0|IGFL_MOUSE	tr|E1BIH0|E1BIH0_BOVIN
OG0015547	sp|Q7TMA4|FFAR4_MOUSE	tr|E1BKC0|E1BKC0_BOVIN
OG0015548	sp|Q9CUX1|P52K_MOUSE	tr|E1BL80|E1BL80_BOVIN
OG0015549	sp|Q3UUF8|AN34B_MOUSE	tr|F1ME24|F1ME24_BOVIN
OG0015550	sp|Q9Z2H1|RGS11_MOUSE	tr|F1MMH1|F1MMH1_BOVIN
OG0015551	sp|A0A1W2P872|NOVA2_MOUSE	tr|F1MS84|F1MS84_BOVIN
OG0015552	sp|Q9CWF6|BBS2_MOUSE	tr|F1MU26|F1MU26_BOVIN
OG0015553	sp|Q8BNQ3|G137B_MOUSE	tr|F1MW09|F1MW09_BOVIN
OG0015554	sp|Q6P7W0|SENP6_MOUSE	tr|F1N1L7|F1N1L7_BOVIN
OG0015555	sp|Q03173|ENAH_MOUSE	tr|F1N214|F1N214_BOVIN
OG0015556	sp|Q8BGV9|ATG4D_MOUSE	tr|F1N5L1|F1N5L1_BOVIN
OG0015557	sp|Q8BYC4|GPR20_MOUSE	tr|F1N625|F1N625_BOVIN
OG0015558	sp|Q9D8C3|ALG13_MOUSE	tr|F6QS46|F6QS46_BOVIN
OG0015559	sp|E9Q5G3|KIF23_MOUSE	tr|F6RPS1|F6RPS1_BOVIN
OG0015560	sp|Q8R4U1|MYPOP_MOUSE	tr|G3MYY2|G3MYY2_BOVIN
OG0015561	sp|A2AED3|FNDC7_MOUSE	tr|G3MZP7|G3MZP7_BOVIN
OG0015562	sp|Q91Z61|DIRA1_MOUSE	tr|G5E6L2|G5E6L2_BOVIN
OG0015563	sp|P0C1P0|PIGY_MOUSE	sp|P0C1N9|PIGY_BOVIN
OG0015564	sp|Q61481|PDE1A_MOUSE	sp|P14100|PDE1A_BOVIN
OG0015565	sp|P68510|1433F_MOUSE	sp|P68509|1433F_BOVIN
OG0015566	sp|Q8VI56|LRP4_MOUSE	tr|Q00KA9|Q00KA9_BOVIN
OG0015567	sp|Q9JK38|GNA1_MOUSE	tr|Q08DV2|Q08DV2_BOVIN
OG0015568	sp|Q9ESS0|DUS10_MOUSE	sp|Q0IID7|DUS10_BOVIN
OG0015569	sp|P82348|SGCG_MOUSE	sp|Q0VCU7|SGCG_BOVIN
OG0015570	sp|Q923B0|GGACT_MOUSE	sp|Q0VFX9|GGACT_BOVIN
OG0015571	sp|Q03288|ASIP_MOUSE	sp|Q29414|ASIP_BOVIN
OG0015572	sp|Q9EPX5|FXL12_MOUSE	sp|Q32PG9|FXL12_BOVIN
OG0015573	sp|Q8K126|RF1M_MOUSE	sp|Q3MHI7|RF1M_BOVIN
OG0015574	sp|P60603|ROMO1_MOUSE	sp|Q3SZV8|ROMO1_BOVIN
OG0015575	sp|Q9DCP9|DAZP2_MOUSE	sp|Q3T0K9|DAZP2_BOVIN
OG0015576	sp|Q9JJR6|CK016_MOUSE	tr|Q58DB9|Q58DB9_BOVIN
OG0015577	sp|P98086|C1QA_MOUSE	sp|Q5E9E3|C1QA_BOVIN
OG0015578	sp|Q8BIW1|PRUN1_MOUSE	sp|Q5E9Y6|PRUN1_BOVIN
OG0015579	sp|Q8K0D2|HABP2_MOUSE	sp|Q5E9Z2|HABP2_BOVIN
OG0015580	sp|Q8K4J6|MRTFA_MOUSE	tr|A0A3Q1LLJ2|A0A3Q1LLJ2_BOVIN
OG0015581	sp|Q60722|ITF2_MOUSE	tr|A0A3Q1LLQ6|A0A3Q1LLQ6_BOVIN
OG0015582	sp|Q7M6Y2|SOX11_MOUSE	tr|A0A3Q1LUQ3|A0A3Q1LUQ3_BOVIN
OG0015583	sp|Q91YD6|VILL_MOUSE	tr|A0A3Q1M397|A0A3Q1M397_BOVIN
OG0015584	sp|Q9DBT4|ENTP4_MOUSE	tr|A0A3Q1M496|A0A3Q1M496_BOVIN
OG0015585	tr|E9Q8G3|E9Q8G3_MOUSE	tr|A0A3Q1MFP3|A0A3Q1MFP3_BOVIN
OG0015586	sp|Q61469|PLPP1_MOUSE	tr|A0A3Q1MIK4|A0A3Q1MIK4_BOVIN
OG0015587	sp|Q8BUM3|PTN7_MOUSE	tr|A0A3Q1MNB6|A0A3Q1MNB6_BOVIN
OG0015588	sp|Q3TYX3|SMYD5_MOUSE	tr|A0A3S5ZPV5|A0A3S5ZPV5_BOVIN
OG0015589	sp|Q9DCL4|MET15_MOUSE	sp|A0JN95|MET15_BOVIN
OG0015590	sp|Q0VBK2|K2C80_MOUSE	sp|A0JND2|K2C80_BOVIN
OG0015591	sp|Q9JJE7|FADS3_MOUSE	sp|A4IFP3|FADS3_BOVIN
OG0015592	sp|Q3U4N7|IGFR1_MOUSE	sp|A5PJC7|IGFR1_BOVIN
OG0015593	sp|Q9JHU3|CDK20_MOUSE	tr|A6H7E6|A6H7E6_BOVIN
OG0015594	sp|O08901|BUB1_MOUSE	tr|A6QLW0|A6QLW0_BOVIN
OG0015595	sp|P41183|BCL6_MOUSE	tr|E1B8E6|E1B8E6_BOVIN
OG0015596	sp|A2AJA9|AJM1_MOUSE	tr|E1B9Y2|E1B9Y2_BOVIN
OG0015597	sp|Q3U319|BRE1B_MOUSE	tr|E1BCI2|E1BCI2_BOVIN
OG0015598	sp|P61406|EST1A_MOUSE	tr|E1BFK4|E1BFK4_BOVIN
OG0015599	sp|Q9ESJ4|SPN90_MOUSE	tr|E1BG80|E1BG80_BOVIN
OG0015600	sp|Q6PJN8|DALD3_MOUSE	tr|E1BGI8|E1BGI8_BOVIN
OG0015601	sp|Q7TSH4|CP110_MOUSE	tr|E1BGQ5|E1BGQ5_BOVIN
OG0015602	sp|Q8BXP5|PANKY_MOUSE	tr|E1BIX6|E1BIX6_BOVIN
OG0015603	sp|Q9JI39|ABCBA_MOUSE	tr|E1BL88|E1BL88_BOVIN
OG0015604	sp|Q99PG4|RGS18_MOUSE	tr|E1BMB5|E1BMB5_BOVIN
OG0015605	sp|Q8QZZ7|TPRKB_MOUSE	tr|E1BN75|E1BN75_BOVIN
OG0015606	sp|Q6NXY9|RPC7_MOUSE	tr|E1BNG5|E1BNG5_BOVIN
OG0015607	sp|Q7M6Z4|KIF27_MOUSE	tr|E1BNN5|E1BNN5_BOVIN
OG0015608	sp|O08609|MLX_MOUSE	tr|F1MD86|F1MD86_BOVIN
OG0015609	sp|O09101|PIGF_MOUSE	tr|F1MNK5|F1MNK5_BOVIN
OG0015610	sp|Q8BM13|NOE2_MOUSE	tr|F1MTJ5|F1MTJ5_BOVIN
OG0015611	tr|E9PW10|E9PW10_MOUSE	tr|F1MYM5|F1MYM5_BOVIN
OG0015612	sp|P98078|DAB2_MOUSE	tr|F1N371|F1N371_BOVIN
OG0015613	sp|Q80VU4|NTF4_MOUSE	tr|G3MYR8|G3MYR8_BOVIN
OG0015614	sp|Q9CWS0|DDAH1_MOUSE	sp|P56965|DDAH1_BOVIN
OG0015615	sp|Q8BPI1|KTU_MOUSE	sp|Q0VC73|KTU_BOVIN
OG0015616	sp|Q60806|PLK3_MOUSE	tr|Q0VCE7|Q0VCE7_BOVIN
OG0015617	sp|Q8VHZ7|IMP4_MOUSE	sp|Q0VD01|IMP4_BOVIN
OG0015618	sp|Q9CR22|TMM42_MOUSE	sp|Q2KIX3|TMM42_BOVIN
OG0015619	sp|Q9D5T7|HORM1_MOUSE	sp|Q2KIY6|HORM1_BOVIN
OG0015620	sp|Q9CPV5|PMF1_MOUSE	sp|Q2T9N4|PMF1_BOVIN
OG0015621	sp|Q8BM72|HSP13_MOUSE	sp|Q2TBX4|HSP13_BOVIN
OG0015622	sp|Q3KNY5|RIAD1_MOUSE	sp|Q32PB2|RIAD1_BOVIN
OG0015623	sp|Q63871|RPAB4_MOUSE	sp|Q3ZBC0|RPAB4_BOVIN
OG0015624	sp|Q9QXA5|LSM4_MOUSE	sp|Q3ZBK6|LSM4_BOVIN
OG0015625	sp|A2AJQ3|D19L4_MOUSE	tr|A0A3Q1LPP1|A0A3Q1LPP1_BOVIN
OG0015626	sp|Q3THK7|GUAA_MOUSE	tr|A0A3Q1LUN6|A0A3Q1LUN6_BOVIN
OG0015627	sp|Q5QNQ9|CORA1_MOUSE	tr|A0A3Q1M646|A0A3Q1M646_BOVIN
OG0015628	sp|Q8CI03|FWCH1_MOUSE	tr|A0A3Q1M6M6|A0A3Q1M6M6_BOVIN
OG0015629	sp|Q7TT18|MCAF1_MOUSE	tr|A0A3Q1M7L9|A0A3Q1M7L9_BOVIN
OG0015630	sp|Q9QXG4|ACSA_MOUSE	tr|A0A3Q1MB37|A0A3Q1MB37_BOVIN
OG0015631	sp|Q9DAT5|MTU1_MOUSE	tr|A0A3Q1MBS8|A0A3Q1MBS8_BOVIN
OG0015632	sp|P31257|HXC10_MOUSE	tr|A0A3Q1N3B9|A0A3Q1N3B9_BOVIN
OG0015633	sp|Q99JZ7|ERRFI_MOUSE	tr|A0JN98|A0JN98_BOVIN
OG0015634	sp|Q9DBC3|CMTR1_MOUSE	sp|A2VE39|CMTR1_BOVIN
OG0015635	sp|Q811M1|RHG15_MOUSE	sp|A4IF90|RHG15_BOVIN
OG0015636	sp|Q8BVA4|LMOD1_MOUSE	tr|A4IFK3|A4IFK3_BOVIN
OG0015637	sp|Q7M756|PRS54_MOUSE	tr|A5PJD4|A5PJD4_BOVIN
OG0015638	sp|Q8K248|HPDL_MOUSE	tr|A5PJL0|A5PJL0_BOVIN
OG0015639	sp|Q3UPW2|ELF3_MOUSE	tr|A5PJQ8|A5PJQ8_BOVIN
OG0015640	sp|Q9CSP9|TTC14_MOUSE	tr|A6QNT7|A6QNT7_BOVIN
OG0015641	sp|Q9D2J7|ANKE1_MOUSE	tr|E1B993|E1B993_BOVIN
OG0015642	sp|Q8BHW6|SPT21_MOUSE	tr|E1BE70|E1BE70_BOVIN
OG0015643	sp|Q9WV74|ASB1_MOUSE	tr|E1BEH6|E1BEH6_BOVIN
OG0015644	sp|Q7TPM1|PRC2B_MOUSE	tr|E1BGB2|E1BGB2_BOVIN
OG0015645	sp|Q9EPL8|IPO7_MOUSE	tr|E1BGE5|E1BGE5_BOVIN
OG0015646	sp|Q9EPZ6|TBX18_MOUSE	tr|E1BJT1|E1BJT1_BOVIN
OG0015647	tr|A0A1L1SUA2|A0A1L1SUA2_MOUSE	tr|E1BKF2|E1BKF2_BOVIN
OG0015648	sp|Q9CZT4|RPC5_MOUSE	tr|E1BKG7|E1BKG7_BOVIN
OG0015649	sp|Q8K448|ABCA5_MOUSE	tr|E1BKP0|E1BKP0_BOVIN
OG0015650	sp|Q8BMI0|FBX38_MOUSE	tr|E1BPZ7|E1BPZ7_BOVIN
OG0015651	sp|Q9EQQ9|OGA_MOUSE	tr|E1BQ16|E1BQ16_BOVIN
OG0015652	sp|Q8C8U0|LIPB1_MOUSE	tr|F1MQQ8|F1MQQ8_BOVIN
OG0015653	sp|Q3TVW5|TCHP_MOUSE	tr|F1MYY5|F1MYY5_BOVIN
OG0015654	sp|Q3TQQ9|CA112_MOUSE	tr|F1N2U2|F1N2U2_BOVIN
OG0015655	sp|Q923X1|AGRL4_MOUSE	tr|F1N570|F1N570_BOVIN
OG0015656	sp|Q62070|PIM2_MOUSE	tr|F6RP02|F6RP02_BOVIN
OG0015657	sp|Q60878|OL140_MOUSE	tr|G3MY45|G3MY45_BOVIN
OG0015658	sp|P83503|NYX_MOUSE	tr|G3N218|G3N218_BOVIN
OG0015659	sp|P24270|CATA_MOUSE	sp|P00432|CATA_BOVIN
OG0015660	sp|P46412|GPX3_MOUSE	sp|P37141|GPX3_BOVIN
OG0015661	sp|P32958|ROM1_MOUSE	sp|P52205|ROM1_BOVIN
OG0015662	sp|P56983|TM14A_MOUSE	sp|P56982|TM14A_BOVIN
OG0015663	sp|Q8CHX6|MBTP2_MOUSE	sp|Q0III2|MBTP2_BOVIN
OG0015664	sp|Q80TA1|EPT1_MOUSE	sp|Q17QM4|EPT1_BOVIN
OG0015665	sp|Q8VEC4|CAHM2_MOUSE	sp|Q2HJ63|CAHM2_BOVIN
OG0015666	sp|Q68EF0|RAB3I_MOUSE	tr|Q2KI32|Q2KI32_BOVIN
OG0015667	sp|Q9CQL2|CCER1_MOUSE	sp|Q2T9P9|CCER1_BOVIN
OG0015668	sp|Q9DAD6|PROF3_MOUSE	sp|Q32PB1|PROF3_BOVIN
OG0015669	sp|Q99LD8|DDAH2_MOUSE	sp|Q3SX44|DDAH2_BOVIN
OG0015670	sp|Q7TQI3|OTUB1_MOUSE	tr|Q3T0Y1|Q3T0Y1_BOVIN
OG0015671	sp|Q8BJ51|MFS11_MOUSE	tr|A0A3Q1LJJ7|A0A3Q1LJJ7_BOVIN
OG0015672	sp|Q7TSH8|TMM94_MOUSE	tr|A0A3Q1LU14|A0A3Q1LU14_BOVIN
OG0015673	sp|P59024|FKB14_MOUSE	tr|A0A3Q1LWI1|A0A3Q1LWI1_BOVIN
OG0015674	sp|Q99020|ROAA_MOUSE	tr|A0A3Q1LZD9|A0A3Q1LZD9_BOVIN
OG0015675	sp|Q9D180|CFA57_MOUSE	tr|A0A3Q1M7I7|A0A3Q1M7I7_BOVIN
OG0015676	tr|Q8BVY4|Q8BVY4_MOUSE	tr|A0A3Q1MIA7|A0A3Q1MIA7_BOVIN
OG0015677	sp|O09039|SH2B3_MOUSE	tr|A0A3Q1MQG1|A0A3Q1MQG1_BOVIN
OG0015678	sp|Q8CIP4|MARK4_MOUSE	tr|A0A3Q1MUZ6|A0A3Q1MUZ6_BOVIN
OG0015679	sp|Q8VCM8|NCLN_MOUSE	tr|A0A3Q1NCG7|A0A3Q1NCG7_BOVIN
OG0015680	sp|Q8BT51|COA4_MOUSE	tr|A0A3Q1NNI1|A0A3Q1NNI1_BOVIN
OG0015681	sp|P37913|DNLI1_MOUSE	tr|A0A3S5ZPU0|A0A3S5ZPU0_BOVIN
OG0015682	sp|P48985|ATOH1_MOUSE	tr|A4IFC1|A4IFC1_BOVIN
OG0015683	sp|P28235|CXA4_MOUSE	sp|A4IFL1|CXA4_BOVIN
OG0015684	sp|P52019|ERG1_MOUSE	tr|A5D9A8|A5D9A8_BOVIN
OG0015685	sp|Q61510|TRI25_MOUSE	tr|A6QLA8|A6QLA8_BOVIN
OG0015686	sp|P61237|YPEL3_MOUSE	sp|A6QPH8|YPEL3_BOVIN
OG0015687	sp|Q8C4U2|TM145_MOUSE	tr|A8QQK1|A8QQK1_BOVIN
OG0015688	sp|Q05A56|HYAL4_MOUSE	tr|E1B8K4|E1B8K4_BOVIN
OG0015689	sp|Q8BKT3|GCFC2_MOUSE	tr|E1BDX0|E1BDX0_BOVIN
OG0015690	sp|E9Q3S4|M3K19_MOUSE	tr|E1BGV8|E1BGV8_BOVIN
OG0015691	sp|P30415|NKTR_MOUSE	tr|E1BJT5|E1BJT5_BOVIN
OG0015692	sp|Q6P4T1|SNX19_MOUSE	tr|E1BKW9|E1BKW9_BOVIN
OG0015693	tr|Q3V3W4|Q3V3W4_MOUSE	tr|E1BNH4|E1BNH4_BOVIN
OG0015694	sp|Q9D394|RUFY3_MOUSE	tr|E1BNY5|E1BNY5_BOVIN
OG0015695	tr|E9PY43|E9PY43_MOUSE	tr|F1MGX3|F1MGX3_BOVIN
OG0015696	sp|Q80T23|SYTL5_MOUSE	tr|F1MMM4|F1MMM4_BOVIN
OG0015697	sp|Q9JIX9|FASTK_MOUSE	tr|F1MQ72|F1MQ72_BOVIN
OG0015698	tr|A0A5F8MPP0|A0A5F8MPP0_MOUSE	tr|F1MRP8|F1MRP8_BOVIN
OG0015699	sp|Q3U1T9|DEN1B_MOUSE	tr|F1MUA1|F1MUA1_BOVIN
OG0015700	sp|P60330|ESPL1_MOUSE	tr|F1MW01|F1MW01_BOVIN
OG0015701	tr|A0A571BDQ7|A0A571BDQ7_MOUSE	tr|F1N0A5|F1N0A5_BOVIN
OG0015702	sp|Q8BHH1|AQP11_MOUSE	tr|F1N1C3|F1N1C3_BOVIN
OG0015703	sp|P62500|T22D1_MOUSE	tr|F1N4X3|F1N4X3_BOVIN
OG0015704	sp|Q8C0Q3|TTC34_MOUSE	tr|F1N5B7|F1N5B7_BOVIN
OG0015705	sp|Q9JJZ9|CNGB3_MOUSE	tr|G3MXA9|G3MXA9_BOVIN
OG0015706	sp|Q8CI51|PDLI5_MOUSE	tr|G3MY19|G3MY19_BOVIN
OG0015707	sp|Q9QZM0|UBQL2_MOUSE	tr|G5E628|G5E628_BOVIN
OG0015708	sp|Q8K4L3|SVIL_MOUSE	sp|O46385|SVIL_BOVIN
OG0015709	sp|P62325|BTG1_MOUSE	sp|P53348|BTG1_BOVIN
OG0015710	sp|P16043|SLIB_MOUSE	sp|P63292|SLIB_BOVIN
OG0015711	sp|Q9D2V5|AAR2_MOUSE	sp|Q08DJ7|AAR2_BOVIN
OG0015712	sp|Q8CF36|F229B_MOUSE	sp|Q0D252|F229B_BOVIN
OG0015713	sp|Q9D1D1|TSN11_MOUSE	sp|Q0VC33|TSN11_BOVIN
OG0015714	sp|Q8VEK0|CC50A_MOUSE	sp|Q17QL5|CC50A_BOVIN
OG0015715	sp|Q60865|CAPR1_MOUSE	sp|Q1LZB6|CAPR1_BOVIN
OG0015716	sp|Q91YI6|GLD2_MOUSE	sp|Q2HJ44|GLD2_BOVIN
OG0015717	sp|Q8R0I4|TM2D2_MOUSE	sp|Q2TA35|TM2D2_BOVIN
OG0015718	sp|Q9CQI9|MED30_MOUSE	sp|Q2YDF2|MED30_BOVIN
OG0015719	sp|Q3TDX8|NB5R4_MOUSE	sp|Q32LH7|NB5R4_BOVIN
OG0015720	tr|Q3TWH3|Q3TWH3_MOUSE	tr|Q3MHP4|Q3MHP4_BOVIN
OG0015721	sp|Q9CRB6|TPPP3_MOUSE	sp|Q3ZCC8|TPPP3_BOVIN
OG0015722	sp|Q8VCI0|PLBL1_MOUSE	sp|Q9GL30|PLBL1_BOVIN
OG0015723	sp|Q8BUB4|WDFY2_MOUSE	tr|A0A3Q1M282|A0A3Q1M282_BOVIN
OG0015724	tr|A2AWR3|A2AWR3_MOUSE	tr|A0A3Q1M3Q0|A0A3Q1M3Q0_BOVIN
OG0015725	sp|A0A1B0GSZ0|SPAR_MOUSE	tr|A0A3Q1M4Q1|A0A3Q1M4Q1_BOVIN
OG0015726	sp|Q9JLL3|TNR19_MOUSE	tr|A0A3Q1M7T9|A0A3Q1M7T9_BOVIN
OG0015727	sp|Q4VAB4|CNPY1_MOUSE	tr|A0A3Q1MHB1|A0A3Q1MHB1_BOVIN
OG0015728	sp|P48025|KSYK_MOUSE	tr|A0A3Q1MHG9|A0A3Q1MHG9_BOVIN
OG0015729	sp|Q3URY2|GEMC1_MOUSE	tr|A0A3Q1N6K3|A0A3Q1N6K3_BOVIN
OG0015730	sp|Q9D845|TEX9_MOUSE	tr|A0A3Q1N7X7|A0A3Q1N7X7_BOVIN
OG0015731	sp|Q58A65|JIP4_MOUSE	tr|A0A3Q1NAH5|A0A3Q1NAH5_BOVIN
OG0015732	sp|Q5SS90|CG057_MOUSE	sp|A0JNL1|CG057_BOVIN
OG0015733	sp|Q8BIG7|CMTD1_MOUSE	tr|A4IFU3|A4IFU3_BOVIN
OG0015734	sp|P97321|SEPR_MOUSE	sp|A5D7B7|SEPR_BOVIN
OG0015735	sp|Q7TN16|HHIP_MOUSE	tr|A5PJW9|A5PJW9_BOVIN
OG0015736	sp|Q8BGA2|LHPL2_MOUSE	tr|A5PK28|A5PK28_BOVIN
OG0015737	sp|Q5SPV6|CB073_MOUSE	sp|A6QQL5|CB073_BOVIN
OG0015738	sp|Q5DTW7|RESF1_MOUSE	tr|A7MBK5|A7MBK5_BOVIN
OG0015739	sp|Q61847|MEP1B_MOUSE	tr|E1B7B4|E1B7B4_BOVIN
OG0015740	sp|A2AU37|RD21L_MOUSE	tr|E1B9J3|E1B9J3_BOVIN
OG0015741	sp|Q8K337|I5P2_MOUSE	tr|E1BB73|E1BB73_BOVIN
OG0015742	tr|E9PWQ3|E9PWQ3_MOUSE	tr|E1BB91|E1BB91_BOVIN
OG0015743	sp|P97875|JDP2_MOUSE	tr|E1BCY2|E1BCY2_BOVIN
OG0015744	sp|Q9QYE0|PLAG1_MOUSE	tr|E1BEA5|E1BEA5_BOVIN
OG0015745	sp|A2ARP9|CTSR2_MOUSE	tr|E1BGU6|E1BGU6_BOVIN
OG0015746	tr|D3Z393|D3Z393_MOUSE	tr|E1BIW6|E1BIW6_BOVIN
OG0015747	sp|Q9JLY0|SOCS6_MOUSE	tr|E1BKN8|E1BKN8_BOVIN
OG0015748	sp|Q9DAI6|F135B_MOUSE	tr|F1MCD9|F1MCD9_BOVIN
