Orthogroup	Mus_musculus	Capra_hircus
OG0010524	sp|Q80WT4|GP176_MOUSE	tr|A0A452EYL9|A0A452EYL9_CAPHI
OG0010525	sp|P60867|RS20_MOUSE	tr|A0A452EZ94|A0A452EZ94_CAPHI
OG0010526	sp|Q8R0Y8|S2542_MOUSE	tr|A0A452EZG5|A0A452EZG5_CAPHI
OG0010527	sp|O55055|TRDMT_MOUSE	tr|A0A452F1T6|A0A452F1T6_CAPHI
OG0010528	sp|Q921W4|QORL1_MOUSE	tr|A0A452F204|A0A452F204_CAPHI
OG0010529	sp|Q8CGY6|UN45B_MOUSE	tr|A0A452F4A3|A0A452F4A3_CAPHI
OG0010530	tr|E0CZ22|E0CZ22_MOUSE	tr|A0A452F4X2|A0A452F4X2_CAPHI
OG0010531	sp|Q63955|PO4F3_MOUSE	tr|A0A452F6M0|A0A452F6M0_CAPHI
OG0010532	sp|Q69ZM6|STK36_MOUSE	tr|A0A452FCC5|A0A452FCC5_CAPHI
OG0010533	sp|Q6NVE9|PPTC7_MOUSE	tr|A0A452FCJ3|A0A452FCJ3_CAPHI
OG0010534	sp|P58064|RT06_MOUSE	tr|A0A452FE31|A0A452FE31_CAPHI
OG0010535	sp|Q78HU7|GLPC_MOUSE	tr|A0A452FG06|A0A452FG06_CAPHI
OG0010536	sp|Q9D0P7|PSRC1_MOUSE	tr|A0A452FGT0|A0A452FGT0_CAPHI
OG0010537	sp|Q78T54|VMA21_MOUSE	tr|A0A452FNE5|A0A452FNE5_CAPHI
OG0010538	sp|P25911|LYN_MOUSE	tr|A0A452FNL9|A0A452FNL9_CAPHI
OG0010539	sp|Q61017|GBGT2_MOUSE	tr|A0A452FPU4|A0A452FPU4_CAPHI
OG0010540	sp|Q64691|CAN3_MOUSE	tr|A0A452FTG3|A0A452FTG3_CAPHI
OG0010541	sp|Q8BMJ7|CGRF1_MOUSE	tr|A0A452FVH8|A0A452FVH8_CAPHI
OG0010542	sp|Q9JI46|NUDT3_MOUSE	tr|A0A452FWM0|A0A452FWM0_CAPHI
OG0010543	sp|Q80SY5|PR38B_MOUSE	tr|A0A452FXL4|A0A452FXL4_CAPHI
OG0010544	sp|Q8BGS2|BOLA2_MOUSE	tr|A0A452FYK7|A0A452FYK7_CAPHI
OG0010545	sp|Q9JHP7|PLGT2_MOUSE	tr|A0A452FYZ5|A0A452FYZ5_CAPHI
OG0010546	sp|P48967|MPIP3_MOUSE	tr|A0A452G006|A0A452G006_CAPHI
OG0010547	sp|O08601|MTP_MOUSE	tr|A0A452G385|A0A452G385_CAPHI
OG0010548	sp|O35305|TNR11_MOUSE	tr|A0A452G3M0|A0A452G3M0_CAPHI
OG0010549	sp|Q6R891|NEB2_MOUSE	tr|A0A452G4Q4|A0A452G4Q4_CAPHI
OG0010550	sp|Q64321|ZBT7B_MOUSE	tr|A0A452G4Y7|A0A452G4Y7_CAPHI
OG0010551	sp|Q8BGZ2|F168A_MOUSE	tr|A0A452G676|A0A452G676_CAPHI
OG0010552	sp|P07214|SPRC_MOUSE	tr|A9LLG1|A9LLG1_CAPHI
OG0010553	sp|Q8C8T7|ELFN1_MOUSE	tr|A0A452DKG1|A0A452DKG1_CAPHI
OG0010554	sp|Q62277|SYPH_MOUSE	tr|A0A452DL94|A0A452DL94_CAPHI
OG0010555	sp|Q9R000|ITBP2_MOUSE	tr|A0A452DLD8|A0A452DLD8_CAPHI
OG0010556	sp|Q9CQ04|OGFD2_MOUSE	tr|A0A452DM49|A0A452DM49_CAPHI
OG0010557	sp|O88870|BEST1_MOUSE	tr|A0A452DRR7|A0A452DRR7_CAPHI
OG0010558	sp|Q9DBS2|TPRGL_MOUSE	tr|A0A452DU01|A0A452DU01_CAPHI
OG0010559	sp|B2RRE4|Z518B_MOUSE	tr|A0A452DUK1|A0A452DUK1_CAPHI
OG0010560	sp|Q64525|H2B2B_MOUSE	tr|A0A452DUW4|A0A452DUW4_CAPHI
OG0010561	sp|Q91X97|NCALD_MOUSE	tr|A0A452DW71|A0A452DW71_CAPHI
OG0010562	sp|Q61809|LRRN1_MOUSE	tr|A0A452E054|A0A452E054_CAPHI
OG0010563	sp|Q8BI67|ZN473_MOUSE	tr|A0A452E0J3|A0A452E0J3_CAPHI
OG0010564	sp|Q9JJ28|FLII_MOUSE	tr|A0A452E399|A0A452E399_CAPHI
OG0010565	sp|Q99L85|ELP5_MOUSE	tr|A0A452E4B3|A0A452E4B3_CAPHI
OG0010566	sp|Q9DAF8|CD051_MOUSE	tr|A0A452E4Z0|A0A452E4Z0_CAPHI
OG0010567	sp|Q7M729|SCN4B_MOUSE	tr|A0A452E658|A0A452E658_CAPHI
OG0010568	sp|Q6PGH4|F222A_MOUSE	tr|A0A452E6Q9|A0A452E6Q9_CAPHI
OG0010569	sp|Q3UJK4|GTPB2_MOUSE	tr|A0A452E7U5|A0A452E7U5_CAPHI
OG0010570	sp|Q9EQC7|FSTL3_MOUSE	tr|A0A452E9F7|A0A452E9F7_CAPHI
OG0010571	sp|Q8BH79|ANO10_MOUSE	tr|A0A452EB09|A0A452EB09_CAPHI
OG0010572	sp|E9Q912|GDS1_MOUSE	tr|A0A452EFV7|A0A452EFV7_CAPHI
OG0010573	sp|Q80V86|INT8_MOUSE	tr|A0A452EK30|A0A452EK30_CAPHI
OG0010574	sp|E9Q2Z1|CECR2_MOUSE	tr|A0A452ELZ1|A0A452ELZ1_CAPHI
OG0010575	sp|Q9WTU0|PHF2_MOUSE	tr|A0A452EMH5|A0A452EMH5_CAPHI
OG0010576	tr|A0A1D5RM53|A0A1D5RM53_MOUSE	tr|A0A452EMW8|A0A452EMW8_CAPHI
OG0010577	tr|B1AV60|B1AV60_MOUSE	tr|A0A452EPD1|A0A452EPD1_CAPHI
OG0010578	sp|Q9Z0L4|BMP15_MOUSE	tr|A0A452EPD6|A0A452EPD6_CAPHI
OG0010579	sp|Q8K031|STAR8_MOUSE	tr|A0A452EPN6|A0A452EPN6_CAPHI
OG0010580	sp|Q8BL48|UNK_MOUSE	tr|A0A452EQC0|A0A452EQC0_CAPHI
OG0010581	sp|P57791|FACE2_MOUSE	tr|A0A452ESP5|A0A452ESP5_CAPHI
OG0010582	sp|O35375|NRP2_MOUSE	tr|A0A452ETG0|A0A452ETG0_CAPHI
OG0010583	sp|Q8BVV7|CEP95_MOUSE	tr|A0A452ETX7|A0A452ETX7_CAPHI
OG0010584	sp|Q3TXT3|SOSSC_MOUSE	tr|A0A452EUM0|A0A452EUM0_CAPHI
OG0010585	sp|O88447|KLC1_MOUSE	tr|A0A452EYX1|A0A452EYX1_CAPHI
OG0010586	sp|Q14BB9|MA6D1_MOUSE	tr|A0A452F0K5|A0A452F0K5_CAPHI
OG0010587	sp|Q9DC50|OCTC_MOUSE	tr|A0A452F0R6|A0A452F0R6_CAPHI
OG0010588	sp|Q0ZCJ7|MASTR_MOUSE	tr|A0A452F1E1|A0A452F1E1_CAPHI
OG0010589	sp|Q8BG16|S6A15_MOUSE	tr|A0A452F215|A0A452F215_CAPHI
OG0010590	sp|Q9D415|DLGP1_MOUSE	tr|A0A452F312|A0A452F312_CAPHI
OG0010591	sp|Q7TPV4|MBB1A_MOUSE	tr|A0A452F3T9|A0A452F3T9_CAPHI
OG0010592	sp|J3QMI4|CAHM3_MOUSE	tr|A0A452F9Z9|A0A452F9Z9_CAPHI
OG0010593	sp|Q8BT20|ISK6_MOUSE	tr|A0A452FC23|A0A452FC23_CAPHI
OG0010594	sp|P97414|KCNQ1_MOUSE	tr|A0A452FFW2|A0A452FFW2_CAPHI
OG0010595	sp|Q9DBU0|TM9S1_MOUSE	tr|A0A452FHN7|A0A452FHN7_CAPHI
OG0010596	sp|Q3UUA0|LHPL7_MOUSE	tr|A0A452FHQ8|A0A452FHQ8_CAPHI
OG0010597	sp|Q64695|EPCR_MOUSE	tr|A0A452FJS6|A0A452FJS6_CAPHI
OG0010598	sp|Q9CQ79|TXND9_MOUSE	tr|A0A452FP14|A0A452FP14_CAPHI
OG0010599	sp|Q9R1S7|MRP6_MOUSE	tr|A0A452FPB9|A0A452FPB9_CAPHI
OG0010600	sp|Q810N6|ANR45_MOUSE	tr|A0A452FRB8|A0A452FRB8_CAPHI
OG0010601	sp|Q8C6I2|SDHF2_MOUSE	tr|A0A452FSY4|A0A452FSY4_CAPHI
OG0010602	sp|Q9D5U8|CNBD2_MOUSE	tr|A0A452FTB8|A0A452FTB8_CAPHI
OG0010603	sp|Q7TN05|AP1S3_MOUSE	tr|A0A452FUH9|A0A452FUH9_CAPHI
OG0010604	sp|O70200|AIF1_MOUSE	tr|A0A452FW36|A0A452FW36_CAPHI
OG0010605	sp|Q8R0J8|GNTK_MOUSE	tr|A0A452FWP2|A0A452FWP2_CAPHI
OG0010606	sp|E9PVA8|GCN1_MOUSE	tr|A0A452FY24|A0A452FY24_CAPHI
OG0010607	sp|P41588|VIPR2_MOUSE	tr|A0A452G0E4|A0A452G0E4_CAPHI
OG0010608	sp|Q9Z1B5|MD2L1_MOUSE	tr|A0A452G0H0|A0A452G0H0_CAPHI
OG0010609	sp|Q61846|MELK_MOUSE	tr|A0A452G6D5|A0A452G6D5_CAPHI
OG0010610	sp|P60954|NOL4_MOUSE	tr|A0A452DK27|A0A452DK27_CAPHI
OG0010611	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|A0A452DKG2|A0A452DKG2_CAPHI
OG0010612	sp|Q8C102|GALT5_MOUSE	tr|A0A452DMV3|A0A452DMV3_CAPHI
OG0010613	sp|O70220|FOXQ1_MOUSE	tr|A0A452DNW4|A0A452DNW4_CAPHI
OG0010614	sp|Q91ZV4|MOGT1_MOUSE	tr|A0A452DS70|A0A452DS70_CAPHI
OG0010615	sp|Q0VGB7|PP4R2_MOUSE	tr|A0A452DTL4|A0A452DTL4_CAPHI
OG0010616	sp|O35739|KLF9_MOUSE	tr|A0A452DVN4|A0A452DVN4_CAPHI
OG0010617	sp|Q00609|CD80_MOUSE	tr|A0A452E0E1|A0A452E0E1_CAPHI
OG0010618	sp|P08113|ENPL_MOUSE	tr|A0A452E1J7|A0A452E1J7_CAPHI
OG0010619	sp|P97449|AMPN_MOUSE	tr|A0A452E2A2|A0A452E2A2_CAPHI
OG0010620	sp|Q9Z268|RASL1_MOUSE	tr|A0A452E2E6|A0A452E2E6_CAPHI
OG0010621	sp|Q7TQ40|ZIC5_MOUSE	tr|A0A452E2Y5|A0A452E2Y5_CAPHI
OG0010622	sp|Q99MR1|GGYF1_MOUSE	tr|A0A452E3A3|A0A452E3A3_CAPHI
OG0010623	sp|Q8VHX2|EDAD_MOUSE	tr|A0A452E7E8|A0A452E7E8_CAPHI
OG0010624	sp|Q99NA9|PCGF6_MOUSE	tr|A0A452E832|A0A452E832_CAPHI
OG0010625	sp|Q923W9|ADA33_MOUSE	tr|A0A452E8F4|A0A452E8F4_CAPHI
OG0010626	sp|Q9D081|ALG14_MOUSE	tr|A0A452E8H4|A0A452E8H4_CAPHI
OG0010627	sp|Q8C0P0|GWL_MOUSE	tr|A0A452E9R0|A0A452E9R0_CAPHI
OG0010628	sp|Q80XL7|MPPE1_MOUSE	tr|A0A452EB35|A0A452EB35_CAPHI
OG0010629	tr|E9Q1T6|E9Q1T6_MOUSE	tr|A0A452EC17|A0A452EC17_CAPHI
OG0010630	sp|P43275|H11_MOUSE	tr|A0A452EC18|A0A452EC18_CAPHI
OG0010631	sp|Q9QYX7|PCLO_MOUSE	tr|A0A452ED12|A0A452ED12_CAPHI
OG0010632	sp|P25446|TNR6_MOUSE	tr|A0A452EFU5|A0A452EFU5_CAPHI
OG0010633	sp|Q9CRC0|VKOR1_MOUSE	tr|A0A452EKH3|A0A452EKH3_CAPHI
OG0010634	sp|P32115|PAX4_MOUSE	tr|A0A452EKY0|A0A452EKY0_CAPHI
OG0010635	sp|Q6ZQ93|UBP34_MOUSE	tr|A0A452EP05|A0A452EP05_CAPHI
OG0010636	sp|Q3UR70|TGFA1_MOUSE	tr|A0A452EPD9|A0A452EPD9_CAPHI
OG0010637	sp|Q80YS5|LRC27_MOUSE	tr|A0A452ESA9|A0A452ESA9_CAPHI
OG0010638	sp|Q8BWU3|F131A_MOUSE	tr|A0A452ETT1|A0A452ETT1_CAPHI
OG0010639	sp|Q3V1U8|ELMD1_MOUSE	tr|A0A452ETV9|A0A452ETV9_CAPHI
OG0010640	sp|D3Z750|MRO2A_MOUSE	tr|A0A452EU74|A0A452EU74_CAPHI
OG0010641	sp|O70496|CLCN7_MOUSE	tr|A0A452EUI5|A0A452EUI5_CAPHI
OG0010642	sp|Q80YG3|KLDC1_MOUSE	tr|A0A452EUJ6|A0A452EUJ6_CAPHI
OG0010643	sp|Q99KJ5|TCF19_MOUSE	tr|A0A452EV05|A0A452EV05_CAPHI
OG0010644	sp|Q8BJG4|MOB3C_MOUSE	tr|A0A452EZG8|A0A452EZG8_CAPHI
OG0010645	sp|Q9JKR6|HYOU1_MOUSE	tr|A0A452F0T8|A0A452F0T8_CAPHI
OG0010646	sp|Q91WB2|PLPP7_MOUSE	tr|A0A452F1X0|A0A452F1X0_CAPHI
OG0010647	sp|Q9CTY5|MICU3_MOUSE	tr|A0A452F641|A0A452F641_CAPHI
OG0010648	sp|Q8BL65|ABLM2_MOUSE	tr|A0A452F946|A0A452F946_CAPHI
OG0010649	sp|Q0EEE2|PTHD3_MOUSE	tr|A0A452F9D6|A0A452F9D6_CAPHI
OG0010650	sp|Q9WU03|SPIT2_MOUSE	tr|A0A452FA67|A0A452FA67_CAPHI
OG0010651	sp|P10518|HEM2_MOUSE	tr|A0A452FCW4|A0A452FCW4_CAPHI
OG0010652	sp|Q8K2D0|F199X_MOUSE	tr|A0A452FEE3|A0A452FEE3_CAPHI
OG0010653	sp|Q99MZ3|MLXPL_MOUSE	tr|A0A452FFC2|A0A452FFC2_CAPHI
OG0010654	sp|Q3THF9|CQ10B_MOUSE	tr|A0A452FGJ4|A0A452FGJ4_CAPHI
OG0010655	sp|Q8C437|PEX5R_MOUSE	tr|A0A452FKC4|A0A452FKC4_CAPHI
OG0010656	sp|Q8CBB9|RSAD2_MOUSE	tr|A0A452FL60|A0A452FL60_CAPHI
OG0010657	sp|Q921C5|BICD2_MOUSE	tr|A0A452FM02|A0A452FM02_CAPHI
OG0010658	tr|E9Q444|E9Q444_MOUSE	tr|A0A452FM67|A0A452FM67_CAPHI
OG0010659	sp|Q8N9S3|AHSA2_MOUSE	tr|A0A452FMG4|A0A452FMG4_CAPHI
OG0010660	sp|P08046|EGR1_MOUSE	tr|A0A452FQ14|A0A452FQ14_CAPHI
OG0010661	sp|Q6V595|KLHL6_MOUSE	tr|A0A452FRI4|A0A452FRI4_CAPHI
OG0010662	sp|P56726|SMO_MOUSE	tr|A0A452FRY0|A0A452FRY0_CAPHI
OG0010663	sp|P59644|PI5PA_MOUSE	tr|A0A452FTK9|A0A452FTK9_CAPHI
OG0010664	tr|E9PVU2|E9PVU2_MOUSE	tr|A0A452FV51|A0A452FV51_CAPHI
OG0010665	sp|Q9WTK8|SPO11_MOUSE	tr|A0A452FWI4|A0A452FWI4_CAPHI
OG0010666	sp|Q9CQ10|CHMP3_MOUSE	tr|A0A452FZ94|A0A452FZ94_CAPHI
OG0010667	sp|Q8VEC3|AGRF1_MOUSE	tr|A0A452FZL7|A0A452FZL7_CAPHI
OG0010668	sp|Q9JJ06|C1GLT_MOUSE	tr|A0A452G1H5|A0A452G1H5_CAPHI
OG0010669	sp|P54869|HMCS2_MOUSE	tr|A0A452G3S1|A0A452G3S1_CAPHI
OG0010670	sp|P0C1T1|HXB2_MOUSE	tr|A0A452G4L9|A0A452G4L9_CAPHI
OG0010671	sp|Q7TNE3|SPAG7_MOUSE	tr|A0A452G542|A0A452G542_CAPHI
OG0010672	sp|Q7M761|OVCH2_MOUSE	tr|A0A452G7C9|A0A452G7C9_CAPHI
OG0010673	sp|Q91YP3|DEOC_MOUSE	tr|A0A452GB39|A0A452GB39_CAPHI
OG0010674	sp|Q9WU78|PDC6I_MOUSE	tr|A0A452GBJ0|A0A452GBJ0_CAPHI
OG0010675	sp|O88271|CFDP1_MOUSE	tr|B6F237|B6F237_CAPHI
OG0010676	sp|Q9D0J8|PTMS_MOUSE	tr|A0A452DKD8|A0A452DKD8_CAPHI
OG0010677	sp|Q9D1A2|CNDP2_MOUSE	tr|A0A452DL48|A0A452DL48_CAPHI
OG0010678	sp|Q8VEY3|OL958_MOUSE	tr|A0A452DMP8|A0A452DMP8_CAPHI
OG0010679	sp|Q8VC19|HEM1_MOUSE	tr|A0A452DPU0|A0A452DPU0_CAPHI
OG0010680	sp|P54071|IDHP_MOUSE	tr|A0A452DQC8|A0A452DQC8_CAPHI
OG0010681	sp|Q14C59|TM11B_MOUSE	tr|A0A452DQW3|A0A452DQW3_CAPHI
OG0010682	sp|P13379|CD5_MOUSE	tr|A0A452DRH8|A0A452DRH8_CAPHI
OG0010683	sp|Q91V61|SFXN3_MOUSE	tr|A0A452DUW0|A0A452DUW0_CAPHI
OG0010684	sp|Q9D868|PPIH_MOUSE	tr|A0A452DVE7|A0A452DVE7_CAPHI
OG0010685	sp|P52795|EFNB1_MOUSE	tr|A0A452DVW9|A0A452DVW9_CAPHI
OG0010686	sp|Q7TSH6|SCAF4_MOUSE	tr|A0A452DWW9|A0A452DWW9_CAPHI
OG0010687	sp|Q8BIF2|RFOX3_MOUSE	tr|A0A452DZ45|A0A452DZ45_CAPHI
OG0010688	sp|O70318|E41L2_MOUSE	tr|A0A452E2V8|A0A452E2V8_CAPHI
OG0010689	sp|Q8K3G9|DP13B_MOUSE	tr|A0A452E4C0|A0A452E4C0_CAPHI
OG0010690	tr|Q3U1C4|Q3U1C4_MOUSE	tr|A0A452E4S9|A0A452E4S9_CAPHI
OG0010691	sp|Q6PB93|GALT2_MOUSE	tr|A0A452E4W7|A0A452E4W7_CAPHI
OG0010692	sp|Q8VCN9|TBCC_MOUSE	tr|A0A452E522|A0A452E522_CAPHI
OG0010693	sp|Q61120|SHC3_MOUSE	tr|A0A452E560|A0A452E560_CAPHI
OG0010694	sp|Q8K249|CLM2_MOUSE	tr|A0A452E567|A0A452E567_CAPHI
OG0010695	sp|Q9JIP4|PANX1_MOUSE	tr|A0A452E6Q7|A0A452E6Q7_CAPHI
OG0010696	sp|Q8R124|KLH36_MOUSE	tr|A0A452E7I1|A0A452E7I1_CAPHI
OG0010697	sp|P70271|PDLI4_MOUSE	tr|A0A452E8Y9|A0A452E8Y9_CAPHI
OG0010698	sp|Q61502|E2F5_MOUSE	tr|A0A452EDR6|A0A452EDR6_CAPHI
OG0010699	sp|Q9JHU3|CDK20_MOUSE	tr|A0A452EEB7|A0A452EEB7_CAPHI
OG0010700	sp|Q56A08|GPKOW_MOUSE	tr|A0A452EFZ2|A0A452EFZ2_CAPHI
OG0010701	sp|Q9CQN3|TOM6_MOUSE	tr|A0A452EGA1|A0A452EGA1_CAPHI
OG0010702	sp|P63321|RALA_MOUSE	tr|A0A452EHC3|A0A452EHC3_CAPHI
OG0010703	sp|Q8K2Q5|CHCH7_MOUSE	tr|A0A452EHU8|A0A452EHU8_CAPHI
OG0010704	tr|D3Z3Y1|D3Z3Y1_MOUSE	tr|A0A452EI71|A0A452EI71_CAPHI
OG0010705	sp|Q8C341|SUCO_MOUSE	tr|A0A452EIW7|A0A452EIW7_CAPHI
OG0010706	sp|P23780|BGAL_MOUSE	tr|A0A452EK88|A0A452EK88_CAPHI
OG0010707	sp|Q91W63|NRK1_MOUSE	tr|A0A452EKL0|A0A452EKL0_CAPHI
OG0010708	sp|Q3TH73|TTYH2_MOUSE	tr|A0A452EL45|A0A452EL45_CAPHI
OG0010709	sp|Q60753|CTF1_MOUSE	tr|A0A452ENB4|A0A452ENB4_CAPHI
OG0010710	sp|B2RS91|RRN3_MOUSE	tr|A0A452EP64|A0A452EP64_CAPHI
OG0010711	sp|Q9R111|GUAD_MOUSE	tr|A0A452EPY6|A0A452EPY6_CAPHI
OG0010712	sp|Q924C5|ALPK3_MOUSE	tr|A0A452ESL1|A0A452ESL1_CAPHI
OG0010713	sp|Q8BX90|FND3A_MOUSE	tr|A0A452ET35|A0A452ET35_CAPHI
OG0010714	sp|Q9D845|TEX9_MOUSE	tr|A0A452ETX1|A0A452ETX1_CAPHI
OG0010715	sp|Q4U2R1|HERC2_MOUSE	tr|A0A452EUI7|A0A452EUI7_CAPHI
OG0010716	sp|A2ARP9|CTSR2_MOUSE	tr|A0A452F040|A0A452F040_CAPHI
OG0010717	sp|Q63829|COMD3_MOUSE	tr|A0A452F0X6|A0A452F0X6_CAPHI
OG0010718	sp|B1AWI6|MSMP_MOUSE	tr|A0A452F297|A0A452F297_CAPHI
OG0010719	sp|Q69ZR9|TASOR_MOUSE	tr|A0A452F7L9|A0A452F7L9_CAPHI
OG0010720	sp|Q8BXR6|PELI3_MOUSE	tr|A0A452FAN2|A0A452FAN2_CAPHI
OG0010721	tr|B1ATX6|B1ATX6_MOUSE	tr|A0A452FBP4|A0A452FBP4_CAPHI
OG0010722	sp|P29351|PTN6_MOUSE	tr|A0A452FBT0|A0A452FBT0_CAPHI
OG0010723	sp|P26450|P85A_MOUSE	tr|A0A452FGW5|A0A452FGW5_CAPHI
OG0010724	sp|Q8R2N1|AQP3_MOUSE	tr|A0A452FHY0|A0A452FHY0_CAPHI
OG0010725	sp|Q62521|ZIC3_MOUSE	tr|A0A452FJL7|A0A452FJL7_CAPHI
OG0010726	sp|P61600|NAA20_MOUSE	tr|A0A452FLK9|A0A452FLK9_CAPHI
OG0010727	sp|P97470|PP4C_MOUSE	tr|A0A452FMX8|A0A452FMX8_CAPHI
OG0010728	sp|Q8VHQ4|RB40C_MOUSE	tr|A0A452FP47|A0A452FP47_CAPHI
OG0010729	sp|O88939|ZBT7A_MOUSE	tr|A0A452FPU7|A0A452FPU7_CAPHI
OG0010730	sp|Q8R1P4|ATG10_MOUSE	tr|A0A452FSC2|A0A452FSC2_CAPHI
OG0010731	sp|Q8BZM1|GLMN_MOUSE	tr|A0A452FT31|A0A452FT31_CAPHI
OG0010732	sp|P25918|CD19_MOUSE	tr|A0A452FTA4|A0A452FTA4_CAPHI
OG0010733	sp|Q8BGB7|ENOPH_MOUSE	tr|A0A452FUP0|A0A452FUP0_CAPHI
OG0010734	sp|Q7TSJ2|MAP6_MOUSE	tr|A0A452FUV2|A0A452FUV2_CAPHI
OG0010735	sp|Q99JY6|HIG1B_MOUSE	tr|A0A452FYN1|A0A452FYN1_CAPHI
OG0010736	sp|Q4V9Z5|SE6L2_MOUSE	tr|A0A452FYW1|A0A452FYW1_CAPHI
OG0010737	sp|O08899|RGS4_MOUSE	tr|A0A452G153|A0A452G153_CAPHI
OG0010738	sp|Q8JZN3|KCJ14_MOUSE	tr|A0A452G479|A0A452G479_CAPHI
OG0010739	sp|Q80SS6|GPBAR_MOUSE	tr|A0A452G4N5|A0A452G4N5_CAPHI
OG0010740	sp|P97298|PEDF_MOUSE	tr|A0A452G7E7|A0A452G7E7_CAPHI
OG0010741	sp|Q8VE38|OXND1_MOUSE	tr|A0A452GAF0|A0A452GAF0_CAPHI
OG0010742	sp|Q9Z239|PLM_MOUSE	tr|A0A452GB23|A0A452GB23_CAPHI
OG0010743	sp|Q7TS72|IP3KC_MOUSE	tr|A0A452GBC7|A0A452GBC7_CAPHI
OG0010744	sp|Q9DBA6|TYSD1_MOUSE	tr|A0A452DKU6|A0A452DKU6_CAPHI
OG0010745	sp|O88188|LY86_MOUSE	tr|A0A452DM09|A0A452DM09_CAPHI
OG0010746	sp|Q3UHR0|BAHC1_MOUSE	tr|A0A452DPJ1|A0A452DPJ1_CAPHI
OG0010747	sp|Q5NCQ5|DPH1_MOUSE	tr|A0A452DR65|A0A452DR65_CAPHI
OG0010748	sp|Q6PFE3|RA54B_MOUSE	tr|A0A452DW56|A0A452DW56_CAPHI
OG0010749	sp|P30875|SSR2_MOUSE	tr|A0A452DWP0|A0A452DWP0_CAPHI
OG0010750	sp|Q4VBE8|WDR18_MOUSE	tr|A0A452DX62|A0A452DX62_CAPHI
OG0010751	sp|Q8C025|CHPT1_MOUSE	tr|A0A452E218|A0A452E218_CAPHI
OG0010752	sp|Q149C3|LIGO4_MOUSE	tr|A0A452E244|A0A452E244_CAPHI
OG0010753	sp|Q9D820|PRXD1_MOUSE	tr|A0A452E507|A0A452E507_CAPHI
OG0010754	sp|Q5FWH6|ARHGF_MOUSE	tr|A0A452E716|A0A452E716_CAPHI
OG0010755	sp|Q08890|IDS_MOUSE	tr|A0A452E856|A0A452E856_CAPHI
OG0010756	sp|Q9CXY6|ILF2_MOUSE	tr|A0A452EA62|A0A452EA62_CAPHI
OG0010757	sp|Q8VEL9|REM2_MOUSE	tr|A0A452EAY7|A0A452EAY7_CAPHI
OG0010758	sp|Q8K1S3|UNC5B_MOUSE	tr|A0A452ECQ7|A0A452ECQ7_CAPHI
OG0010759	sp|Q6PDM1|MSL1_MOUSE	tr|A0A452EFI8|A0A452EFI8_CAPHI
OG0010760	sp|Q60674|NR1D2_MOUSE	tr|A0A452EI43|A0A452EI43_CAPHI
OG0010761	sp|Q62384|ZPR1_MOUSE	tr|A0A452EKT0|A0A452EKT0_CAPHI
OG0010762	sp|A0A0A6YY25|BTBDI_MOUSE	tr|A0A452ES48|A0A452ES48_CAPHI
OG0010763	sp|Q8BH52|CR3L2_MOUSE	tr|A0A452EU57|A0A452EU57_CAPHI
OG0010764	sp|Q64704|STX3_MOUSE	tr|A0A452EXQ4|A0A452EXQ4_CAPHI
OG0010765	sp|P53776|LHX4_MOUSE	tr|A0A452EXX8|A0A452EXX8_CAPHI
OG0010766	sp|P09065|HME1_MOUSE	tr|A0A452F034|A0A452F034_CAPHI
OG0010767	sp|Q9ERD8|PARVG_MOUSE	tr|A0A452F0R8|A0A452F0R8_CAPHI
OG0010768	sp|Q9D735|TRIR_MOUSE	tr|A0A452F256|A0A452F256_CAPHI
OG0010769	sp|P97717|ADA1B_MOUSE	tr|A0A452F3S8|A0A452F3S8_CAPHI
OG0010770	sp|Q8C159|TTC22_MOUSE	tr|A0A452F5R2|A0A452F5R2_CAPHI
OG0010771	sp|Q8R100|CAHM5_MOUSE	tr|A0A452F625|A0A452F625_CAPHI
OG0010772	tr|A0A1B0GRJ3|A0A1B0GRJ3_MOUSE	tr|A0A452F755|A0A452F755_CAPHI
OG0010773	sp|Q9Z2B1|I18RA_MOUSE	tr|A0A452FAM0|A0A452FAM0_CAPHI
OG0010774	tr|A2A9K7|A2A9K7_MOUSE	tr|A0A452FBK2|A0A452FBK2_CAPHI
OG0010775	tr|F6YK91|F6YK91_MOUSE	tr|A0A452FCP4|A0A452FCP4_CAPHI
OG0010776	sp|Q9CR00|PSMD9_MOUSE	tr|A0A452FD51|A0A452FD51_CAPHI
OG0010777	sp|Q9CQX0|OTUB2_MOUSE	tr|A0A452FF73|A0A452FF73_CAPHI
OG0010778	sp|P97360|ETV6_MOUSE	tr|A0A452FFH9|A0A452FFH9_CAPHI
OG0010779	sp|Q9JJF2|SPAG4_MOUSE	tr|A0A452FFN8|A0A452FFN8_CAPHI
OG0010780	sp|Q8CCF0|PRP31_MOUSE	tr|A0A452FGR3|A0A452FGR3_CAPHI
OG0010781	sp|Q7TT28|REXO1_MOUSE	tr|A0A452FH97|A0A452FH97_CAPHI
OG0010782	sp|A0A140LI88|ANR31_MOUSE	tr|A0A452FHL2|A0A452FHL2_CAPHI
OG0010783	sp|Q9CQ74|LERL1_MOUSE	tr|A0A452FI05|A0A452FI05_CAPHI
OG0010784	sp|Q60769|TNAP3_MOUSE	tr|A0A452FI75|A0A452FI75_CAPHI
OG0010785	sp|Q8VCL5|S17A9_MOUSE	tr|A0A452FK71|A0A452FK71_CAPHI
