Orthogroup	Mus_musculus	Mesocricetus_auratus
OG0015198	sp|Q8BR93|HARB1_MOUSE	tr|A0A1U7Q7A5|A0A1U7Q7A5_MESAU
OG0015199	sp|O08691|ARGI2_MOUSE	tr|A0A1U7Q8F9|A0A1U7Q8F9_MESAU
OG0015200	sp|P59383|LRRN4_MOUSE	tr|A0A1U7QBF4|A0A1U7QBF4_MESAU
OG0015201	sp|O35205|GRAK_MOUSE	tr|A0A1U7QDX8|A0A1U7QDX8_MESAU
OG0015202	sp|Q5U901|CBPA6_MOUSE	tr|A0A1U7QG10|A0A1U7QG10_MESAU
OG0015203	sp|Q3UZB0|ARMX5_MOUSE	tr|A0A1U7QHQ0|A0A1U7QHQ0_MESAU
OG0015204	sp|P33610|PRI2_MOUSE	tr|A0A1U7QJW8|A0A1U7QJW8_MESAU
OG0015205	sp|Q99LH9|3BP5L_MOUSE	tr|A0A1U7QK77|A0A1U7QK77_MESAU
OG0015206	sp|P70663|SPRL1_MOUSE	tr|A0A1U7QLE3|A0A1U7QLE3_MESAU
OG0015207	sp|Q8BVV7|CEP95_MOUSE	tr|A0A1U7QLE5|A0A1U7QLE5_MESAU
OG0015208	sp|Q7TQI0|TM204_MOUSE	tr|A0A1U7QLS3|A0A1U7QLS3_MESAU
OG0015209	sp|Q6IQX7|CHSS2_MOUSE	tr|A0A1U7QM73|A0A1U7QM73_MESAU
OG0015210	tr|B1ATY8|B1ATY8_MOUSE	tr|A0A1U7QNK0|A0A1U7QNK0_MESAU
OG0015211	sp|B1ARI9|PRR29_MOUSE	tr|A0A1U7QNX6|A0A1U7QNX6_MESAU
OG0015212	sp|Q9D8C4|IN35_MOUSE	tr|A0A1U7QP42|A0A1U7QP42_MESAU
OG0015213	sp|Q80ZD8|AMGO1_MOUSE	tr|A0A1U7QPS4|A0A1U7QPS4_MESAU
OG0015214	sp|O89091|KLF10_MOUSE	tr|A0A1U7QQS4|A0A1U7QQS4_MESAU
OG0015215	sp|Q3UIW5|RNF10_MOUSE	tr|A0A1U7QQX9|A0A1U7QQX9_MESAU
OG0015216	tr|F6ZIS7|F6ZIS7_MOUSE	tr|A0A1U7QS19|A0A1U7QS19_MESAU
OG0015217	tr|E9Q2E9|E9Q2E9_MOUSE	tr|A0A1U7QSM3|A0A1U7QSM3_MESAU
OG0015218	sp|A2AMM0|CAVN4_MOUSE	tr|A0A1U7QTF8|A0A1U7QTF8_MESAU
OG0015219	sp|P21844|CMA1_MOUSE	tr|A0A1U7QTH6|A0A1U7QTH6_MESAU
OG0015220	sp|Q9WTZ1|RBX2_MOUSE	tr|A0A1U7QTU0|A0A1U7QTU0_MESAU
OG0015221	sp|Q60847|COCA1_MOUSE	tr|A0A1U7QV79|A0A1U7QV79_MESAU
OG0015222	sp|Q9Z1R3|APOM_MOUSE	tr|A0A1U7QVF5|A0A1U7QVF5_MESAU
OG0015223	sp|Q920S2|PRS41_MOUSE	tr|A0A1U7QVG5|A0A1U7QVG5_MESAU
OG0015224	sp|Q8BHW5|T255A_MOUSE	tr|A0A1U7R0I5|A0A1U7R0I5_MESAU
OG0015225	sp|O09167|RL21_MOUSE	tr|A0A1U7R0M5|A0A1U7R0M5_MESAU
OG0015226	sp|Q8C1E7|TACAN_MOUSE	tr|A0A1U7R6F9|A0A1U7R6F9_MESAU
OG0015227	sp|Q8R0J7|VP37B_MOUSE	tr|A0A1U7R6T7|A0A1U7R6T7_MESAU
OG0015228	sp|P82019|DEFB4_MOUSE	tr|A0A1U7R7K2|A0A1U7R7K2_MESAU
OG0015229	sp|Q9Z2F6|BCL3_MOUSE	tr|A0A1U7RDD3|A0A1U7RDD3_MESAU
OG0015230	sp|Q8BLJ3|PLCX3_MOUSE	tr|A0A1U7RDM7|A0A1U7RDM7_MESAU
OG0015231	sp|O08664|BCL7C_MOUSE	tr|A0A1U8BM19|A0A1U8BM19_MESAU
OG0015232	sp|Q9WU22|PTN4_MOUSE	tr|A0A1U8BNR7|A0A1U8BNR7_MESAU
OG0015233	sp|Q9Z1T6|FYV1_MOUSE	tr|A0A1U8BPQ8|A0A1U8BPQ8_MESAU
OG0015234	sp|Q7TSH8|TMM94_MOUSE	tr|A0A1U8BYW6|A0A1U8BYW6_MESAU
OG0015235	sp|Q5Y5T1|ZDH20_MOUSE	tr|A0A1U8BZR1|A0A1U8BZR1_MESAU
OG0015236	sp|Q810A5|MACAP_MOUSE	tr|A0A1U8C4B1|A0A1U8C4B1_MESAU
OG0015237	sp|Q8VCH9|LRC3B_MOUSE	tr|A0A1U8C4Q7|A0A1U8C4Q7_MESAU
OG0015238	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|A0A1U8C9M7|A0A1U8C9M7_MESAU
OG0015239	sp|Q8C779|RADX_MOUSE	tr|A0A1U8CDE5|A0A1U8CDE5_MESAU
OG0015240	sp|Q80UK8|INT2_MOUSE	tr|A0A1U8CDF9|A0A1U8CDF9_MESAU
OG0015241	sp|Q62077|PLCG1_MOUSE	tr|A0A1U8CHJ8|A0A1U8CHJ8_MESAU
OG0015242	sp|Q7TN89|RASE_MOUSE	tr|A0A1U8CN12|A0A1U8CN12_MESAU
OG0015243	sp|Q9DBG5|PLIN3_MOUSE	tr|A0A1U8CNA8|A0A1U8CNA8_MESAU
OG0015244	sp|D3YV10|CCD13_MOUSE	tr|A0A1U8CQJ8|A0A1U8CQJ8_MESAU
OG0015245	sp|Q8K341|ATAT_MOUSE	tr|A0A1U8CQP2|A0A1U8CQP2_MESAU
OG0015246	sp|Q8K0L2|ENTP8_MOUSE	tr|A0A1U8CSA5|A0A1U8CSA5_MESAU
OG0015247	sp|Q8BTY1|KAT1_MOUSE	tr|A0A1U8CY46|A0A1U8CY46_MESAU
OG0015248	tr|A0A087WQ89|A0A087WQ89_MOUSE	tr|A0A1U8D0Y2|A0A1U8D0Y2_MESAU
OG0015249	sp|Q8BU11|TOX4_MOUSE	tr|A0A3Q0CAI6|A0A3Q0CAI6_MESAU
OG0015250	sp|Q9D8X2|CC124_MOUSE	tr|A0A3Q0CDW9|A0A3Q0CDW9_MESAU
OG0015251	tr|A0A087WRR7|A0A087WRR7_MOUSE	tr|A0A3Q0CF36|A0A3Q0CF36_MESAU
OG0015252	sp|Q6Y685|TACC1_MOUSE	tr|A0A3Q0CJ82|A0A3Q0CJ82_MESAU
OG0015253	tr|B1AX30|B1AX30_MOUSE	tr|A0A3Q0CJM9|A0A3Q0CJM9_MESAU
OG0015254	sp|Q62348|TSN_MOUSE	tr|A0A3Q0CJU5|A0A3Q0CJU5_MESAU
OG0015255	sp|D3YZG8|MTD2L_MOUSE	tr|A0A3Q0CLZ0|A0A3Q0CLZ0_MESAU
OG0015256	sp|P86044|ANO9_MOUSE	tr|A0A3Q0CTV1|A0A3Q0CTV1_MESAU
OG0015257	sp|Q8K2I1|FNTB_MOUSE	tr|A0A3Q0CW58|A0A3Q0CW58_MESAU
OG0015258	sp|Q8K352|SASH3_MOUSE	tr|A0A3Q0CWR1|A0A3Q0CWR1_MESAU
OG0015259	sp|Q3UGM2|NEK10_MOUSE	tr|A0A3Q0D0X3|A0A3Q0D0X3_MESAU
OG0015260	sp|P35456|UPAR_MOUSE	tr|A0A3Q0D1P2|A0A3Q0D1P2_MESAU
OG0015261	sp|Q9ET39|SLAF6_MOUSE	tr|A0A3Q0D4D5|A0A3Q0D4D5_MESAU
OG0015262	sp|Q8K057|IFT80_MOUSE	tr|A0A3Q0DG02|A0A3Q0DG02_MESAU
OG0015263	tr|Q8VFD8|Q8VFD8_MOUSE	tr|A0A1U7Q3X5|A0A1U7Q3X5_MESAU
OG0015264	sp|Q7TMA4|FFAR4_MOUSE	tr|A0A1U7Q5X4|A0A1U7Q5X4_MESAU
OG0015265	sp|Q7TSK3|PCDH8_MOUSE	tr|A0A1U7Q6K9|A0A1U7Q6K9_MESAU
OG0015266	sp|Q9D0R9|WDR89_MOUSE	tr|A0A1U7Q8G9|A0A1U7Q8G9_MESAU
OG0015267	sp|P55302|AMRP_MOUSE	tr|A0A1U7Q9P6|A0A1U7Q9P6_MESAU
OG0015268	sp|Q9CR27|WASC3_MOUSE	tr|A0A1U7QAJ7|A0A1U7QAJ7_MESAU
OG0015269	sp|Q5Y5T3|ZDH23_MOUSE	tr|A0A1U7QAL8|A0A1U7QAL8_MESAU
OG0015270	sp|Q07139|ECT2_MOUSE	tr|A0A1U7QAR9|A0A1U7QAR9_MESAU
OG0015271	sp|Q50L41|PA24F_MOUSE	tr|A0A1U7QC55|A0A1U7QC55_MESAU
OG0015272	sp|O55187|CBX4_MOUSE	tr|A0A1U7QD73|A0A1U7QD73_MESAU
OG0015273	sp|Q8VDU1|RHOV_MOUSE	tr|A0A1U7QF06|A0A1U7QF06_MESAU
OG0015274	sp|Q61502|E2F5_MOUSE	tr|A0A1U7QG47|A0A1U7QG47_MESAU
OG0015275	sp|P13439|UMPS_MOUSE	tr|A0A1U7QG66|A0A1U7QG66_MESAU
OG0015276	sp|Q3UGP8|AG10B_MOUSE	tr|A0A1U7QGQ2|A0A1U7QGQ2_MESAU
OG0015277	sp|P09671|SODM_MOUSE	tr|A0A1U7QH60|A0A1U7QH60_MESAU
OG0015278	sp|Q9JMG4|NKAI4_MOUSE	tr|A0A1U7QIE0|A0A1U7QIE0_MESAU
OG0015279	sp|Q99MR1|GGYF1_MOUSE	tr|A0A1U7QJX1|A0A1U7QJX1_MESAU
OG0015280	sp|Q6NS60|FBX41_MOUSE	tr|A0A1U7QN80|A0A1U7QN80_MESAU
OG0015281	sp|Q9D3B1|HACD2_MOUSE	tr|A0A1U7QNZ8|A0A1U7QNZ8_MESAU
OG0015282	sp|Q8BLN5|LSS_MOUSE	tr|A0A1U7QQ63|A0A1U7QQ63_MESAU
OG0015283	sp|Q8R1T4|S35A3_MOUSE	tr|A0A1U7QQL6|A0A1U7QQL6_MESAU
OG0015284	sp|Q8VDR7|TGDS_MOUSE	tr|A0A1U7QRN7|A0A1U7QRN7_MESAU
OG0015285	sp|Q8R1J1|TM6S2_MOUSE	tr|A0A1U7QUD0|A0A1U7QUD0_MESAU
OG0015286	tr|B2RPU8|B2RPU8_MOUSE	tr|A0A1U7QWE4|A0A1U7QWE4_MESAU
OG0015287	sp|O35691|PININ_MOUSE	tr|A0A1U7QWH6|A0A1U7QWH6_MESAU
OG0015288	sp|Q62087|PON3_MOUSE	tr|A0A1U7R076|A0A1U7R076_MESAU
OG0015289	sp|P09225|TNFB_MOUSE	tr|A0A1U7R3M5|A0A1U7R3M5_MESAU
OG0015290	sp|P82976|GBX1_MOUSE	tr|A0A1U7R4F0|A0A1U7R4F0_MESAU
OG0015291	sp|Q62227|NR0B2_MOUSE	tr|A0A1U7R548|A0A1U7R548_MESAU
OG0015292	sp|Q99LD8|DDAH2_MOUSE	tr|A0A1U7R660|A0A1U7R660_MESAU
OG0015293	sp|P28063|PSB8_MOUSE	tr|A0A1U7R685|A0A1U7R685_MESAU
OG0015294	sp|Q810I2|TRI50_MOUSE	tr|A0A1U7R6E8|A0A1U7R6E8_MESAU
OG0015295	sp|Q8C180|FRS2_MOUSE	tr|A0A1U7R856|A0A1U7R856_MESAU
OG0015296	sp|Q9D180|CFA57_MOUSE	tr|A0A1U7R9B0|A0A1U7R9B0_MESAU
OG0015297	sp|Q8VD04|GRAP1_MOUSE	tr|A0A1U7RDW1|A0A1U7RDW1_MESAU
OG0015298	sp|P61082|UBC12_MOUSE	tr|A0A1U7RG31|A0A1U7RG31_MESAU
OG0015299	sp|Q9CR37|PPDPF_MOUSE	tr|A0A1U8BXV2|A0A1U8BXV2_MESAU
OG0015300	sp|B8ZXI1|QTRT2_MOUSE	tr|A0A1U8BYP7|A0A1U8BYP7_MESAU
OG0015301	sp|Q3V0J1|TM237_MOUSE	tr|A0A1U8BZY3|A0A1U8BZY3_MESAU
OG0015302	sp|Q62470|ITA3_MOUSE	tr|A0A1U8C0W8|A0A1U8C0W8_MESAU
OG0015303	sp|P23772|GATA3_MOUSE	tr|A0A1U8C3B3|A0A1U8C3B3_MESAU
OG0015304	sp|Q9DAG5|STPG4_MOUSE	tr|A0A1U8C3B6|A0A1U8C3B6_MESAU
OG0015305	sp|Q8C9J3|SPEF2_MOUSE	tr|A0A1U8C4T9|A0A1U8C4T9_MESAU
OG0015306	sp|Q61823|PDCD4_MOUSE	tr|A0A1U8C8H3|A0A1U8C8H3_MESAU
OG0015307	sp|Q8BS40|CPTP_MOUSE	tr|A0A1U8CAE7|A0A1U8CAE7_MESAU
OG0015308	sp|P20293|TBXT_MOUSE	tr|A0A1U8CFL8|A0A1U8CFL8_MESAU
OG0015309	sp|Q91Z53|GRHPR_MOUSE	tr|A0A1U8CHM6|A0A1U8CHM6_MESAU
OG0015310	sp|Q9DBU0|TM9S1_MOUSE	tr|A0A1U8CLG8|A0A1U8CLG8_MESAU
OG0015311	sp|P49135|ERCC3_MOUSE	tr|A0A1U8CLW6|A0A1U8CLW6_MESAU
OG0015312	sp|A2ALS5|RPGP1_MOUSE	tr|A0A1U8CLW8|A0A1U8CLW8_MESAU
OG0015313	sp|O08908|P85B_MOUSE	tr|A0A1U8CQH5|A0A1U8CQH5_MESAU
OG0015314	sp|Q91YI6|GLD2_MOUSE	tr|A0A1U8CQS8|A0A1U8CQS8_MESAU
OG0015315	sp|Q64739|COBA2_MOUSE	tr|A0A3Q0CAD5|A0A3Q0CAD5_MESAU
OG0015316	sp|Q6IRT3|PARI_MOUSE	tr|A0A3Q0CM18|A0A3Q0CM18_MESAU
OG0015317	sp|Q9CQD6|SARCO_MOUSE	tr|A0A3Q0CNU9|A0A3Q0CNU9_MESAU
OG0015318	sp|Q9D992|MAJIN_MOUSE	tr|A0A3Q0CQG2|A0A3Q0CQG2_MESAU
OG0015319	tr|A0A1B0GRJ3|A0A1B0GRJ3_MOUSE	tr|A0A3Q0CUK7|A0A3Q0CUK7_MESAU
OG0015320	sp|Q571H0|NPA1P_MOUSE	tr|A0A3Q0CWP5|A0A3Q0CWP5_MESAU
OG0015321	tr|Q3V2J1|Q3V2J1_MOUSE	tr|A0A3Q0CY83|A0A3Q0CY83_MESAU
OG0015322	sp|Q9CQ79|TXND9_MOUSE	tr|A0A3Q0CZD6|A0A3Q0CZD6_MESAU
OG0015323	sp|Q91Y44|BRDT_MOUSE	tr|A0A3Q0D1G1|A0A3Q0D1G1_MESAU
OG0015324	sp|Q0VBV7|CE126_MOUSE	tr|A0A3Q0D2R9|A0A3Q0D2R9_MESAU
OG0015325	sp|Q91YE8|SYNP2_MOUSE	tr|A0A3Q0D2X8|A0A3Q0D2X8_MESAU
OG0015326	sp|Q6P9P0|SLF2_MOUSE	tr|A0A3Q0D584|A0A3Q0D584_MESAU
OG0015327	sp|Q3U3D7|T131L_MOUSE	tr|A0A3Q0D6E7|A0A3Q0D6E7_MESAU
OG0015328	sp|Q9JLV2|TP4AP_MOUSE	tr|A0A3Q0DAD3|A0A3Q0DAD3_MESAU
OG0015330	sp|P50462|CSRP3_MOUSE	tr|A0A3Q0DD18|A0A3Q0DD18_MESAU
OG0015331	tr|E9Q963|E9Q963_MOUSE	tr|A0A3Q0DD51|A0A3Q0DD51_MESAU
OG0015332	sp|Q8VC56|RNF8_MOUSE	tr|A0A3Q0DGJ2|A0A3Q0DGJ2_MESAU
OG0015333	sp|Q49B93|SC5AC_MOUSE	tr|A0A1U7Q351|A0A1U7Q351_MESAU
OG0015334	sp|Q8R1Z4|PPR42_MOUSE	tr|A0A1U7Q3V8|A0A1U7Q3V8_MESAU
OG0015335	sp|P61315|G3ST3_MOUSE	tr|A0A1U7Q4Y5|A0A1U7Q4Y5_MESAU
OG0015336	sp|O35153|BET1L_MOUSE	tr|A0A1U7Q535|A0A1U7Q535_MESAU
OG0015337	sp|Q99PT1|GDIR1_MOUSE	tr|A0A1U7Q5G4|A0A1U7Q5G4_MESAU
OG0015338	sp|Q69ZP3|PNKD_MOUSE	tr|A0A1U7Q664|A0A1U7Q664_MESAU
OG0015339	sp|P97348|RHOD_MOUSE	tr|A0A1U7Q6E1|A0A1U7Q6E1_MESAU
OG0015340	sp|P49749|EVX2_MOUSE	tr|A0A1U7Q702|A0A1U7Q702_MESAU
OG0015341	sp|Q8BFY7|PIMRE_MOUSE	tr|A0A1U7Q8C0|A0A1U7Q8C0_MESAU
OG0015342	sp|P35710|SOX5_MOUSE	tr|A0A1U7Q8M4|A0A1U7Q8M4_MESAU
OG0015343	sp|Q923D3|PARM1_MOUSE	tr|A0A1U7Q8Z4|A0A1U7Q8Z4_MESAU
OG0015344	sp|P61168|DRD2_MOUSE	tr|A0A1U7QAF5|A0A1U7QAF5_MESAU
OG0015345	sp|Q62422|OSTF1_MOUSE	tr|A0A1U7QB24|A0A1U7QB24_MESAU
OG0015346	sp|Q6DFV5|HELZ_MOUSE	tr|A0A1U7QB44|A0A1U7QB44_MESAU
OG0015347	sp|Q3B807|TCRGL_MOUSE	tr|A0A1U7QBT6|A0A1U7QBT6_MESAU
OG0015348	sp|Q9Z2L6|MINP1_MOUSE	tr|A0A1U7QD65|A0A1U7QD65_MESAU
OG0015349	sp|Q61423|KCNA4_MOUSE	tr|A0A1U7QF69|A0A1U7QF69_MESAU
OG0015350	sp|P19221|THRB_MOUSE	tr|A0A1U7QFC8|A0A1U7QFC8_MESAU
OG0015351	sp|Q9DBB5|IF4E3_MOUSE	tr|A0A1U7QFM1|A0A1U7QFM1_MESAU
OG0015352	sp|Q8CDG3|VCIP1_MOUSE	tr|A0A1U7QII0|A0A1U7QII0_MESAU
OG0015353	sp|Q7TNE1|SUCHY_MOUSE	tr|A0A1U7QPF1|A0A1U7QPF1_MESAU
OG0015354	sp|P08920|CD2_MOUSE	tr|A0A1U7QPU7|A0A1U7QPU7_MESAU
OG0015355	sp|Q61006|MUSK_MOUSE	tr|A0A1U7QSG8|A0A1U7QSG8_MESAU
OG0015356	sp|Q9CPU7|FBX32_MOUSE	tr|A0A1U7QWY6|A0A1U7QWY6_MESAU
OG0015357	sp|Q80ZI2|RTP2_MOUSE	tr|A0A1U7QYA9|A0A1U7QYA9_MESAU
OG0015358	sp|Q8BU33|HACL2_MOUSE	tr|A0A1U7R0Z0|A0A1U7R0Z0_MESAU
OG0015359	sp|Q9JME9|VTM2B_MOUSE	tr|A0A1U7R3R7|A0A1U7R3R7_MESAU
OG0015360	sp|Q9CQF3|CPSF5_MOUSE	tr|A0A1U7R4E0|A0A1U7R4E0_MESAU
OG0015361	sp|Q9DD20|MET7B_MOUSE	tr|A0A1U7R631|A0A1U7R631_MESAU
OG0015362	sp|Q9ERZ4|ACM2_MOUSE	tr|A0A1U7R795|A0A1U7R795_MESAU
OG0015363	sp|P55065|PLTP_MOUSE	tr|A0A1U7RB45|A0A1U7RB45_MESAU
OG0015364	sp|Q9D8N2|DEN10_MOUSE	tr|A0A1U7RBP6|A0A1U7RBP6_MESAU
OG0015365	sp|Q61088|FZD4_MOUSE	tr|A0A1U7RBQ2|A0A1U7RBQ2_MESAU
OG0015366	sp|O88662|EMP2_MOUSE	tr|A0A1U7RD13|A0A1U7RD13_MESAU
OG0015367	sp|Q8CJC7|KLRE1_MOUSE	tr|A0A1U7REP7|A0A1U7REP7_MESAU
OG0015368	tr|A2A5X6|A2A5X6_MOUSE	tr|A0A1U7RHG6|A0A1U7RHG6_MESAU
OG0015369	sp|Q9Z324|DPM2_MOUSE	tr|A0A1U7RHP7|A0A1U7RHP7_MESAU
OG0015370	sp|P70274|SEPP1_MOUSE	tr|A0A1U7RKG6|A0A1U7RKG6_MESAU
OG0015371	sp|Q8BGR8|GSKIP_MOUSE	tr|A0A1U8BNF4|A0A1U8BNF4_MESAU
OG0015372	sp|O09100|GATA2_MOUSE	tr|A0A1U8BR54|A0A1U8BR54_MESAU
OG0015373	sp|Q7TNK8|ADM2_MOUSE	tr|A0A1U8BTH6|A0A1U8BTH6_MESAU
OG0015374	sp|Q8VDV3|R3GEF_MOUSE	tr|A0A1U8BZG4|A0A1U8BZG4_MESAU
OG0015375	sp|O88186|GPIX_MOUSE	tr|A0A1U8C1W7|A0A1U8C1W7_MESAU
OG0015376	sp|Q5SUF2|LC7L3_MOUSE	tr|A0A1U8C3Y1|A0A1U8C3Y1_MESAU
OG0015377	sp|Q8CB14|LAS2_MOUSE	tr|A0A1U8C8Q9|A0A1U8C8Q9_MESAU
OG0015378	sp|Q9ES34|UBE3B_MOUSE	tr|A0A1U8C9X7|A0A1U8C9X7_MESAU
OG0015379	sp|Q9JM93|AR6P4_MOUSE	tr|A0A1U8CL46|A0A1U8CL46_MESAU
OG0015380	sp|Q9JMG3|TMUB1_MOUSE	tr|A0A1U8CQ40|A0A1U8CQ40_MESAU
OG0015381	tr|Q3TE80|Q3TE80_MOUSE	tr|A0A1U8CV83|A0A1U8CV83_MESAU
OG0015382	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A3Q0CB64|A0A3Q0CB64_MESAU
OG0015383	sp|Q0VBL6|HIF3A_MOUSE	tr|A0A3Q0CFI7|A0A3Q0CFI7_MESAU
OG0015384	sp|A2RT60|HTRA4_MOUSE	tr|A0A3Q0CJD3|A0A3Q0CJD3_MESAU
OG0015385	tr|E9Q271|E9Q271_MOUSE	tr|A0A3Q0CJP4|A0A3Q0CJP4_MESAU
OG0015386	sp|Q8C0T9|ADCYA_MOUSE	tr|A0A3Q0CLY4|A0A3Q0CLY4_MESAU
OG0015387	sp|Q8K4R4|PITC1_MOUSE	tr|A0A3Q0CQ07|A0A3Q0CQ07_MESAU
OG0015388	sp|Q8K0Z7|TACO1_MOUSE	tr|A0A3Q0CQ30|A0A3Q0CQ30_MESAU
OG0015389	sp|Q3UDR8|YIPF3_MOUSE	tr|A0A3Q0CU77|A0A3Q0CU77_MESAU
OG0015390	tr|Q9R0U9|Q9R0U9_MOUSE	tr|A0A3Q0CUJ8|A0A3Q0CUJ8_MESAU
OG0015391	sp|Q2VPA6|HELQ_MOUSE	tr|A0A3Q0CVX2|A0A3Q0CVX2_MESAU
OG0015392	sp|Q91ZV7|PLDX1_MOUSE	tr|A0A3Q0D010|A0A3Q0D010_MESAU
OG0015393	sp|Q64HY3|SP9_MOUSE	tr|A0A3Q0D5P0|A0A3Q0D5P0_MESAU
OG0015394	sp|Q8BR70|YIPF6_MOUSE	tr|A0A3Q0D8Z9|A0A3Q0D8Z9_MESAU
OG0015395	sp|Q9ER41|TOR1B_MOUSE	tr|A0A3Q0DBQ7|A0A3Q0DBQ7_MESAU
OG0015396	sp|Q7M6Y5|DEUP1_MOUSE	tr|A0A3Q0DCU2|A0A3Q0DCU2_MESAU
OG0015397	sp|P41272|CD27_MOUSE	tr|A0A3Q0DDP5|A0A3Q0DDP5_MESAU
OG0015398	sp|Q3V1D5|PLPL1_MOUSE	tr|A0A3Q0DEL6|A0A3Q0DEL6_MESAU
OG0015399	sp|P70377|FGF13_MOUSE	tr|A0A3Q0DFQ1|A0A3Q0DFQ1_MESAU
OG0015400	sp|Q148A4|PPR32_MOUSE	tr|A0A1U7Q2L4|A0A1U7Q2L4_MESAU
OG0015401	sp|Q3V3A1|CDK15_MOUSE	tr|A0A1U7Q6A0|A0A1U7Q6A0_MESAU
OG0015402	sp|P48428|TBCA_MOUSE	tr|A0A1U7Q6F4|A0A1U7Q6F4_MESAU
OG0015403	sp|Q8R104|SIR3_MOUSE	tr|A0A1U7Q6K7|A0A1U7Q6K7_MESAU
OG0015404	sp|P21274|BMP2_MOUSE	tr|A0A1U7Q9I4|A0A1U7Q9I4_MESAU
OG0015405	sp|P22682|CBL_MOUSE	tr|A0A1U7QA46|A0A1U7QA46_MESAU
OG0015406	sp|Q9CPV0|TM107_MOUSE	tr|A0A1U7QA53|A0A1U7QA53_MESAU
OG0015407	sp|Q01339|APOH_MOUSE	tr|A0A1U7QB41|A0A1U7QB41_MESAU
OG0015408	sp|Q61124|CLN3_MOUSE	tr|A0A1U7QCM9|A0A1U7QCM9_MESAU
OG0015409	sp|Q7TQN9|GP142_MOUSE	tr|A0A1U7QDX4|A0A1U7QDX4_MESAU
OG0015410	sp|Q5SRT8|CCNJL_MOUSE	tr|A0A1U7QE47|A0A1U7QE47_MESAU
OG0015411	tr|A2AQH1|A2AQH1_MOUSE	tr|A0A1U7QFU9|A0A1U7QFU9_MESAU
OG0015412	sp|Q9QXJ4|ARL10_MOUSE	tr|A0A1U7QGA8|A0A1U7QGA8_MESAU
OG0015413	sp|Q9CQR4|ACO13_MOUSE	tr|A0A1U7QHZ6|A0A1U7QHZ6_MESAU
OG0015414	sp|P24699|MYF5_MOUSE	tr|A0A1U7QKL7|A0A1U7QKL7_MESAU
OG0015415	sp|Q3TB48|TM104_MOUSE	tr|A0A1U7QLA1|A0A1U7QLA1_MESAU
OG0015416	sp|P19182|IFRD1_MOUSE	tr|A0A1U7QP35|A0A1U7QP35_MESAU
OG0015417	sp|Q60696|PMEL_MOUSE	tr|A0A1U7QSE6|A0A1U7QSE6_MESAU
OG0015418	sp|Q9QXV0|PCS1N_MOUSE	tr|A0A1U7QSL2|A0A1U7QSL2_MESAU
OG0015419	sp|Q91ZN5|S35B2_MOUSE	tr|A0A1U7QSW1|A0A1U7QSW1_MESAU
OG0015420	sp|Q9WUH1|TM115_MOUSE	tr|A0A1U7QUG1|A0A1U7QUG1_MESAU
OG0015421	sp|Q3U9N9|MOT10_MOUSE	tr|A0A1U7QUG5|A0A1U7QUG5_MESAU
OG0015422	sp|Q8K0T7|UN13C_MOUSE	tr|A0A1U7QVA5|A0A1U7QVA5_MESAU
OG0015423	sp|P81117|NUCB2_MOUSE	tr|A0A1U7QVP5|A0A1U7QVP5_MESAU
OG0015424	sp|Q8BUN9|NCKX2_MOUSE	tr|A0A1U7QW28|A0A1U7QW28_MESAU
OG0015425	tr|E9PVC2|E9PVC2_MOUSE	tr|A0A1U7QW54|A0A1U7QW54_MESAU
OG0015426	sp|Q8K1L0|CREB5_MOUSE	tr|A0A1U7QXK6|A0A1U7QXK6_MESAU
OG0015427	sp|Q571F5|SPSB3_MOUSE	tr|A0A1U7QY43|A0A1U7QY43_MESAU
OG0015428	sp|Q8CF27|FA24A_MOUSE	tr|A0A1U7QY76|A0A1U7QY76_MESAU
OG0015429	sp|Q61070|EI24_MOUSE	tr|A0A1U7R4S2|A0A1U7R4S2_MESAU
OG0015430	sp|Q9JKX3|TFR2_MOUSE	tr|A0A1U7R6I6|A0A1U7R6I6_MESAU
OG0015431	tr|B2RT41|B2RT41_MOUSE	tr|A0A1U7R849|A0A1U7R849_MESAU
OG0015432	sp|Q8CJ00|NOXA1_MOUSE	tr|A0A1U7RBL9|A0A1U7RBL9_MESAU
OG0015433	sp|Q9DBT3|CCD97_MOUSE	tr|A0A1U7RDT1|A0A1U7RDT1_MESAU
OG0015434	sp|Q3UWA4|TRI40_MOUSE	tr|A0A1U7RJG2|A0A1U7RJG2_MESAU
OG0015435	sp|Q8C432|RN182_MOUSE	tr|A0A1U8BIF9|A0A1U8BIF9_MESAU
OG0015436	sp|Q9QYL7|ABT1_MOUSE	tr|A0A1U8BRW2|A0A1U8BRW2_MESAU
OG0015437	sp|Q5RKZ7|MOCS1_MOUSE	tr|A0A1U8BTE8|A0A1U8BTE8_MESAU
OG0015438	tr|D3Z6P9|D3Z6P9_MOUSE	tr|A0A1U8BWA2|A0A1U8BWA2_MESAU
OG0015439	sp|Q8BX02|KANK2_MOUSE	tr|A0A1U8C8V1|A0A1U8C8V1_MESAU
OG0015440	sp|Q8CE97|CO062_MOUSE	tr|A0A1U8CEX2|A0A1U8CEX2_MESAU
OG0015441	sp|Q7TQ32|RGMC_MOUSE	tr|A0A1U8CIL2|A0A1U8CIL2_MESAU
