Orthogroup	Mus_musculus	Pan_troglodytes
OG0015452	sp|Q80YV4|PANK4_MOUSE	tr|A0A2I3TEZ4|A0A2I3TEZ4_PANTR
OG0015453	sp|Q8BG28|B3GL2_MOUSE	tr|H2Q1D8|H2Q1D8_PANTR
OG0015454	sp|Q8BG36|DMRT2_MOUSE	tr|A0A2J8JH20|A0A2J8JH20_PANTR
OG0015455	sp|Q8BYM8|SYCM_MOUSE	tr|K7BWZ3|K7BWZ3_PANTR
OG0015456	sp|Q8C633|CABS1_MOUSE	tr|H2QPL5|H2QPL5_PANTR
OG0015457	sp|Q8CAA7|PGM2L_MOUSE	tr|H2Q4E1|H2Q4E1_PANTR
OG0015458	sp|Q8CBW3|ABI1_MOUSE	tr|H2R3A3|H2R3A3_PANTR
OG0015459	sp|Q8CEF8|RN222_MOUSE	tr|A0A2J8MGK1|A0A2J8MGK1_PANTR
OG0015460	sp|Q8CG79|ASPP2_MOUSE	tr|A0A2I3SP22|A0A2I3SP22_PANTR
OG0015461	sp|Q8K245|UVRAG_MOUSE	tr|H2Q4F6|H2Q4F6_PANTR
OG0015462	sp|Q8K377|LRRT1_MOUSE	tr|A0A2J8L5D2|A0A2J8L5D2_PANTR
OG0015463	sp|Q8R0C3|S26A8_MOUSE	tr|H2R2R8|H2R2R8_PANTR
OG0015464	sp|Q8R1B0|STAC2_MOUSE	tr|A0A2I3TMU5|A0A2I3TMU5_PANTR
OG0015465	sp|Q8R2N2|UTP4_MOUSE	tr|H2QBE8|H2QBE8_PANTR
OG0015466	sp|Q8VI59|PCX3_MOUSE	tr|H2Q440|H2Q440_PANTR
OG0015467	sp|Q91V98|CD248_MOUSE	tr|H2RIA1|H2RIA1_PANTR
OG0015468	sp|Q99MY8|ASH1L_MOUSE	tr|H2Q081|H2Q081_PANTR
OG0015469	sp|Q99PA5|NKG7_MOUSE	tr|A0A2I3T4Q1|A0A2I3T4Q1_PANTR
OG0015470	sp|Q99PE2|ANRA2_MOUSE	tr|H2QR26|H2QR26_PANTR
OG0015471	sp|Q9CQ10|CHMP3_MOUSE	tr|K7AR37|K7AR37_PANTR
OG0015472	sp|Q9CQ49|NCBP2_MOUSE	tr|A0A2I3SUA5|A0A2I3SUA5_PANTR
OG0015473	sp|Q9CQE9|FWCH2_MOUSE	tr|H2QAE6|H2QAE6_PANTR
OG0015474	sp|Q9CQI4|IFTAP_MOUSE	tr|H2Q3F6|H2Q3F6_PANTR
OG0015475	sp|Q9D3D0|TTPAL_MOUSE	tr|H2QKE4|H2QKE4_PANTR
OG0015476	sp|Q9DAQ5|CQ098_MOUSE	tr|H2RCI2|H2RCI2_PANTR
OG0015477	sp|Q9EQ31|LPAR3_MOUSE	tr|H2PZB1|H2PZB1_PANTR
OG0015478	sp|Q9JJ61|GLT16_MOUSE	tr|H2Q8I4|H2Q8I4_PANTR
OG0015479	sp|Q9QYJ3|DNJB1_MOUSE	tr|K7DG97|K7DG97_PANTR
OG0015480	sp|Q9Z0Y7|IRS4_MOUSE	tr|A0A2I3SS11|A0A2I3SS11_PANTR
OG0015481	sp|Q9Z0Y9|NR1H3_MOUSE	tr|A0A2I3SPS8|A0A2I3SPS8_PANTR
OG0015482	tr|A0A0U1RNT7|A0A0U1RNT7_MOUSE	tr|A0A2I3TF92|A0A2I3TF92_PANTR
OG0015483	tr|F8VQ18|F8VQ18_MOUSE	tr|H2Q2Y7|H2Q2Y7_PANTR
OG0015484	sp|O35205|GRAK_MOUSE	tr|H2QQW4|H2QQW4_PANTR
OG0015485	sp|O35435|PYRD_MOUSE	tr|H2QBH6|H2QBH6_PANTR
OG0015486	sp|O54864|SUV91_MOUSE	tr|H2QYK0|H2QYK0_PANTR
OG0015487	sp|O88786|I13R2_MOUSE	tr|H2QZ11|H2QZ11_PANTR
OG0015488	sp|P14901|HMOX1_MOUSE	tr|H2QLK1|H2QLK1_PANTR
OG0015489	sp|P57724|PCBP4_MOUSE	tr|K7CGS3|K7CGS3_PANTR
OG0015490	sp|P62313|LSM6_MOUSE	tr|H2QQ91|H2QQ91_PANTR
OG0015491	sp|P70298|CUX2_MOUSE	tr|A0A2I3TL77|A0A2I3TL77_PANTR
OG0015492	sp|P70697|DCUP_MOUSE	tr|H2PYW8|H2PYW8_PANTR
OG0015493	sp|P97952|SCN1B_MOUSE	sp|A5A6L6|SCN1B_PANTR
OG0015494	sp|Q0P5X5|ZBBX_MOUSE	tr|A0A2J8P1S1|A0A2J8P1S1_PANTR
OG0015495	sp|Q149F1|RUSD2_MOUSE	tr|H2Q965|H2Q965_PANTR
OG0015496	sp|Q2TUM3|KCNRG_MOUSE	tr|H2Q7K9|H2Q7K9_PANTR
OG0015497	tr|Q32M27|Q32M27_MOUSE	tr|H2RDY5|H2RDY5_PANTR
OG0015498	sp|Q3TD49|SPP2B_MOUSE	tr|H2QEW7|H2QEW7_PANTR
OG0015499	sp|Q3UE17|MEX3D_MOUSE	tr|H2QEU9|H2QEU9_PANTR
OG0015500	sp|Q5FW53|MBPHL_MOUSE	tr|H2R227|H2R227_PANTR
OG0015501	sp|Q60829|PPR1B_MOUSE	tr|A0A2I3S2W6|A0A2I3S2W6_PANTR
OG0015502	sp|Q62052|P_MOUSE	tr|A0A2I3TCV4|A0A2I3TCV4_PANTR
OG0015503	sp|Q62087|PON3_MOUSE	tr|A0A2I3SMF6|A0A2I3SMF6_PANTR
OG0015504	sp|Q62447|CCNC_MOUSE	tr|H2QTG2|H2QTG2_PANTR
OG0015505	sp|Q64449|MRC2_MOUSE	tr|H2QDM3|H2QDM3_PANTR
OG0015506	sp|Q67FY2|BCL9L_MOUSE	tr|H2Q4W9|H2Q4W9_PANTR
OG0015507	sp|Q6JVL5|LCN12_MOUSE	tr|H2QY76|H2QY76_PANTR
OG0015508	sp|Q6NZL6|TONSL_MOUSE	tr|A0A2I3S9H1|A0A2I3S9H1_PANTR
OG0015509	sp|Q78J03|MSRB2_MOUSE	tr|K7AJ99|K7AJ99_PANTR
OG0015510	sp|Q80VH0|BANK1_MOUSE	tr|A0A2I3TQX5|A0A2I3TQX5_PANTR
OG0015511	sp|Q80WE4|KI20B_MOUSE	tr|H2R321|H2R321_PANTR
OG0015512	sp|Q80WP8|GADL1_MOUSE	tr|A0A2I3TW53|A0A2I3TW53_PANTR
OG0015513	sp|Q80XQ8|F168B_MOUSE	tr|H2QIQ8|H2QIQ8_PANTR
OG0015514	sp|Q812A3|ANR23_MOUSE	tr|A0A2J8PXT6|A0A2J8PXT6_PANTR
OG0015515	sp|Q8BGA3|LRRT2_MOUSE	tr|H2QRL0|H2QRL0_PANTR
OG0015516	sp|Q8BGY9|SC5A7_MOUSE	tr|A0A2J8J6W3|A0A2J8J6W3_PANTR
OG0015517	sp|Q8C0M9|ASGL1_MOUSE	tr|A0A2J8LDH5|A0A2J8LDH5_PANTR
OG0015518	sp|Q8C0Q2|ZHX3_MOUSE	tr|A0A2I3TCH8|A0A2I3TCH8_PANTR
OG0015519	sp|Q8CCK0|H2AW_MOUSE	tr|H2Q209|H2Q209_PANTR
OG0015520	sp|Q8CDL9|CCD87_MOUSE	tr|H2Q472|H2Q472_PANTR
OG0015521	sp|Q8CG73|FTM_MOUSE	tr|H2QB37|H2QB37_PANTR
OG0015522	sp|Q8CH77|NAV1_MOUSE	tr|H2RDF1|H2RDF1_PANTR
OG0015523	sp|Q8JZL7|RGF1B_MOUSE	tr|H2QPS5|H2QPS5_PANTR
OG0015524	sp|Q8K025|FRAT2_MOUSE	tr|H2Q2C6|H2Q2C6_PANTR
OG0015525	sp|Q8R3J5|CHAC1_MOUSE	tr|A0A2J8QDS1|A0A2J8QDS1_PANTR
OG0015526	sp|Q8VBT2|SDHL_MOUSE	tr|H2Q6Y1|H2Q6Y1_PANTR
OG0015527	sp|Q8VEB3|MACIR_MOUSE	tr|H2QRA3|H2QRA3_PANTR
OG0015528	sp|Q91X43|SH319_MOUSE	tr|A0A2I3SSV0|A0A2I3SSV0_PANTR
OG0015529	sp|Q91XA5|SNPC2_MOUSE	tr|H2RHY8|H2RHY8_PANTR
OG0015530	sp|Q91Y44|BRDT_MOUSE	tr|A0A2J8MHA5|A0A2J8MHA5_PANTR
OG0015531	sp|Q922M5|CDA7L_MOUSE	tr|A0A2I3SHQ6|A0A2I3SHQ6_PANTR
OG0015532	sp|Q99ML0|ZMY10_MOUSE	tr|G2HJN8|G2HJN8_PANTR
OG0015533	sp|Q99N99|S5A2_MOUSE	tr|A0A2I3T791|A0A2I3T791_PANTR
OG0015534	sp|Q9CR36|GKN1_MOUSE	tr|H2QI13|H2QI13_PANTR
OG0015535	sp|Q9CRC6|BORC7_MOUSE	tr|A0A2I3RCA0|A0A2I3RCA0_PANTR
OG0015536	sp|Q9CYZ2|TPD54_MOUSE	tr|H2QKT5|H2QKT5_PANTR
OG0015537	sp|Q9D1F3|EOLA1_MOUSE	tr|A0A2I3RTB7|A0A2I3RTB7_PANTR
OG0015538	sp|Q9D6K5|SYJ2B_MOUSE	tr|K7DKX9|K7DKX9_PANTR
OG0015539	sp|Q9EQI8|RM46_MOUSE	tr|H2QA11|H2QA11_PANTR
OG0015540	sp|Q9JII5|DAZP1_MOUSE	tr|H2R6J1|H2R6J1_PANTR
OG0015541	sp|Q9JJS6|BCDO1_MOUSE	tr|H2QBK9|H2QBK9_PANTR
OG0015542	sp|Q9R000|ITBP2_MOUSE	tr|A0A2I3TIF2|A0A2I3TIF2_PANTR
OG0015543	sp|Q9R0L7|AKP8L_MOUSE	tr|A0A2I3T1W7|A0A2I3T1W7_PANTR
OG0015544	sp|Q9WV85|NDK3_MOUSE	tr|K7BSW8|K7BSW8_PANTR
OG0015545	sp|Q9WVC3|CAV2_MOUSE	sp|Q2QLF3|CAV2_PANTR
OG0015546	sp|A0A1B0GSN8|SRTM2_MOUSE	tr|A0A2I3S2Z8|A0A2I3S2Z8_PANTR
OG0015547	tr|A0A571BF02|A0A571BF02_MOUSE	tr|A0A2I3SGC9|A0A2I3SGC9_PANTR
OG0015548	sp|A2ATU0|DHTK1_MOUSE	tr|A0A2I3RFZ5|A0A2I3RFZ5_PANTR
OG0015549	sp|A6H6A4|LRIQ4_MOUSE	tr|H2QNQ1|H2QNQ1_PANTR
OG0015550	sp|D3YVE8|S35G2_MOUSE	tr|K7CAG8|K7CAG8_PANTR
OG0015551	tr|D3YXF5|D3YXF5_MOUSE	tr|H2QZS3|H2QZS3_PANTR
OG0015552	tr|E9PW83|E9PW83_MOUSE	tr|H2R6Z2|H2R6Z2_PANTR
OG0015553	tr|E9Q5F1|E9Q5F1_MOUSE	tr|A0A2J8K5P7|A0A2J8K5P7_PANTR
OG0015554	sp|J3QNX5|SHSA8_MOUSE	tr|H2RG98|H2RG98_PANTR
OG0015555	sp|O08784|TCOF_MOUSE	tr|A0A2I3RVL9|A0A2I3RVL9_PANTR
OG0015556	sp|O35654|DPOD2_MOUSE	tr|H2R5C2|H2R5C2_PANTR
OG0015557	sp|O70220|FOXQ1_MOUSE	tr|H2R7P4|H2R7P4_PANTR
OG0015558	sp|P13504|IL1R1_MOUSE	tr|H2QIG4|H2QIG4_PANTR
OG0015559	sp|P23812|HXD12_MOUSE	tr|H2RG81|H2RG81_PANTR
OG0015560	sp|P30873|SSR1_MOUSE	tr|A0A2I3RUZ1|A0A2I3RUZ1_PANTR
OG0015561	sp|P47873|IL11_MOUSE	tr|H2QH62|H2QH62_PANTR
OG0015562	sp|P56379|ATP68_MOUSE	tr|A0A2I3S3Q6|A0A2I3S3Q6_PANTR
OG0015563	sp|P56382|ATP5E_MOUSE	tr|A0A2J8KMQ3|A0A2J8KMQ3_PANTR
OG0015564	sp|P61082|UBC12_MOUSE	tr|K7BZJ3|K7BZJ3_PANTR
OG0015565	sp|P70460|VASP_MOUSE	tr|K7BSQ6|K7BSQ6_PANTR
OG0015566	sp|P81122|IRS2_MOUSE	tr|H2Q7S8|H2Q7S8_PANTR
OG0015567	sp|Q08874|MITF_MOUSE	tr|A0A2I3T7T7|A0A2I3T7T7_PANTR
OG0015568	sp|Q3U2V3|NUD18_MOUSE	tr|H2QVU3|H2QVU3_PANTR
OG0015569	sp|Q3U8K7|KMT5B_MOUSE	tr|K7A6Y3|K7A6Y3_PANTR
OG0015570	sp|Q3UN16|GP162_MOUSE	tr|H2Q5B5|H2Q5B5_PANTR
OG0015571	sp|Q5FWI3|CEIP2_MOUSE	tr|H2QZU4|H2QZU4_PANTR
OG0015572	sp|Q61200|NXPH1_MOUSE	tr|A0A2I3TGN7|A0A2I3TGN7_PANTR
OG0015573	sp|Q62186|SSRD_MOUSE	tr|A0A2J8IM13|A0A2J8IM13_PANTR
OG0015574	sp|Q64191|ASPG_MOUSE	tr|H2QQG9|H2QQG9_PANTR
OG0015575	sp|Q64277|BST1_MOUSE	tr|H2RAA9|H2RAA9_PANTR
OG0015576	sp|Q64467|G3PT_MOUSE	tr|H2QG30|H2QG30_PANTR
OG0015577	sp|Q68FE2|ATG9A_MOUSE	tr|A0A2I3TTD5|A0A2I3TTD5_PANTR
OG0015578	sp|Q6GQW0|ABTB3_MOUSE	tr|A0A2I3T8D3|A0A2I3T8D3_PANTR
OG0015579	sp|Q6P1E8|EFCB6_MOUSE	tr|A0A2I3RFL3|A0A2I3RFL3_PANTR
OG0015580	sp|Q6PDG8|MON1A_MOUSE	tr|H2QMM9|H2QMM9_PANTR
OG0015581	sp|Q6PHQ8|NAA35_MOUSE	tr|A0A2I3TBC3|A0A2I3TBC3_PANTR
OG0015582	sp|Q766D5|B4GN4_MOUSE	tr|H2Q2U7|H2Q2U7_PANTR
OG0015583	sp|Q80U62|RUBIC_MOUSE	tr|H2R347|H2R347_PANTR
OG0015584	sp|Q80ZQ0|SACA4_MOUSE	tr|A0A2I3TN96|A0A2I3TN96_PANTR
OG0015585	tr|Q80ZX0|Q80ZX0_MOUSE	tr|H2QQ07|H2QQ07_PANTR
OG0015586	sp|Q8BG31|VEXIN_MOUSE	tr|A0A2I3SX56|A0A2I3SX56_PANTR
OG0015587	sp|Q8BHL7|C42S1_MOUSE	tr|H2QZW3|H2QZW3_PANTR
OG0015588	sp|Q8BP67|RL24_MOUSE	tr|A0A2I3RK05|A0A2I3RK05_PANTR
OG0015589	sp|Q8C159|TTC22_MOUSE	tr|A0A2I3RE81|A0A2I3RE81_PANTR
OG0015590	sp|Q8CE94|MOT13_MOUSE	tr|H2QC20|H2QC20_PANTR
OG0015591	sp|Q8K0J2|B3GN7_MOUSE	tr|A0A2I3TJS5|A0A2I3TJS5_PANTR
OG0015592	sp|Q8R2M0|TEAN2_MOUSE	tr|K7BKS3|K7BKS3_PANTR
OG0015593	sp|Q8R5J9|PRAF3_MOUSE	tr|H2QMX1|H2QMX1_PANTR
OG0015594	sp|Q8VC04|T106A_MOUSE	tr|H2QD48|H2QD48_PANTR
OG0015595	sp|Q8VCM3|ZFY21_MOUSE	tr|H2Q8Z4|H2Q8Z4_PANTR
OG0015596	sp|Q91W36|UBP3_MOUSE	tr|K7ANC2|K7ANC2_PANTR
OG0015597	sp|Q91ZU0|ASB7_MOUSE	tr|A0A2I3TIK7|A0A2I3TIK7_PANTR
OG0015598	sp|Q99PJ2|TRIM8_MOUSE	tr|K7D9X7|K7D9X7_PANTR
OG0015599	sp|Q9CRB0|SNX24_MOUSE	tr|A0A2I3T1P1|A0A2I3T1P1_PANTR
OG0015600	sp|Q9D9C7|CC062_MOUSE	tr|H2QML2|H2QML2_PANTR
OG0015601	sp|Q9D9D9|CP141_MOUSE	tr|H2Q050|H2Q050_PANTR
OG0015602	sp|Q9QXP7|C1QT1_MOUSE	tr|K7DJB7|K7DJB7_PANTR
OG0015603	sp|Q9Z188|DYR1B_MOUSE	tr|K7D9F3|K7D9F3_PANTR
OG0015604	sp|A6H6E9|TT23L_MOUSE	tr|H2R5I2|H2R5I2_PANTR
OG0015605	sp|D3YZU1|SHAN1_MOUSE	tr|A0A2I3RP67|A0A2I3RP67_PANTR
OG0015606	sp|E9Q394|AKP13_MOUSE	tr|H2R167|H2R167_PANTR
OG0015607	sp|O35593|PSDE_MOUSE	tr|H2QIW0|H2QIW0_PANTR
OG0015608	sp|O88587|COMT_MOUSE	tr|H2QL91|H2QL91_PANTR
OG0015609	sp|P04627|ARAF_MOUSE	tr|K6ZK74|K6ZK74_PANTR
OG0015610	sp|P15535|B4GT1_MOUSE	tr|K7BHK3|K7BHK3_PANTR
OG0015611	sp|P16675|PPGB_MOUSE	tr|A0A2I3SD70|A0A2I3SD70_PANTR
OG0015612	sp|P32261|ANT3_MOUSE	tr|H2Q0N0|H2Q0N0_PANTR
OG0015613	sp|P48774|GSTM5_MOUSE	tr|G2HFY3|G2HFY3_PANTR
OG0015614	sp|P62077|TIM8B_MOUSE	tr|H2Q4S3|H2Q4S3_PANTR
OG0015615	sp|P62317|SMD2_MOUSE	tr|H2QGL7|H2QGL7_PANTR
OG0015616	sp|P70195|PSB7_MOUSE	tr|H2QXV4|H2QXV4_PANTR
OG0015617	sp|P83877|TXN4A_MOUSE	tr|K7CG23|K7CG23_PANTR
OG0015618	sp|Q03172|ZEP1_MOUSE	tr|A0A2I3SHZ1|A0A2I3SHZ1_PANTR
OG0015619	sp|Q14BB9|MA6D1_MOUSE	tr|H2QNU0|H2QNU0_PANTR
OG0015620	sp|Q2MHE5|DOK6_MOUSE	tr|H2R6P9|H2R6P9_PANTR
OG0015621	sp|Q3KNY0|IGFN1_MOUSE	tr|A0A2I3TH56|A0A2I3TH56_PANTR
OG0015622	sp|Q3UE31|K0930_MOUSE	tr|K7BH49|K7BH49_PANTR
OG0015623	sp|Q3V2G4|SIM31_MOUSE	tr|A0A2I3SJV3|A0A2I3SJV3_PANTR
OG0015624	sp|Q5DU56|NLRC3_MOUSE	tr|H2QAG9|H2QAG9_PANTR
OG0015625	sp|Q5HZH7|S38A8_MOUSE	tr|H2RA07|H2RA07_PANTR
OG0015626	sp|Q5NCS9|MID49_MOUSE	tr|H2QCE2|H2QCE2_PANTR
OG0015627	sp|Q60860|LTC4S_MOUSE	tr|H2QS57|H2QS57_PANTR
OG0015628	sp|Q60I26|AL2CL_MOUSE	tr|A0A2J8PAD9|A0A2J8PAD9_PANTR
OG0015629	sp|Q6PAK3|ANM8_MOUSE	tr|H2Q581|H2Q581_PANTR
OG0015630	sp|Q6PG04|CCD82_MOUSE	tr|A0A2J8L1F2|A0A2J8L1F2_PANTR
OG0015631	sp|Q78YY6|DJC15_MOUSE	tr|H2Q7H9|H2Q7H9_PANTR
OG0015632	sp|Q80T74|KLH29_MOUSE	tr|H2QHI1|H2QHI1_PANTR
OG0015633	sp|Q8BKX1|BAIP2_MOUSE	tr|A0A2I3RKZ6|A0A2I3RKZ6_PANTR
OG0015634	sp|Q8BPT6|IMP2L_MOUSE	tr|H2QV89|H2QV89_PANTR
OG0015635	sp|Q8BVD7|C1QT7_MOUSE	tr|A0A2I3SKI3|A0A2I3SKI3_PANTR
OG0015636	sp|Q8C561|LMBD2_MOUSE	tr|H2QQR9|H2QQR9_PANTR
OG0015637	sp|Q8JZY4|MRPP3_MOUSE	tr|H2Q865|H2Q865_PANTR
OG0015638	sp|Q8K2B0|SC65_MOUSE	tr|H2QD04|H2QD04_PANTR
OG0015639	sp|Q8K482|EMIL2_MOUSE	tr|H2QE75|H2QE75_PANTR
OG0015640	sp|Q8R4F0|MCLN3_MOUSE	tr|H2PZB2|H2PZB2_PANTR
OG0015641	sp|Q8VEL2|MTMRE_MOUSE	tr|A0A2I3SVM4|A0A2I3SVM4_PANTR
OG0015642	sp|Q91WD4|CG025_MOUSE	tr|A0A2J8K9Q9|A0A2J8K9Q9_PANTR
OG0015643	sp|Q91X79|CELA1_MOUSE	tr|H2Q5Y1|H2Q5Y1_PANTR
OG0015644	sp|Q99LB0|TDIF1_MOUSE	tr|K7B109|K7B109_PANTR
OG0015645	sp|Q9CQ26|STABP_MOUSE	tr|H2QI53|H2QI53_PANTR
OG0015646	sp|Q9CQS2|NOP10_MOUSE	tr|H2Q939|H2Q939_PANTR
OG0015647	sp|Q9CWT6|DDX28_MOUSE	tr|H2QBD6|H2QBD6_PANTR
OG0015648	sp|Q9CZX8|RS19_MOUSE	tr|A0A2J8QGG2|A0A2J8QGG2_PANTR
OG0015649	sp|Q9D552|SPT17_MOUSE	tr|H2Q152|H2Q152_PANTR
OG0015650	sp|Q9D853|EFMT2_MOUSE	tr|H2R7A1|H2R7A1_PANTR
OG0015651	sp|Q9DA47|TM239_MOUSE	tr|A0A2I3S468|A0A2I3S468_PANTR
OG0015652	sp|Q9DBU3|RIOK3_MOUSE	tr|A0A2I3TW17|A0A2I3TW17_PANTR
OG0015653	sp|Q9EQZ6|RPGF4_MOUSE	tr|A0A2I3RC74|A0A2I3RC74_PANTR
OG0015654	sp|Q9ET35|TR13B_MOUSE	tr|H2QCC6|H2QCC6_PANTR
OG0015655	sp|Q9JJG0|TACC2_MOUSE	tr|A0A2J8PBU9|A0A2J8PBU9_PANTR
OG0015656	sp|Q9QY31|SNAI3_MOUSE	tr|H2QBQ2|H2QBQ2_PANTR
OG0015657	sp|Q9WVC8|S26A3_MOUSE	tr|H2QZW4|H2QZW4_PANTR
OG0015658	sp|Q9Z1L3|DEDD_MOUSE	tr|A0A2I3SBV0|A0A2I3SBV0_PANTR
OG0015659	tr|A0A0G2JEU3|A0A0G2JEU3_MOUSE	tr|A0A2I3TJW8|A0A2I3TJW8_PANTR
OG0015660	sp|A2ARI4|LGR4_MOUSE	tr|K7D663|K7D663_PANTR
OG0015661	sp|A6PWY4|WDR76_MOUSE	tr|A0A2I3STR5|A0A2I3STR5_PANTR
OG0015662	sp|E9PV86|MCTP1_MOUSE	tr|A0A2I3SFC7|A0A2I3SFC7_PANTR
OG0015663	tr|E9PW37|E9PW37_MOUSE	tr|K6ZKJ3|K6ZKJ3_PANTR
OG0015664	tr|E9Q3P4|E9Q3P4_MOUSE	tr|H2Q149|H2Q149_PANTR
OG0015665	tr|J3QN01|J3QN01_MOUSE	tr|H2RCE4|H2RCE4_PANTR
OG0015666	sp|O35691|PININ_MOUSE	tr|H2Q879|H2Q879_PANTR
OG0015667	sp|O88576|S6A18_MOUSE	tr|H2R3L2|H2R3L2_PANTR
OG0015668	sp|P09633|HXC9_MOUSE	tr|H2Q633|H2Q633_PANTR
OG0015669	sp|P10605|CATB_MOUSE	tr|H2QVR7|H2QVR7_PANTR
OG0015670	sp|P26450|P85A_MOUSE	tr|A0A2I3SIY1|A0A2I3SIY1_PANTR
OG0015671	sp|P26638|SYSC_MOUSE	tr|A0A2I3TN97|A0A2I3TN97_PANTR
OG0015672	sp|P33609|DPOLA_MOUSE	tr|K7CUU4|K7CUU4_PANTR
OG0015673	sp|P53798|FDFT_MOUSE	tr|A0A2I3TD84|A0A2I3TD84_PANTR
OG0015674	sp|P63323|RS12_MOUSE	tr|H2QTR8|H2QTR8_PANTR
OG0015675	sp|P70190|CAZA3_MOUSE	tr|G2HI32|G2HI32_PANTR
OG0015676	sp|Q0VFX2|CF157_MOUSE	tr|H2QXX4|H2QXX4_PANTR
OG0015677	sp|Q3TDN2|FAF2_MOUSE	tr|A0A2I3S5R7|A0A2I3S5R7_PANTR
OG0015678	sp|Q3UHK8|TNR6A_MOUSE	tr|H2R4F2|H2R4F2_PANTR
OG0015679	sp|Q4VBD2|TAPT1_MOUSE	tr|H2RC85|H2RC85_PANTR
OG0015680	sp|Q5SZA1|NPT3_MOUSE	tr|H2QSE8|H2QSE8_PANTR
OG0015681	sp|Q61069|USF1_MOUSE	tr|K7BZZ6|K7BZZ6_PANTR
OG0015682	sp|Q61908|CMC4_MOUSE	tr|H2QZB7|H2QZB7_PANTR
OG0015683	sp|Q64GA5|PA24C_MOUSE	tr|H2QGQ4|H2QGQ4_PANTR
OG0015684	sp|Q6PDS0|VTM2L_MOUSE	tr|H2QKB7|H2QKB7_PANTR
OG0015685	sp|Q6PGD0|ARAID_MOUSE	tr|A0A2J8NKW3|A0A2J8NKW3_PANTR
OG0015686	sp|Q7TM95|TIGD3_MOUSE	tr|H2Q429|H2Q429_PANTR
OG0015687	sp|Q7TN31|AGGF1_MOUSE	tr|H2QR44|H2QR44_PANTR
OG0015688	sp|Q80YA8|CRUM2_MOUSE	tr|H2R133|H2R133_PANTR
OG0015689	sp|Q8BFU0|RSPO2_MOUSE	tr|A0A2I3RH49|A0A2I3RH49_PANTR
OG0015690	sp|Q8BG94|COMD7_MOUSE	tr|A0A2I3TG85|A0A2I3TG85_PANTR
OG0015691	sp|Q8BHF7|PGPS1_MOUSE	tr|H2QDZ7|H2QDZ7_PANTR
OG0015692	sp|Q8BJ48|NAGPA_MOUSE	tr|H2QAJ1|H2QAJ1_PANTR
OG0015693	sp|Q8BJ83|TM2D3_MOUSE	tr|A0A2I3STM5|A0A2I3STM5_PANTR
OG0015694	sp|Q8BJA2|S41A1_MOUSE	tr|H2Q0Z8|H2Q0Z8_PANTR
OG0015695	sp|Q8BJT9|EDEM2_MOUSE	tr|H2QK90|H2QK90_PANTR
OG0015696	sp|Q8BLN6|UNC80_MOUSE	tr|A0A2I3STC6|A0A2I3STC6_PANTR
OG0015697	sp|Q8BQN6|OZF_MOUSE	tr|H2QG61|H2QG61_PANTR
OG0015698	sp|Q8BT14|CNOT4_MOUSE	tr|H2QVF4|H2QVF4_PANTR
OG0015699	sp|Q8BZN2|KCNV1_MOUSE	tr|H2QWL3|H2QWL3_PANTR
OG0015700	sp|Q8C102|GALT5_MOUSE	tr|H2QIU5|H2QIU5_PANTR
OG0015701	sp|Q8C261|NCKX5_MOUSE	tr|A0A2J8NTC3|A0A2J8NTC3_PANTR
OG0015702	sp|Q8C817|T200A_MOUSE	tr|H2QTQ7|H2QTQ7_PANTR
OG0015703	tr|Q8CGR4|Q8CGR4_MOUSE	tr|H2QGY8|H2QGY8_PANTR
OG0015704	sp|Q8K2J7|RELL1_MOUSE	tr|K7B0E5|K7B0E5_PANTR
OG0015705	sp|Q8R1R4|IL34_MOUSE	tr|A0A2J8KA73|A0A2J8KA73_PANTR
OG0015706	sp|Q8R2G6|CCD80_MOUSE	tr|A0A2J8M2Z0|A0A2J8M2Z0_PANTR
OG0015707	tr|Q91Y09|Q91Y09_MOUSE	sp|Q5DRE1|PCDC2_PANTR
OG0015708	sp|Q91ZM8|CABP7_MOUSE	tr|A0A2I3TE28|A0A2I3TE28_PANTR
OG0015709	sp|Q920Q4|VPS16_MOUSE	tr|A0A2I3T9E5|A0A2I3T9E5_PANTR
OG0015710	sp|Q99MS7|EH1L1_MOUSE	tr|H2Q436|H2Q436_PANTR
OG0015711	sp|Q9CPW7|ZMAT2_MOUSE	tr|H2QRN0|H2QRN0_PANTR
OG0015712	sp|Q9D695|SPB7_MOUSE	tr|A0A2I3T732|A0A2I3T732_PANTR
OG0015713	sp|Q9D898|ARP5L_MOUSE	tr|H2QXW1|H2QXW1_PANTR
OG0015714	sp|Q9DD18|DTD1_MOUSE	tr|A0A2I3RSF6|A0A2I3RSF6_PANTR
OG0015715	sp|Q9DD24|TCAL9_MOUSE	tr|H2RH34|H2RH34_PANTR
OG0015716	sp|Q9EQQ2|YIPF5_MOUSE	tr|H2QRP8|H2QRP8_PANTR
OG0015717	sp|Q9EQZ7|RIMS2_MOUSE	tr|H2QWJ7|H2QWJ7_PANTR
OG0015718	sp|Q9ET54|PALLD_MOUSE	tr|A0A2I3T7T9|A0A2I3T7T9_PANTR
OG0015719	sp|Q9JKQ4|IRX5_MOUSE	tr|A0A2I3RS02|A0A2I3RS02_PANTR
OG0015720	sp|Q9QXZ7|NR2E3_MOUSE	tr|A0A2I3SFZ5|A0A2I3SFZ5_PANTR
OG0015721	sp|Q9WV35|ABEC2_MOUSE	tr|H2R7B7|H2R7B7_PANTR
