Orthogroup	Mus_musculus	Eschrichtius_robustus
OG0008300	sp|Q8R3F9|STPAP_MOUSE	tr|A0A2F0BCT0|A0A2F0BCT0_ESCRO
OG0008301	sp|Q921Q3|ALG1_MOUSE	tr|A0A2F0BD19|A0A2F0BD19_ESCRO
OG0008302	sp|Q9QZD9|EIF3I_MOUSE	tr|A0A2F0BD67|A0A2F0BD67_ESCRO
OG0008303	sp|Q8CIT0|CRF_MOUSE	tr|A0A2F0BE22|A0A2F0BE22_ESCRO
OG0008304	sp|Q8CJH3|PLXB1_MOUSE	tr|A0A2F0BEN2|A0A2F0BEN2_ESCRO
OG0008305	sp|Q8BG55|GP171_MOUSE	tr|A0A2F0BF83|A0A2F0BF83_ESCRO
OG0008306	sp|Q3UV48|LRC30_MOUSE	tr|A0A2F0BFD1|A0A2F0BFD1_ESCRO
OG0008307	sp|Q99JY0|ECHB_MOUSE	tr|A0A2F0BH12|A0A2F0BH12_ESCRO
OG0008308	sp|Q924W6|TRI66_MOUSE	tr|A0A2F0BHA8|A0A2F0BHA8_ESCRO
OG0008309	sp|P43081|GUC1A_MOUSE	tr|A0A2F0BIQ7|A0A2F0BIQ7_ESCRO
OG0008310	sp|Q80VP5|MTRFR_MOUSE	tr|A0A2F0BIS6|A0A2F0BIS6_ESCRO
OG0008311	sp|Q62356|FSTL1_MOUSE	tr|A0A2F0BJC4|A0A2F0BJC4_ESCRO
OG0008312	sp|Q8BHF7|PGPS1_MOUSE	tr|A0A2F0BK27|A0A2F0BK27_ESCRO
OG0008313	sp|O35949|ELOV3_MOUSE	tr|A0A2F0BKC9|A0A2F0BKC9_ESCRO
OG0008314	sp|Q8CHW4|EI2BE_MOUSE	tr|A0A2F0BKN6|A0A2F0BKN6_ESCRO
OG0008315	sp|Q8VCK6|FFAR2_MOUSE	tr|A0A2F0BKT2|A0A2F0BKT2_ESCRO
OG0008316	sp|Q9ESJ7|IKBP1_MOUSE	tr|A0A2F0BL33|A0A2F0BL33_ESCRO
OG0008317	sp|A0A0B4J1F4|ARRD4_MOUSE	tr|A0A2F0BMG5|A0A2F0BMG5_ESCRO
OG0008318	sp|Q9QUR8|SEM7A_MOUSE	tr|A0A2F0BMT7|A0A2F0BMT7_ESCRO
OG0008319	sp|Q8K2Q7|BROX_MOUSE	tr|A0A2F0BNS4|A0A2F0BNS4_ESCRO
OG0008320	sp|Q5XJE5|LEO1_MOUSE	tr|A0A2F0BNU7|A0A2F0BNU7_ESCRO
OG0008321	sp|Q8BJM3|R3HCL_MOUSE	tr|A0A2F0BPX1|A0A2F0BPX1_ESCRO
OG0008322	sp|Q9CQE2|TM223_MOUSE	tr|A0A2F0BQ97|A0A2F0BQ97_ESCRO
OG0008323	sp|Q8C0Z1|F234A_MOUSE	tr|A0A2F0AUY0|A0A2F0AUY0_ESCRO
OG0008324	sp|Q9WVF8|TUSC2_MOUSE	tr|A0A2F0AV72|A0A2F0AV72_ESCRO
OG0008325	sp|Q9CZX9|EMC4_MOUSE	tr|A0A2F0AW35|A0A2F0AW35_ESCRO
OG0008326	sp|Q14DQ1|F219B_MOUSE	tr|A0A2F0AW97|A0A2F0AW97_ESCRO
OG0008327	sp|Q9D898|ARP5L_MOUSE	tr|A0A2F0AWG0|A0A2F0AWG0_ESCRO
OG0008328	sp|Q99ME3|SNCAP_MOUSE	tr|A0A2F0AWW9|A0A2F0AWW9_ESCRO
OG0008329	sp|Q9DAT2|MRGBP_MOUSE	tr|A0A2F0AY75|A0A2F0AY75_ESCRO
OG0008330	sp|Q91ZR4|NEK8_MOUSE	tr|A0A2F0AYA2|A0A2F0AYA2_ESCRO
OG0008331	sp|P68433|H31_MOUSE	tr|A0A2F0AZK2|A0A2F0AZK2_ESCRO
OG0008332	sp|P09026|HXB3_MOUSE	tr|A0A2F0AZS9|A0A2F0AZS9_ESCRO
OG0008333	sp|Q99KB8|GLO2_MOUSE	tr|A0A2F0B098|A0A2F0B098_ESCRO
OG0008334	sp|Q8K0D2|HABP2_MOUSE	tr|A0A2F0B0K6|A0A2F0B0K6_ESCRO
OG0008335	sp|Q9WV08|APJ_MOUSE	tr|A0A2F0B1A3|A0A2F0B1A3_ESCRO
OG0008336	tr|Q6PDK0|Q6PDK0_MOUSE	tr|A0A2F0B1T6|A0A2F0B1T6_ESCRO
OG0008337	sp|Q91YY4|ATPF2_MOUSE	tr|A0A2F0B244|A0A2F0B244_ESCRO
OG0008338	sp|P35288|RAB23_MOUSE	tr|A0A2F0B279|A0A2F0B279_ESCRO
OG0008339	sp|Q9D1X0|NOL3_MOUSE	tr|A0A2F0B2X5|A0A2F0B2X5_ESCRO
OG0008340	sp|P51658|DHB2_MOUSE	tr|A0A2F0B321|A0A2F0B321_ESCRO
OG0008341	sp|P0C7N9|PSMG4_MOUSE	tr|A0A2F0B4B4|A0A2F0B4B4_ESCRO
OG0008342	sp|P40223|CSF3R_MOUSE	tr|A0A2F0B4C3|A0A2F0B4C3_ESCRO
OG0008343	sp|Q9DCW4|ETFB_MOUSE	tr|A0A2F0B4D1|A0A2F0B4D1_ESCRO
OG0008344	sp|P10754|ZFP13_MOUSE	tr|A0A2F0B4H4|A0A2F0B4H4_ESCRO
OG0008345	sp|Q810L3|CHFR_MOUSE	tr|A0A2F0B4Q6|A0A2F0B4Q6_ESCRO
OG0008346	sp|P62334|PRS10_MOUSE	tr|A0A2F0B4T2|A0A2F0B4T2_ESCRO
OG0008347	sp|Q8K1C7|MOT14_MOUSE	tr|A0A2F0B599|A0A2F0B599_ESCRO
OG0008348	sp|P30557|PE2R3_MOUSE	tr|A0A2F0B9B9|A0A2F0B9B9_ESCRO
OG0008349	sp|Q6AXC6|DDX11_MOUSE	tr|A0A2F0B9T4|A0A2F0B9T4_ESCRO
OG0008350	sp|Q3U1V6|UEVLD_MOUSE	tr|A0A2F0B9T8|A0A2F0B9T8_ESCRO
OG0008351	sp|Q9CXY1|TM175_MOUSE	tr|A0A2F0B9U8|A0A2F0B9U8_ESCRO
OG0008352	sp|P56726|SMO_MOUSE	tr|A0A2F0BB09|A0A2F0BB09_ESCRO
OG0008353	sp|Q9CR42|ANKR1_MOUSE	tr|A0A2F0BB28|A0A2F0BB28_ESCRO
OG0008354	sp|Q64277|BST1_MOUSE	tr|A0A2F0BBE6|A0A2F0BBE6_ESCRO
OG0008355	sp|Q8BZI6|GUCD1_MOUSE	tr|A0A2F0BBF0|A0A2F0BBF0_ESCRO
OG0008356	sp|Q9CPX9|APC11_MOUSE	tr|A0A2F0BBK2|A0A2F0BBK2_ESCRO
OG0008357	sp|Q3MI99|CCBE1_MOUSE	tr|A0A2F0BBN8|A0A2F0BBN8_ESCRO
OG0008358	sp|Q8BHJ9|SLU7_MOUSE	tr|A0A2F0BBV6|A0A2F0BBV6_ESCRO
OG0008359	sp|Q8VCK7|SYCN_MOUSE	tr|A0A2F0BC79|A0A2F0BC79_ESCRO
OG0008360	sp|Q8BJ51|MFS11_MOUSE	tr|A0A2F0BCK8|A0A2F0BCK8_ESCRO
OG0008361	sp|Q8R2U7|LRC42_MOUSE	tr|A0A2F0BE42|A0A2F0BE42_ESCRO
OG0008362	sp|P56485|ACKR3_MOUSE	tr|A0A2F0BEL9|A0A2F0BEL9_ESCRO
OG0008363	sp|O88978|DAA11_MOUSE	tr|A0A2F0BF07|A0A2F0BF07_ESCRO
OG0008364	sp|Q9DD20|MET7B_MOUSE	tr|A0A2F0BF61|A0A2F0BF61_ESCRO
OG0008365	sp|Q3UWA4|TRI40_MOUSE	tr|A0A2F0BFR9|A0A2F0BFR9_ESCRO
OG0008366	sp|P54116|STOM_MOUSE	tr|A0A2F0BG44|A0A2F0BG44_ESCRO
OG0008367	sp|Q9JKL4|NDUF3_MOUSE	tr|A0A2F0BGQ5|A0A2F0BGQ5_ESCRO
OG0008368	sp|Q8CDM8|FHI2A_MOUSE	tr|A0A2F0BHG5|A0A2F0BHG5_ESCRO
OG0008369	sp|Q9ERQ8|CAH7_MOUSE	tr|A0A2F0BHJ7|A0A2F0BHJ7_ESCRO
OG0008370	sp|P50518|VATE1_MOUSE	tr|A0A2F0BIQ1|A0A2F0BIQ1_ESCRO
OG0008371	sp|Q9CRA0|NAR4_MOUSE	tr|A0A2F0BIV5|A0A2F0BIV5_ESCRO
OG0008372	sp|Q6PDZ2|TAF1C_MOUSE	tr|A0A2F0BKD0|A0A2F0BKD0_ESCRO
OG0008373	sp|A2AGX3|PRD11_MOUSE	tr|A0A2F0BKU4|A0A2F0BKU4_ESCRO
OG0008374	sp|Q61733|RT31_MOUSE	tr|A0A2F0BL90|A0A2F0BL90_ESCRO
OG0008375	sp|Q9ER38|TOR3A_MOUSE	tr|A0A2F0BLI3|A0A2F0BLI3_ESCRO
OG0008376	sp|Q8BLU0|FLRT2_MOUSE	tr|A0A2F0BLY1|A0A2F0BLY1_ESCRO
OG0008377	sp|Q9CQT9|RCAF1_MOUSE	tr|A0A2F0BM21|A0A2F0BM21_ESCRO
OG0008378	sp|Q9Z1V0|OLF49_MOUSE	tr|A0A2F0BN78|A0A2F0BN78_ESCRO
OG0008379	sp|Q920C1|CRDL1_MOUSE	tr|A0A2F0BNR2|A0A2F0BNR2_ESCRO
OG0008380	sp|Q8CHV6|TAD2A_MOUSE	tr|A0A2F0BNS3|A0A2F0BNS3_ESCRO
OG0008381	sp|A3KG59|P20D2_MOUSE	tr|A0A2F0BNU1|A0A2F0BNU1_ESCRO
OG0008382	sp|Q61241|TSSK1_MOUSE	tr|A0A2F0BPV2|A0A2F0BPV2_ESCRO
OG0008383	sp|P33896|INAR1_MOUSE	tr|A0A2F0AUG2|A0A2F0AUG2_ESCRO
OG0008384	sp|Q3URY2|GEMC1_MOUSE	tr|A0A2F0AUT2|A0A2F0AUT2_ESCRO
OG0008385	sp|Q8VHB5|CAH9_MOUSE	tr|A0A2F0AUU9|A0A2F0AUU9_ESCRO
OG0008386	sp|Q3UP38|EFC4B_MOUSE	tr|A0A2F0AUZ4|A0A2F0AUZ4_ESCRO
OG0008387	sp|Q9DAN1|PDILT_MOUSE	tr|A0A2F0AV40|A0A2F0AV40_ESCRO
OG0008388	sp|Q91VP7|TM101_MOUSE	tr|A0A2F0AW74|A0A2F0AW74_ESCRO
OG0008389	sp|Q924M7|MPI_MOUSE	tr|A0A2F0AW81|A0A2F0AW81_ESCRO
OG0008390	sp|Q8R409|HEXI1_MOUSE	tr|A0A2F0AXY4|A0A2F0AXY4_ESCRO
OG0008391	sp|P28236|CXA8_MOUSE	tr|A0A2F0AXZ0|A0A2F0AXZ0_ESCRO
OG0008392	sp|Q8VEB6|RNZ1_MOUSE	tr|A0A2F0AY06|A0A2F0AY06_ESCRO
OG0008393	sp|P97737|GDF10_MOUSE	tr|A0A2F0AYE5|A0A2F0AYE5_ESCRO
OG0008394	sp|Q9DCT2|NDUS3_MOUSE	tr|A0A2F0AZ28|A0A2F0AZ28_ESCRO
OG0008395	sp|Q8R079|BFAR_MOUSE	tr|A0A2F0AZE1|A0A2F0AZE1_ESCRO
OG0008396	sp|Q91VD9|NDUS1_MOUSE	tr|A0A2F0B036|A0A2F0B036_ESCRO
OG0008397	sp|Q6KAQ7|ZZZ3_MOUSE	tr|A0A2F0B1S9|A0A2F0B1S9_ESCRO
OG0008398	sp|Q9JM63|KCJ10_MOUSE	tr|A0A2F0B2N5|A0A2F0B2N5_ESCRO
OG0008399	sp|Q8R182|TMG2_MOUSE	tr|A0A2F0B2Q6|A0A2F0B2Q6_ESCRO
OG0008400	sp|P15314|IRF1_MOUSE	tr|A0A2F0B3M3|A0A2F0B3M3_ESCRO
OG0008401	sp|Q9QXE2|DPOLL_MOUSE	tr|A0A2F0B3P2|A0A2F0B3P2_ESCRO
OG0008402	sp|Q920N2|BPL1_MOUSE	tr|A0A2F0B4F8|A0A2F0B4F8_ESCRO
OG0008403	sp|P09056|LIF_MOUSE	tr|A0A2F0B4U4|A0A2F0B4U4_ESCRO
OG0008404	sp|Q8C708|CP054_MOUSE	tr|A0A2F0B698|A0A2F0B698_ESCRO
OG0008405	sp|A2RSX7|TYW5_MOUSE	tr|A0A2F0B6C2|A0A2F0B6C2_ESCRO
OG0008406	sp|Q8BRM2|GORAB_MOUSE	tr|A0A2F0B6T1|A0A2F0B6T1_ESCRO
OG0008407	sp|Q3UC65|RSRP1_MOUSE	tr|A0A2F0B753|A0A2F0B753_ESCRO
OG0008408	sp|Q9D2E2|TOE1_MOUSE	tr|A0A2F0B874|A0A2F0B874_ESCRO
OG0008409	sp|Q9D321|S35A4_MOUSE	tr|A0A2F0B8K6|A0A2F0B8K6_ESCRO
OG0008410	sp|Q62393|TPD52_MOUSE	tr|A0A2F0B931|A0A2F0B931_ESCRO
OG0008411	sp|Q9D844|DNJC4_MOUSE	tr|A0A2F0B987|A0A2F0B987_ESCRO
OG0008412	sp|Q9CQG9|TM100_MOUSE	tr|A0A2F0B9M8|A0A2F0B9M8_ESCRO
OG0008413	sp|Q99LD8|DDAH2_MOUSE	tr|A0A2F0B9P1|A0A2F0B9P1_ESCRO
OG0008414	sp|Q62348|TSN_MOUSE	tr|A0A2F0BA45|A0A2F0BA45_ESCRO
OG0008415	sp|P70180|ANPRC_MOUSE	tr|A0A2F0BAI4|A0A2F0BAI4_ESCRO
OG0008416	sp|Q8C0I4|EPC2_MOUSE	tr|A0A2F0BAP4|A0A2F0BAP4_ESCRO
OG0008417	sp|Q9QZN0|FBX15_MOUSE	tr|A0A2F0BC15|A0A2F0BC15_ESCRO
OG0008418	sp|Q9D1M7|FKB11_MOUSE	tr|A0A2F0BGH8|A0A2F0BGH8_ESCRO
OG0008419	sp|Q8QZW7|GBRP_MOUSE	tr|A0A2F0BHH8|A0A2F0BHH8_ESCRO
OG0008420	sp|P19788|MGP_MOUSE	tr|A0A2F0BIB2|A0A2F0BIB2_ESCRO
OG0008421	tr|Q3U466|Q3U466_MOUSE	tr|A0A2F0BIH1|A0A2F0BIH1_ESCRO
OG0008422	sp|O88452|STC2_MOUSE	tr|A0A2F0BIQ8|A0A2F0BIQ8_ESCRO
OG0008423	sp|Q64143|P55G_MOUSE	tr|A0A2F0BIT4|A0A2F0BIT4_ESCRO
OG0008424	sp|Q9Z1T5|DEAF1_MOUSE	tr|A0A2F0BJC3|A0A2F0BJC3_ESCRO
OG0008425	sp|Q8K296|MTMR3_MOUSE	tr|A0A2F0BJI4|A0A2F0BJI4_ESCRO
OG0008426	sp|Q99JB2|STML2_MOUSE	tr|A0A2F0BJM7|A0A2F0BJM7_ESCRO
OG0008427	sp|Q8BUD0|GPR4_MOUSE	tr|A0A2F0BJQ0|A0A2F0BJQ0_ESCRO
OG0008428	sp|Q9D8M4|RL7L_MOUSE	tr|A0A2F0BJR8|A0A2F0BJR8_ESCRO
OG0008429	sp|Q8R2G4|NAR3_MOUSE	tr|A0A2F0BJS3|A0A2F0BJS3_ESCRO
OG0008430	sp|Q99LD4|CSN1_MOUSE	tr|A0A2F0BKB5|A0A2F0BKB5_ESCRO
OG0008431	sp|Q99NA2|ATOH8_MOUSE	tr|A0A2F0BKN7|A0A2F0BKN7_ESCRO
OG0008432	sp|O54927|WSB1_MOUSE	tr|A0A2F0BKU5|A0A2F0BKU5_ESCRO
OG0008433	sp|Q9WVC3|CAV2_MOUSE	tr|A0A2F0BL80|A0A2F0BL80_ESCRO
OG0008434	sp|Q8BTW9|PAK4_MOUSE	tr|A0A2F0BLM0|A0A2F0BLM0_ESCRO
OG0008435	sp|Q8BS40|CPTP_MOUSE	tr|A0A2F0BLW9|A0A2F0BLW9_ESCRO
OG0008436	sp|Q9JM98|WRP73_MOUSE	tr|A0A2F0BLX7|A0A2F0BLX7_ESCRO
OG0008437	sp|Q9D114|MESH1_MOUSE	tr|A0A2F0BM17|A0A2F0BM17_ESCRO
OG0008438	sp|Q7M729|SCN4B_MOUSE	tr|A0A2F0AUZ6|A0A2F0AUZ6_ESCRO
OG0008439	sp|Q148B6|SPERI_MOUSE	tr|A0A2F0AVC5|A0A2F0AVC5_ESCRO
OG0008440	sp|O55187|CBX4_MOUSE	tr|A0A2F0AVP8|A0A2F0AVP8_ESCRO
OG0008441	sp|Q6PFY8|TRI45_MOUSE	tr|A0A2F0AWG3|A0A2F0AWG3_ESCRO
OG0008442	sp|Q32NZ6|TMC5_MOUSE	tr|A0A2F0AWH9|A0A2F0AWH9_ESCRO
OG0008443	sp|Q9CUS9|SPPL3_MOUSE	tr|A0A2F0AWL5|A0A2F0AWL5_ESCRO
OG0008444	sp|Q3UHX0|NOL8_MOUSE	tr|A0A2F0AX36|A0A2F0AX36_ESCRO
OG0008445	sp|Q9WTP6|KAD2_MOUSE	tr|A0A2F0AXU6|A0A2F0AXU6_ESCRO
OG0008446	sp|Q9D024|CCD47_MOUSE	tr|A0A2F0AY29|A0A2F0AY29_ESCRO
OG0008447	sp|Q8R2N0|TAP26_MOUSE	tr|A0A2F0AYH6|A0A2F0AYH6_ESCRO
OG0008448	sp|Q9CRT8|XPOT_MOUSE	tr|A0A2F0AYR0|A0A2F0AYR0_ESCRO
OG0008449	sp|E9PW74|GIMD1_MOUSE	tr|A0A2F0AYY3|A0A2F0AYY3_ESCRO
OG0008450	sp|Q9Z0U9|S1PR3_MOUSE	tr|A0A2F0AZF6|A0A2F0AZF6_ESCRO
OG0008451	sp|P62075|TIM13_MOUSE	tr|A0A2F0AZQ9|A0A2F0AZQ9_ESCRO
OG0008452	sp|P97302|BACH1_MOUSE	tr|A0A2F0B034|A0A2F0B034_ESCRO
OG0008453	sp|Q9R1E0|FOXO1_MOUSE	tr|A0A2F0B0J8|A0A2F0B0J8_ESCRO
OG0008454	sp|Q7TSQ8|PDPR_MOUSE	tr|A0A2F0B123|A0A2F0B123_ESCRO
OG0008455	sp|O54907|TNF12_MOUSE	tr|A0A2F0B1G4|A0A2F0B1G4_ESCRO
OG0008456	sp|P62281|RS11_MOUSE	tr|A0A2F0B1Q0|A0A2F0B1Q0_ESCRO
OG0008457	sp|Q9CQV1|TIM16_MOUSE	tr|A0A2F0B2A1|A0A2F0B2A1_ESCRO
OG0008458	sp|P41272|CD27_MOUSE	tr|A0A2F0B3I4|A0A2F0B3I4_ESCRO
OG0008459	sp|Q8VE08|FBX33_MOUSE	tr|A0A2F0B3N6|A0A2F0B3N6_ESCRO
OG0008460	sp|Q80SU7|GVIN1_MOUSE	tr|A0A2F0B3W7|A0A2F0B3W7_ESCRO
OG0008461	sp|Q9JHU2|PALMD_MOUSE	tr|A0A2F0B4S7|A0A2F0B4S7_ESCRO
OG0008462	sp|Q8VHD6|GTR10_MOUSE	tr|A0A2F0B516|A0A2F0B516_ESCRO
OG0008463	sp|Q4JIM5|ABL2_MOUSE	tr|A0A2F0B531|A0A2F0B531_ESCRO
OG0008464	sp|Q922K7|NOP2_MOUSE	tr|A0A2F0B569|A0A2F0B569_ESCRO
OG0008465	sp|P23116|EIF3A_MOUSE	tr|A0A2F0B6K2|A0A2F0B6K2_ESCRO
OG0008466	sp|Q9D172|GAL3A_MOUSE	tr|A0A2F0B6T3|A0A2F0B6T3_ESCRO
OG0008467	sp|Q61140|BCAR1_MOUSE	tr|A0A2F0B762|A0A2F0B762_ESCRO
OG0008468	sp|Q9D9V4|RSPH9_MOUSE	tr|A0A2F0B8M2|A0A2F0B8M2_ESCRO
OG0008469	sp|P47741|TNR4_MOUSE	tr|A0A2F0B8Q7|A0A2F0B8Q7_ESCRO
OG0008470	sp|Q9D722|OSER1_MOUSE	tr|A0A2F0B8T9|A0A2F0B8T9_ESCRO
OG0008471	sp|O70422|TF2H4_MOUSE	tr|A0A2F0B9B5|A0A2F0B9B5_ESCRO
OG0008472	sp|P56484|CCR8_MOUSE	tr|A0A2F0B9M4|A0A2F0B9M4_ESCRO
OG0008473	tr|E9Q6D8|E9Q6D8_MOUSE	tr|A0A2F0BA54|A0A2F0BA54_ESCRO
OG0008474	sp|Q80YR4|ZN598_MOUSE	tr|A0A2F0BAS8|A0A2F0BAS8_ESCRO
OG0008475	sp|Q8VDC0|SYLM_MOUSE	tr|A0A2F0BAU7|A0A2F0BAU7_ESCRO
OG0008476	sp|P70428|EXT2_MOUSE	tr|A0A2F0BB34|A0A2F0BB34_ESCRO
OG0008477	sp|P51491|OPSB_MOUSE	tr|A0A2F0BBA9|A0A2F0BBA9_ESCRO
OG0008478	sp|Q9CQG2|MET16_MOUSE	tr|A0A2F0BBH5|A0A2F0BBH5_ESCRO
OG0008479	sp|Q9JIN6|KCMB4_MOUSE	tr|A0A2F0BBR7|A0A2F0BBR7_ESCRO
OG0008480	sp|P57096|PSCA_MOUSE	tr|A0A2F0BC50|A0A2F0BC50_ESCRO
OG0008481	sp|P03940|CP21A_MOUSE	tr|A0A2F0BCF5|A0A2F0BCF5_ESCRO
OG0008482	sp|A2RRY8|SPAS1_MOUSE	tr|A0A2F0BCQ6|A0A2F0BCQ6_ESCRO
OG0008483	sp|P97865|PEX7_MOUSE	tr|A0A2F0BD10|A0A2F0BD10_ESCRO
OG0008484	sp|Q8BH27|MEGF9_MOUSE	tr|A0A2F0BER1|A0A2F0BER1_ESCRO
OG0008485	sp|Q3UE37|UBE2Z_MOUSE	tr|A0A2F0BEZ8|A0A2F0BEZ8_ESCRO
OG0008486	sp|P33680|GUC2A_MOUSE	tr|A0A2F0BFD7|A0A2F0BFD7_ESCRO
OG0008487	sp|Q62227|NR0B2_MOUSE	tr|A0A2F0BFX1|A0A2F0BFX1_ESCRO
OG0008488	tr|B1AWN9|B1AWN9_MOUSE	tr|A0A2F0BGX2|A0A2F0BGX2_ESCRO
OG0008489	sp|Q9CQC4|TM216_MOUSE	tr|A0A2F0BIA4|A0A2F0BIA4_ESCRO
OG0008490	tr|A0A1L1SU27|A0A1L1SU27_MOUSE	tr|A0A2F0BIX2|A0A2F0BIX2_ESCRO
OG0008491	sp|Q61451|CD53_MOUSE	tr|A0A2F0BJ38|A0A2F0BJ38_ESCRO
OG0008492	sp|Q9JK92|HSPB8_MOUSE	tr|A0A2F0BJL6|A0A2F0BJL6_ESCRO
OG0008493	sp|Q9WV52|PLEK2_MOUSE	tr|A0A2F0BK89|A0A2F0BK89_ESCRO
OG0008494	sp|Q9CXX9|CUED2_MOUSE	tr|A0A2F0BKS9|A0A2F0BKS9_ESCRO
OG0008495	sp|Q9CWY3|SETD6_MOUSE	tr|A0A2F0BM48|A0A2F0BM48_ESCRO
OG0008496	sp|P42208|SEPT2_MOUSE	tr|A0A2F0BMF0|A0A2F0BMF0_ESCRO
OG0008497	sp|Q9JJV0|CRBA4_MOUSE	tr|A0A2F0BML5|A0A2F0BML5_ESCRO
OG0008498	sp|Q9CTH6|FCF1_MOUSE	tr|A0A2F0BN60|A0A2F0BN60_ESCRO
OG0008499	sp|Q61657|HES3_MOUSE	tr|A0A2F0BN95|A0A2F0BN95_ESCRO
OG0008500	sp|Q8VE70|PDC10_MOUSE	tr|A0A2F0BP06|A0A2F0BP06_ESCRO
OG0008501	sp|P01872|IGHM_MOUSE	tr|A0A2F0BP97|A0A2F0BP97_ESCRO
OG0008502	sp|P35374|AGTR2_MOUSE	tr|A0A2F0BPC6|A0A2F0BPC6_ESCRO
OG0008503	sp|Q8K031|STAR8_MOUSE	tr|A0A2F0AUG7|A0A2F0AUG7_ESCRO
OG0008504	tr|A0A286YDN8|A0A286YDN8_MOUSE	tr|A0A2F0AUN0|A0A2F0AUN0_ESCRO
OG0008505	sp|Q9D4H2|GCC1_MOUSE	tr|A0A2F0AUR3|A0A2F0AUR3_ESCRO
OG0008506	sp|Q9ESU6|BRD4_MOUSE	tr|A0A2F0AV17|A0A2F0AV17_ESCRO
OG0008507	sp|Q9WUH1|TM115_MOUSE	tr|A0A2F0AV80|A0A2F0AV80_ESCRO
OG0008508	sp|Q9CR62|M2OM_MOUSE	tr|A0A2F0AVV8|A0A2F0AVV8_ESCRO
OG0008509	sp|Q3U515|VWCE_MOUSE	tr|A0A2F0AWG4|A0A2F0AWG4_ESCRO
OG0008510	sp|P12787|COX5A_MOUSE	tr|A0A2F0AWL2|A0A2F0AWL2_ESCRO
OG0008511	sp|Q99JT6|TLCD1_MOUSE	tr|A0A2F0AYA3|A0A2F0AYA3_ESCRO
OG0008512	sp|Q8BGT7|SPF30_MOUSE	tr|A0A2F0AYM3|A0A2F0AYM3_ESCRO
OG0008513	sp|Q7TMA4|FFAR4_MOUSE	tr|A0A2F0AZ76|A0A2F0AZ76_ESCRO
OG0008514	sp|Q8BMB3|IF4E2_MOUSE	tr|A0A2F0AZL1|A0A2F0AZL1_ESCRO
OG0008515	sp|P47758|SRPRB_MOUSE	tr|A0A2F0AZX0|A0A2F0AZX0_ESCRO
OG0008516	tr|J3QNB7|J3QNB7_MOUSE	tr|A0A2F0B0K3|A0A2F0B0K3_ESCRO
OG0008517	sp|P35969|VGFR1_MOUSE	tr|A0A2F0B0R9|A0A2F0B0R9_ESCRO
OG0008518	sp|Q8VCH6|DHC24_MOUSE	tr|A0A2F0B266|A0A2F0B266_ESCRO
OG0008519	sp|Q9ESJ4|SPN90_MOUSE	tr|A0A2F0B2W6|A0A2F0B2W6_ESCRO
OG0008520	sp|Q9QZ57|HSPB3_MOUSE	tr|A0A2F0B2Z2|A0A2F0B2Z2_ESCRO
OG0008521	sp|Q80SX5|OTOP2_MOUSE	tr|A0A2F0B3A2|A0A2F0B3A2_ESCRO
OG0008522	sp|Q9DBE9|SPB1_MOUSE	tr|A0A2F0B3G0|A0A2F0B3G0_ESCRO
OG0008523	sp|F6W8I0|YJEN3_MOUSE	tr|A0A2F0B3I6|A0A2F0B3I6_ESCRO
OG0008524	sp|Q9Z0R0|HASP_MOUSE	tr|A0A2F0B3M6|A0A2F0B3M6_ESCRO
OG0008525	sp|P51612|XPC_MOUSE	tr|A0A2F0B3Y5|A0A2F0B3Y5_ESCRO
OG0008526	sp|Q8BH52|CR3L2_MOUSE	tr|A0A2F0B4C9|A0A2F0B4C9_ESCRO
OG0008527	sp|Q8CFA1|IRAK2_MOUSE	tr|A0A2F0B4I5|A0A2F0B4I5_ESCRO
OG0008528	sp|Q9CXE2|BCL7A_MOUSE	tr|A0A2F0B4X6|A0A2F0B4X6_ESCRO
OG0008529	tr|D3YYY8|D3YYY8_MOUSE	tr|A0A2F0B523|A0A2F0B523_ESCRO
OG0008530	sp|P48428|TBCA_MOUSE	tr|A0A2F0B5D0|A0A2F0B5D0_ESCRO
OG0008531	sp|P48030|TGFA_MOUSE	tr|A0A2F0B5E1|A0A2F0B5E1_ESCRO
OG0008532	sp|Q9CXR4|PIGC_MOUSE	tr|A0A2F0B5P4|A0A2F0B5P4_ESCRO
OG0008533	sp|Q6T264|MAML1_MOUSE	tr|A0A2F0B5U0|A0A2F0B5U0_ESCRO
OG0008534	sp|Q99NH7|S26A5_MOUSE	tr|A0A2F0B5Z9|A0A2F0B5Z9_ESCRO
OG0008535	sp|Q6PGE4|ZF316_MOUSE	tr|A0A2F0B6M0|A0A2F0B6M0_ESCRO
OG0008536	sp|Q9WV95|PHLA3_MOUSE	tr|A0A2F0B891|A0A2F0B891_ESCRO
OG0008537	sp|Q925Q3|NCLX_MOUSE	tr|A0A2F0BAL0|A0A2F0BAL0_ESCRO
OG0008538	sp|Q8K4H1|KFA_MOUSE	tr|A0A2F0BB00|A0A2F0BB00_ESCRO
OG0008539	sp|Q80X85|RT07_MOUSE	tr|A0A2F0BBI8|A0A2F0BBI8_ESCRO
OG0008540	sp|Q8VCX6|KPTN_MOUSE	tr|A0A2F0BCB3|A0A2F0BCB3_ESCRO
OG0008541	sp|Q9R1Y5|HIC1_MOUSE	tr|A0A2F0BCJ7|A0A2F0BCJ7_ESCRO
OG0008542	sp|P50516|VATA_MOUSE	tr|A0A2F0BDK1|A0A2F0BDK1_ESCRO
