Orthogroup	Mus_musculus	Rousettus_aegyptiacus
OG0013512	sp|Q5UW37|CXL17_MOUSE	tr|A0A7J8CFA9|A0A7J8CFA9_ROUAE
OG0013513	sp|Q5XF89|AT133_MOUSE	tr|A0A7J8HMY6|A0A7J8HMY6_ROUAE
OG0013514	sp|Q62192|CD180_MOUSE	tr|A0A7J8EY95|A0A7J8EY95_ROUAE
OG0013515	sp|Q62280|SSXT_MOUSE	tr|A0A7J8DLB7|A0A7J8DLB7_ROUAE
OG0013516	sp|Q62507|COCH_MOUSE	tr|A0A7J8IHL9|A0A7J8IHL9_ROUAE
OG0013517	sp|Q69ZL1|FGD6_MOUSE	tr|A0A7J8JEV8|A0A7J8JEV8_ROUAE
OG0013518	sp|Q6ZQ12|NINL_MOUSE	tr|A0A7J8DJ02|A0A7J8DJ02_ROUAE
OG0013519	sp|Q80U95|UBE3C_MOUSE	tr|A0A7J8D941|A0A7J8D941_ROUAE
OG0013520	sp|Q80WY3|NANO1_MOUSE	tr|A0A7J8GDM3|A0A7J8GDM3_ROUAE
OG0013521	sp|Q810A3|TTC9C_MOUSE	tr|A0A7J8H816|A0A7J8H816_ROUAE
OG0013522	sp|Q8BH31|MFSD8_MOUSE	tr|A0A7J8BTJ4|A0A7J8BTJ4_ROUAE
OG0013523	sp|Q8BH70|FBXL4_MOUSE	tr|A0A7J8K8F2|A0A7J8K8F2_ROUAE
OG0013524	sp|Q8BHW6|SPT21_MOUSE	tr|A0A7J8KHA5|A0A7J8KHA5_ROUAE
OG0013525	sp|Q8BL95|CF298_MOUSE	tr|A0A7J8HMP7|A0A7J8HMP7_ROUAE
OG0013526	sp|Q8CB49|TPRG1_MOUSE	tr|A0A7J8HXR1|A0A7J8HXR1_ROUAE
OG0013527	sp|Q8CBD1|NRIP1_MOUSE	tr|A0A7J8HU05|A0A7J8HU05_ROUAE
OG0013528	sp|Q8CES0|NAA30_MOUSE	tr|A0A7J8IN93|A0A7J8IN93_ROUAE
OG0013529	sp|Q8CIH5|PLCG2_MOUSE	tr|A0A7J8CKC7|A0A7J8CKC7_ROUAE
OG0013530	sp|Q8CJC5|NEUL3_MOUSE	tr|A0A7J8FKM6|A0A7J8FKM6_ROUAE
OG0013531	sp|Q8JZW5|SH2D5_MOUSE	tr|A0A7J8KGH9|A0A7J8KGH9_ROUAE
OG0013532	sp|Q8K268|ABCF3_MOUSE	tr|A0A7J8HL11|A0A7J8HL11_ROUAE
OG0013533	sp|Q8K285|FCHO1_MOUSE	tr|A0A7J8BQP9|A0A7J8BQP9_ROUAE
OG0013534	sp|Q8K2C9|HACD3_MOUSE	tr|A0A7J8IJL1|A0A7J8IJL1_ROUAE
OG0013535	sp|Q8K304|TM129_MOUSE	tr|A0A7J8EAS6|A0A7J8EAS6_ROUAE
OG0013536	sp|Q8K3Y3|LN28A_MOUSE	tr|A0A7J8KAI6|A0A7J8KAI6_ROUAE
OG0013537	sp|Q8K4M5|COMD1_MOUSE	tr|A0A7J8FFJ9|A0A7J8FFJ9_ROUAE
OG0013538	sp|Q8VCI0|PLBL1_MOUSE	tr|A0A7J8JJF9|A0A7J8JJF9_ROUAE
OG0013539	sp|Q91VB2|KCC1G_MOUSE	tr|A0A7J8BCS5|A0A7J8BCS5_ROUAE
OG0013540	sp|Q91VM3|WIPI4_MOUSE	tr|A0A7J8EMV5|A0A7J8EMV5_ROUAE
OG0013541	sp|Q91YD4|TRPM2_MOUSE	tr|A0A7J8B7A0|A0A7J8B7A0_ROUAE
OG0013542	sp|Q923G2|RPAB3_MOUSE	tr|A0A7J8HTU0|A0A7J8HTU0_ROUAE
OG0013543	sp|Q99LX5|MMTA2_MOUSE	tr|A0A7J8FEK8|A0A7J8FEK8_ROUAE
OG0013544	sp|Q9CQL4|RM20_MOUSE	tr|A0A7J8KCN5|A0A7J8KCN5_ROUAE
OG0013545	sp|Q9CRD0|OCAD1_MOUSE	tr|A0A7J8EA00|A0A7J8EA00_ROUAE
OG0013546	sp|Q9D071|MMS19_MOUSE	tr|A0A7J8GCJ2|A0A7J8GCJ2_ROUAE
OG0013547	sp|Q9D1D1|TSN11_MOUSE	tr|A0A7J8JND8|A0A7J8JND8_ROUAE
OG0013548	sp|Q9D6B9|HRCT1_MOUSE	tr|A0A7J8IJS9|A0A7J8IJS9_ROUAE
OG0013549	sp|Q9D8L0|CK052_MOUSE	tr|A0A7J8GX89|A0A7J8GX89_ROUAE
OG0013550	sp|Q9D8N0|EF1G_MOUSE	tr|A0A7J8GY24|A0A7J8GY24_ROUAE
OG0013551	sp|Q9DBU6|RSRC1_MOUSE	tr|A0A7J8HVF1|A0A7J8HVF1_ROUAE
OG0013552	tr|Q9EQC8|Q9EQC8_MOUSE	tr|A0A7J8BFL8|A0A7J8BFL8_ROUAE
OG0013553	sp|Q9JI44|DMAP1_MOUSE	tr|A0A7J8K780|A0A7J8K780_ROUAE
OG0013554	sp|Q9R1C8|5HT6R_MOUSE	tr|A0A7J8K9P4|A0A7J8K9P4_ROUAE
OG0013555	sp|Q9WTQ5|AKA12_MOUSE	tr|A0A7J8K4M8|A0A7J8K4M8_ROUAE
OG0013556	sp|Q9WUP4|PORED_MOUSE	tr|A0A7J8EAG4|A0A7J8EAG4_ROUAE
OG0013557	sp|Q9Z0M9|I18BP_MOUSE	tr|A0A7J8GZN5|A0A7J8GZN5_ROUAE
OG0013558	sp|C3VPR6|NLRC5_MOUSE	tr|A0A7J8CJT2|A0A7J8CJT2_ROUAE
OG0013559	sp|D3YXK1|SAMD1_MOUSE	tr|A0A7J8BV69|A0A7J8BV69_ROUAE
OG0013560	sp|E9PVD3|PCD16_MOUSE	tr|A0A7J8GY17|A0A7J8GY17_ROUAE
OG0013561	sp|O55230|RA51D_MOUSE	tr|A0A7J8GAT8|A0A7J8GAT8_ROUAE
OG0013562	sp|P08920|CD2_MOUSE	tr|A0A7J8BCD7|A0A7J8BCD7_ROUAE
OG0013563	sp|P09055|ITB1_MOUSE	tr|A0A7J8E7X2|A0A7J8E7X2_ROUAE
OG0013564	sp|P11985|DYLT2_MOUSE	tr|A0A7J8KI93|A0A7J8KI93_ROUAE
OG0013565	sp|P16330|CN37_MOUSE	tr|A0A7J8G6V2|A0A7J8G6V2_ROUAE
OG0013566	sp|P25785|TIMP2_MOUSE	tr|A0A7J8G5X6|A0A7J8G5X6_ROUAE
OG0013567	sp|P25918|CD19_MOUSE	tr|A0A7J8EXA2|A0A7J8EXA2_ROUAE
OG0013568	sp|P27790|CENPB_MOUSE	tr|A0A7J8DFJ9|A0A7J8DFJ9_ROUAE
OG0013569	sp|P57016|LAD1_MOUSE	tr|A0A7J8BA09|A0A7J8BA09_ROUAE
OG0013570	sp|P57725|SAMN1_MOUSE	tr|A0A7J8HVL7|A0A7J8HVL7_ROUAE
OG0013571	sp|P62818|S10A3_MOUSE	tr|A0A7J8BGS8|A0A7J8BGS8_ROUAE
OG0013572	sp|P67871|CSK2B_MOUSE	tr|A0A7J8KBW7|A0A7J8KBW7_ROUAE
OG0013573	sp|P70122|SBDS_MOUSE	tr|A0A7J8F466|A0A7J8F466_ROUAE
OG0013574	sp|P70202|LXN_MOUSE	tr|A0A7J8HSZ3|A0A7J8HSZ3_ROUAE
OG0013575	sp|P80316|TCPE_MOUSE	tr|A0A7J8EX10|A0A7J8EX10_ROUAE
OG0013576	sp|P97368|MEIS3_MOUSE	tr|A0A7J8CJE5|A0A7J8CJE5_ROUAE
OG0013577	sp|P97813|PLD2_MOUSE	tr|A0A7J8GE14|A0A7J8GE14_ROUAE
OG0013578	sp|P98203|ARVC_MOUSE	tr|A0A7J8GVW0|A0A7J8GVW0_ROUAE
OG0013579	sp|Q149L6|DJB14_MOUSE	tr|A0A7J8E720|A0A7J8E720_ROUAE
OG0013580	sp|Q2MV57|TECT2_MOUSE	tr|A0A7J8H885|A0A7J8H885_ROUAE
OG0013581	sp|Q3KNM2|MARH5_MOUSE	tr|A0A7J8GC38|A0A7J8GC38_ROUAE
OG0013582	sp|Q3UHD1|AGRB1_MOUSE	tr|A0A7J8C0Q6|A0A7J8C0Q6_ROUAE
OG0013583	sp|Q3UY34|CSTOS_MOUSE	tr|A0A7J8GW27|A0A7J8GW27_ROUAE
OG0013584	tr|Q3V3W4|Q3V3W4_MOUSE	tr|A0A7J8KJY6|A0A7J8KJY6_ROUAE
OG0013585	sp|Q499E4|DZI1L_MOUSE	tr|A0A7J8HPL4|A0A7J8HPL4_ROUAE
OG0013586	sp|Q5XJV7|SETD5_MOUSE	tr|A0A7J8HVT6|A0A7J8HVT6_ROUAE
OG0013587	sp|Q5XPI3|RN123_MOUSE	tr|A0A7J8HUG8|A0A7J8HUG8_ROUAE
OG0013588	sp|Q60771|CLD11_MOUSE	tr|A0A7J8HRQ7|A0A7J8HRQ7_ROUAE
OG0013589	sp|Q60936|COQ8A_MOUSE	tr|A0A7J8B9G2|A0A7J8B9G2_ROUAE
OG0013590	sp|Q61532|MK06_MOUSE	tr|A0A7J8IMK9|A0A7J8IMK9_ROUAE
OG0013591	sp|Q64285|CEL_MOUSE	tr|A0A7J8IH15|A0A7J8IH15_ROUAE
OG0013592	sp|Q6PD29|ZN513_MOUSE	tr|A0A7J8FP65|A0A7J8FP65_ROUAE
OG0013593	sp|Q80Y83|DIXC1_MOUSE	tr|A0A7J8GY02|A0A7J8GY02_ROUAE
OG0013594	sp|Q8CAA5|F163A_MOUSE	tr|A0A7J8BDU4|A0A7J8BDU4_ROUAE
OG0013595	sp|Q8K0P3|MEAK7_MOUSE	tr|A0A7J8CJB7|A0A7J8CJB7_ROUAE
OG0013596	sp|Q8K211|COPT1_MOUSE	tr|A0A7J8ITH8|A0A7J8ITH8_ROUAE
OG0013597	sp|Q8K3I6|IL27A_MOUSE	tr|A0A7J8EZ40|A0A7J8EZ40_ROUAE
OG0013598	sp|Q8VCE6|NT5M_MOUSE	tr|A0A7J8GE72|A0A7J8GE72_ROUAE
OG0013599	sp|Q8VCH8|UBXN4_MOUSE	tr|A0A7J8JQT1|A0A7J8JQT1_ROUAE
OG0013600	sp|Q8VDR7|TGDS_MOUSE	tr|A0A7J8DZT6|A0A7J8DZT6_ROUAE
OG0013601	sp|Q8VEB4|PAG15_MOUSE	tr|A0A7J8CKE1|A0A7J8CKE1_ROUAE
OG0013602	sp|Q91YJ3|THYN1_MOUSE	tr|A0A7J8H7G0|A0A7J8H7G0_ROUAE
OG0013603	sp|Q91ZZ3|SYUB_MOUSE	tr|A0A7J8FMV5|A0A7J8FMV5_ROUAE
OG0013604	sp|Q925G2|CYBR1_MOUSE	tr|A0A7J8JC89|A0A7J8JC89_ROUAE
OG0013605	sp|Q9CWS4|INT11_MOUSE	tr|A0A7J8K9P0|A0A7J8K9P0_ROUAE
OG0013606	sp|Q9CY25|MIS12_MOUSE	tr|A0A7J8GBW1|A0A7J8GBW1_ROUAE
OG0013607	sp|Q9D4C1|LMTD1_MOUSE	tr|A0A7J8JG32|A0A7J8JG32_ROUAE
OG0013608	tr|Q9D5N9|Q9D5N9_MOUSE	tr|A0A7J8GHP2|A0A7J8GHP2_ROUAE
OG0013609	sp|Q9D666|SUN1_MOUSE	tr|A0A7J8FNL6|A0A7J8FNL6_ROUAE
OG0013610	sp|Q9D6Y7|MSRA_MOUSE	tr|A0A7J8BSS6|A0A7J8BSS6_ROUAE
OG0013611	sp|Q9DB38|ZN580_MOUSE	tr|A0A7J8CP34|A0A7J8CP34_ROUAE
OG0013612	sp|Q9ERQ8|CAH7_MOUSE	tr|A0A7J8CE94|A0A7J8CE94_ROUAE
OG0013613	sp|Q9ERY9|ERG28_MOUSE	tr|A0A7J8IK02|A0A7J8IK02_ROUAE
OG0013614	sp|Q9ESW4|AGK_MOUSE	tr|A0A7J8D3X4|A0A7J8D3X4_ROUAE
OG0013615	sp|Q9JHG2|RCAN2_MOUSE	tr|A0A7J8KFI3|A0A7J8KFI3_ROUAE
OG0013616	sp|Q9JJ43|RFOX1_MOUSE	tr|A0A7J8F3A0|A0A7J8F3A0_ROUAE
OG0013617	sp|Q9JL61|RFX5_MOUSE	tr|A0A7J8BGI5|A0A7J8BGI5_ROUAE
OG0013618	sp|Q9QY01|ULK2_MOUSE	tr|A0A7J8GI57|A0A7J8GI57_ROUAE
OG0013619	sp|Q9QYR6|MAP1A_MOUSE	tr|A0A7J8INC0|A0A7J8INC0_ROUAE
OG0013620	tr|V9GX81|V9GX81_MOUSE	tr|A0A7J8C398|A0A7J8C398_ROUAE
OG0013621	tr|A2RT81|A2RT81_MOUSE	tr|A0A7J8KFX7|A0A7J8KFX7_ROUAE
OG0013622	sp|A3KGW5|GT253_MOUSE	tr|A0A7J8IG99|A0A7J8IG99_ROUAE
OG0013623	sp|E0CYV9|CD054_MOUSE	tr|A0A7J8E5W8|A0A7J8E5W8_ROUAE
OG0013624	tr|E9Q1A6|E9Q1A6_MOUSE	tr|A0A7J8JCZ5|A0A7J8JCZ5_ROUAE
OG0013625	tr|G3UVV3|G3UVV3_MOUSE	tr|A0A7J8DM90|A0A7J8DM90_ROUAE
OG0013626	sp|O09044|SNP23_MOUSE	tr|A0A7J8ISH9|A0A7J8ISH9_ROUAE
OG0013627	sp|O35228|IL27B_MOUSE	tr|A0A7J8BQZ2|A0A7J8BQZ2_ROUAE
OG0013628	sp|P08553|NFM_MOUSE	tr|A0A7J8BSX6|A0A7J8BSX6_ROUAE
OG0013629	sp|P15307|REL_MOUSE	tr|A0A7J8FMC8|A0A7J8FMC8_ROUAE
OG0013630	sp|P17665|COX7C_MOUSE	tr|A0A7J8EYU7|A0A7J8EYU7_ROUAE
OG0013631	sp|P30658|CBX2_MOUSE	tr|A0A7J8G4R7|A0A7J8G4R7_ROUAE
OG0013632	sp|P62700|YPEL5_MOUSE	tr|A0A7J8FNZ5|A0A7J8FNZ5_ROUAE
OG0013633	sp|P63002|TLE5_MOUSE	tr|A0A7J8BP78|A0A7J8BP78_ROUAE
OG0013634	sp|P70387|HFE_MOUSE	tr|A0A7J8BDJ8|A0A7J8BDJ8_ROUAE
OG0013635	sp|Q03311|CHLE_MOUSE	tr|A0A7J8HN64|A0A7J8HN64_ROUAE
OG0013636	sp|Q04886|SOX8_MOUSE	tr|A0A7J8F3S6|A0A7J8F3S6_ROUAE
OG0013637	sp|Q04890|SOX12_MOUSE	tr|A0A7J8DKY4|A0A7J8DKY4_ROUAE
OG0013638	sp|Q1PSW8|LIN41_MOUSE	tr|A0A7J8HXS2|A0A7J8HXS2_ROUAE
OG0013639	sp|Q3U7U4|CA162_MOUSE	tr|A0A7J8BBP7|A0A7J8BBP7_ROUAE
OG0013640	sp|Q3UGF1|WDR19_MOUSE	tr|A0A7J8EBK0|A0A7J8EBK0_ROUAE
OG0013641	sp|Q3UHZ5|LMOD2_MOUSE	tr|A0A7J8D6C2|A0A7J8D6C2_ROUAE
OG0013642	sp|Q3UMB9|WASC4_MOUSE	tr|A0A7J8JNL1|A0A7J8JNL1_ROUAE
OG0013643	sp|Q6GQV0|TEDC2_MOUSE	tr|A0A7J8EZV1|A0A7J8EZV1_ROUAE
OG0013644	sp|Q6NV66|ZN646_MOUSE	tr|A0A7J8F697|A0A7J8F697_ROUAE
OG0013645	sp|Q6P2B1|TNPO3_MOUSE	tr|A0A7J8D9C3|A0A7J8D9C3_ROUAE
OG0013646	sp|Q6P8G8|ORAI3_MOUSE	tr|A0A7J8F395|A0A7J8F395_ROUAE
OG0013647	sp|Q6PAC4|PCARE_MOUSE	tr|A0A7J8FKG9|A0A7J8FKG9_ROUAE
OG0013648	sp|Q6PGL7|WASC2_MOUSE	tr|A0A7J8GAH7|A0A7J8GAH7_ROUAE
OG0013649	sp|Q6R3M4|POLI_MOUSE	tr|A0A7J8DJW3|A0A7J8DJW3_ROUAE
OG0013650	sp|Q7TSQ1|CL18A_MOUSE	tr|A0A7J8CHV5|A0A7J8CHV5_ROUAE
OG0013651	sp|Q80YN3|BCAS1_MOUSE	tr|A0A7J8DFE4|A0A7J8DFE4_ROUAE
OG0013652	tr|Q810P8|Q810P8_MOUSE	tr|A0A7J8H2D1|A0A7J8H2D1_ROUAE
OG0013653	sp|Q8BGD0|CC014_MOUSE	tr|A0A7J8HM16|A0A7J8HM16_ROUAE
OG0013654	sp|Q8BGW1|FTO_MOUSE	tr|A0A7J8CGF0|A0A7J8CGF0_ROUAE
OG0013655	sp|Q8BIR2|ASTE1_MOUSE	tr|A0A7J8HLM4|A0A7J8HLM4_ROUAE
OG0013656	sp|Q8BIW9|CTF18_MOUSE	tr|A0A7J8EXS5|A0A7J8EXS5_ROUAE
OG0013657	sp|Q8BR63|F177A_MOUSE	tr|A0A7J8IJA3|A0A7J8IJA3_ROUAE
OG0013658	sp|Q8BRU4|CLC9A_MOUSE	tr|A0A7J8JBN7|A0A7J8JBN7_ROUAE
OG0013659	sp|Q8BTY8|SCFD2_MOUSE	tr|A0A7J8E9X9|A0A7J8E9X9_ROUAE
OG0013660	sp|Q8BU25|PAMR1_MOUSE	tr|A0A7J8H485|A0A7J8H485_ROUAE
OG0013661	sp|Q8C790|F221A_MOUSE	tr|A0A7J8D5C0|A0A7J8D5C0_ROUAE
OG0013662	sp|Q8K4Z2|FNDC5_MOUSE	tr|A0A7J8K8Q4|A0A7J8K8Q4_ROUAE
OG0013663	sp|Q8R3C6|RBM19_MOUSE	tr|A0A7J8H5N4|A0A7J8H5N4_ROUAE
OG0013664	sp|Q8R3Q6|MIX23_MOUSE	tr|A0A7J8HMH0|A0A7J8HMH0_ROUAE
OG0013665	sp|Q8R4I1|ATX7_MOUSE	tr|A0A7J8HLR5|A0A7J8HLR5_ROUAE
OG0013666	sp|Q91YD1|CXD3_MOUSE	tr|A0A7J8G7T8|A0A7J8G7T8_ROUAE
OG0013667	sp|Q91YI0|ARLY_MOUSE	tr|A0A7J8EWM7|A0A7J8EWM7_ROUAE
OG0013668	sp|Q99J59|TSN1_MOUSE	tr|A0A7J8KIX2|A0A7J8KIX2_ROUAE
OG0013669	sp|Q99JF5|MVD1_MOUSE	tr|A0A7J8CJL8|A0A7J8CJL8_ROUAE
OG0013670	sp|Q99KU1|DHDDS_MOUSE	tr|A0A7J8K756|A0A7J8K756_ROUAE
OG0013671	sp|Q99MI1|RB6I2_MOUSE	tr|A0A7J8JCZ0|A0A7J8JCZ0_ROUAE
OG0013672	sp|Q9CQ28|DPH6_MOUSE	tr|A0A7J8IJJ4|A0A7J8IJJ4_ROUAE
OG0013673	sp|Q9CR34|CE052_MOUSE	tr|A0A7J8GW33|A0A7J8GW33_ROUAE
OG0013674	sp|Q9CRD4|DBND2_MOUSE	tr|A0A7J8DFX6|A0A7J8DFX6_ROUAE
OG0013675	sp|Q9CRZ8|TSPO2_MOUSE	tr|A0A7J8KIV1|A0A7J8KIV1_ROUAE
OG0013676	sp|Q9CWU6|UQCC1_MOUSE	tr|A0A7J8DMA2|A0A7J8DMA2_ROUAE
OG0013677	sp|Q9CYX7|RRP15_MOUSE	tr|A0A7J8B9V3|A0A7J8B9V3_ROUAE
OG0013678	sp|Q9D7G4|EURL_MOUSE	tr|A0A7J8HMW9|A0A7J8HMW9_ROUAE
OG0013679	sp|Q9DBY1|SYVN1_MOUSE	tr|A0A7J8H755|A0A7J8H755_ROUAE
OG0013680	sp|Q9ERR1|NDEL1_MOUSE	tr|A0A7J8GD70|A0A7J8GD70_ROUAE
OG0013681	sp|S4R2K0|DEFM_MOUSE	tr|A0A7J8CK87|A0A7J8CK87_ROUAE
OG0013682	sp|A2ARS0|ANR63_MOUSE	tr|A0A7J8IFP1|A0A7J8IFP1_ROUAE
OG0013683	sp|B7ZMP1|XPP3_MOUSE	tr|A0A7J8JPZ9|A0A7J8JPZ9_ROUAE
OG0013684	sp|D3YVF0|AKAP5_MOUSE	tr|A0A7J8IEB7|A0A7J8IEB7_ROUAE
OG0013685	sp|O08664|BCL7C_MOUSE	tr|A0A7J8EWS5|A0A7J8EWS5_ROUAE
OG0013686	sp|O08686|BARX2_MOUSE	tr|A0A7J8GWY7|A0A7J8GWY7_ROUAE
OG0013687	sp|O35309|NMI_MOUSE	tr|A0A7J8JKC9|A0A7J8JKC9_ROUAE
OG0013688	sp|P07141|CSF1_MOUSE	tr|A0A7J8BDV1|A0A7J8BDV1_ROUAE
OG0013689	sp|P11438|LAMP1_MOUSE	tr|A0A7J8DXZ2|A0A7J8DXZ2_ROUAE
OG0013690	sp|P19788|MGP_MOUSE	tr|A0A7J8JIX8|A0A7J8JIX8_ROUAE
OG0013691	sp|P22858|PTHR_MOUSE	tr|A0A7J8JK81|A0A7J8JK81_ROUAE
OG0013692	sp|P41155|TNFC_MOUSE	tr|A0A7J8KBZ6|A0A7J8KBZ6_ROUAE
OG0013693	sp|P46938|YAP1_MOUSE	tr|A0A7J8H8Z2|A0A7J8H8Z2_ROUAE
OG0013694	sp|P86174|BEND4_MOUSE	tr|A0A7J8E615|A0A7J8E615_ROUAE
OG0013695	sp|P97369|NCF4_MOUSE	tr|A0A7J8JJI4|A0A7J8JJI4_ROUAE
OG0013696	sp|Q02257|PLAK_MOUSE	tr|A0A7J8G8T3|A0A7J8G8T3_ROUAE
OG0013697	sp|Q09M02|CBPC5_MOUSE	tr|A0A7J8FF79|A0A7J8FF79_ROUAE
OG0013698	sp|Q2KN98|CYTSA_MOUSE	tr|A0A7J8H7V5|A0A7J8H7V5_ROUAE
OG0013699	sp|Q3UL97|MCAF2_MOUSE	tr|A0A7J8EWK4|A0A7J8EWK4_ROUAE
OG0013700	sp|Q6PDX6|RN220_MOUSE	tr|A0A7J8KFM9|A0A7J8KFM9_ROUAE
OG0013701	sp|Q7TNJ0|DCSTP_MOUSE	tr|A0A7J8C1C8|A0A7J8C1C8_ROUAE
OG0013702	sp|Q80WB0|FND11_MOUSE	tr|A0A7J8DGM8|A0A7J8DGM8_ROUAE
OG0013703	sp|Q8BHN9|CLBA1_MOUSE	tr|A0A7J8B7F3|A0A7J8B7F3_ROUAE
OG0013704	sp|Q8BV57|SRCRL_MOUSE	tr|A0A7J8CM03|A0A7J8CM03_ROUAE
OG0013705	sp|Q8BYI8|F234B_MOUSE	tr|A0A7J8JD77|A0A7J8JD77_ROUAE
OG0013706	sp|Q8C3W1|CA198_MOUSE	tr|A0A7J8B8T5|A0A7J8B8T5_ROUAE
OG0013707	sp|Q8C7R7|RFX6_MOUSE	tr|A0A7J8KFG3|A0A7J8KFG3_ROUAE
OG0013708	tr|Q8CB76|Q8CB76_MOUSE	tr|A0A7J8EMX7|A0A7J8EMX7_ROUAE
OG0013709	sp|Q8CIK8|RFWD3_MOUSE	tr|A0A7J8CL93|A0A7J8CL93_ROUAE
OG0013710	sp|Q8CIL4|CA131_MOUSE	tr|A0A7J8B969|A0A7J8B969_ROUAE
OG0013711	sp|Q8JZM0|TFB1M_MOUSE	tr|A0A7J8KI67|A0A7J8KI67_ROUAE
OG0013712	sp|Q8JZN3|KCJ14_MOUSE	tr|A0A7J8CH83|A0A7J8CH83_ROUAE
OG0013713	sp|Q8K371|AMOL2_MOUSE	tr|A0A7J8HMI3|A0A7J8HMI3_ROUAE
OG0013714	sp|Q8K3V1|SPAT4_MOUSE	tr|A0A7J8DZP7|A0A7J8DZP7_ROUAE
OG0013715	sp|Q8VEA7|TCTA_MOUSE	tr|A0A7J8HVX8|A0A7J8HVX8_ROUAE
OG0013716	sp|Q8VEJ3|DKK4_MOUSE	tr|A0A7J8DVZ2|A0A7J8DVZ2_ROUAE
OG0013717	sp|Q8VI63|MOB2_MOUSE	tr|A0A7J8H2E6|A0A7J8H2E6_ROUAE
OG0013718	sp|Q91WE3|RPP25_MOUSE	tr|A0A7J8IR69|A0A7J8IR69_ROUAE
OG0013719	sp|Q920D3|MED28_MOUSE	tr|A0A7J8E940|A0A7J8E940_ROUAE
OG0013720	sp|Q924X1|EPGN_MOUSE	tr|A0A7J8E6V1|A0A7J8E6V1_ROUAE
OG0013721	sp|Q925J9|MED1_MOUSE	tr|A0A7J8GBV2|A0A7J8GBV2_ROUAE
OG0013722	sp|Q99NH7|S26A5_MOUSE	tr|A0A7J8D8E7|A0A7J8D8E7_ROUAE
OG0013723	sp|Q9CPY7|AMPL_MOUSE	tr|A0A7J8E853|A0A7J8E853_ROUAE
OG0013724	sp|Q9CWJ3|KTBL1_MOUSE	tr|A0A7J8IL34|A0A7J8IL34_ROUAE
OG0013725	sp|Q9D2K4|IQCH_MOUSE	tr|A0A7J8IKY6|A0A7J8IKY6_ROUAE
OG0013726	sp|Q9D8N6|LIN37_MOUSE	tr|A0A7J8CHP4|A0A7J8CHP4_ROUAE
OG0013727	sp|Q9DA19|CIR1_MOUSE	tr|A0A7J8JBI9|A0A7J8JBI9_ROUAE
OG0013728	sp|Q9EQ28|DPOD3_MOUSE	tr|A0A7J8H4Y0|A0A7J8H4Y0_ROUAE
OG0013729	sp|Q9QY76|VAPB_MOUSE	tr|A0A7J8DMI9|A0A7J8DMI9_ROUAE
OG0013730	sp|Q9R1J0|NSDHL_MOUSE	tr|A0A7J8EKX8|A0A7J8EKX8_ROUAE
OG0013731	sp|Q9WUS4|CXA10_MOUSE	tr|A0A7J8K8Z8|A0A7J8K8Z8_ROUAE
OG0013732	tr|A2APZ1|A2APZ1_MOUSE	tr|A0A7J8IGS1|A0A7J8IGS1_ROUAE
OG0013733	tr|B1AWN9|B1AWN9_MOUSE	tr|A0A7J8KIT0|A0A7J8KIT0_ROUAE
OG0013734	sp|P07356|ANXA2_MOUSE	tr|A0A7J8IGJ7|A0A7J8IGJ7_ROUAE
OG0013735	sp|P07724|ALBU_MOUSE	tr|A0A7J8E5X0|A0A7J8E5X0_ROUAE
OG0013736	sp|P21274|BMP2_MOUSE	tr|A0A7J8DF84|A0A7J8DF84_ROUAE
OG0013737	sp|P25444|RS2_MOUSE	tr|A0A7J8F440|A0A7J8F440_ROUAE
OG0013738	sp|P40223|CSF3R_MOUSE	tr|A0A7J8K6L7|A0A7J8K6L7_ROUAE
OG0013739	sp|P56389|CDD_MOUSE	tr|A0A7J8K613|A0A7J8K613_ROUAE
OG0013740	sp|P97500|MYT1L_MOUSE	tr|A0A7J8FKJ4|A0A7J8FKJ4_ROUAE
OG0013741	sp|Q3TJD7|PDLI7_MOUSE	tr|A0A7J8FL10|A0A7J8FL10_ROUAE
OG0013742	sp|Q3TR08|FNDC4_MOUSE	tr|A0A7J8FGT5|A0A7J8FGT5_ROUAE
OG0013743	sp|Q3UV71|TMTC1_MOUSE	tr|A0A7J8JND0|A0A7J8JND0_ROUAE
OG0013744	sp|Q3V0X1|SMIM9_MOUSE	tr|A0A7J8ELR6|A0A7J8ELR6_ROUAE
OG0013745	sp|Q49B93|SC5AC_MOUSE	tr|A0A7J8H6E7|A0A7J8H6E7_ROUAE
OG0013746	sp|Q5DTU0|AF1L2_MOUSE	tr|A0A7J8G3A8|A0A7J8G3A8_ROUAE
OG0013747	sp|Q5U458|DJC11_MOUSE	tr|A0A7J8K764|A0A7J8K764_ROUAE
OG0013748	sp|Q6GQU2|KLH23_MOUSE	tr|A0A7J8JF67|A0A7J8JF67_ROUAE
OG0013749	sp|Q6P4T2|U520_MOUSE	tr|A0A7J8FML9|A0A7J8FML9_ROUAE
OG0013750	sp|Q6P9P6|KIF11_MOUSE	tr|A0A7J8G9M2|A0A7J8G9M2_ROUAE
OG0013751	sp|Q6PAT0|ADAT3_MOUSE	tr|A0A7J8BNY9|A0A7J8BNY9_ROUAE
OG0013752	sp|Q6PCN3|TTBK1_MOUSE	tr|A0A7J8KIY2|A0A7J8KIY2_ROUAE
OG0013753	sp|Q6PCW6|CNFN_MOUSE	tr|A0A7J8CF65|A0A7J8CF65_ROUAE
OG0013754	sp|Q6R2P8|NEIL2_MOUSE	tr|A0A7J8BTS1|A0A7J8BTS1_ROUAE
