Orthogroup	Mus_musculus	Chlorocebus_sabaeus
OG0012527	sp|P35295|RAB20_MOUSE	tr|A0A0D9RY10|A0A0D9RY10_CHLSB
OG0012528	sp|P60840|ENSA_MOUSE	tr|A0A0D9RZN6|A0A0D9RZN6_CHLSB
OG0012529	tr|A0A0B4J1G4|A0A0B4J1G4_MOUSE	tr|A0A0D9RZU8|A0A0D9RZU8_CHLSB
OG0012530	sp|Q8R4Y8|RTTN_MOUSE	tr|A0A0D9S046|A0A0D9S046_CHLSB
OG0012531	sp|Q8CFC7|CLASR_MOUSE	tr|A0A0D9S1S8|A0A0D9S1S8_CHLSB
OG0012532	sp|Q64693|OBF1_MOUSE	tr|A0A0D9S2N5|A0A0D9S2N5_CHLSB
OG0012533	sp|Q8R0J7|VP37B_MOUSE	tr|A0A0D9S513|A0A0D9S513_CHLSB
OG0012534	sp|O88705|HCN3_MOUSE	tr|A0A0D9S576|A0A0D9S576_CHLSB
OG0012535	sp|Q8K136|SCNM1_MOUSE	tr|A0A0D9S5U9|A0A0D9S5U9_CHLSB
OG0012536	sp|Q9Z210|PX11B_MOUSE	tr|A0A0D9S5W3|A0A0D9S5W3_CHLSB
OG0012537	sp|P18406|CCN1_MOUSE	tr|A0A0D9S6V2|A0A0D9S6V2_CHLSB
OG0012538	sp|Q921S7|RM37_MOUSE	tr|A0A0D9S773|A0A0D9S773_CHLSB
OG0012539	sp|Q6PE01|SNR40_MOUSE	tr|A0A0D9S7Z2|A0A0D9S7Z2_CHLSB
OG0012540	tr|S4R213|S4R213_MOUSE	tr|A0A0D9S8A1|A0A0D9S8A1_CHLSB
OG0012541	sp|P59240|NPHP4_MOUSE	tr|A0A0D9S8T7|A0A0D9S8T7_CHLSB
OG0012542	sp|Q3UY96|CFA74_MOUSE	tr|A0A0D9S8W3|A0A0D9S8W3_CHLSB
OG0012543	sp|P97783|AF1Q_MOUSE	tr|A0A0D9SAC5|A0A0D9SAC5_CHLSB
OG0012544	sp|Q8K1L2|SPIN4_MOUSE	tr|A0A0D9SAI9|A0A0D9SAI9_CHLSB
OG0012545	sp|Q9JKN5|OLIG1_MOUSE	tr|A0A0D9SBG9|A0A0D9SBG9_CHLSB
OG0012546	sp|Q80WV3|CHST2_MOUSE	tr|A0A0D9SC36|A0A0D9SC36_CHLSB
OG0012547	sp|Q14B02|RN133_MOUSE	tr|A0A0D9SCQ3|A0A0D9SCQ3_CHLSB
OG0012548	sp|Q6X632|GPR75_MOUSE	tr|A0A0D9SDM0|A0A0D9SDM0_CHLSB
OG0012549	sp|Q80XS6|SMAG2_MOUSE	tr|A0A0D9QV47|A0A0D9QV47_CHLSB
OG0012550	sp|Q91V88|NPNT_MOUSE	tr|A0A0D9QVG1|A0A0D9QVG1_CHLSB
OG0012551	sp|Q9DA39|LFG4_MOUSE	tr|A0A0D9QWJ1|A0A0D9QWJ1_CHLSB
OG0012552	sp|Q8BGQ7|SYAC_MOUSE	tr|A0A0D9QWS4|A0A0D9QWS4_CHLSB
OG0012553	sp|P43687|HMX2_MOUSE	tr|A0A0D9QWZ3|A0A0D9QWZ3_CHLSB
OG0012554	sp|Q9CQ88|TSN31_MOUSE	tr|A0A0D9QX77|A0A0D9QX77_CHLSB
OG0012555	sp|Q6VVW9|CP2R1_MOUSE	tr|A0A0D9QXG6|A0A0D9QXG6_CHLSB
OG0012556	sp|Q8BHM9|TM11F_MOUSE	tr|A0A0D9QYW5|A0A0D9QYW5_CHLSB
OG0012557	sp|Q6PD19|ARMD3_MOUSE	tr|A0A0D9QZK9|A0A0D9QZK9_CHLSB
OG0012558	sp|Q9D4I2|MEII1_MOUSE	tr|A0A0D9R0B3|A0A0D9R0B3_CHLSB
OG0012559	sp|Q640N2|AR13B_MOUSE	tr|A0A0D9R0W4|A0A0D9R0W4_CHLSB
OG0012560	sp|P36552|HEM6_MOUSE	tr|A0A0D9R116|A0A0D9R116_CHLSB
OG0012561	sp|P15702|LEUK_MOUSE	tr|A0A0D9R1A4|A0A0D9R1A4_CHLSB
OG0012562	sp|Q3U5Q7|CMPK2_MOUSE	tr|A0A0D9R3X1|A0A0D9R3X1_CHLSB
OG0012563	sp|P56394|COX17_MOUSE	tr|A0A0D9R406|A0A0D9R406_CHLSB
OG0012564	sp|Q02788|CO6A2_MOUSE	tr|A0A0D9R4H0|A0A0D9R4H0_CHLSB
OG0012565	sp|Q7TT16|IPMK_MOUSE	tr|A0A0D9R4L4|A0A0D9R4L4_CHLSB
OG0012566	sp|Q8BM65|NYAP2_MOUSE	tr|A0A0D9R5Q9|A0A0D9R5Q9_CHLSB
OG0012567	sp|Q5H8C4|VP13A_MOUSE	tr|A0A0D9R5Z5|A0A0D9R5Z5_CHLSB
OG0012568	sp|Q8R0F5|RBMX2_MOUSE	tr|A0A0D9R6G2|A0A0D9R6G2_CHLSB
OG0012569	sp|Q5NCS9|MID49_MOUSE	tr|A0A0D9R714|A0A0D9R714_CHLSB
OG0012570	sp|O88878|ZFAN5_MOUSE	tr|A0A0D9R7D4|A0A0D9R7D4_CHLSB
OG0012571	sp|Q9JL18|BACE2_MOUSE	tr|A0A0D9R7D7|A0A0D9R7D7_CHLSB
OG0012572	sp|O35066|KIF3C_MOUSE	tr|A0A0D9R8K6|A0A0D9R8K6_CHLSB
OG0012573	sp|Q9JJF6|EFCC1_MOUSE	tr|A0A0D9R8S8|A0A0D9R8S8_CHLSB
OG0012574	sp|Q9D9T0|DYDC1_MOUSE	tr|A0A0D9RAL3|A0A0D9RAL3_CHLSB
OG0012575	sp|Q8CFK6|DEN1C_MOUSE	tr|A0A0D9RB54|A0A0D9RB54_CHLSB
OG0012576	sp|Q8BG07|PLD4_MOUSE	tr|A0A0D9RBA6|A0A0D9RBA6_CHLSB
OG0012577	sp|Q02858|TIE2_MOUSE	tr|A0A0D9RBN2|A0A0D9RBN2_CHLSB
OG0012578	sp|P51908|ABEC1_MOUSE	tr|A0A0D9RBS4|A0A0D9RBS4_CHLSB
OG0012579	sp|Q8C6N3|SYT15_MOUSE	tr|A0A0D9RBY9|A0A0D9RBY9_CHLSB
OG0012580	sp|Q9DBU2|NAA60_MOUSE	tr|A0A0D9RCA2|A0A0D9RCA2_CHLSB
OG0012581	sp|Q6A098|SBP2L_MOUSE	tr|A0A0D9RE20|A0A0D9RE20_CHLSB
OG0012582	sp|O55029|COPB2_MOUSE	tr|A0A0D9RFH5|A0A0D9RFH5_CHLSB
OG0012583	sp|Q8BYU6|TOIP2_MOUSE	tr|A0A0D9RII3|A0A0D9RII3_CHLSB
OG0012584	sp|Q9CX53|GEMI6_MOUSE	tr|A0A0D9RIR2|A0A0D9RIR2_CHLSB
OG0012585	sp|Q9DAW6|PRP4_MOUSE	tr|A0A0D9RJ21|A0A0D9RJ21_CHLSB
OG0012586	sp|Q91WA4|CXXC5_MOUSE	tr|A0A0D9RKP0|A0A0D9RKP0_CHLSB
OG0012587	sp|Q6ZPF3|TIAM2_MOUSE	tr|A0A0D9RLE3|A0A0D9RLE3_CHLSB
OG0012588	sp|Q9D6S7|RRFM_MOUSE	tr|A0A0D9RLQ3|A0A0D9RLQ3_CHLSB
OG0012589	sp|Q6P560|ZN182_MOUSE	tr|A0A0D9RM98|A0A0D9RM98_CHLSB
OG0012590	sp|P01587|CSF2_MOUSE	tr|A0A0D9RN12|A0A0D9RN12_CHLSB
OG0012591	sp|Q7TN83|SYT16_MOUSE	tr|A0A0D9RNI0|A0A0D9RNI0_CHLSB
OG0012592	sp|Q62231|SIX1_MOUSE	tr|A0A0D9RNX4|A0A0D9RNX4_CHLSB
OG0012593	sp|Q8R3V5|SHLB2_MOUSE	tr|A0A0D9RPU5|A0A0D9RPU5_CHLSB
OG0012594	sp|Q8BX09|RBBP5_MOUSE	tr|A0A0D9RQ34|A0A0D9RQ34_CHLSB
OG0012595	sp|Q80W04|TMCC2_MOUSE	tr|A0A0D9RQ52|A0A0D9RQ52_CHLSB
OG0012596	sp|Q640N1|AEBP1_MOUSE	tr|A0A0D9RSJ1|A0A0D9RSJ1_CHLSB
OG0012597	tr|J3QMJ4|J3QMJ4_MOUSE	tr|A0A0D9RVP0|A0A0D9RVP0_CHLSB
OG0012598	sp|B7ZNG0|KIF7_MOUSE	tr|A0A0D9RX51|A0A0D9RX51_CHLSB
OG0012599	sp|Q06180|PTN2_MOUSE	tr|A0A0D9RY40|A0A0D9RY40_CHLSB
OG0012600	sp|Q9WVG5|LIPE_MOUSE	tr|A0A0D9RZL0|A0A0D9RZL0_CHLSB
OG0012601	sp|O88974|SETB1_MOUSE	tr|A0A0D9RZL2|A0A0D9RZL2_CHLSB
OG0012602	sp|P22315|HEMH_MOUSE	tr|A0A0D9RZX7|A0A0D9RZX7_CHLSB
OG0012603	sp|P61290|PSME3_MOUSE	tr|A0A0D9S1G0|A0A0D9S1G0_CHLSB
OG0012604	sp|Q0P678|ZCH18_MOUSE	tr|A0A0D9S286|A0A0D9S286_CHLSB
OG0012605	sp|Q0GGX2|ZN541_MOUSE	tr|A0A0D9S2L1|A0A0D9S2L1_CHLSB
OG0012606	sp|Q640R3|HECAM_MOUSE	tr|A0A0D9S4B4|A0A0D9S4B4_CHLSB
OG0012607	sp|Q9D2A5|CR3L4_MOUSE	tr|A0A0D9S5J5|A0A0D9S5J5_CHLSB
OG0012608	sp|Q2TL60|ZN667_MOUSE	tr|A0A0D9S669|A0A0D9S669_CHLSB
OG0012609	sp|A2AGA4|RHBL2_MOUSE	tr|A0A0D9S7P9|A0A0D9S7P9_CHLSB
OG0012610	sp|A2A825|CPLN2_MOUSE	tr|A0A0D9S8G6|A0A0D9S8G6_CHLSB
OG0012611	tr|D3Z0P8|D3Z0P8_MOUSE	tr|A0A0D9S912|A0A0D9S912_CHLSB
OG0012612	sp|Q8CJI4|H1FNT_MOUSE	tr|A0A0D9SD22|A0A0D9SD22_CHLSB
OG0012613	sp|P33174|KIF4_MOUSE	tr|A0A0D9SEC6|A0A0D9SEC6_CHLSB
OG0012614	sp|Q9JJW5|MYOZ2_MOUSE	tr|A0A0D9QUT4|A0A0D9QUT4_CHLSB
OG0012615	sp|Q8BGB5|LIMD2_MOUSE	tr|A0A0D9QV51|A0A0D9QV51_CHLSB
OG0012616	sp|Q8BTW9|PAK4_MOUSE	tr|A0A0D9QV87|A0A0D9QV87_CHLSB
OG0012617	sp|Q8BUG5|CAYP2_MOUSE	tr|A0A0D9QVL7|A0A0D9QVL7_CHLSB
OG0012618	tr|E9PYD1|E9PYD1_MOUSE	tr|A0A0D9QVM7|A0A0D9QVM7_CHLSB
OG0012619	sp|O55038|CXL13_MOUSE	tr|A0A0D9QX27|A0A0D9QX27_CHLSB
OG0012620	sp|Q80UG5|SEPT9_MOUSE	tr|A0A0D9QYM1|A0A0D9QYM1_CHLSB
OG0012621	sp|Q7TN58|TMC8_MOUSE	tr|A0A0D9QYR8|A0A0D9QYR8_CHLSB
OG0012622	sp|P63216|GBG3_MOUSE	tr|A0A0D9R2Z5|A0A0D9R2Z5_CHLSB
OG0012623	sp|Q9D9S1|EVG1_MOUSE	tr|A0A0D9R3G7|A0A0D9R3G7_CHLSB
OG0012624	sp|P12961|7B2_MOUSE	tr|A0A0D9R3H2|A0A0D9R3H2_CHLSB
OG0012625	sp|Q64445|COX8A_MOUSE	tr|A0A0D9R3I7|A0A0D9R3I7_CHLSB
OG0012626	sp|Q8VBW1|SC6A8_MOUSE	tr|A0A0D9R3L7|A0A0D9R3L7_CHLSB
OG0012627	sp|Q673U1|HS3S2_MOUSE	tr|A0A0D9R3M4|A0A0D9R3M4_CHLSB
OG0012628	sp|Q9ERM2|ICAM4_MOUSE	tr|A0A0D9R4S5|A0A0D9R4S5_CHLSB
OG0012629	sp|Q9D0J4|ARL2_MOUSE	tr|A0A0D9R5D2|A0A0D9R5D2_CHLSB
OG0012630	sp|Q9EPX5|FXL12_MOUSE	tr|A0A0D9R5M7|A0A0D9R5M7_CHLSB
OG0012631	sp|Q61419|CMAH_MOUSE	tr|A0A0D9R659|A0A0D9R659_CHLSB
OG0012632	sp|Q9Z2W0|DNPEP_MOUSE	tr|A0A0D9R6T9|A0A0D9R6T9_CHLSB
OG0012633	sp|Q8K1L5|PP1RB_MOUSE	tr|A0A0D9R6Y0|A0A0D9R6Y0_CHLSB
OG0012634	sp|Q6IR37|ZDH24_MOUSE	tr|A0A0D9R7J2|A0A0D9R7J2_CHLSB
OG0012635	sp|Q7TPC1|CDSN_MOUSE	tr|A0A0D9R7P9|A0A0D9R7P9_CHLSB
OG0012636	sp|O08734|BAK_MOUSE	tr|A0A0D9RB69|A0A0D9RB69_CHLSB
OG0012637	sp|Q9QZJ6|MFAP5_MOUSE	tr|A0A0D9RBC4|A0A0D9RBC4_CHLSB
OG0012638	sp|B2RU40|PRRT4_MOUSE	tr|A0A0D9RCP8|A0A0D9RCP8_CHLSB
OG0012639	sp|Q14B70|HDX_MOUSE	tr|A0A0D9RDT1|A0A0D9RDT1_CHLSB
OG0012640	sp|Q8VDT9|RM50_MOUSE	tr|A0A0D9RFL2|A0A0D9RFL2_CHLSB
OG0012641	sp|Q9CQE1|NPS3B_MOUSE	tr|A0A0D9RFU4|A0A0D9RFU4_CHLSB
OG0012642	sp|Q80ZA4|PKHL1_MOUSE	tr|A0A0D9RFX9|A0A0D9RFX9_CHLSB
OG0012643	sp|Q80ZQ9|ABITM_MOUSE	tr|A0A0D9RGC1|A0A0D9RGC1_CHLSB
OG0012644	sp|Q9D773|RM02_MOUSE	tr|A0A0D9RGN3|A0A0D9RGN3_CHLSB
OG0012645	sp|P51855|GSHB_MOUSE	tr|A0A0D9RHH0|A0A0D9RHH0_CHLSB
OG0012646	sp|P09036|ISK1_MOUSE	tr|A0A0D9RI87|A0A0D9RI87_CHLSB
OG0012647	sp|Q8K0D5|EFGM_MOUSE	tr|A0A0D9RIA7|A0A0D9RIA7_CHLSB
OG0012648	sp|Q9EQ20|MMSA_MOUSE	tr|A0A0D9RJI2|A0A0D9RJI2_CHLSB
OG0012649	sp|Q80ZS3|RT26_MOUSE	tr|A0A0D9RLJ6|A0A0D9RLJ6_CHLSB
OG0012650	tr|V9GXQ3|V9GXQ3_MOUSE	tr|A0A0D9RLM8|A0A0D9RLM8_CHLSB
OG0012651	sp|P35288|RAB23_MOUSE	tr|A0A0D9RLV4|A0A0D9RLV4_CHLSB
OG0012652	sp|P32648|VIP_MOUSE	tr|A0A0D9RM52|A0A0D9RM52_CHLSB
OG0012653	sp|Q9DAG5|STPG4_MOUSE	tr|A0A0D9RM67|A0A0D9RM67_CHLSB
OG0012654	sp|A2AS55|ANR16_MOUSE	tr|A0A0D9RMG9|A0A0D9RMG9_CHLSB
OG0012655	sp|Q8C0Q9|RPGF5_MOUSE	tr|A0A0D9RN54|A0A0D9RN54_CHLSB
OG0012656	sp|Q9WTV6|UBP18_MOUSE	tr|A0A0D9RNW5|A0A0D9RNW5_CHLSB
OG0012657	sp|Q9WTX7|FHL5_MOUSE	tr|A0A0D9RPR8|A0A0D9RPR8_CHLSB
OG0012658	sp|Q6ZQH8|NU188_MOUSE	tr|A0A0D9RPS6|A0A0D9RPS6_CHLSB
OG0012659	sp|Q9CZD3|GARS_MOUSE	tr|A0A0D9RQ19|A0A0D9RQ19_CHLSB
OG0012660	sp|P30412|PPIC_MOUSE	tr|A0A0D9RQ45|A0A0D9RQ45_CHLSB
OG0012661	sp|Q9CPS7|PNO1_MOUSE	tr|A0A0D9RQP5|A0A0D9RQP5_CHLSB
OG0012662	tr|D3Z3Y1|D3Z3Y1_MOUSE	tr|A0A0D9RRK0|A0A0D9RRK0_CHLSB
OG0012663	sp|Q70KF4|CMYA5_MOUSE	tr|A0A0D9RRR1|A0A0D9RRR1_CHLSB
OG0012664	sp|Q8CFD5|ERCC8_MOUSE	tr|A0A0D9RU35|A0A0D9RU35_CHLSB
OG0012665	sp|A2AAJ9|OBSCN_MOUSE	tr|A0A0D9RVE4|A0A0D9RVE4_CHLSB
OG0012666	sp|B2RVY9|TM182_MOUSE	tr|A0A0D9RWY3|A0A0D9RWY3_CHLSB
OG0012667	sp|Q8BGC1|CE022_MOUSE	tr|A0A0D9RX92|A0A0D9RX92_CHLSB
OG0012668	sp|Q9D3N8|GRTP1_MOUSE	tr|A0A0D9RXY0|A0A0D9RXY0_CHLSB
OG0012669	sp|Q3U0P5|ENTP6_MOUSE	tr|A0A0D9RY51|A0A0D9RY51_CHLSB
OG0012670	sp|Q9D6J6|NDUV2_MOUSE	tr|A0A0D9RYA4|A0A0D9RYA4_CHLSB
OG0012671	sp|Q9JLL3|TNR19_MOUSE	tr|A0A0D9RZM2|A0A0D9RZM2_CHLSB
OG0012672	sp|Q8BP40|PPA6_MOUSE	tr|A0A0D9S0K2|A0A0D9S0K2_CHLSB
OG0012673	sp|P97821|CATC_MOUSE	tr|A0A0D9S0P4|A0A0D9S0P4_CHLSB
OG0012674	sp|Q8VIM9|IRGQ_MOUSE	tr|A0A0D9S1B5|A0A0D9S1B5_CHLSB
OG0012675	sp|Q91YN5|UAP1_MOUSE	tr|A0A0D9S363|A0A0D9S363_CHLSB
OG0012676	sp|F6VAN0|ATF6A_MOUSE	tr|A0A0D9S387|A0A0D9S387_CHLSB
OG0012677	sp|Q811P8|RHG32_MOUSE	tr|A0A0D9S4N3|A0A0D9S4N3_CHLSB
OG0012678	sp|O54790|MAFG_MOUSE	tr|A0A0D9S4P6|A0A0D9S4P6_CHLSB
OG0012679	sp|Q9WV76|AP4B1_MOUSE	tr|A0A0D9S698|A0A0D9S698_CHLSB
OG0012680	sp|Q9Z2U1|PSA5_MOUSE	tr|A0A0D9S6J3|A0A0D9S6J3_CHLSB
OG0012681	sp|Q3KQP7|SPO16_MOUSE	tr|A0A0D9S6R9|A0A0D9S6R9_CHLSB
OG0012682	sp|Q8BJG4|MOB3C_MOUSE	tr|A0A0D9S7D7|A0A0D9S7D7_CHLSB
OG0012683	sp|P63024|VAMP3_MOUSE	tr|A0A0D9S8R4|A0A0D9S8R4_CHLSB
OG0012684	sp|P58058|NADK_MOUSE	tr|A0A0D9S8W8|A0A0D9S8W8_CHLSB
OG0012685	sp|Q61112|CAB45_MOUSE	tr|A0A0D9S8Z2|A0A0D9S8Z2_CHLSB
OG0012686	sp|Q9JI13|SAS10_MOUSE	tr|A0A0D9S9P3|A0A0D9S9P3_CHLSB
OG0012687	sp|Q8BHH2|RAB9B_MOUSE	tr|A0A0D9S9Z3|A0A0D9S9Z3_CHLSB
OG0012688	tr|A0A286YD60|A0A286YD60_MOUSE	tr|A0A0D9SD62|A0A0D9SD62_CHLSB
OG0012689	sp|P28656|NP1L1_MOUSE	tr|A0A0D9QVJ9|A0A0D9QVJ9_CHLSB
OG0012690	sp|P56481|GASR_MOUSE	tr|A0A0D9QWC0|A0A0D9QWC0_CHLSB
OG0012691	sp|Q9CXB2|SOAT_MOUSE	tr|A0A0D9QWE2|A0A0D9QWE2_CHLSB
OG0012692	sp|P05202|AATM_MOUSE	tr|A0A0D9QXD3|A0A0D9QXD3_CHLSB
OG0012693	sp|Q8BTG7|NDRG4_MOUSE	tr|A0A0D9QXI1|A0A0D9QXI1_CHLSB
OG0012694	sp|Q6IMH0|TEPP_MOUSE	tr|A0A0D9QXM6|A0A0D9QXM6_CHLSB
OG0012695	sp|Q8VID5|RECQ5_MOUSE	tr|A0A0D9QXS9|A0A0D9QXS9_CHLSB
OG0012696	sp|Q9D2C2|SAAL1_MOUSE	tr|A0A0D9QY36|A0A0D9QY36_CHLSB
OG0012697	sp|Q61581|IBP7_MOUSE	tr|A0A0D9QYL9|A0A0D9QYL9_CHLSB
OG0012698	sp|Q60696|PMEL_MOUSE	tr|A0A0D9QZ09|A0A0D9QZ09_CHLSB
OG0012699	sp|Q9CYZ6|REX1B_MOUSE	tr|A0A0D9QZ49|A0A0D9QZ49_CHLSB
OG0012700	sp|P26011|ITB7_MOUSE	tr|A0A0D9QZQ0|A0A0D9QZQ0_CHLSB
OG0012701	sp|Q76I25|HIG1C_MOUSE	tr|A0A0D9R0W3|A0A0D9R0W3_CHLSB
OG0012702	sp|Q3TC46|PATL1_MOUSE	tr|A0A0D9R1A5|A0A0D9R1A5_CHLSB
OG0012703	sp|P54726|RD23A_MOUSE	tr|A0A0D9R2H3|A0A0D9R2H3_CHLSB
OG0012704	sp|P97868|RBBP6_MOUSE	tr|A0A0D9R2L8|A0A0D9R2L8_CHLSB
OG0012705	sp|Q7TN99|CPEB3_MOUSE	tr|A0A0D9R2M9|A0A0D9R2M9_CHLSB
OG0012706	sp|E9Q7E2|ARID2_MOUSE	tr|A0A0D9R346|A0A0D9R346_CHLSB
OG0012707	sp|Q8BGC3|MOT12_MOUSE	tr|A0A0D9R366|A0A0D9R366_CHLSB
OG0012708	sp|Q61335|BAP31_MOUSE	tr|A0A0D9R3J7|A0A0D9R3J7_CHLSB
OG0012709	sp|Q91ZT5|FGD4_MOUSE	tr|A0A0D9R4X5|A0A0D9R4X5_CHLSB
OG0012710	tr|G3UW63|G3UW63_MOUSE	tr|A0A0D9R6C9|A0A0D9R6C9_CHLSB
OG0012711	sp|Q9JHG1|PIGP_MOUSE	tr|A0A0D9R850|A0A0D9R850_CHLSB
OG0012712	sp|O35657|NEUR1_MOUSE	tr|A0A0D9R8Y1|A0A0D9R8Y1_CHLSB
OG0012713	sp|Q3TVC7|CCDB1_MOUSE	tr|A0A0D9R976|A0A0D9R976_CHLSB
OG0012714	sp|O09012|PEX5_MOUSE	tr|A0A0D9RC06|A0A0D9RC06_CHLSB
OG0012715	sp|Q9D0I4|STX17_MOUSE	tr|A0A0D9RFB8|A0A0D9RFB8_CHLSB
OG0012716	sp|O88728|IFM5_MOUSE	tr|A0A0D9RFD1|A0A0D9RFD1_CHLSB
OG0012717	sp|Q8BIA3|MKX_MOUSE	tr|A0A0D9RH54|A0A0D9RH54_CHLSB
OG0012718	sp|P54797|TNG2_MOUSE	tr|A0A0D9RHS8|A0A0D9RHS8_CHLSB
OG0012719	sp|P48759|PTX3_MOUSE	tr|A0A0D9RI29|A0A0D9RI29_CHLSB
OG0012720	sp|Q9JHI9|S40A1_MOUSE	tr|A0A0D9RIZ0|A0A0D9RIZ0_CHLSB
OG0012721	sp|P28825|MEP1A_MOUSE	tr|A0A0D9RJJ3|A0A0D9RJJ3_CHLSB
OG0012722	sp|Q9CV28|MINY3_MOUSE	tr|A0A0D9RK69|A0A0D9RK69_CHLSB
OG0012723	sp|Q8VCD6|REEP2_MOUSE	tr|A0A0D9RL02|A0A0D9RL02_CHLSB
OG0012724	sp|O35386|PAHX_MOUSE	tr|A0A0D9RL43|A0A0D9RL43_CHLSB
OG0012725	sp|P70245|EBP_MOUSE	tr|A0A0D9RLC7|A0A0D9RLC7_CHLSB
OG0012726	sp|Q8K5B2|MCFD2_MOUSE	tr|A0A0D9RM47|A0A0D9RM47_CHLSB
OG0012727	sp|Q8K2A8|ALG3_MOUSE	tr|A0A0D9RMG2|A0A0D9RMG2_CHLSB
OG0012728	sp|Q99K46|UBP11_MOUSE	tr|A0A0D9RMH3|A0A0D9RMH3_CHLSB
OG0012729	sp|Q8VEH8|ERLEC_MOUSE	tr|A0A0D9RMW1|A0A0D9RMW1_CHLSB
OG0012730	sp|Q9DCT1|AKCL2_MOUSE	tr|A0A0D9RNA5|A0A0D9RNA5_CHLSB
OG0012731	sp|Q9CYG7|TOM34_MOUSE	tr|A0A0D9RP52|A0A0D9RP52_CHLSB
OG0012732	sp|P04756|ACHA_MOUSE	tr|A0A0D9RPY0|A0A0D9RPY0_CHLSB
OG0012733	sp|Q80XU3|NUCKS_MOUSE	tr|A0A0D9RQ92|A0A0D9RQ92_CHLSB
OG0012734	sp|Q8R3K3|PTCD2_MOUSE	tr|A0A0D9RSX0|A0A0D9RSX0_CHLSB
OG0012735	sp|Q6ZPK7|LST2_MOUSE	tr|A0A0D9RT89|A0A0D9RT89_CHLSB
OG0012736	sp|P97465|DOK1_MOUSE	tr|A0A0D9RT92|A0A0D9RT92_CHLSB
OG0012737	sp|Q8VD66|ABHD4_MOUSE	tr|A0A0D9RUN8|A0A0D9RUN8_CHLSB
OG0012738	sp|Q8BGH4|REEP1_MOUSE	tr|A0A0D9RUV5|A0A0D9RUV5_CHLSB
OG0012739	sp|P60853|LZTS1_MOUSE	tr|A0A0D9RVU9|A0A0D9RVU9_CHLSB
OG0012740	sp|Q3UD82|PARP8_MOUSE	tr|A0A0D9RVZ0|A0A0D9RVZ0_CHLSB
OG0012741	sp|Q64331|MYO6_MOUSE	tr|A0A0D9RXZ5|A0A0D9RXZ5_CHLSB
OG0012742	sp|Q9WV92|E41L3_MOUSE	tr|A0A0D9RYC3|A0A0D9RYC3_CHLSB
OG0012743	sp|Q80YR6|CTIP_MOUSE	tr|A0A0D9RYK3|A0A0D9RYK3_CHLSB
OG0012744	sp|Q3ZK22|VEZA_MOUSE	tr|A0A0D9S0N6|A0A0D9S0N6_CHLSB
OG0012745	sp|Q8C522|ENDD1_MOUSE	tr|A0A0D9S1L8|A0A0D9S1L8_CHLSB
OG0012746	sp|P08030|APT_MOUSE	tr|A0A0D9S2Q6|A0A0D9S2Q6_CHLSB
OG0012747	sp|Q69ZH9|RHG23_MOUSE	tr|A0A0D9S3H3|A0A0D9S3H3_CHLSB
OG0012748	sp|Q9D3W5|LRC71_MOUSE	tr|A0A0D9S4K9|A0A0D9S4K9_CHLSB
OG0012749	sp|Q3TA38|T120B_MOUSE	tr|A0A0D9S4Q4|A0A0D9S4Q4_CHLSB
OG0012750	sp|B1AY13|UBP24_MOUSE	tr|A0A0D9S761|A0A0D9S761_CHLSB
OG0012751	sp|Q8R2M0|TEAN2_MOUSE	tr|A0A0D9S776|A0A0D9S776_CHLSB
OG0012752	tr|S4R1I0|S4R1I0_MOUSE	tr|A0A0D9S7G9|A0A0D9S7G9_CHLSB
OG0012753	sp|Q8BJQ4|TCAM2_MOUSE	tr|A0A0D9S9F3|A0A0D9S9F3_CHLSB
OG0012754	tr|A0A0G2JGM9|A0A0G2JGM9_MOUSE	tr|A0A0D9S9X5|A0A0D9S9X5_CHLSB
OG0012755	sp|Q8R184|F110A_MOUSE	tr|A0A0D9SBG2|A0A0D9SBG2_CHLSB
OG0012756	sp|Q6GQR8|ZN329_MOUSE	tr|A0A0D9SE70|A0A0D9SE70_CHLSB
OG0012757	tr|A0A1B0GQY9|A0A1B0GQY9_MOUSE	tr|A0A0D9QV11|A0A0D9QV11_CHLSB
OG0012758	sp|O08738|CASP6_MOUSE	tr|A0A0D9QVA5|A0A0D9QVA5_CHLSB
OG0012759	sp|D3Z2X2|DNHD1_MOUSE	tr|A0A0D9QWD4|A0A0D9QWD4_CHLSB
OG0012760	sp|Q8BZS9|DHX32_MOUSE	tr|A0A0D9QWT7|A0A0D9QWT7_CHLSB
OG0012761	sp|Q9CWY3|SETD6_MOUSE	tr|A0A0D9QXE7|A0A0D9QXE7_CHLSB
OG0012762	sp|Q8CI15|SPHK1_MOUSE	tr|A0A0D9QYC2|A0A0D9QYC2_CHLSB
OG0012763	sp|Q8C6Z1|MUC15_MOUSE	tr|A0A0D9QYR7|A0A0D9QYR7_CHLSB
OG0012764	sp|Q9CQU8|IMP1L_MOUSE	tr|A0A0D9QYX4|A0A0D9QYX4_CHLSB
OG0012765	sp|Q99NA9|PCGF6_MOUSE	tr|A0A0D9QZ83|A0A0D9QZ83_CHLSB
OG0012766	sp|Q8VIK2|M17L2_MOUSE	tr|A0A0D9QZA5|A0A0D9QZA5_CHLSB
OG0012767	sp|O08664|BCL7C_MOUSE	tr|A0A0D9R0I7|A0A0D9R0I7_CHLSB
OG0012768	sp|Q9DCU9|HOGA1_MOUSE	tr|A0A0D9R0L9|A0A0D9R0L9_CHLSB
