Orthogroup	Mus_musculus	Octodon_degus
OG0012182	sp|Q61033|LAP2A_MOUSE	tr|A0A6P3EJA3|A0A6P3EJA3_OCTDE
OG0012183	sp|Q61627|GRID1_MOUSE	tr|A0A6P3FNI8|A0A6P3FNI8_OCTDE
OG0012184	sp|Q64310|SURF4_MOUSE	tr|A0A6P3FM62|A0A6P3FM62_OCTDE
OG0012185	sp|Q6P3A8|ODBB_MOUSE	tr|A0A6P3EPM6|A0A6P3EPM6_OCTDE
OG0012186	sp|Q6PGA0|RCOR3_MOUSE	tr|A0A6P3FMR9|A0A6P3FMR9_OCTDE
OG0012187	sp|Q7TSJ2|MAP6_MOUSE	tr|A0A6P3VB42|A0A6P3VB42_OCTDE
OG0012188	sp|Q80U12|SGSM2_MOUSE	tr|A0A6P3FE18|A0A6P3FE18_OCTDE
OG0012189	sp|Q80U72|SCRIB_MOUSE	tr|A0A6P6F603|A0A6P6F603_OCTDE
OG0012190	sp|Q80US8|MAD3_MOUSE	tr|A0A6P3F7V5|A0A6P3F7V5_OCTDE
OG0012191	sp|Q8BXL9|IFFO1_MOUSE	tr|A0A6P3FC72|A0A6P3FC72_OCTDE
OG0012192	sp|Q8CI43|MYL6B_MOUSE	tr|A0A6P3FWU4|A0A6P3FWU4_OCTDE
OG0012193	sp|Q8CIN6|CELF3_MOUSE	tr|A0A6P3VAW9|A0A6P3VAW9_OCTDE
OG0012194	sp|Q8CIV3|LIPH_MOUSE	tr|A0A6P6D9X4|A0A6P6D9X4_OCTDE
OG0012195	sp|Q8K1I7|WIPF1_MOUSE	tr|A0A6P3VBC8|A0A6P3VBC8_OCTDE
OG0012196	sp|Q8K3G5|VRK3_MOUSE	tr|A0A6P3FT96|A0A6P3FT96_OCTDE
OG0012197	sp|Q8R3V5|SHLB2_MOUSE	tr|A0A6P6D869|A0A6P6D869_OCTDE
OG0012198	sp|Q8VCE1|DJC28_MOUSE	tr|A0A6P6DNY3|A0A6P6DNY3_OCTDE
OG0012199	sp|Q8VDC0|SYLM_MOUSE	tr|A0A6P3FJ10|A0A6P3FJ10_OCTDE
OG0012200	sp|Q8VEN2|PLET1_MOUSE	tr|A0A6P3V8C1|A0A6P3V8C1_OCTDE
OG0012201	sp|Q8VHW4|CCG5_MOUSE	tr|A0A6P3EQV8|A0A6P3EQV8_OCTDE
OG0012202	sp|Q91W59|RBMS1_MOUSE	tr|A0A6P6EAW6|A0A6P6EAW6_OCTDE
OG0012203	sp|Q91YE8|SYNP2_MOUSE	tr|A0A6P3FSB2|A0A6P3FSB2_OCTDE
OG0012204	sp|Q91Z96|BMP2K_MOUSE	tr|A0A6P3FCK7|A0A6P3FCK7_OCTDE
OG0012205	sp|Q922Q9|CHID1_MOUSE	tr|A0A6P3FHZ5|A0A6P3FHZ5_OCTDE
OG0012206	sp|Q924S9|DSCR6_MOUSE	tr|A0A6P6EQ64|A0A6P6EQ64_OCTDE
OG0012207	sp|Q99KF1|TMED9_MOUSE	tr|A0A6P3F7U0|A0A6P3F7U0_OCTDE
OG0012208	sp|Q99KR6|RNF34_MOUSE	tr|A0A6P6EVR3|A0A6P6EVR3_OCTDE
OG0012209	sp|Q99PP9|TRI16_MOUSE	tr|A0A6P3F9H1|A0A6P3F9H1_OCTDE
OG0012210	sp|Q9CR11|YETS4_MOUSE	tr|A0A6P6EIC8|A0A6P6EIC8_OCTDE
OG0012211	sp|Q9CWT3|SNX10_MOUSE	tr|A0A6P3EKM4|A0A6P3EKM4_OCTDE
OG0012212	sp|Q9D236|HTRA3_MOUSE	tr|A0A6P3ERQ7|A0A6P3ERQ7_OCTDE
OG0012213	sp|Q9D2E1|TSSK3_MOUSE	tr|A0A6P3FC61|A0A6P3FC61_OCTDE
OG0012214	sp|Q9D3J9|TASL_MOUSE	tr|A0A6P3F6F6|A0A6P3F6F6_OCTDE
OG0012215	sp|Q9D7R2|PMEPA_MOUSE	tr|A0A6P3F0I7|A0A6P3F0I7_OCTDE
OG0012216	sp|Q9DAS1|CKLF_MOUSE	tr|A0A6P6DZ00|A0A6P6DZ00_OCTDE
OG0012217	sp|Q9DCZ4|MIC26_MOUSE	tr|A0A6P3F830|A0A6P3F830_OCTDE
OG0012218	sp|Q9ESL8|FGF16_MOUSE	tr|A0A6P3FIX8|A0A6P3FIX8_OCTDE
OG0012219	sp|Q9JIL2|CCL28_MOUSE	tr|A0A6P6DTI5|A0A6P6DTI5_OCTDE
OG0012220	sp|Q9JJ94|SSNA1_MOUSE	tr|A0A6P6D7M5|A0A6P6D7M5_OCTDE
OG0012221	sp|Q9R0X2|ADEC1_MOUSE	tr|A0A6P3VAF4|A0A6P3VAF4_OCTDE
OG0012222	sp|Q9Z0F8|ADA17_MOUSE	tr|A0A6P3FLP1|A0A6P3FLP1_OCTDE
OG0012223	sp|Q9Z1V0|OLF49_MOUSE	tr|A0A6P3FGS8|A0A6P3FGS8_OCTDE
OG0012224	sp|S4R1M9|OSB10_MOUSE	tr|A0A6P3EY33|A0A6P3EY33_OCTDE
OG0012225	tr|A0A0J9YUD5|A0A0J9YUD5_MOUSE	tr|A0A6P3EQL2|A0A6P3EQL2_OCTDE
OG0012226	tr|A0A5F8MPL8|A0A5F8MPL8_MOUSE	tr|A0A6P3EMV7|A0A6P3EMV7_OCTDE
OG0012227	sp|A2AJA9|AJM1_MOUSE	tr|A0A6P6D8M7|A0A6P6D8M7_OCTDE
OG0012228	sp|A2ARA8|ITA8_MOUSE	tr|A0A6P3VEP0|A0A6P3VEP0_OCTDE
OG0012229	sp|A6H6E2|MMRN2_MOUSE	tr|A0A6P6DAD4|A0A6P6DAD4_OCTDE
OG0012230	tr|F6U5V1|F6U5V1_MOUSE	tr|A0A6P6ESE1|A0A6P6ESE1_OCTDE
OG0012231	tr|G5E851|G5E851_MOUSE	tr|A0A6P6DT14|A0A6P6DT14_OCTDE
OG0012232	sp|O70309|ITB5_MOUSE	tr|A0A6P3VDP6|A0A6P3VDP6_OCTDE
OG0012233	sp|O88452|STC2_MOUSE	tr|A0A6P3FFJ9|A0A6P3FFJ9_OCTDE
OG0012234	sp|P11352|GPX1_MOUSE	tr|A0A6P3G0Y3|A0A6P3G0Y3_OCTDE
OG0012235	sp|P13405|RB_MOUSE	tr|A0A6P3FAM9|A0A6P3FAM9_OCTDE
OG0012236	sp|P35601|RFC1_MOUSE	tr|A0A6P6DEY8|A0A6P6DEY8_OCTDE
OG0012237	sp|P41438|S19A1_MOUSE	tr|A0A6P6EHG5|A0A6P6EHG5_OCTDE
OG0012238	sp|P49117|NR2C2_MOUSE	tr|A0A6P6DNJ9|A0A6P6DNJ9_OCTDE
OG0012239	sp|P49749|EVX2_MOUSE	tr|A0A6P6ERB1|A0A6P6ERB1_OCTDE
OG0012240	sp|P56671|MAZ_MOUSE	tr|A0A6P3ETC5|A0A6P3ETC5_OCTDE
OG0012241	sp|P97489|GATA5_MOUSE	tr|A0A6P6DJZ8|A0A6P6DJZ8_OCTDE
OG0012242	sp|Q08761|PROS_MOUSE	tr|A0A6P3EYV8|A0A6P3EYV8_OCTDE
OG0012243	sp|Q3UQ28|PXDN_MOUSE	tr|A0A6P3FLQ2|A0A6P3FLQ2_OCTDE
OG0012244	sp|Q3V2T4|KTDAP_MOUSE	tr|A0A6P6EY27|A0A6P6EY27_OCTDE
OG0012245	sp|Q5U4F6|DC2I2_MOUSE	tr|A0A6P3FLV0|A0A6P3FLV0_OCTDE
OG0012246	sp|Q5Y5T3|ZDH23_MOUSE	tr|A0A6P3EWI5|A0A6P3EWI5_OCTDE
OG0012247	sp|Q60754|MARCO_MOUSE	tr|A0A6P6DZT8|A0A6P6DZT8_OCTDE
OG0012248	sp|Q61139|PCSK7_MOUSE	tr|A0A6P3FC19|A0A6P3FC19_OCTDE
OG0012249	sp|Q61792|LASP1_MOUSE	tr|A0A6P3EX68|A0A6P3EX68_OCTDE
OG0012250	sp|Q62136|PTN21_MOUSE	tr|A0A6P6ETG0|A0A6P6ETG0_OCTDE
OG0012251	sp|Q6A085|ZN629_MOUSE	tr|A0A6P3ETE2|A0A6P3ETE2_OCTDE
OG0012252	sp|Q6PD24|AN13D_MOUSE	tr|A0A6P6E2W0|A0A6P6E2W0_OCTDE
OG0012253	sp|Q75N73|S39AE_MOUSE	tr|A0A6P3F2W2|A0A6P3F2W2_OCTDE
OG0012254	sp|Q7TMY4|THOC7_MOUSE	tr|A0A6P6DL12|A0A6P6DL12_OCTDE
OG0012255	sp|Q7TQI7|ABTB2_MOUSE	tr|A0A6P3EMY9|A0A6P3EMY9_OCTDE
OG0012256	sp|Q80SU3|ZAR1_MOUSE	tr|A0A6P3EXJ1|A0A6P3EXJ1_OCTDE
OG0012257	sp|Q8BGF8|S35D3_MOUSE	tr|A0A6P3EQ11|A0A6P3EQ11_OCTDE
OG0012258	sp|Q8BH73|QPCTL_MOUSE	tr|A0A6P3FTE9|A0A6P3FTE9_OCTDE
OG0012259	sp|Q8BJR6|PRS27_MOUSE	tr|A0A6P6E5T7|A0A6P6E5T7_OCTDE
OG0012260	sp|Q8BX80|ENASE_MOUSE	tr|A0A6P6D4V5|A0A6P6D4V5_OCTDE
OG0012261	sp|Q8C165|P20D1_MOUSE	tr|A0A6P3FJW0|A0A6P3FJW0_OCTDE
OG0012262	sp|Q8CBC4|CNST_MOUSE	tr|A0A6P6E185|A0A6P6E185_OCTDE
OG0012263	sp|Q8CEG5|CC28B_MOUSE	tr|A0A6P3FRB2|A0A6P3FRB2_OCTDE
OG0012264	sp|Q8K099|LRIT1_MOUSE	tr|A0A6P3FMU2|A0A6P3FMU2_OCTDE
OG0012265	sp|Q8K4J0|DCR1C_MOUSE	tr|A0A6P3FA51|A0A6P3FA51_OCTDE
OG0012266	sp|Q8QZY9|SF3B4_MOUSE	tr|A0A6P3V9F6|A0A6P3V9F6_OCTDE
OG0012267	sp|Q8R105|VP37C_MOUSE	tr|A0A6P6DS20|A0A6P6DS20_OCTDE
OG0012268	sp|Q8R1S0|COQ6_MOUSE	tr|A0A6P3ESC7|A0A6P3ESC7_OCTDE
OG0012269	sp|Q8R2Q4|RRF2M_MOUSE	tr|A0A6P6DHF3|A0A6P6DHF3_OCTDE
OG0012270	sp|Q8VC33|NXNL1_MOUSE	tr|A0A6P3FKA7|A0A6P3FKA7_OCTDE
OG0012271	sp|Q8VCM7|FIBG_MOUSE	tr|A0A6P3FFS1|A0A6P3FFS1_OCTDE
OG0012272	sp|Q8VDP4|CCAR2_MOUSE	tr|A0A6P6EDD1|A0A6P6EDD1_OCTDE
OG0012273	sp|Q8VIK5|PEAR1_MOUSE	tr|A0A6P6EAZ6|A0A6P6EAZ6_OCTDE
OG0012274	sp|Q91W50|CSDE1_MOUSE	tr|A0A6P3FP50|A0A6P3FP50_OCTDE
OG0012275	sp|Q91WA3|HDA11_MOUSE	tr|A0A6P3FIT7|A0A6P3FIT7_OCTDE
OG0012276	sp|Q91WR3|ASCC2_MOUSE	tr|A0A6P3F156|A0A6P3F156_OCTDE
OG0012277	sp|Q91YK0|LRC49_MOUSE	tr|A0A6P3EZL8|A0A6P3EZL8_OCTDE
OG0012278	sp|Q91YP3|DEOC_MOUSE	tr|A0A6P6DZL4|A0A6P6DZL4_OCTDE
OG0012279	sp|Q91Z22|PORIM_MOUSE	tr|A0A6P3VE74|A0A6P3VE74_OCTDE
OG0012280	sp|Q9CR40|KLH28_MOUSE	tr|A0A6P3F4T7|A0A6P3F4T7_OCTDE
OG0012281	sp|Q9D2Y9|ELOV7_MOUSE	tr|A0A6P3ETI9|A0A6P3ETI9_OCTDE
OG0012282	sp|Q9D7I5|LHPP_MOUSE	tr|A0A6P3EY04|A0A6P3EY04_OCTDE
OG0012283	sp|Q9DAD0|CF276_MOUSE	tr|A0A6P6EZB6|A0A6P6EZB6_OCTDE
OG0012284	sp|Q9JLL0|CRIM1_MOUSE	tr|A0A6P3EXK6|A0A6P3EXK6_OCTDE
OG0012285	sp|Q9QZB6|NR4A3_MOUSE	tr|A0A6P3FTS8|A0A6P3FTS8_OCTDE
OG0012286	sp|Q9WTX8|MD1L1_MOUSE	tr|A0A6P3ERF8|A0A6P3ERF8_OCTDE
OG0012287	sp|Q9Z2X2|PSD10_MOUSE	tr|A0A6P3FQV9|A0A6P3FQV9_OCTDE
OG0012288	sp|A1IGU4|ARH37_MOUSE	tr|A0A6P3ETH0|A0A6P3ETH0_OCTDE
OG0012289	sp|A2AIV2|VIR_MOUSE	tr|A0A6P6DAN4|A0A6P6DAN4_OCTDE
OG0012290	sp|A3KMP2|TTC38_MOUSE	tr|A0A6P3FLT0|A0A6P3FLT0_OCTDE
OG0012291	sp|A7M7C7|SKOR2_MOUSE	tr|A0A6P3EUI7|A0A6P3EUI7_OCTDE
OG0012292	tr|B2RV38|B2RV38_MOUSE	tr|A0A6P3VE71|A0A6P3VE71_OCTDE
OG0012293	tr|E9Q4G0|E9Q4G0_MOUSE	tr|A0A6P3F6L7|A0A6P3F6L7_OCTDE
OG0012294	tr|E9Q9Q6|E9Q9Q6_MOUSE	tr|A0A6P3FA74|A0A6P3FA74_OCTDE
OG0012295	sp|F8VPN2|TEX15_MOUSE	tr|A0A6P6EM55|A0A6P6EM55_OCTDE
OG0012296	sp|O35674|ADA19_MOUSE	tr|A0A6P6EA41|A0A6P6EA41_OCTDE
OG0012297	sp|O55082|PTN20_MOUSE	tr|A0A6P6DAG6|A0A6P6DAG6_OCTDE
OG0012298	sp|P14719|ILRL1_MOUSE	tr|A0A6P6ELZ1|A0A6P6ELZ1_OCTDE
OG0012299	sp|P16301|LCAT_MOUSE	tr|A0A6P3EJW3|A0A6P3EJW3_OCTDE
OG0012300	sp|P51569|AGAL_MOUSE	tr|A0A6P3FCV5|A0A6P3FCV5_OCTDE
OG0012301	sp|P56485|ACKR3_MOUSE	tr|A0A6P3FH16|A0A6P3FH16_OCTDE
OG0012302	sp|P70368|SEBOX_MOUSE	tr|A0A6P6EUP6|A0A6P6EUP6_OCTDE
OG0012303	sp|P97930|KTHY_MOUSE	tr|A0A6P3FDH5|A0A6P3FDH5_OCTDE
OG0012304	sp|Q04735|CDK16_MOUSE	tr|A0A6P6ENC7|A0A6P6ENC7_OCTDE
OG0012305	sp|Q1LZI2|S35F3_MOUSE	tr|A0A6P6D965|A0A6P6D965_OCTDE
OG0012306	sp|Q2Q5T5|MYMX_MOUSE	tr|A0A6P6EW10|A0A6P6EW10_OCTDE
OG0012307	sp|Q33DR2|DPS1_MOUSE	tr|A0A6P6DCA9|A0A6P6DCA9_OCTDE
OG0012308	sp|Q3UVU3|ZNT10_MOUSE	tr|A0A6P3EZ71|A0A6P3EZ71_OCTDE
OG0012309	sp|Q5PR68|CE112_MOUSE	tr|A0A6P3VAB5|A0A6P3VAB5_OCTDE
OG0012310	sp|Q61001|LAMA5_MOUSE	tr|A0A6P3FEF2|A0A6P3FEF2_OCTDE
OG0012311	sp|Q61285|ABCD2_MOUSE	tr|A0A6P3F2J6|A0A6P3F2J6_OCTDE
OG0012312	sp|Q61457|CCNE1_MOUSE	tr|A0A6P3F1Q8|A0A6P3F1Q8_OCTDE
OG0012313	sp|Q61474|MSI1H_MOUSE	tr|A0A6P6EXK8|A0A6P6EXK8_OCTDE
OG0012314	sp|Q6Q6R3|CRIP3_MOUSE	tr|A0A6P3EJI9|A0A6P3EJI9_OCTDE
OG0012315	sp|Q6ZQA0|NBEL2_MOUSE	tr|A0A6P6D8L9|A0A6P6D8L9_OCTDE
OG0012316	sp|Q78IQ7|S39A4_MOUSE	tr|A0A6P6F637|A0A6P6F637_OCTDE
OG0012317	sp|Q80T32|AGRD1_MOUSE	tr|A0A6P3FEF9|A0A6P3FEF9_OCTDE
OG0012318	sp|Q80XM3|KCNG4_MOUSE	tr|A0A6P3FX25|A0A6P3FX25_OCTDE
OG0012319	sp|Q8BH74|NU107_MOUSE	tr|A0A6P6EIF4|A0A6P6EIF4_OCTDE
OG0012320	sp|Q8BWF0|SSDH_MOUSE	tr|A0A6P6D7Y4|A0A6P6D7Y4_OCTDE
OG0012321	sp|Q8BZX4|SREK1_MOUSE	tr|A0A6P3EP83|A0A6P3EP83_OCTDE
OG0012322	sp|Q8C0N1|KIF2B_MOUSE	tr|A0A6P3EXJ0|A0A6P3EXJ0_OCTDE
OG0012323	sp|Q8C407|YIPF4_MOUSE	tr|A0A6P6E3V7|A0A6P6E3V7_OCTDE
OG0012324	sp|Q8CE33|KLH11_MOUSE	tr|A0A6P3VB78|A0A6P3VB78_OCTDE
OG0012325	sp|Q8CH62|LTO1_MOUSE	tr|A0A6P3ELH2|A0A6P3ELH2_OCTDE
OG0012326	sp|Q8R001|MARE2_MOUSE	tr|A0A6P6ED80|A0A6P6ED80_OCTDE
OG0012327	sp|Q8R3L2|TCF25_MOUSE	tr|A0A6P3FQT2|A0A6P3FQT2_OCTDE
OG0012328	tr|Q8VEH2|Q8VEH2_MOUSE	tr|A0A6P6D824|A0A6P6D824_OCTDE
OG0012329	tr|Q8VH17|Q8VH17_MOUSE	tr|A0A6P3F9T5|A0A6P3F9T5_OCTDE
OG0012330	sp|Q91X45|ZBTB3_MOUSE	tr|A0A6P3FW99|A0A6P3FW99_OCTDE
OG0012331	sp|Q91XA8|KLD8A_MOUSE	tr|A0A6P6DBG5|A0A6P6DBG5_OCTDE
OG0012332	sp|Q923S9|RAB30_MOUSE	tr|A0A6P3F5V1|A0A6P3F5V1_OCTDE
OG0012333	sp|Q99KE3|DOK4_MOUSE	tr|A0A6P3ELN7|A0A6P3ELN7_OCTDE
OG0012334	sp|Q99MU1|TPRA1_MOUSE	tr|A0A6P3FSS6|A0A6P3FSS6_OCTDE
OG0012335	sp|Q9CX99|GRAP_MOUSE	tr|A0A6P3FZB4|A0A6P3FZB4_OCTDE
OG0012336	sp|Q9D125|RT25_MOUSE	tr|A0A6P3FRV3|A0A6P3FRV3_OCTDE
OG0012337	sp|Q9D3R6|KATL2_MOUSE	tr|A0A6P6EBG1|A0A6P6EBG1_OCTDE
OG0012338	sp|Q9D3V5|FSIP1_MOUSE	tr|A0A6P3EU54|A0A6P3EU54_OCTDE
OG0012339	sp|Q9D483|RPC3_MOUSE	tr|A0A6P3FIG4|A0A6P3FIG4_OCTDE
OG0012340	sp|Q9EQ80|NIF3L_MOUSE	tr|A0A6P3EQ42|A0A6P3EQ42_OCTDE
OG0012341	sp|Q9JJH7|TRPM5_MOUSE	tr|A0A6P3ENC5|A0A6P3ENC5_OCTDE
OG0012342	sp|Q9QWR8|NAGAB_MOUSE	tr|A0A6P3FM55|A0A6P3FM55_OCTDE
OG0012343	sp|Q9QXV3|ING1_MOUSE	tr|A0A6P6EG65|A0A6P6EG65_OCTDE
OG0012344	sp|Q9QZ47|TNNT3_MOUSE	tr|A0A6P6E1M6|A0A6P6E1M6_OCTDE
OG0012345	sp|Q9WV70|NOC2L_MOUSE	tr|A0A6P6D518|A0A6P6D518_OCTDE
OG0012346	sp|Q9Z183|PADI4_MOUSE	tr|A0A6P3F376|A0A6P3F376_OCTDE
OG0012347	sp|Q9Z2J6|PD2R2_MOUSE	tr|A0A6P3FJ39|A0A6P3FJ39_OCTDE
OG0012348	tr|A0A0A6YY83|A0A0A6YY83_MOUSE	tr|A0A6P3EI04|A0A6P3EI04_OCTDE
OG0012349	sp|A1L3T7|RIPR3_MOUSE	tr|A0A6P3FEJ3|A0A6P3FEJ3_OCTDE
OG0012350	tr|E9Q289|E9Q289_MOUSE	tr|A0A6P6END5|A0A6P6END5_OCTDE
OG0012351	sp|E9Q7D5|ARHG5_MOUSE	tr|A0A6P3EPA3|A0A6P3EPA3_OCTDE
OG0012352	tr|G3UYY4|G3UYY4_MOUSE	tr|A0A6P6F016|A0A6P6F016_OCTDE
OG0012353	sp|O35177|CASL_MOUSE	tr|A0A6P3V9U7|A0A6P3V9U7_OCTDE
OG0012354	sp|O54836|ZMAT3_MOUSE	tr|A0A6P3F5J6|A0A6P3F5J6_OCTDE
OG0012355	sp|P08249|MDHM_MOUSE	tr|A0A6P3ERN0|A0A6P3ERN0_OCTDE
OG0012356	sp|P26048|GBRA2_MOUSE	tr|A0A6P3FRW9|A0A6P3FRW9_OCTDE
OG0012357	sp|P43488|TNFL4_MOUSE	tr|A0A6P3EZ51|A0A6P3EZ51_OCTDE
OG0012358	sp|P47937|NK3R_MOUSE	tr|A0A6P3FDH2|A0A6P3FDH2_OCTDE
OG0012359	sp|P57746|VATD_MOUSE	tr|A0A6P3EIC7|A0A6P3EIC7_OCTDE
OG0012360	sp|P60007|APC15_MOUSE	tr|A0A6P6DCZ2|A0A6P6DCZ2_OCTDE
OG0012361	sp|P70266|F261_MOUSE	tr|A0A6P3FYL1|A0A6P3FYL1_OCTDE
OG0012362	sp|P97432|NBR1_MOUSE	tr|A0A6P6ENA0|A0A6P6ENA0_OCTDE
OG0012363	sp|P99026|PSB4_MOUSE	tr|A0A6P3EV23|A0A6P3EV23_OCTDE
OG0012364	sp|Q06318|UTER_MOUSE	tr|A0A6P3V909|A0A6P3V909_OCTDE
OG0012365	sp|Q07563|COHA1_MOUSE	tr|A0A6P6EH69|A0A6P6EH69_OCTDE
OG0012366	sp|Q0VBN2|DSEL_MOUSE	tr|A0A6P3F3Z7|A0A6P3F3Z7_OCTDE
OG0012367	sp|Q14CH1|MOCOS_MOUSE	tr|A0A6P3EUC6|A0A6P3EUC6_OCTDE
OG0012368	sp|Q3U0S6|RAIN_MOUSE	tr|A0A6P6DQP9|A0A6P6DQP9_OCTDE
OG0012369	tr|Q3UU43|Q3UU43_MOUSE	tr|A0A6P3F2K7|A0A6P3F2K7_OCTDE
OG0012370	sp|Q3UYR4|ESPNL_MOUSE	tr|A0A6P3FGT0|A0A6P3FGT0_OCTDE
OG0012371	sp|Q60809|CNOT7_MOUSE	tr|A0A6P3EW32|A0A6P3EW32_OCTDE
OG0012372	sp|Q60870|REEP5_MOUSE	tr|A0A6P3FRT6|A0A6P3FRT6_OCTDE
OG0012373	sp|Q640L5|CCD18_MOUSE	tr|A0A6P6EUQ9|A0A6P6EUQ9_OCTDE
OG0012374	sp|Q68FE9|TSH2_MOUSE	tr|A0A6P6EWP8|A0A6P6EWP8_OCTDE
OG0012375	sp|Q6NXW6|RAD17_MOUSE	tr|A0A6P6DIM1|A0A6P6DIM1_OCTDE
OG0012376	tr|Q6PGF5|Q6PGF5_MOUSE	tr|A0A6P3F1I1|A0A6P3F1I1_OCTDE
OG0012377	sp|Q6V5K9|ZN474_MOUSE	tr|A0A6P6EFK8|A0A6P6EFK8_OCTDE
OG0012378	sp|Q7TQN9|GP142_MOUSE	tr|A0A6P6EBU9|A0A6P6EBU9_OCTDE
OG0012379	sp|Q80VF6|F181B_MOUSE	tr|A0A6P3VBJ9|A0A6P3VBJ9_OCTDE
OG0012380	sp|Q80WV3|CHST2_MOUSE	tr|A0A6P3F4E8|A0A6P3F4E8_OCTDE
OG0012381	sp|Q80XI3|IF4G3_MOUSE	tr|A0A6P6F155|A0A6P6F155_OCTDE
OG0012382	sp|Q80Y61|BI2L2_MOUSE	tr|A0A6P3FD20|A0A6P3FD20_OCTDE
OG0012383	sp|Q8BG50|TM169_MOUSE	tr|A0A6P3F8W8|A0A6P3F8W8_OCTDE
OG0012384	sp|Q8BI72|CARF_MOUSE	tr|A0A6P3V9E8|A0A6P3V9E8_OCTDE
OG0012385	sp|Q8BMI4|GEN_MOUSE	tr|A0A6P3ENJ9|A0A6P3ENJ9_OCTDE
OG0012386	sp|Q8BNL5|KCTD6_MOUSE	tr|A0A6P3ETJ6|A0A6P3ETJ6_OCTDE
OG0012387	sp|Q8C3M9|CB080_MOUSE	tr|A0A6P3EYU8|A0A6P3EYU8_OCTDE
OG0012388	sp|Q8CII0|ZBT8B_MOUSE	tr|A0A6P3VDX4|A0A6P3VDX4_OCTDE
OG0012389	sp|Q8QZV6|F161A_MOUSE	tr|A0A6P6EXE6|A0A6P6EXE6_OCTDE
OG0012390	sp|Q8VC82|RHBL1_MOUSE	tr|A0A6P3EY47|A0A6P3EY47_OCTDE
OG0012391	sp|Q8VE65|TAF12_MOUSE	tr|A0A6P6DFE4|A0A6P6DFE4_OCTDE
OG0012392	sp|Q91VL8|TE2IP_MOUSE	tr|A0A6P3ELE9|A0A6P3ELE9_OCTDE
OG0012393	sp|Q91X72|HEMO_MOUSE	tr|A0A6P3FAM8|A0A6P3FAM8_OCTDE
OG0012394	sp|Q920Q6|MSI2H_MOUSE	tr|A0A6P3FGD8|A0A6P3FGD8_OCTDE
OG0012395	sp|Q922Q2|RIOK1_MOUSE	tr|A0A6P6E6E3|A0A6P6E6E3_OCTDE
OG0012396	sp|Q99KR8|FUCO2_MOUSE	tr|A0A6P3EQ37|A0A6P3EQ37_OCTDE
OG0012397	sp|Q99MH5|NDK5_MOUSE	tr|A0A6P6DGB7|A0A6P6DGB7_OCTDE
OG0012398	sp|Q99N48|SYTL3_MOUSE	tr|A0A6P6E6R0|A0A6P6E6R0_OCTDE
OG0012399	sp|Q9CQC4|TM216_MOUSE	tr|A0A6P6DRY2|A0A6P6DRY2_OCTDE
OG0012400	sp|Q9CQG3|ZMY19_MOUSE	tr|A0A6P3F7C9|A0A6P3F7C9_OCTDE
OG0012401	sp|Q9CQT1|MTNA_MOUSE	tr|A0A6P3FDW8|A0A6P3FDW8_OCTDE
OG0012402	sp|Q9CQW1|YKT6_MOUSE	tr|A0A6P3F2D9|A0A6P3F2D9_OCTDE
OG0012403	sp|Q9CYC5|DSN1_MOUSE	tr|A0A6P6EF82|A0A6P6EF82_OCTDE
OG0012404	sp|Q9D159|MRAP_MOUSE	tr|A0A6P6DMT1|A0A6P6DMT1_OCTDE
OG0012405	sp|Q9D6G5|TM138_MOUSE	tr|A0A6P3FWC5|A0A6P3FWC5_OCTDE
OG0012406	sp|Q9D738|ASB12_MOUSE	tr|A0A6P3FU52|A0A6P3FU52_OCTDE
OG0012407	sp|Q9D9X6|ZSWM2_MOUSE	tr|A0A6P3ENP4|A0A6P3ENP4_OCTDE
OG0012408	sp|Q9EPW2|KLF15_MOUSE	tr|A0A6P3F3B2|A0A6P3F3B2_OCTDE
OG0012409	sp|Q9QW08|PHOS_MOUSE	tr|A0A6P3FSV8|A0A6P3FSV8_OCTDE
OG0012410	sp|Q9QX98|PTF1A_MOUSE	tr|A0A6P3FPJ3|A0A6P3FPJ3_OCTDE
OG0012411	sp|Q9Z1A9|TBCD8_MOUSE	tr|A0A6P6ELD3|A0A6P6ELD3_OCTDE
OG0012412	sp|A2AU37|RD21L_MOUSE	tr|A0A6P3FKU8|A0A6P3FKU8_OCTDE
OG0012413	sp|B8ZXI1|QTRT2_MOUSE	tr|A0A6P6EMY4|A0A6P6EMY4_OCTDE
OG0012414	tr|E9Q7L1|E9Q7L1_MOUSE	tr|A0A6P6D9P2|A0A6P6D9P2_OCTDE
OG0012415	tr|E9Q8X5|E9Q8X5_MOUSE	tr|A0A6P3FHJ2|A0A6P3FHJ2_OCTDE
OG0012416	tr|F6QRE9|F6QRE9_MOUSE	tr|A0A6P6EPX4|A0A6P6EPX4_OCTDE
OG0012417	sp|O35245|PKD2_MOUSE	tr|A0A6P6E8N7|A0A6P6E8N7_OCTDE
OG0012418	sp|O35308|MOT3_MOUSE	tr|A0A6P3EYN3|A0A6P3EYN3_OCTDE
OG0012419	sp|O88978|DAA11_MOUSE	tr|A0A6P6DE38|A0A6P6DE38_OCTDE
OG0012420	sp|P17439|GBA1_MOUSE	tr|A0A6P3EQF7|A0A6P3EQF7_OCTDE
OG0012421	sp|P40224|SDF1_MOUSE	tr|A0A6P3F1A1|A0A6P3F1A1_OCTDE
OG0012422	sp|P43680|SOX18_MOUSE	tr|A0A6P6DIZ5|A0A6P6DIZ5_OCTDE
